Country Name;Indicator Name;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016
World;Mortality rate, under-5 (per 1,000 live births);182,7;180,4;177,1;174,1;175,2;172,8;171,2;168,9;163,7;149,8;144,9;141,4;138,3;135,1;132;129,4;126,6;123,9;121,4;119;116,4;113,3;110,3;107,3;104,1;101,2;98,6;96,2;94;92,1;90,6;89,2;88,2;87,3;86,5;85,3;84;82,5;80,6;78,3;75,9;73,4;70,7;67,9;65,5;62,6;60,1;57,8;55,8;53,5;51,7;49,4;47,4;45,6;43,9;42,5;
