Country Name;Indicator Name;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016
World;Access to electricity (% of population);73,44931321;71,53405557;72,47987486;72,98961937;73,54998388;74,44066925;75,20242897;75,95072369;76,57800623;77,4024786;77,62422178;77,16797026;78,64205189;79,2054708;79,58110975;80,2264467;80,90574444;81,51846941;82,05415164;83,14876833;83,57929572;82,55850042;84,95581293;84,68611468;85,33652197;;
