un_sdg_region,name,color,is--un_sdg_region,income_mountain_50bracket_max_height_for_log
un_sub_saharan_africa,Sub-Saharan Africa,#e11484,TRUE,469878505.0
un_northern_africa_and_western_asia,Northern Africa and Western Asia,#f99d26,TRUE,120197351.0
un_central_and_southern_asia,Central and Southern Asia,#f36d25,TRUE,499075672.0
un_eastern_and_south_eastern_asia,Eastern and South-Eastern Asia,#279b48,TRUE,315397165.0
un_oceania_exc_australia_and_new_zealand,Oceania (exc. Australia and New Zealand),#8f1838,TRUE,3255912.0
un_latin_america_and_the_caribbean,Latin America and the Caribbean,#00aed9,TRUE,89006746.0
un_australia_and_new_zealand,Australia and New Zealand,#eb1c2d,TRUE,7665515.0
un_europe_and_northern_america,Europe and Northern America,#02558b,TRUE,154401503.0
