income_bracket_200,bracket_start,bracket_end
0,0.0078125,0.008373230176064788
1,0.008373230176064788,0.008974205898414337
2,0.008974205898414337,0.009618315729257157
3,0.009618315729257157,0.01030865555291324
4,0.01030865555291324,0.011048543456039804
5,0.011048543456039804,0.011841535675862483
6,0.011841535675862483,0.012691443693066181
7,0.012691443693066181,0.013602352551501938
8,0.013602352551501938,0.01457864049276262
9,0.01457864049276262,0.015625
10,0.015625,0.016746460352129577
11,0.016746460352129577,0.017948411796828673
12,0.017948411796828673,0.019236631458514314
13,0.019236631458514314,0.02061731110582648
14,0.02061731110582648,0.022097086912079608
15,0.022097086912079608,0.023683071351724965
16,0.023683071351724965,0.025382887386132362
17,0.025382887386132362,0.027204705103003875
18,0.027204705103003875,0.02915728098552524
19,0.02915728098552524,0.03125
20,0.03125,0.03349292070425915
21,0.03349292070425915,0.03589682359365735
22,0.03589682359365735,0.038473262917028656
23,0.038473262917028656,0.04123462221165296
24,0.04123462221165296,0.044194173824159216
25,0.044194173824159216,0.04736614270344993
26,0.04736614270344993,0.050765774772264724
27,0.050765774772264724,0.054409410206007786
28,0.054409410206007786,0.05831456197105048
29,0.05831456197105048,0.0625
30,0.0625,0.06698584140851832
31,0.06698584140851832,0.0717936471873147
32,0.0717936471873147,0.07694652583405728
33,0.07694652583405728,0.08246924442330592
34,0.08246924442330592,0.08838834764831843
35,0.08838834764831843,0.09473228540689989
36,0.09473228540689989,0.10153154954452945
37,0.10153154954452945,0.10881882041201554
38,0.10881882041201554,0.11662912394210095
39,0.11662912394210095,0.125
40,0.125,0.1339716828170367
41,0.1339716828170367,0.1435872943746294
42,0.1435872943746294,0.1538930516681145
43,0.1538930516681145,0.16493848884661183
44,0.16493848884661183,0.17677669529663687
45,0.17677669529663687,0.18946457081379983
46,0.18946457081379983,0.2030630990890589
47,0.2030630990890589,0.21763764082403114
48,0.21763764082403114,0.2332582478842019
49,0.2332582478842019,0.25
50,0.25,0.2679433656340734
51,0.2679433656340734,0.2871745887492588
52,0.2871745887492588,0.30778610333622924
53,0.30778610333622924,0.32987697769322366
