income_bracket_200,bracket_start,bracket_end
54,0.32987697769322366,0.35355339059327373
55,0.35355339059327373,0.37892914162759966
56,0.37892914162759966,0.4061261981781178
57,0.4061261981781178,0.4352752816480623
58,0.4352752816480623,0.4665164957684038
59,0.4665164957684038,0.5
60,0.5,0.5358867312681468
61,0.5358867312681468,0.5743491774985175
62,0.5743491774985175,0.6155722066724585
63,0.6155722066724585,0.6597539553864473
64,0.6597539553864473,0.7071067811865475
65,0.7071067811865475,0.7578582832551993
66,0.7578582832551993,0.8122523963562356
67,0.8122523963562356,0.8705505632961246
68,0.8705505632961246,0.9330329915368076
69,0.9330329915368076,1.0
70,1.0,1.0717734625362936
71,1.0717734625362936,1.148698354997035
72,1.148698354997035,1.231144413344917
73,1.231144413344917,1.3195079107728946
74,1.3195079107728946,1.4142135623730951
75,1.4142135623730951,1.5157165665103987
76,1.5157165665103987,1.6245047927124712
77,1.6245047927124712,1.7411011265922491
78,1.7411011265922491,1.8660659830736153
79,1.8660659830736153,2.0
80,2.0,2.143546925072586
81,2.143546925072586,2.2973967099940715
82,2.2973967099940715,2.462288826689834
83,2.462288826689834,2.6390158215457893
84,2.6390158215457893,2.82842712474619
85,2.82842712474619,3.0314331330207955
86,3.0314331330207955,3.2490095854249446
87,3.2490095854249446,3.4822022531844983
88,3.4822022531844983,3.7321319661472305
89,3.7321319661472305,4.0
90,4.0,4.287093850145172
91,4.287093850145172,4.594793419988143
92,4.594793419988143,4.924577653379668
93,4.924577653379668,5.278031643091579
94,5.278031643091579,5.65685424949238
95,5.65685424949238,6.062866266041598
96,6.062866266041598,6.498019170849889
97,6.498019170849889,6.9644045063689966
98,6.9644045063689966,7.464263932294461
99,7.464263932294461,8.0
100,8.0,8.574187700290354
101,8.574187700290354,9.189586839976286
102,9.189586839976286,9.849155306759336
103,9.849155306759336,10.556063286183157
104,10.556063286183157,11.31370849898476
105,11.31370849898476,12.125732532083196
106,12.125732532083196,12.996038341699778
107,12.996038341699778,13.928809012737993
108,13.928809012737993,14.928527864588922
109,14.928527864588922,16.0
110,16.0,17.148375400580708
111,17.148375400580708,18.379173679952572
112,18.379173679952572,19.69831061351867
113,19.69831061351867,21.112126572366314
114,21.112126572366314,22.62741699796952
115,22.62741699796952,24.251465064166393
116,24.251465064166393,25.992076683399556
117,25.992076683399556,27.857618025475986
118,27.857618025475986,29.857055729177844
119,29.857055729177844,32.0
120,32.0,34.296750801161416
121,34.296750801161416,36.758347359905144
122,36.758347359905144,39.39662122703734
123,39.39662122703734,42.22425314473263
124,42.22425314473263,45.25483399593904
125,45.25483399593904,48.502930128332785
126,48.502930128332785,51.98415336679911
127,51.98415336679911,55.71523605095197
128,55.71523605095197,59.71411145835569
129,59.71411145835569,64.0
130,64.0,68.59350160232283
131,68.59350160232283,73.51669471981029
132,73.51669471981029,78.79324245407469
133,78.79324245407469,84.44850628946526
134,84.44850628946526,90.50966799187808
135,90.50966799187808,97.00586025666557
136,97.00586025666557,103.96830673359823
137,103.96830673359823,111.43047210190394
138,111.43047210190394,119.42822291671138
139,119.42822291671138,128.0
140,128.0,137.18700320464566
141,137.18700320464566,147.03338943962058
142,147.03338943962058,157.58648490814937
143,157.58648490814937,168.89701257893051
144,168.89701257893051,181.01933598375615
145,181.01933598375615,194.01172051333114
146,194.01172051333114,207.93661346719645
147,207.93661346719645,222.8609442038079
148,222.8609442038079,238.85644583342275
149,238.85644583342275,256.0
150,256.0,274.3740064092913
151,274.3740064092913,294.06677887924116
152,294.06677887924116,315.17296981629875
153,315.17296981629875,337.79402515786103
154,337.79402515786103,362.0386719675123
155,362.0386719675123,388.0234410266623
156,388.0234410266623,415.8732269343929
157,415.8732269343929,445.7218884076158
158,445.7218884076158,477.7128916668455
159,477.7128916668455,512.0
160,512.0,548.7480128185827
161,548.7480128185827,588.1335577584816
162,588.1335577584816,630.3459396325975
163,630.3459396325975,675.5880503157229
164,675.5880503157229,724.0773439350246
165,724.0773439350246,776.0468820533246
166,776.0468820533246,831.7464538687848
167,831.7464538687848,891.4437768152316
168,891.4437768152316,955.4257833336922
169,955.4257833336922,1024.0
170,1024.0,1097.4960256371653
171,1097.4960256371653,1176.2671155169633
172,1176.2671155169633,1260.691879265195
173,1260.691879265195,1351.1761006314457
174,1351.1761006314457,1448.1546878700492
175,1448.1546878700492,1552.0937641066491
176,1552.0937641066491,1663.4929077375696
177,1663.4929077375696,1782.8875536304631
178,1782.8875536304631,1910.8515666673843
179,1910.8515666673843,2048.0
180,2048.0,2194.9920512743306
181,2194.9920512743306,2352.5342310339265
182,2352.5342310339265,2521.38375853039
183,2521.38375853039,2702.3522012628914
184,2702.3522012628914,2896.3093757400984
185,2896.3093757400984,3104.1875282132983
186,3104.1875282132983,3326.985815475139
187,3326.985815475139,3565.7751072609262
188,3565.7751072609262,3821.7031333347686
189,3821.7031333347686,4096.0
190,4096.0,4389.984102548661
191,4389.984102548661,4705.068462067865
192,4705.068462067865,5042.76751706078
193,5042.76751706078,5404.704402525783
194,5404.704402525783,5792.618751480197
195,5792.618751480197,6208.3750564265965
196,6208.3750564265965,6653.971630950295
197,6653.971630950295,7131.5502145218525
198,7131.5502145218525,7643.406266669537
199,7643.406266669537,8192.0
