geo,time,st_int_rcpt_xp_zs
gha,2007,16.489
gha,2008,13.71872
gha,2009,11.15724
gha,2010,7.48089
gha,2011,5.46058
gha,2012,6.86414
gha,2013,6.23227
gha,2014,6.72937
gha,2015,5.53349
gha,2016,5.44939
gha,2017,4.49678
gha,2018,4.42377
gha,2019,5.82205
gha,2020,0.86515
gin,1995,0.1301
gin,1996,1.22261
gin,1997,0.64799
gin,1998,0.53497
gin,1999,0.77452
gin,2000,1.06254
gin,2001,1.0134
gin,2007,0.08787
gin,2008,0.1661
gin,2009,0.43674
gin,2010,0.13302
gin,2011,0.1408
gin,2012,0.08051
gin,2014,0.80278
gin,2015,1.45193
gin,2016,0.67282
gin,2017,0.35719
gin,2018,0.11522
gin,2019,0.25738
gin,2020,0.01434
gmb,1996,30.8613
gmb,1997,34.07498
gmb,2003,43.05692
gmb,2004,28.59349
gmb,2005,31.62939
gmb,2006,34.33793
gmb,2007,33.17159
gmb,2008,24.8236
gmb,2009,22.98838
gmb,2010,29.56733
gmb,2011,34.41274
gmb,2012,37.85321
gmb,2013,29.82711
gmb,2014,40.91367
gmb,2015,42.87167
gmb,2016,46.95023
gmb,2017,46.0217
gmb,2018,47.99825
gmb,2019,43.58593
gmb,2020,30.16819
gnb,2003,3.37997
gnb,2004,2.63639
gnb,2010,7.97228
gnb,2011,5.13016
gnb,2012,4.44317
gnb,2017,4.3837
gnb,2018,5.25724
gnb,2019,6.48378
gnq,1995,1.06261
gnq,1996,2.21985
grc,1995,26.94067
grc,1996,24.66859
grc,1997,25.52648
grc,1999,35.36409
grc,2000,31.50324
grc,2001,30.68049
grc,2002,33.36532
grc,2003,29.43108
grc,2004,26.2374
grc,2005,26.12264
grc,2006,25.87085
grc,2007,23.39808
grc,2008,22.11425
grc,2009,27.15135
grc,2010,23.13168
grc,2011,24.04211
grc,2012,23.19892
grc,2013,23.91353
grc,2014,25.35928
grc,2015,28.01917
grc,2016,27.87644
grc,2017,27.30064
grc,2018,26.3767
grc,2019,28.33436
grc,2020,10.49278
grd,1995,61.40771
grd,1996,60.02364
grd,1997,56.13904
grd,1998,50.08493
grd,1999,40.36354
grd,2000,39.45235
grd,2001,42.10353
grd,2002,52.71627
grd,2003,57.92724
grd,2004,43.49213
grd,2005,47.69221
grd,2006,57.91513
grd,2007,61.5617
grd,2008,61.11622
grd,2009,59.81714
grd,2010,60.94832
grd,2011,59.63852
grd,2012,59.08249
grd,2013,57.21462
grd,2014,81.07489
grd,2015,82.61901
grd,2016,83.27355
grd,2017,83.37203
grd,2018,88.2059
gtm,1995,7.65035
gtm,1996,7.90274
gtm,1997,8.45944
gtm,1998,9.43559
gtm,1999,10.74682
gtm,2000,12.89721
gtm,2001,15.0655
gtm,2002,16.32065
gtm,2003,15.68469
gtm,2004,10.15228
gtm,2005,11.68856
gtm,2006,12.09051
gtm,2007,12.1064
gtm,2008,12.21693
gtm,2009,12.88931
gtm,2010,10.97149
gtm,2011,9.31923
gtm,2012,9.75832
gtm,2013,9.95433
gtm,2014,9.26189
gtm,2015,9.48694
gtm,2016,9.70964
gtm,2017,9.18896
gtm,2018,9.25102
gtm,2019,9.02393
gtm,2020,2.34327
guy,1996,15.7215
guy,1997,15.56789
guy,1998,16.15956
guy,1999,16.28567
guy,2000,11.90122
guy,2001,9.88744
guy,2002,8.00121
guy,2003,4.21179
hkg,1998,3.91968
hkg,1999,3.93027
hkg,2000,3.78938
hkg,2001,3.80955
hkg,2002,4.48276
hkg,2003,3.69967
hkg,2004,4.18542
hkg,2005,4.21648
hkg,2006,4.33676
hkg,2007,4.62294
hkg,2008,4.7711
hkg,2009,5.32152
hkg,2010,5.79582
hkg,2011,6.27055
hkg,2012,6.54399
hkg,2013,6.94392
hkg,2014,7.46311
hkg,2015,7.01075
hkg,2016,6.30571
hkg,2017,5.9219
hkg,2018,6.2108
hkg,2019,5.06924
hnd,1995,5.19941
hnd,1996,6.19243
hnd,1997,6.93621
hnd,1998,7.21649
hnd,1999,9.59469
hnd,2000,10.34278
hnd,2001,10.24506
hnd,2002,11.38734
hnd,2003,13.51363
hnd,2004,12.97214
hnd,2005,12.66387
hnd,2006,13.09773
hnd,2007,12.46742
hnd,2008,12.73941
hnd,2009,14.50864
hnd,2010,12.688
hnd,2011,10.29445
hnd,2012,10.25513
hnd,2013,9.87399
hnd,2014,10.43735
hnd,2015,9.68077
hnd,2016,8.69313
hnd,2017,8.32758
hnd,2018,8.36305
hnd,2019,7.68849
hnd,2020,3.02267
hrv,1999,31.96266
hrv,2000,37.70356
hrv,2001,40.07033
hrv,2002,40.10049
hrv,2003,52.13203
hrv,2004,45.26258
hrv,2005,45.9021
hrv,2006,43.10541
hrv,2007,42.0673
hrv,2008,44.84326
hrv,2009,45.12968
hrv,2010,38.6001
hrv,2011,39.37893
hrv,2012,38.09503
hrv,2013,41.36726
hrv,2014,40.33237
hrv,2015,35.68636
hrv,2016,37.32419
hrv,2017,37.59754
hrv,2018,36.9438
hrv,2019,37.94348
hrv,2020,23.2738
hti,1995,46.78727
hti,1996,50.10438
hti,1997,28.22474
hti,1998,27.65055
hti,1999,25.41129
hti,2000,25.41195
hti,2001,23.63694
hti,2002,25.64711
hti,2003,20.43249
hti,2004,18.1428
hti,2005,13.22139
hti,2006,18.28445
hti,2007,24.3843
hti,2008,39.25008
hti,2009,40.23185
hti,2010,37.68259
hti,2011,34.7643
hti,2012,33.6637
hti,2013,34.84574
hti,2014,34.77494
hti,2015,34.84392
hti,2016,31.13841
hti,2017,27.65779
hti,2018,34.7688
hun,1995,16.18408
hun,1996,18.30325
hun,1997,16.86145
hun,1998,14.23294
hun,1999,13.14024
hun,2000,11.93645
hun,2001,11.85724
hun,2002,9.45454
hun,2003,8.36229
hun,2004,6.26194
hun,2005,6.50238
hun,2006,5.84461
hun,2007,5.14639
hun,2008,5.95394
hun,2009,7.14664
hun,2010,6.15073
hun,2011,5.91539
hun,2012,5.558
hun,2013,5.75426
hun,2014,6.08527
hun,2015,6.32615
hun,2016,6.72971
hun,2017,6.85468
hun,2018,7.14776
hun,2019,7.64566
hun,2020,3.40109
idn,2002,8.80628
idn,2003,6.42776
idn,2004,6.63084
idn,2005,5.38025
idn,2006,4.55307
idn,2007,4.76913
idn,2008,5.58008
idn,2009,4.82996
idn,2010,4.57163
idn,2011,4.24326
idn,2012,4.48469
idn,2013,5.02455
idn,2014,5.81772
idn,2015,7.03491
idn,2016,7.48897
idn,2017,7.56449
idn,2018,8.45319
idn,2019,9.19805
idn,2020,1.98018
ind,2000,6.0035
ind,2001,5.37902
ind,2002,4.67294
ind,2003,5.37767
ind,2004,5.43614
ind,2005,4.95465
ind,2006,4.61162
ind,2007,4.67923
ind,2008,4.0843
ind,2012,4.13207
ind,2013,4.06643
ind,2014,4.27445
ind,2015,5.00944
ind,2016,5.36924
ind,2017,5.69635
ind,2018,5.42657
ind,2019,5.79837
ind,2020,2.76733
irl,2005,4.16728
irl,2006,4.34911
irl,2007,4.44124
irl,2008,4.55529
irl,2009,4.18346
irl,2010,3.93813
irl,2011,4.11275
irl,2012,3.93672
irl,2013,4.1095
irl,2014,3.90417
irl,2015,3.22786
irl,2016,3.48357
irl,2017,3.51037
irl,2018,3.23921
irl,2019,2.94796
irl,2020,0.74369
irn,1995,1.08162
irn,1996,0.61073
irn,1997,0.97072
irn,1998,4.39944
irn,1999,2.51281
irn,2000,2.27739
irq,2005,0.77331
irq,2006,0.5504
irq,2007,1.3719
irq,2008,1.32925
irq,2009,3.44043
irq,2010,3.17984
irq,2011,1.88714
irq,2012,1.69002
irq,2013,1.80103
irq,2014,2.17877
irq,2015,5.02567
irq,2016,6.66245
irq,2017,4.6522
irq,2018,2.16032
irq,2019,4.04149
irq,2020,1.88686
isl,1995,12.38691
isl,1996,11.73654
isl,1997,11.67933
isl,1998,12.941
isl,1999,13.04128
isl,2000,13.31419
isl,2001,12.60803
isl,2002,12.48501
isl,2003,13.04292
isl,2004,12.4442
isl,2005,12.42492
isl,2006,13.25368
isl,2007,11.88622
isl,2008,11.85481
isr,1995,12.70457
isr,1996,11.83009
isr,1997,11.77219
isr,1998,10.94509
isr,1999,12.70884
isr,2000,9.89672
isr,2001,7.05043
isr,2002,6.17089
isr,2003,5.6863
isr,2004,5.48663
isr,2005,6.45728
isr,2006,5.9363
isr,2007,5.95719
isr,2008,6.46862
isr,2009,7.14444
isr,2010,6.91341
isr,2011,6.36461
isr,2012,6.67326
isr,2013,6.67624
isr,2014,6.62007
isr,2015,7.00259
isr,2016,6.87863
isr,2017,7.27074
isr,2018,7.20483
isr,2019,7.21203
isr,2020,2.33145
ita,1995,10.48102
ita,1996,10.21626
ita,1997,10.42036
ita,1998,10.25424
ita,1999,10.18841
ita,2000,9.7924
ita,2001,8.99335
ita,2002,9.05203
ita,2003,8.86811
ita,2004,8.74157
ita,2005,8.40023
ita,2006,8.15486
ita,2007,7.61202
ita,2015,7.59035
ita,2016,7.70543
ita,2017,7.73638
ita,2018,7.86548
ita,2019,8.15997
ita,2020,3.67949
jam,1995,35.32809
jam,1996,36.65473
jam,1997,37.95011
jam,1998,40.78255
jam,1999,42.73185
jam,2000,43.94594
jam,2001,44.57839
jam,2002,46.00541
jam,2003,46.00761
jam,2004,44.45005
jam,2005,44.64204
jam,2006,43.78655
jam,2007,42.25573
jam,2008,40.11471
jam,2009,51.25943
jam,2010,52.31779
jam,2011,48.06005
jor,1995,27.96973
jor,1996,28.00839
jor,1997,29.75628
jor,1998,29.85524
jor,1999,28.7528
jor,2000,26.42043
jor,2001,23.3745
jor,2002,27.5472
jor,2003,26.21172
jor,2004,27.02302
jor,2005,26.19968
jor,2006,29.58079
jor,2007,29.3366
jor,2008,27.86834
jor,2009,31.38921
jor,2010,34.42643
jor,2011,31.6579
jor,2012,35.80684
jor,2013,36.16174
jor,2014,35.54283
jor,2015,35.18273
jor,2016,36.51196
jor,2017,38.80381
jor,2018,41.21867
jor,2019,41.83637
jor,2020,16.85302
jpn,1996,1.24609
jpn,1997,1.3037
jpn,1998,1.31022
jpn,1999,1.24217
jpn,2000,1.13992
jpn,2001,1.2956
jpn,2002,1.32831
jpn,2003,2.19949
jpn,2004,2.27183
jpn,2005,2.31134
jpn,2006,1.57707
jpn,2007,1.54849
jpn,2008,1.54815
jpn,2009,1.87382
jpn,2010,1.76508
jpn,2011,1.34668
jpn,2012,1.77285
jpn,2013,2.0311
jpn,2014,2.40911
jpn,2015,3.47708
jpn,2016,4.12261
jpn,2017,4.22358
jpn,2018,4.86929
jpn,2019,5.43967
jpn,2020,1.43636
kaz,1995,2.5941
kaz,1996,3.7037
kaz,1997,4.52126
kaz,1998,6.7013
kaz,1999,5.69265
kaz,2000,3.94089
kaz,2001,4.99725
kaz,2002,5.95195
kaz,2003,4.31011
kaz,2004,3.57368
kaz,2005,2.63604
kaz,2006,2.34807
kaz,2007,2.34485
kaz,2008,1.64576
kaz,2009,2.46736
kaz,2010,1.88672
kaz,2011,1.70219
kaz,2012,2.34321
kaz,2013,2.59614
kaz,2014,2.60121
kaz,2015,3.59385
kaz,2016,4.90253
kaz,2017,4.3787
kaz,2018,3.9481
kaz,2019,4.43332
kaz,2020,1.1253
ken,1995,22.26477
ken,1996,22.47307
ken,1997,25.89215
ken,1998,27.75753
ken,1999,28.24602
ken,2000,18.01413
ken,2001,17.79846
ken,2002,15.95314
ken,2003,17.14744
ken,2004,18.65738
ken,2005,18.13846
ken,2006,19.86284
ken,2007,21.43594
ken,2008,16.8627
ken,2009,15.21957
ken,2010,18.03397
ken,2011,18.49974
ken,2012,17.88429
ken,2013,16.66032
ken,2014,15.52063
ken,2015,15.04488
ken,2016,14.84943
ken,2017,14.96842
ken,2018,15.42712
ken,2019,15.36015
kgz,1998,2.00711
kgz,1999,3.41231
kgz,2000,3.49064
kgz,2001,5.68347
kgz,2002,7.49887
kgz,2003,8.28299
kgz,2004,9.75626
kgz,2005,9.93391
kgz,2006,14.71138
kgz,2007,19.38094
kgz,2008,21.22465
kgz,2009,12.86441
kgz,2010,9.62783
kgz,2011,12.64084
kgz,2012,13.87736
kgz,2013,15.3315
kgz,2014,14.26464
kgz,2015,19.8761
kgz,2016,19.7631
kgz,2017,18.65498
kgz,2018,18.94367
kgz,2019,22.78212
kgz,2020,8.00684
khm,1995,7.32563
khm,1996,14.50893
khm,1997,11.04418
khm,1998,13.17222
khm,1999,16.85079
khm,2000,18.89831
khm,2001,20.46964
khm,2002,21.4407
khm,2003,16.73765
khm,2004,19.83017
khm,2005,23.07451
khm,2006,22.10472
khm,2007,24.97518
khm,2008,25.4955
khm,2009,29.46323
khm,2010,28.17217
khm,2011,29.05759
khm,2012,30.00264
khm,2013,27.47307
khm,2014,26.8796
khm,2015,25.72411
khm,2016,24.62632
khm,2017,25.41709
khm,2018,26.241
khm,2019,25.2083
khm,2020,5.51512
kir,2017,17.55967
kna,1995,53.16123
kna,1996,53.2838
kna,1997,51.34029
kna,1998,48.97177
kna,1999,47.25428
kna,2000,38.66953
kna,2001,40.54653
kna,2002,37.18063
kna,2003,45.40481
kna,2004,53.10659
kna,2005,53.38437
kna,2006,56.00134
kna,2007,53.64335
kna,2008,46.87084
kna,2009,47.48946
kna,2010,43.24213
kna,2011,38.75427
kna,2012,36.92959
kna,2013,34.32768
kna,2014,58.59994
kna,2015,59.7631
kna,2016,65.97739
kna,2017,70.26435
kna,2018,61.38528
kor,1995,4.63187
kor,1996,4.2504
kor,1997,3.93288
kor,1998,5.33201
kor,1999,5.07558
kor,2000,4.21962
kor,2001,4.46793
kor,2002,3.96762
kor,2003,3.03548
kor,2004,2.72849
kor,2005,2.46635
kor,2006,2.18506
kor,2007,2.03714
kor,2008,2.56511
kor,2009,3.03845
kor,2010,2.61804
kor,2011,2.55676
kor,2012,2.65012
kor,2013,2.69593
kor,2014,3.087
kor,2015,2.92094
kor,2016,3.44862
kor,2017,2.56309
kor,2018,3.16517
kor,2019,3.85401
kor,2020,1.93842
kwt,1995,2.15966
kwt,1996,2.36646
kwt,1997,2.46868
kwt,1998,4.00578
kwt,1999,2.48099
kwt,2000,1.84965
kwt,2001,1.59768
kwt,2002,1.88073
kwt,2003,1.31525
kwt,2004,1.21446
kwt,2005,0.82472
kwt,2006,0.78277
kwt,2007,0.72907
kwt,2008,0.61677
kwt,2009,1.00168
kwt,2010,0.75388
kwt,2011,0.57016
kwt,2012,0.6071
kwt,2013,0.50769
kwt,2014,0.55376
kwt,2015,1.51651
kwt,2016,1.59361
kwt,2017,1.06362
kwt,2018,1.07865
kwt,2019,1.64485
kwt,2020,1.1051
lao,1995,15.84883
lao,1996,18.25029
lao,1997,14.49275
lao,1998,20.15375
lao,1999,22.35508
lao,2001,22.2411
lao,2002,23.0706
lao,2003,16.63521
lao,2004,22.50447
lao,2005,18.88253
lao,2006,14.4736
lao,2007,15.82234
lao,2008,18.74748
lao,2009,18.69045
lao,2010,17.05503
lao,2011,17.18241
lao,2012,16.24895
lao,2013,20.11797
lao,2014,15.89743
lao,2015,16.1205
lao,2016,14.11518
lao,2017,11.5853
lao,2018,13.02953
lao,2019,13.9438
lao,2020,3.51332
lbn,2003,60.20985
lbn,2004,50.12311
lbn,2005,45.1339
lbn,2006,37.66923
lbn,2007,35.48699
lbn,2008,28.59771
lbn,2009,33.92417
lbn,2010,38.71898
lbn,2011,29.07319
lbn,2012,36.55884
lbn,2013,35.20436
lbn,2014,36.25709
lbn,2015,36.41596
lbn,2016,39.04738
lbn,2017,42.69285
lbn,2018,45.37386
lbn,2019,47.87348
lbn,2020,27.00561
lbr,2004,18.60126
lbr,2005,19.3921
lbr,2006,25.24776
lbr,2007,24.15317
lbr,2008,20.82867
lbr,2009,27.08817
lby,1995,0.05324
lby,1996,0.05028
lby,1997,0.03657
lby,1998,0.42864
lby,1999,0.53171
lby,2000,0.68796
lby,2001,0.83195
lby,2002,1.97035
lby,2003,1.82432
lby,2004,1.4612
lby,2005,1.0244
lby,2006,0.64275
lby,2007,0.21047
lby,2008,0.15927
lby,2009,0.42468
lby,2010,0.34451
lca,1995,60.57709
lca,1996,67.11628
lca,1997,70.53831
lca,1998,72.58754
lca,1999,71.14874
lca,2000,74.56071
lca,2001,71.0772
lca,2002,65.79124
lca,2003,72.2856
lca,2004,70.2231
lca,2005,72.77356
lca,2006,66.78661
lca,2007,66.06487
lca,2008,58.01605
lca,2009,54.41655
lca,2010,50.74991
lca,2011,56.03638
lca,2012,55.7879
lca,2013,57.6243
lca,2014,84.50336
lca,2015,82.57723
lca,2016,84.40322
lca,2017,84.44223
lca,2018,88.77487
lka,1995,7.94865
lka,1996,5.80159
lka,1997,6.36565
lka,1998,6.44591
lka,1999,7.44537
lka,2000,6.08316
lka,2001,5.62185
lka,2002,9.954
lka,2003,10.83453
lka,2004,11.09305
lka,2005,9.24323
lka,2006,8.61592
lka,2007,7.9661
lka,2008,7.94027
lka,2009,8.39934
lka,2010,9.4054
lka,2011,10.41583
lka,2012,12.93703
lka,2013,16.61877
lka,2014,19.58766
lka,2015,23.4785
lka,2016,26.31269
lka,2017,26.63462
lka,2018,27.67498
lka,2019,24.01835
lka,2020,8.22454
lso,1995,15.75212
lso,1996,15.52433
lso,1997,12.57027
lso,1998,9.37767
lso,1999,10.16369
ltu,1995,3.19618
ltu,1996,8.19346
ltu,1997,8.61741
ltu,1998,11.28982
ltu,1999,16.17949
ltu,2000,9.68346
ltu,2001,8.05134
ltu,2002,8.82116
ltu,2003,8.64597
ltu,2004,7.53824
lux,2002,7.98621
lux,2003,7.90391
lux,2004,7.79362
lux,2005,6.71485
lux,2006,5.54134
lux,2007,5.31535
lux,2008,5.59905
lux,2009,6.08826
lux,2010,5.26547
lux,2011,5.36696
lux,2012,5.28124
lux,2013,4.89124
lux,2014,4.79879
lux,2015,5.27625
lux,2016,4.75146
lux,2017,4.27956
lux,2018,4.00716
lux,2019,3.91703
lux,2020,3.0103
lva,1995,1.77235
lva,1996,9.60124
lva,1997,9.07611
lva,1998,7.91952
lva,1999,5.77795
lva,2000,7.34164
lva,2001,6.00237
lva,2002,6.91539
lva,2003,6.94144
lva,2004,6.37398
lva,2005,6.13509
lva,2006,7.1853
lva,2007,7.25172
mac,2002,64.40628
mac,2003,68.23151
mac,2004,73.67119
mac,2005,69.98045
mac,2006,72.60209
mac,2007,76.98402
mac,2008,82.04722
mac,2009,89.57678
mac,2010,91.89208
mac,2011,93.486
mac,2012,93.33906
mac,2013,93.65199
mac,2014,92.32754
mac,2015,89.40816
mac,2016,90.1922
mac,2017,90.18824
mac,2018,90.90858
mac,2019,90.36245
mac,2020,59.73559
mar,1995,19.41563
mar,1996,22.7074
mar,1997,20.97154
mar,1998,23.35736
mar,1999,24.68939
mar,2000,25.76013
mar,2001,31.06519
mar,2002,30.00201
mar,2003,30.82575
mar,2004,31.31398
mar,2005,32.7023
mar,2006,35.53942
mar,2007,34.68547
mar,2008,29.07972
mar,2009,33.25164
mar,2010,30.23058
mar,2011,28.57922
mar,2012,26.25653
mar,2013,25.14533
mar,2014,25.04593
mar,2015,23.3237
mar,2016,23.03285
mar,2017,23.39569
mar,2018,22.00982
mar,2019,22.58673
mar,2020,12.03143
mda,1995,8.03595
mda,1996,5.38277
mda,1997,7.38272
mda,1998,8.65719
mda,1999,8.88986
mda,2000,10.1724
mda,2001,9.12782
mda,2002,9.53503
mda,2003,8.43242
mda,2004,9.53833
mda,2005,10.35865
mda,2006,11.34602
mda,2007,13.11983
mda,2008,13.62962
mda,2009,14.04437
mda,2010,11.36927
mda,2011,9.23143
mda,2012,10.30399
mda,2013,10.65555
mda,2014,11.08591
mda,2015,12.05584
mda,2016,13.11325
mda,2017,14.16935
mda,2018,14.4823
mda,2019,14.39124
mda,2020,10.98683
mdg,1995,14.15144
mdg,1996,13.06367
mdg,1997,17.18928
mdg,1998,20.24324
mdg,1999,18.77124
mdg,2000,18.46768
mdg,2001,14.68004
mdg,2002,10.03985
mdg,2003,14.66429
mdg,2004,26.08063
mdg,2005,20.75372
mdg,2006,23.36727
mdg,2007,17.53257
mdg,2008,16.5384
mdg,2009,16.67995
mdg,2010,19.71932
mdg,2011,18.98461
mdg,2012,20.90777
mdg,2013,19.36024
mdg,2014,20.78665
mdg,2015,22.06986
mdg,2016,26.89937
mdg,2017,20.47228
mdg,2018,19.9433
mdg,2019,23.21584
mdg,2020,7.77829
mdv,2011,80.41653
mdv,2012,81.73945
mdv,2013,83.29052
mdv,2014,85.20253
mdv,2015,85.56153
mdv,2016,83.87466
mdv,2017,83.48718
mdv,2018,85.20484
mdv,2019,84.73793
mdv,2020,78.86901
mex,1995,10.84376
mex,1996,9.99192
mex,1997,9.70597
mex,1998,6.42955
mex,1999,5.49307
mex,2000,5.07738
mex,2001,5.3592
mex,2002,5.49235
mex,2003,5.66894
mex,2004,5.74703
mex,2005,5.55674
mex,2006,5.00467
mex,2007,4.84941
mex,2008,4.75249
mex,2009,5.11741
mex,2010,4.01719
mex,2011,3.40543
mex,2012,3.43445
mex,2013,3.58831
mex,2014,3.96482
mex,2015,4.6372
mex,2016,5.17377
mex,2017,5.13652
mex,2018,4.95776
mex,2019,5.24669
mex,2020,2.63693
mhl,2005,11.08485
mhl,2006,12.94466
mhl,2007,11.90078
mhl,2008,9.0724
mhl,2009,10.02127
mhl,2010,6.73184
mhl,2011,6.18941
mhl,2012,3.50462
mhl,2013,3.81258
mhl,2014,6.08609
mhl,2015,3.1796
mhl,2016,65.96954
mhl,2017,18.69318
mhl,2018,15.59304
mkd,1996,3.35619
mkd,1997,3.03249
mkd,1998,2.97561
mkd,1999,7.36067
mkd,2000,7.74734
mkd,2001,4.81981
mkd,2002,5.58298
mkd,2003,6.61773
mkd,2004,6.17209
mkd,2005,5.54125
mkd,2006,6.12783
mkd,2007,6.06346
mkd,2008,6.15436
mkd,2009,7.74454
mkd,2010,5.51791
mkd,2011,5.04778
mkd,2012,5.47062
mkd,2013,5.75787
mkd,2014,5.50128
mkd,2015,5.4633
mkd,2016,5.20246
mkd,2017,5.30329
mkd,2018,5.08283
mkd,2019,5.14079
mkd,2020,3.51897
mli,1995,4.9112
mli,1996,5.14573
mli,1997,3.89028
mli,1998,4.37771
mli,1999,5.28625
mli,2000,7.28977
mli,2001,10.37471
mli,2002,10.00512
mli,2003,11.7781
mli,2004,11.64156
mli,2005,10.83069
mli,2006,9.40351
mli,2007,11.72869
mli,2008,11.16415
mli,2009,9.17353
mli,2010,8.52917
mli,2011,7.7737
mli,2012,4.30377
mli,2013,5.39542
mli,2014,6.60168
mli,2015,5.90313
mli,2016,6.13151
mli,2017,6.04684
mli,2018,5.51809
mlt,1995,27.15012
mlt,1996,27.44631
mlt,1997,28.50968
mlt,1998,27.20073
mlt,1999,25.99812
mlt,2000,20.43349
mlt,2001,22.34221
mlt,2002,21.10084
mlt,2003,21.48989
mlt,2004,15.18462
mlt,2005,13.79779
mlt,2006,11.50724
mlt,2007,11.47938
mmr,1995,13.05855
mmr,1996,15.74379
mmr,1997,12.23095
mmr,1998,11.58876
mmr,1999,12.41495
mmr,2000,9.24284
mmr,2001,5.34249
mmr,2002,5.61427
mmr,2003,2.68261
mmr,2004,3.3216
mmr,2005,2.19397
mmr,2006,1.3009
mmr,2007,1.69068
mmr,2008,1.27753
mmr,2009,1.19949
mmr,2010,1.18121
mmr,2011,3.94916
mmr,2012,5.81911
mmr,2013,7.93443
mmr,2014,12.83799
mmr,2015,16.04398
mmr,2016,17.58493
mmr,2017,14.58689
mmr,2018,10.61813
mmr,2019,14.27236
mne,2007,41.73514
mne,2008,47.26145
mne,2009,55.10531
mne,2010,51.09392
mne,2011,48.06888
mne,2012,50.5704
mne,2013,50.42449
mne,2014,52.05141
mne,2015,55.2681
mne,2016,54.81108
mne,2017,54.80566
mne,2018,52.16347
mne,2019,52.63671
mne,2020,14.42982
mng,1995,6.49223
mng,1996,4.17449
mng,1997,4.02447
mng,1998,8.70048
mng,1999,8.1868
mng,2000,7.01077
mng,2001,7.69592
mng,2002,20.18395
mng,2003,18.43825
mng,2004,16.93807
mng,2005,13.71119
mng,2006,12.85913
mng,2007,13.82467
mng,2008,8.98294
mng,2009,11.00735
mng,2010,8.48634
mng,2011,4.30419
mng,2012,4.82931
mng,2013,5.27005
mng,2014,4.22847
mng,2015,5.43304
mng,2016,6.76199
mng,2017,6.79347
mng,2018,6.81877
mng,2019,7.18905
mng,2020,0.64089
moz,2005,6.61165
moz,2006,5.22189
moz,2007,6.33959
moz,2008,6.63849
moz,2009,7.86559
moz,2010,5.23631
moz,2011,4.90777
moz,2012,4.81964
moz,2013,4.78177
moz,2014,4.84785
moz,2015,4.88407
moz,2016,3.02493
moz,2017,3.04673
moz,2018,5.53849
moz,2019,5.78576
moz,2020,2.58591
mrt,2012,1.79461
mrt,2013,1.76198
mrt,2014,1.89456
mrt,2015,1.89633
mrt,2016,1.97533
mrt,2017,1.27012
mrt,2018,0.29101
mrt,2019,0.54263
mrt,2020,0.22989
mus,1995,26.21972
mus,1996,25.43906
mus,1997,26.70653
mus,1998,25.98356
mus,1999,27.35434
mus,2000,27.91362
mus,2001,28.76977
mus,2002,28.10154
mus,2003,30.20619
mus,2004,33.51939
mus,2005,31.65216
mus,2006,32.54883
mus,2007,37.42907
mus,2008,36.99415
mus,2009,33.27351
mus,2010,31.97769
mus,2011,31.03349
mus,2012,29.35418
mus,2013,28.21719
mus,2014,28.65986
mus,2015,31.14207
mus,2016,35.06775
mus,2017,37.18753
mus,2018,38.68914
mus,2019,38.4924
mus,2020,16.77225
mwi,1995,4.68454
mwi,1996,5.67475
mwi,1997,5.52622
mwi,1998,4.37769
mwi,1999,8.43923
mwi,2000,6.62981
mwi,2001,8.4826
mwi,2002,9.53671
mwi,2003,10.65452
mwi,2004,13.10556
mwi,2005,7.8858
mwi,2006,5.72852
mwi,2007,4.90174
mwi,2008,4.19703
mwi,2009,3.41385
mwi,2010,3.68059
mwi,2011,2.24402
mwi,2012,2.53275
mwi,2013,2.36493
mwi,2014,2.19232
mwi,2015,3.07063
mwi,2016,2.54209
mwi,2017,3.32323
mwi,2018,4.77046
mwi,2019,4.73916
mwi,2020,3.12954
mys,1995,6.05023
mys,1996,6.22228
mys,1997,5.28062
mys,1998,3.88132
mys,1999,4.58801
mys,2000,5.23037
mys,2001,7.45094
mys,2002,7.46898
mys,2003,5.73417
mys,2004,6.38149
mys,2005,6.43869
mys,2006,6.72634
mys,2007,8.72868
mys,2008,8.06744
mys,2009,9.2466
mys,2010,8.83692
mys,2011,8.40056
mys,2012,8.70612
mys,2013,9.52716
mys,2014,9.80569
mys,2015,9.15883
mys,2016,9.78617
mys,2017,9.07949
mys,2018,8.85573
mys,2019,9.3136
mys,2020,1.63217
nam,2000,9.7756
nam,2001,17.51926
nam,2002,18.24422
nam,2003,22.84537
nam,2004,18.49908
nam,2005,14.63079
nam,2006,14.93247
nam,2007,15.3863
nam,2008,13.11059
nam,2009,13.94022
nam,2010,10.24574
nam,2011,11.0439
nam,2012,8.53769
nam,2013,8.19743
nam,2014,11.43698
nam,2015,13.20768
nam,2016,7.90275
nam,2017,10.01474
nam,2018,9.84585
nam,2019,9.8542
nam,2020,4.36334
ncl,2008,14.90065
ncl,2009,16.22219
ncl,2010,11.64674
ncl,2011,12.40829
ncl,2012,14.78528
ncl,2013,14.97971
ncl,2014,12.97777
ncl,2015,13.88883
ncl,2016,13.22556
ner,1996,6.95029
ner,1997,9.21076
ner,1998,7.31093
ner,1999,7.81904
ner,2000,7.18702
ner,2001,9.13521
ner,2002,6.09245
ner,2003,6.60952
ner,2004,6.08272
ner,2005,7.76556
ner,2006,6.51041
ner,2007,5.8812
ner,2008,8.21117
ner,2009,6.26594
ner,2010,8.29864
ner,2011,4.02557
ner,2012,3.36032
ner,2013,3.39828
