geo,time,sp_pop_0014_to
abw,1960,23769
abw,1961,24035
abw,1962,24139
abw,1963,24091
abw,1964,23924
abw,1965,23683
abw,1966,23479
abw,1967,23160
abw,1968,22773
abw,1969,22398
abw,1970,22043
abw,1971,21451
abw,1972,20956
abw,1973,20474
abw,1974,19895
abw,1975,19153
abw,1976,18708
abw,1977,18054
abw,1978,17270
abw,1979,16518
abw,1980,15934
abw,1981,15642
abw,1982,15528
abw,1983,15554
abw,1984,15572
abw,1985,15459
abw,1986,15575
abw,1987,15445
abw,1988,15178
abw,1989,15039
abw,1990,15257
abw,1991,15564
abw,1992,16244
abw,1993,17171
abw,1994,18101
abw,1995,18812
abw,1996,19607
abw,1997,20152
abw,1998,20503
abw,1999,20782
abw,2000,21062
abw,2001,21290
abw,2002,21490
abw,2003,21613
abw,2004,21608
abw,2005,21479
abw,2006,21400
abw,2007,21339
abw,2008,21292
abw,2009,21253
abw,2010,21221
abw,2011,20952
abw,2012,20608
abw,2013,20213
abw,2014,19833
abw,2015,19515
abw,2016,19146
abw,2017,18944
abw,2018,18843
abw,2019,18732
abw,2020,18558
afg,1960,3791398
afg,1961,3892774
afg,1962,3987207
afg,1963,4079604
afg,1964,4176097
afg,1965,4279405
afg,1966,4408354
afg,1967,4537726
afg,1968,4670217
afg,1969,4808160
afg,1970,4952749
afg,1971,5126255
afg,1972,5298650
afg,1973,5465752
afg,1974,5620548
afg,1975,5754600
afg,1976,5905310
afg,1977,6041229
afg,1978,6145529
afg,1979,6193728
afg,1980,6167998
afg,1981,6120206
afg,1982,6018772
afg,1983,5887421
afg,1984,5762967
afg,1985,5679716
afg,1986,5602622
afg,1987,5545199
afg,1988,5553638
afg,1989,5688388
afg,1990,5996166
afg,1991,6412435
afg,1992,6972007
afg,1993,7605924
afg,1994,8199804
afg,1995,8660290
afg,1996,9063144
afg,1997,9356593
afg,1998,9583636
afg,1999,9828707
afg,2000,10160022
afg,2001,10549109
afg,2002,10994238
afg,2003,11464836
afg,2004,11906924
afg,2005,12278044
afg,2006,12685156
afg,2007,13042470
afg,2008,13369666
afg,2009,13700611
afg,2010,14061038
afg,2011,14366484
afg,2012,14673818
afg,2013,14968789
afg,2014,15230632
afg,2015,15443806
afg,2016,15664814
afg,2017,15855058
afg,2018,16017446
afg,2019,16157198
afg,2020,16280845
ago,1960,2298278
ago,1961,2366950
ago,1962,2439505
ago,1963,2504062
ago,1964,2547437
ago,1965,2565875
ago,1966,2575162
ago,1967,2565406
ago,1968,2562164
ago,1969,2592704
ago,1970,2669035
ago,1971,2742738
ago,1972,2855508
ago,1973,2991264
ago,1974,3125336
ago,1975,3243453
ago,1976,3384465
ago,1977,3498666
ago,1978,3600313
ago,1979,3712169
ago,1980,3846099
ago,1981,3998021
ago,1982,4171958
ago,1983,4359410
ago,1984,4545141
ago,1985,4721214
ago,1986,4915385
ago,1987,5099944
ago,1988,5277940
ago,1989,5455525
ago,1990,5635397
ago,1991,5838644
ago,1992,6039555
ago,1993,6239209
ago,1994,6437829
ago,1995,6635638
ago,1996,6854778
ago,1997,7072950
ago,1998,7291638
ago,1999,7512795
ago,2000,7738638
ago,2001,7995677
ago,2002,8256395
ago,2003,8525293
ago,2004,8808623
ago,2005,9111255
ago,2006,9459742
ago,2007,9823509
ago,2008,10201777
ago,2009,10590934
ago,2010,10987155
ago,2011,11418718
ago,2012,11849941
ago,2013,12280862
ago,2014,12710363
ago,2015,13136045
ago,2016,13571355
ago,2017,13999872
ago,2018,14421730
ago,2019,14837599
ago,2020,15248424
alb,1960,646025
alb,1961,672912
alb,1962,699944
alb,1963,726429
alb,1964,751660
alb,1965,774509
alb,1966,797288
alb,1967,817709
alb,1968,837976
alb,1969,857640
alb,1970,873672
alb,1971,887046
alb,1972,901357
alb,1973,914016
alb,1974,924477
alb,1975,932982
alb,1976,941877
alb,1977,948326
alb,1978,952165
alb,1979,955738
alb,1980,961426
alb,1981,967751
alb,1982,976735
alb,1983,987108
alb,1984,998122
alb,1985,1009417
alb,1986,1020875
alb,1987,1034400
alb,1988,1047555
alb,1989,1068374
alb,1990,1077154
alb,1991,1074586
alb,1992,1069575
alb,1993,1061867
alb,1994,1052793
alb,1995,1043751
alb,1996,1020696
alb,1997,999590
alb,1998,979684
alb,1999,959258
alb,2000,937016
alb,2001,907894
alb,2002,882748
alb,2003,855353
alb,2004,827057
alb,2005,798071
alb,2006,765255
alb,2007,734104
alb,2008,704868
alb,2009,678030
alb,2010,654121
alb,2011,623783
alb,2012,597500
alb,2013,574857
alb,2014,555294
alb,2015,537791
alb,2016,528734
alb,2017,518036
alb,2018,506571
alb,2019,496617
alb,2020,489128
are,1960,41184
are,1961,43747
are,1962,47181
are,1963,51008
are,1964,54531
are,1965,57446
are,1966,59527
are,1967,61578
are,1968,64931
are,1969,71200
are,1970,81606
are,1971,90007
are,1972,100972
are,1973,115023
are,1974,132684
are,1975,154344
are,1976,175066
are,1977,199262
are,1978,227333
are,1979,257332
are,1980,286609
are,1981,316293
are,1982,344839
are,1983,373720
are,1984,404351
are,1985,437297
are,1986,465313
are,1987,492369
are,1988,518793
are,1989,544169
are,1990,567999
are,1991,587110
are,1992,606644
are,1993,625811
are,1994,643561
are,1995,660128
are,1996,684503
are,1997,709253
are,1998,739446
are,1999,775914
are,2000,816214
are,2001,789171
are,2002,765574
are,2003,759301
are,2004,782991
are,2005,841538
are,2006,876732
are,2007,936996
are,2008,1012222
are,2009,1081357
are,2010,1124863
are,2011,1201024
are,2012,1241612
are,2013,1262873
are,2014,1283360
are,2015,1311986
are,2016,1346624
are,2017,1376064
are,2018,1406459
are,2019,1437500
are,2020,1465172
arg,1960,6359619
arg,1961,6443595
arg,1962,6515681
arg,1963,6578462
arg,1964,6636512
arg,1965,6692680
arg,1966,6757942
arg,1967,6820985
arg,1968,6884882
arg,1969,6953530
arg,1970,7030163
arg,1971,7127579
arg,1972,7235064
arg,1973,7351515
arg,1974,7476084
arg,1975,7608884
arg,1976,7769439
arg,1977,7943479
arg,1978,8126119
arg,1979,8308493
arg,1980,8485078
arg,1981,8694707
arg,1982,8871424
arg,1983,9029442
arg,1984,9189224
arg,1985,9358491
arg,1986,9487610
arg,1987,9646334
arg,1988,9810965
arg,1989,9947654
arg,1990,10041981
arg,1991,10148345
arg,1992,10210465
arg,1993,10243125
arg,1994,10271830
arg,1995,10308660
arg,1996,10347240
arg,1997,10385460
arg,1998,10424412
arg,1999,10461215
arg,2000,10494238
arg,2001,10510963
arg,2002,10540093
arg,2003,10573025
arg,2004,10598085
arg,2005,10609994
arg,2006,10634080
arg,2007,10637333
arg,2008,10630193
arg,2009,10630362
arg,2010,10619665
arg,2011,10654653
arg,2012,10705359
arg,2013,10765954
arg,2014,10824454
arg,2015,10874071
arg,2016,10932227
arg,2017,10978949
arg,2018,11017254
arg,2019,11052913
arg,2020,11087953
arm,1960,724437
arm,1961,772384
arm,1962,817090
arm,1963,857913
arm,1964,894485
arm,1965,926055
arm,1966,951123
arm,1967,969177
arm,1968,980987
arm,1969,988505
arm,1970,993302
arm,1971,989152
arm,1972,986573
arm,1973,984128
arm,1974,979217
arm,1975,970799
arm,1976,965600
arm,1977,956152
arm,1978,945813
arm,1979,939195
arm,1980,938303
arm,1981,942285
arm,1982,951888
arm,1983,965721
arm,1984,981214
arm,1985,996932
arm,1986,1015099
arm,1987,1034479
arm,1988,1052228
arm,1989,1063385
arm,1990,1063000
arm,1991,1052513
arm,1992,1030567
arm,1993,1000936
arm,1994,969668
arm,1995,941309
arm,1996,909814
arm,1997,880377
arm,1998,851848
arm,1999,822648
arm,2000,792297
arm,2001,756841
arm,2002,724426
arm,2003,694521
arm,2004,666404
arm,2005,639822
arm,2006,619109
arm,2007,598492
arm,2008,579992
arm,2009,566592
arm,2010,559945
arm,2011,559194
arm,2012,562689
arm,2013,569814
arm,2014,578629
arm,2015,587453
arm,2016,594870
arm,2017,602339
arm,2018,609045
arm,2019,614200
arm,2020,617311
atg,1960,23267
atg,1961,23718
atg,1962,24169
atg,1963,24657
atg,1964,25205
atg,1965,25810
atg,1966,26372
atg,1967,27023
atg,1968,27708
atg,1969,28301
atg,1970,28663
atg,1971,28130
atg,1972,27503
atg,1973,26874
atg,1974,26337
atg,1975,25935
atg,1976,25221
atg,1977,24614
atg,1978,24132
atg,1979,23773
atg,1980,23489
atg,1981,22907
atg,1982,22383
atg,1983,21934
atg,1984,21576
atg,1985,21268
atg,1986,20714
atg,1987,20167
atg,1988,19711
atg,1989,19395
atg,1990,19252
atg,1991,19321
atg,1992,19478
atg,1993,19743
atg,1994,20091
atg,1995,20483
atg,1996,20693
atg,1997,20941
atg,1998,21228
atg,1999,21533
atg,2000,21808
atg,2001,21808
atg,2002,21780
atg,2003,21729
atg,2004,21667
atg,2005,21593
atg,2006,21634
atg,2007,21647
atg,2008,21621
atg,2009,21550
atg,2010,21426
atg,2011,21453
atg,2012,21391
atg,2013,21285
atg,2014,21190
atg,2015,21123
atg,2016,21179
atg,2017,21215
atg,2018,21260
atg,2019,21321
atg,2020,21398
aus,1960,3101573
aus,1961,3171575
aus,1962,3240425
aus,1963,3282439
aus,1964,3325371
aus,1965,3373205
aus,1966,3437926
aus,1967,3470716
aus,1968,3525226
aus,1969,3591359
aus,1970,3646512
aus,1971,3735708
aus,1972,3768306
aus,1973,3786824
aus,1974,3836172
aus,1975,3825230
aus,1976,3822003
aus,1977,3797908
aus,1978,3762559
aus,1979,3729878
aus,1980,3717172
aus,1981,3698624
aus,1982,3710773
aus,1983,3722821
aus,1984,3725293
aus,1985,3722489
aus,1986,3749364
aus,1987,3750096
aus,1988,3745514
aus,1989,3752667
aus,1990,3769581
aus,1991,3782297
aus,1992,3811058
aus,1993,3841441
aus,1994,3871722
aus,1995,3898194
aus,1996,3932924
aus,1997,3951986
aus,1998,3963018
aus,1999,3978969
aus,2000,3999611
aus,2001,4010103
aus,2002,4015963
aus,2003,4022831
aus,2004,4027287
aus,2005,4041179
aus,2006,4054781
aus,2007,4040682
aus,2008,4092069
aus,2009,4152405
aus,2010,4193157
aus,2011,4252616
aus,2012,4316146
aus,2013,4375969
aus,2014,4432970
aus,2015,4498208
aus,2016,4584735
aus,2017,4690354
aus,2018,4794332
aus,2019,4889361
aus,2020,4956854
aut,1960,1566864
aut,1961,1591647
aut,1962,1615511
aut,1963,1640796
aut,1964,1669908
aut,1965,1702165
aut,1966,1734910
aut,1967,1770419
aut,1968,1801100
aut,1969,1822857
aut,1970,1835769
aut,1971,1840231
aut,1972,1838054
aut,1973,1826900
aut,1974,1802605
aut,1975,1766122
aut,1976,1723301
aut,1977,1683462
aut,1978,1640041
aut,1979,1593504
aut,1980,1549231
aut,1981,1511937
aut,1982,1473669
aut,1983,1434631
aut,1984,1400817
aut,1985,1370721
aut,1986,1350296
aut,1987,1327219
aut,1988,1306500
aut,1989,1296431
aut,1990,1299884
aut,1991,1314644
aut,1992,1342729
aut,1993,1374321
aut,1994,1397371
aut,1995,1408227
aut,1996,1408301
aut,1997,1397122
aut,1998,1378290
aut,1999,1360628
aut,2000,1348118
aut,2001,1335267
aut,2002,1329418
aut,2003,1326404
aut,2004,1322536
aut,2005,1314129
aut,2006,1303282
aut,2007,1285491
aut,2008,1265159
aut,2009,1246028
aut,2010,1230814
aut,2011,1218637
aut,2012,1211102
aut,2013,1208730
aut,2014,1211372
aut,2015,1220347
aut,2016,1238043
aut,2017,1251975
aut,2018,1264013
aut,2019,1275321
aut,2020,1285114
aze,1960,1539915
aze,1961,1641353
aze,1962,1747739
aze,1963,1852902
aze,1964,1948595
aze,1965,2029472
aze,1966,2108569
aze,1967,2167101
aze,1968,2209298
aze,1969,2242330
aze,1970,2269677
aze,1971,2284469
aze,1972,2296301
aze,1973,2301987
aze,1974,2296943
aze,1975,2280263
aze,1976,2261608
aze,1977,2233871
aze,1978,2201126
aze,1979,2170350
aze,1980,2146219
aze,1981,2132288
aze,1982,2127157
aze,1983,2131157
aze,1984,2143690
aze,1985,2164440
aze,1986,2205403
aze,1987,2253212
aze,1988,2304369
aze,1989,2355531
aze,1990,2382349
aze,1991,2433210
aze,1992,2482351
aze,1993,2526284
aze,1994,2560672
aze,1995,2583105
aze,1996,2588333
aze,1997,2583913
aze,1998,2569472
aze,1999,2543307
aze,2000,2506956
aze,2001,2447675
aze,2002,2386791
aze,2003,2324231
aze,2004,2261750
aze,2005,2201139
aze,2006,2157436
aze,2007,2112775
aze,2008,2091700
aze,2009,2080991
aze,2010,2067587
aze,2011,2073578
aze,2012,2095964
aze,2013,2130775
aze,2014,2169867
aze,2015,2207180
aze,2016,2257698
aze,2017,2294774
aze,2018,2322882
aze,2019,2349884
aze,2020,2373427
bdi,1960,1226079
bdi,1961,1258476
bdi,1962,1293759
bdi,1963,1330517
bdi,1964,1366338
bdi,1965,1400453
bdi,1966,1445591
bdi,1967,1487965
bdi,1968,1526272
bdi,1969,1558759
bdi,1970,1583417
bdi,1971,1612023
bdi,1972,1631876
bdi,1973,1646324
bdi,1974,1661031
bdi,1975,1680860
bdi,1976,1706857
bdi,1977,1738149
bdi,1978,1774552
bdi,1979,1814646
bdi,1980,1857676
bdi,1981,1920157
bdi,1982,1982978
bdi,1983,2048468
bdi,1984,2118812
bdi,1985,2194249
bdi,1986,2279755
bdi,1987,2366858
bdi,1988,2452722
bdi,1989,2533251
bdi,1990,2605955
bdi,1991,2708684
bdi,1992,2802130
bdi,1993,2885043
bdi,1994,2955600
bdi,1995,3012086
bdi,1996,3056253
bdi,1997,3089005
bdi,1998,3116608
bdi,1999,3148960
bdi,2000,3194025
bdi,2001,3225883
bdi,2002,3271076
bdi,2003,3327426
bdi,2004,3391090
bdi,2005,3459859
bdi,2006,3539176
bdi,2007,3622560
bdi,2008,3711776
bdi,2009,3809288
bdi,2010,3916196
bdi,2011,4046742
bdi,2012,4183302
bdi,2013,4325978
bdi,2014,4473613
bdi,2015,4624917
bdi,2016,4778516
bdi,2017,4932298
bdi,2018,5084985
bdi,2019,5234957
bdi,2020,5380807
bel,1960,2152022
bel,1961,2183767
bel,1962,2201944
bel,1963,2217487
bel,1964,2235830
bel,1965,2255517
bel,1966,2271761
bel,1967,2282094
bel,1968,2286057
bel,1969,2284219
bel,1970,2274388
bel,1971,2256954
bel,1972,2244711
bel,1973,2228512
bel,1974,2206840
bel,1975,2178235
bel,1976,2146830
bel,1977,2107896
bel,1978,2064865
bel,1979,2023102
bel,1980,1985822
bel,1981,1947635
bel,1982,1915000
bel,1983,1887639
bel,1984,1862681
bel,1985,1839379
bel,1986,1822790
bel,1987,1806380
bel,1988,1795317
bel,1989,1788982
bel,1990,1786760
bel,1991,1785479
bel,1992,1791023
bel,1993,1800753
bel,1994,1809334
bel,1995,1813396
bel,1996,1815393
bel,1997,1813600
bel,1998,1808163
bel,1999,1803235
bel,2000,1800715
bel,2001,1793891
bel,2002,1792686
bel,2003,1793534
bel,2004,1794736
bel,2005,1797090
bel,2006,1803471
bel,2007,1810116
bel,2008,1817723
bel,2009,1826821
bel,2010,1839474
bel,2011,1867534
bel,2012,1881300
bel,2013,1892011
bel,2014,1902944
bel,2015,1917082
bel,2016,1928234
bel,2017,1937926
bel,2018,1948932
bel,2019,1959814
bel,2020,1966443
ben,1960,936951
ben,1961,961011
ben,1962,986661
ben,1963,1013775
ben,1964,1041575
ben,1965,1069668
ben,1966,1102195
ben,1967,1134183
ben,1968,1165996
ben,1969,1198095
ben,1970,1230722
ben,1971,1269619
ben,1972,1307902
ben,1973,1346104
ben,1974,1384812
ben,1975,1424489
ben,1976,1470725
ben,1977,1517333
ben,1978,1564485
ben,1979,1612240
ben,1980,1660673
ben,1981,1716350
ben,1982,1771686
ben,1983,1827304
ben,1984,1883912
ben,1985,1941922
ben,1986,2006666
ben,1987,2071568
ben,1988,2137816
ben,1989,2206872
ben,1990,2279693
ben,1991,2358176
ben,1992,2439014
ben,1993,2520954
ben,1994,2601744
ben,1995,2679591
ben,1996,2768206
ben,1997,2852636
ben,1998,2934507
ben,1999,3016165
ben,2000,3099203
ben,2001,3189375
ben,2002,3279682
ben,2003,3369818
ben,2004,3459120
ben,2005,3547182
ben,2006,3645953
ben,2007,3743589
ben,2008,3840416
ben,2009,3936906
ben,2010,4033506
ben,2011,4138619
ben,2012,4242294
ben,2013,4345221
ben,2014,4448213
ben,2015,4551586
ben,2016,4660441
ben,2017,4768295
ben,2018,4875131
ben,2019,4980737
ben,2020,5085024
bfa,1960,1995469
bfa,1961,2037325
bfa,1962,2075295
bfa,1963,2111126
bfa,1964,2147082
bfa,1965,2184555
bfa,1966,2235289
bfa,1967,2286595
bfa,1968,2337907
bfa,1969,2387773
bfa,1970,2435320
bfa,1971,2497191
bfa,1972,2554535
bfa,1973,2609318
bfa,1974,2664542
bfa,1975,2722080
bfa,1976,2795875
bfa,1977,2871717
bfa,1978,2949561
bfa,1979,3028904
bfa,1980,3109926
bfa,1981,3209356
bfa,1982,3307234
bfa,1983,3405106
bfa,1984,3504491
bfa,1985,3605473
bfa,1986,3719358
bfa,1987,3831977
bfa,1988,3943636
bfa,1989,4054197
bfa,1990,4163498
bfa,1991,4284236
bfa,1992,4403229
bfa,1993,4520776
bfa,1994,4637388
bfa,1995,4753741
bfa,1996,4889179
bfa,1997,5022511
bfa,1998,5155610
bfa,1999,5290717
bfa,2000,5429021
bfa,2001,5588071
bfa,2002,5747330
bfa,2003,5908219
bfa,2004,6072273
bfa,2005,6240654
bfa,2006,6432258
bfa,2007,6625602
bfa,2008,6820777
bfa,2009,7016930
bfa,2010,7213252
bfa,2011,7426964
bfa,2012,7636329
bfa,2013,7842964
bfa,2014,8048640
bfa,2015,8253721
bfa,2016,8463139
bfa,2017,8671798
bfa,2018,8877905
bfa,2019,9079151
bfa,2020,9274847
bgd,1960,20191455
bgd,1961,20947863
bgd,1962,21671632
bgd,1963,22397038
bgd,1964,23173281
bgd,1965,24022967
bgd,1966,25002464
bgd,1967,26044374
bgd,1968,27086363
bgd,1969,28020522
bgd,1970,28766147
bgd,1971,29437114
bgd,1972,29972419
bgd,1973,30427290
bgd,1974,30908600
bgd,1975,31496446
bgd,1976,32285655
bgd,1977,33107536
bgd,1978,33957457
bgd,1979,34800021
bgd,1980,35606527
bgd,1981,36502638
bgd,1982,37327293
bgd,1983,38108556
bgd,1984,38885492
bgd,1985,39675639
bgd,1986,40506745
bgd,1987,41325440
bgd,1988,42109536
bgd,1989,42818993
bgd,1990,43429145
bgd,1991,44049204
bgd,1992,44571299
bgd,1993,45015757
bgd,1994,45414574
bgd,1995,45787206
bgd,1996,46152068
bgd,1997,46481970
bgd,1998,46770564
bgd,1999,47005230
bgd,2000,47178540
bgd,2001,47444711
bgd,2002,47643895
bgd,2003,47771560
bgd,2004,47819589
bgd,2005,47778952
bgd,2006,47785909
bgd,2007,47703691
bgd,2008,47557751
bgd,2009,47384233
bgd,2010,47204866
bgd,2011,46901167
bgd,2012,46623244
bgd,2013,46353532
bgd,2014,46065580
bgd,2015,45748820
bgd,2016,45423270
bgd,2017,45070552
bgd,2018,44711068
bgd,2019,44371981
bgd,2020,44061889
bgr,1960,2052880
bgr,1961,2052648
bgr,1962,2041894
bgr,1963,2023925
bgr,1964,2005898
bgr,1965,1988976
bgr,1966,1975104
bgr,1967,1962785
bgr,1968,1954153
bgr,1969,1947928
bgr,1970,1940601
bgr,1971,1937336
bgr,1972,1933896
bgr,1973,1933608
bgr,1974,1938512
bgr,1975,1941777
bgr,1976,1949972
bgr,1977,1959747
bgr,1978,1960724
bgr,1979,1960299
bgr,1980,1962711
bgr,1981,1966707
bgr,1982,1965264
bgr,1983,1959491
bgr,1984,1952209
bgr,1985,1939945
bgr,1986,1916486
bgr,1987,1901312
bgr,1988,1885678
bgr,1989,1839794
bgr,1990,1773939
bgr,1991,1728625
bgr,1992,1670487
bgr,1993,1609670
bgr,1994,1556269
bgr,1995,1505548
bgr,1996,1453730
bgr,1997,1406293
bgr,1998,1362480
bgr,1999,1320939
bgr,2000,1279448
bgr,2001,1215328
bgr,2002,1153920
bgr,2003,1112193
bgr,2004,1074867
bgr,2005,1042873
bgr,2006,1027063
bgr,2007,1013805
bgr,2008,1004468
bgr,2009,999719
bgr,2010,998134
bgr,2011,1003998
bgr,2012,1008330
bgr,2013,1012555
bgr,2014,1018130
bgr,2015,1024567
bgr,2016,1020446
bgr,2017,1022102
bgr,2018,1025337
bgr,2019,1024417
bgr,2020,1017877
bhr,1960,67072
bhr,1961,71412
bhr,1962,75491
bhr,1963,79628
bhr,1964,83879
bhr,1965,87953
bhr,1966,89002
bhr,1967,90066
bhr,1968,91392
bhr,1969,93097
bhr,1970,95254
bhr,1971,96826
bhr,1972,98034
bhr,1973,99444
bhr,1974,101751
bhr,1975,105330
bhr,1976,108366
bhr,1977,112477
bhr,1978,117104
bhr,1979,121297
bhr,1980,124427
bhr,1981,127754
bhr,1982,130720
bhr,1983,133617
bhr,1984,136880
bhr,1985,140736
bhr,1986,145469
bhr,1987,150041
bhr,1988,154612
bhr,1989,158829
bhr,1990,162120
bhr,1991,165351
bhr,1992,167285
bhr,1993,168383
bhr,1994,169237
bhr,1995,170497
bhr,1996,174157
bhr,1997,177885
bhr,1998,183107
bhr,1999,190593
bhr,2000,200319
bhr,2001,202750
bhr,2002,206202
bhr,2003,211442
bhr,2004,218873
bhr,2005,228374
bhr,2006,231846
bhr,2007,237591
bhr,2008,244226
bhr,2009,249523
bhr,2010,252039
bhr,2011,260175
bhr,2012,265255
bhr,2013,269740
bhr,2014,276233
bhr,2015,286027
bhr,2016,290718
bhr,2017,296447
bhr,2018,302185
bhr,2019,307205
bhr,2020,311089
bhs,1960,46429
bhs,1961,48842
bhs,1962,51545
bhs,1963,54498
bhs,1964,57572
bhs,1965,60616
bhs,1966,63025
bhs,1967,65259
bhs,1968,67369
bhs,1969,69426
bhs,1970,71418
bhs,1971,72058
bhs,1972,73089
bhs,1973,74329
bhs,1974,75429
bhs,1975,76272
bhs,1976,77093
bhs,1977,77285
bhs,1978,77168
bhs,1979,77267
bhs,1980,77862
bhs,1981,77911
bhs,1982,78848
bhs,1983,80258
bhs,1984,81448
bhs,1985,82087
bhs,1986,83031
bhs,1987,83098
bhs,1988,82717
bhs,1989,82597
bhs,1990,83113
bhs,1991,83427
bhs,1992,84639
bhs,1993,86271
bhs,1994,87516
bhs,1995,87923
bhs,1996,88654
bhs,1997,88480
bhs,1998,87773
bhs,1999,87246
bhs,2000,87348
bhs,2001,87496
bhs,2002,88117
bhs,2003,89080
bhs,2004,90171
bhs,2005,91312
bhs,2006,92151
bhs,2007,93331
bhs,2008,94458
bhs,2009,95201
bhs,2010,95420
bhs,2011,94993
bhs,2012,93956
bhs,2013,92505
bhs,2014,91023
bhs,2015,89772
bhs,2016,88256
bhs,2017,87322
bhs,2018,86710
bhs,2019,85982
bhs,2020,84947
bih,1960,1225443
bih,1961,1249206
bih,1962,1269968
bih,1963,1286346
bih,1964,1297824
bih,1965,1304166
bih,1966,1317286
bih,1967,1321243
bih,1968,1319069
bih,1969,1315795
bih,1970,1314314
bih,1971,1307525
bih,1972,1305858
bih,1973,1305741
bih,1974,1301773
bih,1975,1291595
bih,1976,1278885
bih,1977,1259740
bih,1978,1237194
bih,1979,1216661
bih,1980,1201151
bih,1981,1186054
bih,1982,1176085
bih,1983,1169273
bih,1984,1162109
bih,1985,1152706
bih,1986,1145227
bih,1987,1137237
bih,1988,1125917
bih,1989,1107465
bih,1990,1078368
bih,1991,1033819
bih,1992,981811
bih,1993,927487
bih,1994,878992
bih,1995,842974
bih,1996,817248
bih,1997,802501
bih,1998,794980
bih,1999,788036
bih,2000,776939
bih,2001,761428
bih,2002,739152
bih,2003,712830
bih,2004,687662
bih,2005,666534
bih,2006,643667
bih,2007,628234
bih,2008,616324
bih,2009,602029
bih,2010,583133
bih,2011,575948
bih,2012,561732
bih,2013,544352
bih,2014,530339
bih,2015,522688
bih,2016,505271
bih,2017,495883
bih,2018,490819
bih,2019,485041
bih,2020,476455
blr,1960,2369415
blr,1961,2443144
blr,1962,2502430
blr,1963,2548927
blr,1964,2587330
blr,1965,2618806
blr,1966,2626603
blr,1967,2629233
blr,1968,2623491
blr,1969,2606870
blr,1970,2579766
blr,1971,2531465
blr,1972,2488227
blr,1973,2447867
blr,1974,2406895
blr,1975,2362800
blr,1976,2329323
blr,1977,2288186
blr,1978,2246860
blr,1979,2214141
blr,1980,2197454
blr,1981,2194319
blr,1982,2207933
blr,1983,2232873
blr,1984,2258313
blr,1985,2278265
blr,1986,2307788
blr,1987,2330820
blr,1988,2338165
blr,1989,2340856
blr,1990,2336436
blr,1991,2327661
blr,1992,2313681
blr,1993,2291341
blr,1994,2254828
blr,1995,2208568
blr,1996,2137868
blr,1997,2070126
blr,1998,2001658
blr,1999,1928167
blr,2000,1848790
blr,2001,1777526
blr,2002,1701848
blr,2003,1626949
blr,2004,1560995
blr,2005,1507385
blr,2006,1468790
blr,2007,1440000
blr,2008,1421530
blr,2009,1412857
blr,2010,1412685
blr,2011,1425552
blr,2012,1446463
blr,2013,1474473
blr,2014,1506054
blr,2015,1538708
blr,2016,1563787
blr,2017,1580397
blr,2018,1591940
blr,2019,1604780
blr,2020,1617137
blz,1960,41686
blz,1961,43473
blz,1962,45117
blz,1963,46713
blz,1964,48332
blz,1965,49981
blz,1966,51591
blz,1967,53270
blz,1968,54903
blz,1969,56368
blz,1970,57569
blz,1971,59088
blz,1972,60436
blz,1973,61597
blz,1974,62606
blz,1975,63490
blz,1976,64289
blz,1977,64915
blz,1978,65444
blz,1979,66102
blz,1980,67102
blz,1981,67869
blz,1982,69114
blz,1983,70714
blz,1984,72348
blz,1985,73846
blz,1986,75730
blz,1987,77404
blz,1988,78883
blz,1989,80259
blz,1990,81511
blz,1991,82713
blz,1992,83866
blz,1993,85054
blz,1994,86454
blz,1995,88281
blz,1996,90182
blz,1997,92452
blz,1998,95098
blz,1999,97947
blz,2000,100758
blz,2001,103089
blz,2002,105196
blz,2003,107075
blz,2004,108790
blz,2005,110404
blz,2006,111465
blz,2007,112453
blz,2008,113354
blz,2009,114154
blz,2010,114838
blz,2011,115181
blz,2012,115555
blz,2013,115848
blz,2014,115961
blz,2015,115867
blz,2016,116133
blz,2017,116128
blz,2018,115993
blz,2019,115951
blz,2020,116103
bol,1960,1507690
bol,1961,1541250
bol,1962,1573066
bol,1963,1603688
bol,1964,1633567
bol,1965,1662954
bol,1966,1700858
bol,1967,1736881
bol,1968,1771854
bol,1969,1806662
bol,1970,1841761
bol,1971,1885360
bol,1972,1927979
bol,1973,1969982
bol,1974,2011435
bol,1975,2052236
bol,1976,2101722
bol,1977,2149270
bol,1978,2194869
bol,1979,2238230
bol,1980,2279052
bol,1981,2326967
bol,1982,2371029
bol,1983,2412669
bol,1984,2453767
bol,1985,2495457
bol,1986,2542747
bol,1987,2590516
bol,1988,2638201
bol,1989,2684486
bol,1990,2728649
bol,1991,2780172
bol,1992,2827213
bol,1993,2871205
bol,1994,2914159
bol,1995,2956987
bol,1996,3004878
bol,1997,3051508
bol,1998,3096331
bol,1999,3138308
bol,2000,3177025
bol,2001,3218340
bol,2002,3256686
bol,2003,3292111
bol,2004,3324560
bol,2005,3353780
bol,2006,3383814
bol,2007,3408819
bol,2008,3429852
bol,2009,3448512
bol,2010,3465712
bol,2011,3480012
bol,2012,3494266
bol,2013,3507204
bol,2014,3516847
bol,2015,3522332
bol,2016,3528357
bol,2017,3529623
bol,2018,3527823
bol,2019,3525918
bol,2020,3525599
bra,1960,31157132
bra,1961,32198543
bra,1962,33248710
bra,1963,34282642
bra,1964,35264393
bra,1965,36171508
bra,1966,37145262
bra,1967,37998320
bra,1968,38759213
bra,1969,39469827
bra,1970,40149099
bra,1971,40809882
bra,1972,41443302
