global,time,sh_sta_maln_zs
world,2000,20.48429
world,2001,19.99288
world,2002,19.57119
world,2003,19.20275
world,2004,18.83364
world,2005,18.4257
world,2006,18.01129
world,2007,17.57308
world,2008,17.11534
world,2009,16.65592
world,2010,16.20508
world,2011,15.75008
world,2012,15.30483
world,2013,14.87566
world,2014,14.47115
world,2015,14.09723
world,2016,13.7326
world,2017,13.41606
world,2018,13.13318
world,2019,12.86429
world,2020,12.59769
