geo,time,tm_tax_mrch_wm_fn_zs
gnb,2011,13.22
gnb,2012,12.28
gnb,2013,12.79
gnb,2014,12.69
gnb,2017,15.5
gnb,2018,14.43
gnb,2019,15.19
gnb,2020,14.65
gnq,1998,15.16
gnq,2001,14.43
gnq,2002,15.8
gnq,2005,15.24
gnq,2007,15.63
grc,1988,4.73
grc,1989,4.73
grc,1990,5.97
grc,1991,5.68
grc,1992,6.06
grc,1993,5.97
grc,1994,5.87
grc,1995,7.38
grc,1996,6.07
grc,1997,5.67
grc,1998,4.86
grc,1999,4.52
grc,2000,3.75
grc,2001,4.07
grc,2002,3.91
grc,2003,4.01
grc,2004,3.64
grc,2005,3.54
grc,2006,3.33
grc,2007,3.23
grc,2008,2.99
grc,2009,3.23
grc,2010,3.08
grc,2011,3
grc,2012,2.84
grc,2013,2.95
grc,2014,3.07
grc,2015,3.09
grc,2016,3.29
grc,2017,3.27
grc,2018,3.11
grc,2019,3.08
grc,2020,2.8
grd,1996,18.58
grd,1999,16.2
grd,2000,11.31
grd,2001,15.81
grd,2002,12.04
grd,2003,11.43
grd,2006,11.8
grd,2007,12.63
grd,2008,12.72
grd,2010,12.51
grd,2011,12.46
grd,2012,13.32
grd,2013,12.16
grd,2015,12.23
grd,2016,13.13
grd,2019,11.4
gtm,1995,8.66
gtm,1997,6.8
gtm,1998,6.98
gtm,1999,5.94
gtm,2000,5.81
gtm,2001,6.52
gtm,2002,6.11
gtm,2003,6.53
gtm,2004,6.16
gtm,2005,5.82
gtm,2006,5.39
gtm,2007,5.4
gtm,2008,5.17
gtm,2009,5.48
gtm,2010,5.32
gtm,2011,5.16
gtm,2012,6.7
gtm,2013,5.15
gtm,2014,4.76
gtm,2015,4.76
gtm,2020,5.45
guy,1996,18.71
guy,1999,15.2
guy,2000,15.54
guy,2001,11.61
guy,2002,11.84
guy,2003,11.5
guy,2006,11.15
guy,2007,11.08
guy,2008,10.51
guy,2009,11.58
guy,2010,11.27
guy,2011,11.13
guy,2012,10.67
guy,2013,11.92
guy,2015,11.39
guy,2016,11.32
guy,2017,11.27
guy,2018,6.22
guy,2019,10.49
guy,2020,9.37
hkg,1988,0
hkg,1996,0
hkg,1997,0
hkg,1998,0
hkg,1999,0
hkg,2000,0
hkg,2001,0
hkg,2002,0
hkg,2003,0
hkg,2004,0
hkg,2005,0
hkg,2006,0
hkg,2007,0
hkg,2008,0
hkg,2009,0
hkg,2010,0
hkg,2011,0
hkg,2012,0
hkg,2013,0
hkg,2014,0
hkg,2015,0
hkg,2016,0
hkg,2017,0
hkg,2018,0
hkg,2019,0
hkg,2020,0
hnd,1995,8.97
hnd,1996,7.8
hnd,1997,9.76
hnd,1998,8.05
hnd,1999,7.7
hnd,2000,8.35
hnd,2001,8.8
hnd,2002,7.18
hnd,2003,7.18
hnd,2004,6.85
hnd,2005,6.01
hnd,2006,5.92
hnd,2007,6.51
hnd,2008,6.47
hnd,2009,6.71
hnd,2010,6.65
hnd,2011,6.35
hnd,2012,6.31
hnd,2013,5.77
hnd,2015,6.02
hnd,2018,7.38
hnd,2020,7.65
hrv,1988,4.73
hrv,1989,4.73
hrv,1990,5.97
hrv,1991,5.68
hrv,1992,6.06
hrv,1993,5.97
hrv,1994,5.87
hrv,1995,7.38
hrv,1996,6.07
hrv,1997,5.67
hrv,1998,4.86
hrv,1999,4.52
hrv,2000,3.75
hrv,2001,4.07
hrv,2002,3.91
hrv,2003,4.01
hrv,2004,3.64
hrv,2005,3.54
hrv,2006,3.33
hrv,2007,3.23
hrv,2008,2.99
hrv,2009,3.23
hrv,2010,3.08
hrv,2011,3
hrv,2012,2.84
hrv,2013,2.95
hrv,2014,3.07
hrv,2015,3.09
hrv,2016,3.29
hrv,2017,3.27
hrv,2018,3.11
hrv,2019,3.08
hrv,2020,2.8
hti,2001,3.59
hti,2002,3.8
hti,2007,4.75
hti,2008,4.81
hti,2009,3.5
hti,2010,6.97
hti,2011,6.58
hti,2012,4.44
hti,2013,6.52
hti,2014,7.18
hti,2015,6.55
hti,2016,6.52
hti,2020,6.76
hun,1988,4.73
hun,1989,4.73
hun,1990,5.97
hun,1991,5.68
hun,1992,6.06
hun,1993,5.97
hun,1994,5.87
hun,1995,7.38
hun,1996,6.07
hun,1997,5.67
hun,1998,4.86
hun,1999,4.52
hun,2000,3.75
hun,2001,4.07
hun,2002,3.91
hun,2003,4.01
hun,2004,3.64
hun,2005,3.54
hun,2006,3.33
hun,2007,3.23
hun,2008,2.99
hun,2009,3.23
hun,2010,3.08
hun,2011,3
hun,2012,2.84
hun,2013,2.95
hun,2014,3.07
hun,2015,3.09
hun,2016,3.29
hun,2017,3.27
hun,2018,3.11
hun,2019,3.08
hun,2020,2.8
idn,1989,14.54
idn,1990,15.09
idn,1993,12.51
idn,1995,10.89
idn,1996,7.73
idn,1997,15.06
idn,1998,5.48
idn,1999,6.05
idn,2000,5.16
idn,2001,4.35
idn,2002,5.07
idn,2003,4.86
idn,2004,5.03
idn,2005,5.38
idn,2006,4.85
idn,2007,3.87
idn,2008,4.38
idn,2009,2.55
idn,2010,4.74
idn,2011,4.79
idn,2012,4.83
idn,2013,4.66
idn,2016,5.4
idn,2017,5.67
idn,2018,5.89
idn,2019,6.14
idn,2020,5.88
ind,1990,56.36
ind,1992,27.01
ind,1996,23.72
ind,1997,20.14
ind,1999,28.54
ind,2000,23.36
ind,2001,26.65
ind,2002,23.08
ind,2003,21.45
ind,2004,22.97
ind,2005,14.06
ind,2006,8.99
ind,2007,11.99
ind,2008,6.13
ind,2009,7.04
ind,2010,7.34
ind,2011,7.33
ind,2012,6.32
ind,2013,6.34
ind,2015,7.49
ind,2016,7.57
ind,2017,6.85
ind,2018,6
ind,2019,8.77
ind,2020,7.65
irl,1988,4.73
irl,1989,4.73
irl,1990,5.97
irl,1991,5.68
irl,1992,6.06
irl,1993,5.97
irl,1994,5.87
irl,1995,7.38
irl,1996,6.07
irl,1997,5.67
irl,1998,4.86
irl,1999,4.52
irl,2000,3.75
irl,2001,4.07
irl,2002,3.91
irl,2003,4.01
irl,2004,3.64
irl,2005,3.54
irl,2006,3.33
irl,2007,3.23
irl,2008,2.99
irl,2009,3.23
irl,2010,3.08
irl,2011,3
irl,2012,2.84
irl,2013,2.95
irl,2014,3.07
irl,2015,3.09
irl,2016,3.29
irl,2017,3.27
irl,2018,3.11
irl,2019,3.08
irl,2020,2.8
irn,2000,22.74
irn,2003,16.74
irn,2004,13.84
irn,2007,17.55
irn,2008,14.31
irn,2011,15.23
irn,2019,15.43
irn,2020,12.09
isl,1993,5.47
isl,1996,3.64
isl,1998,4.6
isl,1999,3.74
isl,2000,4.81
isl,2001,3.76
isl,2003,4.37
isl,2004,4.61
isl,2005,4.31
isl,2006,3.12
isl,2007,3.9
isl,2008,3.38
isl,2009,3.26
isl,2010,2.98
isl,2011,2.99
isl,2012,2.82
isl,2013,3.21
isl,2014,3.32
isl,2015,3.28
isl,2016,3.1
isl,2017,2.31
isl,2019,2.93
isr,1993,4.93
isr,1999,6
isr,2000,3.83
isr,2001,3.66
isr,2002,3.47
isr,2003,3.28
isr,2004,2.91
isr,2005,2.94
isr,2006,3.03
isr,2007,2.86
isr,2008,3.11
isr,2009,3.49
isr,2011,2.94
isr,2012,2.9
isr,2013,2.77
isr,2014,2.85
isr,2015,3.31
isr,2016,3.38
isr,2017,3.49
ita,1988,4.73
ita,1989,4.73
ita,1990,5.97
ita,1991,5.68
ita,1992,6.06
ita,1993,5.97
ita,1994,5.87
ita,1995,7.38
ita,1996,6.07
ita,1997,5.67
ita,1998,4.86
ita,1999,4.52
ita,2000,3.75
ita,2001,4.07
ita,2002,3.91
ita,2003,4.01
ita,2004,3.64
ita,2005,3.54
ita,2006,3.33
ita,2007,3.23
ita,2008,2.99
ita,2009,3.23
ita,2010,3.08
ita,2011,3
ita,2012,2.84
ita,2013,2.95
ita,2014,3.07
ita,2015,3.09
ita,2016,3.29
ita,2017,3.27
ita,2018,3.11
ita,2019,3.08
ita,2020,2.8
jam,1996,17.85
jam,1999,16.67
jam,2000,9.85
jam,2001,9.53
jam,2002,9.83
jam,2003,10.08
jam,2004,9.43
jam,2006,8.98
jam,2007,8.92
jam,2010,9.7
jam,2011,9.51
jam,2012,12.19
jam,2013,11.67
jam,2015,10.52
jam,2016,10.84
jam,2020,9.78
jor,2000,18.92
jor,2001,12.32
jor,2002,12.66
jor,2003,11.44
jor,2004,11.23
jor,2005,12.04
jor,2006,9.38
jor,2007,9.21
jor,2008,8.5
jor,2009,8.67
jor,2010,8.46
jor,2011,8.06
jor,2012,8.1
jor,2013,8.08
jor,2014,8.7
jor,2015,8.65
jor,2016,9.22
jor,2017,9.39
jor,2020,8.86
jpn,1988,5.14
jpn,1989,5.03
jpn,1990,4.43
jpn,1991,4.96
jpn,1992,5.25
jpn,1993,5.46
jpn,1994,5.45
jpn,1995,5.72
jpn,1996,7.06
jpn,1997,4.82
jpn,1998,4.7
jpn,1999,4.93
jpn,2000,5
jpn,2001,6.05
jpn,2002,5.83
jpn,2003,5.57
jpn,2004,4.26
jpn,2005,3.87
jpn,2006,3.07
jpn,2007,3
jpn,2008,2.76
jpn,2009,3.27
jpn,2010,2.56
jpn,2011,2.68
jpn,2012,2.64
jpn,2013,1.5
jpn,2014,2.7
jpn,2015,2.83
jpn,2016,3.12
jpn,2017,3.06
jpn,2018,3.03
jpn,2019,11.32
jpn,2020,3.23
kaz,2004,1.91
kaz,2008,4.75
kaz,2010,7.17
kaz,2011,7.61
kaz,2012,7.88
kaz,2013,7.3
kaz,2014,6.58
kaz,2015,5.62
kaz,2016,5.39
kaz,2017,5.15
kaz,2018,5.01
kaz,2019,6.87
kaz,2020,4.32
ken,1994,20.99
ken,1999,12.86
ken,2000,16.52
ken,2001,15
ken,2002,12.23
ken,2004,10.44
ken,2005,7.55
ken,2006,7.02
ken,2007,8.15
ken,2008,8.19
ken,2009,10.23
ken,2010,8.71
ken,2011,7.95
ken,2012,13.08
ken,2013,10.62
ken,2014,11.53
ken,2015,13.15
ken,2016,13.35
ken,2018,12.66
ken,2019,13.35
ken,2020,12.02
kgz,1995,0
kgz,2000,2.78
kgz,2001,3.33
kgz,2002,6.8
kgz,2003,4.31
kgz,2006,3.91
kgz,2007,3.87
kgz,2008,4.32
kgz,2009,4.52
kgz,2010,4.35
kgz,2011,4
kgz,2012,4.14
kgz,2013,4.14
kgz,2014,3.91
kgz,2015,6.6
kgz,2016,5.83
kgz,2017,5.71
kgz,2018,5.09
kgz,2019,17.5
kgz,2020,5.84
khm,2001,16.49
khm,2002,16.28
khm,2003,16.47
khm,2005,11.08
khm,2006,10.86
khm,2007,11.68
khm,2008,11.42
khm,2010,9.5
khm,2011,8.94
khm,2012,9.08
khm,2014,8.34
khm,2016,9.77
khm,2020,9.62
kna,1996,21.57
kna,1999,17.87
kna,2000,13.11
kna,2001,12.61
kna,2002,13.68
kna,2003,13.71
kna,2006,13.91
kna,2007,14
kna,2008,15.18
kna,2009,15.11
kna,2010,14.57
kna,2011,14.2
kna,2012,14.04
kna,2013,14.03
kna,2014,14.04
kna,2015,14.05
kna,2016,14.07
kna,2017,26.64
kna,2018,26.78
kna,2019,27.87
kna,2020,10.24
kor,1988,13.94
kor,1989,10.61
kor,1990,9.54
kor,1992,8.53
kor,1995,6.84
kor,1996,15.02
kor,1997,13.45
kor,1998,13.61
kor,1999,5.9
kor,2000,9.55
kor,2001,10.41
kor,2002,9.98
kor,2003,9.72
kor,2004,9.27
kor,2005,7.97
kor,2006,7.46
kor,2007,7.41
kor,2008,8.37
kor,2009,7.89
kor,2010,7.31
kor,2011,7.45
kor,2012,7.72
kor,2013,7.99
kor,2014,7.99
kor,2015,8.42
kor,2016,8.83
kor,2017,9.07
kor,2018,9.07
kor,2020,10.42
kwt,2002,4.3
kwt,2003,4.52
kwt,2004,4.52
kwt,2005,4.71
kwt,2006,4.54
kwt,2007,4.11
kwt,2008,4.32
kwt,2009,3.9
kwt,2010,3.94
kwt,2011,3.94
kwt,2012,4.26
kwt,2013,4.07
kwt,2014,3.87
kwt,2015,3.78
kwt,2016,3.78
kwt,2017,5.16
kwt,2018,5.65
kwt,2019,5.39
kwt,2020,3.91
lao,2000,14.06
lao,2001,13.09
lao,2004,12.48
lao,2005,13.67
lao,2006,13.93
lao,2007,13.91
lao,2008,13.15
lao,2014,9.4
lao,2015,9.59
lao,2016,8.1
lao,2017,8.27
lao,2018,8.26
lao,2019,8.69
lao,2020,8.69
lbn,1999,11.59
lbn,2000,16.94
lbn,2001,8.36
lbn,2002,27.31
lbn,2004,5.33
lbn,2005,6.13
lbn,2006,5.69
lbn,2007,6.53
lbn,2014,5.05
lbn,2015,5.46
lbn,2016,5.47
lbn,2017,6.67
lbn,2018,26.51
lbn,2019,6.16
lbn,2020,5.42
lbr,2012,13.11
lbr,2013,12.2
lbr,2014,12.18
lbr,2018,9.56
lbr,2020,6.61
lby,1996,35.63
lby,2002,30.73
lby,2006,0
lby,2020,4.58
lca,1996,18.52
lca,1999,16.3
lca,2000,16.34
lca,2001,12.22
lca,2002,12.69
lca,2003,12.78
lca,2005,13.76
lca,2006,12.04
lca,2007,11.56
lca,2010,5.92
lca,2011,5.8
lca,2012,7
lca,2013,10.94
lca,2014,11.4
lca,2015,11.2
lca,2016,12.08
lca,2019,20.42
lca,2020,13.17
lka,1990,28.98
lka,1993,31.29
lka,1994,31.25
lka,1997,25.96
lka,1998,9.94
lka,2000,6.95
lka,2001,6.75
lka,2003,6.48
lka,2004,7.03
lka,2005,7.89
lka,2006,7.55
lka,2007,7.65
lka,2008,7.59
lka,2009,7.9
lka,2010,8.63
lka,2011,8.29
lka,2012,7.68
lka,2014,7.72
lka,2015,5.04
lka,2017,9.16
lka,2018,12.54
lka,2019,13.99
lka,2020,6.74
lso,2001,12.31
lso,2004,16.72
lso,2005,16.85
lso,2006,15.99
lso,2007,13.62
lso,2008,12.36
lso,2009,11.61
lso,2010,10.94
lso,2011,13.53
lso,2012,13.41
lso,2013,10.73
lso,2014,11.02
lso,2015,11.99
lso,2016,11.77
lso,2017,12.1
lso,2018,11.55
lso,2019,30.04
lso,2020,11.65
ltu,1988,4.73
ltu,1989,4.73
ltu,1990,5.97
ltu,1991,5.68
ltu,1992,6.06
ltu,1993,5.97
ltu,1994,5.87
ltu,1995,7.38
ltu,1996,6.07
ltu,1997,5.67
ltu,1998,4.86
ltu,1999,4.52
ltu,2000,3.75
ltu,2001,4.07
ltu,2002,3.91
ltu,2003,4.01
ltu,2004,3.64
ltu,2005,3.54
ltu,2006,3.33
ltu,2007,3.23
ltu,2008,2.99
ltu,2009,3.23
ltu,2010,3.08
ltu,2011,3
ltu,2012,2.84
ltu,2013,2.95
ltu,2014,3.07
ltu,2015,3.09
ltu,2016,3.29
ltu,2017,3.27
ltu,2018,3.11
ltu,2019,3.08
ltu,2020,2.8
lux,1988,4.73
lux,1989,4.73
lux,1990,5.97
lux,1991,5.68
lux,1992,6.06
lux,1993,5.97
lux,1994,5.87
lux,1995,7.38
lux,1996,6.07
lux,1997,5.67
lux,1998,4.86
lux,1999,4.52
lux,2000,3.75
lux,2001,4.07
lux,2002,3.91
lux,2003,4.01
lux,2004,3.64
lux,2005,3.54
lux,2006,3.33
lux,2007,3.23
lux,2008,2.99
lux,2009,3.23
lux,2010,3.08
lux,2011,3
lux,2012,2.84
lux,2013,2.95
lux,2014,3.07
lux,2015,3.09
lux,2016,3.29
lux,2017,3.27
lux,2018,3.11
lux,2019,3.08
lux,2020,2.8
lva,1988,4.73
lva,1989,4.73
lva,1990,5.97
lva,1991,5.68
lva,1992,6.06
lva,1993,5.97
lva,1994,5.87
lva,1995,7.38
lva,1996,6.07
lva,1997,5.67
lva,1998,4.86
lva,1999,4.52
lva,2000,3.75
lva,2001,4.07
lva,2002,3.91
lva,2003,4.01
lva,2004,3.64
lva,2005,3.54
lva,2006,3.33
lva,2007,3.23
lva,2008,2.99
lva,2009,3.23
lva,2010,3.08
lva,2011,3
lva,2012,2.84
lva,2013,2.95
lva,2014,3.07
lva,2015,3.09
lva,2016,3.29
lva,2017,3.27
lva,2018,3.11
lva,2019,3.08
lva,2020,2.8
mac,1996,0
mac,1997,0
mac,1998,0
mac,1999,0
mac,2000,0
mac,2001,0
mac,2002,0
mac,2003,0
mac,2004,0
mac,2005,0
mac,2006,0
mac,2007,0
mac,2008,0
mac,2009,0
mac,2010,0
mac,2011,0
mac,2012,0
mac,2013,0
mac,2014,0
mac,2015,0
mac,2016,0
mac,2017,0
mac,2018,0
mac,2019,0
mac,2020,0
mar,1993,45.44
mar,1997,17.31
mar,2000,25.42
mar,2001,24.8
mar,2002,24.49
mar,2003,24.88
mar,2005,19.81
mar,2006,18.21
mar,2007,17.95
mar,2008,16.2
mar,2009,14.53
mar,2010,13.01
mar,2011,11.71
mar,2012,9.88
mar,2014,9.03
mar,2015,9.77
mar,2016,10.78
mar,2017,10.51
mar,2019,10.45
mar,2020,10.45
mda,1996,1.89
mda,2000,2.34
mda,2001,2.9
mda,2003,3.37
mda,2004,3.08
mda,2005,3.23
mda,2006,3.05
mda,2007,2.7
mda,2008,2.92
mda,2009,3.21
mda,2010,3.19
mda,2011,3.35
mda,2012,3.64
mda,2013,7.52
mda,2014,3.83
mda,2015,4.54
mda,2016,4.99
mda,2020,4.86
mdg,1995,5.18
mdg,1996,4.6
mdg,1997,5.31
mdg,1998,4.73
mdg,2000,4.5
mdg,2001,3.47
mdg,2002,2.72
mdg,2003,3.32
mdg,2004,1.74
mdg,2005,6.54
mdg,2006,10.27
mdg,2007,9.78
mdg,2008,9.59
mdg,2009,8.72
mdg,2010,7.7
mdg,2011,7.57
mdg,2012,7.31
mdg,2013,7.28
mdg,2014,7.03
mdg,2015,9.71
mdg,2016,8.43
mdg,2017,9.5
mdg,2018,9.5
mdg,2019,10.11
mdg,2020,10.13
mdv,2000,20.45
mdv,2001,20.22
mdv,2002,19.87
mdv,2003,20.68
mdv,2004,19.84
mdv,2005,21.1
mdv,2006,21.24
mdv,2008,20.37
mdv,2009,20.05
mdv,2010,19.71
mdv,2011,20.75
mdv,2012,6.56
mdv,2013,7.1
mdv,2014,7.85
mdv,2015,11.66
mdv,2016,11.86
mdv,2017,13.16
mdv,2018,12.03
mdv,2019,19.03
mdv,2020,12.2
mex,1991,11.91
mex,1995,11.35
mex,1996,14.02
mex,1997,13.08
mex,1998,13.05
mex,1999,15.78
mex,2000,15.15
mex,2001,15.24
mex,2002,15.57
mex,2003,15.44
mex,2004,13.85
mex,2005,12.75
mex,2006,11.78
mex,2007,11.42
mex,2008,10.83
mex,2009,8.26
mex,2010,5.64
mex,2011,5.37
mex,2012,5.17
mex,2013,4.87
mex,2014,4.64
mex,2015,4.45
mex,2016,4.35
mex,2017,4.32
mex,2018,3.92
mkd,2001,13.85
mkd,2002,7.74
mkd,2004,8.09
mkd,2005,7.72
mkd,2006,7.21
mkd,2007,6.07
mkd,2008,6.07
mkd,2009,6.97
mkd,2010,6.42
mkd,2011,6.49
mkd,2012,6.68
mkd,2013,7.14
mkd,2014,6.31
mkd,2015,6.16
mkd,2016,5.95
mkd,2017,5.32
mkd,2018,5.22
mkd,2019,4.98
mkd,2020,4.69
mli,1995,2.94
mli,1996,10.35
mli,1997,10.35
mli,1998,10.35
mli,1999,6.68
mli,2001,10.64
mli,2002,10.77
mli,2003,10.9
mli,2004,10.96
mli,2005,10.41
mli,2006,10.62
mli,2007,10.6
mli,2008,10.6
mli,2009,10.35
mli,2010,10.35
mli,2011,10.1
mli,2012,9.78
mli,2013,9.78
mli,2014,9.78
mli,2015,10.5
mli,2016,10.5
mli,2017,10.04
mli,2018,10
mli,2019,12.85
mli,2020,11.66
mlt,1988,4.73
mlt,1989,4.73
mlt,1990,5.97
mlt,1991,5.68
mlt,1992,6.06
mlt,1993,5.97
mlt,1994,5.87
mlt,1995,7.38
mlt,1996,6.07
mlt,1997,5.67
mlt,1998,4.86
mlt,1999,4.52
mlt,2000,3.75
mlt,2001,4.07
mlt,2002,3.91
mlt,2003,4.01
mlt,2004,3.64
mlt,2005,3.54
mlt,2006,3.33
mlt,2007,3.23
mlt,2008,2.99
mlt,2009,3.23
mlt,2010,3.08
mlt,2011,3
mlt,2012,2.84
mlt,2013,2.95
mlt,2014,3.07
mlt,2015,3.09
mlt,2016,3.29
mlt,2017,3.27
mlt,2018,3.11
mlt,2019,3.08
mlt,2020,2.8
mmr,1996,4.13
mmr,1997,4.13
mmr,1998,4.13
mmr,1999,4.13
mmr,2000,4.13
mmr,2001,4.11
mmr,2002,4.11
mmr,2003,4.11
mmr,2004,4.11
mmr,2005,2.93
mmr,2006,2.93
mmr,2007,2.93
mmr,2008,2.93
mmr,2010,2.95
mmr,2011,2.95
mmr,2012,4.86
mmr,2013,4.07
mmr,2015,3.56
mmr,2019,6.11
mne,2007,6.28
mne,2008,8.04
mne,2009,9.13
mne,2010,9.67
mne,2011,8.95
mne,2012,9.28
mne,2013,7.07
mne,2014,6.69
mne,2015,6.51
mne,2016,5.92
mne,2017,5.95
mne,2018,5.7
mne,2019,5.62
mne,2020,5.07
mng,1999,0.09
mng,2000,5.04
mng,2001,6.95
mng,2002,6.98
mng,2003,5.03
mng,2004,5.02
mng,2005,4.29
mng,2006,4.4
mng,2007,5.1
mng,2008,5.1
mng,2009,5.1
mng,2010,5.03
mng,2011,5.03
mng,2013,5.03
mng,2015,4.57
mng,2017,5.69
mng,2018,5.47
mng,2019,5.53
mng,2020,5.54
moz,2001,11.71
moz,2002,8.69
moz,2003,8.71
moz,2005,8.46
moz,2006,7.92
moz,2007,8.04
moz,2008,7.07
moz,2009,7.08
moz,2010,7.09
moz,2011,7.09
moz,2012,7.08
moz,2014,7.23
moz,2016,6.93
moz,2018,7.38
moz,2020,7.38
mrt,2001,9.92
mrt,2006,9.9
mrt,2007,9.46
mrt,2008,9.29
mrt,2009,8.68
mrt,2010,7.94
mrt,2011,8.05
mrt,2014,8.62
mrt,2015,8.67
mrt,2018,8.03
mrt,2019,8.03
mrt,2020,12.19
mus,1995,24.15
mus,1996,18.36
mus,1997,19.24
mus,1998,24.08
mus,1999,20.44
mus,2000,12.12
mus,2001,12.01
mus,2002,12.94
mus,2004,12.53
mus,2005,5.43
mus,2006,2.03
mus,2007,2.55
mus,2008,2.69
mus,2009,1.28
mus,2010,1.24
mus,2011,1.29
mus,2012,1.03
mus,2013,1.04
mus,2014,0.84
mus,2015,0.85
mus,2016,0.97
mus,2017,1.05
mus,2018,1.03
mus,2019,1.42
mus,2020,1.31
mwi,1994,22.31
mwi,1996,19.09
mwi,1997,20.77
mwi,1998,14.72
mwi,2000,12.39
mwi,2001,11.55
mwi,2003,11.13
mwi,2006,20.67
mwi,2008,8.02
mwi,2009,9.63
mwi,2010,8.76
mwi,2011,8.59
mwi,2012,7.62
mwi,2013,7.44
mwi,2014,7.91
mwi,2015,7.9
mwi,2016,8.23
mwi,2019,9.01
mwi,2020,9.29
mys,1988,14.65
mys,1991,11.26
mys,1993,9.73
mys,1996,6.27
mys,1997,6.23
mys,1998,5.23
mys,1999,5.14
mys,2000,4.81
mys,2001,5.51
mys,2002,4.7
mys,2003,5.29
mys,2004,5.37
mys,2005,4.27
mys,2006,4.36
mys,2007,4.83
mys,2008,5.06
mys,2009,5.19
mys,2010,4.37
mys,2011,4.17
mys,2012,4.41
mys,2013,4.44
mys,2014,3.52
mys,2016,4.02
mys,2020,3.6
nam,2001,10.88
nam,2002,9.19
nam,2004,10.81
nam,2005,11.19
nam,2006,10.73
nam,2007,9.53
nam,2008,9.23
nam,2009,9.84
nam,2010,9.55
nam,2011,9.4
nam,2012,8.19
nam,2013,7.72
nam,2014,7.55
nam,2015,7.61
nam,2016,7.82
nam,2017,8.3
nam,2018,6.76
nam,2019,11.1
nam,2020,6.26
ner,2001,13.66
ner,2002,12.81
ner,2003,12.67
ner,2004,11.69
ner,2005,11.99
ner,2006,11.54
ner,2007,10.59
ner,2008,10.59
ner,2009,10.59
ner,2010,11.11
ner,2011,10.74
ner,2012,11.05
ner,2013,11.96
ner,2014,10.82
ner,2015,10.41
ner,2016,10.85
ner,2017,11.92
ner,2018,12.89
ner,2019,14.35
ner,2020,11.08
nga,1988,23.8
nga,1989,24.69
nga,1990,24.83
nga,1992,25.32
nga,1995,91.27
nga,1996,16.06
nga,1997,16.21
nga,1998,16.21
nga,1999,19.77
nga,2000,19.99
nga,2001,21.47
nga,2002,18.45
nga,2003,20.62
nga,2005,9.34
nga,2006,9.4
nga,2008,9.79
nga,2009,9.83
nga,2010,10.7
nga,2011,10.15
nga,2013,10.07
nga,2014,11.34
nga,2015,8.33
nga,2016,8.63
nga,2020,12.38
nic,1995,8.42
nic,1996,8.26
nic,1997,5.94
nic,1998,5.94
nic,1999,11
nic,2000,4.69
nic,2001,5.6
nic,2002,5.22
nic,2003,5.09
nic,2004,5.81
nic,2005,5.46
nic,2006,4.82
nic,2007,5.77
nic,2008,5.34
nic,2009,5.65
nic,2010,5.27
nic,2011,5.38
nic,2012,5.34
nic,2013,5.66
nic,2014,5.67
nic,2015,5.92
nic,2016,6.69
nic,2017,6.9
nic,2018,6.72
nic,2019,7.01
nic,2020,7.49
nld,1988,4.73
nld,1989,4.73
nld,1990,5.97
nld,1991,5.68
nld,1992,6.06
nld,1993,5.97
nld,1994,5.87
nld,1995,7.38
nld,1996,6.07
nld,1997,5.67
nld,1998,4.86
nld,1999,4.52
nld,2000,3.75
nld,2001,4.07
nld,2002,3.91
nld,2003,4.01
nld,2004,3.64
nld,2005,3.54
nld,2006,3.33
nld,2007,3.23
nld,2008,2.99
nld,2009,3.23
nld,2010,3.08
nld,2011,3
nld,2012,2.84
nld,2013,2.95
nld,2014,3.07
nld,2015,3.09
nld,2016,3.29
nld,2017,3.27
nld,2018,3.11
nld,2019,3.08
nld,2020,2.8
nor,1988,4.78
nor,1993,4.98
nor,1995,6.45
nor,1996,5.71
nor,1997,4.42
nor,1998,4.84
nor,1999,3.95
nor,2000,4.24
nor,2001,4.69
nor,2002,3.76
nor,2003,3.21
nor,2004,3.45
nor,2005,3.47
nor,2006,3.08
nor,2007,3.2
nor,2008,3.07
nor,2009,3.06
nor,2010,3.94
nor,2011,4.24
nor,2012,4.56
nor,2013,4.85
nor,2014,4.76
nor,2015,4.47
nor,2016,4.42
nor,2017,4.07
nor,2018,4.13
nor,2019,5.33
nor,2020,4.08
npl,1993,15.96
npl,1998,20.09
npl,1999,14.01
npl,2000,16.84
npl,2002,15.45
npl,2003,15.86
npl,2004,15.49
npl,2005,15.49
npl,2006,13.26
npl,2007,13.46
npl,2008,421.5
npl,2009,12.9
npl,2010,13.35
npl,2011,12.8
npl,2012,12.87
npl,2013,15.65
npl,2014,11.31
npl,2015,13.08
npl,2016,13.07
npl,2018,13.42
npl,2019,15.43
npl,2020,12.66
nru,2016,11.69
nru,2017,11.27
nru,2018,10.51
nru,2019,15.59
nru,2020,14.39
nzl,1992,11.24
nzl,1993,9.09
nzl,1996,6.53
nzl,1997,5.64
nzl,1998,4.69
nzl,1999,4.06
nzl,2000,3.09
nzl,2001,4.67
nzl,2002,4.99
nzl,2003,5.57
nzl,2004,5.4
nzl,2005,5.08
nzl,2006,5.17
nzl,2007,3.54
nzl,2008,2.4
nzl,2009,2.29
nzl,2010,6.26
nzl,2011,2.13
nzl,2012,2.36
nzl,2013,2.41
nzl,2014,2.39
nzl,2015,2.56
nzl,2016,2.72
nzl,2017,2.8
nzl,2019,2.63
nzl,2020,2.52
omn,1992,7.43
omn,1997,4.49
omn,2001,12.73
omn,2002,13.65
omn,2003,5.07
omn,2004,4.68
omn,2005,4.76
omn,2006,4.9
omn,2007,4.66
omn,2008,4.56
omn,2009,4.54
omn,2012,4.32
