geo,time,dt_tds_dppg_xp_zs
afg,2008,0.36576
afg,2009,0.43914
afg,2010,0.31584
afg,2011,0.30544
afg,2012,0.39963
afg,2013,0.73729
afg,2014,0.97582
afg,2015,1.60867
afg,2016,2.20008
afg,2017,2.10666
afg,2018,1.72073
afg,2019,1.75429
afg,2020,1.67183
ago,1989,7.62706
ago,1990,7.06506
ago,1991,9.22875
ago,1992,4.79205
ago,1993,2.93442
ago,1994,6.41967
ago,1995,10.77014
ago,1996,17.52172
ago,1997,18.34612
ago,1998,40.19841
ago,1999,25.93976
ago,2000,20.4268
ago,2001,32.6784
ago,2002,16.66028
ago,2003,15.18566
ago,2004,13.50393
ago,2005,10.471
ago,2006,12.9263
ago,2007,9.62434
ago,2008,2.43809
ago,2009,8.49346
ago,2010,4.43863
ago,2011,4.1563
ago,2012,5.81203
ago,2013,6.88152
ago,2014,11.03019
ago,2015,18.44554
ago,2016,32.76895
ago,2017,22.74044
ago,2018,22.25925
ago,2019,30.21222
ago,2020,31.96841
alb,1991,4.29887
alb,1992,2.06457
alb,1993,2.80636
alb,1994,6.24281
alb,1995,1.31762
alb,1996,2.34962
alb,1997,8.49498
alb,1998,7.48071
alb,1999,2.91574
alb,2000,2.46334
alb,2001,2.194
alb,2002,4.58352
alb,2003,3.96029
alb,2004,3.95432
alb,2005,3.75042
alb,2006,3.72099
alb,2007,3.03735
alb,2008,2.70189
alb,2009,4.40002
alb,2010,6.49302
alb,2011,7.25452
alb,2012,7.64371
alb,2013,4.83391
alb,2014,6.10622
alb,2015,16.74294
alb,2016,7.06324
alb,2017,6.62749
alb,2018,12.8357
alb,2019,6.96055
alb,2020,16.65822
arg,1976,18.96463
arg,1977,15.76826
arg,1978,27.2881
arg,1979,15.02461
arg,1980,18.44116
arg,1981,18.41337
arg,1982,23.9985
arg,1983,25.26469
arg,1984,26.25112
arg,1985,41.51289
arg,1986,53.46093
arg,1987,55.26262
arg,1988,33.26297
arg,1989,23.19347
arg,1990,29.03551
arg,1991,23.40905
arg,1992,18.20867
arg,1993,23.62778
arg,1994,15.82447
arg,1995,17.91317
arg,1996,21.28183
arg,1997,25.58271
arg,1998,25.69825
arg,1999,34.45648
arg,2000,36.42595
arg,2001,27.40139
arg,2002,11.14645
arg,2003,18.25165
arg,2004,5.94203
arg,2005,6.2071
arg,2006,6.65065
arg,2007,6.88844
arg,2008,6.7351
arg,2009,10.91132
arg,2010,10.41261
arg,2011,7.75437
arg,2012,6.31332
arg,2013,8.06689
arg,2014,11.97699
arg,2015,15.90305
arg,2016,23.80738
arg,2017,38.69568
arg,2018,32.10595
arg,2019,32.67234
arg,2020,13.70207
arm,1994,1.93877
arm,1995,2.66989
arm,1996,8.8123
arm,1997,4.22822
arm,1998,12.02321
arm,1999,8.34253
arm,2000,3.98914
arm,2001,6.0962
arm,2002,5.46909
arm,2003,6.22509
arm,2004,3.99288
arm,2005,1.28327
arm,2006,1.13578
arm,2007,0.91344
arm,2008,0.84816
arm,2009,1.81146
arm,2010,1.80955
arm,2011,1.74376
arm,2012,1.81955
arm,2013,13.10681
arm,2014,2.49895
arm,2015,8.94561
arm,2016,4.4409
arm,2017,4.24658
arm,2018,5.12614
arm,2019,11.35905
arm,2020,11.37554
aze,1995,1.09389
aze,1996,0.53504
aze,1997,5.90497
aze,1998,1.09547
aze,1999,1.91472
aze,2000,2.13462
aze,2001,2.76891
aze,2002,2.3835
aze,2003,2.59969
aze,2004,1.658
aze,2005,0.88954
aze,2006,0.68546
aze,2007,0.60101
aze,2008,0.70245
aze,2009,1.14931
aze,2010,1.03224
aze,2011,0.88685
aze,2012,0.99166
aze,2013,2.28005
aze,2014,2.0227
aze,2015,3.71602
aze,2016,5.374
aze,2017,7.51597
aze,2018,7.69263
aze,2019,6.46337
aze,2020,7.8481
bdi,1985,16.48992
bdi,1986,20.08689
bdi,1987,35.081
bdi,1988,28.9484
bdi,1989,32.90119
bdi,1990,40.66211
bdi,1991,29.25215
bdi,1992,32.87796
bdi,1993,30.98039
bdi,1994,32.9373
bdi,1995,20.57561
bdi,1996,37.64837
bdi,1997,21.80345
bdi,1998,29.04204
bdi,1999,33.36944
bdi,2000,25.13502
bdi,2001,36.02888
bdi,2002,47.24089
bdi,2003,60.80417
bdi,2004,89.98605
bdi,2005,39.60479
bdi,2006,19.15338
bdi,2007,17.24358
bdi,2008,11.40752
bdi,2009,10.09869
bdi,2010,2.12295
bdi,2011,3.22841
bdi,2012,5.60782
bdi,2013,9.12787
bdi,2014,6.18306
bdi,2015,4.86406
bdi,2016,7.3254
bdi,2017,3.68446
bdi,2018,4.05669
ben,1974,5.23611
ben,1975,4.12194
ben,1976,3.5874
ben,1977,2.3555
ben,1978,3.07065
ben,1979,3.5592
ben,1980,3.61923
ben,1981,2.15632
ben,1982,7.49952
ben,1983,13.61671
ben,1984,13.60456
ben,1985,12.05339
ben,1986,13.49044
ben,1987,6.3085
ben,1988,5.77098
ben,1989,6.55617
ben,1990,8.37199
ben,1991,5.0766
ben,1992,4.7983
ben,1993,5.19208
ben,1994,6.67723
ben,1995,6.89519
ben,1996,5.7963
ben,1997,7.59918
ben,1998,8.24603
ben,1999,8.79603
ben,2000,10.86869
ben,2001,6.37671
ben,2002,7.01745
ben,2003,5.19843
ben,2004,3.92274
ben,2005,4.86161
ben,2006,4.07758
ben,2007,2.10738
ben,2008,1.57579
ben,2009,2.90943
ben,2010,2.26687
ben,2011,2.41919
ben,2012,2.84166
ben,2013,3.06952
ben,2014,2.24288
ben,2015,2.44699
ben,2016,2.68217
ben,2017,2.52729
ben,2018,5.30347
ben,2019,13.27441
ben,2020,6.95479
bfa,2005,7.06179
bfa,2006,5.93823
bfa,2007,4.66345
bfa,2008,3.90707
bfa,2009,3.83908
bfa,2010,2.44352
bfa,2011,2.20511
bfa,2012,1.92074
bfa,2013,2.2315
bfa,2014,2.62553
bfa,2015,3.36841
bfa,2016,3.07963
bfa,2017,2.95042
bfa,2018,2.4263
bfa,2019,2.76955
bfa,2020,2.38928
bgd,1976,13.57698
bgd,1977,13.70429
bgd,1978,14.21807
bgd,1979,10.86273
bgd,1980,7.03854
bgd,1981,10.30656
bgd,1982,12.40424
bgd,1983,13.79522
bgd,1984,13.64534
bgd,1985,14.95617
bgd,1986,21.50027
bgd,1987,21.77582
bgd,1988,21.59563
bgd,1989,19.34488
bgd,1990,22.51059
bgd,1991,19.12286
bgd,1992,15.79807
bgd,1993,13.00627
bgd,1994,12.77645
bgd,1995,14.42318
bgd,1996,11.7174
bgd,1997,9.74821
bgd,1998,8.55073
bgd,1999,9.08914
bgd,2000,8.96866
bgd,2001,8.432
bgd,2002,8.70963
bgd,2003,7.15438
bgd,2004,6.80261
bgd,2005,7.25244
bgd,2006,4.9689
bgd,2007,6.34306
bgd,2008,4.71645
bgd,2009,5.24834
bgd,2010,4.22205
bgd,2011,4.42767
bgd,2012,4.38261
bgd,2013,4.66679
bgd,2014,4.60042
bgd,2015,3.34309
bgd,2016,2.96836
bgd,2017,3.44198
bgd,2018,3.48607
bgd,2019,3.86626
bgd,2020,4.73905
bgr,1981,0.71518
bgr,1982,1.71241
bgr,1983,2.98919
bgr,1984,4.11888
bgr,1985,10.20163
bgr,1986,15.56996
bgr,1987,17.08873
bgr,1988,21.90617
bgr,1989,26.28765
bgr,1990,18.62062
bgr,1991,5.25807
bgr,1992,5.82094
bgr,1993,5.44961
bgr,1994,10.66342
bgr,1995,11.84312
bgr,1996,14.5065
bgr,1997,15.95617
bgr,1998,13.28555
bgr,1999,10.63301
bgr,2000,9.81813
bgr,2001,10.39748
bgr,2002,6.87966
bgr,2003,5.85851
bgr,2004,9.19105
bgr,2005,11.81626
bgr,2006,3.63654
bgr,2007,2.55922
bgr,2008,3.21431
bgr,2009,2.51035
bgr,2010,1.71261
bgr,2011,1.29066
bgr,2012,1.27892
bgr,2013,5.09223
bgr,2014,1.12299
bgr,2015,1.19037
bgr,2016,1.45698
bgr,2017,4.00298
bgr,2018,1.26903
bgr,2019,1.16982
bgr,2020,1.3488
bih,1999,6.84211
bih,2000,11.51981
bih,2001,11.39529
bih,2002,4.74677
bih,2003,3.34335
bih,2004,2.69241
bih,2005,2.55518
bih,2006,2.43583
bih,2007,2.77208
bih,2008,2.66362
bih,2009,3.25469
bih,2010,3.52669
bih,2011,3.56684
bih,2012,3.78766
bih,2013,3.84313
bih,2014,4.43479
bih,2015,6.32176
bih,2016,4.96904
bih,2017,4.59248
bih,2018,4.52774
bih,2019,5.24054
bih,2020,6.13208
blr,1993,0.58339
blr,1994,3.96577
blr,1995,3.16362
blr,1996,1.42294
blr,1997,1.54802
blr,1998,1.41617
blr,1999,2.03576
blr,2000,2.43106
blr,2001,2.40789
blr,2002,1.84851
blr,2003,1.54157
blr,2004,1.42393
blr,2005,1.22022
blr,2006,0.99075
blr,2007,1.11263
blr,2008,0.99
blr,2009,2.30895
blr,2010,1.98185
blr,2011,3.76528
blr,2012,6.41129
blr,2013,3.71267
blr,2014,6.34155
blr,2015,9.76971
blr,2016,9.99638
blr,2017,6.80653
blr,2018,10.30437
blr,2019,8.29351
blr,2020,9.47551
blz,1984,5.03247
blz,1985,12.16483
blz,1986,8.98635
blz,1987,7.25384
blz,1988,6.11394
blz,1989,5.56543
blz,1990,5.74445
blz,1991,6.03044
blz,1992,5.42506
blz,1993,5.99159
blz,1994,8.52201
blz,1995,11.74551
blz,1996,12.18186
blz,1997,10.28125
blz,1998,12.02779
blz,1999,10.67369
blz,2000,16.90388
blz,2001,21.69295
blz,2002,38.58761
blz,2003,28.99799
blz,2004,61.40543
blz,2005,36.72048
blz,2006,17.45052
blz,2007,78.84013
blz,2008,11.5774
blz,2009,13.10124
blz,2010,11.55141
blz,2011,9.33498
blz,2012,9.01462
blz,2013,10.45658
blz,2014,6.81006
blz,2015,7.39646
blz,2016,8.69413
blz,2017,8.28543
blz,2018,7.91678
blz,2019,8.4213
blz,2020,10.44291
bol,1976,18.1142
bol,1977,23.73952
bol,1978,52.06608
bol,1979,31.80983
bol,1980,28.24986
bol,1981,27.98164
bol,1982,31.93859
bol,1983,32.86681
bol,1984,36.5537
bol,1985,34.40511
bol,1986,23.75415
bol,1987,25.5129
bol,1988,42.852
bol,1989,28.53578
bol,1990,28.28562
bol,1991,24.06046
bol,1992,29.11544
bol,1993,31.00208
bol,1994,24.43935
bol,1995,23.57617
bol,1996,23.1076
bol,1997,21.42234
bol,1998,23.50707
bol,1999,16.82198
bol,2000,16.80478
bol,2001,15.02964
bol,2002,13.26972
bol,2003,13.16695
bol,2004,9.91924
bol,2005,8.38891
bol,2006,6.82698
bol,2007,5.06073
bol,2008,6.44426
bol,2009,4.73838
bol,2010,4.34523
bol,2011,2.49682
bol,2012,3.56976
bol,2013,2.20407
bol,2014,2.63
bol,2015,5.24492
bol,2016,5.52748
bol,2017,5.94983
bol,2018,6.38708
bol,2019,7.5251
bol,2020,10.69944
bra,1975,18.53481
bra,1976,18.86493
bra,1977,21.96463
bra,1978,31.89383
bra,1979,36.81814
bra,1980,35.16727
bra,1981,34.516
bra,1982,44.24387
bra,1983,30.72736
bra,1984,25.85178
bra,1985,24.7843
bra,1986,29.60371
bra,1987,27.39206
bra,1988,34.15198
bra,1989,24.50242
bra,1990,15.85552
bra,1991,14.63473
bra,1992,13.09494
bra,1993,11.86749
bra,1994,16.9434
bra,1995,23.54477
bra,1996,22.46932
bra,1997,20.60676
bra,1998,27.39857
bra,1999,37.33137
bra,2000,26.29452
bra,2001,22.44538
bra,2002,29.93239
bra,2003,23.92734
bra,2004,18.36894
bra,2005,11.78386
bra,2006,19.41871
bra,2007,10.85238
bra,2008,9.32992
bra,2009,7.1135
bra,2010,5.93063
bra,2011,6.75587
bra,2012,4.03623
bra,2013,7.11315
bra,2014,5.48182
bra,2015,12.75674
bra,2016,10.64557
bra,2017,10.85049
bra,2018,11.83879
bra,2019,14.68084
bra,2020,12.42127
btn,2006,2.43645
btn,2007,4.64777
btn,2008,11.83943
btn,2009,12.68086
btn,2010,14.40009
btn,2011,11.18895
btn,2012,17.78077
btn,2013,11.00529
btn,2014,11.83498
btn,2015,17.02791
btn,2016,11.3732
btn,2017,10.11992
btn,2018,10.32917
btn,2019,6.66694
btn,2020,5.72899
bwa,1975,3.21268
bwa,1976,1.55386
bwa,1977,1.88939
bwa,1978,2.46042
bwa,1979,1.61159
bwa,1980,1.69085
bwa,1981,1.44831
bwa,1982,2.1373
bwa,1983,2.97032
bwa,1984,3.65499
bwa,1985,5.31651
bwa,1986,4.23598
bwa,1987,3.86061
bwa,1988,4.23204
bwa,1989,3.33015
bwa,1990,4.34042
bwa,1991,3.4381
bwa,1992,3.8975
bwa,1993,3.61
bwa,1994,4.0029
bwa,1995,3.14062
bwa,1996,5.23308
bwa,1997,2.78744
bwa,1998,2.58142
bwa,1999,2.13613
bwa,2000,1.99441
bwa,2001,1.68573
bwa,2002,1.92484
bwa,2003,1.20941
bwa,2004,1.015
bwa,2005,0.91059
bwa,2006,0.93952
bwa,2007,0.71225
bwa,2008,1.159
bwa,2009,1.00548
bwa,2010,1.32637
bwa,2011,0.97711
bwa,2012,0.81973
bwa,2013,2.03979
bwa,2014,0.58288
bwa,2015,2.10653
bwa,2016,1.89176
bwa,2017,2.41623
bwa,2018,2.25324
bwa,2019,2.78414
bwa,2020,3.49657
caf,1977,3.31411
caf,1978,2.67319
caf,1979,0.40312
caf,1980,0.6735
caf,1981,2.03987
caf,1982,2.75493
caf,1983,10.81147
caf,1984,9.21596
caf,1985,6.25322
caf,1986,8.26605
caf,1987,8.9334
caf,1988,6.36662
caf,1989,7.51147
caf,1990,7.51032
caf,1991,5.16505
caf,1992,7.01727
caf,1993,2.82147
caf,1994,8.80004
chn,1982,7.45356
chn,1983,7.72992
chn,1984,6.6089
chn,1985,6.3644
chn,1986,8.21827
chn,1987,7.67401
chn,1988,8.22325
chn,1989,9.80705
chn,1990,9.69139
chn,1991,10.1645
chn,1992,9.385
chn,1993,10.24384
chn,1994,8.13551
chn,1995,8.98416
chn,1996,8.32008
chn,1997,11.50088
chn,1998,8.7065
chn,1999,9.16774
chn,2000,7.0974
chn,2001,6.09233
chn,2002,5.08632
chn,2003,3.02642
chn,2004,1.27868
chn,2005,1.09536
chn,2006,0.84897
chn,2007,0.64433
chn,2008,0.58572
chn,2009,0.63335
chn,2010,0.76712
chn,2011,0.65669
chn,2012,0.44573
chn,2013,0.47939
chn,2014,0.54436
chn,2015,1.33994
chn,2016,0.76347
chn,2017,0.69133
chn,2018,0.73396
chn,2019,1.00892
chn,2020,1.11663
civ,2005,0.26986
civ,2006,0.17121
civ,2007,1.55775
civ,2008,6.58263
civ,2009,6.13549
civ,2010,3.87353
civ,2011,2.98786
civ,2012,2.24231
civ,2013,4.04047
civ,2014,4.20358
civ,2015,3.12774
civ,2016,8.61485
civ,2017,13.28242
civ,2018,8.25368
civ,2019,17.38047
civ,2020,13.90921
cmr,1977,5.8418
cmr,1978,8.09649
cmr,1979,7.903
cmr,1980,8.86371
cmr,1981,11.30335
cmr,1982,15.02482
cmr,1983,11.49018
cmr,1984,11.58698
cmr,1985,11.59881
cmr,1986,12.2254
cmr,1987,15.90582
cmr,1988,11.75095
cmr,1989,7.12859
cmr,1990,12.50144
cmr,1991,11.40564
cmr,1992,8.61483
cmr,1993,15.94341
cmr,1994,16.38127
cmr,1995,16.81738
cmr,1996,18.07472
cmr,1997,16.69879
cmr,1998,17.18301
cmr,1999,15.59427
cmr,2000,13.49999
cmr,2001,7.03392
cmr,2002,8.74109
cmr,2003,9.36176
cmr,2004,12.07148
cmr,2005,13.39325
cmr,2006,5.0681
cmr,2007,3.92871
cmr,2008,2.64098
cmr,2009,2.57431
cmr,2010,2.6132
cmr,2011,2.4764
cmr,2012,1.51308
cmr,2013,1.80698
cmr,2014,5.51267
cmr,2015,5.57175
cmr,2016,6.90279
cmr,2017,6.1547
cmr,2018,8.11412
cmr,2019,8.43477
cmr,2020,14.08061
cod,2005,7.56722
cod,2006,8.74094
cod,2007,6.41471
cod,2008,5.75906
cod,2009,9.24659
cod,2010,2.38944
cod,2011,2.43237
cod,2012,3.05094
cod,2013,3.27883
cod,2014,3.20885
cod,2015,3.36305
cod,2016,3.34849
cod,2017,2.57838
cod,2018,1.72056
cod,2019,6.61129
cod,2020,1.91241
cog,1978,5.37189
cog,1979,13.0824
cog,1980,6.86526
cog,1981,17.26365
cog,1982,18.33144
cog,1983,27.16032
cog,1984,25.24716
cog,1985,31.35748
cog,1986,40.01852
cog,1987,39.45252
cog,1988,40.79494
cog,1989,23.91849
cog,1990,30.84593
cog,1991,22.53794
cog,1992,11.89966
cog,1993,10.72529
cog,1994,51.84583
cog,1995,10.69025
cog,1996,19.66996
cog,1997,6.61177
cog,1998,1.21521
cog,1999,0.07035
cog,2000,0.51705
cog,2001,3.70822
cog,2002,0.61863
cog,2003,1.99477
cog,2004,5.45269
cog,2005,1.9938
cog,2006,1.26854
cog,2007,1.74591
cog,2008,1.97551
cog,2009,2.81994
cog,2010,1.44096
cog,2011,1.16846
cog,2012,1.7337
cog,2013,4.82837
cog,2014,5.18181
cog,2015,8.1564
cog,2016,8.00025
col,1970,14.1002
col,1971,15.04884
col,1972,13.74644
col,1973,13.96446
col,1974,15.97187
col,1975,11.58742
col,1976,10.04543
col,1977,9.50456
col,1978,9.90572
col,1979,13.5113
col,1980,9.39096
col,1981,13.89966
col,1982,18.0956
col,1983,22.85231
col,1984,20.92986
col,1985,30.82809
col,1986,27.72119
col,1987,33.78067
col,1988,39.95012
col,1989,38.56486
col,1990,34.52272
col,1991,32.80857
col,1992,35.64598
col,1993,26.7571
col,1994,29.34977
col,1995,24.61059
col,1996,20.83229
col,1997,18.15302
col,1998,20.33199
col,1999,32.27897
col,2000,20.89054
col,2001,27.77555
col,2002,32.7346
col,2003,34.10576
col,2004,18.36261
col,2005,26.09495
col,2006,16.84997
col,2007,12.99965
col,2008,9.41322
col,2009,9.20128
col,2010,9.11654
col,2011,6.54275
col,2012,6.91676
col,2013,5.92412
col,2014,7.63372
col,2015,9.41337
col,2016,12.26592
col,2017,18.54151
col,2018,17.25375
col,2019,14.52967
col,2020,16.60953
com,1980,2.16101
com,1981,2.7085
com,1982,2.89972
com,1983,6.01494
com,1984,23.21333
com,1985,9.18973
com,1986,6.54094
com,1987,4.05814
com,1988,1.33209
com,1989,2.32867
com,1990,2.51476
com,1991,15.66604
com,1992,10.99856
com,1993,3.78136
com,1994,6.47441
com,1995,1.75126
com,2003,4.01895
com,2004,5.02987
com,2005,6.46164
com,2006,5.49109
com,2007,33.74437
com,2008,15.38813
com,2009,12.40189
com,2010,4.68883
com,2011,3.79136
com,2012,8.33515
com,2014,0.58727
com,2015,6.89161
com,2016,3.96172
com,2017,1.47768
com,2018,1.86854
com,2019,0.30449
com,2020,6.57953
cpv,1981,1.15617
cpv,1982,4.40199
cpv,1983,7.75342
cpv,1984,16.23543
cpv,1985,14.37587
cpv,1986,12.05861
cpv,1987,15.26377
cpv,1988,16.1221
cpv,1989,11.23243
cpv,1990,8.88855
cpv,1991,14.51342
cpv,1992,18.58583
cpv,1993,12.08577
cpv,1994,14.02775
cpv,1995,10.27745
cpv,1996,7.44873
cpv,1997,10.45477
cpv,1998,16.87717
cpv,1999,15.72916
cpv,2000,11.05415
cpv,2001,8.16357
cpv,2002,11.85848
cpv,2003,7.25622
cpv,2004,7.90744
cpv,2005,9.55058
cpv,2006,6.40878
cpv,2007,4.92929
cpv,2008,4.1346
cpv,2009,5.35087
cpv,2010,5.08367
cpv,2011,4.40056
cpv,2012,4.22071
cpv,2013,4.35359
cpv,2014,4.65287
cpv,2015,6.17368
cpv,2016,5.90569
cpv,2017,6.1402
cpv,2018,5.60632
cpv,2019,5.90214
cpv,2020,13.45648
cri,1977,10.15507
cri,1978,24.68368
cri,1979,24.32452
cri,1980,18.19657
cri,1981,17.86372
cri,1982,13.32108
cri,1983,53.66998
cri,1984,26.25135
cri,1985,37.4377
cri,1986,28.31862
cri,1987,13.62828
cri,1988,17.25476
cri,1989,14.63746
cri,1990,21.24338
cri,1991,15.30393
cri,1992,18.00223
cri,1993,15.06216
cri,1994,11.59175
cri,1995,14.20484
cri,1996,12.44721
cri,1997,11.3894
cri,1998,8.8478
cri,1999,7.61124
cri,2000,8.28319
cri,2001,9.27289
cri,2002,9.02466
cri,2003,10.22271
cri,2004,7.54934
cri,2005,5.17834
cri,2006,3.58649
cri,2007,3.30791
cri,2008,8.7102
cri,2009,7.15229
cri,2010,4.3372
cri,2011,5.84916
cri,2012,6.11855
cri,2013,8.58503
cri,2014,6.76079
cri,2015,6.5347
cri,2016,5.49302
cri,2017,5.67219
cri,2018,7.19223
cri,2019,7.66002
cri,2020,8.0388
dji,1991,4.69049
dji,1992,4.71011
dji,1993,3.61622
dji,1994,4.66657
dji,1995,5.04864
dji,1996,5.37314
dji,1997,3.03331
dji,1998,2.07805
dji,1999,3.71609
dji,2000,4.84431
dji,2001,3.46281
dji,2002,3.93895
dji,2003,4.94523
dji,2004,6.23588
dji,2005,4.61945
dji,2006,6.39857
dji,2007,7.01598
dji,2008,6.26151
dji,2009,6.4724
dji,2010,6.74969
dji,2011,7.87406
dji,2012,7.79837
dji,2013,1.24126
dji,2014,0.99673
dji,2015,1.19666
dji,2016,2.05364
dji,2017,1.45065
dji,2018,1.28567
dji,2019,1.22149
dji,2020,1.42012
dma,1981,2.49034
dma,1982,2.80667
dma,1983,1.44691
dma,1984,3.52623
dma,1985,4.83063
dma,1986,4.55
dma,1987,4.71053
dma,1988,4.55598
dma,1989,5.86884
dma,1990,4.80565
dma,1991,5.14823
dma,1992,5.05891
dma,1993,6.60618
dma,1994,6.56042
dma,1995,5.20595
dma,1996,4.23666
dma,1997,6.73568
dma,1998,6.36911
dma,1999,6.21749
dma,2000,6.64452
dma,2001,13.4397
dma,2002,9.68476
dma,2003,11.97594
dma,2004,11.82207
dma,2005,11.37803
dma,2006,11.46566
dma,2007,10.58605
dma,2008,11.12297
dma,2009,13.2155
dma,2010,8.45658
dma,2011,7.53148
dma,2012,10.17598
dma,2013,9.70146
dma,2014,6.44155
dma,2015,7.53326
dma,2016,9.02406
dma,2017,11.92355
dma,2018,16.1767
dma,2019,11.10157
dma,2020,24.33329
dom,1970,5.0913
dom,1971,6.86733
dom,1972,4.61197
dom,1973,6.29648
dom,1974,4.98803
dom,1975,5.22114
dom,1976,7.03029
dom,1977,7.85928
dom,1978,10.90543
dom,1979,21.51349
dom,1980,12.06873
dom,1981,15.34438
dom,1982,22.74913
dom,1983,18.10841
dom,1984,12.32612
dom,1985,15.37792
dom,1986,19.43193
dom,1987,11.82531
dom,1988,12.82277
dom,1989,9.09956
dom,1990,7.58397
dom,1991,9.40567
dom,1992,14.99095
dom,1993,9.12643
dom,1994,13.33808
dom,1995,8.6791
dom,1996,8.27297
dom,1997,7.68126
dom,1998,6.45413
dom,1999,6.32026
dom,2000,7.6599
dom,2001,9.89103
dom,2002,9.63301
