geo,time,ms_mil_xpnd_cn
civ,2017,294517000000
civ,2018,337808000000
civ,2019,314045000000
cmr,1970,5622000000
cmr,1971,5920500000
cmr,1972,6274000000
cmr,1973,7051500000
cmr,1974,8334500000
cmr,1975,10023500000
cmr,1976,11582000000
cmr,1977,13553500000
cmr,1978,16120000000
cmr,1979,18795000000
cmr,1980,21100000000
cmr,1981,32675000000
cmr,1982,43250000000
cmr,1983,49500000000
cmr,1984,55600000000
cmr,1985,52200000000
cmr,1986,50357000000
cmr,1987,49026000000
cmr,1988,45979000000
cmr,1989,46852500000
cmr,1990,49165000000
cmr,1991,50271000000
cmr,1992,48649500000
cmr,1993,47621000000
cmr,1994,52476500000
cmr,1995,56691000000
cmr,1996,59819000000
cmr,1997,69288000000
cmr,1998,80968500000
cmr,1999,89094500000
cmr,2000,87597500000
cmr,2001,91118000000
cmr,2002,101500000000
cmr,2003,109556000000
cmr,2004,116808000000
cmr,2005,117670000000
cmr,2006,134345000000
cmr,2007,142198000000
cmr,2008,155203000000
cmr,2009,162085000000
cmr,2010,175355000000
cmr,2011,163963000000
cmr,2012,180955000000
cmr,2013,194079000000
cmr,2014,198522000000
cmr,2015,209264000000
cmr,2016,229727000000
cmr,2017,238613000000
cmr,2018,238910000000
cmr,2019,247447000000
cod,1963,0.00001
cod,1964,0.00003
cod,1965,0.00004
cod,1966,0.00004
cod,1967,0.00005
cod,1968,0.00008
cod,1969,0.00012
cod,1970,0.00017
cod,1971,0.00017
cod,1972,0.00016
cod,1973,0.00017
cod,1974,0.00032
cod,1975,0.00029
cod,1976,0.00032
cod,1977,0.00046
cod,1978,0.0006
cod,1979,0.0011
cod,1980,0.00142
cod,1981,0.00105
cod,1982,0.00282
cod,1983,0.00339
cod,1984,0.00643
cod,1985,0.00671
cod,1986,0.0134
cod,1987,0.0106
cod,1988,0.134
cod,1989,0.0858
cod,1990,0.11
cod,1991,2.28
cod,1992,184
cod,1993,11797
cod,1996,44800000
cod,1997,110100000
cod,1998,42800000
cod,1999,600200000
cod,2000,2901000000
cod,2003,31908000000
cod,2004,54983000000
cod,2005,78292000000
cod,2006,96045000000
cod,2007,106046000000
cod,2008,89486000000
cod,2009,99100000000
cod,2010,166400000000
cod,2011,219563000000
cod,2012,305813000000
cod,2013,344440000000
cod,2014,315710000000
cod,2015,454915000000
cod,2016,399976000000
cod,2017,428966000000
cod,2018,477265000000
cod,2019,581999000000
cog,1970,3621000000
cog,1971,3786000000
cog,1972,3212000000
cog,1973,4330000000
cog,1974,5810000000
cog,1975,7178000000
cog,1976,8205000000
cog,1977,9000000000
cog,1978,8566000000
cog,1979,11182000000
cog,1980,12131000000
cog,1981,17264500000
cog,1982,23800000000
cog,1984,21596000000
cog,1985,25000000000
cog,1987,30208000000
cog,1992,33250000000
cog,1993,31000000000
cog,2001,39911000000
cog,2002,49280000000
cog,2003,54503000000
cog,2004,65665000000
cog,2005,53230000000
cog,2006,66182000000
cog,2007,80555000000
cog,2008,93020000000
cog,2010,108164000000
cog,2013,181341000000
cog,2014,348510000000
cog,2016,297650000000
cog,2017,218394000000
cog,2018,162422000000
cog,2019,175760000000
col,1960,504000000
col,1961,652000000
col,1962,1060000000
col,1963,1530000000
col,1964,1710000000
col,1965,1940000000
col,1966,2330000000
col,1967,2590000000
col,1968,2300000000
col,1969,2280000000
col,1970,3000000000
col,1971,5260000000
col,1972,3730000000
col,1973,4110000000
col,1974,5080000000
col,1975,7050000000
col,1976,7950000000
col,1977,10300000000
col,1978,14100000000
col,1979,19900000000
col,1980,28900000000
col,1981,34800000000
col,1982,42800000000
col,1983,67800000000
col,1984,89700000000
col,1985,102000000000
col,1986,132000000000
col,1987,175000000000
col,1988,258000000000
col,1989,331000000000
col,1990,447000000000
col,1991,577000000000
col,1992,837000000000
col,1993,1320000000000
col,1994,1694000000000
col,1995,2391000000000
col,1996,4477000000000
col,1997,3410000000000
col,1998,4834000000000
col,1999,5703000000000
col,2000,6322000000000
col,2001,7507000000000
col,2002,8383000000000
col,2003,9434000000000
col,2004,10664000000000
col,2005,11405000000000
col,2006,12577000000000
col,2007,14082000000000
col,2008,17810000000000
col,2009,19496000000000
col,2010,19787000000000
col,2011,19048000000000
col,2012,21035000000000
col,2013,23367000000000
col,2014,23713000000000
col,2015,25025600000000
col,2016,26527877000000
col,2017,29529600000000
col,2018,29962000000000
col,2019,33073500000000
cpv,1984,313000000
cpv,1985,311000000
cpv,1986,357000000
cpv,1987,360000000
cpv,1988,366000000
cpv,1992,242000000
cpv,1993,220000000
cpv,1994,281000000
cpv,1995,477000000
cpv,1996,352000000
cpv,1997,382000000
cpv,1998,443000000
cpv,1999,518000000
cpv,2000,814000000
cpv,2001,571600000
cpv,2002,529700000
cpv,2003,565000000
cpv,2004,573000000
cpv,2005,628000000
cpv,2006,614000000
cpv,2007,640000000
cpv,2008,809900000
cpv,2009,667000000
cpv,2010,686000000
cpv,2011,774000000
cpv,2012,835600000
cpv,2013,815200000
cpv,2014,835200000
cpv,2015,887100000
cpv,2016,1014300000
cpv,2017,918900000
cpv,2018,1000880000
cpv,2019,958000000
cri,1960,0
cri,1961,0
cri,1962,0
cri,1963,0
cri,1964,0
cri,1965,0
cri,1966,0
cri,1967,0
cri,1968,0
cri,1969,0
cri,1970,0
cri,1971,0
cri,1972,0
cri,1973,0
cri,1974,0
cri,1975,0
cri,1976,0
cri,1977,0
cri,1978,0
cri,1979,0
cri,1980,0
cri,1981,0
cri,1982,0
cri,1983,0
cri,1984,0
cri,1985,0
cri,1986,0
cri,1987,0
cri,1988,0
cri,1989,0
cri,1990,0
cri,1991,0
cri,1992,0
cri,1993,0
cri,1994,0
cri,1995,0
cri,1996,0
cri,1997,0
cri,1998,0
cri,1999,0
cri,2000,0
cri,2001,0
cri,2002,0
cri,2003,0
cri,2004,0
cri,2005,0
cri,2006,0
cri,2007,0
cri,2008,0
cri,2009,0
cri,2010,0
cri,2011,0
cri,2012,0
cri,2013,0
cri,2014,0
cri,2015,0
cri,2016,0
cri,2017,0
cri,2018,0
cri,2019,0
cub,1978,784000000
cub,1979,841000000
cub,1980,811000000
cub,1981,842000000
cub,1982,1109000000
cub,1983,1133000000
cub,1984,1386000000
cub,1985,1335000000
cub,1986,1307000000
cub,1987,1300000000
cub,1988,1350000000
cub,1989,1377000000
cub,1990,1380000000
cub,1991,1160000000
cub,1993,300000000
cub,2003,1259000000
cub,2004,1303000000
cub,2005,1649700000
cub,2006,1707900000
cub,2007,1892400000
cub,2008,2021600000
cub,2009,2098900000
cub,2010,2140100000
cub,2011,2128000000
cub,2012,2880000000
cub,2013,2710000000
cub,2014,2852000000
cub,2015,2687000000
cub,2016,2807058107.08456
cub,2017,2781951261.45075
cub,2018,2919427181.90076
cyp,1985,32170000
cyp,1986,43140000
cyp,1987,163990000
cyp,1988,194390000
cyp,1989,207050000
cyp,1990,322000000
cyp,1991,332000000
cyp,1992,484000000
cyp,1993,228000000
cyp,1994,251000000
cyp,1995,231000000
cyp,1996,357000000
cyp,1997,469000000
cyp,1998,428000000
cyp,1999,269000000
cyp,2000,299000000
cyp,2001,360000000
cyp,2002,253000000
cyp,2003,255000000
cyp,2004,271000000
cyp,2005,302000000
cyp,2006,304000000
cyp,2007,295000000
cyp,2008,309800000
cyp,2009,339300000
cyp,2010,360600000
cyp,2011,345100000
cyp,2012,322600000
cyp,2013,289910000
cyp,2014,269690000
cyp,2015,295660000
cyp,2016,267060000
cyp,2017,318520000
cyp,2018,377180000
cyp,2019,358790000
cze,1993,23776600000
cze,1994,27007700000
cze,1995,28275200000
cze,1996,30508800000
cze,1997,31328300000
cze,1998,37643100000
cze,1999,41688100000
cze,2000,44669700000
cze,2001,44977500000
cze,2002,48924100000
cze,2003,53193900000
cze,2004,52481200000
cze,2005,58445000000
cze,2006,55358400000
cze,2007,54948800000
cze,2008,49827100000
cze,2009,51823900000
cze,2010,47705700000
cze,2011,43785200000
cze,2012,43474000000
cze,2013,42053000000
cze,2014,41990000000
cze,2015,43783000000
cze,2016,47783000000
cze,2017,48892200000
cze,2018,58893400000
cze,2019,66735000000
deu,1960,5924716831.75926
deu,1961,6443032711.05641
deu,1962,8427630640.47818
deu,1963,9743649866.02708
deu,1964,9562205831.51395
deu,1965,9738867471.8649
deu,1966,9905294788.70879
deu,1967,10469617299.8461
deu,1968,9443334642.21878
deu,1969,10551874479.4356
deu,1970,11038722205.1456
deu,1971,12445702567.6592
deu,1972,14044935175.4925
deu,1973,15603995672.3634
deu,1974,17430870242.3164
deu,1975,18382566680.5904
deu,1976,19033928765.4794
deu,1977,19651814091.2332
deu,1978,21037751919.4332
deu,1979,22209438489.1675
deu,1980,23727370396.2436
deu,1981,25524594122.3912
deu,1982,26522201544.6221
deu,1983,27628847553.7507
deu,1984,28009526129.0603
deu,1985,28681930748.2629
deu,1986,29405985224.4171
deu,1987,30004740973.52209
deu,1988,30143430404.2253
deu,1989,30896179245.3526
deu,1990,33438499981.9679
deu,1991,32070735251.5842
deu,1992,32049692717.2706
deu,1993,30089867589.60889
deu,1994,28832097924.9554
deu,1995,28846445107.44189
deu,1996,28692452015.4197
deu,1997,28169258094.0771
deu,1998,28524111740.9109
deu,1999,29271121709.0436
deu,2000,29224254246.2542
deu,2001,29314163256.5032
deu,2002,29811532249.37
deu,2003,29708232535.4669
deu,2004,29277817060.8706
deu,2005,29268252272.5463
deu,2006,29043479746.9238
deu,2007,30041000000
deu,2008,31717000000
deu,2009,33199000000
deu,2010,33866000000
deu,2011,33641000000
deu,2012,34611000000
deu,2013,33791000000
deu,2014,33327000000
deu,2015,33381000000
deu,2016,35921000000
deu,2017,37759000000
deu,2018,39406000000
deu,2019,44014000000
dji,1978,8000000
dji,1979,8000000
dji,1980,323000000
dji,1981,951000000
dji,1982,5262000000
dji,1983,5492000000
dji,1984,5533000000
dji,1985,5579000000
dji,1986,5439000000
dji,1987,5477000000
dji,1988,5520000000
dji,1989,5525000000
dji,1990,5530000000
dji,1991,5647000000
dji,1992,5976000000
dji,1993,5521000000
dji,1994,5458000000
dji,1995,5262000000
dji,1996,4359000000
dji,1997,4719000000
dji,1998,4746000000
dji,1999,4759200000
dji,2000,4625200000
dji,2001,4629300000
dji,2002,5909400000
dji,2003,7422300000
dji,2004,6638900000
dji,2005,7970300000
dji,2006,8800000000
dji,2007,6134700000
dji,2008,6446800000
dnk,1960,1113000000
dnk,1961,1180000000
dnk,1962,1551000000
dnk,1963,1651000000
dnk,1964,1764000000
dnk,1965,1974000000
dnk,1966,2080000000
dnk,1967,2249000000
dnk,1968,2591000000
dnk,1969,2640000000
dnk,1970,2967000000
dnk,1971,3195000000
dnk,1972,3386000000
dnk,1973,3520000000
dnk,1974,4462000000
dnk,1975,5355000000
dnk,1976,5714000000
dnk,1977,6382000000
dnk,1978,7294000000
dnk,1979,8045000000
dnk,1980,9117000000
dnk,1981,10301000000
dnk,1982,11669000000
dnk,1983,12574000000
dnk,1984,13045000000
dnk,1985,13344000000
dnk,1986,13333000000
dnk,1987,14647000000
dnk,1988,15620000000
dnk,1989,15963000000
dnk,1990,16399000000
dnk,1991,17091000000
dnk,1992,17129000000
dnk,1993,17390000000
dnk,1994,17293000000
dnk,1995,17468000000
dnk,1996,17896000000
dnk,1997,18521000000
dnk,1998,19071000000
dnk,1999,19428000000
dnk,2000,19339000000
dnk,2001,21017000000
dnk,2002,21269000000
dnk,2003,21075000000
dnk,2004,21441000000
dnk,2005,20800000000
dnk,2006,23173000000
dnk,2007,22731000000
dnk,2008,24410000000
dnk,2009,23252000000
dnk,2010,25328000000
dnk,2011,24259000000
dnk,2012,25617000000
dnk,2013,23682000000
dnk,2014,22769000000
dnk,2015,22633000000
dnk,2016,24190000000
dnk,2017,24961000000
dnk,2018,28787000000
dnk,2019,30389000000
dom,1960,38300000
dom,1961,36300000
dom,1962,38000000
dom,1963,39000000
dom,1964,42500000
dom,1965,40200000
dom,1966,37200000
dom,1967,35800000
dom,1968,37300000
dom,1969,35600000
dom,1970,35900000
dom,1971,36600000
dom,1972,39500000
dom,1973,42000000
dom,1974,57600000
dom,1975,65900000
dom,1976,76200000
dom,1977,86500000
dom,1978,103000000
dom,1979,120000000
dom,1980,105000000
dom,1981,125000000
dom,1982,126000000
dom,1983,126000000
dom,1984,139000000
dom,1985,190000000
dom,1986,239000000
dom,1987,228100000
dom,1988,289100000
dom,1989,339300000
dom,1990,407500000
dom,1991,430200000
dom,1992,806400000
dom,1993,1216800000
dom,1994,1328600000
dom,1995,1148300000
dom,1996,1473900000
dom,1997,2149300000
dom,1998,2428200000
dom,1999,2805800000
dom,2000,4051400000
dom,2001,5185500000
dom,2002,5055600000
dom,2003,4803500000
dom,2004,6436000000
dom,2005,8305000000
dom,2006,8620700000
dom,2007,9153300000
dom,2008,11629200000
dom,2009,11587400000
dom,2010,13238500000
dom,2011,13326000000
dom,2012,15584300000
dom,2013,16028400000
dom,2014,19058890000
dom,2015,20634000000
dom,2016,22110500000
dom,2017,25328100000
dom,2018,29396400000
dom,2019,31567600000
dza,1963,328000000
dza,1964,493000000
dza,1965,521000000
dza,1966,516000000
dza,1967,490000000
dza,1968,490000000
dza,1969,490000000
dza,1970,488000000
dza,1971,491000000
dza,1972,492600000
dza,1973,541900000
dza,1974,1087700000
dza,1975,1312200000
dza,1976,2001300000
dza,1977,1955900000
dza,1978,2490000000
dza,1979,2742300000
dza,1980,3416000000
dza,1981,3481000000
dza,1982,4282000000
dza,1983,4561000000
dza,1984,4631000000
dza,1985,4793000000
dza,1986,5300000000
dza,1987,5805000000
dza,1988,6084000000
dza,1989,6500000000
dza,1990,8100000000
dza,1991,10439000000
dza,1992,23000000000
dza,1993,29810000000
dza,1994,46800000000
dza,1995,58847000000
dza,1996,79519000000
dza,1997,101126000000
dza,1998,112248000000
dza,1999,121597000000
dza,2000,141576000000
dza,2001,161505000000
dza,2002,167380000000
dza,2003,170764000000
dza,2004,201930000000
dza,2005,214320000000
dza,2006,224767000000
dza,2007,273415000000
dza,2008,334044000000
dza,2009,383621000000
dza,2010,421866000000
dza,2011,631076000000
dza,2012,723123000000
dza,2013,806509000000
dza,2014,955926000000
dza,2015,1047926000000
dza,2016,1118297000000
dza,2017,1118297000000
dza,2018,1118297000000
dza,2019,1230000000000
ecu,1960,22400000
ecu,1961,18700000
ecu,1962,18300000
ecu,1963,17100000
ecu,1964,20600000
ecu,1965,23800000
ecu,1966,22900000
ecu,1967,25300000
ecu,1968,29300000
ecu,1969,39700000
ecu,1970,30700000
ecu,1971,29700000
ecu,1972,37300000
ecu,1973,49200000
ecu,1974,74800000
ecu,1975,102000000
ecu,1976,117000000
ecu,1977,205000000
ecu,1978,164000000
ecu,1979,186000000
ecu,1980,209000000
ecu,1981,234000000
ecu,1982,229000000
ecu,1983,200000000
ecu,1984,193000000
ecu,1985,284000000
ecu,1986,207000000
ecu,1987,207000000
ecu,1988,198000000
ecu,1989,189000000
ecu,1990,202000000
ecu,1991,209000000
ecu,1992,211000000
ecu,1993,276000000
ecu,1994,291000000
ecu,1995,475000000
ecu,1996,419000000
ecu,1997,499000000
ecu,1998,549000000
ecu,1999,296000000
ecu,2000,266000000
ecu,2001,384000000
ecu,2002,505000000
ecu,2003,739000000
ecu,2004,710000000
ecu,2005,954000000
ecu,2006,950000000
ecu,2007,1310000000
ecu,2008,1646000000
ecu,2009,1949000000
ecu,2010,2094000000
ecu,2011,2453700000
ecu,2012,2589776000
ecu,2013,2735825000
ecu,2014,2786519000
ecu,2015,2597510000
ecu,2016,2513200000
ecu,2017,2462700000
ecu,2018,2549400000
ecu,2019,2467800000
egy,1962,101000000
egy,1963,146000000
egy,1964,195000000
egy,1965,224000000
egy,1966,209500000
egy,1967,221000000
egy,1968,282000000
egy,1969,386500000
egy,1970,475000000
egy,1971,550500000
egy,1972,463500000
egy,1973,495000000
egy,1974,725000000
egy,1975,754000000
egy,1976,861500000
egy,1977,1076500000
egy,1978,972500000
egy,1979,807000000
egy,1980,953000000
egy,1981,1272000000
egy,1982,1615000000
egy,1983,2103000000
egy,1984,2619500000
egy,1985,2942500000
egy,1986,3309000000
egy,1987,3364000000
egy,1988,3117500000
egy,1989,3047500000
egy,1990,3504000000
egy,1991,4223000000
egy,1992,4703000000
egy,1993,5116500000
egy,1994,5803500000
egy,1995,6611000000
egy,1996,7175500000
egy,1997,7684500000
egy,1998,8036500000
egy,1999,8311500000
egy,2000,9123500000
egy,2001,11260500000
egy,2002,13061500000
egy,2003,13948000000
egy,2004,14683500000
egy,2005,15368450000
egy,2006,16927300000
egy,2007,18635850000
egy,2008,20534200000
egy,2009,22274700000
egy,2010,24777500000
egy,2011,26484000000
egy,2012,27602000000
egy,2013,29953500000
egy,2014,35990500000
egy,2015,42112000000
egy,2016,45155000000
egy,2017,49344500000
egy,2018,55466000000
egy,2019,62852500000
eri,1993,539200000
eri,1994,438700000
eri,1995,770500000
eri,1996,968100000
eri,1997,634200000
eri,1998,1936200000
eri,1999,2224500000
eri,2000,2220200000
eri,2001,1883600000
eri,2002,2104400000
eri,2003,2520000000
esp,1960,83963667.50811
esp,1961,86310842.64936
esp,1962,111352446.20748
esp,1963,114139439.83652
esp,1964,139490000
esp,1965,158460000
esp,1966,202280000
esp,1967,202330000
esp,1968,281350000
esp,1969,338970000
esp,1970,361450000
esp,1971,376020000
esp,1972,485230000
esp,1973,532690000
esp,1974,682373466
esp,1975,727388854
esp,1976,1013687074
esp,1977,1282351032
esp,1978,1599237380
esp,1979,1981221234
esp,1980,2373754596
esp,1981,2761978440
esp,1982,3272443328
esp,1983,4112720000
esp,1984,4687920000
esp,1985,5189230000
esp,1986,5278030000
esp,1987,5878710000
esp,1988,6231180000
esp,1989,6618700000
esp,1990,7164790000
esp,1991,7294570000
esp,1992,7537680000
esp,1993,7680260000
esp,1994,8125650000
esp,1995,8573020000
esp,1996,8597810000
esp,1997,8681630000
esp,1998,9278210000
esp,1999,10431640000
esp,2000,11151160000
esp,2001,11423270000
esp,2002,10913280000
esp,2003,11412590000
esp,2004,12291850000
esp,2005,12864090000
esp,2006,13752450000
esp,2007,14660740000
esp,2008,15174310000
esp,2009,14525190000
esp,2010,14882530000
esp,2011,14168010000
esp,2012,14679110000
esp,2013,12986690000
esp,2014,12948000000
esp,2015,13694270000
esp,2016,12672470000
esp,2017,14298990000
esp,2018,15100410000
esp,2019,15342240000
est,1992,4346000
est,1993,11110000
est,1994,20870000
est,1995,26630000
est,1996,31880000
est,1997,47050000
est,1998,53900000
est,1999,69230000
est,2000,84930000
est,2001,104800000
est,2002,129600000
est,2003,151800000
est,2004,165000000
est,2005,164483018.67498
est,2006,188277325.42533
est,2007,271822632.39298
est,2008,293674025.0278
est,2009,254240537.88043
est,2010,250661485.56236
est,2011,280000000
est,2012,340000000
est,2013,361000000
est,2014,386000000
est,2015,418000000
est,2016,450000000
est,2017,479000000
est,2018,514000000
est,2019,586000000
eth,1960,38100000
eth,1961,46100000
eth,1962,50150000
eth,1963,67800000
eth,1964,90350000
eth,1965,107250000
eth,1966,108550000
eth,1967,92500000
eth,1968,86650000
eth,1969,86050000
eth,1970,86350000
eth,1971,90100000
eth,1972,94400000
eth,1973,101650000
eth,1974,154750000
eth,1975,258900000
eth,1976,265050000
eth,1977,279550000
eth,1978,368900000
eth,1979,572000000
eth,1980,743800000
eth,1981,759650000
eth,1982,801850000
eth,1983,845400000
eth,1984,875650000
eth,1985,888950000
eth,1986,909150000
eth,1987,986600000
eth,1988,1272750000
eth,1989,1617750000
eth,1990,1625050000
eth,1991,1095100000
eth,1992,715600000
eth,1993,819250000
eth,1994,812600000
eth,1995,754150000
eth,1996,803200000
eth,1997,1512400000
eth,1998,3263000000
eth,1999,5589000000
eth,2000,5074500000
eth,2001,2958500000
eth,2002,2475500000
eth,2003,2396500000
eth,2004,2686000000
eth,2005,2964500000
eth,2006,3007000000
eth,2007,3229000000
eth,2008,3726500000
eth,2009,4000000000
eth,2010,4375000000
eth,2011,5618000000
eth,2012,6489500000
eth,2013,6991000000
eth,2014,8151500000
eth,2015,9156000000
eth,2016,10719000000
eth,2017,12039000000
eth,2018,14073500000
eth,2019,15863000000
fin,1960,48200000
fin,1961,56700000
fin,1962,83100000
fin,1963,69200000
fin,1964,75300000
fin,1965,80500000
fin,1966,82300000
fin,1967,85100000
fin,1968,106000000
fin,1969,99100000
fin,1970,108000000
fin,1971,125000000
fin,1972,154000000
fin,1973,178000000
fin,1974,196000000
fin,1975,268000000
fin,1976,271000000
fin,1977,313000000
fin,1978,351000000
fin,1979,421000000
fin,1980,548000000
fin,1981,574000000
fin,1982,685000000
fin,1983,848000000
fin,1984,835000000
fin,1985,950000000
fin,1986,1043000000
fin,1987,1081000000
fin,1988,1199000000
fin,1989,1275000000
fin,1990,1377000000
fin,1991,1497000000
fin,1992,1564000000
fin,1993,1552000000
fin,1994,1543000000
fin,1995,1402000000
fin,1996,1562000000
fin,1997,1700000000
fin,1998,1761400000
fin,1999,1552400000
fin,2000,1691200000
fin,2001,1653100000
fin,2002,1712200000
fin,2003,2192987084.42485
fin,2004,2329871112.22922
fin,2005,2411870330.16314
fin,2006,2493869548.09706
fin,2007,2408590361.44578
fin,2008,2702108433.73494
fin,2009,2836602409.63855
fin,2010,2806638554.21687
fin,2011,2949000000
fin,2012,3069000000
fin,2013,3134000000
fin,2014,3004000000
fin,2015,3065000000
fin,2016,3088000000
fin,2017,3058000000
fin,2018,3183000000
fin,2019,3547000000
fji,1970,360000
fji,1971,460000
fji,1972,650000
fji,1973,740000
fji,1974,1090000
fji,1975,1690000
fji,1976,2470000
fji,1977,3350000
fji,1978,6130000
fji,1979,8000000
fji,1980,8480000
fji,1981,9710000
fji,1982,13930000
fji,1983,15360000
fji,1984,16890000
fji,1985,16160000
fji,1986,16530000
fji,1987,31260000
fji,1988,35290000
fji,1989,43140000
fji,1990,45230000
fji,1991,47930000
fji,1992,45900000
fji,1993,49400000
fji,1994,49290000
fji,1995,48800000
fji,1996,46100000
fji,1997,44700000
fji,1998,44900000
fji,1999,46900000
fji,2000,68200000
fji,2001,74700000
fji,2002,67600000
fji,2003,70700000
fji,2004,81100000
fji,2005,72900000
fji,2006,93600000
fji,2007,121700000
fji,2008,85400000
fji,2009,100300000
fji,2010,96700000
fji,2011,109000000
fji,2012,106000000
fji,2013,107000000
fji,2014,141151000
fji,2015,89395578.94737
fji,2016,113992004.38597
fji,2017,155445333.33333
fji,2018,173283083.33333
fji,2019,180258333.33333
fra,1960,2453735333.33333
fra,1961,2611650656.71642
fra,1962,2840711873.13433
fra,1963,2925893750.49751
fra,1964,3109167922.88557
fra,1965,3239750455.72139
fra,1966,3423150624.37811
fra,1967,3702274358.20896
fra,1968,3875393231.34328
fra,1969,3930747592.0398
fra,1970,4183748099.50249
fra,1971,4469927624.37811
fra,1972,4864967925.37313
fra,1973,5414647646.76617
fra,1974,6130936434.0796
fra,1975,7154572119.40298
fra,1976,8182449679.10448
fra,1977,9448040199.00498
fra,1978,10907076990.0498
fra,1979,12349314278.607
fra,1980,14299736517.4129
fra,1981,16609584111.9403
fra,1982,18954626664.1791
fra,1983,21132514166.66669
fra,1984,22619102141.791
fra,1985,23909891915.4229
fra,1986,25237052611.9403
fra,1987,26830485422.8856
fra,1988,27541104378.1095
fra,1989,28853985497.5124
fra,1990,29697320522.3881
fra,1991,30852286318.408
fra,1992,30588534129.3532
fra,1993,30886725298.5075
fra,1994,31561225323.38309
fra,1995,30532255796.0199
fra,1996,30397019800.995
fra,1997,30874125671.6418
fra,1998,30249184179.1045
fra,1999,30667491791.0448
fra,2000,30828767014.9254
fra,2001,31236154950.2488
fra,2002,32491077786.06969
fra,2003,34173547960.199
fra,2004,35858538059.70149
fra,2005,35736741666.6667
fra,2006,36502798980.0995
fra,2007,37031997880.82
fra,2008,37796960733.12
fra,2009,40628986578.2
fra,2010,39295607709.34
fra,2011,38932119165.04
fra,2012,39083206412.84
fra,2013,39165369455.62
fra,2014,40049292989.28
fra,2015,41160325178.24
fra,2016,42834561396.3
fra,2017,43846125937.22
fra,2018,43555935731.24
fra,2019,44766227572.1
gab,1967,740000000
gab,1968,740000000
gab,1969,1131000000
gab,1970,1282000000
gab,1971,1514000000
gab,1972,1682000000
gab,1973,2100000000
gab,1974,2526000000
gab,1975,3610000000
gab,1976,4807000000
gab,1977,7107000000
gab,1979,12100000000
gab,1980,14500000000
gab,1981,24000000000
gab,1982,29100000000
gab,1983,33000000000
gab,1984,35100000000
gab,1985,42900000000
gab,1986,47100000000
gab,2000,65000000000
gab,2001,66000000000
gab,2002,66000000000
gab,2003,63000000000
gab,2004,66100000000
gab,2005,62300000000
gab,2006,68100000000
gab,2010,133100000000
gab,2011,125500000000
gab,2012,142000000000
gab,2013,139400000000
gab,2014,102900000000
gab,2015,100768000000
gab,2016,120300000000
gab,2017,157030000000
gab,2018,145170000000
gab,2019,156380000000
gbr,1960,1638500000
gbr,1961,1695500000
gbr,1962,1787750000
gbr,1963,1856000000
gbr,1964,1967500000
gbr,1965,2068250000
gbr,1966,2137500000
gbr,1967,2245250000
gbr,1968,2318000000
gbr,1969,2310250000
gbr,1970,2531000000
gbr,1971,2763000000
gbr,1972,3147250000
gbr,1973,3448500000
gbr,1974,3998000000
gbr,1975,5218250000
gbr,1976,5991750000
gbr,1977,6640500000
gbr,1978,7414500000
gbr,1979,8675750000
gbr,1980,10913750000
gbr,1981,11993500000
gbr,1982,14188500000
gbr,1983,15590000000
gbr,1984,17090750000
gbr,1985,18141750000
gbr,1986,18567250000
gbr,1987,19111500000
gbr,1988,19284750000
gbr,1989,20473500000
gbr,1990,21932250000
gbr,1991,23856750000
gbr,1992,23232500000
gbr,1993,22727000000
gbr,1994,22539000000
gbr,1995,21701750000
gbr,1996,22107250000
gbr,1997,21791500000
gbr,1998,22260750000
gbr,1999,22530250000
gbr,2000,23301000000
gbr,2001,24543500000
gbr,2002,26461750000
gbr,2003,28751250000
gbr,2004,29477500000
gbr,2005,30333250000
gbr,2006,31241250000
gbr,2007,32978000000
gbr,2008,35694750000
gbr,2009,37176500000
gbr,2010,37590000000
gbr,2011,37617250000
gbr,2012,37030500000
gbr,2013,36372250000
gbr,2014,35941750000
gbr,2015,35255250000
gbr,2016,35663750000
gbr,2017,36209500000
gbr,2018,37399500000
gbr,2019,38093250000
geo,1996,85500000
geo,1997,57100000
geo,1998,57100000
geo,1999,52400000
geo,2000,37200000
geo,2001,49400000
geo,2002,74600000
geo,2003,91506400
geo,2004,134970000
geo,2005,388043000
geo,2006,719600000
geo,2007,1556480000
geo,2008,1625200000
geo,2009,1008400000
geo,2010,809500000
geo,2011,790596840.65934
geo,2012,812391071.42857
geo,2013,734999313.18681
geo,2014,733887362.63736
geo,2015,679700000
geo,2016,745977000
geo,2017,780600000
geo,2018,829700000
geo,2019,890500000
gha,1960,1486.5
gha,1961,1960
gha,1962,1995
gha,1963,2220
gha,1964,2377.5
gha,1965,2540
gha,1966,3380
gha,1968,4515
gha,1969,5000
gha,1970,4785
gha,1971,4255
gha,1972,4025
gha,1973,4780
gha,1974,7370
gha,1975,9060
gha,1976,10225
gha,1977,13990
gha,1978,17865
gha,1979,18240
gha,1980,33150
gha,1981,53750
gha,1982,46800
gha,1983,62790
gha,1984,160500
gha,1985,343200
gha,1986,460500
gha,1987,665900
gha,1988,460300
gha,1989,610600
gha,1990,900600
gha,1991,1523000
gha,1992,1820100
gha,1993,2660000
gha,1994,3614700
gha,1995,5882300
gha,1996,7264400
gha,1997,9314800
gha,1998,13281200
gha,1999,15806000
gha,2000,27726900
gha,2001,23174000
gha,2002,29300000
gha,2003,46150000
gha,2004,50690000
gha,2005,58180000
gha,2006,69405300
gha,2007,117914000
gha,2008,120245000
gha,2009,166648000
gha,2010,175272000
gha,2011,354268000
