geo,time,ny_adj_nnat_cd
arg,1993,17126920016.4394
arg,1994,15107270582.369
arg,1995,14589457602.2552
arg,1996,19581501823.316
arg,1997,18011856936.4047
arg,1998,15317342882.4812
arg,1999,4756506097.49032
arg,2000,6737032083.56001
arg,2001,4947925137.32899
arg,2002,7447129886.50247
arg,2003,12592002757.8558
arg,2004,5162580572.67359
arg,2005,7579338237.53865
arg,2006,27727129185.0811
arg,2007,37470990889.49809
arg,2008,41756266817.2704
arg,2009,23016482280.6077
arg,2010,26550459199.9914
arg,2011,33382804851.716
arg,2012,22024057389.905
arg,2013,14068783797.7866
arg,2014,15153781296.216
arg,2015,9875394865.1528
arg,2016,10915437689.7744
arg,2017,12717237453.7352
arg,2018,14536766294.4375
arg,2019,16097491043.6964
arm,1993,-246889797.90478
arm,1994,-160327652.51269
arm,1995,-241314711.54574
arm,1996,-210603568.36595
arm,1997,-194092542.45715
arm,1998,-269774330.98594
arm,1999,-231956434.55986
arm,2000,-321849881.35876
arm,2001,-216451372.43156
arm,2002,-141751202.41528
arm,2003,27269090.0467
arm,2004,184906272.44586
arm,2005,505105307.38025
arm,2006,990435325.51502
arm,2007,1451510165.8209
arm,2008,1872975112.41553
arm,2009,160774676.9202
arm,2010,56454377.56691
arm,2011,-94835250.2145
arm,2012,154932972.08666
arm,2013,232803906.2139
arm,2014,65711605.09672
arm,2015,486113639.61893
arm,2016,411662033.07549
arm,2017,398958007.75029
arm,2018,194550621.4182
arm,2019,-466554617.28409
atg,1993,80100769.59482
atg,1994,60727383.89208
atg,1995,75940415.09462
atg,1996,29492351.11003
atg,1997,51173259.04445
atg,1998,71120636.59969
atg,1999,72103082.73908
atg,2000,80142089.96287
atg,2001,24972190.78894
atg,2002,14005162.525
atg,2003,12798187.50453
atg,2004,27342463.44171
atg,2005,420523.51207
atg,2006,8263672.27246
atg,2007,-34319585.98986
atg,2008,8983459.16532
atg,2009,170972269.53363
atg,2010,42258745.12435
atg,2011,11470741.60988
atg,2012,-29034707.75962
atg,2013,-27654035.05271
atg,2014,196397803.02915
atg,2015,223115034.25378
atg,2016,176066252.06929
atg,2017,108492104.84912
atg,2018,141515927.35597
aus,1989,27237329982.0863
aus,1990,23156255624.6532
aus,1991,12071810499.7438
aus,1992,3850866735.86488
aus,1993,9781077831.62932
aus,1994,16317475309.2276
aus,1995,15019104925.1082
aus,1996,19234113539.4795
aus,1997,23707135074.533
aus,1998,20590177296.4287
aus,1999,16610225828.6493
aus,2000,18520936902.829
aus,2001,15869041709.6784
aus,2002,21124976752.936
aus,2003,22798957845.3752
aus,2004,31850948142.554
aus,2005,31887566897.8144
aus,2006,40376595145.6984
aus,2007,44053709274.62
aus,2008,59218256618.8
aus,2009,68679210853.158
aus,2010,66380964497.18
aus,2011,104205757927.60001
aus,2012,123776309919.06
aus,2013,113371394638.702
aus,2014,86829064085.11598
aus,2015,59639135948.657
aus,2016,36863973738.475
aus,2017,57050205591.008
aus,2018,63470324894.216
aus,2019,68059543501.725
aut,2005,29357912674.9364
aut,2006,34322733045.2565
aut,2007,46232142363.8093
aut,2008,51993399720.9666
aut,2009,29363499266.0192
aut,2010,32602728724.7898
aut,2011,37825495888.464
aut,2012,33438352569.215
aut,2013,32470561094.1876
aut,2014,35318183477.9592
aut,2015,29623421866.084
aut,2016,36750225568.8363
aut,2017,35065164046.3012
aut,2018,40371751282.7175
aut,2019,45321198550.03249
aze,1995,-238915467.39201
aze,1996,-290059060.96142
aze,1997,-10290463.49503
aze,1998,-478198087.48691
aze,1999,-282041887.9931
aze,2000,155929346.78022
aze,2001,423890568.25463
aze,2002,435582398.33838
aze,2003,903756887.7384
aze,2004,1277091281.42723
aze,2005,3808051453.08878
aze,2006,7594752791.94209
aze,2007,12727029331.061
aze,2008,21451023271.2692
aze,2009,14989371895.6407
aze,2010,20500347893.00809
aze,2011,27465599553.4077
aze,2012,27260453065.5029
aze,2013,27936223448.3612
aze,2014,25815022452.83649
aze,2015,11039031257.9389
aze,2016,5856472852.24901
aze,2017,9090413882.34513
aze,2018,11982042079.4244
aze,2019,10872749025.7609
bdi,1985,-61636067.266
bdi,1986,-84525146.29007
bdi,1987,-22016986.42031
bdi,1988,-80152634.66083
bdi,1989,-21287169.67311
bdi,1990,-82155848.78599
bdi,1991,-44073489.50649
bdi,1992,-111504045.64415
bdi,1993,-34691651.96215
bdi,1994,-94481878.75011
bdi,1995,-100236839.42787
bdi,1996,-109856125.71025
bdi,1997,-101085272.89226
bdi,1998,-134007152.33201
bdi,1999,-107526671.80532
bdi,2000,-130697242.86167
bdi,2001,-128695173.83014
bdi,2002,-96189939.43083
bdi,2003,-69977318.78284
bdi,2004,-85042296.69919
bdi,2005,-14355789.24706
bdi,2006,-88036582.95385
bdi,2007,-101626273.5549
bdi,2008,-256013381.36247
bdi,2009,-77418841.79574
bdi,2010,-216955391.79149
bdi,2011,-259809616.29521
bdi,2012,-66216928.78388
bdi,2013,-212518159.27537
bdi,2014,-313702956.60502
bdi,2015,-46179128.53753
bdi,2016,-201116303.8111
bdi,2017,-238756776.82909
bdi,2018,-302276636.06033
bel,2002,24074327595.5492
bel,2003,27737217801.9546
bel,2004,36301873147.1788
bel,2005,37716101333.9919
bel,2006,40593143060.9388
bel,2007,50931991110.0408
bel,2008,44637805281.28
bel,2009,26563524718.0858
bel,2010,29274985746.5664
bel,2011,21643449529.3538
bel,2012,25932312121.7774
bel,2013,24228231390.9138
bel,2014,27876848441.9852
bel,2015,28330317566.81
bel,2016,28782593251.138
bel,2017,32166886929.9582
bel,2018,32740745582.7396
bel,2019,34239431987.46
ben,1974,36041923.57183
ben,1975,35597068.69896
ben,1976,33879014.04412
ben,1977,57797556.05178
ben,1978,37460719.68525
ben,1979,74899578.29003
ben,1980,-29633086.28666
ben,1981,-112057193.39566
ben,1982,73728578.35442
ben,1983,1093403.18621
ben,1984,-1573690.03364
ben,1985,-43919932.88474
ben,1986,-43711985.3868
ben,1987,-56790426.70156
ben,1988,-118988545.37016
ben,1989,-71663567.40206
ben,1990,-15660.427
ben,1991,8910516.5262
ben,1992,-33046805.01673
ben,1993,-76171732.3629
ben,1994,-24879415.29779
ben,1995,-20355372.95334
ben,1996,-70998546.49503
ben,1997,-38985627.27785
ben,1998,-53896183.83005
ben,1999,-182897344.82809
ben,2000,-132495065.05598
ben,2001,-96632935.70859
ben,2002,-60670520.53698
ben,2003,-179916189.58135
ben,2004,-72033379.02651
ben,2005,-120826031.80455
ben,2006,-101111384.70941
ben,2007,42598093.81411
ben,2008,-120240384.51372
ben,2009,-289207221.65983
ben,2010,-302050944.86336
ben,2011,-203309213.65013
ben,2012,94951462.71404
ben,2013,619049992.73344
ben,2014,1019724204.9473
ben,2015,425215004.48794
ben,2016,873393900.90366
ben,2017,868916256.05859
ben,2018,1300488330.50004
ben,2019,1565150074.04613
bfa,2005,-80057372.83809
bfa,2006,-97217006.06605
bfa,2007,176344610.76995
bfa,2008,137782467.00764
bfa,2009,287704357.67882
bfa,2010,782537370.2891
bfa,2011,1177226122.51594
bfa,2012,1319646485.08603
bfa,2013,840471273.65268
bfa,2014,750971484.58905
bfa,2015,525310013.89735
bfa,2016,932199476.12616
bfa,2017,1142539944.89257
bfa,2018,1687082663.99744
bfa,2019,1391528673.90751
bgd,1976,-893513704.33812
bgd,1977,218347286.43753
bgd,1978,-276745816.1079
bgd,1979,-133098371.28811
bgd,1980,87341919.4611
bgd,1981,2704964160.85553
bgd,1982,2948770038.13433
bgd,1983,2715237789.24174
bgd,1984,1639555023.38569
bgd,1985,3099697346.12801
bgd,1986,3324217700.39604
bgd,1987,3656425481.60361
bgd,1988,3847854637.85991
bgd,1989,4216069721.03918
bgd,1990,4829903311.0049
bgd,1991,4600771285.59082
bgd,1992,4497561996.32779
bgd,1993,4361153248.10078
bgd,1994,4940843305.53786
bgd,1995,5454011076.75287
bgd,1996,7133423115.71111
bgd,1997,8055325249.80107
bgd,1998,9049497619.32367
bgd,1999,9716134816.56387
bgd,2000,10756777375.8406
bgd,2001,11162266613.2168
bgd,2002,12655928226.3783
bgd,2003,13573101543.2972
bgd,2004,15681082428.9516
bgd,2005,17292084506.59
bgd,2006,19451195151.7522
bgd,2007,22394346823.38
bgd,2008,26850501982.7012
bgd,2009,31646668664.74509
bgd,2010,35439132345.826
bgd,2011,38683231871.6802
bgd,2012,43538669863.4211
bgd,2013,47615908542
bgd,2014,51169765481.3636
bgd,2015,55786865296.3602
bgd,2016,64032107541.1967
bgd,2017,67253326820.3592
bgd,2018,68547115468.4468
bgd,2019,82201885134.2542
bgr,1980,3205343239.62416
bgr,1981,4474112357.50649
bgr,1982,4126937428.9917
bgr,1983,3328852115.49704
bgr,1984,3801910128.93315
bgr,1985,3106187668.45919
bgr,1986,3714110123.56728
bgr,1987,4680855126.46018
bgr,1988,4267596527.86879
bgr,1989,3240322071.5092
bgr,1990,69350655.22238
bgr,1991,360088305.60428
bgr,1992,-29765690.14951
bgr,1993,-791191570.68864
bgr,1994,-190745631.03663
bgr,1995,3696214511.04101
bgr,1996,408699261.99262
bgr,1997,1726072015.69709
bgr,1998,2277682481.75182
bgr,1999,586134791.70018
bgr,2000,103606416.49957
bgr,2001,422156352.63894
bgr,2002,769445676.93081
bgr,2003,512997497.04321
bgr,2004,779715305.97271
bgr,2005,723555688.93081
bgr,2006,281765159.05973
bgr,2007,-1727627631.41308
bgr,2008,1402809390.29084
bgr,2009,2840944838.73619
bgr,2010,3211018977.94599
bgr,2011,4870858975.47023
bgr,2012,4679229644.07606
bgr,2013,5778481909.46181
bgr,2014,5004539376.28349
bgr,2015,4114057013.83009
bgr,2016,5306937214.4906
bgr,2017,6566439040.80441
bgr,2018,6273111383.18357
bgr,2019,7741807095.1022
bhr,1980,1410898926.81642
bhr,1981,1664775625.79336
bhr,1982,1517107797.62953
bhr,1983,1493866474.76771
bhr,1984,1285829148.23867
bhr,1985,559438793.51902
bhr,1986,246534053.1521
bhr,1987,380523464.76994
bhr,1988,748191014.29481
bhr,1989,499186181.26325
bhr,1990,1121263478.0457
bhr,1991,246057239.60339
bhr,1992,85834469.46909
bhr,1993,85328871.33453
bhr,1994,358971647.1088
bhr,1995,502461022.81532
bhr,1996,544127618.97504
bhr,1997,486843669.64237
bhr,1998,-76948998.7485
bhr,1999,-184518492.96073
bhr,2000,1498354459.42632
bhr,2001,774666907.2007
bhr,2002,1335286649.80915
bhr,2003,1898365872.33988
bhr,2004,2172732154.45527
bhr,2005,4718833424.77193
bhr,2006,6678204480.28253
bhr,2007,9182236996.99128
bhr,2008,9962368233.9374
bhr,2009,5256929853.3744
bhr,2010,6328422530.11617
bhr,2011,6075572727.27021
bhr,2012,9649872780.85905
bhr,2013,9193465914.77334
bhr,2014,8735067619.84033
bhr,2015,5327833298.0584
bhr,2016,5966453730.24112
bhr,2017,7854057796.3749
bhr,2018,8800258230.11006
bhs,1977,67096163.02447
bhs,1978,35581497.04568
bhs,1979,52916762.67954
bhs,1980,150584500.26112
bhs,1981,106738836.50879
bhs,1982,219230045.54715
bhs,1983,271245302.57364
bhs,1984,171916768.10904
bhs,1985,276581066.14186
bhs,1986,277569487.67059
bhs,1987,328584218.59011
bhs,1989,444518774.67282
bhs,1990,421144159.62399
bhs,1991,288597940.23259
bhs,1992,435585819.76931
bhs,1993,350149113.33128
bhs,1994,325376205.59677
bhs,1995,880917835.456
bhs,1996,1243076330.47836
bhs,1997,1474473153.81148
bhs,1998,1506220416.57655
bhs,1999,2129442155.21678
bhs,2000,2106967572.53859
bhs,2001,1851552157.74615
bhs,2002,2277371158.81526
bhs,2003,2176298454.36822
bhs,2004,2332005972.66503
bhs,2005,2284740762.67999
bhs,2006,1991884816.38668
bhs,2007,2233172339.19871
bhs,2008,2069145815.55288
bhs,2009,1818451772.94886
bhs,2010,1653132351.34353
bhs,2011,1389153917.69863
bhs,2012,1683042396.65561
bhs,2013,1732400787.86319
bhs,2014,1404115114.84646
bhs,2015,1476779558.52988
bhs,2016,2035805987.6888
bhs,2017,1536470133.38362
bhs,2018,1435487143.2037
bhs,2019,3066428262.22628
bih,2004,38154593.07858
bih,2005,-472363676.62043
bih,2006,-225419844.53996
bih,2007,-25997830.12887
bih,2008,-202755716.19793
bih,2009,-764947387.27862
bih,2010,-1078113075.5515
bih,2011,-1538331672.30887
bih,2012,-1986059736.96901
bih,2013,-1724643793.36358
bih,2014,-1793843534.15292
bih,2015,-1283017007.28229
bih,2016,-927024204.13906
bih,2017,-388628089.08346
bih,2018,-29913902.32783
bih,2019,106984113.92629
blr,1993,1614242358.10396
blr,1994,611235792.72831
blr,1995,566517211.14009
blr,1996,485737660.25018
blr,1997,777596996.41223
blr,1998,800850033.79851
blr,1999,618207608.8525
blr,2000,1089984528.88863
blr,2001,745725160.10758
blr,2002,696610191.62372
blr,2003,1239672545.65529
blr,2004,2479576121.8549
blr,2005,3501794150.91936
blr,2006,4938461674.1292
blr,2007,5790724716.85876
blr,2008,8640697947.53223
blr,2009,5186494836.50943
blr,2010,5691476557.02941
blr,2011,8702446406.15707
blr,2012,8983716555.62532
blr,2013,8121987306.09265
blr,2014,7917251183.86092
blr,2015,6490290508.0287
blr,2016,4539533161.81544
blr,2017,5882669770.2081
blr,2018,7073399874.04103
blr,2019,6417698661.51724
blz,1984,84750835.25474
blz,1985,78163612.41081
blz,1986,97387505.57987
blz,1987,122817696.31631
blz,1988,131324785.83672
blz,1989,152978882.54017
blz,1990,185406477.37647
blz,1991,182610720.10419
blz,1992,62231410.11352
blz,1993,71726423.85764
blz,1994,53513881.72476
blz,1995,64694749.73576
blz,1996,47161382.42953
blz,1997,43359011.12583
blz,1998,30262259.88188
blz,1999,23766932.37568
blz,2000,-7901606.71149
blz,2001,-82117135.97156
blz,2002,-101054207.97858
blz,2003,-123116637.1444
blz,2004,-117441488.10684
blz,2005,-88183651.80794
blz,2006,118452.81375
blz,2007,-35558212.80005
blz,2008,-19537895.58816
blz,2009,-55821367.93997
blz,2010,-82145946.52112
blz,2011,-54027639.25772
blz,2012,-63744643.83486
blz,2013,-83748250.01973
blz,2014,-73713925.57785
blz,2015,-32552933.42226
blz,2016,-98656147.73787
blz,2017,-87202337.81694
blz,2018,-140353288.82849
blz,2019,-126934279.02214
bmu,2010,2195746139.50918
bmu,2011,1969649755.57416
bmu,2012,2170684424.54786
bmu,2013,2247761797.29431
bmu,2014,2203523879.27392
bmu,2015,2293485480.33094
bmu,2016,2348500143.96249
bmu,2017,2519600514.2753
bmu,2018,2560515463.10124
bmu,2019,2592666106.31438
bol,1976,278317696.61405
bol,1977,251859204.58925
bol,1978,272659669.70145
bol,1979,289107537.848
bol,1980,263794437.98055
bol,1981,121261422.6675
bol,1982,10944482.66679
bol,1983,238230100.16822
bol,1984,292614329.69143
bol,1985,198821705.96957
bol,1986,-105894006.28242
bol,1987,-56826683.95275
bol,1988,-22578337.80155
bol,1989,86144357.52021
bol,1990,161119491.81113
bol,1991,155192762.68798
bol,1992,136017020.2984
bol,1993,95242342.99539
bol,1994,257061182.29201
bol,1995,394244867.70631
bol,1996,527297475.32665
bol,1997,558910407.39316
bol,1998,548516910.68924
bol,1999,261252648.28698
bol,2000,231530574.56922
bol,2001,229021343.51397
bol,2002,308968900.63341
bol,2003,455341227.00143
bol,2004,686820938.68557
bol,2005,1014350985.24949
bol,2006,1988825338.83958
bol,2007,2582805058.87748
bol,2008,3488893021.53111
bol,2009,2502670620.76906
bol,2010,3243174645.23138
bol,2011,4355586519.21201
bol,2012,4735922240.6739
bol,2013,4906678702.97432
bol,2014,4136038190.91328
bol,2015,1718907981.48573
bol,2016,1903125215.21939
bol,2017,2368936656.91566
bol,2018,2236922735.4501
bol,2019,1277085787.77349
bra,1975,16734136063.2192
bra,1976,16982531151.0222
bra,1977,20967949966.3518
bra,1978,22966247514.6537
bra,1979,22101573202.3771
bra,1980,20782643985.3475
bra,1981,25875656794.336
bra,1982,17758839351.865
bra,1983,9675913879.49164
bra,1984,15054356442.4612
bra,1985,21602199060.6644
bra,1986,19827200896.4255
bra,1987,37288107097.4497
bra,1988,48917453095.5076
bra,1989,115657394975.61501
bra,1990,48596995695.72849
bra,1991,63142858727.6195
bra,1992,50729910447.4588
bra,1993,55278823388.55849
bra,1994,64076861364.7078
bra,1995,52701998512.8853
bra,1996,46690584880.7465
bra,1997,42875806700.5038
bra,1998,37329650413.6671
bra,1999,20417391251.0745
bra,2000,41189189950.1448
bra,2001,33211260019.4443
bra,2002,39843292829.04
bra,2003,48722736937.5828
bra,2004,69561582179.69009
bra,2005,89735355780.10629
bra,2006,116283737307.899
bra,2007,156638371911.88901
bra,2008,186420653214.26401
bra,2009,137382981672.44
bra,2010,202510181954.319
bra,2011,263655392645.966
bra,2012,229225894816.95999
bra,2013,243111721456.90497
bra,2014,193113775606.992
bra,2015,114218750722.967
bra,2016,97059811629.4158
bra,2017,115923824017.459
bra,2018,83530824661.14391
bra,2019,79187745907.00638
brb,1986,290274312.70446
brb,1987,286986021.76765
brb,1988,392223972.04917
brb,1989,438401774.23043
brb,1990,119019559.15909
brb,1991,91335457.55439
brb,1992,112530369.88364
brb,1993,91088842.9146
brb,1994,136032778.06857
brb,1995,-15395316.30395
brb,1996,20199687.00456
brb,1997,-4945651.19064
brb,1998,75073731.2621
brb,1999,43937160.68183
brb,2000,33021105.14874
brb,2001,-30205776.25054
brb,2002,297373.78548
brb,2003,68736224.03622
brb,2004,-75554662.76645
brb,2005,-223651205.78717
brb,2006,4116381.37294
brb,2007,30345920.80782
brb,2008,-288966360.10703
brb,2009,-67670364.21812
brb,2010,-298377500.74874
brb,2011,-544935193.64718
brb,2012,-310794267.39324
brb,2013,-362276524.67551
brb,2014,-327968188.36655
brb,2015,-223879194.83387
brb,2016,-238016545.10371
brn,2001,1856311050.24373
brn,2002,2121454870.17237
brn,2003,2483318752.02316
brn,2004,3006781780.94341
brn,2005,4516961765.51805
brn,2006,5861279556.13535
brn,2007,5725747715.30343
brn,2008,7866839385.83838
brn,2009,4331151039.44759
brn,2010,7100767069.23812
brn,2011,10246302144.9204
brn,2012,10335801928.1337
brn,2013,9327981096.18594
brn,2014,8741341628.07335
brn,2015,6271486803.07966
brn,2016,5503227835.22084
brn,2017,5704715574.83269
brn,2018,6080644355.18628
brn,2019,6082542237.22666
btn,2006,385750812.55717
btn,2007,220201331.8735
btn,2008,323733423.43565
btn,2009,279510465.5037
btn,2010,411085093.72757
btn,2011,581515131.462
btn,2012,731093141.88497
btn,2013,300649255.72309
btn,2014,379482945.22713
btn,2015,218425550.9499
btn,2016,452518030.40074
btn,2017,487140265.4487
btn,2018,336990286.52221
btn,2019,292879450.28121
bwa,1975,17075475.76313
bwa,1976,26206278.67884
bwa,1977,38654455.87788
bwa,1978,60362576.28617
bwa,1979,146352758.4168
bwa,1980,165800172.56205
bwa,1981,184792746.30945
bwa,1982,155550231.6357
bwa,1983,201972871.77696
bwa,1984,181227036.57488
bwa,1985,245652761.60159
bwa,1986,355162710.04065
bwa,1987,546839960.60205
bwa,1988,1034029369.99822
bwa,1989,1144776266.78815
bwa,1990,1147558964.81105
bwa,1991,1281544314.58914
bwa,1992,1172015675.96801
bwa,1993,1251769953.86253
bwa,1994,677879272.13787
bwa,1995,706147315.38148
bwa,1996,1130067523.90366
bwa,1997,1252465368.43397
bwa,1998,1362663753.44075
bwa,1999,1569052373.76038
bwa,2000,1651616005.39972
bwa,2001,1823207402.53623
bwa,2002,1091349890.79571
bwa,2003,1183061551.2566
bwa,2004,1309476456.86655
bwa,2005,2227372090.61233
bwa,2006,2665610767.39462
bwa,2007,2991620214.3803
bwa,2008,2078261180.72595
bwa,2009,1188830160.60154
bwa,2010,1773160202.85316
bwa,2011,3333657268.09745
bwa,2012,2703367478.92507
bwa,2013,2266132546.35062
bwa,2014,3191073640.93061
bwa,2015,2112233135.58476
bwa,2016,1875477212.07933
bwa,2017,2177840039.12243
bwa,2018,1976985829.3144
bwa,2019,1535209937.46228
caf,1977,-47176848.5418
caf,1978,-58039652.80155
caf,1979,-60623822.92523
caf,1980,-122707261.94702
caf,1981,-40187316.25234
caf,1982,-93150787.89222
caf,1983,-41539874.81988
caf,1984,-35261108.5586
caf,1985,1800002.0135
caf,1986,-35747876.98591
caf,1987,-55561557.47189
caf,1988,-21812176.85904
caf,1989,6826365.33346
caf,1990,-7613868.22873
caf,1991,-28167174.70261
caf,1992,-27329915.19784
caf,1993,8082825.23857
caf,1994,47587825.59351
can,1970,6171990497.55395
can,1971,7068823232.12423
can,1972,8533476962.68969
can,1973,12803600449.376
can,1974,16796614086.2542
can,1975,12623175676.2935
can,1976,16757310425.2988
can,1977,14288899662.509
can,1978,13786647999.8484
can,1979,19198066074.0768
can,1980,20645560241.8433
can,1981,24876670369.5135
can,1982,14020243587.1988
can,1983,17084905326.7632
can,1984,22021650620.1908
can,1985,21857133203.8243
can,1986,16733908936.8557
can,1987,20583155030.0336
can,1988,28998635579.9621
can,1989,28105312539.74269
can,1990,15437835342.5269
can,1991,2035494283.91031
can,1992,-6790449510.04111
can,1993,-293845669.44591
can,1994,11947882389.5889
can,1995,23718704273.9421
can,1996,26967865290.277
can,1997,32623733177.7896
can,1998,25953518812.437
can,1999,39211669272.6678
can,2000,66290022740.8
can,2001,54362459696
can,2002,48734727465.2
can,2003,64125461709.2
can,2004,95232284440
can,2005,118708344223
can,2006,131329216868
can,2007,140477803192
can,2008,136494606395
can,2009,20667694433
can,2010,52290769645
can,2011,91356127539
can,2012,87966470284
can,2013,98458316030
can,2014,107820849020
can,2015,36229747644
can,2016,25898618661
can,2017,55417082000.0001
can,2018,52802485528
can,2019,57856497356
che,1977,9816078469.39622
che,1978,14271693431.5349
che,1979,16215864535.5531
che,1980,17455071950.8521
che,1981,17137381098.4538
che,1982,15788481634.6692
che,1983,14610994276.8403
che,1984,16601608224.4375
che,1985,16662763861.9963
che,1986,22472616242.06409
che,1987,26140537230.3672
che,1988,30917727387.1537
che,1989,27939545835.8781
che,1990,34215593334.2019
che,1991,29031481998.5233
che,1992,23805784393.9369
che,1993,26089252501.22729
che,1994,29548536452.703
che,1995,37718445192.6208
che,1996,35391405457.3584
che,1997,36292317585.65849
che,1998,39785968061.4593
che,1999,38029104443.581
che,2000,41898589699.9975
che,2001,31631359870.5072
che,2002,26690780772.572
che,2003,44237441021.8095
che,2004,52000252947.8868
che,2005,63014721375.4136
che,2006,77832739840.49561
che,2007,65199810472.7679
che,2008,32828102114.70309
che,2009,58765362932.6882
che,2010,95408480226.73241
che,2011,87590813782.65601
che,2012,91895862788.05521
che,2013,87980719128.99678
che,2014,74531863489.5408
che,2015,89397283020.8728
che,2016,76798583821.91908
che,2017,58774251780.775
che,2018,84606904165.78191
che,2019,93435843644.7618
chl,1975,-479396141.08737
chl,1976,206223421.32872
chl,1977,-26965705.64947
chl,1978,227995883.64532
chl,1979,701749235.72642
chl,1980,1525717056.61416
chl,1981,-214753428.49227
chl,1982,-2039980214.44066
chl,1983,-1032402773.06158
chl,1984,-790733499.08962
chl,1985,-1246704452.79723
chl,1986,-686095530.25723
chl,1987,698473986.30387
chl,1988,2290252639.93079
chl,1989,2820769771.30393
chl,1990,3069379057.43021
chl,1991,3276071926.96272
chl,1992,3854166883.14217
chl,1993,3898586250.77513
chl,1994,4728687594.54905
chl,1995,8455286612.86644
chl,1996,8284057233.5129
chl,1997,8979405423.30859
chl,1998,7561397164.06238
chl,1999,5691574304.93204
chl,2000,6314327384.86047
chl,2001,5824476434.44385
chl,2002,5919383392.27155
chl,2003,5866652492.29032
chl,2004,9462997025.57885
chl,2005,12699458246.8019
chl,2006,19156191011.1369
chl,2007,21175343182.8983
chl,2008,17517567304.6303
chl,2009,17092925127.5721
chl,2010,25233829579.46149
chl,2011,25455093316.6087
chl,2012,25317224193.5484
chl,2013,21836618181.8182
chl,2014,22332285025.2212
chl,2015,21109382474.3568
chl,2016,12521611196.7346
chl,2017,10280104616.3352
chl,2018,7760083334.92569
chl,2019,7084147405.17044
chn,1982,47039329894.7803
chn,1983,51696680908.0189
chn,1984,64156821871.5517
chn,1985,80336174193.5484
chn,1986,75942200000
chn,1987,74568177500
chn,1988,90538103355.70467
chn,1989,92047998816.5681
chn,1990,97104238709.67741
chn,1991,109442369585.25301
chn,1992,133217698127.341
chn,1993,138826805491.32901
chn,1994,173198703899.65302
chn,1995,211068475480.07999
chn,1996,238893393575.078
chn,1997,270234578244.68301
chn,1998,268490296170.724
chn,1999,268950259236.38901
chn,2000,290515889499.19098
chn,2001,346320182268.09003
chn,2002,407040947269.46997
chn,2003,514815746066.10303
chn,2004,671796961697.40002
chn,2005,788746969374.51697
chn,2006,997860791895.69299
chn,2007,1345065083465.12988
chn,2008,1779857867957.04004
chn,2009,1864235267909.09009
chn,2010,2240616485446.08984
chn,2011,2481395701973.3501
chn,2012,2702985994282.83008
chn,2013,2855189626841.10938
chn,2014,3113384080757.85986
chn,2015,3041464396536.12939
chn,2016,3059880394737.3501
chn,2017,3521895780852.06006
chn,2018,3854780540835.24951
chn,2019,3845478528178.77979
civ,2005,1188774718.90232
civ,2006,1289051775.73868
civ,2007,1312964377.42062
civ,2008,2682877048.92711
