global,time,dt_nfl_ilog_cd
world,2012,236881774.90234
world,2013,296714294.43359
world,2014,221797576.9043
world,2015,284021789.55078
world,2016,238202011.1084
world,2017,266920440.67383
world,2018,224762954.71191
world,2019,278489654.54102
