geo,time,se_prm_uner_ma_zs
gmb,1975,68.45364
gmb,1976,66.37867
gmb,1977,60.42893
gmb,1978,56.96473
gmb,1979,51.56539
gmb,1980,45.94741
gmb,1981,35.84158
gmb,1982,31.27503
gmb,1983,27.9197
gmb,1984,27.66865
gmb,1985,24.58385
gmb,1986,25.61811
gmb,1992,44.27335
gmb,1993,41.08205
gmb,1996,35.41214
gmb,1998,36.62025
gmb,1999,27.80058
gmb,2000,32.51638
gmb,2001,33.84615
gmb,2002,36.02336
gmb,2003,34.61865
gmb,2004,35.31709
gmb,2005,37.81527
gmb,2006,33.09266
gmb,2007,31.19447
gmb,2008,35.78279
gmb,2010,33.40458
gmb,2011,34.43753
gmb,2012,32.0321
gmb,2013,32.243
gmb,2014,33.06186
gmb,2015,27.32345
gmb,2016,25.94053
gmb,2017,23.61906
gmb,2018,22.01075
gmb,2019,19.37037
gmb,2020,18.18742
gmb,2021,19.05032
gnb,1981,40.40191
gnb,1982,27.04973
gnb,1984,32.5565
gnb,1985,33.96691
gnb,1987,47.10223
gnb,1988,48.91889
gnb,2000,42.10804
gnb,2010,25.47248
gnq,1994,35.26968
gnq,2000,27.85585
gnq,2001,23.31074
gnq,2002,25.13763
gnq,2003,29.23065
gnq,2008,52.56062
gnq,2009,54.04635
gnq,2010,55.06814
gnq,2011,54.24821
gnq,2012,52.89824
gnq,2015,55.7771
grc,1971,8.07192
grc,1972,7.78562
grc,1973,6.84598
grc,1974,5.38896
grc,1975,5.21551
grc,1976,5.25139
grc,1977,5.88714
grc,1978,6.55478
grc,1979,7.30204
grc,1980,8.6136
grc,1981,7.3378
grc,1982,6.9452
grc,1983,6.14832
grc,1984,6.18632
grc,1985,6.26784
grc,1986,7.15524
grc,1987,9.18933
grc,1988,8.46122
grc,1989,8.91228
grc,1990,8.97042
grc,1991,9.27889
grc,1992,11.20094
grc,1993,12.708
grc,1994,12.98362
grc,1995,12.27392
grc,1996,11.91645
grc,1997,10.61982
grc,1998,3.26658
grc,1999,2.376
grc,2000,1.03518
grc,2001,2.46557
grc,2002,2.10429
grc,2003,2.20105
grc,2004,2.02925
grc,2005,3.15617
grc,2006,3.22852
grc,2007,3.48025
grc,2010,1.92598
grc,2011,1.85981
grc,2012,1.50772
grc,2013,1.34259
grc,2014,2.46224
grc,2015,1.80709
grc,2016,1.33805
grc,2017,1.30273
grc,2018,1.61555
grc,2019,1.15124
grd,1972,16.5681
grd,1977,2.32696
grd,1980,2.34674
grd,1981,8.35193
grd,1982,11.5719
grd,1983,11.679
grd,1984,9.54347
grd,2005,4.30168
grd,2016,3.80146
gtm,1970,50.47813
gtm,1971,49.11597
gtm,1972,48.4077
gtm,1974,47.38899
gtm,1975,46.29753
gtm,1978,44.11145
gtm,1981,38.64757
gtm,1982,42.32652
gtm,1983,38.29161
gtm,1997,25.46634
gtm,1999,13.36246
gtm,2000,11.63469
gtm,2001,13.02429
gtm,2002,10.43364
gtm,2004,6.5379
gtm,2005,5.41791
gtm,2006,4.16521
gtm,2007,3.58399
gtm,2008,3.91558
gtm,2011,4.86248
gtm,2012,7.79598
gtm,2013,10.09731
gtm,2014,11.98317
gtm,2015,12.24312
gtm,2016,12.89385
gtm,2017,11.90982
gtm,2018,10.92006
gtm,2019,10.97158
gtm,2020,11.06562
guy,1971,13.49933
guy,1972,12.21502
guy,1974,10.30057
guy,1976,13.78504
guy,1977,8.64625
guy,1979,11.94739
guy,1982,11.57982
guy,1991,7.5037
guy,1992,9.55142
guy,1993,11.39589
guy,1995,9.41757
guy,1996,10.96277
guy,2003,6.60443
guy,2008,1.57748
guy,2009,6.79261
guy,2010,2.34637
guy,2011,3.61113
guy,2012,4.90664
hkg,1971,10.6304
hkg,1972,9.54177
hkg,1973,9.65872
hkg,1974,8.0386
hkg,1975,6.53582
hkg,1976,6.15204
hkg,1977,5.06068
hkg,1978,5.57831
hkg,1979,5.28782
hkg,1980,0.85669
hkg,1981,0.99341
hkg,1982,2.28187
hkg,1983,2.78159
hkg,1984,3.37758
hkg,1985,4.48455
hkg,1995,7.13971
hkg,1996,6.53036
hnd,1979,24.96134
hnd,1980,24.44824
hnd,1982,14.02012
hnd,1983,13.11009
hnd,1984,12.37735
hnd,1986,13.66397
hnd,1991,14.2491
hnd,1993,12.95458
hnd,2000,14.82541
hnd,2003,10.05906
hnd,2004,10.19508
hnd,2005,14.7738
hnd,2006,11.12521
hnd,2007,16.26333
hnd,2008,13.32427
hnd,2009,14.45264
hnd,2010,13.47759
hnd,2011,12.98052
hnd,2012,16.28459
hnd,2013,19.28278
hnd,2014,19.77198
hnd,2015,20.91794
hnd,2016,19.65963
hnd,2017,18.26319
hnd,2018,16.49416
hnd,2019,11.04574
hnd,2020,16.93193
hrv,1998,15.76383
hrv,1999,7.23477
hrv,2000,5.89118
hrv,2001,2.15447
hrv,2008,3.78909
hrv,2009,8.60733
hrv,2010,6.00451
hrv,2011,3.89068
hti,1981,61.91766
hti,1982,55.38008
hti,1983,51.6245
hti,1984,54.94857
hti,1985,49.10745
hti,1986,47.56894
hti,1987,57.54339
hti,1997,41.15973
hun,1996,20.51543
hun,1997,12.28563
hun,1998,1.37485
hun,1999,1.00386
hun,2000,3.21881
hun,2001,2.47647
hun,2002,1.97671
hun,2003,2.92015
hun,2004,3.1548
hun,2005,2.22206
hun,2006,1.83428
hun,2007,2.65911
hun,2008,1.82385
hun,2009,1.58192
hun,2010,1.88152
hun,2011,2.66468
hun,2012,3.23654
hun,2013,3.25487
hun,2014,3.07691
hun,2015,2.86291
hun,2016,2.1628
hun,2017,2.41521
hun,2018,4.35119
hun,2019,5.26811
idn,1971,25.01023
idn,1972,23.86576
idn,1974,22.00076
idn,1975,21.98941
idn,1976,19.37157
idn,1978,10.07154
idn,1981,5.35357
idn,1987,0.49892
idn,1989,0.50827
idn,1990,2.28691
idn,1991,3.25667
idn,1992,3.94736
idn,1993,5.25542
idn,1994,4.52633
idn,1995,4.54939
idn,1996,6.25905
idn,1997,6.28959
idn,2001,3.15256
idn,2002,4.12332
idn,2003,4.28798
idn,2004,5.00591
idn,2005,5.42419
idn,2006,4.06252
idn,2007,1.34045
idn,2008,3.04807
idn,2009,2.1501
idn,2010,3.04854
idn,2011,4.99222
idn,2012,4.47503
idn,2013,6.66505
idn,2014,6.28072
idn,2016,4.23857
idn,2017,3.00787
idn,2018,3.39134
ind,1971,26.79967
ind,1990,12.29002
ind,2000,10.04403
ind,2001,10.78535
ind,2002,11.45781
ind,2003,10.84795
ind,2007,3.01897
ind,2008,4.1843
ind,2009,5.95272
ind,2010,5.09175
ind,2011,5.80354
ind,2012,3.8399
ind,2013,3.00316
ind,2020,6.42847
irl,1971,2.8385
irl,1972,3.41638
irl,1973,3.26221
irl,1974,4.43783
irl,1975,4.82167
irl,1976,4.46292
irl,1977,4.28422
irl,1978,4.57812
irl,1979,5.47114
irl,1980,6.82236
irl,1981,8.7339
irl,1982,10.54462
irl,1983,12.10341
irl,1986,13.76197
irl,1987,13.10203
irl,1988,12.21336
irl,1989,11.90535
irl,1990,11.61677
irl,1991,11.91967
irl,1992,12.6627
irl,1993,12.99797
irl,1994,12.97626
irl,1995,12.71127
irl,1996,11.897
irl,1999,0.0994
irl,2001,0.34889
irn,1984,8.56438
irn,1985,9.61449
irn,1986,9.65773
irn,1987,9.79392
irn,1988,10.14466
irn,1989,10.73943
irn,1990,4.21781
irn,1992,1.5005
irn,1997,6.36962
irn,1999,12.77839
irn,2000,12.27765
irn,2002,0.48611
irn,2003,1.87592
irn,2004,0.21942
irn,2005,3.06943
irn,2006,2.55771
irn,2007,4.40134
irn,2009,1.78589
irn,2010,3.07761
irn,2011,2.90738
irn,2012,1.57185
irq,1971,21.72579
irq,1972,18.16003
irq,1973,15.16955
irq,1974,12.80814
irq,1975,16.17109
irq,1976,7.14554
irq,1977,8.49153
irq,1978,8.80619
irq,1979,1.76692
irq,1980,1.33614
irq,1981,3.56393
irq,1983,7.99516
irq,1985,7.52636
irq,1986,6.90085
irq,1987,4.83896
irq,1988,4.59469
irq,1989,4.19697
irq,1993,17.1968
irq,1996,19.40695
irq,1999,3.64902
irq,2000,4.96254
irq,2004,1.13125
irq,2007,1.63798
isl,1994,2.65266
isl,1996,2.43759
isl,1997,1.88445
isl,1998,0.17652
isl,2003,0.79545
isl,2004,2.28509
isl,2005,2.07448
isl,2006,2.25724
isl,2007,2.1882
isl,2008,1.1225
isl,2010,0.97036
isl,2011,1.38237
isl,2012,1.95601
isl,2013,1.58098
isl,2014,1.33041
isl,2015,1.2836
isl,2016,0.37367
ita,1976,2.36781
ita,1979,0.53466
ita,1985,1.16254
ita,1996,1.41378
ita,1997,0.81417
ita,2013,0.00201
ita,2014,0.71731
ita,2015,1.42254
ita,2016,1.95196
ita,2017,2.36495
ita,2018,2.98668
ita,2019,3.35267
jam,1975,5.94677
jam,1976,8.64001
jam,1977,8.40688
jam,1979,5.08446
jam,1980,5.39052
jam,1981,4.81745
jam,1983,4.05017
jam,1984,5.2355
jam,1985,5.82036
jam,1986,5.55395
jam,1987,1.97862
jam,1988,5.7404
jam,1989,2.57928
jam,1990,2.91428
jam,1991,4.58474
jam,1993,6.4045
jam,1999,8.76143
jam,2000,7.24672
jam,2001,7.25933
jam,2002,8.42421
jam,2003,9.76159
jam,2004,7.53242
jam,2005,9.27302
jam,2013,21.23212
jam,2014,21.86424
jam,2015,23.10216
jam,2016,22.87642
jam,2017,24.51398
jam,2018,26.52891
jam,2019,37.44215
jor,1972,7.42831
jor,1973,2.02973
jor,1978,0.25233
jor,1979,1.34449
jor,1980,8.05012
jor,1981,10.88823
jor,1982,10.98117
jor,1983,14.30561
jor,1984,14.5648
jor,1985,14.83211
jor,1999,10.2401
jor,2000,9.50403
jor,2002,7.55666
jor,2003,6.4912
jor,2004,6.54451
jor,2005,7.15895
jor,2006,9.11921
jor,2007,11.49265
jor,2008,13.78203
jor,2010,18.56052
jor,2011,20.81587
jor,2012,23.47289
jor,2013,24.29811
jor,2016,22.63783
jor,2017,19.25476
jor,2018,18.34358
jor,2019,18.02879
jor,2020,19.60525
jpn,1971,0.97595
jpn,1972,1.43818
jpn,1973,1.95055
jpn,1974,3.49794
jpn,1975,2.37397
jpn,1976,1.32228
jpn,1977,0.81763
jpn,1978,1.19366
jpn,1979,0.92652
jpn,1981,0.41283
jpn,1982,1.43369
jpn,1983,1.8055
jpn,1984,1.62343
jpn,1985,0.73508
jpn,1991,0.91052
jpn,1992,1.29937
jpn,1994,0.71453
jpn,1998,2.16527
jpn,1999,2.40008
jpn,2016,1.94744
jpn,2017,2.46505
jpn,2018,2.52344
kaz,2000,6.07162
kaz,2002,0.31621
kaz,2006,1.09415
kaz,2007,1.18604
kaz,2020,9.90636
ken,1999,38.77798
ken,2000,36.56051
ken,2001,28.22669
ken,2002,27.29189
ken,2003,16.14139
ken,2004,18.06305
ken,2005,17.96009
ken,2006,19.08293
ken,2007,8.92124
ken,2008,13.35402
ken,2009,10.54336
ken,2012,20.53408
kgz,1996,6.02422
kgz,1999,5.24403
kgz,2000,6.33179
kgz,2001,5.08788
kgz,2002,5.2394
kgz,2003,5.47907
kgz,2004,1.25504
kgz,2005,3.74083
kgz,2006,2.28281
kgz,2007,3.40562
kgz,2008,3.94012
kgz,2009,4.79305
kgz,2010,3.86108
kgz,2011,4.1478
kgz,2012,1.2544
khm,1997,10.22192
khm,1998,8.71579
khm,1999,7.86605
khm,2000,1.65717
khm,2006,4.03223
khm,2007,2.27641
khm,2008,3.36554
khm,2010,5.46392
khm,2014,3.61752
khm,2015,5.7017
khm,2016,6.99978
khm,2017,8.98572
khm,2018,9.2564
khm,2019,9.33594
khm,2020,10.63052
kir,1985,1.23203
kir,1986,3.63669
kir,1987,5.93089
kir,1989,1.51101
kna,1985,9.51064
kna,1986,10.1421
kna,2008,0.71531
kor,1971,2.37455
kor,1972,1.11984
kor,1973,1.93781
kor,1974,2.44016
kor,1975,2.46165
kor,1976,1.71971
kor,1977,2.80068
kor,1978,2.62256
kor,1979,1.11796
kor,1984,1.05
kor,1985,1.69108
kor,1986,1.9823
kor,1987,0.74148
kor,2000,1.36814
kor,2001,2.02894
kor,2002,2.1769
kor,2003,1.23648
kor,2004,1.24369
kor,2009,0.40634
kor,2012,2.30014
kor,2013,4.69955
kor,2014,4.17417
kor,2015,1.48011
kor,2016,2.72778
kor,2017,2.37779
kor,2018,0.90376
kwt,1971,32.83906
kwt,1972,32.61657
kwt,1973,28.84116
kwt,1974,26.00898
kwt,1975,24.26708
kwt,1976,23.722
kwt,1977,19.45814
kwt,1978,7.2784
kwt,1979,9.07619
kwt,1980,13.96179
kwt,1981,13.78517
kwt,1982,13.30892
kwt,1983,11.4945
kwt,1984,10.14558
kwt,1985,6.74806
kwt,1986,6.67497
kwt,1987,12.54831
kwt,1988,14.62167
kwt,1992,52.61113
kwt,1994,31.78175
kwt,1996,6.83874
kwt,1997,6.17366
kwt,1999,2.0566
kwt,2000,9.52433
kwt,2001,13.47586
kwt,2002,11.10151
kwt,2005,9.29095
kwt,2016,4.37744
lao,1992,38.01436
lao,1993,32.76981
lao,1994,28.80721
lao,1996,27.69747
lao,1997,25.34803
lao,1998,21.95426
lao,1999,21.60268
lao,2000,20.65685
lao,2001,21.23037
lao,2002,19.93581
lao,2003,17.29516
lao,2004,17.12657
lao,2005,16.04119
lao,2006,14.41674
lao,2007,11.96393
lao,2008,9.8241
lao,2009,8.03377
lao,2010,3.40931
lao,2011,4.19442
lao,2012,4.20277
lao,2013,2.44446
lao,2014,2.33365
lao,2015,4.25534
lao,2016,4.95046
lao,2017,6.76827
lao,2018,7.72139
lao,2019,7.59711
lao,2020,7.51424
lbr,1999,45.96567
lbr,2008,54.82275
lbr,2014,6.00302
lbr,2017,21.63903
lby,1971,7.21083
lby,1972,1.45246
lby,1978,3.77678
lby,1981,0.68036
lca,1981,12.35893
lca,1982,9.25423
lca,1990,1.31019
lca,2000,6.46587
lca,2001,5.45991
lca,2004,3.3081
lca,2005,4.78548
lca,2006,2.89172
lca,2007,3.61116
lca,2015,5.28509
lca,2016,0.68636
lca,2017,2.25904
lca,2018,2.60304
lca,2020,5.83989
lie,2014,2.8481
lka,2003,0.47708
lka,2005,2.79614
lka,2006,3.08912
lka,2007,3.39235
lka,2008,4.17375
lka,2009,6.17997
lka,2010,4.34621
lka,2011,4.04776
lka,2012,3.79535
lka,2013,2.52732
lka,2014,1.69921
lso,1970,53.64452
lso,1972,55.99298
lso,1973,55.04452
lso,1974,48.36238
lso,1976,47.84063
lso,1977,47.44688
lso,1978,52.5279
lso,1979,51.87787
lso,1980,51.01216
lso,1981,50.1352
lso,1982,46.17375
lso,1983,46.31762
lso,1984,45.39741
lso,1985,43.05374
lso,1986,42.72466
lso,1987,41.42545
lso,1988,40.25012
lso,1989,40.82044
lso,1990,41.8861
lso,1991,40.51165
lso,1992,40.09932
lso,1993,42.02951
lso,1994,40.62578
lso,1995,40.69165
lso,1996,40.85947
lso,1998,46.53598
lso,1999,48.68306
lso,2000,28.07508
lso,2001,26.2161
lso,2002,23.29438
lso,2003,20.55557
lso,2004,19.94037
lso,2005,18.00052
lso,2006,15.4645
lso,2007,16.4991
lso,2008,14.91569
lso,2009,14.49613
lso,2010,11.88929
lso,2011,11.35904
lso,2012,11.28196
lso,2013,10.54618
lso,2014,10.12578
lso,2015,8.28066
lso,2016,6.06338
lso,2017,2.83528
lso,2018,7.66526
ltu,1998,3.68983
ltu,2003,0.04609
lux,1972,9.50263
lux,1973,10.97843
lux,1974,8.16429
lux,1975,9.10064
lux,1976,9.50442
lux,1977,10.82382
lux,1978,11.04962
lux,1981,21.22881
lux,1982,16.26338
lux,1983,16.99257
lux,1984,18.68345
lux,1986,18.80193
lux,1987,22.20904
lux,1988,16.27998
lux,1999,2.80362
lux,2000,3.97079
lux,2001,2.60542
lux,2002,2.30681
lux,2003,4.38372
lux,2004,3.80033
lux,2005,2.04414
lux,2006,1.54181
lux,2007,1.38257
lux,2008,2.2671
lux,2010,5.04012
lux,2011,5.552
lux,2012,3.72162
lux,2013,4.24455
lux,2014,2.80214
lux,2015,1.12227
lva,2009,0.92077
lva,2010,0.93844
lva,2011,0.81221
lva,2012,1.61268
lva,2013,2.09843
lva,2014,2.27755
lva,2015,2.35096
lva,2016,2.07864
lva,2017,1.89792
lva,2018,1.56749
lva,2019,1.53329
mac,1990,10.04881
mac,1992,14.43509
mac,1999,9.49346
mac,2000,10.40689
mac,2001,12.9551
mac,2002,12.1847
mac,2003,12.44259
mac,2004,11.79331
mac,2005,12.03766
mac,2006,13.50509
mac,2007,11.89639
mac,2008,12.63131
mac,2009,14.95781
mac,2010,15.91451
mac,2011,15.25957
mac,2012,14.1937
mac,2013,12.87497
mac,2014,8.73786
mac,2015,4.79772
mac,2016,2.39014
mac,2017,2.38703
mac,2018,2.87353
mac,2019,0.77262
mac,2020,2.72629
mar,1975,48.52029
mar,1976,45.5902
mar,1977,40.68186
mar,1978,36.77358
mar,1979,34.022
mar,1980,31.02623
mar,1981,28.1931
mar,1982,28.30903
mar,1983,25.98145
mar,1984,23.08227
mar,1985,24.77854
mar,1986,26.94378
mar,1987,29.50803
mar,1988,31.81289
mar,1989,34.60626
mar,1990,34.14275
mar,1991,34.77267
mar,1992,34.6602
mar,1993,32.61301
mar,1994,30.27585
mar,1995,27.69868
mar,1996,25.69828
mar,1997,24.43425
mar,1998,26.79487
mar,1999,15.17202
mar,2000,13.69005
mar,2001,12.5582
mar,2002,11.52156
mar,2003,10.42754
mar,2004,10.74956
mar,2005,10.15354
mar,2006,8.89034
mar,2007,7.62525
mar,2008,7.47605
mar,2009,9.30244
mar,2010,6.03143
mar,2011,5.19267
mar,2012,5.87471
mar,2013,4.56272
mar,2014,5.30268
mar,2016,4.24995
mar,2017,2.25404
mdg,1972,28.76966
mdg,1989,33.45335
mdg,1990,35.33426
mdg,1995,48.11125
mdg,1996,43.15945
mdg,1999,35.33791
mdg,2000,33.5377
mdg,2001,32.36605
mdg,2002,31.9514
mdg,2003,22.03671
mdv,1997,6.01401
mdv,1999,2.14912
mdv,2000,2.51517
mdv,2002,1.39261
mdv,2010,2.38613
mdv,2011,1.57328
mdv,2012,2.27249
mdv,2013,3.77243
mdv,2014,1.31631
mdv,2016,3.43771
mdv,2017,5.04331
mdv,2018,4.98962
mdv,2019,3.16708
mex,1971,18.64049
mex,1997,3.63944
mex,1998,2.97639
mhl,2011,4.47761
mhl,2015,26.30702
mhl,2016,25.39716
mhl,2019,25.02153
mhl,2020,29.33101
mkd,1998,7.10655
mkd,1999,7.1581
mkd,2000,1.46121
mkd,2001,3.23915
mkd,2002,4.37352
mkd,2003,5.40317
mkd,2004,4.56696
mkd,2005,4.82316
mkd,2006,6.82703
mkd,2007,6.35974
mkd,2008,8.14341
mkd,2009,6.61483
mkd,2010,3.59613
mkd,2012,7.79751
mkd,2013,9.12121
mkd,2014,8.0638
mkd,2015,5.38061
mkd,2017,1.13546
mkd,2018,0.61029
mli,1971,78.88082
mli,1999,49.03063
mli,2002,41.78342
mli,2003,41.77393
mli,2004,43.97445
mli,2005,36.92433
mli,2006,36.05458
mli,2007,34.09723
mli,2009,26.91245
mli,2010,26.25854
mli,2011,25.6716
mli,2012,28.31484
mli,2014,32.66094
mli,2015,35.57679
mli,2016,33.79034
mli,2017,28.92446
mli,2018,37.91068
mlt,1971,18.64813
mlt,1972,19.1059
mlt,1973,21.28333
mlt,1974,20.97522
mlt,1975,17.76391
mlt,1976,11.59326
mlt,1977,6.94681
mlt,1978,2.14052
mlt,1979,1.35423
mlt,1980,3.33599
mlt,1981,4.7857
mlt,1982,6.43481
mlt,1983,6.64262
mlt,1984,6.10763
mlt,1985,3.02613
mlt,1986,4.11518
mlt,1987,5.3161
mlt,1988,6.00403
mlt,1989,5.58659
mlt,1990,4.79206
mlt,1991,4.03249
mlt,1992,3.56941
mlt,1993,3.02858
mlt,1994,4.38286
mlt,1995,3.01815
mlt,1996,2.73155
mlt,1997,2.39226
mmr,1971,35.75335
mmr,1973,27.07507
mmr,1974,38.50227
mmr,1978,32.83518
mmr,2000,9.22259
mmr,2001,8.15155
mmr,2002,10.82564
mmr,2003,9.08429
mmr,2004,10.54924
mmr,2005,11.14411
mmr,2006,10.81204
mmr,2007,16.49312
mmr,2008,9.75767
mmr,2009,10.19723
mmr,2010,10.41968
mne,2003,3.41904
mne,2005,2.87855
mne,2006,1.90193
mne,2007,4.39161
mne,2008,4.50541
mne,2012,3.82289
mne,2015,4.68032
mne,2016,4.64037
mne,2017,2.85189
mng,1995,19.74525
mng,1996,15.96896
mng,1997,16.05998
mng,1998,12.53917
mng,1999,10.21676
mng,2000,8.13443
mng,2001,7.04382
mng,2002,7.89058
mng,2003,14.59407
mng,2004,7.17268
mng,2005,8.18741
mng,2006,3.17486
mng,2007,0.94513
mng,2012,0.27219
mng,2013,3.02804
mng,2014,3.41042
mng,2015,1.87574
moz,1973,55.42407
moz,1979,57.7813
moz,1981,60.67489
moz,1982,61.23572
moz,1983,44.40476
moz,1985,42.5752
moz,1986,43.74308
moz,1987,47.48272
moz,1989,50.7702
moz,1991,49.71472
moz,1992,51.77458
moz,1993,52.65992
moz,1994,51.27709
moz,1995,48.83937
moz,1998,43.92693
moz,1999,40.47944
moz,2000,36.93631
moz,2001,32.62159
moz,2002,38.75376
moz,2004,25.5125
moz,2005,20.50251
moz,2006,16.87208
moz,2007,11.69905
moz,2008,8.64805
moz,2009,8.14194
moz,2010,6.875
moz,2011,9.55307
moz,2012,9.3585
moz,2013,8.15349
moz,2014,7.50007
moz,2015,5.72754
moz,2016,7.19353
moz,2017,8.48185
moz,2018,4.62006
moz,2019,1.08763
mrt,1994,49.57607
mrt,1995,42.98773
mrt,1996,40.45571
mrt,1998,38.50945
mrt,1999,39.48146
mrt,2000,38.95685
mrt,2001,34.88884
mrt,2002,36.01383
mrt,2003,32.97596
mrt,2004,26.29353
mrt,2005,28.04687
mrt,2006,25.29319
mrt,2007,24.67452
mrt,2008,28.57115
mrt,2009,28.97011
mrt,2010,28.67603
mrt,2011,28.56302
mrt,2012,30.31177
mrt,2013,26.86312
mrt,2014,24.77755
mrt,2016,28.3997
mrt,2017,23.72461
mrt,2018,20.77668
mrt,2019,24.98444
mus,1972,22.25175
mus,1973,21.54147
mus,1974,20.63714
mus,1975,19.36127
mus,1976,19.09322
mus,1977,15.38018
mus,1978,17.75042
mus,1979,20.52532
mus,1980,20.06011
mus,1981,17.13323
mus,1982,11.08833
mus,1983,7.98599
mus,1984,5.19928
mus,1986,1.83129
mus,1990,3.42159
mus,1991,8.06184
mus,1993,7.82977
mus,1994,6.61578
mus,1995,5.66066
mus,1996,3.09239
mus,1997,2.1499
mus,2004,2.33111
mus,2005,1.14329
mus,2009,1.67303
mus,2012,5.23014
mus,2013,3.32332
mwi,2007,7.47838
mys,1970,9.33359
mys,1971,10.70775
mys,1972,9.63671
mys,1994,2.97582
mys,1998,3.98771
mys,1999,2.35233
mys,2000,1.68147
mys,2001,2.22454
mys,2002,3.39812
mys,2003,2.89604
mys,2004,0.68502
mys,2005,0.52057
mys,2006,5.89647
mys,2007,5.80312
mys,2008,5.11633
mys,2009,5.52348
mys,2010,3.90028
mys,2011,3.4549
mys,2012,1.79322
mys,2014,0.02996
mys,2019,1.56189
nam,1989,25.28371
nam,1990,24.97721
nam,1992,21.31947
nam,1998,15.44534
nam,1999,15.00827
nam,2000,12.82195
nam,2001,10.75911
nam,2002,8.69352
nam,2003,8.31041
nam,2004,10.55213
nam,2005,10.38051
nam,2006,12.61461
nam,2007,10.23272
nam,2008,10.12889
nam,2009,9.38494
nam,2010,8.40894
nam,2012,4.87567
ner,1973,86.49649
ner,1974,86.04283
ner,1986,70.12581
ner,1989,71.55917
ner,1990,71.33218
ner,1991,70.68354
ner,1992,73.39501
ner,1997,70.693
ner,1998,70.56853
ner,1999,68.74392
ner,2000,68.09014
ner,2001,63.79208
ner,2002,59.45162
ner,2003,55.39124
ner,2004,51.34752
ner,2005,51.8868
ner,2006,50.66931
ner,2007,49.74981
ner,2008,46.79004
ner,2009,42.90576
ner,2010,38.66656
ner,2011,33.84293
ner,2012,33.23478
ner,2013,33.83793
ner,2014,34.19722
ner,2015,32.39701
ner,2016,31.36537
ner,2017,28.66439
ner,2019,37.26941
nga,1999,31.35769
nga,2000,28.11318
nga,2004,27.31013
nga,2005,27.08183
nga,2006,27.22335
nga,2007,20.94112
nga,2008,28.69161
nga,2009,27.82008
nga,2010,28.26113
nic,1971,46.75819
nic,1973,46.70585
nic,1980,37.02489
nic,1982,38.27703
nic,1983,38.03251
nic,1984,39.21145
nic,1985,36.58889
nic,1986,37.7204
nic,1987,36.10927
nic,1988,36.31954
nic,1989,37.89575
nic,1990,34.93676
nic,1991,32.1261
nic,1992,29.24494
nic,1993,28.27215
nic,1994,27.13367
nic,1995,28.81644
nic,1999,18.97243
nic,2000,16.1797
nic,2001,12.27492
nic,2002,5.09882
nic,2006,3.31385
nic,2007,3.64133
nic,2008,2.84026
nic,2010,4.8923
nld,1971,8.24124
nld,1972,8.81475
nld,1973,9.48504
nld,1974,10.18357
nld,1975,10.36594
nld,1976,9.52589
nld,1977,9.31243
nld,1978,8.90308
nld,1979,8.46599
nld,1980,8.4235
nld,1981,9.07623
nld,1982,11.14949
nld,1983,13.19423
nld,1984,14.53667
nld,1985,15.07093
nld,1986,9.35239
nld,1987,7.6418
nld,1988,6.21037
nld,1989,5.75245
nld,1990,6.04594
nld,1991,6.71221
nld,1992,7.23324
nld,1993,8.27738
nld,1994,0.87048
nld,1995,0.63576
nld,1996,0.36497
nld,1997,0.08081
nld,2017,1.38737
nld_curacao,2020,6.61209
nor,1976,0.60718
nor,1978,1.2914
nor,1979,1.763
nor,1981,1.80328
nor,1982,2.08223
nor,1984,2.87511
nor,1985,3.78472
nor,1986,3.6322
nor,1987,3.20614
nor,1988,2.31074
nor,1989,1.33584
nor,1990,0.321
nor,1992,0.40606
nor,1993,1.50575
nor,1994,1.67149
nor,1995,1.77249
nor,1996,1.77553
nor,1997,15.95004
nor,2003,0.17778
nor,2004,0.7301
nor,2005,1.63083
nor,2006,1.72187
nor,2007,0.99471
nor,2008,0.73421
nor,2009,0.89161
nor,2010,0.94722
nor,2011,0.58478
nor,2014,0.0459
npl,1983,17.65979
npl,1984,17.29158
npl,1988,11.86055
npl,1999,25.63148
npl,2000,20.20819
npl,2003,14.53069
npl,2004,14.03285
nru,2012,20.24353
nru,2020,5.79897
nzl,1973,0.46622
nzl,1974,0.27209
nzl,1983,0.37668
nzl,1991,0.86362
nzl,1992,2.25624
nzl,1994,2.86788
nzl,1995,1.6049
nzl,1996,0.92955
nzl,2013,1.91017
nzl,2014,2.1236
nzl,2015,2.02849
nzl,2016,1.32287
omn,1973,78.47533
omn,1974,71.85238
omn,1975,62.28385
omn,1976,62.51676
omn,1978,53.33242
omn,1979,50.68582
omn,1981,46.18009
omn,1982,44.14905
omn,1983,43.07819
omn,1984,37.10152
omn,1985,36.99839
omn,1986,34.16299
omn,1987,30.86547
omn,1988,32.1508
omn,1989,31.20956
omn,1990,30.52904
omn,1991,30.16065
omn,1992,29.064
omn,1993,26.70355
omn,1994,26.1122
omn,1995,24.50689
omn,1996,21.32273
omn,1997,21.25964
omn,1998,19.60612
omn,1999,17.55298
omn,2000,16.53003
omn,2001,15.63325
omn,2002,14.87099
omn,2003,15.45031
omn,2011,1.93295
pan,1970,26.02553
pan,1971,17.97125
pan,1972,15.33603
pan,1973,13.13802
pan,1975,11.17829
pan,1976,11.8366
pan,1978,9.56068
pan,1979,11.23827
pan,1980,12.01867
pan,1981,13.40083
pan,1982,14.36417
pan,1983,15.37322
pan,1984,15.47178
pan,1985,15.01042
pan,1986,14.58771
