geo,time,bx_grt_tech_cd_wd
cmr,1962,4440000
cmr,1963,5430000
cmr,1964,7740000
cmr,1965,13100000
cmr,1966,30140000
cmr,1967,16830000
cmr,1968,16570000
cmr,1969,17070000
cmr,1970,17050000
cmr,1971,18560000
cmr,1972,24650000
cmr,1973,30650000
cmr,1974,32740000
cmr,1975,47030000
cmr,1976,45480000
cmr,1977,47340000
cmr,1978,51400000
cmr,1979,63650000
cmr,1980,84460000
cmr,1981,76140000
cmr,1982,62360000
cmr,1983,58550000
cmr,1984,64160000
cmr,1985,61960000
cmr,1986,91360000
cmr,1987,91970000
cmr,1988,117460000
cmr,1989,105970000
cmr,1990,125020000
cmr,1991,120560000
cmr,1992,132540000
cmr,1993,120190000
cmr,1994,100660000
cmr,1995,122570000
cmr,1996,115330000
cmr,1997,95030000
cmr,1998,106910000
cmr,1999,96890000
cmr,2000,93130000
cmr,2001,105060000
cmr,2002,114130000
cmr,2003,137780000
cmr,2004,151320000
cmr,2005,149180000
cmr,2006,178770000
cmr,2007,198200000
cmr,2008,161160000
cmr,2009,153610000
cmr,2010,155100000
cmr,2011,130910000
cmr,2012,165150000
cmr,2013,153460000
cmr,2014,158860000
cmr,2015,122800000
cmr,2016,125190000
cmr,2017,131760000
cmr,2018,144670000
cmr,2019,146920000
cod,1960,10890000
cod,1961,30940000
cod,1962,6720000
cod,1963,9610000
cod,1964,19700000
cod,1965,6100000
cod,1966,36310000
cod,1967,35240000
cod,1968,28630000
cod,1969,38770000
cod,1970,42010000
cod,1971,51520000
cod,1972,64620000
cod,1973,78430000
cod,1974,93130000
cod,1975,109390000
cod,1976,97040000
cod,1977,106860000
cod,1978,143750000
cod,1979,158980000
cod,1980,166420000
cod,1981,150190000
cod,1982,132580000
cod,1983,113850000
cod,1984,94690000
cod,1985,110670000
cod,1986,139260000
cod,1987,174800000
cod,1988,187650000
cod,1989,148960000
cod,1990,144530000
cod,1991,108970000
cod,1992,86590000
cod,1993,56150000
cod,1994,37250000
cod,1995,54260000
cod,1996,58270000
cod,1997,49100000
cod,1998,40460000
cod,1999,58360000
cod,2000,47750000
cod,2001,52980000
cod,2002,79310000
cod,2003,124640000
cod,2004,139150000
cod,2005,184400000
cod,2006,178250000
cod,2007,115280000
cod,2008,163680000
cod,2009,172160000
cod,2010,228320000
cod,2011,231800000
cod,2012,193510000
cod,2013,294150000
cod,2014,302070000
cod,2015,218020000
cod,2016,196510000
cod,2017,158750000
cod,2018,112910000
cod,2019,130060000
cog,1960,20000
cog,1961,190000
cog,1962,3050000
cog,1963,4890000
cog,1964,6730000
cog,1965,4570000
cog,1966,11150000
cog,1967,7290000
cog,1968,7430000
cog,1969,8670000
cog,1970,9060000
cog,1971,11550000
cog,1972,11840000
cog,1973,12750000
cog,1974,14740000
cog,1975,23120000
cog,1976,24950000
cog,1977,25060000
cog,1978,27090000
cog,1979,33190000
cog,1980,36180000
cog,1981,30160000
cog,1982,29570000
cog,1983,31520000
cog,1984,34200000
cog,1985,31090000
cog,1986,38500000
cog,1987,37660000
cog,1988,38460000
cog,1989,36390000
cog,1990,50450000
cog,1991,45590000
cog,1992,47510000
cog,1993,44560000
cog,1994,37160000
cog,1995,40810000
cog,1996,39230000
cog,1997,30410000
cog,1998,29840000
cog,1999,20790000
cog,2000,19150000
cog,2001,19060000
cog,2002,24630000
cog,2003,32130000
cog,2004,32420000
cog,2005,31520000
cog,2006,30180000
cog,2007,46830000
cog,2008,28960000
cog,2009,26680000
cog,2010,22000000
cog,2011,11710000
cog,2012,24250000
cog,2013,25260000
cog,2014,25680000
cog,2015,20630000
cog,2016,21850000
cog,2017,19170000
cog,2018,24710000
cog,2019,27210000
col,1960,1300000
col,1961,1180000
col,1962,1840000
col,1963,1940000
col,1964,2150000
col,1965,2290000
col,1966,13510000
col,1967,13340000
col,1968,9740000
col,1969,15840000
col,1970,13280000
col,1971,15990000
col,1972,16090000
col,1973,20170000
col,1974,22340000
col,1975,23870000
col,1976,29610000
col,1977,30930000
col,1978,31740000
col,1979,35590000
col,1980,45950000
col,1981,45900000
col,1982,42630000
col,1983,41110000
col,1984,40830000
col,1985,40630000
col,1986,53950000
col,1987,78830000
col,1988,75730000
col,1989,72350000
col,1990,77760000
col,1991,87750000
col,1992,86580000
col,1993,74980000
col,1994,81200000
col,1995,95950000
col,1996,87230000
col,1997,70880000
col,1998,118040000
col,1999,222790000
col,2000,181580000
col,2001,357720000
col,2002,409070000
col,2003,762980000
col,2004,470540000
col,2005,525760000
col,2006,775970000
col,2007,228850000
col,2008,257870000
col,2009,273770000
col,2010,141220000
col,2011,106800000
col,2012,127190000
col,2013,121310000
col,2014,137010000
col,2015,122080000
col,2016,160460000
col,2017,164570000
col,2018,159540000
col,2019,172380000
com,1966,2700000
com,1967,2900000
com,1968,4300000
com,1969,4540000
com,1970,4810000
com,1971,6460000
com,1972,2990000
com,1973,8590000
com,1974,13440000
com,1975,6900000
com,1976,2150000
com,1977,2240000
com,1978,1250000
com,1979,2880000
com,1980,6910000
com,1981,9790000
com,1982,8840000
com,1983,9380000
com,1984,9020000
com,1985,10670000
com,1986,13200000
com,1987,20150000
com,1988,16700000
com,1989,16490000
com,1990,15280000
com,1991,16700000
com,1992,18630000
com,1993,16860000
com,1994,14120000
com,1995,14450000
com,1996,16600000
com,1997,12080000
com,1998,10820000
com,1999,9950000
com,2000,8360000
com,2001,8330000
com,2002,10320000
com,2003,11980000
com,2004,12230000
com,2005,12600000
com,2006,13290000
com,2007,16570000
com,2008,11920000
com,2009,11040000
com,2010,10530000
com,2011,7070000
com,2012,15620000
com,2013,17530000
com,2014,18700000
com,2015,18700000
com,2016,16540000
com,2017,17100000
com,2018,17750000
com,2019,15850000
cpv,1969,10000
cpv,1975,880000
cpv,1976,2060000
cpv,1977,2430000
cpv,1978,4990000
cpv,1979,5280000
cpv,1980,9280000
cpv,1981,9740000
cpv,1982,17170000
cpv,1983,13590000
cpv,1984,13640000
cpv,1985,13740000
cpv,1986,19160000
cpv,1987,23880000
cpv,1988,20070000
cpv,1989,13180000
cpv,1990,15400000
cpv,1991,30680000
cpv,1992,42640000
cpv,1993,40100000
cpv,1994,35640000
cpv,1995,38820000
cpv,1996,37010000
cpv,1997,33460000
cpv,1998,35640000
cpv,1999,29990000
cpv,2000,29470000
cpv,2001,18140000
cpv,2002,20980000
cpv,2003,56530000
cpv,2004,42660000
cpv,2005,43040000
cpv,2006,43090000
cpv,2007,46080000
cpv,2008,54580000
cpv,2009,49680000
cpv,2010,35580000
cpv,2011,23330000
cpv,2012,16230000
cpv,2013,15750000
cpv,2014,23690000
cpv,2015,18030000
cpv,2016,18110000
cpv,2017,19040000
cpv,2018,25990000
cpv,2019,32090000
cri,1960,4010000
cri,1961,190000
cri,1962,200000
cri,1963,180000
cri,1964,570000
cri,1965,530000
cri,1966,4290000
cri,1967,3570000
cri,1968,3270000
cri,1969,3710000
cri,1970,3990000
cri,1971,5830000
cri,1972,5260000
cri,1973,6490000
cri,1974,7910000
cri,1975,13620000
cri,1976,8850000
cri,1977,11010000
cri,1978,10150000
cri,1979,10370000
cri,1980,13200000
cri,1981,11020000
cri,1982,13840000
cri,1983,17590000
cri,1984,25350000
cri,1985,26720000
cri,1986,35470000
cri,1987,47360000
cri,1988,56760000
cri,1989,64350000
cri,1990,70180000
cri,1991,79240000
cri,1992,86350000
cri,1993,80460000
cri,1994,56270000
cri,1995,72330000
cri,1996,54570000
cri,1997,42000000
cri,1998,38930000
cri,1999,22690000
cri,2000,23180000
cri,2001,40160000
cri,2002,26680000
cri,2003,26900000
cri,2004,27360000
cri,2005,27220000
cri,2006,28550000
cri,2007,43230000
cri,2008,34930000
cri,2009,30030000
cri,2010,29390000
cri,2011,26830000
cri,2012,31370000
cri,2013,28930000
cri,2014,29210000
cri,2015,23640000
cri,2016,24710000
cri,2017,27880000
cri,2018,24400000
cri,2019,23110000
cub,1960,20000
cub,1961,190000
cub,1962,40000
cub,1963,-170000
cub,1964,420000
cub,1965,580000
cub,1966,730000
cub,1967,740000
cub,1968,30000
cub,1969,1310000
cub,1970,1790000
cub,1971,2290000
cub,1972,2740000
cub,1973,3260000
cub,1974,4140000
cub,1975,7240000
cub,1976,6680000
cub,1977,8100000
cub,1978,7270000
cub,1979,8390000
cub,1980,10700000
cub,1981,4920000
cub,1982,6320000
cub,1983,6960000
cub,1984,6660000
cub,1985,7520000
cub,1986,8690000
cub,1987,9600000
cub,1988,8440000
cub,1989,9150000
cub,1990,8250000
cub,1991,12700000
cub,1992,12770000
cub,1993,12290000
cub,1994,12000000
cub,1995,22240000
cub,1996,16720000
cub,1997,14880000
cub,1998,15860000
cub,1999,14710000
cub,2000,15050000
cub,2001,18850000
cub,2002,28300000
cub,2003,52130000
cub,2004,35310000
cub,2005,32140000
cub,2006,37340000
cub,2007,24870000
cub,2008,37420000
cub,2009,37300000
cub,2010,33280000
cub,2011,25350000
cub,2012,20270000
cub,2013,18350000
cub,2014,14190000
cub,2015,16140000
cub,2016,13460000
cub,2017,16160000
cub,2018,22900000
cub,2019,23000000
cym,1974,460000
cym,1975,650000
cym,1976,630000
cym,1977,500000
cym,1978,380000
cym,1979,440000
cym,1980,650000
cym,1981,540000
cym,1982,230000
cym,1983,0
cym,1984,100000
cym,1985,80000
cym,1986,130000
cym,1987,130000
cym,1988,240000
cym,1989,150000
cym,1990,80000
cym,1991,120000
cym,1992,970000
cym,1993,10000
cym,1994,60000
cym,1995,120000
cym,1996,250000
cym,1997,-120000
cym,1998,70000
cym,1999,860000
cym,2000,30000
cym,2001,510000
cym,2002,-20000
cym,2003,20000
cym,2004,940000
cyp,1960,60000
cyp,1961,130000
cyp,1962,330000
cyp,1963,610000
cyp,1964,880000
cyp,1965,820000
cyp,1966,1340000
cyp,1967,1450000
cyp,1968,520000
cyp,1969,1800000
cyp,1970,2020000
cyp,1971,2350000
cyp,1972,2470000
cyp,1973,2620000
cyp,1974,11400000
cyp,1975,21780000
cyp,1976,34610000
cyp,1977,44280000
cyp,1978,17220000
cyp,1979,10780000
cyp,1980,22030000
cyp,1981,18420000
cyp,1982,15790000
cyp,1983,9670000
cyp,1984,11070000
cyp,1985,9700000
cyp,1986,6750000
cyp,1987,13760000
cyp,1988,22510000
cyp,1989,16150000
cyp,1990,19610000
cyp,1991,17180000
cyp,1992,16620000
cyp,1993,26690000
cyp,1994,28460000
cyp,1995,12110000
cyp,1996,16970000
cyp,1997,3430000
cyp,1998,10380000
cyp,1999,4620000
cyp,2000,13700000
cyp,2001,30590000
cyp,2002,17200000
cyp,2003,9880000
cyp,2004,29890000
cze,1991,23980000
cze,1992,83450000
cze,1993,49020000
cze,1994,39260000
cze,1995,97100000
cze,1996,57680000
cze,1997,38140000
cze,1998,39880000
cze,1999,25950000
cze,2000,20260000
cze,2001,19200000
cze,2002,32130000
cze,2003,38090000
cze,2004,35700000
dji,1966,3100000
dji,1967,3310000
dji,1968,5900000
dji,1969,5900000
dji,1970,6200000
dji,1971,8100000
dji,1972,5100000
dji,1973,9580000
dji,1974,13700000
dji,1975,11130000
dji,1976,14020000
dji,1977,15180000
dji,1978,14280000
dji,1979,18960000
dji,1980,27720000
dji,1981,29780000
dji,1982,30820000
dji,1983,29140000
dji,1984,29760000
dji,1985,29580000
dji,1986,45400000
dji,1987,37720000
dji,1988,39030000
dji,1989,33800000
dji,1990,43730000
dji,1991,42240000
dji,1992,43270000
dji,1993,43290000
dji,1994,50430000
dji,1995,45340000
dji,1996,41030000
dji,1997,31070000
dji,1998,28920000
dji,1999,29240000
dji,2000,23630000
dji,2001,25050000
dji,2002,23650000
dji,2003,27640000
dji,2004,29220000
dji,2005,31640000
dji,2006,41980000
dji,2007,19860000
dji,2008,14030000
dji,2009,14490000
dji,2010,16280000
dji,2011,14230000
dji,2012,17390000
dji,2013,23610000
dji,2014,32510000
dji,2015,15720000
dji,2016,12630000
dji,2017,12620000
dji,2018,13200000
dji,2019,16400000
dma,1974,590000
dma,1975,570000
dma,1976,410000
dma,1977,330000
dma,1978,340000
dma,1979,620000
dma,1980,2620000
dma,1981,1840000
dma,1982,1610000
dma,1983,2180000
dma,1984,3290000
dma,1985,2290000
dma,1986,1980000
dma,1987,2130000
dma,1988,3210000
dma,1989,3200000
dma,1990,2870000
dma,1991,2980000
dma,1992,2290000
dma,1993,2090000
dma,1994,3930000
dma,1995,3490000
dma,1996,5510000
dma,1997,4270000
dma,1998,4960000
dma,1999,3710000
dma,2000,3290000
dma,2001,2750000
dma,2002,2720000
dma,2003,2260000
dma,2004,2390000
dma,2005,2750000
dma,2006,1360000
dma,2007,2090000
dma,2008,3020000
dma,2009,5200000
dma,2010,2290000
dma,2011,1630000
dma,2012,1470000
dma,2013,1820000
dma,2014,1070000
dma,2015,910000
dma,2016,510000
dma,2017,1080000
dma,2018,1460000
dma,2019,2020000
dom,1961,150000
dom,1962,290000
dom,1963,380000
dom,1964,600000
dom,1965,300000
dom,1966,6940000
dom,1967,9140000
dom,1968,7400000
dom,1969,7600000
dom,1970,4850000
dom,1971,7120000
dom,1972,5000000
dom,1973,4320000
dom,1974,4180000
dom,1975,3570000
dom,1976,3950000
dom,1977,4220000
dom,1978,6330000
dom,1979,7530000
dom,1980,12900000
dom,1981,17370000
dom,1982,17480000
dom,1983,16200000
dom,1984,13740000
dom,1985,19610000
dom,1986,24620000
dom,1987,27520000
dom,1988,35680000
dom,1989,36220000
dom,1990,43680000
dom,1991,49700000
dom,1992,53110000
dom,1993,50100000
dom,1994,45760000
dom,1995,50660000
dom,1996,48330000
dom,1997,45900000
dom,1998,43290000
dom,1999,40310000
dom,2000,55890000
dom,2001,70310000
dom,2002,71930000
dom,2003,63900000
dom,2004,57030000
dom,2005,62400000
dom,2006,67570000
dom,2007,34700000
dom,2008,44960000
dom,2009,45150000
dom,2010,41350000
dom,2011,36720000
dom,2012,37290000
dom,2013,29670000
dom,2014,28750000
dom,2015,23940000
dom,2016,28220000
dom,2017,30800000
dom,2018,24620000
dom,2019,27670000
dza,1960,-50000
dza,1961,10000
dza,1962,1320000
dza,1963,5050000
dza,1964,3020000
dza,1965,2220000
dza,1966,45930000
dza,1967,45620000
dza,1968,43190000
dza,1969,48440000
dza,1970,43730000
dza,1971,39890000
dza,1972,46830000
dza,1973,58120000
dza,1974,55260000
dza,1975,70290000
dza,1976,77000000
dza,1977,74690000
dza,1978,80690000
dza,1979,87830000
dza,1980,95900000
dza,1981,80550000
dza,1982,60840000
dza,1983,51510000
dza,1984,50010000
dza,1985,43830000
dza,1986,55040000
dza,1987,71770000
dza,1988,68620000
dza,1989,62500000
dza,1990,105700000
dza,1991,112570000
dza,1992,108800000
dza,1993,121760000
dza,1994,96070000
dza,1995,97340000
dza,1996,122890000
dza,1997,109070000
dza,1998,106300000
dza,1999,92680000
dza,2000,76250000
dza,2001,77270000
dza,2002,96940000
dza,2003,146190000
dza,2004,189370000
dza,2005,197990000
dza,2006,199770000
dza,2007,228250000
dza,2008,177170000
dza,2009,191310000
dza,2010,186240000
dza,2011,74320000
dza,2012,168570000
dza,2013,168050000
dza,2014,158450000
dza,2015,126090000
dza,2016,144290000
dza,2017,155910000
dza,2018,178340000
dza,2019,159880000
ecu,1960,680000
ecu,1961,970000
ecu,1962,1430000
ecu,1963,1710000
ecu,1964,2090000
ecu,1965,2230000
ecu,1966,8920000
ecu,1967,9220000
ecu,1968,6430000
ecu,1969,9080000
ecu,1970,8290000
ecu,1971,9710000
ecu,1972,11120000
ecu,1973,12350000
ecu,1974,12480000
ecu,1975,18690000
ecu,1976,16870000
ecu,1977,14250000
ecu,1978,17430000
ecu,1979,18360000
ecu,1980,26470000
ecu,1981,28030000
ecu,1982,28820000
ecu,1983,27120000
ecu,1984,36800000
ecu,1985,32620000
ecu,1986,50970000
ecu,1987,67120000
ecu,1988,59460000
ecu,1989,57410000
ecu,1990,63050000
ecu,1991,75180000
ecu,1992,75660000
ecu,1993,81460000
ecu,1994,87560000
ecu,1995,105570000
ecu,1996,94400000
ecu,1997,83460000
ecu,1998,85120000
ecu,1999,70900000
ecu,2000,82570000
ecu,2001,88610000
ecu,2002,113560000
ecu,2003,142080000
ecu,2004,145220000
ecu,2005,153910000
ecu,2006,143810000
ecu,2007,94780000
ecu,2008,122220000
ecu,2009,114380000
ecu,2010,80490000
ecu,2011,70270000
ecu,2012,76870000
ecu,2013,67460000
ecu,2014,70400000
ecu,2015,57820000
ecu,2016,53960000
ecu,2017,56250000
ecu,2018,57330000
ecu,2019,77660000
egy,1960,7820000
egy,1961,8650000
egy,1962,9960000
egy,1963,9170000
egy,1964,10120000
egy,1965,9730000
egy,1966,7490000
egy,1967,8740000
egy,1968,6540000
egy,1969,10270000
egy,1970,12390000
egy,1971,14760000
egy,1972,16030000
egy,1973,14460000
egy,1974,15890000
egy,1975,25110000
egy,1976,40320000
egy,1977,66270000
egy,1978,103250000
egy,1979,140590000
egy,1980,154430000
egy,1981,250670000
egy,1982,277650000
egy,1983,498820000
egy,1984,641560000
egy,1985,586970000
egy,1986,513680000
egy,1987,667450000
egy,1988,594590000
egy,1989,706320000
egy,1990,807820000
egy,1991,749890000
egy,1992,822710000
egy,1993,970410000
egy,1994,590530000
egy,1995,738150000
egy,1996,624820000
egy,1997,572500000
egy,1998,473140000
egy,1999,769040000
egy,2000,471620000
egy,2001,731960000
egy,2002,781280000
egy,2003,555790000
egy,2004,197250000
egy,2005,385660000
egy,2006,419750000
egy,2007,119870000
egy,2008,156660000
egy,2009,204150000
egy,2010,180970000
egy,2011,183120000
egy,2012,193930000
egy,2013,164600000
egy,2014,187380000
egy,2015,165570000
egy,2016,156320000
egy,2017,186790000
egy,2018,224700000
egy,2019,216870000
eri,1993,7310000
eri,1994,28370000
eri,1995,41960000
eri,1996,60550000
eri,1997,36870000
eri,1998,30950000
eri,1999,21220000
eri,2000,22110000
eri,2001,31560000
eri,2002,31980000
eri,2003,41090000
eri,2004,30840000
eri,2005,24180000
eri,2006,16240000
eri,2007,10500000
eri,2008,9590000
eri,2009,7480000
eri,2010,7130000
eri,2011,6390000
eri,2012,5160000
eri,2013,5700000
eri,2014,5590000
eri,2015,6440000
eri,2016,13030000
eri,2017,8330000
eri,2018,5070000
eri,2019,9040000
est,1991,8520000
est,1992,23310000
est,1993,17230000
est,1994,22530000
est,1995,36820000
est,1996,23450000
est,1997,19890000
est,1998,18560000
est,1999,12340000
est,2000,11850000
est,2001,9680000
est,2002,9120000
est,2003,11300000
est,2004,15260000
eth,1960,640000
eth,1961,990000
eth,1962,1440000
eth,1963,1530000
eth,1964,1560000
eth,1965,1730000
eth,1966,15590000
eth,1967,19140000
eth,1968,20480000
eth,1969,23420000
eth,1970,19340000
eth,1971,27700000
eth,1972,25930000
eth,1973,30160000
eth,1974,32320000
eth,1975,33580000
eth,1976,30740000
eth,1977,29800000
eth,1978,25670000
eth,1979,28950000
eth,1980,43550000
eth,1981,63260000
eth,1982,52730000
eth,1983,62440000
eth,1984,78800000
eth,1985,102180000
eth,1986,112810000
eth,1987,142740000
eth,1988,191750000
eth,1989,211370000
eth,1990,243730000
eth,1991,200600000
eth,1992,169700000
eth,1993,158430000
eth,1994,114220000
eth,1995,157510000
eth,1996,198270000
eth,1997,151200000
eth,1998,118470000
eth,1999,108470000
eth,2000,120320000
eth,2001,128780000
eth,2002,166070000
eth,2003,166180000
eth,2004,172710000
eth,2005,195640000
eth,2006,259360000
eth,2007,130050000
eth,2008,158000000
eth,2009,169600000
eth,2010,176320000
eth,2011,193200000
eth,2012,203610000
eth,2013,213010000
eth,2014,200150000
eth,2015,178520000
eth,2016,220180000
eth,2017,244650000
eth,2018,206250000
eth,2019,291460000
fji,1961,30000
fji,1963,40000
fji,1964,50000
fji,1965,50000
fji,1966,1140000
fji,1967,1310000
fji,1968,3370000
fji,1969,3280000
fji,1970,2870000
fji,1971,5330000
fji,1972,6060000
fji,1973,7300000
fji,1974,7830000
fji,1975,8580000
fji,1976,10590000
fji,1977,9760000
fji,1978,13890000
fji,1979,10890000
fji,1980,16640000
fji,1981,18570000
fji,1982,20920000
fji,1983,16230000
fji,1984,18510000
fji,1985,15930000
fji,1986,22370000
fji,1987,20500000
fji,1988,36000000
fji,1989,28150000
fji,1990,35320000
fji,1991,33630000
fji,1992,39390000
fji,1993,35590000
fji,1994,33360000
fji,1995,30490000
fji,1996,33960000
fji,1997,33090000
fji,1998,25720000
fji,1999,28120000
fji,2000,21910000
fji,2001,22330000
fji,2002,22740000
fji,2003,27420000
fji,2004,28890000
fji,2005,29250000
fji,2006,34590000
fji,2007,30200000
fji,2008,26720000
fji,2009,25180000
fji,2010,39090000
fji,2011,37990000
fji,2012,56180000
fji,2013,45800000
fji,2014,44240000
fji,2015,33890000
fji,2016,50620000
fji,2017,36820000
fji,2018,46390000
fji,2019,46760000
fsm,1991,460000
fsm,1992,5730000
fsm,1993,7690000
fsm,1994,10460000
fsm,1995,9500000
fsm,1996,6940000
fsm,1997,8590000
fsm,1998,5050000
fsm,1999,7140000
fsm,2000,6580000
fsm,2001,6400000
fsm,2002,7630000
fsm,2003,8160000
fsm,2004,6490000
fsm,2005,6920000
fsm,2006,7430000
fsm,2007,5230000
fsm,2008,4860000
fsm,2009,5430000
fsm,2010,5690000
fsm,2011,5470000
fsm,2012,9080000
fsm,2013,6240000
fsm,2014,5720000
fsm,2015,5190000
fsm,2016,5030000
fsm,2017,6390000
fsm,2018,5210000
fsm,2019,4710000
gab,1960,20000
gab,1961,560000
gab,1962,2620000
gab,1963,3350000
gab,1964,4790000
gab,1965,4100000
gab,1966,9950000
gab,1967,5480000
gab,1968,6070000
gab,1969,7180000
gab,1970,6970000
gab,1971,8070000
gab,1972,10300000
gab,1973,13160000
gab,1974,12990000
gab,1975,19730000
gab,1976,23810000
gab,1977,23890000
gab,1978,27670000
gab,1979,24270000
gab,1980,37320000
gab,1981,27650000
gab,1982,27920000
gab,1983,23800000
gab,1984,29620000
gab,1985,29810000
gab,1986,32940000
gab,1987,39980000
gab,1988,38130000
gab,1989,31280000
gab,1990,34720000
gab,1991,33600000
gab,1992,47800000
gab,1993,48380000
gab,1994,42780000
gab,1995,45750000
gab,1996,42270000
gab,1997,35800000
gab,1998,35020000
gab,1999,35040000
gab,2000,25800000
gab,2001,27020000
gab,2002,28550000
gab,2003,41310000
gab,2004,44200000
gab,2005,45370000
gab,2006,55670000
gab,2007,60410000
gab,2008,41290000
gab,2009,42950000
gab,2010,40830000
gab,2011,21140000
gab,2012,36350000
gab,2013,35590000
gab,2014,34140000
gab,2015,24240000
gab,2016,25290000
gab,2017,27340000
gab,2018,27220000
gab,2019,26480000
geo,1991,40000
geo,1992,510000
geo,1993,7450000
geo,1994,3920000
geo,1995,36520000
geo,1996,44940000
geo,1997,18470000
geo,1998,26120000
geo,1999,41070000
geo,2000,82820000
geo,2001,105920000
geo,2002,152870000
geo,2003,108010000
geo,2004,99750000
geo,2005,129460000
geo,2006,127060000
geo,2007,64400000
geo,2008,89140000
geo,2009,101110000
geo,2010,127880000
geo,2011,110300000
geo,2012,85240000
geo,2013,97100000
geo,2014,75120000
geo,2015,80390000
geo,2016,71380000
geo,2017,61480000
geo,2018,68290000
geo,2019,74480000
gha,1960,510000
gha,1961,760000
gha,1962,1060000
gha,1963,1230000
gha,1964,1510000
gha,1965,1590000
gha,1966,8300000
gha,1967,9720000
gha,1968,7470000
gha,1969,13270000
gha,1970,15010000
gha,1971,15780000
gha,1972,14920000
gha,1973,17530000
gha,1974,19480000
gha,1975,24330000
gha,1976,24880000
gha,1977,28060000
gha,1978,35750000
gha,1979,34740000
gha,1980,41550000
gha,1981,41600000
gha,1982,32570000
gha,1983,28170000
gha,1984,24040000
gha,1985,29410000
gha,1986,38110000
gha,1987,42580000
gha,1988,58610000
gha,1989,57770000
gha,1990,58360000
gha,1991,78420000
gha,1992,99800000
gha,1993,94960000
gha,1994,85850000
gha,1995,105490000
gha,1996,95000000
gha,1997,108470000
gha,1998,104370000
gha,1999,111560000
gha,2000,125230000
gha,2001,112230000
gha,2002,126030000
gha,2003,137550000
gha,2004,138310000
gha,2005,123080000
gha,2006,141450000
gha,2007,94900000
gha,2008,102400000
gha,2009,108910000
gha,2010,115110000
gha,2011,114680000
gha,2012,156170000
gha,2013,163740000
gha,2014,155690000
gha,2015,137310000
gha,2016,141250000
gha,2017,125140000
gha,2018,131630000
gha,2019,142710000
gib,1964,360000
gib,1966,150000
gib,1967,180000
gib,1968,120000
gib,1969,160000
gib,1970,220000
gib,1971,170000
gib,1972,200000
gib,1973,190000
gib,1974,270000
gib,1975,480000
gib,1976,470000
gib,1977,500000
gib,1978,600000
gib,1979,900000
gib,1980,1110000
gib,1981,870000
gib,1982,870000
gib,1983,1870000
gib,1984,1740000
gib,1985,510000
gib,1986,360000
gib,1987,310000
gib,1988,380000
gib,1989,330000
gib,1990,210000
gib,1991,180000
gib,1992,80000
gib,1993,110000
gib,1994,560000
gib,1995,260000
gib,1996,300000
gib,1997,370000
gib,1998,220000
gib,1999,30000
gib,2000,40000
gib,2001,40000
gib,2003,20000
gib,2004,190000
gin,1960,100000
gin,1961,260000
gin,1962,490000
gin,1963,300000
gin,1964,680000
gin,1965,790000
gin,1966,6830000
gin,1967,4560000
gin,1968,2190000
gin,1969,4070000
gin,1970,4060000
gin,1971,4320000
gin,1972,1090000
gin,1973,1270000
gin,1974,1330000
gin,1975,3060000
gin,1976,4180000
gin,1977,5290000
gin,1978,9310000
gin,1979,10800000
gin,1980,17780000
gin,1981,21250000
gin,1982,19990000
gin,1983,14010000
gin,1984,16920000
gin,1985,17600000
gin,1986,25400000
gin,1987,34360000
gin,1988,40680000
gin,1989,41160000
gin,1990,59250000
gin,1991,69800000
gin,1992,74290000
gin,1993,80700000
gin,1994,64440000
gin,1995,70790000
gin,1996,67130000
gin,1997,49340000
gin,1998,49080000
gin,1999,53530000
gin,2000,50900000
gin,2001,52250000
gin,2002,54960000
gin,2003,68670000
gin,2004,69740000
gin,2005,61580000
gin,2006,72720000
gin,2007,51250000
gin,2008,44430000
gin,2009,45550000
gin,2010,62080000
gin,2011,26820000
gin,2012,44570000
gin,2013,46720000
gin,2014,49530000
gin,2015,59160000
gin,2016,55980000
gin,2017,51430000
gin,2018,57970000
gin,2019,55720000
gmb,1962,60000
gmb,1963,60000
gmb,1964,80000
gmb,1965,90000
gmb,1966,640000
gmb,1967,1260000
gmb,1968,740000
gmb,1969,1100000
gmb,1970,730000
gmb,1971,1000000
gmb,1972,1570000
gmb,1973,1980000
gmb,1974,2020000
gmb,1975,2670000
gmb,1976,4220000
gmb,1977,2990000
gmb,1978,5470000
gmb,1979,7480000
gmb,1980,10840000
gmb,1981,13020000
gmb,1982,15940000
gmb,1983,14400000
gmb,1984,13570000
gmb,1985,16410000
gmb,1986,31210000
gmb,1987,19850000
gmb,1988,25970000
gmb,1989,22410000
gmb,1990,22360000
gmb,1991,23600000
gmb,1992,25310000
gmb,1993,24520000
gmb,1994,23050000
gmb,1995,21580000
gmb,1996,16800000
gmb,1997,14040000
gmb,1998,11410000
gmb,1999,12170000
gmb,2000,9610000
gmb,2001,11340000
gmb,2002,12620000
gmb,2003,14080000
gmb,2004,9680000
gmb,2005,9080000
gmb,2006,11240000
gmb,2007,9320000
gmb,2008,8590000
gmb,2009,8080000
gmb,2010,8240000
gmb,2011,14470000
gmb,2012,20680000
gmb,2013,17640000
gmb,2014,19840000
gmb,2015,31630000
gmb,2016,20630000
gmb,2017,26450000
gmb,2018,33870000
gmb,2019,30240000
gnb,1969,30000
gnb,1973,10000
gnb,1974,80000
gnb,1975,2460000
gnb,1976,6310000
gnb,1977,4330000
gnb,1978,6180000
gnb,1979,8760000
gnb,1980,10710000
gnb,1981,11570000
gnb,1982,13310000
gnb,1983,14910000
