geo,time,dt_tds_dppg_gn_zs
arg,2007,1.7901
arg,2008,1.66615
arg,2009,2.36269
arg,2010,2.13527
arg,2011,1.51827
arg,2012,1.14571
arg,2013,1.37779
arg,2014,1.96392
arg,2015,1.97272
arg,2016,3.23974
arg,2017,4.82329
arg,2018,5.29144
arg,2019,6.49242
arg,2020,2.47173
arm,1993,0.16258
arm,1994,0.33865
arm,1995,0.63346
arm,1996,2.40364
arm,1997,1.15417
arm,1998,2.84606
arm,1999,2.10433
arm,2000,1.12932
arm,2001,1.85987
arm,2002,1.96666
arm,2003,2.46368
arm,2004,1.62046
arm,2005,0.48846
arm,2006,0.39114
arm,2007,0.27533
arm,2008,0.21125
arm,2009,0.48975
arm,2010,0.60695
arm,2011,0.63223
arm,2012,0.66449
arm,2013,4.90162
arm,2014,0.93337
arm,2015,3.27651
arm,2016,1.81487
arm,2017,1.93115
arm,2018,2.36976
arm,2019,5.48033
arm,2020,3.85977
aze,1995,0.36016
aze,1996,0.13649
aze,1997,1.75194
aze,1998,0.25726
aze,1999,0.51924
aze,2000,0.89619
aze,2001,1.19967
aze,2002,1.0621
aze,2003,1.14384
aze,2004,0.85036
aze,2005,0.63229
aze,2006,0.51933
aze,2007,0.48308
aze,2008,0.52059
aze,2009,0.65309
aze,2010,0.59995
aze,2011,0.54934
aze,2012,0.57077
aze,2013,1.19514
aze,2014,0.94734
aze,2015,1.53974
aze,2016,2.79326
aze,2017,4.03805
aze,2018,4.65042
aze,2019,3.51913
aze,2020,3.16181
bdi,1970,0.27001
bdi,1971,0.228
bdi,1972,0.81006
bdi,1973,0.28964
bdi,1974,0.27784
bdi,1975,0.48919
bdi,1976,0.63567
bdi,1977,0.56397
bdi,1978,0.47994
bdi,1979,0.54373
bdi,1980,0.66937
bdi,1981,0.54634
bdi,1982,0.55274
bdi,1983,0.63844
bdi,1984,1.62265
bdi,1985,1.8705
bdi,1986,2.43107
bdi,1987,3.59929
bdi,1988,3.80247
bdi,1989,3.52473
bdi,1990,3.55448
bdi,1991,3.24545
bdi,1992,3.33336
bdi,1993,3.32502
bdi,1994,3.73752
bdi,1995,2.90984
bdi,1996,2.52544
bdi,1997,2.20257
bdi,1998,2.36441
bdi,1999,2.56804
bdi,2000,1.5741
bdi,2001,1.92718
bdi,2002,2.29194
bdi,2003,3.65584
bdi,2004,6.64261
bdi,2005,3.55715
bdi,2006,1.48099
bdi,2007,1.25532
bdi,2008,1.16273
bdi,2009,0.68521
bdi,2010,0.191
bdi,2011,0.35382
bdi,2012,0.56778
bdi,2013,0.87439
bdi,2014,0.49979
bdi,2015,0.30333
bdi,2016,0.55914
bdi,2017,0.38144
bdi,2018,0.45795
bdi,2019,0.85243
bdi,2020,0.47471
ben,1970,0.52751
ben,1971,1.10909
ben,1972,0.73022
ben,1973,0.45879
ben,1974,1.11943
ben,1975,0.90135
ben,1976,0.61576
ben,1977,0.5184
ben,1978,0.55575
ben,1979,0.54647
ben,1980,0.62276
ben,1981,0.77924
ben,1982,1.15319
ben,1983,2.35842
ben,1984,3.85541
ben,1985,4.02538
ben,1986,3.94577
ben,1987,1.89406
ben,1988,1.11874
ben,1989,1.3163
ben,1990,1.639
ben,1991,1.41113
ben,1992,1.57099
ben,1993,1.34256
ben,1994,2.38767
ben,1995,2.06897
ben,1996,1.71644
ben,1997,1.91947
ben,1998,1.98467
ben,1999,1.50289
ben,2000,1.71419
ben,2001,0.94907
ben,2002,1.05062
ben,2003,0.72193
ben,2004,0.51543
ben,2005,0.59202
ben,2006,0.56893
ben,2007,0.36014
ben,2008,0.2711
ben,2009,0.44803
ben,2010,0.40859
ben,2011,0.40052
ben,2012,0.50514
ben,2013,0.65373
ben,2014,0.54327
ben,2015,0.61375
ben,2016,0.7554
ben,2017,0.69074
ben,2018,1.48676
ben,2019,3.45545
ben,2020,1.66967
bfa,1970,0.4621
bfa,1971,0.43514
bfa,1972,0.35566
bfa,1973,0.45856
bfa,1974,0.4793
bfa,1975,0.56427
bfa,1976,0.48406
bfa,1977,0.49332
bfa,1978,0.49023
bfa,1979,0.52736
bfa,1980,0.87781
bfa,1981,0.77535
bfa,1982,0.87205
bfa,1983,0.94883
bfa,1984,1.24744
bfa,1985,1.60267
bfa,1986,1.50496
bfa,1987,1.21018
bfa,1988,1.33644
bfa,1989,1.20904
bfa,1990,0.90764
bfa,1991,1.28493
bfa,1992,0.85781
bfa,1993,1.12754
bfa,1994,2.21658
bfa,1995,1.95671
bfa,1996,1.74378
bfa,1997,1.90719
bfa,1998,1.70993
bfa,1999,1.63721
bfa,2000,1.2888
bfa,2001,0.88628
bfa,2002,0.9328
bfa,2003,0.90798
bfa,2004,0.89501
bfa,2005,0.67738
bfa,2006,0.66289
bfa,2007,0.49375
bfa,2008,0.44549
bfa,2009,0.47099
bfa,2010,0.49398
bfa,2011,0.55487
bfa,2012,0.53229
bfa,2013,0.55979
bfa,2014,0.66358
bfa,2015,0.86926
bfa,2016,0.86611
bfa,2017,0.853
bfa,2018,0.74896
bfa,2019,0.84611
bfa,2020,0.80345
bgd,1973,0.12597
bgd,1974,0.20432
bgd,1975,0.38558
bgd,1976,0.64973
bgd,1977,0.80884
bgd,1978,0.73547
bgd,1979,0.59615
bgd,1980,0.41906
bgd,1981,0.52228
bgd,1982,0.66838
bgd,1983,0.74277
bgd,1984,0.8469
bgd,1985,0.84434
bgd,1986,1.09111
bgd,1987,1.20166
bgd,1988,1.28975
bgd,1989,1.13621
bgd,1990,1.4862
bgd,1991,1.32431
bgd,1992,1.30421
bgd,1993,1.2118
bgd,1994,1.34818
bgd,1995,1.73446
bgd,1996,1.16646
bgd,1997,1.10302
bgd,1998,0.99066
bgd,1999,1.08886
bgd,2000,1.18699
bgd,2001,1.04791
bgd,2002,1.06242
bgd,2003,0.91279
bgd,2004,0.92337
bgd,2005,1.06686
bgd,2006,0.85565
bgd,2007,1.07323
bgd,2008,0.84534
bgd,2009,0.81061
bgd,2010,0.73737
bgd,2011,0.86586
bgd,2012,0.84136
bgd,2013,0.91483
bgd,2014,0.8267
bgd,2015,0.56497
bgd,2016,0.47861
bgd,2017,0.51914
bgd,2018,0.54162
bgd,2019,0.55217
bgd,2020,0.54116
bgr,1981,0.34602
bgr,1982,0.82651
bgr,1983,1.82222
bgr,1984,2.60815
bgr,1985,6.87566
bgr,1986,7.70688
bgr,1987,7.11548
bgr,1988,10.44195
bgr,1989,11.84145
bgr,1990,6.93032
bgr,1991,2.24198
bgr,1992,2.94558
bgr,1993,2.5567
bgr,1994,5.91971
bgr,1995,4.42156
bgr,1996,7.84838
bgr,1997,7.3237
bgr,1998,5.66439
bgr,1999,4.79351
bgr,2000,5.56203
bgr,2001,5.82016
bgr,2002,3.47827
bgr,2003,3.08676
bgr,2004,5.37662
bgr,2005,6.97228
bgr,2006,2.38314
bgr,2007,1.70914
bgr,2008,1.9775
bgr,2009,1.21559
bgr,2010,0.9022
bgr,2011,0.80621
bgr,2012,0.80186
bgr,2013,3.46489
bgr,2014,0.75711
bgr,2015,0.81179
bgr,2016,0.99699
bgr,2017,2.86737
bgr,2018,0.88662
bgr,2019,0.79489
bgr,2020,0.79399
bih,1999,2.64002
bih,2000,4.24531
bih,2001,4.09347
bih,2002,1.48476
bih,2003,1.07116
bih,2004,0.87917
bih,2005,0.92376
bih,2006,0.96536
bih,2007,0.91782
bih,2008,0.86181
bih,2009,0.94807
bih,2010,1.14976
bih,2011,1.26128
bih,2012,1.33992
bih,2013,1.40246
bih,2014,1.64847
bih,2015,2.43356
bih,2016,1.95843
bih,2017,2.04754
bih,2018,2.07949
bih,2019,2.29502
bih,2020,2.2845
blr,1993,0.07716
blr,1994,0.73455
blr,1995,1.19395
blr,1996,0.65231
blr,1997,0.8634
blr,1998,0.66313
blr,1999,1.07578
blr,2000,1.35571
blr,2001,1.53729
blr,2002,1.09783
blr,2003,0.95051
blr,2004,0.93188
blr,2005,0.71386
blr,2006,0.58671
blr,2007,0.67325
blr,2008,0.60873
blr,2009,1.15158
blr,2010,1.05367
blr,2011,2.91247
blr,2012,5.27189
blr,2013,2.28768
blr,2014,3.6667
blr,2015,6.0368
blr,2016,6.72683
blr,2017,4.83813
blr,2018,7.73808
blr,2019,5.72519
blr,2020,6.24052
blz,1970,0.02097
blz,1971,0.02672
blz,1972,0.06341
blz,1973,0.65089
blz,1974,0.46867
blz,1975,0.41927
blz,1976,0.40296
blz,1977,0.36298
blz,1978,0.33996
blz,1979,0.54532
blz,1980,0.74916
blz,1981,1.68969
blz,1982,3.21573
blz,1983,3.6135
blz,1984,3.16292
blz,1985,7.86913
blz,1986,5.764
blz,1987,4.34466
blz,1988,3.93159
blz,1989,3.40568
blz,1990,3.62808
blz,1991,3.56157
blz,1992,3.1229
blz,1993,3.19017
blz,1994,4.30186
blz,1995,5.89733
blz,1996,6.2457
blz,1997,5.51636
blz,1998,6.11122
blz,1999,6.23056
blz,2000,9.34192
blz,2001,11.74806
blz,2002,21.74727
blz,2003,16.90496
blz,2004,34.97836
blz,2005,23.10619
blz,2006,12.63887
blz,2007,58.33888
blz,2008,8.51587
blz,2009,7.82624
blz,2010,7.77914
blz,2011,6.49349
blz,2012,6.68063
blz,2013,7.60626
blz,2014,4.85947
blz,2015,4.73427
blz,2016,5.05421
blz,2017,4.96096
blz,2018,4.86261
blz,2019,5.14997
blz,2020,4.78059
bol,1976,4.26748
bol,1977,5.26345
bol,1978,10.08656
bol,1979,6.554
bol,1980,6.92827
bol,1981,5.1875
bol,1982,5.66614
bol,1983,5.83864
bol,1984,5.38657
bol,1985,5.06963
bol,1986,4.45296
bol,1987,4.2022
bol,1988,6.81428
bol,1989,5.70283
bol,1990,6.09622
bol,1991,4.44689
bol,1992,4.2271
bol,1993,5.08087
bol,1994,5.05667
bol,1995,4.57171
bol,1996,4.31222
bol,1997,4.1908
bol,1998,4.18118
bol,1999,3.05271
bol,2000,3.31008
bol,2001,3.11168
bol,2002,2.85796
bol,2003,3.43923
bol,2004,3.11926
bol,2005,3.11004
bol,2006,2.83142
bol,2007,2.13338
bol,2008,2.94281
bol,2009,1.60994
bol,2010,1.60245
bol,2011,1.0062
bol,2012,1.73886
bol,2013,0.99069
bol,2014,1.18487
bol,2015,1.6519
bol,2016,1.39562
bol,2017,1.597
bol,2018,1.71899
bol,2019,1.95516
bol,2020,2.2722
bra,1970,0.9659
bra,1971,1.05139
bra,1972,1.13722
bra,1973,1.24088
bra,1974,1.20716
bra,1975,1.50977
bra,1976,1.41564
bra,1977,1.71276
bra,1978,2.35673
bra,1979,3.02657
bra,1980,3.60105
bra,1981,3.67798
bra,1982,3.88565
bra,1983,3.90676
bra,1984,3.96081
bra,1985,3.44163
bra,1986,2.90416
bra,1987,2.78126
bra,1988,3.96491
bra,1989,2.60071
bra,1990,1.51439
bra,1991,1.56611
bra,1992,1.66734
bra,1993,1.483
bra,1994,1.67962
bra,1995,1.74276
bra,1996,1.57095
bra,1997,1.55872
bra,1998,2.10483
bra,1999,3.87329
bra,2000,2.80801
bra,2001,2.92562
bra,2002,4.44173
bra,2003,3.8341
bra,2004,3.16172
bra,2005,1.86885
bra,2006,2.93184
bra,2007,1.55049
bra,2008,1.35463
bra,2009,0.82474
bra,2010,0.6914
bra,2011,0.83556
bra,2012,0.4871
bra,2013,0.85326
bra,2014,0.61793
bra,2015,1.63009
bra,2016,1.3951
bra,2017,1.47726
bra,2018,1.83033
bra,2019,2.29109
bra,2020,2.27359
btn,1981,0.00218
btn,1982,0.00309
btn,1983,0.00575
btn,1984,0.02597
btn,1985,0.02218
btn,1986,0.0987
btn,1987,0.2438
btn,1988,0.53337
btn,1989,2.52881
btn,1990,1.85272
btn,1991,3.2769
btn,1992,2.76189
btn,1993,3.47874
btn,1994,3.15279
btn,1995,3.87105
btn,1996,2.57763
btn,1997,2.21388
btn,1998,2.98735
btn,1999,2.11175
btn,2000,1.54323
btn,2001,1.35859
btn,2002,1.25752
btn,2003,1.21099
btn,2004,1.78698
btn,2005,0.84408
btn,2006,1.0678
btn,2007,2.67462
btn,2008,6.82657
btn,2009,6.37925
btn,2010,5.98563
btn,2011,5.12775
btn,2012,8.09701
btn,2013,4.61975
btn,2014,4.53183
btn,2015,6.84604
btn,2016,3.84279
btn,2017,3.37574
btn,2018,3.80893
btn,2019,2.35592
btn,2020,2.15225
bwa,1970,0.62828
bwa,1971,0.72289
bwa,1972,0.99567
bwa,1973,1.00552
bwa,1974,1.0602
bwa,1975,1.98887
bwa,1976,1.15235
bwa,1977,1.30239
bwa,1978,1.3869
bwa,1979,1.13139
bwa,1980,1.24641
bwa,1981,0.78759
bwa,1982,1.32183
bwa,1983,2.1924
bwa,1984,2.8467
bwa,1985,4.64031
bwa,1986,3.53207
bwa,1987,4.2052
bwa,1988,3.08548
bwa,1989,2.57089
bwa,1990,2.85188
bwa,1991,2.20081
bwa,1992,2.26521
bwa,1993,2.00048
bwa,1994,2.273
bwa,1995,1.94109
bwa,1996,3.28267
bwa,1997,2.08803
bwa,1998,1.54474
bwa,1999,1.39865
bwa,2000,1.23931
bwa,2001,0.95503
bwa,2002,1.26078
bwa,2003,0.72824
bwa,2004,0.59604
bwa,2005,0.57449
bwa,2006,0.58455
bwa,2007,0.4563
bwa,2008,0.67264
bwa,2009,0.44862
bwa,2010,0.62155
bwa,2011,0.48836
bwa,2012,0.38707
bwa,2013,1.28951
bwa,2014,0.35997
bwa,2015,1.13026
bwa,2016,1.04677
bwa,2017,1.06347
bwa,2018,1.03216
bwa,2019,1.09529
bwa,2020,1.11964
caf,1970,1.67204
caf,1971,1.1021
caf,1972,0.73022
caf,1973,1.74045
caf,1974,1.67901
caf,1975,1.50831
caf,1976,0.61851
caf,1977,0.85432
caf,1978,0.64088
caf,1979,0.09266
caf,1980,0.17299
caf,1981,0.51832
caf,1982,0.63545
caf,1983,2.70572
caf,1984,2.22917
caf,1985,1.34532
caf,1986,1.40263
caf,1987,1.5144
caf,1988,1.00839
caf,1989,1.33228
caf,1990,1.16697
caf,1991,0.68903
caf,1992,0.8413
caf,1993,0.41687
caf,1994,1.89733
caf,1995,0.55616
caf,1996,0.53218
caf,1997,0.70873
caf,1998,1.999
caf,1999,1.17807
caf,2000,1.30466
caf,2001,1.38041
caf,2002,0.03463
caf,2003,0.01092
caf,2004,0.59361
caf,2005,0.06507
caf,2006,4.38461
caf,2007,3.67588
caf,2008,0.94794
caf,2009,0.55572
caf,2010,0.14166
caf,2011,0.04669
caf,2012,0.16977
caf,2013,0.23628
caf,2014,0.33136
caf,2015,0.19987
caf,2016,0.31536
caf,2017,1.04394
caf,2018,0.51906
caf,2019,0.75618
caf,2020,0.25329
chn,1981,0.87976
chn,1982,0.89754
chn,1983,0.82569
chn,1984,0.72672
chn,1985,0.6079
chn,1986,0.83848
chn,1987,1.12938
chn,1988,1.24788
chn,1989,1.40132
chn,1990,1.61757
chn,1991,1.84203
chn,1992,1.85472
chn,1993,2.10602
chn,1994,1.80418
chn,1995,1.89474
chn,1996,1.74938
chn,1997,1.76933
chn,1998,1.26373
chn,1999,1.34361
chn,2000,1.20154
chn,2001,1.0058
chn,2002,0.89444
chn,2003,0.84749
chn,2004,0.41001
chn,2005,0.39214
chn,2006,0.32336
chn,2007,0.24292
chn,2008,0.20395
chn,2009,0.17048
chn,2010,0.22767
chn,2011,0.189
chn,2012,0.12264
chn,2013,0.12825
chn,2014,0.14024
chn,2015,0.31451
chn,2016,0.16561
chn,2017,0.15289
chn,2018,0.1549
chn,2019,0.20579
chn,2020,0.22717
civ,1970,2.83128
civ,1971,2.95042
civ,1972,3.21935
civ,1973,2.97306
civ,1974,3.84961
civ,1975,3.4603
civ,1976,3.99629
civ,1977,4.43373
civ,1978,5.20796
civ,1979,6.77567
civ,1980,8.98839
civ,1981,11.6191
civ,1982,13.4941
civ,1983,12.84375
civ,1984,10.17555
civ,1985,9.44343
civ,1986,9.45409
civ,1987,6.27698
civ,1988,4.91088
civ,1989,4.73115
civ,1990,5.68995
civ,1991,6.77631
civ,1992,5.69977
civ,1993,5.89813
civ,1994,9.18975
civ,1995,7.7009
civ,1996,7.57478
civ,1997,5.46507
civ,1998,7.36888
civ,1999,8.44604
civ,2000,6.8868
civ,2001,3.05482
civ,2002,4.65207
civ,2003,2.30471
civ,2004,0.64161
civ,2005,0.14315
civ,2006,0.09528
civ,2007,0.78245
civ,2008,3.28559
civ,2009,3.30174
civ,2010,2.06998
civ,2011,1.69759
civ,2012,1.15158
civ,2013,1.7854
civ,2014,1.72335
civ,2015,0.88841
civ,2016,2.21924
civ,2017,3.49042
civ,2018,1.98684
civ,2019,4.32336
civ,2020,3.1881
cmr,1970,0.88901
cmr,1971,1.16164
cmr,1972,1.10809
cmr,1973,1.4975
cmr,1974,1.34852
cmr,1975,1.41455
cmr,1976,1.53612
cmr,1977,2.17629
cmr,1978,2.50367
cmr,1979,2.43478
cmr,1980,3.34103
cmr,1981,3.47716
cmr,1982,4.35696
cmr,1983,3.26016
cmr,1984,3.34862
cmr,1985,3.03079
cmr,1986,2.69618
cmr,1987,2.60857
cmr,1988,2.23299
cmr,1989,1.54909
cmr,1990,2.66837
cmr,1991,2.44678
cmr,1992,1.80298
cmr,1993,1.97075
cmr,1994,3.48899
cmr,1995,3.34621
cmr,1996,4.35829
cmr,1997,4.10581
cmr,1998,3.91116
cmr,1999,3.10863
cmr,2000,3.65489
cmr,2001,1.96997
cmr,2002,2.26426
cmr,2003,1.96636
cmr,2004,2.57453
cmr,2005,3.01494
cmr,2006,1.20601
cmr,2007,1.0735
cmr,2008,0.71788
cmr,2009,0.50586
cmr,2010,0.54736
cmr,2011,0.62746
cmr,2012,0.38658
cmr,2013,0.44729
cmr,2014,1.33854
cmr,2015,1.21313
cmr,2016,1.33893
cmr,2017,1.17113
cmr,2018,1.55349
cmr,2019,1.7297
cmr,2020,2.2175
cod,1994,0.01661
cod,1996,0.00218
cod,1999,0
cod,2000,0
cod,2001,0
cod,2002,4.88717
cod,2003,1.6141
cod,2004,1.26278
cod,2005,1.81997
cod,2006,1.97253
cod,2007,2.61574
cod,2008,2.40731
cod,2009,2.61253
cod,2010,1.0313
cod,2011,1.02867
cod,2012,0.99635
cod,2013,1.32321
cod,2014,1.24427
cod,2015,1.01491
cod,2016,1.10833
cod,2017,0.81433
cod,2018,0.60602
cod,2019,2.05867
cod,2020,0.56937
cog,1970,3.29126
cog,1971,2.71472
cog,1972,1.87864
cog,1973,2.29559
cog,1974,3.21627
cog,1975,3.94416
cog,1976,3.25431
cog,1977,4.64447
cog,1978,2.47932
cog,1979,6.72861
cog,1980,4.57593
cog,1981,10.76668
cog,1982,10.92985
cog,1983,16.37139
cog,1984,16.55593
cog,1985,19.03337
cog,1986,16.67637
cog,1987,16.96184
cog,1988,20.17329
cog,1989,14.84244
cog,1990,19.94479
cog,1991,12.1226
cog,1992,5.85483
cog,1993,5.88606
cog,1994,35.18828
cog,1995,12.03366
cog,1996,23.73792
cog,1997,7.03353
cog,1998,1.22409
cog,1999,0.07423
cog,2000,0.59897
cog,2001,4.16939
cog,2002,0.6969
cog,2003,2.19319
cog,2004,6.27171
cog,2005,1.97072
cog,2006,1.17936
cog,2007,1.39914
cog,2008,1.61444
cog,2009,1.98392
cog,2010,1.06675
cog,2011,0.96178
cog,2012,1.07214
cog,2013,2.6435
cog,2014,2.72694
cog,2015,3.545
cog,2016,3.75381
cog,2017,4.40227
cog,2018,4.12416
cog,2019,5.51453
cog,2020,8.53399
col,1970,2.04517
col,1971,1.96232
col,1972,1.99257
col,1973,2.19465
col,1974,2.55339
col,1975,1.97745
col,1976,1.91044
col,1977,1.73783
col,1978,1.77151
col,1979,2.37052
col,1980,1.65991
col,1981,1.94112
col,1982,2.36871
col,1983,2.49936
col,1984,3.04035
col,1985,4.28371
col,1986,5.52345
col,1987,6.9058
col,1988,7.47235
col,1989,7.87947
col,1990,6.84252
col,1991,6.61267
col,1992,6.15337
col,1993,4.36038
col,1994,4.1359
col,1995,3.50493
col,1996,3.03546
col,1997,2.63261
col,1998,3.0156
col,1999,5.65557
col,2000,3.59891
col,2001,4.62879
col,2002,5.13701
col,2003,6.07795
col,2004,3.30505
col,2005,4.71946
col,2006,3.25221
col,2007,2.40415
col,2008,1.84361
col,2009,1.6801
col,2010,1.60813
col,2011,1.38238
col,2012,1.41522
col,2013,1.16349
col,2014,1.4414
col,2015,1.6785
col,2016,2.09398
col,2017,3.32449
col,2018,3.17424
col,2019,2.68176
col,2020,2.65603
com,1980,0.14277
com,1981,0.25252
com,1982,0.3677
com,1983,0.73588
com,1984,1.35332
com,1985,0.96234
com,1986,0.67429
com,1987,0.33566
com,1988,0.15075
com,1989,0.27104
com,1990,0.22366
com,1991,1.91835
com,1992,1.22832
com,1993,0.4652
com,1994,0.85574
com,1995,0.2158
com,1996,0.34241
com,1997,0.60805
com,1998,0.55996
com,1999,0.75965
com,2000,0.57146
com,2001,0.51905
com,2002,0.9932
com,2003,0.47328
com,2004,0.47683
com,2005,0.5902
com,2006,0.50066
com,2007,3.25513
com,2008,1.34706
com,2009,1.11409
com,2010,0.4691
com,2011,0.38411
com,2012,0.76683
com,2013,0.05144
com,2014,0.06744
com,2015,0.73277
com,2016,0.4505
com,2017,0.18548
com,2018,0.24936
com,2019,0.03928
com,2020,0.4181
cpv,1981,0.2191
cpv,1982,1.06973
cpv,1983,2.24491
cpv,1984,4.11019
cpv,1985,3.53188
cpv,1986,2.49521
cpv,1987,3.31222
cpv,1988,2.9429
cpv,1989,2.38556
cpv,1990,1.81818
cpv,1991,2.44077
cpv,1992,2.9235
cpv,1993,1.32704
cpv,1994,2.25827
cpv,1995,1.85532
cpv,1996,1.56243
cpv,1997,2.99289
cpv,1998,3.77689
cpv,1999,3.39712
cpv,2000,3.07071
cpv,2001,2.45792
cpv,2002,3.77512
cpv,2003,2.3779
cpv,2004,2.64738
cpv,2005,3.79763
cpv,2006,2.96169
cpv,2007,1.96975
cpv,2008,1.75086
cpv,2009,1.87656
cpv,2010,2.056
cpv,2011,1.95543
cpv,2012,1.98416
cpv,2013,2.08466
cpv,2014,2.39025
cpv,2015,2.69939
cpv,2016,2.72534
cpv,2017,2.96933
cpv,2018,2.91556
cpv,2019,3.16275
cpv,2020,3.55469
cri,1970,3.15671
cri,1971,3.0332
cri,1972,3.14753
cri,1973,3.22054
cri,1974,3.50912
cri,1975,3.73594
cri,1976,3.30596
cri,1977,3.2884
cri,1978,7.41978
cri,1979,6.95654
cri,1980,4.80448
cri,1981,9.15668
cri,1982,6.91477
cri,1983,22.37099
cri,1984,10.26816
cri,1985,13.07487
cri,1986,9.83924
cri,1987,4.80127
cri,1988,6.69082
cri,1989,5.88985
cri,1990,8.14645
cri,1991,5.02165
cri,1992,5.79491
cri,1993,4.8466
cri,1994,3.87138
cri,1995,4.77305
cri,1996,4.52369
cri,1997,4.0999
cri,1998,3.58377
cri,1999,3.55604
cri,2000,3.94825
cri,2001,4.10559
cri,2002,3.82897
cri,2003,4.48195
cri,2004,3.4314
cri,2005,2.43938
cri,2006,1.68329
cri,2007,1.45675
cri,2008,3.62404
cri,2009,2.66237
cri,2010,1.52137
cri,2011,2.03533
cri,2012,2.06417
cri,2013,2.80861
cri,2014,2.29198
cri,2015,2.11238
cri,2016,1.85252
cri,2017,1.95748
cri,2018,2.68318
cri,2019,2.90214
cri,2020,2.80601
dji,1991,2.15691
dji,1992,2.01914
dji,1993,1.73947
dji,1994,2.10976
dji,1995,2.1637
dji,1996,2.26095
dji,1997,1.27754
dji,1998,0.90856
dji,1999,1.50228
dji,2000,1.86617
dji,2001,1.39119
dji,2002,1.63997
dji,2003,2.186
dji,2004,2.57172
dji,2005,2.02543
dji,2006,2.7592
dji,2007,2.75019
dji,2008,2.49587
dji,2009,2.6376
dji,2010,2.67183
dji,2011,2.87953
dji,2012,2.84024
dji,2013,1.9944
dji,2014,1.63995
dji,2015,1.77527
dji,2016,2.23242
dji,2017,2.31455
dji,2018,2.07047
dji,2019,1.97703
dji,2020,1.62458
dma,1981,0.73558
dma,1982,1.02285
dma,1983,0.54888
dma,1984,1.23384
dma,1985,1.59068
dma,1986,2.09723
dma,1987,2.17315
dma,1988,2.21048
dma,1989,2.42505
dma,1990,2.28568
dma,1991,2.32298
dma,1992,2.23479
dma,1993,2.76316
dma,1994,2.67097
dma,1995,2.20712
dma,1996,1.93171
dma,1997,3.31417
dma,1998,3.23969
dma,1999,3.2778
dma,2000,3.3699
dma,2001,5.32389
dma,2002,3.99436
dma,2003,4.56769
dma,2004,4.75501
dma,2005,4.59102
dma,2006,4.60154
dma,2007,4.12054
dma,2008,4.17629
dma,2009,4.29515
dma,2010,3.14522
dma,2011,3.00793
dma,2012,3.52498
dma,2013,3.53122
dma,2014,3.37426
dma,2015,4.07312
dma,2016,4.53098
dma,2017,5.40725
dma,2018,4.89945
dma,2019,4.16545
dma,2020,4.99876
dom,1970,0.89155
dom,1971,1.20363
dom,1972,0.93878
dom,1973,1.38309
dom,1974,1.25572
dom,1975,1.47338
dom,1976,1.52017
dom,1977,1.63811
dom,1978,1.94
dom,1979,4.5219
dom,1980,2.46826
dom,1981,3.35407
dom,1982,3.38202
dom,1983,2.71619
dom,1984,1.69998
dom,1985,4.37501
dom,1986,4.7345
dom,1987,3.36898
dom,1988,4.85106
dom,1989,2.95906
