geo,time,nv_ind_manf_kn
cmr,2005,1693985695800
cmr,2006,1819898908600
cmr,2007,1929977367300
cmr,2008,1881626989500
cmr,2009,1981315794600
cmr,2010,2013423288600
cmr,2011,2231867280000
cmr,2012,2386666418200
cmr,2013,2482327976200
cmr,2014,2542295818800
cmr,2015,2650643053900
cmr,2016,2773645000000
cmr,2017,2858711000000
cmr,2018,2960211995200
cmr,2019,2994948149000
cmr,2020,3060574865000
cod,1968,3187606770000
cod,1969,3527690750100
cod,1970,3254832241700
cod,1971,3439566221400
cod,1972,3603370025300
cod,1973,3922570198700
cod,1974,4246007475100
cod,1975,3868079323500
cod,1976,3561268966700
cod,1977,3485886453600
cod,1978,3044648234900
cod,1979,2868430914600
cod,1980,2969278705100
cod,1981,3015288779700
cod,1982,2969326722900
cod,1983,3055024809400
cod,1984,3299035777200
cod,1985,3490213821700
cod,1986,3639302554400
cod,1987,3726523813600
cod,1988,3643174063000
cod,1989,3494408883300
cod,1990,2982694823900
cod,1991,2341899566000
cod,1992,1696494088600
cod,1993,1489042353800
cod,1994,1378401517800
cod,1995,1535142796500
cod,1996,1492158767700
cod,1997,1166868171000
cod,1998,998839114000
cod,1999,1164646474100
cod,2000,1037700000000
cod,2001,891000000000
cod,2002,929400000000
cod,2003,887900000000
cod,2004,926200000000
cod,2005,930091000000
cod,2006,885540032200
cod,2007,948900000000
cod,2008,963912135700
cod,2009,868749829300
cod,2010,839948160100
cod,2011,854944594600
cod,2012,899584788200
cod,2013,990025693200
cod,2014,1088390374600
cod,2015,1237851676300
cod,2016,1344870428800
cod,2017,1378148655200
cod,2018,1366482511800
cod,2019,1450008958300
cod,2020,1345496957500
cog,1978,65584815617.2196
cog,1979,65584815617.2196
cog,1980,76220092995.68918
cog,1981,91325043606.18919
cog,1982,97319386696.8176
cog,1983,127996103447.233
cog,1984,135753442965.68201
cog,1985,148799877875.09799
cog,1986,139632148051.86801
cog,1987,140629953637.814
cog,1988,149755405825.32401
cog,1989,151620730404.78
cog,1990,161060554054.05399
cog,1991,166858734000
cog,1992,158515797300
cog,1993,155662512800
cog,1994,128421573300
cog,1995,135483327700
cog,1996,136702677700
cog,1997,111070925700
cog,1998,113332550700
cog,1999,106360743200
cog,2000,120440879700
cog,2001,148905040500
cog,2002,174229027000
cog,2003,191702577700
cog,2004,207909929100
cog,2005,224877000000
cog,2006,250167000000
cog,2007,257119659906.40799
cog,2008,261790324919.76801
cog,2009,283900748382.01898
cog,2010,309216362356.96399
cog,2011,326624980915.90802
cog,2012,305668868004.09399
cog,2013,360129299962.90601
cog,2014,353455786875.664
cog,2015,292693683123.328
cog,2016,307376630129.651
cog,2017,285807048201.63293
cog,2018,244273462954.35901
cog,2019,225599381240.04199
col,1965,18564523915891.5
col,1966,19163537116473
col,1967,20417556595984.19922
col,1968,21732454455981
col,1969,23248777081041.69531
col,1970,24720756194390.60156
col,1971,26829703548006.5
col,1972,29704891752303.69531
col,1973,32238860391903.19922
col,1974,34924649190244.89453
col,1975,35356810533199
col,1976,36906578688279.60156
col,1977,37438325036349.20312
col,1978,41171447454528.29688
col,1979,43691135980186.70312
col,1980,44220251780951.39844
col,1981,43049282437781.89844
col,1982,42429224858760.79688
col,1983,42914372940285.79688
col,1984,45484041864738
col,1985,46827499952617
col,1986,49612497963602.09375
col,1987,52697002574877.89844
col,1988,53695858965810.09375
col,1989,56711969347157.50781
col,1990,59108397941956
col,1991,59251839943800
col,1992,58020466707000
col,1993,57291846080200
col,1994,58336922699500
col,1995,61784732050600
col,1996,60642241821000
col,1997,60896132378700
col,1998,60720739496000
col,1999,55638095677700
col,2000,62120916142400
col,2001,63929998040100
col,2002,65297252653800
col,2003,68494475545900
col,2004,73936181041100
col,2005,77252000000000
col,2006,82885000000000
col,2007,89320000000000
col,2008,89639000000000
col,2009,86354000000000
col,2010,87980000000000
col,2011,92896000000000
col,2012,93667000000000
col,2013,95081000000000
col,2014,97829000000000
col,2015,99789000000000
col,2016,103006000000000
col,2017,101135000000000
col,2018,102627000000000
col,2019,103810000000000
col,2020,95820058583954.40625
cpv,1991,2734201700
cpv,1992,3176110800
cpv,1993,3353393500
cpv,1994,4068366000
cpv,1995,4540871400
cpv,1996,5215322600
cpv,1997,5231315600
cpv,1998,6019332400
cpv,1999,5755702900
cpv,2000,6133722400
cpv,2001,4929011900
cpv,2002,5510580600
cpv,2003,5324761700
cpv,2004,5313797200
cpv,2005,5641706000
cpv,2006,5509247100
cpv,2007,5540526800
cpv,2008,6216171600
cpv,2009,6153094700
cpv,2010,6787653800
cpv,2011,7120719100
cpv,2012,7409896300
cpv,2013,7541812800
cpv,2014,8125930500
cpv,2015,8347977800
cpv,2016,7726569500
cpv,2017,8291820100
cpv,2018,9488320700
cpv,2019,9810580300
cpv,2020,9075104000
cri,1960,340370795616.16498
cri,1961,322648944712.03003
cri,1962,347443641941.13202
cri,1963,393933699245.698
cri,1964,438754882698.30603
cri,1965,527682017952.68097
cri,1966,580847570665.08203
cri,1967,618993258709.854
cri,1968,702834302224.92493
cri,1969,752582637049.98303
cri,1970,823549510849.94495
cri,1971,890304464928.29504
cri,1972,984079281371.69409
cri,1973,1084609063406.34998
cri,1974,1222569301834.93994
cri,1975,1261271281163.69995
cri,1976,1334463320099.61011
cri,1977,1504370572265.69995
cri,1978,1627708296943.80005
cri,1979,1671099017094.72998
cri,1980,1684450007910.3999
cri,1981,1676026168467.17993
cri,1982,1484979847509.61011
cri,1983,1511681829140.94995
cri,1984,1668873851958.78003
cri,1985,1702410269364.80005
cri,1986,1826701636244.03003
cri,1987,1927151948095.26001
cri,1988,1969589026045.07007
cri,1989,2036582390673.6897
cri,1990,2089509532835.81006
cri,1991,2133377074106.52002
cri,1992,2345115355744.50977
cri,1993,2465093952825.14014
cri,1994,2510649138220.0498
cri,1995,2598498835437.08008
cri,1996,2584718156633.52002
cri,1997,2779023439385.12939
cri,1998,2943085409848.95996
cri,1999,3006180455846.5
cri,2000,3102134014480.33008
cri,2001,3084578248651.77002
cri,2002,3191537801754.56982
cri,2003,3235287233284.60938
cri,2004,3365365830450.91016
cri,2005,3486251396944.43018
cri,2006,3627451955580.20947
cri,2007,3730231473495.87988
cri,2008,3644923783995.97998
cri,2009,3353786095896.7002
cri,2010,3582991451550.99023
cri,2011,3717705502441.25977
cri,2012,3870152873821.31982
cri,2013,3867639789225.12012
cri,2014,3877064945924.76953
cri,2015,3718480584844.75977
cri,2016,3876519184355.02979
cri,2017,4029884150181.22949
cri,2018,4199324869411.27051
cri,2019,4253937767857.41992
cri,2020,4423817969206.40918
cub,1970,2448679507.2382
cub,1971,2659141208.50848
cub,1972,2787393227.36415
cub,1973,2882619404.90885
cub,1974,2909860686.19427
cub,1975,3188602141.05602
cub,1976,3362254908.63921
cub,1977,3652474088.17968
cub,1978,3889958787.90438
cub,1979,3926517586.88817
cub,1980,3764507263.6662
cub,1981,4489261385.85501
cub,1982,4864451090.09677
cub,1983,5118900097.01016
cub,1984,5500433394.13829
cub,1985,5886425043.33538
cub,1986,5553724046.64678
cub,1987,5350704502.83823
cub,1988,5637783217.77726
cub,1989,5573683729.9084
cub,1990,5292421946.8978
cub,1991,4790005700
cub,1992,3999370200
cub,1993,3539839000
cub,1994,3810151400
cub,1995,4054915300
cub,1996,4374500000
cub,1997,4644700000
cub,1998,4267200000
cub,1999,4574100000
cub,2000,4809500000
cub,2001,4780600000
cub,2002,4787800000
cub,2003,4692900000
cub,2004,4809300000
cub,2005,5266257500
cub,2006,5511700000
cub,2007,6043400000
cub,2008,6358900000
cub,2009,6417000000
cub,2010,6487000000
cub,2011,6743000000
cub,2012,6891000000
cub,2013,7033000000
cub,2014,6779000000
cub,2015,7205000000
cub,2016,6830000000
cub,2017,6757000000
cub,2018,6695000000
cub,2019,6286000000
cub,2020,5370400000
cym,2006,30436600
cym,2007,32022500
cym,2008,35377400
cym,2009,32506200
cym,2010,29584100
cym,2011,29371000
cym,2012,30532200
cym,2013,31301800
cym,2014,31953100
cym,2015,32607700
cym,2016,35240900
cym,2017,36116600
cym,2018,38829200
cym,2019,40500000
cym,2020,39100000
cyp,1975,349949551.60384
cyp,1976,456060861.74092
cyp,1977,526923050.32214
cyp,1978,572347393.57779
cyp,1979,624312935.86018
cyp,1980,674098043.64633
cyp,1981,716978633.70802
cyp,1982,759859328.23167
cyp,1983,774395105.53804
cyp,1984,824180213.3242
cyp,1985,842713436.46333
cyp,1986,845257085.19534
cyp,1987,913211992.96093
cyp,1988,975352652.48115
cyp,1989,1001153712.04249
cyp,1990,1041490548.91021
cyp,1991,1049848700
cyp,1992,1077466600
cyp,1993,1012782300
cyp,1994,1042944000
cyp,1995,1066873000
cyp,1996,1043618000
cyp,1997,1056019000
cyp,1998,1065338000
cyp,1999,1067056000
cyp,2000,1040617000
cyp,2001,1016034000
cyp,2002,1037701000
cyp,2003,1065960000
cyp,2004,1067769000
cyp,2005,1058596000
cyp,2006,1029891000
cyp,2007,1044710000
cyp,2008,1081674000
cyp,2009,1007390000
cyp,2010,981243000
cyp,2011,892618000
cyp,2012,814818000
cyp,2013,680270000
cyp,2014,685787000
cyp,2015,739919000
cyp,2016,846993000
cyp,2017,968534000
cyp,2018,1130395000
cyp,2019,1219390000
cyp,2020,1153183000
cze,1993,306509722000
cze,1994,336275994000
cze,1995,389873000000
cze,1996,426399000000
cze,1997,439769000000
cze,1998,444602000000
cze,1999,470347000000
cze,2000,514850000000
cze,2001,536317000000
cze,2002,557356000000
cze,2003,558907000000
cze,2004,607129000000
cze,2005,694838000000
cze,2006,837987000000
cze,2007,892545000000
cze,2008,965413000000
cze,2009,845085000000
cze,2010,943516000000
cze,2011,1047818000000
cze,2012,1005598000000
cze,2013,992971000000
cze,2014,1028474000000
cze,2015,1106468000000
cze,2016,1157070000000
cze,2017,1257336000000
cze,2018,1281055000000
cze,2019,1341046000000
cze,2020,1235711000000
deu,1991,477956020000
deu,1992,463423990000
deu,1993,428756470000
deu,1994,441194910000
deu,1995,439286040000
deu,1996,427524950000
deu,1997,444335300000
deu,1998,449015110000
deu,1999,453756490000
deu,2000,486391980000
deu,2001,493165390000
deu,2002,481157990000
deu,2003,486084100000
deu,2004,503818100000
deu,2005,512377220000
deu,2006,556465930000
deu,2007,579988110000
deu,2008,567857560000
deu,2009,458189990000
deu,2010,545690060000
deu,2011,591133440000
deu,2012,580542300000
deu,2013,580172840000
deu,2014,609175330000
deu,2015,615764000000
deu,2016,639840370000
deu,2017,662993100000
deu,2018,670813300000
deu,2019,659175360000
deu,2020,593103880000
dji,2013,7249000000
dji,2014,10860000000
dji,2015,11327730500
dji,2016,12189622100
dji,2017,13992865300
dji,2018,15347790600
dma,1977,12860032
dma,1978,17751834
dma,1979,14716977
dma,1980,18818884
dma,1981,22158612
dma,1982,25539914
dma,1983,26038794
dma,1984,24375859
dma,1985,27563151
dma,1986,28741064
dma,1987,30445573
dma,1988,33535861
dma,1989,35559098
dma,1990,36630000
dma,1991,38100000
dma,1992,41020000
dma,1993,41630000
dma,1994,37620000
dma,1995,38480000
dma,1996,40800000
dma,1997,41820000
dma,1998,48860000
dma,1999,40410000
dma,2000,43400000
dma,2001,40870000
dma,2002,36260000
dma,2003,39700000
dma,2004,42490000
dma,2005,41400000
dma,2006,43620000
dma,2007,41860000
dma,2008,36750000
dma,2009,35780000
dma,2010,35260000
dma,2011,33190000
dma,2012,35050000
dma,2013,36200000
dma,2014,33740000
dma,2015,30530000
dma,2016,24250000
dma,2017,19680000
dma,2018,17400000
dma,2019,22400000
dma,2020,23430000
dnk,1966,99738928100
dnk,1967,103694693900
dnk,1968,113829100700
dnk,1969,122224900900
dnk,1970,128184804000
dnk,1971,131849396000
dnk,1972,141101061000
dnk,1973,144283946000
dnk,1974,146073017000
dnk,1975,142738835000
dnk,1976,147777146000
dnk,1977,150982570000
dnk,1978,149779811000
dnk,1979,159060944000
dnk,1980,164297850000
dnk,1981,160959545000
dnk,1982,163513359000
dnk,1983,176283543000
dnk,1984,183171195000
dnk,1985,189645107000
dnk,1986,192905909000
dnk,1987,184694141000
dnk,1988,182742234000
dnk,1989,189498095000
dnk,1990,186281621000
dnk,1991,184572129000
dnk,1992,183871606000
dnk,1993,179158670000
dnk,1994,199005821000
dnk,1995,210388807000
dnk,1996,202808228000
dnk,1997,220941167000
dnk,1998,225232787000
dnk,1999,228226975000
dnk,2000,236506344000
dnk,2001,240291598000
dnk,2002,234457307000
dnk,2003,227590974000
dnk,2004,231498552000
dnk,2005,227472798000
dnk,2006,239671032000
dnk,2007,242557673000
dnk,2008,241054537000
dnk,2009,212374971000
dnk,2010,220408976000
dnk,2011,234184553000
dnk,2012,243743346000
dnk,2013,250534368000
dnk,2014,253899132000
dnk,2015,252578320000
dnk,2016,267741846000
dnk,2017,292822763000
dnk,2018,301591165000
dnk,2019,323180109000
dnk,2020,322311444000
dom,1966,32596478742.8716
dom,1967,34892338273.1679
dom,1968,32226780996.5218
dom,1969,38359223036.4636
dom,1970,45453143696.9872
dom,1971,51338847613.9685
dom,1972,55537922744.9129
dom,1973,62935947364.34769
dom,1974,65926750552.2711
dom,1975,70730126719.1992
dom,1976,75500489991.5092
dom,1977,79792166291.85741
dom,1978,79660114713.3851
dom,1979,83324546015.9901
dom,1980,90026163623.4568
dom,1981,92667195192.90179
dom,1982,95671368603.14548
dom,1983,96711274783.6145
dom,1984,95440278340.81911
dom,1985,90471837700.8007
dom,1986,98741567802.62529
dom,1987,111319480652.10699
dom,1988,110593196970.50999
dom,1989,115726702083.619
dom,1990,110777788570.767
dom,1991,113679902600
dom,1992,125099531100
dom,1993,128545609700
dom,1994,132006818600
dom,1995,139536793300
dom,1996,147956788100
dom,1997,164450448800
dom,1998,177023093800
dom,1999,191364458900
dom,2000,200379887700
dom,2001,193741846200
dom,2002,202591969000
dom,2003,204412808700
dom,2004,216879093300
dom,2005,230801285700
dom,2006,232707179100
dom,2007,236690324800
dom,2008,248581699400
dom,2009,235710333500
dom,2010,256787864200
dom,2011,265865005200
dom,2012,267927919200
dom,2013,275947758600
dom,2014,290458208100
dom,2015,303112574400
dom,2016,312782351100
dom,2017,321120965300
dom,2018,341052007700
dom,2019,349740459400
dom,2020,341762009800
dza,1999,5990080242652.40039
dza,2000,6199784019136.5498
dza,2001,6130664185355.41992
dza,2002,6382859934683.9502
dza,2003,6856481694124.32031
dza,2004,7056729412917.28027
dza,2005,7426496697537.9502
dza,2006,7243659406993.50098
dza,2007,7200485291143.54004
dza,2008,7026421246775.86035
dza,2009,6556335190800.72949
dza,2010,6453733371798.21973
dza,2011,6290454869916.40918
dza,2012,6120592000000
dza,2013,5810807354000
dza,2014,5800939416764.95996
dza,2015,5846610624546.66016
dza,2016,6251173249758.54004
dza,2017,6187523097181.01953
dza,2018,5902697657081.33008
dza,2019,5697067978016.00977
dza,2020,5184061281160.58984
ecu,1960,735951341.7951
ecu,1961,764078839.52856
ecu,1962,823115675.43064
ecu,1963,885707085.22212
ecu,1964,1030362787.85131
ecu,1965,1193255000
ecu,1966,1222674000
ecu,1967,1284657000
ecu,1968,1303255000
ecu,1969,1417217000
ecu,1970,1644404000
ecu,1971,1683557000
ecu,1972,1723183000
ecu,1973,1793513000
ecu,1974,1983401000
ecu,1975,2487068000
ecu,1976,2714963000
ecu,1977,2589507000
ecu,1978,2995074000
ecu,1979,3058785000
ecu,1980,3018864000
ecu,1981,3491566000
ecu,1982,3501973000
ecu,1983,3606151000
ecu,1984,3618044000
ecu,1985,3740762000
ecu,1986,3797183000
ecu,1987,4005206000
ecu,1988,3943147000
ecu,1989,3940006000
ecu,1990,4338268000
ecu,1991,4424189000
ecu,1992,4510837000
ecu,1993,4710779000
ecu,1994,5013493000
ecu,1995,4847887000
ecu,1996,5186032000
ecu,1997,5046905000
ecu,1998,5346541000
ecu,1999,4906364000
ecu,2000,5752135000
ecu,2001,5883030000
ecu,2002,5987093000
ecu,2003,5975650000
ecu,2004,6238763000
ecu,2005,6521505000
ecu,2006,6789534000
ecu,2007,7003937000
ecu,2008,7642217000
ecu,2009,7583451000
ecu,2010,7765521000
ecu,2011,8261467000
ecu,2012,8599236000
ecu,2013,8784903000
ecu,2014,8803002000
ecu,2015,8731878000
ecu,2016,8655006000
ecu,2017,8963932000
ecu,2018,9016493000
ecu,2019,8944521000
ecu,2020,8262393000
egy,2002,346613753400
egy,2003,352575271300
egy,2004,360986382700
egy,2005,376961905700
egy,2006,398823772300
egy,2007,427796532100
egy,2008,462138658500
egy,2009,479343915500
egy,2010,503616257900
egy,2011,498832867600
egy,2012,502506361900
egy,2013,513899494000
egy,2014,538429809600
egy,2015,554888040900
egy,2016,559084826800
egy,2017,570589700000
egy,2018,597863100000
egy,2019,614533800000
egy,2020,622924527900
eri,1992,323720800
eri,1993,389508000
eri,1994,419794100
eri,1995,503632600
eri,1996,583860800
eri,1997,701194500
eri,1998,715836200
eri,1999,744317200
eri,2000,632800000
eri,2001,513460500
eri,2002,547557500
eri,2003,675922700
eri,2004,669905500
eri,2005,501426300
eri,2006,495008100
eri,2007,403146800
eri,2008,363032600
eri,2009,361552300
esp,1995,102576000000
esp,1996,105468000000
esp,1997,112155000000
esp,1998,118285000000
esp,1999,124542000000
esp,2000,130804000000
esp,2001,135273000000
esp,2002,135458000000
esp,2003,137469000000
esp,2004,138019000000
esp,2005,139886000000
esp,2006,143195000000
esp,2007,144641000000
esp,2008,140931000000
esp,2009,124808000000
esp,2010,124372000000
esp,2011,122379000000
esp,2012,115222000000
esp,2013,114047000000
esp,2014,116408000000
esp,2015,121772000000
esp,2016,124609000000
esp,2017,131670000000
esp,2018,130159000000
esp,2019,131006000000
esp,2020,115186000000
est,1995,969546000
est,1996,965237000
est,1997,1159895000
est,1998,1216565000
est,1999,1204839000
est,2000,1452263000
est,2001,1642802000
est,2002,1766068000
est,2003,1898371000
est,2004,1957732000
est,2005,2147777000
est,2006,2382750000
est,2007,2499333000
est,2008,2407450000
est,2009,1850382000
est,2010,2211795000
est,2011,2540549000
est,2012,2572848000
est,2013,2652471000
est,2014,2802182000
est,2015,2868983000
est,2016,2991237000
est,2017,3111536000
est,2018,3368444000
est,2019,3430300000
est,2020,3135230000
eth,1981,13493228454.0619
eth,1982,14316484286.9659
eth,1983,15454096389.9734
eth,1984,15463122478.7571
eth,1985,15000347221.3791
eth,1986,16461935239.4497
eth,1987,17703799379.3269
eth,1988,17665499609.6132
eth,1989,17364111108.5023
eth,1990,17413271575.8744
eth,1991,11332461400
eth,1992,9307736200
eth,1993,12074211900
eth,1994,13431689100
eth,1995,14625145200
eth,1996,15096935500
eth,1997,15544597200
eth,1998,15604267600
eth,1999,16962753900
eth,2000,18091964700
eth,2001,18780830500
eth,2002,19120619900
eth,2003,19351228900
eth,2004,20757164700
eth,2005,23462845400
eth,2006,25879642800
eth,2007,28449557200
eth,2008,31084510600
eth,2009,33765544800
eth,2010,36874571900
eth,2011,40281189800
eth,2012,45036171500
eth,2013,52662406300
eth,2014,61423868900
eth,2015,72616921900
eth,2016,89246654000
eth,2017,111250619000
eth,2018,118839403000
eth,2019,127986672000
eth,2020,137601520000
fin,1975,9725451000
fin,1976,9799193000
fin,1977,9682907000
fin,1978,10083762000
fin,1979,11225819000
fin,1980,12054000000
fin,1981,12430000000
fin,1982,12543000000
fin,1983,12893000000
fin,1984,13467000000
fin,1985,14051000000
fin,1986,14369000000
fin,1987,15227000000
fin,1988,15909000000
fin,1989,16618000000
fin,1990,16574000000
fin,1991,14568000000
fin,1992,14747000000
fin,1993,15550000000
fin,1994,17538000000
fin,1995,18785000000
fin,1996,19459000000
fin,1997,21400000000
fin,1998,23653000000
fin,1999,25880000000
fin,2000,29556000000
fin,2001,30625000000
fin,2002,31642000000
fin,2003,32552000000
fin,2004,34145000000
fin,2005,35448000000
fin,2006,39499000000
fin,2007,43484000000
fin,2008,42349000000
fin,2009,32518000000
fin,2010,34986000000
fin,2011,35004000000
fin,2012,30950000000
fin,2013,31204000000
fin,2014,30927000000
fin,2015,31041000000
fin,2016,32563000000
fin,2017,34983000000
fin,2018,33478000000
fin,2019,34534000000
fin,2020,34197000000
fji,1965,199925728.9551
fji,1966,166819838.11492
fji,1967,256678914.83969
fji,1968,267857485.48417
fji,1969,214973955.31096
fji,1970,245070292.94339
fji,1971,224002845.09276
fji,1972,233891607.21964
fji,1973,241630803.56311
fji,1974,250229642.0931
fji,1975,251519565.68998
fji,1976,273016949.71315
fji,1977,298383759.28914
fji,1978,319451322.21905
fji,1979,377064265.36943
fji,1980,347397978.9888
fji,1981,382223614.51913
fji,1982,371474980.04719
fji,1983,334069497.32309
fji,1984,391252619.38021
fji,1985,340948706.24221
fji,1986,406730666.82933
fji,1987,360726230.49596
fji,1988,357716677.28821
fji,1989,451941516.48019
fji,1990,498913194.12249
fji,1991,499082400
fji,1992,509137200
fji,1993,570608400
fji,1994,610827400
fji,1995,611741400
fji,1996,640954500
fji,1997,693503800
fji,1998,729215200
fji,1999,783429900
fji,2000,740687400
fji,2001,832463700
fji,2002,839124900
fji,2003,830613300
fji,2004,937192400
fji,2005,792496500
fji,2006,848101300
fji,2007,797130300
fji,2008,878515600
fji,2009,866554300
fji,2010,907691100
fji,2011,807119900
fji,2012,791641200
fji,2013,838213800
fji,2014,976666100
fji,2015,1034062300
fji,2016,1095758500
fji,2017,1111341500
fji,2018,1137087200
fji,2019,1111056800
fji,2020,1059948230.24505
fra,1960,51734576100
fra,1961,54786337700
fra,1962,58597946700
fra,1963,64371549700
fra,1964,68418226800
fra,1965,72603058000
fra,1966,77893121800
fra,1967,80602591200
fra,1968,85389526700
fra,1969,93238533800
fra,1970,101758722000
fra,1971,108855099000
fra,1972,110163439000
fra,1973,117044336000
fra,1974,126528510000
fra,1975,122065309000
fra,1976,129725643000
fra,1977,134651763000
fra,1978,136477665000
fra,1979,139308793000
fra,1980,139332506000
fra,1981,137999422000
fra,1982,137958182000
fra,1983,140423304000
fra,1984,140451141000
fra,1985,142226524000
fra,1986,141528537000
fra,1987,141808969000
fra,1988,148034150000
fra,1989,154534609000
fra,1990,160120570000
fra,1991,160222639000
fra,1992,161443343000
fra,1993,158002895000
fra,1994,163218726000
fra,1995,170137771000
fra,1996,172103889000
fra,1997,179453892000
fra,1998,188922601000
fra,1999,196034443000
fra,2000,206118659000
fra,2001,208450782000
fra,2002,208110552000
fra,2003,212683039000
fra,2004,217876189000
fra,2005,221512528000
fra,2006,227375828000
fra,2007,231946253000
fra,2008,224413763000
fra,2009,211311809000
fra,2010,216299789000
fra,2011,225041643000
fra,2012,224489026000
fra,2013,224231276000
fra,2014,227856274000
fra,2015,229377000000
fra,2016,231342087000
fra,2017,236521834000
fra,2018,240448915000
fra,2019,245411120000
fra,2020,218581393000
fsm,1995,3414700
fsm,1996,2781000
fsm,1997,3121700
fsm,1998,3472100
fsm,1999,3243600
fsm,2000,3771700
fsm,2001,4506900
fsm,2002,4290800
fsm,2003,4009900
fsm,2004,3292500
fsm,2005,1285100
fsm,2006,844600
fsm,2007,860900
fsm,2008,894700
fsm,2009,910100
fsm,2010,962200
fsm,2011,992500
fsm,2012,912400
fsm,2013,790800
fsm,2014,796900
fsm,2015,903300
fsm,2016,1280100
fsm,2017,1338800
fsm,2018,1352600
fsm,2019,1518800
fsm,2020,1442800
gab,1980,55718537000
gab,1981,54742338700
gab,1982,60975001700
gab,1983,60299172100
gab,1984,68934797100
gab,1985,92513799200
gab,1986,85980763100
gab,1987,66006192800
gab,1988,63828514100
gab,1989,64279068300
gab,1990,64879807200
gab,1991,70646901200
gab,1992,67057485900
gab,1993,66306562200
gab,1994,63002498000
gab,1995,63828514100
gab,1996,71187566300
gab,1997,80048465900
gab,1998,91762875500
gab,1999,82977068300
gab,2000,81925775100
gab,2001,93490000000
gab,2002,95966000000
gab,2003,93793000000
gab,2004,100035000000
gab,2005,475323985100
gab,2006,407078309300
gab,2007,486383294000
gab,2008,512261586100
gab,2009,499322834900
gab,2010,566394635200
gab,2011,581834657100
gab,2012,622424774800
gab,2013,641565263400
gab,2014,690350058400
gab,2015,679272101000
gab,2016,712945235200
gab,2017,693388877400
gab,2018,772565332400
gab,2019,781167212900
gab,2020,741249388200
gbm,2012,152641000
gbm,2013,141600000
gbm,2014,123587000
gbm,2015,124274000
gbm,2016,119542000
gbm,2017,108042000
gbm,2018,114628000
gbm,2019,114016000
gbr,1990,122608332000
gbr,1991,116647265000
gbr,1992,116513683000
gbr,1993,118135115000
gbr,1994,123911629000
gbr,1995,125823951000
gbr,1996,126784820000
gbr,1997,129260021000
gbr,1998,133488808000
gbr,1999,140062116000
gbr,2000,146123282000
gbr,2001,149252834000
gbr,2002,155387026000
gbr,2003,159613891000
gbr,2004,162280304000
gbr,2005,165168678000
gbr,2006,175063713000
gbr,2007,175653687000
gbr,2008,175169409000
gbr,2009,161634600000
gbr,2010,162845295000
gbr,2011,160645865000
gbr,2012,164178021000
gbr,2013,170458265000
gbr,2014,176546335000
gbr,2015,178298000000
gbr,2016,177119974000
gbr,2017,179552896000
gbr,2018,186642192000
gbr,2019,192426626000
gbr,2020,174742783000
geo,2003,1566944800
geo,2004,1684432600
geo,2005,1912567900
geo,2006,2219308400
geo,2007,2570811900
geo,2008,2514768100
geo,2009,2345796800
geo,2010,2393200000
geo,2011,2766100000
geo,2012,3080500000
geo,2013,3334100000
geo,2014,3442400000
geo,2015,3008300000
geo,2016,3119200000
geo,2017,3173886000
geo,2018,3305149000
geo,2019,3349142900
geo,2020,3111443900
gha,2006,11247129700
gha,2007,11110380400
gha,2008,11521517200
gha,2009,11371084300
gha,2010,12235336200
gha,2011,14315343300
gha,2012,14595034000
gha,2013,14425143300
gha,2014,14054737800
gha,2015,14569082400
gha,2016,15722818800
gha,2017,17219028100
gha,2018,17932727500
gha,2019,19066332700
gha,2020,19331470500
gin,2006,4585706065800
gin,2007,4344067459300
gin,2008,4515357662100
gin,2009,4128005562800
gin,2010,4172868000000
gin,2011,4121219000000
gin,2012,4735102375200
gin,2013,4719296844900
gin,2014,4994613098900
gin,2015,5571515575000
gin,2016,5990474087800
gin,2017,6320063313000
gin,2018,6873528113500
gin,2019,7201870566600
gin,2020,7373521279200
gmb,1967,476221825.13528
gmb,1968,519253861.9808
gmb,1969,533597719.91807
gmb,1970,568023580.91133
gmb,1971,568023580.91133
gmb,1972,568023580.91133
gmb,1973,619662025.12594
gmb,1974,656956379.88644
gmb,1975,737283003.0093
gmb,1976,771708632.48571
gmb,1977,791790404.02485
gmb,1978,831953484.06942
gmb,1979,831953484.06942
gmb,1980,854903980.89265
gmb,1981,877854477.71587
gmb,1982,958181100.83873
gmb,1983,1067195671.35298
gmb,1984,1285224812.38148
gmb,1985,1414321154.43487
gmb,1986,1365551435.50434
gmb,1987,1399977064.98075
gmb,1988,1587875908.6445
gmb,1989,1691087740.83898
gmb,1990,1722845138.62311
gmb,1991,1759895700
gmb,1992,1754602800
gmb,1993,1770481400
gmb,1994,1796946000
gmb,1995,1841564900
gmb,1996,1848098800
gmb,1997,1875820100
gmb,1998,1903957500
gmb,1999,1932517000
gmb,2000,1971167100
gmb,2001,2003926500
gmb,2002,2097611400
gmb,2003,2132461600
gmb,2004,2253501900
gmb,2005,2648704200
gmb,2006,2757778100
gmb,2007,2865089600
gmb,2008,2627868400
gmb,2009,2515788900
gmb,2010,2526283800
gmb,2011,2625269600
gmb,2012,2690001500
gmb,2013,2775502600
gmb,2014,2865917800
gmb,2015,2941519700
gmb,2016,2734259500
gmb,2017,2519157800
gmb,2018,2488810500
gmb,2019,2359971000
gmb,2020,1859919500
gnb,2005,39714000000
gnb,2006,41716000000
gnb,2007,36803000000
gnb,2008,40938000000
gnb,2009,42155000000
gnb,2010,42948000000
gnb,2011,44465000000
gnb,2012,46749000000
gnb,2013,47429000000
