geo,time,eg_egy_prim_pp_kd
uzb,2013,10.15
uzb,2014,8.83
uzb,2015,7.86
uzb,2016,7.82
uzb,2017,7.88
uzb,2018,9.05
uzb,2019,8.37
vct,2000,2.43
vct,2001,2.82
vct,2002,2.85
vct,2003,2.79
vct,2004,2.94
vct,2005,2.88
vct,2006,2.65
vct,2007,2.76
vct,2008,2.53
vct,2009,3.27
vct,2010,2.71
vct,2011,2.68
vct,2012,2.76
vct,2013,2.58
vct,2014,2.95
vct,2015,2.72
vct,2016,2.74
vct,2017,2.41
vct,2018,2.67
vct,2019,2.48
ven,2000,6.08213
ven,2001,6.08746
ven,2002,7.24908
ven,2003,7.22681
ven,2004,6.50862
ven,2005,5.88795
ven,2006,5.96323
ven,2007,5.07735
ven,2008,5.39373
ven,2009,5.58382
ven,2010,6.30963
ven,2011,5.62295
ven,2012,5.788
ven,2013,5.37526
ven,2014,5.47351
ven,2015,4.72396
vnm,2000,5.1
vnm,2001,5.12
vnm,2002,5.25
vnm,2003,5.16
vnm,2004,5.33
vnm,2005,5.25
vnm,2006,5.03
vnm,2007,5.05
vnm,2008,5.11
vnm,2009,5.29
vnm,2010,5.48
vnm,2011,5.17
vnm,2012,4.97
vnm,2013,4.85
vnm,2014,5.12
vnm,2015,5.13
vnm,2016,4.53
vnm,2017,4.38
vnm,2018,4.74
vnm,2019,4.92
vut,2000,3.66
vut,2001,3.88
vut,2002,3.82
vut,2003,3.78
vut,2004,3.03
vut,2005,2.88
vut,2006,2.48
vut,2007,3.53
vut,2008,3.33
vut,2009,3.71
vut,2010,3.7
vut,2011,3.71
vut,2012,3.45
vut,2013,3.36
vut,2014,4.03
vut,2015,3.61
vut,2016,3.71
vut,2017,3.33
vut,2018,3.8
vut,2019,3.53
wsm,2000,5.31
wsm,2001,4.67
wsm,2002,4.48
wsm,2003,4.48
wsm,2004,4.19
wsm,2005,4.12
wsm,2006,3.8
wsm,2007,3.6
wsm,2008,3.31
wsm,2009,3.56
wsm,2010,3.75
wsm,2011,3.59
wsm,2012,3.86
wsm,2013,3.94
wsm,2014,4.11
wsm,2015,4.31
wsm,2016,4.11
wsm,2017,4.17
wsm,2018,4.23
wsm,2019,4.44
yem,2000,2.82313
yem,2001,3.01648
yem,2002,2.8114
yem,2003,3.01083
yem,2004,3.16073
yem,2005,3.1883
yem,2006,3.30847
yem,2007,3.13325
yem,2008,3.17668
yem,2009,3.38021
yem,2010,3.16545
yem,2011,3.16118
yem,2012,2.79035
yem,2013,3.69356
yem,2014,3.21141
yem,2015,2.05036
zaf,2000,10.07
zaf,2001,9.48
zaf,2002,8.67
zaf,2003,9.48
zaf,2004,9.88
zaf,2005,9.03
zaf,2006,8.72
zaf,2007,9.01
zaf,2008,9.47
zaf,2009,9.74
zaf,2010,8.83
zaf,2011,8.7
zaf,2012,8.14
zaf,2013,7.88
zaf,2014,8.2
zaf,2015,7.58
zaf,2016,7.91
zaf,2017,7.86
zaf,2018,7.73
zaf,2019,8.03
zmb,2000,12.77
zmb,2001,12.49
zmb,2002,12.29
zmb,2003,11.81
zmb,2004,11.29
zmb,2005,10.81
zmb,2006,10.18
zmb,2007,9.51
zmb,2008,9.06
zmb,2009,8.47
zmb,2010,7.89
zmb,2011,7.85
zmb,2012,7.65
zmb,2013,7.49
zmb,2014,7.45
zmb,2015,7.41
zmb,2016,7.33
zmb,2017,7.44
zmb,2018,7.35
zmb,2019,7.09
zwe,2000,9.39
zwe,2001,9.23
zwe,2002,9.96
zwe,2003,11.47
zwe,2004,11.9
zwe,2005,13.24
zwe,2006,14.09
zwe,2007,14.4
zwe,2008,16.34
zwe,2009,15
zwe,2010,12.71
zwe,2011,11.77
zwe,2012,10.42
zwe,2013,10.48
zwe,2014,10.4
zwe,2015,10.36
zwe,2016,10
zwe,2017,9.51
zwe,2018,9.83
zwe,2019,10.47
