geo,time,se_sec_enrl
irn,2009,7877610
irn,2010,7347083
irn,2011,7237005
irn,2012,7118357
irn,2013,5868528
irn,2014,5794537
irn,2015,5712478
irn,2016,5713648
irn,2017,5684238
irq,1971,313972
irq,1972,325115
irq,1973,364986
irq,1974,405006
irq,1975,479885
irq,1976,525255
irq,1977,593928
irq,1978,716822
irq,1979,845992
irq,1980,969987
irq,1981,1033418
irq,1982,1110655
irq,1983,1065588
irq,1984,1068224
irq,1985,1131521
irq,1986,1190833
irq,1987,1178761
irq,1988,1163694
irq,1989,1166859
irq,1993,1144938
irq,1996,1160421
irq,1999,1105028
irq,2000,1224253
irq,2001,1257106
irq,2003,1477616
irq,2004,1706234
irq,2007,2037509
isl,1971,23144
isl,1972,24105
isl,1975,25028
isl,1976,25853
isl,1977,26506
isl,1978,26251
isl,1979,26699
isl,1980,25457
isl,1981,26643
isl,1982,26769
isl,1983,26627
isl,1984,26803
isl,1985,27237
isl,1986,27559
isl,1987,28218
isl,1988,28037
isl,1989,28586
isl,1990,29059
isl,1991,29465
isl,1992,29985
isl,1993,30233
isl,1994,30163
isl,1995,30253
isl,1996,30463
isl,1998,33225
isl,1999,32480
isl,2000,32133
isl,2001,32186
isl,2002,33486
isl,2003,34587
isl,2004,32700
isl,2005,33323
isl,2006,33900
isl,2007,34434
isl,2008,35075
isl,2009,35075
isl,2010,35623
isl,2011,35217
isl,2012,36127
isl,2013,38238
isl,2014,37530
isl,2015,36818
isl,2016,35651
isl,2017,35161
isl,2018,35171
isl,2019,34585
isr,1973,276004
isr,1974,282145
isr,1975,285111
isr,1976,289282
isr,1977,294678
isr,1978,303575
isr,1979,312658
isr,1980,324725
isr,1981,334426
isr,1982,350994
isr,1983,369703
isr,1984,386892
isr,1985,404893
isr,1986,413395
isr,1987,431116
isr,1988,447393
isr,1989,462580
isr,1990,468620
isr,1991,488852
isr,1992,506892
isr,1993,515297
isr,1994,523338
isr,1995,533797
isr,1996,541737
isr,1999,629372
isr,2000,649597
isr,2001,657804
isr,2002,672920
isr,2003,671049
isr,2004,667835
isr,2005,673005
isr,2006,679666
isr,2007,684478
isr,2008,686777
isr,2009,693877
isr,2010,708340
isr,2011,719916
isr,2012,733102
isr,2013,751930
isr,2014,767729
isr,2015,784752
isr,2016,808672
isr,2017,819462
isr,2018,836774
isr,2019,847418
ita,1971,3823556
ita,1972,4019028
ita,1973,4241657
ita,1974,4442157
ita,1975,4582780
ita,1976,4875179
ita,1977,5067343
ita,1978,5208725
ita,1979,5270298
ita,1980,5297087
ita,1981,5307989
ita,1982,5300387
ita,1983,5319934
ita,1984,5324722
ita,1985,5338731
ita,1986,5361579
ita,1987,5362202
ita,1988,5338012
ita,1989,5284637
ita,1990,5245132
ita,1991,5117897
ita,1992,5010467
ita,1993,4892194
ita,1994,4938465
ita,1995,4825719
ita,1996,4708406
ita,1997,4602243
ita,1998,4490474
ita,1999,4450012
ita,2000,4404331
ita,2001,4473362
ita,2002,4515802
ita,2003,4528300
ita,2004,4505699
ita,2005,4507408
ita,2006,4531571
ita,2007,4553163
ita,2008,4575124
ita,2009,4575921
ita,2010,4626426
ita,2011,4630305
ita,2012,4572722
ita,2013,4594302
ita,2014,4596916
ita,2015,4606017
ita,2016,4589550
ita,2017,4601869
ita,2018,4630438
ita,2019,4640170
jam,1973,165614
jam,1974,158661
jam,1975,196605
jam,1976,216248
jam,1977,225741
jam,1979,239759
jam,1980,255231
jam,1981,248001
jam,1982,238063
jam,1983,242389
jam,1984,237758
jam,1985,243575
jam,1986,237713
jam,1987,236391
jam,1988,247499
jam,1989,241000
jam,1991,252070
jam,1993,235071
jam,1999,231177
jam,2000,228764
jam,2001,227703
jam,2002,228316
jam,2003,229701
jam,2004,245533
jam,2005,246332
jam,2007,257186
jam,2008,262608
jam,2009,266933
jam,2010,260371
jam,2011,260325
jam,2013,228935
jam,2014,223920
jam,2015,215200
jam,2016,216813
jam,2017,204080
jam,2018,200563
jam,2019,203115
jam,2020,193637
jor,1971,97612
jor,1972,102359
jor,1973,112592
jor,1974,125928
jor,1975,143326
jor,1976,164186
jor,1977,185700
jor,1978,209742
jor,1979,231088
jor,1980,248643
jor,1981,266368
jor,1982,281192
jor,1983,295989
jor,1984,311402
jor,1985,332430
jor,1986,335835
jor,1987,345122
jor,1988,357475
jor,1989,366788
jor,1990,384279
jor,1991,409124
jor,1992,438901
jor,1993,458450
jor,1994,484588
jor,1996,534491
jor,1999,579445
jor,2000,583535
jor,2002,606615
jor,2003,613120
jor,2004,615731
jor,2005,625682
jor,2006,649242
jor,2007,670836
jor,2008,700342
jor,2010,709712
jor,2011,719420
jor,2012,724356
jor,2013,731607
jor,2014,749134
jor,2017,763694
jor,2018,789822
jor,2019,832784
jor,2020,880227
jpn,1971,8719908
jpn,1972,8642922
jpn,1973,8643419
jpn,1974,8684531
jpn,1975,8731393
jpn,1976,8843511
jpn,1977,8993333
jpn,1978,9152766
jpn,1979,9281837
jpn,1980,9288159
jpn,1981,9557563
jpn,1982,9833282
jpn,1983,10071175
jpn,1984,10278607
jpn,1985,10613444
jpn,1986,11058133
jpn,1987,11250252
jpn,1988,11339836
jpn,1989,11310029
jpn,1990,11143930
jpn,1991,11025720
jpn,1992,10676866
jpn,1993,10255337
jpn,1994,10202510
jpn,1995,9878568
jpn,1996,9643000
jpn,1998,9174287
jpn,1999,8958699
jpn,2000,8782114
jpn,2001,8605812
jpn,2002,8394050
jpn,2003,8131217
jpn,2004,7894456
jpn,2005,7710439
jpn,2006,7561241
jpn,2007,7427059
jpn,2008,7355678
jpn,2009,7299966
jpn,2010,7296330
jpn,2011,7284867
jpn,2012,7288434
jpn,2013,7280759
jpn,2014,7227485
jpn,2015,7221135
jpn,2016,7157298
jpn,2017,7093113
jpn,2018,6995597
jpn,2019,6875056
kaz,1981,1996100
kaz,1986,2173900
kaz,1989,2202800
kaz,1990,2186700
kaz,1991,2144400
kaz,1992,2115400
kaz,1993,2064100
kaz,1994,2019700
kaz,1997,1921302
kaz,1998,1891946
kaz,1999,1966471
kaz,2000,1994493
kaz,2006,2102151
kaz,2010,1817975
kaz,2011,1763841
kaz,2012,1718429
kaz,2013,1658826
kaz,2014,1661586
kaz,2015,1679274
kaz,2016,1713090
kaz,2017,1768145
kaz,2018,1842919
kaz,2019,1928070
kaz,2020,2024274
ken,1970,299881
ken,1971,324167
ken,1972,355842
ken,1973,381342
ken,1974,422242
ken,1975,468408
ken,1976,538962
ken,1977,572210
ken,1978,636200
ken,1979,683591
ken,1980,788005
ken,1981,800062
ken,1982,830553
ken,1983,902333
ken,1984,986034
ken,1985,1275375
ken,1986,1310594
ken,1987,1437622
ken,1988,1474280
ken,1999,1822161
ken,2000,1908703
ken,2001,1999415
ken,2002,2063409
ken,2003,2197336
ken,2004,2422419
ken,2005,2468483
ken,2006,2583755
ken,2007,2729040
ken,2008,3106919
ken,2009,3204379
kgz,1981,631400
kgz,1986,657300
kgz,1989,656100
kgz,1990,656400
kgz,1991,651200
kgz,1992,649600
kgz,1993,635393
kgz,1994,609922
kgz,1995,606443
kgz,1996,530854
kgz,1999,633356
kgz,2000,659451
kgz,2001,683832
kgz,2002,689036
kgz,2003,739259
kgz,2004,732618
kgz,2005,721205
kgz,2006,718585
kgz,2007,713613
kgz,2009,700801
kgz,2010,693521
kgz,2011,678031
kgz,2012,663414
kgz,2013,650780
kgz,2014,650516
kgz,2015,643407
kgz,2016,660375
kgz,2017,660063
kgz,2018,675200
kgz,2019,697776
kgz,2020,729304
khm,1971,86999
khm,1972,102222
khm,1991,264419
khm,1998,312333
khm,1999,316343
khm,2000,351357
khm,2001,396876
khm,2002,475637
khm,2003,560197
khm,2004,630102
khm,2006,811797
khm,2007,875120
khm,2008,930200
khm,2020,990576
kir,1970,824
kir,1971,896
kir,1972,926
kir,1973,974
kir,1974,1055
kir,1975,1100
kir,1977,1300
kir,1978,1646
kir,1979,2062
kir,1980,2440
kir,1981,1900
kir,1982,1896
kir,1983,1901
kir,1984,2074
kir,1985,2196
kir,1986,2306
kir,1987,2493
kir,1988,2601
kir,1989,2903
kir,1990,3003
kir,1991,3016
kir,1992,3357
kir,1994,3699
kir,1995,3837
kir,1996,4341
kir,1998,4978
kir,1999,6647
kir,2000,7486
kir,2001,9408
kir,2002,10334
kir,2003,11372
kir,2004,11581
kir,2005,11522
kir,2006,11420
kir,2007,11535
kir,2008,11583
kna,1984,4060
kna,1985,4197
kna,1986,4197
kna,1987,4153
kna,1988,4272
kna,1989,4204
kna,1992,4396
kna,1993,4402
kna,2000,4768
kna,2001,4328
kna,2002,4240
kna,2003,4098
kna,2004,3903
kna,2005,3939
kna,2007,4522
kna,2008,4396
kna,2009,4270
kna,2010,4309
kna,2011,4297
kna,2012,3673
kna,2013,4792
kna,2014,4370
kna,2015,4318
kna,2016,4175
kor,1971,1906918
kor,1972,2168559
kor,1973,2397804
kor,1974,2648254
kor,1975,2879948
kor,1976,3111510
kor,1977,3322010
kor,1978,3492091
kor,1979,3692809
kor,1980,3997316
kor,1981,4285889
kor,1982,4335025
kor,1983,4435000
kor,1984,4685353
kor,1985,4828026
kor,1986,4934975
kor,1987,5028026
kor,1988,4895354
kor,1989,4824097
kor,1990,4697277
kor,1991,4559557
kor,1992,4443751
kor,1993,4461857
kor,1994,4580040
kor,1995,4645849
kor,1996,4706541
kor,1997,4567366
kor,1998,4367683
kor,1999,4176780
kor,2000,3958702
kor,2001,3768040
kor,2002,3661759
kor,2003,3645617
kor,2004,3702150
kor,2005,3795981
kor,2006,3864005
kor,2007,3928039
kor,2008,3958781
kor,2009,3994713
kor,2010,3959451
kor,2011,3877799
kor,2012,3793127
kor,2013,3720130
kor,2014,3579411
kor,2015,3396766
kor,2016,3231795
kor,2017,3072037
kor,2018,2893979
kor,2019,2726376
kwt,1971,70734
kwt,1972,78754
kwt,1973,84935
kwt,1974,90443
kwt,1975,97689
kwt,1976,108219
kwt,1977,131589
kwt,1978,143392
kwt,1979,154982
kwt,1980,167656
kwt,1981,181882
kwt,1982,196413
kwt,1983,209592
kwt,1984,220981
kwt,1985,230913
kwt,1986,239581
kwt,1987,245697
kwt,1988,256558
kwt,1989,265001
kwt,1990,271422
kwt,1992,167331
kwt,1993,177675
kwt,1994,187941
kwt,1995,198661
kwt,1996,206934
kwt,1997,216223
kwt,1998,225249
kwt,1999,235106
kwt,2000,239997
kwt,2001,243757
kwt,2003,260695
kwt,2004,267114
kwt,2005,244432
kwt,2006,236410
kwt,2007,247233
kwt,2008,249879
kwt,2009,255101
kwt,2010,263554
kwt,2011,268827
kwt,2012,274202
kwt,2013,278581
kwt,2014,283077
kwt,2015,302047
lao,1971,15453
lao,1972,18086
lao,1973,20819
lao,1977,48669
lao,1978,64108
lao,1979,77289
lao,1980,82618
lao,1981,90435
lao,1984,105012
lao,1985,110714
lao,1986,113630
lao,1988,135583
lao,1990,137898
lao,1992,125702
lao,1993,139819
lao,1994,155366
lao,1995,163657
lao,1996,169691
lao,1997,187867
lao,1998,210501
lao,1999,240267
lao,2000,264586
lao,2001,288389
lao,2002,320275
lao,2003,353362
lao,2004,379579
lao,2005,393856
lao,2006,395382
lao,2007,403833
lao,2008,412375
lao,2009,423514
lao,2010,434717
lao,2011,490290
lao,2012,515130
lao,2013,549735
lao,2014,600747
lao,2015,640231
lao,2016,665278
lao,2017,677497
lao,2018,678129
lao,2019,666155
lao,2020,641538
lbn,1971,165854
lbn,1973,174711
lbn,1978,257798
lbn,1980,268733
lbn,1981,287310
lbn,1982,289073
lbn,1985,267970
lbn,1992,285500
lbn,1994,301274
lbn,1995,323422
lbn,1996,336970
lbn,1997,347850
lbn,1998,388667
lbn,1999,389181
lbn,2000,400699
lbn,2001,335237
lbn,2002,349930
lbn,2003,364541
lbn,2004,374052
lbn,2005,377890
lbn,2006,381466
lbn,2007,384162
lbn,2008,384726
lbn,2009,391087
lbn,2010,383226
lbn,2011,394453
lbn,2012,384851
lbn,2013,389354
lbn,2014,370359
lbn,2015,382427
lbn,2016,384075
lbn,2017,401031
lbn,2018,402502
lbn,2019,406169
lbn,2020,410724
lbr,1970,16771
lbr,1971,18856
lbr,1972,22624
lbr,1975,34151
lbr,1976,31224
lbr,1978,47446
lbr,1979,53254
lbr,1980,54623
lbr,1999,113878
lbr,2000,135509
lbr,2011,237643
lbr,2014,222857
lbr,2015,226832
lby,1971,53953
lby,1972,62618
lby,1973,80797
lby,1974,107233
lby,1975,129875
lby,1976,166122
lby,1977,200063
lby,1978,225286
lby,1979,258343
lby,1980,284826
lby,1981,296197
lby,1983,340703
lby,1986,406332
lby,2002,824538
lby,2003,797992
lby,2005,701536
lby,2006,732614
lca,1972,3610
lca,1973,3782
lca,1974,4180
lca,1975,4579
lca,1976,4522
lca,1977,4528
lca,1978,4568
lca,1980,5077
lca,1981,4485
lca,1982,5020
lca,1983,5182
lca,1984,5205
lca,1985,6212
lca,1986,6833
lca,1987,7013
lca,1990,7802
lca,1991,8230
lca,1992,9419
lca,1993,10356
lca,1997,11753
lca,1999,11847
lca,2000,12530
lca,2001,12738
lca,2002,12743
lca,2003,12987
lca,2004,12878
lca,2005,13597
lca,2006,14377
lca,2007,15146
lca,2008,16014
lca,2009,16234
lca,2010,16017
lca,2011,15608
lca,2012,14721
lca,2013,14055
lca,2014,13566
lca,2015,13215
lca,2016,12694
lca,2017,12217
lca,2018,11792
lca,2019,11394
lca,2020,11212
lie,2003,3255
lie,2004,3273
lie,2005,3142
lie,2006,3190
lie,2007,3169
lie,2008,3213
lie,2009,3142
lie,2010,3274
lie,2011,3298
lie,2012,3277
lie,2014,3387
lie,2015,3349
lie,2016,3272
lie,2017,3240
lie,2018,3087
lie,2019,3258
lka,1970,941322
lka,1971,1017372
lka,1972,1123779
lka,1973,1145703
lka,1974,1132951
lka,1976,1088089
lka,1980,1267323
lka,1981,1293213
lka,1982,1315062
lka,1983,1367754
lka,1984,1421713
lka,1985,1462794
lka,1986,1526086
lka,1987,1898634
lka,1988,1961963
lka,1989,2024831
lka,1990,2081842
lka,1991,2106050
lka,1992,2185277
lka,1993,2246642
lka,1994,2315541
lka,1995,2314054
lka,2010,2524673
lka,2011,2573842
lka,2012,2590357
lka,2013,2605597
lka,2016,2618895
lka,2017,2648660
lka,2018,2727965
lso,1970,15317
lso,1971,8815
lso,1972,10006
lso,1973,13792
lso,1975,16476
lso,1976,17795
lso,1977,18955
lso,1978,19512
lso,1979,23368
lso,1980,25292
lso,1981,28107
lso,1982,29608
lso,1983,33421
lso,1984,35444
lso,1985,37343
lso,1986,39478
lso,1987,43368
lso,1988,45951
lso,1989,47212
lso,1990,48209
lso,1991,48505
lso,1992,52598
lso,1993,55984
lso,1994,62399
lso,1995,67173
lso,1996,68132
lso,1997,72170
lso,1998,72235
lso,1999,73620
lso,2000,74313
lso,2001,79266
lso,2002,82256
lso,2003,84273
lso,2004,89864
lso,2005,94496
lso,2006,96073
lso,2007,101738
lso,2008,107322
lso,2009,115805
lso,2010,125823
lso,2011,130831
lso,2012,134543
lso,2013,130476
lso,2014,130836
lso,2015,133434
lso,2016,128780
lso,2017,136497
ltu,1986,466166
ltu,1989,426105
ltu,1990,412663
ltu,1991,396036
ltu,1992,379162
ltu,1993,356678
ltu,1994,347434
ltu,1995,351517
ltu,1996,365351
ltu,1997,378754
ltu,1998,389732
ltu,1999,406950
ltu,2000,421120
ltu,2001,433054
ltu,2002,442830
ltu,2003,447952
ltu,2004,431303
ltu,2005,423706
ltu,2006,410507
ltu,2007,393889
ltu,2008,376683
ltu,2009,358395
ltu,2010,342905
ltu,2011,325215
ltu,2012,304753
ltu,2013,294274
ltu,2014,277349
ltu,2015,263242
ltu,2016,250870
ltu,2017,242640
ltu,2018,232993
ltu,2019,226226
lux,1971,16430
lux,1972,16828
lux,1973,17362
lux,1974,17844
lux,1975,21934
lux,1976,22652
lux,1977,23314
lux,1978,24056
lux,1979,24181
lux,1980,24312
lux,1981,27487
lux,1982,27818
lux,1983,27806
lux,1984,27420
lux,1986,25656
lux,1987,24871
lux,1988,22496
lux,1992,20817
lux,1993,21989
lux,1994,23138
lux,1995,25607
lux,1996,27482
lux,1997,28796
lux,1998,29637
lux,1999,32513
lux,2000,32996
lux,2001,33606
lux,2002,34038
lux,2003,34716
lux,2004,35208
lux,2005,35946
lux,2006,37009
lux,2007,38209
lux,2008,39349
lux,2010,42536
lux,2011,43177
lux,2012,44237
lux,2013,46256
lux,2014,46872
lux,2015,47027
lux,2016,47715
lux,2017,48211
lux,2018,48749
lux,2019,48943
lva,1981,279178
lva,1982,282231
lva,1983,284265
lva,1984,285884
lva,1985,288177
lva,1986,288315
lva,1987,288760
lva,1988,286433
lva,1989,283055
lva,1990,275122
lva,1991,264475
lva,1992,254196
lva,1993,246877
lva,1994,245130
lva,1995,243582
lva,1996,240112
lva,1997,239318
lva,1998,248159
lva,1999,255381
lva,2000,266498
lva,2001,274193
lva,2002,278230
lva,2003,276072
lva,2004,275586
lva,2005,271631
lva,2006,258432
lva,2007,195745
lva,2008,182805
lva,2009,158325
lva,2010,147375
lva,2011,136448
lva,2012,124802
lva,2013,126942
lva,2014,121580
lva,2015,117761
lva,2016,116471
lva,2017,117360
lva,2018,117326
lva,2019,117546
mac,1971,10007
mac,1972,9606
mac,1973,10279
mac,1974,10671
mac,1975,9498
mac,1976,11758
mac,1977,14305
mac,1978,13150
mac,1979,15268
mac,1990,16687
mac,1992,18978
mac,1993,20383
mac,1999,31859
mac,2000,35367
mac,2001,38943
mac,2002,42017
mac,2003,44425
mac,2004,46509
mac,2005,46539
mac,2006,46393
mac,2007,45410
mac,2008,41271
mac,2009,39328
mac,2010,38222
mac,2011,37224
mac,2012,35726
mac,2013,33921
mac,2014,32054
mac,2015,30088
mac,2016,28745
mac,2017,27473
mac,2018,26608
mac,2019,26022
mac,2020,26396
mar,1971,298880
mar,1972,313424
mar,1973,335190
mar,1974,361725
mar,1975,403673
mar,1976,486173
mar,1977,529027
mar,1978,589610
mar,1979,662034
mar,1980,726595
mar,1981,797110
mar,1982,888123
mar,1983,968327
mar,1984,1046136
mar,1985,1130185
mar,1986,1248702
mar,1987,1331971
mar,1988,1415530
mar,1989,1418812
mar,1990,1450112
mar,1991,1194377
mar,1992,1235527
mar,1993,1274982
mar,1994,1338508
mar,1995,1375703
mar,1996,1412316
mar,1997,1442049
mar,1998,1443407
mar,1999,1469794
mar,2000,1541100
mar,2001,1608279
mar,2002,1685063
mar,2003,1758057
mar,2004,1879483
mar,2005,1948006
mar,2006,2061046
mar,2007,2171687
mar,2008,2241514
mar,2009,2330649
mar,2010,2393275
mar,2011,2478987
mar,2012,2554050
mar,2017,2847122
mar,2018,2871043
mar,2019,2920791
mar,2020,2983288
mco,1971,2445
mco,1972,2547
mco,1978,2825
mco,1983,3132
mco,1991,2785
mco,1992,2858
mco,1994,2835
mco,1995,2861
mco,1996,2907
mco,1997,2886
mco,1998,2912
mco,1999,2883
mco,2000,2929
mco,2001,2971
mco,2004,3078
mco,2008,3015
mco,2009,3017
mco,2010,2999
mco,2011,3060
mco,2012,3024
mco,2013,3042
mco,2014,3085
mco,2015,3297
mco,2016,3319
mco,2017,3426
mco,2018,3426
mco,2019,3370
mco,2020,3392
mco,2021,3411
mda,1990,470068
mda,1991,459701
mda,1992,448404
mda,1993,441955
mda,1994,444422
mda,1995,441573
mda,1996,440622
mda,1997,445501
mda,1999,415319
mda,2000,413910
mda,2001,413418
mda,2002,413916
mda,2003,410590
mda,2004,406716
mda,2005,394469
mda,2006,381543
mda,2007,367636
mda,2008,347202
mda,2009,328418
mda,2010,307619
mda,2011,289402
mda,2012,274365
mda,2013,260185
mda,2014,245773
mda,2015,233260
mda,2016,226960
mda,2017,227263
mda,2018,226281
mda,2019,224148
mda,2020,223176
mdg,1971,113270
mdg,1972,114487
mdg,1974,123654
mdg,1979,175760
mdg,1980,233578
mdg,1984,530021
mdg,1988,366455
mdg,1989,345302
mdg,1990,348922
mdg,2005,621173
mdg,2006,726998
mdg,2007,833568
mdg,2008,945245
mdg,2009,1022464
mdg,2011,1313804
mdg,2012,1405063
mdg,2014,1493830
mdg,2015,1536209
mdg,2016,1561307
mdg,2017,1534273
mdg,2018,1548208
mdg,2019,1494520
mdv,1970,327
mdv,1971,336
mdv,1980,998
mdv,1981,1217
mdv,1982,1870
mdv,1983,2756
mdv,1994,21409
mdv,1995,23889
mdv,1996,26701
mdv,1997,32463
mdv,1998,12281
mdv,1999,14988
mdv,2000,20010
mdv,2001,24607
mdv,2002,25365
mdv,2003,28612
mdv,2004,28878
mdv,2018,22765
mdv,2019,21293
mex,1971,1584342
mex,1972,1757018
mex,1973,2017093
mex,1974,2289850
mex,1975,2554041
mex,1976,2938972
mex,1977,3263507
mex,1978,3502830
mex,1979,3914251
mex,1980,4285016
mex,1981,4741850
mex,1982,5332131
mex,1983,5716238
mex,1984,6064264
mex,1985,6247856
mex,1986,6549105
mex,1987,6702732
mex,1988,6806073
mex,1989,6865763
mex,1990,6795244
mex,1991,6704297
mex,1992,6704188
mex,1993,6782886
mex,1994,6977086
mex,1995,7264620
mex,1996,7589414
mex,1997,7914165
mex,1998,8406782
mex,1999,8721726
mex,2000,9094103
mex,2001,9357144
mex,2002,9692976
mex,2003,10188185
mex,2004,10403853
mex,2005,10564404
mex,2006,10883455
mex,2007,11122276
mex,2008,11444055
mex,2009,11474843
mex,2010,11681530
mex,2011,11836424
mex,2012,12139246
mex,2013,12467278
mex,2014,12993322
mex,2015,13473206
mex,2016,13725467
mex,2017,14034552
mex,2018,14160635
mex,2019,14105856
mhl,1999,5957
mhl,2002,6353
mhl,2003,5781
mhl,2004,5846
mhl,2005,5260
mhl,2006,5369
mhl,2007,5369
mhl,2008,5358
mhl,2009,5229
mhl,2015,5454
mhl,2016,5500
mhl,2019,5764
mhl,2020,5717
mkd,1993,200661
mkd,1994,201498
mkd,1995,205202
mkd,1996,209190
mkd,1997,211619
mkd,1998,215374
mkd,1999,218666
mkd,2000,221961
mkd,2001,222081
mkd,2002,218834
mkd,2003,218649
mkd,2004,215760
mkd,2005,214005
mkd,2007,208364
mkd,2008,203853
mkd,2009,199064
mkd,2010,196991
mkd,2012,186149
mkd,2013,177048
mkd,2014,170834
mkd,2015,168967
mkd,2017,161128
mkd,2018,155815
mli,1971,34620
mli,1972,35847
mli,1973,39439
mli,1974,42928
mli,1975,49034
mli,1976,55444
mli,1977,61999
mli,1978,70709
mli,1979,78086
mli,1980,78707
mli,1981,64124
mli,1982,75819
mli,1983,70453
mli,1984,73218
mli,1985,67841
mli,1987,63768
mli,1988,66431
mli,1989,75213
mli,1990,76501
mli,1991,84220
mli,1992,98737
mli,1993,102781
mli,1994,120912
mli,1995,139777
mli,1996,151554
mli,1997,168898
mli,1998,188109
mli,1999,217700
mli,2000,257833
mli,2003,349615
mli,2004,388418
mli,2005,429716
mli,2006,474976
mli,2007,533849
mli,2008,612012
mli,2009,686071
mli,2010,758285
mli,2011,821160
mli,2013,882380
mli,2014,961046
mli,2015,945484
mli,2016,1013780
mli,2017,1017415
mli,2018,1046493
mlt,1971,24388
mlt,1972,28137
mlt,1973,28231
mlt,1974,28434
mlt,1975,31736
mlt,1976,32409
mlt,1977,30285
mlt,1978,28921
mlt,1979,27302
mlt,1980,27673
mlt,1981,25501
mlt,1982,26700
mlt,1983,27257
mlt,1984,27901
mlt,1985,27899
mlt,1986,27779
mlt,1987,27858
mlt,1988,28806
mlt,1989,30210
mlt,1990,31837
mlt,1991,32544
mlt,1992,34358
mlt,1993,34619
mlt,1994,34955
mlt,1995,35527
mlt,1996,35044
mlt,1997,35451
mlt,1998,35682
mlt,1999,35457
mlt,2000,36074
mlt,2001,36158
mlt,2002,36236
mlt,2003,36978
mlt,2004,41353
mlt,2005,40129
mlt,2006,38335
mlt,2007,38499
mlt,2008,37774
mlt,2010,37163
mlt,2011,32227
mlt,2012,31768
mlt,2013,30989
mlt,2014,30230
mlt,2015,29434
mlt,2016,28776
mlt,2017,30760
mlt,2018,30925
mlt,2019,30727.82031
mmr,1971,791059
mmr,1972,823720
mmr,1973,871880
mmr,1976,933486
mmr,1977,896312
mmr,1978,895058
mmr,1979,968900
mmr,1980,996200
mmr,1981,1066300
mmr,1982,1163970
mmr,1983,1223623
mmr,1984,1236577
mmr,1985,1243688
mmr,1986,1273073
mmr,1987,1335773
mmr,1988,1347956
mmr,1989,1430199
mmr,1990,1138961
mmr,1991,1281165
mmr,1992,1408030
mmr,1993,1439735
mmr,1994,1530378
mmr,1995,1752510
mmr,1999,2059007
mmr,2000,2268402
mmr,2001,2301919
mmr,2002,2372593
mmr,2003,2382608
mmr,2004,2544437
mmr,2005,2589312
mmr,2006,2696307
mmr,2007,2686198
mmr,2008,2828868
mmr,2009,2812866
mmr,2010,2852447
mmr,2014,3191268
mmr,2016,3748367
mmr,2017,3970936
mmr,2018,4186742
mne,2003,69627
mne,2004,68807
mne,2005,68471
mne,2006,68218
mne,2007,67683
mne,2008,67015
mne,2009,68135
mne,2010,69619
mne,2011,64164
mne,2012,63013
mne,2015,60504
mne,2016,58540
mne,2017,57575
mne,2018,57085
mne,2019,56896
mne,2020,56922
mng,1971,96571
mng,1972,102668
mng,1973,147505
mng,1974,158585
mng,1975,173111
mng,1976,184688
mng,1979,224041
mng,1980,237190
mng,1981,248169
mng,1983,256700
mng,1986,285862
mng,1990,312494
mng,1991,301131
mng,1992,275061
mng,1993,242191
mng,1994,239661
mng,1995,229769
mng,1996,235798
mng,1997,195408
mng,1998,202566
mng,1999,205229
mng,2000,225848
mng,2001,258265
mng,2002,282089
mng,2003,312774
mng,2004,333193
mng,2005,339249
mng,2006,329264
mng,2009,305791
mng,2010,275983
mng,2019,294682
moz,1971,42868
moz,1972,46128
moz,1973,54650
moz,1977,46656
moz,1978,57300
moz,1979,78092
moz,1980,105263
moz,1981,102745
moz,1982,107849
moz,1983,121033
moz,1985,151888
moz,1986,155353
moz,1987,116928
moz,1990,160177
moz,1991,162486
moz,1992,159202
moz,1993,163747
moz,1994,169520
moz,1995,185181
moz,1999,103147
moz,2000,123810
moz,2001,142553
moz,2002,180531
moz,2004,243428
moz,2005,305877
moz,2006,367962
moz,2007,443974
moz,2008,512266
moz,2009,598424
moz,2010,671902
moz,2011,716289
moz,2012,727895
moz,2013,1008992
moz,2014,1025975
moz,2015,1073111
moz,2017,1216214
mrt,1972,4565
mrt,1981,22102
mrt,1986,35955
mrt,1987,37937
mrt,1988,39341
mrt,1989,39154
mrt,1990,37325
mrt,1991,37653
mrt,1992,39821
mrt,1993,43034
mrt,1994,45810
mrt,1995,49008
mrt,1996,51765
mrt,1997,52499
mrt,1998,56687
mrt,1999,61711
mrt,2000,65606
mrt,2001,76658
mrt,2002,78730
mrt,2003,84407
mrt,2004,88926
mrt,2005,92796
mrt,2006,98946
mrt,2008,97213
mrt,2009,106491
mrt,2010,110206
mrt,2011,124421
mrt,2012,151531
mrt,2013,171265
mrt,2014,178968
mrt,2015,187560
mrt,2016,199920
mrt,2017,204156
mrt,2018,236775
mrt,2019,259873
mus,1971,48468
mus,1972,53657
mus,1973,57406
mus,1974,62015
mus,1975,65113
mus,1976,69061
mus,1977,79961
mus,1978,81700
mus,1979,83252
mus,1980,81926
mus,1981,79534
mus,1982,77779
mus,1983,77838
mus,1984,74795
mus,1985,72551
mus,1986,70681
mus,1987,71922
mus,1988,74717
mus,1989,78776
mus,1990,79229
mus,1992,86024
mus,1996,95932
mus,1997,97405
mus,1998,101517
mus,1999,104070
mus,2000,105432
mus,2001,107846
mus,2002,111766
mus,2003,118234
mus,2004,122556
mus,2005,129438
mus,2006,128925
mus,2007,130463
mus,2008,129257
mus,2009,128680
mus,2010,127002
mus,2011,126864
mus,2012,127123
mus,2013,129179
mus,2014,133001
