geo,time,gc_xpn_othr_zs
chl,2010,22.72326
chl,2011,23.32045
chl,2012,22.33548
chl,2013,21.61331
chl,2014,21.50137
chl,2015,22.65503
chl,2016,21.99887
chl,2017,32.39095
chl,2018,31.82521
chl,2019,32.00487
civ,2001,0.36771
civ,2002,0.63487
civ,2003,0
civ,2004,0
civ,2005,5.73334
civ,2006,6.50571
civ,2007,6.87517
civ,2008,8.00048
civ,2009,15.63415
civ,2010,15.0126
civ,2011,10.6793
civ,2012,10.75658
civ,2013,10.42732
civ,2014,9.17978
civ,2015,3.25539
civ,2016,5.1179
civ,2017,10.40996
civ,2018,8.33856
civ,2019,7.50486
cmr,1990,0
cmr,1991,0
cmr,1992,0
cmr,1993,0
cmr,1994,0
cmr,1995,0
cmr,1998,0
cmr,1999,0
cmr,2012,7.60666
cmr,2013,1.01093
cmr,2014,1.07769
cmr,2015,1.34438
cmr,2016,1.34194
cmr,2017,0.06345
cmr,2018,0.21113
cog,2001,0
cog,2002,0
cog,2003,0
cog,2004,0
cog,2005,0
cog,2006,1.50853
cog,2007,6.27674
cog,2008,1.94465
cog,2009,12.43447
cog,2010,12.6744
cog,2011,2.21851
cog,2012,5.48026
cog,2013,5.70379
cog,2014,2.54088
cog,2015,1.83886
cog,2016,1.50161
cog,2017,10.64839
cog,2018,12.68075
col,1998,1.16689
col,1999,3.94679
col,2000,-2.15741
col,2003,12.35613
col,2008,17.85455
col,2009,16.26171
col,2010,18.28865
col,2011,21.28937
col,2012,9.89293
col,2013,14.87268
col,2014,10.7083
col,2015,5.82555
col,2016,20.11978
col,2017,9.56538
col,2018,8.14273
col,2019,9.58365
cpv,2005,5.58342
cpv,2006,3.90698
cpv,2007,6.36145
cpv,2008,6.90549
cpv,2009,2.52503
cpv,2010,4.4674
cpv,2011,6.81268
cpv,2012,5.07674
cpv,2013,3.68173
cpv,2014,3.96693
cpv,2015,3.58378
cpv,2016,3.7645
cpv,2017,3.34659
cri,1990,6.47527
cri,1991,4.84994
cri,1992,6.23444
cri,1993,6.19764
cri,1994,6.31879
cri,1995,3.53771
cri,1996,5.08266
cri,1997,4.10354
cri,1998,4.78105
cri,1999,3.82929
cri,2000,3.96261
cri,2001,2.82665
cri,2002,2.7441
cri,2003,1.90593
cri,2004,2.12338
cri,2005,2.24875
cri,2006,3.9743
cri,2007,4.15442
cri,2008,9.01079
cri,2009,12.50306
cri,2010,12.43792
cri,2011,9.18782
cri,2012,11.74407
cri,2013,10.56795
cri,2014,9.28742
cri,2015,11.71584
cri,2016,10.66081
cri,2017,6.24443
cri,2018,12.63498
cri,2019,11.39148
cyp,1990,1.5254
cyp,1991,1.9134
cyp,1992,0.50613
cyp,1993,1.10413
cyp,1994,0
cyp,1995,5.25513
cyp,1996,5.11039
cyp,1997,4.994
cyp,1998,4.49485
cyp,1999,4.13107
cyp,2000,4.0297
cyp,2001,3.60503
cyp,2002,3.70581
cyp,2003,3.54401
cyp,2004,4.43624
cyp,2005,4.25951
cyp,2006,4.43584
cyp,2007,4.5672
cyp,2008,4.93436
cyp,2009,3.84594
cyp,2010,5.10792
cyp,2011,5.55611
cyp,2012,5.6634
cyp,2013,5.50107
cyp,2014,4.74439
cyp,2015,14.0739
cyp,2016,11.03478
cyp,2017,11.71285
cyp,2018,19.20154
cyp,2019,13.78663
cze,1993,4.71638
cze,1994,4.92489
cze,1995,5.00243
cze,1996,6.15279
cze,1997,6.77245
cze,1998,6.52158
cze,1999,6.75121
cze,2000,7.0162
cze,2001,6.32331
cze,2002,5.25589
cze,2003,5.74961
cze,2004,6.124
cze,2005,6.23097
cze,2006,6.24141
cze,2007,6.12828
cze,2008,6.29449
cze,2009,6.20211
cze,2010,6.24374
cze,2011,6.15951
cze,2012,5.9265
cze,2013,6.21454
cze,2014,6.09197
cze,2015,6.15255
cze,2016,6.0896
cze,2017,5.99676
cze,2018,5.80016
cze,2019,5.67725
deu,1990,1.26374
deu,1991,6.71115
deu,1992,5.46636
deu,1993,5.20708
deu,1994,4.05511
deu,1995,20.13117
deu,1996,3.70999
deu,1997,3.44376
deu,1998,4.06821
deu,1999,3.8732
deu,2000,4.42946
deu,2001,4.3995
deu,2002,4.38278
deu,2003,4.37818
deu,2004,4.26008
deu,2005,4.21847
deu,2006,4.17885
deu,2007,4.36162
deu,2008,4.99495
deu,2009,4.71374
deu,2010,8.04029
deu,2011,4.08878
deu,2012,4.08104
deu,2013,4.19829
deu,2014,4.16508
deu,2015,4.11306
deu,2016,4.22218
deu,2017,5.15708
deu,2018,4.47163
deu,2019,4.42991
dnk,1990,1.58849
dnk,1991,1.27756
dnk,1992,1.52554
dnk,1993,2.09937
dnk,1994,1.89864
dnk,1995,4.22332
dnk,1996,4.60644
dnk,1997,5.06959
dnk,1998,5.02243
dnk,1999,5.05126
dnk,2000,5.06251
dnk,2001,4.91611
dnk,2002,4.7151
dnk,2003,4.29962
dnk,2004,4.10595
dnk,2005,4.02326
dnk,2006,3.90165
dnk,2007,4.63258
dnk,2008,4.51046
dnk,2009,3.99553
dnk,2010,3.77502
dnk,2011,3.36147
dnk,2012,3.25701
dnk,2013,3.36269
dnk,2014,3.42821
dnk,2015,3.51717
dnk,2016,3.73585
dnk,2017,3.77272
dnk,2018,3.71104
dnk,2019,3.73244
dom,1998,5.82092
dom,1999,5.89258
dom,2001,10.52028
dom,2002,12.78245
dom,2003,11.58045
dom,2004,10.00234
dom,2005,7.03824
dom,2006,7.64315
dom,2007,7.93919
dom,2008,5.29357
dom,2009,6.68297
dom,2010,4.89806
dom,2011,5.13632
dom,2012,7.60111
dom,2013,4.05376
dom,2014,4.77536
dom,2015,10.37487
dom,2016,11.49268
dom,2017,12.75958
dom,2018,11.41429
dom,2019,9.45152
egy,1990,0
egy,1991,0
egy,1992,0
egy,1993,0
egy,1994,0
egy,1995,0
egy,1996,0
egy,1997,0
egy,2002,18.29162
egy,2003,17.99444
egy,2004,17.3419
egy,2005,15.98967
egy,2006,9.76474
egy,2007,11.04478
egy,2008,8.82974
egy,2009,8.70155
egy,2010,7.65226
egy,2011,8.30369
egy,2012,7.64175
egy,2013,5.86582
egy,2014,5.8566
egy,2015,6.97076
esp,1990,2.13189
esp,1991,2.16867
esp,1992,1.75612
esp,1993,1.66621
esp,1994,1.37471
esp,2017,4.36294
esp,2018,4.97654
esp,2019,4.63053
est,1991,2.55142
est,1995,9.41539
est,1996,9.50985
est,1997,8.89544
est,1998,9.44413
est,1999,7.77291
est,2000,7.35852
est,2001,7.22877
est,2002,7.41483
est,2003,7.79758
est,2004,8.03482
est,2005,7.83494
est,2006,8.55695
est,2007,8.25716
est,2008,8.49991
est,2009,10.18041
est,2010,9.67619
est,2011,9.78035
est,2012,9.79049
est,2013,10.12899
est,2014,9.83214
est,2015,10.38742
est,2016,9.99659
est,2017,9.62299
est,2018,9.08886
est,2019,8.56819
eth,1990,0.23928
eth,1991,0.14595
eth,1992,0.0955
eth,1993,0.09118
eth,1994,0.36316
eth,1995,0.38337
eth,1996,0.41719
eth,1997,0.75881
eth,1998,0.55395
eth,1999,0.23231
eth,2001,0
eth,2002,1.23637
eth,2003,10.60853
eth,2004,16.10993
eth,2005,20.07995
eth,2006,0.04912
eth,2007,10.42153
eth,2008,3.41571
eth,2009,2.99343
eth,2010,0.28748
eth,2011,0
eth,2012,0.08029
eth,2013,9.74956
eth,2014,8.37551
eth,2015,9.04402
eth,2016,11.86015
eth,2017,13.40054
eth,2018,12.0455
eth,2019,10.52365
fin,1991,1.1489
fin,1992,1.11492
fin,1993,0.96049
fin,1995,3.94176
fin,1996,4.25474
fin,1997,4.58459
fin,1998,4.87275
fin,1999,4.73971
fin,2000,5.10198
fin,2001,5.06468
fin,2002,4.83145
fin,2003,4.72957
fin,2004,4.65045
fin,2005,4.72356
fin,2006,4.76366
fin,2007,4.82598
fin,2008,4.8412
fin,2009,4.58666
fin,2010,4.51066
fin,2011,4.6982
fin,2012,4.65938
fin,2013,4.66412
fin,2014,4.5931
fin,2015,4.5791
fin,2016,4.4859
fin,2017,4.50869
fin,2018,4.50236
fin,2019,4.47959
fji,1990,0
fji,1991,0
fji,1992,0
fji,1993,0
fji,1994,3.28942
fji,2004,8.07576
fji,2005,8.31032
fji,2006,8.21089
fji,2010,10.9633
fji,2011,7.43651
fji,2012,6.86208
fji,2013,6.37148
fji,2014,4.47732
fji,2015,4.29263
fji,2016,9.86839
fji,2017,6.39528
fji,2018,7.7115
fji,2019,6.19107
fra,1990,1.0551
fra,1991,1.13968
fra,1992,1.39551
fra,1993,1.35473
fra,1994,1.16252
fra,1995,3.65722
fra,1996,3.6404
fra,1997,3.61283
fra,1998,3.63593
fra,1999,3.585
fra,2000,3.51928
fra,2001,3.44478
fra,2002,3.28792
fra,2003,3.27787
fra,2004,3.2871
fra,2005,3.28652
fra,2006,3.27298
fra,2007,3.26321
fra,2008,3.23202
fra,2009,3.14215
fra,2010,3.06837
fra,2011,3.19388
fra,2012,3.2098
fra,2013,3.19297
fra,2014,3.16212
fra,2015,3.13483
fra,2016,3.12919
fra,2017,3.1114
fra,2018,3.1389
fra,2019,3.13097
fsm,2008,11.52321
fsm,2009,12.29263
fsm,2010,11.23288
fsm,2011,15.17412
fsm,2012,21.93574
fsm,2013,29.53408
fsm,2014,23.22912
fsm,2015,21.32858
fsm,2016,18.51071
fsm,2017,18.27399
fsm,2018,20.93314
fsm,2019,20.28502
gab,2012,2.79125
gab,2013,2.00062
gab,2014,2.99326
gab,2015,1.18884
gab,2016,1.4742
gab,2017,1.30681
gab,2018,1.79321
gab,2019,1.39208
gbr,1990,5.43456
gbr,1991,3.0627
gbr,1992,2.46552
gbr,1993,2.69366
gbr,1994,2.29736
gbr,1995,8.40538
gbr,1996,7.64431
gbr,1997,8.47699
gbr,1998,8.45429
gbr,1999,9.25119
gbr,2000,9.52322
gbr,2001,10.12725
gbr,2002,10.51478
gbr,2003,10.51363
gbr,2004,9.68149
gbr,2005,10.08431
gbr,2006,9.82085
gbr,2007,9.90983
gbr,2008,13.45086
gbr,2009,11.54537
gbr,2010,9.86411
gbr,2011,8.81368
gbr,2012,9.77221
gbr,2013,8.40651
gbr,2014,8.37732
gbr,2015,8.59798
gbr,2016,8.66741
gbr,2017,8.88216
gbr,2018,8.9831
gbr,2019,8.63336
geo,1995,0
geo,1996,0
geo,1997,0
geo,1998,0
geo,1999,0
geo,2000,0
geo,2001,0
geo,2002,0
geo,2003,0
geo,2004,0.83479
geo,2005,2.64261
geo,2006,6.1908
geo,2007,7.84128
geo,2008,8.98312
geo,2009,11.9478
geo,2010,11.05786
geo,2011,11.34237
geo,2012,15.26272
geo,2013,13.53421
geo,2014,15.57972
geo,2015,12.83467
geo,2016,13.94266
geo,2017,14.09571
geo,2018,11.43789
geo,2019,12.43995
geo,2020,11.50014
gha,2001,0
gha,2002,0
gha,2003,0
gha,2004,0.06449
gha,2005,0.20554
gha,2006,0
gha,2007,0
gha,2008,12.23489
gha,2009,0
gha,2010,0
gha,2011,0
gha,2012,23.40104
gha,2013,12.36853
gha,2014,0
gha,2015,0
gha,2016,6.57604
gha,2017,7.80265
gha,2018,4.92512
gha,2019,4.20931
gin,1990,0.4499
gin,1991,0.29833
gin,1992,0.21397
gmb,1990,9.44695
gnb,2017,0.54719
gnb,2019,0.67649
gnq,2006,0
gnq,2007,0
gnq,2008,0
gnq,2009,0
gnq,2010,0
gnq,2011,0
gnq,2012,0
gnq,2013,0
gnq,2014,0
gnq,2015,36.23399
gnq,2016,25.57496
gnq,2017,28.76728
gnq,2018,23.03755
gnq,2019,21.40652
grc,1995,5.64686
grc,1996,5.61263
grc,1997,5.37958
grc,1998,5.40758
grc,1999,5.64381
grc,2000,5.69306
grc,2001,5.61502
grc,2002,5.76476
grc,2003,5.86842
grc,2004,5.73372
grc,2005,6.0224
grc,2006,5.76424
grc,2007,5.49647
grc,2008,5.34766
grc,2009,5.42758
grc,2010,5.3232
grc,2011,5.54066
grc,2012,5.38826
grc,2013,5.38049
grc,2014,6.54392
grc,2015,5.82772
grc,2016,6.49933
grc,2017,6.59746
grc,2018,6.39485
grc,2019,6.28662
gtm,1990,3.49186
gtm,1991,2.68527
gtm,1992,16.11921
gtm,1993,14.57532
gtm,1994,8.07743
gtm,1995,5.54569
gtm,1996,1.22335
gtm,1997,0.35018
gtm,1998,1.19431
gtm,1999,0.05678
gtm,2000,21.27808
gtm,2001,20.41152
gtm,2002,3.50032
gtm,2003,16.38849
gtm,2004,15.19678
gtm,2005,27.51908
gtm,2006,17.50514
gtm,2007,16.24464
gtm,2008,9.80196
gtm,2009,12.15373
gtm,2010,12.49528
gtm,2011,10.97127
gtm,2012,9.58955
gtm,2013,9.27408
gtm,2014,5.73606
gtm,2015,4.76745
gtm,2016,5.56768
gtm,2017,5.31316
gtm,2018,6.46553
gtm,2019,6.85313
hnd,2003,10.88816
hnd,2004,14.46114
hnd,2005,13.38392
hnd,2006,16.28604
hnd,2007,15.5568
hnd,2008,18.29728
hnd,2009,18.95829
hnd,2010,20.03669
hnd,2011,21.40832
hnd,2012,21.64665
hnd,2013,21.98803
hnd,2014,26.52537
hnd,2015,26.30362
hrv,1991,0.18643
hrv,1992,0.52801
hrv,1993,0.42748
hrv,1994,0.62331
hrv,2001,3.58199
hrv,2002,3.07951
hrv,2003,3.35484
hrv,2004,3.45761
hrv,2005,3.57987
hrv,2006,3.58705
hrv,2007,3.84879
hrv,2008,3.8494
hrv,2009,4.16352
hrv,2010,4.20483
hrv,2011,3.8435
hrv,2012,3.46613
hrv,2013,3.60087
hrv,2014,4.12041
hrv,2015,3.57832
hrv,2016,3.32007
hrv,2017,3.32771
hrv,2018,3.09889
hrv,2019,3.13751
hun,1990,1.18778
hun,1991,2.53811
hun,1992,2.95407
hun,1993,3.83313
hun,1994,4.49961
hun,1995,13.31917
hun,1996,11.35821
hun,1997,12.23943
hun,1998,15.92368
hun,1999,13.20625
hun,2000,13.78818
hun,2001,13.94709
hun,2002,16.24771
hun,2003,11.21686
hun,2004,10.15624
hun,2005,9.55744
hun,2006,10.49829
hun,2007,11.30707
hun,2008,9.37825
hun,2009,9.22371
hun,2010,9.34833
hun,2011,12.68861
hun,2012,9.9946
hun,2013,10.45004
hun,2014,11.67491
hun,2015,13.5102
hun,2016,14.14702
hun,2017,14.1035
hun,2018,13.9808
hun,2019,14.74616
idn,1990,0
idn,1991,0
idn,1992,0
idn,1993,0
idn,1994,2.07525
idn,1995,1.65617
idn,1996,0.99658
idn,1997,0.97095
idn,1998,0.28671
idn,1999,0.24201
idn,2002,0.07007
idn,2003,0.20657
idn,2004,0.1579
idn,2008,3.40613
idn,2009,4.52173
idn,2010,2.25272
idn,2011,0.46437
idn,2012,0.30277
idn,2013,1.08599
idn,2014,4.3398
idn,2015,7.34517
idn,2016,9.72614
idn,2017,7.91111
idn,2018,10.99719
idn,2019,11.23666
ind,1990,1.19723
ind,1991,0.9913
ind,1992,0.66049
ind,1993,0.46054
ind,1994,0.33987
ind,1995,0.34761
ind,1996,0.32485
ind,1997,0.40608
ind,1998,1.09459
ind,2000,0
ind,2001,0
ind,2002,7.34871
ind,2003,3.01534
ind,2004,5.6696
ind,2005,6.30441
ind,2006,4.67601
ind,2007,0.51577
ind,2008,0.54013
ind,2009,0.87281
ind,2010,0.7113
ind,2011,0.70804
ind,2012,0.67168
ind,2013,0.53282
ind,2014,0.55973
ind,2015,0.41155
ind,2016,0.27652
ind,2017,0.30744
ind,2018,0.44117
irl,1990,2.58095
irl,1991,2.32497
irl,1992,2.38828
irl,1993,2.56026
irl,1994,3.38038
irl,1995,1.79842
irl,1996,1.89881
irl,1997,2.01543
irl,1998,2.09947
irl,1999,2.21356
irl,2000,2.42778
irl,2001,2.3637
irl,2002,2.25324
irl,2003,2.20416
irl,2004,2.24232
irl,2005,2.18989
irl,2006,2.17217
irl,2007,2.08464
irl,2008,1.93494
irl,2009,1.73883
irl,2010,1.2038
irl,2011,1.65527
irl,2012,1.82272
irl,2013,1.89698
irl,2014,2.32605
irl,2015,2.39188
irl,2016,2.62667
irl,2017,2.7385
irl,2018,2.86922
irl,2019,3.06566
irn,1999,6.52807
irn,2000,1.3511
irn,2001,6.53338
irn,2002,7.92187
irn,2003,7.27608
irn,2004,7.16974
irn,2005,17.61182
irn,2007,13.55665
irn,2008,15.4258
irn,2009,14.42724
irq,2014,7.9805
irq,2015,1.17182
irq,2016,0.94716
irq,2017,0.65543
irq,2018,1.84964
irq,2019,3.58925
isl,1990,4.88759
isl,1991,5.35256
isl,1992,4.36865
isl,1993,2.63024
isl,1994,4.16254
isl,1995,1.97747
isl,1996,2.84431
isl,1997,1.65455
isl,1998,16.00749
isl,1999,15.62406
isl,2000,15.21711
isl,2001,10.95627
isl,2002,10.25141
isl,2003,10.2551
isl,2004,9.7012
