geo,time,ic_tax_totl_cp_zs
lbr,2010,42.5
lbr,2011,42.5
lbr,2012,25.3
lbr,2013,26.9
lbr,2014,31.4
lbr,2015,47.7
lbr,2016,45.5
lbr,2017,45.5
lbr,2018,45.5
lbr,2019,46.2
lby,2012,32.6
lby,2013,32.6
lby,2014,32.6
lby,2015,32.6
lby,2016,32.6
lby,2017,32.6
lby,2018,32.6
lby,2019,32.6
lca,2005,35.7
lca,2006,34
lca,2007,34
lca,2008,34
lca,2009,34.4
lca,2010,34
lca,2011,34.4
lca,2012,34.6
lca,2013,34.7
lca,2014,34.7
lca,2015,34.7
lca,2016,34.7
lca,2017,34.7
lca,2018,34.7
lca,2019,34.7
lie,2018,21.6
lie,2019,21.6
lka,2005,56.7
lka,2006,59.8
lka,2007,61.7
lka,2008,61.7
lka,2009,61.7
lka,2010,96.6
lka,2011,112.9
lka,2012,55.3
lka,2013,57
lka,2014,55.4
lka,2015,55.2
lka,2016,55.2
lka,2017,55.2
lka,2018,55.2
lka,2019,55.2
lso,2005,20.1
lso,2006,20.1
lso,2007,15.9
lso,2008,14.2
lso,2009,14.2
lso,2010,14.2
lso,2011,14
lso,2012,13.8
lso,2013,13.6
lso,2014,13.6
lso,2015,13.6
lso,2016,13.6
lso,2017,13.6
lso,2018,13.6
lso,2019,13.6
ltu,2005,51.2
ltu,2006,47.6
ltu,2007,46.2
ltu,2008,45.6
ltu,2009,43.6
ltu,2010,45.1
ltu,2011,43.1
ltu,2012,43
ltu,2013,42.9
ltu,2014,42.4
ltu,2015,42.6
ltu,2016,42.6
ltu,2017,42.7
ltu,2018,42.6
ltu,2019,42.6
lux,2006,20.4
lux,2007,20
lux,2008,20
lux,2009,20
lux,2010,20
lux,2011,19.8
lux,2012,20
lux,2013,20.4
lux,2014,20.6
lux,2015,20.6
lux,2016,20.8
lux,2017,20.5
lux,2018,20.5
lux,2019,20.4
lva,2005,36.2
lva,2006,36.2
lva,2007,36.2
lva,2008,36.6
lva,2009,37.5
lva,2010,37.5
lva,2011,37
lva,2012,35.8
lva,2013,35
lva,2014,35
lva,2015,35.9
lva,2016,35.9
lva,2017,35.9
lva,2018,36
lva,2019,38.1
mar,2005,51.7
mar,2006,51.7
mar,2007,52.9
mar,2008,52.9
mar,2009,49.4
mar,2010,49.7
mar,2011,49.7
mar,2012,49.7
mar,2013,48.8
mar,2014,49
mar,2015,49.1
mar,2016,49.3
mar,2017,49.8
mar,2018,49.8
mar,2019,45.8
mda,2005,47.5
mda,2006,45.5
mda,2007,42.5
mda,2008,42
mda,2009,31
mda,2010,30.4
mda,2011,30.8
mda,2012,30.8
mda,2013,39.4
mda,2014,39.4
mda,2015,39.9
mda,2016,40.4
mda,2017,40.5
mda,2018,40.3
mda,2019,38.7
mdg,2005,45.3
mdg,2006,45
mdg,2007,45
mdg,2008,47.1
mdg,2009,42.8
mdg,2010,42
mdg,2011,41.2
mdg,2012,39.8
mdg,2013,38.9
mdg,2014,38.1
mdg,2015,38.1
mdg,2016,38.1
mdg,2017,38.1
mdg,2018,38.3
mdg,2019,38.3
mdv,2005,9.3
mdv,2006,9.3
mdv,2007,9.3
mdv,2008,9.3
mdv,2009,9.3
mdv,2010,9.3
mdv,2011,9.3
mdv,2012,25.9
mdv,2013,30.2
mdv,2014,30.2
mdv,2015,30.2
mdv,2016,30.2
mdv,2017,30.2
mdv,2018,30.2
mdv,2019,30.2
mex,2013,53.1
mex,2014,53.4
mex,2015,53.5
mex,2016,52.9
mex,2017,53.4
mex,2018,55.7
mex,2019,55.1
mhl,2005,64.8
mhl,2006,64.8
mhl,2007,64.8
mhl,2008,64.8
mhl,2009,64.8
mhl,2010,64.8
mhl,2011,64.8
mhl,2012,64.8
mhl,2013,64.8
mhl,2014,64.8
mhl,2015,64.8
mhl,2016,64.8
mhl,2017,64.8
mhl,2018,65.7
mhl,2019,65.9
mkd,2005,17.8
mkd,2006,17.8
mkd,2007,17.8
mkd,2008,15.4
mkd,2009,13
mkd,2010,8.1
mkd,2011,7.5
mkd,2012,7.4
mkd,2013,7.4
mkd,2014,8.3
mkd,2015,13
mkd,2016,13
mkd,2017,13
mkd,2018,13
mkd,2019,13
mli,2005,51.4
mli,2006,51.4
mli,2007,51.4
mli,2008,51.4
mli,2009,51.4
mli,2010,51.4
mli,2011,51.1
mli,2012,51.1
mli,2013,48.3
mli,2014,48.3
mli,2015,48.3
mli,2016,48.3
mli,2017,48.3
mli,2018,48.3
mli,2019,54.5
mlt,2011,41.4
mlt,2012,41.4
mlt,2013,41.4
mlt,2014,41.5
mlt,2015,41.5
mlt,2016,43.8
mlt,2017,43.9
mlt,2018,44
mlt,2019,44
mmr,2012,39.5
mmr,2013,35.4
mmr,2014,34
mmr,2015,33.1
mmr,2016,31.9
mmr,2017,31.2
mmr,2018,31.2
mmr,2019,31.2
mne,2006,33.2
mne,2007,33.2
mne,2008,33.8
mne,2009,30.1
mne,2010,29.2
mne,2011,24.6
mne,2012,21.8
mne,2013,21.8
mne,2014,21.8
mne,2015,21.8
mne,2016,22.2
mne,2017,22.1
mne,2018,22.2
mne,2019,22.2
mng,2005,40
mng,2006,40
mng,2007,40
mng,2008,33.9
mng,2009,24.4
mng,2010,24.7
mng,2011,24.7
mng,2012,24.9
mng,2013,24.8
mng,2014,24.7
mng,2015,24.7
mng,2016,24.7
mng,2017,24.7
mng,2018,24.7
mng,2019,25.7
moz,2005,37
moz,2006,37
moz,2007,37
moz,2008,37
moz,2009,37
moz,2010,37
moz,2011,37
moz,2012,37
moz,2013,36.1
moz,2014,36.1
moz,2015,36.1
moz,2016,36.1
moz,2017,36.1
moz,2018,36.1
moz,2019,36.1
mrt,2005,85.8
mrt,2006,85.8
mrt,2007,85.8
mrt,2008,77
mrt,2009,77
mrt,2010,59.3
mrt,2011,59.3
mrt,2012,59.3
mrt,2013,52.7
mrt,2014,67
mrt,2015,67
mrt,2016,67
mrt,2017,67
mrt,2018,67
mrt,2019,67
mus,2005,26.2
mus,2006,26
mus,2007,24.2
mus,2008,25.8
mus,2009,26
mus,2010,26.5
mus,2011,28.3
mus,2012,26.9
mus,2013,23.6
mus,2014,23.6
mus,2015,21.5
mus,2016,21.8
mus,2017,21.9
mus,2018,22.1
mus,2019,22.2
mwi,2005,33.4
mwi,2006,33.4
mwi,2007,33
mwi,2008,32.2
mwi,2009,26.3
mwi,2010,25.9
mwi,2011,29
mwi,2012,32.4
mwi,2013,33.5
mwi,2014,35.2
mwi,2015,34.5
mwi,2016,34.5
mwi,2017,34.5
mwi,2018,34.5
mwi,2019,34.5
mys,2005,36
mys,2006,36
mys,2007,36
mys,2008,34.5
mys,2009,33.5
mys,2010,33.9
mys,2011,34.1
mys,2012,34.6
mys,2013,39.1
mys,2014,39.3
mys,2015,40
mys,2016,40
mys,2017,39.2
mys,2018,39.2
mys,2019,38.7
nam,2005,25.8
nam,2006,25.8
nam,2007,25.8
nam,2008,22.8
nam,2009,22.3
nam,2010,22.3
nam,2011,21.8
nam,2012,21.8
nam,2013,21.2
nam,2014,20.7
nam,2015,21.3
nam,2016,20.7
nam,2017,20.7
nam,2018,20.7
nam,2019,20.7
ner,2005,42.5
ner,2006,42.5
ner,2007,42.6
ner,2008,42.5
ner,2009,46.7
ner,2010,46.7
ner,2011,44.3
ner,2012,44.3
ner,2013,47.3
ner,2014,47.3
ner,2015,48.1
ner,2016,48.1
ner,2017,47.2
ner,2018,47.2
ner,2019,47.2
nga,2013,33
nga,2014,33
nga,2015,33.9
nga,2016,34.9
nga,2017,34.8
nga,2018,34.8
nga,2019,34.8
nic,2005,63.5
nic,2006,63.5
nic,2007,63.5
nic,2008,63.3
nic,2009,63.3
nic,2010,63.3
nic,2011,64.1
nic,2012,62.4
nic,2013,62.4
nic,2014,59.3
nic,2015,60.1
nic,2016,59.8
nic,2017,60.2
nic,2018,60.6
nic,2019,60.6
nld,2005,47.7
nld,2006,44.6
nld,2007,41.8
nld,2008,38.2
nld,2009,38.5
nld,2010,39.4
nld,2011,39.6
nld,2012,39.2
nld,2013,39.5
nld,2014,39
nld,2015,41
nld,2016,40.4
nld,2017,40.7
nld,2018,40.8
nld,2019,41.2
nor,2005,41.1
nor,2006,41.1
nor,2007,41.1
nor,2008,40.7
nor,2009,40.7
nor,2010,40.7
nor,2011,40.7
nor,2012,40.7
nor,2013,40.7
nor,2014,40.4
nor,2015,39.5
nor,2016,39.5
nor,2017,37.7
nor,2018,37
nor,2019,36.2
npl,2005,32.5
npl,2006,32.5
npl,2007,32.8
npl,2008,34.1
npl,2009,32.5
npl,2010,31.7
npl,2011,31.5
npl,2012,31.5
npl,2013,29.9
npl,2014,29.9
npl,2015,29.9
npl,2016,29.9
npl,2017,30
npl,2018,37
npl,2019,41.8
nzl,2005,36.6
nzl,2006,35.4
nzl,2007,35.5
nzl,2008,36
nzl,2009,33.2
nzl,2010,34.7
nzl,2011,34.4
nzl,2012,34
nzl,2013,34.4
nzl,2014,34.4
nzl,2015,34.3
nzl,2016,34.3
nzl,2017,34.5
nzl,2018,34.6
nzl,2019,34.6
omn,2005,19.5
omn,2006,20.3
omn,2007,21.6
omn,2008,21.6
omn,2009,21.6
omn,2010,21.6
omn,2011,22
omn,2012,22
omn,2013,23
omn,2014,22.9
omn,2015,23.4
omn,2016,23.9
omn,2017,23.9
omn,2018,27.4
omn,2019,27.4
pak,2013,32.4
pak,2014,32.6
pak,2015,32.9
pak,2016,33.4
pak,2017,33.9
pak,2018,34.1
pak,2019,33.9
pan,2005,43.9
pan,2006,44.1
pan,2007,44.7
pan,2008,43.8
pan,2009,43.8
pan,2010,43.8
pan,2011,43.6
pan,2012,40.5
pan,2013,37
pan,2014,37.2
pan,2015,37.2
pan,2016,37.2
pan,2017,37.2
pan,2018,37.2
pan,2019,37.2
per,2005,38.9
per,2006,38.8
per,2007,38.8
per,2008,39.1
per,2009,38.2
per,2010,38.2
per,2011,37.6
per,2012,37.4
per,2013,37.4
per,2014,37.3
per,2015,37.3
per,2016,35.6
per,2017,35.6
per,2018,36.8
per,2019,36.8
phl,2005,47.2
phl,2006,47.6
phl,2007,49.1
phl,2008,47.1
phl,2009,47.1
phl,2010,43.8
phl,2011,44.5
phl,2012,44.5
phl,2013,42.5
phl,2014,42.5
phl,2015,42.9
phl,2016,42.9
phl,2017,42.9
phl,2018,42.9
phl,2019,43.1
plw,2005,72.5
plw,2006,72.5
plw,2007,72.5
plw,2008,72.5
plw,2009,72.5
plw,2010,72.5
plw,2011,72.5
plw,2012,75.2
plw,2013,75
plw,2014,75.4
plw,2015,75.4
plw,2016,75.5
plw,2017,75.5
plw,2018,75.8
plw,2019,76.6
png,2005,41.5
png,2006,41.5
png,2007,41.5
png,2008,41.5
png,2009,42.1
png,2010,42.1
png,2011,42.1
png,2012,42.1
png,2013,39.3
png,2014,39.3
png,2015,39.3
png,2016,39.3
png,2017,39.3
png,2018,39.3
png,2019,37.1
pol,2005,43.2
pol,2006,43.2
pol,2007,43.4
pol,2008,45.1
pol,2009,42.2
pol,2010,40.6
pol,2011,40.1
pol,2012,40.3
pol,2013,40.1
pol,2014,40.1
pol,2015,40.3
pol,2016,40.4
pol,2017,40.5
pol,2018,40.7
pol,2019,40.8
pri,2005,57.6
pri,2006,57.6
pri,2007,57.6
pri,2008,60.6
pri,2009,60.6
pri,2010,63.6
pri,2011,63.1
pri,2012,50.4
pri,2013,49.6
pri,2014,66
pri,2015,67
pri,2016,64.4
pri,2017,64.4
pri,2018,64.4
pri,2019,64.4
prt,2005,43.8
prt,2006,43.8
prt,2007,42.9
prt,2008,42.5
prt,2009,42.3
prt,2010,42.6
prt,2011,42.6
prt,2012,41.9
prt,2013,42.2
prt,2014,42.3
prt,2015,40.9
prt,2016,39.8
prt,2017,39.8
prt,2018,39.8
prt,2019,39.8
pry,2005,54.5
pry,2006,44.8
pry,2007,35.1
pry,2008,35
pry,2009,35
pry,2010,35
pry,2011,35
pry,2012,35
pry,2013,35
pry,2014,35
pry,2015,35
pry,2016,35
pry,2017,35
pry,2018,35
pry,2019,35
pse,2005,22.5
pse,2006,18.1
pse,2007,16.8
pse,2008,16.5
pse,2009,16.5
pse,2010,16.5
pse,2011,16.5
pse,2012,16.5
pse,2013,16.5
pse,2014,15.3
pse,2015,15.3
pse,2016,15.3
pse,2017,15.3
pse,2018,15.3
pse,2019,15.3
qat,2007,11.3
qat,2008,11.3
qat,2009,11.3
qat,2010,11.3
qat,2011,11.3
qat,2012,11.3
qat,2013,11.3
qat,2014,11.3
qat,2015,11.3
qat,2016,11.3
qat,2017,11.3
qat,2018,11.3
qat,2019,11.3
rou,2005,55.8
rou,2006,48.2
rou,2007,45.6
rou,2008,45.4
rou,2009,45.5
rou,2010,44
rou,2011,43.5
rou,2012,43.3
rou,2013,43.2
rou,2014,43.2
rou,2015,42
rou,2016,40
rou,2017,40
rou,2018,40
rou,2019,20
rus,2013,48.7
rus,2014,48.9
rus,2015,47
rus,2016,47.4
rus,2017,47.5
rus,2018,46.3
rus,2019,46.2
rwa,2005,41.2
rwa,2006,41.2
rwa,2007,37.2
rwa,2008,37.1
rwa,2009,34.7
rwa,2010,34.7
rwa,2011,34.7
rwa,2012,34.5
rwa,2013,33
rwa,2014,33
rwa,2015,33
rwa,2016,33
rwa,2017,33.2
rwa,2018,33.2
rwa,2019,33.2
sau,2005,14.9
sau,2006,14.6
sau,2007,14.6
sau,2008,14.6
sau,2009,14.7
sau,2010,14.7
sau,2011,14.7
sau,2012,14.7
sau,2013,14.6
sau,2014,14.6
sau,2015,15
sau,2016,15.7
sau,2017,15.7
sau,2018,15.7
sau,2019,15.7
sdn,2005,49.7
sdn,2006,36.1
sdn,2007,36.1
sdn,2008,36.1
sdn,2009,36.1
sdn,2010,36.1
sdn,2011,36.1
sdn,2012,36.1
sdn,2013,45.4
sdn,2014,45.4
sdn,2015,45.4
sdn,2016,45.4
sdn,2017,45.4
sdn,2018,45.4
sdn,2019,45.4
sen,2005,50.3
sen,2006,45.5
sen,2007,45.5
sen,2008,45.5
sen,2009,45.5
sen,2010,45.5
sen,2011,45.5
sen,2012,45.5
sen,2013,45.3
sen,2014,45.1
sen,2015,47.3
sen,2016,45.1
sen,2017,45.1
sen,2018,45.1
sen,2019,44.8
sgp,2005,26.2
sgp,2006,22.4
sgp,2007,21.8
sgp,2008,24.2
sgp,2009,24.1
sgp,2010,23.4
sgp,2011,23.8
sgp,2012,18.4
sgp,2013,20.1
sgp,2014,18
sgp,2015,18
sgp,2016,19.1
sgp,2017,20.3
sgp,2018,20.6
sgp,2019,21
slb,2005,26.1
slb,2006,26.1
slb,2007,26.1
slb,2008,26.1
slb,2009,26.1
slb,2010,26.2
slb,2011,26.2
slb,2012,25.3
slb,2013,32
slb,2014,32
slb,2015,32
slb,2016,32
slb,2017,32
slb,2018,32
slb,2019,32
sle,2005,272
sle,2006,272
sle,2007,235.2
sle,2008,235.2
sle,2009,235.2
sle,2010,235.2
sle,2011,32.4
sle,2012,32.4
sle,2013,31
sle,2014,31
sle,2015,30.7
sle,2016,30.7
sle,2017,30.7
sle,2018,30.7
sle,2019,30.7
slv,2005,34.8
slv,2006,34.8
slv,2007,34.8
slv,2008,34.8
slv,2009,34.8
slv,2010,34.8
slv,2011,34.8
slv,2012,34.8
slv,2013,38.8
slv,2014,38.8
slv,2015,38.8
slv,2016,35.5
slv,2017,35.5
slv,2018,35.6
slv,2019,36.4
smr,2012,40.1
smr,2013,39.9
smr,2014,39.9
smr,2015,40.3
smr,2016,35.2
smr,2017,35.7
smr,2018,35.7
smr,2019,36.2
srb,2005,30.9
srb,2006,30.9
srb,2007,30.9
srb,2008,29.2
srb,2009,29.2
srb,2010,31.2
srb,2011,31.2
srb,2012,31.2
srb,2013,31.2
srb,2014,35.6
srb,2015,36.6
srb,2016,36.7
srb,2017,36.7
srb,2018,36.6
srb,2019,36.6
ssd,2012,26.4
ssd,2013,29.2
ssd,2014,29
ssd,2015,29
ssd,2016,31.4
ssd,2017,31.4
ssd,2018,31.4
ssd,2019,31.4
stp,2005,51
stp,2006,51.3
stp,2007,51.3
stp,2008,51.3
stp,2009,51.3
stp,2010,38.8
stp,2011,38
stp,2012,38
stp,2013,38
stp,2014,37.5
stp,2015,37.5
stp,2016,37
stp,2017,37
stp,2018,37
stp,2019,37
sur,2005,27.9
sur,2006,27.9
sur,2007,27.9
sur,2008,27.9
sur,2009,27.9
sur,2010,27.9
sur,2011,27.9
sur,2012,27.9
sur,2013,27.9
sur,2014,27.9
sur,2015,27.9
sur,2016,27.9
sur,2017,27.9
sur,2018,27.9
sur,2019,27.9
svk,2005,50
svk,2006,47.6
svk,2007,47.6
svk,2008,47.4
svk,2009,48.4
svk,2010,48.9
svk,2011,48.3
svk,2012,49.2
svk,2013,48.7
svk,2014,49.4
svk,2015,50.4
svk,2016,50.1
svk,2017,50.1
svk,2018,49.7
svk,2019,49.7
svn,2005,39.2
svn,2006,39.2
svn,2007,38.4
svn,2008,34.9
svn,2009,35.8
svn,2010,33.6
svn,2011,32.9
svn,2012,32.9
svn,2013,31.4
svn,2014,31
svn,2015,31
svn,2016,31
svn,2017,31
svn,2018,31
svn,2019,31
swe,2005,54.1
swe,2006,54.1
swe,2007,53.8
swe,2008,53.8
swe,2009,53.9
swe,2010,52.1
swe,2011,52.1
swe,2012,52.1
swe,2013,52.1
swe,2014,49.1
swe,2015,49.1
swe,2016,49.1
swe,2017,49.1
swe,2018,49.1
swe,2019,49.1
swz,2005,36.6
swz,2006,36.6
swz,2007,36.6
swz,2008,36.6
swz,2009,36.6
swz,2010,36.8
swz,2011,37.6
swz,2012,36.8
swz,2013,36.7
swz,2014,36.9
swz,2015,34.7
swz,2016,35.1
swz,2017,35.2
swz,2018,35.7
swz,2019,35.8
syc,2005,48.4
syc,2006,48.4
syc,2007,48.4
syc,2008,46.6
syc,2009,44.1
syc,2010,42
syc,2011,30
syc,2012,23.5
syc,2013,25.5
syc,2014,29.8
syc,2015,30.1
syc,2016,30.1
syc,2017,30.1
syc,2018,30.1
syc,2019,30.1
syr,2005,43.5
syr,2006,43.5
syr,2007,43.5
syr,2008,40.5
syr,2009,39.9
syr,2010,39.9
syr,2011,39.9
syr,2012,39.9
syr,2013,39.9
syr,2014,42.7
syr,2015,42.7
syr,2016,42.7
syr,2017,42.7
syr,2018,42.7
syr,2019,42.7
tcd,2005,74
tcd,2006,74
tcd,2007,74
tcd,2008,71.3
tcd,2009,71.3
tcd,2010,75.8
tcd,2011,75.8
tcd,2012,75.7
tcd,2013,72.4
tcd,2014,63.5
tcd,2015,63.5
tcd,2016,63.5
tcd,2017,63.5
tcd,2018,63.5
tcd,2019,63.5
tgo,2005,52.5
tgo,2006,52.5
tgo,2007,52.6
tgo,2008,52.6
tgo,2009,52.5
tgo,2010,50.3
tgo,2011,48.9
tgo,2012,48.9
tgo,2013,48.9
tgo,2014,50.3
tgo,2015,48.5
tgo,2016,48.5
tgo,2017,48.5
tgo,2018,48.2
tgo,2019,48.2
tha,2005,36.4
tha,2006,35.9
tha,2007,36.4
tha,2008,36.1
tha,2009,35.8
tha,2010,35.8
tha,2011,35.9
tha,2012,36.1
tha,2013,28.7
tha,2014,26
tha,2015,26.8
tha,2016,29.6
tha,2017,28.7
tha,2018,29.5
tha,2019,29.5
tjk,2005,79.9
tjk,2006,79.9
tjk,2007,80
tjk,2008,83.4
tjk,2009,83.8
tjk,2010,84
tjk,2011,84.5
tjk,2012,84.5
tjk,2013,80.9
tjk,2014,81.8
tjk,2015,81.8
tjk,2016,66.1
tjk,2017,66.3
tjk,2018,67.3
tjk,2019,67.3
tls,2005,48.9
tls,2006,48.9
tls,2007,48.9
tls,2008,33.1
tls,2009,11.2
tls,2010,11.2
tls,2011,11.2
tls,2012,11.2
tls,2013,11.2
tls,2014,11.2
tls,2015,11.2
tls,2016,11.2
tls,2017,11.2
tls,2018,11.2
tls,2019,17.3
ton,2005,27.5
ton,2006,27.5
ton,2007,27.5
ton,2008,27.5
ton,2009,22.7
ton,2010,23.6
ton,2011,23.6
ton,2012,23.6
ton,2013,27.5
ton,2014,27.5
ton,2015,27.5
ton,2016,27.5
ton,2017,27.5
ton,2018,27.5
ton,2019,27.5
tto,2005,39.2
tto,2006,39.2
tto,2007,35
tto,2008,36.3
tto,2009,36.3
tto,2010,35
tto,2011,31
tto,2012,31
tto,2013,31.5
tto,2014,32
tto,2015,32.2
tto,2016,32
tto,2017,36.2
tto,2018,39.7
tto,2019,40.5
tun,2005,61.2
tun,2006,61.2
tun,2007,61.2
tun,2008,59.1
tun,2009,62.8
tun,2010,62.8
tun,2011,62.8
tun,2012,62.8
tun,2013,62.8
tun,2014,62.8
tun,2015,60.2
tun,2016,60.2
tun,2017,64.1
tun,2018,60.2
tun,2019,60.7
tur,2005,46.1
tur,2006,45.7
tur,2007,44.3
tur,2008,44
tur,2009,42.9
tur,2010,42.9
tur,2011,39.7
tur,2012,39.7
tur,2013,39.4
tur,2014,39.8
tur,2015,40.5
tur,2016,40.5
tur,2017,40.4
tur,2018,40.4
tur,2019,42.3
tza,2005,43.8
tza,2006,43.8
tza,2007,43.9
tza,2008,44.4
tza,2009,44.4
tza,2010,44.4
tza,2011,44.9
tza,2012,44.9
tza,2013,44.3
tza,2014,44.3
tza,2015,43.9
tza,2016,43.9
tza,2017,44.1
tza,2018,44
tza,2019,43.8
uga,2005,36.7
uga,2006,35
uga,2007,36.6
uga,2008,35.4
uga,2009,33.5
uga,2010,33.5
uga,2011,33.5
uga,2012,33.5
uga,2013,33.5
uga,2014,33.5
uga,2015,33.5
uga,2016,33.7
uga,2017,33.7
uga,2018,33.7
uga,2019,33.7
ukr,2005,57.3
ukr,2006,57
ukr,2007,56.6
ukr,2008,57.2
ukr,2009,57.2
ukr,2010,55.5
ukr,2011,57.1
ukr,2012,55.4
ukr,2013,54.4
ukr,2014,52.7
ukr,2015,52.2
ukr,2016,52.3
ukr,2017,37.8
ukr,2018,41.7
ukr,2019,45.2
ury,2005,71.3
ury,2006,71.3
ury,2007,71.3
ury,2008,43
ury,2009,41.9
ury,2010,41.9
ury,2011,41.9
ury,2012,41.9
ury,2013,41.8
ury,2014,41.8
ury,2015,41.8
ury,2016,41.8
ury,2017,41.8
ury,2018,41.8
ury,2019,41.8
usa,2013,43.8
usa,2014,43.8
usa,2015,43.9
usa,2016,44
usa,2017,43.8
usa,2018,43.8
usa,2019,36.6
uzb,2005,96.7
uzb,2006,112.1
uzb,2007,90.3
uzb,2008,89.8
uzb,2009,95
uzb,2010,95.8
uzb,2011,97.7
uzb,2012,98.7
uzb,2013,93.7
uzb,2014,42.1
uzb,2015,41.1
uzb,2016,38.1
uzb,2017,38.3
uzb,2018,32.1
uzb,2019,31.6
vct,2005,45
vct,2006,45
vct,2007,45
vct,2008,42.6
vct,2009,41
vct,2010,38.7
vct,2011,38.7
vct,2012,38.7
vct,2013,38.6
vct,2014,38.6
vct,2015,39.3
vct,2016,39.3
vct,2017,39.3
vct,2018,39.3
vct,2019,37
ven,2005,50.2
ven,2006,49.8
ven,2007,53.6
ven,2008,55.6
ven,2009,60.4
ven,2010,51.9
ven,2011,62.8
ven,2012,61.5
ven,2013,65
ven,2014,65
ven,2015,64.7
ven,2016,65
ven,2017,70.1
ven,2018,70.1
ven,2019,73.3
vnm,2005,39.9
vnm,2006,39.9
vnm,2007,39.9
vnm,2008,39.9
vnm,2009,40
vnm,2010,33.1
vnm,2011,39.9
vnm,2012,35.3
vnm,2013,40.8
vnm,2014,40.8
vnm,2015,39.4
vnm,2016,39.4
vnm,2017,38.1
vnm,2018,37.8
vnm,2019,37.6
vut,2005,8.4
vut,2006,8.4
vut,2007,8.4
vut,2008,8.4
vut,2009,8.4
vut,2010,8.4
vut,2011,8.4
vut,2012,8.4
vut,2013,8.5
vut,2014,8.5
vut,2015,8.5
vut,2016,8.5
vut,2017,8.5
vut,2018,8.5
vut,2019,8.5
wsm,2005,19.3
wsm,2006,19.3
wsm,2007,19.3
wsm,2008,18.4
wsm,2009,18.4
wsm,2010,18.4
wsm,2011,18.4
wsm,2012,18.4
wsm,2013,18.4
wsm,2014,18.1
wsm,2015,18.1
wsm,2016,18.5
wsm,2017,19.3
wsm,2018,19.3
wsm,2019,19.3
yem,2005,196.7
yem,2006,49.4
yem,2007,49.4
yem,2008,49.3
yem,2009,49.3
yem,2010,49.3
yem,2011,34.5
yem,2012,33.6
yem,2013,26.6
yem,2014,26.6
yem,2015,26.6
yem,2016,26.6
yem,2017,26.6
yem,2018,26.6
yem,2019,26.6
zaf,2005,37.1
zaf,2006,36.6
zaf,2007,36.1
zaf,2008,33.3
zaf,2009,30
zaf,2010,30.2
zaf,2011,31.8
zaf,2012,32
zaf,2013,28.7
zaf,2014,28.9
zaf,2015,28.8
zaf,2016,28.8
zaf,2017,28.9
zaf,2018,29.1
zaf,2019,29.2
zmb,2005,15.4
zmb,2006,15.4
zmb,2007,15
zmb,2008,15
zmb,2009,15
zmb,2010,14.3
zmb,2011,14.4
zmb,2012,16.2
zmb,2013,15.9
zmb,2014,15.5
zmb,2015,18.6
zmb,2016,18.6
zmb,2017,15.6
zmb,2018,15.6
zmb,2019,15.6
zwe,2005,30.1
zwe,2006,30.2
zwe,2007,49.3
zwe,2008,66.3
zwe,2009,36.1
zwe,2010,38.2
zwe,2011,33.5
zwe,2012,33.4
zwe,2013,34.1
zwe,2014,31.4
zwe,2015,31.6
zwe,2016,31.6
zwe,2017,31.6
zwe,2018,31.6
zwe,2019,31.6
