geo,time,sh_sta_brtw_zs
lso,2002,15.23038
lso,2003,15.1447
lso,2004,15.0791
lso,2005,15.03068
lso,2006,14.96825
lso,2007,14.93824
lso,2008,14.92561
lso,2009,14.91106
lso,2010,14.91324
lso,2011,14.89617
lso,2012,14.84169
lso,2013,14.7777
lso,2014,14.69984
lso,2015,14.60706
ltu,2000,4.75997
ltu,2001,4.7438
ltu,2002,4.729
ltu,2003,4.71491
ltu,2004,4.70102
ltu,2005,4.68339
ltu,2006,4.65932
ltu,2007,4.63004
ltu,2008,4.60329
ltu,2009,4.58802
ltu,2010,4.57383
ltu,2011,4.55793
ltu,2012,4.54224
ltu,2013,4.52851
ltu,2014,4.51762
ltu,2015,4.50879
lux,2000,6.60769
lux,2001,6.13465
lux,2002,5.82301
lux,2003,5.65097
lux,2004,5.59675
lux,2005,5.63852
lux,2006,5.75447
lux,2007,5.92286
lux,2008,6.12184
lux,2009,6.32956
lux,2010,6.52431
lux,2011,6.68423
lux,2012,6.78757
lux,2013,6.8125
lux,2014,6.73716
lux,2015,6.53984
lva,2000,5.13871
lva,2001,5.08687
lva,2002,5.03165
lva,2003,4.97413
lva,2004,4.91545
lva,2005,4.85669
lva,2006,4.79897
lva,2007,4.7434
lva,2008,4.69108
lva,2009,4.6431
lva,2010,4.6006
lva,2011,4.56466
lva,2012,4.5364
lva,2013,4.51693
lva,2014,4.50734
lva,2015,4.50875
mar,2000,18.75857
mar,2001,18.63831
mar,2002,18.51952
mar,2003,18.40778
mar,2004,18.29506
mar,2005,18.20997
mar,2006,18.12833
mar,2007,18.03963
mar,2008,17.94157
mar,2009,17.85759
mar,2010,17.74998
mar,2011,17.63612
mar,2012,17.5395
mar,2013,17.4469
mar,2014,17.36173
mar,2015,17.28467
mco,2000,5.48043
mco,2001,5.47574
mco,2002,5.47158
mco,2003,5.46818
mco,2004,5.46507
mco,2005,5.46209
mco,2006,5.45921
mco,2007,5.45574
mco,2008,5.45265
mco,2009,5.45058
mco,2010,5.44871
mco,2011,5.44652
mco,2012,5.44471
mco,2013,5.44222
mco,2014,5.43927
mco,2015,5.43662
mda,2000,5.45904
mda,2001,5.37222
mda,2002,5.28595
mda,2003,5.21292
mda,2004,5.15869
mda,2005,5.12298
mda,2006,5.09926
mda,2007,5.08715
mda,2008,5.07906
mda,2009,5.07113
mda,2010,5.0646
mda,2011,5.05553
mda,2012,5.04512
mda,2013,5.03071
mda,2014,5.0137
mda,2015,5.00106
mdg,2000,19.79023
mdg,2001,19.57322
mdg,2002,19.38101
mdg,2003,19.16145
mdg,2004,18.9379
mdg,2005,18.72114
mdg,2006,18.51837
mdg,2007,18.30319
mdg,2008,18.09308
mdg,2009,17.92735
mdg,2010,17.77415
mdg,2011,17.63625
mdg,2012,17.49625
mdg,2013,17.36596
mdg,2014,17.24793
mdg,2015,17.1382
mdv,2000,15.59756
mdv,2001,15.09652
mdv,2002,14.6277
mdv,2003,14.13922
mdv,2004,13.71575
mdv,2005,13.36905
mdv,2006,13.0522
mdv,2007,12.79622
mdv,2008,12.58039
mdv,2009,12.3977
mdv,2010,12.25117
mdv,2011,12.11837
mdv,2012,11.99818
mdv,2013,11.89208
mdv,2014,11.80014
mdv,2015,11.71791
mex,2000,8.18152
mex,2001,8.1091
mex,2002,8.04638
mex,2003,8.00509
mex,2004,7.97836
mex,2005,7.96676
mex,2006,7.93847
mex,2007,7.88952
mex,2008,7.86269
mex,2009,7.88127
mex,2010,7.92634
mex,2011,7.95965
mex,2012,7.95157
mex,2013,7.92327
mex,2014,7.89522
mex,2015,7.86874
mkd,2000,8.8823
mkd,2001,8.85392
mkd,2002,8.82268
mkd,2003,8.79056
mkd,2004,8.75954
mkd,2005,8.73156
mkd,2006,8.70861
mkd,2007,8.69265
mkd,2008,8.68566
mkd,2009,8.68958
mkd,2010,8.70641
mkd,2011,8.73809
mkd,2012,8.78662
mkd,2013,8.85395
mkd,2014,8.94203
mkd,2015,9.05285
mlt,2000,5.88813
mlt,2001,6.09787
mlt,2002,6.30027
mlt,2003,6.49105
mlt,2004,6.66595
mlt,2005,6.82072
mlt,2006,6.95108
mlt,2007,7.05278
mlt,2008,7.12156
mlt,2009,7.15314
mlt,2010,7.14327
mlt,2011,7.08768
mlt,2012,6.98212
mlt,2013,6.82232
mlt,2014,6.60402
mlt,2015,6.32295
mmr,2000,13.86361
mmr,2001,13.71325
mmr,2002,13.57157
mmr,2003,13.43814
mmr,2004,13.31382
mmr,2005,13.21109
mmr,2006,13.09414
mmr,2007,12.99296
mmr,2008,12.88364
mmr,2009,12.79131
mmr,2010,12.70434
mmr,2011,12.62135
mmr,2012,12.54026
mmr,2013,12.45679
mmr,2014,12.37171
mmr,2015,12.30347
mne,2000,5.25761
mne,2001,4.97525
mne,2002,4.77107
mne,2003,4.63677
mne,2004,4.56405
mne,2005,4.5446
mne,2006,4.57011
mne,2007,4.6323
mne,2008,4.72286
mne,2009,4.83343
mne,2010,4.95578
mne,2011,5.08155
mne,2012,5.2025
mne,2013,5.31027
mne,2014,5.39655
mne,2015,5.45308
mng,2000,6.25903
mng,2001,6.17975
mng,2002,6.09709
mng,2003,6.02001
mng,2004,5.94333
mng,2005,5.87612
mng,2006,5.81331
mng,2007,5.75425
mng,2008,5.69446
mng,2009,5.63628
mng,2010,5.57594
mng,2011,5.52565
mng,2012,5.47863
mng,2013,5.44053
mng,2014,5.40597
mng,2015,5.3734
moz,2000,16.66682
moz,2001,16.29306
moz,2002,15.95223
moz,2003,15.65387
moz,2004,15.40131
moz,2005,15.16492
moz,2006,14.95431
moz,2007,14.79625
moz,2008,14.62886
moz,2009,14.497
moz,2010,14.37019
moz,2011,14.25407
moz,2012,14.13613
moz,2013,14.0222
moz,2014,13.92365
moz,2015,13.81865
mus,2000,12.69078
mus,2001,13.03178
mus,2002,13.40867
mus,2003,13.8115
mus,2004,14.23037
mus,2005,14.65534
mus,2006,15.07648
mus,2007,15.48388
mus,2008,15.8676
mus,2009,16.2177
mus,2010,16.52428
mus,2011,16.77739
mus,2012,16.96714
mus,2013,17.08357
mus,2014,17.11674
mus,2015,17.05676
mwi,2000,17.22108
mwi,2001,16.85792
mwi,2002,16.50991
mwi,2003,16.20803
mwi,2004,15.95093
mwi,2005,15.75045
mwi,2006,15.59329
mwi,2007,15.49377
mwi,2008,15.40135
mwi,2009,15.30397
mwi,2010,15.18601
mwi,2011,15.03769
mwi,2012,14.87871
mwi,2013,14.72805
mwi,2014,14.5844
mwi,2015,14.46429
mys,2000,9.95793
mys,2001,9.90674
mys,2002,9.91624
mys,2003,9.97718
mys,2004,10.08031
mys,2005,10.21634
mys,2006,10.37602
mys,2007,10.5501
mys,2008,10.72932
mys,2009,10.90437
mys,2010,11.06604
mys,2011,11.20505
mys,2012,11.31215
mys,2013,11.37808
mys,2014,11.39353
mys,2015,11.3493
nam,2000,16.47465
nam,2001,16.3501
nam,2002,16.23066
nam,2003,16.11816
nam,2004,16.02364
nam,2005,15.9538
nam,2006,15.90712
nam,2007,15.87337
nam,2008,15.84969
nam,2009,15.83503
nam,2010,15.80451
nam,2011,15.75083
nam,2012,15.70071
nam,2013,15.64044
nam,2014,15.57808
nam,2015,15.52514
nic,2000,11.53167
nic,2001,11.46037
nic,2002,11.39087
nic,2003,11.32123
nic,2004,11.2377
nic,2005,11.16217
nic,2006,11.09168
nic,2007,11.02431
nic,2008,10.97515
nic,2009,10.9168
nic,2010,10.87453
nic,2011,10.82931
nic,2012,10.78714
nic,2013,10.75
nic,2014,10.71208
nic,2015,10.66908
nld,2000,7.08853
nld,2001,6.85599
nld,2002,6.66561
nld,2003,6.51326
nld,2004,6.39483
nld,2005,6.30619
nld,2006,6.2432
nld,2007,6.20175
nld,2008,6.17772
nld,2009,6.16695
nld,2010,6.16536
nld,2011,6.16878
nld,2012,6.17314
nld,2013,6.17428
nld,2014,6.16805
nld,2015,6.15037
nor,2000,4.9363
nor,2001,4.97069
nor,2002,4.99333
nor,2003,5.00479
nor,2004,5.00569
nor,2005,4.9966
nor,2006,4.97811
nor,2007,4.95083
nor,2008,4.91535
nor,2009,4.87223
nor,2010,4.8221
nor,2011,4.76553
nor,2012,4.70312
nor,2013,4.63546
nor,2014,4.56313
nor,2015,4.48674
npl,2000,27.16243
npl,2001,26.697
npl,2002,26.24676
npl,2003,25.81754
npl,2004,25.40422
npl,2005,25.02282
npl,2006,24.63822
npl,2007,24.27838
npl,2008,23.91933
npl,2009,23.56106
npl,2010,23.22047
npl,2011,22.87869
npl,2012,22.58349
npl,2013,22.30191
npl,2014,22.05116
npl,2015,21.81313
nzl,2000,6.55489
nzl,2001,6.37986
nzl,2002,6.24203
nzl,2003,6.13669
nzl,2004,6.05914
nzl,2005,6.00468
nzl,2006,5.96859
nzl,2007,5.94619
nzl,2008,5.93278
nzl,2009,5.92361
nzl,2010,5.91402
nzl,2011,5.89928
nzl,2012,5.87473
nzl,2013,5.83562
nzl,2014,5.77725
nzl,2015,5.69494
omn,2000,10.9266
omn,2001,10.85487
omn,2002,10.80239
omn,2003,10.75011
omn,2004,10.71141
omn,2005,10.67348
omn,2006,10.65084
omn,2007,10.62007
omn,2008,10.60552
omn,2009,10.58682
omn,2010,10.57775
omn,2011,10.57167
omn,2012,10.56327
omn,2013,10.55501
omn,2014,10.54762
omn,2015,10.53634
pan,2000,10.62022
pan,2001,10.5748
pan,2002,10.53791
pan,2003,10.50008
pan,2004,10.45341
pan,2005,10.41565
pan,2006,10.37961
pan,2007,10.34611
pan,2008,10.3118
pan,2009,10.27874
pan,2010,10.24064
pan,2011,10.21051
pan,2012,10.18092
pan,2013,10.14637
pan,2014,10.11818
pan,2015,10.0871
per,2000,10.13259
per,2001,10.04928
per,2002,9.97698
per,2003,9.904
per,2004,9.84502
per,2005,9.79692
per,2006,9.74341
per,2007,9.69794
per,2008,9.65297
per,2009,9.6125
per,2010,9.57692
per,2011,9.5421
per,2012,9.50363
per,2013,9.46675
per,2014,9.43402
per,2015,9.40363
phl,2000,21.54292
phl,2001,21.43975
phl,2002,21.33547
phl,2003,21.22773
phl,2004,21.1281
phl,2005,21.03627
phl,2006,20.935
phl,2007,20.84163
phl,2008,20.74111
phl,2009,20.64475
phl,2010,20.5612
phl,2011,20.49234
phl,2012,20.41134
phl,2013,20.32684
phl,2014,20.23778
phl,2015,20.14788
pol,2000,5.68607
pol,2001,5.83691
pol,2002,5.93198
pol,2003,5.97973
pol,2004,5.98865
pol,2005,5.96719
pol,2006,5.92381
pol,2007,5.86698
pol,2008,5.80516
pol,2009,5.74682
pol,2010,5.70041
pol,2011,5.67441
pol,2012,5.67727
pol,2013,5.71746
pol,2014,5.80345
pol,2015,5.94368
prt,2000,7.41131
prt,2001,7.3976
prt,2002,7.41238
prt,2003,7.45279
prt,2004,7.516
prt,2005,7.59915
prt,2006,7.69939
prt,2007,7.81388
prt,2008,7.93979
prt,2009,8.07423
prt,2010,8.21439
prt,2011,8.35741
prt,2012,8.50045
prt,2013,8.64066
prt,2014,8.77518
prt,2015,8.90118
pry,2000,8.60451
pry,2001,8.56895
pry,2002,8.52723
pry,2003,8.49008
pry,2004,8.45232
pry,2005,8.41768
pry,2006,8.37841
pry,2007,8.34469
pry,2008,8.31104
pry,2009,8.27326
pry,2010,8.24074
pry,2011,8.21234
pry,2012,8.18302
pry,2013,8.15622
pry,2014,8.12274
pry,2015,8.09001
pse,2000,8.79288
pse,2001,8.7562
pse,2002,8.72728
pse,2003,8.70481
pse,2004,8.67221
pse,2005,8.63411
pse,2006,8.60027
pse,2007,8.57189
pse,2008,8.54517
pse,2009,8.52392
pse,2010,8.50433
pse,2011,8.4831
pse,2012,8.46054
pse,2013,8.43511
pse,2014,8.40939
pse,2015,8.3861
qat,2000,9.08152
qat,2001,8.93552
qat,2002,8.78799
qat,2003,8.64023
qat,2004,8.49356
qat,2005,8.34927
qat,2006,8.20866
qat,2007,8.07305
qat,2008,7.94374
qat,2009,7.82201
qat,2010,7.7092
qat,2011,7.60658
qat,2012,7.5155
qat,2013,7.43723
qat,2014,7.37306
qat,2015,7.32433
rou,2000,8.80141
rou,2001,8.79068
rou,2002,8.7753
rou,2003,8.74928
rou,2004,8.70656
rou,2005,8.64876
rou,2006,8.57691
rou,2007,8.49912
rou,2008,8.42403
rou,2009,8.36619
rou,2010,8.32071
rou,2011,8.28406
rou,2012,8.2548
rou,2013,8.22946
rou,2014,8.20578
rou,2015,8.18455
rus,2000,7.35668
rus,2001,6.82732
rus,2002,6.4257
rus,2003,6.13641
rus,2004,5.94399
rus,2005,5.83301
rus,2006,5.78801
rus,2007,5.79361
rus,2008,5.83435
rus,2009,5.89472
rus,2010,5.95938
rus,2011,6.01284
rus,2012,6.03972
rus,2013,6.02453
rus,2014,5.95181
rus,2015,5.80619
rwa,2000,10.33095
rwa,2001,10.11846
rwa,2002,9.8781
rwa,2003,9.63704
rwa,2004,9.39536
rwa,2005,9.17652
rwa,2006,8.99062
rwa,2007,8.82921
rwa,2008,8.68439
rwa,2009,8.55132
rwa,2010,8.42269
rwa,2011,8.29076
rwa,2012,8.1641
rwa,2013,8.0491
rwa,2014,7.95426
rwa,2015,7.8707
sen,2000,21.95353
sen,2001,21.72837
sen,2002,21.45938
sen,2003,21.17052
sen,2004,20.87091
sen,2005,20.57284
sen,2006,20.29205
sen,2007,20.02115
sen,2008,19.75253
sen,2009,19.51461
sen,2010,19.2929
sen,2011,19.07969
sen,2012,18.88575
sen,2013,18.72409
sen,2014,18.58726
sen,2015,18.45974
sgp,2000,9.78972
sgp,2001,9.77325
sgp,2002,9.7581
sgp,2003,9.74239
sgp,2004,9.72565
sgp,2005,9.71072
sgp,2006,9.69659
sgp,2007,9.68424
sgp,2008,9.67771
sgp,2009,9.67517
sgp,2010,9.66616
sgp,2011,9.6571
sgp,2012,9.6507
sgp,2013,9.64492
sgp,2014,9.64023
sgp,2015,9.63556
sle,2000,17.1963
sle,2001,17.0535
sle,2002,16.88787
sle,2003,16.73955
sle,2004,16.58356
sle,2005,16.41536
sle,2006,16.21173
sle,2007,16.00696
sle,2008,15.78081
sle,2009,15.55248
sle,2010,15.33933
sle,2011,15.13807
sle,2012,14.94083
sle,2013,14.75038
sle,2014,14.56869
sle,2015,14.4151
slv,2000,10.95815
slv,2001,10.87219
slv,2002,10.79455
slv,2003,10.72766
slv,2004,10.67427
slv,2005,10.61812
slv,2006,10.57475
slv,2007,10.53743
slv,2008,10.50724
slv,2009,10.47727
slv,2010,10.45548
slv,2011,10.4229
slv,2012,10.39099
slv,2013,10.35847
slv,2014,10.32569
slv,2015,10.29594
smr,2000,3.27897
smr,2001,3.27457
smr,2002,3.27105
smr,2003,3.26841
smr,2004,3.26622
smr,2005,3.26411
smr,2006,3.26242
smr,2007,3.26073
smr,2008,3.25919
smr,2009,3.25882
smr,2010,3.2595
smr,2011,3.26043
smr,2012,3.2616
smr,2013,3.26209
smr,2014,3.26139
smr,2015,3.26043
srb,2000,4.7289
srb,2001,4.71576
srb,2002,4.69698
srb,2003,4.67002
srb,2004,4.64135
srb,2005,4.61827
srb,2006,4.60171
srb,2007,4.58965
srb,2008,4.58109
srb,2009,4.575
srb,2010,4.56801
srb,2011,4.56008
srb,2012,4.55292
srb,2013,4.54671
srb,2014,4.5408
srb,2015,4.53436
stp,2000,7.21993
stp,2001,7.17178
stp,2002,7.12295
stp,2003,7.07253
stp,2004,7.02779
stp,2005,6.9781
stp,2006,6.92702
stp,2007,6.88622
stp,2008,6.84204
stp,2009,6.8022
stp,2010,6.76334
stp,2011,6.72722
stp,2012,6.69323
stp,2013,6.66004
stp,2014,6.63042
stp,2015,6.59841
sur,2000,16.01081
sur,2001,15.87491
sur,2002,15.75449
sur,2003,15.63636
sur,2004,15.53217
sur,2005,15.43347
sur,2006,15.33991
sur,2007,15.23662
sur,2008,15.15408
sur,2009,15.06809
sur,2010,14.99618
sur,2011,14.91863
sur,2012,14.85014
sur,2013,14.77771
sur,2014,14.71177
sur,2015,14.65853
svk,2000,6.84975
svk,2001,6.82913
svk,2002,6.86695
svk,2003,6.95209
svk,2004,7.07336
svk,2005,7.21963
svk,2006,7.37972
svk,2007,7.5425
svk,2008,7.6968
svk,2009,7.83145
svk,2010,7.93532
svk,2011,7.99723
svk,2012,8.00606
svk,2013,7.95063
svk,2014,7.81976
svk,2015,7.60234
svn,2000,5.6238
svn,2001,5.72291
svn,2002,5.81111
svn,2003,5.88881
svn,2004,5.95641
svn,2005,6.01431
svn,2006,6.06291
svn,2007,6.10263
svn,2008,6.13385
svn,2009,6.15698
svn,2010,6.17243
svn,2011,6.18059
svn,2012,6.18188
svn,2013,6.17668
svn,2014,6.16541
svn,2015,6.14847
swe,2000,4.45801
swe,2001,4.3153
swe,2002,4.2377
swe,2003,4.21041
swe,2004,4.2186
swe,2005,4.24745
swe,2006,4.28216
swe,2007,4.30792
swe,2008,4.30992
swe,2009,4.2733
swe,2010,4.1833
swe,2011,4.02508
swe,2012,3.78385
swe,2013,3.44477
swe,2014,2.99302
swe,2015,2.41381
swz,2000,11.11419
swz,2001,11.02404
swz,2002,10.93214
swz,2003,10.84661
swz,2004,10.76075
swz,2005,10.69828
swz,2006,10.64674
swz,2007,10.61337
swz,2008,10.59195
swz,2009,10.58023
swz,2010,10.56034
swz,2011,10.52106
swz,2012,10.46612
swz,2013,10.41191
swz,2014,10.36284
swz,2015,10.32143
syc,2000,9.00843
syc,2001,9.40727
syc,2002,9.73067
syc,2003,9.98872
syc,2004,10.19156
syc,2005,10.34929
syc,2006,10.47206
syc,2007,10.56996
syc,2008,10.65311
syc,2009,10.73164
syc,2010,10.81567
syc,2011,10.9153
syc,2012,11.04067
syc,2013,11.20188
syc,2014,11.40907
syc,2015,11.67233
tgo,2000,17.80997
tgo,2001,17.68848
tgo,2002,17.564
tgo,2003,17.43827
tgo,2004,17.3153
tgo,2005,17.18418
tgo,2006,17.04173
tgo,2007,16.88311
tgo,2008,16.74564
tgo,2009,16.63404
tgo,2010,16.5227
tgo,2011,16.4369
tgo,2012,16.34966
tgo,2013,16.26198
tgo,2014,16.17655
tgo,2015,16.08761
tha,2000,13.54496
tha,2001,12.90199
tha,2002,12.37339
tha,2003,11.94733
tha,2004,11.61195
tha,2005,11.35538
tha,2006,11.16576
tha,2007,11.03128
tha,2008,10.94004
tha,2009,10.88015
tha,2010,10.83981
tha,2011,10.80714
tha,2012,10.77033
tha,2013,10.71748
tha,2014,10.63668
tha,2015,10.51618
tjk,2000,6.15575
tjk,2001,6.0962
tjk,2002,6.03823
tjk,2003,5.98483
tjk,2004,5.92239
tjk,2005,5.87381
tjk,2006,5.83619
tjk,2007,5.81011
tjk,2008,5.78088
tjk,2009,5.75791
tjk,2010,5.73269
tjk,2011,5.71172
tjk,2012,5.68516
tjk,2013,5.66639
tjk,2014,5.6459
tjk,2015,5.62529
tkm,2000,5.39268
tkm,2001,5.35959
tkm,2002,5.3194
tkm,2003,5.283
tkm,2004,5.24583
tkm,2005,5.20887
tkm,2006,5.17673
tkm,2007,5.14389
tkm,2008,5.10795
tkm,2009,5.09013
tkm,2010,5.06184
tkm,2011,5.03494
tkm,2012,5.00927
tkm,2013,4.98145
tkm,2014,4.95462
tkm,2015,4.92761
tto,2000,13.07208
tto,2001,13.04638
tto,2002,13.02158
tto,2003,12.97138
tto,2004,12.92577
tto,2005,12.87612
tto,2006,12.83079
tto,2007,12.78002
tto,2008,12.72402
tto,2009,12.67803
tto,2010,12.63028
tto,2011,12.58271
tto,2012,12.53513
tto,2013,12.48989
tto,2014,12.44167
tto,2015,12.39228
tun,2000,8.21172
tun,2001,8.11446
tun,2002,8.03193
tun,2003,7.95911
tun,2004,7.88937
tun,2005,7.82425
tun,2006,7.7677
tun,2007,7.7155
tun,2008,7.6667
tun,2009,7.62659
tun,2010,7.59262
tun,2011,7.56578
tun,2012,7.53784
tun,2013,7.51363
tun,2014,7.49275
tun,2015,7.47203
tur,2000,12.90107
tur,2001,12.76374
tur,2002,12.63427
tur,2003,12.48842
tur,2004,12.34793
tur,2005,12.2102
tur,2006,12.0909
tur,2007,11.98414
tur,2008,11.88669
tur,2009,11.79475
tur,2010,11.71074
tur,2011,11.6397
tur,2012,11.56896
tur,2013,11.50482
tur,2014,11.44515
tur,2015,11.39666
tza,2000,12.43079
tza,2001,12.25943
tza,2002,12.08934
tza,2003,11.91498
tza,2004,11.74706
tza,2005,11.58975
tza,2006,11.43812
tza,2007,11.28799
tza,2008,11.15603
tza,2009,11.03155
tza,2010,10.92174
tza,2011,10.82284
tza,2012,10.73083
tza,2013,10.6481
tza,2014,10.57062
tza,2015,10.49665
ukr,2000,5.41664
ukr,2001,5.33124
ukr,2002,5.26125
ukr,2003,5.20643
ukr,2004,5.16651
ukr,2005,5.1412
ukr,2006,5.13026
ukr,2007,5.13341
ukr,2008,5.15039
ukr,2009,5.18091
ukr,2010,5.22474
ukr,2011,5.28158
ukr,2012,5.35119
ukr,2013,5.4333
ukr,2014,5.52761
ukr,2015,5.63389
ury,2000,7.72397
ury,2001,8.11626
ury,2002,8.40184
ury,2003,8.59216
ury,2004,8.69867
ury,2005,8.73284
ury,2006,8.70615
ury,2007,8.63001
ury,2008,8.51591
ury,2009,8.37531
ury,2010,8.21967
ury,2011,8.06043
ury,2012,7.90906
ury,2013,7.77702
ury,2014,7.67578
ury,2015,7.61678
usa,2000,7.49648
usa,2001,7.70896
usa,2002,7.87589
usa,2003,8.00194
usa,2004,8.09177
usa,2005,8.15003
usa,2006,8.18139
usa,2007,8.1905
usa,2008,8.18202
usa,2009,8.1606
usa,2010,8.13092
usa,2011,8.09762
usa,2012,8.06536
usa,2013,8.03881
usa,2014,8.02261
usa,2015,8.02144
uzb,2000,5.7704
uzb,2001,5.7334
uzb,2002,5.69082
uzb,2003,5.65588
uzb,2004,5.61138
uzb,2005,5.57283
uzb,2006,5.53743
uzb,2007,5.50632
uzb,2008,5.47032
uzb,2009,5.43776
uzb,2010,5.40646
uzb,2011,5.37694
uzb,2012,5.34915
uzb,2013,5.31792
uzb,2014,5.28901
uzb,2015,5.26055
ven,2000,8.62463
ven,2001,8.74463
ven,2002,8.80738
ven,2003,8.8232
ven,2004,8.80239
ven,2005,8.75525
ven,2006,8.69212
ven,2007,8.62329
ven,2008,8.55907
ven,2009,8.50977
ven,2010,8.48571
ven,2011,8.49719
ven,2012,8.55453
ven,2013,8.66804
ven,2014,8.84801
ven,2015,9.10477
vnm,2000,9.23656
vnm,2001,9.08258
vnm,2002,8.93777
vnm,2003,8.81539
vnm,2004,8.72178
vnm,2005,8.64161
vnm,2006,8.5801
vnm,2007,8.54086
vnm,2008,8.5104
vnm,2009,8.48483
vnm,2010,8.45375
vnm,2011,8.41513
vnm,2012,8.36257
vnm,2013,8.31099
vnm,2014,8.26046
vnm,2015,8.21141
vut,2000,11.08083
vut,2001,11.0593
vut,2002,11.03298
vut,2003,11.01969
vut,2004,11.01894
vut,2005,11.01172
vut,2006,11.00492
vut,2007,11.00542
vut,2008,10.99986
vut,2009,10.99546
vut,2010,10.98819
vut,2011,10.98288
vut,2012,10.97682
vut,2013,10.9596
vut,2014,10.93606
vut,2015,10.91019
zaf,2000,15.00658
zaf,2001,14.93727
zaf,2002,14.85825
zaf,2003,14.78192
zaf,2004,14.72031
zaf,2005,14.64375
zaf,2006,14.56526
zaf,2007,14.49158
zaf,2008,14.42513
zaf,2009,14.37035
zaf,2010,14.33227
zaf,2011,14.29593
zaf,2012,14.27209
zaf,2013,14.24789
zaf,2014,14.23121
zaf,2015,14.20516
zmb,2000,13.46151
zmb,2001,13.34482
zmb,2002,13.15997
zmb,2003,12.95533
zmb,2004,12.75578
zmb,2005,12.59182
zmb,2006,12.45113
zmb,2007,12.35929
zmb,2008,12.27047
zmb,2009,12.19322
zmb,2010,12.10797
zmb,2011,12.01117
zmb,2012,11.89799
zmb,2013,11.79443
zmb,2014,11.69026
zmb,2015,11.59869
zwe,2000,12.44838
zwe,2001,12.48702
zwe,2002,12.53165
zwe,2003,12.57634
zwe,2004,12.62134
zwe,2005,12.6773
zwe,2006,12.73515
zwe,2007,12.78801
zwe,2008,12.84424
zwe,2009,12.87489
zwe,2010,12.87605
zwe,2011,12.83565
zwe,2012,12.79292
zwe,2013,12.74119
zwe,2014,12.681
zwe,2015,12.62801
