geo,time,dt_nfl_mibr_cd
grc,1982,8100000
grc,1983,9300000
grc,1984,26500000
grc,1985,798938.74
grc,1986,-23803384.31
grc,1987,-33201178.77
grc,1988,-35822988.48
grc,1989,-35865486.87
grc,1990,-42435612.1
grc,1991,-21773943.1
grc,1992,-15656988.04
grc,1993,-10932295.82
grc,1994,-6084176.18
grc,1995,0
grc,1996,0
grc,1997,0
grc,1998,0
grc,1999,0
grc,2000,0
grc,2001,0
grc,2002,0
grc,2003,0
grc,2004,0
grc,2005,0
grc,2006,0
grc,2007,0
grc,2008,0
grc,2009,0
grd,1999,367000
grd,2000,1863000
grd,2001,1149000
grd,2002,795000
grd,2003,2190000
grd,2004,1456000
grd,2005,2280000
grd,2006,-1053000
grd,2007,3018000
grd,2008,-478000
grd,2009,-754000
grd,2010,3385000
grd,2011,-1483000
grd,2012,-1231000
grd,2013,-1397000
grd,2014,-1331000
grd,2015,3564000
grd,2016,-1132000
grd,2017,-1038000
grd,2018,-770000
grd,2019,-535000
grd,2020,650000
gtm,1970,2074000
gtm,1971,3287000
gtm,1972,4492000
gtm,1973,5518000
gtm,1974,6643000
gtm,1975,5677000
gtm,1976,2998000
gtm,1977,4026000
gtm,1978,17872000
gtm,1979,44112000
gtm,1980,35419000
gtm,1981,27482000
gtm,1982,14766000
gtm,1983,6477000
gtm,1984,-5724000
gtm,1985,35516000
gtm,1986,-435000
gtm,1987,-10573000
gtm,1988,-22359000
gtm,1989,-12495000
gtm,1990,11161000
gtm,1991,-16798000
gtm,1992,-58054000
gtm,1993,-38684000
gtm,1994,-15425000
gtm,1995,-26274000
gtm,1996,55877000
gtm,1997,4256000
gtm,1998,13779000
gtm,1999,55317000
gtm,2000,38178000
gtm,2001,34666000
gtm,2002,69535000
gtm,2003,27090000
gtm,2004,50017000
gtm,2005,1445000
gtm,2006,162576000
gtm,2007,98177000
gtm,2008,66113000
gtm,2009,306296000
gtm,2010,259982000
gtm,2011,20038000
gtm,2012,2481000
gtm,2013,154152000
gtm,2014,-51770000
gtm,2015,269290000
gtm,2016,-86180000
gtm,2017,-123752000
gtm,2018,162736000
gtm,2019,-77517000
gtm,2020,117625000
guy,1970,254000
guy,1971,1717000
guy,1972,2008000
guy,1973,2436000
guy,1974,3620000
guy,1975,5344000
guy,1976,3164000
guy,1977,1497000
guy,1978,5253000
guy,1979,9099000
guy,1980,1417000
guy,1981,6098000
guy,1982,13167000
guy,1983,7291000
guy,1984,2972000
guy,1985,-384000
guy,1986,-1145000
guy,1987,9000
guy,1989,-999000
guy,1990,-30865000
guy,1991,-5744000
guy,1992,-7240000
guy,1993,-5905000
guy,1994,-5363000
guy,1995,-5960000
guy,1996,-5386000
guy,1997,-4765000
guy,1998,-4664000
guy,1999,-3158000
guy,2000,-3164000
guy,2001,-2510000
guy,2002,-2817000
guy,2003,-2327000
guy,2004,-913000
hnd,1970,9209000
hnd,1971,3632000
hnd,1972,502000
hnd,1973,5935000
hnd,1974,5402000
hnd,1975,11235000
hnd,1976,10780000
hnd,1977,19523000
hnd,1978,21766000
hnd,1979,23141000
hnd,1980,20279000
hnd,1981,24210000
hnd,1982,41033000
hnd,1983,50360000
hnd,1984,49641000
hnd,1985,32202000
hnd,1986,11810000
hnd,1987,-357000
hnd,1988,16783000
hnd,1989,1776000
hnd,1990,-11936000
hnd,1991,-13774000
hnd,1992,-42541000
hnd,1993,-19886000
hnd,1994,-46430000
hnd,1995,-51144000
hnd,1996,-59214000
hnd,1997,-49659000
hnd,1998,-48235000
hnd,1999,-46865000
hnd,2000,-27183000
hnd,2001,-4954000
hnd,2002,-9683000
hnd,2003,-20625000
hnd,2004,-15056000
hnd,2005,-69662000
hrv,1985,2592418.23
hrv,1986,-2714994.12
hrv,1987,7658287.36
hrv,1988,27085572.94
hrv,1989,-13521351.85
hrv,1990,-2192140.11
hrv,1991,-3770070.24
hrv,1992,-18404555.3
hrv,1993,-6613918.53
hrv,1994,-28082065.59
hrv,1995,29351549.77
hrv,1996,88903390.46
hrv,1997,100396215.63
hrv,1998,42126953.32
hrv,1999,66627900.28
hrv,2000,33533653.87
hrv,2001,56902913.31
hrv,2002,104773793.03
hrv,2003,112588975.26
hrv,2004,35945601.54
hrv,2005,11018325.94
hrv,2006,169489045.72
hrv,2007,2282812.4
hrv,2008,143025385.48
hrv,2009,39756000
hrv,2010,308536000
hrv,2011,207379000
hrv,2012,-67110000
hrv,2013,-25498000
hrv,2014,158702000
hrv,2015,-42321000
hrv,2016,4953000
hun,1970,0
hun,1971,0
hun,1972,0
hun,1973,0
hun,1974,0
hun,1975,0
hun,1976,0
hun,1977,0
hun,1978,0
hun,1979,0
hun,1980,0
hun,1981,0
hun,1982,0
hun,1983,57193150
hun,1984,120587000
hun,1985,161627000
hun,1986,179987000
hun,1987,194737000
hun,1988,234220000
hun,1989,164008000
hun,1990,160469000
hun,1991,262292050.3
hun,1992,192843850.3
hun,1993,84638000
hun,1994,-28118570.3
hun,1995,-63168084.9
hun,1996,-419017456.2
hun,1997,-32827217.6
hun,1998,-802343724.6
hun,1999,-23568000
hun,2000,-56666000
hun,2001,-10321000
hun,2002,-62913000
hun,2003,-280468000
hun,2004,-39497000
hun,2005,-39534000
hun,2006,-39021000
hun,2007,-36622000
hun,2008,-29792000
hun,2009,-23085000
hun,2010,-26439000
hun,2011,-9380000
hun,2012,-6426000
hun,2013,-4093000
hun,2014,-3552000
hun,2015,0
hun,2016,0
idn,1975,56808000
idn,1976,156366000
idn,1977,189141000
idn,1978,161160000
idn,1979,175585000
idn,1980,300629000
idn,1981,269011000
idn,1982,425884000
idn,1983,401798000
idn,1984,672843000
idn,1985,611339000
idn,1986,579526000
idn,1987,1004135000
idn,1988,1219195000
idn,1989,783428000
idn,1990,436363000
idn,1991,790016000
idn,1992,326560000
idn,1993,430382000
idn,1994,-55577000
idn,1995,89803000
idn,1996,-503056000
idn,1997,-245178000
idn,1998,479068000
idn,1999,732703000
idn,2000,290148000
idn,2001,-280029000
idn,2002,-706026000
idn,2003,-949980000
idn,2004,-825623000
idn,2005,-805217000
idn,2006,-706386000
idn,2007,-601474000
idn,2008,146688000
idn,2009,908567000
idn,2010,1177386000
idn,2011,663551000
idn,2012,750409000
idn,2013,876682000
idn,2014,843874000
idn,2015,2194760000
idn,2016,1378596000
idn,2017,802922000
idn,2018,767274000
idn,2019,806984000
idn,2020,663625000
ind,1970,-10235000
ind,1971,-16393000
ind,1972,-1963000
ind,1973,-12846000
ind,1974,-9395000
ind,1975,-22560000
ind,1976,17534000
ind,1977,49102000
ind,1978,29117000
ind,1979,9297000
ind,1980,2341000
ind,1981,15606000
ind,1982,61306000
ind,1983,26014000
ind,1984,24074000
ind,1985,87886000
ind,1986,364286000
ind,1987,819044000
ind,1988,1501374000
ind,1989,1226629000
ind,1990,899538000
ind,1991,901042000
ind,1992,432224000
ind,1993,681108000
ind,1994,145466000
ind,1995,-55156000
ind,1996,76077000
ind,1997,-76181000
ind,1998,-97492000
ind,1999,-93780000
ind,2000,-10482000
ind,2001,79042000
ind,2002,-2383422000
ind,2003,-2932758000
ind,2004,748821000
ind,2005,652832000
ind,2006,719566000
ind,2007,656658000
ind,2008,731569000
ind,2009,953895000
ind,2010,2795219000
ind,2011,342883000
ind,2012,256801000
ind,2013,2442000
ind,2014,114935000
ind,2015,492857000
ind,2016,440724000
ind,2017,27322000
ind,2018,540371000
ind,2019,1395993000
ind,2020,2631740000
irn,1980,-66224000
irn,1981,-51948000
irn,1982,-49453000
irn,1983,-48178000
irn,1984,-50790000
irn,1985,-47724000
irn,1986,-55966000
irn,1987,-73638000
irn,1988,-84760000
irn,1989,-60942000
irn,1990,-67166000
irn,1991,-40309000
irn,1992,87923000
irn,1993,51265000
irn,1994,40242000
irn,1995,79373000
irn,1996,110000000
irn,1997,48975000
irn,1998,-21851000
irn,1999,3927000
irn,2000,44355000
irn,2001,-25403000
irn,2002,-56341000
irn,2003,-49259000
irn,2004,-34301000
irn,2005,102064000
irn,2006,181183000
irn,2007,139503000
irn,2008,77154000
irn,2009,74653000
irn,2010,64191000
irn,2011,-62490000
irn,2012,-36782000
irn,2013,-123680000
irn,2014,-91816000
irn,2015,-82456000
irn,2016,-83333000
irn,2017,-83563000
irn,2018,-65073000
irn,2019,-65073000
irn,2020,-13330000
irq,1970,0
irq,1971,0
irq,1972,0
irq,1973,0
irq,1974,0
irq,1975,0
irq,1976,0
irq,1977,0
irq,1978,0
irq,1979,0
irq,1980,0
irq,1981,0
irq,1982,0
irq,1983,0
irq,1984,0
irq,1985,0
irq,1986,0
irq,1987,0
irq,1988,0
irq,1989,0
irq,1990,0
irq,1991,0
irq,1992,0
irq,1993,0
irq,1994,0
irq,1995,0
irq,1996,0
irq,1997,0
irq,1998,0
irq,1999,0
irq,2000,0
irq,2001,0
irq,2002,0
irq,2003,0
irq,2004,-53263000
irq,2005,0
irq,2006,0
irq,2007,0
irq,2008,0
irq,2009,0
irq,2010,250000000
irq,2011,0
irq,2012,0
irq,2013,0
irq,2014,-11900000
irq,2015,1184046000
irq,2016,1486055000
jam,1970,6042000
jam,1971,3883000
jam,1972,1139000
jam,1973,1802000
jam,1974,1142000
jam,1975,6285000
jam,1976,14596000
jam,1977,9442000
jam,1978,44025000
jam,1979,14436000
jam,1980,49778000
jam,1981,35550000
jam,1982,110036000
jam,1983,46466000
jam,1984,31080000
jam,1985,56913000
jam,1986,-7021000
jam,1987,22548000
jam,1988,2175000
jam,1989,-2017000
jam,1990,-26430000
jam,1991,-19289000
jam,1992,-51085000
jam,1993,3979000
jam,1994,-53779000
jam,1995,-23848000
jam,1996,-39179000
jam,1997,-45711000
jam,1998,-40596000
jam,1999,-11266000
jam,2000,37098000
jam,2001,39510000
jam,2002,39888000
jam,2003,-31409000
jam,2004,-40715000
jam,2005,-21993000
jam,2006,-25326000
jam,2007,-28917000
jam,2008,-33990000
jam,2009,71115000
jam,2010,180563000
jam,2011,90191000
jam,2012,-9573000
jam,2013,119931000
jam,2014,-25308000
jam,2015,71777000
jam,2016,-16462000
jam,2017,52966000
jam,2018,3024000
jam,2019,20968000
jam,2020,59730000
jor,1979,3722000
jor,1980,22256000
jor,1981,19153000
jor,1982,10609000
jor,1983,27175000
jor,1984,22939000
jor,1985,54597000
jor,1986,67817000
jor,1987,69713000
jor,1988,23956000
jor,1989,9739000
jor,1990,70570000
jor,1991,-14597000
jor,1992,73880000
jor,1993,11876000
jor,1994,1806000
jor,1995,81050000
jor,1996,90886000
jor,1997,25039000
jor,1998,-27406000
jor,1999,95069000
jor,2000,-14760000
jor,2001,106427000
jor,2002,110674000
jor,2003,-30002000
jor,2004,-56730000
jor,2005,-25035000
jor,2006,-35084000
jor,2007,-38359000
jor,2008,-44430000
jor,2009,240010000
jor,2010,-68526000
jor,2011,-82704000
jor,2012,167360000
jor,2013,30748000
jor,2014,253483000
jor,2015,157747000
jor,2016,261524000
jor,2017,13015000
jor,2018,363052000
jor,2019,716555000
jor,2020,311434000
kaz,1994,181834000
kaz,1995,107448000
kaz,1996,225076000
kaz,1997,201661000
kaz,1998,210804000
kaz,1999,189820000
kaz,2000,29730000
kaz,2001,66635000
kaz,2002,35943000
kaz,2003,-4132000
kaz,2004,-27365000
kaz,2005,-620984000
kaz,2006,-101117000
kaz,2007,-76254000
kaz,2008,36353000
kaz,2009,83837000
kaz,2010,1283037000
kaz,2011,477684000
kaz,2012,333039000
kaz,2013,455974000
kaz,2014,332298000
kaz,2015,-167897000
kaz,2016,1052714000
kaz,2017,-128128000
kaz,2018,-207602000
kaz,2019,-175484000
kaz,2020,-186545000
ken,1970,1838000
ken,1971,6470000
ken,1972,20649000
ken,1973,17184000
ken,1974,12473000
ken,1975,43713000
ken,1976,63551000
ken,1977,32244000
ken,1978,38582000
ken,1979,33357000
ken,1980,34561000
ken,1981,49762000
ken,1982,72198000
ken,1983,82779000
ken,1984,107947000
ken,1985,43899000
ken,1986,8144000
ken,1987,-20967000
ken,1988,-51881000
ken,1989,-58334000
ken,1990,-91647000
ken,1991,-96164000
ken,1992,-97122000
ken,1993,-100213000
ken,1994,-106442000
ken,1995,-100208000
ken,1996,-88496000
ken,1997,-73811000
ken,1998,-65868000
ken,1999,-58481000
ken,2000,-40409000
ken,2001,-22462000
ken,2002,-11848000
ken,2003,-7712000
ken,2004,-4764000
ken,2005,-1062000
ken,2006,-4000
ken,2020,294060000
kna,1970,0
kna,1971,0
kna,1972,0
kna,1973,0
kna,1974,0
kna,1975,0
kna,1976,0
kna,1977,0
kna,1978,0
kna,1979,0
kna,1980,0
kna,1981,0
kna,1982,0
kna,1983,0
kna,1984,0
kna,1985,0
kna,1986,0
kna,1987,0
kna,1988,0
kna,1989,0
kna,1990,0
kna,1991,0
kna,1992,162000
kna,1993,0
kna,1994,607000
kna,1995,323000
kna,1996,0
kna,1997,-82000
kna,1998,104000
kna,1999,2744000
kna,2000,996000
kna,2001,2076000
kna,2002,2088000
kna,2003,3214000
kna,2004,1309000
kna,2005,-176000
kna,2006,153000
kna,2007,164000
kna,2008,-131000
kna,2009,-842000
kna,2010,-2547000
kna,2011,-1951000
kna,2012,-1690000
kna,2013,-1425000
kna,2014,-1316000
kna,2015,-1321000
kna,2016,-1321000
kor,1970,7228000
kor,1971,30944000
kor,1972,55858000
kor,1973,44554000
kor,1974,81047000
kor,1975,181624000
kor,1976,273373000
kor,1977,172226000
kor,1978,294879000
kor,1979,390074000
kor,1980,188664000
kor,1981,268639000
kor,1982,566895000
kor,1983,418853000
kor,1984,394622000
kor,1985,111028000
kor,1986,-102406000
kor,1987,-276646000
kor,1988,-812994000
kor,1989,-215422000
kor,1990,-402240000
kor,1991,-331171000
kor,1992,-216687000
kor,1993,-205761000
kor,1994,-306071000
kor,1995,-316606000
kor,1996,-175577000
kor,1997,2797932000
kor,1998,2875014000
kor,1999,843583000
kor,2000,-187621000
kor,2001,-140158000
kor,2002,-154480000
kor,2003,-2354914000
kor,2004,-1806789000
kor,2005,-531172000
kor,2006,-483715000
kor,2007,-469796000
kor,2008,-457976000
kor,2009,-415996000
kor,2010,0
kor,2011,-402604000
kor,2012,-271460000
kor,2013,-202606000
kor,2014,0
kor,2015,0
kor,2016,0
kos,2009,-207736000
kos,2010,-14270000
kos,2011,-16599000
kos,2012,-14817000
kos,2013,-14935000
kos,2014,-15199000
kos,2015,-12407000
kos,2016,-12654000
kos,2017,-12797000
kos,2018,-13641000
kos,2019,-12704000
kos,2020,-13071000
lbn,1970,-1402000
lbn,1971,-1471000
lbn,1972,-1542000
lbn,1973,-1615000
lbn,1974,-1693000
lbn,1975,3617000
lbn,1976,-1859000
lbn,1977,-1947000
lbn,1978,738000
lbn,1979,9622000
lbn,1980,4488000
lbn,1981,6641000
lbn,1982,2447000
lbn,1983,4990000
lbn,1984,1083000
lbn,1985,377000
lbn,1986,-2623000
lbn,1987,-1514000
lbn,1988,-5741000
lbn,1989,-2042000
lbn,1990,-6456000
lbn,1991,-4200000
lbn,1992,-4637000
lbn,1993,17050000
lbn,1994,22542000
lbn,1995,47121000
lbn,1996,27086000
lbn,1997,31517000
lbn,1998,38437000
lbn,1999,36355000
lbn,2000,25788000
lbn,2001,23907000
lbn,2002,35704000
lbn,2003,22656000
lbn,2004,14174000
lbn,2005,-6172000
lbn,2006,-52454000
lbn,2007,114619000
lbn,2008,-75704000
lbn,2009,-49760000
lbn,2010,3044000
lbn,2011,-20991000
lbn,2012,-47772000
lbn,2013,-43412000
lbn,2014,-32761000
lbn,2015,13128000
lbn,2016,67189000
lbn,2017,160804000
lbn,2018,69822000
lbn,2019,26242000
lbn,2020,17979000
lbr,1970,1749000
lbr,1971,1806000
lbr,1972,3307000
lbr,1973,5973000
lbr,1974,2248000
lbr,1975,1500000
lbr,1976,6523000
lbr,1977,6522000
lbr,1978,8526000
lbr,1979,9930000
lbr,1980,15640000
lbr,1981,14573000
lbr,1982,5933000
lbr,1983,4241000
lbr,1984,5186000
lbr,1985,650000
lbr,1986,-4653000
lbr,1987,1378000
lbr,1988,51000
lbr,2002,0
lbr,2007,-162520000
lca,1993,460000
lca,1994,1030000
lca,1995,555000
lca,1996,2018000
lca,1997,164000
lca,1998,1342000
lca,1999,636000
lca,2000,362000
lca,2001,-405000
lca,2002,321000
lca,2003,3623000
lca,2004,160000
lca,2005,126000
lca,2006,-377000
lca,2007,7756000
lca,2008,230000
lca,2009,1079000
lca,2010,1611000
lca,2011,-2683000
lca,2012,-2556000
lca,2013,-2082000
lca,2014,-1946000
lca,2015,-2027000
lca,2016,-2119000
lca,2017,-1645000
lca,2018,-1247000
lca,2019,-908000
lca,2020,-372000
lka,1970,-808000
lka,1971,2110000
lka,1972,449000
lka,1973,3148000
lka,1974,2059000
lka,1975,2393000
lka,1976,-183000
lka,1977,-3356000
lka,1978,-2479000
lka,1979,-1784000
lka,1980,-1919000
lka,1981,-1910000
lka,1982,2712000
lka,1983,12481000
lka,1984,11085000
lka,1985,999000
lka,1986,-2173000
lka,1987,-120000
lka,1988,1599000
lka,1989,1602000
lka,1990,-5802000
lka,1991,-7750000
lka,1992,-8280000
lka,1993,-8792000
lka,1994,-7713000
lka,1995,-6688000
lka,1996,-6433000
lka,1997,-5932000
lka,1998,-5763000
lka,1999,-6130000
lka,2000,-5329000
lka,2001,-4287000
lka,2002,-4392000
lka,2003,-1805000
lka,2004,-1968000
lka,2005,-999000
lka,2012,2533000
lka,2013,32116000
lka,2014,18667000
lka,2015,18748000
lka,2016,113252000
lka,2017,889000
lka,2018,16302000
lka,2019,49227000
lka,2020,63211000
lso,1992,4612000
lso,1993,21793000
lso,1994,13729000
lso,1995,11167000
lso,1996,7159000
lso,1997,5995000
lso,1998,-1066000
lso,1999,-4066000
lso,2000,5967000
lso,2001,-789000
lso,2002,-21289000
lso,2003,-18554000
lso,2004,-2368000
lso,2005,-3533000
lso,2006,-3600000
lso,2007,-3600000
lso,2008,-981000
lso,2009,-725000
lso,2010,-725000
lso,2011,-725000
lso,2012,-725000
lso,2013,-363000
ltu,1970,0
ltu,1971,0
ltu,1972,0
ltu,1973,0
ltu,1974,0
ltu,1975,0
ltu,1976,0
ltu,1977,0
ltu,1978,0
ltu,1979,0
ltu,1980,0
ltu,1981,0
ltu,1982,0
ltu,1983,0
ltu,1984,0
ltu,1985,0
ltu,1986,0
ltu,1987,0
ltu,1988,0
ltu,1989,0
ltu,1990,0
ltu,1991,0
ltu,1992,0
ltu,1993,42402000
ltu,1994,4217000
ltu,1995,12135000
ltu,1996,43768000
ltu,1997,18116000
ltu,1998,57069000
ltu,1999,26063000
ltu,2000,56926000
ltu,2001,26721000
ltu,2002,-9455000
ltu,2003,-19981000
ltu,2004,-92766000
ltu,2005,-97407000
ltu,2006,-8645000
ltu,2007,-58414000
ltu,2008,2987000
ltu,2009,-3082000
ltu,2010,-3132000
ltu,2011,-3132000
ltu,2012,-3132000
ltu,2013,-3132000
ltu,2014,-3132000
ltu,2015,-7801000
ltu,2016,0
lva,1970,0
lva,1971,0
lva,1972,0
lva,1973,0
lva,1974,0
lva,1975,0
lva,1976,0
lva,1977,0
lva,1978,0
lva,1979,0
lva,1980,0
lva,1981,0
lva,1982,0
lva,1983,0
lva,1984,0
lva,1985,0
lva,1986,0
lva,1987,0
lva,1988,0
lva,1989,0
lva,1990,0
lva,1991,0
lva,1992,0
lva,1993,21279000
lva,1994,22046000
lva,1995,8684000
lva,1996,24350000
lva,1997,52823000
lva,1998,78191000
lva,1999,23394000
lva,2000,53772000
lva,2001,10681000
lva,2002,-2764000
lva,2003,-106059000
lva,2004,-8001000
lva,2005,-61778000
lva,2006,-19030000
lva,2007,-22235000
lva,2008,-23754000
lva,2009,273185000
lva,2010,117556000
lva,2011,121975000
lva,2012,-4559000
lva,2013,-4749000
lva,2014,-1314000
lva,2015,-67778000
lva,2016,-88669000
mar,1970,9029000
mar,1971,14305000
mar,1972,14295000
mar,1973,20391000
mar,1974,47355000
mar,1975,91558000
mar,1976,44718000
mar,1977,51066000
mar,1978,51528000
mar,1979,112295000
mar,1980,34966000
mar,1981,62214000
mar,1982,96494000
mar,1983,123480000
mar,1984,202730000
mar,1985,220169000
mar,1986,254242000
mar,1987,241011000
mar,1988,227387000
mar,1989,182782000
mar,1990,224313000
mar,1991,127843000
mar,1992,207809000
mar,1993,83866000
mar,1994,-54926000
mar,1995,77521000
mar,1996,39095000
mar,1997,-165042000
mar,1998,-33594000
mar,1999,102124000
mar,2000,-168792000
mar,2001,-218298000
mar,2002,-222324000
mar,2003,-162910000
mar,2004,-292593000
mar,2005,-46422000
mar,2006,-157368000
mar,2007,120202000
mar,2008,-24070000
mar,2009,-1544000
mar,2010,65126000
mar,2011,498986000
mar,2012,36171000
mar,2013,1105098000
mar,2014,278732000
mar,2015,529991000
mar,2016,522475000
mar,2017,533259000
mar,2018,147174000
mar,2019,958224000
mar,2020,985313000
mda,1993,28573000
mda,1994,67092000
mda,1995,50158000
mda,1997,5394000
mda,1998,25602000
mda,1999,30654000
mda,2000,800000
mda,2001,-3137000
mda,2002,-4420000
mda,2003,-9073000
mda,2004,-10398000
mda,2005,-13397000
mda,2006,-13884000
mda,2007,-15039000
mda,2008,-16847000
mda,2009,-17592000
mda,2010,-17767000
mda,2011,-18579000
mda,2012,-19213000
mda,2013,-19687000
mda,2014,-4778000
mda,2015,-815000
mda,2016,39776000
mda,2017,15553000
mda,2018,7621000
mda,2019,8190000
mda,2020,3580000
mdg,1970,1356000
mdg,1971,3287000
mdg,1972,2133000
mdg,1973,3505000
mdg,1974,125000
mdg,1975,13022000
mdg,1976,2182000
mdg,1977,-118000
mdg,1978,598000
mdg,1979,2330000
mdg,1980,1120000
mdg,1981,966000
mdg,1982,-176000
mdg,1983,-1045000
mdg,1984,-1043000
mdg,1985,-1436000
mdg,1986,-1258000
mdg,1987,-1522000
mdg,1988,-2070000
mdg,1989,-2468000
mdg,1990,-3136000
mdg,1991,-3002000
mdg,1992,-2860000
mdg,1993,-3022000
mdg,1994,-3391000
mdg,1995,-4047000
mdg,1996,-4025000
mdg,1997,-3609000
mdg,1998,-1484000
mdg,1999,-745000
mdg,2000,0
mex,1970,75908000
mex,1971,78075000
mex,1972,63511000
mex,1973,84984000
mex,1974,164696000
mex,1975,149938000
mex,1976,99407000
mex,1977,151675000
mex,1978,106679000
mex,1979,249705000
mex,1980,332724000
mex,1981,353578000
mex,1982,275047000
mex,1983,177858000
mex,1984,429920000
mex,1985,505141000
mex,1986,591728000
mex,1987,415911000
mex,1988,674243000
mex,1989,619754000
mex,1990,2524415000
mex,1991,627700000
mex,1992,370482000
mex,1993,107278000
mex,1994,-122780000
mex,1995,320767000
mex,1996,-358747000
mex,1997,-316104000
mex,1998,25899000
mex,1999,-484352000
mex,2000,418010000
mex,2001,-560619000
mex,2002,-86371000
mex,2003,-79753000
mex,2004,-1150418000
mex,2005,-381797000
mex,2006,-4671142000
mex,2007,329041000
mex,2008,1343313000
mex,2009,4213285000
mex,2010,2255605000
mex,2011,1263593000
mex,2012,1040391000
mex,2013,360333000
mex,2014,-72823000
mex,2015,14502000
mex,2016,27223000
mex,2017,177503000
mex,2018,-277845000
mex,2019,298118000
mex,2020,815881000
mkd,1993,-4275000
mkd,1994,-64244000
mkd,1995,985000
mkd,1996,-12708000
mkd,1997,12979000
mkd,1998,39201000
mkd,1999,8769000
mkd,2000,9590000
mkd,2001,4521000
mkd,2002,9623000
mkd,2003,18178000
mkd,2004,32185000
mkd,2005,43231000
mkd,2006,-329000
mkd,2007,-79608000
mkd,2008,43907000
mkd,2009,33322000
mkd,2010,61607000
mkd,2011,32245000
mkd,2012,12444000
mkd,2013,45720000
mkd,2014,49783000
mkd,2015,6458000
mkd,2016,-2357000
mkd,2017,-9501000
mkd,2018,-4650000
mkd,2019,141688000
mkd,2020,84468000
mlt,1970,-325000
mlt,1971,-345000
mlt,1972,-365000
mlt,1973,-385000
mlt,1974,-405000
mlt,1975,-430000
mlt,1976,-455000
mlt,1977,-380000
mlt,1978,-485000
mlt,1979,-535000
mlt,1980,-440000
mlt,1981,-340000
mlt,1982,0
mlt,1983,0
mlt,1984,0
mlt,1985,0
mlt,1986,0
mlt,1987,0
mlt,1988,0
mlt,1989,0
mlt,1990,0
mlt,1991,0
mlt,1992,0
mlt,1993,0
mlt,1994,0
mlt,1995,0
mlt,1996,0
mlt,1997,0
mlt,1998,0
mlt,1999,0
mlt,2000,0
mlt,2001,0
mlt,2002,0
mlt,2003,0
mlt,2004,0
mlt,2005,0
mlt,2006,0
mlt,2007,0
mlt,2008,0
mlt,2009,0
mlt,2010,0
mlt,2011,0
mlt,2012,0
mlt,2013,0
mlt,2014,0
mlt,2015,0
mlt,2016,0
mmr,1970,-2424000
mmr,1971,-2545000
mmr,1972,-2085000
mmr,1973,-3336000
mmr,1974,-2375000
mmr,1975,-2500000
mmr,1976,-2021000
mne,2006,-7804000
mne,2007,-95508000
mne,2008,-10434000
mne,2009,-8863000
mne,2010,-5837000
mne,2011,-4859000
mne,2012,85937000
mne,2013,-3137000
mne,2014,-7108000
mne,2015,-9023000
mne,2016,-11088000
mne,2017,-19251000
mne,2018,-9538000
mne,2019,-4518000
mne,2020,-4052000
mng,2019,50000
mng,2020,22644000
mrt,1975,-8650000
mrt,1981,10519000
mrt,1982,22294000
mrt,1983,26346000
mrt,1984,-2080000
mrt,1985,-5974000
mrt,1986,4151000
mrt,1987,3933000
mrt,1988,-8755000
mrt,1989,-9556000
mrt,1990,-11339000
mrt,1991,-11355000
mrt,1992,-11855000
mrt,1993,-12644000
mrt,1994,-7480000
mrt,1995,-2312000
mrt,1996,-2099000
mrt,1997,-1910000
mrt,1998,-1844000
mrt,1999,-2005000
mrt,2000,-1850000
mus,1970,-295000
mus,1971,-310000
mus,1972,-324000
mus,1973,-342000
mus,1974,-363000
mus,1975,3709000
mus,1976,1707000
mus,1977,5645000
mus,1978,6881000
mus,1979,7451000
mus,1980,5053000
mus,1981,20698000
mus,1982,5186000
mus,1983,1345000
mus,1984,24174000
mus,1985,24858000
mus,1986,3982000
mus,1987,8539000
mus,1988,13010000
mus,1989,-7398000
mus,1990,-10326000
mus,1991,-12477000
mus,1992,-12174000
mus,1993,-5453000
mus,1994,-11599000
mus,1995,-12795000
mus,1996,-6693000
mus,1997,-3542000
mus,1998,-6123000
mus,1999,-12400000
mus,2000,-14418000
mus,2001,-8242000
mus,2002,19646000
mus,2003,-12683000
mus,2004,-9034000
mus,2005,-6341000
mus,2006,-7268000
mus,2007,19836000
mus,2008,20512000
mus,2009,100975000
mus,2010,-3020000
mus,2011,47092000
mus,2012,28557000
mus,2013,49356000
mus,2014,1360000
mus,2015,-23240000
mus,2016,-7632000
mus,2017,-25068000
mus,2018,-23997000
mus,2019,-23467000
mus,2020,-23783000
mwi,1976,113000
mwi,1977,2371000
mwi,1978,2609000
mwi,1979,12792000
mwi,1980,7632000
mwi,1981,26761000
mwi,1982,20210000
mwi,1983,25000
mwi,1984,-1452000
mwi,1985,-835000
mwi,1986,2792000
mwi,1987,2493000
mwi,1988,1750000
mwi,1989,-4751000
mwi,1990,-5465000
mwi,1991,-6804000
mwi,1992,-8589000
mwi,1993,-8691000
mwi,1994,-6533000
mwi,1995,-11673000
mwi,1996,-9349000
mwi,1997,-5963000
mwi,1998,-9690000
mwi,1999,-7896000
mwi,2000,-7627000
mwi,2001,-4469000
mwi,2002,-1605000
mwi,2003,-1743000
mwi,2004,-485000
mwi,2005,-222000
mwi,2006,-30000
mys,1970,16362000
mys,1971,11107000
mys,1972,21810000
mys,1973,13654000
mys,1974,37481000
mys,1975,43041000
mys,1976,33079000
mys,1977,28154000
mys,1978,46373000
mys,1979,62988000
mys,1980,54121000
mys,1981,70788000
mys,1982,80173000
mys,1983,58999000
mys,1984,31836000
