geo,time,sp_pop_3034_fe_5y
abw,1960,5.82956
abw,1961,5.96772
abw,1962,6.18632
abw,1963,6.42706
abw,1964,6.63756
abw,1965,6.75186
abw,1966,6.76378
abw,1967,6.68692
abw,1968,6.56733
abw,1969,6.47506
abw,1970,6.44755
abw,1971,6.58838
abw,1972,6.77894
abw,1973,6.99692
abw,1974,7.24311
abw,1975,7.51894
abw,1976,7.65967
abw,1977,7.91249
abw,1978,8.26712
abw,1979,8.61817
abw,1980,8.87165
abw,1981,8.92604
abw,1982,8.90161
abw,1983,8.8602
abw,1984,8.87903
abw,1985,8.99016
abw,1986,9.16833
abw,1987,9.45398
abw,1988,9.79743
abw,1989,10.11163
abw,1990,10.26577
abw,1991,10.11195
abw,1992,9.96955
abw,1993,9.86131
abw,1994,9.802
abw,1995,9.7966
abw,1996,9.65957
abw,1997,9.45797
abw,1998,9.17134
abw,1999,8.84251
abw,2000,8.51783
abw,2001,8.26131
abw,2002,8.07579
abw,2003,7.93792
abw,2004,7.78482
abw,2005,7.56663
abw,2006,7.24265
abw,2007,6.95475
abw,2008,6.77098
abw,2009,6.70282
abw,2010,6.68985
abw,2011,6.47541
abw,2012,6.25384
abw,2013,6.03145
abw,2014,5.80246
abw,2015,5.56611
abw,2016,5.32665
abw,2017,5.06254
abw,2018,4.83436
abw,2019,4.7273
abw,2020,4.7787
afg,1960,6.33485
afg,1961,6.30212
afg,1962,6.28724
afg,1963,6.28389
afg,1964,6.2834
afg,1965,6.28154
afg,1966,6.256
afg,1967,6.23755
afg,1968,6.22346
afg,1969,6.21095
afg,1970,6.19797
afg,1971,6.15881
afg,1972,6.11794
afg,1973,6.08788
afg,1974,6.08694
afg,1975,6.123
afg,1976,6.1579
afg,1977,6.23424
afg,1978,6.32417
afg,1979,6.38732
afg,1980,6.40404
afg,1981,6.35253
afg,1982,6.25286
afg,1983,6.13087
afg,1984,6.02661
afg,1985,5.95813
afg,1986,5.88709
afg,1987,5.86141
afg,1988,5.8567
afg,1989,5.8358
afg,1990,5.77051
afg,1991,5.73102
afg,1992,5.6968
afg,1993,5.6665
afg,1994,5.65042
afg,1995,5.65874
afg,1996,5.64172
afg,1997,5.62571
afg,1998,5.61364
afg,1999,5.60088
afg,2000,5.5791
afg,2001,5.54611
afg,2002,5.52522
afg,2003,5.5148
afg,2004,5.51773
afg,2005,5.5398
afg,2006,5.57382
afg,2007,5.61084
afg,2008,5.65339
afg,2009,5.70165
afg,2010,5.74962
afg,2011,5.7958
afg,2012,5.85925
afg,2013,5.9275
afg,2014,5.98506
afg,2015,6.02759
afg,2016,6.06615
afg,2017,6.08643
afg,2018,6.10589
afg,2019,6.14755
afg,2020,6.22168
ago,1960,7.61764
ago,1961,7.71693
ago,1962,7.81707
ago,1963,7.88888
ago,1964,7.88373
ago,1965,7.76857
ago,1966,7.43963
ago,1967,7.18954
ago,1968,7.08186
ago,1969,7.10662
ago,1970,7.20514
ago,1971,6.96712
ago,1972,6.61845
ago,1973,6.23868
ago,1974,5.9299
ago,1975,5.73651
ago,1976,5.59415
ago,1977,5.56687
ago,1978,5.58937
ago,1979,5.57385
ago,1980,5.4812
ago,1981,5.33605
ago,1982,5.13254
ago,1983,4.93173
ago,1984,4.81456
ago,1985,4.8155
ago,1986,4.88657
ago,1987,5.043
ago,1988,5.24461
ago,1989,5.43741
ago,1990,5.59167
ago,1991,5.70278
ago,1992,5.79768
ago,1993,5.86484
ago,1994,5.89095
ago,1995,5.87328
ago,1996,5.80255
ago,1997,5.69013
ago,1998,5.5769
ago,1999,5.51687
ago,2000,5.53446
ago,2001,5.60398
ago,2002,5.73808
ago,2003,5.89743
ago,2004,6.02835
ago,2005,6.103
ago,2006,6.12414
ago,2007,6.10614
ago,2008,6.06835
ago,2009,6.03903
ago,2010,6.03304
ago,2011,6.03196
ago,2012,6.04929
ago,2013,6.07864
ago,2014,6.11157
ago,2015,6.14337
ago,2016,6.17362
ago,2017,6.20587
ago,2018,6.23606
ago,2019,6.25888
ago,2020,6.27161
alb,1960,6.02291
alb,1961,5.97071
alb,1962,5.89813
alb,1963,5.82822
alb,1964,5.79624
alb,1965,5.81898
alb,1966,5.88335
alb,1967,5.99991
alb,1968,6.13381
alb,1969,6.2353
alb,1970,6.27794
alb,1971,6.28266
alb,1972,6.23828
alb,1973,6.16583
alb,1974,6.09652
alb,1975,6.04827
alb,1976,6.00627
alb,1977,5.98171
alb,1978,5.98476
alb,1979,6.02902
alb,1980,6.12115
alb,1981,6.26125
alb,1982,6.44353
alb,1983,6.65343
alb,1984,6.87024
alb,1985,7.0788
alb,1986,7.27906
alb,1987,7.46504
alb,1988,7.63594
alb,1989,7.79647
alb,1990,7.95048
alb,1991,8.02998
alb,1992,8.08688
alb,1993,8.10346
alb,1994,8.05066
alb,1995,7.91115
alb,1996,7.8554
alb,1997,7.73267
alb,1998,7.56832
alb,1999,7.40303
alb,2000,7.2531
alb,2001,7.12597
alb,2002,6.98981
alb,2003,6.82929
alb,2004,6.63354
alb,2005,6.40675
alb,2006,6.35629
alb,2007,6.29932
alb,2008,6.23117
alb,2009,6.16175
alb,2010,6.09497
alb,2011,6.03423
alb,2012,5.95376
alb,2013,5.84578
alb,2014,5.73377
alb,2015,5.66435
alb,2016,5.87035
alb,2017,6.17815
alb,2018,6.54077
alb,2019,6.88643
alb,2020,7.16807
are,1960,5.97846
are,1961,6.02977
are,1962,6.11566
are,1963,6.23879
are,1964,6.39723
are,1965,6.59012
are,1966,6.8326
are,1967,7.04611
are,1968,7.2148
are,1969,7.35717
are,1970,7.51046
are,1971,7.2769
are,1972,7.21155
are,1973,7.2538
are,1974,7.34819
are,1975,7.46524
are,1976,7.47187
are,1977,7.50922
are,1978,7.56723
are,1979,7.69968
are,1980,7.98243
are,1981,8.22636
are,1982,8.4386
are,1983,8.58565
are,1984,8.71357
are,1985,8.92743
are,1986,9.23666
are,1987,9.52502
are,1988,9.71149
are,1989,9.72095
are,1990,9.55061
are,1991,9.32343
are,1992,9.17911
are,1993,9.17778
are,1994,9.35995
are,1995,9.71204
are,1996,9.69202
are,1997,9.74701
are,1998,9.81211
are,1999,9.88274
are,2000,10.01394
are,2001,10.09208
are,2002,10.36472
are,2003,10.80763
are,2004,11.36352
are,2005,11.98684
are,2006,12.29358
are,2007,12.60941
are,2008,12.92353
are,2009,13.25794
are,2010,13.65031
are,2011,13.83698
are,2012,14.16528
are,2013,14.55981
are,2014,14.9259
are,2015,15.2129
are,2016,15.03644
are,2017,15.03013
are,2018,15.16619
are,2019,15.36218
are,2020,15.51408
arg,1960,7.74152
arg,1961,7.63974
arg,1962,7.50812
arg,1963,7.36016
arg,1964,7.21526
arg,1965,7.08624
arg,1966,6.97076
arg,1967,6.87018
arg,1968,6.78779
arg,1969,6.72662
arg,1970,6.68809
arg,1971,6.65879
arg,1972,6.64741
arg,1973,6.65251
