geo,time,sh_dth_nmrt
civ,2013,30470
civ,2014,30588
civ,2015,30679
civ,2016,30770
civ,2017,30856
civ,2018,30912
civ,2019,30908
civ,2020,30776
cmr,1960,15911
cmr,1961,16031
cmr,1962,16215
cmr,1963,16447
cmr,1964,16689
cmr,1965,16910
cmr,1966,17069
cmr,1967,17171
cmr,1968,17209
cmr,1969,17187
cmr,1970,17158
cmr,1971,17170
cmr,1972,17294
cmr,1973,17518
cmr,1974,17853
cmr,1975,18255
cmr,1976,18740
cmr,1977,19255
cmr,1978,19721
cmr,1979,20166
cmr,1980,20525
cmr,1981,20796
cmr,1982,20983
cmr,1983,21085
cmr,1984,21057
cmr,1985,20942
cmr,1986,20809
cmr,1987,20727
cmr,1988,20759
cmr,1989,20924
cmr,1990,21182
cmr,1991,21533
cmr,1992,21895
cmr,1993,22216
cmr,1994,22518
cmr,1995,22777
cmr,1996,22953
cmr,1997,23041
cmr,1998,23034
cmr,1999,22994
cmr,2000,22900
cmr,2001,22909
cmr,2002,23049
cmr,2003,23341
cmr,2004,23709
cmr,2005,24100
cmr,2006,24469
cmr,2007,24798
cmr,2008,25045
cmr,2009,25266
cmr,2010,25426
cmr,2011,25556
cmr,2012,25594
cmr,2013,25573
cmr,2014,25442
cmr,2015,25251
cmr,2016,25020
cmr,2017,24717
cmr,2018,24431
cmr,2019,24200
cmr,2020,23961
cod,1985,60526
cod,1986,61616
cod,1987,62848
cod,1988,64202
cod,1989,65633
cod,1990,67096
cod,1991,68799
cod,1992,70520
cod,1993,72261
cod,1994,74095
cod,1995,75799
cod,1996,77557
cod,1997,79204
cod,1998,80716
cod,1999,82167
cod,2000,83557
cod,2001,85071
cod,2002,86610
cod,2003,88033
cod,2004,89362
cod,2005,90367
cod,2006,91294
cod,2007,92043
cod,2008,92773
cod,2009,93283
cod,2010,93837
cod,2011,94509
cod,2012,95111
cod,2013,95659
cod,2014,95906
cod,2015,96322
cod,2016,96532
cod,2017,96828
cod,2018,96608
cod,2019,96411
cod,2020,96326
cog,1983,2281
cog,1984,2288
cog,1985,2297
cog,1986,2313
cog,1987,2335
cog,1988,2367
cog,1989,2410
cog,1990,2468
cog,1991,2544
cog,1992,2645
cog,1993,2763
cog,1994,2896
cog,1995,3047
cog,1996,3210
cog,1997,3364
cog,1998,3506
cog,1999,3622
cog,2000,3704
cog,2001,3755
cog,2002,3780
cog,2003,3771
cog,2004,3745
cog,2005,3703
cog,2006,3658
cog,2007,3618
cog,2008,3580
cog,2009,3556
cog,2010,3546
cog,2011,3547
cog,2012,3545
cog,2013,3531
cog,2014,3505
cog,2015,3471
cog,2016,3429
cog,2017,3397
cog,2018,3351
cog,2019,3341
cog,2020,3299
col,1960,29530
col,1961,29522
col,1962,29443
col,1963,29215
col,1964,28849
col,1965,28388
col,1966,27844
col,1967,27180
col,1968,26427
col,1969,25656
col,1970,24875
col,1971,24144
col,1972,23485
col,1973,22924
col,1974,22456
col,1975,22060
col,1976,21712
col,1977,21359
col,1978,20954
col,1979,20484
col,1980,19984
col,1981,19461
col,1982,18944
col,1983,18438
col,1984,17962
col,1985,17571
col,1986,17255
col,1987,17028
col,1988,16836
col,1989,16675
col,1990,16382
col,1991,16063
col,1992,15718
col,1993,15326
col,1994,14886
col,1995,14416
col,1996,13917
col,1997,13410
col,1998,12903
col,1999,12400
col,2000,11911
col,2001,11442
col,2002,10982
col,2003,10521
col,2004,10057
col,2005,9601
col,2006,9138
col,2007,8695
col,2008,8286
col,2009,7906
col,2010,7565
col,2011,7257
col,2012,6980
col,2013,6728
col,2014,6487
col,2015,6266
col,2016,6060
col,2017,5849
col,2018,5658
col,2019,5436
col,2020,5234
com,1974,893
com,1975,922
com,1976,954
com,1977,984
com,1978,1010
com,1979,1028
com,1980,1037
com,1981,1039
com,1982,1036
com,1983,1028
com,1984,1015
com,1985,995
com,1986,973
com,1987,950
com,1988,925
com,1989,899
com,1990,875
com,1991,852
com,1992,832
com,1993,813
com,1994,803
com,1995,798
com,1996,799
com,1997,805
com,1998,813
com,1999,820
com,2000,830
com,2001,842
com,2002,853
com,2003,865
com,2004,877
com,2005,882
com,2006,888
com,2007,890
com,2008,893
com,2009,892
com,2010,891
com,2011,884
com,2012,880
com,2013,874
com,2014,862
com,2015,853
com,2016,837
com,2017,824
com,2018,809
com,2019,795
com,2020,782
cpv,1976,279
cpv,1977,275
cpv,1978,272
cpv,1979,272
cpv,1980,274
cpv,1981,278
cpv,1982,282
cpv,1983,287
cpv,1984,290
cpv,1985,292
cpv,1986,291
cpv,1987,289
cpv,1988,285
cpv,1989,281
cpv,1990,278
cpv,1991,274
cpv,1992,270
cpv,1993,266
cpv,1994,262
cpv,1995,258
cpv,1996,254
cpv,1997,249
cpv,1998,239
cpv,1999,227
cpv,2000,215
cpv,2001,199
cpv,2002,185
cpv,2003,176
cpv,2004,171
cpv,2005,170
cpv,2006,170
cpv,2007,172
cpv,2008,172
cpv,2009,172
cpv,2010,169
cpv,2011,164
cpv,2012,157
cpv,2013,148
cpv,2014,139
cpv,2015,128
cpv,2016,118
cpv,2017,109
cpv,2018,101
cpv,2019,94
cpv,2020,88
cri,1960,1867
cri,1961,1900
cri,1962,1938
cri,1963,1970
cri,1964,1987
cri,1965,1974
cri,1966,1933
cri,1967,1870
cri,1968,1784
cri,1969,1683
cri,1970,1569
cri,1971,1449
cri,1972,1327
cri,1973,1216
cri,1974,1129
cri,1975,1067
cri,1976,1025
cri,1977,965
cri,1978,896
cri,1979,851
cri,1980,831
cri,1981,831
cri,1982,848
cri,1983,870
cri,1984,881
cri,1985,875
cri,1986,857
cri,1987,839
cri,1988,819
cri,1989,795
cri,1990,769
cri,1991,750
cri,1992,745
cri,1993,744
cri,1994,734
cri,1995,708
cri,1996,677
cri,1997,651
cri,1998,630
cri,1999,609
cri,2000,586
cri,2001,563
cri,2002,542
cri,2003,525
cri,2004,513
cri,2005,506
cri,2006,501
cri,2007,494
cri,2008,486
cri,2009,479
cri,2010,475
cri,2011,471
cri,2012,467
cri,2013,462
cri,2014,456
cri,2015,447
cri,2016,438
cri,2017,428
cri,2018,415
cri,2019,400
cri,2020,381
cub,1969,5393
cub,1970,5068
cub,1971,4773
cub,1972,4570
cub,1973,4337
cub,1974,3949
cub,1975,3439
cub,1976,3011
cub,1977,2791
cub,1978,2680
cub,1979,2544
cub,1980,2346
cub,1981,2131
cub,1982,1927
cub,1983,1755
cub,1984,1646
cub,1985,1599
cub,1986,1563
cub,1987,1494
cub,1988,1398
cub,1989,1296
cub,1990,1206
cub,1991,1133
cub,1992,1080
cub,1993,1032
cub,1994,966
cub,1995,879
cub,1996,793
cub,1997,727
cub,1998,682
cub,1999,651
cub,2000,627
cub,2001,599
cub,2002,561
cub,2003,517
cub,2004,477
cub,2005,444
cub,2006,421
cub,2007,403
cub,2008,390
cub,2009,378
cub,2010,365
cub,2011,351
cub,2012,336
cub,2013,320
cub,2014,304
cub,2015,291
cub,2016,279
cub,2017,271
cub,2018,266
cub,2019,264
cub,2020,262
cyp,1990,93
cyp,1991,93
cyp,1992,90
cyp,1993,84
cyp,1994,78
cyp,1995,72
cyp,1996,66
cyp,1997,61
cyp,1998,55
cyp,1999,50
cyp,2000,46
cyp,2001,42
cyp,2002,39
cyp,2003,36
cyp,2004,34
cyp,2005,31
cyp,2006,30
cyp,2007,28
cyp,2008,27
cyp,2009,26
cyp,2010,25
cyp,2011,24
cyp,2012,23
cyp,2013,23
cyp,2014,22
cyp,2015,22
cyp,2016,21
cyp,2017,21
cyp,2018,21
cyp,2019,20
cyp,2020,20
cze,1983,1403
cze,1984,1291
cze,1985,1189
cze,1986,1107
cze,1987,1052
cze,1988,1011
cze,1989,971
cze,1990,918
cze,1991,845
cze,1992,752
cze,1993,651
cze,1994,554
cze,1995,469
cze,1996,396
cze,1997,336
cze,1998,290
cze,1999,257
cze,2000,238
cze,2001,228
cze,2002,225
cze,2003,225
cze,2004,227
cze,2005,227
cze,2006,225
cze,2007,217
cze,2008,207
cze,2009,197
cze,2010,189
cze,2011,182
cze,2012,177
cze,2013,174
cze,2014,174
cze,2015,177
cze,2016,181
cze,2017,182
cze,2018,181
cze,2019,176
cze,2020,169
deu,1970,15085
deu,1971,13891
deu,1972,12545
deu,1973,11148
deu,1974,9817
deu,1975,8615
deu,1976,7549
deu,1977,6588
deu,1978,5740
deu,1979,5036
deu,1980,4480
deu,1981,4063
deu,1982,3766
deu,1983,3544
deu,1984,3346
deu,1985,3148
deu,1986,2961
deu,1987,2800
deu,1988,2703
deu,1989,2710
deu,1990,2800
deu,1991,2857
deu,1992,2788
deu,1993,2639
deu,1994,2503
deu,1995,2418
deu,1996,2352
deu,1997,2276
deu,1998,2194
deu,1999,2124
deu,2000,2073
deu,2001,2023
deu,2002,1964
deu,2003,1904
deu,2004,1852
deu,2005,1813
deu,2006,1770
deu,2007,1709
deu,2008,1642
deu,2009,1590
deu,2010,1564
deu,2011,1563
deu,2012,1580
deu,2013,1611
deu,2014,1649
deu,2015,1690
deu,2016,1727
deu,2017,1756
deu,2018,1775
deu,2019,1782
deu,2020,1776
dji,1980,808
dji,1981,839
dji,1982,871
dji,1983,904
dji,1984,934
dji,1985,965
dji,1986,997
dji,1987,1029
dji,1988,1057
dji,1989,1085
dji,1990,1108
dji,1991,1123
dji,1992,1133
dji,1993,1132
dji,1994,1120
dji,1995,1101
dji,1996,1074
dji,1997,1048
dji,1998,1023
dji,1999,1001
dji,2000,986
dji,2001,973
dji,2002,957
dji,2003,942
dji,2004,925
dji,2005,904
dji,2006,883
dji,2007,861
dji,2008,841
dji,2009,821
dji,2010,802
dji,2011,786
dji,2012,768
dji,2013,748
dji,2014,731
dji,2015,712
dji,2016,692
dji,2017,672
dji,2018,653
dji,2019,635
dji,2020,618
dma,1970,40
dma,1971,37
dma,1972,34
dma,1973,31
dma,1974,29
dma,1975,27
dma,1976,25
dma,1977,24
dma,1978,23
dma,1979,22
dma,1980,21
dma,1981,20
dma,1982,20
dma,1983,19
dma,1984,18
dma,1985,18
dma,1986,17
dma,1987,17
dma,1988,16
dma,1989,16
dma,1990,16
dma,1991,16
dma,1992,16
dma,1993,17
dma,1994,17
dma,1995,17
dma,1996,17
dma,1997,16
dma,1998,16
dma,1999,16
dma,2000,16
dma,2001,15
dma,2002,15
dma,2003,15
dma,2004,15
dma,2005,15
dma,2006,15
dma,2007,16
dma,2008,16
dma,2009,17
dma,2010,18
dma,2011,18
dma,2012,19
dma,2013,20
dma,2014,22
dma,2015,23
dma,2016,25
dma,2017,26
dma,2018,27
dma,2019,28
dma,2020,29
dnk,1961,1265
dnk,1962,1246
dnk,1963,1211
dnk,1964,1166
dnk,1965,1122
dnk,1966,1073
dnk,1967,1014
dnk,1968,952
dnk,1969,893
dnk,1970,833
dnk,1971,768
dnk,1972,703
dnk,1973,640
dnk,1974,579
dnk,1975,516
dnk,1976,455
dnk,1977,402
dnk,1978,360
dnk,1979,327
dnk,1980,300
dnk,1981,279
dnk,1982,265
dnk,1983,258
dnk,1984,256
dnk,1985,260
dnk,1986,265
dnk,1987,271
dnk,1988,275
dnk,1989,275
dnk,1990,273
dnk,1991,270
dnk,1992,266
dnk,1993,263
dnk,1994,262
dnk,1995,261
dnk,1996,258
dnk,1997,254
dnk,1998,248
dnk,1999,240
dnk,2000,230
dnk,2001,219
dnk,2002,211
dnk,2003,206
dnk,2004,203
dnk,2005,199
dnk,2006,193
dnk,2007,186
dnk,2008,180
dnk,2009,176
dnk,2010,175
dnk,2011,176
dnk,2012,178
dnk,2013,179
dnk,2014,179
dnk,2015,178
dnk,2016,175
dnk,2017,172
dnk,2018,168
dnk,2019,163
dnk,2020,159
dom,1964,7367
dom,1965,7414
dom,1966,7457
dom,1967,7481
dom,1968,7504
dom,1969,7529
dom,1970,7559
dom,1971,7577
dom,1972,7586
dom,1973,7585
dom,1974,7567
dom,1975,7520
dom,1976,7437
dom,1977,7292
dom,1978,7101
dom,1979,6878
dom,1980,6651
dom,1981,6427
dom,1982,6217
dom,1983,6026
dom,1984,5859
dom,1985,5715
dom,1986,5578
dom,1987,5442
dom,1988,5315
dom,1989,5204
dom,1990,5122
dom,1991,5058
dom,1992,5003
dom,1993,4957
dom,1994,4926
dom,1995,4908
dom,1996,4906
dom,1997,4911
dom,1998,4910
dom,1999,4901
dom,2000,4880
dom,2001,4854
dom,2002,4831
dom,2003,4819
dom,2004,4826
dom,2005,4850
dom,2006,4883
dom,2007,4926
dom,2008,4966
dom,2009,5001
dom,2010,5028
dom,2011,5049
dom,2012,5067
dom,2013,5081
dom,2014,5096
dom,2015,5105
dom,2016,5103
dom,2017,5072
dom,2018,5014
dom,2019,4916
dom,2020,4791
dza,1970,49618
dza,1971,48870
dza,1972,47824
dza,1973,46641
dza,1974,45333
dza,1975,44094
dza,1976,42829
dza,1977,41652
dza,1978,40576
dza,1979,39528
dza,1980,38193
dza,1981,36324
dza,1982,33990
dza,1983,31238
dza,1984,28291
dza,1985,25587
dza,1986,23434
dza,1987,21801
dza,1988,20616
dza,1989,19800
dza,1990,19154
dza,1991,18492
dza,1992,17727
dza,1993,16913
dza,1994,16047
dza,1995,15218
dza,1996,14491
dza,1997,13896
dza,1998,13409
dza,1999,13036
dza,2000,12826
dza,2001,12771
dza,2002,12875
dza,2003,13147
dza,2004,13429
dza,2005,13873
dza,2006,14411
dza,2007,14933
dza,2008,15274
dza,2009,15401
dza,2010,15476
dza,2011,15706
dza,2012,15971
dza,2013,15962
dza,2014,15586
dza,2015,15263
dza,2016,15445
dza,2017,15976
dza,2018,16413
dza,2019,16489
dza,2020,16215
ecu,1960,12012
ecu,1961,12126
ecu,1962,12239
ecu,1963,12336
ecu,1964,12392
ecu,1965,12395
ecu,1966,12342
ecu,1967,12267
ecu,1968,12183
ecu,1969,12088
ecu,1970,11938
ecu,1971,11770
ecu,1972,11601
ecu,1973,11395
ecu,1974,11166
ecu,1975,10886
ecu,1976,10597
ecu,1977,10320
ecu,1978,10051
ecu,1979,9788
ecu,1980,9506
ecu,1981,9215
ecu,1982,8924
ecu,1983,8620
ecu,1984,8302
ecu,1985,7967
ecu,1986,7650
ecu,1987,7369
ecu,1988,7135
ecu,1989,6953
ecu,1990,6812
ecu,1991,6677
ecu,1992,6543
ecu,1993,6406
ecu,1994,6239
ecu,1995,6048
ecu,1996,5829
ecu,1997,5546
ecu,1998,5196
ecu,1999,4864
ecu,2000,4568
ecu,2001,4302
ecu,2002,4072
ecu,2003,3870
ecu,2004,3693
ecu,2005,3531
ecu,2006,3385
ecu,2007,3245
ecu,2008,3110
ecu,2009,2982
ecu,2010,2864
ecu,2011,2757
ecu,2012,2656
ecu,2013,2568
ecu,2014,2488
ecu,2015,2421
ecu,2016,2366
ecu,2017,2329
ecu,2018,2305
ecu,2019,2291
ecu,2020,2276
egy,1960,82922
egy,1961,82609
egy,1962,82347
egy,1963,82091
egy,1964,82084
egy,1965,82436
egy,1966,83040
egy,1967,83889
egy,1968,84871
egy,1969,85852
egy,1970,86836
egy,1971,87795
egy,1972,88536
egy,1973,88991
egy,1974,89068
egy,1975,88954
egy,1976,89021
egy,1977,89058
egy,1978,89003
egy,1979,88750
egy,1980,88296
egy,1981,87558
egy,1982,86470
egy,1983,84686
egy,1984,82131
egy,1985,79027
egy,1986,75567
egy,1987,71882
egy,1988,68336
egy,1989,64955
egy,1990,61724
egy,1991,58580
egy,1992,55598
egy,1993,52862
egy,1994,50310
egy,1995,48051
egy,1996,46077
egy,1997,44342
egy,1998,42776
egy,1999,41338
egy,2000,40024
egy,2001,38846
egy,2002,37793
egy,2003,36939
egy,2004,36281
egy,2005,35652
egy,2006,35075
egy,2007,34756
egy,2008,34659
egy,2009,34627
egy,2010,34634
egy,2011,34546
egy,2012,34255
egy,2013,33713
egy,2014,32994
egy,2015,32046
egy,2016,30975
egy,2017,29836
egy,2018,28654
egy,2019,27514
egy,2020,26411
eri,1978,3314
eri,1979,3345
eri,1980,3373
eri,1981,3403
eri,1982,3439
eri,1983,3481
eri,1984,3525
eri,1985,3554
eri,1986,3559
eri,1987,3527
eri,1988,3450
eri,1989,3339
eri,1990,3202
eri,1991,3043
eri,1992,2869
eri,1993,2687
eri,1994,2508
eri,1995,2345
eri,1996,2210
eri,1997,2115
eri,1998,2063
eri,1999,2056
eri,2000,2086
eri,2001,2150
eri,2002,2239
eri,2003,2334
eri,2004,2432
eri,2005,2513
eri,2006,2574
eri,2007,2600
eri,2008,2601
eri,2009,2565
eri,2010,2510
eri,2011,2438
eri,2012,2361
eri,2013,2279
eri,2014,2204
eri,2015,2130
eri,2016,2066
eri,2017,2000
eri,2018,1941
eri,2019,1891
eri,2020,1842
esp,1976,7906
esp,1977,7099
esp,1978,6332
esp,1979,5727
esp,1980,5214
esp,1981,4735
esp,1982,4264
esp,1983,3781
esp,1984,3306
esp,1985,2908
esp,1986,2631
esp,1987,2443
esp,1988,2288
esp,1989,2136
esp,1990,1985
esp,1991,1838
esp,1992,1699
esp,1993,1580
esp,1994,1479
esp,1995,1386
esp,1996,1293
esp,1997,1211
esp,1998,1152
esp,1999,1124
esp,2000,1118
esp,2001,1127
esp,2002,1144
esp,2003,1160
esp,2004,1169
esp,2005,1166
esp,2006,1148
esp,2007,1120
esp,2008,1093
esp,2009,1070
esp,2010,1042
esp,2011,1003
esp,2012,957
esp,2013,909
esp,2014,862
esp,2015,819
esp,2016,781
esp,2017,746
esp,2018,711
esp,2019,677
esp,2020,646
est,1989,223
est,1990,204
est,1991,189
est,1992,174
est,1993,158
est,1994,140
est,1995,122
est,1996,106
est,1997,92
est,1998,81
est,1999,73
est,2000,67
est,2001,62
est,2002,58
est,2003,55
est,2004,52
est,2005,49
est,2006,46
est,2007,43
est,2008,39
est,2009,35
est,2010,32
est,2011,28
est,2012,25
est,2013,23
est,2014,21
est,2015,19
est,2016,17
est,2017,16
est,2018,15
est,2019,14
est,2020,12
eth,1978,110677
eth,1979,113457
eth,1980,116266
eth,1981,118936
eth,1982,121347
eth,1983,123402
eth,1984,125154
eth,1985,126909
eth,1986,128668
eth,1987,130260
eth,1988,132097
eth,1989,133948
eth,1990,135610
eth,1991,137246
eth,1992,138627
eth,1993,139735
eth,1994,140533
eth,1995,141190
eth,1996,141533
eth,1997,141650
eth,1998,141733
eth,1999,141477
eth,2000,140923
eth,2001,139777
eth,2002,138007
eth,2003,135886
eth,2004,133580
eth,2005,131241
eth,2006,128712
eth,2007,126186
eth,2008,123856
eth,2009,121661
eth,2010,119429
eth,2011,117293
eth,2012,115106
eth,2013,112917
eth,2014,110655
eth,2015,108300
eth,2016,105776
eth,2017,103460
eth,2018,101340
eth,2019,99406
eth,2020,97475
fin,1961,1262
fin,1962,1210
fin,1963,1154
fin,1964,1090
fin,1965,1020
fin,1966,947
fin,1967,876
fin,1968,809
fin,1969,746
fin,1970,689
fin,1971,636
fin,1972,588
fin,1973,544
fin,1974,505
fin,1975,470
fin,1976,439
fin,1977,411
fin,1978,383
fin,1979,357
fin,1980,332
fin,1981,311
fin,1982,294
fin,1983,282
fin,1984,274
fin,1985,268
fin,1986,263
fin,1987,259
fin,1988,255
fin,1989,251
fin,1990,246
fin,1991,240
fin,1992,230
fin,1993,218
fin,1994,204
fin,1995,191
fin,1996,179
fin,1997,168
fin,1998,159
fin,1999,150
fin,2000,143
fin,2001,137
fin,2002,132
fin,2003,127
fin,2004,124
fin,2005,121
fin,2006,118
fin,2007,114
fin,2008,110
fin,2009,105
fin,2010,99
fin,2011,93
fin,2012,88
fin,2013,84
fin,2014,80
fin,2015,77
fin,2016,75
fin,2017,72
fin,2018,70
fin,2019,68
fin,2020,66
fji,1990,288
fji,1991,276
fji,1992,264
fji,1993,253
fji,1994,242
fji,1995,232
fji,1996,224
fji,1997,216
fji,1998,209
fji,1999,204
fji,2000,201
fji,2001,202
fji,2002,207
fji,2003,213
fji,2004,219
fji,2005,222
fji,2006,218
fji,2007,208
fji,2008,195
fji,2009,184
fji,2010,176
fji,2011,173
fji,2012,172
fji,2013,175
fji,2014,180
fji,2015,187
fji,2016,195
fji,2017,202
fji,2018,207
fji,2019,212
fji,2020,214
fra,1961,14788
fra,1962,13965
fra,1963,13666
fra,1964,13986
fra,1965,14004
fra,1966,13117
fra,1967,11558
fra,1968,9965
fra,1969,8816
fra,1970,8023
fra,1971,7429
fra,1972,6988
fra,1973,6718
fra,1974,6561
fra,1975,6365
fra,1976,6013
fra,1977,5547
fra,1978,5061
fra,1979,4624
fra,1980,4285
fra,1981,4074
fra,1982,3944
fra,1983,3825
fra,1984,3679
fra,1985,3521
fra,1986,3358
fra,1987,3201
fra,1988,3043
fra,1989,2881
fra,1990,2710
fra,1991,2532
fra,1992,2377
fra,1993,2287
fra,1994,2262
fra,1995,2259
fra,1996,2244
fra,1997,2213
fra,1998,2167
fra,1999,2116
fra,2000,2078
fra,2001,2070
fra,2002,2070
fra,2003,2041
fra,2004,1973
fra,2005,1908
fra,2006,1881
fra,2007,1884
fra,2008,1888
fra,2009,1876
fra,2010,1853
fra,2011,1831
fra,2012,1814
fra,2013,1812
fra,2014,1824
fra,2015,1846
fra,2016,1870
fra,2017,1887
fra,2018,1888
fra,2019,1869
fra,2020,1840
fsm,1990,79
fsm,1991,78
fsm,1992,78
fsm,1993,77
fsm,1994,76
fsm,1995,75
fsm,1996,74
fsm,1997,72
fsm,1998,70
fsm,1999,67
fsm,2000,65
fsm,2001,62
fsm,2002,59
fsm,2003,56
fsm,2004,53
fsm,2005,51
fsm,2006,50
fsm,2007,48
fsm,2008,47
fsm,2009,46
fsm,2010,44
fsm,2011,43
fsm,2012,42
fsm,2013,40
fsm,2014,39
fsm,2015,38
fsm,2016,37
fsm,2017,36
fsm,2018,35
fsm,2019,34
fsm,2020,34
gab,1978,926
gab,1979,936
gab,1980,949
gab,1981,961
gab,1982,974
gab,1983,989
gab,1984,1006
gab,1985,1022
gab,1986,1038
gab,1987,1055
gab,1988,1070
gab,1989,1086
gab,1990,1100
gab,1991,1112
gab,1992,1119
gab,1993,1124
gab,1994,1124
gab,1995,1118
gab,1996,1113
gab,1997,1107
gab,1998,1103
gab,1999,1102
gab,2000,1103
gab,2001,1109
gab,2002,1117
gab,2003,1127
gab,2004,1143
gab,2005,1162
gab,2006,1185
gab,2007,1212
gab,2008,1241
gab,2009,1269
gab,2010,1297
gab,2011,1325
gab,2012,1347
gab,2013,1370
gab,2014,1382
gab,2015,1391
gab,2016,1388
gab,2017,1382
gab,2018,1368
gab,2019,1347
gab,2020,1324
gbr,1961,14727
gbr,1962,14556
gbr,1963,14229
gbr,1964,13811
gbr,1965,13334
gbr,1966,12794
gbr,1967,12189
gbr,1968,11534
gbr,1969,10886
gbr,1970,10282
gbr,1971,9713
gbr,1972,9147
gbr,1973,8578
gbr,1974,8021
gbr,1975,7489
gbr,1976,6981
gbr,1977,6475
gbr,1978,5970
gbr,1979,5503
gbr,1980,5112
gbr,1981,4804
gbr,1982,4571
gbr,1983,4396
gbr,1984,4260
gbr,1985,4139
gbr,1986,4015
gbr,1987,3877
gbr,1988,3725
gbr,1989,3587
gbr,1990,3488
gbr,1991,3416
gbr,1992,3351
gbr,1993,3278
gbr,1994,3187
gbr,1995,3065
gbr,1996,2937
gbr,1997,2835
gbr,1998,2774
gbr,1999,2715
gbr,2000,2635
gbr,2001,2551
gbr,2002,2495
gbr,2003,2481
gbr,2004,2493
gbr,2005,2512
gbr,2006,2526
gbr,2007,2527
gbr,2008,2510
gbr,2009,2477
gbr,2010,2432
gbr,2011,2373
gbr,2012,2304
gbr,2013,2236
gbr,2014,2181
gbr,2015,2157
gbr,2016,2155
gbr,2017,2157
gbr,2018,2156
gbr,2019,2142
gbr,2020,2114
geo,1978,2558
geo,1979,2528
geo,1980,2506
geo,1981,2486
geo,1982,2468
geo,1983,2448
geo,1984,2435
geo,1985,2420
geo,1986,2400
geo,1987,2383
geo,1988,2361
geo,1989,2329
geo,1990,2282
geo,1991,2211
geo,1992,2120
geo,1993,2013
geo,1994,1897
geo,1995,1773
geo,1996,1653
geo,1997,1535
geo,1998,1425
geo,1999,1321
geo,2000,1225
geo,2001,1125
geo,2002,1036
geo,2003,955
geo,2004,884
geo,2005,821
geo,2006,762
geo,2007,710
geo,2008,661
geo,2009,616
geo,2010,574
geo,2011,534
geo,2012,497
geo,2013,459
geo,2014,420
geo,2015,381
geo,2016,347
geo,2017,317
geo,2018,293
geo,2019,274
geo,2020,257
gha,1966,22546
gha,1967,23001
gha,1968,23424
gha,1969,23821
gha,1970,24119
gha,1971,24329
gha,1972,24436
gha,1973,24458
gha,1974,24376
gha,1975,24258
gha,1976,24147
gha,1977,24118
gha,1978,24160
gha,1979,24274
gha,1980,24473
gha,1981,24690
gha,1982,24920
gha,1983,25104
gha,1984,25239
gha,1985,25317
gha,1986,25345
gha,1987,25292
gha,1988,25147
gha,1989,24974
gha,1990,24782
gha,1991,24667
gha,1992,24634
gha,1993,24694
gha,1994,24795
gha,1995,24937
gha,1996,25040
gha,1997,25104
gha,1998,25039
gha,1999,24851
gha,2000,24605
gha,2001,24329
gha,2002,24090
gha,2003,23944
gha,2004,23899
gha,2005,23964
gha,2006,24066
gha,2007,24151
gha,2008,24155
gha,2009,24048
gha,2010,23886
gha,2011,23639
gha,2012,23335
gha,2013,23030
gha,2014,22677
gha,2015,22281
gha,2016,21900
gha,2017,21507
gha,2018,21124
gha,2019,20709
gha,2020,20359
gin,1977,15318
gin,1978,15941
gin,1979,16589
gin,1980,17230
gin,1981,17812
gin,1982,18279
gin,1983,18603
gin,1984,18789
gin,1985,18855
gin,1986,18836
gin,1987,18795
gin,1988,18728
gin,1989,18683
gin,1990,18669
gin,1991,18718
gin,1992,18813
gin,1993,18916
gin,1994,19000
gin,1995,19024
gin,1996,18877
gin,1997,18467
gin,1998,17855
gin,1999,17164
gin,2000,16519
gin,2001,15953
gin,2002,15567
gin,2003,15303
gin,2004,15037
gin,2005,14756
gin,2006,14496
gin,2007,14302
gin,2008,14176
gin,2009,14116
gin,2010,14061
gin,2011,14004
gin,2012,13944
gin,2013,13855
gin,2014,13784
gin,2015,13760
gin,2016,13784
gin,2017,13840
gin,2018,13884
gin,2019,13925
gin,2020,13952
gmb,1990,2224
gmb,1991,2259
gmb,1992,2283
gmb,1993,2300
gmb,1994,2313
gmb,1995,2316
gmb,1996,2312
gmb,1997,2307
gmb,1998,2296
gmb,1999,2288
gmb,2000,2287
gmb,2001,2296
gmb,2002,2314
gmb,2003,2332
gmb,2004,2352
gmb,2005,2371
gmb,2006,2390
gmb,2007,2402
gmb,2008,2413
gmb,2009,2424
gmb,2010,2434
gmb,2011,2443
gmb,2012,2449
gmb,2013,2450
gmb,2014,2445
gmb,2015,2434
gmb,2016,2418
gmb,2017,2401
gmb,2018,2381
gmb,2019,2361
gmb,2020,2340
gnb,1988,2879
gnb,1989,2887
gnb,1990,2895
gnb,1991,2901
gnb,1992,2899
gnb,1993,2896
gnb,1994,2889
gnb,1995,2883
gnb,1996,2865
gnb,1997,2843
gnb,1998,2820
gnb,1999,2800
gnb,2000,2785
gnb,2001,2770
gnb,2002,2765
gnb,2003,2771
gnb,2004,2776
gnb,2005,2777
gnb,2006,2769
gnb,2007,2757
gnb,2008,2737
gnb,2009,2710
gnb,2010,2676
gnb,2011,2642
gnb,2012,2604
gnb,2013,2573
gnb,2014,2539
gnb,2015,2510
gnb,2016,2479
gnb,2017,2445
gnb,2018,2416
gnb,2019,2384
gnb,2020,2349
gnq,1990,854
gnq,1991,876
gnq,1992,898
gnq,1993,922
gnq,1994,946
gnq,1995,975
gnq,1996,1006
gnq,1997,1033
gnq,1998,1059
gnq,1999,1085
gnq,2000,1108
gnq,2001,1134
gnq,2002,1156
gnq,2003,1177
gnq,2004,1195
gnq,2005,1209
