geo,time,ag_prd_food_xd
brb,2013,97.76
brb,2014,98.86
brb,2015,102.39
brb,2016,98.75
brb,2017,103.26
brb,2018,109.07
brb,2019,106.2
brn,1961,11.05
brn,1962,14.19
brn,1963,13.14
brn,1964,11.27
brn,1965,10.51
brn,1966,11.28
brn,1967,12.6
brn,1968,13.47
brn,1969,15.09
brn,1970,15.85
brn,1971,15.61
brn,1972,14.24
brn,1973,16.4
brn,1974,21.75
brn,1975,20.39
brn,1976,19.68
brn,1977,18.95
brn,1978,17.82
brn,1979,19.04
brn,1980,21.59
brn,1981,23.14
brn,1982,24.85
brn,1983,26.07
brn,1984,25.96
brn,1985,33.19
brn,1986,27.6
brn,1987,21.17
brn,1988,18.89
brn,1989,21.2
brn,1990,18.23
brn,1991,20.28
brn,1992,27.1
brn,1993,27.7
brn,1994,29.55
brn,1995,30.45
brn,1996,26.74
brn,1997,33.93
brn,1998,39.03
brn,1999,48.72
brn,2000,55.31
brn,2001,63.41
brn,2002,70.23
brn,2003,68.83
brn,2004,66.6
brn,2005,49.12
brn,2006,79.01
brn,2007,82.69
brn,2008,85.25
brn,2009,85.76
brn,2010,89.83
brn,2011,96.54
brn,2012,98.33
brn,2013,106.25
brn,2014,100.08
brn,2015,97.82
brn,2016,102.09
brn,2017,98.53
brn,2018,99.5
brn,2019,97.41
btn,1961,25.4
btn,1962,26.49
btn,1963,27.52
btn,1964,28.24
btn,1965,28.97
btn,1966,29.58
btn,1967,30.37
btn,1968,31.06
btn,1969,31.86
btn,1970,32.56
btn,1971,33.34
btn,1972,34.07
btn,1973,34.8
btn,1974,35.61
btn,1975,36.46
btn,1976,37.31
btn,1977,38.15
btn,1978,39.2
btn,1979,40.11
btn,1980,42.33
btn,1981,45.23
btn,1982,45.8
btn,1983,46.99
btn,1984,51.36
btn,1985,48.87
btn,1986,49.59
btn,1987,54.98
btn,1988,47.43
btn,1989,48.33
btn,1990,55.64
btn,1991,81.62
btn,1992,80.14
btn,1993,81.26
btn,1994,82.51
btn,1995,87.49
btn,1996,86.6
btn,1997,85.63
btn,1998,84.26
btn,1999,90.25
btn,2000,80.48
btn,2001,78.11
btn,2002,80.27
btn,2003,80.95
btn,2004,87.51
btn,2005,108.42
btn,2006,111.25
btn,2007,111.2
btn,2008,91.85
btn,2009,93.17
btn,2010,96.87
btn,2011,108.26
btn,2012,102.26
btn,2013,97.82
btn,2014,98.19
btn,2015,96.67
btn,2016,105.14
btn,2017,105.49
btn,2018,95.27
btn,2019,99.14
bwa,1961,42.56
bwa,1962,43.34
bwa,1963,47.67
bwa,1964,52.49
bwa,1965,51.78
bwa,1966,53.43
bwa,1967,55.78
bwa,1968,54.21
bwa,1969,55.3
bwa,1970,60.66
bwa,1971,65.49
bwa,1972,65
bwa,1973,61.86
bwa,1974,63.41
bwa,1975,61.95
bwa,1976,69.01
bwa,1977,65.88
bwa,1978,54.01
bwa,1979,68.98
bwa,1980,53.02
bwa,1981,66.55
bwa,1982,69.69
bwa,1983,64.78
bwa,1984,71.73
bwa,1985,69.55
bwa,1986,68.54
bwa,1987,61.32
bwa,1988,65.51
bwa,1989,67.99
bwa,1990,73.18
bwa,1991,108.42
bwa,1992,100.67
bwa,1993,95.79
bwa,1994,92.83
bwa,1995,110.88
bwa,1996,101.44
bwa,1997,97.37
bwa,1998,93.18
bwa,1999,85.21
bwa,2000,95.13
bwa,2001,101.46
bwa,2002,89.89
bwa,2003,88.72
bwa,2004,97.82
bwa,2005,100.98
bwa,2006,99.82
bwa,2007,101.66
bwa,2008,107.2
bwa,2009,113.09
bwa,2010,124.17
bwa,2011,128.25
bwa,2012,126.18
bwa,2013,114.71
bwa,2014,98.91
bwa,2015,103.56
bwa,2016,97.52
bwa,2017,94.98
bwa,2018,100.29
bwa,2019,97.94
caf,1961,24.75
caf,1962,25.07
caf,1963,25.41
caf,1964,25.35
caf,1965,27.05
caf,1966,25.79
caf,1967,27.92
caf,1968,27.99
caf,1969,29.24
caf,1970,30.18
caf,1971,31.37
caf,1972,32.25
caf,1973,33.56
caf,1974,36.06
caf,1975,37.34
caf,1976,37.04
caf,1977,38.42
caf,1978,37.9
caf,1979,39.6
caf,1980,41.35
caf,1981,42.67
caf,1982,43.6
caf,1983,43.76
caf,1984,41.63
caf,1985,41.79
caf,1986,46.71
caf,1987,47.14
caf,1988,50.05
caf,1989,51.03
caf,1990,51.07
caf,1991,52.39
caf,1992,54.52
caf,1993,55.75
caf,1994,56.99
caf,1995,60.86
caf,1996,67.67
caf,1997,66.96
caf,1998,69.15
caf,1999,69.15
caf,2000,76.23
caf,2001,77.47
caf,2002,78.9
caf,2003,77.64
caf,2004,82.24
caf,2005,84.01
caf,2006,86.2
caf,2007,90.91
caf,2008,92.29
caf,2009,94.79
caf,2010,95.19
caf,2011,100.32
caf,2012,101.19
caf,2013,101.25
caf,2014,99.21
caf,2015,98.91
caf,2016,101.89
caf,2017,103.73
caf,2018,105.57
caf,2019,106.17
can,1961,30.61
can,1962,36.56
can,1963,39.37
can,1964,37.84
can,1965,41.32
can,1966,44.72
can,1967,40.2
can,1968,42.99
can,1969,43.4
can,1970,41.34
can,1971,46.59
can,1972,44.3
can,1973,44.66
can,1974,42.25
can,1975,46.84
can,1976,50.77
can,1977,51.41
can,1978,52.79
can,1979,49.36
can,1980,52
can,1981,56.2
can,1982,59.23
can,1983,56.47
can,1984,55.78
can,1985,59.2
can,1986,63.37
can,1987,61.62
can,1988,54.6
can,1989,60.17
can,1990,65.89
can,1991,62.1
can,1992,60.69
can,1993,63.4
can,1994,65.51
can,1995,66.79
can,1996,70.03
can,1997,69.03
can,1998,73.69
can,1999,79.3
can,2000,77.58
can,2001,70.04
can,2002,66.3
can,2003,75.13
can,2004,82
can,2005,83.68
can,2006,80.91
can,2007,79.94
can,2008,88.86
can,2009,86.65
can,2010,86.16
can,2011,85.29
can,2012,87.48
can,2013,100.93
can,2014,94.65
can,2015,98.54
can,2016,106.81
can,2017,108.2
can,2018,108.37
can,2019,111.04
che,1961,79.66
che,1962,82.96
che,1963,81.19
che,1964,81.67
che,1965,77.39
che,1966,82.42
che,1967,89.3
che,1968,88.5
che,1969,88.2
che,1970,87.92
che,1971,89.09
che,1972,85.27
che,1973,91.16
che,1974,90.13
che,1975,93.34
che,1976,94.16
che,1977,92.78
che,1978,95.83
che,1979,102.68
che,1980,100.05
che,1981,98.53
che,1982,108.66
che,1983,100.86
che,1984,106.7
che,1985,104.83
che,1986,105.67
che,1987,100.06
che,1988,105.28
che,1989,106.02
che,1990,104.16
che,1991,102.23
che,1992,105.32
che,1993,100.98
che,1994,96.73
che,1995,98.71
che,1996,101.83
che,1997,96.19
che,1998,101.07
che,1999,95.34
che,2000,97.35
che,2001,94.63
che,2002,96.82
che,2003,93.03
che,2004,97.16
che,2005,95.2
che,2006,94.94
che,2007,97.81
che,2008,98.33
che,2009,101.09
che,2010,98.98
che,2011,104.56
che,2012,100.47
che,2013,97.37
che,2014,102.58
che,2015,99.43
che,2016,97.99
che,2017,97.74
che,2018,101.37
che,2019,97.12
chl,1961,25.54
chl,1962,26.69
chl,1963,26.92
chl,1964,26.59
chl,1965,25.98
chl,1966,29.06
chl,1967,29.12
chl,1968,31.15
chl,1969,28.69
chl,1970,30.29
chl,1971,30.57
chl,1972,28.68
chl,1973,26.29
chl,1974,31.09
chl,1975,32.13
chl,1976,31.49
chl,1977,33.93
chl,1978,33.43
chl,1979,36.36
chl,1980,36.73
chl,1981,39.37
chl,1982,39.27
chl,1983,37.05
chl,1984,38.52
chl,1985,38.51
chl,1986,40
chl,1987,41.79
chl,1988,44.64
chl,1989,48.26
chl,1990,51.16
chl,1991,52.88
chl,1992,54.73
chl,1993,57.92
chl,1994,62.52
chl,1995,66.23
chl,1996,68.57
chl,1997,68.75
chl,1998,70.38
chl,1999,68.78
chl,2000,71.55
chl,2001,76.73
chl,2002,77.1
chl,2003,79.26
chl,2004,82.11
chl,2005,86.36
chl,2006,91.22
chl,2007,87.92
chl,2008,90.61
chl,2009,90.25
chl,2010,93.19
chl,2011,97.87
chl,2012,100.24
chl,2013,100.71
chl,2014,97.53
chl,2015,101.31
chl,2016,101.16
chl,2017,99.11
chl,2018,107
chl,2019,103.17
chn,1961,11.75
chn,1962,12.44
chn,1963,12.98
chn,1964,13.78
chn,1965,14.97
chn,1966,16.07
chn,1967,16.29
chn,1968,16.22
chn,1969,16.51
chn,1970,17.5
chn,1971,18.26
chn,1972,18
chn,1973,19.94
chn,1974,19.91
chn,1975,20.38
chn,1976,20.24
chn,1977,20.75
chn,1978,22.71
chn,1979,23.73
chn,1980,23.81
chn,1981,24.6
chn,1982,26.53
chn,1983,28.42
chn,1984,30.48
chn,1985,30.59
chn,1986,31.94
chn,1987,33.68
chn,1988,34.41
chn,1989,35.63
chn,1990,38.19
chn,1991,39.37
chn,1992,41.7
chn,1993,45.54
chn,1994,48.17
chn,1995,52.8
chn,1996,55.37
chn,1997,57.52
chn,1998,60.78
chn,1999,63.63
chn,2000,65.91
chn,2001,66.88
chn,2002,69.54
chn,2003,70.3
chn,2004,73.85
chn,2005,76.49
chn,2006,78.06
chn,2007,79.77
chn,2008,84.38
chn,2009,86.54
chn,2010,88.96
chn,2011,91.73
chn,2012,94.67
chn,2013,96.05
chn,2014,97.71
chn,2015,100.83
chn,2016,101.46
chn,2017,102.87
chn,2018,104.32
chn,2019,103.53
civ,1961,12.67
civ,1962,14.7
civ,1963,14.73
civ,1964,15.88
civ,1965,15.94
civ,1966,16.95
civ,1967,17.76
civ,1968,18.24
civ,1969,19.39
civ,1970,19.65
civ,1971,21.38
civ,1972,20.51
civ,1973,21.91
civ,1974,24.29
civ,1975,27.61
civ,1976,27.09
civ,1977,27.89
civ,1978,29.57
civ,1979,31.58
civ,1980,32.38
civ,1981,34.12
civ,1982,33.46
civ,1983,32.8
civ,1984,38.35
civ,1985,38.02
civ,1986,39.33
civ,1987,40.6
civ,1988,43.8
civ,1989,43.79
civ,1990,46.53
civ,1991,46.55
civ,1992,48.28
civ,1993,48.6
civ,1994,49.83
civ,1995,55.5
civ,1996,57.76
civ,1997,58.87
civ,1998,60.84
civ,1999,61.29
civ,2000,65.49
civ,2001,64.25
civ,2002,65.58
civ,2003,66.32
civ,2004,69.17
civ,2005,68.95
civ,2006,73
civ,2007,70.19
civ,2008,75.71
civ,2009,70.96
civ,2010,76.08
civ,2011,79.23
civ,2012,83.61
civ,2013,86.47
civ,2014,94.66
civ,2015,104.18
civ,2016,101.16
civ,2017,111.49
civ,2018,113.88
civ,2019,113.47
cmr,1961,15.11
cmr,1962,16.12
cmr,1963,17.36
cmr,1964,17.79
cmr,1965,16.04
cmr,1966,17.11
cmr,1967,19.07
cmr,1968,19.84
cmr,1969,19.39
cmr,1970,21.46
cmr,1971,22.31
cmr,1972,23.42
cmr,1973,24.02
cmr,1974,26.21
cmr,1975,25.93
cmr,1976,25.07
cmr,1977,25.58
cmr,1978,24.69
cmr,1979,25.19
cmr,1980,25.44
cmr,1981,26.06
cmr,1982,26.88
cmr,1983,27.73
cmr,1984,26.96
cmr,1985,29.24
cmr,1986,31.14
cmr,1987,28.35
cmr,1988,29.05
cmr,1989,30.42
cmr,1990,31.85
cmr,1991,32.45
cmr,1992,32.99
cmr,1993,35.09
cmr,1994,36.22
cmr,1995,38.38
cmr,1996,39.94
cmr,1997,38.98
cmr,1998,40.91
cmr,1999,43.35
cmr,2000,44.24
cmr,2001,45.27
cmr,2002,46.56
cmr,2003,48.2
cmr,2004,50.4
cmr,2005,58.35
cmr,2006,62.56
cmr,2007,66.9
cmr,2008,70.63
cmr,2009,76.18
cmr,2010,81.31
cmr,2011,84.03
cmr,2012,88.8
cmr,2013,91.8
cmr,2014,95.51
cmr,2015,100.43
cmr,2016,104.06
cmr,2017,103.04
cmr,2018,104.67
cmr,2019,107.44
cod,1961,28.44
cod,1962,28.82
cod,1963,29
cod,1964,29.51
cod,1965,29.96
cod,1966,30.3
cod,1967,31.15
cod,1968,32.31
cod,1969,32.75
cod,1970,34.13
cod,1971,34.25
cod,1972,35.04
cod,1973,36.38
cod,1974,37.52
cod,1975,38.52
cod,1976,39.02
cod,1977,39.44
cod,1978,38.28
cod,1979,40.49
cod,1980,42.13
cod,1981,42.88
cod,1982,44.83
cod,1983,46.18
cod,1984,47.49
cod,1985,49.38
cod,1986,50.72
cod,1987,52.1
cod,1988,53.71
cod,1989,55.56
cod,1990,58.23
cod,1991,60.14
cod,1992,61.9
cod,1993,62.36
cod,1994,63.84
cod,1995,52.4
cod,1996,52.22
cod,1997,50.96
cod,1998,51.95
cod,1999,50.7
cod,2000,49.81
cod,2001,48.92
cod,2002,47.98
cod,2003,48.27
cod,2004,48.5
cod,2005,48.74
cod,2006,48.96
cod,2007,49.3
cod,2008,49.7
cod,2009,50.23
cod,2010,56.58
cod,2011,58.41
cod,2012,87.66
cod,2013,92.78
cod,2014,99.36
cod,2015,100.39
cod,2016,100.24
cod,2017,105.85
cod,2018,107.99
cod,2019,110.13
cog,1961,28.61
cog,1962,29.15
cog,1963,29.31
cog,1964,30.62
cog,1965,31.46
cog,1966,32.5
cog,1967,34.96
cog,1968,34.78
cog,1969,34.3
cog,1970,34.13
cog,1971,35.11
cog,1972,33.92
cog,1973,34.91
cog,1974,34.33
cog,1975,35.33
cog,1976,35.93
cog,1977,35.95
cog,1978,35.61
cog,1979,37.07
cog,1980,38.26
cog,1981,39.98
cog,1982,42.09
cog,1983,41.54
cog,1984,43.29
cog,1985,45.14
cog,1986,44.71
cog,1987,45.93
cog,1988,47.18
cog,1989,46.22
cog,1990,46.3
cog,1991,45.1
cog,1992,46.12
cog,1993,47.06
cog,1994,50.11
cog,1995,53.59
cog,1996,55.44
cog,1997,55.9
cog,1998,55.51
cog,1999,59.12
cog,2000,60.58
cog,2001,62.05
cog,2002,62.79
cog,2003,65.18
cog,2004,68.58
cog,2005,73.17
cog,2006,76.46
cog,2007,79.83
cog,2008,84.65
cog,2009,87.86
cog,2010,88.5
cog,2011,92.24
cog,2012,96.46
cog,2013,97.21
cog,2014,97.01
cog,2015,100.79
cog,2016,102.2
cog,2017,103.64
cog,2018,105.7
cog,2019,107.42
col,1961,23.33
col,1962,25.16
col,1963,24.91
col,1964,26.35
col,1965,26.85
col,1966,26.67
col,1967,27.2
col,1968,28.19
col,1969,28.77
col,1970,30.22
col,1971,32.39
col,1972,32.59
col,1973,33.05
col,1974,35.39
col,1975,38.65
col,1976,41.18
col,1977,41
col,1978,43.8
col,1979,45.34
col,1980,45.58
col,1981,47.06
col,1982,46.2
col,1983,45.09
col,1984,46.36
col,1985,46.58
col,1986,48.27
col,1987,49.53
col,1988,52.48
col,1989,56.6
col,1990,59.45
col,1991,58.97
col,1992,58.56
col,1993,60.37
col,1994,62.47
col,1995,66.2
col,1996,66.88
col,1997,68.77
col,1998,67.39
col,1999,70.29
col,2000,71.53
col,2001,72.09
col,2002,73.81
col,2003,76.33
col,2004,78.55
col,2005,79.94
col,2006,83.38
col,2007,85.9
col,2008,89.37
col,2009,85.22
col,2010,82.68
col,2011,85.1
col,2012,92.59
col,2013,95.89
col,2014,96.75
col,2015,100.42
col,2016,102.83
col,2017,121.4
col,2018,133.07001
col,2019,134.86
com,1961,39.69
com,1962,40.08
com,1963,41.15
com,1964,42.78
com,1965,43.92
com,1966,45.85
com,1967,45.8
com,1968,46.76
com,1969,47.61
com,1970,47.36
com,1971,47.7
com,1972,47.76
com,1973,51.79
com,1974,52.26
com,1975,50.98
com,1976,52.39
com,1977,54.57
com,1978,56.23
com,1979,55.79
com,1980,55.53
com,1981,52.99
com,1982,54.85
com,1983,56.03
com,1984,54.38
com,1985,55.4
com,1986,57.3
com,1987,62.75
com,1988,63.99
com,1989,65.61
com,1990,69.52
com,1991,75.71
com,1992,77.26
com,1993,78.77
com,1994,79.69
com,1995,82.54
com,1996,84.51
com,1997,83.21
com,1998,86.05
com,1999,87.87
com,2000,87.27
com,2001,89.59
com,2002,89.37
com,2003,89.79
com,2004,91.24
com,2005,90.99
com,2006,95.8
com,2007,97.55
com,2008,99.51
com,2009,99.64
com,2010,99.93
com,2011,100.3
com,2012,98.62
com,2013,102.08
com,2014,100.1
com,2015,99.02
com,2016,100.88
com,2017,99.14
com,2018,99.87
com,2019,99.82
cpv,1961,32.53
cpv,1962,35.36
cpv,1963,36.74
cpv,1964,39.37
cpv,1965,42.72
cpv,1966,44.02
cpv,1967,42.96
cpv,1968,32.07
cpv,1969,32.2
cpv,1970,27.49
cpv,1971,24.47
cpv,1972,23.5
cpv,1973,23.18
cpv,1974,22.77
cpv,1975,23.56
cpv,1976,26.33
cpv,1977,26.98
cpv,1978,30.56
cpv,1979,33.9
cpv,1980,44.12
cpv,1981,32.48
cpv,1982,35.59
cpv,1983,30.8
cpv,1984,37.02
cpv,1985,37.71
cpv,1986,49.97
cpv,1987,72.16
cpv,1988,73.63
cpv,1989,72.63
cpv,1990,68
cpv,1991,61.62
cpv,1992,71.64
cpv,1993,72.86
cpv,1994,62.03
cpv,1995,73.51
cpv,1996,64.56
cpv,1997,68.81
cpv,1998,76.49
cpv,1999,91.11
cpv,2000,103.31
cpv,2001,103.83
cpv,2002,98.57
cpv,2003,99.83
cpv,2004,103.41
cpv,2005,104.64
cpv,2006,105.52
cpv,2007,114.47
cpv,2008,110.71
cpv,2009,115.2
cpv,2010,112.98
cpv,2011,97.17
cpv,2012,100.58
cpv,2013,105.02
cpv,2014,99.53
cpv,2015,100.64
cpv,2016,99.82
cpv,2017,92.03
cpv,2018,80.7
cpv,2019,80.42
cri,1961,12.28
cri,1962,12.93
cri,1963,13.72
cri,1964,14.61
cri,1965,15
cri,1966,15.44
cri,1967,16.11
cri,1968,19.09
cri,1969,20.76
cri,1970,22.92
cri,1971,24.55
cri,1972,25.29
cri,1973,26.16
cri,1974,25.5
cri,1975,29.13
cri,1976,30.24
cri,1977,30.7
cri,1978,30.93
cri,1979,31.94
cri,1980,31.19
cri,1981,31.86
cri,1982,29.7
cri,1983,31.49
cri,1984,32.85
cri,1985,34.2
cri,1986,35.1
cri,1987,36.19
cri,1988,37.07
cri,1989,42.85
cri,1990,47.06
cri,1991,49.06
cri,1992,51.07
cri,1993,51.45
cri,1994,54.49
cri,1995,57.54
cri,1996,60.63
cri,1997,61.78
cri,1998,64.25
cri,1999,67.28
cri,2000,67.04
cri,2001,67.69
cri,2002,65.33
cri,2003,68.61
cri,2004,69.91
cri,2005,74.3
cri,2006,84
cri,2007,82
cri,2008,80.94
cri,2009,83.66
cri,2010,87.44
cri,2011,90.55
cri,2012,93.31
cri,2013,95.87
cri,2014,99.3
cri,2015,98.93
cri,2016,101.77
cri,2017,105.75
cri,2018,106.15
cri,2019,107.39
cub,1961,84.57
cub,1962,67.84
cub,1963,63.71
cub,1964,70.1
cub,1965,84.3
cub,1966,72.5
cub,1967,87.09
cub,1968,87.64
cub,1969,84.58
cub,1970,121.67
cub,1971,94.09
cub,1972,87.34
cub,1973,90.43
cub,1974,94.58
cub,1975,91.72
cub,1976,96.79
cub,1977,107.29
cub,1978,118.83
cub,1979,125.68
cub,1980,115.48
cub,1981,120.91
cub,1982,125.3
cub,1983,123.33
cub,1984,133.28
cub,1985,126.16
cub,1986,127.61
cub,1987,128.63
cub,1988,135.38
cub,1989,140.16
cub,1990,140.10001
cub,1991,130.75
cub,1992,114.72
cub,1993,83.9
cub,1994,84.09
cub,1995,78.15
cub,1996,91.72
cub,1997,87.55
cub,1998,82.7
cub,1999,97.38
cub,2000,112.66
cub,2001,111.26
cub,2002,114.18
cub,2003,115.15
cub,2004,119.09
cub,2005,96.32
cub,2006,82.89
cub,2007,91.46
cub,2008,93.81
cub,2009,95.78
cub,2010,86.03
cub,2011,90.13
cub,2012,93.88
cub,2013,97.32
cub,2014,97.38
cub,2015,99.5
cub,2016,103.12
cub,2017,103.9
cub,2018,95.14
cub,2019,87.7
cym,1966,189.65
cym,1967,192.56
cym,1968,192.64
cym,1969,196.31
cym,1970,196.75
cym,1971,197.36
cym,1972,198.87
cym,1973,199.73
cym,1974,193.09
cym,1975,199.86
cym,1976,201.64
cym,1977,202.27
cym,1978,199.13
cym,1979,203.28
cym,1980,217.62
cym,1981,206.04
cym,1982,213.42
cym,1983,245.18
cym,1984,198.59
cym,1985,200.18
cym,1986,152.44
cym,1987,181.04
cym,1988,113.19
cym,1989,196.22
cym,1990,114.17
cym,1991,104.96
cym,1992,113.02
cym,1993,106.47
cym,1994,102.44
cym,1995,102.06
cym,1996,92.87
cym,1997,89.33
cym,1998,97.51
cym,1999,94.51
cym,2000,94.38
cym,2001,95.46
cym,2002,95.53
cym,2003,95.57
cym,2004,93.94
cym,2005,96.25
cym,2006,96.46
cym,2007,97.5
cym,2008,98.23
cym,2009,98
cym,2010,95.74
cym,2011,98.53
cym,2012,100.44
cym,2013,100.45
cym,2014,99.69
cym,2015,100.19
cym,2016,100.12
cym,2017,99.92
cym,2018,100.41
cyp,1961,72.51
cyp,1962,73.63
cyp,1963,68.18
cyp,1964,68.35
cyp,1965,90.47
cyp,1966,92.44
cyp,1967,108.64
cyp,1968,111.67
cyp,1969,123.03
cyp,1970,118.18
cyp,1971,134.88
cyp,1972,131.17999
cyp,1973,106.16
cyp,1974,110.7
cyp,1975,87.27
cyp,1976,95.44
cyp,1977,96.86
cyp,1978,101
cyp,1979,106.5
cyp,1980,109.09
cyp,1981,112.19
cyp,1982,112.72
cyp,1983,116.5
cyp,1984,122.49
cyp,1985,120.9
cyp,1986,115.88
cyp,1987,122.38
cyp,1988,132.7
cyp,1989,140.44
cyp,1990,131.82001
cyp,1991,113.01
cyp,1992,130.53
cyp,1993,139.87
cyp,1994,124.61
cyp,1995,146.19
cyp,1996,141.00999
cyp,1997,126.2
cyp,1998,136.39
cyp,1999,142.50999
cyp,2000,138.7
cyp,2001,137.46001
cyp,2002,143.22
cyp,2003,137.8
cyp,2004,141.08
cyp,2005,126.36
cyp,2006,118.28
cyp,2007,115.81
cyp,2008,112.11
cyp,2009,107.7
cyp,2010,107.23
cyp,2011,111.8
cyp,2012,105.46
cyp,2013,99.46
cyp,2014,97.77
cyp,2015,103.15
cyp,2016,99.08
cyp,2017,104
cyp,2018,102.28
cyp,2019,106.04
cze,1993,124.22
cze,1994,109.37
cze,1995,112.45
cze,1996,113.22
cze,1997,108.14
cze,1998,109.81
cze,1999,111.08
cze,2000,105.53
cze,2001,108.29
cze,2002,97.71
cze,2003,89.5
cze,2004,106.37
cze,2005,99.56
cze,2006,91.82
cze,2007,98.42
cze,2008,100.11
cze,2009,95.44
cze,2010,87.57
cze,2011,94.59
cze,2012,84.44
cze,2013,91.64
cze,2014,101.45
cze,2015,97.07
cze,2016,101.48
cze,2017,94.95
cze,2018,92.95
cze,2019,93.01
deu,1961,71.93
deu,1962,78.87
deu,1963,82.32
deu,1964,80.71
deu,1965,77.82
deu,1966,81.82
deu,1967,88.16
deu,1968,88.79
deu,1969,85.24
deu,1970,88.35
deu,1971,88.01
deu,1972,87.76
deu,1973,89.31
deu,1974,92.25
deu,1975,88.92
deu,1976,86.59
deu,1977,90.89
deu,1978,94.64
deu,1979,96.36
deu,1980,94.96
deu,1981,94.65
deu,1982,99.31
deu,1983,96.52
deu,1984,103.01
deu,1985,103.29
deu,1986,106.83
deu,1987,103.14
deu,1988,103.45
deu,1989,102.55
deu,1990,100.27
deu,1991,92.13
deu,1992,87.26
deu,1993,86.23
deu,1994,83.34
deu,1995,85.79
deu,1996,87.9
deu,1997,88.49
deu,1998,89.85
deu,1999,92.55
deu,2000,93.66
deu,2001,94.14
deu,2002,90.01
deu,2003,86.12
deu,2004,95.65
deu,2005,92.15
deu,2006,90.14
deu,2007,91.83
deu,2008,96.41
deu,2009,98.31
deu,2010,94.56
deu,2011,95.22
deu,2012,96.14
deu,2013,97.09
deu,2014,102.97
deu,2015,99.27
deu,2016,97.76
deu,2017,97.5
deu,2018,91.58
deu,2019,93.67
dji,1961,24.33
dji,1962,25.01
dji,1963,25.87
dji,1964,26.43
dji,1965,26.91
dji,1966,28.73
dji,1967,29.84
dji,1968,31.76
dji,1969,33.8
dji,1970,34.96
dji,1971,36.29
dji,1972,37.9
dji,1973,37.6
dji,1974,39.76
dji,1975,40.65
dji,1976,45.03
dji,1977,44.02
dji,1978,46.15
dji,1979,58.7
dji,1980,74.39
dji,1981,69.46
dji,1982,69.08
dji,1983,80.84
dji,1984,88.61
dji,1985,102.73
dji,1986,109.99
dji,1987,113.03
dji,1988,117.39
dji,1989,139.73
dji,1990,136.5
dji,1991,85.61
dji,1992,86.19
dji,1993,87.76
dji,1994,90.5
dji,1995,89.75
dji,1996,91.66
dji,1997,93.06
dji,1998,94.64
dji,1999,99.46
dji,2000,113.08
dji,2001,114.22
dji,2002,114.98
dji,2003,113.89
dji,2004,97.96
dji,2005,109.6
dji,2006,87.88
dji,2007,114.46
dji,2008,116.12
dji,2009,117.04
dji,2010,117.28
dji,2011,118.9
dji,2012,122.57
dji,2013,120.82
dji,2014,102.05
dji,2015,83.37
dji,2016,114.57
dji,2017,122.85
dji,2018,124.95
dji,2019,126.33
dma,1961,69.61
dma,1962,67.57
dma,1963,67.86
dma,1964,79.42
dma,1965,88.54
dma,1966,86.4
dma,1967,86.08
dma,1968,92.69
dma,1969,96.59
dma,1970,85.08
dma,1971,82.2
dma,1972,82.18
dma,1973,77.27
dma,1974,83.84
dma,1975,87.79
dma,1976,99.12
dma,1977,99.18
dma,1978,108.9
dma,1979,82.87
dma,1980,74.4
dma,1981,91.42
dma,1982,95.27
dma,1983,94.94
dma,1984,98.57
dma,1985,100.94
dma,1986,121.03
dma,1987,133.42
dma,1988,148.71001
dma,1989,132.53
dma,1990,131.91
dma,1991,124.65
dma,1992,120.33
dma,1993,123.21
dma,1994,109.12
dma,1995,99.95
dma,1996,116.95
dma,1997,115.17
dma,1998,107.45
dma,1999,105.5
dma,2000,105.92
dma,2001,98.02
dma,2002,96.36
dma,2003,88.98
dma,2004,91.38
dma,2005,90.75
dma,2006,93.4
dma,2007,95.78
dma,2008,95.57
dma,2009,98.96
dma,2010,98.38
dma,2011,97.9
dma,2012,100.62
dma,2013,99.73
dma,2014,99.28
dma,2015,99.15
dma,2016,101.57
dma,2017,99.66
dma,2018,99.32
dma,2019,99.56
dnk,1961,70.01
dnk,1962,70.93
dnk,1963,70.49
dnk,1964,71.63
dnk,1965,71.68
dnk,1966,70.77
dnk,1967,70.7
dnk,1968,71.5
dnk,1969,68.82
dnk,1970,67.11
dnk,1971,68.09
dnk,1972,67.31
dnk,1973,68.25
dnk,1974,72.45
dnk,1975,69.83
dnk,1976,69.14
dnk,1977,74.8
dnk,1978,76.42
dnk,1979,79.36
dnk,1980,78.8
dnk,1981,79.81
dnk,1982,83.27
dnk,1983,81.21
dnk,1984,89.95
dnk,1985,88.25
dnk,1986,90.26
dnk,1987,85.59
dnk,1988,87.3
dnk,1989,89.72
dnk,1990,94.13
dnk,1991,93.4
dnk,1992,89.09
dnk,1993,95.44
dnk,1994,92.16
dnk,1995,95.09
dnk,1996,94.79
dnk,1997,96.29
dnk,1998,98.18
dnk,1999,96.65
dnk,2000,97.16
dnk,2001,97.93
dnk,2002,97.49
dnk,2003,98.58
dnk,2004,100.01
dnk,2005,98.74
dnk,2006,95.49
dnk,2007,97.19
dnk,2008,98
dnk,2009,98.1
dnk,2010,97.02
dnk,2011,98.67
dnk,2012,98.74
dnk,2013,97.3
dnk,2014,99.93
dnk,2015,101.24
dnk,2016,98.83
dnk,2017,102.11
dnk,2018,92.81
dnk,2019,100.53
dom,1961,29.98
dom,1962,30.46
dom,1963,29.65
dom,1964,30.68
dom,1965,28.24
dom,1966,30.13
dom,1967,29.98
dom,1968,29.86
dom,1969,34.61
dom,1970,36.08
