geo,time,se_prm_tchr
pak,2018,520252
pak,2019,492753
pan,1970,9431
pan,1971,10878
pan,1972,11814
pan,1973,11901
pan,1974,12133
pan,1975,12459
pan,1976,11943
pan,1977,12509
pan,1978,13032
pan,1979,13730
pan,1980,12361
pan,1981,12598
pan,1982,12853
pan,1983,12912
pan,1984,13255
pan,1985,13359
pan,1986,15446
pan,1987,15378
pan,1988,14980
pan,1989,15062
pan,1990,15249
pan,1999,15069
pan,2000,16187
pan,2001,16780
pan,2002,17296
pan,2004,17882
pan,2005,17751
pan,2006,17831
pan,2007,18183
pan,2008,18364
pan,2009,18651
pan,2010,18746
pan,2011,19108
pan,2012,19340
pan,2013,19507
pan,2014,19404
pan,2015,19072
pan,2016,19072
pan,2017,19072
per,1970,65965
per,1971,67430
per,1972,69273
per,1973,71294
per,1974,72993
per,1975,72641
per,1976,73849
per,1977,75491
per,1978,77844
per,1979,80331
per,1980,84360
per,1981,86893
per,1982,89370
per,1983,98113
per,1984,101307
per,1985,106600
per,1986,108452
per,1987,115093
per,1988,122199
per,1989,129793
per,1990,132556
per,1991,134687
per,1992,135502
per,1993,145396
per,1994,145795
per,1995,146242
per,1996,151664
per,1997,153951
per,1998,170162
per,1999,151261
per,2000,150922
per,2001,147432
per,2002,170737
per,2003,175302
per,2004,177364
per,2005,177060
per,2006,184005
per,2007,183266
per,2008,184641
per,2009,187894
per,2010,191177
per,2011,187654
per,2012,181292
per,2013,196036
per,2014,197928
per,2015,195444
per,2016,195273
per,2017,197603
per,2018,206638
per,2019,212567
per,2020,210704
phl,1971,243833
phl,1972,247106
phl,1973,250783
phl,1974,256906
phl,1975,259833
phl,1976,261817
phl,1977,252862
phl,1978,256370
phl,1980,252338
phl,1981,264241
phl,1982,273492
phl,1983,272134
phl,1984,281456
phl,1985,286246
phl,1986,289251
phl,1987,292602
phl,1988,301530
phl,1989,302195
phl,1990,314838
phl,1991,317023
phl,1992,314722
phl,1993,317012
phl,1994,320634
phl,1995,323414
phl,1996,334822
phl,1997,341183
phl,1998,354568
phl,1999,360357
phl,2000,359798
phl,2001,362427
phl,2002,362431
phl,2003,371384
phl,2004,376988
phl,2005,373035
phl,2006,375978
phl,2007,390432
phl,2008,397468
phl,2009,435385
phl,2014,461244
phl,2015,477530
phl,2016,493084
phl,2017,482743
phl,2018,495636
phl,2019,514231
plw,1999,127
plw,2000,124
png,1970,6439
png,1971,6738
png,1972,7381
png,1973,7438
png,1974,7545
png,1975,7544
png,1976,8067
png,1977,8568
png,1978,8590
png,1979,9312
png,1981,9935
png,1982,10163
png,1984,11184
png,1986,12318
png,1987,12294
png,1988,12527
png,1989,13171
png,1990,13105
png,1991,13417
png,1992,14117
png,1993,14378
png,1994,15298
png,2000,15798
png,2001,14390
png,2016,35896
pol,2001,289113
pol,2003,235763
pol,2005,235950
pol,2006,231609
pol,2007,233612
pol,2008,238917
pol,2009,238741
pol,2010,239888
pol,2011,215813
pol,2012,214730
pol,2013,211238
pol,2014,211201
pol,2015,219826
pol,2016,229490
pol,2017,225581
pol,2018,283469
pol,2019,253077
pri,1975,18283
pri,1976,17895
pri,1977,18340
pri,2009,26058
pri,2010,25708
pri,2011,22395
pri,2012,19081
pri,2013,20457
pri,2014,19266
pri,2015,18028
pri,2016,16810
pri,2018,14453
prk,2009,70298
prk,2018,74274
prt,1973,44231
prt,1974,48352
prt,1975,55046
prt,1976,59485
prt,1977,62647
prt,1978,63808
prt,1979,65124
prt,1980,68401
prt,1981,68746
prt,1982,67452
prt,1983,68188
prt,1984,69048
prt,1985,74903
prt,1986,73343
prt,1987,75456
prt,1990,72593
prt,1991,72140
prt,1992,71105
prt,1993,72131
prt,1994,76444
prt,2000,61258
prt,2001,61908
prt,2002,69578
prt,2003,69109
prt,2004,65548
prt,2005,71519
prt,2006,70795
prt,2007,64274
prt,2008,66956
prt,2009,66106
prt,2010,67734
prt,2011,64929
prt,2012,59955
prt,2013,54222
prt,2014,50276
prt,2015,49355
prt,2016,50001
prt,2017,50982
prt,2018,51382
prt,2019,51126
pry,1970,13135
pry,1971,13872
pry,1972,14114
pry,1973,14506
pry,1974,16401
pry,1975,15398
pry,1976,16208
pry,1978,17525
pry,1979,18038
pry,1980,18948
pry,1981,19748
pry,1982,20746
pry,1983,21524
pry,1984,22090
pry,1985,22764
pry,1986,23407
pry,1987,23949
pry,1988,24729
pry,1989,26317
pry,1990,27831
pry,1991,29172
pry,1992,32732
pry,1993,33061
pry,1994,34580
pry,1995,38686
pry,1996,41713
pry,1997,43812
pry,2002,35709
pry,2003,33607
pry,2004,33434
pry,2012,34694
pse,1999,9753
pse,2000,10766
pse,2001,10501
pse,2002,13315
pse,2003,12022
pse,2004,14049
pse,2005,15789
pse,2006,11806
pse,2007,12752
pse,2008,13448
pse,2009,14136
pse,2010,14491
pse,2011,16042
pse,2012,17375
pse,2013,18242
pse,2014,18620
pse,2015,18759
pse,2016,19267
pse,2017,19298
pse,2018,19964
pse,2019,21621
pse,2020,23458
pyf,1971,771
pyf,1972,1173
pyf,1973,1064
pyf,1974,1213
pyf,1975,1149
pyf,1976,1213
pyf,1977,1295
pyf,1980,1427
pyf,1981,1556
pyf,1982,1544
pyf,1983,1361
pyf,1984,1295
pyf,1985,1337
pyf,1988,1967
pyf,1989,1921
pyf,1990,1936
pyf,1991,1976
pyf,1992,1700
pyf,1993,1741
pyf,1994,1970
pyf,1995,1974
pyf,1996,2052
qat,1971,772
qat,1972,878
qat,1973,949
qat,1974,1024
qat,1975,1100
qat,1976,1252
qat,1977,1377
qat,1978,1577
qat,1979,1813
qat,1980,2037
qat,1981,2029
qat,1982,2303
qat,1983,2508
qat,1984,2798
qat,1985,2871
qat,1986,3154
qat,1987,3141
qat,1988,3732
qat,1989,3980
qat,1990,4037
qat,1991,4286
qat,1992,4598
qat,1993,4917
qat,1994,5656
qat,1995,5853
qat,1996,5864
qat,1998,5679
qat,1999,4648
qat,2001,4961
qat,2002,5201
qat,2003,5684
qat,2005,6298
qat,2006,6639
qat,2007,6791
qat,2008,6248
qat,2009,7544
qat,2010,7374
qat,2011,8421
qat,2012,10566
qat,2013,10677
qat,2014,10478
qat,2015,11221
qat,2016,11971
qat,2017,12435
qat,2018,12649
qat,2019,13093
qat,2020,13131
rou,1981,58850
rou,1986,56882
rou,1987,56324
rou,1988,55213
rou,1989,57572
rou,1991,57140
rou,1992,56938
rou,1993,57014
rou,1994,58195
rou,1995,61960
rou,1996,69536
rou,1997,71829
rou,1998,71078
rou,1999,68644
rou,2000,64057
rou,2001,60312
rou,2002,58978
rou,2003,56635
rou,2004,57536
rou,2005,57099
rou,2006,55821
rou,2007,55487
rou,2008,54550
rou,2009,54069
rou,2010,52272
rou,2011,47560
rou,2012,45959
rou,2013,50626
rou,2014,50857
rou,2015,50098
rou,2016,48591
rou,2017,48009
rou,2018,48935
rou,2019,48156
rus,1981,215000
rus,1986,248000
rus,1989,304000
rus,1990,320000
rus,1991,340000
rus,1992,363000
rus,1993,385000
rus,1994,395000
rus,1999,366900
rus,2000,349035
rus,2001,335505
rus,2002,327581
rus,2003,325672
rus,2005,317023
rus,2006,301204
rus,2007,292639
rus,2008,284789
rus,2009,277657
rus,2012,281503
rus,2013,285029
rus,2014,289051
rus,2015,296994
rus,2016,300639
rus,2017,309219
rus,2018,321587
rwa,1971,7025
rwa,1972,7153
rwa,1973,7586
rwa,1974,7777
rwa,1975,7854
rwa,1976,8022
rwa,1977,8161
rwa,1978,8131
rwa,1979,8508
rwa,1980,10002
rwa,1981,11912
rwa,1982,13043
rwa,1983,13590
rwa,1984,14105
rwa,1985,14394
rwa,1986,14896
rwa,1987,16003
rwa,1988,16975
rwa,1989,17921
rwa,1990,18524
rwa,1991,19183
rwa,1992,18937
rwa,1997,20232
rwa,1998,22435
rwa,1999,23730
rwa,2000,26499
rwa,2001,28698
rwa,2002,26024
rwa,2003,27319
rwa,2004,28254
rwa,2005,26944
rwa,2006,30637
rwa,2007,31037
rwa,2008,32338
rwa,2009,33158
rwa,2010,35583
rwa,2011,40299
rwa,2012,40397
rwa,2013,40159
rwa,2014,41193
rwa,2015,42005
rwa,2016,43558
rwa,2017,43906
rwa,2018,42073
rwa,2019,43878
sau,1979,42556
sau,2005,273288
sau,2007,282697
sau,2008,298644
sau,2009,284750
sau,2010,297737
sau,2011,304041
sau,2012,315626
sau,2013,344836
sau,2014,347349
sau,2015,320731
sau,2016,286923
sau,2017,264175
sau,2018,238784
sau,2019,231117
sau,2020,248318
sen,1971,5813
sen,1972,6124
sen,1973,6159
sen,1974,7300
sen,1975,7432
sen,1976,7577
sen,1977,7980
sen,1978,8186
sen,1979,8630
sen,1980,9178
sen,1981,9175
sen,1982,10586
sen,1983,11378
sen,1984,12934
sen,1985,12298
sen,1986,12559
sen,1987,12028
sen,1988,11985
sen,1989,12843
sen,1990,11859
sen,1991,13394
sen,1992,12307
sen,1993,12693
sen,1994,13394
sen,1995,13483
sen,1996,15045
sen,1997,16567
sen,1998,18373
sen,1999,21277
sen,2000,21755
sen,2001,22813
sen,2002,24484
sen,2003,27951
sen,2004,32005
sen,2005,34656
sen,2006,38241
sen,2007,45957
sen,2008,44416
sen,2009,47685
sen,2010,50369
sen,2011,53949
sen,2012,56284
sen,2013,57232
sen,2014,59780
sen,2015,61620
sen,2019,64577
sen,2020,66447
sgp,1970,12259
sgp,1971,11965
sgp,1972,10858
sgp,1973,11135
sgp,1974,10985
sgp,1975,10777
sgp,1976,10597
sgp,1977,10345
sgp,1978,10347
sgp,1979,10492
sgp,1980,9463
sgp,1981,9505
sgp,1982,10286
sgp,1983,9921
sgp,1984,10657
sgp,1985,10363
sgp,1986,10264
sgp,1987,10199
sgp,1988,9962
sgp,1989,9998
sgp,1990,10006
sgp,1991,9843
sgp,1992,10188
sgp,1993,10711
sgp,1994,10553
sgp,1995,10356
sgp,1996,10618
sgp,2007,14242
sgp,2008,14850
sgp,2009,16171
sgp,2016,15734
sgp,2017,15969
sgp,2018,16294
sgp,2019,16545
slb,1970,885
slb,1971,1060
slb,1972,1088
slb,1973,1088
slb,1974,974
slb,1975,1071
slb,1976,1060
slb,1977,1069
slb,1978,1010
slb,1979,1065
slb,1980,1148
slb,1981,1171
slb,1982,1199
slb,1983,1390
slb,1984,1536
slb,1985,1496
slb,1986,1849
slb,1990,2457
slb,1991,2388
slb,1992,2490
slb,1993,2357
slb,1994,2514
slb,1997,2850
slb,1999,3014
slb,2010,4789
slb,2011,5022
slb,2012,5097
slb,2013,4880
slb,2014,5019
slb,2015,4051
slb,2016,4262
slb,2017,4205
slb,2018,4149
slb,2019,4348
sle,1971,5142
sle,1972,5599
sle,1975,5993
sle,1976,6373
sle,1977,6790
sle,1978,7088
sle,1980,9056
sle,1981,9528
sle,1982,10025
sle,1983,10451
sle,1984,11311
sle,1985,12215
sle,1986,10837
sle,1988,13640
sle,1989,13120
sle,1990,11280
sle,1991,10850
sle,2001,14875
sle,2011,38125
sle,2012,37957
sle,2013,37317
sle,2015,40303
sle,2016,37837
sle,2017,37703
sle,2018,49768
sle,2019,47738
sle,2020,46677
slv,2003,22331
slv,2004,22649
slv,2005,24179
slv,2006,25813
slv,2007,27098
slv,2008,30474
slv,2009,31077
slv,2011,30755
slv,2015,24967.46094
slv,2016,25164.90234
slv,2017,23987
slv,2018,24642
smr,1971,89
smr,1972,97
smr,1973,99
smr,1974,99
smr,1975,107
smr,1976,116
smr,1977,117
smr,1978,132
smr,1979,132
smr,1980,132
smr,1981,145
smr,1982,160
smr,1983,164
smr,1984,165
smr,1985,171
smr,1986,158
smr,1987,171
smr,1988,184
smr,1989,189
smr,1990,199
smr,1991,208
smr,1992,218
smr,1993,221
smr,1994,219
smr,1996,217
smr,1997,221
smr,2000,233
smr,2004,228
smr,2008,248
smr,2009,252
smr,2010,244
smr,2011,244
smr,2012,251
smr,2018,245
smr,2019,243
smr,2020,252
som,1971,981
som,1972,1133
som,1973,1539
som,1974,1789
som,1976,3481
som,1977,6540
som,1978,8392
som,1979,8141
som,1980,8693
som,2007,12870
srb,2007,17477
srb,2008,17469
srb,2009,17449
srb,2010,17314
srb,2011,18648
srb,2012,18511
srb,2013,19014
srb,2014,18126
srb,2015,18318
srb,2016,18771
srb,2017,18829
srb,2018,18664
srb,2019,18754
srb,2020,18851
ssd,2011,29073
ssd,2015,27248
stp,1971,271
stp,1972,301
stp,1976,422
stp,1978,527
stp,1980,577
stp,1981,588
stp,1982,617
stp,1983,628
stp,1984,538
stp,1985,517
stp,1987,574
stp,1988,616
stp,1990,559
stp,1996,638
stp,1999,660
stp,2002,881
stp,2004,929
stp,2005,990
stp,2009,1291
stp,2011,1183
stp,2012,1183
stp,2013,1107
stp,2014,1054
stp,2015,917
stp,2016,1132
stp,2017,1193
sur,1971,2487
sur,1972,2729
sur,1973,2870
sur,1974,3089
sur,1975,3005
sur,1976,2552
sur,1977,3016
sur,1978,3077
sur,1979,3068
sur,1980,3476
sur,1981,2803
sur,1982,2793
sur,1983,2966
sur,1984,2971
sur,1985,2809
sur,1986,3010
sur,1987,2705
sur,1988,2680
sur,1989,2921
sur,1990,2733
sur,1991,2686
sur,1992,2982
sur,1993,3695
sur,2001,3253
sur,2002,3291
sur,2005,3520
sur,2006,4136
sur,2007,4913
sur,2008,4354
sur,2009,4620
sur,2010,4749
sur,2011,4880
sur,2012,5019
sur,2013,5114
sur,2014,5263
sur,2015,5395
sur,2016,5367
sur,2017,5309
sur,2018,5054
sur,2019,5257
svk,1993,15859
svk,1994,15433
svk,1995,15394
svk,1998,16798
svk,1999,16869
svk,2000,17602
svk,2001,15235
svk,2002,14877
svk,2003,14680
svk,2004,14420
svk,2005,13849
svk,2006,13684
svk,2007,15022
svk,2008,13529
svk,2009,13856
svk,2010,13938
svk,2011,13875
svk,2012,14011
svk,2013,14050
svk,2014,14030
svk,2015,14182
svk,2016,14447
svk,2017,14507
svk,2018,14624
svk,2019,14949
svn,1993,5935
svn,1994,6513
svn,1995,6780
svn,1996,7201
svn,1998,6970
svn,1999,6481
svn,2001,6647
svn,2002,6883
svn,2003,6884
svn,2004,6185
svn,2005,6156
svn,2006,6141
svn,2007,6111
svn,2008,6152
svn,2009,6243
svn,2010,6281
svn,2011,6401
svn,2012,6434
svn,2013,6468
svn,2014,6666
svn,2015,6836
svn,2016,8663
swe,1971,30800
swe,1972,32700
swe,1973,38000
swe,1974,39833
swe,1975,42958
swe,1976,34185
swe,1993,64363
swe,1994,61635
swe,1995,61170
swe,1996,59402
swe,1997,58365
swe,1998,59929
swe,1999,61920
swe,2000,65528
swe,2001,68949
swe,2002,68531
swe,2003,69256
swe,2004,68325
swe,2005,65516
swe,2006,62897
swe,2007,61310
swe,2008,61220
swe,2009,61393
swe,2010,60396
swe,2011,62429
swe,2012,62442
swe,2013,62105
swe,2014,63467
swe,2015,65459
swe,2016,66918
swe,2017,70389
swe,2018,69249
swe,2019,70395
swz,1970,1706
swz,1971,1895
swz,1972,2015
swz,1973,2112
swz,1974,2220
swz,1975,2363
swz,1976,2513
swz,1977,2672
swz,1978,2853
swz,1979,3016
swz,1980,3278
swz,1981,3586
swz,1982,3769
swz,1983,3922
swz,1984,4039
swz,1985,4107
swz,1986,4290
swz,1987,4462
swz,1988,4665
swz,1989,4890
swz,1990,5083
swz,1991,5347
swz,1992,5504
swz,1993,5696
swz,1994,5887
swz,1995,5917
swz,1996,5975
swz,1997,6094
swz,1998,6195
swz,1999,6425
swz,2000,6842
swz,2001,6451
swz,2002,6727
swz,2003,6680
swz,2004,6758
swz,2005,6741
swz,2006,6906
swz,2007,7169
swz,2009,7310
swz,2010,7463
swz,2011,7862
swz,2012,8239
swz,2013,8507
swz,2014,8577
swz,2015,8752
swz,2016,8764
swz,2017,8928
swz,2018,9006
swz,2019,9139
sxm,2012,318
syc,1970,381
syc,1971,393
syc,1972,409
syc,1973,421
syc,1974,416
syc,1975,428
syc,1976,435
syc,1978,427
syc,1979,405
syc,1993,548
syc,1994,588
syc,1995,584
syc,1996,577
syc,1997,633
syc,1998,656
syc,1999,682
syc,2000,684
syc,2001,712
syc,2002,693
syc,2003,675
syc,2004,659
syc,2005,671
syc,2006,692
syc,2007,711
syc,2008,670
syc,2009,624
syc,2010,691
syc,2011,656
syc,2012,693
syc,2013,661
syc,2014,662
syc,2015,654
syc,2016,644
syc,2017,644
syc,2018,639
syc,2019,636
syc,2020,623
syr,1971,25134
syr,1972,27922
syr,1973,30356
syr,1974,31565
syr,1975,34995
syr,1976,37621
syr,1977,40218
syr,1978,42387
syr,1979,46132
syr,1980,50327
syr,1981,55346
syr,1982,59110
syr,1983,62959
syr,1984,67057
syr,1985,71122
syr,1986,78388
syr,1987,85583
syr,1988,83722
syr,1989,85598
syr,1990,90272
syr,1991,97811
syr,1992,102617
syr,1993,106164
syr,1994,110580
syr,1995,113384
syr,1996,113530
syr,1997,114689
syr,1998,117593
syr,1999,109838
syr,2000,111983
syr,2001,117540
syr,2002,114676
tca,1971,106
tca,1972,90
tca,1975,94
tca,1976,83
tca,1977,83
tca,1978,80
tca,1997,90
tca,1999,99
tca,2001,123
tca,2002,119
tca,2003,119
tca,2014,285
tca,2018,208
tcd,1971,2824
tcd,1972,2788
tcd,1985,4494
tcd,1986,4779
tcd,1989,6215
tcd,1990,7327
tcd,1991,7980
tcd,1992,9126
tcd,1994,8905
tcd,1995,8826
tcd,1996,9395
tcd,1997,10151
tcd,1998,11641
tcd,1999,12373
tcd,2000,13313
tcd,2001,13819
tcd,2002,15971
tcd,2003,16142
tcd,2004,18510
tcd,2005,19989
tcd,2006,20670
tcd,2007,21933
tcd,2008,24514
tcd,2009,27388
tcd,2010,27764
tcd,2011,30813
tcd,2012,34125
tcd,2013,37336
tcd,2014,43490
tcd,2015,40872
tcd,2016,38905
tcd,2017,39611
tcd,2018,43805
tcd,2019,44691
tgo,1971,3909
tgo,1972,4271
tgo,1973,4881
tgo,1974,5238
tgo,1975,5627
tgo,1976,6080
tgo,1977,6528
tgo,1978,7251
tgo,1979,8264
tgo,1980,8920
tgo,1981,9201
tgo,1982,9619
tgo,1983,10214
tgo,1984,10145
tgo,1985,10225
tgo,1986,10049
tgo,1987,10168
tgo,1988,10217
tgo,1989,10426
tgo,1990,10739
tgo,1991,11105
tgo,1992,10230
tgo,1994,12487
tgo,1995,13892
tgo,1996,16217
tgo,1997,18535
tgo,1998,19512
tgo,1999,23107
tgo,2000,24424
tgo,2001,27523
tgo,2002,27770
tgo,2003,27504
tgo,2004,25198
tgo,2005,29668
tgo,2006,28003
tgo,2007,26103
tgo,2008,25538
tgo,2009,28153
tgo,2010,31712
tgo,2011,31743
tgo,2012,32825
tgo,2013,34375
tgo,2014,34354
tgo,2015,33891
tgo,2016,36194
tgo,2017,37985
tgo,2018,38582
tgo,2019,40626
tgo,2020,41685
tha,1971,162512
tha,1974,212114
tha,1975,217015
tha,1976,239128
tha,1977,225387
tha,1978,240844
tha,1983,357800
tha,1984,367483
tha,1985,371341
tha,1987,356844
tha,1988,349210
tha,1989,346364
tha,1990,345016
tha,1991,314684
tha,1992,343063
tha,1993,341122
tha,1994,320124
tha,1996,316566
tha,1998,316645
tha,1999,297588
tha,2000,293391
tha,2001,315565
tha,2002,326272
tha,2006,319916
tha,2007,321930
tha,2008,347959
tha,2010,316552
tha,2011,319568
tha,2012,307446
tha,2014,336676
tha,2015,300968
tha,2016,303969
tha,2017,293265
tha,2019,378131
tha,2020,412997
tjk,1991,23807
tjk,1992,24691
tjk,1993,24977
tjk,1994,25664
tjk,1995,25968
tjk,1996,27224
tjk,1997,28015
tjk,1998,30125
tjk,1999,31402
tjk,2000,31672
tjk,2001,31216
tjk,2002,31423
tjk,2003,31080
tjk,2004,32078
tjk,2005,32498
tjk,2006,31017
tjk,2007,31482
tjk,2008,30530
tjk,2009,29523
tjk,2010,27087
tjk,2011,28730
tjk,2012,28799
tjk,2013,29300
tjk,2014,29627
tjk,2015,30649
tjk,2016,32377
tjk,2017,34575
tkm,2019,21699
tkm,2020,22695
tls,2001,2991
tls,2002,3901
tls,2003,3926
tls,2004,3618
tls,2009,7331
tls,2010,7622
tls,2011,7714
tls,2017,8057.72412
tls,2018,7898.25781
tls,2019,7749.49121
ton,1970,658
ton,1971,648
ton,1972,642
ton,1973,641
ton,1974,668
ton,1975,688
ton,1976,767
ton,1978,761
ton,1979,818
ton,1980,781
ton,1981,695
ton,1982,793
ton,1983,832
ton,1984,810
ton,1985,744
ton,1986,758
ton,1987,772
ton,1990,689
ton,1991,714
ton,1992,784
ton,1993,754
ton,1994,701
ton,1995,784
ton,1996,804
ton,1997,792
ton,1998,752
ton,1999,803
ton,2000,754
ton,2001,823
ton,2002,773
ton,2003,824
ton,2004,843
ton,2005,839
ton,2006,760
ton,2007,665
ton,2008,665
ton,2009,680
ton,2010,677
ton,2011,706
ton,2012,816
ton,2013,670
ton,2014,782
ton,2015,785
ton,2018,781
ton,2019,812
ton,2020,779
tto,1971,6548
tto,1972,6741
tto,1973,6704
tto,1974,6701
tto,1975,6566
tto,1976,6471
tto,1977,6474
tto,1978,6363
tto,1979,6130
tto,1980,6443
tto,1981,7002
tto,1982,7298
tto,1983,7522
tto,1984,7346
tto,1985,7593
tto,1986,7627
tto,1987,7685
tto,1988,7686
tto,1989,7545
tto,1991,7473
tto,1992,7512
tto,1993,7647
tto,1994,7210
tto,1996,7296
tto,1997,7311
tto,1999,8074
tto,2000,8122
tto,2001,7866
tto,2002,7210
tto,2003,7623
tto,2004,7839
tto,2005,7839
tto,2007,8171
tto,2008,7628
tto,2009,7447
tun,1971,19712
tun,1973,20364
tun,1975,22225
tun,1976,23320
tun,1977,23983
tun,1978,25149
tun,1979,25593
tun,1980,26487
tun,1981,27375
tun,1982,28764
tun,1983,30411
tun,1984,33347
tun,1985,36610
tun,1986,40887
tun,1987,41223
tun,1988,43490
tun,1989,44208
tun,1990,46366
tun,1991,50609
tun,1992,54013
tun,1993,55013
tun,1994,56154
tun,1995,58738
tun,1996,59887
tun,1997,60101
tun,1998,60220
tun,1999,60470
tun,2000,60912
tun,2001,60541
tun,2002,60556
tun,2003,59297
tun,2004,59610
tun,2005,59252
tun,2006,59265
tun,2007,58879
tun,2008,59977
tun,2009,60374
tun,2010,60186
tun,2011,59242
tun,2012,61031
tun,2013,61002
tun,2014,65835
tun,2015,70577
tun,2016,70399
tun,2017,70630
tun,2018,71228
tun,2020,75548
tur,1971,132577
tur,1972,141219
tur,1973,158299
tur,1974,156476
tur,1975,160271
tur,1976,171032
tur,1977,182314
tur,1978,184123
tur,1979,187027
tur,1981,212456
tur,1982,212795
tur,1983,211461
tur,1984,208891
tur,1985,209395
tur,1986,212717
tur,1987,216859
tur,1988,220943
tur,1989,220947
tur,1990,224672
tur,1991,225852
tur,1992,234961
tur,1993,235721
tur,1994,237943
tur,1995,233073
tur,2012,319369
tur,2013,282043
tur,2014,288444
tur,2015,295252
tur,2017,292878
tur,2018,297176
tur,2019,300732
tuv,1994,69
tuv,1999,72
tuv,2000,77
tuv,2001,78
tuv,2002,77
tuv,2003,75
tuv,2004,73
tuv,2015,117
tuv,2016,77
tuv,2018,85
tuv,2019,106
tza,1970,18313
tza,1971,20094
tza,1972,22360
tza,1973,24168
tza,1974,25688
tza,1975,29735
tza,1976,39245
tza,1977,45330
tza,1978,64822
tza,1979,77329
tza,1981,81659
tza,1982,88370
tza,1983,89819
tza,1984,91359
tza,1985,92586
tza,1986,94928
tza,1987,95503
tza,1988,95989
tza,1989,98392
tza,1990,96850
tza,1991,98174
tza,1992,101306
tza,1993,101816
tza,1994,103900
tza,1995,105280
tza,1996,108874
tza,1997,109936
tza,1998,106329
tza,1999,104006
tza,2001,106142
tza,2002,112860
tza,2003,115340
tza,2004,121548
tza,2005,135013
tza,2006,151882
tza,2007,156664
tza,2008,164668
tza,2009,157185
tza,2010,165856
tza,2012,180987
tza,2013,189487
tza,2014,190957
tza,2016,206829
tza,2017,197563
tza,2018,199705
tza,2019,196437
tza,2020,194736
uga,1970,21471
uga,1971,22864
uga,1972,24032
uga,1973,25394
uga,1974,26339
uga,1975,28681
uga,1976,29765
uga,1977,32554
uga,1978,34213
uga,1979,36442
uga,1980,38422
uga,1981,40489
uga,1982,44426
uga,1983,49206
uga,1984,57078
uga,1985,61424
uga,1986,73141
uga,1987,72970
uga,1988,75561
uga,1989,81418
uga,1990,84149
uga,1991,78259
uga,1992,86821
uga,1993,91905
uga,1994,84043
uga,1995,82745
uga,1996,81564
uga,1997,89247
uga,1998,99237
uga,1999,109733
uga,2000,110366
uga,2001,127038
uga,2002,139484
uga,2003,145703
uga,2004,147291
uga,2005,139641
uga,2006,150135
uga,2007,152086
uga,2008,159516
uga,2009,168376
uga,2010,172403
uga,2011,169503
uga,2012,170652
uga,2013,185548
uga,2014,191217
uga,2015,192566
uga,2016,202617
uga,2017,207238
ukr,1991,119611
ukr,1993,130600
ukr,1994,133600
ukr,1997,111369
ukr,1998,112125
ukr,1999,107414
ukr,2000,104541
ukr,2001,105430
ukr,2002,105180
ukr,2003,102581
ukr,2004,99515
ukr,2005,104028
ukr,2006,102408
ukr,2007,100859
ukr,2008,99482
ukr,2009,98310
ukr,2010,98371
ukr,2011,98740
ukr,2012,98491
ukr,2013,99376
ukr,2015,124073
ukr,2016,125349
ukr,2017,126535
ukr,2018,129163
ukr,2019,108283
ukr,2020,111734
ury,1970,12009
ury,1971,12563
ury,1972,13724
ury,1973,13908
ury,1974,14434
ury,1975,13572
ury,1976,13788
ury,1977,13685
ury,1978,13821
ury,1979,13698
ury,1980,14768
ury,1981,18017
ury,1982,16821
ury,1983,17036
ury,1984,15021
ury,1985,14193
ury,1986,16212
ury,1988,15188
ury,1989,15827
ury,1990,15827
ury,1991,15747
ury,1992,16378
ury,1993,16991
ury,1994,15793
ury,1995,16991
ury,1996,16868
ury,1997,16869
ury,1998,17724
ury,1999,17929
ury,2000,17384
ury,2001,17307
ury,2002,17235
ury,2003,17547
ury,2004,17834
ury,2005,18139
ury,2006,18600
ury,2007,23175
ury,2008,23555
ury,2009,24931
ury,2010,24785
ury,2013,27343
ury,2014,28060
ury,2015,26943
ury,2016,27832
ury,2017,27616
ury,2018,27762
ury,2019,25054
usa,1984,1415000
usa,1985,1414000
usa,1986,1425000
usa,1993,1427387
usa,1994,1442913
usa,1995,1473053
usa,1996,1499697
usa,1998,1575104
usa,2014,1687937
usa,2015,1714415
usa,2017,1769451
usa,2019,1696753
uzb,1981,57700
uzb,1986,66900
uzb,1989,68400
uzb,1990,71000
uzb,1991,77139
uzb,1992,82360
uzb,1993,87661
uzb,1994,91604
uzb,1995,94608
uzb,1996,106105
uzb,1997,111445
uzb,1998,119328
uzb,1999,122902
uzb,2000,121340
uzb,2001,119612
uzb,2002,120580
uzb,2003,119151
uzb,2004,121671
uzb,2005,119473
uzb,2006,117482
uzb,2007,118676
uzb,2008,117652
uzb,2009,116603
uzb,2010,110962
uzb,2011,124685
uzb,2012,130630
uzb,2013,126651
uzb,2014,112240
uzb,2015,112159
uzb,2016,110677
uzb,2017,113072
uzb,2018,115554
uzb,2019,118835
uzb,2020,121986
vct,1972,1765
vct,1976,1210
vct,1982,1184
vct,1987,1258
vct,1991,1119
vct,1994,1053
vct,1998,1007
vct,1999,1004
vct,2000,1032
vct,2001,1004
vct,2002,1049
vct,2003,1061
vct,2004,1018
vct,2007,933
vct,2008,916
vct,2009,879
vct,2010,887
vct,2012,877
vct,2013,890
vct,2014,856
vct,2015,897
vct,2016,908
vct,2017,905
vct,2018,917
ven,1971,50822
ven,1972,54044
ven,1973,56386
ven,1974,58457
ven,1975,63198
ven,1976,69466
ven,1977,74895
ven,1978,79899
ven,1979,82226
ven,1980,88493
ven,1981,92551
ven,1982,97045
ven,1983,100681
ven,1984,100078
