geo,time,bx_trf_pwkr_cd_dt
cog,1979,3088543.177
cog,1980,3175887.108
cog,1981,2653791.666
cog,1982,2131696.224
cog,1983,1609600.663
cog,1984,1087505.221
cog,1985,565409.7795
cog,1986,43314.3079
cog,1987,9982.1463
cog,1988,4431787.491
cog,1989,4404277.802
cog,1990,4376768.112
cog,1991,4349258.423
cog,1992,4321748.734
cog,1993,4294239.521
cog,1994,4266729.832
cog,1995,4239220.01994
cog,1996,7819335.34725
cog,1997,4574507.63475
cog,1998,1937446.49864
cog,1999,11666412.41961
cog,2000,10352873.07276
cog,2001,12119417.89458
cog,2002,1176490.49977
cog,2003,12388155.73263
cog,2004,14954054.82204
cog,2005,11375094.55584
cog,2006,13195889.29524
cog,2007,16665039.78615
cog,2008,21629938.19237
cog,2009,33952701.11373
cog,2010,33104705.621
cog,2011,62144746.41063
cog,2012,68348962.36877
cog,2013,72036671.73193
cog,2014,41537983.188
cog,2015,29784452.90186
cog,2016,7704784.23042
col,1970,26000000
col,1971,22065559.39
col,1972,22799909.59
col,1973,29803249.36
col,1974,36079200.74
col,1975,23000000
col,1976,51000000
col,1977,81726402.28
col,1978,75819999.69
col,1979,101000000
col,1980,106000000
col,1981,160000000
col,1982,87000000
col,1983,72000000
col,1984,78000000
col,1985,110000000
col,1986,416000000
col,1987,625000000
col,1988,458000000
col,1989,467000000
col,1990,495000000
col,1991,881000000
col,1992,640500000
col,1993,467700012.2
col,1994,968350463.9
col,1995,815117639.42663
col,1996,753036298.7997
col,1997,773519090.52161
col,1998,805925070.02891
col,1999,1312052329.0522
col,2000,1610122976.25762
col,2001,2056358872.86705
col,2002,2479942596.14027
col,2003,3076018646.59598
col,2004,3189709843.91794
col,2005,3345610321.40797
col,2006,3899159914.34258
col,2007,4460194476.64541
col,2008,4826851232.37512
col,2009,4124862554.30564
col,2010,4030846325.68114
col,2011,4101315891.06111
col,2012,4018674668.2006
col,2013,4449831680.49205
col,2014,4165731073.41833
col,2015,5001596492.34082
col,2016,5191956875.2388
col,2017,5818773635.08076
col,2018,6675079294.04126
col,2019,7115322398.74071
col,2020,6929098812.67329
com,1980,1618722.2
com,1981,1221804.857
com,1982,2367595.196
com,1983,1836967.468
com,1984,2139818.43
com,1985,4229184.628
com,1986,4764614.105
com,1987,6801226.616
com,1988,7383017.54
com,1989,7887009.144
com,1990,9935265.541
com,1991,10095548.63
com,1992,15999876.02
com,1993,16029796.6
com,1994,15232992.17
com,1995,12212938.08083
com,2003,32042448.36191
com,2004,48705002.15657
com,2005,54055725.52725
com,2006,63197512.57727
com,2007,74045486.76488
com,2008,101325440.0737
com,2009,100407532.58457
com,2010,87252086.92093
com,2011,108173891.04458
com,2012,110203511.03063
com,2013,0
com,2014,159817450.26804
com,2015,131866003.26206
com,2016,116745529.66713
com,2017,131598332.34445
com,2018,172620209.64537
com,2019,168546815.83879
com,2020,227340368.52372
cpv,1977,24281503.68
cpv,1978,23602317.81
cpv,1979,24005556.11
cpv,1980,40064800.26
cpv,1981,31596889.5
cpv,1982,25852012.63
cpv,1983,20547992.71
cpv,1984,20617847.44
cpv,1985,20757017.14
cpv,1986,27560075.76
cpv,1987,36425994.87
cpv,1988,42742012.02
cpv,1989,47700454.71
cpv,1990,59140384.67
cpv,1991,62366531.37
cpv,1992,76012992.86
cpv,1993,76491363.53
cpv,1994,85453643.8
cpv,1995,105860860.51353
cpv,1996,100349713.28757
cpv,1997,76416556.36247
cpv,1998,73741557.04608
cpv,1999,79715583.75242
cpv,2000,89761166.1533
cpv,2001,80954171.13373
cpv,2002,85021681.68575
cpv,2003,108444935.56372
cpv,2004,113427832.59142
cpv,2005,136692598.59699
cpv,2006,136573208.35625
cpv,2007,138793676.26728
cpv,2008,155035990.79743
cpv,2009,135620281.02417
cpv,2010,130909874.53616
cpv,2011,176875019.61297
cpv,2012,176969700.27285
cpv,2013,175918335.41656
cpv,2014,196981864.56991
cpv,2015,200903517.81206
cpv,2016,211373829.22032
cpv,2017,216552201.96986
cpv,2018,234507466.96978
cpv,2019,241305137.32275
cpv,2020,245800363.06457
cri,1977,2000000
cri,1978,2900000.095
cri,1979,2700000.048
cri,1980,4099999.905
cri,1981,2400000.095
cri,1982,5599999.905
cri,1983,5300000.191
cri,1984,6400000.095
cri,1985,7199999.809
cri,1986,7699999.809
cri,1987,7900000.095
cri,1988,9100000.381
cri,1989,10000000
cri,1990,12000000
cri,1991,13399999.62
cri,1992,14199999.81
cri,1993,16000000
cri,1994,17100000.38
cri,1995,123300000
cri,1996,130770000
cri,1997,130100000
cri,1998,128100000
cri,1999,126482718.23906
cri,2000,135975253.75276
cri,2001,198443413.13125
cri,2002,250646486.38164
cri,2003,320879535
cri,2004,319546352.12
cri,2005,420346410
cri,2006,513156290.87698
cri,2007,617920087.50554
cri,2008,604768805
cri,2009,513091873.25307
cri,2010,530688786
cri,2011,520219673.31091
cri,2012,562342745.04609
cri,2013,596399211.04978
cri,2014,593925384.37877
cri,2015,551988507.63339
cri,2016,545423773.1105
cri,2017,560366619.09671
cri,2018,533509663.13667
cri,2019,553377977.06118
cri,2020,524786747.8481
cym,2005,0
cym,2006,0
cym,2007,0
cym,2008,0
cym,2009,0
cym,2010,0
cym,2011,0
cym,2012,0
cym,2013,0
cym,2014,0
cym,2015,0
cym,2016,13507646.32716
cym,2017,15584663.38359
cym,2018,14256282.66876
cym,2019,14148597.56054
cym,2020,14148597.56054
cyp,1976,31669029.24
cyp,1977,50965206.15
cyp,1978,68538520.81
cyp,1979,76457801.82
cyp,1980,94037223.82
cyp,1981,83050415.04
cyp,1982,79724700.93
cyp,1983,78231697.08
cyp,1984,73591163.64
cyp,1985,71504096.98
cyp,1986,57127079.01
cyp,1987,63812549.59
cyp,1988,71362930.3
cyp,1989,68941131.59
cyp,1990,78588905.33
cyp,1991,65672111.51
cyp,1992,81192558.29
cyp,1993,79412124.63
cyp,1994,81269264.22
cyp,1995,48627363.72273
cyp,1996,49323279.2475
cyp,1997,47674892.26123
cyp,1998,48278804.30138
cyp,1999,49728542.01901
cyp,2000,44986487.58546
cyp,2001,77850333.48812
cyp,2002,20660797.83433
cyp,2003,31813793.73845
cyp,2004,77391644.26464
cyp,2005,104817181.33067
cyp,2006,104511095.04478
cyp,2007,142176008.19529
cyp,2008,948622574.64272
cyp,2009,593413153.62236
cyp,2010,861734943.5632
cyp,2011,740510457.83759
cyp,2012,601116874.59282
cyp,2013,430999362.55545
cyp,2014,323088099.01921
cyp,2015,297848196.40083
cyp,2016,391574035.8451
cyp,2017,464457798.80587
cyp,2018,521192046.61638
cyp,2019,535182398.09385
cyp,2020,533790691.30363
cze,1993,138067474.4
cze,1994,164007873.5
cze,1995,189103029.77562
cze,1996,110474333.06836
cze,1997,71076227.8459
cze,1998,345841414.72953
cze,1999,310628663.80528
cze,2000,293965052.44224
cze,2001,256460660.82121
cze,2002,332664617.82989
cze,2003,493715526.46821
cze,2004,1221907271.67874
cze,2005,1340517764.03134
cze,2006,1603247263.59946
cze,2007,1827046314.65387
cze,2008,1134443632.52277
cze,2009,1196075195.4604
cze,2010,1229063881.62709
cze,2011,1394312632.61621
cze,2012,1409130136.93554
cze,2013,1737884336.69173
cze,2014,2628261738.22966
cze,2015,2674828099.31282
cze,2016,3126388080.0369
cze,2017,3585217056.96609
cze,2018,3935990609.0368
cze,2019,3859937090.42623
cze,2020,4184383610.39042
deu,1971,209930938.7
deu,1972,245852554.3
deu,1973,313813690.2
deu,1974,357406890.9
deu,1975,419735931.4
deu,1976,449990753.2
deu,1977,535669250.5
deu,1978,731329772.9
deu,1979,849240966.8
deu,1980,2380181152
deu,1981,2117616699
deu,1982,2231766357
deu,1983,2118541992
deu,1984,1968478394
deu,1985,2022923706
deu,1986,2779070313
deu,1987,3582102295
deu,1988,3834042969
deu,1989,3751835205
deu,1990,4876062012
deu,1991,4823001953
deu,1992,4920209473
deu,1993,4393696289
deu,1994,4408901367
deu,1995,4506990222.57265
deu,1996,4329001332.59239
deu,1997,3831354070.37815
deu,1998,3908027809.16446
deu,1999,3756184437.89766
deu,2000,3603502764.34047
deu,2001,3883047671.2182
deu,2002,4653643267.7332
deu,2003,5748398267.4502
deu,2004,6515541640.72873
deu,2005,6863864314.54531
deu,2006,7484148242.43216
deu,2007,9767490708.6081
deu,2008,10973688792.7007
deu,2009,12344791663.1912
deu,2010,12788812789.7547
deu,2011,15337123634.9973
deu,2012,14637030444.1781
deu,2013,16395715917.4197
deu,2014,17075378094.9883
deu,2015,15578082898.5573
deu,2016,15197536775.812
deu,2017,15688314345.7922
deu,2018,16887715832.1429
deu,2019,18271041363.3387
deu,2020,17898798738.972
dji,1991,13121690.75
dji,1992,13121690.75
dji,1993,19035453.8
dji,1994,13549326.9
dji,1995,11889422.18421
dji,1996,10944120.27841
dji,1997,11473039.2019
dji,1998,11940063.35773
dji,1999,11563067.95483
dji,2000,12288924.77535
dji,2001,11945690.15479
dji,2002,14956026.58099
dji,2003,24667878.30363
dji,2004,24741026.66539
dji,2005,25849505.68588
dji,2006,28471593.11505
dji,2007,28640397.0268
dji,2008,30328436.14429
dji,2009,32466619.02645
dji,2010,32641049.73526
dji,2011,32359709.88234
dji,2012,33265624.20873
dji,2013,39787081.99931
dji,2014,37879597.79655
dji,2015,39713933.63756
dji,2016,40237225.76398
dji,2017,41323197.59623
dji,2018,59857867.10631
dji,2019,79461628.05746
dji,2020,64055457.71181
dma,1976,1300354.838
dma,1977,3200000.048
dma,1978,5800000.191
dma,1979,8699999.809
dma,1980,8600000.381
dma,1981,8500000
dma,1982,7500000
dma,1983,9399999.619
dma,1984,10800000.19
dma,1985,11100000.38
dma,1986,7703703.88
dma,1987,11777777.67
dma,1988,16111110.69
dma,1989,13370369.91
dma,1990,13922222.14
dma,1991,4959259.033
dma,1992,5174074.173
dma,1993,13737036.71
dma,1994,13285184.86
dma,1995,10840740.74074
dma,1996,11107407.40741
dma,1997,11429629.62963
dma,1998,12070370.37037
dma,1999,12985185.18519
dma,2000,13522222.22222
dma,2001,14342592.59259
dma,2002,14457759.25926
dma,2003,14804814.81481
dma,2004,20031140.74074
dma,2005,21772344.44444
dma,2006,22075033.33333
dma,2007,22482585.18519
dma,2008,22686333.33333
dma,2009,22138522.22222
dma,2010,22889296.2963
dma,2011,22870140
dma,2012,23248898.51852
dma,2013,23551134.07407
dma,2014,50494650.15164
dma,2015,55928203.98448
dma,2016,44033723.66544
dma,2017,44351321.07678
dma,2018,42141418.37155
dma,2019,47506082.49798
dma,2020,67960521.17287
dnk,1992,464252471.9
dnk,1993,449906005.9
dnk,1994,438739166.3
dnk,1995,522927177.47251
dnk,1996,687658142.1
dnk,1997,852389080.99328
dnk,1998,765494251.29344
dnk,1999,803208183.90275
dnk,2000,666510055.90524
dnk,2001,698623281.5303
dnk,2002,784859296.82962
dnk,2003,940572301.67456
dnk,2004,1075395076.13261
dnk,2005,666091577.13775
dnk,2006,740266388.75698
dnk,2007,823203959.18861
dnk,2008,1051704664.64362
dnk,2009,1019066491.95179
dnk,2010,925467462.10249
dnk,2011,1149885932.9698
dnk,2012,1182244239.83153
dnk,2013,1370760789.33519
dnk,2014,1483021800.00948
dnk,2015,1258255662.54991
dnk,2016,1247014792.73819
dnk,2017,1314451448.24388
dnk,2018,1415297048.79077
dnk,2019,1451438646.96199
dnk,2020,1488326094.46621
dom,1970,25100000.38
dom,1971,14500000
dom,1972,24000000
dom,1973,24000000
dom,1974,26799999.24
dom,1975,28000000
dom,1976,112000000
dom,1977,123599998.5
dom,1978,131600006.1
dom,1979,161300003.1
dom,1980,183100006.1
dom,1981,182899993.9
dom,1982,190000000
dom,1983,195000000
dom,1984,205000000
dom,1985,242000000
dom,1986,225399993.9
dom,1987,273100006.1
dom,1988,288799987.8
dom,1989,300500000
dom,1990,314799987.8
dom,1991,329500000
dom,1992,346600006.1
dom,1993,758099975.6
dom,1994,797500000
dom,1995,839200000
dom,1996,962700000
dom,1997,1142200000
dom,1998,1405800000
dom,1999,1631100000
dom,2000,1838800000
dom,2001,1981800000
dom,2002,2194300000
dom,2003,2325400000
dom,2004,2501200000
dom,2005,2719200000
dom,2006,3053800000
dom,2007,3397000000
dom,2008,3605500000
dom,2009,3414700000
dom,2010,3887000000
dom,2011,4240700000
dom,2012,4262100000
dom,2013,4485500000
dom,2014,4810400000
dom,2015,5196200000
dom,2016,5508400000
dom,2017,6177800000
dom,2018,6817700000
dom,2019,7420600000
dom,2020,8331600000
dza,1970,211000000
dza,1971,238000000
dza,1972,227000000
dza,1973,225000000
dza,1974,202000000
dza,1975,266000000
dza,1976,255000000
dza,1977,349000000
dza,1978,393000000
dza,1979,417000000
dza,1980,406000000
dza,1981,447000000
dza,1982,507000000
dza,1983,392000000
dza,1984,329000000
dza,1985,313000000
dza,1986,358000000
dza,1987,487000000
dza,1988,379000000
dza,1989,345000000
dza,1990,352000000
dza,1991,1290000000
dza,1992,1390000000
dza,1993,1140000000
dza,1994,1395000000
dza,1995,1120000000
dza,1996,880000000
dza,1997,1060000000
dza,1998,1060000000
dza,1999,790000000
dza,2000,790000000
dza,2001,670000000
dza,2002,1070000000
dza,2003,1750000000
dza,2004,2460000000
dza,2005,169999999.99999
dza,2006,189000000.00001
dza,2007,99004563.34764
dza,2008,103631887.21223
dza,2009,150336961.49453
dza,2010,196589288.01775
dza,2011,202869816.18834
dza,2012,214841268.63546
dza,2013,209601443.44464
dza,2014,2452442617.07256
dza,2015,1997393458.35396
dza,2016,1989023597.12295
dza,2017,1791887073.28626
dza,2018,1984998399.13173
dza,2019,1785838683.22299
dza,2020,1699608934.62519
ecu,1976,3299999.952
ecu,1986,3000000
ecu,1987,3000000
ecu,1988,2000000
ecu,1989,1000000
ecu,1990,51000000
ecu,1991,56000000
ecu,1992,75000000
ecu,1993,202919998.2
ecu,1994,276230011
ecu,1995,386120000
ecu,1996,488960000
ecu,1997,647720000
ecu,1998,798720000
ecu,1999,1089520000
ecu,2000,1322301000
ecu,2001,1420558146.51631
ecu,2002,1438022869.2822
ecu,2003,1633427047.615
ecu,2004,1838041770.90395
ecu,2005,2460000000
ecu,2006,2933808811.42857
ecu,2007,3341337813.39619
ecu,2008,3088633129.31
ecu,2009,2742436211.02
ecu,2010,2599027038.68
ecu,2011,2680596336.98567
ecu,2012,2476225961.80543
ecu,2013,2458803089.2207
ecu,2014,2472449389.28992
ecu,2015,2387555892.00259
ecu,2016,2612078851.84205
ecu,2017,2849068577.17312
ecu,2018,3039078508.88019
ecu,2019,3242684316.95308
ecu,2020,3343696163.52993
egy,1977,927665100.1
egy,1978,1773296997
egy,1979,2213571533
egy,1980,2696000000
egy,1981,2180857178
egy,1982,2439142822
egy,1983,3665857178
egy,1984,3962714355
egy,1985,3211714355
egy,1986,2506142822
egy,1987,3604285645
egy,1988,3769571533
egy,1989,3293454590
egy,1990,4283500000
egy,1991,4054000000
egy,1992,6104000000
egy,1993,5664000000
egy,1994,3672000000
egy,1995,3226000000
egy,1996,3107000000
egy,1997,3697000000
egy,1998,3370000000
egy,1999,3235300000
egy,2000,2852000000
egy,2001,2911400000
egy,2002,2893100000
egy,2003,2960900000
egy,2004,3340700000
egy,2005,5017300000
egy,2006,5329500000
egy,2007,7655800000
egy,2008,8694000000
egy,2009,7149600000
egy,2010,12453100000
egy,2011,14324300000
egy,2012,19236400000
egy,2013,17833100000
egy,2014,19570400000
egy,2015,18325400000
egy,2016,18590400000
egy,2017,24737400000
egy,2018,25515700000
egy,2019,26781400000
egy,2020,29602900000
eri,1998,2682189.74293
eri,1999,3634005.48877
eri,2000,3284750.85911
eri,2005,0
eri,2006,0
eri,2007,0
eri,2008,0
eri,2009,0
eri,2010,0
eri,2011,0
eri,2012,0
eri,2013,0
eri,2014,0
eri,2015,0
eri,2016,0
eri,2017,0
eri,2018,0
eri,2019,0
esp,1975,1403779907
esp,1976,1380182007
esp,1977,1463044434
esp,1978,1734471313
esp,1979,1895898438
esp,1980,2187928955
esp,1981,1815784424
esp,1982,1581557617
esp,1983,1348032104
esp,1984,1226743164
esp,1985,1234490723
esp,1986,1433077271
esp,1987,1583675903
esp,1988,1790329712
esp,1989,1861106934
esp,1990,2185527832
esp,1991,2136283691
esp,1992,2636531738
esp,1993,2321499512
esp,1994,2631302246
esp,1995,2763616489.64043
esp,1996,2925151760.08551
esp,1997,2899429893.85076
esp,1998,3253445179.28332
esp,1999,635029159.50385
esp,2000,648649651.96857
esp,2001,699655911.69424
esp,2002,745323091.17325
esp,2003,900329952.84898
esp,2004,1011285262.95094
esp,2005,1135292901.67169
esp,2006,1281555330.96262
esp,2007,1676469544.33157
esp,2008,1840374492.65946
esp,2009,1524558688.72576
esp,2010,1595954495.3824
esp,2011,1714254523.01136
esp,2012,2093910956.12594
esp,2013,3035756690.39568
esp,2014,3130366132.56347
esp,2015,2673407398.90465
esp,2016,2632183874.91623
esp,2017,3004745214.02339
esp,2018,3331709084.39561
esp,2019,3212474500.45996
esp,2020,2996361168.15964
est,1994,2905014.753
est,1995,1283825.09833
est,1996,1684442.02096
est,1997,1737374.15667
est,1998,2644205.99318
est,1999,2314638.97708
est,2000,4052634.24742
est,2001,11020698.07823
est,2002,19148980.40545
est,2003,51207275.09539
est,2004,166878296.14553
est,2005,254609795.00137
est,2006,392138800.93663
est,2007,381282757.24845
est,2008,416329238.37631
est,2009,340051323.52463
est,2010,357084044.16566
est,2011,438650597.66999
est,2012,460675591.63929
est,2013,564796469.36982
est,2014,543923581.6511
est,2015,457282652.45569
est,2016,486482638.42395
est,2017,505091283.78608
est,2018,570404476.88332
est,2019,541915243.76283
est,2020,506608486.78088
eth,1977,4444444.656
eth,1978,7149758.339
eth,1979,8695652.008
eth,1980,12222222.33
eth,1981,10483091.35
eth,1982,10193236.35
eth,1983,11014492.99
eth,1984,11497584.34
eth,1985,14202898.98
eth,1986,13574879.65
eth,1987,8550724.983
eth,1988,11304347.99
eth,1989,6473430.157
eth,1990,5217391.491
eth,1991,9758454.323
eth,1992,15019130.71
eth,1993,18379999.16
eth,1994,24625669.48
eth,1995,27359669.44333
eth,1996,16012210.36229
eth,1997,9232460.37343
eth,1998,27313236.47066
eth,1999,33729646.61095
eth,2000,53158882.37897
eth,2001,18313718.17095
eth,2002,32986894.42237
eth,2003,46470192.4649
eth,2004,133742806.23581
eth,2005,173519405.68388
eth,2006,172153313.96175
eth,2007,357838224.98975
eth,2008,386696265.84284
eth,2009,261601951.49554
eth,2010,436143876.305
eth,2011,538339894.6721
eth,2012,624360669.89823
eth,2013,833031317.03511
eth,2014,1796377786.73295
eth,2015,1086986751.24654
eth,2016,772235946.59502
eth,2017,393379170.00345
eth,2018,436325463.09078
eth,2019,479624165.2646
eth,2020,404088319.89124
fin,1975,18514945.98
fin,1976,23807750.7
fin,1977,46703990.94
fin,1978,65478401.18
fin,1979,91440734.86
fin,1980,106253776.6
fin,1981,95759994.51
fin,1982,107548988.3
fin,1983,97178131.1
fin,1984,49415206.91
fin,1985,50871543.88
fin,1986,74044212.34
fin,1987,77741462.71
fin,1988,105305137.6
fin,1989,70851074.22
fin,1990,62883602.14
fin,1991,101185310.4
fin,1992,103113151.6
fin,1993,77051124.57
fin,1994,66893753.05
fin,1995,74258863.47488
fin,1996,145460570.56626
fin,1997,235253974.28121
fin,1998,375411975.73708
fin,1999,443613008.71975
fin,2000,472728415.18453
fin,2001,490718039.67065
fin,2002,477152547.36738
fin,2003,526381939.25649
fin,2004,666913866.79365
fin,2005,692277075.82105
fin,2006,714798889.16374
fin,2007,805950014.96327
fin,2008,959188912.04018
fin,2009,865768666.00725
fin,2010,893815226.24098
fin,2011,756066320.34497
fin,2012,862122979.63214
fin,2013,1073207238.90387
fin,2014,1068529689.12229
fin,2015,865419880.70897
fin,2016,860964517.4731
fin,2017,908303115.94115
fin,2018,841053346.4652
fin,2019,797176578.30087
fin,2020,812727157.68183
fji,1979,3589619.16
fji,1980,4890186.787
fji,1981,9302308.083
fji,1982,8086236
fji,1983,7984107.971
fji,1984,10613370.9
fji,1985,27653663.64
fji,1986,29747564.32
fji,1987,27012722.02
fji,1988,22653249.74
fji,1989,22988763.81
fji,1990,21945989.61
fji,1991,19179191.59
fji,1992,22688095.09
fji,1993,26138704.3
fji,1994,29642278.67
fji,1995,32709172.78976
fji,1996,33349960.80667
fji,1997,34633833.79223
fji,1998,25870529.90965
fji,1999,23202386.24104
fji,2000,43301333.10931
fji,2001,77584872.3116
fji,2002,99401919.41412
fji,2003,123678440.64754
fji,2004,172645209.91326
fji,2005,203312108.14444
fji,2006,204579736.18474
fji,2007,183212478.67886
fji,2008,146677339.87413
fji,2009,171057209.50972
fji,2010,175631133.06879
fji,2011,160556654.46129
fji,2012,190607858.30127
fji,2013,203570068.85892
fji,2014,220967734.41728
fji,2015,252357421.39191
fji,2016,272292583.95266
fji,2017,278683959.26884
fji,2018,291943874.69237
fji,2019,295226277.28368
fji,2020,355403488.52707
fra,1975,627961975.1
fra,1976,653017089.8
fra,1977,1260706177
fra,1978,1582122070
fra,1979,1921343018
fra,1980,1440365112
fra,1981,1278299805
fra,1982,1337885498
fra,1983,1278938721
fra,1984,1262145020
fra,1985,1393456177
fra,1986,2020921875
fra,1987,2472511475
fra,1988,3418352783
fra,1989,3223879883
fra,1990,4034759033
fra,1991,4619512695
fra,1992,5213012695
fra,1993,5031930664
fra,1994,3953913330
fra,1995,4434302326.07776
fra,1996,4334903528.13921
fra,1997,9741087205.45888
fra,1998,10021054778.4816
fra,1999,9446332526.92819
fra,2000,8869551606.78845
fra,2001,9194240138.20756
fra,2002,10599319442.2809
fra,2003,12231755970.6852
fra,2004,13342614137.6264
fra,2005,14205076472.6078
fra,2006,15535237652.181
fra,2007,17586416269.2866
fra,2008,20085696122.6064
fra,2009,19665370193.79
fra,2010,19898258274.1311
fra,2011,22942280254.4203
fra,2012,22666366758.9423
fra,2013,24412282153.0687
fra,2014,25358374728.2402
fra,2015,24066989837.0933
fra,2016,24042348847.3564
fra,2017,24884547855.86629
fra,2018,26229274711.197
fra,2019,26173645644.6592
fra,2020,25141879667.1252
fro,1998,48480000
fro,1999,50040000
fro,2000,42970000
fro,2001,39040000
fro,2002,39750000
fro,2003,44380000
fro,2004,49217894.79819
fro,2005,80282305.10805
fro,2006,89055616.15029
fro,2007,109177969.37556
fro,2008,136569580.13673
fro,2009,138741437.37509
fro,2010,146392824.27599
fro,2011,158411749.9816
fro,2012,0
fro,2013,0
fro,2014,0
fro,2015,0
fro,2016,0
fro,2017,0
fro,2018,0
fro,2019,0
fsm,2009,17349600
fsm,2010,18066700
fsm,2011,19428000
fsm,2012,20803300
fsm,2013,22046600
fsm,2014,23338700
fsm,2015,23338700
fsm,2016,23338700
fsm,2017,23338700
fsm,2018,23338700
fsm,2019,23338700
fsm,2020,23338700
gab,1978,88630.5347
gab,1979,94019.5844
gab,1980,47330.6552
gab,1981,184005.2009
gab,1982,60863.1149
gab,1983,288663.8641
gab,1984,91542.2589
gab,1985,133552.0744
gab,1986,231009.6323
gab,1987,299464.4046
gab,1988,134296.5961
gab,1989,156735.7332
gab,1990,875882.3872
gab,1991,1595029.116
gab,1992,2314175.844
gab,1993,3033322.573
gab,1994,3752469.063
gab,1995,4471615.82443
gab,1996,5727663.14186
gab,1997,6145602.57897
gab,1998,5563166.58664
gab,1999,4247204.29866
gab,2000,6050763.42388
gab,2001,5363974.69175
gab,2002,2846533.11164
gab,2003,5989329.18129
gab,2004,6852364.36149
gab,2005,11028154.17189
gab,2006,0
gab,2007,14409511.05085
gab,2008,20654067.55537
gab,2009,13846230.03253
gab,2010,38428998.66336
gab,2011,21792198.44975
gab,2012,22586458.56234
gab,2013,16527000.60949
gab,2014,29467150.8529
gab,2015,18458042.25304
gab,2016,18458042.25304
gab,2017,18458042.25304
gab,2018,18458042.25
gab,2019,18458042.25
gab,2020,17734957.67388
gbr,1987,1369103027
gbr,1988,1626415283
gbr,1989,1684590454
gbr,1990,2099054688
gbr,1991,2089116943
gbr,1992,2033339478
gbr,1993,1768091675
gbr,1994,1968876343
gbr,1995,1399144400.51539
gbr,1996,1421446437.68821
gbr,1997,1648877894.95081
gbr,1998,1391991978.70625
gbr,1999,5446983600.88171
gbr,2000,5074369392.69564
gbr,2001,4955597475.92235
gbr,2002,5235071152.58192
gbr,2003,5688562224.58421
gbr,2004,5938297738.73991
gbr,2005,6045166080.36334
gbr,2006,6105706285.5089
gbr,2007,6556335761.43157
gbr,2008,5995100746.38227
gbr,2009,5242981856.72861
gbr,2010,4951404772.71065
gbr,2011,5099003470.8598
gbr,2012,4944716072.76902
gbr,2013,4804502413.00234
gbr,2014,4935585091.38468
gbr,2015,5003393485.69908
gbr,2016,4582283766.62527
gbr,2017,4306298126.52721
gbr,2018,4389713567.2519
gbr,2019,4214814558.37469
gbr,2020,3248094193.68002
geo,1997,284000000
geo,1998,372900000
geo,1999,360800000
geo,2000,205929892.36
geo,2001,218638753.66
geo,2002,226328929.33
geo,2003,248453695.34
geo,2004,358590135.45
geo,2005,446005398.63
geo,2006,627348779.5
geo,2007,883065425.97
geo,2008,1065021296.03
geo,2009,1111619713.19
geo,2010,1183935749.72
geo,2011,1547274439.9
geo,2012,1770115175.34
geo,2013,1945284852.34
geo,2014,1986474923.63
geo,2015,1458741311.21
geo,2016,1520785231.49
geo,2017,1793945160.51
geo,2018,2034288455.75
geo,2019,2258211424.72
geo,2020,2109658756.8
gha,1979,1272740.006
gha,1980,899999.9762
gha,1981,1399999.976
gha,1982,1500000
gha,1983,500000
gha,1984,4699999.809
gha,1985,4199999.809
gha,1986,600000.0238
gha,1987,699999.9881
gha,1988,6000000
gha,1989,6000000
gha,1990,6000000
gha,1991,6199999.809
gha,1992,7300000.191
gha,1993,10100000.38
gha,1994,15699999.81
gha,1995,17209600
gha,1996,27500000
gha,1997,26000000
gha,1998,29500000
gha,1999,30700000
gha,2000,32396800
gha,2001,45909120
gha,2002,43520000
gha,2003,65100096
gha,2004,82371200
gha,2005,99184576
gha,2006,105253248
gha,2007,117363712
gha,2008,126104704
gha,2009,114455680
gha,2010,135852160
gha,2011,2134638607.37
gha,2012,2155495000
gha,2013,1863990000
gha,2014,2007831480.11
gha,2015,4982442361.78624
gha,2016,2979934204.38383
gha,2017,3536410000
gha,2018,3520566623.36832
gha,2019,4053694728.81049
gha,2020,4291956800.55747
gin,1986,70000.0003
gin,1987,70000.0003
gin,1988,26709999.08
gin,1989,22340000.15
gin,1990,17969999.31
gin,1991,13600000.38
gin,1992,9229999.542
gin,1993,4860000.134
gin,1994,490000.0095
gin,1995,740000
gin,1996,1072000
gin,1997,1480000
gin,1998,4980000
gin,1999,6015879
gin,2000,1166455.04759
gin,2001,8715870.25803
gin,2002,15190000
gin,2003,111046017.14718
gin,2004,41640000
gin,2005,41570000
gin,2006,29500000
gin,2007,15070000
gin,2008,61520000
gin,2009,52030000
gin,2010,46260000
gin,2011,64500000
gin,2012,66300000
gin,2013,93010000
gin,2014,121425853.21844
gin,2015,130582308.43256
gin,2016,52170780.85923
gin,2017,44660000
gin,2018,28430000
gin,2019,158130000
gin,2020,22530000
gmb,1978,345200.3598
gmb,1979,492476.2845
gmb,1980,390921.8907
gmb,1981,289367.497
gmb,1982,187813.1032
gmb,1983,701136.1122
gmb,2003,54069839.27439
gmb,2004,60748749.17097
gmb,2005,59304087.54373
gmb,2006,63773517.34188
gmb,2007,55662540.36981
gmb,2008,64811558.97172
gmb,2009,79801153.12649
gmb,2010,115699060.99702
gmb,2011,91358953.7746
gmb,2012,106349453.09242
gmb,2013,109829221.95462
gmb,2014,137771209.40502
gmb,2015,154062367.65296
gmb,2016,145678794.70127
gmb,2017,160167345.28005
gmb,2018,212034736.09746
gmb,2019,275825107.45502
gmb,2020,416418880.66787
gnb,1988,1500000
