geo,time,sp_pop_3539_fe_5y
abw,1960,5.14565
abw,1961,5.07575
abw,1962,5.01745
abw,1963,4.99498
abw,1964,5.04606
abw,1965,5.17324
abw,1966,5.35466
abw,1967,5.627
abw,1968,5.94315
abw,1969,6.19832
abw,1970,6.34153
abw,1971,6.42721
abw,1972,6.43624
abw,1973,6.41088
abw,1974,6.43832
abw,1975,6.55259
abw,1976,6.54431
abw,1977,6.56362
abw,1978,6.61629
abw,1979,6.71567
abw,1980,6.86555
abw,1981,7.08672
abw,1982,7.38833
abw,1983,7.71038
abw,1984,7.99454
abw,1985,8.21621
abw,1986,8.30422
abw,1987,8.44049
abw,1988,8.67524
abw,1989,9.01142
abw,1990,9.40844
abw,1991,9.53386
abw,1992,9.61577
abw,1993,9.66201
abw,1994,9.67825
abw,1995,9.71062
abw,1996,9.78251
abw,1997,9.8661
abw,1998,9.95107
abw,1999,9.99826
abw,2000,9.97044
abw,2001,9.78673
abw,2002,9.51602
abw,2003,9.20207
abw,2004,8.90053
abw,2005,8.65139
abw,2006,8.36185
abw,2007,8.1076
abw,2008,7.87437
abw,2009,7.64234
abw,2010,7.44549
abw,2011,7.27688
abw,2012,7.1366
abw,2013,7.00278
abw,2014,6.85377
abw,2015,6.67677
abw,2016,6.48572
abw,2017,6.27169
abw,2018,6.04115
abw,2019,5.80307
abw,2020,5.56803
afg,1960,5.32344
afg,1961,5.29418
afg,1962,5.27998
afg,1963,5.27543
afg,1964,5.27328
afg,1965,5.27021
afg,1966,5.24954
afg,1967,5.2333
afg,1968,5.22013
afg,1969,5.2094
afg,1970,5.19982
afg,1971,5.17371
afg,1972,5.15392
afg,1973,5.13833
afg,1974,5.12477
afg,1975,5.11372
afg,1976,5.06823
afg,1977,5.01979
afg,1978,4.98162
afg,1979,4.97516
afg,1980,5.01368
afg,1981,5.05175
afg,1982,5.14621
afg,1983,5.27233
afg,1984,5.38038
afg,1985,5.43163
afg,1986,5.39063
afg,1987,5.29409
afg,1988,5.16315
afg,1989,5.03116
afg,1990,4.91089
afg,1991,4.81256
afg,1992,4.75311
afg,1993,4.7175
afg,1994,4.69433
afg,1995,4.683
afg,1996,4.65987
afg,1997,4.63381
afg,1998,4.61048
afg,1999,4.59247
afg,2000,4.57755
afg,2001,4.54645
afg,2002,4.52915
afg,2003,4.52073
afg,2004,4.51677
afg,2005,4.51657
afg,2006,4.5313
afg,2007,4.54497
afg,2008,4.56079
afg,2009,4.58364
afg,2010,4.61546
afg,2011,4.63858
afg,2012,4.67469
afg,2013,4.72144
afg,2014,4.776
afg,2015,4.83647
afg,2016,4.91449
afg,2017,4.99847
afg,2018,5.08178
afg,2019,5.15517
afg,2020,5.21431
ago,1960,6.1375
ago,1961,6.17858
ago,1962,6.2192
ago,1963,6.27363
ago,1964,6.35613
ago,1965,6.46442
ago,1966,6.45379
ago,1967,6.43227
ago,1968,6.3399
ago,1969,6.17338
ago,1970,6.00678
ago,1971,6.01755
ago,1972,6.03165
ago,1973,6.02305
ago,1974,5.95927
ago,1975,5.8276
ago,1976,5.5971
ago,1977,5.33201
ago,1978,5.06549
ago,1979,4.84417
ago,1980,4.69269
ago,1981,4.60359
ago,1982,4.57492
ago,1983,4.56989
ago,1984,4.53969
ago,1985,4.46217
ago,1986,4.333
ago,1987,4.1709
ago,1988,4.01777
ago,1989,3.92966
ago,1990,3.93228
ago,1991,3.99527
ago,1992,4.12656
ago,1993,4.29384
ago,1994,4.45456
ago,1995,4.58452
ago,1996,4.6819
ago,1997,4.76432
ago,1998,4.82301
ago,1999,4.84714
ago,2000,4.83415
ago,2001,4.7766
ago,2002,4.68453
ago,2003,4.59121
ago,2004,4.54022
ago,2005,4.55084
ago,2006,4.60531
ago,2007,4.71121
ago,2008,4.83671
ago,2009,4.94018
ago,2010,5.00128
ago,2011,5.01843
ago,2012,5.00849
ago,2013,4.98558
ago,2014,4.97018
ago,2015,4.97331
ago,2016,4.98685
ago,2017,5.01239
ago,2018,5.04635
ago,2019,5.08327
ago,2020,5.11955
alb,1960,5.15603
alb,1961,5.1449
alb,1962,5.14662
alb,1963,5.152
alb,1964,5.15028
alb,1965,5.13727
alb,1966,5.10866
alb,1967,5.06991
alb,1968,5.03731
alb,1969,5.03473
alb,1970,5.07322
alb,1971,5.15411
alb,1972,5.26774
alb,1973,5.39047
alb,1974,5.48719
alb,1975,5.53892
alb,1976,5.54352
alb,1977,5.51777
alb,1978,5.47328
alb,1979,5.42811
alb,1980,5.39455
alb,1981,5.373
alb,1982,5.35849
alb,1983,5.36391
alb,1984,5.40531
alb,1985,5.48998
alb,1986,5.61366
alb,1987,5.77332
alb,1988,5.95796
alb,1989,6.15436
alb,1990,6.35528
alb,1991,6.53414
alb,1992,6.70628
alb,1993,6.86446
alb,1994,6.99677
alb,1995,7.09091
alb,1996,7.23419
alb,1997,7.36848
alb,1998,7.48102
alb,1999,7.55097
alb,2000,7.56311
alb,2001,7.52331
alb,2002,7.42039
alb,2003,7.27551
alb,2004,7.11306
alb,2005,6.93905
alb,2006,6.77714
alb,2007,6.64903
alb,2008,6.56442
alb,2009,6.50639
alb,2010,6.44364
alb,2011,6.35059
alb,2012,6.2067
alb,2013,6.02187
alb,2014,5.8188
alb,2015,5.60713
alb,2016,5.45061
alb,2017,5.33303
alb,2018,5.26988
alb,2019,5.28531
alb,2020,5.39182
are,1960,5.09003
are,1961,5.02446
are,1962,5.00232
are,1963,5.01965
are,1964,5.08131
are,1965,5.17876
are,1966,5.29542
are,1967,5.46952
are,1968,5.69421
are,1969,5.92596
are,1970,6.11748
are,1971,5.97694
are,1972,5.80075
are,1973,5.58858
are,1974,5.39722
are,1975,5.27983
are,1976,5.1524
are,1977,5.12538
are,1978,5.14809
are,1979,5.20623
are,1980,5.31056
are,1981,5.42223
are,1982,5.56509
are,1983,5.74278
are,1984,5.95246
are,1985,6.17772
are,1986,6.39802
are,1987,6.60359
are,1988,6.82179
are,1989,7.07334
are,1990,7.34737
are,1991,7.38946
are,1992,7.51981
are,1993,7.69687
are,1994,7.88235
are,1995,8.07632
are,1996,7.93654
are,1997,7.8586
are,1998,7.86341
are,1999,7.95335
are,2000,8.10949
are,2001,8.1099
are,2002,8.10349
are,2003,8.13205
are,2004,8.25895
are,2005,8.53176
are,2006,8.89902
are,2007,9.35042
are,2008,9.83207
are,2009,10.31443
are,2010,10.79854
are,2011,10.91766
are,2012,11.12024
are,2013,11.42599
are,2014,11.83863
are,2015,12.34744
are,2016,12.15756
are,2017,12.1644
are,2018,12.39483
are,2019,12.79766
are,2020,13.31507
arg,1960,7.08595
arg,1961,7.10791
arg,1962,7.12935
arg,1963,7.13912
arg,1964,7.122
arg,1965,7.0707
arg,1966,6.98813
arg,1967,6.87669
arg,1968,6.74836
arg,1969,6.62068
arg,1970,6.50497
arg,1971,6.39013
arg,1972,6.2855
arg,1973,6.19521
arg,1974,6.12256
arg,1975,6.06852
arg,1976,6.03832
arg,1977,6.0239
arg,1978,6.02601
arg,1979,6.04619
arg,1980,6.08393
arg,1981,6.12171
arg,1982,6.18224
arg,1983,6.25108
arg,1984,6.30885
arg,1985,6.34557
arg,1986,6.37995
arg,1987,6.38846
arg,1988,6.3795
arg,1989,6.36498
arg,1990,6.35003
arg,1991,6.32483
arg,1992,6.29686
arg,1993,6.26847
arg,1994,6.2441
arg,1995,6.22862
arg,1996,6.23264
arg,1997,6.25122
arg,1998,6.27468
arg,1999,6.28877
arg,2000,6.2859
arg,2001,6.27714
arg,2002,6.25123
arg,2003,6.22165
arg,2004,6.20871
arg,2005,6.22438
arg,2006,6.25582
arg,2007,6.30811
arg,2008,6.38033
arg,2009,6.47086
arg,2010,6.57668
arg,2011,6.70864
arg,2012,6.86159
arg,2013,7.00936
arg,2014,7.11467
arg,2015,7.15678
arg,2016,7.13977
arg,2017,7.06249
arg,2018,6.95263
arg,2019,6.85363
arg,2020,6.79207
arm,1960,4.74824
arm,1961,5.31614
arm,1962,5.99134
arm,1963,6.65109
arm,1964,7.12897
arm,1965,7.3476
arm,1966,7.34119
arm,1967,7.08341
arm,1968,6.72589
arm,1969,6.48869
arm,1970,6.48275
arm,1971,6.66067
arm,1972,7.04314
arm,1973,7.45902
arm,1974,7.65612
arm,1975,7.5073
arm,1976,7.0299
arm,1977,6.2232
arm,1978,5.25794
arm,1979,4.42601
arm,1980,3.92908
arm,1981,3.83121
arm,1982,4.03538
arm,1983,4.44066
arm,1984,4.89017
arm,1985,5.29178
arm,1986,5.67898
arm,1987,6.04165
arm,1988,6.39405
arm,1989,6.76854
arm,1990,7.18079
arm,1991,7.59073
arm,1992,8.02114
arm,1993,8.43139
arm,1994,8.76241
arm,1995,8.97383
arm,1996,9.08054
arm,1997,9.08124
arm,1998,8.9764
arm,1999,8.76446
arm,2000,8.44471
arm,2001,8.04211
arm,2002,7.55138
arm,2003,7.04525
arm,2004,6.61421
arm,2005,6.30388
arm,2006,6.08468
arm,2007,5.97076
arm,2008,5.93611
arm,2009,5.94543
arm,2010,5.97754
arm,2011,6.04739
arm,2012,6.1653
arm,2013,6.32567
arm,2014,6.52585
arm,2015,6.76243
arm,2016,7.03322
arm,2017,7.32609
arm,2018,7.62702
arm,2019,7.91805
arm,2020,8.18395
atg,1960,5.11496
atg,1961,5.08921
atg,1962,5.06675
atg,1963,5.0158
atg,1964,4.92771
atg,1965,4.79187
atg,1966,4.73686
atg,1967,4.6826
atg,1968,4.63045
atg,1969,4.57102
atg,1970,4.47539
atg,1971,4.50391
atg,1972,4.57303
atg,1973,4.69075
atg,1974,4.85165
atg,1975,5.03337
atg,1976,5.0682
atg,1977,5.14001
atg,1978,5.25272
atg,1979,5.40339
atg,1980,5.58616
atg,1981,5.6439
atg,1982,5.7331
atg,1983,5.83974
atg,1984,5.98181
atg,1985,6.15986
atg,1986,6.23413
atg,1987,6.32637
atg,1988,6.41988
atg,1989,6.53032
atg,1990,6.6855
atg,1991,6.9611
atg,1992,7.23434
atg,1993,7.46894
atg,1994,7.6556
atg,1995,7.81942
atg,1996,8.06031
atg,1997,8.32495
atg,1998,8.59595
atg,1999,8.84562
atg,2000,9.08256
atg,2001,9.04848
atg,2002,8.99286
atg,2003,8.92422
atg,2004,8.84548
atg,2005,8.77848
atg,2006,8.71639
atg,2007,8.63628
atg,2008,8.5619
atg,2009,8.49025
atg,2010,8.40957
atg,2011,8.26468
atg,2012,8.0984
atg,2013,7.93541
atg,2014,7.7965
atg,2015,7.68803
atg,2016,7.59357
atg,2017,7.52442
atg,2018,7.46846
atg,2019,7.41087
atg,2020,7.34716
aus,1960,7.22104
aus,1961,7.14412
aus,1962,7.02592
aus,1963,6.87358
aus,1964,6.69851
aus,1965,6.51083
aus,1966,6.31484
aus,1967,6.09686
aus,1968,5.87729
aus,1969,5.69144
aus,1970,5.56481
aus,1971,5.50371
aus,1972,5.51326
aus,1973,5.57606
aus,1974,5.66349
aus,1975,5.7564
aus,1976,5.78656
aus,1977,5.83255
aus,1978,5.91466
aus,1979,6.05588
aus,1980,6.26088
aus,1981,6.52799
aus,1982,6.84375
aus,1983,7.17072
aus,1984,7.45193
aus,1985,7.65074
aus,1986,7.73193
aus,1987,7.7418
aus,1988,7.71042
aus,1989,7.68399
aus,1990,7.69131
aus,1991,7.71656
aus,1992,7.75746
aus,1993,7.80423
aus,1994,7.8458
aus,1995,7.87701
aus,1996,7.89319
aus,1997,7.92413
aus,1998,7.95892
aus,1999,7.96978
aus,2000,7.9335
aus,2001,7.82126
aus,2002,7.6477
aus,2003,7.45124
aus,2004,7.29313
aus,2005,7.20878
aus,2006,7.19097
aus,2007,7.2555
aus,2008,7.35064
aus,2009,7.40211
aus,2010,7.37271
aus,2011,7.22669
aus,2012,7.01961
aus,2013,6.81036
aus,2014,6.67388
aus,2015,6.64483
aus,2016,6.67903
aus,2017,6.79186
aus,2018,6.94866
aus,2019,7.09507
aus,2020,7.19689
aut,1960,7.49117
aut,1961,7.50311
aut,1962,7.25825
aut,1963,6.8455
aut,1964,6.41871
aut,1965,6.07693
aut,1966,5.80297
aut,1967,5.58528
aut,1968,5.4314
aut,1969,5.34285
aut,1970,5.31982
aut,1971,5.36533
aut,1972,5.48577
aut,1973,5.66446
aut,1974,5.87442
aut,1975,6.09517
aut,1976,6.32004
aut,1977,6.5546
aut,1978,6.77113
aut,1979,6.92966
aut,1980,7.00528
aut,1981,6.99373
aut,1982,6.89746
aut,1983,6.74499
aut,1984,6.58366
aut,1985,6.44629
aut,1986,6.31928
aut,1987,6.2191
aut,1988,6.16009
aut,1989,6.16063
aut,1990,6.23096
aut,1991,6.35791
aut,1992,6.56522
aut,1993,6.8274
aut,1994,7.11185
aut,1995,7.398
aut,1996,7.6476
aut,1997,7.88654
aut,1998,8.10485
aut,1999,8.2889
aut,2000,8.42834
aut,2001,8.49184
aut,2002,8.50968
aut,2003,8.47737
aut,2004,8.38848
aut,2005,8.24187
aut,2006,8.03368
aut,2007,7.76707
aut,2008,7.4677
aut,2009,7.17394
aut,2010,6.91378
aut,2011,6.67036
aut,2012,6.45775
aut,2013,6.28978
aut,2014,6.18455
aut,2015,6.15281
aut,2016,6.2013
aut,2017,6.32611
aut,2018,6.49216
aut,2019,6.64573
aut,2020,6.75373
aze,1960,5.11948
aze,1961,5.47201
aze,1962,5.84345
aze,1963,6.19267
aze,1964,6.4705
aze,1965,6.65405
aze,1966,6.71412
aze,1967,6.63728
aze,1968,6.47603
aze,1969,6.34182
aze,1970,6.31833
aze,1971,6.47653
aze,1972,6.77517
aze,1973,7.07334
aze,1974,7.1679
aze,1975,6.95639
aze,1976,6.47337
aze,1977,5.73045
aze,1978,4.8871
aze,1979,4.17453
aze,1980,3.72523
aze,1981,3.509
aze,1982,3.50539
aze,1983,3.65836
aze,1984,3.88697
aze,1985,4.14765
aze,1986,4.46056
aze,1987,4.83283
aze,1988,5.24694
aze,1989,5.67435
aze,1990,6.08911
aze,1991,6.42886
aze,1992,6.74506
aze,1993,7.04819
aze,1994,7.35512
aze,1995,7.6716
aze,1996,8.00342
aze,1997,8.34646
