geo,time,sl_emp_totl_sp_fe_zs
afg,1991,13.142
afg,1992,13.12
afg,1993,13.113
afg,1994,13.095
afg,1995,13.055
afg,1996,12.967
afg,1997,12.889
afg,1998,12.816
afg,1999,12.775
afg,2000,12.746
afg,2001,12.868
afg,2002,12.944
afg,2003,13.122
afg,2004,13.301
afg,2005,13.407
afg,2006,13.263
afg,2007,13.073
afg,2008,12.989
afg,2009,12.899
afg,2010,12.922
afg,2011,13.269
afg,2012,13.584
afg,2013,14.401
afg,2014,15.237
afg,2015,16.104
afg,2016,17.009
afg,2017,17.95
afg,2018,18.253
afg,2019,18.533
afg,2020,13.459
afg,2021,12.013
ago,1991,72.662
ago,1992,72.668
ago,1993,72.673
ago,1994,72.747
ago,1995,72.821
ago,1996,72.847
ago,1997,72.883
ago,1998,72.937
ago,1999,73.002
ago,2000,73.079
ago,2001,73.119
ago,2002,73.18
ago,2003,73.226
ago,2004,73.294
ago,2005,73.355
ago,2006,73.373
ago,2007,73.403
ago,2008,73.43
ago,2009,73.455
ago,2010,67.345
ago,2011,69.068
ago,2012,69.061
ago,2013,69.04
ago,2014,69.039
ago,2015,69.039
ago,2016,69.036
ago,2017,69.062
ago,2018,69.087
ago,2019,69.134
ago,2020,67.159
ago,2021,67.228
alb,1991,49.106
alb,1992,40.535
alb,1993,42.054
alb,1994,43.631
alb,1995,45.151
alb,1996,44.977
alb,1997,44.331
alb,1998,41.442
alb,1999,40.159
alb,2000,40.556
alb,2001,39.782
alb,2002,39.842
alb,2003,39.801
alb,2004,39.669
alb,2005,39.337
alb,2006,39.03
alb,2007,38.422
alb,2008,39.169
alb,2009,38.638
alb,2010,39.307
alb,2011,45.235
alb,2012,43.177
alb,2013,37.775
alb,2014,36.974
alb,2015,38.872
alb,2016,42.489
alb,2017,43.322
alb,2018,45.112
alb,2019,46.754
alb,2020,43.23
alb,2021,44.68
are,1991,29.012
are,1992,29.511
are,1993,30.178
are,1994,30.373
are,1995,30.541
are,1996,31.106
are,1997,31.668
are,1998,32.207
are,1999,32.758
are,2000,33.313
are,2001,33.639
are,2002,33.98
are,2003,34.285
are,2004,34.461
are,2005,34.497
are,2006,35.344
are,2007,36.16
are,2008,37.112
are,2009,38.153
are,2010,39.412
are,2011,40.816
are,2012,42.283
are,2013,43.831
are,2014,45.377
are,2015,46.879
are,2016,48.253
are,2017,48.253
are,2018,45.729
are,2019,46.041
are,2020,42.289
are,2021,42.761
arg,1991,43.669
arg,1992,44.301
arg,1993,42.613
arg,1994,42.684
arg,1995,38.111
arg,1996,40.22
arg,1997,42
arg,1998,44.277
arg,1999,43.088
arg,2000,42.257
arg,2001,41.083
arg,2002,38.564
arg,2003,40.235
arg,2004,42.224
arg,2005,42.596
arg,2006,43.731
arg,2007,43.946
arg,2008,43.553
arg,2009,44.14
arg,2010,43.476
arg,2011,44.042
arg,2012,43.98
arg,2013,43.768
arg,2014,43.614
arg,2015,43.568
arg,2016,43.35
arg,2017,43.312
arg,2018,44.117
arg,2019,44.801
arg,2020,40.87
arg,2021,43.37
arm,1991,43.905
arm,1992,43.821
arm,1993,41.595
arm,1994,41.136
arm,1995,40.442
arm,1996,38.385
arm,1997,37.392
arm,1998,38.976
arm,1999,38.277
arm,2000,38.585
arm,2001,38.865
arm,2002,39.142
arm,2003,39.446
arm,2004,39.789
arm,2005,40.081
arm,2006,40.41
arm,2007,40.736
arm,2008,38.105
arm,2009,36.582
arm,2010,36.941
arm,2011,39.743
arm,2012,40.777
arm,2013,41.098
arm,2014,39.895
arm,2015,39.386
arm,2016,38.807
arm,2017,38.7
arm,2018,34.314
arm,2019,36.123
arm,2020,32.611
arm,2021,33.149
aus,1991,47.197
aus,1992,46.756
aus,1993,46.509
aus,1994,47.649
aus,1995,49.231
aus,1996,49.332
aus,1997,49.223
aus,1998,49.668
aus,1999,50.014
aus,2000,51.168
aus,2001,51.458
aus,2002,51.788
aus,2003,52.53
aus,2004,52.566
aus,2005,53.956
aus,2006,54.651
aus,2007,55.25
aus,2008,55.834
aus,2009,55.536
aus,2010,55.414
aus,2011,55.696
aus,2012,55.599
aus,2013,55.357
aus,2014,54.996
aus,2015,55.493
aus,2016,55.877
aus,2017,56.422
aus,2018,57.239
aus,2019,57.821
aus,2020,56.35
aus,2021,58.124
aut,1991,42.001
aut,1992,43.155
aut,1993,43.27
aut,1994,46.71
aut,1995,46.964
aut,1996,46.276
aut,1997,46.139
aut,1998,46.557
aut,1999,47.124
aut,2000,47.102
aut,2001,47.296
aut,2002,48.298
aut,2003,48.568
aut,2004,47.056
aut,2005,48.292
aut,2006,49.071
aut,2007,50.049
aut,2008,51.028
aut,2009,51.299
aut,2010,51.643
aut,2011,52.007
aut,2012,52.351
aut,2013,52.359
aut,2014,52.322
aut,2015,52.421
aut,2016,52.826
aut,2017,53.098
aut,2018,53.306
aut,2019,53.543
aut,2020,52.714
aut,2021,52.043
aze,1991,67.023
aze,1992,68.216
aze,1993,68.396
aze,1994,69.044
aze,1995,69.597
aze,1996,68.84
aze,1997,67.597
aze,1998,66.103
aze,1999,64.838
aze,2000,63.332
aze,2001,62.521
aze,2002,61.706
aze,2003,60.767
aze,2004,60.151
aze,2005,59.455
aze,2006,58.534
aze,2007,58.642
aze,2008,58.465
aze,2009,57.722
aze,2010,57.687
aze,2011,57.519
aze,2012,57.375
aze,2013,57.672
aze,2014,58.306
aze,2015,58.856
aze,2016,59.259
aze,2017,59.544
aze,2018,59.988
aze,2019,59.749
aze,2020,54.74
aze,2021,55.69
bdi,1991,88.918
bdi,1992,88.419
bdi,1993,87.89
bdi,1994,87.361
bdi,1995,86.795
bdi,1996,86.217
bdi,1997,85.629
bdi,1998,85.016
bdi,1999,84.683
bdi,2000,84.355
bdi,2001,84.025
bdi,2002,83.687
bdi,2003,83.327
bdi,2004,82.982
bdi,2005,82.612
bdi,2006,82.251
bdi,2007,81.87
bdi,2008,81.489
bdi,2009,81.086
bdi,2010,80.679
bdi,2011,80.261
bdi,2012,79.838
bdi,2013,79.408
bdi,2014,78.968
bdi,2015,78.922
bdi,2016,78.906
bdi,2017,78.898
bdi,2018,78.902
bdi,2019,78.917
bdi,2020,78.085
bdi,2021,77.864
bel,1991,33.913
bel,1992,35.171
bel,1993,35.266
bel,1994,35.163
bel,1995,35.583
bel,1996,35.525
bel,1997,36.262
bel,1998,36.778
bel,1999,38.747
bel,2000,40.017
bel,2001,38.951
bel,2002,39.234
bel,2003,39.499
bel,2004,40.57
bel,2005,41.329
bel,2006,41.53
bel,2007,42.578
bel,2008,43.33
bel,2009,43.125
bel,2010,43.64
bel,2011,43.65
bel,2012,43.606
bel,2013,43.861
bel,2014,44.262
bel,2015,44.276
bel,2016,44.155
bel,2017,45.293
bel,2018,46.768
bel,2019,47.369
bel,2020,46.692
bel,2021,46.579
ben,1991,56.822
ben,1992,56.813
ben,1993,57.539
ben,1994,58.275
ben,1995,59.041
ben,1996,59.824
ben,1997,60.633
ben,1998,61.462
ben,1999,62.319
ben,2000,63.201
ben,2001,64.109
ben,2002,65.048
ben,2003,65.445
ben,2004,65.847
ben,2005,66.247
ben,2006,66.66
ben,2007,67.077
ben,2008,67.489
ben,2009,67.898
ben,2010,68.314
ben,2011,67.595
ben,2012,67.748
ben,2013,67.911
ben,2014,68.059
ben,2015,68.193
ben,2016,68.356
ben,2017,68.529
ben,2018,68.702
ben,2019,68.761
ben,2020,68.021
ben,2021,68.044
bfa,1991,77.247
bfa,1992,76.237
bfa,1993,75.245
bfa,1994,74.196
bfa,1995,73.152
bfa,1996,72.076
bfa,1997,70.926
bfa,1998,69.762
bfa,1999,68.459
bfa,2000,67.103
bfa,2001,65.756
bfa,2002,64.353
bfa,2003,62.944
bfa,2004,61.082
bfa,2005,59.237
bfa,2006,58.047
bfa,2007,57.846
bfa,2008,57.401
bfa,2009,56.955
bfa,2010,56.57
bfa,2011,56.174
bfa,2012,55.81
bfa,2013,55.47
bfa,2014,55.151
bfa,2015,55.133
bfa,2016,55.127
bfa,2017,55.115
bfa,2018,55.111
bfa,2019,55.141
bfa,2020,54.494
bfa,2021,54.499
bgd,1991,26.144
bgd,1992,26.234
bgd,1993,26.386
bgd,1994,26.57
bgd,1995,26.765
bgd,1996,26.936
bgd,1997,27.053
bgd,1998,27.175
bgd,1999,27.304
bgd,2000,27.401
bgd,2001,27.375
bgd,2002,27.361
bgd,2003,27.301
bgd,2004,27.088
bgd,2005,26.84
bgd,2006,27.013
bgd,2007,27.267
bgd,2008,27.563
bgd,2009,27.857
bgd,2010,29.122
bgd,2011,29.161
bgd,2012,29.21
bgd,2013,29.273
bgd,2014,29.685
bgd,2015,30.092
bgd,2016,30.508
bgd,2017,33.686
bgd,2018,33.798
bgd,2019,33.858
bgd,2020,31.781
bgd,2021,32.124
bgr,1991,47.638
bgr,1992,45.687
bgr,1993,44.15
bgr,1994,45.024
bgr,1995,44.866
bgr,1996,43.165
bgr,1997,41.585
bgr,1998,41.391
bgr,1999,39.285
bgr,2000,37.556
bgr,2001,37.658
bgr,2002,38.031
bgr,2003,38.851
bgr,2004,40.138
bgr,2005,40.014
bgr,2006,42.012
bgr,2007,43.977
bgr,2008,45.511
bgr,2009,44.337
bgr,2010,43.169
bgr,2011,42.422
bgr,2012,42.638
bgr,2013,42.804
bgr,2014,43.554
bgr,2015,44.47
bgr,2016,44.331
bgr,2017,46.561
bgr,2018,46.919
bgr,2019,48.324
bgr,2020,46.84
bgr,2021,46.53
bhr,1991,28.237
bhr,1992,28.614
bhr,1993,29.305
bhr,1994,29.907
bhr,1995,30.534
bhr,1996,31.289
bhr,1997,31.966
bhr,1998,32.592
bhr,1999,33.243
bhr,2000,33.897
bhr,2001,34.158
bhr,2002,35.001
bhr,2003,35.849
bhr,2004,36.681
bhr,2005,37.513
bhr,2006,38.325
bhr,2007,39.178
bhr,2008,40.049
bhr,2009,40.973
bhr,2010,42.006
bhr,2011,40.859
bhr,2012,41.138
bhr,2013,41.474
bhr,2014,41.737
bhr,2015,41.909
bhr,2016,41.999
bhr,2017,42.111
bhr,2018,42.37
bhr,2019,42.645
bhr,2020,39.872
bhr,2021,39.976
bhs,1991,57.179
bhs,1992,55.246
bhs,1993,57.623
bhs,1994,56.668
bhs,1995,61.359
bhs,1996,58.101
bhs,1997,62.586
bhs,1998,63.8
bhs,1999,64.337
bhs,2000,65.182
bhs,2001,66.116
bhs,2002,64.82
bhs,2003,62.971
bhs,2004,63.135
bhs,2005,62.732
bhs,2006,64.565
bhs,2007,63.46
bhs,2008,62.972
bhs,2009,59.273
bhs,2010,59.243
bhs,2011,59.145
bhs,2012,59.988
bhs,2013,58.357
bhs,2014,59.6
bhs,2015,60.811
bhs,2016,59.859
bhs,2017,62
bhs,2018,63.011
bhs,2019,63.029
bhs,2020,54.825
bhs,2021,56.803
bih,1991,26.984
bih,1992,26.92
bih,1993,26.613
bih,1994,25.917
bih,1995,25.305
bih,1996,24.751
bih,1997,24.325
bih,1998,23.829
bih,1999,23.21
bih,2000,22.765
bih,2001,22.323
bih,2002,21.822
bih,2003,21.422
bih,2004,20.9
bih,2005,20.309
bih,2006,19.952
bih,2007,20.63
bih,2008,23.004
bih,2009,23.616
bih,2010,23.122
bih,2011,22.886
bih,2012,22.482
bih,2013,22.972
bih,2014,22.66
bih,2015,23.195
bih,2016,22.416
bih,2017,24.87
bih,2018,25.035
bih,2019,26.712
bih,2020,26.978
bih,2021,26.54
blr,1991,51.829
blr,1992,51.275
blr,1993,49.36
blr,1994,48.183
blr,1995,46.663
blr,1996,43.543
blr,1997,46.181
blr,1998,47.09
blr,1999,47.431
blr,2000,48
blr,2001,48.644
blr,2002,49.265
blr,2003,49.862
blr,2004,50.426
blr,2005,51.098
blr,2006,51.73
blr,2007,52.39
blr,2008,53.014
blr,2009,53.759
blr,2010,54.046
blr,2011,54.433
blr,2012,54.83
blr,2013,55.197
blr,2014,55.55
blr,2015,55.962
blr,2016,56.309
blr,2017,56.216
blr,2018,56.094
blr,2019,56.414
blr,2020,55.576
blr,2021,55.158
blz,1991,28.552
blz,1992,29.236
blz,1993,29.498
blz,1994,28.941
blz,1995,29.265
blz,1996,30.155
blz,1997,30.514
blz,1998,30.82
blz,1999,31.25
blz,2000,32.71
blz,2001,34.073
blz,2002,34.625
blz,2003,34.811
blz,2004,34.907
blz,2005,35.012
blz,2006,36.375
blz,2007,37.688
blz,2008,38.4
blz,2009,38.844
blz,2010,39.335
blz,2011,39.793
blz,2012,40.261
blz,2013,40.712
blz,2014,40.832
blz,2015,43.016
blz,2016,43.759
blz,2017,44.058
blz,2018,44.258
blz,2019,44.261
blz,2020,40.33
blz,2021,41.285
bol,1991,55.727
bol,1992,55.578
bol,1993,56.04
bol,1994,56.492
bol,1995,57.086
bol,1996,57.611
bol,1997,58.256
bol,1998,58.079
bol,1999,57.768
bol,2000,57.645
bol,2001,58.241
bol,2002,58.884
bol,2003,59.502
bol,2004,60.163
bol,2005,60.774
bol,2006,61.386
bol,2007,59.453
bol,2008,59.934
bol,2009,60.357
bol,2010,60.295
bol,2011,60.235
bol,2012,56.047
bol,2013,57.024
bol,2014,59.436
bol,2015,52.559
bol,2016,54.669
bol,2017,56.762
bol,2018,61.304
bol,2019,58.08
bol,2020,49.335
bol,2021,60.96
bra,1991,38.146
bra,1992,39.244
bra,1993,40.676
bra,1994,41.713
bra,1995,42.69
bra,1996,40.908
bra,1997,41.135
bra,1998,41.034
bra,1999,41.705
bra,2000,43.368
bra,2001,44.627
bra,2002,46.002
bra,2003,45.802
bra,2004,47.099
bra,2005,47.769
bra,2006,48.183
bra,2007,48.142
bra,2008,48.514
bra,2009,48.156
bra,2010,47.726
bra,2011,46.667
bra,2012,46.774
bra,2013,46.795
bra,2014,47.093
bra,2015,46.538
bra,2016,44.75
bra,2017,44.879
bra,2018,45.252
bra,2019,45.881
bra,2020,40.056
bra,2021,40.426
brb,1991,43.338
brb,1992,43.969
brb,1993,43.463
brb,1994,44.005
brb,1995,48.338
brb,1996,50.408
brb,1997,50.97
brb,1998,51.768
brb,1999,53.239
brb,2000,55.534
brb,2001,56.255
brb,2002,55.146
brb,2003,55.935
brb,2004,57.725
brb,2005,57.521
brb,2006,56.605
brb,2007,56.717
brb,2008,56.615
brb,2009,55.998
brb,2010,55.439
brb,2011,55.072
brb,2012,53.55
brb,2013,54.87
brb,2014,52.814
brb,2015,55.366
brb,2016,56.525
brb,2017,55.195
brb,2018,54.391
brb,2019,54.738
brb,2020,50.51
brb,2021,50.848
brn,1991,43.338
brn,1992,44.184
brn,1993,45.161
brn,1994,46.005
brn,1995,46.893
brn,1996,47.875
brn,1997,48.926
brn,1998,49.85
brn,1999,50.679
brn,2000,51.56
brn,2001,52.366
brn,2002,52.291
brn,2003,52.261
brn,2004,52.266
brn,2005,52.213
brn,2006,52.06
brn,2007,52.13
brn,2008,52.145
brn,2009,52.103
brn,2010,51.948
brn,2011,51.884
brn,2012,51.876
brn,2013,51.884
brn,2014,51.83
brn,2015,51.41
brn,2016,51.129
brn,2017,50.668
brn,2018,51.577
brn,2019,50.613
brn,2020,49.397
brn,2021,49.082
btn,1991,57.701
btn,1992,57.585
btn,1993,57.519
btn,1994,57.422
btn,1995,57.339
btn,1996,57.747
btn,1997,58.251
btn,1998,58.816
btn,1999,59.276
btn,2000,59.565
btn,2001,59.871
btn,2002,60.712
btn,2003,61.604
btn,2004,61.784
btn,2005,62.407
btn,2006,62.398
btn,2007,62.098
btn,2008,62.223
btn,2009,62.064
btn,2010,60.844
btn,2011,59.371
btn,2012,61.665
btn,2013,56.126
btn,2014,52.125
btn,2015,53.313
btn,2016,53.108
btn,2017,52.858
btn,2018,52.52
btn,2019,52.119
btn,2020,48.53
btn,2021,48.715
bwa,1991,38.457
bwa,1992,37.595
bwa,1993,36.754
bwa,1994,35.939
bwa,1995,35.811
bwa,1996,35.633
bwa,1997,35.9
bwa,1998,36.132
bwa,1999,38.131
bwa,2000,40.097
bwa,2001,38.267
bwa,2002,37.706
bwa,2003,37.075
bwa,2004,38.622
bwa,2005,40.221
bwa,2006,41.855
bwa,2007,42.794
bwa,2008,43.726
bwa,2009,44.604
bwa,2010,41.328
bwa,2011,41.55
bwa,2012,41.787
bwa,2013,42.07
bwa,2014,42.257
bwa,2015,42.436
bwa,2016,42.662
bwa,2017,42.834
bwa,2018,43.02
bwa,2019,43.185
bwa,2020,41.947
bwa,2021,41.745
caf,1991,60.058
caf,1992,60.015
caf,1993,60.015
caf,1994,60.029
caf,1995,60.067
caf,1996,60.013
caf,1997,59.982
caf,1998,60.018
caf,1999,60.057
caf,2000,60.136
caf,2001,59.952
caf,2002,59.815
caf,2003,59.762
caf,2004,59.81
caf,2005,59.789
caf,2006,59.755
caf,2007,59.755
caf,2008,59.837
caf,2009,59.771
caf,2010,59.589
caf,2011,59.553
caf,2012,59.545
caf,2013,59.544
caf,2014,59.53
caf,2015,59.456
caf,2016,59.495
caf,2017,59.605
caf,2018,59.761
caf,2019,59.86
caf,2020,58.399
caf,2021,58.536
can,1991,52.758
can,1992,51.938
can,1993,51.501
can,1994,51.88
can,1995,52.236
can,1996,52.12
can,1997,52.63
can,1998,53.718
can,1999,54.616
can,2000,55.42
can,2001,55.657
can,2002,56.575
can,2003,57.466
can,2004,57.741
can,2005,57.671
can,2006,58.111
can,2007,58.968
can,2008,59.011
can,2009,58.048
can,2010,57.882
can,2011,57.801
can,2012,57.886
can,2013,58.072
can,2014,57.619
can,2015,57.367
can,2016,57.455
can,2017,57.884
can,2018,57.933
can,2019,58.218
can,2020,53.929
can,2021,56.357
chanisl,1991,42.379
chanisl,1992,42.36
chanisl,1993,41.614
chanisl,1994,41.422
chanisl,1995,41.775
chanisl,1996,42.356
chanisl,1997,42.756
chanisl,1998,43.226
chanisl,1999,43.902
chanisl,2000,44.322
chanisl,2001,45.88
chanisl,2002,47.47
chanisl,2003,48.076
chanisl,2004,47.959
chanisl,2005,47.556
chanisl,2006,47.25
chanisl,2007,46.926
chanisl,2008,47.642
chanisl,2009,47.998
chanisl,2010,47.647
chanisl,2011,46.57
chanisl,2012,46.412
chanisl,2013,46.251
chanisl,2014,46.512
chanisl,2015,46.891
chanisl,2016,47.409
chanisl,2017,48.013
chanisl,2018,48.534
chanisl,2019,48.884
chanisl,2020,47.612
chanisl,2021,47.562
che,1991,55.367
che,1992,55.108
che,1993,54.337
che,1994,53.742
che,1995,53.662
che,1996,54.698
che,1997,54.679
che,1998,55.766
che,1999,56.099
che,2000,55.831
che,2001,56.786
che,2002,57.463
che,2003,56.791
che,2004,56.286
che,2005,56.318
che,2006,56.934
che,2007,57.228
che,2008,58.858
che,2009,58.788
che,2010,56.876
che,2011,57.629
che,2012,57.955
che,2013,58.129
che,2014,58.809
che,2015,59.22
che,2016,59.684
che,2017,59.431
che,2018,59.688
che,2019,60.005
che,2020,59.378
che,2021,58.261
chl,1991,30.637
chl,1992,32.004
chl,1993,32.765
chl,1994,32.676
chl,1995,34.249
chl,1996,33.279
chl,1997,34.081
chl,1998,34.497
chl,1999,33.27
chl,2000,33.157
chl,2001,32.497
chl,2002,32.291
chl,2003,33.397
chl,2004,34.257
chl,2005,35.346
chl,2006,36.577
chl,2007,37.774
chl,2008,38.952
chl,2009,38.756
chl,2010,41.046
chl,2011,43.325
chl,2012,43.911
chl,2013,44.506
chl,2014,45.145
chl,2015,45.003
chl,2016,44.729
chl,2017,45.105
chl,2018,45.381
chl,2019,45.521
chl,2020,39.475
chl,2021,40.014
chn,1991,71.279
chn,1992,71.039
chn,1993,70.596
chn,1994,70.223
chn,1995,69.917
chn,1996,69.599
chn,1997,69.286
chn,1998,69.034
chn,1999,68.78
chn,2000,68.524
chn,2001,67.562
chn,2002,66.658
chn,2003,65.811
chn,2004,65.213
chn,2005,64.536
chn,2006,63.921
chn,2007,63.293
chn,2008,62.476
chn,2009,61.716
chn,2010,61.129
chn,2011,61.3
chn,2012,61.158
chn,2013,61.037
chn,2014,61.026
chn,2015,61.012
chn,2016,60.973
chn,2017,60.853
chn,2018,60.769
chn,2019,60.541
chn,2020,59.136
chn,2021,58.985
civ,1991,43.854
civ,1992,43.892
civ,1993,44.426
civ,1994,44.978
civ,1995,45.55
civ,1996,45.592
civ,1997,45.634
civ,1998,45.701
civ,1999,45.474
civ,2000,45.249
civ,2001,45.046
civ,2002,44.838
civ,2003,44.64
civ,2004,44.453
civ,2005,44.264
civ,2006,44.075
civ,2007,43.892
civ,2008,43.713
civ,2009,43.538
civ,2010,43.359
civ,2011,43.165
civ,2012,43.06
civ,2013,43.982
civ,2014,44.207
civ,2015,44.437
civ,2016,44.668
civ,2017,44.385
civ,2018,44.453
civ,2019,44.517
civ,2020,44.018
civ,2021,44.017
cmr,1991,73.972
cmr,1992,73.926
cmr,1993,73.854
cmr,1994,73.898
cmr,1995,73.896
cmr,1996,73.878
cmr,1997,73.894
cmr,1998,73.911
cmr,1999,73.939
cmr,2000,73.966
cmr,2001,73.979
cmr,2002,74.429
cmr,2003,74.886
cmr,2004,75.356
cmr,2005,75.793
cmr,2006,76.245
cmr,2007,76.706
cmr,2008,73.689
cmr,2009,70.455
cmr,2010,67.021
cmr,2011,67.18
cmr,2012,67.342
cmr,2013,67.511
cmr,2014,67.686
cmr,2015,67.704
cmr,2016,67.718
cmr,2017,67.741
cmr,2018,67.78
cmr,2019,67.824
cmr,2020,67.028
cmr,2021,67.012
cod,1991,69.623
cod,1992,69.592
cod,1993,69.57
cod,1994,69.586
cod,1995,69.625
cod,1996,69.59
cod,1997,69.578
cod,1998,69.602
cod,1999,69.627
cod,2000,69.652
cod,2001,69.641
cod,2002,69.641
cod,2003,69.644
cod,2004,69.652
cod,2005,69.663
cod,2006,68.368
cod,2007,67.054
cod,2008,65.719
cod,2009,64.358
cod,2010,62.993
cod,2011,61.603
cod,2012,60.199
cod,2013,60.173
cod,2014,60.16
cod,2015,60.155
cod,2016,60.132
cod,2017,60.141
cod,2018,60.169
cod,2019,60.207
cod,2020,58.122
cod,2021,58.312
cog,1991,51.88
cog,1992,51.972
cog,1993,52.048
cog,1994,52.117
cog,1995,52.257
cog,1996,52.336
cog,1997,52.379
cog,1998,52.468
cog,1999,52.495
cog,2000,52.611
cog,2001,52.62
cog,2002,52.658
cog,2003,52.671
cog,2004,52.713
cog,2005,52.755
cog,2006,52.733
cog,2007,52.622
cog,2008,52.66
cog,2009,52.66
cog,2010,52.631
cog,2011,52.482
cog,2012,52.44
cog,2013,52.313
cog,2014,52.302
cog,2015,52.204
cog,2016,52.151
cog,2017,52.192
cog,2018,52.21
cog,2019,52.275
cog,2020,48.626
cog,2021,48.986
col,1991,44.205
col,1992,44.774
col,1993,46.369
col,1994,46.36
col,1995,47.461
col,1996,45.616
col,1997,45.828
col,1998,44.153
col,1999,40.569
col,2000,40.086
col,2001,43.234
col,2002,43.053
col,2003,44.726
col,2004,43.581
col,2005,43.924
col,2006,43.563
col,2007,42.732
col,2008,43.208
col,2009,45.759
col,2010,47.537
col,2011,48.862
col,2012,50.423
col,2013,50.846
col,2014,51.292
col,2015,51.879
col,2016,51.396
col,2017,51.094
col,2018,50.29
col,2019,48.862
col,2020,40.696
col,2021,42.62
com,1991,29.484
com,1992,29.533
com,1993,29.562
com,1994,29.605
com,1995,29.7
com,1996,29.774
com,1997,29.88
com,1998,29.984
com,1999,30.109
com,2000,30.26
com,2001,30.363
com,2002,30.492
com,2003,30.628
com,2004,30.764
com,2005,30.607
com,2006,30.448
com,2007,30.285
com,2008,30.134
com,2009,29.973
com,2010,29.815
com,2011,29.658
com,2012,29.496
com,2013,29.341
com,2014,29.172
com,2015,29.26
com,2016,29.345
com,2017,29.439
com,2018,29.542
com,2019,29.647
com,2020,28.205
com,2021,28.234
cpv,1991,36.418
cpv,1992,36.675
cpv,1993,36.932
cpv,1994,37.236
cpv,1995,37.523
cpv,1996,37.821
cpv,1997,38.127
cpv,1998,38.434
cpv,1999,38.726
cpv,2000,39.016
cpv,2001,39.271
cpv,2002,39.551
cpv,2003,39.814
cpv,2004,40.091
cpv,2005,40.352
cpv,2006,40.668
cpv,2007,41.014
cpv,2008,41.34
cpv,2009,41.684
cpv,2010,42.071
cpv,2011,42.405
cpv,2012,42.778
cpv,2013,43.202
cpv,2014,43.659
cpv,2015,44.131
cpv,2016,44.593
cpv,2017,45.063
cpv,2018,42.985
cpv,2019,44.01
cpv,2020,38.721
cpv,2021,39.866
cri,1991,30.859
cri,1992,30.753
cri,1993,31.72
cri,1994,32.589
cri,1995,33.099
cri,1996,31.097
cri,1997,34.218
cri,1998,36.269
cri,1999,36.576
cri,2000,35.877
cri,2001,39.15
cri,2002,38.829
cri,2003,39.186
cri,2004,37.501
cri,2005,40.426
cri,2006,40.75
cri,2007,42.52
cri,2008,43.489
cri,2009,41.904
cri,2010,39.932
cri,2011,38.594
cri,2012,43.573
cri,2013,43.929
cri,2014,43.299
cri,2015,42.347
cri,2016,39.048
cri,2017,39.471
cri,2018,40.815
cri,2019,42.911
cri,2020,36.012
cri,2021,35.984
cub,1991,32.359
cub,1992,31.282
cub,1993,29.897
cub,1994,30.007
cub,1995,30.11
cub,1996,31.025
cub,1997,31.677
cub,1998,32.341
cub,1999,32.727
cub,2000,33.753
cub,2001,34.972
cub,2002,35.568
cub,2003,36.432
cub,2004,37.449
cub,2005,38.429
cub,2006,39.455
cub,2007,40.187
cub,2008,40.438
cub,2009,41.577
cub,2010,40.77
cub,2011,40.215
cub,2012,40.371
cub,2013,40.563
cub,2014,40.725
cub,2015,41.253
cub,2016,41.304
cub,2017,41.542
cub,2018,41.515
cub,2019,41.387
cub,2020,38.602
cub,2021,39.08
cyp,1991,40.671
cyp,1992,42.029
cyp,1993,41.871
cyp,1994,42.687
cyp,1995,43.444
cyp,1996,43.848
cyp,1997,44.459
cyp,1998,45.311
cyp,1999,44.207
cyp,2000,45.039
cyp,2001,48.354
cyp,2002,49.811
cyp,2003,50.931
cyp,2004,50.157
