geo,time,sl_emp_totl_sp_fe_zs
dji,2001,9.499
dji,2002,9.608
dji,2003,9.728
dji,2004,9.837
dji,2005,9.929
dji,2006,10.08
dji,2007,10.213
dji,2008,10.347
dji,2009,10.478
dji,2010,10.634
dji,2011,10.722
dji,2012,10.797
dji,2013,10.876
dji,2014,10.966
dji,2015,11.061
dji,2016,11.103
dji,2017,11.18
dji,2018,11.272
dji,2019,11.344
dji,2020,10.465
dji,2021,10.441
dnk,1991,55.502
dnk,1992,56.228
dnk,1993,54.995
dnk,1994,53.04
dnk,1995,52.488
dnk,1996,53.823
dnk,1997,55.216
dnk,1998,55.695
dnk,1999,56.493
dnk,2000,57.221
dnk,2001,56.804
dnk,2002,57.635
dnk,2003,56.284
dnk,2004,57.098
dnk,2005,57.201
dnk,2006,58.161
dnk,2007,58.103
dnk,2008,57.462
dnk,2009,56.259
dnk,2010,54.864
dnk,2011,54.119
dnk,2012,53.61
dnk,2013,53.174
dnk,2014,52.938
dnk,2015,53.025
dnk,2016,53.885
dnk,2017,54.129
dnk,2018,54.487
dnk,2019,54.933
dnk,2020,54.297
dnk,2021,54.869
dom,1991,31.454
dom,1992,32.295
dom,1993,32.745
dom,1994,32.825
dom,1995,33.218
dom,1996,33.608
dom,1997,34.264
dom,1998,34.722
dom,1999,35.134
dom,2000,35.433
dom,2001,33.98
dom,2002,35.892
dom,2003,35.155
dom,2004,35.137
dom,2005,35.809
dom,2006,36.869
dom,2007,37.105
dom,2008,38.653
dom,2009,35.771
dom,2010,38.656
dom,2011,39.934
dom,2012,40.965
dom,2013,40.262
dom,2014,40.893
dom,2015,42.843
dom,2016,43.521
dom,2017,44.978
dom,2018,45.646
dom,2019,47.453
dom,2020,43.061
dom,2021,43.342
dza,1991,9.211
dza,1992,8.85
dza,1993,8.676
dza,1994,8.524
dza,1995,8.067
dza,1996,8.453
dza,1997,8.832
dza,1998,8.815
dza,1999,8.757
dza,2000,8.715
dza,2001,9.066
dza,2002,9.28
dza,2003,9.606
dza,2004,10.674
dza,2005,10.946
dza,2006,11.36
dza,2007,10.992
dza,2008,11.333
dza,2009,11.418
dza,2010,11.472
dza,2011,11.909
dza,2012,13.131
dza,2013,13.899
dza,2014,13.186
dza,2015,13.6
dza,2016,13.854
dza,2017,13.722
dza,2018,13.601
dza,2019,13.507
dza,2020,12.132
dza,2021,12.212
ecu,1991,44.657
ecu,1992,44.617
ecu,1993,44.632
ecu,1994,45.06
ecu,1995,45.057
ecu,1996,45.027
ecu,1997,45.529
ecu,1998,48.463
ecu,1999,47.636
ecu,2000,47.389
ecu,2001,47.493
ecu,2002,46.811
ecu,2003,46.079
ecu,2004,49.664
ecu,2005,49.419
ecu,2006,50.346
ecu,2007,49.871
ecu,2008,49.376
ecu,2009,46.696
ecu,2010,45.583
ecu,2011,45.008
ecu,2012,46.206
ecu,2013,46.331
ecu,2014,45.682
ecu,2015,49.535
ecu,2016,52.147
ecu,2017,53.387
ecu,2018,52.075
ecu,2019,51.896
ecu,2020,44.753
ecu,2021,49.186
egy,1991,17.612
egy,1992,19.173
egy,1993,17.418
egy,1994,17.952
egy,1995,16.697
egy,1996,17.251
egy,1997,16.444
egy,1998,15.946
egy,1999,16.722
egy,2000,15.879
egy,2001,16.019
egy,2002,13.918
egy,2003,14.55
egy,2004,14.808
egy,2005,15.438
egy,2006,16.288
egy,2007,19.136
egy,2008,17.85
egy,2009,17.884
egy,2010,18.145
egy,2011,17.538
egy,2012,17.158
egy,2013,17.509
egy,2014,17.662
egy,2015,17.217
egy,2016,17.731
egy,2017,17.197
egy,2018,14.56
egy,2019,12.528
egy,2020,11.78
egy,2021,11.65
eri,1991,67.922
eri,1992,67.645
eri,1993,67.411
eri,1994,67.189
eri,1995,66.998
eri,1996,67.017
eri,1997,67.081
eri,1998,67.231
eri,1999,67.376
eri,2000,67.538
eri,2001,67.8
eri,2002,68.066
eri,2003,68.383
eri,2004,68.775
eri,2005,69.052
eri,2006,69.04
eri,2007,69.038
eri,2008,69.092
eri,2009,68.947
eri,2010,68.622
eri,2011,68.483
eri,2012,68.372
eri,2013,68.262
eri,2014,68.132
eri,2015,67.935
eri,2016,67.933
eri,2017,67.959
eri,2018,68.023
eri,2019,68.057
eri,2020,61.988
eri,2021,63.753
esp,1991,24.893
esp,1992,25.834
esp,1993,25.002
esp,1994,24.833
esp,1995,25.542
esp,1996,26.276
esp,1997,27.39
esp,1998,28.163
esp,1999,30.146
esp,2000,32.389
esp,2001,33.582
esp,2002,35.349
esp,2003,36.777
esp,2004,38.234
esp,2005,40.925
esp,2006,42.486
esp,2007,43.74
esp,2008,43.902
esp,2009,42.13
esp,2010,41.614
esp,2011,41.298
esp,2012,40.065
esp,2013,39.148
esp,2014,39.611
esp,2015,40.62
esp,2016,41.712
esp,2017,42.619
esp,2018,43.499
esp,2019,44.265
esp,2020,42.617
esp,2021,43.818
est,1991,63.982
est,1992,59.8
est,1993,56.02
est,1994,54.931
est,1995,52.777
est,1996,50.954
est,1997,49.163
est,1998,48.068
est,1999,46.309
est,2000,46.527
est,2001,45.407
est,2002,46.72
est,2003,46.969
est,2004,48.588
est,2005,49.896
est,2006,51.712
est,2007,52.011
est,2008,51.908
est,2009,49.047
est,2010,47.32
est,2011,49.219
est,2012,50.358
est,2013,50.872
est,2014,50.859
est,2015,52.484
est,2016,52.931
est,2017,54.026
est,2018,54.309
est,2019,54.827
est,2020,53.749
est,2021,53.968
eth,1991,64.392
eth,1992,64.371
eth,1993,64.412
eth,1994,64.39
eth,1995,64.924
eth,1996,65.45
eth,1997,65.917
eth,1998,66.373
eth,1999,66.868
eth,2000,67.763
eth,2001,68.658
eth,2002,69.515
eth,2003,70.377
eth,2004,71.287
eth,2005,72.139
eth,2006,72.132
eth,2007,72.129
eth,2008,72.122
eth,2009,72.111
eth,2010,72.113
eth,2011,72.101
eth,2012,72.088
eth,2013,72.086
eth,2014,72.172
eth,2015,72.263
eth,2016,72.335
eth,2017,72.415
eth,2018,72.491
eth,2019,72.573
eth,2020,68.157
eth,2021,68.933
fin,1991,54.817
fin,1992,50.892
fin,1993,47.491
fin,1994,46.63
fin,1995,47.163
fin,1996,46.1
fin,1997,46.51
fin,1998,47.618
fin,1999,49.16
fin,2000,49.451
fin,2001,50.45
fin,2002,51.078
fin,2003,50.909
fin,2004,50.355
fin,2005,51.864
fin,2006,52.435
fin,2007,53.233
fin,2008,53.53
fin,2009,52.635
fin,2010,51.732
fin,2011,51.827
fin,2012,52.022
fin,2013,51.344
fin,2014,51.059
fin,2015,50.68
fin,2016,50.271
fin,2017,50.559
fin,2018,51.802
fin,2019,52.35
fin,2020,51.113
fin,2021,52.517
fji,1991,37.556
fji,1992,37.568
fji,1993,37.514
fji,1994,37.493
fji,1995,37.449
fji,1996,37.431
fji,1997,36.973
fji,1998,36.619
fji,1999,36.297
fji,2000,35.802
fji,2001,35.432
fji,2002,35.037
fji,2003,34.609
fji,2004,34.243
fji,2005,33.034
fji,2006,34.729
fji,2007,36.412
fji,2008,38.16
fji,2009,39.883
fji,2010,41.689
fji,2011,43.455
fji,2012,42.006
fji,2013,40.626
fji,2014,39.238
fji,2015,37.691
fji,2016,36.155
fji,2017,36.197
fji,2018,36.191
fji,2019,36.151
fji,2020,35.699
fji,2021,35.18
fra,1991,41.376
fra,1992,41.172
fra,1993,41.316
fra,1994,40.973
fra,1995,41.387
fra,1996,41.512
fra,1997,41.275
fra,1998,41.704
fra,1999,42.097
fra,2000,43.08
fra,2001,43.736
fra,2002,44.276
fra,2003,45.724
fra,2004,45.186
fra,2005,45.781
fra,2006,45.916
fra,2007,46.778
fra,2008,47.299
fra,2009,46.916
fra,2010,46.788
fra,2011,46.643
fra,2012,46.718
fra,2013,46.666
fra,2014,46.462
fra,2015,46.478
fra,2016,46.45
fra,2017,46.496
fra,2018,46.765
fra,2019,46.974
fra,2020,46.596
fra,2021,47.739
gab,1991,32.13
gab,1992,32.086
gab,1993,32.114
gab,1994,31.89
gab,1995,31.686
gab,1996,31.467
gab,1997,31.277
gab,1998,31.081
gab,1999,30.851
gab,2000,30.713
gab,2001,30.577
gab,2002,30.42
gab,2003,30.288
gab,2004,30.133
gab,2005,29.987
gab,2006,29.609
gab,2007,29.294
gab,2008,28.856
gab,2009,28.475
gab,2010,28.099
gab,2011,28.22
gab,2012,28.32
gab,2013,28.416
gab,2014,28.483
gab,2015,28.543
gab,2016,28.472
gab,2017,28.414
gab,2018,28.381
gab,2019,28.384
gab,2020,27.373
gab,2021,27.186
gbr,1991,48.446
gbr,1992,48.569
gbr,1993,48.467
gbr,1994,48.694
gbr,1995,48.923
gbr,1996,49.637
gbr,1997,50.296
gbr,1998,50.567
gbr,1999,51.022
gbr,2000,51.559
gbr,2001,51.858
gbr,2002,52.264
gbr,2003,52.345
gbr,2004,52.628
gbr,2005,53.014
gbr,2006,53.127
gbr,2007,52.915
gbr,2008,53.106
gbr,2009,52.534
gbr,2010,52.2
gbr,2011,52.07
gbr,2012,52.241
gbr,2013,52.758
gbr,2014,53.7
gbr,2015,54.266
gbr,2016,54.803
gbr,2017,55.352
gbr,2018,55.739
gbr,2019,56.396
gbr,2020,56.168
gbr,2021,55.548
geo,1991,56.403
geo,1992,55.651
geo,1993,56.481
geo,1994,55.692
geo,1995,55.547
geo,1996,52.078
geo,1997,50.979
geo,1998,48.922
geo,1999,51.054
geo,2000,49.227
geo,2001,51.884
geo,2002,49.706
geo,2003,50.802
geo,2004,50.092
geo,2005,48.772
geo,2006,47.325
geo,2007,47.933
geo,2008,44.548
geo,2009,44.114
geo,2010,45.918
geo,2011,46.301
geo,2012,46.672
geo,2013,47.232
geo,2014,48.968
geo,2015,50.697
geo,2016,50.551
geo,2017,49.427
geo,2018,49.299
geo,2019,48.977
geo,2020,42.456
geo,2021,46.077
gha,1991,73.767
gha,1992,71.763
gha,1993,70.98
gha,1994,70.175
gha,1995,69.387
gha,1996,68.595
gha,1997,67.793
gha,1998,66.999
gha,1999,65.171
gha,2000,64.791
gha,2001,65.076
gha,2002,65.353
gha,2003,65.619
gha,2004,65.87
gha,2005,66.11
gha,2006,66.339
gha,2007,65.658
gha,2008,65.013
gha,2009,64.314
gha,2010,63.656
gha,2011,63.116
gha,2012,62.507
gha,2013,61.913
gha,2014,61.3
gha,2015,60.708
gha,2016,61.471
gha,2017,62.261
gha,2018,62.298
gha,2019,62.347
gha,2020,61.533
gha,2021,61.325
gin,1991,60.922
gin,1992,60.85
gin,1993,60.809
gin,1994,60.775
gin,1995,60.767
gin,1996,60.697
gin,1997,60.656
gin,1998,60.627
gin,1999,60.628
gin,2000,60.643
gin,2001,60.593
gin,2002,60.57
gin,2003,60.478
gin,2004,60.427
gin,2005,60.388
gin,2006,60.345
gin,2007,60.35
gin,2008,60.324
gin,2009,60.292
gin,2010,60.327
gin,2011,60.336
gin,2012,60.353
gin,2013,60.365
gin,2014,60.392
gin,2015,60.423
gin,2016,60.544
gin,2017,60.625
gin,2018,60.69
gin,2019,60.777
gin,2020,57.709
gin,2021,58.035
gmb,1991,39.983
gmb,1992,39.789
gmb,1993,39.619
gmb,1994,39.811
gmb,1995,40.024
gmb,1996,40.254
gmb,1997,40.497
gmb,1998,40.721
gmb,1999,40.965
gmb,2000,41.186
gmb,2001,41.408
gmb,2002,41.58
gmb,2003,41.847
gmb,2004,42.063
gmb,2005,42.226
gmb,2006,42.443
gmb,2007,42.669
gmb,2008,42.892
gmb,2009,43.099
gmb,2010,43.299
gmb,2011,43.421
gmb,2012,43.699
gmb,2013,43.748
gmb,2014,43.788
gmb,2015,43.885
gmb,2016,43.905
gmb,2017,43.963
gmb,2018,44.028
gmb,2019,44.083
gmb,2020,41.173
gmb,2021,41.668
gnb,1991,59.282
gnb,1992,59.197
gnb,1993,59.174
gnb,1994,59.18
gnb,1995,59.228
gnb,1996,59.171
gnb,1997,59.164
gnb,1998,59.24
gnb,1999,59.313
gnb,2000,59.414
gnb,2001,59.344
gnb,2002,59.308
gnb,2003,59.349
gnb,2004,59.489
gnb,2005,59.553
gnb,2006,59.635
gnb,2007,59.744
gnb,2008,59.92
gnb,2009,59.917
gnb,2010,59.762
gnb,2011,59.856
gnb,2012,59.963
gnb,2013,60.054
gnb,2014,60.11
gnb,2015,60.09
gnb,2016,60.056
gnb,2017,60.085
gnb,2018,60.157
gnb,2019,60.178
gnb,2020,58.817
gnb,2021,58.953
gnq,1991,45.06
gnq,1992,44.924
gnq,1993,44.818
gnq,1994,44.76
gnq,1995,44.759
gnq,1996,44.785
gnq,1997,44.879
gnq,1998,45.041
gnq,1999,45.17
gnq,2000,45.29
gnq,2001,45.207
gnq,2002,45.159
gnq,2003,45.151
gnq,2004,45.2
gnq,2005,45.153
gnq,2006,45.232
gnq,2007,45.343
gnq,2008,45.503
gnq,2009,45.478
gnq,2010,45.315
gnq,2011,45.421
gnq,2012,45.577
gnq,2013,45.751
gnq,2014,45.883
gnq,2015,45.937
gnq,2016,45.93
gnq,2017,46.029
gnq,2018,46.168
gnq,2019,46.238
gnq,2020,43.934
gnq,2021,44.629
grc,1991,28.58
grc,1992,29.502
grc,1993,29.507
grc,1994,29.864
grc,1995,30.2
grc,1996,30.507
grc,1997,30.422
grc,1998,32.688
grc,1999,32.863
grc,2000,33.338
grc,2001,33.142
grc,2002,33.821
grc,2003,34.732
grc,2004,35.23
grc,2005,35.499
grc,2006,36.485
grc,2007,36.779
grc,2008,37.465
grc,2009,37.654
grc,2010,36.812
grc,2011,34.299
grc,2012,31.512
grc,2013,29.971
grc,2014,30.739
grc,2015,31.766
grc,2016,32.302
grc,2017,33.004
grc,2018,33.507
grc,2019,34.8
grc,2020,34.829
grc,2021,35.138
gtm,1991,38.456
gtm,1992,38.685
gtm,1993,38.822
gtm,1994,39.006
gtm,1995,39.306
gtm,1996,39.372
gtm,1997,39.64
gtm,1998,39.972
gtm,1999,40.183
gtm,2000,40.365
gtm,2001,40.449
gtm,2002,40.688
gtm,2003,40.787
gtm,2004,41.005
gtm,2005,40.699
gtm,2006,40.417
gtm,2007,40.119
gtm,2008,39.764
gtm,2009,39.411
gtm,2010,39.137
gtm,2011,38.953
gtm,2012,38.799
gtm,2013,38.508
gtm,2014,38.893
gtm,2015,37.339
gtm,2016,38.401
gtm,2017,37.534
gtm,2018,38.092
gtm,2019,38.369
gtm,2020,34.648
gtm,2021,35.631
gum,1991,57.517
gum,1992,57.38
gum,1993,56.575
gum,1994,55.59
gum,1995,55.566
gum,1996,55.483
gum,1997,54.862
gum,1998,55.965
gum,1999,52.84
gum,2000,52.22
gum,2001,51.588
gum,2002,49.201
gum,2003,48.797
gum,2004,48.57
gum,2005,50.612
gum,2006,51.071
gum,2007,43.56
gum,2008,45.907
gum,2009,48.139
gum,2010,51.25
gum,2011,47.296
gum,2012,49.761
gum,2013,50.181
gum,2014,52.31
gum,2015,52.68
gum,2016,53.468
gum,2017,53.427
gum,2018,53.316
gum,2019,53.362
gum,2020,50.05
gum,2021,50.272
guy,1991,32.049
guy,1992,32.691
guy,1993,33.305
guy,1994,32.856
guy,1995,32.382
guy,1996,31.894
guy,1997,31.38
guy,1998,30.842
guy,1999,30.351
guy,2000,29.838
guy,2001,29.381
guy,2002,28.91
guy,2003,29.435
guy,2004,29.987
guy,2005,30.536
guy,2006,31.135
guy,2007,31.495
guy,2008,31.837
guy,2009,32.2
guy,2010,32.543
guy,2011,32.883
guy,2012,33.199
guy,2013,33.502
guy,2014,33.809
guy,2015,34.129
guy,2016,34.477
guy,2017,34.819
guy,2018,35.171
guy,2019,35.487
guy,2020,32.068
guy,2021,32.435
hkg,1991,47.048
hkg,1992,45.422
hkg,1993,45.669
hkg,1994,46.449
hkg,1995,46.14
hkg,1996,46.667
hkg,1997,47.059
hkg,1998,46.75
hkg,1999,46.365
hkg,2000,47.014
hkg,2001,48.698
hkg,2002,48.872
hkg,2003,48.403
hkg,2004,48.941
hkg,2005,49.625
hkg,2006,50.667
hkg,2007,51.271
hkg,2008,51.565
hkg,2009,50.937
hkg,2010,50.091
hkg,2011,51.462
hkg,2012,52.05
hkg,2013,52.861
hkg,2014,52.892
hkg,2015,52.983
hkg,2016,53.094
hkg,2017,53.475
hkg,2018,53.769
hkg,2019,53.672
hkg,2020,51.591
hkg,2021,51.165
hnd,1991,41.614
hnd,1992,43.081
hnd,1993,43.451
hnd,1994,43.244
hnd,1995,43.607
hnd,1996,43.168
hnd,1997,43.92
hnd,1998,43.625
hnd,1999,43.687
hnd,2000,42.013
hnd,2001,41.513
hnd,2002,40.808
hnd,2003,39.672
hnd,2004,38.559
hnd,2005,38.967
hnd,2006,36.998
hnd,2007,36.421
hnd,2008,38.132
hnd,2009,39.373
hnd,2010,40.525
hnd,2011,37.339
hnd,2012,36.501
hnd,2013,40.307
hnd,2014,41.847
hnd,2015,42.532
hnd,2016,41.907
hnd,2017,42.24
hnd,2018,46.533
hnd,2019,41.004
hnd,2020,36.607
hnd,2021,37.291
hrv,1991,40.892
hrv,1992,40.689
hrv,1993,40.578
hrv,1994,40.345
hrv,1995,40.299
hrv,1996,40.273
hrv,1997,40.049
hrv,1998,38.991
hrv,1999,37.718
hrv,2000,36.305
hrv,2001,34.789
hrv,2002,36.307
hrv,2003,36.061
hrv,2004,36.89
hrv,2005,36.65
hrv,2006,37.314
hrv,2007,40.012
hrv,2008,41.006
hrv,2009,41.713
hrv,2010,40.468
hrv,2011,38.502
hrv,2012,37.439
hrv,2013,37.131
hrv,2014,37.968
hrv,2015,38.975
hrv,2016,39.19
hrv,2017,40.166
hrv,2018,41.278
hrv,2019,41.96
hrv,2020,41.314
hrv,2021,41.974
hti,1991,51.913
hti,1992,51.936
hti,1993,52.034
hti,1994,52.079
hti,1995,52.383
hti,1996,52.305
hti,1997,52.271
hti,1998,52.249
hti,1999,52.242
hti,2000,51.441
hti,2001,50.936
hti,2002,50.445
hti,2003,49.958
hti,2004,49.368
hti,2005,48.914
hti,2006,48.445
hti,2007,48.067
hti,2008,48.607
hti,2009,49.286
hti,2010,49.702
hti,2011,50.575
hti,2012,50.958
hti,2013,51.386
hti,2014,51.65
hti,2015,51.739
hti,2016,51.86
hti,2017,51.964
hti,2018,52.071
hti,2019,51.924
hti,2020,49.097
hti,2021,49.179
hun,1991,43.141
hun,1992,42.689
hun,1993,40.103
hun,1994,38.772
hun,1995,37.083
hun,1996,36.347
hun,1997,36.036
hun,1998,37.245
hun,1999,38.882
hun,2000,39.267
hun,2001,39.103
hun,2002,39.27
hun,2003,40.059
hun,2004,39.75
hun,2005,39.855
hun,2006,39.945
hun,2007,39.633
hun,2008,39.298
hun,2009,38.654
hun,2010,39.097
hun,2011,39.13
hun,2012,40.204
hun,2013,40.557
hun,2014,42.786
hun,2015,44.037
hun,2016,45.599
hun,2017,46.172
hun,2018,46.771
hun,2019,47.081
hun,2020,46.37
hun,2021,49.808
idn,1991,47.949
idn,1992,48.792
idn,1993,47.85
idn,1994,48
idn,1995,47.836
idn,1996,47.645
idn,1997,46.981
idn,1998,47.925
idn,1999,47.608
idn,2000,48.164
idn,2001,46.26
idn,2002,44.243
idn,2003,43.83
idn,2004,42.858
idn,2005,41.413
idn,2006,41.696
idn,2007,44.859
idn,2008,46.254
idn,2009,46.882
idn,2010,47.671
idn,2011,48.103
idn,2012,48.983
idn,2013,48.51
idn,2014,48.635
idn,2015,48.491
idn,2016,48.939
idn,2017,50.094
idn,2018,50.87
idn,2019,52.12
idn,2020,51.167
idn,2021,51.575
ind,1991,28.541
ind,1992,28.548
ind,1993,28.638
ind,1994,28.745
ind,1995,28.715
ind,1996,28.693
ind,1997,28.703
ind,1998,28.661
ind,1999,28.615
ind,2000,28.641
ind,2001,28.92
ind,2002,29.219
ind,2003,29.473
ind,2004,29.764
ind,2005,30.057
ind,2006,28.899
ind,2007,27.764
ind,2008,26.683
ind,2009,25.549
ind,2010,24.473
ind,2011,23.134
ind,2012,21.812
ind,2013,21.393
ind,2014,20.981
ind,2015,20.579
ind,2016,20.188
ind,2017,19.813
ind,2018,19.439
ind,2019,20.134
ind,2020,17.578
ind,2021,18.362
irl,1991,32.53
irl,1992,32.963
irl,1993,34.137
irl,1994,35.458
irl,1995,37.025
irl,1996,38.461
irl,1997,40.153
irl,1998,43.529
irl,1999,46.237
irl,2000,47.942
irl,2001,48.463
irl,2002,49.361
irl,2003,49.675
irl,2004,49.97
irl,2005,52.364
irl,2006,53.052
irl,2007,54.205
irl,2008,53.61
irl,2009,50.782
irl,2010,48.943
irl,2011,48.092
irl,2012,47.783
irl,2013,48.407
irl,2014,48.957
irl,2015,49.963
irl,2016,51.365
irl,2017,52.149
irl,2018,52.849
irl,2019,53.601
irl,2020,51.977
irl,2021,52.769
irn,1991,7.59
irn,1992,7.869
irn,1993,8.176
irn,1994,8.491
irn,1995,8.828
irn,1996,9.172
irn,1997,9.636
irn,1998,10.125
irn,1999,10.621
irn,2000,11.144
irn,2001,11.648
irn,2002,12.2
irn,2003,13.442
irn,2004,14.742
irn,2005,15.354
irn,2006,15.05
irn,2007,14.275
irn,2008,12.3
irn,2009,13.086
irn,2010,12.078
irn,2011,10.846
irn,2012,11.854
irn,2013,10.66
irn,2014,10.365
irn,2015,11.486
irn,2016,12.768
irn,2017,13.892
irn,2018,14.129
irn,2019,13.954
irn,2020,11.101
irn,2021,11.633
irq,1991,7.546
irq,1992,7.629
irq,1993,7.689
irq,1994,7.739
irq,1995,7.791
irq,1996,7.849
irq,1997,7.904
irq,1998,8.19
irq,1999,8.484
irq,2000,8.788
irq,2001,9.093
irq,2002,9.41
irq,2003,9.742
irq,2004,10.098
irq,2005,10.441
irq,2006,10.809
irq,2007,11.184
irq,2008,10.999
irq,2009,10.808
irq,2010,10.624
irq,2011,10.437
irq,2012,10.257
irq,2013,10.434
irq,2014,10.575
irq,2015,10.907
irq,2016,11.257
irq,2017,7.728
irq,2018,7.834
irq,2019,7.922
irq,2020,7.513
irq,2021,7.442
isl,1991,65.502
isl,1992,65.363
isl,1993,65.122
isl,1994,65.529
isl,1995,67.783
isl,1996,67.155
isl,1997,65.94
isl,1998,67.458
isl,1999,70.198
isl,2000,71.803
isl,2001,70.997
isl,2002,70.06
isl,2003,68.762
isl,2004,69.281
isl,2005,69.111
isl,2006,69.322
isl,2007,69.92
isl,2008,69.073
isl,2009,66.268
isl,2010,65.876
isl,2011,65.855
isl,2012,66.828
isl,2013,67.844
isl,2014,68.694
isl,2015,70.136
isl,2016,70.948
isl,2017,70.353
isl,2018,69.256
isl,2019,68.02
isl,2020,64.454
isl,2021,57.79
isr,1991,38.969
isr,1992,39.73
isr,1993,41.772
isr,1994,44.445
isr,1995,46.116
isr,1996,46.472
isr,1997,45.814
isr,1998,45.58
isr,1999,46.424
isr,2000,47.513
isr,2001,47.287
isr,2002,46.51
isr,2003,46.702
isr,2004,47.152
isr,2005,48.864
isr,2006,49.518
isr,2007,50.659
isr,2008,51.796
isr,2009,51.895
isr,2010,52.911
isr,2011,53.168
isr,2012,54.062
isr,2013,54.594
isr,2014,55.695
isr,2015,55.928
isr,2016,56.442
isr,2017,56.688
isr,2018,57.417
isr,2019,57.219
isr,2020,55.798
isr,2021,55.629
ita,1991,30.29
ita,1992,29.259
ita,1993,28.555
ita,1994,28.357
ita,1995,28.113
ita,1996,28.449
ita,1997,28.578
ita,1998,28.944
ita,1999,29.652
ita,2000,30.398
ita,2001,31.515
ita,2002,32.153
ita,2003,32.885
ita,2004,34.484
ita,2005,34.229
ita,2006,34.841
ita,2007,34.969
ita,2008,35.398
ita,2009,34.722
ita,2010,34.528
ita,2011,34.744
ita,2012,35.025
ita,2013,34.506
ita,2014,34.602
ita,2015,34.736
ita,2016,35.29
ita,2017,35.872
ita,2018,36.269
ita,2019,36.678
ita,2020,35.781
ita,2021,35.4
jam,1991,47.569
jam,1992,47.078
jam,1993,46.845
jam,1994,46.735
jam,1995,45.9
jam,1996,45.08
jam,1997,44.431
jam,1998,44.728
jam,1999,43.496
jam,2000,42.613
jam,2001,42.17
jam,2002,42.664
jam,2003,44.221
jam,2004,45.683
jam,2005,47.031
jam,2006,48.283
jam,2007,48.872
jam,2008,48.903
jam,2009,47.342
jam,2010,45.799
jam,2011,45.567
jam,2012,44.936
jam,2013,44.952
jam,2014,45.718
jam,2015,46.195
jam,2016,48.393
jam,2017,49.987
jam,2018,51.022
jam,2019,52.648
jam,2020,48.348
jam,2021,49.859
jor,1991,10.007
jor,1992,10.216
jor,1993,10.294
jor,1994,10.496
jor,1995,10.744
jor,1996,11.565
jor,1997,11.738
jor,1998,11.92
jor,1999,12.104
jor,2000,12.28
jor,2001,12.432
jor,2002,12.254
jor,2003,12.511
jor,2004,12.201
jor,2005,11.861
jor,2006,12.011
jor,2007,11.888
jor,2008,12.125
jor,2009,12.197
jor,2010,12.647
jor,2011,12.789
jor,2012,13.067
jor,2013,12.843
jor,2014,13.184
jor,2015,12.971
jor,2016,12.818
jor,2017,12.356
jor,2018,11.381
jor,2019,10.654
jor,2020,9.793
jor,2021,9.801
jpn,1991,49.549
jpn,1992,49.57
jpn,1993,48.965
jpn,1994,48.629
jpn,1995,48.316
jpn,1996,48.318
jpn,1997,48.674
jpn,1998,48.058
jpn,1999,47.353
jpn,2000,46.991
jpn,2001,46.751
jpn,2002,45.993
jpn,2003,45.827
jpn,2004,46.053
jpn,2005,46.261
jpn,2006,46.51
jpn,2007,46.567
jpn,2008,46.505
jpn,2009,46.122
jpn,2010,46.116
jpn,2011,46.097
jpn,2012,46.084
jpn,2013,47.05
jpn,2014,47.449
jpn,2015,48.025
jpn,2016,48.847
jpn,2017,49.749
jpn,2018,51.302
jpn,2019,52.133
jpn,2020,51.842
jpn,2021,51.947
kaz,1991,64.443
kaz,1992,64.553
kaz,1993,64.814
kaz,1994,60.488
kaz,1995,58.175
kaz,1996,56.578
kaz,1997,56.395
kaz,1998,56.299
kaz,1999,55.892
kaz,2000,56.06
kaz,2001,57.368
kaz,2002,57.646
kaz,2003,58.253
kaz,2004,58.386
kaz,2005,58.38
kaz,2006,58.963
kaz,2007,60.104
kaz,2008,61.361
kaz,2009,60.23
kaz,2010,61.042
kaz,2011,61.349
kaz,2012,61.196
kaz,2013,61.635
kaz,2014,61.706
kaz,2015,61.77
kaz,2016,60.743
kaz,2017,59.767
kaz,2018,60.589
kaz,2019,60.612
kaz,2020,60.203
kaz,2021,59.813
ken,1991,67.159
ken,1992,67.275
ken,1993,67.424
ken,1994,67.584
ken,1995,67.737
ken,1996,67.852
ken,1997,67.927
ken,1998,68.021
ken,1999,68.11
ken,2000,68.172
ken,2001,68.256
ken,2002,68.311
ken,2003,68.392
ken,2004,68.471
ken,2005,68.545
ken,2006,68.618
ken,2007,68.691
ken,2008,68.734
ken,2009,68.819
ken,2010,68.912
ken,2011,68.975
ken,2012,69.04
ken,2013,69.118
ken,2014,69.188
ken,2015,69.262
ken,2016,69.336
ken,2017,68.981
ken,2018,68.645
ken,2019,68.299
ken,2020,66.602
ken,2021,66.658
kgz,1991,50.536
kgz,1992,52.126
kgz,1993,52.612
kgz,1994,54.472
kgz,1995,54.703
kgz,1996,52.92
kgz,1997,51.821
kgz,1998,50.851
kgz,1999,50.912
kgz,2000,50.968
kgz,2001,50.28
kgz,2002,47.402
kgz,2003,48.369
kgz,2004,48.544
kgz,2005,48.964
kgz,2006,49.308
kgz,2007,49.032
kgz,2008,48.583
kgz,2009,47.543
kgz,2010,47.176
kgz,2011,47.622
kgz,2012,46.87
kgz,2013,44.438
kgz,2014,45.577
kgz,2015,45.41
kgz,2016,44.112
kgz,2017,41.816
kgz,2018,40.237
kgz,2019,40.061
kgz,2020,37.017
kgz,2021,37.232
khm,1991,75.636
khm,1992,75.468
khm,1993,75.389
khm,1994,76.765
khm,1995,77.153
khm,1996,76.948
