geo,time,sl_emp_vuln_ma_zs
dza,2003,28.59
dza,2004,28.35
dza,2005,28.14
dza,2006,28.34
dza,2007,28.55
dza,2008,28.94
dza,2009,29.48
dza,2010,29.99
dza,2011,30.59
dza,2012,29.03
dza,2013,27.47
dza,2014,27.55
dza,2015,27.63
dza,2016,27.72
dza,2017,27.82
dza,2018,28.09
dza,2019,28.43
ecu,1991,31.49
ecu,1992,32.33
ecu,1993,31.74
ecu,1994,31.21
ecu,1995,30.71
ecu,1996,32.81
ecu,1997,31.29
ecu,1998,30.4
ecu,1999,33.04
ecu,2000,34.65
ecu,2001,36.43
ecu,2002,35.62
ecu,2003,35.09
ecu,2004,35.57
ecu,2005,34.99
ecu,2006,34.02
ecu,2007,33.96
ecu,2008,33.34
ecu,2009,35.73
ecu,2010,36.26
ecu,2011,37.79
ecu,2012,37.28
ecu,2013,36.08
ecu,2014,33.81
ecu,2015,35.11
ecu,2016,38.42
ecu,2017,39.06
ecu,2018,40.11
ecu,2019,41.61
egy,1991,24.02
egy,1992,23.56
egy,1993,23.7
egy,1994,21.85
egy,1995,22.22
egy,1996,21.94
egy,1997,21.79
egy,1998,22.1
egy,1999,21.31
egy,2000,19.46
egy,2001,18.72
egy,2002,21.49
egy,2003,20.91
egy,2004,21.72
egy,2005,20.69
egy,2006,20.47
egy,2007,21.59
egy,2008,19.93
egy,2009,18.91
egy,2010,17.73
egy,2011,17.97
egy,2012,17.11
egy,2013,21.28
egy,2014,19.91
egy,2015,20.12
egy,2016,16.59
egy,2017,18.08
egy,2018,15.75
egy,2019,15.41
eri,1991,90.95
eri,1992,90.86
eri,1993,90.29
eri,1994,90.03
eri,1995,89.36
eri,1996,88.71
eri,1997,88.25
eri,1998,87.65
eri,1999,87.07
eri,2000,86.99
eri,2001,87.16
eri,2002,86.73
eri,2003,86.96
eri,2004,87.24
eri,2005,87.05
eri,2006,87.66
eri,2007,87.38
eri,2008,86.41
eri,2009,87.07
eri,2010,86.38
eri,2011,86.07
eri,2012,86.23
eri,2013,86.34
eri,2014,85.83
eri,2015,86.02
eri,2016,85.71
eri,2017,85.64
eri,2018,85.24
eri,2019,85
esp,1991,20.38
esp,1992,20.2
esp,1993,21
esp,1994,21.03
esp,1995,19.95
esp,1996,19.49
esp,1997,18.62
esp,1998,17.87
esp,1999,15.92
esp,2000,15.11
esp,2001,15.25
esp,2002,14.7
esp,2003,13.64
esp,2004,13.8
esp,2005,14.09
esp,2006,13.7
esp,2007,13.5
esp,2008,13.45
esp,2009,12.94
esp,2010,13.08
esp,2011,13.14
esp,2012,14.43
esp,2013,15.34
esp,2014,15.08
esp,2015,14.62
esp,2016,14.19
esp,2017,13.53
esp,2018,13.16
esp,2019,12.77
est,1991,6.69
est,1992,6.83
est,1993,6.86
est,1994,6.93
est,1995,6.89
est,1996,7.07
est,1997,7.03
est,1998,7.49
est,1999,5.87
est,2000,5.86
est,2001,6.86
est,2002,6.57
est,2003,8.03
est,2004,8.71
est,2005,7.06
est,2006,7.26
est,2007,7.72
est,2008,5.6
est,2009,5.52
est,2010,6.01
est,2011,5.84
est,2012,6.3
est,2013,6.24
est,2014,6.99
est,2015,6.76
est,2016,6.74
est,2017,6.97
est,2018,7.53
est,2019,7.82
eth,1991,88.45
eth,1992,88.58
eth,1993,88.39
eth,1994,88.28
eth,1995,88.13
eth,1996,87.92
eth,1997,87.8
eth,1998,87.7
eth,1999,87.48
eth,2000,87.71
eth,2001,87.83
eth,2002,87.98
eth,2003,88.3
eth,2004,88.3
eth,2005,88.45
eth,2006,88.14
eth,2007,87.78
eth,2008,87.47
eth,2009,87.13
eth,2010,86.59
eth,2011,86.05
eth,2012,85.63
eth,2013,85.13
eth,2014,84.42
eth,2015,83.73
eth,2016,82.9
eth,2017,82.28
eth,2018,81.75
eth,2019,81.32
fin,1991,14.97
fin,1992,15.75
fin,1993,15.85
fin,1994,15.76
fin,1995,15.33
fin,1996,15.84
fin,1997,14.02
fin,1998,14.41
fin,1999,11.72
fin,2000,11.52
fin,2001,11.14
fin,2002,10.7
fin,2003,10.83
fin,2004,10.33
fin,2005,10.95
fin,2006,11.18
fin,2007,10.91
fin,2008,11.21
fin,2009,11.89
fin,2010,11.45
fin,2011,11.79
fin,2012,11.96
fin,2013,11.74
fin,2014,12.04
fin,2015,12.52
fin,2016,12.42
fin,2017,11.24
fin,2018,11.68
fin,2019,11.55
fji,1991,38.65
fji,1992,38.39
fji,1993,38.37
fji,1994,38.13
fji,1995,38.04
fji,1996,37.73
fji,1997,38.13
fji,1998,38.24
fji,1999,37.44
fji,2000,37.82
fji,2001,37.76
fji,2002,37.48
fji,2003,37.56
fji,2004,37.04
fji,2005,37.24
fji,2006,37.8
fji,2007,38.93
fji,2008,39.88
fji,2009,41.25
fji,2010,41.9
fji,2011,42.89
fji,2012,43.02
fji,2013,42.39
fji,2014,41.53
fji,2015,40.72
fji,2016,40.26
fji,2017,39.34
fji,2018,38.74
fji,2019,38.58
fra,1991,10.66
fra,1992,10.27
fra,1993,9.55
fra,1994,9.75
fra,1995,9.32
fra,1996,9.14
fra,1997,8.87
fra,1998,8.41
fra,1999,8.29
fra,2000,7.8
fra,2001,7.33
fra,2002,7.48
fra,2003,8.12
fra,2004,7.63
fra,2005,7.57
fra,2006,7.96
fra,2007,7.89
fra,2008,6.95
fra,2009,7.66
fra,2010,8.42
fra,2011,8.69
fra,2012,8.61
fra,2013,8.27
fra,2014,8.52
fra,2015,8.5
fra,2016,8.85
fra,2017,8.49
fra,2018,8.58
fra,2019,9.13
gab,1991,38.44
gab,1992,38.71
gab,1993,37.99
gab,1994,36.79
gab,1995,35.29
gab,1996,34.24
gab,1997,32.65
gab,1998,30.63
gab,1999,31.8
gab,2000,32.49
gab,2001,31.36
gab,2002,30.94
gab,2003,30.27
gab,2004,30.15
gab,2005,30.08
gab,2006,29.94
gab,2007,28.7
gab,2008,29.21
gab,2009,27.65
gab,2010,27.18
gab,2011,27.45
gab,2012,26.99
gab,2013,26.58
gab,2014,26.15
gab,2015,25.74
gab,2016,25.76
gab,2017,26.39
gab,2018,27.28
gab,2019,27.61
gbr,1991,12.44
gbr,1992,12.52
gbr,1993,12.6
gbr,1994,13.29
gbr,1995,13.35
gbr,1996,13.08
gbr,1997,12.72
gbr,1998,12.05
gbr,1999,12.17
gbr,2000,11.52
gbr,2001,11.76
gbr,2002,12.18
gbr,2003,12.84
gbr,2004,13.32
gbr,2005,13.29
gbr,2006,13.47
gbr,2007,13.74
gbr,2008,13.71
gbr,2009,14.05
gbr,2010,14.64
gbr,2011,14.93
gbr,2012,15.43
gbr,2013,15.4
gbr,2014,15.88
gbr,2015,15.59
gbr,2016,16.11
gbr,2017,15.98
gbr,2018,16.02
gbr,2019,16.44
geo,1991,39
geo,1992,41.08
geo,1993,43.34
geo,1994,45.76
geo,1995,47.91
geo,1996,49.81
geo,1997,51.26
geo,1998,53.08
geo,1999,53.81
geo,2000,58.45
geo,2001,61.29
geo,2002,62.2
geo,2003,64.39
geo,2004,65.29
geo,2005,63.86
geo,2006,63.74
geo,2007,60.98
geo,2008,58.82
geo,2009,58.19
geo,2010,57.36
geo,2011,55.93
geo,2012,53.48
geo,2013,55.54
geo,2014,54.04
geo,2015,52.18
geo,2016,53.17
geo,2017,49.21
geo,2018,48.12
geo,2019,49.83
gha,1991,79.84
gha,1992,79.7
gha,1993,78.96
gha,1994,78.76
gha,1995,78.52
gha,1996,78.27
gha,1997,77.8
gha,1998,77.32
gha,1999,76.87
gha,2000,76.31
gha,2001,75.81
gha,2002,75.26
gha,2003,74.8
gha,2004,74.24
gha,2005,73.68
gha,2006,72.18
gha,2007,71.62
gha,2008,70.83
gha,2009,70.27
gha,2010,69.06
gha,2011,66.64
gha,2012,64.68
gha,2013,63.35
gha,2014,62.15
gha,2015,61.8
gha,2016,61.83
gha,2017,60.46
gha,2018,59.43
gha,2019,58.43
gin,1991,86.64
gin,1992,86.91
gin,1993,86.63
gin,1994,86.82
gin,1995,86.82
gin,1996,86.61
gin,1997,86.39
gin,1998,86.46
gin,1999,85.98
gin,2000,85.8
gin,2001,85.91
gin,2002,85.38
gin,2003,85.32
gin,2004,85.38
gin,2005,85.02
gin,2006,84.93
gin,2007,85.19
gin,2008,84.63
gin,2009,84.94
gin,2010,84.87
gin,2011,84.68
gin,2012,84.53
gin,2013,84.82
gin,2014,84.68
gin,2015,85.2
gin,2016,84.18
gin,2017,83.47
gin,2018,83.52
gin,2019,83.26
gmb,1991,72.06
gmb,1992,71.91
gmb,1993,71.71
gmb,1994,71.58
gmb,1995,71.33
gmb,1996,70.33
gmb,1997,70.64
gmb,1998,70.15
gmb,1999,69.63
gmb,2000,69.09
gmb,2001,68.37
gmb,2002,68.16
gmb,2003,67.71
gmb,2004,67.2
gmb,2005,67.14
gmb,2006,66.89
gmb,2007,66.7
gmb,2008,66.37
gmb,2009,66.09
gmb,2010,65.69
gmb,2011,65.69
gmb,2012,65.34
gmb,2013,65.14
gmb,2014,64.84
gmb,2015,63.79
gmb,2016,63.06
gmb,2017,63.32
gmb,2018,63.25
gmb,2019,62.68
gnb,1991,84.86
gnb,1992,85.23
gnb,1993,85.24
gnb,1994,85
gnb,1995,84.84
gnb,1996,84.67
gnb,1997,83.84
gnb,1998,83.99
gnb,1999,83.98
gnb,2000,83.82
gnb,2001,83.89
gnb,2002,83.58
gnb,2003,83.2
gnb,2004,83.44
gnb,2005,83.42
gnb,2006,83.47
gnb,2007,83.41
gnb,2008,83.19
gnb,2009,83.03
gnb,2010,82.77
gnb,2011,82.57
gnb,2012,82.24
gnb,2013,82.02
gnb,2014,81.49
gnb,2015,81.62
gnb,2016,81.33
gnb,2017,81.02
gnb,2018,80.75
gnb,2019,80.32
gnq,1991,87.19
gnq,1992,87.43
gnq,1993,88.68
gnq,1994,87.03
gnq,1995,88.05
gnq,1996,88.04
gnq,1997,86.15
gnq,1998,88.02
gnq,1999,84.64
gnq,2000,83.02
gnq,2001,79.96
gnq,2002,79.03
gnq,2003,76.71
gnq,2004,72.21
gnq,2005,67.84
gnq,2006,66.13
gnq,2007,63.73
gnq,2008,59.63
gnq,2009,62.11
gnq,2010,63.71
gnq,2011,62.23
gnq,2012,61.44
gnq,2013,64.87
gnq,2014,66.45
gnq,2015,71.79
gnq,2016,75.41
gnq,2017,75.88
gnq,2018,76.85
gnq,2019,79.61
grc,1991,39.24
grc,1992,38.84
grc,1993,37.97
grc,1994,38.06
grc,1995,38.63
grc,1996,37.51
grc,1997,37.07
grc,1998,35.1
grc,1999,33.68
grc,2000,33.3
grc,2001,31.1
grc,2002,31.1
grc,2003,31.16
grc,2004,28.46
grc,2005,28.31
grc,2006,28.34
grc,2007,27.81
grc,2008,26.83
grc,2009,27.44
grc,2010,28.28
grc,2011,29.5
grc,2012,31.25
grc,2013,32.19
grc,2014,31.87
grc,2015,30.14
grc,2016,28.26
grc,2017,28.41
grc,2018,27.41
grc,2019,26.43
gtm,1991,40.25
gtm,1992,40.22
gtm,1993,40.21
gtm,1994,40.2
gtm,1995,40.1
gtm,1996,40.15
gtm,1997,40.06
gtm,1998,39.89
gtm,1999,40.82
gtm,2000,41.94
gtm,2001,41.9
gtm,2002,41.61
gtm,2003,41.32
gtm,2004,42.28
gtm,2005,40.51
gtm,2006,38.62
gtm,2007,38.49
gtm,2008,38.45
gtm,2009,38.55
gtm,2010,38.59
gtm,2011,38.53
gtm,2012,37.95
gtm,2013,37.19
gtm,2014,33.53
gtm,2015,32.61
gtm,2016,29.25
gtm,2017,32.81
gtm,2018,32.02
gtm,2019,31.35
gum,1991,9.76
gum,1992,9.75
gum,1993,9.75
gum,1994,9.71
gum,1995,9.67
gum,1996,9.62
gum,1997,9.54
gum,1998,9.48
gum,1999,9.43
gum,2000,9.32
gum,2001,9.27
gum,2002,9.22
gum,2003,9.23
gum,2004,9.06
gum,2005,8.95
gum,2006,9.06
gum,2007,9.09
gum,2008,9.07
gum,2009,9.11
gum,2010,9.09
gum,2011,9.11
gum,2012,9.09
gum,2013,9.07
gum,2014,9.04
gum,2015,9.05
gum,2016,9.07
gum,2017,9.11
gum,2018,9.16
gum,2019,9.16
guy,1991,27.56
guy,1992,27.42
guy,1993,27.26
guy,1994,27.02
guy,1995,26.86
guy,1996,26.52
guy,1997,26.14
guy,1998,26.3
guy,1999,26.21
guy,2000,26.51
guy,2001,26.63
guy,2002,26.85
guy,2003,27.27
guy,2004,27.6
guy,2005,28.37
guy,2006,28.52
guy,2007,28.22
guy,2008,28.32
guy,2009,28.28
guy,2010,28.19
guy,2011,27.94
guy,2012,27.59
guy,2013,27.17
guy,2014,26.87
guy,2015,26.72
guy,2016,26.71
guy,2017,26.87
guy,2018,27.08
guy,2019,27.41
hkg,1991,6.6
hkg,1992,6.56
hkg,1993,6.56
hkg,1994,6.37
hkg,1995,6.61
hkg,1996,6.61
hkg,1997,6.19
hkg,1998,6.56
hkg,1999,7.18
hkg,2000,7.31
hkg,2001,9.11
hkg,2002,10.48
hkg,2003,10
hkg,2004,9.83
hkg,2005,10.04
hkg,2006,10.35
hkg,2007,9.58
hkg,2008,9.89
hkg,2009,9.98
hkg,2010,8.74
hkg,2011,8.94
hkg,2012,9.42
hkg,2013,9.34
hkg,2014,8.21
hkg,2015,7.96
hkg,2016,7.58
hkg,2017,7.51
hkg,2018,7.42
hkg,2019,7.42
hnd,1991,36.63
hnd,1992,36.6
hnd,1993,36.63
hnd,1994,36.75
hnd,1995,36.74
hnd,1996,36.77
hnd,1997,36.73
hnd,1998,36.66
hnd,1999,36.74
hnd,2000,36.75
hnd,2001,36.67
hnd,2002,36.62
hnd,2003,36.44
hnd,2004,36.07
hnd,2005,35.58
hnd,2006,35.99
hnd,2007,31.92
hnd,2008,33.04
hnd,2009,33.67
hnd,2010,36.33
hnd,2011,38.01
hnd,2012,42.08
hnd,2013,37.1
hnd,2014,33.06
hnd,2015,36.18
hnd,2016,31.09
hnd,2017,34.22
hnd,2018,34.49
hnd,2019,34.85
hrv,1991,21.99
hrv,1992,22.62
hrv,1993,23.28
hrv,1994,22.91
hrv,1995,22.65
hrv,1996,22.48
hrv,1997,20.03
hrv,1998,18.8
hrv,1999,19.45
hrv,2000,18.67
hrv,2001,19.87
hrv,2002,19.14
hrv,2003,18.95
hrv,2004,18.38
hrv,2005,18.57
hrv,2006,17.79
hrv,2007,14.93
hrv,2008,15.06
hrv,2009,15.51
hrv,2010,16.09
hrv,2011,16.64
hrv,2012,15.31
hrv,2013,14.27
hrv,2014,11.36
hrv,2015,11.65
hrv,2016,10.02
hrv,2017,8.27
hrv,2018,7.99
hrv,2019,8.56
hti,1991,66.2
hti,1992,66.51
hti,1993,66.72
hti,1994,67.31
hti,1995,66.71
hti,1996,66.28
hti,1997,66.31
hti,1998,66.04
hti,1999,65.93
hti,2000,66
hti,2001,66.19
hti,2002,66.28
hti,2003,66.12
hti,2004,66.65
hti,2005,66.3
hti,2006,66.24
hti,2007,65.92
hti,2008,66
hti,2009,65.77
hti,2010,67.08
hti,2011,66.36
hti,2012,66.25
hti,2013,65.81
hti,2014,65.54
hti,2015,65.48
hti,2016,65.53
hti,2017,65.54
hti,2018,65.46
hti,2019,65.61
hun,1991,20.7
hun,1992,20.89
hun,1993,19.06
hun,1994,19.03
hun,1995,19.05
hun,1996,19.02
hun,1997,17.93
hun,1998,16.1
hun,1999,15.5
hun,2000,12.34
hun,2001,10.8
hun,2002,9.94
hun,2003,9.8
hun,2004,10.23
hun,2005,9.16
hun,2006,8.47
hun,2007,8.19
hun,2008,8.32
hun,2009,8.38
hun,2010,8.06
hun,2011,8.15
hun,2012,7.22
hun,2013,6.89
hun,2014,6.74
hun,2015,6.47
hun,2016,6.44
hun,2017,5.97
hun,2018,6.64
hun,2019,7.12
idn,1991,64.77
idn,1992,64.01
idn,1993,63.24
idn,1994,62.33
idn,1995,61.12
idn,1996,59.86
idn,1997,58.37
idn,1998,61.62
idn,1999,60.39
idn,2000,61.42
idn,2001,56.56
idn,2002,56.55
idn,2003,58.53
idn,2004,56.6
idn,2005,55.32
idn,2006,54.83
idn,2007,54.45
idn,2008,54.08
idn,2009,54.12
idn,2010,53.09
idn,2011,49.35
idn,2012,46.24
idn,2013,45
idn,2014,44.33
idn,2015,41.87
idn,2016,42.16
idn,2017,42.15
idn,2018,42.58
idn,2019,42.52
ind,1991,80.56
ind,1992,80.48
ind,1993,80.46
ind,1994,80.32
ind,1995,80.56
ind,1996,80.76
ind,1997,81.08
ind,1998,81.27
ind,1999,81.26
ind,2000,81.39
ind,2001,81.37
ind,2002,81.44
ind,2003,81.28
ind,2004,81.07
ind,2005,80.9
ind,2006,80.82
ind,2007,80.71
ind,2008,80.83
ind,2009,80.74
ind,2010,80.66
ind,2011,79.44
ind,2012,78.18
ind,2013,77.64
ind,2014,77.02
ind,2015,76.34
ind,2016,75.59
ind,2017,74.85
ind,2018,74.08
ind,2019,73.41
irl,1991,23.68
irl,1992,23.92
irl,1993,22.65
irl,1994,22.52
irl,1995,21.79
irl,1996,21.16
irl,1997,20.7
irl,1998,19.08
irl,1999,18.11
irl,2000,17.79
irl,2001,17.14
irl,2002,17.12
irl,2003,16.61
irl,2004,17.19
irl,2005,16.31
irl,2006,15.46
irl,2007,15.14
irl,2008,15.89
irl,2009,17.62
irl,2010,17.57
irl,2011,17.51
irl,2012,17.8
irl,2013,17.85
irl,2014,17.31
irl,2015,16.73
irl,2016,16.31
irl,2017,15.39
irl,2018,14.92
irl,2019,14.11
irn,1991,41.32
irn,1992,41.33
irn,1993,41.41
irn,1994,41.8
irn,1995,41.97
irn,1996,41.81
irn,1997,42.15
irn,1998,42.35
irn,1999,42.64
irn,2000,42.36
irn,2001,42.66
irn,2002,42.15
irn,2003,41.35
irn,2004,40.88
irn,2005,40.61
irn,2006,40.24
irn,2007,39.84
irn,2008,39.95
irn,2009,39.05
irn,2010,38.78
irn,2011,38.37
irn,2012,39.44
irn,2013,39.78
irn,2014,40.04
irn,2015,39.94
irn,2016,41.05
irn,2017,41.21
irn,2018,42.35
irn,2019,43.88
irq,1991,29.88
irq,1992,30.14
irq,1993,30.03
irq,1994,30.24
irq,1995,30.53
irq,1996,30.48
irq,1997,30.03
irq,1998,28.86
irq,1999,27.89
irq,2000,27.78
irq,2001,27.69
irq,2002,28.59
irq,2003,30.95
irq,2004,29.66
irq,2005,29.76
irq,2006,29.19
irq,2007,29.16
irq,2008,28.01
irq,2009,27.19
irq,2010,26.29
irq,2011,25.39
irq,2012,24.27
irq,2013,23.5
irq,2014,23.45
irq,2015,23.33
irq,2016,22.48
irq,2017,21.94
irq,2018,22.53
irq,2019,22.81
isl,1991,16.19
isl,1992,16.38
isl,1993,16.46
isl,1994,16.34
isl,1995,16.73
isl,1996,13.59
isl,1997,14.19
isl,1998,15.71
isl,1999,15.02
isl,2000,13.72
isl,2001,14.25
isl,2002,14.94
isl,2003,12.85
isl,2004,11.48
isl,2005,12.82
isl,2006,13.41
isl,2007,12.43
isl,2008,10.89
isl,2009,10.41
isl,2010,10.74
isl,2011,10.41
isl,2012,10.07
isl,2013,10.72
isl,2014,11.12
isl,2015,11.54
isl,2016,10.46
isl,2017,10.03
isl,2018,10
isl,2019,10.27
isr,1991,8.36
isr,1992,8.45
isr,1993,8.58
isr,1994,8.66
isr,1995,8.66
isr,1996,9.26
isr,1997,9.31
isr,1998,9.2
isr,1999,9.52
isr,2000,8.68
isr,2001,8.44
isr,2002,8.6
isr,2003,9.08
isr,2004,8.94
isr,2005,9.34
isr,2006,9.47
isr,2007,9.04
isr,2008,8.94
isr,2009,9.14
isr,2010,9.69
isr,2011,9.27
isr,2012,9.11
isr,2013,8.9
isr,2014,9
isr,2015,9
isr,2016,9.13
isr,2017,9.03
isr,2018,9.11
isr,2019,9.02
ita,1991,23.27
ita,1992,23.24
ita,1993,23.26
ita,1994,23.21
ita,1995,23.1
ita,1996,23.07
ita,1997,23
ita,1998,22.91
ita,1999,22.84
ita,2000,22.62
ita,2001,22.49
ita,2002,22.44
ita,2003,22.45
ita,2004,22.39
ita,2005,21.37
ita,2006,21.16
ita,2007,21.05
ita,2008,20.61
ita,2009,20.52
ita,2010,21.1
ita,2011,20.97
ita,2012,20.98
ita,2013,20.6
ita,2014,20.51
ita,2015,20.3
ita,2016,19.91
ita,2017,19.75
ita,2018,19.35
ita,2019,19.23
jam,1991,45.99
jam,1992,45.9
jam,1993,43.41
jam,1994,42.4
jam,1995,41.06
jam,1996,41.29
jam,1997,40.53
jam,1998,41.52
jam,1999,41.36
jam,2000,41.34
jam,2001,40.39
jam,2002,40.05
jam,2003,39.96
jam,2004,38.82
jam,2005,37.09
jam,2006,38.38
jam,2007,36.61
jam,2008,40.61
jam,2009,41.41
jam,2010,41.73
jam,2011,42.09
jam,2012,42.74
jam,2013,42.19
jam,2014,41.65
jam,2015,41.04
jam,2016,40.47
jam,2017,39.93
jam,2018,39.94
jam,2019,40.16
jor,1991,9.22
jor,1992,9.29
jor,1993,9.46
jor,1994,9.57
jor,1995,9.68
jor,1996,9.91
jor,1997,10.07
jor,1998,10.23
jor,1999,10.37
jor,2000,10.5
jor,2001,10.54
jor,2002,10.62
jor,2003,10.64
jor,2004,10.56
jor,2005,10.32
jor,2006,10.18
jor,2007,10.19
jor,2008,10.09
jor,2009,10.16
jor,2010,10.39
jor,2011,10.64
jor,2012,10.9
jor,2013,11.05
jor,2014,11.32
jor,2015,11.55
jor,2016,11.8
jor,2017,12.02
jor,2018,12.23
jor,2019,12.37
jpn,1991,13.27
jpn,1992,12.71
jpn,1993,12.15
jpn,1994,11.99
jpn,1995,11.82
jpn,1996,11.65
jpn,1997,11.7
jpn,1998,11.57
jpn,1999,11.72
jpn,2000,11.53
jpn,2001,11.29
jpn,2002,11.13
jpn,2003,11.11
jpn,2004,11.14
jpn,2005,11.06
jpn,2006,10.51
jpn,2007,10.28
jpn,2008,10.16
jpn,2009,9.95
jpn,2010,9.47
jpn,2011,9.33
jpn,2012,9.35
jpn,2013,9.18
jpn,2014,9.25
jpn,2015,9.12
jpn,2016,8.74
jpn,2017,8.69
jpn,2018,8.69
jpn,2019,8.62
kaz,1991,23.47
kaz,1992,24.75
kaz,1993,25.98
kaz,1994,27.49
kaz,1995,29.19
kaz,1996,30.66
kaz,1997,32.05
kaz,1998,33.31
kaz,1999,34.54
kaz,2000,35.41
kaz,2001,35.9
kaz,2002,33.85
kaz,2003,33.96
kaz,2004,33.28
kaz,2005,31.66
kaz,2006,31.82
kaz,2007,31.43
kaz,2008,30.08
kaz,2009,29.56
kaz,2010,29.26
kaz,2011,29.23
kaz,2012,28.53
kaz,2013,28.63
kaz,2014,27.46
kaz,2015,26.33
kaz,2016,24.91
kaz,2017,23.41
kaz,2018,22.98
kaz,2019,22.58
ken,1991,41.88
ken,1992,42.11
ken,1993,42.58
ken,1994,42.67
ken,1995,43.39
ken,1996,43.17
ken,1997,43.82
ken,1998,44.39
ken,1999,45.21
ken,2000,47.16
ken,2001,49.34
ken,2002,51.54
ken,2003,53.59
ken,2004,54.89
ken,2005,55.95
ken,2006,57.29
ken,2007,55.5
ken,2008,54.82
ken,2009,53.56
ken,2010,51.75
ken,2011,50.1
ken,2012,48.83
ken,2013,47.53
ken,2014,46.35
ken,2015,45.17
ken,2016,44.12
ken,2017,43.3
ken,2018,42.31
ken,2019,41.38
kgz,1991,33.92
kgz,1992,35.4
kgz,1993,37.59
kgz,1994,40.8
kgz,1995,44.19
kgz,1996,46.68
kgz,1997,48.26
kgz,1998,50
kgz,1999,51.25
kgz,2000,51.79
kgz,2001,51.75
kgz,2002,52.14
kgz,2003,50.31
kgz,2004,49.71
kgz,2005,48.71
kgz,2006,47.41
kgz,2007,45.74
kgz,2008,43.54
kgz,2009,41.47
kgz,2010,38.95
kgz,2011,38.26
kgz,2012,38.56
kgz,2013,44.67
kgz,2014,43.56
kgz,2015,40.79
kgz,2016,38.42
kgz,2017,37.76
kgz,2018,36.11
kgz,2019,35
khm,1991,83.03
khm,1992,82.25
khm,1993,81.76
khm,1994,86.25
khm,1995,85.27
khm,1996,84.7
khm,1997,85.21
khm,1998,85.44
khm,1999,83.85
khm,2000,82.44
khm,2001,81.54
khm,2002,80.88
khm,2003,79.74
khm,2004,78.12
khm,2005,75.78
khm,2006,73.81
khm,2007,71.85
khm,2008,70.6
khm,2009,69.51
khm,2010,65.41
khm,2011,64.9
khm,2012,59.4
khm,2013,55.08
khm,2014,51.71
khm,2015,47.29
khm,2016,44.12
khm,2017,44.74
khm,2018,42.72
khm,2019,41.13
kor,1991,25
kor,1992,24.8
kor,1993,25.48
kor,1994,24.48
kor,1995,24.11
kor,1996,23.83
kor,1997,24.18
kor,1998,26.57
kor,1999,26.87
kor,2000,26.19
kor,2001,26.24
kor,2002,25.71
kor,2003,25.12
kor,2004,24.34
kor,2005,24.05
kor,2006,23.49
kor,2007,23.23
kor,2008,23.2
kor,2009,22.23
kor,2010,21.55
kor,2011,21.19
kor,2012,21.33
kor,2013,20.92
kor,2014,20.27
kor,2015,19.38
kor,2016,19.59
kor,2017,19.46
kor,2018,18.94
kor,2019,19.16
kwt,1991,3.82
kwt,1992,3.7
kwt,1993,3.56
kwt,1994,3.45
kwt,1995,3.34
kwt,1996,3.29
kwt,1997,3.29
kwt,1998,3.31
kwt,1999,3.4
kwt,2000,3.4
kwt,2001,3.46
kwt,2002,3.45
kwt,2003,3.23
kwt,2004,2.95
kwt,2005,2.71
kwt,2006,1.91
kwt,2007,1.37
kwt,2008,1.01
kwt,2009,1.41
kwt,2010,1.94
kwt,2011,2.61
kwt,2012,1.76
kwt,2013,1.26
kwt,2014,0.91
kwt,2015,0.66
kwt,2016,1.42
kwt,2017,1.4
kwt,2018,1.47
kwt,2019,1.49
lao,1991,88.49
lao,1992,88.03
lao,1993,87.49
lao,1994,86.54
lao,1995,85.55
lao,1996,85.19
lao,1997,84.78
lao,1998,84.88
lao,1999,84.37
lao,2000,84.09
lao,2001,83.78
lao,2002,83.42
lao,2003,83.04
lao,2004,82.59
lao,2005,82.05
lao,2006,81.31
lao,2007,80.65
lao,2008,79.95
lao,2009,79.26
lao,2010,78.78
lao,2011,77.6
lao,2012,76.34
lao,2013,74.96
lao,2014,73.6
lao,2015,72.28
lao,2016,71.02
lao,2017,69.77
lao,2018,68.54
lao,2019,67.54
lbn,1991,35.47
lbn,1992,35.26
lbn,1993,35.11
lbn,1994,34.99
lbn,1995,34.93
lbn,1996,34.45
lbn,1997,34.53
lbn,1998,34.38
lbn,1999,34.78
lbn,2000,35.28
lbn,2001,35.46
lbn,2002,35.94
lbn,2003,36.53
lbn,2004,36.73
lbn,2005,35.08
lbn,2006,33.42
lbn,2007,31.29
lbn,2008,30.25
lbn,2009,29.14
lbn,2010,28.52
lbn,2011,28.93
lbn,2012,29.5
lbn,2013,30.13
lbn,2014,30.98
lbn,2015,32.02
lbn,2016,32.81
lbn,2017,33.53
lbn,2018,34.42
lbn,2019,35.73
lbr,1991,69.98
lbr,1992,71.7
lbr,1993,73.38
lbr,1994,75.05
lbr,1995,77.4
lbr,1996,78.69
lbr,1997,77.71
lbr,1998,76.8
lbr,1999,76.02
lbr,2000,74.67
lbr,2001,72.68
lbr,2002,72.05
lbr,2003,72.9
lbr,2004,72.09
lbr,2005,71.76
lbr,2006,71.23
lbr,2007,70.77
lbr,2008,70.22
lbr,2009,69.99
lbr,2010,69.65
lbr,2011,68.66
lbr,2012,67.7
lbr,2013,66.59
lbr,2014,66.1
lbr,2015,66.1
lbr,2016,65.54
lbr,2017,65.13
lbr,2018,64.83
lbr,2019,65.08
lby,1991,26.61
lby,1992,26.87
lby,1993,27.22
lby,1994,27.37
lby,1995,28.21
lby,1996,28.5
lby,1997,28.96
lby,1998,29.42
lby,1999,29.88
