global,time,sh_h2o_smdw_zs
world,2000,61.72681
world,2001,61.99468
world,2002,62.53974
world,2003,62.82667
world,2004,63.11558
world,2005,63.39525
world,2006,63.68991
world,2007,63.97723
world,2008,64.2601
world,2009,65.01367
world,2010,65.76048
world,2011,66.60258
world,2012,67.48274
world,2013,68.3915
world,2014,69.29678
world,2015,70.19937
world,2016,71.0935
world,2017,71.97966
world,2018,72.84988
world,2019,73.6612
world,2020,74.26603
