geo,time,sl_ind_empl_ma_zs
lby,2001,29.13
lby,2002,29.41
lby,2003,30.55
lby,2004,30.86
lby,2005,32.1
lby,2006,32.74
lby,2007,33.22
lby,2008,34.02
lby,2009,34.12
lby,2010,34.07
lby,2011,31.86
lby,2012,30.63
lby,2013,28.59
lby,2014,26.81
lby,2015,25.65
lby,2016,25.12
lby,2017,26.72
lby,2018,27.77
lby,2019,27.94
lca,1991,24.07
lca,1992,24.09
lca,1993,23.93
lca,1994,21.26
lca,1995,30.02
lca,1996,24.78
lca,1997,23.37
lca,1998,21.85
lca,1999,23.2
lca,2000,24.38
lca,2001,22.96
lca,2002,21.81
lca,2003,21.13
lca,2004,21.83
lca,2005,25.89
lca,2006,27.29
lca,2007,25.78
lca,2008,26.64
lca,2009,26.34
lca,2010,25.71
lca,2011,25.83
lca,2012,25.46
lca,2013,24.92
lca,2014,24.64
lca,2015,24.62
lca,2016,24.62
lca,2017,24.43
lca,2018,21.59
lca,2019,21.36
lka,1991,24.27
lka,1992,18.62
lka,1993,20.19
lka,1994,17.24
lka,1995,22.72
lka,1996,22.55
lka,1997,24.06
lka,1998,23.28
lka,1999,23.39
lka,2000,23.69
lka,2001,23.37
lka,2002,23.37
lka,2003,23.65
lka,2004,23.92
lka,2005,24.32
lka,2006,24.85
lka,2007,25.26
lka,2008,25.62
lka,2009,25.86
lka,2010,25.43
lka,2011,25.74
lka,2012,26.07
lka,2013,26.34
lka,2014,26.42
lka,2015,25.93
lka,2016,26.81
lka,2017,29
lka,2018,28.91
lka,2019,28.89
lso,1991,12.69
lso,1992,12.72
lso,1993,12.73
lso,1994,12.76
lso,1995,12.78
lso,1996,12.83
lso,1997,12.87
lso,1998,12.87
lso,1999,12.85
lso,2000,12.92
lso,2001,13.06
lso,2002,13.14
lso,2003,13.27
lso,2004,13.38
lso,2005,13.52
lso,2006,13.73
lso,2007,13.9
lso,2008,14.13
lso,2009,14.24
lso,2010,14.29
lso,2011,14.46
lso,2012,14.63
lso,2013,14.73
lso,2014,14.79
lso,2015,14.84
lso,2016,14.86
lso,2017,14.71
lso,2018,14.57
lso,2019,14.44
ltu,1991,36.15
ltu,1992,34.85
ltu,1993,34.21
ltu,1994,33.87
ltu,1995,33.85
ltu,1996,33.91
ltu,1997,34.82
ltu,1998,35.3
ltu,1999,32.55
ltu,2000,32.79
ltu,2001,32.51
ltu,2002,34.71
ltu,2003,33.95
ltu,2004,36.28
ltu,2005,37.03
ltu,2006,39.65
ltu,2007,41.06
ltu,2008,41.87
ltu,2009,36.91
ltu,2010,33.4
ltu,2011,33.35
ltu,2012,34.62
ltu,2013,35.2
ltu,2014,33.61
ltu,2015,34.03
ltu,2016,35.16
ltu,2017,35.16
ltu,2018,35.15
ltu,2019,35.05
lux,1991,37.72
lux,1992,37.68
lux,1993,37.29
lux,1994,38.02
lux,1995,34.71
lux,1996,32.12
lux,1997,33.23
lux,1998,30.41
lux,1999,31.5
lux,2000,30.17
lux,2001,31.17
lux,2002,29.07
lux,2003,28.25
lux,2004,27.44
lux,2005,25.54
lux,2006,25.19
lux,2007,25.57
lux,2008,22.01
lux,2009,19.48
lux,2010,19.7
lux,2011,20.34
lux,2012,19.52
lux,2013,18.1
lux,2014,16.33
lux,2015,19.12
lux,2016,18.04
lux,2017,17.05
lux,2018,18.21
lux,2019,16.32
lva,1991,37.43
lva,1992,35.55
lva,1993,34.51
lva,1994,34.65
lva,1995,34.18
lva,1996,33.74
lva,1997,32.43
lva,1998,34.07
lva,1999,33.19
lva,2000,34.43
lva,2001,34.33
lva,2002,35.36
lva,2003,35.36
lva,2004,35.68
lva,2005,35.2
lva,2006,37.82
lva,2007,41.08
lva,2008,41.13
lva,2009,34.14
lva,2010,33.47
lva,2011,32.34
lva,2012,33.16
lva,2013,34.47
lva,2014,34.9
lva,2015,34.67
lva,2016,35.24
lva,2017,33.95
lva,2018,34.52
lva,2019,35.72
mac,1991,52.49
mac,1992,52.34
mac,1993,51.73
mac,1994,51.12
mac,1995,50.14
mac,1996,49.26
mac,1997,48.41
mac,1998,47.52
mac,1999,45.89
mac,2000,43.09
mac,2001,46.74
mac,2002,44.32
mac,2003,41.88
mac,2004,39.64
mac,2005,39.7
mac,2006,37.11
mac,2007,29.88
mac,2008,32.59
mac,2009,26.53
mac,2010,23.13
mac,2011,21.89
mac,2012,21.78
mac,2013,21.71
mac,2014,26.74
mac,2015,27.04
mac,2016,23.57
mac,2017,18.23
mac,2018,17.19
mac,2019,16.64
mar,1991,20.11
mar,1992,19.82
mar,1993,19.54
mar,1994,19.93
mar,1995,19.35
mar,1996,20.06
mar,1997,19.68
mar,1998,20.12
mar,1999,19.88
mar,2000,19.86
mar,2001,20.43
mar,2002,20.48
mar,2003,20.7
mar,2004,20.45
mar,2005,20.83
mar,2006,22.4
mar,2007,22.94
mar,2008,23.72
mar,2009,24.05
mar,2010,24.57
mar,2011,25.13
mar,2012,24.61
mar,2013,24.93
mar,2014,25.08
mar,2015,25.46
mar,2016,25.34
mar,2017,25.72
mar,2018,25.96
mar,2019,26.15
mda,1991,30.08
mda,1992,31.65
mda,1993,26.01
mda,1994,23.67
mda,1995,21.22
mda,1996,18.98
mda,1997,18.56
mda,1998,18.86
mda,1999,17.61
mda,2000,17.9
mda,2001,17.92
mda,2002,18.43
mda,2003,20.49
mda,2004,21.27
mda,2005,20.78
mda,2006,24.14
mda,2007,25.16
mda,2008,25.66
mda,2009,25.12
mda,2010,24.86
mda,2011,25
mda,2012,25.71
mda,2013,22.92
mda,2014,23.24
mda,2015,23.85
mda,2016,22.26
mda,2017,20.66
mda,2018,25.87
mda,2019,28.43
mdg,1991,10.63
mdg,1992,10.54
mdg,1993,10.43
mdg,1994,10.24
mdg,1995,10.17
mdg,1996,10.02
mdg,1997,9.81
mdg,1998,9.6
mdg,1999,9.34
mdg,2000,8.87
mdg,2001,8.37
mdg,2002,7.87
mdg,2003,7.35
mdg,2004,6.19
mdg,2005,5.11
mdg,2006,5.43
mdg,2007,5.75
mdg,2008,6.1
mdg,2009,6.31
mdg,2010,6.66
mdg,2011,7.11
mdg,2012,7.74
mdg,2013,8.01
mdg,2014,8.14
mdg,2015,8.22
mdg,2016,8.37
mdg,2017,8.43
mdg,2018,8.5
mdg,2019,8.55
mdv,1991,21.37
mdv,1992,21.04
mdv,1993,20.69
mdv,1994,20.4
mdv,1995,20.14
mdv,1996,19.92
mdv,1997,19.81
mdv,1998,19.7
mdv,1999,19.52
mdv,2000,19.09
mdv,2001,18.46
mdv,2002,18.38
mdv,2003,18.53
mdv,2004,17.77
mdv,2005,16.48
mdv,2006,16.34
mdv,2007,15.9
mdv,2008,15.93
mdv,2009,15.36
mdv,2010,15.7
mdv,2011,16.17
mdv,2012,16.25
mdv,2013,16.42
mdv,2014,16.81
mdv,2015,17.28
mdv,2016,17.62
mdv,2017,17.77
mdv,2018,18.15
mdv,2019,18.2
mex,1991,27.03
mex,1992,26.99
mex,1993,26.94
mex,1994,26.97
mex,1995,26.74
mex,1996,26.92
mex,1997,27
mex,1998,27.15
mex,1999,28.28
mex,2000,29.53
mex,2001,28.15
mex,2002,28.39
mex,2003,28.71
mex,2004,29.27
mex,2005,29.74
mex,2006,30.3
mex,2007,30.76
mex,2008,30.17
mex,2009,28.94
mex,2010,29.15
mex,2011,29.12
mex,2012,28.89
mex,2013,29.11
mex,2014,29.62
mex,2015,30.13
mex,2016,30.89
mex,2017,31.01
mex,2018,31.15
mex,2019,30.7
mkd,1991,38.62
mkd,1992,38.26
mkd,1993,37.95
mkd,1994,37.64
mkd,1995,37.44
mkd,1996,37.18
mkd,1997,36.96
mkd,1998,36.87
mkd,1999,36.86
mkd,2000,36.81
mkd,2001,35.98
mkd,2002,35.68
mkd,2003,36.06
mkd,2004,35.62
mkd,2005,34.95
mkd,2006,34.72
mkd,2007,33.05
mkd,2008,33.03
mkd,2009,32.72
mkd,2010,32.88
mkd,2011,32.99
mkd,2012,33.41
mkd,2013,33.47
mkd,2014,33.14
mkd,2015,34.53
mkd,2016,33.7
mkd,2017,34.32
mkd,2018,34.39
mkd,2019,34.24
mli,1991,8.67
mli,1992,8.66
mli,1993,8.63
mli,1994,8.64
mli,1995,8.64
mli,1996,8.65
mli,1997,8.69
mli,1998,8.75
mli,1999,8.8
mli,2000,8.88
mli,2001,9.04
mli,2002,9.08
mli,2003,9.2
mli,2004,9.2
mli,2005,9.21
mli,2006,9.35
mli,2007,9.31
mli,2008,9.26
mli,2009,9.27
mli,2010,9.23
mli,2011,9.17
mli,2012,9.08
mli,2013,8.98
mli,2014,8.95
mli,2015,9.96
mli,2016,8.44
mli,2017,9.11
mli,2018,9.37
mli,2019,9.32
mlt,1991,37.47
mlt,1992,37.39
mlt,1993,37.34
mlt,1994,37.27
mlt,1995,37.18
mlt,1996,36.96
mlt,1997,36.79
mlt,1998,36.64
mlt,1999,36.4
mlt,2000,36.29
mlt,2001,34.33
mlt,2002,35.78
mlt,2003,34.72
mlt,2004,34.6
mlt,2005,35.5
mlt,2006,34.06
mlt,2007,32.38
mlt,2008,32.77
mlt,2009,31.46
mlt,2010,31.95
mlt,2011,30.85
mlt,2012,28.74
mlt,2013,27.72
mlt,2014,27.36
mlt,2015,27.37
mlt,2016,27.3
mlt,2017,26.71
mlt,2018,25.32
mlt,2019,25.9
mmr,1991,6.53
mmr,1992,7.12
mmr,1993,7.97
mmr,1994,8.15
mmr,1995,8.86
mmr,1996,9.39
mmr,1997,9.97
mmr,1998,10.33
mmr,1999,10.73
mmr,2000,11.45
mmr,2001,11.99
mmr,2002,12.86
mmr,2003,13.77
mmr,2004,14.45
mmr,2005,15.01
mmr,2006,15.64
mmr,2007,16
mmr,2008,16.45
mmr,2009,16.86
mmr,2010,17.21
mmr,2011,17.29
mmr,2012,17.47
mmr,2013,17.73
mmr,2014,18.1
mmr,2015,18.38
mmr,2016,17.33
mmr,2017,16.31
mmr,2018,17.49
mmr,2019,16.93
mne,1991,31.28
mne,1992,30.78
mne,1993,30.15
mne,1994,30.15
mne,1995,30.51
mne,1996,31.16
mne,1997,31.5
mne,1998,31.72
mne,1999,31.04
mne,2000,30.93
mne,2001,30.76
mne,2002,30.39
mne,2003,29.28
mne,2004,28.04
mne,2005,26.16
mne,2006,24.98
mne,2007,23.27
mne,2008,24.66
mne,2009,24.81
mne,2010,25.96
mne,2011,27.31
mne,2012,25.49
mne,2013,25.88
mne,2014,25.59
mne,2015,25.28
mne,2016,25.32
mne,2017,24.77
mne,2018,27.53
mne,2019,28.29
mng,1991,21.53
mng,1992,19.89
mng,1993,19.01
mng,1994,18.86
mng,1995,19.51
mng,1996,19.63
mng,1997,19.65
mng,1998,18.66
mng,1999,18.3
mng,2000,16.64
mng,2001,16.12
mng,2002,15.32
mng,2003,13.78
mng,2004,18.29
mng,2005,18.65
mng,2006,19.23
mng,2007,16.29
mng,2008,18.43
mng,2009,18.44
mng,2010,20.17
mng,2011,21.89
mng,2012,23.97
mng,2013,26.06
mng,2014,26.72
mng,2015,26.51
mng,2016,24.46
mng,2017,25.37
mng,2018,26.73
mng,2019,27.68
moz,1991,5.36
moz,1992,5.37
moz,1993,5.4
moz,1994,5.45
moz,1995,5.51
moz,1996,5.62
moz,1997,5.77
moz,1998,5.91
moz,1999,6.09
moz,2000,6.28
moz,2001,6.57
moz,2002,6.82
moz,2003,7.13
moz,2004,7.54
moz,2005,7.95
moz,2006,8.41
moz,2007,8.88
moz,2008,9.35
moz,2009,9.84
moz,2010,10.38
moz,2011,10.95
moz,2012,11.53
moz,2013,12.11
moz,2014,12.69
moz,2015,13.37
moz,2016,13.76
moz,2017,14.02
moz,2018,14.28
moz,2019,14.43
mrt,1991,19.33
mrt,1992,19.23
mrt,1993,19.14
mrt,1994,18.98
mrt,1995,18.89
mrt,1996,18.77
mrt,1997,18.53
mrt,1998,18.34
mrt,1999,18.16
mrt,2000,17.84
mrt,2001,17.66
mrt,2002,17.58
mrt,2003,17.6
mrt,2004,17.67
mrt,2005,17.77
mrt,2006,17.91
mrt,2007,17.91
mrt,2008,17.89
mrt,2009,17.86
mrt,2010,17.83
mrt,2011,17.83
mrt,2012,17.85
mrt,2013,17.84
mrt,2014,17.86
mrt,2015,17.86
mrt,2016,17.8
mrt,2017,17.78
mrt,2018,17.71
mrt,2019,17.68
mus,1991,36.24
mus,1992,36.18
mus,1993,36.18
mus,1994,36.18
mus,1995,38.59
mus,1996,35.66
mus,1997,34.8
mus,1998,35.39
mus,1999,35.5
mus,2000,37.15
mus,2001,36.08
mus,2002,36.89
mus,2003,35.26
mus,2004,34.72
mus,2005,34.18
mus,2006,34.55
mus,2007,34.76
mus,2008,35.09
mus,2009,32.91
mus,2010,32.66
mus,2011,32.11
mus,2012,32.39
mus,2013,32.09
mus,2014,31.57
mus,2015,31.11
mus,2016,30.39
mus,2017,29.77
mus,2018,29.27
mus,2019,28.95
mwi,1991,9.34
mwi,1992,9.34
mwi,1993,9.18
mwi,1994,9.3
mwi,1995,9.22
mwi,1996,9.15
mwi,1997,9.12
mwi,1998,9.05
mwi,1999,8.93
mwi,2000,8.77
mwi,2001,8.57
mwi,2002,8.44
mwi,2003,8.41
mwi,2004,8.3
mwi,2005,8.24
mwi,2006,8.28
mwi,2007,8.36
mwi,2008,8.29
mwi,2009,8.25
mwi,2010,8.25
mwi,2011,8.24
mwi,2012,8.17
mwi,2013,8.11
mwi,2014,8.08
mwi,2015,8.03
mwi,2016,7.96
mwi,2017,7.88
mwi,2018,7.8
mwi,2019,7.71
mys,1991,30.8
mys,1992,31.35
mys,1993,32.15
mys,1994,32.49
mys,1995,32.94
mys,1996,33.73
mys,1997,35.8
mys,1998,33.7
mys,1999,33.36
mys,2000,34
mys,2001,34.99
mys,2002,34.56
mys,2003,34.84
mys,2004,32.99
mys,2005,32.61
mys,2006,33.24
mys,2007,31.64
mys,2008,32.18
mys,2009,30.82
mys,2010,31.53
mys,2011,32.71
mys,2012,31.93
mys,2013,32.68
mys,2014,32.66
mys,2015,32.55
mys,2016,32.09
mys,2017,32.06
mys,2018,31.31
mys,2019,31.32
nam,1991,21.28
nam,1992,20.99
nam,1993,20.65
nam,1994,20.18
nam,1995,19.98
nam,1996,19.77
nam,1997,19.58
nam,1998,18.66
nam,1999,17.76
nam,2000,16.94
nam,2001,17.43
nam,2002,17.96
nam,2003,18.65
nam,2004,19.32
nam,2005,19.59
nam,2006,20
nam,2007,20.37
nam,2008,20.64
nam,2009,20.91
nam,2010,21.11
nam,2011,21.36
nam,2012,21.63
nam,2013,23.28
nam,2014,23.84
nam,2015,26.93
nam,2016,30.27
nam,2017,27.44
nam,2018,24.85
nam,2019,24.96
ncl,1991,33.66
ncl,1992,33.79
ncl,1993,34.1
ncl,1994,34.19
ncl,1995,34.33
ncl,1996,34.24
ncl,1997,35.58
ncl,1998,35.91
ncl,1999,35.47
ncl,2000,34.85
ncl,2001,34.43
ncl,2002,33.9
ncl,2003,33.23
ncl,2004,32.37
ncl,2005,32.07
ncl,2006,32.29
ncl,2007,33.25
ncl,2008,33.89
ncl,2009,33.7
ncl,2010,33.6
ncl,2011,34.5
ncl,2012,35.06
ncl,2013,35.37
ncl,2014,34.84
ncl,2015,35.07
ncl,2016,35.24
ncl,2017,35.17
ncl,2018,35.27
ncl,2019,35.49
ner,1991,6.38
ner,1992,6.31
ner,1993,6.24
ner,1994,6.19
ner,1995,6.11
ner,1996,6.02
ner,1997,5.95
ner,1998,5.82
ner,1999,5.71
ner,2000,5.63
ner,2001,5.5
ner,2002,5.4
ner,2003,5.31
ner,2004,5.27
ner,2005,5.18
ner,2006,5.13
ner,2007,5.1
ner,2008,5.04
ner,2009,5.04
ner,2010,5
ner,2011,4.99
ner,2012,5.03
ner,2013,5.04
ner,2014,5
ner,2015,4.97
ner,2016,4.9
ner,2017,4.86
ner,2018,4.8
ner,2019,4.77
nga,1991,13.05
nga,1992,12.99
nga,1993,12.87
nga,1994,12.76
nga,1995,12.63
nga,1996,12.54
nga,1997,12.44
nga,1998,12.31
nga,1999,12.17
nga,2000,12.09
nga,2001,12.07
nga,2002,12.08
nga,2003,12.06
nga,2004,12.1
nga,2005,11.41
nga,2006,10.83
nga,2007,10.36
nga,2008,10
nga,2009,9.74
nga,2010,9.58
nga,2011,9.55
nga,2012,10.41
nga,2013,11.34
nga,2014,11.4
nga,2015,11.45
nga,2016,11.47
nga,2017,11.44
nga,2018,11.36
nga,2019,11.27
nic,1991,17.55
nic,1992,17.41
nic,1993,17.24
nic,1994,17.38
nic,1995,17.53
nic,1996,17.71
nic,1997,17.78
nic,1998,17.87
nic,1999,18.32
nic,2000,18.41
nic,2001,18.53
nic,2002,18.43
nic,2003,18.55
nic,2004,19.35
nic,2005,20.06
nic,2006,20.2
nic,2007,20.84
nic,2008,20.14
nic,2009,19.35
nic,2010,19.26
nic,2011,19.44
nic,2012,19.72
nic,2013,19.77
nic,2014,19.84
nic,2015,20.05
nic,2016,20.25
nic,2017,20.44
nic,2018,19.51
nic,2019,18.72
nld,1991,33.71
nld,1992,33.53
nld,1993,33.06
nld,1994,32.74
nld,1995,32.41
nld,1996,32.45
nld,1997,32.31
nld,1998,31.78
nld,1999,31.59
nld,2000,30.62
nld,2001,31.2
nld,2002,30.23
nld,2003,29.08
nld,2004,29.57
nld,2005,30.71
nld,2006,30.39
nld,2007,29.35
nld,2008,28.45
nld,2009,27.79
nld,2010,26.89
nld,2011,26.21
nld,2012,26.3
nld,2013,25.35
nld,2014,24.79
nld,2015,25.2
nld,2016,25.2
nld,2017,25.33
nld,2018,24.63
nld,2019,24.59
nor,1991,34.84
nor,1992,34.76
nor,1993,34.58
nor,1994,34.64
nor,1995,34.49
nor,1996,34.01
nor,1997,34.93
nor,1998,34.2
nor,1999,33.41
nor,2000,32.65
nor,2001,32.78
nor,2002,33.16
nor,2003,33.25
nor,2004,32.05
nor,2005,32.31
nor,2006,32.35
nor,2007,33
nor,2008,33.02
nor,2009,32.22
nor,2010,31.21
nor,2011,31.85
nor,2012,31.74
nor,2013,31.99
nor,2014,32.18
nor,2015,31.69
nor,2016,30.78
nor,2017,30.76
nor,2018,30.57
nor,2019,30.61
npl,1991,3.99
npl,1992,4.66
npl,1993,5.42
npl,1994,6.44
npl,1995,7.52
npl,1996,8.85
npl,1997,10.44
npl,1998,12.19
npl,1999,14.34
npl,2000,15.3
npl,2001,15.95
npl,2002,16.21
npl,2003,16.66
npl,2004,17.03
npl,2005,17.28
npl,2006,17.51
npl,2007,17.7
npl,2008,18.17
npl,2009,18.44
npl,2010,18.82
npl,2011,19.19
npl,2012,19.8
npl,2013,20.45
npl,2014,21.21
npl,2015,21.67
npl,2016,21.59
npl,2017,22.34
npl,2018,22.88
npl,2019,23.31
nzl,1991,33.73
nzl,1992,33.54
nzl,1993,33.53
nzl,1994,33.78
nzl,1995,33.44
nzl,1996,33.14
nzl,1997,32.78
nzl,1998,33.17
nzl,1999,32.08
nzl,2000,32.48
nzl,2001,31.97
nzl,2002,31.99
nzl,2003,31.89
nzl,2004,32.33
nzl,2005,32.11
nzl,2006,32.73
nzl,2007,32.34
nzl,2008,31.47
nzl,2009,30.6
nzl,2010,30.14
nzl,2011,29.45
nzl,2012,29.28
nzl,2013,29.22
nzl,2014,30.12
nzl,2015,31.86
nzl,2016,30.1
nzl,2017,30.29
nzl,2018,29.3
nzl,2019,28.64
omn,1991,7.49
omn,1992,7.59
omn,1993,7.64
omn,1994,7.65
omn,1995,7.73
omn,1996,7.81
omn,1997,8.54
omn,1998,9.11
omn,1999,9.79
omn,2000,10.71
omn,2001,12.22
omn,2002,13.84
omn,2003,15.65
omn,2004,17.71
omn,2005,20.27
omn,2006,23.12
omn,2007,26.05
omn,2008,29.12
omn,2009,35.06
omn,2010,42.36
omn,2011,41.03
omn,2012,40.39
omn,2013,39.21
omn,2014,38.12
omn,2015,37.13
omn,2016,36.28
omn,2017,35.9
omn,2018,36.34
omn,2019,35.79
pak,1991,22.49
pak,1992,22.57
pak,1993,22.48
pak,1994,22.43
pak,1995,22.29
pak,1996,22.33
pak,1997,22.16
pak,1998,22.02
pak,1999,21.92
pak,2000,21.89
pak,2001,21.76
pak,2002,21.61
pak,2003,21.74
pak,2004,21.6
pak,2005,21.43
pak,2006,22.03
pak,2007,22.9
pak,2008,21.99
pak,2009,23.06
pak,2010,23.98
pak,2011,24.5
pak,2012,25.25
pak,2013,26.06
pak,2014,25.58
pak,2015,26.6
pak,2016,26.11
pak,2017,26.62
pak,2018,27.12
pak,2019,27.03
pan,1991,16.4
pan,1992,19.73
pan,1993,20.73
pan,1994,21.89
pan,1995,21.57
pan,1996,21.54
pan,1997,22
pan,1998,21.92
pan,1999,22.28
pan,2000,21.76
pan,2001,21.67
pan,2002,21.19
pan,2003,22.01
pan,2004,22.55
pan,2005,21.81
pan,2006,23.28
pan,2007,24.77
pan,2008,24.1
pan,2009,24.37
pan,2010,23.92
pan,2011,24.06
pan,2012,23.94
pan,2013,26.12
pan,2014,26.13
pan,2015,24.55
pan,2016,23.69
pan,2017,24.19
pan,2018,24.68
pan,2019,23.17
per,1991,18.05
per,1992,17.94
per,1993,17.99
per,1994,18.29
per,1995,18.61
per,1996,18.63
per,1997,18.87
per,1998,18.61
per,1999,18.43
per,2000,18.13
per,2001,18.25
per,2002,18.4
per,2003,18.08
per,2004,19.23
per,2005,18.23
per,2006,19.43
per,2007,21.21
per,2008,21.26
per,2009,21.67
per,2010,22.65
per,2011,22.17
per,2012,23.06
per,2013,23.15
per,2014,22.49
per,2015,22.91
per,2016,22.25
per,2017,21.35
per,2018,21
per,2019,21.01
phl,1991,15.09
phl,1992,15.3
phl,1993,15.01
phl,1994,15.36
phl,1995,15.8
phl,1996,16.33
phl,1997,17.7
phl,1998,17.86
phl,1999,17.06
phl,2000,17.61
phl,2001,17.73
phl,2002,17.99
phl,2003,18.04
phl,2004,18.09
phl,2005,18.06
phl,2006,18.26
phl,2007,18.6
phl,2008,18.54
phl,2009,18.62
phl,2010,19.06
phl,2011,18.53
phl,2012,18.61
phl,2013,19.08
phl,2014,19.75
phl,2015,20.26
phl,2016,22.14
phl,2017,23.44
phl,2018,24.87
phl,2019,25.07
png,1991,4.91
png,1992,5.06
png,1993,5.23
png,1994,5.37
png,1995,5.26
png,1996,5.77
png,1997,5.71
png,1998,5.64
png,1999,5.7
png,2000,6.03
png,2001,6.41
png,2002,6.87
png,2003,7.18
png,2004,7.58
png,2005,7.96
png,2006,8.6
png,2007,9.32
png,2008,9.59
png,2009,10.8
png,2010,13.05
png,2011,13.51
png,2012,14.8
png,2013,15.9
png,2014,16.62
png,2015,18.04
png,2016,18.49
png,2017,19.22
png,2018,20.02
png,2019,20.99
pol,1991,45.67
pol,1992,44.28
pol,1993,43.39
pol,1994,42.93
pol,1995,42.66
pol,1996,42.37
pol,1997,42.08
pol,1998,41.92
pol,1999,41.54
pol,2000,40.99
pol,2001,40.75
pol,2002,37.87
pol,2003,37.81
pol,2004,38.34
pol,2005,38.98
pol,2006,39.99
pol,2007,41.07
pol,2008,43.1
pol,2009,42.65
pol,2010,41.83
pol,2011,42.07
pol,2012,41.95
pol,2013,42.12
pol,2014,41.87
pol,2015,41.94
pol,2016,43.24
pol,2017,43.3
pol,2018,43.47
pol,2019,43.87
pri,1991,26.71
pri,1992,26.96
pri,1993,27.02
pri,1994,26.49
pri,1995,26.19
pri,1996,25.11
pri,1997,25.9
pri,1998,26.86
pri,1999,27.64
pri,2000,27.51
pri,2001,27.17
pri,2002,25.66
pri,2003,25.25
pri,2004,25.47
pri,2005,24.86
pri,2006,25.57
pri,2007,25.92
pri,2008,24.48
pri,2009,23.9
pri,2010,23.78
pri,2011,23.5
pri,2012,23.14
pri,2013,22.86
pri,2014,22.59
pri,2015,22.29
pri,2016,22
pri,2017,21.64
pri,2018,21.27
pri,2019,20.98
prk,1991,31.75
prk,1992,30.5
prk,1993,29.35
prk,1994,28.3
prk,1995,27.07
prk,1996,25.84
prk,1997,24.11
prk,1998,23.19
prk,1999,23.58
prk,2000,23.01
prk,2001,23.01
prk,2002,22.58
prk,2003,22.34
prk,2004,22.12
prk,2005,22.28
prk,2006,21.45
prk,2007,20.69
prk,2008,20.7
prk,2009,20.01
prk,2010,19.45
prk,2011,19.09
prk,2012,18.86
prk,2013,18.62
prk,2014,18.42
prk,2015,17.89
prk,2016,18.14
prk,2017,17.18
prk,2018,16.24
prk,2019,16.7
prt,1991,40.9
prt,1992,40.75
prt,1993,40.02
prt,1994,39.18
prt,1995,39.59
prt,1996,38.61
prt,1997,39.65
prt,1998,43.91
prt,1999,43.27
prt,2000,44.16
prt,2001,42.67
prt,2002,43.4
prt,2003,42.69
prt,2004,40.84
prt,2005,40.58
prt,2006,40.28
prt,2007,40.71
prt,2008,39.81
prt,2009,38.43
prt,2010,37.53
prt,2011,36.9
prt,2012,34.78
prt,2013,32.1
prt,2014,32.19
prt,2015,32.99
prt,2016,33.39
prt,2017,33.7
prt,2018,33.92
prt,2019,33.88
pry,1991,20.76
pry,1992,20.69
pry,1993,20.72
pry,1994,20.78
pry,1995,20.86
pry,1996,20.75
pry,1997,20.73
pry,1998,20.44
pry,1999,20.09
pry,2000,19.71
pry,2001,19.25
pry,2002,18.73
pry,2003,19.43
pry,2004,20.04
pry,2005,19.89
pry,2006,21.71
pry,2007,23.99
pry,2008,24.78
pry,2009,22.3
pry,2010,25.59
pry,2011,23.47
pry,2012,22.61
pry,2013,23.82
pry,2014,25.61
pry,2015,26.29
pry,2016,26.42
pry,2017,27.45
pry,2018,25.5
pry,2019,24.38
pse,1991,36.59
pse,1992,37.68
pse,1993,38.32
pse,1994,39.91
pse,1995,39.94
pse,1996,39.11
pse,1997,40.01
pse,1998,41.44
pse,1999,42.98
pse,2000,38.31
pse,2001,31.53
pse,2002,26.73
pse,2003,29.32
pse,2004,28.01
pse,2005,29.61
pse,2006,26.98
pse,2007,27.11
pse,2008,26.38
pse,2009,26.9
pse,2010,28.18
pse,2011,29.63
pse,2012,30.44
pse,2013,31.65
pse,2014,31.8
pse,2015,32.24
pse,2016,33.71
pse,2017,34.25
pse,2018,35.34
pse,2019,34.6
pyf,1991,18.5
pyf,1992,18.63
pyf,1993,18.69
pyf,1994,18.75
pyf,1995,18.85
pyf,1996,19.03
pyf,1997,20
pyf,1998,20.87
pyf,1999,21.65
pyf,2000,22.46
pyf,2001,23.34
pyf,2002,24.22
pyf,2003,24.43
pyf,2004,24.34
pyf,2005,24.43
pyf,2006,24.37
pyf,2007,24.49
pyf,2008,24.7
pyf,2009,24.61
pyf,2010,24.35
pyf,2011,24
pyf,2012,23.99
pyf,2013,24.07
pyf,2014,24.22
pyf,2015,24.37
pyf,2016,24.53
pyf,2017,24.69
pyf,2018,24.85
pyf,2019,25.03
qat,1991,36.06
qat,1992,36.52
qat,1993,36.31
qat,1994,36.95
qat,1995,37.45
qat,1996,37.72
qat,1997,39.04
qat,1998,39.97
qat,1999,41.56
qat,2000,43.46
qat,2001,45.37
qat,2002,46.44
qat,2003,47.48
qat,2004,48.54
qat,2005,48.07
qat,2006,47.97
qat,2007,59.19
qat,2008,67.4
qat,2009,65.21
qat,2010,62.9
qat,2011,60.68
qat,2012,58.28
qat,2013,58.52
qat,2014,60.13
qat,2015,61.61
qat,2016,62.02
qat,2017,61.97
qat,2018,61.83
qat,2019,61.18
rou,1991,45.33
rou,1992,43.52
rou,1993,42.05
rou,1994,38.35
rou,1995,36.68
rou,1996,36.53
rou,1997,36.39
rou,1998,34.5
rou,1999,32.65
rou,2000,30.59
rou,2001,30.23
rou,2002,33.98
rou,2003,33.38
rou,2004,35.34
rou,2005,35.14
rou,2006,35.22
rou,2007,36.98
rou,2008,37.94
rou,2009,36.57
rou,2010,34.97
rou,2011,35.57
