geo,time,gc_tax_ypkg_rv_zs
fra,2002,24.26617
fra,2003,23.78289
fra,2004,24.11878
fra,2005,24.36982
fra,2006,25.25546
fra,2007,25.2049
fra,2008,25.83188
fra,2009,23.06393
fra,2010,23.24686
fra,2011,24.42777
fra,2012,25.49045
fra,2013,25.86342
fra,2014,25.43522
fra,2015,25.48822
fra,2016,25.28325
fra,2017,25.68205
fra,2018,27.46819
fra,2019,28.23119
fsm,2008,5.91451
fsm,2009,3.93396
fsm,2010,4.13175
fsm,2011,5.72167
fsm,2012,5.43824
fsm,2013,8.23738
fsm,2014,27.79243
fsm,2015,7.54875
fsm,2016,8.01346
fsm,2017,15.90196
fsm,2018,43.19855
fsm,2019,35.55682
gab,2012,21.12389
gab,2013,24.52664
gab,2014,25.12165
gab,2015,27.31488
gab,2016,22.64317
gab,2017,24.3647
gab,2018,28.76029
gab,2019,29.40485
gbr,1972,39.39693
gbr,1973,41.12206
gbr,1974,42.91055
gbr,1975,44.41964
gbr,1976,43.45265
gbr,1977,41.99454
gbr,1978,40.91744
gbr,1979,39.06197
gbr,1980,37.52292
gbr,1981,38.93261
gbr,1982,38.09799
gbr,1983,38.59304
gbr,1984,38.5733
gbr,1985,39.29045
gbr,1986,38.48927
gbr,1987,39.03871
gbr,1988,38.42316
gbr,1989,40.4244
gbr,1990,39.05027
gbr,1991,37.58133
gbr,1992,36.35215
gbr,1993,35.352
gbr,1994,35.83421
gbr,1995,36.09823
gbr,1996,35.62316
gbr,1997,36.21542
gbr,1998,38.1687
gbr,1999,37.67153
gbr,2000,38.70888
gbr,2001,38.26331
gbr,2002,37.11367
gbr,2003,36.21711
gbr,2004,36.52207
gbr,2005,37.46355
gbr,2006,38.35241
gbr,2007,38.33808
gbr,2008,36.5521
gbr,2009,37.00507
gbr,2010,36.22378
gbr,2011,35.41218
gbr,2012,33.22175
gbr,2013,32.63374
gbr,2014,32.79691
gbr,2015,32.78471
gbr,2016,33.36046
gbr,2017,33.28768
gbr,2018,33.2191
gbr,2019,32.79121
geo,1995,19.51123
geo,1996,16.29332
geo,1997,17.41024
geo,1998,19.71731
geo,1999,19.83492
geo,2000,21.48638
geo,2001,19.14552
geo,2002,20.11846
geo,2003,20.06475
geo,2004,19.19868
geo,2005,18.48981
geo,2006,20.36866
geo,2007,22.32567
geo,2008,33.74011
geo,2009,32.83906
geo,2010,32.2985
geo,2011,36.65939
geo,2012,36.3907
geo,2013,35.78909
geo,2014,33.13221
geo,2015,33.50386
geo,2016,33.14262
geo,2017,30.94428
geo,2018,33.5365
geo,2019,32.43153
geo,2020,33.53128
gha,1990,20.62793
gha,1991,15.98587
gha,1992,16.95572
gha,1993,15.23025
gha,2001,22.30718
gha,2002,27.07551
gha,2003,21.74854
gha,2004,19.4704
gha,2005,20.76831
gha,2006,20.12587
gha,2007,18.73542
gha,2008,20.13915
gha,2009,22.61322
gha,2010,24.77714
gha,2011,24.68342
gha,2012,35.20476
gha,2013,34.15955
gha,2016,28.25335
gha,2017,33.753
gha,2018,39.41586
gha,2019,42.49395
gin,1990,7.33532
gin,1991,5.01464
gin,1992,10.99293
gmb,1990,9.72629
gnb,2017,13.9898
gnb,2019,18.49047
gnq,2006,22.19329
gnq,2007,18.36912
gnq,2008,21.18949
gnq,2009,35.73129
gnq,2010,25.30548
gnq,2011,22.00938
gnq,2012,27.09509
gnq,2013,30.52204
gnq,2014,29.8242
gnq,2015,37.40664
gnq,2016,27.88189
gnq,2017,21.50263
gnq,2018,21.90895
gnq,2019,39.99237
grc,1972,12.16367
grc,1973,13.12622
grc,1974,16.51127
grc,1975,13.32442
grc,1976,16.39043
grc,1977,14.16799
grc,1978,15.12868
grc,1979,16.22204
grc,1980,17.38932
grc,1981,15.45247
grc,1982,19.137
grc,1983,16.36079
grc,1984,17.93787
grc,1985,17.70665
grc,1986,18.0272
grc,1987,17.49638
grc,1988,18.02477
grc,1989,18.91792
grc,1990,20.41909
grc,1995,17.27129
grc,1996,16.08618
grc,1997,17.00237
grc,1998,19.8416
grc,1999,20.65945
grc,2000,21.8797
grc,2001,19.89332
grc,2002,20.71643
grc,2003,19.37406
grc,2004,19.17974
grc,2005,21.26864
grc,2006,19.53907
grc,2007,18.95366
grc,2008,18.62647
grc,2009,20.11777
grc,2010,17.79178
grc,2011,17.08449
grc,2012,18.87181
grc,2013,16.48048
grc,2014,19.03046
grc,2015,17.94935
grc,2016,18.64186
grc,2017,18.76172
grc,2018,19.407
grc,2019,18.21951
gtm,1990,18.17999
gtm,1991,24.35163
gtm,1992,17.46131
gtm,1993,20.54901
gtm,1994,14.70259
gtm,1995,19.05774
gtm,1996,23.57627
gtm,1997,23.74793
gtm,1998,20.07799
gtm,1999,20.46255
gtm,2000,23.71526
gtm,2001,22.75726
gtm,2002,26.13413
gtm,2003,25.81843
gtm,2004,24.53943
gtm,2005,26.00007
gtm,2006,26.27541
gtm,2007,25.81597
gtm,2008,27.35928
gtm,2009,28.57328
gtm,2010,27.67019
gtm,2011,29.61958
gtm,2012,29.42929
gtm,2013,32.73919
gtm,2014,33.85612
gtm,2015,32.91245
gtm,2016,33.62499
gtm,2017,34.2733
gtm,2018,33.37723
gtm,2019,32.70369
hnd,1972,19.21206
hnd,1973,19.56162
hnd,1974,23.52518
hnd,1975,24.16477
hnd,1976,18.80123
hnd,1977,19.08157
hnd,1978,23.77191
hnd,1979,23.48005
hnd,1980,30.75381
hnd,1981,24.1905
hnd,2003,14.81345
hnd,2004,16.90308
hnd,2005,17.51298
hnd,2006,19.86731
hnd,2007,21.44458
hnd,2008,20.20968
hnd,2009,20.39439
hnd,2010,20.18514
hnd,2011,22.66049
hnd,2012,21.61801
hnd,2013,22.24804
hnd,2014,21.51213
hnd,2015,23.36493
hrv,1991,16.8544
hrv,1992,9.07118
hrv,1993,6.62683
hrv,1994,10.41159
hrv,2001,6.6199
hrv,2002,7.4113
hrv,2003,7.5218
hrv,2004,7.32456
hrv,2005,7.8906
hrv,2006,8.93737
hrv,2007,9.81391
hrv,2008,9.46113
hrv,2009,9.24367
hrv,2010,8.21745
hrv,2011,8.00203
hrv,2012,6.48133
hrv,2013,6.84633
hrv,2014,6.035
hrv,2015,6.76874
hrv,2016,7.35001
hrv,2017,7.27968
hrv,2018,7.29419
hrv,2019,7.48506
hun,1981,18.52207
hun,1982,16.00182
hun,1983,17.68834
hun,1984,17.58221
hun,1985,12.97568
hun,1986,16.19974
hun,1987,17.73168
hun,1988,15.64755
hun,1989,18.1828
hun,1990,17.90397
hun,1991,22.46531
hun,1992,16.23489
hun,1993,17.07331
hun,1994,16.88556
hun,1995,16.05194
hun,1996,17.7911
hun,1997,18.04476
hun,1998,17.93752
hun,1999,19.43816
hun,2000,19.73006
hun,2001,21.07853
hun,2002,21.49922
hun,2003,19.52427
hun,2004,17.86715
hun,2005,18.48542
hun,2006,19.42519
hun,2007,20.48778
hun,2008,24.70594
hun,2009,22.85401
hun,2010,19.06671
hun,2011,15.4636
hun,2012,15.37764
hun,2013,14.77015
hun,2014,15.2262
hun,2015,15.17928
hun,2016,16.89037
hun,2017,17.06362
hun,2018,16.01993
hun,2019,16.28495
idn,1972,44.87578
idn,1973,48.13725
idn,1974,65.46645
idn,1975,65.52174
idn,1976,66.50943
idn,1977,67.3913
idn,1978,66.69712
idn,1979,71.46099
idn,1980,78.01268
idn,1981,72.46967
idn,1982,76.88646
idn,1983,73.57359
idn,1984,67.03162
idn,1985,66.13751
idn,1986,40.36766
idn,1987,47.5687
idn,1988,55.94902
idn,1989,57.53961
idn,1990,61.83794
idn,1991,58.04315
idn,1992,53.87126
idn,1993,49.32881
idn,1994,47.35751
idn,1995,46.10755
idn,1996,50.24754
idn,1997,57.04653
idn,1998,61.83267
idn,1999,59.49526
idn,2001,30.68006
idn,2002,32.05511
idn,2003,32.92687
idn,2004,28.1863
idn,2008,33.30097
idn,2009,37.42196
idn,2010,35.88373
idn,2011,35.61608
idn,2012,34.75911
idn,2013,35.20136
idn,2014,35.25151
idn,2015,39.98837
idn,2016,42.82335
idn,2017,38.81973
idn,2018,38.59532
idn,2019,39.39582
ind,1974,21.03389
ind,1975,22.78941
ind,1976,21.59102
ind,1977,20.23882
ind,1978,18.74522
ind,1979,18.68417
ind,1980,17.77221
ind,1981,18.74395
ind,1982,17.79391
ind,1983,17.15452
ind,1984,15.67446
ind,1985,15.03501
ind,1986,14.37583
ind,1987,13.8743
ind,1988,15.51359
ind,1989,14.46523
ind,1990,14.83796
ind,1991,17.25681
ind,1992,17.77099
ind,1993,19.60539
ind,1994,21.62285
ind,1995,22.50551
ind,1996,22.40548
ind,1997,20.61592
ind,1998,23.51394
ind,1999,24.61901
ind,2000,27.0145
ind,2001,26.73417
ind,2002,28.45409
ind,2003,31.50189
ind,2004,34.06766
ind,2005,35.93357
ind,2006,39.49834
ind,2007,43.92094
ind,2008,45.22831
ind,2009,50.27095
ind,2010,43.38476
ind,2011,48.38438
ind,2012,44.83891
ind,2013,46.57921
ind,2014,47.67312
ind,2015,42.85594
ind,2016,42.46948
ind,2017,45.77205
ind,2018,45.64662
irl,1972,28.05755
irl,1973,28.97862
irl,1974,29.0795
irl,1975,29.69396
irl,1976,30.14119
irl,1977,31.1433
irl,1978,31.64894
irl,1979,32.14809
irl,1980,32.78873
irl,1981,32.91168
irl,1982,30.64027
irl,1983,29.31246
irl,1984,30.78742
irl,1985,30.74417
irl,1986,33.60965
irl,1987,34.97039
irl,1988,37.27715
irl,1989,34.38072
irl,1990,35.38805
irl,1991,35.84526
irl,1992,36.51763
irl,1993,37.71846
irl,1994,39.13743
irl,1995,36.60594
irl,1996,37.87461
irl,1997,38.70753
irl,1998,39.13174
irl,1999,40.66465
irl,2000,40.67788
irl,2001,40.01189
irl,2002,39.48486
irl,2003,40.25848
irl,2004,40.26941
irl,2005,38.62664
irl,2006,39.38867
irl,2007,38.73895
irl,2008,37.07324
irl,2009,36.51482
irl,2010,35.9296
irl,2011,35.5213
irl,2012,36.85575
irl,2013,36.30257
irl,2014,36.26161
irl,2015,38.91909
irl,2016,39.33728
irl,2017,40.02411
irl,2018,41.68842
irl,2019,42.11912
irn,1972,7.8882
irn,1973,7.18367
irn,1974,3.71383
irn,1975,7.67765
irn,1976,7.70164
irn,1977,7.94382
irn,1978,12.12435
irn,1979,8.50885
irn,1980,3.88112
irn,1981,12.74382
irn,1982,7.28978
irn,1983,7.75269
irn,1984,9.49545
irn,1985,13.41904
irn,1986,21.39599
irn,1987,18.23033
irn,1988,18.15136
irn,1989,11.96345
irn,1990,9.91688
irn,1991,11.95419
irn,1992,13.05311
irn,1993,10.87095
irn,1994,11.46291
irn,1995,11.59859
irn,1996,13.6884
irn,1997,15.33761
irn,1998,19.52187
irn,1999,14.54613
irn,2000,13.45088
irn,2001,13.10771
irn,2002,9.44008
irn,2003,9.7795
irn,2004,9.44525
irn,2005,12.71989
irn,2006,12.58083
irn,2007,12.85511
irn,2008,15.53338
irn,2009,19.34771
irq,2014,1.2676
irq,2015,2.36719
irq,2016,4.80492
irq,2017,5.61283
irq,2018,2.99696
irq,2019,1.99261
isl,1972,17.31266
isl,1973,17.16287
isl,1974,12.22918
isl,1975,8.97945
isl,1976,9.37705
isl,1977,7.98052
isl,1978,9.81009
isl,1979,12.32199
isl,1980,10.71953
isl,1981,10.57932
isl,1982,11.06083
isl,1983,10.46295
isl,1984,9.20194
isl,1985,7.401
isl,1986,9.92441
isl,1987,8.47092
isl,1988,11.55755
isl,1989,16.18641
isl,1990,19.52903
isl,1991,20.26102
isl,1992,20.21671
isl,1993,20.17607
isl,1994,21.34059
isl,1995,22.16508
isl,1996,23.35954
isl,1997,21.26797
isl,1998,22.32782
isl,1999,24.20482
isl,2000,25.30487
isl,2001,26.52599
isl,2002,26.23738
isl,2003,27.33053
isl,2004,27.16462
isl,2005,25.72848
isl,2006,26.60979
isl,2007,27.00815
isl,2008,24.57146
isl,2009,23.50115
isl,2010,24.65386
isl,2011,23.79472
isl,2012,23.33766
isl,2013,25.23403
isl,2014,27.64112
isl,2015,27.97337
isl,2016,19.90012
isl,2017,30.58235
isl,2018,29.7361
isl,2019,31.14395
isr,1972,40
isr,1973,26.31579
isr,1974,26.92308
isr,1975,30.95238
isr,1976,29.03226
isr,1977,31.11111
isr,1978,31.94444
isr,1979,32.78689
isr,1980,34.00287
isr,1981,36.4557
isr,1982,37.67698
isr,1983,31.56185
isr,1984,28.43354
isr,1985,27.28401
isr,1986,27.44281
isr,1987,30.86918
isr,1988,35.92633
isr,1989,32.72693
isr,1990,30.74834
isr,1991,29.09166
isr,1992,30.3279
isr,1993,34.07497
isr,1994,37.8542
isr,1995,36.38653
isr,1996,32.35709
isr,1997,33.44619
isr,1998,33.21051
isr,1999,33.46756
isr,2000,34.40968
isr,2001,34.05873
isr,2002,30.18461
isr,2003,29.18118
isr,2004,29.57282
isr,2005,30.77129
isr,2006,33.09138
isr,2007,33.54167
isr,2008,30.51039
isr,2009,27.94346
isr,2010,27.39824
isr,2011,28.26205
isr,2012,28.22898
isr,2013,29.41648
isr,2014,28.91713
isr,2015,29.82357
isr,2016,30.26182
isr,2017,34.28367
isr,2018,31.62717
isr,2019,31.80423
ita,1973,16.47497
ita,1974,19.69045
ita,1975,20.69604
ita,1976,23.74264
ita,1977,25.98566
ita,1978,27.47987
ita,1979,27.06811
ita,1980,29.35816
ita,1981,32.81736
ita,1982,34.19897
ita,1983,34.96583
ita,1984,35.8863
ita,1985,36.18054
ita,1986,37.52273
ita,1987,36.43659
ita,1988,35.93375
ita,1989,36.02239
ita,1995,32.2519
ita,1996,33.76956
ita,1997,34.2533
ita,1998,34.02128
ita,1999,34.65345
ita,2000,35.26734
ita,2001,35.58732
ita,2002,33.79281
ita,2003,32.22042
ita,2004,32.54393
ita,2005,33.14206
ita,2006,34.63801
ita,2007,35.33159
ita,2008,35.47494
ita,2009,32.88617
ita,2010,33.19538
ita,2011,32.62048
ita,2012,33.23732
ita,2013,33.48856
ita,2014,32.72396
ita,2015,32.70389
ita,2016,32.16207
ita,2017,32.03573
ita,2018,31.27429
ita,2019,31.61764
jam,1988,35.19935
jam,1989,33.25219
jam,1990,40.87123
jam,1991,34.99044
jam,1992,36.2994
jam,1993,35.54628
jam,1994,37.93512
jam,1995,35.74117
jam,1996,38.51855
jam,1997,39.76851
jam,1998,39.42002
jam,1999,36.25679
jam,2000,38.88044
jam,2001,38.75264
jam,2002,38.78099
jam,2003,40.011
jam,2004,40.52442
jam,2005,39.55861
jam,2006,40.46581
jam,2007,40.81205
jam,2008,43.14577
jam,2009,43.49811
jam,2010,37.40497
jam,2011,37.69009
jam,2012,37.98209
jam,2013,32.93661
jam,2014,34.12008
jam,2015,33.34628
jam,2016,31.94558
jam,2017,28.1293
jam,2018,27.45485
jam,2019,29.59793
jor,1990,13.22883
jor,1991,9.36875
jor,1992,8.78558
jor,1993,9.26453
jor,1994,10.21936
jor,1995,10.06883
jor,1996,10.92599
jor,1997,9.869
jor,1998,8.76294
jor,1999,8.8448
jor,2000,9.23184
jor,2001,10.73157
jor,2002,10.09815
jor,2003,8.26463
jor,2004,7.91072
jor,2005,9.25914
jor,2006,11.86051
jor,2007,12.46129
jor,2008,12.73426
jor,2009,16.91365
jor,2010,13.39567
jor,2011,12.32937
jor,2012,13.61811
jor,2013,11.83927
jor,2014,10.54543
jor,2015,12.63334
jor,2016,13.36285
jor,2017,12.63131
jor,2018,11.89619
jor,2019,13.15657
jpn,1991,40.83989
jpn,1992,36.39611
jpn,1993,35.01653
kaz,1997,10.94614
kaz,1998,10.8527
kaz,1999,13.26488
kaz,2000,23.59169
kaz,2001,19.87727
kaz,2002,38.09084
kaz,2003,38.92668
kaz,2004,40.05672
kaz,2010,35.82611
kaz,2011,34.80069
kaz,2012,33.61588
kaz,2013,32.33613
kaz,2014,32.59996
kaz,2015,32.46532
kaz,2016,28.75182
kaz,2017,26.35926
kaz,2018,30.67444
kaz,2019,30.86025
ken,2014,37.42113
ken,2015,37.42889
ken,2017,34.97816
ken,2018,37.08426
ken,2019,35.08607
kgz,2014,10.86323
kgz,2015,11.1964
kgz,2016,10.81356
kgz,2017,10.67465
kgz,2018,11.21234
kgz,2019,10.66319
khm,2002,5.66244
khm,2003,7.08729
khm,2004,6.32329
khm,2005,7.09477
khm,2006,9.75084
khm,2007,10.27517
khm,2008,10.54679
khm,2009,11.38445
khm,2010,10.30044
khm,2011,12.18761
khm,2012,12.15871
khm,2013,14.23209
khm,2014,15.22107
khm,2015,18.18368
khm,2016,18.32038
khm,2017,20.67027
khm,2018,18.48693
khm,2019,18.50125
kir,2011,10.74733
kir,2012,10.15735
kir,2013,7.31565
kir,2014,6.21548
kir,2015,5.68976
kir,2016,7.50824
kir,2017,7.21072
kir,2018,6.01359
kir,2019,6.29285
kna,1990,18.66753
kna,1991,18.3218
kna,1992,17.27938
kna,1993,16.30901
kna,1994,16.87472
kna,2000,22.53521
kna,2001,19.92403
kna,2002,28.1238
kna,2003,23.86034
kna,2004,23.39545
kna,2005,25.95047
kna,2006,24.70447
kna,2007,22.34279
kna,2008,23.92146
kna,2009,24.74589
kna,2010,16.74246
kna,2011,12.09048
kna,2012,9.80312
kna,2013,8.55073
kna,2014,9.85591
kna,2015,13.4834
kna,2016,14.78832
kna,2017,16.05246
kor,1972,27.55633
kor,1973,25.77778
kor,1974,26.90058
kor,1975,22.16495
kor,1976,26.01556
kor,1977,25.05106
kor,1978,25.53869
kor,1979,25.68824
kor,1980,22.32116
kor,1981,22.94352
kor,1982,23.86835
kor,1983,22.84989
kor,1984,22.91583
kor,1985,25.28752
kor,1986,25.24649
kor,1987,28.60616
kor,1988,30.33957
kor,1989,34.75806
kor,1990,33.96847
kor,1991,31.25348
kor,1992,32.82249
kor,1993,31.39887
kor,1994,31.2298
kor,1995,31.48232
kor,1996,29.09089
kor,1997,26.77099
kor,1998,29.33936
kor,1999,23.79108
kor,2000,26.28154
kor,2001,25.12128
kor,2002,24.7057
kor,2003,27.59541
kor,2004,27.45355
kor,2005,28.88244
kor,2006,29.29215
kor,2007,31.47091
kor,2008,30.61923
kor,2009,28.3834
kor,2010,28.1173
kor,2011,30.32687
kor,2012,24.49195
kor,2013,24.04148
kor,2014,24.91548
kor,2015,26.19894
kor,2016,27.20663
kor,2017,28.34019
kor,2018,30.42205
kor,2019,29.37531
kwt,1972,68.75
kwt,1973,65.12968
kwt,1974,34.06755
kwt,1977,3.6467
kwt,1978,8.47291
kwt,1979,2.19599
kwt,1980,1.92308
kwt,1981,2.42979
kwt,1982,2.13015
kwt,1983,2.21954
kwt,1984,2.01927
kwt,1985,0.92251
kwt,1986,0.6113
kwt,1990,0.51348
kwt,1991,0.76336
kwt,1992,0.51282
kwt,1993,0.66167
kwt,1994,1.33595
kwt,1995,0.77026
kwt,1996,0.41979
kwt,1997,0.47744
kwt,1998,0.83815
lbn,1997,8.89087
lbn,1998,9.07991
lbn,1999,10.88022
lbn,2000,11.96184
lbn,2001,14.69553
lbn,2002,13.49203
lbn,2003,12.6717
lbn,2004,12.96944
lbn,2005,15.28382
lbn,2006,14.99058
lbn,2007,15.59083
lbn,2008,15.82058
lbn,2009,15.4852
lbn,2010,17.5665
lbn,2011,18.4062
lbn,2012,19.01128
lbn,2013,19.11951
lbn,2014,19.32281
lbn,2015,21.6605
lbn,2016,21.33145
lbn,2017,20.86793
lbn,2018,22.24374
lbn,2019,28.8336
lca,2000,27.13443
lca,2001,29.08557
lca,2002,22.53475
lca,2003,21.52901
lca,2004,21.40833
lca,2005,24.03102
lca,2006,22.79761
lca,2007,24.78126
lca,2008,28.14666
lca,2009,28.39697
lca,2010,26.56192
lca,2011,28.80027
lca,2012,27.12831
lca,2013,25.26733
lca,2014,22.76991
lca,2015,22.70141
lca,2016,24.26156
lca,2017,22.6944
lka,1990,9.87058
lka,1991,11.53303
lka,1992,11.66082
lka,1993,12.83068
lka,1994,12.91432
lka,1995,11.81977
lka,1996,13.47608
lka,1997,12.51946
lka,1998,11.21456
lka,1999,13.92853
lka,2000,12.68872
lka,2001,14.45039
lka,2002,14.08962
lka,2003,13.86164
lka,2004,12.92685
lka,2005,12.74172
lka,2006,15.87806
lka,2007,18.011
lka,2008,18.43329
lka,2009,19.23436
lka,2010,16.25803
lka,2011,16.56029
lka,2012,16.17999
lka,2013,17.83259
lka,2014,16.69013
lka,2015,17.97538
lka,2016,15.28846
lka,2017,14.92538
lka,2018,16.06499
lka,2019,22.52463
lso,1984,8.21563
lso,1986,9.65776
lso,1987,10.08899
lso,1988,9.54157
lso,1989,8.76855
lso,1991,17.32393
lso,1992,17.22682
lso,1993,13.31249
lso,1994,15.27615
lso,1995,14.83632
lso,1996,16.21615
lso,1997,16.05774
lso,1998,18.51758
lso,1999,19.56319
lso,2000,17.36654
lso,2001,21.50467
lso,2002,20.65528
lso,2003,24.80476
lso,2004,21.21441
lso,2005,19.77306
lso,2006,14.64171
lso,2007,16.69691
lso,2008,16.9178
lso,2009,18.7797
lso,2010,21.64581
lso,2011,24.8776
lso,2012,17.86723
lso,2013,20.19075
lso,2014,20.97431
lso,2015,23.78229
lso,2016,26.51968
lso,2017,23.40725
lso,2018,25.4401
lso,2019,24.61895
ltu,1991,20.12142
ltu,1993,27.12502
ltu,1994,22.63494
ltu,1995,26.1423
ltu,1996,25.59223
ltu,1997,23.31966
ltu,1998,24.51701
ltu,1999,25.12589
ltu,2000,24.05316
ltu,2001,24.93243
ltu,2002,23.28298
ltu,2003,25.25237
ltu,2004,27.34689
ltu,2005,27.59382
ltu,2006,29.01127
ltu,2007,27.18207
ltu,2008,27.29149
ltu,2009,17.19059
ltu,2010,13.57087
ltu,2011,13.40813
ltu,2012,15.05745
ltu,2013,15.57993
ltu,2014,15.2454
ltu,2015,16.16502
ltu,2016,16.97157
ltu,2017,16.5768
ltu,2018,16.83183
ltu,2019,25.78145
lux,1972,34.07614
lux,1973,36.7407
lux,1974,40.86078
lux,1975,37.16057
lux,1976,36.66689
lux,1977,39.52259
lux,1978,41.09589
lux,1979,38.60654
lux,1980,35.65776
lux,1981,34.90358
lux,1982,35.04676
lux,1983,37.33291
lux,1984,36.75856
lux,1985,38.0488
lux,1986,36.7924
lux,1987,36.22867
lux,1988,35.76733
lux,1989,34.34943
lux,1990,34.09143
lux,1991,30.3493
lux,1992,27.11548
lux,1993,30.42561
lux,1994,32.79452
lux,1995,29.78003
lux,1996,30.51074
lux,1997,30.88212
lux,1998,29.85108
lux,1999,28.43254
lux,2000,28.33844
lux,2001,28.41617
lux,2002,28.7215
lux,2003,28.60366
lux,2004,26.29912
lux,2005,28.02727
lux,2006,28.20661
lux,2007,27.88651
lux,2008,28.79236
lux,2009,28.34486
lux,2010,29.37732
lux,2011,28.66864
lux,2012,28.81921
lux,2013,29.19224
lux,2014,28.77991
lux,2015,30.10914
lux,2016,30.35092
lux,2017,30.95716
lux,2018,33.05124
lux,2019,32.44422
lva,1994,15.59937
lva,1995,5.88526
lva,1996,6.57289
lva,1997,11.36452
lva,1998,11.78848
lva,1999,11.81129
lva,2000,11.17096
lva,2001,12.95596
lva,2002,13.35209
lva,2003,11.60716
lva,2004,12.17554
lva,2005,12.20664
lva,2006,12.17375
lva,2007,13.68967
lva,2008,15.57111
lva,2009,8.72747
lva,2010,7.40729
lva,2011,8.08085
lva,2012,9.11854
lva,2013,9.34136
lva,2014,9.05925
lva,2015,9.24678
lva,2016,10.22148
lva,2017,10.29984
lva,2018,7.17344
lva,2019,4.74284
mac,1996,9.31697
mac,1997,8.29721
mac,1998,9.61877
mac,1999,9.15913
mac,2000,8.58421
mac,2001,8.31513
mac,2002,7.34218
mac,2003,5.1072
mac,2004,4.77858
mac,2005,4.42121
mac,2006,4.97352
mac,2007,7.27317
mac,2008,5.25485
mac,2009,4.86082
mac,2010,3.89137
mac,2011,3.19511
mac,2012,3.29004
mac,2013,3.14567
mac,2014,3.86287
mac,2015,6.96523
mac,2016,7.0764
mac,2017,6.17888
mac,2018,5.60343
mac,2019,6.55148
mar,1990,25.37368
mar,1991,23.07332
mar,1992,25.2955
mar,1993,21.68482
mar,1994,20.79814
mar,1995,22.26225
mar,1997,24.02638
mar,1998,24.4509
mar,1999,26.34422
mar,2002,27.22734
mar,2003,30.04081
mar,2004,30.06774
mar,2005,30.78629
mar,2006,31.15305
mar,2007,31.86201
mar,2008,35.8816
mar,2009,32.63683
mar,2010,29.78668
mar,2011,30.69312
mar,2012,32.54777
mar,2013,30.27872
mar,2014,29.43879
mar,2015,30.32256
mar,2016,31.61046
mar,2017,32.88968
mar,2018,32.95357
mar,2019,32.94354
mda,1996,6.14262
mda,1997,5.05226
mda,1998,3.69576
mda,1999,4.23997
mda,2000,3.1129
mda,2001,2.665
mda,2002,2.47581
mda,2003,2.87116
mda,2004,3.01013
mda,2005,2.42521
mda,2006,2.75293
mda,2007,3.34588
mda,2008,1.33868
mda,2009,0.8774
mda,2010,0.87446
mda,2011,0.96212
mda,2012,2.65119
mda,2013,2.4878
mda,2014,6.82165
mda,2015,9.91344
mda,2016,11.05708
mda,2017,11.1973
mda,2018,12.78514
mda,2019,11.71078
mdg,1990,14.60481
mdg,1991,18.08932
mdg,1992,14.31692
mdg,1993,18.63309
mdg,1994,20.1336
mdg,1995,14.60782
mdg,2003,7.17619
mdg,2004,6.21467
mdg,2005,9.23387
mdg,2006,9.24459
mdg,2007,8.96637
mdg,2008,17.03198
mdg,2009,25.12212
mdg,2010,19.02735
mdg,2011,20.07645
mdg,2012,19.77083
mdg,2013,19.52549
mdg,2014,17.96704
mdg,2015,19.2252
mdg,2016,17.98601
mdg,2017,18.2257
mdg,2018,18.12589
mdg,2019,19.07382
mdv,1979,0
mdv,1980,0
mdv,1981,0
mdv,1982,0
mdv,1983,0
mdv,1984,0
mdv,1985,2.58186
mdv,1986,1.87449
mdv,1987,1.0101
mdv,1988,1.37714
mdv,1989,0.92934
mdv,1990,1.27825
mdv,1991,1.33518
mdv,1992,1.4623
mdv,1993,1.51515
mdv,1994,1.4357
mdv,1995,1.36655
mdv,1996,1.52125
mdv,1997,1.49984
mdv,1998,1.836
mdv,1999,1.89529
mdv,2000,1.98016
mdv,2001,2.09098
mdv,2002,1.87795
mdv,2003,1.50961
mdv,2004,1.42773
mdv,2005,1.43516
mdv,2006,1.49721
mdv,2007,2.24296
mdv,2008,3.24782
mdv,2009,4.29478
mex,1972,36.2069
mex,1973,39.70588
mex,1974,41.05263
mex,1975,36.56716
mex,1976,39.41176
mex,1977,38.58921
mex,1978,40.99379
mex,1979,39.86333
mex,1980,34.17533
mex,1981,34.78261
mex,1982,27.95485
mex,1983,23.36038
mex,1984,26.10848
mex,1985,26.05653
mex,1986,28.65958
mex,1987,25.07965
mex,1988,30.34296
mex,1989,29.83052
mex,1990,30.60516
mex,1991,31.2818
mex,1992,33.39519
mex,1993,36.97486
mex,1994,34.98457
mex,1995,27.09353
mex,1996,26.59431
mex,1997,30.91684
mex,1998,36.27587
mex,1999,36.5106
mex,2000,34.11562
mex,2008,24.66601
mex,2009,27.49034
mex,2010,28.28401
mex,2011,27.85203
mex,2012,27.07746
mex,2013,31.27242
mex,2014,30.5146
mex,2015,34.72228
mex,2016,35.70619
mex,2017,35.75648
mex,2018,37.70394
mex,2019,37.35381
mhl,2008,11.01785
mhl,2009,11.47323
mhl,2010,10.70059
mhl,2011,10.93848
mhl,2012,11.89469
mhl,2013,11.62304
mhl,2014,11.80687
mhl,2015,10.96714
mhl,2016,11.2776
mhl,2017,10.16002
mhl,2018,10.86768
mhl,2019,10.34141
mkd,2005,10.73519
mkd,2006,12.49452
mkd,2007,12.36753
mkd,2008,13.03122
mkd,2009,10.55361
mkd,2010,75.23757
mkd,2011,10.63725
mkd,2012,10.67469
mkd,2013,10.96088
