geo,time,en_atm_pm25_mc_m3
lka,2017,11.09962
lso,1990,30.70374
lso,1995,31.66103
lso,2000,31.49015
lso,2005,30.09892
lso,2010,32.2406
lso,2011,31.35474
lso,2012,31.21324
lso,2013,32.1487
lso,2014,33.0801
lso,2015,30.88498
lso,2016,28.33683
lso,2017,28.02865
ltu,1990,16.3981
ltu,1995,15.00076
ltu,2000,14.42813
ltu,2005,14.46207
ltu,2010,14.97106
ltu,2011,14.50968
ltu,2012,13.78452
ltu,2013,12.98119
ltu,2014,12.84519
ltu,2015,12.45504
ltu,2016,11.82162
ltu,2017,11.85328
lux,1990,13.69446
lux,1995,12.94763
lux,2000,12.56957
lux,2005,12.35554
lux,2010,12.95878
lux,2011,12.686
lux,2012,11.77558
lux,2013,11.60538
lux,2014,10.85761
lux,2015,11.00665
lux,2016,10.31198
lux,2017,10.36464
lva,1990,19.02342
lva,1995,17.31863
lva,2000,16.71997
lva,2005,16.85589
lva,2010,17.11506
lva,2011,16.57268
lva,2012,15.59856
lva,2013,14.88431
lva,2014,14.87909
lva,2015,13.9682
lva,2016,13.44747
lva,2017,13.42646
mar,1990,30.25549
mar,1995,30.42096
mar,2000,30.96745
mar,2005,30.96781
mar,2010,29.64896
mar,2011,29.26656
mar,2012,27.79028
mar,2013,29.25952
mar,2014,29.94945
mar,2015,31.44009
mar,2016,32.93537
mar,2017,32.59354
mda,1990,22.84505
mda,1995,20.89016
mda,2000,19.5811
mda,2005,19.14452
mda,2010,19.1161
mda,2011,19.92487
mda,2012,18.40928
mda,2013,17.4324
mda,2014,16.72646
mda,2015,17.07914
mda,2016,16.3638
mda,2017,16.25103
mdg,1990,22.27356
mdg,1995,22.29495
mdg,2000,21.8724
mdg,2005,23.29406
mdg,2010,22.66201
mdg,2011,23.36286
mdg,2012,22.71643
mdg,2013,23.90916
mdg,2014,23.51777
mdg,2015,22.9504
mdg,2016,22.89571
mdg,2017,22.54228
mdv,1990,11.43292
mdv,1995,11.5094
mdv,2000,11.08953
mdv,2005,11.43536
mdv,2010,11.30983
mdv,2011,11.78963
mdv,2012,11.15748
mdv,2013,10.56968
mdv,2014,9.92123
mdv,2015,9.37394
mdv,2016,7.97243
mdv,2017,7.79582
mex,1990,23.51656
mex,1995,24.13661
mex,2000,26.77918
mex,2005,26.8629
mex,2010,26.36544
mex,2011,27.7413
mex,2012,25.98166
mex,2013,25.44909
mex,2014,23.09969
mex,2015,22.133
mex,2016,20.70683
mex,2017,20.92112
mhl,1990,13.06359
mhl,1995,13.3384
mhl,2000,13.04341
mhl,2005,12.92692
mhl,2010,12.94671
mhl,2011,12.93217
mhl,2012,12.12353
mhl,2013,11.87439
mhl,2014,11.07022
mhl,2015,10.83767
mhl,2016,10.152
mhl,2017,10.24133
mkd,1990,41.87048
mkd,1995,39.93756
mkd,2000,36.39822
mkd,2005,35.63305
mkd,2010,34.45697
mkd,2011,38.08312
mkd,2012,34.65781
mkd,2013,32.01505
mkd,2014,31.79054
mkd,2015,31.97599
mkd,2016,29.59327
mkd,2017,29.72694
mli,1990,41.52877
mli,1995,40.57248
mli,2000,39.80006
mli,2005,37.84408
mli,2010,36.39766
mli,2011,35.14164
mli,2012,34.70023
mli,2013,32.30682
mli,2014,33.91612
mli,2015,41.92693
mli,2016,38.4804
mli,2017,38.52661
mlt,1990,16.85487
mlt,1995,16.66175
mlt,2000,16.53495
mlt,2005,16.10448
mlt,2010,16.4494
mlt,2011,16.6443
mlt,2012,15.39716
mlt,2013,15.28194
mlt,2014,14.4354
mlt,2015,14.72246
mlt,2016,13.81139
mlt,2017,13.90954
mmr,1990,39.80947
mmr,1995,40.76526
mmr,2000,39.36165
mmr,2005,43.32145
mmr,2010,44.05612
mmr,2011,43.6199
mmr,2012,42.52281
mmr,2013,42.88287
mmr,2014,40.28897
mmr,2015,38.51378
mmr,2016,36.0337
mmr,2017,35.55745
mne,1990,28.59909
mne,1995,27.80048
mne,2000,26.00125
mne,2005,25.56279
mne,2010,25.05541
mne,2011,26.62922
mne,2012,24.6803
mne,2013,23.27423
mne,2014,21.94705
mne,2015,22.55969
mne,2016,20.92405
mne,2017,20.78181
mng,1990,37.91554
mng,1995,36.83718
mng,2000,39.03253
mng,2005,39.7264
mng,2010,43.30465
mng,2011,45.36017
mng,2012,42.65437
mng,2013,42.32131
mng,2014,39.29514
mng,2015,42.51465
mng,2016,38.22282
mng,2017,40.11285
mnp,1990,11.4149
mnp,1995,11.40999
mnp,2000,12.18124
mnp,2005,11.86877
mnp,2010,11.92638
mnp,2011,12.19963
mnp,2012,11.44
mnp,2013,10.96502
mnp,2014,10.31347
mnp,2015,10.39771
mnp,2016,9.91776
mnp,2017,9.89298
moz,1990,23.38286
moz,1995,22.79658
moz,2000,22.68627
moz,2005,22.66323
moz,2010,23.56147
moz,2011,22.60907
moz,2012,22.8676
moz,2013,22.63616
moz,2014,22.61416
moz,2015,21.90588
moz,2016,21.47183
moz,2017,21.2987
mrt,1990,50.06832
mrt,1995,48.41496
mrt,2000,48.86025
mrt,2005,41.8726
mrt,2010,39.63741
mrt,2011,40.04314
mrt,2012,42.34351
mrt,2013,40.21579
mrt,2014,43.11078
mrt,2015,49.49826
mrt,2016,46.66759
mrt,2017,47.42299
mus,1990,15.77293
mus,1995,15.75658
mus,2000,15.39804
mus,2005,15.53725
mus,2010,15.19477
mus,2011,15.2017
mus,2012,15.24586
mus,2013,15.55618
mus,2014,15.29265
mus,2015,14.44196
mus,2016,14.34638
mus,2017,14.45783
mwi,1990,26.46903
mwi,1995,26.38951
mwi,2000,26.14209
mwi,2005,25.62741
mwi,2010,25.6962
mwi,2011,25.16501
mwi,2012,25.7384
mwi,2013,24.68348
mwi,2014,25.19823
mwi,2015,24.53743
mwi,2016,23.09262
mwi,2017,23.56592
mys,1990,17.29445
mys,1995,17.68253
mys,2000,18.07617
mys,2005,19.37781
mys,2010,18.59375
mys,2011,19.20261
mys,2012,19.18222
mys,2013,17.55445
mys,2014,16.92316
mys,2015,17.44091
mys,2016,15.75129
mys,2017,16.03581
nam,1990,28.74979
nam,1995,27.4976
nam,2000,27.43382
nam,2005,27.61976
nam,2010,27.6599
nam,2011,27.01015
nam,2012,26.79871
nam,2013,27.09282
nam,2014,26.01812
nam,2015,26.91002
nam,2016,25.55214
nam,2017,25.35877
ner,1990,90.59637
ner,1995,88.6316
ner,2000,87.50676
ner,2005,73.43849
ner,2010,69.15018
ner,2011,72.98277
ner,2012,72.54464
ner,2013,63.03172
ner,2014,60.54136
ner,2015,87.28128
ner,2016,87.70847
ner,2017,94.05382
nga,1990,72.12558
nga,1995,68.71004
nga,2000,67.55433
nga,2005,59.65814
nga,2010,52.60906
nga,2011,50.97309
nga,2012,56.12964
nga,2013,49.74069
nga,2014,48.63337
nga,2015,75.39899
nga,2016,71.3696
nga,2017,71.79817
nic,1990,22.60016
nic,1995,22.3479
nic,2000,23.05341
nic,2005,23.02944
nic,2010,22.49227
nic,2011,22.47952
nic,2012,22.35271
nic,2013,21.92908
nic,2014,19.38772
nic,2015,18.56913
nic,2016,17.72773
nic,2017,17.61418
nld,1990,16.4694
nld,1995,15.5617
nld,2000,14.92868
nld,2005,14.57802
nld,2010,15.23243
nld,2011,14.98814
nld,2012,13.81241
nld,2013,13.04315
nld,2014,12.8288
nld,2015,12.93211
nld,2016,12.02524
nld,2017,12.03441
nor,1990,8.99538
nor,1995,8.79326
nor,2000,8.66887
nor,2005,8.35949
nor,2010,8.34151
nor,2011,8.85351
nor,2012,7.92528
nor,2013,7.63367
nor,2014,7.6709
nor,2015,7.24278
nor,2016,6.95946
nor,2017,6.95652
npl,1990,87.59845
npl,1995,90.68716
npl,2000,88.94302
npl,2005,93.21825
npl,2010,100.78443
npl,2011,100.76606
npl,2012,96.96329
npl,2013,95.31399
npl,2014,98.11602
npl,2015,96.25277
npl,2016,98.05471
npl,2017,99.73437
nzl,1990,7.14383
nzl,1995,7.2044
nzl,2000,7.16229
nzl,2005,7.03709
nzl,2010,7.15287
nzl,2011,7.4207
nzl,2012,6.83584
nzl,2013,6.78189
nzl,2014,6.3579
nzl,2015,6.33043
nzl,2016,5.98736
nzl,2017,5.956
omn,1990,40.18765
omn,1995,39.60269
omn,2000,39.85529
omn,2005,39.65527
omn,2010,37.51533
omn,2011,39.10379
omn,2012,40.73328
omn,2013,41.05277
omn,2014,37.71088
omn,2015,42.62759
omn,2016,41.78219
omn,2017,41.11524
pak,1990,60.33466
pak,1995,61.43287
pak,2000,61.10603
pak,2005,63.37844
pak,2010,68.00519
pak,2011,68.54494
pak,2012,62.37665
pak,2013,61.02216
pak,2014,59.51836
pak,2015,60.08589
pak,2016,58.63276
pak,2017,58.28242
pan,1990,13.12755
pan,1995,13.20617
pan,2000,14.38301
pan,2005,14.11532
pan,2010,14.13892
pan,2011,14.29604
pan,2012,13.97237
pan,2013,13.39787
pan,2014,12.92162
pan,2015,12.49074
pan,2016,11.46555
pan,2017,11.40005
per,1990,28.52094
per,1995,29.5053
per,2000,30.27366
per,2005,32.29923
per,2010,31.50257
per,2011,31.57117
per,2012,30.49446
per,2013,29.74309
per,2014,27.58267
per,2015,26.03727
per,2016,25.54275
per,2017,24.78673
phl,1990,22.11604
phl,1995,21.97022
phl,2000,22.2039
phl,2005,22.81857
phl,2010,23.59232
phl,2011,22.75483
phl,2012,22.54958
phl,2013,21.21629
phl,2014,20.25959
phl,2015,19.58154
phl,2016,18.22693
phl,2017,18.0698
png,1990,15.1263
png,1995,14.63745
png,2000,14.75156
png,2005,14.52424
png,2010,14.94136
png,2011,15.51903
png,2012,14.60653
png,2013,13.95263
png,2014,13.2453
png,2015,13.26173
png,2016,12.61506
png,2017,12.29442
pol,1990,30.19943
pol,1995,27.89183
pol,2000,25.82219
pol,2005,26.15122
pol,2010,27.1765
pol,2011,26.37251
pol,2012,24.26398
pol,2013,22.92872
pol,2014,22.21089
pol,2015,22.69132
pol,2016,20.97577
pol,2017,20.87782
pri,1990,8.23819
pri,1995,8.23342
pri,2000,10.436
pri,2005,10.39993
pri,2010,10.37255
pri,2011,10.57941
pri,2012,9.96624
pri,2013,9.70375
pri,2014,9.08923
pri,2015,8.92091
pri,2016,8.34287
pri,2017,8.34903
prk,1990,38.45307
prk,1995,38.35749
prk,2000,38.16206
prk,2005,39.09471
prk,2010,39.34266
prk,2011,38.89337
prk,2012,36.40751
prk,2013,37.13486
prk,2014,35.24022
prk,2015,37.41178
prk,2016,31.75842
prk,2017,32.00745
prt,1990,10.14053
prt,1995,10.08459
prt,2000,10.12369
prt,2005,10.44971
prt,2010,10.07689
prt,2011,10.35501
prt,2012,9.4848
prt,2013,9.43204
prt,2014,8.78479
prt,2015,8.82328
prt,2016,8.05276
prt,2017,8.16075
pry,1990,14.02362
pry,1995,14.28827
pry,2000,14.21309
pry,2005,15.13047
pry,2010,15.10292
pry,2011,14.59812
pry,2012,13.94831
pry,2013,12.92657
pry,2014,12.64108
pry,2015,13.03807
pry,2016,11.64932
pry,2017,11.90908
pse,1990,34.22575
pse,1995,34.162
pse,2000,33.85375
pse,2005,31.97449
pse,2010,33.00667
pse,2011,32.87331
pse,2012,32.76946
pse,2013,33.49296
pse,2014,33.44828
pse,2015,33.89141
pse,2016,32.74207
pse,2017,33.22563
qat,1990,91.63639
qat,1995,89.9935
qat,2000,83.53533
qat,2005,85.32647
qat,2010,84.1229
qat,2011,81.27301
qat,2012,89.24697
qat,2013,88.89052
qat,2014,78.83284
qat,2015,94.40389
qat,2016,88.22245
qat,2017,91.18733
rou,1990,20.31926
rou,1995,18.57242
rou,2000,17.69674
rou,2005,17.15778
rou,2010,17.06215
rou,2011,17.63675
rou,2012,16.31585
rou,2013,15.36931
rou,2014,15.0065
rou,2015,15.43356
rou,2016,14.53706
rou,2017,14.61134
rus,1990,21.22335
rus,1995,19.87333
rus,2000,19.05404
rus,2005,18.99522
rus,2010,19.48031
rus,2011,19.19151
rus,2012,18.30434
rus,2013,17.79507
rus,2014,16.58216
rus,2015,17.01919
rus,2016,16.21989
rus,2017,16.16022
rwa,1990,45.52701
rwa,1995,44.05492
rwa,2000,43.48169
rwa,2005,42.69118
rwa,2010,41.44091
rwa,2011,42.68096
rwa,2012,44.5609
rwa,2013,44.41159
rwa,2014,42.21149
rwa,2015,42.61449
rwa,2016,42.8438
rwa,2017,43.21022
sau,1990,70.57307
sau,1995,72.58494
sau,2000,79.07553
sau,2005,76.42244
sau,2010,81.69918
sau,2011,82.41903
sau,2012,85.5133
sau,2013,83.63099
sau,2014,75.60844
sau,2015,97.43229
sau,2016,84.46578
sau,2017,87.94545
sdn,1990,51.14363
sdn,1995,52.38816
sdn,2000,49.42808
sdn,2005,50.17543
sdn,2010,47.26206
sdn,2011,51.15243
sdn,2012,49.68594
sdn,2013,48.02814
sdn,2014,48.14174
sdn,2015,58.90479
sdn,2016,54.14728
sdn,2017,55.37083
sen,1990,41.0165
sen,1995,41.70808
sen,2000,41.35305
sen,2005,35.54506
sen,2010,34.98538
sen,2011,35.9354
sen,2012,36.16776
sen,2013,34.01822
sen,2014,36.82684
sen,2015,44.3408
sen,2016,38.69495
sen,2017,40.69583
sgp,1990,18.72424
sgp,1995,18.75502
sgp,2000,19.32319
sgp,2005,20.80131
sgp,2010,20.60946
sgp,2011,19.34942
sgp,2012,20.88649
sgp,2013,18.70707
sgp,2014,17.40888
sgp,2015,20.66339
sgp,2016,18.7978
sgp,2017,19.07826
slb,1990,13.76174
slb,1995,13.09875
slb,2000,13.86695
slb,2005,14.17872
slb,2010,14.37426
slb,2011,14.37537
slb,2012,13.43024
slb,2013,12.55325
slb,2014,12.17203
slb,2015,12.6997
slb,2016,11.83069
slb,2017,11.87912
sle,1990,20.73265
sle,1995,20.13938
sle,2000,20.50687
sle,2005,19.31251
sle,2010,18.52889
sle,2011,18.74316
sle,2012,20.10129
sle,2013,18.43567
sle,2014,17.69823
sle,2015,22.5286
sle,2016,21.34393
sle,2017,21.62595
slv,1990,31.12621
slv,1995,31.81959
slv,2000,31.8526
slv,2005,31.97287
slv,2010,30.46194
slv,2011,33.62827
slv,2012,30.93397
slv,2013,30.75988
slv,2014,27.50259
slv,2015,26.47473
slv,2016,24.73649
slv,2017,24.47229
som,1990,31.73598
som,1995,29.90111
som,2000,31.38599
som,2005,29.7218
som,2010,29.00019
som,2011,31.23016
som,2012,31.5871
som,2013,29.55157
som,2014,30.40108
som,2015,32.01839
som,2016,31.75175
som,2017,32.03458
srb,1990,31.41516
srb,1995,29.79295
srb,2000,29.22397
srb,2005,29.68542
srb,2010,29.10059
srb,2011,31.03403
srb,2012,28.58475
srb,2013,27.43079
srb,2014,26.49207
srb,2015,26.95438
srb,2016,24.78062
srb,2017,24.72636
ssd,1990,46.23936
ssd,1995,45.37858
ssd,2000,44.10159
ssd,2005,44.3917
ssd,2010,43.22534
ssd,2011,45.10147
ssd,2012,43.97406
ssd,2013,42.642
ssd,2014,41.90056
ssd,2015,47.76803
ssd,2016,44.84657
ssd,2017,45.57751
stp,1990,30.44904
stp,1995,30.31452
stp,2000,30.3119
stp,2005,29.33439
stp,2010,27.12662
stp,2011,27.86024
stp,2012,25.91584
stp,2013,27.65882
stp,2014,27.8623
stp,2015,28.43209
stp,2016,28.66654
stp,2017,28.53958
sur,1990,29.9931
sur,1995,30.04112
sur,2000,29.02589
sur,2005,29.97571
sur,2010,29.83189
sur,2011,31.03872
sur,2012,29.13361
sur,2013,28.80832
sur,2014,25.99885
sur,2015,25.97328
sur,2016,25.31698
sur,2017,24.78001
svk,1990,24.95344
svk,1995,22.81061
svk,2000,21.724
svk,2005,21.94342
svk,2010,21.69022
svk,2011,21.7672
svk,2012,19.76493
svk,2013,19.31549
svk,2014,18.30418
svk,2015,18.80265
svk,2016,17.35366
svk,2017,17.56291
svn,1990,22.27115
svn,1995,20.88141
svn,2000,19.13405
svn,2005,19.42284
svn,2010,18.68166
svn,2011,19.51414
svn,2012,17.67008
svn,2013,17.57138
svn,2014,16.6327
svn,2015,17.12815
svn,2016,15.91274
svn,2017,16.02398
swe,1990,7.94753
swe,1995,7.57533
swe,2000,7.57801
swe,2005,7.16582
swe,2010,7.20976
swe,2011,7.39122
swe,2012,6.62794
swe,2013,6.43117
swe,2014,6.9592
swe,2015,6.3225
swe,2016,6.11426
swe,2017,6.18467
swz,1990,18.83218
swz,1995,18.40687
swz,2000,18.66855
swz,2005,18.30488
swz,2010,18.12819
swz,2011,17.97331
swz,2012,18.18233
swz,2013,18.30781
swz,2014,17.97878
swz,2015,17.92481
swz,2016,17.14855
swz,2017,17.16879
syc,1990,21.79736
syc,1995,21.76837
syc,2000,21.64752
syc,2005,21.77301
syc,2010,21.09127
syc,2011,21.61036
syc,2012,21.49534
syc,2013,20.96974
syc,2014,20.97052
syc,2015,20.05359
syc,2016,20.40382
syc,2017,20.17865
syr,1990,46.71795
syr,1995,44.62347
syr,2000,41.55631
syr,2005,39.94175
syr,2010,42.65768
syr,2011,41.12495
syr,2012,41.01684
syr,2013,41.91497
syr,2014,41.53448
syr,2015,44.31391
syr,2016,43.70255
syr,2017,43.75726
tcd,1990,65.72098
tcd,1995,68.9005
tcd,2000,65.9716
tcd,2005,58.20089
tcd,2010,56.58663
tcd,2011,55.19516
tcd,2012,58.67539
tcd,2013,53.05641
tcd,2014,51.24717
tcd,2015,68.68239
tcd,2016,64.77077
tcd,2017,66.02921
tgo,1990,38.11479
tgo,1995,37.70165
tgo,2000,37.68586
tgo,2005,31.39155
tgo,2010,30.52294
tgo,2011,30.85481
tgo,2012,31.36921
tgo,2013,29.56593
tgo,2014,28.93629
tgo,2015,38.35682
tgo,2016,37.05111
tgo,2017,35.73134
tha,1990,30.83162
tha,1995,30.93972
tha,2000,30.96035
tha,2005,31.80703
tha,2010,31.5654
tha,2011,31.60963
tha,2012,31.52531
tha,2013,31.17472
tha,2014,29.36464
tha,2015,27.34457
tha,2016,26.25805
tha,2017,26.25673
tjk,1990,50.9879
tjk,1995,51.60683
tjk,2000,51.18266
tjk,2005,49.33935
tjk,2010,50.40542
tjk,2011,54.31996
tjk,2012,48.9896
tjk,2013,49.55314
tjk,2014,46.48083
tjk,2015,47.79297
tjk,2016,43.37771
tjk,2017,46.15219
tkm,1990,25.30134
tkm,1995,25.37097
tkm,2000,25.47156
tkm,2005,23.85406
tkm,2010,24.85183
tkm,2011,25.4961
tkm,2012,23.80201
tkm,2013,23.72189
tkm,2014,22.08491
tkm,2015,22.97054
tkm,2016,21.74112
tkm,2017,21.76772
tls,1990,23.05658
tls,1995,23.25599
tls,2000,23.5013
tls,2005,23.25316
tls,2010,23.4924
tls,2011,23.75672
tls,2012,22.46662
tls,2013,21.96462
tls,2014,20.4501
tls,2015,20.62319
tls,2016,20.0179
tls,2017,19.25721
ton,1990,13.16782
ton,1995,13.30625
ton,2000,12.79857
ton,2005,13.17914
ton,2010,13.53195
ton,2011,13.51709
ton,2012,12.43817
ton,2013,12.14771
ton,2014,12.05764
ton,2015,11.31297
ton,2016,10.95142
ton,2017,10.78548
tto,1990,28.87599
tto,1995,29.46078
tto,2000,28.79406
tto,2005,29.52594
tto,2010,28.70419
tto,2011,29.85162
tto,2012,27.9425
tto,2013,27.15874
tto,2014,24.85584
tto,2015,24.89808
tto,2016,24.23048
tto,2017,24.10857
tun,1990,35.94963
tun,1995,35.94088
tun,2000,35.60253
tun,2005,33.55745
tun,2010,35.54549
tun,2011,33.86835
tun,2012,32.81581
tun,2013,35.65414
tun,2014,34.69206
tun,2015,36.30425
tun,2016,38.45049
tun,2017,37.65599
tur,1990,42.59882
tur,1995,41.97206
tur,2000,42.69252
tur,2005,41.20202
tur,2010,43.82123
tur,2011,40.54511
tur,2012,41.92092
tur,2013,42.06258
tur,2014,42.59577
tur,2015,45.40156
tur,2016,44.48276
tur,2017,44.31153
tza,1990,29.86165
tza,1995,28.80842
tza,2000,28.9737
tza,2005,29.57384
tza,2010,28.60753
tza,2011,28.72877
tza,2012,29.96984
tza,2013,29.35963
tza,2014,28.87372
tza,2015,28.24045
tza,2016,28.44357
tza,2017,29.07664
uga,1990,47.87484
uga,1995,48.34344
uga,2000,46.02891
uga,2005,45.94617
uga,2010,44.7587
uga,2011,47.06117
uga,2012,49.62673
uga,2013,47.72116
uga,2014,46.93057
uga,2015,48.94936
uga,2016,51.94411
uga,2017,50.49432
ukr,1990,28.30955
ukr,1995,25.88673
ukr,2000,24.15791
ukr,2005,23.9222
ukr,2010,23.52266
ukr,2011,23.9711
ukr,2012,22.32879
ukr,2013,21.5324
ukr,2014,20.4869
ukr,2015,21.24645
ukr,2016,20.61819
ukr,2017,20.30978
ury,1990,10.8707
ury,1995,10.74386
ury,2000,11.36708
ury,2005,10.91842
ury,2010,11.02706
ury,2011,11.46873
ury,2012,10.56729
ury,2013,10.45561
ury,2014,9.92682
ury,2015,9.65945
ury,2016,9.19744
ury,2017,9.27488
usa,1990,9.70167
usa,1995,9.56639
usa,2000,9.52514
usa,2005,9.60982
usa,2010,9.35864
usa,2011,9.74064
usa,2012,9.00316
usa,2013,8.73478
usa,2014,8.22072
usa,2015,8.06392
usa,2016,7.40646
usa,2017,7.40944
uzb,1990,35.90258
uzb,1995,34.78759
uzb,2000,31.93635
uzb,2005,31.53029
uzb,2010,32.07745
uzb,2011,33.99384
uzb,2012,31.66211
uzb,2013,30.80519
uzb,2014,28.90004
uzb,2015,30.39433
uzb,2016,27.81435
uzb,2017,28.4559
vct,1990,27.16454
vct,1995,27.16266
vct,2000,26.95793
vct,2005,27.06413
vct,2010,26.39666
vct,2011,27.58281
vct,2012,25.75408
vct,2013,24.76218
vct,2014,23.03093
vct,2015,23.47317
vct,2016,22.07655
vct,2017,22.20052
ven,1990,21.45716
ven,1995,21.27096
ven,2000,21.61028
ven,2005,22.36926
ven,2010,21.68287
ven,2011,22.03311
ven,2012,21.24573
ven,2013,20.42895
ven,2014,19.10406
ven,2015,18.30301
ven,2016,16.76799
ven,2017,17.00855
vir,1990,10.29925
vir,1995,10.29547
vir,2000,12.85076
vir,2005,12.76008
vir,2010,12.7521
vir,2011,12.99374
vir,2012,12.23312
vir,2013,11.95551
vir,2014,11.16582
vir,2015,11.0289
vir,2016,10.26484
vir,2017,10.26531
vnm,1990,35.92848
vnm,1995,36.01681
vnm,2000,36.23885
vnm,2005,37.74959
vnm,2010,39.3654
vnm,2011,38.48697
vnm,2012,37.22745
vnm,2013,36.83591
vnm,2014,34.89602
vnm,2015,32.46644
vnm,2016,30.24131
vnm,2017,29.62673
vut,1990,13.67055
vut,1995,13.52147
vut,2000,14.06655
vut,2005,14.18977
vut,2010,14.12951
vut,2011,14.38296
vut,2012,13.24245
vut,2013,12.74069
vut,2014,11.93385
vut,2015,12.15721
vut,2016,11.59091
vut,2017,11.65278
wsm,1990,14.31125
wsm,1995,14.29699
wsm,2000,14.32047
wsm,2005,14.20546
wsm,2010,14.28809
wsm,2011,14.6931
wsm,2012,13.62788
wsm,2013,13.38252
wsm,2014,12.64356
wsm,2015,12.3218
wsm,2016,11.3663
wsm,2017,11.54803
yem,1990,48.86373
yem,1995,50.02772
yem,2000,50.86793
yem,2005,45.14481
yem,2010,45.97947
yem,2011,50.83529
yem,2012,51.43445
yem,2013,52.99844
yem,2014,48.33865
yem,2015,54.26029
yem,2016,50.12763
yem,2017,50.45601
zaf,1990,26.1202
zaf,1995,26.28537
zaf,2000,26.6738
zaf,2005,26.32288
zaf,2010,27.13859
zaf,2011,26.55787
zaf,2012,26.57709
zaf,2013,26.72926
zaf,2014,26.72221
zaf,2015,26.11297
zaf,2016,25.14042
zaf,2017,25.1022
zmb,1990,32.76485
zmb,1995,30.90847
zmb,2000,30.8982
zmb,2005,28.94706
zmb,2010,28.83638
zmb,2011,28.98712
zmb,2012,29.74204
zmb,2013,29.11222
zmb,2014,28.49325
zmb,2015,28.37545
zmb,2016,27.35567
zmb,2017,27.43803
zwe,1990,23.31991
zwe,1995,22.72627
zwe,2000,23.12637
zwe,2005,23.31474
zwe,2010,23.23148
zwe,2011,23.07421
zwe,2012,23.1981
zwe,2013,23.11109
zwe,2014,22.80595
zwe,2015,21.73371
zwe,2016,21.72695
zwe,2017,22.25167
