geo,time,ny_adj_dpem_gn_zs
dji,2002,1.70887
dji,2003,1.58129
dji,2004,1.52493
dji,2005,1.47183
dji,2006,1.40817
dji,2007,1.35899
dji,2008,1.22204
dji,2009,1.23176
dji,2010,1.23156
dji,2011,1.21007
dji,2012,1.17779
dji,2013,0.89548
dji,2014,0.89958
dji,2015,0.90719
dji,2016,0.93653
dji,2017,0.9739
dji,2018,0.9739
dji,2019,0.93651
dnk,1990,0.1448
dnk,1991,0.13397
dnk,1992,0.12594
dnk,1993,0.12126
dnk,1994,0.10883
dnk,1995,0.10937
dnk,1996,0.1004
dnk,1997,0.09713
dnk,1998,0.0923
dnk,1999,0.08194
dnk,2000,0.07672
dnk,2001,0.08164
dnk,2002,0.08576
dnk,2003,0.08189
dnk,2004,0.07859
dnk,2005,0.07302
dnk,2006,0.06946
dnk,2007,0.06943
dnk,2008,0.06871
dnk,2009,0.07216
dnk,2010,0.06956
dnk,2011,0.06505
dnk,2012,0.06003
dnk,2013,0.05281
dnk,2014,0.04799
dnk,2015,0.04612
dnk,2016,0.04593
dnk,2017,0.04599
dnk,2018,0.04599
dnk,2019,0.04414
dom,1990,1.30326
dom,1991,1.21538
dom,1992,1.04092
dom,1993,0.96436
dom,1994,0.91167
dom,1995,0.86256
dom,1996,0.82151
dom,1997,0.7732
dom,1998,0.73213
dom,1999,0.68561
dom,2000,0.64261
dom,2001,0.61029
dom,2002,0.55584
dom,2003,0.56112
dom,2004,0.5706
dom,2005,0.49581
dom,2006,0.45408
dom,2007,0.41108
dom,2008,0.36804
dom,2009,0.37438
dom,2010,0.34902
dom,2011,0.36301
dom,2012,0.3942
dom,2013,0.41378
dom,2014,0.4035
dom,2015,0.39426
dom,2016,0.37943
dom,2017,0.36125
dom,2018,0.36125
dom,2019,0.32619
dza,1990,1.69078
dza,1991,1.55701
dza,1992,1.40697
dza,1993,1.37194
dza,1994,1.3492
dza,1995,1.18828
dza,1996,1.06716
dza,1997,0.98504
dza,1998,0.88732
dza,1999,0.84656
dza,2000,0.79118
dza,2001,0.74652
dza,2002,0.70757
dza,2003,0.65019
dza,2004,0.60011
dza,2005,0.54484
dza,2006,0.50358
dza,2007,0.45013
dza,2008,0.41156
dza,2009,0.3966
dza,2010,0.38159
dza,2011,0.3656
dza,2012,0.35341
dza,2013,0.36229
dza,2014,0.34244
dza,2015,0.34151
dza,2016,0.32863
dza,2017,0.33009
dza,2018,0.33009
dza,2019,0.33965
ecu,1990,0.4578
ecu,1991,0.42934
ecu,1992,0.39706
ecu,1993,0.36925
ecu,1994,0.34869
ecu,1995,0.33859
ecu,1996,0.34326
ecu,1997,0.31179
ecu,1998,0.31621
ecu,1999,0.33383
ecu,2000,0.32618
ecu,2001,0.29972
ecu,2002,0.30417
ecu,2003,0.30953
ecu,2004,0.30598
ecu,2005,0.30954
ecu,2006,0.32158
ecu,2007,0.33273
ecu,2008,0.32814
ecu,2009,0.3343
ecu,2010,0.33521
ecu,2011,0.31659
ecu,2012,0.3193
ecu,2013,0.30971
ecu,2014,0.30623
ecu,2015,0.31639
ecu,2016,0.31531
ecu,2017,0.30142
ecu,2018,0.30142
ecu,2019,0.28439
egy,1990,2.2042
egy,1991,2.05817
egy,1992,1.90379
egy,1993,1.84832
egy,1994,1.78205
egy,1995,1.66847
egy,1996,1.54261
egy,1997,1.45944
egy,1998,1.3496
egy,1999,1.30342
egy,2000,1.16912
egy,2001,1.11182
egy,2002,1.0846
egy,2003,1.09284
egy,2004,1.05542
egy,2005,1.00921
egy,2006,0.94496
egy,2007,0.86181
egy,2008,0.78734
egy,2009,0.78994
egy,2010,0.79044
egy,2011,0.78467
egy,2012,0.77959
egy,2013,0.76595
egy,2014,0.75589
egy,2015,0.76178
egy,2016,0.74317
egy,2017,0.72071
egy,2018,0.72071
egy,2019,0.69295
eri,1992,5.82933
eri,1993,5.56921
eri,1994,5.11052
eri,1995,5.24428
eri,1996,5.08149
eri,1997,5.09796
eri,1998,5.21347
eri,1999,4.73852
eri,2000,5.55047
eri,2001,5.22813
eri,2002,5.19141
eri,2003,5.06019
eri,2004,4.80836
eri,2005,4.38638
eri,2006,4.03363
eri,2007,3.67584
eri,2008,3.86142
eri,2009,3.50129
eri,2010,3.34522
eri,2011,3.09067
esp,1990,0.13325
esp,1991,0.12427
esp,1992,0.1145
esp,1993,0.10847
esp,1994,0.10175
esp,1995,0.09633
esp,1996,0.09504
esp,1997,0.09128
esp,1998,0.08881
esp,1999,0.08641
esp,2000,0.08303
esp,2001,0.07997
esp,2002,0.07596
esp,2003,0.07297
esp,2004,0.06764
esp,2005,0.06495
esp,2006,0.06048
esp,2007,0.05643
esp,2008,0.05435
esp,2009,0.05246
esp,2010,0.0499
esp,2011,0.04875
esp,2012,0.04796
esp,2013,0.04531
esp,2014,0.04252
esp,2015,0.03988
esp,2016,0.03571
esp,2017,0.03368
esp,2018,0.03368
esp,2019,0.03306
est,2000,0.14532
est,2001,0.1602
est,2002,0.1365
est,2003,0.13241
est,2004,0.12278
est,2005,0.10433
est,2006,0.10474
est,2007,0.09794
est,2008,0.0949
est,2009,0.09706
est,2010,0.08082
est,2011,0.07273
est,2012,0.06539
est,2013,0.05251
est,2014,0.0476
est,2015,0.03796
est,2016,0.03338
est,2017,0.03078
est,2018,0.03078
est,2019,0.03114
eth,1990,4.50177
eth,1991,4.75354
eth,1992,5.02587
eth,1993,4.42402
eth,1994,4.26218
eth,1995,3.86674
eth,1996,3.40277
eth,1997,3.38085
eth,1998,3.44102
eth,1999,3.17342
eth,2000,2.89268
eth,2001,2.68846
eth,2002,2.61421
eth,2003,2.50444
eth,2004,2.08888
eth,2005,1.80493
eth,2006,1.50818
eth,2007,1.29552
eth,2008,1.19864
eth,2009,1.11797
eth,2010,1.02321
eth,2011,0.9912
eth,2012,0.95375
eth,2013,0.90464
eth,2014,0.88441
eth,2015,0.84254
eth,2016,0.79831
eth,2017,0.77161
eth,2018,0.77161
eth,2019,0.707
fin,1990,0.07512
fin,1991,0.0716
fin,1992,0.06716
fin,1993,0.06142
fin,1994,0.05258
fin,1995,0.04631
fin,1996,0.04083
fin,1997,0.03805
fin,1998,0.03444
fin,1999,0.03153
fin,2000,0.02996
fin,2001,0.02781
fin,2002,0.02638
fin,2003,0.02664
fin,2004,0.02505
fin,2005,0.02463
fin,2006,0.0235
fin,2007,0.02362
fin,2008,0.02377
fin,2009,0.02419
fin,2010,0.02352
fin,2011,0.02208
fin,2012,0.02018
fin,2013,0.0169
fin,2014,0.01432
fin,2015,0.01209
fin,2016,0.01036
fin,2017,0.0095
fin,2018,0.0095
fin,2019,0.01101
fji,1990,1.58558
fji,1991,1.55223
fji,1992,1.42574
fji,1993,1.38094
fji,1994,1.32173
fji,1995,1.23937
fji,1996,1.19859
fji,1997,1.23179
fji,1998,1.22283
fji,1999,1.18093
fji,2000,1.17113
fji,2001,1.11829
fji,2002,1.02068
fji,2003,0.99346
fji,2004,0.90595
fji,2005,0.88681
fji,2006,0.9357
fji,2007,0.92975
fji,2008,0.92615
fji,2009,0.87936
fji,2010,0.84951
fji,2011,0.79137
fji,2012,0.7214
fji,2013,0.62788
fji,2014,0.57064
fji,2015,0.56078
fji,2016,0.56301
fji,2017,0.56433
fji,2018,0.56433
fji,2019,0.56632
fra,1990,0.08222
fra,1991,0.07958
fra,1992,0.07672
fra,1993,0.07551
fra,1994,0.07155
fra,1995,0.06915
fra,1996,0.06906
fra,1997,0.0666
fra,1998,0.06553
fra,1999,0.06249
fra,2000,0.06079
fra,2001,0.06003
fra,2002,0.06111
fra,2003,0.06056
fra,2004,0.05659
fra,2005,0.0546
fra,2006,0.05239
fra,2007,0.05179
fra,2008,0.0524
fra,2009,0.05527
fra,2010,0.05482
fra,2011,0.05318
fra,2012,0.05278
fra,2013,0.04953
fra,2014,0.04597
fra,2015,0.04449
fra,2016,0.04018
fra,2017,0.03803
fra,2018,0.03803
fra,2019,0.03862
gab,1990,2.0089
gab,1991,1.77336
gab,1992,1.80058
gab,1993,1.67584
gab,1994,1.5256
gab,1995,1.41997
gab,1996,1.31599
gab,1997,1.21491
gab,1998,1.11074
gab,1999,1.17702
gab,2000,1.17924
gab,2001,1.04421
gab,2002,0.93182
gab,2003,0.88166
gab,2004,0.87233
gab,2005,0.75598
gab,2006,0.76065
gab,2007,0.67702
gab,2008,0.6364
gab,2009,0.56715
gab,2010,0.50577
gab,2011,0.45907
gab,2012,0.3994
gab,2013,0.36672
gab,2014,0.33359
gab,2015,0.33161
gab,2016,0.3067
gab,2017,0.28533
gab,2018,0.28533
gab,2019,0.27382
gbr,1990,0.17061
gbr,1991,0.16273
gbr,1992,0.15384
gbr,1993,0.13956
gbr,1994,0.12653
gbr,1995,0.13039
gbr,1996,0.11999
gbr,1997,0.10861
gbr,1998,0.09797
gbr,1999,0.09333
gbr,2000,0.08706
gbr,2001,0.08244
gbr,2002,0.08131
gbr,2003,0.08155
gbr,2004,0.07685
gbr,2005,0.07353
gbr,2006,0.07324
gbr,2007,0.07173
gbr,2008,0.0723
gbr,2009,0.07205
gbr,2010,0.06789
gbr,2011,0.06242
gbr,2012,0.05828
gbr,2013,0.05533
gbr,2014,0.05109
gbr,2015,0.04939
gbr,2016,0.0487
gbr,2017,0.04631
gbr,2018,0.04631
gbr,2019,0.04586
geo,1992,2.05889
geo,1993,2.5022
geo,1994,2.60654
geo,1995,1.84493
geo,1996,1.26355
geo,1997,1.0321
geo,1998,1.03218
geo,1999,1.02495
geo,2000,1.13336
geo,2001,1.08837
geo,2002,0.98174
geo,2003,0.77677
geo,2004,0.64883
geo,2005,0.51974
geo,2006,0.42461
geo,2007,0.37249
geo,2008,0.39005
geo,2009,0.45725
geo,2010,0.4538
geo,2011,0.46116
geo,2012,0.44943
geo,2013,0.45226
geo,2014,0.43178
geo,2015,0.43879
geo,2016,0.49371
geo,2017,0.47069
geo,2018,0.47069
geo,2019,0.43604
gha,1990,4.48312
gha,1991,3.93229
gha,1992,3.53957
gha,1993,3.24108
gha,1994,3.05175
gha,1995,2.79529
gha,1996,2.60357
gha,1997,2.52253
gha,1998,2.42746
gha,1999,2.37465
gha,2000,2.35627
gha,2001,2.33257
gha,2002,2.28963
gha,2003,2.25792
gha,2004,2.16528
gha,2005,2.05888
gha,2006,1.95267
gha,2007,1.86669
gha,2008,1.67016
gha,2009,1.60352
gha,2010,1.51242
gha,2011,1.38648
gha,2012,1.35342
gha,2013,1.28578
gha,2014,1.31719
gha,2015,1.31758
gha,2016,1.30551
gha,2017,1.21276
gha,2018,1.21276
gha,2019,1.02913
gin,1990,3.54894
gin,1991,3.44094
gin,1992,3.32617
gin,1993,3.13416
gin,1994,3.03424
gin,1995,2.91403
gin,1996,2.81938
gin,1997,2.676
gin,1998,2.56981
gin,1999,2.3887
gin,2000,2.22391
gin,2001,2.07671
gin,2002,1.90406
gin,2003,2.02453
gin,2004,2.06542
gin,2005,2.0822
gin,2006,1.96988
gin,2007,1.94432
gin,2008,1.9312
gin,2009,2.02722
gin,2010,2.04589
gin,2011,1.99754
gin,2012,1.9054
gin,2013,2.00856
gin,2014,1.95509
gin,2015,1.93308
gin,2016,1.76525
gin,2017,1.6172
gin,2018,1.6172
gin,2019,1.55265
gmb,1990,6.30765
gmb,1991,5.95124
gmb,1992,5.89126
gmb,1993,5.67842
gmb,1994,5.55756
gmb,1995,5.69606
gmb,1996,5.18436
gmb,1997,4.89404
gmb,1998,4.73915
gmb,1999,4.54557
gmb,2000,4.11897
gmb,2001,3.915
gmb,2002,4.07525
gmb,2003,3.73062
gmb,2004,3.53494
gmb,2005,3.43221
gmb,2006,3.07607
gmb,2007,2.74172
gmb,2008,2.34684
gmb,2009,2.11372
gmb,2010,1.94439
gmb,2011,1.97187
gmb,2012,1.86821
gmb,2013,1.82021
gmb,2014,1.89964
gmb,2015,1.71053
gmb,2016,1.6902
gmb,2017,1.63874
gmb,2018,1.63874
gmb,2019,1.41144
gnb,1990,5.47739
gnb,1991,5.40197
gnb,1992,5.33654
gnb,1993,5.24978
gnb,1994,5.05013
gnb,1995,4.91691
gnb,1996,4.45455
gnb,1997,4.16734
gnb,1998,5.5699
gnb,1999,5.26211
gnb,2000,4.73917
gnb,2001,4.42654
gnb,2002,4.04897
gnb,2003,3.92899
gnb,2004,3.70362
gnb,2005,3.36818
gnb,2006,3.08298
gnb,2007,2.99143
gnb,2008,2.86314
gnb,2009,2.6878
gnb,2010,2.50955
gnb,2011,2.30712
gnb,2012,2.31385
gnb,2013,2.34616
gnb,2014,2.21796
gnb,2015,2.1061
gnb,2016,1.99261
gnb,2017,1.92676
gnb,2018,1.92676
gnb,2019,1.63605
gnq,1990,4.4228
gnq,1991,4.31019
gnq,1992,3.44669
gnq,1993,3.37873
gnq,1994,3.66189
gnq,1995,3.78723
gnq,1996,2.85755
gnq,1997,1.58174
gnq,1998,1.95335
gnq,1999,1.90104
gnq,2000,2.57886
gnq,2001,3.11338
gnq,2002,2.60416
gnq,2003,3.10842
gnq,2004,2.89648
gnq,2005,1.90369
gnq,2006,1.21173
gnq,2007,1.08438
gnq,2008,1.02931
gnq,2009,1.14511
gnq,2010,1.37426
gnq,2011,1.1969
gnq,2012,1.07234
gnq,2013,1.00084
gnq,2014,0.93086
gnq,2015,0.868
gnq,2016,0.82284
gnq,2017,0.78631
gnq,2018,0.78631
gnq,2019,0.68572
grc,2006,0.13527
grc,2007,0.13976
grc,2008,0.14207
grc,2009,0.14863
grc,2010,0.15306
grc,2011,0.15914
grc,2012,0.14776
grc,2013,0.13648
grc,2014,0.12286
grc,2015,0.11707
grc,2016,0.11109
grc,2017,0.10825
grc,2018,0.10825
grc,2019,0.11085
gtm,1990,2.77954
gtm,1991,2.66091
gtm,1992,2.57578
gtm,1993,2.49566
gtm,1994,2.37792
gtm,1995,2.21711
gtm,1996,2.18633
gtm,1997,2.13093
gtm,1998,2.06438
gtm,1999,1.99045
gtm,2000,1.94598
gtm,2001,1.85772
gtm,2002,1.72118
gtm,2003,1.61018
gtm,2004,1.50889
gtm,2005,1.38225
gtm,2006,1.27292
gtm,2007,1.14744
gtm,2008,1.06343
gtm,2009,1.03883
gtm,2010,1.00988
gtm,2011,0.95245
gtm,2012,0.90438
gtm,2013,0.8034
gtm,2014,0.75095
gtm,2015,0.71601
gtm,2016,0.6753
gtm,2017,0.65488
gtm,2018,0.65488
gtm,2019,0.59483
guy,1990,1.71017
guy,1991,1.82913
guy,1992,1.41613
guy,1993,1.19084
guy,1994,1.01896
guy,1995,0.97523
guy,1996,0.88564
guy,1997,0.92284
guy,1998,0.93846
guy,1999,0.94033
guy,2000,0.93389
guy,2001,0.87591
guy,2002,0.84075
guy,2003,0.79742
guy,2004,0.74542
guy,2005,0.71481
guy,2006,0.66
guy,2007,0.59671
guy,2008,0.58718
guy,2009,0.57267
guy,2010,0.56599
guy,2011,0.55575
guy,2012,0.54998
guy,2013,0.54251
guy,2014,0.5648
guy,2015,0.581
guy,2016,0.57288
guy,2017,0.55507
guy,2018,0.55507
guy,2019,0.52115
hnd,1990,1.68134
hnd,1991,1.65348
hnd,1992,1.55707
hnd,1993,1.40361
hnd,1994,1.37054
hnd,1995,1.295
hnd,1996,1.2571
hnd,1997,1.16834
hnd,1998,1.03793
hnd,1999,1.0766
hnd,2000,0.98098
hnd,2001,0.95298
hnd,2002,0.92668
hnd,2003,0.91271
hnd,2004,0.89762
hnd,2005,0.86479
hnd,2006,0.83448
hnd,2007,0.79691
hnd,2008,0.78818
hnd,2009,0.84404
hnd,2010,0.83402
hnd,2011,0.82878
hnd,2012,0.79421
hnd,2013,0.81405
hnd,2014,0.78796
hnd,2015,0.75865
hnd,2016,0.67984
hnd,2017,0.65891
hnd,2018,0.65891
hnd,2019,0.59771
hrv,1995,0.3501
hrv,1996,0.3355
hrv,1997,0.31616
hrv,1998,0.2961
hrv,1999,0.29137
hrv,2000,0.27731
hrv,2001,0.26747
hrv,2002,0.25245
hrv,2003,0.26125
hrv,2004,0.24571
hrv,2005,0.24122
hrv,2006,0.21879
hrv,2007,0.20527
hrv,2008,0.20403
hrv,2009,0.215
hrv,2010,0.20101
hrv,2011,0.19685
hrv,2012,0.19088
hrv,2013,0.16131
hrv,2014,0.14764
hrv,2015,0.14671
hrv,2016,0.12107
hrv,2017,0.11031
hrv,2018,0.11031
hrv,2019,0.1096
hti,1990,4.69855
hti,1991,4.43982
hti,1992,4.4991
hti,1993,4.47966
hti,1994,4.73995
hti,1995,4.06555
hti,1996,3.65013
hti,1997,3.42232
hti,1998,3.19658
hti,1999,3.1345
hti,2000,3.04851
hti,2001,3.08818
hti,2002,3.07851
hti,2003,2.93346
hti,2004,2.88748
hti,2005,2.78619
hti,2006,2.63727
hti,2007,2.45574
hti,2008,2.39436
hti,2009,2.29143
hti,2010,1.47021
hti,2011,2.35445
hti,2012,2.36729
hti,2013,2.36529
hti,2014,2.328
hti,2015,2.36421
hti,2016,2.33164
hti,2017,2.28467
hti,2018,2.28467
hti,2019,2.2632
hun,1993,0.54725
hun,1994,0.48177
hun,1995,0.44425
hun,1996,0.37162
hun,1997,0.34226
hun,1998,0.32076
hun,1999,0.30629
hun,2000,0.27904
hun,2001,0.25327
hun,2002,0.24612
hun,2003,0.25096
hun,2004,0.24488
hun,2005,0.25235
hun,2006,0.2419
hun,2007,0.25018
hun,2008,0.23001
hun,2009,0.2391
hun,2010,0.22142
hun,2011,0.21164
hun,2012,0.20449
hun,2013,0.18552
hun,2014,0.18021
hun,2015,0.18177
hun,2016,0.17121
hun,2017,0.16587
hun,2018,0.16587
hun,2019,0.16581
idn,1990,1.40243
idn,1991,1.29768
idn,1992,1.21627
idn,1993,1.12413
idn,1994,1.03087
idn,1995,0.98275
idn,1996,0.93641
idn,1997,0.92941
idn,1998,1.09447
idn,1999,1.0775
idn,2000,0.99509
idn,2001,0.90063
idn,2002,0.83676
idn,2003,0.82315
idn,2004,0.81924
idn,2005,0.79898
idn,2006,0.78713
idn,2007,0.77643
idn,2008,0.75819
idn,2009,0.75221
idn,2010,0.72259
idn,2011,0.69834
idn,2012,0.6836
idn,2013,0.66307
idn,2014,0.64551
idn,2015,0.63085
idn,2016,0.59316
idn,2017,0.57617
idn,2018,0.57617
idn,2019,0.55203
ind,1990,3.69015
ind,1991,3.60014
ind,1992,3.38923
ind,1993,3.21194
ind,1994,2.99694
ind,1995,2.78382
ind,1996,2.61862
ind,1997,2.58556
ind,1998,2.45942
ind,1999,2.28263
ind,2000,2.21415
ind,2001,2.11269
ind,2002,2.02245
ind,2003,1.86497
ind,2004,1.70238
ind,2005,1.59206
ind,2006,1.48988
ind,2007,1.42987
ind,2008,1.45338
ind,2009,1.4149
ind,2010,1.39141
ind,2011,1.41733
ind,2012,1.44147
ind,2013,1.41469
ind,2014,1.32598
ind,2015,1.26956
ind,2016,1.19033
ind,2017,1.1215
ind,2018,1.1215
ind,2019,1.09493
irl,1990,0.17571
irl,1991,0.16642
irl,1992,0.15809
irl,1993,0.14555
irl,1994,0.13298
irl,1995,0.12347
irl,1996,0.11203
irl,1997,0.09933
irl,1998,0.08963
irl,1999,0.08322
irl,2000,0.07373
irl,2001,0.06745
irl,2002,0.06316
irl,2003,0.05538
irl,2004,0.0507
irl,2005,0.04696
irl,2006,0.0442
irl,2007,0.04436
irl,2008,0.04746
irl,2009,0.05046
irl,2010,0.04589
irl,2011,0.0464
irl,2012,0.04388
irl,2013,0.03886
irl,2014,0.03213
irl,2015,0.02651
irl,2016,0.02137
irl,2017,0.01946
irl,2018,0.01946
irl,2019,0.01874
irn,1990,1.10098
irn,1993,0.87083
irn,1994,0.88717
irn,1995,0.87473
irn,1996,0.83677
irn,1997,0.81433
irn,1998,0.78907
irn,1999,0.7741
irn,2000,0.69334
irn,2001,0.65404
irn,2002,0.56579
irn,2003,0.4735
irn,2004,0.42814
irn,2005,0.38976
irn,2006,0.34791
irn,2007,0.30638
irn,2008,0.28967
irn,2009,0.29826
irn,2010,0.28315
irn,2011,0.27671
irn,2012,0.30129
irn,2013,0.29932
irn,2014,0.28123
irn,2015,0.28914
irn,2016,0.25651
irn,2017,0.25195
irn,2018,0.25195
irq,1990,0.87699
irq,2004,0.71024
irq,2005,0.69046
irq,2006,0.60058
irq,2007,0.59314
irq,2008,0.55345
irq,2009,0.60283
irq,2010,0.63874
irq,2011,0.64498
irq,2012,0.60118
irq,2013,0.59461
irq,2014,0.59354
irq,2015,0.60125
irq,2016,0.54644
irq,2017,0.56303
irq,2018,0.56303
irq,2019,0.54961
isl,1990,0.06291
isl,1991,0.05983
isl,1992,0.05933
isl,1993,0.05212
isl,1994,0.04806
isl,1995,0.04622
isl,1996,0.04454
isl,1997,0.04039
isl,1998,0.03747
isl,1999,0.03509
isl,2000,0.0344
isl,2001,0.03161
isl,2002,0.03026
isl,2003,0.02909
isl,2004,0.02719
isl,2005,0.02596
isl,2006,0.02628
isl,2007,0.02412
isl,2008,0.02894
isl,2009,0.02978
isl,2010,0.02928
isl,2011,0.02468
isl,2012,0.02104
isl,2013,0.01738
isl,2014,0.01709
isl,2015,0.01615
isl,2016,0.01552
isl,2017,0.01501
isl,2018,0.01501
isl,2019,0.01484
isr,1990,0.28049
isr,1991,0.25873
isr,1992,0.25043
isr,1993,0.23945
isr,1994,0.21815
isr,1995,0.19239
isr,1996,0.17516
isr,1997,0.16114
isr,1998,0.15551
isr,1999,0.15138
isr,2000,0.14407
isr,2001,0.14398
isr,2002,0.14383
isr,2003,0.13783
isr,2004,0.12951
isr,2005,0.12253
isr,2006,0.11574
isr,2007,0.1106
isr,2008,0.11213
isr,2009,0.11126
isr,2010,0.10729
isr,2011,0.10548
isr,2012,0.10668
isr,2013,0.10291
isr,2014,0.09605
isr,2015,0.09456
isr,2016,0.09158
isr,2017,0.08768
isr,2018,0.08768
isr,2019,0.08755
ita,1990,0.17971
ita,1991,0.17736
ita,1992,0.16088
ita,1993,0.15166
ita,1994,0.13958
ita,1995,0.12673
ita,1996,0.12067
ita,1997,0.11655
ita,1998,0.10953
ita,1999,0.10372
ita,2000,0.09627
ita,2001,0.09142
ita,2002,0.08942
ita,2003,0.08689
ita,2004,0.08045
ita,2005,0.07516
ita,2006,0.07228
ita,2007,0.06978
ita,2008,0.07032
ita,2009,0.07165
ita,2010,0.06849
ita,2011,0.06707
ita,2012,0.06906
ita,2013,0.06871
ita,2014,0.06737
ita,2015,0.06737
ita,2016,0.06061
ita,2017,0.05787
ita,2018,0.05787
ita,2019,0.05847
jam,1990,0.59796
jam,1991,0.52091
jam,1992,0.49948
jam,1993,0.42887
jam,1994,0.42787
jam,1995,0.41332
jam,1996,0.39619
jam,1997,0.39466
jam,1998,0.39077
jam,1999,0.38274
jam,2000,0.36588
jam,2001,0.35076
jam,2002,0.32463
jam,2003,0.29428
jam,2004,0.26454
jam,2005,0.24376
jam,2006,0.2371
jam,2007,0.25452
jam,2008,0.28079
jam,2009,0.3057
jam,2010,0.26824
jam,2011,0.28021
jam,2012,0.25942
jam,2013,0.26088
jam,2014,0.28681
jam,2015,0.29096
jam,2016,0.2816
jam,2017,0.26982
jam,2018,0.26982
jam,2019,0.24821
jor,1990,0.86894
jor,1991,0.90261
jor,1992,0.74169
jor,1993,0.71101
jor,1994,0.66233
jor,1995,0.58785
jor,1996,0.55348
jor,1997,0.50035
jor,1998,0.46032
jor,1999,0.43347
jor,2000,0.39628
jor,2001,0.36505
jor,2002,0.36119
jor,2003,0.35058
jor,2004,0.34213
jor,2005,0.34195
jor,2006,0.32977
jor,2007,0.32244
jor,2008,0.31147
jor,2009,0.31803
jor,2010,0.31888
jor,2011,0.3101
jor,2012,0.30515
jor,2013,0.27273
jor,2014,0.27156
jor,2015,0.27333
jor,2016,0.27565
jor,2017,0.2737
jor,2018,0.2737
jor,2019,0.26774
jpn,1990,0.11607
jpn,1991,0.1155
jpn,1992,0.11548
jpn,1993,0.11545
jpn,1994,0.11237
jpn,1995,0.11128
jpn,1996,0.10598
jpn,1997,0.10505
jpn,1998,0.10822
jpn,1999,0.10925
jpn,2000,0.10213
jpn,2001,0.09838
jpn,2002,0.09354
jpn,2003,0.08902
jpn,2004,0.08346
jpn,2005,0.0814
jpn,2006,0.07736
jpn,2007,0.07532
jpn,2008,0.07492
jpn,2009,0.07711
jpn,2010,0.0723
jpn,2011,0.07285
jpn,2012,0.07282
jpn,2013,0.07395
jpn,2014,0.07639
jpn,2015,0.07605
jpn,2016,0.07583
jpn,2017,0.07319
jpn,2018,0.07319
jpn,2019,0.07393
kaz,1993,0.86094
kaz,1994,0.97764
kaz,1995,1.03243
kaz,1996,0.97888
kaz,1997,0.88072
kaz,1998,0.80103
kaz,1999,0.75884
kaz,2000,0.69692
kaz,2001,0.59469
kaz,2002,0.51853
kaz,2003,0.4763
kaz,2004,0.43761
kaz,2005,0.43921
kaz,2006,0.41434
kaz,2007,0.40366
kaz,2008,0.3875
kaz,2009,0.34526
kaz,2010,0.33421
kaz,2011,0.31363
kaz,2012,0.28556
kaz,2013,0.25204
kaz,2014,0.23171
kaz,2015,0.21372
kaz,2016,0.20918
kaz,2017,0.19452
kaz,2018,0.19452
kaz,2019,0.19272
ken,1990,2.42396
ken,1991,2.25153
ken,1992,2.1439
ken,1993,2.07188
ken,1994,1.91828
ken,1995,1.75169
ken,1996,1.6036
ken,1997,1.57009
ken,1998,1.52101
ken,1999,1.49912
ken,2000,1.49014
ken,2001,1.43542
ken,2002,1.44547
ken,2003,1.43859
ken,2004,1.38915
ken,2005,1.3441
ken,2006,1.32888
ken,2007,1.31135
ken,2008,1.33025
ken,2009,1.32724
ken,2010,1.28952
ken,2011,1.25376
ken,2012,1.22464
ken,2013,1.20223
ken,2014,1.18219
ken,2015,1.13317
ken,2016,1.07962
ken,2017,1.05102
ken,2018,1.05102
ken,2019,0.9674
kgz,1991,1.70998
kgz,1992,1.75013
kgz,1993,2.0024
kgz,1994,2.54981
kgz,1995,2.34117
kgz,1996,1.83866
kgz,1997,1.57707
kgz,1998,1.50506
kgz,1999,1.45772
kgz,2000,1.35432
kgz,2001,1.17626
kgz,2002,1.15537
kgz,2003,1.03006
kgz,2004,0.90397
kgz,2005,0.90316
kgz,2006,0.91494
kgz,2007,0.81889
kgz,2008,0.71942
kgz,2009,0.66726
kgz,2010,0.6889
kgz,2011,0.65092
kgz,2012,0.57823
kgz,2013,0.52352
kgz,2014,0.48068
kgz,2015,0.46565
kgz,2016,0.43825
kgz,2017,0.4085
kgz,2018,0.4085
kgz,2019,0.40511
khm,1995,2.42815
khm,1996,2.20398
khm,1997,2.035
khm,1998,1.84358
khm,1999,1.71517
khm,2000,1.56496
khm,2001,1.49067
khm,2002,1.41293
khm,2003,1.25988
khm,2004,1.12303
khm,2005,0.99556
khm,2006,0.89168
khm,2007,0.79316
khm,2008,0.71525
khm,2009,0.66995
khm,2010,0.63797
khm,2011,0.59863
khm,2012,0.55585
khm,2013,0.50668
khm,2014,0.52033
khm,2015,0.52067
khm,2016,0.55421
khm,2017,0.52672
khm,2018,0.52672
khm,2019,0.4978
kor,1990,0.35671
kor,1991,0.32456
kor,1992,0.30327
kor,1993,0.27761
kor,1994,0.2571
kor,1995,0.2379
kor,1996,0.22635
kor,1997,0.22067
kor,1998,0.22894
kor,1999,0.20618
kor,2000,0.18695
kor,2001,0.17633
kor,2002,0.16667
kor,2003,0.15903
kor,2004,0.15516
kor,2005,0.14857
kor,2006,0.14163
kor,2007,0.13748
kor,2008,0.13373
kor,2009,0.13507
kor,2010,0.12663
kor,2011,0.12427
kor,2012,0.12655
kor,2013,0.13002
kor,2014,0.13173
kor,2015,0.13188
kor,2016,0.12762
kor,2017,0.1298
kor,2018,0.1298
kor,2019,0.14151
kwt,1990,0.14125
kwt,1991,0.14757
kwt,1992,0.09857
kwt,1993,0.09918
