geo,time,ny_adj_dpem_gn_zs
bgd,2006,1.63305
bgd,2007,1.51908
bgd,2008,1.40882
bgd,2009,1.34323
bgd,2010,1.27579
bgd,2011,1.1929
bgd,2012,1.10624
bgd,2013,1.02561
bgd,2014,0.95775
bgd,2015,0.89251
bgd,2016,0.83789
bgd,2017,0.77768
bgd,2018,0.77768
bgd,2019,0.68966
bgr,1990,0.41654
bgr,1991,0.44258
bgr,1992,0.42455
bgr,1993,0.41735
bgr,1994,0.41182
bgr,1995,0.38313
bgr,1996,0.35753
bgr,1997,0.44631
bgr,1998,0.41853
bgr,1999,0.45064
bgr,2000,0.43744
bgr,2001,0.41334
bgr,2002,0.38881
bgr,2003,0.39557
bgr,2004,0.36165
bgr,2005,0.33018
bgr,2006,0.33531
bgr,2007,0.33528
bgr,2008,0.3253
bgr,2009,0.32299
bgr,2010,0.30371
bgr,2011,0.29193
bgr,2012,0.27848
bgr,2013,0.29456
bgr,2014,0.31497
bgr,2015,0.30761
bgr,2016,0.30486
bgr,2017,0.31277
bgr,2018,0.31277
bgr,2019,0.32251
bhr,1990,0.47335
bhr,1991,0.43078
bhr,1992,0.42789
bhr,1993,0.40418
bhr,1994,0.4058
bhr,1995,0.3781
bhr,1996,0.36084
bhr,1997,0.36393
bhr,1998,0.34867
bhr,1999,0.35732
bhr,2000,0.34442
bhr,2001,0.34711
bhr,2002,0.33441
bhr,2003,0.30351
bhr,2004,0.27772
bhr,2005,0.24868
bhr,2006,0.2262
bhr,2007,0.20128
bhr,2008,0.18999
bhr,2009,0.1957
bhr,2010,0.18261
bhr,2011,0.18613
bhr,2012,0.16008
bhr,2013,0.15422
bhr,2014,0.15536
bhr,2015,0.15958
bhr,2016,0.15947
bhr,2017,0.1604
bhr,2018,0.1604
bhr,2019,0.16935
bhs,1991,0.20901
bhs,1992,0.20987
bhs,1993,0.2113
bhs,1994,0.20218
bhs,1995,0.16612
bhs,1996,0.14595
bhs,1997,0.17822
bhs,1998,0.16974
bhs,1999,0.15418
bhs,2000,0.14113
bhs,2001,0.13921
bhs,2002,0.13429
bhs,2003,0.14124
bhs,2004,0.13982
bhs,2005,0.13509
bhs,2006,0.13503
bhs,2007,0.13163
bhs,2008,0.13006
bhs,2009,0.13684
bhs,2010,0.13609
bhs,2011,0.13495
bhs,2012,0.1299
bhs,2013,0.13683
bhs,2014,0.14317
bhs,2015,0.14277
bhs,2016,0.13732
bhs,2017,0.12767
bhs,2018,0.12767
bhs,2019,0.12203
bih,1994,0.79279
bih,1995,0.69352
bih,1996,0.46858
bih,1997,0.42255
bih,1998,0.31503
bih,1999,0.36991
bih,2000,0.44339
bih,2001,0.46884
bih,2002,0.48382
bih,2003,0.47908
bih,2004,0.46195
bih,2005,0.47062
bih,2006,0.4606
bih,2007,0.50291
bih,2008,0.46304
bih,2009,0.42548
bih,2010,0.43921
bih,2011,0.40311
bih,2012,0.43091
bih,2013,0.41755
bih,2014,0.42497
bih,2015,0.3978
bih,2016,0.39799
bih,2017,0.38117
bih,2018,0.38117
bih,2019,0.3873
blr,1990,0.26283
blr,1991,0.25855
blr,1992,0.29099
blr,1993,0.36924
blr,1994,0.42259
blr,1995,0.47786
blr,1996,0.44159
blr,1997,0.37889
blr,1998,0.33152
blr,1999,0.32831
blr,2000,0.30435
blr,2001,0.32256
blr,2002,0.34339
blr,2003,0.32006
blr,2004,0.29627
blr,2005,0.29777
blr,2006,0.27796
blr,2007,0.25998
blr,2008,0.25606
blr,2009,0.28145
blr,2010,0.28962
blr,2011,0.28569
blr,2012,0.24005
blr,2013,0.23657
blr,2014,0.22424
blr,2015,0.21387
blr,2016,0.205
blr,2017,0.19224
blr,2018,0.19224
blr,2019,0.18511
blz,1990,0.85399
blz,1991,0.76653
blz,1992,0.68786
blz,1993,0.65399
blz,1994,0.6551
blz,1995,0.68111
blz,1996,0.702
blz,1997,0.70164
blz,1998,0.69674
blz,1999,0.65473
blz,2000,0.58982
blz,2001,0.56394
blz,2002,0.52485
blz,2003,0.48457
blz,2004,0.46844
blz,2005,0.44535
blz,2006,0.41875
blz,2007,0.4143
blz,2008,0.38091
blz,2009,0.35692
blz,2010,0.36673
blz,2011,0.35319
blz,2012,0.35437
blz,2013,0.35436
blz,2014,0.34821
blz,2015,0.34267
blz,2016,0.34819
blz,2017,0.33935
blz,2018,0.33935
blz,2019,0.34438
bol,1990,2.49604
bol,1991,2.31561
bol,1992,2.17362
bol,1993,2.01954
bol,1994,1.84906
bol,1995,1.70959
bol,1996,1.57013
bol,1997,1.43056
bol,1998,1.27766
bol,1999,1.22148
bol,2000,1.15852
bol,2001,1.0954
bol,2002,1.01844
bol,2003,0.96143
bol,2004,0.88634
bol,2005,0.80244
bol,2006,0.71606
bol,2007,0.66694
bol,2008,0.60888
bol,2009,0.57689
bol,2010,0.5473
bol,2011,0.51878
bol,2012,0.5011
bol,2013,0.48228
bol,2014,0.4489
bol,2015,0.43209
bol,2016,0.42203
bol,2017,0.42897
bol,2018,0.42897
bol,2019,0.43001
bra,1990,0.78459
bra,1991,0.70561
bra,1992,0.68372
bra,1993,0.64162
bra,1994,0.58323
bra,1995,0.52167
bra,1996,0.50123
bra,1997,0.46493
bra,1998,0.44839
bra,1999,0.43501
bra,2000,0.38876
bra,2001,0.36816
bra,2002,0.34075
bra,2003,0.3216
bra,2004,0.29067
bra,2005,0.27106
bra,2006,0.2602
bra,2007,0.23889
bra,2008,0.23117
bra,2009,0.23269
bra,2010,0.2152
bra,2011,0.2023
bra,2012,0.19555
bra,2013,0.18266
bra,2014,0.17394
bra,2015,0.17528
bra,2016,0.17955
bra,2017,0.17163
bra,2018,0.17163
bra,2019,0.16729
brb,1990,0.31286
brb,1991,0.31337
brb,1992,0.30745
brb,1993,0.28621
brb,1994,0.27018
brb,1995,0.26444
brb,1996,0.23156
brb,1997,0.22652
brb,1998,0.21943
brb,1999,0.21846
brb,2000,0.20944
brb,2001,0.20707
brb,2002,0.21086
brb,2003,0.214
brb,2004,0.20077
brb,2005,0.19833
brb,2006,0.20242
brb,2007,0.20373
brb,2008,0.20999
brb,2009,0.226
brb,2010,0.22327
brb,2011,0.23465
brb,2012,0.22383
brb,2013,0.24777
brb,2014,0.23406
brb,2015,0.24415
brb,2016,0.25043
brb,2017,0.24541
brb,2018,0.24541
brb,2019,0.25234
brn,1990,0.10768
brn,1991,0.09835
brn,1992,0.08699
brn,1993,0.07931
brn,1994,0.07009
brn,1995,0.06168
brn,1996,0.05626
brn,1997,0.05246
brn,1998,0.04878
brn,1999,0.04393
brn,2000,0.03979
brn,2001,0.03706
brn,2002,0.0363
brn,2003,0.03598
brn,2004,0.03516
brn,2005,0.03433
brn,2006,0.032
brn,2007,0.03032
brn,2008,0.02925
brn,2009,0.02883
brn,2010,0.02859
brn,2011,0.0304
brn,2012,0.03418
brn,2013,0.03917
brn,2014,0.04324
brn,2015,0.04275
brn,2016,0.03986
brn,2017,0.0371
brn,2018,0.0371
brn,2019,0.04295
btn,1990,7.24312
btn,1991,7.06405
btn,1992,6.62414
btn,1993,6.2698
btn,1994,5.72398
btn,1995,5.76585
btn,1996,5.57723
btn,1997,5.32549
btn,1998,5.49587
btn,1999,5.06318
btn,2000,3.96004
btn,2001,3.73904
btn,2002,3.39401
btn,2003,3.17973
btn,2004,2.91208
btn,2005,2.62758
btn,2006,2.28861
btn,2007,2.03017
btn,2008,1.96876
btn,2009,1.89584
btn,2010,1.77877
btn,2011,1.74633
btn,2012,1.58043
btn,2013,1.75266
btn,2014,1.7869
btn,2015,1.62759
btn,2016,1.52076
btn,2017,1.43319
btn,2018,1.43319
btn,2019,1.33248
bwa,1990,1.39418
bwa,1991,1.23619
bwa,1992,1.19176
bwa,1993,1.15486
bwa,1994,1.25552
bwa,1995,1.13268
bwa,1996,1.12125
bwa,1997,0.98425
bwa,1998,0.90489
bwa,1999,0.87317
bwa,2000,0.82247
bwa,2001,0.76833
bwa,2002,0.81456
bwa,2003,0.75619
bwa,2004,0.74001
bwa,2005,0.69979
bwa,2006,0.66275
bwa,2007,0.60758
bwa,2008,0.5807
bwa,2009,0.59986
bwa,2010,0.56839
bwa,2011,0.55197
bwa,2012,0.5394
bwa,2013,0.51689
bwa,2014,0.50703
bwa,2015,0.51713
bwa,2016,0.51691
bwa,2017,0.50457
bwa,2018,0.50457
bwa,2019,0.46325
caf,1990,2.07301
caf,1991,2.06799
caf,1992,2.12385
caf,1993,2.09252
caf,1994,1.9821
caf,1995,1.79587
caf,1996,1.82618
caf,1997,1.7038
caf,1998,1.63749
caf,1999,1.58779
caf,2000,1.62198
caf,2001,1.56733
caf,2002,1.54156
caf,2003,1.62125
caf,2004,1.53609
caf,2005,1.53444
caf,2006,1.41362
caf,2007,1.28658
caf,2008,1.23026
caf,2009,1.09047
caf,2010,1.00765
caf,2011,1.00535
caf,2012,0.97811
caf,2013,1.44376
caf,2014,1.34425
caf,2015,1.24989
caf,2016,1.11394
caf,2017,0.93359
caf,2018,0.93359
caf,2019,0.89838
can,1990,0.08692
can,1991,0.08583
can,1992,0.08336
can,1993,0.07934
can,1994,0.0767
can,1995,0.07162
can,1996,0.06801
can,1997,0.06821
can,1998,0.0637
can,1999,0.05873
can,2000,0.05307
can,2001,0.0515
can,2002,0.05223
can,2003,0.05217
can,2004,0.0499
can,2005,0.04807
can,2006,0.04511
can,2007,0.04209
can,2008,0.04135
can,2009,0.04206
can,2010,0.03981
can,2011,0.03756
can,2012,0.03627
can,2013,0.03529
can,2014,0.0339
can,2015,0.03386
can,2016,0.03442
can,2017,0.03383
can,2018,0.03383
can,2019,0.03312
che,1990,0.18214
che,1991,0.18051
che,1992,0.16457
che,1993,0.15696
che,1994,0.15056
che,1995,0.13259
che,1996,0.12112
che,1997,0.11147
che,1998,0.09955
che,1999,0.09345
che,2000,0.08536
che,2001,0.0839
che,2002,0.07956
che,2003,0.07758
che,2004,0.07033
che,2005,0.06271
che,2006,0.06026
che,2007,0.06277
che,2008,0.0656
che,2009,0.0635
che,2010,0.05604
che,2011,0.0577
che,2012,0.05526
che,2013,0.05323
che,2014,0.05101
che,2015,0.04691
che,2016,0.04316
che,2017,0.03986
che,2018,0.03986
che,2019,0.03759
chl,1990,0.2866
chl,1991,0.24917
chl,1992,0.21786
chl,1993,0.20354
chl,1994,0.19845
chl,1995,0.19032
chl,1996,0.18491
chl,1997,0.17461
chl,1998,0.17723
chl,1999,0.18068
chl,2000,0.17294
chl,2001,0.17195
chl,2002,0.1648
chl,2003,0.16724
chl,2004,0.15894
chl,2005,0.15171
chl,2006,0.14843
chl,2007,0.14008
chl,2008,0.13033
chl,2009,0.13686
chl,2010,0.13497
chl,2011,0.13421
chl,2012,0.13275
chl,2013,0.13344
chl,2014,0.13402
chl,2015,0.13287
chl,2016,0.12828
chl,2017,0.12664
chl,2018,0.12664
chl,2019,0.12531
chn,1990,1.23514
chn,1991,1.15352
chn,1992,1.04049
chn,1993,0.92757
chn,1994,0.83535
chn,1995,0.81253
chn,1996,0.78861
chn,1997,0.75913
chn,1998,0.74988
chn,1999,0.739
chn,2000,0.72013
chn,2001,0.68853
chn,2002,0.65737
chn,2003,0.62097
chn,2004,0.59086
chn,2005,0.55714
chn,2006,0.5115
chn,2007,0.47142
chn,2008,0.45904
chn,2009,0.45574
chn,2010,0.44804
chn,2011,0.44991
chn,2012,0.44989
chn,2013,0.45493
chn,2014,0.45279
chn,2015,0.46223
chn,2016,0.46385
chn,2017,0.45419
chn,2018,0.45419
chn,2019,0.44663
civ,1990,5.61798
civ,1991,5.41902
civ,1992,5.29691
civ,1993,5.29489
civ,1994,5.07829
civ,1995,4.6219
civ,1996,4.17482
civ,1997,3.98288
civ,1998,3.81614
civ,1999,3.81502
civ,2000,4.07454
civ,2001,4.14823
civ,2002,4.19703
civ,2003,4.26901
civ,2004,3.93398
civ,2005,3.53598
civ,2006,3.48389
civ,2007,3.35836
civ,2008,3.21352
civ,2009,3.10954
civ,2010,3.01545
civ,2011,3.07648
civ,2012,2.82363
civ,2013,2.70816
civ,2014,2.47558
civ,2015,2.3302
civ,2016,2.18107
civ,2017,2.02018
civ,2018,2.02018
civ,2019,1.87931
cmr,1990,2.60617
cmr,1991,2.70033
cmr,1992,2.72212
cmr,1993,2.90136
cmr,1994,2.81605
cmr,1995,2.58839
cmr,1996,2.40035
cmr,1997,2.24947
cmr,1998,2.13969
cmr,1999,2.07261
cmr,2000,2.09836
cmr,2001,2.08162
cmr,2002,2.11777
cmr,2003,2.035
cmr,2004,1.92598
cmr,2005,1.94053
cmr,2006,1.89939
cmr,2007,1.8482
cmr,2008,1.805
cmr,2009,1.78235
cmr,2010,1.7821
cmr,2011,1.76891
cmr,2012,1.75654
cmr,2013,1.72976
cmr,2014,1.64182
cmr,2015,1.54774
cmr,2016,1.50294
cmr,2017,1.4452
cmr,2018,1.4452
cmr,2019,1.35476
cod,1994,6.43326
cod,1995,5.83421
cod,1996,4.82761
cod,1997,4.75109
cod,1998,4.58389
cod,1999,4.71535
cod,2000,4.47132
cod,2001,4.47041
cod,2002,4.07106
cod,2003,3.62956
cod,2004,3.25513
cod,2005,3.03277
cod,2006,2.7798
cod,2007,2.58619
cod,2008,2.54056
cod,2009,2.43912
cod,2010,2.34065
cod,2011,2.31096
cod,2012,2.26046
cod,2013,2.2546
cod,2014,2.1484
cod,2015,2.04262
cod,2016,1.8903
cod,2017,1.82625
cod,2018,1.82625
cod,2019,1.67119
cog,1990,6.30979
cog,1991,5.65101
cog,1992,5.10981
cog,1993,5.42304
cog,1994,5.35424
cog,1995,7.08565
cog,1996,6.53348
cog,1997,4.65031
cog,1998,4.1494
cog,1999,4.55893
cog,2000,3.95662
cog,2001,3.6949
cog,2002,3.40261
cog,2003,3.279
cog,2004,3.42453
cog,2005,2.86001
cog,2006,2.55096
cog,2007,2.45719
cog,2008,2.126
cog,2009,1.79341
cog,2010,1.57618
cog,2011,1.53979
cog,2012,1.35429
cog,2013,1.32452
cog,2014,1.18804
cog,2015,1.21448
cog,2016,1.32923
cog,2017,1.28527
cog,2018,1.28527
cog,2019,1.49156
col,1990,0.57638
col,1991,0.57075
col,1992,0.54311
col,1993,0.5071
col,1994,0.47824
col,1995,0.45704
col,1996,0.46371
col,1997,0.4437
col,1998,0.4392
col,1999,0.4585
col,2000,0.43448
col,2001,0.40504
col,2002,0.39678
col,2003,0.3526
col,2004,0.31361
col,2005,0.27926
col,2006,0.26125
col,2007,0.23713
col,2008,0.23589
col,2009,0.24951
col,2010,0.23896
col,2011,0.21403
col,2012,0.19864
col,2013,0.18105
col,2014,0.16944
col,2015,0.16535
col,2016,0.16376
col,2017,0.16585
col,2018,0.16585
col,2019,0.16046
com,1990,6.76083
com,1991,6.83277
com,1992,6.27353
com,1993,6.02787
com,1994,6.31155
com,1995,5.79936
com,1996,5.59686
com,1997,5.13661
com,1998,4.70698
com,1999,4.40227
com,2000,3.84501
com,2001,3.64641
com,2002,3.45157
com,2003,3.24086
com,2004,3.07678
com,2005,2.92472
com,2006,2.67312
com,2007,2.6586
com,2008,2.50632
com,2009,2.24036
com,2010,2.02949
com,2011,1.90646
com,2012,1.82707
com,2013,1.70219
com,2014,1.75222
com,2015,1.67874
com,2016,1.56158
com,2017,1.45803
com,2018,1.45803
com,2019,1.26485
cpv,1990,2.1396
cpv,1991,2.04927
cpv,1992,1.85618
cpv,1993,1.76375
cpv,1994,1.56898
cpv,1995,1.54176
cpv,1996,1.55329
cpv,1997,1.55342
cpv,1998,1.48877
cpv,1999,1.45194
cpv,2000,1.31454
cpv,2001,1.27282
cpv,2002,1.20798
cpv,2003,1.11502
cpv,2004,0.98822
cpv,2005,0.90218
cpv,2006,0.81215
cpv,2007,0.66765
cpv,2008,0.61102
cpv,2009,0.59647
cpv,2010,0.59256
cpv,2011,0.56897
cpv,2012,0.59185
cpv,2013,0.59094
cpv,2014,0.60736
cpv,2015,0.59207
cpv,2016,0.54002
cpv,2017,0.49259
cpv,2018,0.49259
cpv,2019,0.42228
cri,1990,0.30011
cri,1991,0.26936
cri,1992,0.23209
cri,1993,0.21453
cri,1994,0.21048
cri,1995,0.21678
cri,1996,0.19377
cri,1997,0.19928
cri,1998,0.18374
cri,1999,0.18815
cri,2000,0.16167
cri,2001,0.16325
cri,2002,0.15667
cri,2003,0.14434
cri,2004,0.13993
cri,2005,0.13162
cri,2006,0.12702
cri,2007,0.10948
cri,2008,0.1081
cri,2009,0.10464
cri,2010,0.11811
cri,2011,0.10911
cri,2012,0.11773
cri,2013,0.11726
cri,2014,0.1157
cri,2015,0.11784
cri,2016,0.11061
cri,2017,0.11229
cri,2018,0.11229
cri,2019,0.11899
cub,1990,0.32566
cub,1991,0.3333
cub,1992,0.34806
cub,1993,0.37986
cub,1994,0.35963
cub,1995,0.31354
cub,1996,0.26167
cub,1997,0.24637
cub,1998,0.2492
cub,1999,0.23533
cub,2000,0.21654
cub,2001,0.20366
cub,2002,0.18695
cub,2003,0.17765
cub,2004,0.16475
cub,2005,0.1531
cub,2006,0.13214
cub,2007,0.12776
cub,2008,0.12741
cub,2009,0.13656
cub,2010,0.1356
cub,2011,0.12873
cub,2012,0.13593
cub,2013,0.13976
cub,2014,0.14516
cub,2015,0.14846
cub,2016,0.14498
cyp,1990,0.16334
cyp,1991,0.16769
cyp,1992,0.15837
cyp,1993,0.15999
cyp,1994,0.15642
cyp,1995,0.15103
cyp,1996,0.15246
cyp,1997,0.15511
cyp,1998,0.13588
cyp,1999,0.1446
cyp,2000,0.14167
cyp,2001,0.13531
cyp,2002,0.12991
cyp,2003,0.13454
cyp,2004,0.12694
cyp,2005,0.12359
cyp,2006,0.11732
cyp,2007,0.12148
cyp,2008,0.11914
cyp,2009,0.1205
cyp,2010,0.12244
cyp,2011,0.10866
cyp,2012,0.10911
cyp,2013,0.11135
cyp,2014,0.10669
cyp,2015,0.09508
cyp,2016,0.0862
cyp,2017,0.07911
cyp,2018,0.07911
cyp,2019,0.08744
cze,1992,0.25543
cze,1993,0.23466
cze,1994,0.22369
cze,1995,0.20829
cze,1996,0.19932
cze,1997,0.1986
cze,1998,0.18264
cze,1999,0.16848
cze,2000,0.1558
cze,2001,0.14811
cze,2002,0.14915
cze,2003,0.14881
cze,2004,0.1404
cze,2005,0.13599
cze,2006,0.1304
cze,2007,0.1299
cze,2008,0.1302
cze,2009,0.13622
cze,2010,0.12951
cze,2011,0.12332
cze,2012,0.11788
cze,2013,0.11374
cze,2014,0.10487
cze,2015,0.09917
cze,2016,0.09715
cze,2017,0.09179
cze,2018,0.09179
cze,2019,0.0989
deu,1990,0.18513
deu,1991,0.16674
deu,1992,0.15382
deu,1993,0.14838
deu,1994,0.13905
deu,1995,0.13106
deu,1996,0.12605
deu,1997,0.11799
deu,1998,0.10949
deu,1999,0.10317
deu,2000,0.09721
deu,2001,0.09296
deu,2002,0.0929
deu,2003,0.09188
deu,2004,0.08722
deu,2005,0.08718
deu,2006,0.08202
deu,2007,0.0813
deu,2008,0.08238
deu,2009,0.08798
deu,2010,0.08448
deu,2011,0.0811
deu,2012,0.07839
deu,2013,0.07583
deu,2014,0.0706
deu,2015,0.06765
deu,2016,0.06457
deu,2017,0.06219
deu,2018,0.06219
deu,2019,0.0629
dji,1991,1.94572
dji,1992,1.91327
dji,1993,2.07177
dji,1994,2.04875
dji,1995,2.10962
dji,1996,2.16264
dji,1997,2.12493
dji,1998,2.11181
dji,1999,1.99042
dji,2000,1.90285
dji,2001,1.81504
