geo,time,sl_emp_vuln_zs
dza,1998,31.53
dza,1999,31.38
dza,2000,31.17
dza,2001,30.93
dza,2002,30.04
dza,2003,29.08
dza,2004,28.71
dza,2005,28.34
dza,2006,28.35
dza,2007,28.38
dza,2008,28.57
dza,2009,28.91
dza,2010,29.22
dza,2011,29.53
dza,2012,28.2
dza,2013,26.93
dza,2014,26.96
dza,2015,26.99
dza,2016,27.05
dza,2017,27.12
dza,2018,27.35
dza,2019,27.64
ecu,1991,39.33
ecu,1992,40.24
ecu,1993,39.62
ecu,1994,38.77
ecu,1995,38.84
ecu,1996,40.02
ecu,1997,38.05
ecu,1998,38.93
ecu,1999,40.71
ecu,2000,41.6
ecu,2001,42.69
ecu,2002,41.21
ecu,2003,40.03
ecu,2004,42.31
ecu,2005,40.3
ecu,2006,40.6
ecu,2007,40.39
ecu,2008,39.69
ecu,2009,41.34
ecu,2010,40.93
ecu,2011,42.88
ecu,2012,42.51
ecu,2013,41.74
ecu,2014,39.54
ecu,2015,41.6
ecu,2016,45.23
ecu,2017,46.32
ecu,2018,46.92
ecu,2019,48.4
egy,1991,28.78
egy,1992,28.42
egy,1993,28.27
egy,1994,26.85
egy,1995,25.97
egy,1996,25.63
egy,1997,25.22
egy,1998,24.22
egy,1999,22.89
egy,2000,22.93
egy,2001,20.62
egy,2002,22.37
egy,2003,24.28
egy,2004,26.22
egy,2005,25.3
egy,2006,24.81
egy,2007,27.35
egy,2008,24.96
egy,2009,24.28
egy,2010,23.05
egy,2011,23.12
egy,2012,21.83
egy,2013,26.3
egy,2014,25.46
egy,2015,25.45
egy,2016,19.73
egy,2017,21.54
egy,2018,18.89
egy,2019,17.97
eri,1991,91.57
eri,1992,91.42
eri,1993,91.01
eri,1994,90.69
eri,1995,90.34
eri,1996,89.54
eri,1997,88.77
eri,1998,88.94
eri,1999,88.75
eri,2000,88.44
eri,2001,87.93
eri,2002,87.3
eri,2003,88.05
eri,2004,87.85
eri,2005,87.59
eri,2006,87.81
eri,2007,87.5
eri,2008,86.63
eri,2009,87.12
eri,2010,87.17
eri,2011,86.45
eri,2012,86.22
eri,2013,86.41
eri,2014,85.31
eri,2015,85.79
eri,2016,85.32
eri,2017,85.72
eri,2018,85.08
eri,2019,85
esp,1991,21.38
esp,1992,20.88
esp,1993,21.41
esp,1994,21.15
esp,1995,20.2
esp,1996,19.5
esp,1997,18.39
esp,1998,17.48
esp,1999,15.41
esp,2000,14.46
esp,2001,14.51
esp,2002,13.67
esp,2003,12.79
esp,2004,12.69
esp,2005,12.92
esp,2006,12.35
esp,2007,12.1
esp,2008,11.89
esp,2009,11.23
esp,2010,11.18
esp,2011,11.24
esp,2012,12.12
esp,2013,12.77
esp,2014,12.53
esp,2015,12.31
esp,2016,11.98
esp,2017,11.39
esp,2018,11.01
esp,2019,10.85
est,1991,5.33
est,1992,5.4
est,1993,5.43
est,1994,5.51
est,1995,5.5
est,1996,5.64
est,1997,5.5
est,1998,6.16
est,1999,5.28
est,2000,5.33
est,2001,5.21
est,2002,5.08
est,2003,5.98
est,2004,6.38
est,2005,5.43
est,2006,5.56
est,2007,5.86
est,2008,4.54
est,2009,4.54
est,2010,5.05
est,2011,4.77
est,2012,5.07
est,2013,5.37
est,2014,5.69
est,2015,5.79
est,2016,5.69
est,2017,5.54
est,2018,6.22
est,2019,6.44
eth,1991,89.5
eth,1992,89.75
eth,1993,89.55
eth,1994,89.55
eth,1995,89.42
eth,1996,89.17
eth,1997,89.12
eth,1998,89.3
eth,1999,89.3
eth,2000,89.72
eth,2001,89.67
eth,2002,89.9
eth,2003,90.36
eth,2004,90.32
eth,2005,90.49
eth,2006,90.28
eth,2007,89.92
eth,2008,89.73
eth,2009,89.47
eth,2010,88.98
eth,2011,88.5
eth,2012,88.11
eth,2013,87.69
eth,2014,87.02
eth,2015,86.33
eth,2016,85.56
eth,2017,84.89
eth,2018,84.24
eth,2019,83.7
fin,1991,12.12
fin,1992,12.46
fin,1993,12.43
fin,1994,12.29
fin,1995,12.13
fin,1996,12.74
fin,1997,10.93
fin,1998,10.84
fin,1999,9.61
fin,2000,9.21
fin,2001,9.02
fin,2002,8.86
fin,2003,8.65
fin,2004,8.27
fin,2005,8.81
fin,2006,8.83
fin,2007,8.58
fin,2008,9.02
fin,2009,9.55
fin,2010,9.23
fin,2011,9.27
fin,2012,9.56
fin,2013,9.43
fin,2014,9.77
fin,2015,9.99
fin,2016,9.99
fin,2017,9.25
fin,2018,9.62
fin,2019,9.67
fji,1991,38.91
fji,1992,38.66
fji,1993,38.6
fji,1994,38.35
fji,1995,38.24
fji,1996,37.91
fji,1997,38.19
fji,1998,38.24
fji,1999,37.51
fji,2000,37.81
fji,2001,37.7
fji,2002,37.43
fji,2003,37.53
fji,2004,37.07
fji,2005,37.28
fji,2006,38.31
fji,2007,39.85
fji,2008,41.24
fji,2009,43.08
fji,2010,44.33
fji,2011,45.92
fji,2012,46.02
fji,2013,45.41
fji,2014,44.62
fji,2015,43.8
fji,2016,43.31
fji,2017,42.42
fji,2018,41.8
fji,2019,41.6
fra,1991,10.49
fra,1992,10.15
fra,1993,9.33
fra,1994,9.35
fra,1995,8.96
fra,1996,8.56
fra,1997,8.29
fra,1998,7.78
fra,1999,7.6
fra,2000,7.09
fra,2001,6.71
fra,2002,6.7
fra,2003,7.14
fra,2004,6.67
fra,2005,6.53
fra,2006,6.89
fra,2007,6.57
fra,2008,5.93
fra,2009,6.47
fra,2010,7.03
fra,2011,7.19
fra,2012,7.1
fra,2013,6.98
fra,2014,7.36
fra,2015,7.28
fra,2016,7.53
fra,2017,7.42
fra,2018,7.43
fra,2019,7.88
gab,1991,50.92
gab,1992,50.79
gab,1993,49.8
gab,1994,47.91
gab,1995,46.1
gab,1996,44.63
gab,1997,42.77
gab,1998,40.65
gab,1999,40.87
gab,2000,40.81
gab,2001,39.49
gab,2002,38.61
gab,2003,37.55
gab,2004,36.95
gab,2005,36.47
gab,2006,35.81
gab,2007,34.33
gab,2008,34.24
gab,2009,32.28
gab,2010,31.37
gab,2011,31.46
gab,2012,30.85
gab,2013,30.3
gab,2014,29.73
gab,2015,29.18
gab,2016,29.02
gab,2017,29.42
gab,2018,30.05
gab,2019,30.27
gbr,1991,9.69
gbr,1992,9.67
gbr,1993,9.66
gbr,1994,10.09
gbr,1995,10.11
gbr,1996,9.91
gbr,1997,9.74
gbr,1998,9.37
gbr,1999,9.42
gbr,2000,9.08
gbr,2001,9.04
gbr,2002,9.27
gbr,2003,9.81
gbr,2004,10.05
gbr,2005,10.06
gbr,2006,10.3
gbr,2007,10.5
gbr,2008,10.53
gbr,2009,10.82
gbr,2010,11.34
gbr,2011,11.66
gbr,2012,12.1
gbr,2013,12.13
gbr,2014,12.7
gbr,2015,12.55
gbr,2016,13.01
gbr,2017,12.98
gbr,2018,13.06
gbr,2019,13.36
geo,1991,41.64
geo,1992,43.35
geo,1993,45.16
geo,1994,47.14
geo,1995,49.13
geo,1996,51.08
geo,1997,52.55
geo,1998,54.19
geo,1999,55.38
geo,2000,60.15
geo,2001,62.57
geo,2002,62.79
geo,2003,64.7
geo,2004,65.15
geo,2005,64.36
geo,2006,64.61
geo,2007,62.17
geo,2008,59.88
geo,2009,58.93
geo,2010,57.43
geo,2011,56.66
geo,2012,54.97
geo,2013,56.04
geo,2014,54.73
geo,2015,52.27
geo,2016,51.74
geo,2017,49.64
geo,2018,47.2
geo,2019,47.7
gha,1991,85.13
gha,1992,85.01
gha,1993,84.37
gha,1994,84.21
gha,1995,84.03
gha,1996,83.84
gha,1997,83.45
gha,1998,83.09
gha,1999,82.72
gha,2000,82.28
gha,2001,81.86
gha,2002,81.37
gha,2003,80.94
gha,2004,80.48
gha,2005,79.95
gha,2006,78.82
gha,2007,78.33
gha,2008,77.71
gha,2009,77.26
gha,2010,76.25
gha,2011,74.03
gha,2012,72.46
gha,2013,71.39
gha,2014,70.27
gha,2015,69.91
gha,2016,69.91
gha,2017,68.73
gha,2018,67.8
gha,2019,66.9
gin,1991,92.13
gin,1992,92.29
gin,1993,92.12
gin,1994,92.26
gin,1995,92.27
gin,1996,92.14
gin,1997,92.02
gin,1998,92.08
gin,1999,91.8
gin,2000,91.72
gin,2001,91.82
gin,2002,91.5
gin,2003,91.5
gin,2004,91.55
gin,2005,91.36
gin,2006,91.31
gin,2007,91.51
gin,2008,91.16
gin,2009,91.45
gin,2010,91.47
gin,2011,91.4
gin,2012,91.32
gin,2013,91.59
gin,2014,91.5
gin,2015,91.86
gin,2016,91.31
gin,2017,90.97
gin,2018,90.95
gin,2019,90.76
gmb,1991,79.16
gmb,1992,78.98
gmb,1993,78.75
gmb,1994,78.61
gmb,1995,78.43
gmb,1996,77.67
gmb,1997,77.93
gmb,1998,77.51
gmb,1999,77.1
gmb,2000,76.67
gmb,2001,76.05
gmb,2002,75.85
gmb,2003,75.35
gmb,2004,74.83
gmb,2005,74.87
gmb,2006,74.69
gmb,2007,74.49
gmb,2008,74.27
gmb,2009,73.92
gmb,2010,73.52
gmb,2011,73.56
gmb,2012,73.11
gmb,2013,72.9
gmb,2014,72.73
gmb,2015,71.77
gmb,2016,70.96
gmb,2017,71.2
gmb,2018,71.13
gmb,2019,70.59
gnb,1991,82.63
gnb,1992,82.97
gnb,1993,82.97
gnb,1994,82.77
gnb,1995,82.61
gnb,1996,82.36
gnb,1997,81.35
gnb,1998,82.13
gnb,1999,82.43
gnb,2000,82.95
gnb,2001,82.86
gnb,2002,82.67
gnb,2003,82.59
gnb,2004,82.85
gnb,2005,82.98
gnb,2006,82.9
gnb,2007,82.92
gnb,2008,82.62
gnb,2009,82.55
gnb,2010,82.36
gnb,2011,82.09
gnb,2012,81.97
gnb,2013,81.58
gnb,2014,81.7
gnb,2015,81.75
gnb,2016,81.32
gnb,2017,80.93
gnb,2018,80.7
gnb,2019,80.32
gnq,1991,87.84
gnq,1992,87.97
gnq,1993,89.12
gnq,1994,87.36
gnq,1995,88.24
gnq,1996,88.1
gnq,1997,86.48
gnq,1998,88.67
gnq,1999,85.5
gnq,2000,84
gnq,2001,81.53
gnq,2002,81.03
gnq,2003,78.93
gnq,2004,75.11
gnq,2005,71.12
gnq,2006,69.51
gnq,2007,67.44
gnq,2008,63.75
gnq,2009,66.01
gnq,2010,66.76
gnq,2011,65.05
gnq,2012,64.21
gnq,2013,67.17
gnq,2014,68.43
gnq,2015,73.36
gnq,2016,76.54
gnq,2017,76.5
gnq,2018,77
gnq,2019,79.61
grc,1991,40.51
grc,1992,40.44
grc,1993,39.49
grc,1994,39.71
grc,1995,39.7
grc,1996,38.79
grc,1997,38.07
grc,1998,36.29
grc,1999,34.58
grc,2000,33.98
grc,2001,31.43
grc,2002,31.44
grc,2003,31.42
grc,2004,28.29
grc,2005,28.13
grc,2006,28.03
grc,2007,27.32
grc,2008,26.67
grc,2009,27
grc,2010,27.75
grc,2011,28.55
grc,2012,29.59
grc,2013,30.34
grc,2014,29.64
grc,2015,28.07
grc,2016,26.69
grc,2017,26.76
grc,2018,25.87
grc,2019,24.5
gtm,1991,45.5
gtm,1992,45.51
gtm,1993,45.53
gtm,1994,45.56
gtm,1995,45.49
gtm,1996,45.57
gtm,1997,45.5
gtm,1998,45.32
gtm,1999,45.94
gtm,2000,46.68
gtm,2001,46.88
gtm,2002,47
gtm,2003,47.09
gtm,2004,47.24
gtm,2005,45.94
gtm,2006,44.5
gtm,2007,44.17
gtm,2008,44.01
gtm,2009,44.08
gtm,2010,43.99
gtm,2011,40.65
gtm,2012,44.46
gtm,2013,40.78
gtm,2014,37.77
gtm,2015,36.93
gtm,2016,34.57
gtm,2017,37.65
gtm,2018,36.96
gtm,2019,36.35
gum,1991,10.03
gum,1992,10.02
gum,1993,10
gum,1994,9.95
gum,1995,9.91
gum,1996,9.85
gum,1997,9.77
gum,1998,9.7
gum,1999,9.64
gum,2000,9.52
gum,2001,9.45
gum,2002,9.4
gum,2003,9.39
gum,2004,9.22
gum,2005,9.1
gum,2006,9.2
gum,2007,9.2
gum,2008,9.18
gum,2009,9.2
gum,2010,9.16
gum,2011,9.19
gum,2012,9.15
gum,2013,9.12
gum,2014,9.09
gum,2015,9.09
gum,2016,9.11
gum,2017,9.12
gum,2018,9.17
gum,2019,9.16
guy,1991,33.41
guy,1992,33.21
guy,1993,33.07
guy,1994,32.76
guy,1995,32.49
guy,1996,32.08
guy,1997,31.63
guy,1998,31.54
guy,1999,31.25
guy,2000,31.24
guy,2001,31.09
guy,2002,31.03
guy,2003,31.1
guy,2004,31.13
guy,2005,31.44
guy,2006,31.42
guy,2007,31.1
guy,2008,31.02
guy,2009,30.81
guy,2010,30.61
guy,2011,30.3
guy,2012,29.93
guy,2013,29.51
guy,2014,29.16
guy,2015,28.93
guy,2016,28.81
guy,2017,28.72
guy,2018,28.63
guy,2019,28.59
hkg,1991,5.54
hkg,1992,5.49
hkg,1993,5.46
hkg,1994,5.27
hkg,1995,5.39
hkg,1996,5.28
hkg,1997,4.95
hkg,1998,5.16
hkg,1999,5.71
hkg,2000,5.65
hkg,2001,6.83
hkg,2002,7.83
hkg,2003,7.68
hkg,2004,7.71
hkg,2005,7.7
hkg,2006,7.78
hkg,2007,7.18
hkg,2008,7.41
hkg,2009,7.4
hkg,2010,6.42
hkg,2011,6.65
hkg,2012,6.94
hkg,2013,6.88
hkg,2014,6.19
hkg,2015,5.99
hkg,2016,5.91
hkg,2017,5.83
hkg,2018,5.75
hkg,2019,5.74
hnd,1991,41.94
hnd,1992,41.96
hnd,1993,41.97
hnd,1994,42.16
hnd,1995,42.12
hnd,1996,42.21
hnd,1997,42.18
hnd,1998,42.11
hnd,1999,42.32
hnd,2000,42.08
hnd,2001,42.01
hnd,2002,41.89
hnd,2003,41.59
hnd,2004,41.1
hnd,2005,40.55
hnd,2006,39.98
hnd,2007,36.91
hnd,2008,37.73
hnd,2009,39.99
hnd,2010,42.09
hnd,2011,41.64
hnd,2012,45.19
hnd,2013,42.73
hnd,2014,38.88
hnd,2015,41.76
hnd,2016,37.25
hnd,2017,40.8
hnd,2018,41.48
hnd,2019,40.01
hrv,1991,23
hrv,1992,23.62
hrv,1993,24.35
hrv,1994,24.08
hrv,1995,23.71
hrv,1996,23.47
hrv,1997,21.05
hrv,1998,19.4
hrv,1999,19.76
hrv,2000,18.76
hrv,2001,19.21
hrv,2002,18.6
hrv,2003,19.44
hrv,2004,19.24
hrv,2005,19.88
hrv,2006,17.91
hrv,2007,15.44
hrv,2008,15.57
hrv,2009,15.95
hrv,2010,17.11
hrv,2011,17.24
hrv,2012,15.24
hrv,2013,13.69
hrv,2014,10.4
hrv,2015,10.47
hrv,2016,8.72
hrv,2017,7.54
hrv,2018,7.35
hrv,2019,7.43
hti,1991,75.2
hti,1992,75.41
hti,1993,75.53
hti,1994,75.88
hti,1995,75.49
hti,1996,75.23
hti,1997,75.26
hti,1998,75.07
hti,1999,75.01
hti,2000,75.04
hti,2001,75.02
hti,2002,74.94
hti,2003,74.72
hti,2004,74.91
hti,2005,74.58
hti,2006,74.46
hti,2007,74.18
hti,2008,74.12
hti,2009,73.86
hti,2010,74.56
hti,2011,73.98
hti,2012,73.86
hti,2013,73.53
hti,2014,73.28
hti,2015,73.12
hti,2016,73.06
hti,2017,72.97
hti,2018,72.83
hti,2019,72.79
hun,1991,18.1
hun,1992,18.16
hun,1993,15.99
hun,1994,15.85
hun,1995,15.85
hun,1996,15.73
hun,1997,14.88
hun,1998,13.33
hun,1999,12.72
hun,2000,10.16
hun,2001,9.14
hun,2002,8.53
hun,2003,8.19
hun,2004,8.58
hun,2005,7.81
hun,2006,7.25
hun,2007,7.22
hun,2008,7.07
hun,2009,7.28
hun,2010,6.89
hun,2011,6.86
hun,2012,6.48
hun,2013,6.06
hun,2014,5.83
hun,2015,5.75
hun,2016,5.8
hun,2017,5.7
hun,2018,6.1
hun,2019,6.34
idn,1991,68.92
idn,1992,68.31
idn,1993,67.59
idn,1994,66.71
idn,1995,65.58
idn,1996,64.38
idn,1997,62.84
idn,1998,65.41
idn,1999,64.05
idn,2000,64.9
idn,2001,60.98
idn,2002,60.82
idn,2003,62.59
idn,2004,60.94
idn,2005,58.78
idn,2006,58.27
idn,2007,58.67
idn,2008,58.5
idn,2009,58.4
idn,2010,57.3
idn,2011,54.15
idn,2012,51.34
idn,2013,50.16
idn,2014,49.73
idn,2015,47.49
idn,2016,47.61
idn,2017,47.77
idn,2018,48.34
idn,2019,48.25
ind,1991,83.06
ind,1992,83.04
ind,1993,83.05
ind,1994,82.99
ind,1995,83.19
ind,1996,83.31
ind,1997,83.56
ind,1998,83.69
ind,1999,83.65
ind,2000,83.72
ind,2001,83.64
ind,2002,83.62
ind,2003,83.43
ind,2004,83.2
ind,2005,82.97
ind,2006,82.78
ind,2007,82.56
ind,2008,82.52
ind,2009,82.32
ind,2010,82.11
ind,2011,80.67
ind,2012,79.16
ind,2013,78.52
ind,2014,77.83
ind,2015,77.08
ind,2016,76.26
ind,2017,75.42
ind,2018,74.54
ind,2019,73.79
irl,1991,18.28
irl,1992,18.3
irl,1993,17.32
irl,1994,16.89
irl,1995,16.32
irl,1996,15.79
irl,1997,15.32
irl,1998,14.15
irl,1999,13.39
irl,2000,13.15
irl,2001,12.36
irl,2002,12.15
irl,2003,11.9
irl,2004,12.15
irl,2005,11.42
irl,2006,10.81
irl,2007,10.72
irl,2008,11.23
irl,2009,12.06
irl,2010,12.1
irl,2011,11.98
irl,2012,12.09
irl,2013,12.36
irl,2014,12.17
irl,2015,11.9
irl,2016,11.62
irl,2017,10.9
irl,2018,10.71
irl,2019,10.21
irn,1991,41.43
irn,1992,41.4
irn,1993,41.46
irn,1994,41.82
irn,1995,41.95
irn,1996,41.76
irn,1997,42.28
irn,1998,42.69
irn,1999,43.21
irn,2000,43.19
irn,2001,43.79
irn,2002,43.58
irn,2003,43.11
irn,2004,43.01
irn,2005,43.09
irn,2006,43.02
irn,2007,42.83
irn,2008,41.98
irn,2009,41.39
irn,2010,40.46
irn,2011,39.64
irn,2012,40.34
irn,2013,40.38
irn,2014,40.31
irn,2015,40.33
irn,2016,41.47
irn,2017,41.42
irn,2018,42.44
irn,2019,43.64
irq,1991,30.6
irq,1992,30.83
irq,1993,30.79
irq,1994,30.99
irq,1995,31.23
irq,1996,31.21
irq,1997,30.81
irq,1998,29.79
irq,1999,28.88
irq,2000,28.74
irq,2001,28.7
irq,2002,29.51
irq,2003,31.5
irq,2004,30.53
irq,2005,30.66
irq,2006,30.21
irq,2007,30.23
irq,2008,29.2
irq,2009,28.52
irq,2010,27.69
irq,2011,26.85
irq,2012,25.83
irq,2013,24.51
irq,2014,23.77
irq,2015,23
irq,2016,21.44
irq,2017,20.55
irq,2018,20.75
irq,2019,20.72
isl,1991,11.98
isl,1992,12.09
isl,1993,12.11
isl,1994,12
isl,1995,12.15
isl,1996,10.74
isl,1997,11.74
isl,1998,12.65
isl,1999,12.16
isl,2000,10.96
isl,2001,11.16
isl,2002,11.54
isl,2003,9.62
isl,2004,9.22
isl,2005,9.33
isl,2006,9.92
isl,2007,9.23
isl,2008,8.39
isl,2009,8.19
isl,2010,8.82
isl,2011,8.68
isl,2012,8.51
isl,2013,8.71
isl,2014,9.12
isl,2015,9.15
isl,2016,8.28
isl,2017,8.14
isl,2018,8.21
isl,2019,8.45
isr,1991,6.83
isr,1992,6.9
isr,1993,6.99
isr,1994,7.06
isr,1995,7.08
isr,1996,7.47
isr,1997,7.32
isr,1998,7.3
isr,1999,7.56
isr,2000,7.13
isr,2001,6.86
isr,2002,6.97
isr,2003,7.31
isr,2004,7.15
isr,2005,7.51
isr,2006,7.87
isr,2007,7.38
isr,2008,7.25
isr,2009,7.57
isr,2010,7.91
isr,2011,7.78
isr,2012,7.84
isr,2013,7.78
isr,2014,7.99
isr,2015,8.02
isr,2016,8.16
isr,2017,8.03
isr,2018,8.37
isr,2019,8.37
ita,1991,22.31
ita,1992,22.25
ita,1993,22.25
ita,1994,22.14
ita,1995,22
ita,1996,21.91
ita,1997,21.79
ita,1998,21.66
ita,1999,21.52
ita,2000,21.24
ita,2001,21.03
ita,2002,20.89
ita,2003,20.83
ita,2004,20.66
ita,2005,19.52
ita,2006,19.29
ita,2007,19.09
ita,2008,18.53
ita,2009,18.22
ita,2010,18.58
ita,2011,18.37
ita,2012,18.29
ita,2013,17.91
ita,2014,18.08
ita,2015,17.77
ita,2016,17.46
ita,2017,17.05
ita,2018,16.85
ita,2019,16.77
jam,1991,42.36
jam,1992,42.13
jam,1993,39.76
jam,1994,38.98
jam,1995,37.37
jam,1996,37.75
jam,1997,36.87
jam,1998,37.72
jam,1999,37.91
jam,2000,37.96
jam,2001,37.41
jam,2002,35.88
jam,2003,35.88
jam,2004,36.11
jam,2005,34.58
jam,2006,35.44
jam,2007,33.41
jam,2008,36.52
jam,2009,36.88
jam,2010,36.91
jam,2011,36.96
jam,2012,37.49
jam,2013,37.2
jam,2014,36.87
jam,2015,36.49
jam,2016,36.13
jam,2017,35.78
jam,2018,35.74
jam,2019,35.88
jor,1991,8.41
jor,1992,8.45
jor,1993,8.59
jor,1994,8.71
jor,1995,8.79
jor,1996,8.95
jor,1997,9.06
jor,1998,9.18
jor,1999,9.29
jor,2000,9.37
jor,2001,9.41
jor,2002,9.43
jor,2003,9.5
jor,2004,9.46
jor,2005,9.26
jor,2006,9.09
jor,2007,8.94
jor,2008,8.83
jor,2009,8.84
jor,2010,8.99
jor,2011,9.16
jor,2012,9.37
jor,2013,9.59
jor,2014,9.78
jor,2015,9.99
jor,2016,10.18
jor,2017,10.35
jor,2018,10.48
jor,2019,10.58
jpn,1991,17.6
jpn,1992,16.71
jpn,1993,15.75
jpn,1994,15.36
jpn,1995,15.07
jpn,1996,14.62
jpn,1997,14.47
jpn,1998,14.32
jpn,1999,14.26
jpn,2000,13.8
jpn,2001,13.28
jpn,2002,12.87
jpn,2003,12.66
jpn,2004,12.53
jpn,2005,12.33
jpn,2006,11.53
jpn,2007,11.19
jpn,2008,10.88
jpn,2009,10.54
jpn,2010,9.88
jpn,2011,9.65
jpn,2012,9.56
jpn,2013,9.32
jpn,2014,9.28
jpn,2015,9.02
jpn,2016,8.56
jpn,2017,8.44
jpn,2018,8.37
jpn,2019,8.21
kaz,1991,27.25
kaz,1992,28.49
kaz,1993,29.94
kaz,1994,31.6
kaz,1995,33.22
kaz,1996,34.81
kaz,1997,36.32
kaz,1998,37.73
kaz,1999,38.94
kaz,2000,39.71
kaz,2001,40.01
kaz,2002,38.09
kaz,2003,37.44
kaz,2004,35.8
kaz,2005,34.4
kaz,2006,33.6
kaz,2007,32.81
kaz,2008,31.94
kaz,2009,31.27
kaz,2010,31
kaz,2011,30.36
kaz,2012,29.21
kaz,2013,28.57
kaz,2014,27.07
kaz,2015,25.62
kaz,2016,24.33
kaz,2017,22.98
kaz,2018,22.55
kaz,2019,21.98
ken,1991,56.67
ken,1992,56.79
ken,1993,57.09
ken,1994,57.05
ken,1995,57.64
ken,1996,57.34
ken,1997,57.75
ken,1998,58.14
ken,1999,58.7
ken,2000,59.99
ken,2001,61.53
ken,2002,62.96
ken,2003,64.28
ken,2004,65.05
ken,2005,65.67
ken,2006,66.64
ken,2007,64.93
ken,2008,63.95
ken,2009,62.51
ken,2010,60.75
ken,2011,59.02
ken,2012,57.56
ken,2013,56.09
ken,2014,54.72
ken,2015,53.32
ken,2016,52.05
ken,2017,51.11
ken,2018,50.1
ken,2019,49.1
kgz,1991,34.32
kgz,1992,35.73
kgz,1993,37.68
kgz,1994,40.62
kgz,1995,43.68
kgz,1996,46.11
kgz,1997,47.83
kgz,1998,49.5
kgz,1999,50.74
kgz,2000,51.41
kgz,2001,51.35
kgz,2002,51.5
kgz,2003,50.98
kgz,2004,49.85
kgz,2005,48.45
kgz,2006,47.26
kgz,2007,44.53
kgz,2008,41.42
kgz,2009,38.44
kgz,2010,36.26
kgz,2011,36.18
kgz,2012,36.16
kgz,2013,42.38
kgz,2014,41.36
kgz,2015,38.03
kgz,2016,35.39
kgz,2017,33.98
kgz,2018,32.27
kgz,2019,31.06
khm,1991,88.99
khm,1992,88.48
khm,1993,88.16
khm,1994,91.01
khm,1995,90.28
khm,1996,89.8
khm,1997,89.9
khm,1998,89.81
khm,1999,88.41
khm,2000,87.09
khm,2001,86.15
khm,2002,85.28
khm,2003,84.02
khm,2004,82.34
khm,2005,80.1
khm,2006,78.1
khm,2007,76.12
khm,2008,74.79
khm,2009,73.47
khm,2010,70.85
khm,2011,69.17
khm,2012,64.42
khm,2013,60.42
khm,2014,56.33
khm,2015,52.28
khm,2016,51
khm,2017,50.22
khm,2018,48.28
khm,2019,46.95
kor,1991,30.34
kor,1992,30.13
kor,1993,30.81
kor,1994,29.76
kor,1995,29.36
kor,1996,29.01
kor,1997,29.08
kor,1998,31.35
kor,1999,30.93
kor,2000,30.05
kor,2001,29.65
kor,2002,28.84
kor,2003,27.64
kor,2004,26.76
kor,2005,26.24
kor,2006,25.65
kor,2007,25.04
kor,2008,24.73
kor,2009,23.51
kor,2010,22.49
kor,2011,22.04
kor,2012,21.9
kor,2013,21.35
kor,2014,20.69
kor,2015,19.65
kor,2016,19.45
kor,2017,19.32
kor,2018,18.91
kor,2019,18.91
kwt,1991,3.01
kwt,1992,2.91
kwt,1993,2.81
kwt,1994,2.71
kwt,1995,2.63
kwt,1996,2.59
kwt,1997,2.58
kwt,1998,2.6
kwt,1999,2.65
kwt,2000,2.65
kwt,2001,2.7
kwt,2002,2.7
kwt,2003,2.55
kwt,2004,2.33
kwt,2005,2.15
kwt,2006,1.51
kwt,2007,1.09
kwt,2008,0.82
kwt,2009,1.16
kwt,2010,1.62
kwt,2011,2.24
kwt,2012,1.38
kwt,2013,0.96
kwt,2014,0.68
kwt,2015,0.5
kwt,2016,1.06
kwt,2017,1.06
kwt,2018,1.11
kwt,2019,1.14
lao,1991,92.17
lao,1992,91.85
lao,1993,91.45
lao,1994,90.79
lao,1995,90.09
lao,1996,89.78
lao,1997,89.42
lao,1998,89.4
lao,1999,88.98
lao,2000,88.7
lao,2001,88.4
lao,2002,88.08
lao,2003,87.72
lao,2004,87.32
lao,2005,86.83
lao,2006,86.16
lao,2007,85.59
lao,2008,84.97
lao,2009,84.35
lao,2010,83.85
lao,2011,82.83
lao,2012,81.75
lao,2013,80.62
lao,2014,79.52
lao,2015,78.42
lao,2016,77.33
lao,2017,76.23
lao,2018,75.18
lao,2019,74.28
lbn,1991,30.78
lbn,1992,30.48
lbn,1993,30.3
lbn,1994,30.17
lbn,1995,30.07
lbn,1996,29.61
lbn,1997,29.67
lbn,1998,29.51
lbn,1999,29.84
lbn,2000,30.28
lbn,2001,30.56
lbn,2002,31.08
lbn,2003,31.69
lbn,2004,31.91
lbn,2005,30.69
lbn,2006,29.46
lbn,2007,27.81
lbn,2008,26.78
lbn,2009,25.67
lbn,2010,24.99
lbn,2011,25.24
lbn,2012,25.65
lbn,2013,26.13
lbn,2014,26.8
lbn,2015,27.63
lbn,2016,28.24
lbn,2017,28.81
lbn,2018,29.5
lbn,2019,30.58
lbr,1991,76.36
lbr,1992,78.28
lbr,1993,80.18
lbr,1994,81.99
lbr,1995,84.21
lbr,1996,85.54
lbr,1997,84.69
lbr,1998,83.95
lbr,1999,83.34
lbr,2000,81.64
lbr,2001,79.87
lbr,2002,79.15
lbr,2003,80.42
lbr,2004,80.19
lbr,2005,80.02
lbr,2006,79.52
lbr,2007,79.42
lbr,2008,79.28
lbr,2009,79.06
lbr,2010,78.81
lbr,2011,78.29
lbr,2012,77.77
lbr,2013,77.28
lbr,2014,77.05
lbr,2015,77.36
lbr,2016,77.31
lbr,2017,77.06
lbr,2018,76.91
lbr,2019,77.34
lby,1991,27.36
lby,1992,27.6
lby,1993,27.95
lby,1994,28.11
