geo,time,tm_tax_mrch_sm_fn_zs
gnb,2005,12
gnb,2006,11.99
gnb,2007,11.94
gnb,2008,11.94
gnb,2009,11.94
gnb,2010,11.94
gnb,2011,11.92
gnb,2012,11.92
gnb,2013,11.92
gnb,2014,11.92
gnb,2017,12.17
gnb,2018,12.17
gnb,2019,12.17
gnb,2020,12.17
gnq,1998,18.12
gnq,2001,18.04
gnq,2002,18.04
gnq,2005,18.05
gnq,2007,17.86
grc,1988,6.24
grc,1989,6.26
grc,1990,8.25
grc,1991,7.05
grc,1992,7.14
grc,1993,7.06
grc,1994,7.05
grc,1995,9.01
grc,1996,8
grc,1997,7.97
grc,1998,7.14
grc,1999,6.79
grc,2000,6.19
grc,2001,6.48
grc,2002,6.13
grc,2003,6
grc,2004,5.83
grc,2005,5.97
grc,2006,5.94
grc,2007,5.57
grc,2008,5.47
grc,2009,5.44
grc,2010,5.6
grc,2011,5.61
grc,2012,5.76
grc,2013,5.71
grc,2014,5.71
grc,2015,5.72
grc,2016,5.69
grc,2017,5.62
grc,2018,5.6
grc,2019,6.16
grc,2020,4.32
grd,1996,21.33
grd,1999,18.91
grd,2000,10.22
grd,2001,18.91
grd,2002,10.45
grd,2003,10.45
grd,2006,10.22
grd,2007,10.22
grd,2008,10.22
grd,2010,10.42
grd,2011,10.42
grd,2012,10.42
grd,2013,10.42
grd,2015,11
grd,2016,11
grd,2019,11
gtm,1995,10.05
gtm,1997,8.5
gtm,1998,8.2
gtm,1999,7.44
gtm,2000,7.09
gtm,2001,6.77
gtm,2002,6.2
gtm,2003,6.23
gtm,2004,5.72
gtm,2005,5.61
gtm,2006,5.61
gtm,2007,5.57
gtm,2008,5.56
gtm,2009,5.57
gtm,2010,5.56
gtm,2011,5.54
gtm,2012,5.69
gtm,2013,5.64
gtm,2014,5.6
gtm,2015,5.59
gtm,2020,5.59
guy,1996,23.04
guy,1999,20.76
guy,2000,20.74
guy,2001,11.03
guy,2002,11.03
guy,2003,11.03
guy,2006,11.11
guy,2007,10.82
guy,2008,10.95
guy,2009,10.81
guy,2010,10.95
guy,2011,10.95
guy,2012,10.95
guy,2013,11.17
guy,2015,10.95
guy,2016,10.95
guy,2017,10.95
guy,2018,10.95
guy,2019,11.63
guy,2020,11.63
hkg,1988,0
hkg,1996,0
hkg,1997,0
hkg,1998,0
hkg,1999,0
hkg,2000,0
hkg,2001,0
hkg,2002,0
hkg,2003,0
hkg,2004,0
hkg,2005,0
hkg,2006,0
hkg,2007,0
hkg,2008,0
hkg,2009,0
hkg,2010,0
hkg,2011,0
hkg,2012,0
hkg,2013,0
hkg,2014,0
hkg,2015,0
hkg,2016,0
hkg,2017,0
hkg,2018,0
hkg,2019,0
hkg,2020,0
hnd,1995,9.93
hnd,1996,6.93
hnd,1997,8.75
hnd,1998,7.52
hnd,1999,7.55
hnd,2000,7.27
hnd,2001,6.91
hnd,2002,5.89
hnd,2003,5.86
hnd,2004,5.9
hnd,2005,5.59
hnd,2006,5.58
hnd,2007,5.61
hnd,2008,5.63
hnd,2009,5.58
hnd,2010,5.58
hnd,2011,5.58
hnd,2012,5.76
hnd,2013,5.72
hnd,2015,5.74
hnd,2018,5.72
hnd,2020,5.72
hrv,1988,6.24
hrv,1989,6.26
hrv,1990,8.25
hrv,1991,7.05
hrv,1992,7.14
hrv,1993,7.06
hrv,1994,7.05
hrv,1995,9.01
hrv,1996,8
hrv,1997,7.97
hrv,1998,7.14
hrv,1999,6.79
hrv,2000,6.19
hrv,2001,6.48
hrv,2002,6.13
hrv,2003,6
hrv,2004,5.83
hrv,2005,5.97
hrv,2006,5.94
hrv,2007,5.57
hrv,2008,5.47
hrv,2009,5.44
hrv,2010,5.6
hrv,2011,5.61
hrv,2012,5.76
hrv,2013,5.71
hrv,2014,5.71
hrv,2015,5.72
hrv,2016,5.69
hrv,2017,5.62
hrv,2018,5.6
hrv,2019,6.16
hrv,2020,4.32
hti,2001,2.78
hti,2002,2.81
hti,2007,2.8
hti,2008,2.8
hti,2009,2.76
hti,2010,5.4
hti,2011,4.69
hti,2012,2.76
hti,2013,4.76
hti,2014,4.76
hti,2015,4.76
hti,2016,4.83
hti,2020,4.9
hun,1988,6.24
hun,1989,6.26
hun,1990,8.25
hun,1991,7.05
hun,1992,7.14
hun,1993,7.06
hun,1994,7.05
hun,1995,9.01
hun,1996,8
hun,1997,7.97
hun,1998,7.14
hun,1999,6.79
hun,2000,6.19
hun,2001,6.48
hun,2002,6.13
hun,2003,6
hun,2004,5.83
hun,2005,5.97
hun,2006,5.94
hun,2007,5.57
hun,2008,5.47
hun,2009,5.44
hun,2010,5.6
hun,2011,5.61
hun,2012,5.76
hun,2013,5.71
hun,2014,5.71
hun,2015,5.72
hun,2016,5.69
hun,2017,5.62
hun,2018,5.6
hun,2019,6.16
hun,2020,4.32
idn,1989,29.21
idn,1990,25.74
idn,1993,17.92
idn,1995,15.34
idn,1996,12.35
idn,1997,22.51
idn,1998,8.94
idn,1999,11.19
idn,2000,8.43
idn,2001,6.9
idn,2002,6.91
idn,2003,6.91
idn,2004,6.96
idn,2005,6.96
idn,2006,6.96
idn,2007,6.91
idn,2008,6.9
idn,2009,6.8
idn,2010,7.39
idn,2011,7.42
idn,2012,7.36
idn,2013,7.22
idn,2016,7.88
idn,2017,8.1
idn,2018,8.15
idn,2019,8.67
idn,2020,8.1
ind,1990,84.11
ind,1992,55.73
ind,1996,38.73
ind,1997,30.08
ind,1999,32.95
ind,2000,36.56
ind,2001,34.91
ind,2002,30.59
ind,2003,26.92
ind,2004,29.51
ind,2005,19.02
ind,2006,16.8
ind,2007,17.2
ind,2008,12.81
ind,2009,13.06
ind,2010,12.51
ind,2011,13.36
ind,2012,14.04
ind,2013,13.93
ind,2015,13.16
ind,2016,13.72
ind,2017,13.75
ind,2018,13.8
ind,2019,15.53
ind,2020,14.62
irl,1988,6.24
irl,1989,6.26
irl,1990,8.25
irl,1991,7.05
irl,1992,7.14
irl,1993,7.06
irl,1994,7.05
irl,1995,9.01
irl,1996,8
irl,1997,7.97
irl,1998,7.14
irl,1999,6.79
irl,2000,6.19
irl,2001,6.48
irl,2002,6.13
irl,2003,6
irl,2004,5.83
irl,2005,5.97
irl,2006,5.94
irl,2007,5.57
irl,2008,5.47
irl,2009,5.44
irl,2010,5.6
irl,2011,5.61
irl,2012,5.76
irl,2013,5.71
irl,2014,5.71
irl,2015,5.72
irl,2016,5.69
irl,2017,5.62
irl,2018,5.6
irl,2019,6.16
irl,2020,4.32
irn,2000,66.24
irn,2003,27.35
irn,2004,22.09
irn,2007,26.2
irn,2008,26.03
irn,2011,26.62
irn,2019,20.33
irn,2020,20.31
isl,1993,3.45
isl,1996,3.69
isl,1998,10.43
isl,1999,8.93
isl,2000,10.82
isl,2001,6.33
isl,2003,8.7
isl,2004,9.52
isl,2005,9.72
isl,2006,8.28
isl,2007,8.85
isl,2008,7.35
isl,2009,6.54
isl,2010,5.98
isl,2011,5.78
isl,2012,5.94
isl,2013,5.89
isl,2014,5.97
isl,2015,6.01
isl,2016,5.35
isl,2017,4.57
isl,2019,4.59
isr,1993,7.82
isr,1999,14.54
isr,2000,9.52
isr,2001,7.24
isr,2002,7.06
isr,2003,6.99
isr,2004,6.82
isr,2005,6.69
isr,2006,6.82
isr,2007,6.56
isr,2008,6.64
isr,2009,6.63
isr,2011,5.6
isr,2012,5.29
isr,2013,4.69
isr,2014,4.69
isr,2015,4.72
isr,2016,4.57
isr,2017,4.58
ita,1988,6.24
ita,1989,6.26
ita,1990,8.25
ita,1991,7.05
ita,1992,7.14
ita,1993,7.06
ita,1994,7.05
ita,1995,9.01
ita,1996,8
ita,1997,7.97
ita,1998,7.14
ita,1999,6.79
ita,2000,6.19
ita,2001,6.48
ita,2002,6.13
ita,2003,6
ita,2004,5.83
ita,2005,5.97
ita,2006,5.94
ita,2007,5.57
ita,2008,5.47
ita,2009,5.44
ita,2010,5.6
ita,2011,5.61
ita,2012,5.76
ita,2013,5.71
ita,2014,5.71
ita,2015,5.72
ita,2016,5.69
ita,2017,5.62
ita,2018,5.6
ita,2019,6.16
ita,2020,4.32
jam,1996,21.2
jam,1999,18.77
jam,2000,7.2
jam,2001,7.22
jam,2002,7.22
jam,2003,7.22
jam,2004,7.3
jam,2006,7.33
jam,2007,7.47
jam,2010,7.47
jam,2011,7.47
jam,2012,10.39
jam,2013,10.39
jam,2015,8.5
jam,2016,8.5
jam,2020,8.52
jor,2000,22.09
jor,2001,15.07
jor,2002,15.06
jor,2003,13.16
jor,2004,13.06
jor,2005,13.58
jor,2006,11.47
jor,2007,11.19
jor,2008,10.85
jor,2009,10.13
jor,2010,9.75
jor,2011,9.73
jor,2012,9.72
jor,2013,9.68
jor,2014,10.15
jor,2015,9.97
jor,2016,9.97
jor,2017,10.18
jor,2020,10.78
jpn,1988,5.74
jpn,1989,5.62
jpn,1990,5.01
jpn,1991,5.04
jpn,1992,5.03
jpn,1993,5.11
jpn,1994,5.15
jpn,1995,5.49
jpn,1996,5.68
jpn,1997,5.18
jpn,1998,4.98
jpn,1999,5.22
jpn,2000,6.04
jpn,2001,6.39
jpn,2002,6.15
jpn,2003,5.82
jpn,2004,5.38
jpn,2005,5.24
jpn,2006,5.3
jpn,2007,5.11
jpn,2008,4.91
jpn,2009,4.91
jpn,2010,4.41
jpn,2011,5.11
jpn,2012,4.88
jpn,2013,3.08
jpn,2014,5.09
jpn,2015,4.47
jpn,2016,4.8
jpn,2017,4.99
jpn,2018,5.17
jpn,2019,8.46
jpn,2020,4.99
kaz,1996,9.44
kaz,2004,2.83
kaz,2008,5.52
kaz,2010,8.63
kaz,2011,8.64
kaz,2012,8.81
kaz,2013,8.68
kaz,2014,8.06
kaz,2015,7.52
kaz,2016,6.53
kaz,2017,6.31
kaz,2018,6.24
kaz,2019,8.07
kaz,2020,5.6
ken,1994,35.21
ken,1999,17.63
ken,2000,21.42
ken,2001,20.83
ken,2002,17.62
ken,2004,17.21
ken,2005,12.77
ken,2006,12.67
ken,2007,12.65
ken,2008,12.63
ken,2009,12.61
ken,2010,12.61
ken,2011,12.52
ken,2012,12.86
ken,2013,12.76
ken,2014,12.87
ken,2015,12.9
ken,2016,12.89
ken,2018,12.98
ken,2019,13.43
ken,2020,13.46
kgz,1995,0
kgz,2000,4.81
kgz,2001,4.79
kgz,2002,8.45
kgz,2003,5.12
kgz,2006,4.66
kgz,2007,4.66
kgz,2008,4.59
kgz,2009,4.59
kgz,2010,4.56
kgz,2011,4.55
kgz,2012,4.55
kgz,2013,4.55
kgz,2014,4.54
kgz,2015,7.43
kgz,2016,6.62
kgz,2017,6.36
kgz,2018,6.27
kgz,2019,8.33
kgz,2020,6.36
khm,2001,16.4
khm,2002,16.41
khm,2003,16.41
khm,2005,14.27
khm,2006,14.27
khm,2007,14.19
khm,2008,14.23
khm,2010,12.03
khm,2011,10.94
khm,2012,10.94
khm,2014,11.24
khm,2016,11.21
khm,2020,10.4
kna,1996,21.39
kna,1999,18.89
kna,2000,9.36
kna,2001,9.37
kna,2002,9.42
kna,2003,9.42
kna,2006,9.22
kna,2007,9.22
kna,2008,9.22
kna,2009,9.21
kna,2010,9.16
kna,2011,9.16
kna,2012,10.34
kna,2013,10.33
kna,2014,9.14
kna,2015,9.15
kna,2016,9.15
kna,2017,9.74
kna,2018,9.86
kna,2019,10.89
kna,2020,9.23
kor,1988,19.03
kor,1989,14.98
kor,1990,13.43
kor,1992,11.75
kor,1995,9.07
kor,1996,14.2
kor,1997,13.83
kor,1998,13.97
kor,1999,9.19
kor,2000,13.55
kor,2001,13.61
kor,2002,12.7
kor,2003,12.81
kor,2004,12.09
kor,2005,12.12
kor,2006,12.12
kor,2007,12.25
kor,2008,12.2
kor,2009,11.92
kor,2010,12.12
kor,2011,12.14
kor,2012,13.38
kor,2013,13.39
kor,2014,13.35
kor,2015,13.94
kor,2016,13.94
kor,2017,14.07
kor,2018,14.07
kor,2020,14.07
kwt,2002,3.62
kwt,2003,4.77
kwt,2004,4.77
kwt,2005,5.07
kwt,2006,5.02
kwt,2007,4.58
kwt,2008,4.86
kwt,2009,4.84
kwt,2010,4.58
kwt,2011,4.58
kwt,2012,5.4
kwt,2013,5.4
kwt,2014,4.66
kwt,2015,4.72
kwt,2016,4.73
kwt,2017,5.09
kwt,2018,5.01
kwt,2019,5
kwt,2020,4.92
lao,2000,9.5
lao,2001,9.63
lao,2004,9.65
lao,2005,9.71
lao,2006,9.71
lao,2007,9.71
lao,2008,9.71
lao,2014,10.01
lao,2015,10.01
lao,2016,8.54
lao,2017,8.54
lao,2018,8.54
lao,2019,8.49
lao,2020,8.5
lbn,1999,9.85
lbn,2000,14.79
lbn,2001,6.1
lbn,2002,9.2
lbn,2004,5.43
lbn,2005,6.31
lbn,2006,5.43
lbn,2007,6.31
lbn,2014,5.9
lbn,2015,5.94
lbn,2016,5.97
lbn,2017,5.98
lbn,2018,6.03
lbn,2019,6
lbn,2020,6.11
lbr,2012,10.02
lbr,2013,10.02
lbr,2014,9.96
lbr,2018,9.6
lbr,2020,12.17
lby,1996,23.32
lby,2002,21.27
lby,2006,0
lby,2020,5.23
lca,1996,21.1
lca,1999,18.65
lca,2000,18.65
lca,2001,8.91
lca,2002,8.91
lca,2003,8.91
lca,2005,8.88
lca,2006,8.87
lca,2007,8.87
lca,2010,10.19
lca,2011,10.19
lca,2012,10.32
lca,2013,10.32
lca,2014,8.45
lca,2015,9.12
lca,2016,9.12
lca,2019,9.29
lca,2020,9.2
lie,2011,0
lie,2013,0
lie,2015,0
lie,2016,10.1
lie,2017,10.5
lie,2018,10.42
lie,2019,11
lie,2020,9.89
lka,1990,29.14
lka,1993,25.44
lka,1994,25.54
lka,1997,20.7
lka,1998,11.64
lka,2000,9.96
lka,2001,9.88
lka,2003,9.36
lka,2004,10.43
lka,2005,11.71
lka,2006,11.5
lka,2007,11.4
lka,2008,11.28
lka,2009,11.31
lka,2010,10.41
lka,2011,10.3
lka,2012,10.47
lka,2014,9.65
lka,2015,8.29
lka,2017,10.26
lka,2018,12.25
lka,2019,15.54
lka,2020,9.49
lso,2001,8.46
lso,2004,7.99
lso,2005,8.07
lso,2006,8.03
lso,2007,7.84
lso,2008,7.79
lso,2009,7.77
lso,2010,7.69
lso,2011,7.67
lso,2012,7.6
lso,2013,7.59
lso,2014,7.56
lso,2015,7.6
lso,2016,7.67
lso,2017,7.82
lso,2018,7.87
lso,2019,10.18
lso,2020,7.82
ltu,1988,6.24
ltu,1989,6.26
ltu,1990,8.25
ltu,1991,7.05
ltu,1992,7.14
ltu,1993,7.06
ltu,1994,7.05
ltu,1995,9.01
ltu,1996,8
ltu,1997,7.97
ltu,1998,7.14
ltu,1999,6.79
ltu,2000,6.19
ltu,2001,6.48
ltu,2002,6.13
ltu,2003,6
ltu,2004,5.83
ltu,2005,5.97
ltu,2006,5.94
ltu,2007,5.57
ltu,2008,5.47
ltu,2009,5.44
ltu,2010,5.6
ltu,2011,5.61
ltu,2012,5.76
ltu,2013,5.71
ltu,2014,5.71
ltu,2015,5.72
ltu,2016,5.69
ltu,2017,5.62
ltu,2018,5.6
ltu,2019,6.16
ltu,2020,4.32
lux,1988,6.24
lux,1989,6.26
lux,1990,8.25
lux,1991,7.05
lux,1992,7.14
lux,1993,7.06
lux,1994,7.05
lux,1995,9.01
lux,1996,8
lux,1997,7.97
lux,1998,7.14
lux,1999,6.79
lux,2000,6.19
lux,2001,6.48
lux,2002,6.13
lux,2003,6
lux,2004,5.83
lux,2005,5.97
lux,2006,5.94
lux,2007,5.57
lux,2008,5.47
lux,2009,5.44
lux,2010,5.6
lux,2011,5.61
lux,2012,5.76
lux,2013,5.71
lux,2014,5.71
lux,2015,5.72
lux,2016,5.69
lux,2017,5.62
lux,2018,5.6
lux,2019,6.16
lux,2020,4.32
lva,1988,6.24
lva,1989,6.26
lva,1990,8.25
lva,1991,7.05
lva,1992,7.14
lva,1993,7.06
lva,1994,7.05
lva,1995,9.01
lva,1996,8
lva,1997,7.97
lva,1998,7.14
lva,1999,6.79
lva,2000,6.19
lva,2001,6.48
lva,2002,6.13
lva,2003,6
lva,2004,5.83
lva,2005,5.97
lva,2006,5.94
lva,2007,5.57
lva,2008,5.47
lva,2009,5.44
lva,2010,5.6
lva,2011,5.61
lva,2012,5.76
lva,2013,5.71
lva,2014,5.71
lva,2015,5.72
lva,2016,5.69
lva,2017,5.62
lva,2018,5.6
lva,2019,6.16
lva,2020,4.32
mac,1996,0
mac,1997,0
mac,1998,0
mac,1999,0
mac,2000,0
mac,2001,0
mac,2002,0
mac,2003,0
mac,2004,0
mac,2005,0
mac,2006,0
mac,2007,0
mac,2008,0
mac,2009,0
mac,2010,0
mac,2011,0
mac,2012,0
mac,2013,0
mac,2014,0
mac,2015,0
mac,2016,0
mac,2017,0
mac,2018,0
mac,2019,0
mac,2020,0
mar,1993,65
mar,1997,21.65
mar,2000,31.69
mar,2001,30.86
mar,2002,30.65
mar,2003,30.09
mar,2005,26.2
mar,2006,24.2
mar,2007,23.05
mar,2008,21.34
mar,2009,18.07
mar,2010,16.84
mar,2011,14.27
mar,2012,12.94
mar,2014,11.15
mar,2015,11.55
mar,2016,11.54
mar,2017,11.53
mar,2019,11.53
mar,2020,11.53
mda,1996,5.97
mda,2000,5.06
mda,2001,4.91
mda,2003,5.12
mda,2004,5.04
mda,2005,5.04
mda,2006,5.1
mda,2007,4.41
mda,2008,4.52
mda,2009,4.46
mda,2010,4.51
mda,2011,4.46
mda,2012,4.52
mda,2013,8.77
mda,2014,4.61
mda,2015,5.58
mda,2016,5.57
mda,2020,5.31
mdg,1995,6.94
mdg,1996,6.82
mdg,1997,6.83
mdg,1998,6.32
mdg,2000,5.66
mdg,2001,4.61
mdg,2002,5.16
mdg,2003,4.65
mdg,2004,3.48
mdg,2005,12.33
mdg,2006,13.3
mdg,2007,12.4
mdg,2008,12.44
mdg,2009,11.64
mdg,2010,11.72
mdg,2011,11.63
mdg,2012,11.82
mdg,2013,11.71
mdg,2014,11.71
mdg,2015,11.74
mdg,2016,11.65
mdg,2017,11.7
mdg,2018,11.69
mdg,2019,11.69
mdg,2020,11.69
mdv,2000,20.24
mdv,2001,20.24
mdv,2002,20.23
mdv,2003,20.21
mdv,2004,20.21
mdv,2005,20.22
mdv,2006,20.22
mdv,2008,20.4
mdv,2009,20.4
mdv,2010,20.33
mdv,2011,20.36
mdv,2012,10.1
mdv,2013,10.1
mdv,2014,10.14
mdv,2015,12.95
mdv,2016,12.93
mdv,2017,12.98
mdv,2018,12.97
mdv,2019,13.24
mdv,2020,12.97
mex,1991,13.68
mex,1995,13.12
mex,1996,14.7
mex,1997,14.75
mex,1998,14.69
mex,1999,17.89
mex,2000,17.92
mex,2001,17.89
mex,2002,18.05
mex,2003,18.11
mex,2004,17.47
mex,2005,14.45
mex,2006,13.62
mex,2007,12.53
mex,2008,12.47
mex,2009,11.3
mex,2010,8.94
mex,2011,8.15
mex,2012,7.74
mex,2013,7.71
mex,2014,7.39
mex,2015,7.05
mex,2016,6.99
mex,2017,6.88
mex,2018,6.76
mkd,2001,14.41
mkd,2002,8.4
mkd,2004,9.29
mkd,2005,8.4
mkd,2006,8.03
mkd,2007,7.52
mkd,2008,7.51
mkd,2009,7.16
mkd,2010,6.81
mkd,2011,6.8
mkd,2012,6.76
mkd,2013,6.66
mkd,2014,6.68
mkd,2015,6.67
mkd,2016,6.64
mkd,2017,6.69
mkd,2018,6.69
mkd,2019,6.69
mkd,2020,6.54
mli,1995,3.34
mli,1996,16.54
mli,1997,16.54
mli,1998,16.54
mli,1999,11.11
mli,2001,11.99
mli,2002,11.95
mli,2003,11.98
mli,2004,11.99
mli,2005,12
mli,2006,11.99
mli,2007,11.94
mli,2008,11.94
mli,2009,11.94
mli,2010,11.94
mli,2011,11.92
mli,2012,11.92
mli,2013,11.92
mli,2014,11.92
mli,2015,12.16
mli,2016,12.16
mli,2017,12.17
mli,2018,12.17
mli,2019,12.17
mli,2020,12.17
mlt,1988,6.24
mlt,1989,6.26
mlt,1990,8.25
mlt,1991,7.05
mlt,1992,7.14
mlt,1993,7.06
mlt,1994,7.05
mlt,1995,9.01
mlt,1996,8
mlt,1997,7.97
mlt,1998,7.14
mlt,1999,6.79
mlt,2000,6.19
mlt,2001,6.48
mlt,2002,6.13
mlt,2003,6
mlt,2004,5.83
mlt,2005,5.97
mlt,2006,5.94
mlt,2007,5.57
mlt,2008,5.47
mlt,2009,5.44
mlt,2010,5.6
mlt,2011,5.61
mlt,2012,5.76
mlt,2013,5.71
mlt,2014,5.71
mlt,2015,5.72
mlt,2016,5.69
mlt,2017,5.62
mlt,2018,5.6
mlt,2019,6.16
mlt,2020,4.32
mmr,1996,5.51
mmr,1997,5.51
mmr,1998,5.51
mmr,1999,5.51
mmr,2000,5.51
mmr,2001,5.5
mmr,2002,5.5
mmr,2003,5.5
mmr,2004,5.5
mmr,2005,5.6
mmr,2006,5.6
mmr,2007,5.6
mmr,2008,5.6
mmr,2010,5.55
mmr,2011,5.55
mmr,2012,5.59
mmr,2013,5.59
mmr,2015,5.59
mmr,2019,6.51
mne,2007,4.82
mne,2008,5.23
mne,2009,5.21
mne,2010,5.23
mne,2011,5.22
mne,2012,5.3
mne,2013,4.2
mne,2014,4.08
mne,2015,3.96
mne,2016,3.85
mne,2017,3.8
mne,2018,3.77
mne,2019,3.75
mne,2020,3.66
mng,1999,0.02
mng,2000,4.96
mng,2001,6.94
mng,2002,6.94
mng,2003,4.96
mng,2004,4.96
mng,2005,4.48
mng,2006,4.48
mng,2007,4.97
mng,2008,4.97
mng,2009,4.97
mng,2010,4.97
mng,2011,4.97
mng,2013,4.97
mng,2015,4.98
mng,2017,5.23
mng,2018,5.23
mng,2019,5.23
mng,2020,5.23
moz,1994,5
moz,1997,15.7
moz,2001,13.81
moz,2002,12.1
moz,2003,12.1
moz,2005,12.09
moz,2006,12.08
moz,2007,10.33
moz,2008,10.09
moz,2009,10.06
moz,2010,10.06
moz,2011,10.05
moz,2012,10.05
moz,2014,10.06
moz,2016,10.06
moz,2018,10.38
moz,2020,10.38
mrt,2001,10.88
mrt,2006,10.75
mrt,2007,11.85
mrt,2008,9.63
mrt,2009,9.63
mrt,2010,9.63
mrt,2011,9.63
mrt,2014,12.02
mrt,2015,12.02
mrt,2018,12.06
mrt,2019,12.06
mrt,2020,12.09
mus,1995,29.73
mus,1996,28.54
mus,1997,28.74
mus,1998,28.88
mus,1999,26.44
mus,2000,18.74
mus,2001,19.03
mus,2002,18.45
mus,2004,17.61
mus,2005,6.03
mus,2006,3.49
mus,2007,3.53
mus,2008,3.41
mus,2009,1.31
mus,2010,1.3
mus,2011,1.81
mus,2012,1.57
mus,2013,1.52
mus,2014,1.05
mus,2015,1.04
mus,2016,1.03
mus,2017,0.73
mus,2018,0.73
mus,2019,0.78
mus,2020,0.78
mwi,1994,30.74
mwi,1996,26.66
mwi,1997,25.27
mwi,1998,19.98
mwi,2000,13.39
mwi,2001,13.1
mwi,2003,13.13
mwi,2006,13.31
mwi,2008,12.98
mwi,2009,12.91
mwi,2010,12.67
mwi,2011,13.15
mwi,2012,12.73
mwi,2013,12.43
mwi,2014,12.57
mwi,2015,12.56
mwi,2016,12.37
mwi,2019,12.41
mwi,2020,12.41
mys,1988,20.88
mys,1991,17.18
mys,1993,13.55
mys,1996,11.5
mys,1997,10.2
mys,1998,14.89
mys,1999,10.66
mys,2000,9.84
mys,2001,9.2
mys,2002,8.33
mys,2003,9.46
mys,2004,13.53
mys,2005,7.32
mys,2006,7.67
mys,2007,8.19
mys,2008,8.15
mys,2009,8.59
mys,2010,6.67
mys,2011,6.25
mys,2012,6.25
mys,2013,6.26
mys,2014,5.12
mys,2016,5.78
mys,2020,5.62
nam,2001,8.48
nam,2002,7.56
nam,2004,7.97
nam,2005,8.07
nam,2006,8.03
nam,2007,7.84
nam,2008,7.79
nam,2009,7.76
nam,2010,7.69
nam,2011,7.67
nam,2012,7.6
nam,2013,7.59
nam,2014,7.56
nam,2015,7.6
nam,2016,7.67
nam,2017,7.82
nam,2018,7.87
nam,2019,10.18
nam,2020,7.82
ner,2001,11.99
ner,2002,11.95
ner,2003,11.98
ner,2004,11.99
ner,2005,12
ner,2006,11.99
ner,2007,11.94
ner,2008,11.94
ner,2009,11.94
ner,2010,11.94
ner,2011,11.92
ner,2012,11.92
ner,2013,11.92
ner,2014,11.92
ner,2015,12.16
ner,2016,12.16
ner,2017,12.17
ner,2018,12.17
ner,2019,12.17
ner,2020,12.17
nga,1988,33.68
nga,1989,35.54
nga,1990,35.65
nga,1992,34.42
nga,1995,70.58
nga,1996,24.4
nga,1997,24.41
nga,1998,24.41
nga,1999,26.05
nga,2000,26.05
nga,2001,26.1
nga,2002,29.99
nga,2003,28.46
nga,2005,11.9
nga,2006,11.96
nga,2008,12
nga,2009,11.19
nga,2010,11.72
nga,2011,11.72
nga,2013,11.71
nga,2014,11.93
nga,2015,12.06
nga,2016,12.13
nga,2020,12.17
nic,1995,9.98
nic,1996,9.19
nic,1997,6.42
nic,1998,5.52
nic,1999,10.52
nic,2000,3.78
nic,2001,4.74
nic,2002,4.72
nic,2003,4.75
nic,2004,5.21
nic,2005,5.61
nic,2006,5.57
nic,2007,5.61
nic,2008,5.57
nic,2009,5.57
nic,2010,5.59
nic,2011,5.56
nic,2012,5.73
nic,2013,5.75
nic,2014,5.72
nic,2015,5.72
nic,2016,5.73
nic,2017,5.71
nic,2018,5.69
nic,2019,5.71
nic,2020,5.72
nld,1988,6.24
nld,1989,6.26
nld,1990,8.25
nld,1991,7.05
nld,1992,7.14
nld,1993,7.06
nld,1994,7.05
nld,1995,9.01
nld,1996,8
nld,1997,7.97
nld,1998,7.14
nld,1999,6.79
nld,2000,6.19
nld,2001,6.48
nld,2002,6.13
nld,2003,6
nld,2004,5.83
nld,2005,5.97
nld,2006,5.94
nld,2007,5.57
nld,2008,5.47
nld,2009,5.44
nld,2010,5.6
nld,2011,5.61
nld,2012,5.76
nld,2013,5.71
nld,2014,5.71
nld,2015,5.72
nld,2016,5.69
nld,2017,5.62
nld,2018,5.6
nld,2019,6.16
nld,2020,4.32
nor,1988,5.75
nor,1993,5.68
nor,1995,15.35
nor,1996,14.75
nor,1997,13.89
nor,1998,14.47
nor,1999,12.59
nor,2000,13.48
nor,2001,12.74
nor,2002,12.64
nor,2003,11.56
nor,2004,11.4
nor,2005,11.79
nor,2006,11.63
nor,2007,11.44
nor,2008,10.23
nor,2009,9.77
nor,2010,10.57
nor,2011,10.52
nor,2012,11.52
nor,2013,11.28
nor,2014,11.06
nor,2015,10.59
nor,2016,10.02
nor,2017,9.74
nor,2018,9.45
nor,2019,9.55
nor,2020,11.38
npl,1993,16.57
npl,1998,16.2
npl,1999,12.43
npl,2000,13.29
npl,2002,13.62
npl,2003,13.72
npl,2004,13.79
npl,2005,13.76
npl,2006,12.51
npl,2007,12.56
npl,2008,15.41
npl,2009,12.43
npl,2010,12.33
npl,2011,12.35
npl,2012,12.2
npl,2013,12.21
npl,2014,12.23
npl,2015,12.25
npl,2016,12.14
npl,2018,13.19
npl,2019,17.27
npl,2020,12.6
nru,2016,13.37
nru,2017,14.55
nru,2018,15.77
nru,2019,18.93
nru,2020,15.31
nzl,1992,11.31
nzl,1993,8.7
nzl,1996,5.57
nzl,1997,4.89
nzl,1998,4.03
nzl,1999,3.38
nzl,2000,2.65
nzl,2001,3.96
nzl,2002,3.82
nzl,2003,4.15
nzl,2004,4.21
nzl,2005,4.18
nzl,2006,4.09
nzl,2007,3.03
nzl,2008,2.25
nzl,2009,2.11
nzl,2010,4.02
nzl,2011,2.04
nzl,2012,2.07
nzl,2013,2.07
nzl,2014,2.06
nzl,2015,2.07
nzl,2016,2.07
nzl,2017,2.07
