geo,time,se_prm_tenr_fe
pyf,1984,94.69187
pyf,1985,93.09724
qat,1971,74.57173
qat,1972,83.77437
qat,1973,85.77034
qat,1974,84.30361
qat,1976,90.77534
qat,1977,88.71769
qat,1978,92.60219
qat,1979,93.31216
qat,1981,92.98722
qat,1983,91.21989
qat,1984,92.49984
qat,1985,92.06867
qat,1986,95.3049
qat,1987,88.84785
qat,1988,88.23307
qat,1989,86.8906
qat,1990,84.46598
qat,1991,80.62631
qat,1992,77.5297
qat,1993,77.53987
qat,1994,82.24454
qat,2000,97.84263
qat,2006,96.85941
qat,2014,95.02616
qat,2015,96.71293
qat,2016,96.99953
qat,2017,97.5693
qat,2018,99.45751
rou,1993,75.46534
rou,1994,83.3965
rou,1995,88.30312
rou,1996,89.71776
rou,1997,89.75655
rou,1998,93.51453
rou,1999,90.86231
rou,2000,90.77492
rou,2001,90.82164
rou,2002,93.70599
rou,2003,97.35769
rou,2005,98.53716
rou,2006,96.45499
rou,2007,96.42742
rou,2008,96.11077
rou,2009,96.26787
rou,2010,95.85091
rou,2011,95.32278
rou,2012,94.03819
rou,2015,89.51947
rou,2016,87.5438
rou,2017,85.80322
rus,1994,96.89288
rus,1995,93.49224
rus,2006,93.57329
rus,2007,94.21468
rus,2008,95.41766
rus,2009,97.14639
rus,2014,96.04486
rus,2015,97.29312
rus,2016,97.9711
rwa,1973,49.89811
rwa,1974,47.82932
rwa,1975,46.22906
rwa,1977,50.41219
rwa,1978,53.02797
rwa,1999,85.63319
rwa,2002,82.45272
rwa,2003,86.69476
rwa,2016,99.47912
rwa,2017,97.39013
rwa,2018,95.54366
sau,1979,31.4346
sau,2010,96.94696
sau,2011,97.08999
sau,2016,96.5697
sau,2017,95.76108
sau,2018,94.96938
sdn,2011,55.27348
sdn,2012,56.47091
sdn,2013,57.63927
sdn,2014,58.71826
sdn,2015,59.10283
sdn,2016,62.01307
sdn,2017,61.01514
sen,1978,24.8883
sen,1979,27.04413
sen,1980,28.08905
sen,1981,29.08685
sen,1982,30.51298
sen,1983,32.19517
sen,1984,33.05545
sen,1985,33.89343
sen,1986,37.53358
sen,1988,38.7848
sen,1990,38.32991
sen,1992,38.2571
sen,1996,44.10598
sen,1997,48.69991
sen,1998,51.95599
sen,1999,50.77453
sen,2000,55.06712
sen,2003,62.94346
sen,2004,62.5563
sen,2005,64.00654
sen,2006,67.60955
sen,2007,70.6294
sen,2008,72.31399
sen,2009,72.6207
sen,2010,74.09407
sen,2011,75.0892
sen,2012,78.84001
sen,2013,77.78702
sen,2014,78.71067
sen,2015,78.95308
sen,2016,77.25883
sen,2017,80.75965
slb,2005,74.04085
slb,2006,79.58564
slb,2007,79.35042
slb,2018,67.82703
sle,1983,37.19845
sle,2012,95.59841
sle,2015,97.87612
slv,1970,63.78913
slv,1983,75.06557
slv,1998,88.4887
slv,2000,90.86143
slv,2001,91.64439
slv,2002,93.39051
slv,2003,93.21927
slv,2010,96.22009
slv,2011,95.58788
slv,2012,94.48846
slv,2013,91.83273
slv,2014,89.46417
slv,2015,86.9991
slv,2016,85.70568
slv,2017,81.4231
slv,2018,82.11591
smr,1986,95.94972
smr,1987,90.12346
smr,1988,86.79505
smr,1989,86.4215
smr,1990,86.64688
smr,1991,88.08777
smr,1992,94.28105
smr,1993,95.64489
smr,1994,95.09306
smr,1996,88.81579
smr,1997,90.12945
smr,2000,87.17201
som,1976,15.41538
som,1977,14.0983
som,1978,11.74878
som,1979,11.72704
som,1980,10.94357
srb,2006,99.8896
srb,2007,98.82247
srb,2008,98.39666
srb,2009,96.10119
srb,2010,94.67606
srb,2011,97.51667
srb,2012,96.54262
srb,2013,96.69024
srb,2014,98.86675
srb,2015,99.30296
srb,2016,99.22081
srb,2017,98.642
srb,2018,98.42108
ssd,2011,36.06373
ssd,2015,30.42532
stp,1983,93.52219
stp,1984,93.56267
stp,1988,89.34326
stp,1990,89.60396
stp,1999,79.15002
stp,2002,93.28944
stp,2003,95.38605
stp,2004,97.07642
stp,2005,97.04172
stp,2007,90.45099
stp,2008,91.18216
stp,2009,93.06512
stp,2010,91.84603
stp,2013,88.95186
stp,2014,88.84831
stp,2015,87.87371
stp,2017,93.98178
sur,1977,94.18554
sur,1978,94.99743
sur,2005,83.17978
sur,2006,85.47025
sur,2007,83.33554
sur,2008,90.07385
sur,2009,93.95546
sur,2010,91.97224
sur,2011,90.37865
sur,2012,90.60698
sur,2013,90.03167
sur,2014,90.29933
sur,2015,91.23083
sur,2016,92.55615
sur,2017,87.98488
sur,2018,87.72937
svk,2001,88.7486
svk,2002,86.29631
svk,2003,84.04931
svk,2004,82.92104
svk,2005,83.68969
svk,2006,85.89969
svk,2007,87.87462
svk,2008,88.19401
svk,2009,86.80889
svk,2010,85.02155
svk,2011,84.19697
svk,2012,85.15557
svk,2013,85.35829
svk,2014,84.77256
svk,2015,83.61803
svk,2016,83.01319
svk,2017,84.16967
svn,1995,92.89367
svn,1996,94.66166
svn,1997,95.14155
svn,1998,97.91959
svn,1999,96.60493
svn,2000,96.94122
svn,2001,96.23136
svn,2002,97.13855
svn,2003,98.03322
svn,2004,99.95643
svn,2007,99.19262
svn,2008,99.27583
svn,2009,99.30238
svn,2010,99.37694
svn,2011,99.94988
svn,2013,99.13625
svn,2014,98.9288
swe,1982,96.33671
swe,1987,98.05597
swe,1988,98.41473
swe,1989,98.75798
swe,1990,99.54328
swe,1991,99.8375
swe,2003,98.77722
swe,2004,96.60129
swe,2005,95.20616
swe,2006,94.94789
swe,2007,96.09091
swe,2008,98.11789
swz,1970,58.2604
swz,1971,58.15917
swz,1972,60.17833
swz,1973,63.10961
swz,1974,64.65359
swz,1975,67.32145
swz,1976,68.20821
swz,1977,69.14835
swz,1978,69.5151
swz,1979,70.30472
swz,1981,74.06974
swz,1982,73.00019
swz,1983,72.17532
swz,1984,71.76853
swz,1985,73.35026
swz,1986,72.29966
swz,1987,73.23367
swz,1988,72.49306
swz,1989,72.44472
swz,1990,74.27921
swz,1991,74.47759
swz,1992,75.68573
swz,1993,75.3296
swz,1994,77.80021
swz,1995,80.63427
swz,1996,79.92177
swz,2009,81.66572
swz,2010,87.25351
swz,2011,86.3634
swz,2012,86.6221
swz,2013,83.70884
swz,2014,84.68839
swz,2015,83.7236
swz,2016,83.71281
swz,2017,82.46771
syc,1979,85.79627
syc,1993,87.33914
syc,1994,91.88223
syc,1995,93.17892
syc,1996,93.21565
syc,2001,91.49592
syc,2002,98.45361
syr,1971,54.53103
syr,1973,64.77191
syr,1978,70.67829
syr,1979,71.65629
syr,1980,74.63192
syr,1981,75.87662
syr,1982,77.6257
syr,1983,78.88
syr,1984,81.55799
syr,1985,83.88293
syr,1986,86.26913
syr,1987,90.31361
syr,1988,90.36516
syr,1989,90.98338
syr,1990,90.57479
syr,1996,92.60985
syr,1997,92.0179
syr,1998,93.29962
syr,2013,71.45407
tcd,1975,13.49708
tcd,1977,13.82605
tcd,1988,20.65163
tcd,1997,30.68962
tcd,1998,35.39829
tcd,1999,38.16043
tcd,2000,40.62253
tcd,2001,42.39191
tcd,2002,45.39328
tcd,2003,47.2464
tcd,2011,54.04668
tcd,2013,67.41198
tcd,2015,69.33838
tcd,2016,64.29745
tgo,1971,32.22932
tgo,1972,34.52219
tgo,1978,53.79596
tgo,1979,55.89836
tgo,1980,56.81116
tgo,1982,54.98564
tgo,1983,54.71833
tgo,1984,47.77643
tgo,1985,46.34194
tgo,1986,42.86991
tgo,1987,49.56997
tgo,1988,50.44962
tgo,1989,50.78367
tgo,1990,52.61447
tgo,1991,55.42146
tgo,1994,52.62158
tgo,1995,60.95711
tgo,1996,67.47189
tgo,1997,66.01122
tgo,2001,80.69673
tgo,2003,82.56632
tgo,2005,85.20239
tgo,2007,84.37692
tgo,2008,85.89702
tgo,2014,88.94605
tgo,2015,90.95703
tgo,2017,89.66983
tgo,2018,92.19045
tha,1973,71.7285
tha,1974,72.59198
tha,2006,98.08391
tha,2007,97.68061
tha,2008,97.21583
tha,2009,97.85243
tjk,2000,92.22853
tjk,2001,91.26457
tjk,2002,94.11367
tjk,2014,97.72736
tjk,2015,97.00439
tjk,2016,97.14069
tls,2008,82.28489
tls,2009,87.99383
tls,2010,88.90547
tls,2011,91.59933
tls,2012,90.52313
tls,2013,91.4399
tls,2014,93.40354
tls,2015,94.87793
tls,2016,95.28676
tls,2017,97.58067
tls,2018,96.73004
ton,1970,87.62211
ton,1971,87.40935
ton,1972,94.02381
ton,1974,89.02023
ton,1975,97.33629
ton,1983,92.99457
ton,1985,98.12761
ton,1986,96.50238
ton,1990,93.15327
ton,1993,93.43096
ton,1998,93.06859
ton,1999,88.92599
tto,1971,93.44517
tto,1972,92.58401
tto,1973,91.88096
tto,1974,91.6389
tto,1975,92.61165
tto,1976,96.26375
tto,1977,96.22785
tto,1978,94.70958
tto,1979,90.07082
tto,1980,86.63927
tto,1981,92.41886
tto,1982,93.03454
tto,1983,94.0754
tto,1984,92.65937
tto,1985,93.07886
tto,1986,91.37001
tto,1987,93.03525
tto,1988,93.99259
tto,1989,92.3568
tto,1990,91.88367
tto,1991,89.6875
tto,1992,89.23438
tto,1993,88.53352
tto,1996,88.73928
tto,1997,88.83932
tto,1999,98.33037
tto,2000,98.68831
tto,2001,98.10679
tto,2002,95.4817
tto,2003,95.85205
tto,2004,96.68633
tto,2005,93.65638
tto,2008,97.76057
tto,2009,96.75295
tto,2010,98.43765
tun,1971,63.88022
tun,1975,61.17866
tun,1978,64.98599
tun,1979,67.30062
tun,1980,69.60487
tun,1981,72.21471
tun,1982,75.74594
tun,1983,79.479
tun,1984,83.0866
tun,1985,84.70119
tun,1989,88.93155
tun,1990,88.86232
tun,1991,90.33445
tun,1992,91.21126
tun,1993,92.62225
tun,1994,93.08855
tun,1995,93.97818
tun,1996,93.36097
tun,1997,92.85678
tun,1999,93.60088
tun,2000,94.97846
tun,2001,97.40203
tun,2005,99.96022
tun,2006,99.99699
tun,2007,98.75521
tun,2008,98.98088
tun,2009,99.68889
tur,1974,76.44057
tur,1994,88.84879
tur,1995,88.32253
tur,1997,88.31335
tur,1999,90.82062
tur,2006,96.19792
tur,2007,97.09485
tur,2008,96.59313
tur,2009,94.51121
tur,2010,95.54082
tur,2011,94.58218
tur,2012,93.21474
tur,2013,92.83929
tur,2014,94.16511
tur,2015,94.27865
tur,2016,93.76568
tur,2017,94.52416
tuv,2014,90.0838
tuv,2015,92.94606
tuv,2016,84.26813
tza,1981,68.96957
tza,1982,64.94606
tza,1983,64.41072
tza,1985,58.60795
tza,1986,57.37544
tza,1987,55.55926
tza,1988,53.7258
tza,1989,53.52845
tza,1990,52.78702
tza,1991,52.01735
tza,1992,52.00352
tza,1993,51.40762
tza,1994,50.393
tza,1995,50.21043
tza,1996,50.32388
tza,1997,50.83809
tza,1998,50.45952
tza,1999,50.97135
tza,2000,54.47396
tza,2001,58.47912
tza,2002,72.85084
tza,2003,81.01993
tza,2004,85.68934
tza,2005,90.41324
tza,2006,96.52573
tza,2008,99.01626
tza,2010,93.53785
tza,2012,88.83323
tza,2013,86.65768
tza,2014,85.39817
tza,2016,86.66401
tza,2017,86.43188
tza,2018,84.14222
uga,1979,33.55406
uga,1981,37.20813
uga,1982,40.2252
uga,1986,53.98072
uga,2010,92.59125
uga,2011,95.82091
uga,2013,97.07431
ukr,2002,96.37105
ukr,2003,90.14729
ukr,2004,89.56135
ukr,2005,89.81009
ukr,2006,88.60815
ukr,2007,88.09757
ukr,2008,88.00906
ukr,2009,88.39336
ukr,2010,91.08331
ukr,2011,93.47101
ukr,2012,94.40563
ukr,2013,94.60269
ukr,2014,92.9884
ury,1984,86.28135
ury,1991,92.55219
ury,1992,94.32315
ury,1993,95.04078
ury,1994,93.37613
ury,1995,92.92804
ury,1996,92.59349
ury,1997,92.64541
ury,2007,98.57431
ury,2008,99.53363
ury,2014,96.89437
usa,2005,99.73112
usa,2010,97.68334
usa,2011,96.93143
usa,2012,97.00534
usa,2013,97.27516
usa,2014,98.29023
usa,2015,95.00148
usa,2016,99.56904
usa,2017,95.51193
uzb,2007,92.06782
uzb,2008,93.30616
uzb,2009,90.21271
uzb,2010,91.11212
uzb,2011,91.80225
uzb,2012,93.44584
uzb,2013,94.82361
uzb,2014,96.15187
vct,1984,93.66275
vct,1986,97.05729
vct,2005,96.83536
ven,1999,87.59312
ven,2000,90.1701
ven,2001,94.6902
ven,2002,95.51514
ven,2003,94.00914
ven,2004,94.07434
ven,2005,92.85645
ven,2006,93.35744
ven,2007,94.2606
ven,2008,92.45777
ven,2009,94.33949
ven,2010,95.16431
ven,2011,95.09401
ven,2012,93.59883
ven,2013,92.83463
ven,2014,93.81625
ven,2015,93.42783
ven,2016,91.33262
ven,2017,89.73891
vgb,1983,92.02312
vgb,1984,85.78143
vgb,1999,98.85808
vgb,2000,85.46603
vgb,2001,94.24847
vgb,2005,90.33778
vgb,2006,89.29946
vgb,2012,94.79653
vgb,2013,96.88769
vut,1981,83.81295
vut,1989,74.13527
vut,1999,96.9779
vut,2004,97.33161
vut,2015,92.54908
wsm,1994,95.00397
wsm,1998,99.53126
wsm,1999,93.16353
yem,1999,41.96128
yem,2003,59.34995
yem,2004,62.72928
yem,2005,66.26147
yem,2008,69.71042
yem,2010,74.03581
yem,2012,77.69117
yem,2013,78.71748
yem,2016,78.87941
zaf,1970,68.24207
zaf,1991,88.97419
zaf,1994,90.19036
zaf,1995,90.84667
zaf,1998,91.77027
zaf,1999,92.92989
zaf,2000,91.18159
zaf,2001,92.45591
zaf,2002,93.7195
zaf,2003,94.77807
zaf,2004,95.35997
zaf,2005,95.53585
zaf,2017,94.66547
zmb,1972,71.00342
zmb,1976,74.98088
zmb,1977,75.45329
zmb,1978,74.92966
zmb,1979,74.97083
zmb,1980,75.19486
zmb,1981,75.42786
zmb,1982,75.36027
zmb,1983,76.85251
zmb,1984,77.8042
zmb,1986,79.6513
zmb,1988,78.2114
zmb,1994,71.50885
zmb,1995,69.75318
zmb,1998,66.95256
zmb,1999,65.44581
zmb,2000,65.87326
zmb,2001,66.06223
zmb,2002,68.88243
zmb,2004,82.30445
zmb,2005,91.33884
zmb,2006,90.18648
zmb,2007,91.65866
zmb,2009,89.8037
zmb,2010,86.8924
zmb,2011,90.43112
zmb,2012,92.15733
zmb,2013,89.07801
zmb,2017,87.03175
zwe,1998,85.61508
zwe,1999,88.32012
zwe,2000,89.86404
zwe,2001,93.44294
zwe,2002,90.74046
zwe,2003,90.30694
