geo,time,en_atm_ghgo_zg
fin,1998,48.87704
fin,1999,-28.36843
fin,2000,-15.67241
fin,2001,-7.66829
fin,2002,15.02224
fin,2003,49.9771
fin,2004,21.44635
fin,2005,38.33028
fin,2006,49.97287
fin,2007,64.14628
fin,2008,72.80405
fin,2009,73.89579
fin,2010,104.08007
fin,2011,104.08007
fin,2012,104.08007
fji,1991,0
fji,1992,0
fji,1993,0
fji,1994,0
fji,1995,0
fji,1996,0
fji,1997,0
fji,1998,217.5
fji,1999,-100
fji,2000,-88.75
fji,2001,-92.5
fji,2002,-95
fji,2003,66.25
fji,2004,-86.25
fji,2005,-92.5
fji,2006,-76.25
fji,2007,-50
fji,2008,-78.75
fji,2009,262.5
fji,2010,-35
fji,2011,-35
fji,2012,-35
fra,1991,4.65973
fra,1992,16.99449
fra,1993,37.82053
fra,1994,17.74052
fra,1995,-11.97404
fra,1996,-5.43637
fra,1997,0.2029
fra,1998,-7.23518
fra,1999,-2.49351
fra,2000,11.30842
fra,2001,9.15868
fra,2002,14.92009
fra,2003,22.88676
fra,2004,24.73062
fra,2005,23.85096
fra,2006,34.875
fra,2007,46.42618
fra,2008,58.1131
fra,2009,64.26221
fra,2010,78.36397
fra,2011,78.36397
fra,2012,78.36397
fro,1991,0
fro,1992,0
fro,1993,0
fro,1994,0
fro,1995,0
fro,1996,0
fro,1997,0
fro,1998,-100
fro,1999,-100
fro,2000,-100
fro,2001,-100
fro,2002,-100
fro,2003,-100
fro,2004,-100
fro,2005,-100
fro,2006,-100
fro,2007,-100
fro,2008,-100
fro,2009,-100
fro,2010,-100
fro,2011,-100
fro,2012,-100
gab,1991,-15.41398
gab,1992,31.02483
gab,1993,-21.4683
gab,1994,-9.98402
gab,1995,-9.25307
gab,1996,-21.68086
gab,1997,-25.28405
gab,1998,545.85672
gab,1999,515.7954
gab,2000,451.65302
gab,2001,-39.42793
gab,2002,-51.01361
gab,2003,-23.06362
gab,2004,-4.35509
gab,2005,-27.1236
gab,2006,7.21474
gab,2007,-0.70845
gab,2008,1103.43548
gab,2009,8.27283
gab,2010,466.0694
gab,2011,466.0694
gab,2012,466.0694
gbr,1991,5.37093
gbr,1992,4.41912
gbr,1993,-1.08778
gbr,1994,15.20858
gbr,1995,18.36316
gbr,1996,18.132
gbr,1997,17.35016
gbr,1998,-38.25676
gbr,1999,-35.6002
gbr,2000,-41.21201
gbr,2001,-41.66974
gbr,2002,-35.51479
gbr,2003,-31.82709
gbr,2004,-35.30629
gbr,2005,-30.28516
gbr,2006,-24.12081
gbr,2007,-16.67698
gbr,2008,-12.22608
gbr,2009,-9.11807
gbr,2010,-2.6977
gbr,2011,-2.6977
gbr,2012,-2.6977
geo,1991,-0.53061
geo,1992,-1.07464
geo,1993,-1.60301
geo,1994,-2.11838
geo,1995,-2.58028
geo,1996,-2.97884
geo,1997,-3.36073
geo,1998,-98.25107
geo,1999,-88.76958
geo,2000,-98.43751
geo,2001,10.63848
geo,2002,-92.41888
geo,2003,-85.16224
geo,2004,-82.37368
geo,2005,-43.52364
geo,2006,-45.67645
geo,2007,-40.99989
geo,2008,-48.53149
geo,2009,-88.23192
geo,2010,8.31186
geo,2011,8.31186
geo,2012,8.31186
gha,1991,-18.42296
gha,1992,-6.73311
gha,1993,-13.0375
gha,1994,-14.3116
gha,1995,-6.02591
gha,1996,-8.59211
gha,1997,-6.96755
gha,1998,731.54337
gha,1999,462.43942
gha,2000,551.24988
gha,2001,523.95331
gha,2002,441.01347
gha,2003,559.14611
gha,2004,291.7747
gha,2005,587.20894
gha,2006,489.50179
gha,2007,418.10679
gha,2008,454.67877
gha,2009,351.95473
gha,2010,350.52519
gha,2011,350.52519
gha,2012,350.52519
gib,1991,-122.72727
gib,1992,-9.09091
gib,1993,-127.27273
gib,1994,-113.63636
gib,1995,-218.18182
gib,1996,-77.27273
gib,1997,-177.27273
gib,1998,-109.09091
gib,1999,-109.09091
gib,2000,-154.54545
gib,2001,9.09091
gib,2002,72.72727
gib,2003,-145.45455
gib,2004,81.81818
gib,2005,63.63636
gib,2006,-218.18182
gib,2007,-72.72727
gib,2008,-145.45455
gib,2009,109.09091
gib,2010,-54.54545
gib,2011,-72.72727
gib,2012,-100
gin,1991,-18.39683
gin,1992,-6.43605
gin,1993,-12.45043
gin,1994,-12.80411
gin,1995,-4.02746
gin,1996,-6.36118
gin,1997,-4.66684
gin,1998,105.55933
gin,1999,48.55958
gin,2000,39.23987
gin,2001,26.10414
gin,2002,70.70182
gin,2003,20.81877
gin,2004,22.33283
gin,2005,30.44522
gin,2006,31.9004
gin,2007,3.93075
gin,2008,49.87678
gin,2009,27.67263
gin,2010,1.03777
gin,2011,1.03777
gin,2012,1.03777
gmb,1991,0
gmb,1992,0
gmb,1993,0
gmb,1994,0
gmb,1995,0
gmb,1996,0
gmb,1997,0
gmb,1998,1058.19
gmb,1999,1796.025
gmb,2000,1872.9875
gmb,2001,2731.6125
gmb,2002,2320.8125
gmb,2003,1500.25
gmb,2004,2163.375
gmb,2005,1973.9625
gmb,2006,2906.8375
gmb,2007,2461.4125
gmb,2008,2076.325
gmb,2009,1594.725
gmb,2010,2046.4625
gmb,2011,2046.4625
gmb,2012,2046.4625
gnb,1991,0
gnb,1992,0
gnb,1993,0
gnb,1994,0
gnb,1995,0
gnb,1996,0
gnb,1997,0
gnb,1998,23516.4
gnb,1999,32113.1
gnb,2000,25035.15
gnb,2001,26862.55
gnb,2002,19916
gnb,2003,45119.55
gnb,2004,25545.7
gnb,2005,17724.3
gnb,2006,40700.65
gnb,2007,21849.8
gnb,2008,17324.35
gnb,2009,13721.45
gnb,2010,24223.45
gnb,2011,24223.45
gnb,2012,24223.45
gnq,1991,0
gnq,1992,0
gnq,1993,0
gnq,1994,0
gnq,1995,0
gnq,1996,0
gnq,1997,0
gnq,1998,-100
gnq,1999,-100
gnq,2000,-100
gnq,2001,-100
gnq,2002,-100
gnq,2003,-100
gnq,2004,-100
gnq,2005,-100
gnq,2006,-100
gnq,2007,-100
gnq,2008,-100
gnq,2009,-100
gnq,2010,-100
gnq,2011,-100
gnq,2012,-100
grc,1991,-19.35544
grc,1992,-24.59161
grc,1993,-14.8144
grc,1994,-5.69009
grc,1995,15.13448
grc,1996,19.97163
grc,1997,22.53364
grc,1998,162.01335
grc,1999,43.76302
grc,2000,74.40178
grc,2001,-52.31709
grc,2002,0.29541
grc,2003,-2.49617
grc,2004,-1.10452
grc,2005,-7.33877
grc,2006,-53.16965
grc,2007,197.8744
grc,2008,-38.64465
grc,2009,-33.7425
grc,2010,-41.13484
grc,2011,-41.13484
grc,2012,-41.13484
grd,1991,1.90797
grd,1992,4.0404
grd,1993,6.45342
grd,1994,8.64198
grd,1995,11.05499
grd,1996,13.29966
grd,1997,15.65657
grd,1998,17.90123
grd,1999,20.76319
grd,2000,23.00786
grd,2001,25.47699
grd,2002,28.17059
grd,2003,31.14478
grd,2004,33.83838
grd,2005,36.30752
grd,2006,38.88889
grd,2007,42.03143
grd,2008,44.55668
grd,2009,47.13805
grd,2010,50.28058
grd,2011,50.28058
grd,2012,50.28058
gtm,1991,30.05734
gtm,1992,4.0203
gtm,1993,24.31016
gtm,1994,16.76338
gtm,1995,16.41573
gtm,1996,27.4076
gtm,1997,1.19331
gtm,1998,1017.57878
gtm,1999,24.34269
gtm,2000,613.6632
gtm,2001,-61.91473
gtm,2002,133.30687
gtm,2003,490.94665
gtm,2004,-30.53221
gtm,2005,320.22052
gtm,2006,24.58409
gtm,2007,188.98452
gtm,2008,152.44221
gtm,2009,253.37516
gtm,2010,35.86842
gtm,2011,35.86842
gtm,2012,35.86842
gum,1991,0
gum,1992,0
gum,1993,0
gum,1994,0
gum,1995,0
gum,1996,0
gum,1997,0
gum,1998,-100
gum,1999,-100
gum,2000,-100
gum,2001,-100
gum,2002,-100
gum,2003,-100
gum,2004,-100
gum,2005,-100
gum,2006,-100
gum,2007,-100
gum,2008,-100
gum,2009,-100
gum,2010,-100
gum,2011,-100
gum,2012,-100
guy,1991,-3.81367
guy,1992,0.10565
guy,1993,6.77541
guy,1994,-15.43952
guy,1995,-10.03595
guy,1996,-7.9955
guy,1997,-7.41268
guy,1998,-69.39517
guy,1999,-99.63082
guy,2000,-99.94502
guy,2001,-99.32449
guy,2002,-97.72145
guy,2003,-92.23043
guy,2004,-99.58274
guy,2005,-99.80355
guy,2006,-99.8429
guy,2007,-99.23759
guy,2008,-99.61511
guy,2009,-95.42064
guy,2010,-99.85861
guy,2011,-99.85861
guy,2012,-99.85861
hkg,1991,-5.5409
hkg,1992,-14.77573
hkg,1993,-31.13456
hkg,1994,-45.11873
hkg,1995,-57.78364
hkg,1996,-58.04749
hkg,1997,-60.15831
hkg,1998,-63.06069
hkg,1999,-60.94987
hkg,2000,-59.1029
hkg,2001,-60.42216
hkg,2002,-62.00528
hkg,2003,-64.11609
hkg,2004,-66.22691
hkg,2005,-68.60158
hkg,2006,-67.01847
hkg,2007,-65.43536
hkg,2008,-63.85224
hkg,2009,-62.00528
hkg,2010,-60.42216
hkg,2011,-60.42216
hkg,2012,-60.42216
hnd,1991,23.36401
hnd,1992,3.69983
hnd,1993,19.49709
hnd,1994,13.88493
hnd,1995,13.67958
hnd,1996,22.04852
hnd,1997,1.84701
hnd,1998,114.77728
hnd,1999,-38.85313
hnd,2000,108.78086
hnd,2001,-84.74264
hnd,2002,-47.30602
hnd,2003,83.74996
hnd,2004,-83.55057
hnd,2005,68.38786
hnd,2006,-54.53759
hnd,2007,-59.49039
hnd,2008,-47.67105
hnd,2009,-51.30557
hnd,2010,-67.11785
hnd,2011,-67.11785
hnd,2012,-67.11785
hrv,1991,-28.90541
hrv,1992,-63.0719
hrv,1993,-67.74222
hrv,1994,-68.55431
hrv,1995,-66.45167
hrv,1996,-63.61403
hrv,1997,-70.53767
hrv,1998,-46.92154
hrv,1999,-90.05048
hrv,2000,-48.87604
hrv,2001,-77.31699
hrv,2002,-91.63419
hrv,2003,-68.13923
hrv,2004,-90.97815
hrv,2005,-93.05559
hrv,2006,-88.00097
hrv,2007,-80.99469
hrv,2008,-84.97468
hrv,2009,-84.60856
hrv,2010,-89.99446
hrv,2011,-89.99446
hrv,2012,-89.99446
hti,1991,-0.5555
hti,1992,-1.111
hti,1993,-1.66675
hti,1994,-2.22225
hti,1995,-2.77775
hti,1996,-3.33325
hti,1997,-3.889
hti,1998,-100
hti,1999,3226.425
hti,2000,793.4025
hti,2001,3562.275
hti,2002,1010.755
hti,2003,2919.275
hti,2004,2642.625
hti,2005,2859.2
hti,2006,2584.225
hti,2007,1203.2975
hti,2008,3512.425
hti,2009,2384.9925
hti,2010,1951.6675
hti,2011,1951.6675
hti,2012,1951.6675
hun,1991,-7.24136
hun,1992,-29.58253
hun,1993,-27.80718
hun,1994,-25.59835
hun,1995,-20.38065
hun,1996,-20.59496
hun,1997,-14.71776
hun,1998,-59.03873
hun,1999,-52.27082
hun,2000,-48.63188
hun,2001,-28.24449
hun,2002,-28.02142
hun,2003,-18.51109
hun,2004,-6.11747
hun,2005,2.1537
hun,2006,13.72261
hun,2007,8.49087
hun,2008,16.42497
hun,2009,17.94035
hun,2010,20.21966
hun,2011,20.21966
hun,2012,20.21966
idn,1991,112.92327
idn,1992,100.79528
idn,1993,24.35898
idn,1994,106.68263
idn,1995,15.35929
idn,1996,13.12293
idn,1997,403.31632
idn,1998,-25.91737
idn,1999,-84.27783
idn,2000,-90.92347
idn,2001,-66.22722
idn,2002,30.21919
idn,2003,-65.82599
idn,2004,-51.04203
idn,2005,-50.86064
idn,2006,79.51874
idn,2007,-91.21681
idn,2008,-89.01547
idn,2009,-56.14724
idn,2010,-99.63208
idn,2011,-99.63208
idn,2012,-99.63208
ind,1991,1.11701
ind,1992,0.08936
ind,1993,-0.62553
ind,1994,-2.09998
ind,1995,-2.59147
ind,1996,-3.17231
ind,1997,-2.12232
ind,1998,-23.65294
ind,1999,214.24659
ind,2000,26.50378
ind,2001,-34.80742
ind,2002,-19.4885
ind,2003,4.40438
ind,2004,41.10937
ind,2005,-19.0904
ind,2006,10.707
ind,2007,102.15762
ind,2008,13.41218
ind,2009,66.41281
ind,2010,243.27548
ind,2011,243.27548
ind,2012,243.27548
irl,1991,-1.062
irl,1992,-2.05422
irl,1993,-2.99245
irl,1994,-3.77897
irl,1995,-4.15797
irl,1996,-4.49239
irl,1997,-4.76188
irl,1998,-96.26229
irl,1999,-93.384
irl,2000,-91.28786
irl,2001,-91.04165
irl,2002,-91.27522
irl,2003,-89.91269
irl,2004,-89.9246
irl,2005,-89.04278
irl,2006,-88.50136
irl,2007,-87.87696
irl,2008,-87.46525
irl,2009,-88.94085
irl,2010,-87.74596
irl,2011,-87.74596
irl,2012,-87.74596
irn,1991,16.30655
irn,1992,9.99881
irn,1993,-0.12604
irn,1994,-12.4475
irn,1995,-19.43943
irn,1996,-26.4314
irn,1997,-29.9664
irn,1998,-20.22261
irn,1999,-4.78837
irn,2000,-21.9318
irn,2001,-22.08376
irn,2002,5.63745
irn,2003,5.39168
irn,2004,1.813
irn,2005,5.53327
irn,2006,13.15405
irn,2007,36.47245
irn,2008,11.85049
irn,2009,20.0094
irn,2010,83.71588
irn,2011,83.71588
irn,2012,83.71588
irq,1991,0.82017
irq,1992,1.332
irq,1993,1.07624
irq,1994,0.85029
irq,1995,0.59453
irq,1996,1.01414
irq,1997,1.09653
irq,1998,-89.7633
irq,1999,-78.57495
irq,2000,-90.16336
irq,2001,-86.53907
irq,2002,-88.81783
irq,2003,-86.89235
irq,2004,-90.86868
irq,2005,-93.41638
irq,2006,-91.00148
irq,2007,-87.02794
irq,2008,-89.29299
irq,2009,-90.91328
irq,2010,-85.82312
irq,2011,-85.82312
irq,2012,-85.82312
isl,1991,0.00202
isl,1992,-4.79978
isl,1993,-4.94956
isl,1994,-5.10721
isl,1995,-5.11632
isl,1996,-5.10753
isl,1997,-5.05335
isl,1998,-99.31452
isl,1999,-99.20251
isl,2000,-97.1048
isl,2001,-99.22662
isl,2002,-99.23574
isl,2003,-99.22314
isl,2004,-99.19902
isl,2005,-99.18444
isl,2006,-98.67097
isl,2007,-98.88045
isl,2008,-98.07546
isl,2009,-98.92065
isl,2010,-98.59388
isl,2011,-98.59388
isl,2012,-98.59388
isr,1991,-1.68872
isr,1992,-3.33648
isr,1993,-8.53333
isr,1994,-13.28708
isr,1995,-13.38438
isr,1996,-9.89352
isr,1997,-6.76149
isr,1998,14.74014
isr,1999,27.59104
isr,2000,49.5869
isr,2001,67.56733
isr,2002,63.30652
isr,2003,58.38579
isr,2004,56.42146
isr,2005,64.8969
isr,2006,80.81984
isr,2007,93.09962
isr,2008,106.58897
isr,2009,119.14099
isr,2010,135.1329
isr,2011,135.1329
isr,2012,135.1329
ita,1991,-3.75739
ita,1992,-12.66803
ita,1993,-9.12762
ita,1994,5.7915
ita,1995,9.92736
ita,1996,53.58388
ita,1997,54.08608
ita,1998,88.18925
ita,1999,116.58098
ita,2000,109.79122
ita,2001,136.77826
ita,2002,120.8183
ita,2003,133.68236
ita,2004,128.98545
ita,2005,128.30124
ita,2006,155.1955
ita,2007,206.98325
ita,2008,201.43379
ita,2009,220.81401
ita,2010,232.59573
ita,2011,232.59573
ita,2012,232.59573
jam,1991,1.44228
jam,1992,2.96851
jam,1993,5.07432
jam,1994,7.67058
jam,1995,11.37174
jam,1996,15.63535
jam,1997,19.3735
jam,1998,-87.0012
jam,1999,-82.87658
jam,2000,-11.50815
jam,2001,-26.00682
jam,2002,18.86405
jam,2003,7.61509
jam,2004,20.98885
jam,2005,70.73427
jam,2006,102.9813
jam,2007,56.3606
jam,2008,100.98148
jam,2009,134.35341
jam,2010,107.85585
jam,2011,107.85585
jam,2012,107.85585
jpn,1991,12.56603
jpn,1992,26.91545
jpn,1993,47.07523
jpn,1994,43.56133
jpn,1995,95.86325
jpn,1996,76.54736
jpn,1997,73.04499
jpn,1998,53.08825
jpn,1999,45.73509
jpn,2000,35.6069
jpn,2001,35.72823
jpn,2002,28.17293
jpn,2003,33.71988
jpn,2004,33.03716
jpn,2005,42.35702
jpn,2006,53.2741
jpn,2007,63.31626
jpn,2008,70.97733
jpn,2009,78.37433
jpn,2010,88.81741
jpn,2011,88.81741
jpn,2012,88.81741
kaz,1991,-49.90224
kaz,1992,-49.89805
kaz,1993,-37.40657
kaz,1994,-49.86303
kaz,1995,-74.78328
kaz,1996,87.45195
kaz,1997,-37.27488
kaz,1998,59.4091
kaz,1999,-50.96957
kaz,2000,-10.17527
kaz,2001,52.96696
kaz,2002,320.3208
kaz,2003,52.13478
kaz,2004,109.48438
kaz,2005,84.92797
kaz,2006,136.4811
kaz,2007,35.49135
kaz,2008,45.77502
kaz,2009,-28.36873
kaz,2010,93.91772
kaz,2011,93.91772
kaz,2012,93.91772
ken,1991,5.5555
ken,1992,11.111
ken,1993,16.6665
ken,1994,22.222
ken,1995,27.778
ken,1996,33.3335
ken,1997,38.889
ken,1998,1208.945
ken,1999,140.967
ken,2000,151.61
ken,2001,33.642
ken,2002,9.21
ken,2003,85.3165
ken,2004,-18.925
ken,2005,7.0905
ken,2006,-42.065
ken,2007,95.501
ken,2008,28.4565
ken,2009,-30.096
ken,2010,-29.573
ken,2011,-29.573
ken,2012,-29.573
kgz,1991,-6.69899
kgz,1992,-7.01731
kgz,1993,-5.70688
kgz,1994,-7.59119
kgz,1995,-11.00697
kgz,1996,9.54855
kgz,1997,-6.48176
kgz,1998,-89.78688
kgz,1999,-94.72523
kgz,2000,-81.32991
kgz,2001,-77.75366
kgz,2002,-51.27148
kgz,2003,-59.74497
kgz,2004,-72.218
kgz,2005,-60.2647
kgz,2006,-51.81929
kgz,2007,-48.39303
kgz,2008,-53.82358
kgz,2009,-78.85028
kgz,2010,-86.36132
kgz,2011,-86.36132
kgz,2012,-86.36132
kir,1991,0
kir,1992,0
kir,1993,0
kir,1994,0
kir,1995,0
kir,1996,0
kir,1997,0
kir,1998,-100
kir,1999,-100
kir,2000,-100
kir,2001,-100
kir,2002,-100
kir,2003,-100
kir,2004,-100
kir,2005,-100
kir,2006,-100
kir,2007,-100
kir,2008,-100
kir,2009,-100
kir,2010,-100
kir,2011,-100
kir,2012,-100
kor,1991,9.47283
kor,1992,15.55556
kor,1993,18.3455
kor,1994,23.95783
kor,1995,34.0146
kor,1996,80.89213
kor,1997,99.87024
kor,1998,97.75911
kor,1999,173.70889
kor,2000,142.23484
kor,2001,88.52297
kor,2002,143.58216
kor,2003,108.56691
kor,2004,88.69033
kor,2005,95.25983
kor,2006,72.42311
kor,2007,74.83659
kor,2008,81.42439
kor,2009,51.95243
kor,2010,45.46106
kor,2011,45.46106
kor,2012,45.46106
kwt,1991,33.30116
kwt,1992,62.30852
kwt,1993,73.8762
kwt,1994,81.87553
kwt,1995,85.56168
kwt,1996,87.08175
kwt,1997,77.46735
kwt,1998,68.15696
kwt,1999,77.46735
kwt,2000,89.24783
kwt,2001,109.38867
kwt,2002,137.12982
kwt,2003,175.89142
kwt,2004,214.27301
kwt,2005,253.41463
kwt,2006,291.79622
kwt,2007,332.07789
kwt,2008,371.97954
kwt,2009,411.88119
kwt,2010,451.40283
kwt,2011,451.40283
kwt,2012,451.40283
lao,1991,-10.94904
lao,1992,31.95951
lao,1993,7.31755
lao,1994,-6.37561
lao,1995,7.31755
lao,1996,-20.0687
lao,1997,-20.98339
lao,1998,503.99624
lao,1999,532.20187
lao,2000,-21.36683
lao,2001,-75.06979
lao,2002,24.4948
lao,2003,-53.15459
lao,2004,215.9389
lao,2005,106.64644
lao,2006,-32.55302
lao,2007,239.30084
lao,2008,-48.97692
lao,2009,-29.82273
lao,2010,-20.81071
lao,2011,691.89294
lao,2012,691.89294
lbn,1991,-0.55567
lbn,1992,-1.111
lbn,1993,-1.66667
lbn,1994,-2.22233
lbn,1995,-2.77767
lbn,1996,-3.33333
lbn,1997,-3.889
lbn,1998,3921.36667
lbn,1999,1200
lbn,2000,-100
lbn,2001,-33.33333
lbn,2002,-10.722
lbn,2003,44.40633
lbn,2004,11.19367
lbn,2005,-21.805
lbn,2006,2166.66667
lbn,2007,1028.99333
lbn,2008,-32.31167
lbn,2009,101.36067
lbn,2010,19.09167
lbn,2011,19.09167
lbn,2012,19.09167
lbr,1991,-3.55662
lbr,1992,0.64802
lbr,1993,0.4621
lbr,1994,1.576
lbr,1995,5.0356
lbr,1996,5.93407
lbr,1997,7.62306
lbr,1998,1973.28434
lbr,1999,894.5146
lbr,2000,65.74021
lbr,2001,-44.58016
lbr,2002,-47.59828
lbr,2003,-21.541
lbr,2004,18.83099
lbr,2005,-82.52665
lbr,2006,24.51289
lbr,2007,16.26498
lbr,2008,36.18215
lbr,2009,-2.67467
lbr,2010,97.15558
lbr,2011,97.15558
lbr,2012,97.15558
lby,1991,-5.04732
lby,1992,-13.56467
lby,1993,-28.07571
lby,1994,-40.69401
lby,1995,-52.05047
lby,1996,-47.63407
lby,1997,-45.74132
lby,1998,-42.27129
lby,1999,-49.84227
lby,2000,-43.53312
lby,2001,-35.64669
lby,2002,-31.23028
lby,2003,-21.76379
lby,2004,-17.42864
lby,2005,-11.04101
lby,2006,-3.15457
lby,2007,-0.63091
lby,2008,5.67823
lby,2009,10.41009
lby,2010,15.45741
lby,2011,15.45741
lby,2012,15.45741
lca,1991,-100
lca,1992,-60
lca,1993,20
lca,1994,20
lca,1995,60
lca,1996,-180
lca,1997,60
lca,1998,-20
lca,1999,-100
lca,2000,-180
lca,2001,180
lca,2002,-140
lca,2003,-80
lca,2004,-20
lca,2005,-100
lca,2006,-280
lca,2007,-420
lca,2008,-220
lca,2009,-260
lca,2010,-380
lca,2011,-180
lca,2012,100
lka,1991,-0.05088
lka,1992,-0.10176
lka,1993,-0.15264
lka,1994,-0.20351
lka,1995,-0.25444
lka,1996,-0.30532
lka,1997,-0.3562
lka,1998,-55.10359
lka,1999,7.64975
lka,2000,-49.46631
lka,2001,-82.15474
lka,2002,-63.23374
lka,2003,-87.70272
lka,2004,-45.2085
lka,2005,-72.2704
lka,2006,-70.98527
lka,2007,-84.02799
lka,2008,-90.12949
lka,2009,-46.69616
lka,2010,-89.5872
lka,2011,-89.5872
lka,2012,-89.5872
lso,1991,1.2822
lso,1992,2.56396
lso,1993,3.84615
lso,1994,5.12835
lso,1995,6.41011
lso,1996,7.69231
lso,1997,8.97451
lso,1998,6398.06593
lso,1999,3980.37363
lso,2000,2787.93407
lso,2001,4348.7033
lso,2002,1755.77363
lso,2003,5438.04396
lso,2004,1303.57143
lso,2005,3971.84615
lso,2006,698.82418
lso,2007,5609.2967
lso,2008,1403.52308
lso,2009,1788.66593
lso,2010,3290
lso,2011,3290
lso,2012,3290
ltu,1991,0.13607
ltu,1992,0.28232
ltu,1993,0.48072
ltu,1994,0.71576
ltu,1995,1.14004
ltu,1996,1.6425
ltu,1997,2.15395
ltu,1998,-97.98148
ltu,1999,-96.60211
ltu,2000,-96.60502
ltu,2001,-96.03369
ltu,2002,-92.75565
ltu,2003,-92.98133
ltu,2004,-91.12915
ltu,2005,-88.82343
ltu,2006,-87.39112
ltu,2007,-85.88806
ltu,2008,-84.20975
ltu,2009,-81.83989
ltu,2010,-77.98708
ltu,2011,-77.98708
ltu,2012,-77.98708
lux,1991,-0.02901
lux,1992,2.70914
lux,1993,21.37251
lux,1994,55.91975
lux,1995,126.47615
lux,1996,217.62554
lux,1997,296.72576
lux,1998,329.35628
lux,1999,477.70739
lux,2000,630.7536
lux,2001,766.84139
lux,2002,907.2739
lux,2003,1036.49423
lux,2004,1182.39268
lux,2005,1317.2191
lux,2006,1485.5419
lux,2007,1625.97441
lux,2008,1780.28199
lux,2009,1878.66883
lux,2010,1948.88509
lux,2011,1948.88509
lux,2012,1948.88509
lva,1991,-1.07118
lva,1992,-2.13739
lva,1993,-3.13038
lva,1994,-4.03407
lva,1995,-4.77785
lva,1996,-5.42992
lva,1997,-6.02757
lva,1998,-96.94251
lva,1999,-97.07748
lva,2000,-95.71322
lva,2001,-94.21575
lva,2002,-84.34734
lva,2003,-89.78855
lva,2004,-86.65427
lva,2005,-82.68828
lva,2006,-79.2703
lva,2007,-78.43706
lva,2008,-75.70687
lva,2009,-75.41465
lva,2010,-73.7531
lva,2011,-73.7531
lva,2012,-73.7531
mac,1991,50
mac,1992,-82.14286
mac,1993,-357.14286
mac,1994,89.28571
mac,1995,-89.28571
mac,1996,196.42857
mac,1997,-75
mac,1998,-35.71429
mac,1999,-532.14286
mac,2000,228.57143
mac,2001,3.57143
mac,2002,-375
mac,2003,-203.57143
mac,2004,-396.42857
mac,2005,-132.14286
mac,2006,-210.71429
mac,2007,-10.71429
mac,2008,-264.28571
mac,2009,32.14286
mac,2010,-167.85714
mac,2011,246.42857
mac,2012,-310.71429
mar,1991,0
mar,1992,0
mar,1993,0
mar,1994,0
mar,1995,0
mar,1996,0
mar,1997,0
mar,1998,88.57143
mar,1999,-38.704
mar,2000,242.85714
mar,2001,68.03943
mar,2002,-87.84463
mar,2003,235.64514
mar,2004,727.10286
mar,2005,741.30286
mar,2006,465.14057
mar,2007,9.03429
mar,2008,-100
mar,2009,-13.82343
mar,2010,-10.82629
mar,2011,-10.82629
mar,2012,-10.82629
mda,1991,-0.50489
mda,1992,-0.99992
mda,1993,-0.77063
mda,1994,-1.21455
mda,1995,-0.44935
mda,1996,0.06212
mda,1997,0.64025
mda,1998,-90.72294
mda,1999,-72.21375
mda,2000,-91.55695
mda,2001,-31.60553
mda,2002,-60.8978
mda,2003,-78.49016
mda,2004,-31.98133
mda,2005,40.467
mda,2006,65.35844
mda,2007,75.95802
mda,2008,341.49145
mda,2009,-0.52956
mda,2010,51.94066
mda,2011,51.94066
mda,2012,51.94066
mdg,1991,-14.00568
mdg,1992,28.41573
mdg,1993,-19.49631
mdg,1994,-8.94141
mdg,1995,-8.2321
mdg,1996,-19.51895
mdg,1997,-22.73208
mdg,1998,421.17048
mdg,1999,182.95201
mdg,2000,159.75517
mdg,2001,383.8457
mdg,2002,179.58608
mdg,2003,537.12689
mdg,2004,191.04513
mdg,2005,503.10722
mdg,2006,280.62606
mdg,2007,399.81911
mdg,2008,207.46561
mdg,2009,314.61855
mdg,2010,308.04013
mdg,2011,308.04013
mdg,2012,308.04013
mdv,1991,-0.5555
mdv,1992,-1.111
mdv,1993,-1.66675
mdv,1994,-2.22225
mdv,1995,-2.77775
mdv,1996,-3.33325
mdv,1997,-3.889
mdv,1998,-100
mdv,1999,-100
mdv,2000,-100
mdv,2001,-100
mdv,2002,-100
mdv,2003,-100
mdv,2004,-100
mdv,2005,-100
mdv,2006,-100
mdv,2007,-100
mdv,2008,-100
mdv,2009,-100
mdv,2010,-100
mdv,2011,-100
mdv,2012,-100
mex,1991,25.63937
mex,1992,1.30929
mex,1993,20.10847
mex,1994,12.6084
mex,1995,11.93215
mex,1996,26.71872
mex,1997,4.47266
mex,1998,256.37201
mex,1999,-0.37415
mex,2000,29.48379
mex,2001,-44.31976
mex,2002,-20.37021
mex,2003,41.16038
mex,2004,-55.09754
mex,2005,60.88816
mex,2006,21.73205
mex,2007,-8.09499
mex,2008,-3.92546
mex,2009,17.84463
mex,2010,-38.56461
mex,2011,-38.56461
mex,2012,-38.56461
mkd,1991,-0.9065
mkd,1992,-1.47516
mkd,1993,-0.31752
mkd,1994,2.79468
mkd,1995,10.04956
mkd,1996,18.90436
mkd,1997,25.47189
mkd,1998,-15.81487
mkd,1999,-17.62003
mkd,2000,539.30692
mkd,2001,53.51403
mkd,2002,21.64859
mkd,2003,32.12719
mkd,2004,68.18431
mkd,2005,103.4868
mkd,2006,123.86658
mkd,2007,980.37885
mkd,2008,287.1516
mkd,2009,180.24661
mkd,2010,197.52764
mkd,2011,197.52764
mkd,2012,197.52764
mli,1991,-18.92397
