geo,time,se_prm_oenr_ma_zs
est,2016,4.08935
est,2017,4.02732
eth,1987,27.85586
eth,1988,28.6252
eth,1989,28.76872
eth,1994,25.87949
eth,1995,25.82198
eth,1996,26.97868
eth,1998,34.5667
eth,1999,30.63626
eth,2000,25.65139
eth,2001,28.56563
eth,2002,28.68642
eth,2003,29.05882
eth,2004,27.49689
eth,2005,23.97461
eth,2006,23.48491
eth,2007,22.18991
eth,2008,20.80361
eth,2009,19.56669
eth,2010,20.50247
eth,2011,18.44943
eth,2012,16.70058
eth,2014,14.06712
eth,2015,12.71109
fin,1993,0.42636
fin,1994,0.68493
fin,1995,0.69403
fin,1996,0.732
fin,1997,0.33637
fin,1998,0.32493
fin,1999,0.31489
fin,2000,0.43822
fin,2001,1.35289
fin,2002,1.35172
fin,2003,1.41659
fin,2004,1.45907
fin,2005,1.58794
fin,2006,1.69097
fin,2007,1.60693
fin,2008,1.55247
fin,2009,1.56505
fin,2010,1.55098
fin,2011,1.56278
fin,2012,1.6071
fin,2013,1.62486
fin,2014,1.52694
fin,2015,1.6463
fin,2016,1.56165
fin,2017,1.62986
fji,1992,4.78894
fji,1994,5.08153
fji,1995,5.02958
fji,1996,5.57055
fji,1997,5.69859
fji,1998,6.60734
fji,1999,6.21228
fji,2000,5.98205
fji,2001,5.21706
fji,2002,5.22256
fji,2003,6.04887
fji,2004,6.76031
fji,2006,6.46112
fji,2007,6.75566
fji,2008,6.52264
fji,2009,6.09958
fji,2011,6.10655
fji,2012,5.49026
fji,2013,8.89296
fji,2015,8.13815
fji,2016,3.38811
fra,1971,15.80748
fra,1972,13.78478
fra,1977,7.88038
fra,1979,10.54629
fra,1980,10.4626
fra,1982,10.83574
fra,1983,11.21948
fra,1985,11.13255
fra,1986,11.11871
fra,1987,9.96734
fra,1988,8.88537
fra,1989,8.39544
fra,1990,7.69465
fra,1991,7.32672
fra,1992,7.23512
fra,1993,6.70568
fra,1994,7.17339
fra,1995,6.47531
fra,1996,6.10574
fra,1997,5.27504
fra,1999,5.18265
fra,2000,5.16371
fra,2001,5.20148
fra,2002,5.1238
fra,2003,5.10489
fra,2004,4.97853
fra,2005,5.85938
fra,2006,5.69087
fra,2007,5.52627
fra,2008,5.89404
fra,2009,5.66225
fra,2010,5.76639
fra,2011,4.59361
fra,2012,4.54051
fra,2013,4.27824
fra,2014,4.06775
fra,2015,3.85833
fra,2016,3.76826
fra,2017,3.41692
fsm,2014,9.86842
fsm,2015,0
gab,1975,27.52516
gab,1987,24.92956
gab,1997,35.71815
gbr,1971,5.64144
gbr,1972,5.85307
gbr,1973,6.09213
gbr,1974,6.63887
gbr,1975,6.87893
gbr,1976,7.21862
gbr,1977,7.28366
gbr,1978,7.35085
gbr,1979,7.3712
gbr,1980,2.80282
gbr,1981,2.80601
gbr,1982,2.84776
gbr,1989,2.33654
gbr,1998,0
gbr,1999,0
gbr,2000,0
gbr,2001,0
gbr,2002,0
gbr,2003,0
gbr,2004,2.70792
gbr,2005,1.75568
gbr,2006,1.61786
gbr,2007,1.46007
gbr,2008,1.20532
gbr,2009,1.24118
gbr,2010,1.21677
gbr,2011,1.15384
gbr,2012,1.06042
gbr,2013,1.09631
gbr,2014,1.11547
gbr,2015,1.12598
gbr,2016,1.13261
gbr,2017,1.11752
geo,1995,0.08868
geo,1996,0.1252
geo,1997,1.35688
geo,2004,4.27512
geo,2005,4.71344
geo,2006,5.69207
geo,2007,4.85573
geo,2008,5.49986
geo,2009,6.07984
geo,2011,5.0281
geo,2012,4.26101
geo,2013,3.81724
geo,2014,3.14475
geo,2015,2.89693
geo,2016,2.56397
geo,2017,2.0094
geo,2018,1.53879
gha,1999,22.98737
gha,2000,23.00713
gha,2001,24.11643
gha,2002,25.99007
gha,2003,22.91925
gha,2005,24.94566
gha,2006,29.41227
gha,2007,27.89939
gha,2008,26.86553
gha,2009,27.38839
gha,2011,21.66253
gha,2013,19.32289
gha,2014,16.12813
gha,2015,17.15431
gha,2016,16.75991
gha,2017,17.02801
gha,2018,15.50297
gib,2016,0
gin,1984,16.61766
gin,1985,17.04423
gin,1986,20.25898
gin,1987,22.56008
gin,1988,21.72608
gin,1989,22.72706
gin,1990,22.66975
gin,1991,22.73558
gin,1998,23.89297
gin,1999,23.20047
gin,2000,22.43677
gin,2001,20.15752
gin,2002,19.33772
gin,2003,18.57227
gin,2004,18.10136
gin,2005,18.15026
gin,2006,17.11097
gin,2007,16.75797
gin,2008,18.1179
gin,2009,16.07444
gin,2010,14.57355
gin,2011,12.12068
gin,2012,12.83478
gin,2013,13.22082
gin,2014,10.92229
gin,2016,11.14994
gmb,1971,13.85314
gmb,1972,13.87968
gmb,1973,14.85282
gmb,1974,14.86754
gmb,1975,13.13333
gmb,1976,13.58828
gmb,1977,5.49253
gmb,1978,1.53524
gmb,1979,1.70661
gmb,1980,1.47235
gmb,1981,2.24304
gmb,1982,1.95804
gmb,1983,2.39959
gmb,1984,4.44599
gmb,1985,3.74217
gmb,1986,4.91328
gmb,1987,0
gmb,1988,0
gmb,1989,0
gmb,1992,19.46072
gmb,1993,15.15066
gmb,1996,12.50249
gmb,1998,15.70182
gmb,1999,15.79477
gmb,2000,18.93449
gmb,2001,18.35306
gmb,2002,18.22558
gmb,2003,16.60542
gmb,2004,17.66386
gmb,2005,18.23976
gmb,2006,11.67062
gmb,2007,14.17184
gmb,2008,16.77956
gmb,2010,13.73701
gmb,2011,13.77332
gmb,2012,14.58326
gmb,2013,18.65721
gmb,2014,17.60972
gmb,2015,17.21084
gmb,2016,17.19867
gmb,2017,17.25306
gmb,2018,19.41295
gnb,1981,29.36066
gnb,1982,11.56256
gnb,1984,10.20654
gnb,1985,10.18044
gnb,1987,21.90316
gnb,1988,21.71235
gnb,2000,33.5593
gnb,2010,34.99774
gnq,1994,44.72349
gnq,2000,36.32202
gnq,2001,29.73457
gnq,2002,29.7907
gnq,2003,28.04517
gnq,2008,31.18313
gnq,2009,31.43852
gnq,2010,31.17291
gnq,2011,29.27306
gnq,2012,27.42643
gnq,2015,23.93723
grc,1971,5.51455
grc,1972,5.61005
grc,1973,5.09361
grc,1974,4.54697
grc,1975,4.06829
grc,1976,3.61668
grc,1977,3.36699
grc,1978,2.98103
grc,1979,2.86757
grc,1980,2.53046
grc,1981,2.38725
grc,1982,2.07091
grc,1983,1.67364
grc,1984,1.445
grc,1985,1.2547
grc,1986,0.96477
grc,1987,0.37784
grc,1988,0.38821
grc,1989,0.38334
grc,1990,0.38494
grc,1991,0.45022
grc,1992,0.4885
grc,1993,0.48977
grc,1994,0.66707
grc,1995,0.58231
grc,1996,0.56187
grc,1997,1.52781
grc,1998,1.84349
grc,1999,1.87366
grc,2000,1.93115
grc,2001,2.07835
grc,2002,2.27607
grc,2003,2.21242
grc,2004,2.05455
grc,2005,1.96394
grc,2006,1.86339
grc,2007,1.6785
grc,2010,1.91674
grc,2011,1.50227
grc,2012,1.63059
grc,2013,1.65743
grc,2014,1.57046
grc,2015,1.76213
grc,2016,1.53205
grc,2017,1.54873
grd,1972,34.39846
grd,1977,22.03374
grd,1978,19.58008
grd,1979,17.28827
grd,1980,17.08011
grd,1981,34.4045
grd,1982,18.63969
grd,1983,16.45912
grd,1984,34.08914
grd,1999,5.80714
grd,2002,11.9541
grd,2003,5.84648
grd,2004,6.71752
grd,2005,5.5
grd,2007,4.11873
grd,2008,8.54465
grd,2009,10.28978
grd,2010,10.77811
grd,2013,3.11807
grd,2014,3.52488
grd,2015,5.38538
grd,2016,6.68702
grd,2017,6.42474
grd,2018,5.40026
gtm,1970,15.92101
gtm,1971,15.85007
gtm,1972,16.52416
gtm,1974,16.23175
gtm,1975,15.81752
gtm,1978,16.06658
gtm,1981,17.33404
gtm,1982,16.35895
gtm,1983,16.40907
gtm,1997,16.6473
gtm,1999,16.95896
gtm,2000,15.6668
gtm,2001,15.68704
gtm,2002,16.1504
gtm,2004,16.96901
gtm,2005,16.36672
gtm,2006,15.68692
gtm,2007,15.12276
gtm,2008,15.20986
gtm,2009,15.05518
gtm,2010,15.61161
gtm,2011,14.09342
gtm,2012,13.85902
gtm,2013,14.42653
gtm,2014,13.85046
gtm,2015,13.26005
gtm,2016,13.42026
gtm,2017,12.41322
gtm,2018,11.60872
guy,1971,12.78504
guy,1972,12.12094
guy,1974,12.01377
guy,1976,12.22952
guy,1977,11.35326
guy,1979,11.13764
guy,1982,8.9677
guy,1991,5.61388
guy,1992,4.41647
guy,1993,4.38401
guy,1995,5.16275
guy,2003,1.75042
guy,2008,2.58567
guy,2009,1.65732
guy,2010,1.38673
guy,2011,1.24856
guy,2012,1.33714
hkg,1971,25.73997
hkg,1972,24.78043
hkg,1973,24.7341
hkg,1974,23.93316
hkg,1975,23.52439
hkg,1976,23.40167
hkg,1977,22.33101
hkg,1978,20.80176
hkg,1979,18.12956
hkg,1980,10.28942
hkg,1981,9.18903
hkg,1982,8.46585
hkg,1983,8.03452
hkg,1984,7.82932
hkg,1985,7.37115
hkg,1995,3.68847
hkg,1996,3.28244
hkg,2001,5.60037
hkg,2002,5.55037
hkg,2003,5.14534
hkg,2004,4.43291
hkg,2005,3.89693
hkg,2006,3.4569
hkg,2007,3.47536
hkg,2008,3.5264
hkg,2009,3.3772
hkg,2010,3.28891
hkg,2011,3.08475
hkg,2012,2.80575
hkg,2013,2.55778
hkg,2014,2.09451
hkg,2015,1.82247
hkg,2016,2.77961
hkg,2017,2.72207
hkg,2018,2.78077
hnd,1979,14.96421
hnd,1980,15.50595
hnd,1982,15.17959
hnd,1983,15.13564
hnd,1984,15.46534
hnd,1986,14.56827
hnd,1991,11.10102
hnd,1993,11.52065
hnd,2000,9.14607
hnd,2003,19.47532
hnd,2004,18.35104
hnd,2005,19.23684
hnd,2006,17.75318
hnd,2007,18.74756
hnd,2008,16.45181
hnd,2009,16.2697
hnd,2010,16.35592
hnd,2011,13.95214
hnd,2012,14.36317
hnd,2013,15.59604
hnd,2014,13.26035
hnd,2015,14.98424
hnd,2016,13.92472
hnd,2017,12.89819
hrv,1998,1.68938
hrv,1999,1.59406
hrv,2000,1.43015
hrv,2001,1.31729
hrv,2002,1.31485
hrv,2003,1.08391
hrv,2005,1.20128
hrv,2006,1.21176
hrv,2007,1.0312
hrv,2008,1.25726
hrv,2009,1.35038
hrv,2010,1.54163
hrv,2011,1.24059
hrv,2012,1.27442
hrv,2013,1.18464
hrv,2014,1.10681
hrv,2015,1.13996
hrv,2016,0.87724
hrv,2017,1.04182
hti,1981,46.11783
hti,1982,41.69475
hti,1983,41.2716
hti,1984,35.16615
hti,1985,41.71045
hti,1986,39.52584
hti,1987,40.74096
hti,1997,47.73568
hun,1996,1.69604
hun,1997,4.37091
hun,1998,5.2606
hun,1999,5.38478
hun,2000,5.40926
hun,2001,4.9679
hun,2002,4.4982
hun,2003,4.13587
hun,2004,3.88046
hun,2005,4.16199
hun,2006,4.392
hun,2007,4.52416
hun,2008,4.43674
hun,2009,4.24011
hun,2010,3.91272
hun,2011,3.64657
hun,2012,3.70469
hun,2013,3.81887
hun,2014,3.73715
hun,2015,3.45097
hun,2016,3.38263
hun,2017,3.38099
idn,1971,14.90376
idn,1972,14.42892
idn,1974,12.95204
idn,1975,12.48109
idn,1976,11.36903
idn,1978,11.6303
idn,1981,14.24773
idn,1982,10.96118
idn,1983,9.24451
idn,1984,12.7813
idn,1985,12.55265
idn,1986,11.67318
idn,1987,12.32288
idn,1988,9.50735
idn,1989,8.9962
idn,1990,9.0382
idn,1991,8.06017
idn,1992,6.69679
idn,1993,7.86525
idn,1994,7.20315
idn,1995,6.85196
idn,1996,6.90875
idn,1997,6.90876
idn,2001,6.26429
idn,2002,5.99393
idn,2003,7.00897
idn,2004,6.94547
idn,2005,7.15638
idn,2006,3.1984
idn,2007,3.1894
idn,2008,3.1984
idn,2009,3.1984
idn,2010,1.849
idn,2011,3.24449
idn,2012,3.14322
idn,2013,3.37976
idn,2014,3.2842
idn,2016,1.07151
idn,2017,1.07071
idn,2018,1.07117
ind,1971,12.49833
ind,1990,6.78566
ind,2000,6.7914
ind,2001,6.7914
ind,2002,6.72083
ind,2003,6.13318
ind,2007,5.84958
ind,2008,5.79682
ind,2009,5.84796
ind,2010,5.72122
ind,2011,5.87967
ind,2012,5.05111
ind,2013,1.86828
irl,1971,13.63676
irl,1972,12.71788
irl,1973,12.27326
irl,1974,11.55212
irl,1975,11.39263
irl,1976,11.642
irl,1977,11.39709
irl,1978,11.14835
irl,1979,11.02178
irl,1980,10.65447
irl,1981,10.36723
irl,1982,10.52377
irl,1983,10.91812
irl,1986,11.79209
irl,1987,12.05328
irl,1988,12.04893
irl,1989,12.25505
irl,1990,12.20501
irl,1991,12.21998
irl,1992,12.57134
irl,1993,13.36455
irl,1994,13.34584
irl,1995,13.47755
irl,1996,12.95496
irl,1997,12.76135
irl,1998,1.91275
irl,1999,1.85874
irl,2000,1.84117
irl,2001,1.77945
irl,2002,1.67679
irl,2003,1.65562
irl,2004,1.64574
irl,2005,1.54299
irl,2006,1.47738
irl,2007,1.39464
irl,2008,0.77613
irl,2009,0.77235
irl,2010,0.64501
irl,2011,0.72404
irl,2012,0.70552
irl,2013,0.70832
irl,2014,0.69495
irl,2015,0.7227
irl,2016,0.68553
irl,2017,0.69426
irn,1984,19.43866
irn,1985,19.49843
irn,1986,19.55095
irn,1987,19.5728
irn,1988,19.74749
irn,1989,19.8016
irn,1990,14.30195
irn,1992,13.51571
irn,1997,10.0809
irn,1999,15.75252
irn,2000,15.7579
irn,2002,6.12793
irn,2003,6.19838
irn,2004,3.86446
irn,2006,3.86444
irn,2007,6.07677
irn,2009,4.78166
irn,2010,4.7891
irn,2011,4.69417
irn,2012,4.02211
irn,2013,12.34502
irn,2014,4.6745
irn,2015,4.66449
irn,2016,5.58319
irn,2017,4.86067
irq,1971,20.52563
irq,1972,19.59809
irq,1973,17.9827
irq,1974,16.62104
irq,1975,18.73481
irq,1976,17.15163
irq,1977,18.80663
irq,1978,17.07137
irq,1979,15.32277
irq,1980,14.88528
irq,1981,13.46094
irq,1983,13.51874
irq,1985,15.53425
irq,1986,15.04284
irq,1987,14.50855
irq,1988,13.90481
irq,1989,14.16202
irq,1993,13.32122
irq,1996,10.089
irq,1999,10.10588
irq,2000,10.10694
irq,2003,12.50467
irq,2004,12.49391
irq,2007,14.74334
isl,1996,0.02677
isl,1997,0.02666
isl,1998,0.14395
isl,1999,0.1589
isl,2000,0.10513
isl,2001,0.12223
isl,2002,0.14829
isl,2003,0.11092
isl,2004,0.08124
isl,2005,0.09421
isl,2006,0.05119
isl,2007,0.07826
isl,2008,0.0656
isl,2009,0.05267
isl,2010,0.02667
isl,2011,0.06035
isl,2012,0.0336
isl,2013,0.03982
isl,2014,0.03928
isl,2015,0.04508
isl,2016,0.03752
isl,2017,0.04865
isr,1999,2.89074
isr,2000,2.99851
isr,2001,3.13161
isr,2002,2.77665
isr,2003,2.78346
isr,2004,2.85688
isr,2005,2.50187
isr,2006,2.58884
isr,2007,2.64579
isr,2008,2.35415
isr,2009,2.53842
isr,2010,2.77992
isr,2011,2.85976
isr,2012,3.0769
isr,2013,2.94539
isr,2014,3.03509
isr,2015,3.15204
isr,2016,2.90096
isr,2017,3.01814
ita,1973,7.707
ita,1976,8.29072
ita,1979,3.25172
ita,1985,1.94119
ita,1997,0.9716
ita,1999,1.09404
ita,2000,1.27341
ita,2001,0.93602
ita,2002,0.96358
ita,2003,1.03536
ita,2004,0.94959
ita,2005,1.13536
ita,2006,1.14151
ita,2007,1.15259
ita,2008,1.11585
ita,2009,1.11237
ita,2010,1.12325
ita,2011,1.16354
ita,2012,1.20796
ita,2013,2.43901
ita,2014,2.39581
ita,2015,2.32355
ita,2016,1.05313
ita,2017,5.94436
jam,1976,8.39041
jam,1977,8.07116
jam,1979,8.21826
jam,1980,7.22848
jam,1981,6.94408
jam,1983,7.2495
jam,1984,7.43283
jam,1985,7.32948
jam,1986,6.40223
jam,1987,6.41015
jam,1988,7.77066
jam,1989,5.54584
jam,1990,5.23494
jam,1991,5.30232
jam,1993,5.40482
jam,1999,4.33694
jam,2000,4.33513
jam,2001,4.6693
jam,2002,5.42485
jam,2003,5.09951
jam,2004,4.60886
jam,2005,4.60616
jam,2007,5.69964
jam,2008,5.98281
jam,2009,6.14956
jam,2010,5.74078
jam,2013,6.43554
jam,2014,6.56206
jam,2015,6.73543
jam,2016,6.52653
jam,2017,6.37717
jam,2018,6.16872
jor,1972,13.39353
jor,1973,10.97121
jor,1974,10.07081
jor,1975,8.74474
jor,1976,8.34245
jor,1977,8.10412
jor,1978,7.81477
jor,1979,6.77352
jor,1980,7.18824
jor,1981,7.46385
jor,1982,6.51971
jor,1983,6.55604
jor,1984,6.80416
jor,1985,6.79639
jor,1999,2.12367
jor,2000,1.75531
jor,2002,1.87031
jor,2003,2.04952
jor,2004,2.61104
jor,2005,2.62437
jor,2006,2.35563
jor,2007,2.40361
jor,2008,2.7158
jor,2010,1.39746
jor,2011,1.30611
jor,2012,1.34137
jor,2013,0.76871
jor,2016,2.34496
jor,2017,1.00795
jor,2018,0.76708
jpn,2013,0
jpn,2014,0
jpn,2015,0
jpn,2016,0
jpn,2017,0
kaz,2000,3.31532
kaz,2001,3.30915
kaz,2002,2.96524
kaz,2003,2.90308
kaz,2004,3.15306
kaz,2005,2.61727
kaz,2006,2.46572
kaz,2007,2.25714
kaz,2008,1.98687
kaz,2009,1.67571
kaz,2010,1.36984
kaz,2011,1.13617
kaz,2012,0.95911
kaz,2013,0.84554
kaz,2014,0.78836
kaz,2015,0.88392
kaz,2016,1.18485
kaz,2017,0.34774
kaz,2018,0.79194
kaz,2019,0.75753
ken,1999,31.90067
ken,2000,32.14394
ken,2001,31.83432
ken,2002,33.81714
ken,2003,31.44578
ken,2004,31.99354
ken,2005,30.65152
ken,2006,29.22783
ken,2007,22.53302
ken,2008,27.25922
ken,2009,27.25747
ken,2012,27.29328
kgz,1999,1.61605
kgz,2000,2.29822
kgz,2001,1.67074
kgz,2002,1.83873
kgz,2003,3.00782
kgz,2004,0
kgz,2005,3.15039
kgz,2006,2.98841
kgz,2007,2.90665
kgz,2008,2.75684
kgz,2009,2.89252
kgz,2010,2.48932
kgz,2011,2.35369
kgz,2012,2.1567
kgz,2013,1.81308
kgz,2014,1.76543
kgz,2015,1.55776
kgz,2016,1.52408
kgz,2017,1.08743
kgz,2018,1.19779
khm,1998,0
khm,1999,0
khm,2000,0
khm,2003,0
khm,2006,14.40858
khm,2007,22.74401
khm,2008,21.10187
khm,2010,23.21634
khm,2011,18.74376
khm,2012,18.05549
khm,2014,18.95469
khm,2015,19.01004
khm,2016,15.31891
khm,2017,15.39022
khm,2018,14.79949
kir,1979,17.47168
kir,1981,20.93879
kir,1982,22.74023
kir,1983,22.42503
kir,1984,20.99596
kir,1985,19.03155
kir,1986,17.44618
kir,1987,15.37089
kir,1989,13.86125
kir,1991,12.45881
kir,1992,12.44455
kir,1993,13.96533
kir,1994,12.35625
kir,1995,11.94255
kir,1996,10.72245
kir,1997,10.44127
kir,2000,2.37439
kir,2001,2.79239
kir,2014,7.18124
kir,2015,6.01898
kir,2016,5.82822
kir,2017,3.66537
kna,1984,7.54763
kna,1985,9.00726
kna,1986,5.46098
kna,1988,4.32642
kna,1989,3.78052
kna,1992,4.37349
kna,2000,2.13723
kna,2001,3.26603
kna,2002,2.0233
kna,2003,1.93133
kna,2004,1.88383
kna,2005,1.91223
kna,2007,3.14103
kna,2008,3.10865
kna,2009,2.13971
kna,2010,2.46445
kna,2011,2.59395
kna,2012,2.76639
kna,2013,3.22696
kna,2014,3.30697
kna,2015,1.93078
kna,2016,1.91751
kor,1971,8.48339
kor,1972,8.34558
kor,1973,8.78513
kor,1974,8.08239
kor,1975,7.13486
kor,1976,6.68858
kor,1977,6.18764
kor,1978,5.97029
kor,1979,5.47777
kor,1980,4.63846
kor,1981,4.85776
kor,1982,4.25601
kor,1983,3.69512
kor,1984,3.82272
kor,1985,3.17126
kor,1986,2.59161
kor,1987,2.1118
kor,1988,1.80073
kor,1989,1.23055
kor,1990,1.33136
kor,1991,1.20975
kor,1992,1.37838
kor,1993,1.59576
kor,1994,2.03843
kor,1995,2.08536
kor,1996,2.02141
kor,1997,1.87535
kor,1998,0.83657
kor,1999,1.11634
kor,2000,1.3783
kor,2001,1.03358
kor,2002,1.1388
kor,2003,1.32673
kor,2004,2.01875
kor,2005,1.4123
kor,2006,1.3187
kor,2007,1.45416
kor,2008,1.88396
kor,2009,2.25765
kor,2010,1.59331
kor,2011,2.1302
kor,2012,2.55039
kor,2013,2.80483
kor,2014,2.62727
kor,2015,0.81191
kor,2016,0.82486
kor,2017,0.79865
kwt,1971,32.71571
kwt,1972,29.84277
kwt,1973,28.20375
kwt,1974,26.43293
kwt,1975,26.60821
kwt,1976,27.13888
kwt,1977,27.03117
kwt,1978,11.85688
kwt,1979,11.75704
kwt,1980,14.51089
kwt,1981,10.74176
kwt,1982,9.37605
kwt,1983,10.23856
kwt,1984,9.82991
kwt,1985,8.84673
kwt,1986,8.6464
kwt,1987,9.56881
kwt,1988,9.35762
kwt,1992,12.20712
kwt,1994,6.99193
kwt,1996,6.98333
kwt,1997,4.87115
kwt,1998,4.67976
kwt,1999,5.42761
kwt,2000,5.42685
kwt,2001,5.86771
kwt,2002,5.6041
kwt,2003,6.92195
kwt,2004,7.43248
kwt,2005,5.57464
kwt,2007,3.60647
kwt,2008,2.74098
kwt,2010,1.88769
kwt,2011,1.9714
kwt,2012,1.64369
kwt,2013,1.53758
kwt,2014,2.11203
kwt,2015,3.01771
kwt,2016,3.14312
kwt,2017,3.30035
kwt,2018,2.93512
lao,1992,41.64949
lao,1993,40.52765
lao,1994,39.08328
lao,1996,40.00999
lao,1997,38.15709
lao,1998,35.90014
lao,1999,33.60796
lao,2000,31.44686
lao,2001,30.2768
lao,2002,30.08751
lao,2003,29.10033
lao,2004,29.54636
lao,2005,30.14953
lao,2006,29.93842
lao,2007,28.70211
lao,2008,28.07822
lao,2009,27.62544
lao,2010,24.92748
lao,2011,24.24996
lao,2012,23.12222
lao,2013,20.97235
lao,2014,19.43091
lao,2015,17.83657
lao,2016,15.22332
lao,2017,13.65901
lao,2018,11.50833
lbn,1974,23.80345
lbn,1997,31.29635
lbn,1998,17.20374
lbn,1999,15.44291
lbn,2000,14.04106
lbn,2001,12.60007
lbn,2002,12.90449
lbn,2003,12.14782
lbn,2004,11.79961
lbn,2005,11.1542
lbn,2006,10.32222
lbn,2007,10.22596
lbn,2008,10.13303
lbn,2009,9.66637
lbn,2010,9.45056
lbn,2011,9.07267
lbn,2012,8.40402
lbn,2013,8.11457
lbn,2014,10.75773
lbn,2015,9.62296
lbn,2016,8.50075
lbn,2017,7.80538
lbn,2018,7.62719
lbr,1999,51.55273
lbr,2006,62.98109
lbr,2008,53.07414
lbr,2009,59.99537
lbr,2011,60.56176
lbr,2014,60.7364
lbr,2017,47.3589
lby,1971,26.50002
lby,1972,26.16283
lby,1973,25.17921
lby,1974,22.36959
lby,1975,21.70997
lby,1976,19.38895
lby,1977,17.4562
lby,1978,16.33756
lby,1980,12.74203
lby,1981,12.68689
lby,1983,12.10646
lca,1981,21.74721
lca,1982,26.23013
lca,1983,20.01368
lca,1984,21.20841
lca,1990,32.18256
lca,1993,18.58164
lca,2000,10.18836
lca,2001,11.00651
lca,2002,2.68383
lca,2003,5.1375
lca,2004,4.86557
lca,2005,5.61149
lca,2006,11.99841
lca,2007,5.52511
lca,2008,4.72079
lca,2009,4.07231
lca,2010,4.15287
lca,2011,4.60978
lca,2012,4.45209
lca,2013,3.87724
lca,2014,4.33124
lca,2015,3.00012
lca,2016,3.72825
lca,2017,3.73317
lca,2018,3.32583
lie,2003,2.60557
lie,2004,4.04573
lie,2005,2.9438
lie,2006,2.52936
lie,2007,3.26383
lie,2008,3.24675
lie,2009,2.93839
lie,2010,3.49057
lie,2011,2.45098
lie,2012,2.46548
lie,2014,2.4565
lie,2015,1.47493
lie,2016,2.00191
lie,2017,1.95896
lka,2001,6.58502
lka,2002,5.46634
lka,2003,3.43299
lka,2004,0
lka,2005,2.63428
lka,2006,2.57357
lka,2007,2.40562
lka,2008,2.15085
lka,2009,1.77264
lka,2010,1.71133
lka,2011,1.64788
lka,2012,1.65919
lka,2013,1.35015
lka,2014,1.26297
lka,2015,1.69572
lka,2016,0.94757
lka,2017,0.92666
lka,2018,0.9559
lso,1970,37.32596
lso,1972,33.52733
lso,1973,34.77859
lso,1974,33.72134
lso,1976,26.38519
lso,1977,25.09217
lso,1978,35.0957
lso,1979,34.52885
lso,1980,34.81937
lso,1981,35.78748
lso,1982,34.68897
lso,1983,36.11676
lso,1984,35.4896
lso,1985,35.27731
lso,1986,34.5414
lso,1987,33.97719
lso,1988,34.01567
lso,1989,33.9442
lso,1990,34.05361
lso,1991,33.48875
lso,1992,33.08188
lso,1993,33.11638
lso,1994,35.07877
lso,1995,37.50021
lso,1996,36.50361
lso,1998,42.31292
lso,1999,44.0745
lso,2000,31.92937
lso,2001,32.77043
lso,2002,32.90196
lso,2003,34.1557
lso,2004,35.56821
lso,2005,35.4128
lso,2006,34.75572
lso,2007,32.8522
lso,2008,31.83366
lso,2009,30.67457
lso,2010,30.00778
lso,2011,28.58505
lso,2012,27.39763
lso,2013,27.20659
lso,2014,26.14064
lso,2015,24.94695
lso,2016,24.1025
lso,2017,23.44482
ltu,1998,3.24603
ltu,1999,5.32767
ltu,2000,4.87759
ltu,2001,4.74367
ltu,2002,4.92972
ltu,2003,5.0054
ltu,2004,4.69376
ltu,2005,4.27171
ltu,2006,3.488
ltu,2007,3.3585
ltu,2008,2.84292
ltu,2009,2.51101
ltu,2010,2.10407
ltu,2011,1.98351
ltu,2012,1.76651
ltu,2013,1.48374
ltu,2014,1.30835
ltu,2015,1.24144
ltu,2016,1.15829
ltu,2017,1.14816
lux,1972,16.5387
lux,1973,15.71062
lux,1974,16.23922
lux,1975,4.4107
lux,1976,4.61168
lux,1977,5.08925
lux,1978,4.93836
lux,1981,11.85103
lux,1982,6.44343
lux,1983,6.57233
lux,1984,7.37364
lux,1986,8.89913
lux,1987,12.08605
lux,1988,10.06672
lux,1999,3.65251
lux,2000,4.05987
lux,2001,4.35038
lux,2002,4.39466
lux,2003,4.44483
lux,2004,4.4502
lux,2005,4.44866
lux,2006,4.64757
lux,2007,4.69211
lux,2008,4.28854
lux,2010,4.70934
lux,2011,3.96812
lux,2012,3.6268
lux,2013,3.7278
lux,2014,3.54123
lux,2015,3.48137
lux,2016,3.65613
lux,2017,3.73173
lva,1999,1.90794
lva,2008,7.22318
lva,2009,6.753
lva,2010,5.93647
lva,2011,4.95759
lva,2012,4.50955
lva,2013,4.33982
lva,2014,3.9356
lva,2015,3.40467
lva,2016,3.12733
lva,2017,3.0344
mac,1990,21.30939
mac,1992,18.35259
mac,1999,16.74961
mac,2000,18.41767
mac,2001,19.21049
mac,2002,18.8774
mac,2003,18.24097
mac,2004,17.2167
mac,2005,16.06129
mac,2006,15.24417
mac,2007,15.40749
mac,2008,14.75948
mac,2009,14.13591
mac,2010,13.55447
mac,2011,12.18805
mac,2012,11.27997
mac,2013,10.30021
mac,2014,8.06262
mac,2015,6.2238
mac,2016,5.62092
mac,2017,5.25462
mac,2018,4.29832
mar,1975,22.69384
mar,1976,24.13518
mar,1977,22.81639
mar,1978,22.8358
mar,1979,23.4894
mar,1980,23.40375
mar,1981,23.78608
mar,1982,25.57953
mar,1983,25.15797
mar,1984,25.14092
mar,1985,21.66498
mar,1986,19.07295
mar,1987,17.45666
mar,1988,15.59719
mar,1989,13.58207
mar,1990,11.88222
mar,1991,8.25537
mar,1992,9.14808
mar,1993,8.79101
mar,1994,8.82626
mar,1995,8.96125
mar,1996,9.05941
