geo,time,dt_oda_alld_cd
alb,2015,335160003.66211
alb,2016,171039993.28613
alb,2017,168350006.10352
alb,2018,344320007.32422
alb,2019,28409999.84741
are,1960,409999.99642
are,1961,540000.02146
are,1962,430000.00715
are,1963,389999.98569
are,1964,579999.98331
are,1965,19999.99955
are,1966,1299999.95232
are,1967,1570000.05245
are,1968,1129999.99523
are,1969,870000.00477
are,1970,5289999.96185
are,1971,5610000.13351
are,1972,4679999.82834
are,1973,759999.99046
are,1974,589999.97377
are,1975,4050000.19073
are,1976,1039999.96185
are,1977,34860000.61035
are,1978,1690000.05722
are,1979,7030000.20981
are,1980,4079999.92371
are,1981,330000.01311
are,1982,4690000.05722
are,1983,4309999.94278
are,1984,3319999.93324
are,1985,4050000.19073
are,1986,34180000.30518
are,1987,114680000.30518
are,1988,-11970000.26703
are,1989,-5929999.82834
are,1990,3539999.96185
are,1991,-7659999.84741
are,1992,-9729999.54224
are,1993,-10170000.07629
are,1994,-8029999.73297
are,1995,5409999.84741
are,1996,6710000.03815
are,1997,1740000.00954
are,1998,3460000.03815
are,1999,3329999.92371
are,2000,3200000.04768
are,2001,2369999.88556
are,2002,3829999.92371
are,2003,4960000.03815
are,2004,5360000.13351
arg,1960,44049999.23706
arg,1961,54790000.91553
arg,1962,55159999.84741
arg,1963,27870000.83923
arg,1964,-5289999.96185
arg,1965,-57150001.52588
arg,1966,-9279999.73297
arg,1967,8979999.54224
arg,1968,2720000.02861
arg,1969,17579999.92371
arg,1970,-2440000.05722
arg,1971,4980000.01907
arg,1972,1889999.98569
arg,1973,13560000.41962
arg,1974,15949999.80927
arg,1975,12000000
arg,1976,14090000.15259
arg,1977,16389999.38965
arg,1978,16760000.22888
arg,1979,28270000.45776
arg,1980,43680000.30518
arg,1981,36830001.83105
arg,1982,29489999.77112
arg,1983,34419998.16895
arg,1984,32740001.67847
arg,1985,39080001.83105
arg,1986,73669998.16895
arg,1987,83389999.38965
arg,1988,142479995.72754
arg,1989,201610000.61035
arg,1990,171630004.88281
arg,1991,277769989.01367
arg,1992,266730010.98633
arg,1993,245949996.94824
arg,1994,160919998.16895
arg,1995,148179992.67578
arg,1996,122440002.44141
arg,1997,99260002.13623
arg,1998,73959999.08447
arg,1999,82379997.25342
arg,2000,74559997.55859
arg,2001,157639999.38965
arg,2002,98989997.86377
arg,2003,117720001.2207
arg,2004,97339996.33789
arg,2005,93870002.74658
arg,2006,114209999.08447
arg,2007,90230003.35693
arg,2008,125019996.64307
arg,2009,116029998.7793
arg,2010,130309997.55859
arg,2011,97050003.05176
arg,2012,177759994.50684
arg,2013,34729999.54224
arg,2014,48790000.91553
arg,2015,-18870000.83923
arg,2016,2619999.88556
arg,2017,-1169999.95708
arg,2018,73110000.61035
arg,2019,18250000
arm,1991,2720000.02861
arm,1992,22450000.76294
arm,1993,109459999.08447
arm,1994,191270004.27246
arm,1995,217710006.71387
arm,1996,292279998.7793
arm,1997,166270004.27246
arm,1998,194259994.50684
arm,1999,209240005.49316
arm,2000,215889999.38965
arm,2001,211470001.2207
arm,2002,295220001.2207
arm,2003,250399993.89648
arm,2004,256119995.11719
arm,2005,172619995.11719
arm,2006,215389999.38965
arm,2007,351899993.89648
arm,2008,296029998.7793
arm,2009,405600006.10352
arm,2010,320320007.32422
arm,2011,375989990.23438
arm,2012,270559997.55859
arm,2013,280359985.35156
arm,2014,267429992.67578
arm,2015,347480010.98633
arm,2016,326429992.67578
arm,2017,257540008.54492
arm,2018,141619995.11719
arm,2019,419730010.98633
atg,1973,9999.99978
atg,1974,3000000
atg,1975,2059999.94278
atg,1976,3109999.8951
atg,1977,5380000.11444
atg,1978,3599999.90463
atg,1979,3279999.97139
atg,1980,5500000
atg,1981,9039999.96185
atg,1982,4949999.80927
atg,1983,3369999.88556
atg,1984,2359999.8951
atg,1985,2950000.04768
atg,1986,5050000.19073
atg,1987,5559999.94278
atg,1988,8449999.80927
atg,1989,4340000.15259
atg,1990,4610000.13351
atg,1991,7230000.01907
atg,1992,4670000.07629
atg,1993,3000000
atg,1994,4159999.84741
atg,1995,2269999.98093
atg,1996,3869999.88556
atg,1997,4349999.90463
atg,1998,9979999.54224
atg,1999,10840000.15259
atg,2000,9880000.11444
atg,2001,8579999.92371
atg,2002,13510000.22888
atg,2003,5630000.11444
atg,2004,1899999.97616
atg,2005,8060000.41962
atg,2006,3279999.97139
atg,2007,4989999.77112
atg,2008,6070000.17166
atg,2009,4260000.22888
atg,2010,19659999.84741
atg,2011,15420000.07629
atg,2012,2089999.91417
atg,2013,1590000.03338
atg,2014,2549999.95232
atg,2015,1490000.00954
atg,2016,180000.00715
atg,2017,10300000.19073
atg,2018,17590000.15259
atg,2019,27440000.53406
aze,1991,300000.01192
aze,1992,7429999.82834
aze,1993,23870000.83923
aze,1994,149039993.28613
aze,1995,119540000.91553
aze,1996,96360000.61035
aze,1997,184059997.55859
aze,1998,120360000.61035
aze,1999,171000000
aze,2000,140610000.61035
aze,2001,230910003.66211
aze,2002,350809997.55859
aze,2003,302029998.7793
aze,2004,175830001.83105
aze,2005,210399993.89648
aze,2006,203850006.10352
aze,2007,213309997.55859
aze,2008,225100006.10352
aze,2009,217580001.83105
aze,2010,156479995.72754
aze,2011,287769989.01367
aze,2012,286790008.54492
aze,2013,-70830001.83105
aze,2014,216740005.49316
aze,2015,69580001.83105
aze,2016,79430000.30518
aze,2017,123529998.7793
aze,2018,87410003.66211
aze,2019,120980003.35693
bdi,1960,7530000.20981
bdi,1961,7190000.05722
bdi,1962,11069999.69482
bdi,1963,6159999.84741
bdi,1964,8090000.15259
bdi,1965,4860000.13351
bdi,1966,8930000.30518
bdi,1967,10409999.84741
bdi,1968,12970000.26703
bdi,1969,14930000.30518
bdi,1970,17670000.07629
bdi,1971,21680000.30518
bdi,1972,25760000.22888
bdi,1973,26860000.61035
bdi,1974,37349998.47412
bdi,1975,47470001.2207
bdi,1976,43799999.23706
bdi,1977,47639999.38965
bdi,1978,73910003.66211
bdi,1979,94339996.33789
bdi,1980,115949996.94824
bdi,1981,120650001.52588
bdi,1982,125400001.52588
bdi,1983,137610000.61035
bdi,1984,137669998.16895
bdi,1985,137160003.66211
bdi,1986,191309997.55859
bdi,1987,196619995.11719
bdi,1988,200500000
bdi,1989,206240005.49316
bdi,1990,262549987.79297
bdi,1991,256399993.89648
bdi,1992,309279998.7793
bdi,1993,216949996.94824
bdi,1994,311109985.35156
bdi,1995,286950012.20703
bdi,1996,110519996.64307
bdi,1997,56400001.52588
bdi,1998,68750000
bdi,1999,75099998.47412
bdi,2000,93309997.55859
bdi,2001,139250000
bdi,2002,171910003.66211
bdi,2003,227600006.10352
bdi,2004,358820007.32422
bdi,2005,365579986.57227
bdi,2006,432019989.01367
bdi,2007,504549987.79297
bdi,2008,520429992.67578
bdi,2009,575750000
bdi,2010,627609985.35156
bdi,2011,572239990.23438
bdi,2012,524169982.91016
bdi,2013,558830017.08984
bdi,2014,515400024.41406
bdi,2015,366559997.55859
bdi,2016,742640014.64844
bdi,2017,435820007.32422
bdi,2018,451079986.57227
bdi,2019,588940002.44141
ben,1960,19999.99955
ben,1961,1480000.01907
ben,1962,3750000
ben,1963,4260000.22888
ben,1964,18069999.69482
ben,1965,17879999.16077
ben,1966,14920000.07629
ben,1967,16270000.45776
ben,1968,13140000.34332
ben,1969,13140000.34332
ben,1970,14739999.77112
ben,1971,28979999.54224
ben,1972,20040000.91553
ben,1973,26479999.54224
ben,1974,33069999.69482
ben,1975,54110000.61035
ben,1976,50750000
ben,1977,48819999.69482
ben,1978,60340000.15259
ben,1979,84610000.61035
ben,1980,88230003.35693
ben,1981,81239997.86377
ben,1982,79699996.94824
ben,1983,84930000.30518
ben,1984,75029998.7793
ben,1985,93910003.66211
ben,1986,134669998.16895
ben,1987,133699996.94824
ben,1988,157970001.2207
ben,1989,267869995.11719
ben,1990,266880004.88281
ben,1991,265660003.66211
ben,1992,269040008.54492
ben,1993,287760009.76562
ben,1994,256380004.88281
ben,1995,280559997.55859
ben,1996,288290008.54492
ben,1997,221149993.89648
ben,1998,205229995.72754
ben,1999,212440002.44141
ben,2000,244770004.27246
ben,2001,280420013.42773
ben,2002,221539993.28613
ben,2003,301989990.23438
ben,2004,391790008.54492
ben,2005,349079986.57227
ben,2006,400309997.55859
ben,2007,475290008.54492
ben,2008,636719970.70312
ben,2009,677559997.55859
ben,2010,689270019.53125
ben,2011,672609985.35156
ben,2012,507880004.88281
ben,2013,660200012.20703
ben,2014,599320007.32422
ben,2015,436630004.88281
ben,2016,500760009.76562
ben,2017,680000000
ben,2018,574619995.11719
ben,2019,602210021.97266
bfa,1960,200000.00298
bfa,1961,1350000.02384
bfa,1962,4429999.82834
bfa,1963,4139999.86649
bfa,1964,15399999.61853
bfa,1965,17270000.45776
bfa,1966,16860000.61035
bfa,1967,19620000.83923
bfa,1968,22809999.46594
bfa,1969,24000000
bfa,1970,21989999.77112
bfa,1971,28790000.91553
bfa,1972,34319999.69482
bfa,1973,56900001.52588
bfa,1974,96319999.69482
bfa,1975,88500000
bfa,1976,79870002.74658
bfa,1977,109069999.69482
bfa,1978,156880004.88281
bfa,1979,196160003.66211
bfa,1980,209960006.71387
bfa,1981,214830001.83105
bfa,1982,210190002.44141
bfa,1983,181139999.38965
bfa,1984,182979995.72754
bfa,1985,188490005.49316
bfa,1986,268910003.66211
bfa,1987,268179992.67578
bfa,1988,286779998.7793
bfa,1989,265279998.7793
bfa,1990,326529998.7793
bfa,1991,419649993.89648
bfa,1992,433380004.88281
bfa,1993,468989990.23438
bfa,1994,433100006.10352
bfa,1995,490450012.20703
bfa,1996,419239990.23438
bfa,1997,369109985.35156
bfa,1998,400119995.11719
bfa,1999,398760009.76562
bfa,2000,179779998.7793
bfa,2001,390940002.44141
bfa,2002,440269989.01367
bfa,2003,540840026.85547
bfa,2004,647380004.88281
bfa,2005,698190002.44141
bfa,2006,900549987.79297
bfa,2007,942719970.70312
bfa,2008,1000380004.88281
bfa,2009,1083699951.17188
bfa,2010,1044619995.11719
bfa,2011,981979980.46875
bfa,2012,1152319946.28906
bfa,2013,1045079956.05469
bfa,2014,1123359985.35156
bfa,2015,998390014.64844
bfa,2016,1029479980.46875
bfa,2017,892150024.41406
bfa,2018,1108790039.0625
bfa,2019,1148810058.59375
bgd,1971,15359999.65668
bgd,1972,223759994.50684
bgd,1973,421470001.2207
bgd,1974,531390014.64844
bgd,1975,1055180053.71094
bgd,1976,491809997.55859
bgd,1977,772419982.91016
bgd,1978,958719970.70312
bgd,1979,1122180053.71094
bgd,1980,1229310058.59375
bgd,1981,1054290039.0625
bgd,1982,1304069946.28906
bgd,1983,993260009.76562
bgd,1984,1109040039.0625
bgd,1985,982750000
bgd,1986,1287989990.23438
bgd,1987,1619000000
bgd,1988,1392609985.35156
bgd,1989,1482660034.17969
bgd,1990,1788900024.41406
bgd,1991,1612219970.70313
bgd,1992,1498650024.41406
bgd,1993,1165369995.11719
bgd,1994,1384750000
bgd,1995,1033109985.35156
bgd,1996,964880004.88281
bgd,1997,863150024.41406
bgd,1998,979549987.79297
bgd,1999,1005429992.67578
bgd,2000,976340026.85547
bgd,2001,918450012.20703
bgd,2002,807400024.41406
bgd,2003,1301790039.0625
bgd,2004,1421300048.82813
bgd,2005,1251619995.11719
bgd,2006,1027819946.28906
bgd,2007,1308520019.53125
bgd,2008,1765829956.05469
bgd,2009,1082760009.76563
bgd,2010,1327329956.05469
bgd,2011,1437520019.53125
bgd,2012,2154050048.82813
bgd,2013,2633590087.89063
bgd,2014,2422639892.57813
bgd,2015,2592909912.10938
bgd,2016,2532820068.35938
bgd,2017,3781770019.53125
bgd,2018,3044679931.64063
bgd,2019,4482600097.65625
bgr,1990,13619999.88556
bgr,1991,315679992.67578
bgr,1992,147509994.50684
bgr,1993,114650001.52588
bgr,1994,157339996.33789
bgr,1995,113069999.69482
bgr,1996,180020004.27246
bgr,1997,219470001.2207
bgr,1998,238800003.05176
bgr,1999,266559997.55859
bgr,2000,307140014.64844
bgr,2001,345950012.20703
bgr,2002,326809997.55859
bgr,2003,419410003.66211
bgr,2004,618369995.11719
bhr,1960,39999.99911
bhr,1961,939999.99762
bhr,1962,1350000.02384
bhr,1963,639999.98569
bhr,1964,579999.98331
bhr,1965,879999.99523
bhr,1966,9710000.03815
bhr,1967,50000.00075
bhr,1968,200000.00298
bhr,1969,140000.0006
bhr,1970,949999.98808
bhr,1971,4699999.80927
bhr,1972,2839999.91417
bhr,1973,14239999.77112
bhr,1974,37689998.62671
bhr,1975,25860000.61035
bhr,1976,163160003.66211
bhr,1977,47959999.08447
bhr,1978,83959999.08447
bhr,1979,135289993.28613
bhr,1980,206529998.7793
bhr,1981,197160003.66211
bhr,1982,156000000
bhr,1983,255330001.83105
bhr,1984,211220001.2207
bhr,1985,74059997.55859
bhr,1986,99510002.13623
bhr,1987,8840000.15259
bhr,1988,-2609999.8951
bhr,1989,-1759999.99046
bhr,1990,137500000
bhr,1991,94699996.94824
bhr,1992,80110000.61035
bhr,1993,111430000.30518
bhr,1994,95790000.91553
bhr,1995,99870002.74658
bhr,1996,132320007.32422
bhr,1997,150279998.7793
bhr,1998,199720001.2207
bhr,1999,61880001.06812
bhr,2000,60430000.30518
bhr,2001,70809997.55859
bhr,2002,61580001.83105
bhr,2003,131770004.27246
bhr,2004,58220001.2207
bhs,1960,-39999.99911
bhs,1963,19999.99955
bhs,1964,59999.99866
bhs,1965,70000.0003
bhs,1966,50000.00075
bhs,1967,689999.99762
bhs,1968,50000.00075
bhs,1969,70000.0003
bhs,1970,79999.99821
bhs,1971,250000
bhs,1972,1220000.02861
bhs,1973,479999.98927
bhs,1974,519999.98093
bhs,1975,660000.02623
bhs,1976,589999.97377
bhs,1977,469999.99881
bhs,1978,779999.97139
bhs,1979,889999.98569
bhs,1980,1419999.95708
bhs,1981,1389999.98569
bhs,1982,1320000.05245
bhs,1983,889999.98569
bhs,1984,10039999.96185
bhs,1985,699999.98808
bhs,1986,1639999.98569
bhs,1987,639999.98569
bhs,1988,1419999.95708
bhs,1989,3920000.07629
bhs,1990,3150000.09537
bhs,1991,2759999.99046
bhs,1992,2829999.92371
bhs,1993,1159999.96662
bhs,1994,1000000
bhs,1995,4389999.86649
bhs,1996,1450000.04768
bhs,1997,3460000.03815
bhs,1998,22600000.38147
bhs,1999,11470000.26703
bhs,2000,5469999.79019
bhs,2001,7440000.05722
bhs,2002,4710000.03815
bhs,2003,3880000.11444
bhs,2004,4480000.01907
bih,1989,9999.99978
bih,1990,9999.99978
bih,1991,9999.99978
bih,1992,15689999.58038
bih,1993,70239997.86377
bih,1994,408570007.32422
bih,1995,965799987.79297
bih,1996,851809997.55859
bih,1997,862049987.79297
bih,1998,914969970.70312
bih,1999,1286239990.23438
bih,2000,737929992.67578
bih,2001,640080017.08984
bih,2002,555780029.29688
bih,2003,541919982.91016
bih,2004,686090026.85547
bih,2005,539890014.64844
bih,2006,536840026.85547
bih,2007,599099975.58594
bih,2008,465010009.76562
bih,2009,417339996.33789
bih,2010,511179992.67578
bih,2011,625780029.29688
bih,2012,568020019.53125
bih,2013,521210021.97266
bih,2014,630200012.20703
bih,2015,356390014.64844
bih,2016,446119995.11719
bih,2017,440540008.54492
bih,2018,355950012.20703
bih,2019,464510009.76562
blr,1991,187029998.7793
blr,1992,272739990.23438
blr,1993,186009994.50684
blr,1994,119019996.64307
blr,1995,222720001.2207
blr,1996,76569999.69482
blr,1997,56529998.7793
blr,1998,40450000.76294
blr,1999,39720001.2207
blr,2000,35959999.08447
blr,2001,40549999.23706
blr,2002,39450000.76294
blr,2003,45979999.54224
blr,2004,49939998.62671
blr,2005,58009998.32153
blr,2006,74760002.13623
blr,2007,85430000.30518
blr,2008,111139999.38965
blr,2009,98220001.2207
blr,2010,136259994.50684
blr,2011,119800003.05176
blr,2012,102870002.74658
blr,2013,107139999.38965
blr,2014,120610000.61035
blr,2015,104580001.83106
blr,2016,-22309999.46594
blr,2017,-250169998.16895
blr,2018,119099998.47412
blr,2019,214229995.72754
blz,1960,1820000.05245
blz,1961,2819999.93324
blz,1962,5519999.98093
blz,1963,4059999.94278
blz,1964,1549999.95232
blz,1965,2130000.11444
blz,1966,2579999.92371
blz,1967,5840000.15259
blz,1968,5519999.98093
blz,1969,6840000.15259
blz,1970,5949999.80927
blz,1971,5070000.17166
blz,1972,4010000.22888
blz,1973,4670000.07629
blz,1974,6219999.79019
blz,1975,8710000.03815
blz,1976,11630000.11444
blz,1977,9529999.73297
blz,1978,18219999.31335
blz,1979,20719999.31335
blz,1980,14500000
blz,1981,11310000.41962
blz,1982,12029999.73297
blz,1983,15060000.41962
blz,1984,13899999.61853
blz,1985,21930000.30518
blz,1986,24059999.46594
blz,1987,23479999.54224
blz,1988,25010000.22888
blz,1989,28520000.45776
blz,1990,30319999.69482
blz,1991,21770000.45776
blz,1992,26159999.84741
blz,1993,31110000.61035
blz,1994,32169998.16895
blz,1995,18829999.92371
blz,1996,21030000.68665
blz,1997,13770000.45776
blz,1998,14520000.45776
blz,1999,47400001.52588
blz,2000,16149999.61853
blz,2001,22489999.77112
blz,2002,23280000.68665
blz,2003,12680000.30518
blz,2004,6690000.05722
blz,2005,11720000.26703
blz,2006,7730000.01907
blz,2007,21280000.68665
blz,2008,23370000.83923
blz,2009,26239999.77112
blz,2010,24200000.76294
blz,2011,20989999.77112
blz,2012,26209999.08447
blz,2013,51270000.45776
blz,2014,37560001.37329
blz,2015,28270000.45776
blz,2016,34959999.08447
blz,2017,34200000.76294
blz,2018,33790000.91553
blz,2019,37659999.84741
bmu,1964,9999.99978
bmu,1965,50000.00075
bmu,1966,59999.99866
bmu,1967,59999.99866
bmu,1968,39999.99911
bmu,1969,9999.99978
bmu,1970,9999.99978
bmu,1972,9999.99978
bmu,1974,29999.99933
bmu,1975,19999.99955
bmu,1976,29999.99933
bmu,1977,79999.99821
bmu,1978,159999.99642
bmu,1979,150000.00596
bmu,1980,280000.00119
bmu,1981,209999.99344
bmu,1982,70000.0003
bmu,1983,70000.0003
bmu,1984,79999.99821
bmu,1985,939999.99762
bmu,1986,90000.00358
bmu,1987,230000.00417
bmu,1988,39999.99911
bmu,1989,100000.00149
bmu,1990,42189998.62671
bmu,1991,-4719999.79019
bmu,1992,-5000000
bmu,1993,-4820000.17166
bmu,1994,-12479999.54224
bmu,1995,-2079999.92371
bmu,1996,-4070000.17166
bmu,1997,-8220000.26703
bmu,1998,550000.01192
bmu,1999,79999.99821
bmu,2000,59999.99866
bmu,2001,19999.99955
bmu,2002,19999.99955
bmu,2003,29999.99933
bmu,2004,90000.00358
bol,1960,13319999.69482
bol,1961,23370000.83923
bol,1962,32680000.30518
bol,1963,48099998.47412
bol,1964,37880001.06812
bol,1965,35369998.93188
bol,1966,30040000.91553
bol,1967,29959999.08447
bol,1968,42020000.45776
bol,1969,33270000.45776
bol,1970,29780000.68665
bol,1971,32020000.45776
bol,1972,47720001.2207
bol,1973,24090000.15259
bol,1974,54000000
bol,1975,47400001.52588
bol,1976,54849998.47412
bol,1977,68169998.16895
bol,1978,114919998.16894
bol,1979,123580001.83106
bol,1980,137940002.44141
bol,1981,124970001.2207
bol,1982,109500000
bol,1983,153070007.32422
bol,1984,130809997.55859
bol,1985,159199996.94824
bol,1986,251279998.7793
bol,1987,282070007.32422
bol,1988,408559997.55859
bol,1989,484279998.7793
bol,1990,485040008.54492
bol,1991,477809997.55859
bol,1992,656890014.64844
bol,1993,546619995.11719
bol,1994,539099975.58594
bol,1995,678820007.32422
bol,1996,760099975.58594
bol,1997,628289978.02734
bol,1998,549390014.64844
bol,1999,519809997.55859
bol,2000,426079986.57227
bol,2001,675960021.97266
bol,2002,600330017.08984
bol,2003,762630004.88281
bol,2004,706659973.14453
bol,2005,542880004.88281
bol,2006,807599975.58594
bol,2007,438790008.54492
bol,2008,589159973.14453
bol,2009,611690002.44141
bol,2010,560270019.53125
bol,2011,545969970.70312
bol,2012,661719970.70312
bol,2013,702299987.79297
bol,2014,674559997.55859
bol,2015,791309997.55859
bol,2016,696510009.76562
bol,2017,949159973.14453
bol,2018,728849975.58594
bol,2019,716130004.88281
bra,1960,39580001.83105
bra,1961,290709991.45508
bra,1962,179990005.49316
bra,1963,185220001.2207
bra,1964,235490005.49316
bra,1965,234550003.05176
bra,1966,320920013.42773
bra,1967,180669998.16895
bra,1968,219669998.16895
bra,1969,139080001.83105
bra,1970,136850006.10352
bra,1971,120069999.69482
bra,1972,94430000.30518
bra,1973,65099998.47412
bra,1974,129809997.55859
bra,1975,132580001.83106
bra,1976,92529998.7793
bra,1977,67559997.55859
bra,1978,89279998.7793
bra,1979,87760002.13623
bra,1980,83150001.52588
bra,1981,227130004.88281
bra,1982,177690002.44141
bra,1983,106720001.2207
bra,1984,153559997.55859
bra,1985,84970001.2207
bra,1986,147740005.49316
bra,1987,293089996.33789
bra,1988,218750000
bra,1989,232399993.89648
bra,1990,174380004.88281
bra,1991,196139999.38965
bra,1992,-235589996.33789
bra,1993,197520004.27246
bra,1994,259869995.11719
bra,1995,264329986.57227
bra,1996,257799987.79297
bra,1997,229789993.28613
bra,1998,260609985.35156
bra,1999,144380004.88281
bra,2000,255679992.67578
bra,2001,252020004.27246
bra,2002,236410003.66211
bra,2003,229300003.05176
bra,2004,178279998.7793
bra,2005,217240005.49316
bra,2006,110199996.94824
bra,2007,328589996.33789
bra,2008,468630004.88281
bra,2009,374809997.55859
bra,2010,464779998.7793
bra,2011,840690002.44141
bra,2012,1288540039.0625
bra,2013,1155729980.46875
bra,2014,914150024.41406
bra,2015,1003190002.44141
bra,2016,674630004.88281
bra,2017,273890014.64844
bra,2018,444829986.57227
bra,2019,290230010.98633
brb,1966,1600000.02384
brb,1967,589999.97377
brb,1968,850000.02384
brb,1969,1299999.95232
brb,1970,2319999.93324
brb,1971,4570000.17166
brb,1972,4699999.80927
brb,1973,4639999.86649
brb,1974,3589999.91417
brb,1975,4320000.17166
brb,1976,5789999.96185
brb,1977,4679999.82834
brb,1978,8880000.11444
brb,1979,6400000.09537
brb,1980,7110000.13351
brb,1981,10550000.19073
brb,1982,8560000.41962
brb,1983,16309999.46594
brb,1984,5699999.80927
brb,1985,6050000.19073
brb,1986,4510000.22888
brb,1987,4750000
brb,1988,1830000.04292
brb,1989,990000.00954
brb,1990,2279999.97139
brb,1991,2319999.93324
brb,1992,1279999.97139
brb,1993,4980000.01907
brb,1994,2900000.09537
brb,1995,509999.99046
brb,1996,5730000.01907
brb,1997,5840000.15259
brb,1998,17180000.30518
brb,1999,-589999.97377
brb,2000,1799999.95232
brb,2001,319999.99285
brb,2002,4750000
brb,2003,21270000.45776
brb,2004,30299999.23706
brb,2005,-629999.99523
brb,2006,-889999.98569
brb,2007,18700000.76294
brb,2008,9279999.73297
brb,2009,11750000
brb,2010,15579999.92371
brn,1960,9999.99978
brn,1961,479999.98927
brn,1962,730000.01907
brn,1963,39999.99911
brn,1964,70000.0003
brn,1965,79999.99821
brn,1966,79999.99821
brn,1967,70000.0003
brn,1968,29999.99933
brn,1969,29999.99933
brn,1970,9999.99978
brn,1971,50000.00075
brn,1972,19999.99955
brn,1973,119999.99732
brn,1974,150000.00596
brn,1975,140000.0006
brn,1976,109999.9994
brn,1977,79999.99821
brn,1978,100000.00149
brn,1979,90000.00358
brn,1980,29999.99933
brn,1981,189999.99762
brn,1982,270000.01073
brn,1983,439999.99762
brn,1984,810000.00238
brn,1985,1399999.97616
brn,1986,2539999.96185
brn,1987,3240000.00954
brn,1988,4519999.98093
