geo,time,sp_pop_totl_ma_in
rus,1967,58292228
rus,1968,58709792
rus,1969,59119582
rus,1970,59521819
rus,1971,59918659
rus,1972,60308038
rus,1973,60697395
rus,1974,61093475
rus,1975,61502948
rus,1976,62008657
rus,1977,62529796
rus,1978,63062216
rus,1979,63598849
rus,1980,64138890
rus,1981,64647976
rus,1982,65129373
rus,1983,65594322
rus,1984,66175762
rus,1985,66788223
rus,1986,67381442
rus,1987,67976346
rus,1988,68543098
rus,1989,69058985
rus,1990,69265950
rus,1991,69531119
rus,1992,69642727
rus,1993,69630067
rus,1994,69615935
rus,1995,69599268
rus,1996,69486158
rus,1997,69348267
rus,1998,69199274
rus,1999,68939657
rus,2000,68593139
rus,2001,68234574
rus,2002,67844186
rus,2003,67455894
rus,2004,67106280
rus,2005,66779926
rus,2006,66500801
rus,2007,66336087
rus,2008,66264827
rus,2009,66249552
rus,2010,66249411
rus,2011,66276541
rus,2012,66369578
rus,2013,66498022
rus,2014,66634909
rus,2015,66759858
rus,2016,66874340
rus,2017,66950259
rus,2018,66948494
rus,2019,66923538
rus,2020,66791922
rwa,1960,1441778
rwa,1961,1472480
rwa,1962,1499142
rwa,1963,1524759
rwa,1964,1553558
rwa,1965,1588574
rwa,1966,1631022
rwa,1967,1680001
rwa,1968,1733822
rwa,1969,1789842
rwa,1970,1846180
rwa,1971,1902458
rwa,1972,1959554
rwa,1973,2018325
rwa,1974,2080080
rwa,1975,2145838
rwa,1976,2215743
rwa,1977,2289606
rwa,1978,2367579
rwa,1979,2449820
rwa,1980,2536366
rwa,1981,2623608
rwa,1982,2710619
rwa,1983,2802924
rwa,1984,2908185
rwa,1985,3029670
rwa,1986,3177849
rwa,1987,3345874
rwa,1988,3499514
rwa,1989,3592353
rwa,1990,3595187
rwa,1991,3487787
rwa,1992,3290523
rwa,1993,3064149
rwa,1994,2893665
rwa,1995,2838276
rwa,1996,2922552
rwa,1997,3123173
rwa,1998,3392848
rwa,1999,3660814
rwa,2000,3875949
rwa,2001,4023726
rwa,2002,4120954
rwa,2003,4185398
rwa,2004,4246496
rwa,2005,4325703
rwa,2006,4426493
rwa,2007,4540786
rwa,2008,4665187
rwa,2009,4793381
rwa,2010,4920879
rwa,2011,5047258
rwa,2012,5174925
rwa,2013,5305369
rwa,2014,5440792
rwa,2015,5582648
rwa,2016,5731380
rwa,2017,5886063
rwa,2018,6045057
rwa,2019,6206086
rwa,2020,6367431
sau,1960,2052195
sau,1961,2119411
sau,1962,2193588
sau,1963,2273542
sau,1964,2357416
sau,1965,2444242
sau,1966,2533965
sau,1967,2628284
sau,1968,2730169
sau,1969,2843571
sau,1970,2971583
sau,1971,3116098
sau,1972,3277442
sau,1973,3455399
sau,1974,3649073
sau,1975,3858245
sau,1976,4081134
sau,1977,4319112
sau,1978,4578675
sau,1979,4868475
sau,1980,5193583
sau,1981,5555316
sau,1982,5948287
sau,1983,6362269
sau,1984,6783250
sau,1985,7199833
sau,1986,7608823
sau,1987,8008991
sau,1988,8393383
sau,1989,8754494
sau,1990,9087121
sau,1991,9390891
sau,1992,9667284
sau,1993,9916077
sau,1994,10137866
sau,1995,10335542
sau,1996,10505860
sau,1997,10655412
sau,1998,10808963
sau,1999,10999071
sau,2000,11248492
sau,2001,11568767
sau,2002,11952630
sau,2003,12380768
sau,2004,12823919
sau,2005,13260921
sau,2006,13683609
sau,2007,14098635
sau,2008,14517099
sau,2009,14956362
sau,2010,15427491
sau,2011,15932439
sau,2012,16461890
sau,2013,17001886
sau,2014,17533215
sau,2015,18040933
sau,2016,18521330
sau,2017,18975120
sau,2018,19397336
sau,2019,19783532
sau,2020,20131308
sdn,1960,3768220
sdn,1961,3880908
sdn,1962,3998491
sdn,1963,4121157
sdn,1964,4249151
sdn,1965,4382691
sdn,1966,4522133
sdn,1967,4667734
sdn,1968,4819587
sdn,1969,4977697
sdn,1970,5142239
sdn,1971,5313098
sdn,1972,5490708
sdn,1973,5676455
sdn,1974,5872127
sdn,1975,6078928
sdn,1976,6297330
sdn,1977,6526762
sdn,1978,6766024
sdn,1979,7013362
sdn,1980,7267381
sdn,1981,7528746
sdn,1982,7797674
sdn,1983,8071941
sdn,1984,8348662
sdn,1985,8626355
sdn,1986,8901608
sdn,1987,9176174
sdn,1988,9459854
sdn,1989,9766044
sdn,1990,10103186
sdn,1991,10476825
sdn,1992,10880952
sdn,1993,11298402
sdn,1994,11705186
sdn,1995,12084536
sdn,1996,12429047
sdn,1997,12744972
sdn,1998,13045802
sdn,1999,13351773
sdn,2000,13677233
sdn,2001,14027815
sdn,2002,14398166
sdn,2003,14778501
sdn,2004,15154121
sdn,2005,15515205
sdn,2006,15858365
sdn,2007,16189542
sdn,2008,16519478
sdn,2009,16863374
sdn,2010,17232282
sdn,2011,17629958
sdn,2012,18053320
sdn,2013,18498015
sdn,2014,18956886
sdn,2015,19424627
sdn,2016,19900230
sdn,2017,20385466
sdn,2018,20880946
sdn,2019,21387956
sdn,2020,21907295
sen,1960,1593244
sen,1961,1639362
sen,1962,1686945
sen,1963,1736249
sen,1964,1787619
sen,1965,1841293
sen,1966,1897154
sen,1967,1955077
sen,1968,2015238
sen,1969,2077881
sen,1970,2143035
sen,1971,2211224
sen,1972,2282079
sen,1973,2353650
sen,1974,2423302
sen,1975,2489354
sen,1976,2550913
sen,1977,2609084
sen,1978,2666792
sen,1979,2728096
sen,1980,2795962
sen,1981,2871352
sen,1982,2953499
sen,1983,3041474
sen,1984,3133668
sen,1985,3228847
sen,1986,3326605
sen,1987,3427146
sen,1988,3530516
sen,1989,3636864
sen,1990,3746116
sen,1991,3858619
sen,1992,3973720
sen,1993,4089210
sen,1994,4202146
sen,1995,4310614
sen,1996,4413788
sen,1997,4512777
sen,1998,4610121
sen,1999,4709427
sen,2000,4813466
sen,2001,4923155
sen,2002,5038253
sen,2003,5159025
sen,2004,5285420
sen,2005,5417453
sen,2006,5555513
sen,2007,5700038
sen,2008,5851066
sen,2009,6008509
sen,2010,6172314
sen,2011,6342360
sen,2012,6518704
sen,2013,6701738
sen,2014,6891927
sen,2015,7089488
sen,2016,7294613
sen,2017,7506779
sen,2018,7724650
sen,2019,7946433
sen,2020,8170785
sgp,1960,867311
sgp,1961,893774
sgp,1962,914737
sgp,1963,933475
sgp,1964,953277
sgp,1965,973097
sgp,1966,994924
sgp,1967,1015287
sgp,1968,1031718
sgp,1969,1046465
sgp,1970,1062075
sgp,1971,1081023
sgp,1972,1100683
sgp,1973,1121009
sgp,1974,1139451
sgp,1975,1155880
sgp,1976,1171185
sgp,1977,1187085
sgp,1978,1201093
sgp,1979,1216013
sgp,1980,1231356
sgp,1981,1292107
sgp,1982,1350407
sgp,1983,1368124
sgp,1984,1393429
sgp,1985,1393348
sgp,1986,1388682
sgp,1987,1405329
sgp,1988,1436851
sgp,1989,1476101
sgp,1990,1533022
sgp,1991,1577784
sgp,1992,1628170
sgp,1993,1673524
sgp,1994,1731340
sgp,1995,1789611
sgp,1996,1869526
sgp,1997,1939711
sgp,1998,2012282
sgp,1999,2031181
sgp,2000,2065671
sgp,2001,2116323
sgp,2002,2125991
sgp,2003,2084764
sgp,2004,2104920
sgp,2005,2156095
sgp,2006,2234296
sgp,2007,2345726
sgp,2008,2493592
sgp,2009,2587710
sgp,2010,2646760
sgp,2011,2709949
sgp,2012,2780596
sgp,2013,2826421
sgp,2014,2862740
sgp,2015,2896581
sgp,2016,2934565
sgp,2017,2937348
sgp,2018,2951389
sgp,2019,2985477
sgp,2020,2976134
slb,1960,63224
slb,1961,64924
slb,1962,66646
slb,1963,68420
slb,1964,70284
slb,1965,72256
slb,1966,74359
slb,1967,76583
slb,1968,78945
slb,1969,81485
slb,1970,84209
slb,1971,87134
slb,1972,90252
slb,1973,93531
slb,1974,96939
slb,1975,100437
slb,1976,104027
slb,1977,107692
slb,1978,111442
slb,1979,115272
slb,1980,119183
slb,1981,123170
slb,1982,127236
slb,1983,131345
slb,1984,135443
slb,1985,139532
slb,1986,143581
slb,1987,147623
slb,1988,151696
slb,1989,155882
slb,1990,160239
slb,1991,164767
slb,1992,169474
slb,1993,174339
slb,1994,179369
slb,1995,184535
slb,1996,189857
slb,1997,195326
slb,1998,200894
slb,1999,206501
slb,2000,212115
slb,2001,217742
slb,2002,223386
slb,2003,229017
slb,2004,234585
slb,2005,240063
slb,2006,245432
slb,2007,250719
slb,2008,256139
slb,2009,261903
slb,2010,268186
slb,2011,275048
slb,2012,282449
slb,2013,290265
slb,2014,298355
slb,2015,306577
slb,2016,314912
slb,2017,323376
slb,2018,331947
slb,2019,340582
slb,2020,349262
sle,1960,1134655
sle,1961,1151794
sle,1962,1169767
sle,1963,1188604
sle,1964,1208321
sle,1965,1228942
sle,1966,1250499
sle,1967,1273017
sle,1968,1296544
sle,1969,1321085
sle,1970,1346679
sle,1971,1373348
sle,1972,1401099
sle,1973,1430006
sle,1974,1460090
sle,1975,1491402
sle,1976,1523999
sle,1977,1557914
sle,1978,1593102
sle,1979,1629460
sle,1980,1666961
sle,1981,1704761
sle,1982,1742769
sle,1983,1782594
sle,1984,1826407
sle,1985,1875291
sle,1986,1930948
sle,1987,1991662
sle,1988,2050951
sle,1989,2100080
sle,1990,2133215
sle,1991,2148405
sle,1992,2148907
sle,1993,2140628
sle,1994,2132141
sle,1995,2130233
sle,1996,2135473
sle,1997,2147568
sle,1998,2171313
sle,1999,2212290
sle,2000,2273784
sle,2001,2358786
sle,2002,2464752
sle,2003,2582461
sle,2004,2699010
sle,2005,2805033
sle,2006,2897187
sle,2007,2977859
sle,2008,3050404
sle,2009,3120566
sle,2010,3192605
sle,2011,3266960
sle,2012,3342193
sle,2013,3418471
sle,2014,3495714
sle,2015,3573849
sle,2016,3653177
sle,2017,3733925
sle,2018,3815797
sle,2019,3898350
sle,2020,3981239
slv,1960,1361804
slv,1961,1402910
slv,1962,1446353
slv,1963,1491662
slv,1964,1538187
slv,1965,1585405
slv,1966,1633038
slv,1967,1680982
slv,1968,1729113
slv,1969,1777331
slv,1970,1825560
slv,1971,1873603
slv,1972,1921229
slv,1973,1968227
slv,1974,2014334
slv,1975,2059339
slv,1976,2103229
slv,1977,2145887
slv,1978,2186950
slv,1979,2225959
slv,1980,2262647
slv,1981,2296854
slv,1982,2328830
slv,1983,2359211
slv,1984,2388919
slv,1985,2418625
slv,1986,2448422
slv,1987,2478211
slv,1988,2508351
slv,1989,2539218
slv,1990,2570974
slv,1991,2603853
slv,1992,2637544
slv,1993,2670998
slv,1994,2702816
slv,1995,2731953
slv,1996,2758096
slv,1997,2781436
slv,1998,2802053
slv,1999,2820218
slv,2000,2836192
slv,2001,2849965
slv,2002,2861596
slv,2003,2871537
slv,2004,2880364
slv,2005,2888551
slv,2006,2896303
slv,2007,2903746
slv,2008,2911101
slv,2009,2918617
slv,2010,2926479
slv,2011,2934825
slv,2012,2943739
slv,2013,2953270
slv,2014,2963437
slv,2015,2974229
slv,2016,2985690
slv,2017,2997810
slv,2018,3010428
slv,2019,3023353
slv,2020,3036424
som,1960,1363652
som,1961,1392171
som,1962,1421656
som,1963,1452237
som,1964,1484035
som,1965,1517159
som,1966,1554468
som,1967,1596565
som,1968,1638944
som,1969,1675288
som,1970,1702731
som,1971,1713683
som,1972,1713413
som,1973,1726881
som,1974,1787960
som,1975,1918156
som,1976,2130820
som,1977,2411227
som,1978,2718436
som,1979,2995023
som,1980,3200351
som,1981,3318580
som,1982,3363632
som,1983,3361045
som,1984,3350169
som,1985,3359633
som,1986,3398214
som,1987,3456819
som,1988,3525266
som,1989,3586811
som,1990,3630396
som,1991,3652780
som,1992,3661864
som,1993,3670887
som,1994,3698240
som,1995,3756829
som,1996,3851426
som,1997,3977245
som,1998,4125852
som,1999,4284318
som,2000,4442937
som,2001,4599551
som,2002,4756276
som,2003,4912670
som,2004,5069267
som,2005,5226471
som,2006,5383597
som,2007,5540039
som,2008,5696698
som,2009,5854968
som,2010,6016043
som,2011,6180205
som,2012,6347724
som,2013,6519803
som,2014,6697812
som,2015,6882856
som,2016,7075493
som,2017,7275858
som,2018,7484099
som,2019,7700196
som,2020,7924087
srb,1960,3250806
srb,1961,3276643
srb,1962,3299458
srb,1963,3319652
srb,1964,3338083
srb,1965,3354181
srb,1966,3378773
srb,1967,3399073
srb,1968,3417136
srb,1969,3432591
srb,1970,3446517
srb,1971,3467357
srb,1972,3487670
srb,1973,3506910
srb,1974,3525500
srb,1975,3542890
srb,1976,3567964
srb,1977,3589380
srb,1978,3608229
srb,1979,3625124
srb,1980,3639657
srb,1981,3660769
srb,1982,3678035
srb,1983,3691842
srb,1984,3702054
srb,1985,3709062
srb,1986,3724190
srb,1987,3734122
srb,1988,3739927
srb,1989,3743210
srb,1990,3744551
srb,1991,3748284
srb,1992,3772367
srb,1993,3797359
srb,1994,3813328
srb,1995,3757503
srb,1996,3751238
srb,1997,3737714
srb,1998,3720228
srb,1999,3703465
srb,2000,3688621
srb,2001,3679619
srb,2002,3673921
srb,2003,3664265
srb,2004,3654445
srb,2005,3642820
srb,2006,3628551
srb,2007,3614539
srb,2008,3600241
srb,2009,3586931
srb,2010,3573414
srb,2011,3545877
srb,2012,3529003
srb,2013,3511922
srb,2014,3495362
srb,2015,3477898
srb,2016,3459406
srb,2017,3440594
srb,2018,3421300
srb,2019,3402415
srb,2020,3379261
ssd,1960,1427811
ssd,1961,1452937
ssd,1962,1479377
ssd,1963,1507154
ssd,1964,1536311
ssd,1965,1566891
ssd,1966,1598906
ssd,1967,1632397
ssd,1968,1667417
ssd,1969,1704037
ssd,1970,1742337
ssd,1971,1782398
ssd,1972,1824325
ssd,1973,1868173
ssd,1974,1914036
ssd,1975,1962019
ssd,1976,2011358
ssd,1977,2062015
ssd,1978,2115569
ssd,1979,2174160
ssd,1980,2238871
ssd,1981,2310048
ssd,1982,2385768
ssd,1983,2461904
ssd,1984,2532922
ssd,1985,2594535
ssd,1986,2647841
ssd,1987,2693382
ssd,1988,2725986
ssd,1989,2739181
ssd,1990,2729950
ssd,1991,2694212
ssd,1992,2637523
ssd,1993,2578434
ssd,1994,2541986
ssd,1995,2545916
ssd,1996,2598218
ssd,1997,2693305
ssd,1998,2818598
ssd,1999,2954773
ssd,2000,3087859
ssd,2001,3212541
ssd,2002,3333363
ssd,2003,3457821
ssd,2004,3597546
ssd,2005,3759857
ssd,2006,3946773
ssd,2007,4151962
ssd,2008,4364231
ssd,2009,4568227
ssd,2010,4752499
ssd,2011,4914724
ssd,2012,5057131
ssd,2013,5178650
ssd,2014,5279348
ssd,2015,5360486
ssd,2016,5419653
ssd,2017,5459493
ssd,2018,5492758
ssd,2019,5536530
ssd,2020,5603014
stp,1960,35763
stp,1961,35703
stp,1962,35306
stp,1963,34765
stp,1964,34338
stp,1965,34206
stp,1966,34442
stp,1967,34986
stp,1968,35741
stp,1969,36565
stp,1970,37372
stp,1971,38103
stp,1972,38824
stp,1973,39569
stp,1974,40389
stp,1975,41338
stp,1976,42438
stp,1977,43652
stp,1978,44918
stp,1979,46135
stp,1980,47247
stp,1981,48215
stp,1982,49083
stp,1983,49899
stp,1984,50808
stp,1985,51869
stp,1986,53104
stp,1987,54490
stp,1988,55971
stp,1989,57447
stp,1990,58884
stp,1991,60257
stp,1992,61579
stp,1993,62845
stp,1994,64040
stp,1995,65160
stp,1996,66204
stp,1997,67181
stp,1998,68153
stp,1999,69167
stp,2000,70284
stp,2001,71506
stp,2002,72827
stp,2003,74303
stp,2004,75996
stp,2005,77938
stp,2006,80164
stp,2007,82643
stp,2008,85244
stp,2009,87787
stp,2010,90157
stp,2011,92309
stp,2012,94271
stp,2013,96111
stp,2014,97920
stp,2015,99772
stp,2016,101666
stp,2017,103610
stp,2018,105593
stp,2019,107611
stp,2020,109675
sur,1960,143915
sur,1961,147733
sur,1962,151571
sur,1963,155470
sur,1964,159552
sur,1965,163836
sur,1966,168419
sur,1967,173188
sur,1968,177679
sur,1969,181271
sur,1970,183551
sur,1971,184335
sur,1972,183822
sur,1973,182498
sur,1974,181076
sur,1975,180086
sur,1976,179686
sur,1977,179790
sur,1978,180287
sur,1979,180931
sur,1980,181588
sur,1981,182210
sur,1982,182928
sur,1983,183913
sur,1984,185394
sur,1985,187549
sur,1986,190410
sur,1987,193900
sur,1988,197815
sur,1989,201903
sur,1990,205950
sur,1991,209913
sur,1992,213802
sur,1993,217547
sur,1994,221095
sur,1995,224408
sur,1996,227428
sur,1997,230181
sur,1998,232762
sur,1999,235291
sur,2000,237885
sur,2001,240587
sur,2002,243356
sur,2003,246187
sur,2004,249057
sur,2005,251921
sur,2006,254798
sur,2007,257702
sur,2008,260617
sur,2009,263560
sur,2010,266522
sur,2011,269500
sur,2012,272492
sur,2013,275472
sur,2014,278425
sur,2015,281315
sur,2016,284150
sur,2017,286918
sur,2018,289623
sur,2019,292255
sur,2020,294822
svk,1960,2008036
svk,1961,2070373
svk,1962,2094326
svk,1963,2116586
svk,1964,2139221
svk,1965,2160651
svk,1966,2180249
svk,1967,2198039
svk,1968,2214040
svk,1969,2230023
svk,1970,2238575
svk,1971,2247004
svk,1972,2265315
svk,1973,2286458
svk,1974,2309294
svk,1975,2332788
svk,1976,2356784
svk,1977,2381110
svk,1978,2404734
svk,1979,2427828
svk,1980,2446773
svk,1981,2463249
svk,1982,2480837
svk,1983,2497228
svk,1984,2512687
svk,1985,2527918
svk,1986,2541882
svk,1987,2554351
svk,1988,2566215
svk,1989,2576899
svk,1990,2586549
svk,1991,2586860
svk,1992,2586034
svk,1993,2594317
svk,1994,2603031
svk,1995,2609229
svk,1996,2613457
svk,1997,2617105
svk,1998,2619526
svk,1999,2621152
svk,2000,2616580
svk,2001,2610774
svk,2002,2608836
svk,2003,2606227
svk,2004,2604989
svk,2005,2604797
svk,2006,2604734
svk,2007,2605570
svk,2008,2608102
svk,2009,2612047
svk,2010,2615093
svk,2011,2619193
svk,2012,2624484
svk,2013,2628235
svk,2014,2631831
svk,2015,2635474
svk,2016,2640131
svk,2017,2645557
svk,2018,2650490
svk,2019,2655118
svk,2020,2658082
svn,1960,759149
svn,1961,763454
svn,1962,767626
svn,1963,773662
svn,1964,780938
svn,1965,789701
svn,1966,800935
svn,1967,812222
svn,1968,821578
svn,1969,828062
svn,1970,834895
svn,1971,842383
svn,1972,849640
svn,1973,856763
svn,1974,861132
svn,1975,869146
svn,1976,881327
svn,1977,891037
svn,1978,899824
svn,1979,908961
svn,1980,918125
svn,1981,921580
svn,1982,925008
svn,1983,932690
svn,1984,939130
svn,1985,944843
svn,1986,957147
svn,1987,968701
svn,1988,970920
svn,1989,970899
svn,1990,971204
svn,1991,971223
svn,1992,969167
svn,1993,966382
svn,1994,965154
svn,1995,965769
svn,1996,966248
svn,1997,966614
svn,1998,966396
svn,1999,968706
svn,2000,972598
svn,2001,974350
svn,2002,975156
svn,2003,975155
svn,2004,975673
svn,2005,978181
svn,2006,983235
svn,2007,991550
svn,2008,996335
svn,2009,1008374
svn,2010,1015081
svn,2011,1018653
svn,2012,1021568
svn,2013,1023266
svn,2014,1024431
svn,2015,1025441
svn,2016,1026565
svn,2017,1027665
svn,2018,1031862
svn,2019,1039528
svn,2020,1046926
swe,1960,3733198
swe,1961,3751492
swe,1962,3773092
swe,1963,3795380
swe,1964,3824801
swe,1965,3861815
swe,1966,3899462
swe,1967,3930082
swe,1968,3952428
swe,1969,3979808
swe,1970,4015732
swe,1971,4041051
swe,1972,4049717
swe,1973,4052839
swe,1974,4060635
swe,1975,4073026
swe,1976,4084465
swe,1977,4095905
swe,1978,4104967
swe,1979,4111067
swe,1980,4116463
swe,1981,4118282
swe,1982,4117482
swe,1983,4116409
swe,1984,4117798
swe,1985,4123069
swe,1986,4132074
swe,1987,4146113
swe,1988,4165967
swe,1989,4194722
swe,1990,4227935
swe,1991,4257253
swe,1992,4282520
swe,1993,4307573
swe,1994,4338418
swe,1995,4361478
swe,1996,4368790
swe,1997,4371768
swe,1998,4374858
swe,1999,4379212
swe,2000,4387548
swe,2001,4400990
swe,2002,4417334
swe,2003,4436191
swe,2004,4456490
swe,2005,4477600
swe,2006,4506563
swe,2007,4544182
swe,2008,4583997
swe,2009,4627482
swe,2010,4671177
swe,2011,4710414
swe,2012,4748979
swe,2013,4792726
swe,2014,4843615
swe,2015,4897969
swe,2016,4962512
swe,2017,5032184
swe,2018,5093124
swe,2019,5147024
swe,2020,5186267
swz,1960,163108
swz,1961,166449
swz,1962,169839
swz,1963,173386
swz,1964,177243
swz,1965,181508
swz,1966,186245
swz,1967,191428
swz,1968,196929
swz,1969,202562
swz,1970,208215
swz,1971,213836
swz,1972,219497
swz,1973,225352
swz,1974,231613
swz,1975,238444
swz,1976,245876
swz,1977,253875
swz,1978,262377
swz,1979,271299
swz,1980,280549
swz,1981,290093
swz,1982,299934
swz,1983,310105
swz,1984,320653
swz,1985,331576
swz,1986,342873
swz,1987,354455
swz,1988,366181
swz,1989,377872
swz,1990,389378
swz,1991,400569
swz,1992,411399
swz,1993,421908
swz,1994,432183
swz,1995,442223
swz,1996,452146
swz,1997,461802
swz,1998,470670
swz,1999,478045
swz,2000,483483
swz,2001,486799
swz,2002,488284
swz,2003,488594
swz,2004,488676
swz,2005,489231
swz,2006,490496
swz,2007,492380
swz,2008,494964
swz,2009,498233
swz,2010,502186
swz,2011,506888
swz,2012,512379
swz,2013,518539
swz,2014,525208
swz,2015,532230
swz,2016,539597
swz,2017,547278
swz,2018,555082
swz,2019,562790
swz,2020,570236
syc,1960,20380
syc,1961,21009
syc,1962,21621
syc,1963,22226
syc,1964,22835
syc,1965,23469
syc,1966,24124
syc,1967,24791
syc,1968,25466
syc,1969,26149
syc,1970,26841
syc,1971,27463
syc,1972,28208
syc,1973,28711
syc,1974,29290
syc,1975,30007
syc,1976,30627
syc,1977,31253
syc,1978,31413
syc,1979,31662
syc,1980,31937
syc,1981,32327
syc,1982,32534
syc,1983,32509
syc,1984,32698
syc,1985,32933
syc,1986,33076
syc,1987,34414
syc,1988,34440
syc,1989,34554
syc,1990,34675
syc,1991,35133
syc,1992,35323
syc,1993,36123
syc,1994,37138
syc,1995,37707
syc,1996,38246
syc,1997,38662
syc,1998,39377
syc,1999,40107
syc,2000,40424
syc,2001,40421
syc,2002,41642
syc,2003,41175
syc,2004,41082
syc,2005,41404
syc,2006,42511
syc,2007,43032
syc,2008,44353
syc,2009,44836
syc,2010,46317
syc,2011,45210
syc,2012,45653
syc,2013,46440
syc,2014,47082
syc,2015,48073
syc,2016,48673
syc,2017,49240
syc,2018,49683
syc,2019,50107
syc,2020,50502
syr,1960,2337866
syr,1961,2410783
syr,1962,2486295
syr,1963,2564695
syr,1964,2646434
syr,1965,2731856
syr,1966,2821053
syr,1967,2914038
syr,1968,3011027
syr,1969,3112241
syr,1970,3217840
syr,1971,3328142
syr,1972,3443202
syr,1973,3562556
syr,1974,3685570
syr,1975,3811887
syr,1976,3941002
syr,1977,4073357
syr,1978,4210612
syr,1979,4355083
syr,1980,4508219
syr,1981,4670741
syr,1982,4841669
syr,1983,5018752
syr,1984,5198821
syr,1985,5379522
syr,1986,5560116
syr,1987,5741101
syr,1988,5922866
syr,1989,6106243
syr,1990,6291882
syr,1991,6479547
syr,1992,6669028
syr,1993,6861008
syr,1994,7056410
syr,1995,7255799
syr,1996,7460390
syr,1997,7669948
syr,1998,7882060
syr,1999,8093336
syr,2000,8301810
syr,2001,8497193
syr,2002,8679638
syr,2003,8869259
syr,2004,9093932
syr,2005,9368283
syr,2006,9712214
syr,2007,10105805
syr,2008,10476296
syr,2009,10724714
syr,2010,10785050
syr,2011,10632727
syr,2012,10303881
syr,2013,9869027
syr,2014,9430138
syr,2015,9065978
syr,2016,8789603
syr,2017,8592333
syr,2018,8504013
syr,2019,8554550
syr,2020,8760065
tcd,1960,1466807
tcd,1961,1495262
tcd,1962,1524883
tcd,1963,1555395
tcd,1964,1586385
tcd,1965,1617635
tcd,1966,1648869
tcd,1967,1680309
tcd,1968,1712847
tcd,1969,1747660
tcd,1970,1785554
tcd,1971,1827088
tcd,1972,1871834
tcd,1973,1918389
tcd,1974,1964752
tcd,1975,2009593
tcd,1976,2052578
tcd,1977,2094481
tcd,1978,2136445
tcd,1979,2180101
tcd,1980,2226799
tcd,1981,2276772
tcd,1982,2330095
tcd,1983,2387792
tcd,1984,2451027
tcd,1985,2520574
tcd,1986,2597185
tcd,1987,2680648
tcd,1988,2769708
tcd,1989,2862483
tcd,1990,2957698
tcd,1991,3055077
tcd,1992,3155302
tcd,1993,3259253
tcd,1994,3368211
tcd,1995,3483219
tcd,1996,3604173
tcd,1997,3731042
tcd,1998,3864965
tcd,1999,4007317
tcd,2000,4158930
tcd,2001,4320595
tcd,2002,4491580
tcd,2003,4669285
tcd,2004,4850103
tcd,2005,5031496
tcd,2006,5212280
tcd,2007,5393329
tcd,2008,5576712
tcd,2009,5765507
tcd,2010,5961893
tcd,2011,6166545
tcd,2012,6378518
tcd,2013,6596372
tcd,2014,6817947
tcd,2015,7041734
tcd,2016,7267235
tcd,2017,7495003
tcd,2018,7725723
tcd,2019,7960522
tcd,2020,8200170
tgo,1960,778783
tgo,1961,787260
tgo,1962,794870
tgo,1963,804346
tgo,1964,819407
tgo,1965,842497
tgo,1966,874891
tgo,1967,915211
tgo,1968,959919
tgo,1969,1004035
tgo,1970,1043945
tgo,1971,1078684
tgo,1972,1109355
tgo,1973,1136986
tgo,1974,1163395
tgo,1975,1190087
tgo,1976,1216836
tgo,1977,1243610
tgo,1978,1272275
tgo,1979,1305208
tgo,1980,1343974
tgo,1981,1389383
tgo,1982,1440660
tgo,1983,1495883
tgo,1984,1552208
tgo,1985,1607501
tgo,1986,1661563
tgo,1987,1714818
tgo,1988,1766411
tgo,1989,1815507
tgo,1990,1861740
tgo,1991,1904214
tgo,1992,1943636
tgo,1993,1983258
tgo,1994,2027528
tgo,1995,2079500
tgo,1996,2140663
tgo,1997,2209802
tgo,1998,2284046
tgo,1999,2359069
tgo,2000,2431837
tgo,2001,2501367
tgo,2002,2568805
tgo,2003,2635670
tgo,2004,2704399
tgo,2005,2776699
tgo,2006,2852940
tgo,2007,2932483
tgo,2008,3014908
tgo,2009,3099478
tgo,2010,3185633
tgo,2011,3273345
tgo,2012,3362736
tgo,2013,3453578
tgo,2014,3545610
tgo,2015,3638658
tgo,2016,3732598
tgo,2017,3827461
tgo,2018,3923401
tgo,2019,4020646
tgo,2020,4119404
tha,1960,13719105
tha,1961,14133886
tha,1962,14563467
tha,1963,15007729
tha,1964,15466517
tha,1965,15939467
tha,1966,16425439
tha,1967,16923387
tha,1968,17432992
tha,1969,17954044
tha,1970,18485671
tha,1971,19027370
tha,1972,19576661
tha,1973,20128307
tha,1974,20675658
tha,1975,21213565
tha,1976,21739996
tha,1977,22254806
tha,1978,22757163
tha,1979,23246897
tha,1980,23724086
tha,1981,24186583
tha,1982,24634199
tha,1983,25071460
tha,1984,25504684
tha,1985,25937802
tha,1986,26374125
tha,1987,26810822
tha,1988,27238465
tha,1989,27643903
tha,1990,28018398
tha,1991,28357004
tha,1992,28664305
tha,1993,28952661
tha,1994,29239708
tha,1995,29537662
tha,1996,29851279
tha,1997,30175298
tha,1998,30499704
tha,1999,30809662
tha,2000,31094460
tha,2001,31351471
tha,2002,31584243
tha,2003,31795665
tha,2004,31990802
tha,2005,32173692
tha,2006,32344449
tha,2007,32502590
tha,2008,32650959
tha,2009,32793030
tha,2010,32931279
tha,2011,33067052
tha,2012,33199864
tha,2013,33327962
tha,2014,33448535
tha,2015,33559468
tha,2016,33660401
tha,2017,33751826
tha,2018,33833385
tha,2019,33904846
tha,2020,33966060
tjk,1960,1015094
tjk,1961,1050915
tjk,1962,1089396
tjk,1963,1130009
tjk,1964,1171925
tjk,1965,1214522
tjk,1966,1257691
