geo,time,er_fsh_aqua_mt
cog,2008,65
cog,2009,56
cog,2010,58
cog,2011,68
cog,2012,98
cog,2013,119
cog,2014,134
cog,2015,153
cog,2016,177
cog,2017,207
cog,2018,95
col,1970,0
col,1971,4
col,1972,13
col,1973,18
col,1974,31
col,1975,48
col,1976,66
col,1977,91
col,1978,123
col,1979,165
col,1980,224
col,1981,300
col,1982,400
col,1983,535
col,1984,775
col,1985,921
col,1986,1171
col,1987,1618
col,1988,3314
col,1989,5673
col,1990,10455
col,1991,12267
col,1992,23987
col,1993,23971
col,1994,25652
col,1995,36630
col,1996,29990
col,1997,43710
col,1998,45933
col,1999,52947
col,2000,61786
col,2001,57660
col,2002,57160
col,2003,60895
col,2004,60072
col,2005,61000
col,2006,70132
col,2007,66565
col,2008,68200
col,2009,80623
col,2010,80367
col,2011,83681
col,2012,89654
col,2013,89398
col,2014,92002
col,2015,95857
col,2016,106685
col,2017,118485
col,2018,132756.21875
cri,1970,0
cri,1971,0
cri,1972,0
cri,1973,0
cri,1974,0
cri,1975,2
cri,1976,4
cri,1977,9
cri,1978,13
cri,1979,19
cri,1980,27
cri,1981,41
cri,1982,58
cri,1983,79
cri,1984,185
cri,1985,106
cri,1986,106
cri,1987,270
cri,1988,399
cri,1989,410
cri,1990,573
cri,1991,1975
cri,1992,2244
cri,1993,3335
cri,1994,3910
cri,1995,6756
cri,1996,6986
cri,1997,7000
cri,1998,7937
cri,1999,9324
cri,2000,9708
cri,2001,10520
cri,2002,17892
cri,2003,20546
cri,2004,24708
cri,2005,24038
cri,2006,19962
cri,2007,25765
cri,2008,27059
cri,2009,24754.30078
cri,2010,26839
cri,2011,27713.5
cri,2012,27287
cri,2013,30352
cri,2014,26765.5
cri,2015,22502.5
cri,2016,20820
cri,2017,20820
cri,2018,20820
cub,1960,0
cub,1961,0
cub,1962,0
cub,1963,0
cub,1964,0
cub,1965,0
cub,1966,0
cub,1967,20
cub,1968,80
cub,1969,220
cub,1970,350
cub,1971,460
cub,1972,570
cub,1973,680
cub,1974,810
cub,1975,1040
cub,1976,1310
cub,1977,1320
cub,1978,1690
cub,1979,1990
cub,1980,2309
cub,1981,2977
cub,1982,3779
cub,1983,4145
cub,1984,4383
cub,1985,4637
cub,1986,4626
cub,1987,5578
cub,1988,5768
cub,1989,6036
cub,1990,8174
cub,1991,8261
cub,1992,10977
cub,1993,12774
cub,1994,16273
cub,1995,22276
cub,1996,36354
cub,1997,36367
cub,1998,39603
cub,1999,40166
cub,2000,32780
cub,2001,25569
cub,2002,27044
cub,2003,26897
cub,2004,27562
cub,2005,22635
cub,2006,27210
cub,2007,37526
cub,2008,36685
cub,2009,36002
cub,2010,31422
cub,2011,24597.80078
cub,2012,26179.19922
cub,2013,29577.69922
cub,2014,31282.59961
cub,2015,32056
cub,2016,29185
cub,2017,31210
cub,2018,28628
cyp,1970,0
cyp,1971,0
cyp,1972,0
cyp,1973,0
cyp,1974,41
cyp,1975,31
cyp,1976,31
cyp,1977,31
cyp,1978,31
cyp,1979,31
cyp,1980,31
cyp,1981,36
cyp,1982,46
cyp,1983,50
cyp,1984,60
cyp,1985,56
cyp,1986,57
cyp,1987,50
cyp,1988,59
cyp,1989,84
cyp,1990,125
cyp,1991,127
cyp,1992,155
cyp,1993,259
cyp,1994,291
cyp,1995,452
cyp,1996,787
cyp,1997,969
cyp,1998,1178
cyp,1999,1422
cyp,2000,1878
cyp,2001,1883
cyp,2002,1862
cyp,2003,1821
cyp,2004,2445
cyp,2005,2436
cyp,2006,2787
cyp,2007,2450
cyp,2008,2887
cyp,2009,3415.5
cyp,2010,4115.7998
cyp,2011,4666.97998
cyp,2012,4333.70996
cyp,2013,5339.1001
cyp,2014,4835.1001
cyp,2015,5458.56006
cyp,2016,6624.95996
cyp,2017,7275.10986
cyp,2018,7347.04004
cze,1993,20242
cze,1994,18655
cze,1995,18679
cze,1996,18200
cze,1997,17560
cze,1998,17231
cze,1999,18775
cze,2000,19475
cze,2001,20098
cze,2002,19210
cze,2003,19670
cze,2004,19384
cze,2005,20455
cze,2006,20431
cze,2007,20447
cze,2008,20395
cze,2009,20071
cze,2010,20420
cze,2011,21010
cze,2012,20763
cze,2013,19357.40039
cze,2014,20135
cze,2015,20200
cze,2016,20952
cze,2017,21685
cze,2018,21751
deu,1960,19810
deu,1961,16670
deu,1962,12520
deu,1963,12680
deu,1964,13830
deu,1965,14490
deu,1966,19950
deu,1967,20600
deu,1968,22160
deu,1969,19814
deu,1970,23477
deu,1971,20636
deu,1972,25103
deu,1973,29169
deu,1974,35783
deu,1975,39380
deu,1976,44071
deu,1977,36230
deu,1978,35893
deu,1979,25703
deu,1980,38789
deu,1981,35543
deu,1982,52616
deu,1983,70965
deu,1984,97785
deu,1985,61134
deu,1986,70235
deu,1987,66828
deu,1988,72005
deu,1989,66618
deu,1990,64435
deu,1991,74692
deu,1992,96654
deu,1993,69500
deu,1994,48852
deu,1995,64096
deu,1996,83237
deu,1997,65433
deu,1998,73020
deu,1999,79567
deu,2000,65891
deu,2001,53409
deu,2002,49852
deu,2003,74280
deu,2004,57233
deu,2005,44685
deu,2006,35379
deu,2007,44994
deu,2008,43977
deu,2009,38907
deu,2010,40694
deu,2011,39141
deu,2012,26360
deu,2013,25289
deu,2014,26032
deu,2015,29909
deu,2016,41801
deu,2017,35979
deu,2018,34196
dma,1984,0
dma,1985,0
dma,1986,0
dma,1987,0
dma,1988,0
dma,1989,0
dma,1990,0
dma,1991,0
dma,1992,6
dma,1993,3
dma,1994,3
dma,1995,4
dma,1996,4
dma,1997,5
dma,1998,5
dma,1999,5
dma,2000,7
dma,2001,12
dma,2002,13
dma,2003,13
dma,2004,18
dma,2005,19
dma,2006,24
dma,2007,24
dma,2008,24
dma,2009,24
dma,2010,11
dma,2011,6
dma,2012,6
dma,2013,6
dma,2014,6
dma,2015,6
dma,2016,6
dma,2017,0
dma,2018,0
dnk,1960,6045
dnk,1961,7538
dnk,1962,7700
dnk,1963,7824
dnk,1964,8263
dnk,1965,10809
dnk,1966,10135
dnk,1967,10638
dnk,1968,12178
dnk,1969,11147
dnk,1970,9272
dnk,1971,11910
dnk,1972,13914
dnk,1973,13176
dnk,1974,12190
dnk,1975,15188
dnk,1976,14149
dnk,1977,13633
dnk,1978,16060
dnk,1979,17118
dnk,1980,18555
dnk,1981,21202
dnk,1982,21655
dnk,1983,25363
dnk,1984,23609
dnk,1985,24244
dnk,1986,24402
dnk,1987,25851
dnk,1988,28659
dnk,1989,33059
dnk,1990,41946
dnk,1991,42098
dnk,1992,43264
dnk,1993,39739
dnk,1994,42892
dnk,1995,44730
dnk,1996,41924
dnk,1997,39697
dnk,1998,42368
dnk,1999,42670
dnk,2000,43609
dnk,2001,41573
dnk,2002,32026
dnk,2003,37772
dnk,2004,42814
dnk,2005,39012
dnk,2006,37188
dnk,2007,31168
dnk,2008,36066
dnk,2009,35130.39844
dnk,2010,36175
dnk,2011,35918
dnk,2012,34585.53906
dnk,2013,37707.19922
dnk,2014,34382.19922
dnk,2015,35866.69922
dnk,2016,36337
dnk,2017,37498
dnk,2018,36453
dom,1970,0
dom,1971,0
dom,1972,0
dom,1973,0
dom,1974,0
dom,1975,0
dom,1976,0
dom,1977,0
dom,1978,0
dom,1979,0
dom,1980,0
dom,1981,0
dom,1982,0
dom,1983,3
dom,1984,50
dom,1985,193
dom,1986,301
dom,1987,323
dom,1988,277
dom,1989,221
dom,1990,280
dom,1991,615
dom,1992,815
dom,1993,1347
dom,1994,3982
dom,1995,2206
dom,1996,789
dom,1997,677
dom,1998,810
dom,1999,748
dom,2000,2125
dom,2001,2647
dom,2002,3554
dom,2003,1944
dom,2004,2000
dom,2005,980
dom,2006,980
dom,2007,1080
dom,2008,1080
dom,2009,1230
dom,2010,1280
dom,2011,2147.8999
dom,2012,1031.80005
dom,2013,1505
dom,2014,2180.5
dom,2015,2235
dom,2016,1985
dom,2017,2450
dom,2018,2500
dza,1960,0
dza,1961,0
dza,1962,0
dza,1963,0
dza,1964,0
dza,1965,0
dza,1966,0
dza,1967,0
dza,1968,0
dza,1969,0
dza,1970,0
dza,1971,0
dza,1972,0
dza,1973,0
dza,1974,0
dza,1975,0
dza,1976,0
dza,1977,0
dza,1978,0
dza,1979,0
dza,1980,0
dza,1981,0
dza,1982,0
dza,1983,2
dza,1984,95
dza,1985,141
dza,1986,250
dza,1987,274
dza,1988,304
dza,1989,368
dza,1990,407
dza,1991,150
dza,1992,147
dza,1993,300
dza,1994,389
dza,1995,369
dza,1996,322
dza,1997,322
dza,1998,283
dza,1999,250
dza,2000,351
dza,2001,454
dza,2002,476
dza,2003,417
dza,2004,586
dza,2005,368
dza,2006,288
dza,2007,405
dza,2008,2779.91602
dza,2009,2163.23193
dza,2010,1758.74194
dza,2011,2245.77002
dza,2012,2644.00195
dza,2013,2192.8811
dza,2014,2410.9729
dza,2015,1332.98999
dza,2016,1376
dza,2017,1416
dza,2018,5100.12012
ecu,1960,0
ecu,1961,0
ecu,1962,0
ecu,1963,0
ecu,1964,0
ecu,1965,0
ecu,1966,0
ecu,1967,0
ecu,1968,0
ecu,1969,10
ecu,1970,50
ecu,1971,50
ecu,1972,200
ecu,1973,513
ecu,1974,1030
ecu,1975,1591
ecu,1976,2155
ecu,1977,3552
ecu,1978,4113
ecu,1979,5009
ecu,1980,9565
ecu,1981,12554
ecu,1982,22016
ecu,1983,36273
ecu,1984,34225
ecu,1985,30876
ecu,1986,44339
ecu,1987,70099
ecu,1988,75631
ecu,1989,71211
ecu,1990,77730
ecu,1991,107145
ecu,1992,116694
ecu,1993,87763
ecu,1994,89096
ecu,1995,106223
ecu,1996,108880
ecu,1997,134497
ecu,1998,145790
ecu,1999,126575
ecu,2000,61311
ecu,2001,57587
ecu,2002,77636
ecu,2003,95278
ecu,2004,108673
ecu,2005,138562
ecu,2006,169588
ecu,2007,171020
ecu,2008,173222
ecu,2009,219463
ecu,2010,272720.8125
ecu,2011,309702
ecu,2012,322655
ecu,2013,332382
ecu,2014,368457
ecu,2015,426660.40625
ecu,2016,451339.875
ecu,2017,469755
ecu,2018,539755
egy,1960,4600
egy,1961,5200
egy,1962,5200
egy,1963,6000
egy,1964,7000
egy,1965,6200
egy,1966,5900
egy,1967,5600
egy,1968,5600
egy,1969,5900
egy,1970,6000
egy,1971,7000
egy,1972,8000
egy,1973,9000
egy,1974,9000
egy,1975,9000
egy,1976,11000
egy,1977,13000
egy,1978,15000
egy,1979,17000
egy,1980,19000
egy,1981,21000
egy,1982,24000
egy,1983,25000
egy,1984,27000
egy,1985,41846
egy,1986,45500
egy,1987,46400
egy,1988,52200
egy,1989,60500
egy,1990,61916
egy,1991,61617
egy,1992,63895
egy,1993,51210
egy,1994,56603
egy,1995,71815
egy,1996,91137
egy,1997,85704
egy,1998,139389
egy,1999,226276
egy,2000,340093
egy,2001,342864
egy,2002,376296
egy,2003,445181
egy,2004,471535
egy,2005,539748
egy,2006,595030
egy,2007,635516
egy,2008,693815
egy,2009,705490
egy,2010,919585
egy,2011,986820
egy,2012,1017738
egy,2013,1097544
egy,2014,1137091
egy,2015,1174831
egy,2016,1370660
egy,2017,1451841
egy,2018,1561457
eri,2000,12
eri,2001,32
eri,2002,42
eri,2003,42
eri,2004,10
eri,2005,0
eri,2006,0
eri,2007,0
eri,2008,0
eri,2009,0
eri,2010,0
eri,2011,0
eri,2012,0
eri,2013,0
eri,2014,0
eri,2015,0
eri,2016,0
eri,2017,0
eri,2018,0
esp,1960,6300
esp,1961,8000
esp,1962,56600
esp,1963,64200
esp,1964,65200
esp,1965,66900
esp,1966,65300
esp,1967,52000
esp,1968,69700
esp,1969,95800
esp,1970,156200
esp,1971,146700
esp,1972,164300
esp,1973,166900
esp,1974,173927
esp,1975,168312
esp,1976,186900
esp,1977,193768
esp,1978,235500
esp,1979,206760
esp,1980,205638
esp,1981,215150
esp,1982,225730
esp,1983,229310
esp,1984,247426
esp,1985,266608
esp,1986,268449
esp,1987,270734
esp,1988,271403
esp,1989,222924
esp,1990,203766
esp,1991,224971
esp,1992,168759
esp,1993,126130
esp,1994,177940
esp,1995,223965
esp,1996,231633
esp,1997,239169
esp,1998,313908
esp,1999,318469
esp,2000,309229
esp,2001,309091
esp,2002,254949
esp,2003,268279
esp,2004,293839
esp,2005,219335
esp,2006,292829.1875
esp,2007,281729.40625
esp,2008,249714.5
esp,2009,266668.8125
esp,2010,252352.25
esp,2011,271962.875
esp,2012,264162.96875
esp,2013,223710.03125
esp,2014,282241.53125
esp,2015,289821.25
esp,2016,283830.90625
esp,2017,311031.5625
esp,2018,347824.71875
est,1988,401
est,1989,1232
est,1990,936
est,1991,1337
est,1992,693
est,1993,330
est,1994,417
est,1995,315
est,1996,272
est,1997,260
est,1998,260
est,1999,200
est,2000,225
est,2001,467
est,2002,257
est,2003,372
est,2004,252
est,2005,555
est,2006,703
est,2007,772
est,2008,813
est,2009,653.59998
est,2010,573.03998
est,2011,388.34
est,2012,581.39801
est,2013,733.21399
est,2014,870.47498
est,2015,798.70001
est,2016,867.73303
est,2017,870.461
est,2018,943.66101
eth,1988,1
eth,1989,33
eth,1990,36
eth,1991,36
eth,1992,22
eth,1993,28
eth,1994,33
eth,1995,55
eth,1996,38
eth,1997,24
eth,1998,14
eth,1999,15
eth,2000,15
eth,2001,15
eth,2002,15
eth,2003,15
eth,2004,25
eth,2005,25
eth,2006,25
eth,2007,25
eth,2008,25
eth,2009,25
eth,2010,25
eth,2011,25
eth,2012,38
eth,2013,45.3
eth,2014,85.5
eth,2015,90.5
eth,2016,95
eth,2017,126
eth,2018,165
fin,1960,0
fin,1961,0
fin,1962,0
fin,1963,0
fin,1964,0
fin,1965,50
fin,1966,190
fin,1967,390
fin,1968,600
fin,1969,800
fin,1970,999
fin,1971,1201
fin,1972,1403
fin,1973,1200
fin,1974,1800
fin,1975,1800
fin,1976,2500
fin,1977,2500
fin,1978,3455
fin,1979,3275
fin,1980,4921
fin,1981,5698
fin,1982,6334
fin,1983,7746
fin,1984,9586
fin,1985,10166
fin,1986,11006
fin,1987,12689
fin,1988,16367
fin,1989,18550
fin,1990,18550
fin,1991,19271
fin,1992,17909
fin,1993,17526
fin,1994,16682
fin,1995,17345
fin,1996,17659
fin,1997,16426
fin,1998,16024
fin,1999,15449
fin,2000,15400
fin,2001,15739
fin,2002,15132
fin,2003,12558
fin,2004,12821
fin,2005,14355
fin,2006,12891
fin,2007,13025
fin,2008,13439
fin,2009,13627
fin,2010,11772
fin,2011,11275
fin,2012,12659
fin,2013,13613
fin,2014,13465
fin,2015,14877
fin,2016,14412.16992
fin,2017,14586.90039
fin,2018,14163.7002
fji,1960,0
fji,1961,0
fji,1962,0
fji,1963,0
fji,1964,0
fji,1965,0
fji,1966,0
fji,1967,0
fji,1968,0
fji,1969,0
fji,1970,0
fji,1971,0
fji,1972,0
fji,1973,0
fji,1974,0
fji,1975,0
fji,1976,0
fji,1977,0
fji,1978,0
fji,1979,0
fji,1980,0
fji,1981,0
fji,1982,0
fji,1983,0
fji,1984,6
fji,1985,757
fji,1986,8660
fji,1987,10896
fji,1988,5089
fji,1989,6045
fji,1990,6353
fji,1991,3493
fji,1992,2498.8999
fji,1993,1832.03406
fji,1994,184
fji,1995,200
fji,1996,255
fji,1997,365
fji,1998,2408
fji,1999,16860.01953
fji,2000,6991
fji,2001,4927
fji,2002,1206
fji,2003,394
fji,2004,561.5
fji,2005,561.5
fji,2006,1618
fji,2007,830
fji,2008,888
fji,2009,670.026
fji,2010,767.5
fji,2011,646
fji,2012,727
fji,2013,637
fji,2014,744
fji,2015,744
fji,2016,754
fji,2017,780
fji,2018,795
fra,1960,111100
fra,1961,116700
fra,1962,106900
fra,1963,110000
fra,1964,98220
fra,1965,111650
fra,1966,102700
fra,1967,115255
fra,1968,108610
fra,1969,104725
fra,1970,106444
fra,1971,85280
fra,1972,128308
fra,1973,127366
fra,1974,137010
fra,1975,164937
fra,1976,148586
fra,1977,180727
fra,1978,163893
fra,1979,188692
fra,1980,207039
fra,1981,200250
fra,1982,192707
fra,1983,196288
fra,1984,192609
fra,1985,226903
fra,1986,243671
fra,1987,231894
fra,1988,227544
fra,1989,225122
fra,1990,256653
fra,1991,245094
fra,1992,250254
fra,1993,277323
fra,1994,280954
fra,1995,280786
fra,1996,285526
fra,1997,287243
fra,1998,267850
fra,1999,264857
fra,2000,266802
fra,2001,251655
fra,2002,251758
fra,2003,239601
fra,2004,242167
fra,2005,244925
fra,2006,237375
fra,2007,237451
fra,2008,238248.59375
fra,2009,234002
fra,2010,203409
fra,2011,194118.70312
fra,2012,205556
fra,2013,200605.09375
fra,2014,180799.79688
fra,2015,163741.59375
fra,2016,165950
fra,2017,178650
fra,2018,185650
fro,1970,0
fro,1971,5
fro,1972,10
fro,1973,25
fro,1974,40
fro,1975,80
fro,1976,51
fro,1977,102
fro,1978,305
fro,1979,100
fro,1980,222
fro,1981,445
fro,1982,360
fro,1983,390
fro,1984,513
fro,1985,1620
fro,1986,2520
fro,1987,4523
fro,1988,5260
fro,1989,8131
fro,1990,13076
fro,1991,18283
fro,1992,19098
fro,1993,18752
fro,1994,15332
fro,1995,8611
fro,1996,17584
fro,1997,22538
fro,1998,20436
fro,1999,42544
fro,2000,34823
fro,2001,49167
fro,2002,56102
fro,2003,62746
fro,2004,46077
fro,2005,23455
fro,2006,18574
fro,2007,30699
fro,2008,46673
fro,2009,59295
fro,2010,47575
fro,2011,60473
fro,2012,76564
fro,2013,75909
fro,2014,86454
fro,2015,80600
fro,2016,83300
fro,2017,86800
fro,2018,78900
fsm,1984,0
fsm,1985,85
fsm,1986,1
fsm,1987,1
fsm,1988,1
fsm,1989,1
fsm,1990,0
fsm,1991,0
fsm,1992,0
fsm,1993,0
fsm,1994,0
fsm,1995,0
fsm,1996,0
fsm,1997,0
fsm,1998,0
fsm,1999,0
fsm,2000,0
fsm,2001,0
fsm,2002,0
fsm,2003,0
fsm,2004,0
fsm,2005,0
fsm,2006,0
fsm,2007,0
fsm,2008,0
fsm,2009,0
fsm,2010,0
fsm,2011,0
fsm,2012,0
fsm,2013,0
fsm,2014,0
fsm,2015,0
fsm,2016,0
fsm,2017,0
fsm,2018,0
gab,1970,0
gab,1971,0
gab,1972,0
gab,1973,0
gab,1974,0
gab,1975,0
gab,1976,0
gab,1977,0
gab,1978,0
gab,1979,0
gab,1980,0
gab,1981,0
gab,1982,0
gab,1983,0
gab,1984,2
gab,1985,2
gab,1986,3
gab,1987,3
gab,1988,2
gab,1989,2
gab,1990,2
gab,1991,3
gab,1992,5
gab,1993,8
gab,1994,28
gab,1995,39
gab,1996,62
gab,1997,57
gab,1998,158
gab,1999,558
gab,2000,558
gab,2001,102
gab,2002,83
gab,2003,80
gab,2004,80
gab,2005,78
gab,2006,126
gab,2007,124
gab,2008,124
gab,2009,126
gab,2010,130
gab,2011,130
gab,2012,48
gab,2013,46
gab,2014,45
gab,2015,45
gab,2016,45
gab,2017,45
gab,2018,45
gbr,1960,35
gbr,1961,135
gbr,1962,35
gbr,1963,35
gbr,1964,200
gbr,1965,300
gbr,1966,200
gbr,1967,200
gbr,1968,200
gbr,1969,200
gbr,1970,444
gbr,1971,516
gbr,1972,213
gbr,1973,401
gbr,1974,556
gbr,1975,876
gbr,1976,690
gbr,1977,585
gbr,1978,888
gbr,1979,2351
gbr,1980,2855
gbr,1981,4049
gbr,1982,11987
gbr,1983,11684
gbr,1984,17612
gbr,1985,20104
gbr,1986,24013
gbr,1987,29435
gbr,1988,36392
gbr,1989,49316
gbr,1990,50044
gbr,1991,60887
gbr,1992,56824
gbr,1993,68774
gbr,1994,85701
gbr,1995,93838
gbr,1996,109901
gbr,1997,129715
gbr,1998,137421
gbr,1999,154800
gbr,2000,152485
gbr,2001,170516
gbr,2002,179036
gbr,2003,181838
gbr,2004,207203
gbr,2005,172813
gbr,2006,171848
gbr,2007,174200
gbr,2008,175702
gbr,2009,196597.8125
gbr,2010,201363.84375
gbr,2011,198967.59375
gbr,2012,205594.70312
gbr,2013,203263
gbr,2014,214707.34375
gbr,2015,211749.42188
gbr,2016,194492.17188
gbr,2017,222611.10938
gbr,2018,197618
geo,1988,1273
geo,1989,630
geo,1990,607
geo,1991,2660
geo,1992,1045
geo,1993,580
geo,1994,228
geo,1995,157
geo,1996,101
geo,1997,61
geo,1998,96
geo,1999,83
geo,2000,86
geo,2001,80
geo,2002,52
geo,2003,56
geo,2004,72
geo,2005,107
geo,2006,150
geo,2007,180
geo,2008,422
geo,2009,705
geo,2010,850
geo,2011,1000
geo,2012,1155
geo,2013,1305
geo,2014,1495
geo,2015,1655
geo,2016,1805
geo,2017,2042
geo,2018,2381.5
gha,1966,4
gha,1967,10
gha,1968,20
gha,1969,46
gha,1970,94
gha,1971,122
gha,1972,142
gha,1973,168
gha,1974,181
gha,1975,199
gha,1976,219
gha,1977,238
gha,1978,256
gha,1979,273
gha,1980,289
gha,1981,306
gha,1982,329
gha,1983,353
gha,1984,450
gha,1985,357
gha,1986,359
gha,1987,386
gha,1988,427
gha,1989,330
gha,1990,360
gha,1991,410
gha,1992,430
gha,1993,465
gha,1994,500
gha,1995,550
gha,1996,550
gha,1997,400
gha,1998,1800
gha,1999,2900
gha,2000,5000
gha,2001,6000
gha,2002,6000
gha,2003,938
gha,2004,950
gha,2005,1154
gha,2006,2270
gha,2007,3820
gha,2008,5594
gha,2009,7154
gha,2010,10200
gha,2011,19092
gha,2012,27450
gha,2013,32513
gha,2014,38545
gha,2015,44610
gha,2016,52480
gha,2017,57415
gha,2018,76630
gin,1984,3
gin,1985,3
gin,1986,2
gin,1987,2
gin,1988,1
gin,1989,1
gin,1990,1
gin,1991,1
gin,1992,5
gin,1993,5
gin,1994,5
gin,1995,4
gin,1996,4
gin,1997,0
gin,1998,0
gin,1999,0
gin,2000,0
gin,2001,0
gin,2002,2
gin,2003,2
gin,2004,2
gin,2005,100
gin,2006,110
gin,2007,110
gin,2008,170
gin,2009,177
gin,2010,185
gin,2011,187.2
gin,2012,292.5
gin,2013,322.79999
gin,2014,351
gin,2015,409
gin,2016,477.79999
gin,2017,572.90002
gin,2018,686.59998
gmb,1984,0
gmb,1985,0
gmb,1986,0
gmb,1987,0
gmb,1988,0
gmb,1989,53
gmb,1990,60
gmb,1991,0
gmb,1992,0
gmb,1993,0
gmb,1994,0
gmb,1995,0
gmb,1996,4
gmb,1997,4
gmb,1998,4
gmb,1999,4
gmb,2000,5
gmb,2001,5
gmb,2002,5
gmb,2003,5
gmb,2004,5
gmb,2005,5
gmb,2006,75
gmb,2007,25
gmb,2008,25
gmb,2009,25
gmb,2010,25
gmb,2011,33
gmb,2012,33
gmb,2013,33
gmb,2014,35
gmb,2015,35
gmb,2016,35
gmb,2017,35
gmb,2018,35
gnb,1960,0
gnb,1961,0
gnb,1962,0
gnb,1963,0
gnb,1964,0
gnb,1965,0
gnb,1966,0
gnb,1967,0
gnb,1968,0
gnb,1969,0
gnb,1970,0
gnb,1971,0
gnb,1972,0
gnb,1973,0
gnb,1974,0
gnb,1975,0
gnb,1976,0
gnb,1977,0
gnb,1978,0
gnb,1979,0
gnb,1980,0
gnb,1981,0
gnb,1982,0
gnb,1983,0
gnb,1984,0
gnb,1985,0
gnb,1986,0
gnb,1987,0
gnb,1988,0
gnb,1989,0
gnb,1990,0
gnb,1991,0
gnb,1992,0
gnb,1993,0
gnb,1994,0
gnb,1995,0
gnb,1996,0
gnb,1997,0
gnb,1998,0
gnb,1999,0
gnb,2000,0
gnb,2001,0
gnb,2002,0
gnb,2003,0
gnb,2004,0
gnb,2005,0
gnb,2006,0
gnb,2007,0
gnb,2008,0
gnb,2009,0
gnb,2010,0
gnb,2011,0
gnb,2012,0
gnb,2013,0
gnb,2014,0
gnb,2015,0
gnb,2016,10
gnb,2017,35
gnb,2018,40
gnq,2006,2
gnq,2007,2
gnq,2008,2
gnq,2009,3
gnq,2010,15
gnq,2011,17
gnq,2012,15
gnq,2013,15
gnq,2014,15
gnq,2015,15
gnq,2016,15
gnq,2017,15
gnq,2018,15
grc,1960,330
grc,1961,290
grc,1962,390
grc,1963,450
grc,1964,530
grc,1965,620
grc,1966,630
grc,1967,800
grc,1968,860
grc,1969,950
grc,1970,1040
grc,1971,975
grc,1972,1080
grc,1973,1230
grc,1974,1400
grc,1975,1520
grc,1976,1612
grc,1977,1704
grc,1978,1826
grc,1979,1872
grc,1980,1963
grc,1981,2065
grc,1982,2110
grc,1983,2260
grc,1984,2542
grc,1985,2377
grc,1986,2296
grc,1987,2741
grc,1988,4087
grc,1989,4737
grc,1990,9523
grc,1991,12615
grc,1992,20306
grc,1993,32578
grc,1994,33182
grc,1995,32644
grc,1996,39852
grc,1997,48838
grc,1998,59926
grc,1999,84274
grc,2000,95418
grc,2001,97512
grc,2002,87928
grc,2003,101434
grc,2004,97143
grc,2005,106208
grc,2006,113384
grc,2007,113297
grc,2008,115068
grc,2009,122011
grc,2010,121244
grc,2011,110809.10156
grc,2012,110973.46875
grc,2013,113999.85156
grc,2014,104663
grc,2015,107161.79688
grc,2016,123707.10156
grc,2017,125524.70312
grc,2018,132392.20312
grd,1984,0
grd,1985,0
grd,1986,0
grd,1987,0
grd,1988,0
grd,1989,0
grd,1990,0
grd,1991,0
grd,1992,0
grd,1993,0
grd,1994,0
grd,1995,0
grd,1996,0
grd,1997,0
grd,1998,0
grd,1999,1
grd,2000,4
grd,2001,0
grd,2015,1.4
grd,2016,22.1
grd,2017,18
grd,2018,20
gtm,1981,8
gtm,1982,9
gtm,1983,12
gtm,1984,61
gtm,1985,459
gtm,1986,528
gtm,1987,651
gtm,1988,920
gtm,1989,713
gtm,1990,904
gtm,1991,831
gtm,1992,1235
gtm,1993,3286
gtm,1994,4393
gtm,1995,3675
gtm,1996,3421
gtm,1997,4407
gtm,1998,3124
gtm,1999,4850
gtm,2000,3963
gtm,2001,5100
gtm,2002,7978
gtm,2003,6346
gtm,2004,4908
gtm,2005,9008
gtm,2006,16293
gtm,2007,16400
gtm,2008,18727
gtm,2009,16623
gtm,2010,22792.23047
gtm,2011,21468
gtm,2012,17743
gtm,2013,19762
gtm,2014,21395
gtm,2015,22247.59961
gtm,2016,23448.90039
gtm,2017,26360
gtm,2018,28317
gum,1970,0
gum,1971,0
gum,1972,0
gum,1973,0
gum,1974,0
gum,1975,0
gum,1976,0
gum,1977,0
gum,1978,0
gum,1979,2
gum,1980,4
gum,1981,11
gum,1982,45
gum,1983,37
gum,1984,47
gum,1985,85
gum,1986,142
gum,1987,180
gum,1988,198
gum,1989,210
gum,1990,212
gum,1991,176
gum,1992,187
gum,1993,211
gum,1994,215
gum,1995,216
gum,1996,220
gum,1997,220
gum,1998,220
gum,1999,230
gum,2000,232
gum,2001,232
gum,2002,233
gum,2003,160
gum,2004,160
gum,2005,160
gum,2006,162
gum,2007,162
gum,2008,162
gum,2009,140.5
gum,2010,129
gum,2011,111
gum,2012,111
gum,2013,110
gum,2014,110
gum,2015,110
gum,2016,110
gum,2017,110
gum,2018,110
guy,1970,0
guy,1971,0
guy,1972,0
guy,1973,0
guy,1974,0
guy,1975,0
guy,1976,0
guy,1977,0
guy,1978,0
guy,1979,0
guy,1980,0
guy,1981,0
guy,1982,0
guy,1983,14
guy,1984,17
guy,1985,27
guy,1986,65
guy,1987,70
guy,1988,43
guy,1989,35
guy,1990,50
guy,1991,65
guy,1992,85
guy,1993,140
guy,1994,210
guy,1995,230
guy,1996,250
guy,1997,270
guy,1998,300
guy,1999,606
guy,2000,605
guy,2001,608
guy,2002,608
guy,2003,608
guy,2004,608
guy,2005,608
guy,2006,660
guy,2007,660
guy,2008,292
guy,2009,510.95999
guy,2010,487.60001
guy,2011,263.10001
guy,2012,261.17801
guy,2013,220.64999
guy,2014,367.496
