geo,time,eg_use_comm_gd_pp_kd
gtm,2008,80.61074
gtm,2009,92.089
gtm,2010,97.45247
gtm,2011,100.0322
gtm,2012,98.67852
gtm,2013,103.52212
gtm,2014,108.7704
guy,1990,106.13807
guy,2004,79.02116
guy,2005,83.28557
guy,2006,80.02202
guy,2007,74.65351
hkg,1990,52.45537
hkg,1991,51.4795
hkg,1992,57.57439
hkg,1993,53.74646
hkg,1994,51.17564
hkg,1995,49.78513
hkg,1996,47.0626
hkg,1997,43.07027
hkg,1998,59.74617
hkg,1999,71.46128
hkg,2000,56.14581
hkg,2001,58.19381
hkg,2002,53.12487
hkg,2003,53.03261
hkg,2004,45.82349
hkg,2005,42.2173
hkg,2006,41.60053
hkg,2007,41.97455
hkg,2008,40.29617
hkg,2009,43.48675
hkg,2010,37.90128
hkg,2011,39.03301
hkg,2012,37.08673
hkg,2013,35.19492
hkg,2014,34.96289
hnd,1990,120.35197
hnd,1991,125.57388
hnd,1992,123.4661
hnd,1993,118.49242
hnd,1994,122.74642
hnd,1995,122.89579
hnd,1996,121.12544
hnd,1997,126.49482
hnd,1998,131.10531
hnd,1999,116.12193
hnd,2000,110.72246
hnd,2001,116.2439
hnd,2002,116.56973
hnd,2003,121.20278
hnd,2004,122.97473
hnd,2005,121.20128
hnd,2006,110.5121
hnd,2007,122.21187
hnd,2008,116.29257
hnd,2009,114.20579
hnd,2010,112.74593
hnd,2011,120.38538
hnd,2012,117.08142
hnd,2013,115.56774
hnd,2014,115.48817
hrv,1995,111.71784
hrv,1996,108.8147
hrv,1997,108.43174
hrv,1998,109.60449
hrv,1999,109.24419
hrv,2000,102.21082
hrv,2001,102.97242
hrv,2002,100.20283
hrv,2003,101.86797
hrv,2004,97.76713
hrv,2005,95.13247
hrv,2006,90.15149
hrv,2007,89.35264
hrv,2008,85.49126
hrv,2009,89.16089
hrv,2010,89.20167
hrv,2011,87.13766
hrv,2012,83.92411
hrv,2013,82.46254
hrv,2014,78.83874
hti,1990,62.60885
hti,1991,61.37113
hti,1992,67.30455
hti,1993,68.77018
hti,1994,71.74274
hti,1995,76.94963
hti,1996,84.81712
hti,1997,87.01838
hti,1998,85.22365
hti,1999,84.07947
hti,2000,80.68606
hti,2001,82.72178
hti,2002,92.03255
hti,2003,85.42363
hti,2004,89.28814
hti,2005,128.97508
hti,2006,130.49229
hti,2007,130.58355
hti,2008,128.83934
hti,2009,123.43401
hti,2010,131.54194
hti,2011,129.55624
hti,2012,133.5782
hti,2013,128.85359
hti,2014,128.36449
hun,1991,160.83895
hun,1992,152.0681
hun,1993,156.44864
hun,1994,147.18975
hun,1995,150.62817
hun,1996,154.44134
hun,1997,146.78104
hun,1998,139.54348
hun,1999,134.38279
hun,2000,126.09515
hun,2001,124.06794
hun,2002,118.4665
hun,2003,116.19655
hun,2004,110.37894
hun,2005,111.83697
hun,2006,106.72272
hun,2007,104.1005
hun,2008,102.05499
hun,2009,102.53231
hun,2010,104.91483
hun,2011,99.96369
hun,2012,95.28694
hun,2013,89.64539
hun,2014,87.38759
hun,2015,88.36202
idn,1990,119.97137
idn,1991,117.71162
idn,1992,115.21759
idn,1993,118.83284
idn,1994,110.64738
idn,1995,112.76796
idn,1996,108.38455
idn,1997,106.99822
idn,1998,120.47263
idn,1999,125.20854
idn,2000,129.35134
idn,2001,127.73665
idn,2002,126.77512
idn,2003,121.33488
idn,2004,123.1515
idn,2005,118.58154
idn,2006,115.04205
idn,2007,107.66852
idn,2008,103.57039
idn,2009,107.00344
idn,2010,105.84094
idn,2011,96.03022
idn,2012,93.96526
idn,2013,91.34183
idn,2014,90.18534
ind,1990,193.0775
ind,1991,199.05659
ind,1992,195.60613
ind,1993,191.20447
ind,1994,186.15029
ind,1995,182.9845
ind,1996,175.3468
ind,1997,175.20751
ind,1998,168.96353
ind,1999,164.17849
ind,2000,161.82772
ind,2001,156.59331
ind,2002,155.36369
ind,2003,147.4912
ind,2004,143.93279
ind,2005,138.58992
ind,2006,134.99102
ind,2007,132.4701
ind,2008,134.8245
ind,2009,137.65854
ind,2010,132.62246
ind,2011,131.36571
ind,2012,130.72943
ind,2013,125.72195
ind,2014,124.41235
irl,1990,106.68332
irl,1991,105.54464
irl,1992,100.91565
irl,1993,100.13189
irl,1994,99.37708
irl,1995,91.42898
irl,1996,90.78213
irl,1997,86.12164
irl,1998,84.00092
irl,1999,79.71737
irl,2000,75.56198
irl,2001,74.65156
irl,2002,70.68541
irl,2003,66.96157
irl,2004,64.64449
irl,2005,61.52805
irl,2006,58.84471
irl,2007,57.3825
irl,2008,59.1229
irl,2009,60.17898
irl,2010,59.51018
irl,2011,53.76057
irl,2012,53.78508
irl,2013,52.67987
irl,2014,47.54004
irl,2015,39.43401
irn,1990,142.50926
irn,1991,140.55658
irn,1992,143.84047
irn,1993,153.29322
irn,1994,172.73038
irn,1995,176.7438
irn,1996,162.06098
irn,1997,180.46966
irn,1998,179.87894
irn,1999,202.16402
irn,2000,186.22315
irn,2001,200.33296
irn,2002,193.13447
irn,2003,183.59407
irn,2004,191.80926
irn,2005,206.288
irn,2006,205.33386
irn,2007,200.8719
irn,2008,214.72519
irn,2009,212.17605
irn,2010,200.60285
irn,2011,199.2892
irn,2012,224.03717
irn,2013,228.83875
irn,2014,234.71822
irq,1990,152.36823
irq,1991,337.37211
irq,1992,378.04873
irq,1993,377.67004
irq,1994,412.02653
irq,1995,387.57607
irq,1996,349.523
irq,1997,343.02936
irq,1998,181.47039
irq,1999,119.26834
irq,2000,120.0689
irq,2001,131.90993
irq,2002,136.63865
irq,2003,198.21511
irq,2004,132.99443
irq,2005,132.45699
irq,2006,118.30197
irq,2007,118.1497
irq,2008,118.24932
irq,2009,137.08868
irq,2010,146.70362
irq,2011,149.24554
irq,2012,146.38204
irq,2013,146.36471
irq,2014,146.44582
isl,1995,245.22417
isl,1996,252.69112
isl,1997,233.68948
isl,1998,231.60553
isl,1999,250.30784
isl,2000,267.06985
isl,2001,248.42202
isl,2002,254.31952
isl,2003,249.01357
isl,2004,228.53099
isl,2005,218.79126
isl,2006,254.90012
isl,2007,279.1381
isl,2008,308.56613
isl,2009,346.74493
isl,2010,358.70248
isl,2011,376.8218
isl,2012,363.95497
isl,2013,362.34033
isl,2014,355.12105
isl,2015,335.21116
isr,1995,106.59238
isr,1996,103.38057
isr,1997,104.90274
isr,1998,103.16983
isr,1999,96.94196
isr,2000,96.80787
isr,2001,101.52959
isr,2002,99.94942
isr,2003,103.65424
isr,2004,96.21962
isr,2005,88.67178
isr,2006,92.40774
isr,2007,89.13866
isr,2008,94.69258
isr,2009,88.06544
isr,2010,89.84211
isr,2011,84.93742
isr,2012,86.61708
isr,2013,78.79866
isr,2014,74.25192
isr,2015,74.46163
ita,1990,70.62567
ita,1991,71.26811
ita,1992,70.23638
ita,1993,70.46971
ita,1994,68.11426
ita,1995,71.87617
ita,1996,70.91531
ita,1997,70.6307
ita,1998,71.31755
ita,1999,71.25745
ita,2000,69.96329
ita,2001,68.85481
ita,2002,69.1618
ita,2003,72.37188
ita,2004,71.85117
ita,2005,72.63023
ita,2006,70.7019
ita,2007,69.44041
ita,2008,69.19133
ita,2009,68.20977
ita,2010,68.68939
ita,2011,65.94201
ita,2012,65.28159
ita,2013,64.05745
ita,2014,60.51562
ita,2015,61.66183
jam,1990,133.92294
jam,1991,128.22202
jam,1992,132.37964
jam,1993,121.34725
jam,1994,122.02856
jam,1995,126.89953
jam,1996,133.89102
jam,1997,135.42553
jam,1998,144.11049
jam,1999,146.59749
jam,2000,153.7189
jam,2001,152.15298
jam,2002,139.10806
jam,2003,139.79786
jam,2004,139.55696
jam,2005,136.64822
jam,2006,148.79545
jam,2007,147.52711
jam,2008,125.14643
jam,2009,112.21936
jam,2010,100.83018
jam,2011,105.72971
jam,2012,103.29452
jam,2013,106.78112
jam,2014,103.49743
jor,1990,115.86482
jor,1991,117.8628
jor,1992,115.79417
jor,1993,109.77766
jor,1994,112.11956
jor,1995,112.47928
jor,1996,113.0456
jor,1997,111.78916
jor,1998,112.21768
jor,1999,108.20061
jor,2000,108.65878
jor,2001,102.19059
jor,2002,101.4696
jor,2003,99.59984
jor,2004,110.26759
jor,2005,109.47584
jor,2006,103.96797
jor,2007,101.09322
jor,2008,92.44419
jor,2009,92.86608
jor,2010,86.44807
jor,2011,83.70241
jor,2012,90.7833
jor,2013,87.09423
jor,2014,89.1734
jpn,1990,107.8389
jpn,1991,105.30883
jpn,1992,106.86994
jpn,1993,108.12328
jpn,1994,112.88954
jpn,1995,112.85439
jpn,1996,111.72273
jpn,1997,111.80552
jpn,1998,111.14865
jpn,1999,113.29518
jpn,2000,112.43072
jpn,2001,110.19116
jpn,2002,109.95266
jpn,2003,107.46764
jpn,2004,108.5312
jpn,2005,106.2199
jpn,2006,104.61363
jpn,2007,102.15282
jpn,2008,99.4924
jpn,2009,100.56659
jpn,2010,102.26612
jpn,2011,94.64871
jpn,2012,91.32003
jpn,2013,90.16078
jpn,2014,87.33778
jpn,2015,84.85986
kaz,1990,333.40555
kaz,1991,382.25134
kaz,1992,424.63534
kaz,1993,389.2406
kaz,1994,394.55668
kaz,1995,386.22126
kaz,1996,333.61248
kaz,1997,285.66457
kaz,1998,290.0376
kaz,1999,257.88978
kaz,2000,233.28707
kaz,2001,198.97108
kaz,2002,208.48269
kaz,2003,206.90451
kaz,2004,222.44718
kaz,2005,203.13062
kaz,2006,221.54441
kaz,2007,218.86606
kaz,2008,223.97766
kaz,2009,201.08802
kaz,2010,204.07684
kaz,2011,212.59914
kaz,2012,193.76407
kaz,2013,201.7887
kaz,2014,182.07766
ken,1990,126.49164
ken,1991,127.03921
ken,1992,131.43285
ken,1993,134.23696
ken,1994,132.2338
ken,1995,132.70548
ken,1996,132.07692
ken,1997,133.01856
ken,1998,133.59388
ken,1999,133.44876
ken,2000,137.33646
ken,2001,134.13593
ken,2002,135.1816
ken,2003,134.20828
ken,2004,134.24488
ken,2005,131.30589
ken,2006,128.58229
ken,2007,122.96259
ken,2008,127.00032
ken,2009,130.18395
ken,2010,125.82275
ken,2011,122.18072
ken,2012,118.27166
ken,2013,120.51646
ken,2014,127.11611
kgz,1990,330.49819
kgz,1991,325.50724
kgz,1992,277.14809
kgz,1993,254.81356
kgz,1994,230.20302
kgz,1995,207.68306
kgz,1996,224.28795
kgz,1997,191.92243
kgz,1998,200.07996
kgz,1999,168.66867
kgz,2000,153.74902
kgz,2001,135.69676
kgz,2002,152.49941
kgz,2003,151.68757
kgz,2004,139.69867
kgz,2005,141.72325
kgz,2006,135.28616
kgz,2007,145.32621
kgz,2008,143.38873
kgz,2009,127.25349
kgz,2010,122.04609
kgz,2011,138.48494
kgz,2012,173.08555
kgz,2013,149.05152
kgz,2014,137.73606
khm,1995,225.1258
khm,1996,222.34772
khm,1997,217.24443
khm,1998,236.24982
khm,1999,209.87813
khm,2000,189.47183
khm,2001,176.10933
khm,2002,192.42174
khm,2003,182.68136
khm,2004,136.36855
khm,2005,122.07088
khm,2006,109.9907
khm,2007,101.21659
khm,2008,95.15728
khm,2009,138.46105
khm,2010,136.29039
khm,2011,133.16611
khm,2012,129.28964
khm,2013,124.35176
khm,2014,123.90124
kir,1990,46.03715
kir,2004,42.29892
kir,2005,40.30325
kir,2006,50.40391
kir,2007,54.33854
kna,1990,37.75679
kna,2004,80.40979
kna,2005,76.17034
kna,2006,73.8444
kna,2007,77.12017
kor,1990,171.24461
kor,1991,166.15571
kor,1992,173.69763
kor,1993,182.30873
kor,1994,177.16845
kor,1995,177.15478
kor,1996,178.40771
kor,1997,182.942
kor,1998,176.06316
kor,1999,174.67025
kor,2000,174.30475
kor,2001,168.80122
kor,2002,162.96398
kor,2003,161.21203
kor,2004,157.46022
kor,2005,152.37819
kor,2006,147.13072
kor,2007,144.59923
kor,2008,143.44725
kor,2009,143.67106
kor,2010,146.69465
kor,2011,147.40714
kor,2012,145.59327
kor,2013,141.31592
kor,2014,139.31071
kor,2015,139.416
kos,2008,180.27027
kos,2009,188.60032
kos,2010,184.19781
kos,2011,175.54337
kos,2012,161.67052
kos,2013,152.79396
kos,2014,138.61294
kwt,1992,131.35516
kwt,1993,136.65923
kwt,1994,147.84473
kwt,1995,144.5433
kwt,1996,141.29629
kwt,1997,139.28426
kwt,1998,153.51213
kwt,1999,167.75511
kwt,2000,166.44519
kwt,2001,177.26173
kwt,2002,176.95749
kwt,2003,160.7946
kwt,2004,155.63582
kwt,2005,158.24926
kwt,2006,143.72425
kwt,2007,138.77852
kwt,2008,148.04666
kwt,2009,174.28254
kwt,2010,182.30592
kwt,2011,167.86968
kwt,2012,180.82917
kwt,2013,167.91996
kwt,2014,162.03541
lbn,1990,92.29037
lbn,1991,76.43333
lbn,1992,66.51811
lbn,1993,86.02369
lbn,1994,87.18556
lbn,1995,93.89618
lbn,1996,88.97302
lbn,1997,99.4255
lbn,1998,94.24274
lbn,1999,99.12335
lbn,2000,88.913
lbn,2001,91.79344
lbn,2002,88.18832
lbn,2003,85.52203
lbn,2004,81.00236
lbn,2005,75.23223
lbn,2006,70.44003
lbn,2007,56.79061
lbn,2008,66.92554
lbn,2009,74.32659
lbn,2010,66.04166
lbn,2011,65.14533
lbn,2012,71.78647
lbn,2013,68.18973
lbn,2014,70.53098
lby,1999,174.29136
lby,2000,176.40233
lby,2001,185.00887
lby,2002,194.26927
lby,2003,176.85968
lby,2004,174.05078
lby,2005,154.15028
lby,2006,146.33931
lby,2007,127.94248
lby,2008,132.74925
lby,2009,145.08554
lby,2010,148.78179
lby,2011,258.3519
lby,2012,145.90557
lby,2013,190.08677
lby,2014,230.19427
lca,1990,34.53166
lca,2004,54.33238
lca,2005,55.92013
lca,2006,50.94539
lca,2007,53.88685
lka,1990,82.09253
lka,1991,79.66895
lka,1992,78.30406
lka,1993,77.2248
lka,1994,70.22513
lka,1995,68.71669
lka,1996,74.08295
lka,1997,72.15343
lka,1998,70.05789
lka,1999,71.72669
lka,2000,74.52581
lka,2001,73.17735
lka,2002,71.68301
lka,2003,71.66034
lka,2004,68.86856
lka,2005,66.31542
lka,2006,62.15271
lka,2007,59.33697
lka,2008,55.12263
lka,2009,52.83828
lka,2010,52.67655
lka,2011,52.16709
lka,2012,51.43767
lka,2013,44.34716
lka,2014,45.10904
lso,2004,7.36858
lso,2005,8.39347
lso,2006,4.63648
lso,2007,4.45011
ltu,1995,225.66155
ltu,1996,231.4967
ltu,1997,202.43271
ltu,1998,197.72339
ltu,1999,170.41642
ltu,2000,147.15579
ltu,2001,160.34709
ltu,2002,160.85246
ltu,2003,151.86563
ltu,2004,144.55051
ltu,2005,126.47971
ltu,2006,116.02462
ltu,2007,113.30364
ltu,2008,111.10417
ltu,2009,120.13115
ltu,2010,95.05003
ltu,2011,92.89997
ltu,2012,90.33728
ltu,2013,82.4318
ltu,2014,79.9601
lux,1990,125.23289
lux,1991,123.13343
lux,1992,121.35326
lux,1993,118.09698
lux,1994,109.78943
lux,1995,95.86328
lux,1996,95.90895
lux,1997,88.52571
lux,1998,80.13631
lux,1999,77.21344
lux,2000,77.30835
lux,2001,78.92626
lux,2002,79.41288
lux,2003,81.62362
lux,2004,87.2156
lux,2005,86.7956
lux,2006,80.9074
lux,2007,72.72321
lux,2008,72.88949
lux,2009,70.85198
lux,2010,72.84579
lux,2011,71.29663
lux,2012,68.86381
lux,2013,64.68033
lux,2014,60.54973
lux,2015,57.85693
lva,1995,192.64809
lva,1996,184.72081
lva,1997,166.3377
lva,1998,152.81704
lva,1999,136.65009
lva,2000,124.57163
lva,2001,125.70864
lva,2002,116.30341
lva,2003,113.87058
lva,2004,107.93576
lva,2005,99.46418
lva,2006,91.99054
lva,2007,85.58642
lva,2008,84.58071
lva,2009,94.69148
lva,2010,101.46511
lva,2011,93.43518
lva,2012,90.55263
lva,2013,87.23848
lva,2014,85.62279
mar,1990,79.76288
mar,1991,78.17929
mar,1992,84.58515
mar,1993,88.43446
mar,1994,85.64008
mar,1995,89.69874
mar,1996,83.891
mar,1997,87.84538
mar,1998,83.48675
mar,1999,87.81361
mar,2000,86.6144
mar,2001,85.5553
mar,2002,84.32888
mar,2003,79.2348
mar,2004,89.69971
mar,2005,91.92182
mar,2006,86.89586
mar,2007,86.56549
mar,2008,84.85784
mar,2009,81.99021
mar,2010,82.84774
mar,2011,84.8196
mar,2012,83.50431
mar,2013,80.22077
mar,2014,79.12561
mda,1995,280.55734
mda,1996,256.18066
mda,1997,240.57753
mda,1998,237.63366
mda,1999,214.42488
mda,2000,194.31516
mda,2001,193.88769
mda,2002,182.42506
mda,2003,185.75051
mda,2004,173.81149
mda,2005,167.45057
mda,2006,157.64254
mda,2007,148.92122
mda,2008,137.63527
mda,2009,139.07468
mda,2010,143.352
mda,2011,133.3363
mda,2012,132.70755
mda,2013,109.38417
mda,2014,112.03864
mdv,2004,53.89924
mdv,2005,55.84066
mdv,2006,56.67687
mdv,2007,54.62771
mex,1990,98.56082
mex,1991,99.29206
mex,1992,96.69607
mex,1993,96.44971
mex,1994,93.97682
mex,1995,97.08053
mex,1996,92.92647
mex,1997,91.51964
mex,1998,89.45272
mex,1999,89.56847
mex,2000,85.41268
mex,2001,88.78872
mex,2002,89.26142
mex,2003,93.21973
mex,2004,90.67983
mex,2005,94.72925
mex,2006,92.72018
mex,2007,90.05129
mex,2008,88.1275
mex,2009,93.16319
mex,2010,86.10208
mex,2011,87.26781
mex,2012,87.91109
mex,2013,86.91298
mex,2014,82.6932
mex,2015,79.77935
mhl,2004,155.60789
mhl,2005,152.02995
mhl,2006,157.82611
mhl,2007,163.07971
mkd,1990,109.06354
mkd,1991,113.90345
mkd,1992,135.641
mkd,1993,150.49818
mkd,1994,136.65026
mkd,1995,139.65467
mkd,1996,163.12698
mkd,1997,146.23638
mkd,1998,152.10981
mkd,1999,136.75248
mkd,2000,128.75774
mkd,2001,128.29807
mkd,2002,123.98961
mkd,2003,133.88445
mkd,2004,125.92317
mkd,2005,122.6191
mkd,2006,122.11239
mkd,2007,118.32028
mkd,2008,112.00693
mkd,2009,104.77091
mkd,2010,103.67615
mkd,2011,109.81502
mkd,2012,104.66303
mkd,2013,92.73624
mkd,2014,86.91599
mlt,1990,121.78875
mlt,1991,110.83728
mlt,1992,104.68387
mlt,1993,128.19139
mlt,1994,110.0252
mlt,1995,95.20641
mlt,1996,90.26042
mlt,1997,96.31848
mlt,1998,80.75225
mlt,1999,84.0871
mlt,2000,63.01043
mlt,2001,74.24231
mlt,2002,67.48222
mlt,2003,73.0075
mlt,2004,73.22241
mlt,2005,75.23016
mlt,2006,69.41925
mlt,2007,69.74965
mlt,2008,64.0737
mlt,2009,60.30382
mlt,2010,61.22423
mlt,2011,60.62093
mlt,2012,61.61017
mlt,2013,51.10055
mlt,2014,47.85092
mmr,1990,457.90294
mmr,1991,445.55435
mmr,1992,439.64648
mmr,1993,404.68916
mmr,1994,402.87293
mmr,1995,388.69302
mmr,1996,365.0257
mmr,1997,351.4842
mmr,1998,341.35059
mmr,1999,315.76932
mmr,2000,289.71693
mmr,2001,251.73228
mmr,2002,232.97032
mmr,2003,223.64092
mmr,2004,207.52674
mmr,2005,183.35481
mmr,2006,164.11267
mmr,2007,151.35613
mmr,2008,131.36449
mmr,2009,112.72127
mmr,2010,100.30087
mmr,2011,95.30122
mmr,2012,97.82325
mmr,2013,96.19332
mmr,2014,103.3377
mne,2005,124.27896
mne,2006,125.6161
mne,2007,118.65707
mne,2008,118.91015
mne,2009,100.70373
mne,2010,113.23371
mne,2011,105.02042
mne,2012,101.87824
mne,2013,90.92415
mne,2014,87.03245
mng,1990,313.48987
mng,1991,384.35882
mng,1992,370.75149
mng,1993,358.10801
mng,1994,303.20441
mng,1995,284.35269
mng,1996,234.27431
mng,1997,220.86016
mng,1998,215.42802
mng,1999,209.295
mng,2000,220.991
mng,2001,216.27917
mng,2002,221.11906
mng,2003,201.83005
mng,2004,187.86946
mng,2005,201.77379
mng,2006,211.46953
mng,2007,200.93711
mng,2008,185.216
mng,2009,194.89088
mng,2010,194.01833
mng,2011,180.98684
mng,2012,178.28735
mng,2013,175.96806
mng,2014,166.68941
moz,1990,967.45646
moz,1991,917.7403
moz,1992,990.07838
moz,1993,912.73409
moz,1994,865.78026
moz,1995,865.0615
moz,1996,792.42764
moz,1997,733.14747
moz,1998,673.53794
moz,1999,614.88736
moz,2000,642.08359
moz,2001,602.71275
moz,2002,558.67665
moz,2003,551.2535
moz,2004,530.59228
moz,2005,504.30441
moz,2006,473.46619
moz,2007,458.37426
moz,2008,435.4021
moz,2009,424.65015
moz,2010,412.05611
moz,2011,399.02745
moz,2012,378.98215
moz,2013,366.96829
moz,2014,363.70781
mus,1990,78.77586
mus,1991,76.85939
mus,1992,75.80832
mus,1993,75.33907
mus,1994,71.0736
mus,1995,72.85635
mus,1996,70.23315
mus,1997,68.2815
mus,1998,68.51062
mus,1999,69.86809
mus,2000,71.58785
mus,2001,72.73368
mus,2002,70.9736
mus,2003,70.26221
mus,2004,68.57003
mus,2005,69.68282
mus,2006,71.05075
mus,2007,67.58088
mus,2008,65.61064
mus,2009,61.95792
mus,2010,62.71365
mus,2011,60.35653
mus,2012,59.27176
mus,2013,58.92157
mus,2014,57.76555
mys,1990,117.50025
mys,1991,132.33714
mys,1992,134.00274
mys,1993,131.85648
mys,1994,120.11451
mys,1995,118.32679
mys,1996,119.02855
mys,1997,129.07899
mys,1998,132.44752
mys,1999,126.40983
mys,2000,132.4249
mys,2001,137.10468
mys,2002,134.46954
mys,2003,136.18654
mys,2004,137.15453
mys,2005,141.24295
mys,2006,134.50609
mys,2007,138.56198
mys,2008,138.16815
mys,2009,133.30053
mys,2010,126.67525
mys,2011,125.44596
mys,2012,121.02408
mys,2013,130.36621
mys,2014,125.63467
nam,1991,75.37021
nam,1992,74.83415
nam,1993,81.85369
nam,1994,86.70938
nam,1995,91.3917
nam,1996,95.14388
nam,1997,93.32125
nam,1998,94.2704
nam,1999,90.88557
nam,2000,83.5016
nam,2001,97.85089
nam,2002,86.44631
nam,2003,86.42859
nam,2004,80.71627
nam,2005,85.32841
nam,2006,79.83307
nam,2007,77.9665
nam,2008,80.89211
nam,2009,82.10723
nam,2010,80.39734
nam,2011,78.98318
nam,2012,77.90381
nam,2013,77.83305
nam,2014,76.27738
ner,2000,139.00809
ner,2001,133.42456
ner,2002,132.0327
ner,2003,134.95467
ner,2004,140.61216
ner,2005,132.41397
ner,2006,128.19142
ner,2007,130.03378
ner,2008,126.37954
ner,2009,131.40342
ner,2010,130.63268
ner,2011,110.84423
ner,2012,117.91329
ner,2013,141.0594
ner,2014,133.13182
nga,1990,214.01527
nga,1991,223.47327
nga,1992,222.02509
nga,1993,230.27904
nga,1994,228.78428
nga,1995,235.25951
nga,1996,235.37915
nga,1997,236.40827
nga,1998,232.0394
nga,1999,238.94989
nga,2000,236.35434
nga,2001,234.29104
nga,2002,209.65715
nga,2003,206.40791
nga,2004,194.27725
nga,2005,189.7127
nga,2006,180.35554
nga,2007,175.17049
nga,2008,168.94219
nga,2009,153.89255
nga,2010,153.34465
nga,2011,154.01627
nga,2012,155.63672
nga,2013,146.39182
nga,2014,138.42974
nic,1990,140.06022
nic,1991,148.90933
nic,1992,152.88152
nic,1993,151.03137
nic,1994,147.70836
nic,1995,143.46458
nic,1996,137.38679
nic,1997,138.30598
nic,1998,134.0973
nic,1999,127.07829
nic,2000,125.08605
nic,2001,122.54891
nic,2002,126.06293
nic,2003,125.84672
nic,2004,124.95658
nic,2005,121.76945
nic,2006,115.8223
nic,2007,112.05816
nic,2008,109.54684
nic,2009,113.94219
nic,2010,110.06052
nic,2011,107.10301
nic,2012,108.08289
nic,2013,110.2868
nic,2014,109.53848
nld,1990,120.52581
nld,1991,124.23188
nld,1992,120.36969
nld,1993,119.92003
nld,1994,117.20708
nld,1995,121.02881
nld,1996,123.24296
nld,1997,114.49475
nld,1998,110.22196
nld,1999,103.19196
nld,2000,99.93348
nld,2001,100.4856
nld,2002,101.61449
nld,2003,105.01379
nld,2004,104.67649
nld,2005,100.86369
nld,2006,96.38682
nld,2007,92.77832
nld,2008,90.03103
nld,2009,91.5002
nld,2010,96.57952
nld,2011,88.1599
nld,2012,89.59218
nld,2013,89.08164
nld,2014,82.88508
nld,2015,79.90778
nld_curacao,2000,529.83425
nld_curacao,2001,556.04859
nld_curacao,2002,543.72225
nld_curacao,2003,517.04252
nld_curacao,2004,545.65463
nld_curacao,2005,521.55785
nld_curacao,2006,505.77886
nld_curacao,2007,560.1017
nld_curacao,2008,524.39345
nld_curacao,2009,540.40224
nld_curacao,2010,480.32465
nld_curacao,2011,567.37273
nld_curacao,2012,477.72299
nld_curacao,2013,426.39614
nld_curacao,2014,471.57911
nor,1990,117.87598
nor,1991,118.09202
nor,1992,115.90175
nor,1993,119.95906
nor,1994,111.80158
nor,1995,109.44596
nor,1996,101.05733
nor,1997,101.57402
nor,1998,103.37915
nor,1999,106.1372
nor,2000,101.98398
nor,2001,102.62349
nor,2002,93.97059
nor,2003,101.02847
nor,2004,95.04725
nor,2005,93.7883
nor,2006,92.82511
nor,2007,91.50787
nor,2008,106.2242
nor,2009,105.10885
nor,2010,113.02685
nor,2011,92.38003
nor,2012,95.27464
nor,2013,103.68612
nor,2014,89.68814
nor,2015,92.36174
npl,1990,189.41423
npl,1991,183.84189
npl,1992,180.89274
npl,1993,178.78601
npl,1994,171.07279
npl,1995,170.54333
npl,1996,165.80933
npl,1997,162.94397
npl,1998,162.28192
npl,1999,163.97569
npl,2000,162.99774
npl,2001,160.65171
npl,2002,162.23822
npl,2003,160.49608
npl,2004,155.52638
npl,2005,155.38796
npl,2006,150.31945
npl,2007,148.17922
npl,2008,144.53942
npl,2009,142.3621
npl,2010,139.81784
npl,2011,139.92983
npl,2012,128.07254
npl,2013,137.55266
npl,2014,135.03387
nzl,1990,137.2304
nzl,1991,142.20958
nzl,1992,143.82987
nzl,1993,142.46253
nzl,1994,140.36186
nzl,1995,135.95786
nzl,1996,135.85531
nzl,1997,139.04871
nzl,1998,136.04449
nzl,1999,134.21119
nzl,2000,134.91533
nzl,2001,130.49855
nzl,2002,124.83407
nzl,2003,117.85659
nzl,2004,116.14132
nzl,2005,109.80934
nzl,2006,106.78164
nzl,2007,104.80023
nzl,2008,107.62943
nzl,2009,108.60506
nzl,2010,112.19902
nzl,2011,109.3048
nzl,2012,112.14959
nzl,2013,110.11099
nzl,2014,112.60882
nzl,2015,107.85918
omn,1990,76.75578
omn,1991,100.1542
omn,1992,86.33254
omn,1993,88.51003
omn,1994,86.7322
omn,1995,83.4421
omn,1996,83.24088
omn,1997,84.4335
omn,1998,82.84524
omn,1999,85.57962
omn,2000,86.34719
omn,2001,83.83011
omn,2002,89.1277
omn,2003,97.56374
omn,2004,98.62828
omn,2005,108.22744
omn,2006,159.99947
omn,2007,175.68542
omn,2008,143.61631
omn,2009,136.75518
omn,2010,159.11685
omn,2011,181.86561
omn,2012,179.65224
omn,2013,176.21579
omn,2014,173.20375
pak,1990,136.67103
pak,1991,133.39205
pak,1992,131.91756
pak,1993,136.22587
pak,1994,136.71333
pak,1995,136.03881
pak,1996,136.55084
pak,1997,138.7737
pak,1998,138.25162
pak,1999,140.82138
pak,2000,138.67655
pak,2001,136.10131
pak,2002,134.26263
pak,2003,132.69027
pak,2004,132.27033
pak,2005,128.76006
pak,2006,126.66296
pak,2007,127.29831
pak,2008,123.06756
pak,2009,121.47822
pak,2010,121.28616
pak,2011,118.92994
pak,2012,116.22948
pak,2013,114.03613
pak,2014,110.3349
pan,1990,56.25239
pan,1991,55.73101
pan,1992,58.71432
pan,1993,56.47973
pan,1994,57.82762
pan,1995,57.66454
pan,1996,59.22161
pan,1997,57.82247
pan,1998,62.46977
pan,1999,59.25401
pan,2000,58.43484
