geo,time,ne_gdi_ftot_kd
aus,2020,344376874634.72601
aut,1970,33993421260.3895
aut,1971,38681271883.6235
aut,1972,43376221170.3317
aut,1973,43527671898.9277
aut,1974,45255147965.2184
aut,1975,43014161595.3242
aut,1976,44656447042.84689
aut,1977,48645221331.5203
aut,1978,45496632336.35
aut,1979,48147237551.3082
aut,1980,49747117416.1512
aut,1981,49719315242.1379
aut,1982,45580269637.0711
aut,1983,45384313017.8934
aut,1984,45273057722.2988
aut,1985,48071666409.302
aut,1986,48978309305.9277
aut,1987,51118876992.6301
aut,1988,54728394256.4914
aut,1989,57169797487.3836
aut,1990,60309755581.77769
aut,1991,65327326807.7961
aut,1992,65416790160.7058
aut,1993,64616133482.957
aut,1994,67941158327.5074
aut,1995,68071556049.0039
aut,1996,71050187640.5625
aut,1997,71576019084.81641
aut,1998,74031016067.6445
aut,1999,74938431185.2422
aut,2000,79306283867.15228
aut,2001,78425541439.4453
aut,2002,76178089937.9375
aut,2003,79105417653.43358
aut,2004,79849490283.27341
aut,2005,80051332868.33591
aut,2006,80972494850.64841
aut,2007,84733111127.5195
aut,2008,86094683156.6367
aut,2009,79915117970.75391
aut,2010,77848084360.39059
aut,2011,83024849605.4687
aut,2012,83776977298.8945
aut,2013,85087323117.8515
aut,2014,84744461444.39059
aut,2015,86694874154.82028
aut,2016,90427808085.07027
aut,2017,94258856240.2382
aut,2018,98408234738.85539
aut,2019,103126948682.168
aut,2020,97770020733.91008
aze,2015,14768104626.1956
bdi,1997,130653950.49158
bdi,1998,147356901.85582
bdi,1999,129147362.42344
bdi,2000,276811182.54621
bdi,2001,281420646.11906
bdi,2002,288043195.33871
bdi,2003,295156450.71789
bdi,2004,352176040.43481
bdi,2005,357583019.75644
bdi,2006,356343958.1717
bdi,2007,347335835.35291
bdi,2008,324001438.56159
bdi,2009,359551675.79392
bdi,2010,416992440.26249
bdi,2011,405902251.70192
bdi,2012,402753996.30495
bdi,2013,403125113.33342
bdi,2014,402914944.73869
bdi,2015,383089224.02931
bdi,2016,280014133.2283
bdi,2017,273036406.53735
bdi,2018,341088994.7944
bdi,2019,391941017.86334
bdi,2020,378010900.29284
bel,1970,41039909890.9265
bel,1971,40259922328.8171
bel,1972,41626668016.5433
bel,1973,44550263330.67529
bel,1974,47641233102.4097
bel,1975,46751632323.7839
bel,1976,48618642950.2253
bel,1977,48639034687.6421
bel,1978,49983534641.91129
bel,1979,48623326204.1367
bel,1980,54745078001.8277
bel,1981,46241063338.8535
bel,1982,44391421027.2019
bel,1983,42033242358.2355
bel,1984,43017755307.5769
bel,1985,44938715998.325
bel,1986,46317033905.5003
bel,1987,48608544163.8949
bel,1988,56394717300.7894
bel,1989,63022732063.8824
bel,1990,68430572230.1523
bel,1991,65594866979.65111
bel,1992,66306506328.6722
bel,1993,64636711618.5394
bel,1994,64884777620.1382
bel,1995,67086364077.7734
bel,1996,67457496139.68751
bel,1997,71976542143.20309
bel,1998,73597429525.1172
bel,1999,76611421292.5
bel,2000,80418381922.8125
bel,2001,81726053815.70309
bel,2002,78350471797.26558
bel,2003,78247065195.8593
bel,2004,85312665185.9375
bel,2005,90207725108.08591
bel,2006,91926582478.24208
bel,2007,98620606601.24989
bel,2008,100501230950.85899
bel,2009,93845374071.28899
bel,2010,93851920197.34369
bel,2011,98751196268.4765
bel,2012,99391829011.52339
bel,2013,97135967402.30461
bel,2014,102339028102.89101
bel,2015,106168068039.72701
bel,2016,110579713195.42999
bel,2017,112130368411.367
bel,2018,115527918785.039
bel,2019,120712339669.062
bel,2020,113275274763.203
ben,1982,1042520164.05781
ben,1983,595612048.60927
ben,1984,467583421.41522
ben,1985,326831339.0285
ben,1986,434979801.70949
ben,1987,490644514.49801
ben,1988,403966630.50539
ben,1989,392472108.50477
ben,1990,470644971.61353
ben,1991,516981727.5267
ben,1992,550690182.55221
ben,1993,596407629.95726
ben,1994,584367867.55066
ben,1995,674477680.16093
ben,1996,684944017.34607
ben,1997,742063906.71903
ben,1998,773602407.2257
ben,1999,831421803.2221
ben,2000,827742116.74092
ben,2001,963126291.14072
ben,2002,916351416.59071
ben,2003,990716805.67215
ben,2004,971359802.08105
ben,2005,889869853.38754
ben,2006,875006735.9966
ben,2007,1092021953.72656
ben,2008,1103070064.58093
ben,2009,1189111106.39387
ben,2010,1307414825.18022
ben,2011,1360639632.97749
ben,2012,1354682013.73552
ben,2013,1982161313.28254
ben,2014,2223638749.36846
ben,2015,2334087772.6202
ben,2016,2341658664.73887
ben,2017,2934962395.13809
ben,2018,3411091836.29717
ben,2019,3766156912.65921
ben,2020,3845608196.35335
bfa,1983,288169566.29433
bfa,1984,293004102.57971
bfa,1985,416864634.1307
bfa,1986,416955154.28001
bfa,1987,436458299.03372
bfa,1988,437013931.58896
bfa,1989,489567602.79328
bfa,1990,442507695.94883
bfa,1991,506780409.11572
bfa,1992,485028464.93058
bfa,1993,468674190.64947
bfa,1994,575224843.1484
bfa,1995,525513229.35591
bfa,1996,571837145.47598
bfa,1997,656629330.74565
bfa,1998,663103427.58778
bfa,1999,635767791.97705
bfa,2000,625811965.32477
bfa,2001,606517241.79342
bfa,2002,626825970.96776
bfa,2003,701572433.19102
bfa,2004,796696856.4729
bfa,2005,882146300.89357
bfa,2006,956680828.37332
bfa,2007,1089007775.72568
bfa,2008,1130167411.94398
bfa,2009,1331909091.44728
bfa,2010,1566652125.96435
bfa,2011,1813808455.75282
bfa,2012,2070839224.42672
bfa,2013,2242114928.03678
bfa,2014,1952670977.9255
bfa,2015,2265528574.62056
bfa,2016,2567826380.97318
bfa,2017,2798525134.90515
bfa,2018,3038527257.83336
bfa,2019,3761865863.61535
bgd,1980,3679995223.55648
bgd,1981,4521107298.71404
bgd,1982,4909474609.87217
bgd,1983,5130997888.19001
bgd,1984,5641841871.2686
bgd,1985,5976051979.74455
bgd,1986,6311534986.53111
bgd,1987,6960999512.25761
bgd,1988,7067639495.81211
bgd,1989,7415764210.71778
bgd,1990,7824773980.07087
bgd,1991,8017201024.83335
bgd,1992,8338489759.1746
bgd,1993,9269398972.98
bgd,1994,10125663733.9753
bgd,1995,11098553975.4526
bgd,1996,12425017166.1573
bgd,1997,13227604366.0233
bgd,1998,14433057590.4134
bgd,1999,15672366742.894
bgd,2000,16787877280.6783
bgd,2001,18119948639.7209
bgd,2002,19464469263.8013
bgd,2003,20954932578.5424
bgd,2004,22675034949.4159
bgd,2005,24888943707.7114
bgd,2006,27349950857.2533
bgd,2007,29304615599.8753
bgd,2008,32180894661.7489
bgd,2009,34558465709.1996
bgd,2010,37518267627.6246
bgd,2011,41105369359.0945
bgd,2012,45449273624.0632
bgd,2013,47887464350.5742
bgd,2014,52606798542.0307
bgd,2015,56351771702.4379
bgd,2016,61372360756.9167
bgd,2017,67600897226.5161
bgd,2018,74700166524.46358
bgd,2019,81006087972.55569
bgd,2020,82574977319.31181
bgr,1980,5221185305.17974
bgr,1981,5357275871.14752
bgr,1982,5449985119.8939
bgr,1983,5486075951.01528
bgr,1984,5432146258.09056
bgr,1985,5754534271.10077
bgr,1986,6125164129.79642
bgr,1987,6468079238.75652
bgr,1988,7381468783.78174
bgr,1989,7510682645.67553
bgr,1990,4990627591.36626
bgr,1991,3997015529.35842
bgr,1992,3704155180.23124
bgr,1993,3057744445.70392
bgr,1994,3090278734.98073
bgr,1995,2988943550.21537
bgr,1996,965881886.19361
bgr,1997,2419277941.50986
bgr,1998,3208619927.45409
bgr,1999,3926895261.84539
bgr,2000,4574018363.18295
bgr,2001,5481126161.86806
bgr,2002,5927051122.19451
bgr,2003,6688860802.53911
bgr,2004,7611013375.65178
bgr,2005,9645710156.42711
bgr,2006,10894878145.5452
bgr,2007,12317293130.8093
bgr,2008,15022940943.0968
bgr,2009,12367950011.3353
bgr,2010,10186131262.7522
bgr,2011,9737654160.05441
bgr,2012,9914948991.15847
bgr,2013,9968921446.38404
bgr,2014,10315672183.1784
bgr,2015,10589658240.7617
bgr,2016,9887968714.57719
bgr,2017,10207421219.6781
bgr,2018,10759023464.0671
bgr,2019,11246323962.8202
bgr,2020,11313193153.4799
bhr,2000,2337775455.35865
bhr,2001,2116996460.64205
bhr,2002,2879427195.33045
bhr,2003,3317848732.0901
bhr,2004,3207063768.95992
bhr,2005,4195264549.1411
bhr,2006,5214857129.55931
bhr,2007,7181031126.85574
bhr,2008,8516505401.75297
bhr,2009,6008925125.99833
bhr,2010,6867822235.52461
bhr,2011,6010097886.56323
bhr,2012,6601605587.29376
bhr,2013,7718564568.09966
bhr,2014,8171359240.15463
bhr,2015,7474521276.59575
bhr,2016,8280316878.6837
bhr,2017,9155850824.13057
bhr,2018,10026311898.2967
bhr,2019,10167997738.6368
bhs,1989,1254996117.92962
bhs,1990,1168018199.7001
bhs,1991,1119749140.90936
bhs,1992,1120952958.56183
bhs,1993,889961223.40153
bhs,1994,1060857438.25328
bhs,1995,1174632573.91226
bhs,1996,1336152652.30656
bhs,1997,2441212102.26588
bhs,1998,1919119217.78956
bhs,1999,2176113287.9354
bhs,2000,2529259095.90816
bhs,2001,2272496589.88189
bhs,2002,2370911340.69543
bhs,2003,2506029004.45944
bhs,2004,2293695232.46354
bhs,2005,2817051193.95565
bhs,2006,3391224954.04966
bhs,2007,3278190086.77835
bhs,2008,3025385222.06822
bhs,2009,2606612037.48343
bhs,2010,2403172432.80704
bhs,2011,2729614687.53766
bhs,2012,3420128366.42763
bhs,2013,3062003929.8843
bhs,2014,3439853419.15753
bhs,2015,2794600000
bhs,2016,2944169369.95299
bhs,2017,3215730928.3476
bhs,2018,3108411484.57274
bhs,2019,3166744591.41858
bhs,2020,2020312738.03784
bih,2000,2085533525.35411
bih,2001,2074548022.74942
bih,2002,2257868336.88499
bih,2003,2312084119.16463
bih,2004,2415090483.53772
bih,2005,2918203351.26201
bih,2006,2635043691.15509
bih,2007,3479213752.69543
bih,2008,4064557186.25807
bih,2009,3377443517.71226
bih,2010,2988542989.17866
bih,2011,3152082174.88335
bih,2012,3178142137.17438
bih,2013,3137754631.05203
bih,2014,3513348725.71472
bih,2015,3426134251.03611
bih,2016,3612310480.39925
bih,2017,3896161058.06805
bih,2018,4211133923.67896
bih,2019,4457194807.32202
bih,2020,4219710652.21175
blr,1990,7197627485.8308
blr,1991,7514322390.34945
blr,1992,6116658534.24486
blr,1993,5651791972.73124
blr,1994,4877496975.44292
blr,1995,3433757828.39809
blr,1996,3327310995.63545
blr,1997,4049337387.26868
blr,1998,4458321378.98902
blr,1999,4279989381.54018
blr,2000,4378428269.59826
blr,2001,4279024957.30623
blr,2002,4565675526.74653
blr,2003,5506277345.64854
blr,2004,6601712318.32505
blr,2005,7889262056.51208
blr,2006,10382298200.9344
blr,2007,12084970066.1666
blr,2008,14961184045.3098
blr,2009,15709250677.4944
blr,2010,18504394124.8496
blr,2011,21059700210.8315
blr,2012,18649618845.7074
blr,2013,20322647942.393
blr,2014,19135490528.4394
blr,2015,16176717317.5939
blr,2016,13831085765.836
blr,2017,14597307346.5011
blr,2018,15232442138.086
blr,2019,16176853550.6473
blr,2020,15060650685.2437
blz,1980,84516629.68436
blz,1981,86521694.62752
blz,1982,70009395.09562
blz,1983,59421894.59284
blz,1984,70612033.76467
blz,1985,60314660.73541
blz,1986,66427999.57671
blz,1987,97413958.11436
blz,1988,129239306.22675
blz,1989,151591174.46171
blz,1990,156956509.33572
blz,1991,193602149.54704
blz,1992,203410134.71239
blz,1993,232072249.61072
blz,1994,177425553.33813
blz,1995,194368179.47824
blz,1996,187046598.08097
blz,1997,185981889.27485
blz,1998,182786938.72534
blz,1999,250243037.24084
blz,2000,327580880.66224
blz,2001,307115711.82883
blz,2002,290650463.67436
blz,2003,249949028.44261
blz,2004,236495705.03824
blz,2005,255227382.6135
blz,2006,259884685.26316
blz,2007,268555026.01302
blz,2008,344175517.41187
blz,2009,279380469.79686
blz,2010,220114792.97446
blz,2011,217553805.33465
blz,2012,216827883.12085
blz,2013,269609158.469
blz,2014,281954231.46995
blz,2015,352053250
blz,2016,379562405.37844
blz,2017,330123187.99531
blz,2018,350814855.54784
blz,2019,374517486.3641
blz,2020,339727058.98579
bmu,2014,781814375.68615
bmu,2015,791397000
bmu,2016,913671286.24475
bmu,2017,981132961.41427
bmu,2018,964871292.58332
bmu,2019,1077823387.67322
bmu,2020,818522138.71643
bol,1960,546649056.33608
bol,1961,456776245.37913
bol,1962,724541630.60138
bol,1963,783384052.6561
bol,1964,771331990.30754
bol,1965,833010191.73838
bol,1966,742265251.7022
bol,1967,845062254.08694
bol,1968,1254832373.93782
bol,1969,1105245011.84693
bol,1970,1108789736.06709
bol,1971,1221087668.03903
bol,1972,1373342771.15446
bol,1973,1343048445.32017
bol,1974,1459263747.01206
bol,1975,1750803106.83688
bol,1976,1826451868.76216
bol,1977,1943276539.07715
bol,1978,2157513136.42826
bol,1979,2006824981.2008
bol,1980,1524640295.00502
bol,1981,1492798874.7604
bol,1982,1083870265.04716
bol,1983,949672824.50444
bol,1984,1019711368.10538
bol,1985,1164481455.53989
bol,1986,1211848684.26555
bol,1987,1276825342.12823
bol,1988,1353072034.6386
bol,1989,1325538420.49862
bol,1990,1506159519.47366
bol,1991,1793348922.92052
bol,1992,2009742596.72857
bol,1993,2062570884.13963
bol,1994,1897190581.05495
bol,1995,2159016193.73598
bol,1996,2412232407.01622
bol,1997,3057819318.71397
bol,1998,3951214193.87894
bol,1999,3347618878.33854
bol,2000,3049717039.80828
bol,2001,2395582080.19383
bol,2002,2838952170.51556
bol,2003,2531050040.07804
bol,2004,2502760016.50126
bol,2005,2669611978.60312
bol,2006,2917753880.52806
bol,2007,3286664237.38879
bol,2008,3900374005.19295
bol,2009,4013055713.24433
bol,2010,4312581533.91127
bol,2011,5335265592.95551
bol,2012,5470015727.75729
bol,2013,6111485613.13721
bol,2014,6717016445.25691
bol,2015,7052491895.80318
bol,2016,7293344813.60581
bol,2017,8151861000.65199
bol,2018,8415123874.3473
bol,2019,8123832838.207
bol,2020,6010017261.63342
bra,1970,73662759713.7397
bra,1971,84968861321.1936
bra,1972,99171143863.80029
bra,1973,119987832762.97501
bra,1974,135896564896.907
bra,1975,149125204425.99301
bra,1976,159604527469.39301
bra,1977,157736138903.01999
bra,1978,165224957045.79199
bra,1979,171645076766.11401
bra,1980,187387509700.31
bra,1981,164169529219.72699
bra,1982,153132235411.95499
bra,1983,128480447915.82899
bra,1984,130066579481.16701
bra,1985,141500268089.53101
bra,1986,174017086357.85699
bra,1987,172034202496.67899
bra,1988,163706792469.25299
bra,1989,165689502956.173
bra,1990,152273114607.62
bra,1991,164582585915.31699
bra,1992,153685461457.508
bra,1993,163407202968.112
bra,1994,186703789987.46399
bra,1995,200314503979.73401
bra,1996,201913940195.48599
bra,1997,218911286618.52701
bra,1998,218552620657.84897
bra,1999,199155414710.45401
bra,2000,208741146403.082
bra,2001,211464123542.85696
bra,2002,208411057812.306
bra,2003,200106893434.71301
bra,2004,217089892232.702
bra,2005,221336823779.89801
bra,2006,236079601117.43799
bra,2007,264296798009.496
bra,2008,296770834391.34894
bra,2009,290438116246.33301
bra,2010,342292709326.69598
bra,2011,365685151954.39697
bra,2012,368533023796.93799
bra,2013,390008184179.48096
bra,2014,373533970728.29694
bra,2015,321439054734.71094
bra,2016,282449055301.41602
bra,2017,275225828690.88898
bra,2018,289624978852.672
bra,2019,299368269427.90302
bra,2020,297043119077.03198
brb,2015,788416250
brn,1989,1898177866.38346
brn,1990,2014126993.00011
brn,1991,2183490794.83769
brn,1992,2578238835.67697
brn,1993,3138442355.04245
brn,1994,2823165046.35047
brn,1995,3062880017.22951
brn,1996,5703653233.27921
brn,1997,3535796015.77896
brn,1998,3078513594.56695
brn,1999,2466198174.41766
brn,2000,1746529751.42914
brn,2001,1904392092.63604
brn,2002,2727339143.43602
brn,2003,2155090198.47154
brn,2004,2218428914.04028
brn,2005,2235400990.37146
brn,2006,2272993096.11751
brn,2007,2872410814.96341
brn,2008,3253479475.63243
brn,2009,3238627577.16186
brn,2010,3123665598.87982
brn,2011,4290070809.65215
brn,2012,5530005893.75139
brn,2013,6190865943.70081
brn,2014,4251676073.2615
brn,2015,4529056658.66609
brn,2016,4022777546.41574
brn,2017,4348297504.52302
brn,2018,5579266577.18916
brn,2019,5333786458.33078
brn,2020,4835423834.56908
btn,2000,363123876.60215
btn,2001,447500003.47781
btn,2002,523176957.05045
btn,2003,525898023.48929
btn,2004,597990147.96915
btn,2005,522132737.21458
btn,2006,511847990.76492
btn,2007,432217215.63176
btn,2008,589143956.82256
btn,2009,711708130.1889
btn,2010,1021183605.52312
btn,2011,1158575893.98245
btn,2012,1193798918.73245
btn,2013,761307712.8638
btn,2014,989220573.95863
btn,2015,1116656972.53032
btn,2016,1235609018.53497
btn,2017,1220505182.39053
btn,2018,1143432470.62537
btn,2019,954890613.06365
btn,2020,825221677.19263
bwa,1974,204922430.03108
bwa,1975,166865354.42568
bwa,1976,164221452.29089
bwa,1977,176402319.95465
bwa,1978,231043131.96357
bwa,1979,301075279.51847
bwa,1980,355637405.68773
bwa,1981,361853738.12225
bwa,1982,331291397.45475
bwa,1983,302885091.60602
bwa,1984,356345590.83647
bwa,1985,384122384.78438
bwa,1986,394556386.51398
bwa,1987,525083716.09482
bwa,1988,736140153.70528
bwa,1989,910779868.03949
bwa,1990,977097940.70987
bwa,1991,955222735.83781
bwa,1992,914808673.69093
bwa,1993,897717527.5769
bwa,1994,887176861.1413
bwa,1995,942479822.86452
bwa,1996,943902690.50448
bwa,1997,1114697174.29631
bwa,1998,1230213879.86297
bwa,1999,1383694708.74373
bwa,2000,1410880294.89136
bwa,2001,1483358402.28636
bwa,2002,1545095747.76198
bwa,2003,1628894706.36225
bwa,2004,1789925195.39015
bwa,2005,1823262845.68528
bwa,2006,1950026211.87194
bwa,2007,2171297416.26972
bwa,2008,2243698814.72964
bwa,2009,2456636132.25916
bwa,2010,2682071188.81667
bwa,2011,3007998476.00275
bwa,2012,3417532546.51545
bwa,2013,3486531150.71853
bwa,2014,3537828173.40654
bwa,2015,3667272188.76493
bwa,2016,3924203666.08368
bwa,2017,3743558303.09518
bwa,2018,4066302006.90198
bwa,2019,4480040044.86204
bwa,2020,4135034462.34231
caf,2009,343005272.89292
caf,2010,393523519.92499
caf,2011,341742894.02452
caf,2012,292479328.42872
caf,2013,100351422.60508
caf,2014,333098677.74888
caf,2015,348878413.60379
caf,2016,373614111.73537
caf,2017,450657709.86794
caf,2018,567723181.48456
caf,2019,513433806.1969
caf,2020,544450632.41911
can,1961,50701609319.978
can,1962,53218848081.91769
can,1963,55191978612.1395
can,1964,62425665739.6468
can,1965,69198758986.54289
can,1966,76840738210.5083
can,1967,76909911618.65829
can,1968,77571277371.2776
can,1969,81293146505.07518
can,1970,81748679101.8051
can,1971,87684098156.5939
can,1972,91303894794.12109
can,1973,98795717096.2684
can,1974,104111106002.349
can,1975,108533989189.519
can,1976,115486764387.431
can,1977,118297568875.162
can,1978,120514493793.466
can,1979,128103327620.799
can,1980,135043449413.50999
can,1981,147425286154.561
can,1982,131431033994.18201
can,1983,130601585727.543
can,1984,133449085168.55701
can,1985,144764427763.72699
can,1986,150485578789.01801
can,1987,164167792399.38901
can,1988,179170206364.763
can,1989,188385037559.056
can,1990,181851520872.44101
can,1991,174155552639.36401
can,1992,169037349939.457
can,1993,167074131230.276
can,1994,178266944352.14099
can,1995,175834274222.31
can,1996,185984423608.65799
can,1997,207706785737.09201
can,1998,214424624868.95401
can,1999,225426999589.69296
can,2000,236846734928.24896
can,2001,248261619573.246
can,2002,250735836131.90897
can,2003,263817843079.25601
can,2004,286071448818.29102
can,2005,312172827536.14697
can,2006,331776541533.78497
can,2007,342286055916.953
can,2008,347853464276.39203
can,2009,308497355446.53998
can,2010,344010541209.13702
can,2011,359963035802.96698
can,2012,377551229932.86401
can,2013,383021626767.11694
can,2014,391640469360.78302
can,2015,371236410475.862
can,2016,353960551589.23499
can,2017,365806294808.11902
can,2018,372458334043.35907
can,2019,373410312565.29498
can,2020,364302193501.31201
che,1970,77887346542.1815
che,1971,85565281249.5417
che,1972,89825598735.6488
che,1973,92431727852.05728
che,1974,88499126616.07111
che,1975,76482846100.7579
che,1976,68445982983.2671
che,1977,69553977256.4012
che,1978,73798689701.59268
che,1979,77559629252.97139
che,1980,85253170040.33638
che,1981,86399811156.3775
che,1982,82828431600.2849
che,1983,85733617848.85619
che,1984,89395911471.3942
che,1985,92586749562.95169
che,1986,98975419855.1627
che,1987,103025625201.606
che,1988,111578940566.804
che,1989,116801306019.823
che,1990,122221219985.54401
che,1991,119944840616.731
che,1992,110308507564.394
che,1993,106477650821.106
che,1994,110689963427.38499
che,1995,115982072544.424
che,1996,114538582360.672
che,1997,119051285250.49899
che,1998,128504663797.30099
che,1999,131948365273.589
che,2000,137944039578.664
che,2001,135478232178.888
che,2002,136420828396.83501
che,2003,135241765621.009
che,2004,142255784704.27301
che,2005,147314513358.22101
che,2006,154412938692.55899
che,2007,162487399172.91101
che,2008,163428706920.30801
che,2009,152045328335.10901
che,2010,157212442300.53799
che,2011,160919572620.07401
che,2012,167873976041.30301
che,2013,169312302991.048
che,2014,173638064390.25601
che,2015,177246750364.24701
che,2016,182419265515.09897
che,2017,188970173992.37897
che,2018,191444820923.59
che,2019,192585477925.19296
che,2020,189178790882.75101
chl,1960,3642535464.8857
chl,1961,3689373303.75356
chl,1962,4142045027.59087
chl,1963,4753476333.77542
chl,1964,4482606904.1782
chl,1965,4211737474.58097
chl,1966,4347266241.26487
chl,1967,4440189503.91835
chl,1968,4860131171.67934
chl,1969,5105324436.59598
chl,1970,5434882242.60593
chl,1971,5308852716.335
chl,1972,4242210285.41067
chl,1973,3986577261.22828
chl,1974,4748585635.74103
chl,1975,3667271110.7135
chl,1976,3123933369.46936
chl,1977,3606513592.82468
chl,1978,4233181304.4241
chl,1979,4946470802.36345
chl,1980,6029948520.75233
chl,1981,7040441976.16641
chl,1982,4343880373.39491
chl,1983,3690784082.0327
chl,1984,4386297773.65474
chl,1985,4823827143.96248
chl,1986,4940463019.82272
chl,1987,6013158997.01529
chl,1988,6864183581.37296
chl,1989,8923306297.03885
chl,1990,9147894640.58182
chl,1991,9131649079.84031
chl,1992,11325566954.1612
chl,1993,13359187427.2548
chl,1994,14185594971.0722
chl,1995,17519172231.4072
chl,1996,19081663012.6784
chl,1997,21454212137.8444
chl,1998,22150512640.4579
chl,1999,18989583006.1018
