geo,time,eg_gdp_puse_ko_pp
grd,2007,14.61733
gtm,1990,6.8146
gtm,1991,7.10216
gtm,1992,7.22024
gtm,1993,7.70714
gtm,1994,7.77117
gtm,1995,7.864
gtm,1996,8.02149
gtm,1997,8.14363
gtm,1998,7.95097
gtm,1999,7.62521
gtm,2000,7.84147
gtm,2001,8.03205
gtm,2002,8.40432
gtm,2003,8.44567
gtm,2004,8.68562
gtm,2005,9.20005
gtm,2006,9.83196
gtm,2007,9.99198
gtm,2008,10.97888
gtm,2009,9.6837
gtm,2010,9.25737
gtm,2011,9.20702
gtm,2012,9.61856
gtm,2013,9.30065
gtm,2014,8.98422
guy,1990,5.93856
guy,2004,10.62759
guy,2005,10.39753
guy,2006,11.14905
guy,2007,12.27184
hkg,1990,12.08671
hkg,1991,12.73232
hkg,1992,11.6439
hkg,1993,12.76886
hkg,1994,13.69668
hkg,1995,14.37446
hkg,1996,15.48442
hkg,1997,17.22228
hkg,1998,12.55506
hkg,1999,10.64838
hkg,2000,13.85603
hkg,2001,13.66162
hkg,2002,15.20187
hkg,2003,15.51112
hkg,2004,18.43467
hkg,2005,20.63264
hkg,2006,21.57218
hkg,2007,21.95429
hkg,2008,23.31353
hkg,2009,21.76773
hkg,2010,25.26665
hkg,2011,25.04656
hkg,2012,26.18649
hkg,2013,27.62145
hkg,2014,27.80111
hnd,1990,4.2707
hnd,1991,4.23153
hnd,1992,4.40185
hnd,1993,4.69533
hnd,1994,4.62939
hnd,1995,4.72072
hnd,1996,4.87742
hnd,1997,4.7539
hnd,1998,4.63835
hnd,1999,5.31245
hnd,2000,5.69607
hnd,2001,5.54451
hnd,2002,5.61647
hnd,2003,5.5021
hnd,2004,5.56881
hnd,2005,5.8263
hnd,2006,6.58321
hnd,2007,6.11289
hnd,2008,6.54899
hnd,2009,6.71949
hnd,2010,6.88581
hnd,2011,6.58356
hnd,2012,6.79949
hnd,2013,7.00945
hnd,2014,7.44667
hrv,1995,4.77247
hrv,1996,4.98507
hrv,1997,5.07912
hrv,1998,5.09416
hrv,1999,5.15981
hrv,2000,5.69244
hrv,2001,5.75716
hrv,2002,6.1346
hrv,2003,6.12863
hrv,2004,6.57817
hrv,2005,6.82589
hrv,2006,7.82597
hrv,2007,8.33597
hrv,2008,9.17583
hrv,2009,9.12939
hrv,2010,9.13644
hrv,2011,9.81797
hrv,2012,10.58887
hrv,2013,11.13033
hrv,2014,11.76341
hti,1990,9.67698
hti,1991,10.206
hti,1992,9.51834
hti,1993,9.53629
hti,1994,9.33638
hti,1995,8.88714
hti,1996,8.21042
hti,1997,8.14582
hti,1998,8.41098
hti,1999,8.64853
hti,2000,9.21373
hti,2001,9.18411
hti,2002,8.38554
hti,2003,9.20208
hti,2004,9.04082
hti,2005,6.45382
hti,2006,6.57182
hti,2007,6.74364
hti,2008,6.96789
hti,2009,7.32847
hti,2010,6.95689
hti,2011,7.21107
hti,2012,6.95378
hti,2013,7.49271
hti,2014,7.53282
hun,1991,3.14835
hun,1992,3.40582
hun,1993,3.38893
hun,1994,3.67902
hun,1995,3.67043
hun,1996,3.63381
hun,1997,3.88748
hun,1998,4.15558
hun,1999,4.36552
hun,2000,4.84171
hun,2001,5.25652
hun,2002,5.76409
hun,2003,6.00003
hun,2004,6.30871
hun,2005,6.26582
hun,2006,6.77761
hun,2007,7.1857
hun,2008,7.86146
hun,2009,8.36519
hun,2010,8.46721
hun,2011,9.21434
hun,2012,9.83923
hun,2013,10.80866
hun,2014,11.10382
hun,2015,11.01904
idn,1990,5.66432
idn,1991,5.96829
idn,1992,6.23644
idn,1993,6.19004
idn,1994,6.78993
idn,1995,6.80194
idn,1996,7.20661
idn,1997,7.43052
idn,1998,6.67372
idn,1999,6.51401
idn,2000,6.44634
idn,2001,6.671
idn,2002,6.82792
idn,2003,7.26655
idn,2004,7.3521
idn,2005,7.87328
idn,2006,8.36111
idn,2007,9.1737
idn,2008,9.72219
idn,2009,9.482
idn,2010,9.69785
idn,2011,10.91189
idn,2012,11.38511
idn,2013,11.65457
idn,2014,11.62793
ind,1990,3.43041
ind,1991,3.43989
ind,1992,3.58035
ind,1993,3.74959
ind,1994,3.93364
ind,1995,4.0856
ind,1996,4.34163
ind,1997,4.42278
ind,1998,4.63784
ind,1999,4.84192
ind,2000,5.02207
ind,2001,5.30378
ind,2002,5.43031
ind,2003,5.82639
ind,2004,6.13117
ind,2005,6.56588
ind,2006,6.94492
ind,2007,7.2672
ind,2008,7.27918
ind,2009,7.18367
ind,2010,7.54334
ind,2011,7.77459
ind,2012,8.11334
ind,2013,8.34811
ind,2014,8.22198
irl,1990,4.87012
irl,1991,5.08913
irl,1992,5.44387
irl,1993,5.61653
irl,1994,5.78004
irl,1995,6.41424
irl,1996,6.55774
irl,1997,6.95324
irl,1998,7.34221
irl,1999,7.62934
irl,2000,8.32858
irl,2001,8.76994
irl,2002,9.62003
irl,2003,10.32209
irl,2004,10.88601
irl,2005,11.54976
irl,2006,12.91773
irl,2007,13.69235
irl,2008,13.40942
irl,2009,13.16724
irl,2010,13.70656
irl,2011,15.73274
irl,2012,16.24971
irl,2013,16.99145
irl,2014,18.63829
irl,2015,24.47937
irn,1990,5.85149
irn,1991,6.13342
irn,1992,6.12998
irn,1993,5.88832
irn,1994,5.3373
irn,1995,5.32548
irn,1996,5.91431
irn,1997,5.406
irn,1998,5.4848
irn,1999,4.95065
irn,2000,5.49458
irn,2001,5.21962
irn,2002,5.4998
irn,2003,5.89304
irn,2004,5.7925
irn,2005,5.55371
irn,2006,5.74836
irn,2007,6.0339
irn,2008,5.75441
irn,2009,5.86794
irn,2010,6.2788
irn,2011,6.45221
irn,2012,5.55882
irn,2013,5.2867
irn,2014,4.97836
irq,1991,3.001
irq,1992,2.73914
irq,1993,2.80688
irq,1994,2.62777
irq,1995,2.85212
irq,1996,3.22054
irq,1997,3.34018
irq,1998,6.38494
irq,1999,9.85514
irq,2000,10.00827
irq,2001,9.30969
irq,2002,9.12967
irq,2003,6.41037
irq,2004,9.81124
irq,2005,10.1579
irq,2006,11.71749
irq,2007,12.04776
irq,2008,12.27176
irq,2009,10.66601
irq,2010,10.0831
irq,2011,10.11841
irq,2012,10.54346
irq,2013,10.43648
irq,2014,9.65858
isl,1995,2.90002
isl,1996,2.79945
isl,1997,3.13056
isl,1998,3.17829
isl,1999,2.94447
isl,2000,2.68485
isl,2001,3.01016
isl,2002,3.01788
isl,2003,3.04708
isl,2004,3.3842
isl,2005,3.54614
isl,2006,3.11766
isl,2007,2.81184
isl,2008,2.67388
isl,2009,2.47555
isl,2010,2.33654
isl,2011,2.25453
isl,2012,2.38255
isl,2013,2.44303
isl,2014,2.56735
isl,2015,2.81488
isr,1995,7.0662
isr,1996,7.419
isr,1997,7.43736
isr,1998,7.6474
isr,1999,8.25335
isr,2000,8.60557
isr,2001,8.39027
isr,2002,8.81307
isr,2003,8.08507
isr,2004,8.94362
isr,2005,9.33844
isr,2006,8.91651
isr,2007,9.49334
isr,2008,8.7916
isr,2009,9.55569
isr,2010,9.47927
isr,2011,10.28005
isr,2012,10.38104
isr,2013,11.9593
isr,2014,12.44022
isr,2015,12.76873
ita,1990,7.20915
ita,1991,7.38577
ita,1992,7.66504
ita,1993,7.82075
ita,1994,8.26398
ita,1995,7.99567
ita,1996,8.2444
ita,1997,8.42359
ita,1998,8.5896
ita,1999,8.65732
ita,2000,8.98761
ita,2001,9.28078
ita,2002,9.46133
ita,2003,9.21466
ita,2004,9.32344
ita,2005,9.37285
ita,2006,10.21903
ita,2007,10.83993
ita,2008,11.50527
ita,2009,12.05709
ita,2010,11.99706
ita,2011,12.93945
ita,2012,13.46707
ita,2013,14.07834
ita,2014,14.99073
ita,2015,14.86826
jam,1990,4.13907
jam,1991,4.46929
jam,1992,4.42758
jam,1993,4.94461
jam,1994,5.022
jam,1995,4.9305
jam,1996,4.7586
jam,1997,4.78881
jam,1998,4.55086
jam,1999,4.53824
jam,2000,4.42475
jam,2001,4.56834
jam,2002,5.07577
jam,2003,5.14452
jam,2004,5.29215
jam,2005,5.57315
jam,2006,5.27306
jam,2007,5.46126
jam,2008,6.56316
jam,2009,7.375
jam,2010,8.30368
jam,2011,8.0843
jam,2012,8.40174
jam,2013,8.38681
jam,2014,8.74754
jor,1990,4.77722
jor,1991,4.85506
jor,1992,5.05441
jor,1993,5.4578
jor,1994,5.45791
jor,1995,5.55453
jor,1996,5.6279
jor,1997,5.79292
jor,1998,5.83575
jor,1999,6.1398
jor,2000,6.25058
jor,2001,6.792
jor,2002,6.94845
jor,2003,7.21036
jor,2004,6.68813
jor,2005,6.94634
jor,2006,7.53568
jor,2007,7.95816
jor,2008,8.872
jor,2009,8.89902
jor,2010,9.67109
jor,2011,10.19697
jor,2012,9.47028
jor,2013,10.27727
jor,2014,10.01075
jpn,1990,5.62164
jpn,1991,5.95138
jpn,1992,5.99809
jpn,1993,6.06909
jpn,1994,5.93698
jpn,1995,6.06336
jpn,1996,6.23692
jpn,1997,6.33977
jpn,1998,6.44901
jpn,1999,6.41599
jpn,2000,6.68178
jpn,2001,6.97118
jpn,2002,7.17028
jpn,2003,7.43508
jpn,2004,7.55985
jpn,2005,7.9178
jpn,2006,8.29689
jpn,2007,8.72639
jpn,2008,9.142
jpn,2009,9.1198
jpn,2010,9.07602
jpn,2011,10.02944
jpn,2012,10.63108
jpn,2013,11.04432
jpn,2014,11.39675
jpn,2015,11.92887
kaz,1990,1.8397
kaz,1991,1.65888
kaz,1992,1.52733
kaz,1993,1.70571
kaz,1994,1.71867
kaz,1995,1.79257
kaz,1996,2.11325
kaz,1997,2.51208
kaz,1998,2.50206
kaz,1999,2.85458
kaz,2000,3.22617
kaz,2001,3.86555
kaz,2002,3.74755
kaz,2003,3.84626
kaz,2004,3.67383
kaz,2005,4.14851
kaz,2006,3.91881
kaz,2007,4.07333
kaz,2008,4.05779
kaz,2009,4.55414
kaz,2010,4.53973
kaz,2011,4.44878
kaz,2012,5.00851
kaz,2013,5.11946
kaz,2014,5.57576
ken,1990,3.69704
ken,1991,3.80559
ken,1992,3.7622
ken,1993,3.77093
ken,1994,3.9098
ken,1995,3.97759
ken,1996,4.0697
ken,1997,4.11314
ken,1998,4.14153
ken,1999,4.20589
ken,2000,4.17819
ken,2001,4.37172
ken,2002,4.40652
ken,2003,4.5209
ken,2004,4.64135
ken,2005,4.89304
ken,2006,5.1479
ken,2007,5.52778
ken,2008,5.45613
ken,2009,5.36328
ken,2010,5.61384
ken,2011,5.90195
ken,2012,6.22355
ken,2013,6.60988
ken,2014,6.6357
kgz,1990,1.49266
kgz,1991,1.5668
kgz,1992,1.88212
kgz,1993,2.09562
kgz,1994,2.36919
kgz,1995,2.68116
kgz,1996,2.52812
kgz,1997,3.00729
kgz,1998,2.91714
kgz,1999,3.51036
kgz,2000,3.9371
kgz,2001,4.55871
kgz,2002,4.12058
kgz,2003,4.21957
kgz,2004,4.70504
kgz,2005,4.78229
kgz,2006,5.16145
kgz,2007,4.93394
kgz,2008,5.09787
kgz,2009,5.78805
kgz,2010,6.10534
kgz,2011,5.493
kgz,2012,4.90779
kgz,2013,5.85657
kgz,2014,6.58336
khm,1995,2.96576
khm,1996,3.0578
khm,1997,3.18559
khm,1998,2.96229
khm,1999,3.38266
khm,2000,3.83073
khm,2001,4.21179
khm,2002,3.91572
khm,2003,4.20109
khm,2004,5.77936
khm,2005,6.65738
khm,2006,7.61215
khm,2007,8.49423
khm,2008,9.21086
khm,2009,6.37842
khm,2010,6.55551
khm,2011,6.84947
khm,2012,7.34086
khm,2013,7.67318
khm,2014,7.64166
kir,1990,12.83229
kir,2004,18.60839
kir,2005,20.13816
kir,2006,16.58988
kir,2007,15.802
kna,1990,17.43446
kna,2004,10.90737
kna,2005,11.87312
kna,2006,12.61772
kna,2007,12.40632
kor,1990,3.85511
kor,1991,4.10755
kor,1992,4.01874
kor,1993,3.91968
kor,1994,4.11953
kor,1995,4.20624
kor,1996,4.25317
kor,1997,4.21928
kor,1998,4.43347
kor,1999,4.53181
kor,2000,4.63162
kor,2001,4.89037
kor,2002,5.13055
kor,2003,5.21931
kor,2004,5.48711
kor,2005,5.77122
kor,2006,6.09271
kor,2007,6.36692
kor,2008,6.46815
kor,2009,6.34621
kor,2010,6.2901
kor,2011,6.23909
kor,2012,6.39364
kor,2013,6.54557
kor,2014,6.67851
kor,2015,7.00166
kos,2008,5.15813
kos,2009,4.96789
kos,2010,5.1459
kos,2011,5.51239
kos,2012,6.13493
kos,2013,6.4652
kos,2014,7.09363
kwt,1992,6.70281
kwt,1993,6.59537
kwt,1994,6.22657
kwt,1995,6.50234
kwt,1996,6.77355
kwt,1997,6.99427
kwt,1998,6.41745
kwt,1999,5.95738
kwt,2000,6.13848
kwt,2001,5.89034
kwt,2002,5.9938
kwt,2003,6.71879
kwt,2004,7.12837
kwt,2005,7.22903
kwt,2006,8.20048
kwt,2007,8.72086
kwt,2008,8.33392
kwt,2009,7.13333
kwt,2010,6.89885
kwt,2011,7.64864
kwt,2012,7.44467
kwt,2013,7.87951
kwt,2014,7.63518
lbn,1990,5.50428
lbn,1991,6.87097
lbn,1992,8.07508
lbn,1993,6.39209
lbn,1994,6.44159
lbn,1995,6.10664
lbn,1996,6.56253
lbn,1997,5.97763
lbn,1998,6.37735
lbn,1999,6.15088
lbn,2000,7.01051
lbn,2001,6.93947
lbn,2002,7.33741
lbn,2003,7.70667
lbn,2004,8.35574
lbn,2005,9.27684
lbn,2006,10.2078
lbn,2007,13.00133
lbn,2008,11.24706
lbn,2009,10.20434
lbn,2010,11.61829
lbn,2011,12.02418
lbn,2012,11.44393
lbn,2013,12.52343
lbn,2014,12.55719
lby,1999,6.04682
lby,2000,6.10801
lby,2001,5.95161
lby,2002,5.75757
lby,2003,6.44177
lby,2004,6.72196
lby,2005,7.82617
lby,2006,8.49337
lby,2007,9.97559
lby,2008,9.8014
lby,2009,9.03637
lby,2010,8.91456
lby,2011,5.24103
lby,2012,8.85028
lby,2013,6.46819
lby,2014,5.09249
lca,1990,16.83356
lca,2004,14.25478
lca,2005,14.28146
lca,2006,16.15041
lca,2007,15.67899
lka,1990,7.24071
lka,1991,7.71329
lka,1992,8.02658
lka,1993,8.33168
lka,1994,9.35778
lka,1995,9.76373
lka,1996,9.22231
lka,1997,9.63825
lka,1998,10.03827
lka,1999,9.94628
lka,2000,9.78671
lka,2001,10.18567
lka,2002,10.56247
lka,2003,10.76203
lka,2004,11.49978
lka,2005,12.31453
lka,2006,13.53692
lka,2007,14.56019
lka,2008,15.97824
lka,2009,16.7961
lka,2010,17.04399
lka,2011,17.56995
lka,2012,18.72013
lka,2013,22.2662
lka,2014,21.83631
lso,2004,109.83823
lso,2005,99.42999
lso,2006,185.44648
lso,2007,198.40305
ltu,1995,2.46857
ltu,1996,2.44586
ltu,1997,2.83879
ltu,1998,2.94788
ltu,1999,3.46102
ltu,2000,4.14498
ltu,2001,3.95684
ltu,2002,4.07121
ltu,2003,4.45425
ltu,2004,4.68854
ltu,2005,5.44935
ltu,2006,6.18296
ltu,2007,6.52308
ltu,2008,6.96291
ltu,2009,6.53837
ltu,2010,8.83078
ltu,2011,9.48601
ltu,2012,10.00555
ltu,2013,11.33882
ltu,2014,11.80613
lux,1990,3.37311
lux,1991,3.54664
lux,1992,3.68068
lux,1993,3.87182
lux,1994,4.25372
lux,1995,4.97382
lux,1996,5.14972
lux,1997,5.73366
lux,1998,6.26407
lux,1999,6.85907
lux,2000,7.17968
lux,2001,7.03073
lux,2002,7.13926
lux,2003,7.04094
lux,2004,6.8914
lux,2005,7.2955
lux,2006,8.6013
lux,2007,9.70035
lux,2008,10.56296
lux,2009,10.92541
lux,2010,10.84843
lux,2011,11.7267
lux,2012,12.51412
lux,2013,13.80236
lux,2014,15.34684
lux,2015,16.47114
lva,1995,2.98157
lva,1996,3.15619
lva,1997,3.5619
lva,1998,3.93512
lva,1999,4.45086
lva,2000,4.96738
lva,2001,5.1414
lva,2002,5.71737
lva,2003,5.85249
lva,2004,6.26106
lva,2005,6.87928
lva,2006,7.50307
lva,2007,8.36613
lva,2008,9.29239
lva,2009,8.28074
lva,2010,8.24093
lva,2011,9.31388
lva,2012,9.80862
lva,2013,10.49971
lva,2014,10.94052
mar,1990,8.36773
mar,1991,8.82594
mar,1992,8.34343
mar,1993,8.16942
mar,1994,8.61613
mar,1995,8.39876
mar,1996,9.14463
mar,1997,8.88915
mar,1998,9.4585
mar,1999,9.12228
mar,2000,9.45533
mar,2001,9.78234
mar,2002,10.08159
mar,2003,10.92901
mar,2004,9.91387
mar,2005,9.97556
mar,2006,10.87188
mar,2007,11.20653
mar,2008,11.65442
mar,2009,12.15399
mar,2010,12.16835
mar,2011,12.13373
mar,2012,12.11518
mar,2013,12.62655
mar,2014,12.08558
mda,1995,1.99254
mda,1996,2.2221
mda,1997,2.40853
mda,1998,2.46581
mda,1999,2.77216
mda,2000,3.12743
mda,2001,3.20307
mda,2002,3.45819
mda,2003,3.45935
mda,2004,3.7965
mda,2005,4.06347
mda,2006,4.4469
mda,2007,4.83378
mda,2008,5.33188
mda,2009,5.31692
mda,2010,5.21838
mda,2011,5.72756
mda,2012,6.16445
mda,2013,7.8052
mda,2014,7.63842
mdv,2004,12.75969
mdv,2005,12.69971
mdv,2006,12.89098
mdv,2007,13.73382
mex,1990,5.48701
mex,1991,5.63897
mex,1992,5.94475
mex,1993,5.69728
mex,1994,5.97206
mex,1995,5.90236
mex,1996,6.27911
mex,1997,6.48557
mex,1998,6.71012
mex,1999,6.79588
mex,2000,7.3119
mex,2001,7.19234
mex,2002,7.28958
mex,2003,7.16256
mex,2004,7.56083
mex,2005,7.51151
mex,2006,8.132
mex,2007,8.5993
mex,2008,9.20566
mex,2009,9.09503
mex,2010,9.95916
mex,2011,10.40927
mex,2012,10.49915
mex,2013,10.74709
mex,2014,11.56098
mex,2015,11.90526
mhl,2004,5.05832
mhl,2005,5.33864
mhl,2006,5.2982
mhl,2007,5.26526
mkd,1990,4.45208
mkd,1991,4.40706
mkd,1992,3.78513
mkd,1993,3.49233
mkd,1994,3.92837
mkd,1995,3.92446
mkd,1996,3.42129
mkd,1997,3.8847
mkd,1998,3.78572
mkd,1999,4.26081
mkd,2000,4.67281
mkd,2001,4.77786
mkd,2002,5.11189
mkd,2003,4.7918
mkd,2004,5.3078
mkd,2005,5.70825
mkd,2006,6.04628
mkd,2007,6.31652
mkd,2008,7.13024
mkd,2009,8.01976
mkd,2010,8.10817
mkd,2011,7.70966
mkd,2012,8.29327
mkd,2013,9.72736
mkd,2014,10.58964
mlt,1990,4.59788
mlt,1991,5.22304
mlt,1992,5.65608
mlt,1993,4.72836
mlt,1994,5.6267
mlt,1995,6.63884
mlt,1996,7.11947
mlt,1997,6.75003
mlt,1998,8.07136
mlt,1999,7.77519
mlt,2000,10.59965
mlt,2001,9.24912
mlt,2002,10.58362
mlt,2003,10.10351
mlt,2004,10.42562
mlt,2005,10.22703
mlt,2006,11.34461
mlt,2007,11.61998
mlt,2008,12.97929
mlt,2009,14.12121
mlt,2010,14.27346
mlt,2011,14.53512
mlt,2012,14.46801
mlt,2013,17.9102
mlt,2014,19.2781
mmr,1990,1.54928
mmr,1991,1.64606
mmr,1992,1.7062
mmr,1993,1.89752
mmr,1994,1.94678
mmr,1995,2.06011
mmr,1996,2.23384
mmr,1997,2.36139
mmr,1998,2.45886
mmr,1999,2.69644
mmr,2000,3.00461
mmr,2001,3.53383
mmr,2002,3.87882
mmr,2003,4.11567
mmr,2004,4.55465
mmr,2005,5.31567
mmr,2006,6.11866
mmr,2007,6.81257
mmr,2008,8.00201
mmr,2009,9.39658
mmr,2010,10.68322
mmr,2011,11.47855
mmr,2012,11.6481
mmr,2013,11.80693
mmr,2014,10.85733
mne,2005,4.76161
mne,2006,5.4656
mne,2007,6.46237
mne,2008,6.68123
mne,2009,7.90989
mne,2010,7.18332
mne,2011,7.97149
mne,2012,8.09903
mne,2013,9.409
mne,2014,9.99253
mng,1990,2.14321
mng,1991,1.80715
mng,1992,1.91618
mng,1993,2.03085
mng,1994,2.44982
mng,1995,2.66701
mng,1996,3.29637
mng,1997,3.55911
mng,1998,3.68992
mng,1999,3.85288
mng,2000,3.73054
mng,2001,3.89542
mng,2002,3.87043
mng,2003,4.31907
mng,2004,4.76494
mng,2005,4.57479
mng,2006,4.49713
mng,2007,4.85999
mng,2008,5.37506
mng,2009,5.14718
mng,2010,5.23057
mng,2011,5.72431
mng,2012,6.05317
mng,2013,5.78071
mng,2014,6.04797
moz,1991,0.69623
moz,1992,0.66007
moz,1993,0.73297
moz,1994,0.78923
moz,1995,0.80644
moz,1996,0.89648
moz,1997,0.9863
moz,1998,1.08567
moz,1999,1.20639
moz,2000,1.18112
moz,2001,1.28587
moz,2002,1.40917
moz,2003,1.45467
moz,2004,1.552
moz,2005,1.68377
moz,2006,1.84771
moz,2007,1.95982
moz,2008,2.10335
moz,2009,2.17305
moz,2010,2.26556
moz,2011,2.3884
moz,2012,2.43934
moz,2013,2.53698
moz,2014,2.57317
mus,1990,7.85433
mus,1991,8.32241
mus,1992,8.63009
mus,1993,8.88968
mus,1994,9.62442
mus,1995,9.58579
mus,1996,10.12589
mus,1997,10.60156
mus,1998,10.68502
mus,1999,10.6287
mus,2000,10.60526
mus,2001,10.66714
mus,2002,11.10459
mus,2003,11.42533
mus,2004,12.02247
mus,2005,12.19899
mus,2006,12.32619
mus,2007,13.30718
mus,2008,13.9734
mus,2009,14.91
mus,2010,14.90197
mus,2011,15.80739
mus,2012,15.88671
mus,2013,16.32035
mus,2014,16.63459
mys,1990,5.62695
mys,1991,5.16505
mys,1992,5.21709
mys,1993,5.42769
mys,1994,6.08551
mys,1995,6.30699
mys,1996,6.3846
mys,1997,5.99276
mys,1998,5.90608
mys,1999,6.27752
mys,2000,6.12633
mys,2001,6.04701
mys,2002,6.26304
mys,2003,6.29892
mys,2004,6.42285
mys,2005,6.43121
mys,2006,6.95769
mys,2007,6.93546
mys,2008,7.09052
mys,2009,7.40547
mys,2010,7.88359
mys,2011,8.12713
mys,2012,8.5815
mys,2013,7.87946
mys,2014,8.19313
nam,1991,8.54656
nam,1992,8.80395
nam,1993,8.23973
nam,1994,7.94441
nam,1995,7.69544
nam,1996,7.5273
nam,1997,7.81155
nam,1998,7.81993
nam,1999,8.22828
nam,2000,9.1561
nam,2001,7.98479
nam,2002,9.18116
nam,2003,9.35358
nam,2004,10.28518
nam,2005,10.03231
nam,2006,11.04738
nam,2007,11.61573
nam,2008,11.4134
nam,2009,11.33021
nam,2010,11.70602
nam,2011,12.16451
nam,2012,12.45574
nam,2013,12.51981
nam,2014,13.17792
ner,2000,5.99369
ner,2001,6.38148
ner,2002,6.55075
ner,2003,6.52794
ner,2004,6.43396
ner,2005,7.04514
ner,2006,7.49742
ner,2007,7.58974
ner,2008,7.9611
ner,2009,7.7151
ner,2010,7.85105
ner,2011,9.44593
ner,2012,9.0586
ner,2013,7.27444
ner,2014,7.61609
nga,1990,2.9498
nga,1991,2.92049
nga,1992,3.00653
nga,1993,2.96748
nga,1994,3.05065
nga,1995,3.02889
nga,1996,3.08278
nga,1997,3.12425
nga,1998,3.2189
nga,1999,3.17094
nga,2000,3.27742
nga,2001,3.37881
nga,2002,3.83553
nga,2003,3.96826
nga,2004,4.32954
nga,2005,4.57182
nga,2006,4.95454
nga,2007,5.23823
nga,2008,5.53699
nga,2009,6.12481
nga,2010,6.21832
nga,2011,6.32053
nga,2012,6.23937
nga,2013,6.69774
nga,2014,7.21181
nic,1990,4.0805
nic,1991,3.96781
nic,1992,3.95279
nic,1993,4.09605
nic,1994,4.27764
nic,1995,4.49652
nic,1996,4.78141
nic,1997,4.83457
nic,1998,5.04242
nic,1999,5.39776
nic,2000,5.60632
nic,2001,5.8479
nic,2002,5.77481
nic,2003,5.89216
nic,2004,6.09389
nic,2005,6.44818
nic,2006,6.98443
nic,2007,7.41297
nic,2008,7.73041
nic,2009,7.48887
nic,2010,7.84333
nic,2011,8.22827
nic,2012,8.05936
nic,2013,7.94216
nic,2014,8.28805
nld,1990,4.36105
nld,1991,4.37402
nld,1992,4.61725
nld,1993,4.74442
nld,1994,4.95789
nld,1995,4.90201
nld,1996,4.88711
nld,1997,5.38016
nld,1998,5.7221
nld,1999,6.18755
nld,2000,6.72513
nld,2001,6.85617
nld,2002,7.06861
nld,2003,6.8022
nld,2004,7.04101
nld,2005,7.541
nld,2006,8.32748
nld,2007,8.95092
nld,2008,9.5751
nld,2009,9.43582
nld,2010,8.96339
nld,2011,10.05004
nld,2012,10.17424
nld,2013,10.70425
nld,2014,11.38202
nld,2015,11.88001
nld_curacao,2000,1.44413
nld_curacao,2001,1.40624
nld_curacao,2002,1.46086
nld_curacao,2003,1.56477
nld_curacao,2004,1.52264
nld_curacao,2005,1.64261
nld_curacao,2006,1.74511
nld_curacao,2007,1.61819
nld_curacao,2008,1.762
nld_curacao,2009,1.72284
nld_curacao,2010,1.96091
nld_curacao,2011,1.69474
nld_curacao,2012,1.95407
nld_curacao,2013,2.21029
nld_curacao,2014,2.00613
nor,1990,3.71483
nor,1991,3.83343
nor,1992,3.99488
nor,1993,3.95126
nor,1994,4.33009
nor,1995,4.51604
nor,1996,5.15534
nor,1997,5.22514
nor,1998,4.95821
nor,1999,5.16717
nor,2000,6.33985
nor,2001,6.34263
nor,2002,6.90412
nor,2003,6.50469
nor,2004,7.3752
nor,2005,8.2371
nor,2006,9.28395
nor,2007,9.54085
nor,2008,9.13953
nor,2009,8.53843
nor,2010,8.35228
nor,2011,10.98762
nor,2012,11.06556
nor,2013,10.43662
nor,2014,11.77569
nor,2015,10.37688
npl,1990,2.80501
npl,1991,2.98776
npl,1992,3.10567
npl,1993,3.21675
npl,1994,3.43357
npl,1995,3.51645
npl,1996,3.68307
npl,1997,3.81486
npl,1998,3.87353
npl,1999,3.88887
npl,2000,3.99966
npl,2001,4.14708
npl,2002,4.17148
npl,2003,4.29507
npl,2004,4.55164
npl,2005,4.6976
npl,2006,5.00295
npl,2007,5.21155
npl,2008,5.44671
npl,2009,5.57217
npl,2010,5.73968
npl,2011,5.85488
npl,2012,6.69341
npl,2013,6.47543
npl,2014,6.78379
nzl,1990,3.85641
nzl,1991,3.8708
nzl,1992,3.91799
nzl,1993,4.02383
nzl,1994,4.21664
nzl,1995,4.41953
nzl,1996,4.47085
nzl,1997,4.49516
nzl,1998,4.64762
nzl,1999,4.77709
nzl,2000,4.85612
nzl,2001,5.10682
nzl,2002,5.37335
nzl,2003,5.71128
nzl,2004,5.91822
nzl,2005,6.27021
nzl,2006,6.85776
nzl,2007,7.24376
nzl,2008,7.3057
nzl,2009,7.5324
nzl,2010,7.38976
nzl,2011,7.82887
nzl,2012,7.57
nzl,2013,8.31194
nzl,2014,8.19089
nzl,2015,8.45753
omn,1990,11.25203
omn,1991,8.9149
omn,1992,10.57785
omn,1993,10.56218
omn,1994,11.00885
omn,1995,11.68287
omn,1996,11.92554
omn,1997,11.96733
omn,1998,12.33404
omn,1999,12.11234
omn,2000,12.27303
omn,2001,12.91882
omn,2002,12.34315
omn,2003,11.48528
omn,2004,11.66718
omn,2005,10.96356
omn,2006,7.64044
omn,2007,7.14519
omn,2008,8.9107
omn,2009,9.4291
omn,2010,8.1984
omn,2011,7.32274
omn,2012,7.5135
omn,2013,7.42269
omn,2014,7.34608
pak,1990,4.82361
pak,1991,5.10932
pak,1992,5.28417
pak,1993,5.23834
pak,1994,5.33112
pak,1995,5.4699
pak,1996,5.54917
pak,1997,5.55792
pak,1998,5.6417
pak,1999,5.61872
pak,2000,5.83317
pak,2001,6.0739
pak,2002,6.25447
pak,2003,6.44612
pak,2004,6.64068
pak,2005,7.03421
pak,2006,7.36706
pak,2007,7.52721
