geo,time,se_sec_enrl_gc_fe_zs
gnb,1974,34.50114
gnb,1975,32.26837
gnb,1976,31.39535
gnb,1977,24.63196
gnb,1978,19.84574
gnb,1979,18.60338
gnb,1980,18.43841
gnb,1981,21.53392
gnb,1982,18.8954
gnb,1983,21.23386
gnb,1984,19.93412
gnb,1985,23.04577
gnb,1987,27.34334
gnb,1988,28.11962
gnb,1989,34.82289
gnb,2000,35.82755
gnb,2010,40.47497
gnq,1971,28.66487
gnq,1972,28.99408
gnq,1973,27.11649
gnq,1976,17.79618
gnq,1993,30.85639
gnq,1994,35.27669
gnq,1999,25.77385
gnq,2000,29.96972
gnq,2001,37.97359
gnq,2002,37.59368
gnq,2005,41.97557
gnq,2011,47.42822
gnq,2012,47.10111
gnq,2015,48.89899
grc,1971,49.53865
grc,1972,49.61576
grc,1973,49.93951
grc,1974,50.33068
grc,1975,50.35158
grc,1976,50.35723
grc,1977,50.11394
grc,1978,49.79453
grc,1979,49.63961
grc,1980,49.31791
grc,1981,49.69459
grc,1982,49.79561
grc,1983,49.91442
grc,1984,50.27999
grc,1985,50.41467
grc,1986,50.47286
grc,1987,50.33496
grc,1988,50.51111
grc,1989,50.63314
grc,1990,50.80057
grc,1991,50.87032
grc,1992,50.81296
grc,1993,50.89531
grc,1994,49.85953
grc,1995,51.0066
grc,1996,50.5535
grc,1997,50.77521
grc,1998,50.69481
grc,1999,50.53016
grc,2000,50.58327
grc,2001,50.3433
grc,2002,50.34652
grc,2003,50.19138
grc,2004,50.19204
grc,2005,50.06183
grc,2006,50.05806
grc,2007,49.37232
grc,2010,49.67555
grc,2011,50.07533
grc,2012,50.06714
grc,2013,49.97272
grc,2014,50.24097
grc,2015,50.28233
grc,2016,50.1119
grc,2017,49.93527
grd,1971,55.80783
grd,1972,55.79418
grd,1977,54.79778
grd,1978,54.51027
grd,1979,54.41462
grd,1980,54.71157
grd,1981,58.61349
grd,1982,59.4332
grd,1983,57.26277
grd,1984,53.5021
grd,1985,53.53827
grd,1986,53.39045
grd,1987,52.89068
grd,1988,50.57292
grd,1989,53.13875
grd,1990,52.09441
grd,1991,53.34493
grd,1992,54.30477
grd,1993,53.74523
grd,2002,52.58816
grd,2003,50.43453
grd,2004,51.78239
grd,2005,50.3874
grd,2007,50.23248
grd,2008,47.33339
grd,2009,50.3988
grd,2010,50.99548
grd,2013,48.53586
grd,2014,48.77773
grd,2015,48.75927
grd,2016,49.72237
grd,2017,50.07924
grd,2018,49.77559
gtm,1970,39.43539
gtm,1971,42.39603
gtm,1972,42.94829
gtm,1973,42.60491
gtm,1974,43.37769
gtm,1975,43.79758
gtm,1976,43.77817
gtm,1977,44.05906
gtm,1978,41.62134
gtm,1979,42.11982
gtm,1980,42.79232
gtm,1981,43.50399
gtm,1982,43.83336
gtm,1983,43.79927
gtm,1999,44.02586
gtm,2000,45.27464
gtm,2001,45.44031
gtm,2002,45.35612
gtm,2004,45.64061
gtm,2005,45.99053
gtm,2006,46.28785
gtm,2007,46.59221
gtm,2008,46.94672
gtm,2009,47.09919
gtm,2010,46.65328
gtm,2011,46.28677
gtm,2012,46.33538
gtm,2013,46.20053
gtm,2014,46.4467
gtm,2015,46.34709
gtm,2016,46.38798
gtm,2017,46.49919
gtm,2018,46.55401
gum,1971,49.97514
gum,1972,49.99057
gum,1973,48.60804
gum,1974,48.42921
gum,1975,47.5097
gum,1976,49.99245
gum,1977,50
gum,1978,50
gum,1979,50.01022
gum,1980,50.0392
gum,1981,50.22207
gum,1982,48.14503
gum,1983,48.58934
gum,1984,48.47291
gum,1985,48.21819
gum,1986,48.51463
gum,1987,48.51307
gum,1988,48.60022
gum,1989,48.24353
gum,1990,48.66667
gum,1991,48.65925
gum,1992,48.66013
gum,1993,48.7013
gum,1994,48.39744
gum,1995,48.41772
gum,1996,48.4375
gum,1997,48.45679
guy,1971,50.72075
guy,1972,50.2162
guy,1973,50.23397
guy,1974,50.19591
guy,1976,50.55333
guy,1977,50.57379
guy,1978,51.15911
guy,1979,50.56133
guy,1980,50.75702
guy,1981,51.11037
guy,1982,51.06152
guy,1984,51.09272
guy,1985,51.11254
guy,1986,52.26269
guy,1987,51.80201
guy,1991,51.78633
guy,1992,51.64773
guy,1993,51.99357
guy,1995,54.961
guy,1996,51.39588
guy,1997,51.32731
guy,1999,50.92632
guy,2000,51.92317
guy,2001,50.72321
guy,2005,50.52114
guy,2007,50.72024
guy,2008,50.82457
guy,2009,50.16452
guy,2010,51.16492
guy,2011,50.49086
guy,2012,50.46937
hkg,1971,42.37527
hkg,1972,43.28611
hkg,1973,44.55944
hkg,1974,45.90443
hkg,1975,46.71506
hkg,1976,47.84241
hkg,1977,47.70734
hkg,1978,48.34951
hkg,1979,49.30824
hkg,1980,49.86929
hkg,1981,50.52562
hkg,1982,50.97576
hkg,1983,51.47822
hkg,1984,51.30384
hkg,1985,51.47993
hkg,1986,51.33767
hkg,1987,51.38319
hkg,1988,51.09466
hkg,1996,49.58845
hkg,1998,49.85178
hkg,1999,49.96929
hkg,2000,49.95667
hkg,2001,49.65985
hkg,2002,49.64211
hkg,2003,49.72155
hkg,2004,49.78931
hkg,2005,49.65974
hkg,2006,49.42234
hkg,2007,49.28374
hkg,2008,49.20776
hkg,2009,49.15331
hkg,2010,48.94133
hkg,2011,48.80007
hkg,2012,48.79182
hkg,2013,48.24807
hkg,2014,48.12903
hkg,2015,48.16058
hkg,2016,48.16812
hkg,2017,48.22674
hkg,2018,48.27001
hnd,1970,44.00843
hnd,1973,48.29754
hnd,1975,51.20955
hnd,1976,52.37424
hnd,1977,46.74928
hnd,1980,49.60663
hnd,1982,50.23685
hnd,1983,50.6538
hnd,1984,50.51967
hnd,1991,52.95619
hnd,2000,43.54578
hnd,2013,54.62191
hnd,2014,53.97162
hnd,2015,53.26287
hnd,2016,52.83648
hnd,2017,52.44037
hrv,1993,51.04109
hrv,1994,51.53177
hrv,1995,51.29145
hrv,1996,51.32465
hrv,1997,51.29164
hrv,1998,51.17487
hrv,1999,51.26233
hrv,2000,51.31132
hrv,2001,51.30611
hrv,2002,51.35217
hrv,2003,51.25523
hrv,2005,51.39879
hrv,2006,51.56437
hrv,2007,51.6669
hrv,2008,51.64986
hrv,2009,51.64074
hrv,2010,51.4684
hrv,2011,51.56595
hrv,2012,51.58829
hrv,2013,51.52328
hrv,2014,51.69322
hrv,2015,51.80448
hrv,2016,51.85928
hrv,2017,51.84706
hti,1974,40.17861
hti,1976,46.42023
hti,1977,43.20625
hti,1978,46.51416
hti,1979,48.30942
hti,1980,45.88047
hti,1981,47.48333
hti,1982,47.73848
hti,1983,49.37522
hti,1984,48.15532
hti,1985,47.66029
hti,1986,46.88428
hti,1987,46.27742
hti,1988,48.94654
hti,1989,48.81038
hti,1990,48.94677
hti,1991,48.94576
hti,1997,47.75595
hun,1971,51.59327
hun,1972,51.83438
hun,1973,51.77382
hun,1974,51.62179
hun,1975,51.47885
hun,1976,51.4583
hun,1977,51.32025
hun,1978,51.16629
hun,1979,51.09367
hun,1980,50.96945
hun,1981,51.00965
hun,1982,50.99042
hun,1983,51.1582
hun,1984,51.22927
hun,1985,51.2598
hun,1986,51.24569
hun,1987,51.15335
hun,1988,51.12862
hun,1989,51.28875
hun,1990,51.52081
hun,1991,51.78828
hun,1992,52.11776
hun,1994,51.81968
hun,1995,51.83459
hun,1996,51.5932
hun,1997,51.43797
hun,1998,50.01171
hun,1999,49.85139
hun,2000,49.86594
hun,2001,49.823
hun,2002,49.77307
hun,2003,49.70656
hun,2004,50.36986
hun,2005,50.31222
hun,2006,50.30253
hun,2007,50.32378
hun,2008,50.28727
hun,2009,50.3772
hun,2010,50.29828
hun,2011,50.23067
hun,2012,50.22999
hun,2013,50.11288
hun,2014,50.15496
hun,2015,50.04592
hun,2016,49.77904
hun,2017,50.01283
idn,1970,37.09998
idn,1971,38.90509
idn,1972,37.36805
idn,1973,37.6021
idn,1974,38.99999
idn,1975,40.17922
idn,1976,40.49705
idn,1977,40.93739
idn,1978,41.28732
idn,1981,40.77911
idn,1982,40.80522
idn,1983,42.22321
idn,1984,41.94889
idn,1985,42.23755
idn,1988,44.13457
idn,1989,44.70038
idn,1990,45.05003
idn,1991,45.38672
idn,1992,45.44938
idn,1993,44.76075
idn,1994,45.943
idn,1995,45.90937
idn,1996,46.0964
idn,1999,48.97775
idn,2001,49.61616
idn,2002,49.90974
idn,2003,49.84946
idn,2004,49.96591
idn,2005,49.98712
idn,2006,50.47041
idn,2007,50.51358
idn,2008,50.36809
idn,2009,50.50236
idn,2010,50.80133
idn,2011,50.70361
idn,2012,51.33164
idn,2013,50.47971
idn,2014,50.6962
idn,2015,50.0869
idn,2016,50.8947
idn,2017,50.71624
idn,2018,50.7191
ind,1971,27.82572
ind,1972,28.19624
ind,1973,28.65567
ind,1975,29.79287
ind,1976,29.97137
ind,1977,30.33541
ind,1978,30.66004
ind,1979,30.87394
ind,1980,31.14583
ind,1981,31.72106
ind,1982,31.59549
ind,1983,33.97972
ind,1984,32.39043
ind,1985,33.18122
ind,1986,33.36076
ind,1987,33.6164
ind,1988,34.11626
ind,1989,34.63455
ind,1990,35.02249
ind,1991,35.6818
ind,1992,35.9975
ind,1993,36.98338
ind,1994,37.58291
ind,1995,37.5129
ind,1996,37.66802
ind,1997,38.39894
ind,1999,39.49164
ind,2000,39.74704
ind,2001,39.95304
ind,2002,40.8445
ind,2003,42.80238
ind,2004,42.80407
ind,2005,43.21012
ind,2006,43.47537
ind,2007,44.12035
ind,2008,44.73951
ind,2013,47.96145
ind,2014,48.02789
ind,2015,48.02727
ind,2016,48.10071
ind,2017,48.03725
irl,1971,55.33948
irl,1972,55.52548
irl,1973,55.94588
irl,1974,55.72898
irl,1975,50.09026
irl,1976,50.03889
irl,1977,50.0622
irl,1978,50.34465
irl,1979,50.60069
irl,1980,50.85348
irl,1981,50.69273
irl,1982,50.60599
irl,1983,50.46431
irl,1984,50.43303
irl,1985,50.33753
irl,1986,50.25065
irl,1987,50.21445
irl,1988,50.17548
irl,1989,50.19674
irl,1990,50.12696
irl,1991,49.98242
irl,1992,50.03523
irl,1993,49.97328
irl,1994,49.9951
irl,1995,50.08716
irl,1996,50.13463
irl,1997,50.23608
irl,1998,50.19224
irl,1999,50.21469
irl,2000,50.63962
irl,2001,50.77339
irl,2002,50.95483
irl,2003,50.87424
irl,2004,49.92021
irl,2005,50.23516
irl,2006,50.02165
irl,2007,49.90405
irl,2008,49.67375
irl,2009,49.34974
irl,2010,49.25571
irl,2011,49.18617
irl,2012,48.84981
irl,2014,49.32637
irl,2015,49.47811
irl,2016,49.4879
irl,2017,49.3826
irn,1971,33.04871
irn,1972,34.24465
irn,1973,35.06052
irn,1974,35.53236
irn,1975,36.22431
irn,1976,36.58013
irn,1977,37.30436
irn,1978,38.16969
irn,1981,39.12021
irn,1982,39.72257
irn,1983,40.66877
irn,1984,41.02141
irn,1985,40.84756
irn,1986,40.49007
irn,1987,40.16643
irn,1988,40.45748
irn,1989,40.88686
irn,1990,41.37458
irn,1991,42.46454
irn,1992,42.86649
irn,1993,43.69114
irn,1994,44.42308
irn,1995,45.44471
irn,1999,47.70012
irn,2000,47.95052
irn,2001,48.13004
irn,2002,48.38992
irn,2003,48.34598
irn,2004,49.07047
irn,2005,49.15612
irn,2006,49.42287
irn,2007,50.54032
irn,2008,49.70741
irn,2009,49.43409
irn,2010,49.43875
irn,2011,49.44836
irn,2012,49.30831
irn,2013,50.07322
irn,2014,49.86082
irn,2015,49.78435
irn,2016,49.9835
irn,2017,50.21279
irq,1971,29.1201
irq,1972,29.20284
irq,1973,29.17783
irq,1974,29.40323
irq,1975,28.80945
irq,1976,28.67888
irq,1977,29.78795
irq,1978,29.5249
irq,1979,29.64353
irq,1980,29.99261
irq,1981,31.75931
irq,1982,32.66686
irq,1983,34.2447
irq,1984,34.45727
irq,1985,35.39628
irq,1986,35.82576
irq,1987,37.14108
irq,1988,38.18031
irq,1989,38.62559
irq,1991,38.95293
irq,1993,38.93969
irq,1996,39.13562
irq,1999,39.14667
irq,2000,38.31117
irq,2001,37.72741
irq,2003,41.08481
irq,2004,39.51115
irq,2007,42.50753
isl,1971,47.28892
isl,1972,48.04229
isl,1973,48.39542
isl,1974,49.05878
isl,1975,49.31161
isl,1976,49.7191
isl,1977,49.78809
isl,1983,50.47604
isl,1986,50.65433
isl,1988,51.04011
isl,1989,51.10303
isl,1991,51.71326
isl,1992,51.81917
isl,1993,52.15036
isl,1994,52.48539
isl,1995,51.99518
isl,1996,51.64727
isl,1997,52.36488
isl,1998,53.536
isl,1999,54.34507
isl,2000,54.48605
isl,2001,54.03603
isl,2002,53.29945
isl,2003,53.68764
isl,2004,51.89764
isl,2005,51.90936
isl,2006,51.81476
isl,2007,52.10513
isl,2008,51.57615
isl,2009,51.68499
isl,2010,51.30606
isl,2011,50.92794
isl,2012,50.88928
isl,2013,51.65282
isl,2014,51.92353
isl,2015,51.44033
isl,2016,51.86276
isl,2017,51.98464
isr,1973,51.434
isr,1974,52.48766
isr,1975,52.73089
isr,1976,52.72158
isr,1977,52.70443
isr,1978,52.46485
isr,1979,52.3896
isr,1980,52.68537
isr,1983,52.06703
isr,1984,52.19919
isr,1985,52.15025
isr,1986,52.3349
isr,1987,52.16852
isr,1988,52.106
isr,1989,52.11036
isr,1990,51.62202
isr,1991,51.56029
isr,1992,51.3984
isr,1993,51.56172
isr,1994,51.05764
isr,1999,51.95364
isr,2000,50.70395
isr,2001,50.57229
isr,2002,50.3514
isr,2003,49.87061
isr,2004,50.30369
isr,2005,50.16282
isr,2006,50.11921
isr,2007,50.17882
isr,2008,50.43822
isr,2009,50.35037
isr,2010,50.1999
isr,2011,49.87374
isr,2012,49.7218
isr,2013,49.47941
isr,2014,49.23002
isr,2015,48.89566
isr,2016,49.00873
isr,2017,49.02179
ita,1971,46.10059
ita,1972,46.39723
ita,1973,46.76752
ita,1974,47.09706
ita,1975,47.37616
ita,1976,47.49969
ita,1977,47.67046
ita,1978,47.93211
ita,1979,48.00464
ita,1980,48.15222
ita,1981,48.22837
ita,1982,48.39092
ita,1983,48.43928
ita,1984,48.5401
ita,1985,48.6754
ita,1986,48.77034
ita,1987,48.89224
ita,1988,48.96192
ita,1989,49.04141
ita,1990,49.61516
ita,1991,49.31987
ita,1992,49.48033
ita,1993,49.60241
ita,1994,50.09316
ita,1995,50.21208
ita,1996,50.07138
ita,1997,50.12008
ita,1998,53.10101
ita,1999,52.90817
ita,2000,48.32768
ita,2001,48.66526
ita,2002,48.39956
ita,2003,48.48619
ita,2004,53.41994
ita,2005,53.40506
ita,2006,53.43875
ita,2007,53.59994
ita,2008,53.60948
ita,2009,53.44556
ita,2010,53.29877
ita,2011,53.10978
ita,2012,53.01909
ita,2013,52.94499
ita,2014,53.42845
ita,2015,53.50544
ita,2016,53.7104
ita,2017,53.40505
jam,1973,52.69066
jam,1974,52.42501
jam,1975,53.91764
jam,1976,53.65555
jam,1977,52.4555
jam,1979,52.11445
jam,1980,52.33771
jam,1981,52.39108
jam,1983,52.0478
jam,1984,51.66325
jam,1985,51.61116
jam,1986,52.44495
jam,1990,51.59253
jam,1991,51.60338
jam,1999,50.23989
jam,2000,50.54422
jam,2001,50.52178
jam,2002,50.41328
jam,2003,50.10531
jam,2004,49.87354
jam,2005,50.0613
jam,2009,49.57911
jam,2010,50.839
jam,2011,50.84836
jam,2013,50.65761
jam,2014,50.73687
jam,2015,50.56599
jam,2016,50.06342
jam,2017,50.20531
jam,2018,49.71555
jor,1971,34.44047
jor,1972,36.50597
jor,1973,37.45368
jor,1974,38.78877
jor,1975,40.22868
jor,1976,41.18229
jor,1977,42.07619
jor,1978,42.54465
jor,1979,43.65347
jor,1980,44.81976
jor,1981,45.50238
jor,1982,46.74408
jor,1983,47.19685
jor,1984,47.53541
jor,1985,47.83984
jor,1986,48.45466
jor,1987,48.55705
jor,1988,48.80071
jor,1989,48.90876
jor,1990,48.7469
jor,1991,48.90571
jor,1992,50.17029
jor,1993,50.73373
jor,1994,50.76782
jor,1996,50.42552
jor,1999,50.45422
jor,2000,50.45194
jor,2002,50.4015
jor,2003,49.5771
jor,2004,49.88582
jor,2005,49.96393
jor,2006,50.19565
jor,2008,50.13308
jor,2010,50.40277
jor,2011,50.53821
jor,2013,50.57419
jor,2014,50.8987
jor,2017,50.63988
jor,2018,50.67404
jpn,2013,49.698
jpn,2014,49.67206
jpn,2015,49.63575
jpn,2016,49.62578
jpn,2017,49.60933
kaz,1994,51.57872
kaz,1996,51.35912
kaz,1997,51.29876
kaz,1998,51.58626
kaz,1999,49.99444
kaz,2000,50.23071
kaz,2001,49.13887
kaz,2002,49.17475
kaz,2003,49.83126
kaz,2004,49.2853
kaz,2005,49.31124
kaz,2006,49.3122
kaz,2007,49.61996
kaz,2008,49.59299
kaz,2009,49.41119
kaz,2010,49.47905
kaz,2011,49.58042
kaz,2012,49.50199
kaz,2013,49.51418
kaz,2014,49.56355
kaz,2015,49.76804
kaz,2016,49.56721
kaz,2017,49.73632
kaz,2018,49.71234
kaz,2019,49.69161
ken,1970,31.51466
ken,1971,32.50624
ken,1972,34.08054
ken,1973,35.09098
ken,1974,36.04769
ken,1975,37.63676
ken,1976,38.57524
ken,1977,39.73074
ken,1978,40.77503
ken,1979,41.42173
ken,1980,41.60763
ken,1981,42.08248
ken,1982,41.79955
ken,1983,41.96175
ken,1984,43.29997
ken,1985,43.13536
ken,1986,44.18269
ken,1987,44.36246
ken,1988,44.58868
ken,1989,44.96389
ken,1990,45.89401
ken,1991,46.05854
ken,1992,46.56166
ken,1993,47.1916
ken,1994,47.85522
ken,1995,48.47509
ken,1998,48.75464
ken,1999,48.72285
ken,2000,48.62755
ken,2001,48.36744
ken,2002,48.79914
ken,2003,50.51428
ken,2004,48.11744
ken,2005,48.59599
ken,2006,47.96538
ken,2007,46.31011
ken,2008,47.49355
ken,2009,47.21243
ken,2012,47.96194
ken,2014,48.93913
ken,2015,48.47487
ken,2016,49.24409
kgz,1981,48.75905
kgz,1986,48.66554
kgz,1989,48.31366
kgz,1990,49.52681
kgz,1991,50.30797
kgz,1992,50.30818
kgz,1993,50.54589
kgz,1994,51.18458
kgz,1995,51.11556
kgz,1996,52.41706
kgz,1999,50.71123
kgz,2000,50.83417
kgz,2001,50.04907
kgz,2002,50.08105
kgz,2003,50.17686
kgz,2004,50.18144
kgz,2005,50.04475
kgz,2006,50.11537
kgz,2007,50.19173
kgz,2008,50.02213
kgz,2009,50.01233
kgz,2010,49.73391
kgz,2011,49.73198
kgz,2012,49.51004
kgz,2013,49.56245
kgz,2014,49.63595
kgz,2015,49.74407
kgz,2016,49.74139
kgz,2017,49.67852
kgz,2018,49.73959
khm,1971,30.0133
khm,1972,30.80053
khm,1973,31.21098
khm,1986,37.43517
khm,1987,36.59989
khm,1988,34.2397
khm,1989,30.80364
khm,1994,36.80116
khm,1995,37.57221
khm,1997,36.65887
khm,1998,34.80431
khm,1999,34.12695
khm,2000,34.80111
khm,2001,35.57478
khm,2002,37.02517
khm,2003,38.50933
khm,2004,40.38637
khm,2005,41.97238
khm,2006,43.33139
khm,2007,44.10149
khm,2008,44.88341
khm,2009,45.72204
khm,2010,46.27258
khm,2011,46.987
khm,2012,47.57578
khm,2013,48.30309
khm,2014,48.99796
khm,2015,49.86379
khm,2016,50.71143
khm,2017,51.5394
khm,2018,51.7974
kir,1970,42.44373
kir,1971,41.17647
kir,1972,41.19318
kir,1973,43.80826
kir,1974,46.95122
kir,1975,47.54717
kir,1976,48.44384
kir,1977,49.03846
kir,1978,50.52386
kir,1979,51.10876
kir,1980,51.20167
kir,1981,53.42186
kir,1982,51.78947
kir,1983,51.56556
kir,1984,49.81884
kir,1985,51.07864
kir,1986,51.62731
kir,1987,50.54271
kir,1988,51.66591
kir,1989,52.46402
kir,1990,51.56653
kir,1991,53.55993
kir,1992,52.16683
kir,1993,53.5533
kir,1994,52.37526
kir,1995,54.30351
kir,1996,53.66642
kir,1997,53.03202
kir,1998,51.60707
kir,1999,54.35535
kir,2000,55.00935
kir,2001,53.15689
kir,2002,52.49661
kir,2003,52.91066
kir,2004,52.83654
kir,2005,51.8226
kir,2006,52.81086
kir,2007,52.65713
kir,2008,51.20435
kir,2014,55.43302
kir,2015,55.26678
kir,2016,53.96312
kir,2017,54.80729
kna,1976,51.26582
kna,1977,50.50314
kna,1978,50.72059
kna,1979,50.83649
kna,1980,50.02224
kna,1981,48.71856
kna,1982,50.46147
kna,1984,49.49755
kna,1985,49.158
kna,1986,48.74911
kna,1987,50.61401
kna,1988,51.75562
kna,1989,51.59372
kna,1992,50.61419
kna,1993,50.93139
kna,2000,50.46141
kna,2001,50.8549
kna,2002,50.91981
kna,2003,52.61103
kna,2004,51.96003
kna,2005,50.69815
kna,2007,49.57983
kna,2008,50.81893
kna,2009,51.31148
kna,2010,49.24576
kna,2011,50.38399
kna,2012,50.66703
kna,2013,53.54758
kna,2014,50.06865
kna,2015,50.74108
kna,2016,51.4012
kor,1971,39.45844
kor,1972,40.14976
kor,1973,40.60075
kor,1974,40.81548
kor,1975,41.38
kor,1976,42.10313
kor,1977,42.62266
kor,1978,43.23364
kor,1979,44.09083
kor,1980,45.07907
kor,1981,45.8693
kor,1982,46.2405
kor,1983,46.34632
kor,1984,46.56535
kor,1985,46.79225
kor,1986,46.80443
kor,1987,47.00781
kor,1988,46.53728
kor,1989,46.4698
kor,1990,46.49774
kor,1991,46.55132
kor,1992,46.64595
kor,1993,46.92216
kor,1994,47.0201
kor,1995,47.29456
kor,1996,47.26296
kor,1997,47.51345
kor,1998,47.48595
kor,1999,47.61122
kor,2000,47.58023
kor,2001,47.47943
kor,2002,47.34487
kor,2003,47.30884
kor,2004,47.29207
kor,2005,47.26635
kor,2006,47.06991
kor,2007,46.99308
kor,2008,47.08865
kor,2009,47.21343
kor,2010,47.38369
kor,2011,47.54309
kor,2012,47.80231
kor,2013,48.00525
kor,2014,48.18849
kor,2015,48.29446
kor,2016,48.36884
kor,2017,48.46205
kwt,1971,42.39834
kwt,1972,43.22697
kwt,1973,44.17793
kwt,1974,45.06701
kwt,1975,45.43444
kwt,1976,45.77373
kwt,1977,45.65469
kwt,1978,45.6452
kwt,1979,45.7761
kwt,1980,45.85329
kwt,1981,45.86495
kwt,1982,45.95256
kwt,1983,46.22391
kwt,1984,46.60217
kwt,1985,46.99527
kwt,1986,47.26617
kwt,1987,47.38628
kwt,1988,47.67717
kwt,1989,47.91586
kwt,1990,48.38495
kwt,1991,49.07215
kwt,1992,49.52819
kwt,1993,49.36626
kwt,1994,49.31412
kwt,1995,49.31839
kwt,1996,49.28986
kwt,1997,49.3507
kwt,1998,49.46668
kwt,1999,49.60907
kwt,2000,49.70617
kwt,2001,50.16617
kwt,2002,50.0479
kwt,2003,50.16613
kwt,2004,50.14689
kwt,2005,50.61242
kwt,2006,50.67939
kwt,2007,49.63463
kwt,2008,50.21008
kwt,2009,49.97787
kwt,2010,50.0182
kwt,2011,49.42106
kwt,2012,50.15789
kwt,2013,50.16815
kwt,2014,50.14571
kwt,2015,49.48672
kwt,2016,49.11641
kwt,2017,48.91556
kwt,2018,48.59136
lao,1971,26.52105
lao,1972,28.66566
lao,1973,34.70239
lao,1977,30.74508
lao,1978,34.46548
lao,1979,35.9803
lao,1980,37.98603
lao,1981,38.39848
lao,1982,38.78793
lao,1983,35.32155
lao,1984,39.74317
lao,1985,40.43413
lao,1986,42.21632
lao,1988,42.09909
lao,1990,39.80467
lao,1991,38.23439
lao,1992,38.93399
lao,1993,38.36709
lao,1994,38.93703
lao,1995,39.45491
lao,1996,39.48707
lao,1997,39.50044
lao,1998,40.18111
lao,1999,40.31886
lao,2000,40.6155
lao,2001,41.09998
lao,2002,41.51514
lao,2003,41.88752
lao,2004,42.32867
lao,2005,42.55007
lao,2006,43.14882
lao,2007,43.43101
lao,2008,43.88876
lao,2009,44.27363
lao,2010,44.68457
lao,2011,45.2011
lao,2012,45.73903
lao,2013,46.22623
lao,2014,46.84544
lao,2015,47.18746
lao,2016,47.29356
lao,2017,47.42405
lao,2018,47.59531
lbn,1971,40.12047
lbn,1973,43.46275
lbn,1974,49.7603
lbn,1982,51.31745
lbn,1983,51.86741
lbn,1985,50.02512
lbn,1989,51.8511
lbn,1992,52.94381
lbn,1994,52.63124
lbn,1995,52.86588
lbn,1996,52.35205
lbn,1997,52.82293
lbn,1998,53.09484
lbn,1999,52.92803
lbn,2000,52.81216
lbn,2001,53.3267
lbn,2002,53.19292
lbn,2003,53.00248
lbn,2004,53.19743
lbn,2005,53.15122
lbn,2006,53.43015
lbn,2007,53.7563
lbn,2008,53.86005
lbn,2009,53.69698
lbn,2010,53.77213
lbn,2011,53.73359
lbn,2012,53.62476
lbn,2013,53.57967
lbn,2014,53.51982
lbn,2015,53.15423
lbn,2016,53.03486
lbn,2017,53.08042
lbn,2018,53.07088
lbr,1970,23.34452
lbr,1971,22.8557
lbr,1972,23.11429
lbr,1975,25.2623
lbr,1976,24.74276
lbr,1978,29.00718
lbr,1979,27.99282
lbr,1980,28.32037
lbr,1999,40.76132
lbr,2000,42.42498
lbr,2006,42.71766
lbr,2008,42.88305
lbr,2009,42.88034
lbr,2011,43.85491
lbr,2016,47.3383
lbr,2017,47.30825
lby,1971,17.22212
lby,1972,20.38105
lby,1973,22.73151
lby,1974,24.92292
lby,1975,27.05254
lby,1976,30.93831
lby,1977,33.76444
lby,1978,36.32547
lby,1979,37.9053
lby,1980,38.93166
lby,1981,38.75735
lby,1983,40.51348
lby,1986,45.12248
lby,2002,49.78156
lby,2003,49.76111
lca,1972,54.75207
lca,1973,54.8268
lca,1974,56.64173
lca,1975,57.97656
lca,1976,56.21373
lca,1977,57.26557
lca,1978,58.18429
lca,1980,56.67145
lca,1981,55.73618
lca,1982,56.5983
lca,1983,55.51987
lca,1984,57.20585
lca,1985,57.46229
lca,1986,57.57333
lca,1987,57.27853
lca,1988,53.56074
lca,1990,58.37462
lca,1991,57.84646
lca,1992,58.65156
lca,1993,59.79058
lca,1999,56.47843
lca,2000,57.23863
lca,2001,56.47668
lca,2002,56.93322
lca,2003,56.13647
lca,2004,50.69859
lca,2005,55.14798
lca,2006,54.59561
lca,2007,52.90674
lca,2008,51.1538
lca,2009,50.76827
lca,2010,49.66958
lca,2011,49.45304
lca,2012,49.95537
lca,2013,50.34508
lca,2014,50.10047
lca,2015,50.16104
lca,2016,50.53463
lca,2017,50.37706
lca,2018,50.14157
lie,2003,50.09862
lie,2004,50.19029
lie,2005,50.87891
lie,2006,51.77165
lie,2007,51.14201
lie,2008,51.39557
lie,2009,51.23457
lie,2010,50.31447
lie,2011,51.13253
lie,2012,51.68108
lie,2014,49.27007
lie,2015,48.43029
lie,2016,48.37341
lie,2017,48.53774
lka,1970,50.26249
lka,1971,49.30933
lka,1975,50.36681
lka,1976,50.98904
lka,1977,48.19474
lka,1980,50.95739
lka,1981,51.77121
lka,1982,51.98447
lka,1983,51.82167
lka,1984,51.8476
lka,1985,51.80073
lka,1986,51.95834
lka,1987,51.35977
lka,1988,51.24245
lka,1989,51.13558
lka,1990,51.12775
lka,1991,51.37746
lka,1992,51.24957
lka,1993,51.16979
lka,1994,51.42448
lka,1995,51.05201
lka,2001,51.03728
lka,2002,50.67255
lka,2003,50.61303
lka,2004,49.44852
lka,2005,50.96996
lka,2006,50.89283
lka,2008,51.30349
lka,2009,51.47905
lka,2010,50.25779
lka,2011,50.52737
lka,2012,51.18019
lka,2013,51.22033
lka,2014,51.15468
lka,2015,51.24202
lka,2016,51.2393
lka,2017,51.35969
lka,2018,51.37066
lso,1970,57.77333
lso,1971,53.39048
lso,1972,53.0373
lso,1973,52.56788
lso,1974,53.36061
lso,1975,54.78188
lso,1976,56.15808
