geo,time,sh_mmr_risk_zs
guy,2008,0.53962
guy,2009,0.51108
guy,2010,0.48641
guy,2011,0.48641
guy,2012,0.49792
guy,2013,0.47141
guy,2014,0.46727
guy,2015,0.46032
guy,2016,0.45128
guy,2017,0.44644
hnd,2000,0.4057
hnd,2001,0.37975
hnd,2002,0.35563
hnd,2003,0.33644
hnd,2004,0.32065
hnd,2005,0.30921
hnd,2006,0.29603
hnd,2007,0.28446
hnd,2008,0.2718
hnd,2009,0.25676
hnd,2010,0.24443
hnd,2011,0.22996
hnd,2012,0.21703
hnd,2013,0.20676
hnd,2014,0.19752
hnd,2015,0.18996
hnd,2016,0.18304
hnd,2017,0.17767
hrv,2000,0.01547
hrv,2001,0.01397
hrv,2002,0.01411
hrv,2003,0.01393
hrv,2004,0.01413
hrv,2005,0.01335
hrv,2006,0.01318
hrv,2007,0.01357
hrv,2008,0.01399
hrv,2009,0.01357
hrv,2010,0.01357
hrv,2011,0.01358
hrv,2012,0.01241
hrv,2013,0.01266
hrv,2014,0.01177
hrv,2015,0.01166
hrv,2016,0.00978
hrv,2017,0.01101
hti,2000,1.84119
hti,2001,1.80377
hti,2002,1.78466
hti,2003,1.77128
hti,2004,1.99035
hti,2005,1.75806
hti,2006,1.75731
hti,2007,1.75218
hti,2008,1.76285
hti,2009,1.73268
hti,2010,1.51423
hti,2011,1.70996
hti,2012,1.69295
hti,2013,1.65238
hti,2014,1.60961
hti,2015,1.56889
hti,2016,1.54244
hti,2017,1.48626
hun,2000,0.02122
hun,2001,0.02004
hun,2002,0.0205
hun,2003,0.02009
hun,2004,0.01936
hun,2005,0.01958
hun,2006,0.01872
hun,2007,0.01989
hun,2008,0.01864
hun,2009,0.01829
hun,2010,0.01728
hun,2011,0.0176
hun,2012,0.01668
hun,2013,0.01655
hun,2014,0.01656
hun,2015,0.01664
hun,2016,0.01627
hun,2017,0.01621
idn,2000,0.7343
idn,2001,0.7249
idn,2002,0.71378
idn,2003,0.70379
idn,2004,0.70847
idn,2005,0.67787
idn,2006,0.66397
idn,2007,0.64196
idn,2008,0.62677
idn,2009,0.60859
idn,2010,0.58914
idn,2011,0.56461
idn,2012,0.54027
idn,2013,0.5158
idn,2014,0.4904
idn,2015,0.46487
idn,2016,0.44018
idn,2017,0.41723
ind,2000,1.32094
ind,2001,1.23888
ind,2002,1.15374
ind,2003,1.07258
ind,2004,0.99853
ind,2005,0.92181
ind,2006,0.85167
ind,2007,0.7838
ind,2008,0.71698
ind,2009,0.65248
ind,2010,0.59164
ind,2011,0.53749
ind,2012,0.49099
ind,2013,0.45216
ind,2014,0.41757
ind,2015,0.38945
ind,2016,0.36467
ind,2017,0.34672
irl,2000,0.01348
irl,2001,0.01284
irl,2002,0.01232
irl,2003,0.01142
irl,2004,0.0126
irl,2005,0.01359
irl,2006,0.0135
irl,2007,0.01308
irl,2008,0.01479
irl,2009,0.01508
irl,2010,0.01265
irl,2011,0.01439
irl,2012,0.01347
irl,2013,0.01207
irl,2014,0.01154
irl,2015,0.0119
irl,2016,0.01135
irl,2017,0.00887
irn,2000,0.10863
irn,2001,0.09643
irn,2002,0.08628
irn,2003,0.08089
irn,2004,0.07305
irn,2005,0.06897
irn,2006,0.06511
irn,2007,0.06164
irn,2008,0.05754
irn,2009,0.05148
irn,2010,0.0456
irn,2011,0.04086
irn,2012,0.03809
irn,2013,0.03774
irn,2014,0.03789
irn,2015,0.03801
irn,2016,0.03792
irn,2017,0.03817
irq,2000,0.40977
irq,2001,0.38905
irq,2002,0.37024
irq,2003,0.66441
irq,2004,0.59065
irq,2005,0.60674
irq,2006,0.74224
irq,2007,0.65508
irq,2008,0.43365
irq,2009,0.36378
irq,2010,0.33908
irq,2011,0.32046
irq,2012,0.30635
irq,2013,0.33497
irq,2014,0.39481
irq,2015,0.34648
irq,2016,0.3193
irq,2017,0.31487
isl,2000,0.01187
isl,2001,0.0126
isl,2002,0.01287
isl,2003,0.01243
isl,2004,0.01182
isl,2005,0.01072
isl,2006,0.01068
isl,2007,0.01068
isl,2008,0.01007
isl,2009,0.01096
isl,2010,0.00963
isl,2011,0.00924
isl,2012,0.00816
isl,2013,0.0088
isl,2014,0.00966
isl,2015,0.00766
isl,2016,0.0081
isl,2017,0.00695
isr,2000,0.0203
isr,2001,0.02042
isr,2002,0.02104
isr,2003,0.01823
isr,2004,0.01688
isr,2005,0.01672
isr,2006,0.01596
isr,2007,0.01405
isr,2008,0.01321
isr,2009,0.01305
isr,2010,0.01213
isr,2011,0.01204
isr,2012,0.01162
isr,2013,0.01112
isr,2014,0.01176
isr,2015,0.0106
isr,2016,0.01085
isr,2017,0.00929
ita,2000,0.00492
ita,2001,0.00464
ita,2002,0.0044
ita,2003,0.00428
ita,2004,0.00391
ita,2005,0.00378
ita,2006,0.00355
ita,2007,0.00344
ita,2008,0.00325
ita,2009,0.00321
ita,2010,0.00304
ita,2011,0.00291
ita,2012,0.00276
ita,2013,0.00261
ita,2014,0.0024
ita,2015,0.00226
ita,2016,0.00218
ita,2017,0.00195
jam,2000,0.21666
jam,2001,0.21424
jam,2002,0.20636
jam,2003,0.20274
jam,2004,0.20081
jam,2005,0.19836
jam,2006,0.19159
jam,2007,0.1892
jam,2008,0.18622
jam,2009,0.18263
jam,2010,0.17911
jam,2011,0.17667
jam,2012,0.17407
jam,2013,0.17095
jam,2014,0.16714
jam,2015,0.16617
jam,2016,0.16693
jam,2017,0.16755
jor,2000,0.31707
jor,2001,0.30366
jor,2002,0.29133
jor,2003,0.28021
jor,2004,0.2699
jor,2005,0.26681
jor,2006,0.24824
jor,2007,0.2374
jor,2008,0.22829
jor,2009,0.219
jor,2010,0.21068
jor,2011,0.19985
jor,2012,0.18822
jor,2013,0.17645
jor,2014,0.16486
jor,2015,0.15391
jor,2016,0.14481
jor,2017,0.13662
jpn,2000,0.01206
jpn,2001,0.0113
jpn,2002,0.01066
jpn,2003,0.0103
jpn,2004,0.01004
jpn,2005,0.00982
jpn,2006,0.00935
jpn,2007,0.00894
jpn,2008,0.00883
jpn,2009,0.00856
jpn,2010,0.00821
jpn,2011,0.00851
jpn,2012,0.00748
jpn,2013,0.00716
jpn,2014,0.00687
jpn,2015,0.00661
jpn,2016,0.0061
jpn,2017,0.006
kaz,2000,0.11946
kaz,2001,0.11326
kaz,2002,0.10565
kaz,2003,0.1026
kaz,2004,0.10027
kaz,2005,0.09786
kaz,2006,0.0968
kaz,2007,0.09093
kaz,2008,0.07825
kaz,2009,0.06536
kaz,2010,0.0597
kaz,2011,0.05206
kaz,2012,0.04754
kaz,2013,0.04163
kaz,2014,0.03718
kaz,2015,0.03422
kaz,2016,0.03095
kaz,2017,0.02852
ken,2000,3.56017
ken,2001,3.48726
ken,2002,3.3948
ken,2003,3.28104
ken,2004,3.13077
ken,2005,2.95789
ken,2006,2.77944
ken,2007,2.60044
ken,2008,2.43284
ken,2009,2.21746
ken,2010,2.00089
ken,2011,1.8093
ken,2012,1.65887
ken,2013,1.57132
ken,2014,1.49706
ken,2015,1.43087
ken,2016,1.36264
ken,2017,1.31224
kgz,2000,0.22293
kgz,2001,0.20641
kgz,2002,0.22154
kgz,2003,0.21539
kgz,2004,0.20988
kgz,2005,0.22078
kgz,2006,0.2369
kgz,2007,0.24356
kgz,2008,0.24651
kgz,2009,0.255
kgz,2010,0.26112
kgz,2011,0.27179
kgz,2012,0.26235
kgz,2013,0.2513
kgz,2014,0.24842
kgz,2015,0.2372
kgz,2016,0.22259
kgz,2017,0.20738
khm,2000,1.76542
khm,2001,1.57968
khm,2002,1.444
khm,2003,1.33234
khm,2004,1.23506
khm,2005,1.14177
khm,2006,1.05485
khm,2007,0.97752
khm,2008,0.90754
khm,2009,0.83827
khm,2010,0.77619
khm,2011,0.71772
khm,2012,0.65696
khm,2013,0.60877
khm,2014,0.56361
khm,2015,0.52327
khm,2016,0.48803
khm,2017,0.45844
kir,2000,0.5534
kir,2001,0.52665
kir,2002,0.50226
kir,2003,0.48107
kir,2004,0.46333
kir,2005,0.45163
kir,2006,0.44033
kir,2007,0.43393
kir,2008,0.43318
kir,2009,0.42912
kir,2010,0.4228
kir,2011,0.41699
kir,2012,0.40603
kir,2013,0.39033
kir,2014,0.37475
kir,2015,0.36079
kir,2016,0.35012
kir,2017,0.34292
kor,2000,0.02378
kor,2001,0.0211
kor,2002,0.01979
kor,2003,0.01958
kor,2004,0.01833
kor,2005,0.01849
kor,2006,0.01657
kor,2007,0.01821
kor,2008,0.01814
kor,2009,0.01892
kor,2010,0.01823
kor,2011,0.01714
kor,2012,0.01585
kor,2013,0.01502
kor,2014,0.01416
kor,2015,0.01345
kor,2016,0.01255
kor,2017,0.01199
kwt,2000,0.03178
kwt,2001,0.03133
kwt,2002,0.03106
kwt,2003,0.03109
kwt,2004,0.03125
kwt,2005,0.03095
kwt,2006,0.02965
kwt,2007,0.02841
kwt,2008,0.02734
kwt,2009,0.02623
kwt,2010,0.0252
kwt,2011,0.02502
kwt,2012,0.02461
kwt,2013,0.02423
kwt,2014,0.02389
kwt,2015,0.02393
kwt,2016,0.02384
kwt,2017,0.0237
lao,2000,2.4509
lao,2001,2.24162
lao,2002,2.05994
lao,2003,1.89369
lao,2004,1.73528
lao,2005,1.58834
lao,2006,1.45436
lao,2007,1.32686
lao,2008,1.2085
lao,2009,1.10015
lao,2010,0.99698
lao,2011,0.91219
lao,2012,0.83425
lao,2013,0.76758
lao,2014,0.70816
lao,2015,0.65666
lao,2016,0.60551
lao,2017,0.5625
lbn,2000,0.07452
lbn,2001,0.06989
lbn,2002,0.06437
lbn,2003,0.05884
lbn,2004,0.05394
lbn,2005,0.05014
lbn,2006,0.049
lbn,2007,0.04724
lbn,2008,0.04853
lbn,2009,0.04899
lbn,2010,0.05052
lbn,2011,0.05402
lbn,2012,0.05445
lbn,2013,0.05807
lbn,2014,0.06085
lbn,2015,0.06269
lbn,2016,0.06193
lbn,2017,0.06308
lbr,2000,4.97207
lbr,2001,5.05493
lbr,2002,5.56449
lbr,2003,4.86284
lbr,2004,4.7332
lbr,2005,4.59436
lbr,2006,4.3463
lbr,2007,4.12466
lbr,2008,3.95649
lbr,2009,3.80042
lbr,2010,3.65848
lbr,2011,3.53522
lbr,2012,3.4339
lbr,2013,3.34297
lbr,2014,3.2742
lbr,2015,3.31945
lbr,2016,3.13199
lbr,2017,3.08035
lby,2000,0.1968
lby,2001,0.18648
lby,2002,0.17789
lby,2003,0.16944
lby,2004,0.15916
lby,2005,0.1493
lby,2006,0.14193
lby,2007,0.13671
lby,2008,0.13479
lby,2009,0.13774
lby,2010,0.13733
lby,2011,0.14303
lby,2012,0.14226
lby,2013,0.14784
lby,2014,0.1604
lby,2015,0.17465
lby,2016,0.17774
lby,2017,0.16944
lca,2000,0.20848
lca,2001,0.19327
lca,2002,0.18884
lca,2003,0.18029
lca,2004,0.16395
lca,2005,0.14614
lca,2006,0.14082
lca,2007,0.14419
lca,2008,0.1511
lca,2009,0.15986
lca,2010,0.17264
lca,2011,0.17948
lca,2012,0.17807
lca,2013,0.16412
lca,2014,0.15758
lca,2015,0.17221
lca,2016,0.17365
lca,2017,0.17334
lka,2000,0.13043
lka,2001,0.12187
lka,2002,0.11625
lka,2003,0.11518
lka,2004,0.11126
lka,2005,0.10547
lka,2006,0.11063
lka,2007,0.09994
lka,2008,0.09701
lka,2009,0.09418
lka,2010,0.08931
lka,2011,0.08695
lka,2012,0.08484
lka,2013,0.08358
lka,2014,0.08232
lka,2015,0.08071
lka,2016,0.07931
lka,2017,0.07849
lso,2000,2.17126
lso,2001,2.18465
lso,2002,2.20958
lso,2003,2.23229
lso,2004,2.22987
lso,2005,2.19716
lso,2006,2.16998
lso,2007,2.12652
lso,2008,2.07784
lso,2009,2.03378
lso,2010,1.99751
lso,2011,1.97041
lso,2012,1.94733
lso,2013,1.92614
lso,2014,1.89574
lso,2015,1.86134
lso,2016,1.80221
lso,2017,1.73447
ltu,2000,0.02141
ltu,2001,0.0206
ltu,2002,0.01763
ltu,2003,0.01754
ltu,2004,0.01533
ltu,2005,0.01661
ltu,2006,0.0176
ltu,2007,0.01828
ltu,2008,0.01707
ltu,2009,0.01489
ltu,2010,0.01405
ltu,2011,0.01477
ltu,2012,0.01448
ltu,2013,0.01473
ltu,2014,0.01336
ltu,2015,0.01428
ltu,2016,0.01347
ltu,2017,0.01334
lux,2000,0.01713
lux,2001,0.01671
lux,2002,0.01536
lux,2003,0.01382
lux,2004,0.01354
lux,2005,0.01451
lux,2006,0.01383
lux,2007,0.01211
lux,2008,0.01012
lux,2009,0.01064
lux,2010,0.01186
lux,2011,0.01195
lux,2012,0.01119
lux,2013,0.00961
lux,2014,0.00903
lux,2015,0.00717
lux,2016,0.0083
lux,2017,0.00701
lva,2000,0.03867
lva,2001,0.03997
lva,2002,0.03861
lva,2003,0.0418
lva,2004,0.04081
lva,2005,0.04003
lva,2006,0.04351
lva,2007,0.04462
lva,2008,0.04085
lva,2009,0.0407
lva,2010,0.03771
lva,2011,0.03857
lva,2012,0.03499
lva,2013,0.04235
lva,2014,0.03742
lva,2015,0.0377
lva,2016,0.04264
lva,2017,0.03246
mar,2000,0.53128
mar,2001,0.48083
mar,2002,0.44068
mar,2003,0.40889
mar,2004,0.37891
mar,2005,0.34492
mar,2006,0.31808
mar,2007,0.29576
mar,2008,0.27881
mar,2009,0.2609
mar,2010,0.24395
mar,2011,0.22894
mar,2012,0.21762
mar,2013,0.20922
mar,2014,0.20165
mar,2015,0.19325
mar,2016,0.18541
mar,2017,0.17839
mda,2000,0.06226
mda,2001,0.05225
mda,2002,0.0485
mda,2003,0.04477
mda,2004,0.03989
mda,2005,0.04241
mda,2006,0.03982
mda,2007,0.04037
mda,2008,0.03904
mda,2009,0.0378
mda,2010,0.03959
mda,2011,0.02953
mda,2012,0.03104
mda,2013,0.02866
mda,2014,0.03137
mda,2015,0.0306
mda,2016,0.02717
mda,2017,0.02571
mdg,2000,3.26833
mdg,2001,3.17585
mdg,2002,3.09589
mdg,2003,3.01916
mdg,2004,2.94472
mdg,2005,2.82409
mdg,2006,2.70563
mdg,2007,2.60743
mdg,2008,2.50401
mdg,2009,2.37738
mdg,2010,2.23954
mdg,2011,2.10438
mdg,2012,1.9792
mdg,2013,1.86523
mdg,2014,1.7665
mdg,2015,1.67457
mdg,2016,1.58939
mdg,2017,1.51388
mdv,2000,0.37508
mdv,2001,0.31149
mdv,2002,0.27719
mdv,2003,0.24697
mdv,2004,0.22129
mdv,2005,0.18625
mdv,2006,0.17539
mdv,2007,0.17507
mdv,2008,0.18076
mdv,2009,0.17842
mdv,2010,0.16829
mdv,2011,0.15557
mdv,2012,0.14969
mdv,2013,0.14247
mdv,2014,0.13559
mdv,2015,0.12795
mdv,2016,0.12522
mdv,2017,0.11921
mex,2000,0.16909
mex,2001,0.16426
mex,2002,0.1636
mex,2003,0.15924
mex,2004,0.15132
mex,2005,0.14746
mex,2006,0.13853
mex,2007,0.13038
mex,2008,0.12731
mex,2009,0.13043
mex,2010,0.11619
mex,2011,0.10677
mex,2012,0.10099
mex,2013,0.09321
mex,2014,0.09061
mex,2015,0.08408
mex,2016,0.07942
mex,2017,0.07558
mkd,2000,0.02252
mkd,2001,0.01947
mkd,2002,0.01987
mkd,2003,0.01647
mkd,2004,0.0172
mkd,2005,0.01555
mkd,2006,0.01518
mkd,2007,0.01476
mkd,2008,0.01246
mkd,2009,0.01267
mkd,2010,0.01227
mkd,2011,0.0115
mkd,2012,0.01281
mkd,2013,0.01218
mkd,2014,0.01228
mkd,2015,0.01233
mkd,2016,0.01227
mkd,2017,0.01106
mli,2000,5.8082
mli,2001,5.55642
mli,2002,5.34224
mli,2003,5.17207
mli,2004,5.00512
mli,2005,4.83771
mli,2006,4.71965
mli,2007,4.62067
mli,2008,4.56821
mli,2009,4.52196
mli,2010,4.45946
mli,2011,4.43683
mli,2012,4.39418
mli,2013,4.33443
mli,2014,4.14375
mli,2015,3.94768
mli,2016,3.70766
mli,2017,3.48712
mlt,2000,0.01485
mlt,2001,0.01492
mlt,2002,0.01372
mlt,2003,0.0137
mlt,2004,0.01304
mlt,2005,0.01175
mlt,2006,0.01146
mlt,2007,0.0108
mlt,2008,0.01069
mlt,2009,0.01023
mlt,2010,0.01089
mlt,2011,0.0106
mlt,2012,0.01024
mlt,2013,0.01042
mlt,2014,0.00817
mlt,2015,0.00979
mlt,2016,0.00955
mlt,2017,0.00977
mmr,2000,0.98478
mmr,2001,0.94873
mmr,2002,0.91421
mmr,2003,0.87887
mmr,2004,0.84488
mmr,2005,0.80693
mmr,2006,0.77357
mmr,2007,0.74061
mmr,2008,0.7094
mmr,2009,0.67138
mmr,2010,0.63676
mmr,2011,0.60771
mmr,2012,0.58296
mmr,2013,0.56522
mmr,2014,0.54917
mmr,2015,0.54011
mmr,2016,0.53232
mmr,2017,0.53854
mne,2000,0.02206
mne,2001,0.02129
mne,2002,0.02057
mne,2003,0.02009
mne,2004,0.019
mne,2005,0.01757
mne,2006,0.01593
mne,2007,0.01496
mne,2008,0.01438
mne,2009,0.01376
mne,2010,0.0129
mne,2011,0.01236
mne,2012,0.01175
mne,2013,0.01132
mne,2014,0.01095
mne,2015,0.01069
mne,2016,0.01023
mne,2017,0.01009
mng,2000,0.37187
mng,2001,0.32158
mng,2002,0.28304
mng,2003,0.25834
mng,2004,0.24012
mng,2005,0.22698
mng,2006,0.21771
mng,2007,0.21235
mng,2008,0.20855
mng,2009,0.19839
mng,2010,0.1858
mng,2011,0.17417
mng,2012,0.16429
mng,2013,0.15793
mng,2014,0.15312
mng,2015,0.14869
mng,2016,0.14464
mng,2017,0.14113
moz,2000,4.59886
moz,2001,4.28735
moz,2002,4.00015
moz,2003,3.7211
moz,2004,3.45098
moz,2005,3.20068
moz,2006,2.97211
moz,2007,2.76647
moz,2008,2.5725
moz,2009,2.38818
moz,2010,2.22378
moz,2011,2.08528
moz,2012,1.96875
moz,2013,1.87289
moz,2014,1.77378
moz,2015,1.66527
moz,2016,1.57403
moz,2017,1.49973
mrt,2000,4.51781
mrt,2001,4.48929
mrt,2002,4.45397
mrt,2003,4.41125
mrt,2004,4.34058
mrt,2005,4.28197
mrt,2006,4.23161
mrt,2007,4.20026
mrt,2008,4.17479
mrt,2009,4.16693
mrt,2010,4.15007
mrt,2011,4.11394
mrt,2012,4.03188
mrt,2013,3.95924
mrt,2014,3.87274
mrt,2015,3.77582
mrt,2016,3.68993
mrt,2017,3.59395
mus,2000,0.12122
mus,2001,0.10933
mus,2002,0.10693
mus,2003,0.11197
mus,2004,0.10205
mus,2005,0.09885
mus,2006,0.09949
mus,2007,0.09671
mus,2008,0.08842
mus,2009,0.09421
mus,2010,0.10326
mus,2011,0.08223
mus,2012,0.09422
mus,2013,0.08802
mus,2014,0.10103
mus,2015,0.10498
mus,2016,0.09439
mus,2017,0.0862
mwi,2000,4.30724
mwi,2001,4.19622
mwi,2002,4.0576
mwi,2003,3.89023
mwi,2004,3.6883
mwi,2005,3.44849
mwi,2006,3.21001
mwi,2007,2.99289
mwi,2008,2.80469
mwi,2009,2.63495
mwi,2010,2.47767
mwi,2011,2.34807
mwi,2012,2.21402
mwi,2013,2.07587
mwi,2014,1.95099
mwi,2015,1.84954
mwi,2016,1.74909
mwi,2017,1.67614
mys,2000,0.10765
mys,2001,0.09862
mys,2002,0.09042
mys,2003,0.08343
mys,2004,0.0777
mys,2005,0.07299
mys,2006,0.06986
mys,2007,0.06811
mys,2008,0.06687
mys,2009,0.06629
mys,2010,0.06585
mys,2011,0.0658
mys,2012,0.0657
mys,2013,0.0659
mys,2014,0.06532
mys,2015,0.06452
mys,2016,0.06365
mys,2017,0.06274
nam,2000,1.30769
nam,2001,1.27403
nam,2002,1.2503
nam,2003,1.23051
nam,2004,1.21288
nam,2005,1.18013
nam,2006,1.13835
nam,2007,1.0921
nam,2008,1.04595
nam,2009,1.02578
nam,2010,0.99466
nam,2011,0.96912
nam,2012,0.91466
nam,2013,0.87606
nam,2014,0.83976
nam,2015,0.80896
nam,2016,0.76184
nam,2017,0.71266
ner,2000,6.37901
ner,2001,6.31698
ner,2002,6.2476
ner,2003,6.1338
ner,2004,6.02409
ner,2005,5.89125
ner,2006,5.77391
ner,2007,5.65634
ner,2008,5.52055
ner,2009,5.34935
ner,2010,5.13961
ner,2011,4.94399
ner,2012,4.7403
ner,2013,4.54739
ner,2014,4.34572
ner,2015,4.17219
ner,2016,3.9474
ner,2017,3.75676
nga,2000,6.91704
nga,2001,6.84881
nga,2002,6.75492
nga,2003,6.63065
nga,2004,6.40168
nga,2005,6.14101
nga,2006,5.89397
nga,2007,5.72418
nga,2008,5.63786
nga,2009,5.57416
nga,2010,5.49834
nga,2011,5.43374
nga,2012,5.35606
nga,2013,5.26199
nga,2014,5.17908
nga,2015,5.05557
nga,2016,4.96568
nga,2017,4.85669
nic,2000,0.58123
nic,2001,0.5439
nic,2002,0.51002
nic,2003,0.48021
nic,2004,0.44914
nic,2005,0.41726
nic,2006,0.3892
nic,2007,0.37284
nic,2008,0.35336
nic,2009,0.34038
nic,2010,0.33127
nic,2011,0.31947
nic,2012,0.3091
nic,2013,0.29831
nic,2014,0.28783
nic,2015,0.27733
nic,2016,0.26894
nic,2017,0.26003
nld,2000,0.02318
nld,2001,0.02229
nld,2002,0.02242
nld,2003,0.0213
nld,2004,0.01952
nld,2005,0.01814
nld,2006,0.01601
nld,2007,0.0146
nld,2008,0.01384
nld,2009,0.01286
nld,2010,0.01156
nld,2011,0.01183
nld,2012,0.01093
nld,2013,0.0101
nld,2014,0.00972
nld,2015,0.00905
nld,2016,0.00919
nld,2017,0.00841
nor,2000,0.01056
nor,2001,0.01019
nor,2002,0.00925
nor,2003,0.00931
nor,2004,0.00964
nor,2005,0.00883
nor,2006,0.00831
nor,2007,0.00789
nor,2008,0.00737
nor,2009,0.00711
nor,2010,0.0068
nor,2011,0.00644
nor,2012,0.00548
nor,2013,0.00523
nor,2014,0.0046
nor,2015,0.00442
nor,2016,0.00442
nor,2017,0.00389
npl,2000,2.40343
npl,2001,2.18186
npl,2002,2.08591
npl,2003,1.81603
npl,2004,1.65838
npl,2005,1.47831
npl,2006,1.31871
npl,2007,1.18838
npl,2008,1.08289
npl,2009,0.98708
npl,2010,0.89928
npl,2011,0.80889
npl,2012,0.72647
npl,2013,0.65212
npl,2014,0.58724
npl,2015,0.57932
npl,2016,0.47385
npl,2017,0.42922
nzl,2000,0.02286
nzl,2001,0.02216
nzl,2002,0.02258
nzl,2003,0.02272
nzl,2004,0.02242
nzl,2005,0.02244
nzl,2006,0.02159
nzl,2007,0.02202
nzl,2008,0.02135
nzl,2009,0.02183
nzl,2010,0.0214
nzl,2011,0.0204
nzl,2012,0.02011
nzl,2013,0.01751
nzl,2014,0.01895
nzl,2015,0.01856
nzl,2016,0.01824
nzl,2017,0.01631
omn,2000,0.07633
omn,2001,0.07289
omn,2002,0.06995
omn,2003,0.06731
omn,2004,0.06301
omn,2005,0.05969
omn,2006,0.05693
omn,2007,0.0576
omn,2008,0.05694
omn,2009,0.05849
omn,2010,0.06003
omn,2011,0.06123
omn,2012,0.06191
omn,2013,0.06265
omn,2014,0.0633
omn,2015,0.06428
omn,2016,0.06432
omn,2017,0.06402
pak,2000,1.48545
pak,2001,1.39096
pak,2002,1.30283
pak,2003,1.21981
pak,2004,1.13798
pak,2005,1.0828
pak,2006,0.99803
pak,2007,0.93935
pak,2008,0.8877
pak,2009,0.84505
pak,2010,0.79842
pak,2011,0.74649
pak,2012,0.71022
pak,2013,0.67607
pak,2014,0.64796
pak,2015,0.615
pak,2016,0.56488
pak,2017,0.54588
pan,2000,0.27834
pan,2001,0.26158
pan,2002,0.27251
pan,2003,0.27497
pan,2004,0.25666
pan,2005,0.25473
pan,2006,0.24987
pan,2007,0.2439
pan,2008,0.23709
pan,2009,0.23031
pan,2010,0.21938
pan,2011,0.21014
pan,2012,0.20261
pan,2013,0.18017
pan,2014,0.1615
pan,2015,0.15348
pan,2016,0.14368
pan,2017,0.13355
per,2000,0.44085
per,2001,0.41186
per,2002,0.388
per,2003,0.3695
per,2004,0.35348
per,2005,0.33873
per,2006,0.32439
per,2007,0.31497
per,2008,0.3005
per,2009,0.29045
per,2010,0.27777
per,2011,0.26669
per,2012,0.25545
per,2013,0.24579
per,2014,0.23723
per,2015,0.2305
per,2016,0.21826
per,2017,0.20854
phl,2000,0.64147
phl,2001,0.64702
phl,2002,0.62397
phl,2003,0.59893
phl,2004,0.58574
phl,2005,0.57387
phl,2006,0.56147
phl,2007,0.52814
phl,2008,0.51284
phl,2009,0.50638
phl,2010,0.48073
phl,2011,0.46342
phl,2012,0.44459
phl,2013,0.42341
phl,2014,0.39691
phl,2015,0.37393
phl,2016,0.35384
phl,2017,0.33482
png,2000,1.15154
png,2001,1.10888
png,2002,1.06675
png,2003,1.01456
png,2004,0.95227
png,2005,0.88502
png,2006,0.8199
png,2007,0.7753
png,2008,0.73771
png,2009,0.71265
png,2010,0.69372
png,2011,0.67332
png,2012,0.65227
png,2013,0.62635
png,2014,0.59849
png,2015,0.57467
png,2016,0.5538
png,2017,0.5373
pol,2000,0.00898
pol,2001,0.00782
pol,2002,0.00689
pol,2003,0.00634
pol,2004,0.00611
pol,2005,0.00586
pol,2006,0.00561
pol,2007,0.00535
pol,2008,0.00502
pol,2009,0.00471
pol,2010,0.00415
pol,2011,0.00402
pol,2012,0.00383
pol,2013,0.00362
pol,2014,0.00356
pol,2015,0.0035
pol,2016,0.00348
pol,2017,0.0033
pri,2000,0.05135
pri,2001,0.04915
pri,2002,0.04606
pri,2003,0.04389
pri,2004,0.04566
pri,2005,0.04238
pri,2006,0.04068
pri,2007,0.0399
pri,2008,0.03956
pri,2009,0.03847
pri,2010,0.03364
pri,2011,0.03439
pri,2012,0.02801
pri,2013,0.02811
pri,2014,0.02783
pri,2015,0.02534
pri,2016,0.02471
pri,2017,0.02473
prk,2000,0.31716
prk,2001,0.28505
prk,2002,0.26198
prk,2003,0.25019
prk,2004,0.23973
prk,2005,0.232
prk,2006,0.22483
prk,2007,0.21927
prk,2008,0.21281
prk,2009,0.2028
prk,2010,0.1894
prk,2011,0.17803
prk,2012,0.17049
prk,2013,0.16686
prk,2014,0.16463
prk,2015,0.16312
prk,2016,0.16271
prk,2017,0.16229
prt,2000,0.01516
prt,2001,0.01536
prt,2002,0.01481
prt,2003,0.01448
prt,2004,0.01397
prt,2005,0.01361
prt,2006,0.01327
prt,2007,0.01268
prt,2008,0.01242
prt,2009,0.01248
prt,2010,0.01234
prt,2011,0.01099
prt,2012,0.01081
prt,2013,0.01053
prt,2014,0.01038
prt,2015,0.01047
prt,2016,0.01047
prt,2017,0.00935
pry,2000,0.73676
pry,2001,0.70125
pry,2002,0.66762
pry,2003,0.63492
pry,2004,0.60266
pry,2005,0.57084
pry,2006,0.54173
pry,2007,0.51684
pry,2008,0.4928
pry,2009,0.46983
pry,2010,0.44806
pry,2011,0.42897
pry,2012,0.41027
pry,2013,0.39472
pry,2014,0.38116
pry,2015,0.36846
pry,2016,0.35841
pry,2017,0.35044
pse,2000,0.41307
pse,2001,0.39627
pse,2002,0.3894
pse,2003,0.36193
pse,2004,0.34465
pse,2005,0.3129
pse,2006,0.30108
pse,2007,0.28129
pse,2008,0.26398
pse,2009,0.24614
pse,2010,0.21621
pse,2011,0.19964
pse,2012,0.18379
pse,2013,0.16637
pse,2014,0.1664
pse,2015,0.13746
pse,2016,0.1245
pse,2017,0.11309
qat,2000,0.04993
qat,2001,0.04689
qat,2002,0.04414
qat,2003,0.04198
qat,2004,0.03946
qat,2005,0.03688
qat,2006,0.03271
qat,2007,0.02987
qat,2008,0.02771
qat,2009,0.02632
qat,2010,0.02527
qat,2011,0.02415
qat,2012,0.02311
