geo,time,ne_gdi_totl_cn
caf,1988,39594000000
caf,1989,46275000000
caf,1990,49848000000
caf,1991,49146000000
caf,1992,46351000000
caf,1993,38305000000
caf,1994,55320000000
caf,1995,78607000000
caf,1996,37505500000
caf,1997,55172000000
caf,1998,62848000000
caf,1999,79765000000
caf,2000,72092000000
caf,2001,69952000000
caf,2002,66507000000
caf,2003,42427000000
caf,2004,45707000000
caf,2005,69588000000
caf,2006,78160000000
caf,2007,86950000000
caf,2008,113163934300
caf,2009,128381000000
caf,2010,178568000000
caf,2011,157496000000
caf,2012,138844000000
caf,2013,62787000000
caf,2014,205741000000
caf,2015,218619000000
caf,2016,242946000000
caf,2017,308066000000
caf,2018,319531000000
caf,2019,301236911500
caf,2020,317224430900
can,1961,9407000000
can,1962,10494000000
can,1963,11209000000
can,1964,12810000000
can,1965,15563000000
can,1966,17883000000
can,1967,17337000000
can,1968,18225000000
can,1969,20677000000
can,1970,20388000000
can,1971,23231000000
can,1972,25975000000
can,1973,32058000000
can,1974,40692000000
can,1975,44063000000
can,1976,51331000000
can,1977,54844000000
can,1978,58792000000
can,1979,71828000000
can,1980,76342000000
can,1981,93180000000
can,1982,77341000000
can,1983,85196000000
can,1984,96834000000
can,1985,107674000000
can,1986,114175000000
can,1987,127375000000
can,1988,147358000000
can,1989,158560000000
can,1990,148171000000
can,1991,135732000000
can,1992,132030000000
can,1993,138015000000
can,1994,154562000000
can,1995,161171000000
can,1996,162747000000
can,1997,192425000000
can,1998,197939000000
can,1999,208480000000
can,2000,228009000000
can,2001,225146000000
can,2002,235626000000
can,2003,256804000000
can,2004,285616000000
can,2005,321731000000
can,2006,353130000000
can,2007,377185000000
can,2008,398891000000
can,2009,345057000000
can,2010,391221000000
can,2011,428462000000
can,2012,454381000000
can,2013,473806000000
can,2014,496145000000
can,2015,474155000000
can,2016,461034000000
can,2017,504131000000
can,2018,517638000000
can,2019,531195000000
can,2020,491161000000
che,1970,44239602000
che,1971,50600605000
che,1972,56114483000
che,1973,61628361000
che,1974,66688421000
che,1975,48709701000
che,1976,44527020000
che,1977,45737199000
che,1978,49806425000
che,1979,57241462000
che,1980,70069358000
che,1981,69234442000
che,1982,72642580000
che,1983,75890795000
che,1984,74781106000
che,1985,81409504000
che,1986,91369232000
che,1987,93589107000
che,1988,102600999000
che,1989,113250663000
che,1990,128697900000
che,1991,122145218000
che,1992,113919780000
che,1993,110980608000
che,1994,116623833000
che,1995,116919506000
che,1996,115898870000
che,1997,111160482000
che,1998,119928004000
che,1999,120205371000
che,2000,127085637000
che,2001,132180432000
che,2002,124089333000
che,2003,123858089000
che,2004,119651445000
che,2005,138076075000
che,2006,150988159000
che,2007,154106176000
che,2008,164707569000
che,2009,167463422000
che,2010,158110511000
che,2011,177745271000
che,2012,166380623000
che,2013,160783594000
che,2014,170833948000
che,2015,166832243000
che,2016,169675978000
che,2017,174275803000
che,2018,178472999000
che,2019,183896127000
che,2020,200268165000
chl,1960,636413.99185
chl,1961,786648.19094
chl,1962,758635.58062
chl,1963,1387963.74774
chl,1964,2013378.27597
chl,1965,2981416.70921
chl,1966,4644260.63653
chl,1967,5952931.10873
chl,1968,8383212.97014
chl,1969,11313498.83943
chl,1970,17663941.26151
chl,1971,20225845.47713
chl,1972,31579601.25651
chl,1973,103113210.91522
chl,1974,2128791432.09548
chl,1975,5237409931.32338
chl,1976,18317772299.6657
chl,1977,46020391573.7132
chl,1978,95757565267.79788
chl,1979,152218768087.33701
chl,1980,250296943454.87601
chl,1981,315405026084.84198
chl,1982,151084495054.28699
chl,1983,194979435567.57999
chl,1984,373116450028.15198
chl,1985,485393950300.55695
chl,1986,687687942446.95105
chl,1987,1091592047775.94995
chl,1988,1476843376823.86011
chl,1989,2058379365330.65991
chl,1990,2619917605792.7002
chl,1991,3115524362900
chl,1992,4196838727200
chl,1993,5608059913600
chl,1994,6163624685200
chl,1995,8063491671700
chl,1996,8960178845059.01953
chl,1997,9895323256375.75977
chl,1998,10117211051396.5
chl,1999,7982067254299.24023
chl,2000,9290183586819.12891
chl,2001,10080261281797.09961
chl,2002,10729809858481.19922
chl,2003,11004429195948.5
chl,2004,11960669185811.09961
chl,2005,15032959530121.5
chl,2006,17085669205782.19922
chl,2007,18907441807334.69531
chl,2008,25169447385369.30078
chl,2009,20360569750906.69531
chl,2010,25803077032679.60156
chl,2011,30065674603439.10156
chl,2012,34370341670845.39844
chl,2013,35331563659062.79688
chl,2014,34536388663531.80078
chl,2015,37950932362942.49219
chl,2016,37657529800818
chl,2017,38210010834707.39844
chl,2018,42338991525221.39844
chl,2019,45148949426572.60156
chl,2020,39748214155237.20312
chn,1960,58193387760
chn,1961,28102925930
chn,1962,18289913990
chn,1963,27165333630
chn,1964,35788307220
chn,1965,46993882630
chn,1966,57519319890
chn,1967,42814267800
chn,1968,43489799040
chn,1969,49072135460
chn,1970,74932546060
chn,1971,82644779800
chn,1972,79758199860
chn,1973,90833391620
chn,1974,93897156030
chn,1975,106491066570
chn,1976,99280576550
chn,1977,110106619870
chn,1978,138333244300
chn,1979,148833769680
chn,1980,158754128950
chn,1981,162629520040
chn,1982,171840287720
chn,1983,192223197290
chn,1984,250223308470
chn,1985,355442278350
chn,1986,391461196560
chn,1987,454366584180
chn,1988,593223839400
chn,1989,639235629200
chn,1990,644656600850
chn,1991,775398247500
chn,1992,1062541121800
chn,1993,1544049771900
chn,1994,1947943770600
chn,1995,2382301512300
chn,1996,2696007207700
chn,1997,2831713193200
chn,1998,2965969320000
chn,1999,3089124495500
chn,2000,3366707972500
chn,2001,3940252410400
chn,2002,4400504031700
chn,2003,5444678969100
chn,2004,6772557138200
chn,2005,7557596478100
chn,2006,8757863853100
chn,2007,10933928811900
chn,2008,13494159097500
chn,2009,15807452975800
chn,2010,19186687829700
chn,2011,22767347911000
chn,2012,24896001393300
chn,2013,27512870846000
chn,2014,29490605299000
chn,2015,29782651870900
chn,2016,31819849121300
chn,2017,35788609691100
chn,2018,40258514774700
chn,2019,42667873233100
chn,2020,44240060000000
civ,1960,22399109100
civ,1961,30085079000
civ,1962,21959911400
civ,1963,33159467000
civ,1964,49300000800
civ,1965,49300000800
civ,1966,54899990500
civ,1967,52700000300
civ,1968,56499998700
civ,1969,69100003300
civ,1970,90500014100
civ,1971,95099912200
civ,1972,97299996700
civ,1973,129599995900
civ,1974,162700001300
civ,1975,187300003800
civ,1976,256100007900
civ,1977,420699996200
civ,1978,530600001500
civ,1979,543900008400
civ,1980,570499989500
civ,1981,594399985700
civ,1982,576600014800
civ,1983,479800000500
civ,1984,348299984900
civ,1985,406000009200
civ,1986,382599987200
civ,1987,373423013900
civ,1988,386403008500
civ,1989,277152989200
civ,1990,196606001200
civ,1991,217799999500
civ,1992,204400001000
civ,1993,306302386200
civ,1994,633079988200
civ,1995,856464752600
civ,1996,1203544302299.03003
civ,1997,1741088346379.16992
civ,1998,2346429320722.62939
civ,1999,1699453834265.73999
civ,2000,1871092063154.12012
civ,2001,1750808168052.94995
civ,2002,1505887943992.21997
civ,2003,1721448101020.94995
civ,2004,1824776969386.14966
civ,2005,1754306830590.53003
civ,2006,1872955164955.08008
civ,2007,1889496942134.17993
civ,2008,2763162540076.99023
civ,2009,2349641960119.79004
civ,2010,3747848817229.43018
civ,2011,2869362775487.18945
civ,2012,3790430277154.95996
civ,2013,4838381476737.48926
civ,2014,5455283049205.48047
civ,2015,6361118000000
civ,2016,6180157000000
civ,2017,6027525000000
civ,2018,6835124000000
civ,2019,6879893000000
civ,2020,7814771911700
cmr,1965,24999999500
cmr,1966,27900000300
cmr,1967,31700000800
cmr,1968,34600001500
cmr,1969,30599999500
cmr,1970,51000000500
cmr,1971,56699998200
cmr,1972,68900003800
cmr,1973,84299997200
cmr,1974,88700002300
cmr,1975,122299973600
cmr,1976,121800040400
cmr,1977,237599998000
cmr,1978,328800010200
cmr,1979,359099990000
cmr,1980,295899988000
cmr,1981,488399994900
cmr,1982,538699989000
cmr,1983,680099971100
cmr,1984,828899983400
cmr,1985,955299987500
cmr,1986,1047599972400
cmr,1987,968700002300
cmr,1988,761600016400
cmr,1989,600600018900
cmr,1990,597200011300
cmr,1991,556900024300
cmr,1992,457100001300
cmr,1993,630569244500
cmr,1994,821059029600
cmr,1995,951196367100
cmr,1996,985544526100
cmr,1997,1113641982400
cmr,1998,1229986000900
cmr,1999,1257781505200
cmr,2000,1290193101400
cmr,2001,1506112981200
cmr,2002,1674683949300
cmr,2003,1675779677900
cmr,2004,1873154853800
cmr,2005,1920628204500
cmr,2006,1941868314300
cmr,2007,2104859481600
cmr,2008,2441789663900
cmr,2009,2438128745600
cmr,2010,2480992230600
cmr,2011,2703979814100
cmr,2012,2771368122700
cmr,2013,3107077730100
cmr,2014,3544327014700
cmr,2015,3475332127200
cmr,2016,3971254000000
cmr,2017,4075869000000
cmr,2018,4338093000000
cmr,2019,4401105000000
cmr,2020,4167212000000
cod,1991,0
cod,1994,5243700
cod,1995,37159000
cod,1996,806700000
cod,1997,200000000
cod,1998,209787900
cod,1999,1590479600
cod,2000,190100000000
cod,2001,149600000000
cod,2002,225000000000
cod,2003,345100000000
cod,2004,504200000000
cod,2005,667928000000
cod,2006,991194000000
cod,2007,1185612848400
cod,2008,1201617339400
cod,2009,2199251744600
cod,2010,5622919156700
cod,2011,5914221133600
cod,2012,3862111257200
cod,2013,6563905852800
cod,2014,7715764434900
cod,2015,7644255026000
cod,2016,7556480975300
cod,2017,13912163086200
cod,2018,15899931607100
cod,2019,17570056065100
cod,2020,22186594736800
cog,1960,17179349000
cog,1961,24051089400
cog,1962,14809783300
cog,1963,9596739600
cog,1964,9241305100
cog,1965,10900000800
cog,1966,16399994900
cog,1967,18399993900
cog,1968,18399993900
cog,1969,18399993900
cog,1970,18399993900
cog,1971,23600005100
cog,1972,30100004900
cog,1973,38600007700
cog,1974,49400001800
cog,1975,64299998200
cog,1976,55900006100
cog,1977,49999993600
cog,1978,54199996900
cog,1979,66199895900
cog,1980,128900000000
cog,1981,260900000000
cog,1982,424100000000
cog,1983,307200001000
cog,1984,291300000000
cog,1985,294000010000
cog,1986,188605500000
cog,1987,136235983000
cog,1988,122700000000
cog,1989,107700002800
cog,1990,121200000000
cog,1991,157800000000
cog,1992,167700000000
cog,1993,224200000000
cog,1994,535250000000
cog,1995,386280250000
cog,1996,426177000000
cog,1997,301418000000
cog,1998,306897000000
cog,1999,402500000000
cog,2000,518700000000
cog,2001,539863000000
cog,2002,492706500000
cog,2003,530103206500
cog,2004,553054530400
cog,2005,909456000000
cog,2006,1192764000000
cog,2007,2566513000000
cog,2008,2185962000000
cog,2009,2482809000000
cog,2010,3070075000000
cog,2011,2718040000000
cog,2012,3958074000000
cog,2013,4174528000699.33984
cog,2014,4739476747583.38965
cog,2015,5581626188328.74023
cog,2016,4482057436554.96973
cog,2017,2401504790579.85986
cog,2018,1912395679881.77002
cog,2019,1797951029841.3501
cog,2020,1581020000000
col,1960,5417487400
col,1961,6234045300
col,1962,6199149400
col,1963,7684174900
col,1964,9415608400
col,1965,8907000000
col,1966,13967000000
col,1967,14364000000
col,1968,18537000000
col,1969,19974000000
col,1970,26862000000
col,1971,30266000000
col,1972,34371000000
col,1973,44425000000
col,1974,69170000000
col,1975,68838000000
col,1976,93481000000
col,1977,134270000000
col,1978,166293000000
col,1979,215782000000
col,1980,301117000000
col,1981,408927000000
col,1982,511625000000
col,1983,607566000000
col,1984,731400000000
col,1985,945549000000
col,1986,1221911000000
col,1987,1764660000000
col,1988,2579693000000
col,1989,3021676000000
col,1990,4951833000000
col,1991,5947644000000
col,1992,8166458000000
col,1993,13037674000000
col,1994,17246844000000
col,1995,21784229000000
col,1996,22308518000000
col,1997,25465774000000
col,1998,27714661000000
col,1999,19521776000000
col,2000,31062000000000
col,2001,36209000000000
col,2002,42322000000000
col,2003,50879000000000
col,2004,59832000000000
col,2005,73189000000000
col,2006,87536000000000
col,2007,100503000000000
col,2008,113043000000000
col,2009,110284000000000
col,2010,119088000000000
col,2011,142348000000000
col,2012,147329000000000
col,2013,158404000000000
col,2014,183122000000000
col,2015,191305000000000
col,2016,200116000000000
col,2017,198816000000000
col,2018,209367000000000
col,2019,228240000000000
col,2020,190662575948872
com,1980,8089567376.45582
com,1981,9626318563.89706
com,1982,10909476353.8545
com,1983,13174456014.0211
com,1984,14560849257.9665
com,1985,15946002436.3984
com,1986,17444621609.3037
com,1987,18301816895.4192
com,1988,19157772116.0215
com,1989,19654108337.747
com,1990,21104054939.2524
com,1991,21586440500
com,1992,21843134000
com,1993,23137142300
com,1994,23980076900
com,1995,26913141900
com,1996,27415368400
com,1997,28783780700
com,1998,29545490900
com,1999,31864103400
com,2000,33745406800
com,2001,37512911900
com,2002,39985912500
com,2003,42914203200
com,2004,45220043000
com,2005,46650024500
com,2006,49374448400
com,2007,48235000000
com,2008,58957000000
com,2009,57450000000
com,2010,61240000000
com,2011,57933000000
com,2012,62827000000
com,2013,67629000000
com,2014,64721000000
com,2015,58418000000
com,2016,56543000000
com,2017,63032000000
com,2018,73632000000
com,2019,66881000000
cpv,2007,60730366200
cpv,2008,65376107800
cpv,2009,59500670900
cpv,2010,66024186900
cpv,2011,70276890500
cpv,2012,55920938600
cpv,2013,48622001000
cpv,2014,57147751100
cpv,2015,47905857600
cpv,2016,58449195900
cpv,2017,66146347400
cpv,2018,72815463600
cpv,2019,69138234600
cpv,2020,83770015700
cri,1960,500600000
cri,1961,553000000
cri,1962,619900000
cri,1963,639800000
cri,1964,577100000
cri,1965,766200000
cri,1966,817300000
cri,1967,897000000
cri,1968,924200000
cri,1969,1132700000
cri,1970,1339900000
cri,1971,1736900000
cri,1972,1809700000
cri,1973,2438300000
cri,1974,3533700000
cri,1975,3636700000
cri,1976,4892300000
cri,1977,6390400000
cri,1978,7083900000
cri,1979,8754700000
cri,1980,11003400000
cri,1981,16575000000
cri,1982,24070200000
cri,1983,31270400000
cri,1984,37002600000
cri,1985,51239800000
cri,1986,62162000000
cri,1987,77169700000
cri,1988,85569000000
cri,1989,113232600000
cri,1990,142856800000
cri,1991,162127836599.39999
cri,1992,235377370269.48999
cri,1993,286498987692.15002
cri,1994,342120247386.25
cri,1995,406443469744.79999
cri,1996,430577928429.78003
cri,1997,588428014251.01001
cri,1998,797570855299.38
cri,1999,858438982439.56006
cri,2000,957183612366.79004
cri,2001,1056884786806.73999
cri,2002,1186296757911.22998
cri,2003,1305849976632.84009
cri,2004,1542818690675.84009
cri,2005,1816200451561.20972
cri,2006,2448743020936.62012
cri,2007,3234311565793.5
cri,2008,3989148634602.66943
cri,2009,3252537813821.49023
cri,2010,3927514646508.27051
cri,2011,4335123038385.43994
cri,2012,4715940964501.71973
cri,2013,4988309984676.91992
cri,2014,5382738131497.37988
cri,2015,5688531044962.87012
cri,2016,6055093360088.46973
cri,2017,6204136730736.03027
cri,2018,6615853609883.50977
cri,2019,6287058436739.59961
cri,2020,5992125278155.5293
cub,1970,1476022100
cub,1971,1793453100
cub,1972,2010653200
cub,1973,2145816000
cub,1974,2421649800
cub,1975,2772630900
cub,1976,2942067100
cub,1977,3056540200
cub,1978,3548427000
cub,1979,3684365000
cub,1980,3766341400
cub,1981,4373198600
cub,1982,4559267200
cub,1983,4832662200
cub,1984,5385536400
cub,1985,6038223800
cub,1986,5156822500
cub,1987,4530586800
cub,1988,5000345800
cub,1989,5551358700
cub,1990,5342796200
cub,1991,2493538800
cub,1992,1069677700
cub,1993,1058383300
cub,1994,1103560900
cub,1995,1671899100
cub,1996,3977000000
cub,1997,3793200000
cub,1998,3398000000
cub,1999,3363200000
cub,2000,3821700000
cub,2001,3632300000
cub,2002,3089100000
cub,2003,3052900000
cub,2004,3362100000
cub,2005,4594700000
cub,2006,6186000000
cub,2007,5968200000
cub,2008,9026500000
cub,2009,6790000000
cub,2010,6480000000
cub,2011,5844000000
cub,2012,6272000000
cub,2013,7247000000
cub,2014,6139000000
cub,2015,8181000000
cub,2016,8735000000
cub,2017,9974000000
cub,2018,12040000000
cub,2019,11889000000
cub,2020,10601000000
cyp,1975,98928000
cyp,1976,151552900
cyp,1977,252189600
cyp,1978,322071400
cyp,1979,416727900
cyp,1980,491222900
cyp,1981,506087700
cyp,1982,555466300
cyp,1983,584854300
cyp,1984,767674600
cyp,1985,768358100
cyp,1986,709069600
cyp,1987,776559400
cyp,1988,936313600
cyp,1989,1191236900
cyp,1990,1180985300
cyp,1991,1180985300
cyp,1992,1521509600
cyp,1993,1347744800
cyp,1994,1591562200
cyp,1995,2041652000
cyp,1996,1935845000
cyp,1997,2016942000
cyp,1998,1728654000
cyp,1999,1940659000
cyp,2000,2180361000
cyp,2001,2043034000
cyp,2002,2430170000
cyp,2003,2527412000
cyp,2004,3058197000
cyp,2005,3327348000
cyp,2006,3936723000
cyp,2007,4269535000
cyp,2008,5504407000
cyp,2009,4271952000
cyp,2010,4663343000
cyp,2011,3747994000
cyp,2012,3149962000
cyp,2013,2325878000
cyp,2014,2364385000
cyp,2015,2446343000
cyp,2016,3301231000
cyp,2017,4192974000
cyp,2018,4180306000
cyp,2019,4673802000
cyp,2020,4065135000
cze,1990,179537561000
cze,1991,197857534000
cze,1992,252131509000
cze,1993,318224931000
cze,1994,414012155000
cze,1995,545466000000
cze,1996,660472000000
cze,1997,650003000000
cze,1998,667273000000
cze,1999,671974000000
cze,2000,762331000000
cze,2001,828436000000
cze,2002,823899000000
cze,2003,838385000000
cze,2004,924535000000
cze,2005,970935000000
cze,2006,1072778000000
cze,2007,1250269000000
cze,2008,1266673000000
cze,2009,1059789000000
cze,2010,1092444000000
cze,2011,1104583000000
cze,2012,1077831000000
cze,2013,1036249000000
cze,2014,1130339000000
cze,2015,1294331000000
cze,2016,1248337000000
cze,2017,1347786000000
cze,2018,1471556000000
cze,2019,1598861000000
cze,2020,1475991000000
deu,1970,132091950000
deu,1971,142601606000
deu,1972,149517887000
deu,1973,159383569000
deu,1974,155867471000
deu,1975,150728558000
deu,1976,171039499000
deu,1977,179642992000
deu,1978,193900576000
deu,1979,226537180000
deu,1980,240279585000
deu,1981,227593297000
deu,1982,223059720000
deu,1983,240859162000
deu,1984,250080870000
deu,1985,254872036000
deu,1986,268756116000
deu,1987,268949308000
deu,1988,292840744000
deu,1989,326108442000
deu,1990,363381658000
deu,1991,408698000000
deu,1992,429941000000
deu,1993,419137000000
deu,1994,445138000000
deu,1995,460897000000
deu,1996,446957000000
deu,1997,458429000000
deu,1998,483873000000
deu,1999,494346000000
deu,2000,516450000000
deu,2001,498825000000
deu,2002,456690000000
deu,2003,451974000000
deu,2004,448863000000
deu,2005,445880000000
deu,2006,490628000000
deu,2007,534402000000
deu,2008,546125000000
deu,2009,453841000000
deu,2010,514567000000
deu,2011,582758000000
deu,2012,541265000000
deu,2013,563781000000
deu,2014,596326000000
deu,2015,597457000000
deu,2016,625927000000
deu,2017,684871000000
deu,2018,737718000000
deu,2019,769039000000
deu,2020,712206000000
dji,2013,206480781100
dji,2014,11235000000
dji,2015,-425000000
dji,2016,116050000000
dji,2017,118276000000
dji,2018,30131000000
dma,2009,255930000
dma,2010,245060000
dma,2011,224360000
dma,2012,196260000
dma,2013,184240000
dma,2014,212330000
dma,2015,194230000
dma,2016,236590000
dma,2017,236970000
dma,2018,489870000
dnk,1966,21134484000
dnk,1967,22851260000
dnk,1968,25368883000
dnk,1969,31258902000
dnk,1970,34252741000
dnk,1971,36726984000
dnk,1972,43118543000
dnk,1973,51192746000
dnk,1974,56081144000
dnk,1975,52262557000
dnk,1976,68481320000
dnk,1977,72941660000
dnk,1978,77012113000
dnk,1979,85582137000
dnk,1980,80672020000
dnk,1981,74992852000
dnk,1982,91975004000
dnk,1983,101847574000
dnk,1984,126115235000
dnk,1985,146732462000
dnk,1986,169499599000
dnk,1987,164817361000
dnk,1988,163792487000
dnk,1989,175220256000
dnk,1990,177942057000
dnk,1991,174651426000
dnk,1992,174814913000
dnk,1993,161347529000
dnk,1994,186086869000
dnk,1995,214411152000
dnk,1996,218297786000
dnk,1997,252858449000
dnk,1998,268687240000
dnk,1999,259325689000
dnk,2000,296585179000
dnk,2001,299337881000
dnk,2002,300994680000
dnk,2003,300593296000
dnk,2004,326671392000
dnk,2005,352190757000
dnk,2006,408760498000
dnk,2007,439542455000
dnk,2008,432066332000
dnk,2009,328728877000
dnk,2010,327343748000
dnk,2011,353246972000
dnk,2012,368888547000
dnk,2013,379968954000
dnk,2014,398036266000
dnk,2015,420124845000
dnk,2016,458983580000
dnk,2017,483614839000
dnk,2018,509233470000
dnk,2019,509143594000
dnk,2020,534074887000
dom,1960,84800000
dom,1961,58000000
dom,1962,98100000
dom,1963,150700000
dom,1964,187900000
dom,1965,86800000
dom,1966,156000000
dom,1967,160700000
dom,1968,165900000
dom,1969,223100000
dom,1970,284376000
dom,1971,297600000
dom,1972,391680000
dom,1973,518132000
dom,1974,683067000
dom,1975,882166000
dom,1976,881732000
dom,1977,999478000
dom,1978,1130184000
dom,1979,1394225000
dom,1980,1665300000
dom,1981,1716700000
dom,1982,1590500000
dom,1983,1822224769.7371
dom,1984,2072748939.15239
dom,1985,2727702743.4014
dom,1986,3480021342.33746
dom,1987,5117648849.4767
dom,1988,7627645231.39497
dom,1989,10922019476.7714
dom,1990,14081060078.8431
dom,1991,20569006700
dom,1992,27259981300
dom,1993,32307130000
dom,1994,38809694600
dom,1995,42930662700
dom,1996,47177730700
dom,1997,61964123900
dom,1998,89442790800
dom,1999,95035716900
dom,2000,109702668400
dom,2001,114396066300
dom,2002,128699689800
dom,2003,122008139700
dom,2004,193068834500
dom,2005,268402600900
dom,2006,339655467600
dom,2007,413481369200
dom,2008,498886988200
dom,2009,409245351100
dom,2010,523167928100
dom,2011,553133784500
dom,2012,579700412100
dom,2013,595307729000
dom,2014,676207210400
dom,2015,751474330500
dom,2016,801107474600
dom,2017,854528406200
dom,2018,1092665092600
dom,2019,1186340205800
dom,2020,1131173737400
dza,1960,5672413700
dza,1961,5672413700
dza,1962,3500000000
dza,1963,3862069000
dza,1964,3137931000
dza,1965,3500000000
dza,1966,2600000000
dza,1967,3900000000
dza,1968,5299999700
dza,1969,6800000000
dza,1970,8800000000
dza,1971,8800000300
dza,1972,10399999500
dza,1973,13900000000
dza,1974,22099999800
dza,1975,27900000000
dza,1976,31999999500
dza,1977,40800000000
dza,1978,54600001000
dza,1979,54500002000
dza,1980,63499999200
dza,1981,70799998500
dza,1982,77399997500
dza,1983,87799999500
dza,1984,94099999700
dza,1985,100700003800
dza,1986,100499998000
dza,1987,89200000000
dza,1988,96600002500
dza,1989,127300000700
dza,1990,158900000800
dza,1991,268899999800
dza,1992,322400010300
dza,1993,339199987700
dza,1994,448645333000
dza,1995,615265730500
dza,1996,659935248400
dza,1997,624070710300
dza,1998,768437801000
dza,1999,849952000000
dza,2000,971661000000
dza,2001,1134602000000
dza,2002,1386382000000
dza,2003,1593589000000
dza,2004,2045414000000
dza,2005,2393853000000
dza,2006,2564983000000
dza,2007,3223891000000
dza,2008,4124651000000
dza,2009,4672657000000
dza,2010,4968140000000
dza,2011,5551404000000
dza,2012,6346500000000
dza,2013,7227055000000
dza,2014,7860819000000
dza,2015,8486817000000
dza,2016,8893533000000
dza,2017,9163202000000
dza,2018,9669585000000
dza,2019,9395224000000
dza,2020,7975700000000
ecu,1960,438074935.50825
ecu,1961,408562502.78048
ecu,1962,360124096.59496
ecu,1963,436179294.51345
ecu,1964,552629058.86419
ecu,1965,581323000
ecu,1966,543478000
ecu,1967,584598000
ecu,1968,473802000
ecu,1969,699405000
ecu,1970,559635000
ecu,1971,616618000
ecu,1972,740499000
ecu,1973,798416000
ecu,1974,1625489000
ecu,1975,1590018000
ecu,1976,1913456000
ecu,1977,2699023000
ecu,1978,3170253000
ecu,1979,3228298000
ecu,1980,4535238000
ecu,1981,5630226000
ecu,1982,4335617000
ecu,1983,3543039000
ecu,1984,3174958000
ecu,1985,3248471000
ecu,1986,3607637000
ecu,1987,3541500000
ecu,1988,3406228000
ecu,1989,3761210000
ecu,1990,3666641000
ecu,1991,3743327000
ecu,1992,4099923000
ecu,1993,3989799000
ecu,1994,4831413000
ecu,1995,4841340000
ecu,1996,4674084000
ecu,1997,5716556000
ecu,1998,6711083000
ecu,1999,3854137000
ecu,2000,3897964000
ecu,2001,5468473000
ecu,2002,6766779000
ecu,2003,6353452000
ecu,2004,7391152000
ecu,2005,8980930000
ecu,2006,10511652000
ecu,2007,11581228000
ecu,2008,16297620000
ecu,2009,16029588000
ecu,2010,19501456000
ecu,2011,22310355000
ecu,2012,24439362000
ecu,2013,27080615000
ecu,2014,28803239000
ecu,2015,26679423000
ecu,2016,24963472000
ecu,2017,27409223000
ecu,2018,28770433000
ecu,2019,28006467000
ecu,2020,22841900000
egy,1960,226100000
egy,1961,251500000
egy,1962,291600000
egy,1963,336200000
egy,1964,397300000
egy,1965,382500000
egy,1966,400900000
egy,1967,356600000
egy,1968,330400000
egy,1969,289600000
egy,1970,467500000
egy,1971,434300000
egy,1972,404800000
egy,1973,527500000
egy,1974,839000000
egy,1975,1376800000
egy,1976,1450100000
egy,1977,1969700000
egy,1978,2794200000
egy,1979,4060200000
egy,1980,4290641819.05914
egy,1981,5258000000
egy,1982,6501000000
egy,1983,8200000000
egy,1984,9600000000
egy,1985,11100000000
egy,1986,13000000000
egy,1987,13400000000
egy,1988,20400000000
egy,1989,24399999000
egy,1990,27700000800
egy,1991,26700000000
egy,1992,27100000000
egy,1993,30800000000
egy,1994,36100000000
egy,1995,41100000000
egy,1996,41600000000
egy,1997,46700000000
egy,1998,61800000000
egy,1999,66500000000
egy,2000,66500000000
egy,2001,65500000000
egy,2002,68200000000
egy,2003,70500000000
egy,2004,82200000000
egy,2005,96800000000
egy,2006,115700000000
egy,2007,155300000000
egy,2008,200500000000
egy,2009,200000000000
egy,2010,235300000000
egy,2011,234500000000
egy,2012,268400000000
egy,2013,264400000000
egy,2014,290600000000
egy,2015,349200000000
egy,2016,407500000000
egy,2017,530000000000
egy,2018,739100000000
egy,2019,969300000000
egy,2020,807600000000
eri,1992,170800000
eri,1993,415800000
eri,1994,823300000
eri,1995,833700000
eri,1996,1216300000
eri,1997,1546100000
eri,1998,1772060700
eri,1999,2556303900
eri,2000,1495519700
eri,2001,3000295100
eri,2002,3008085300
eri,2003,3205770000
eri,2004,3098420000
eri,2005,3433399000
eri,2006,2547644700
eri,2007,2568155300
eri,2008,2697864500
eri,2009,2644507500
eri,2010,3026843500
eri,2011,4008780100
esp,1970,4890673000
esp,1971,5074454000
esp,1972,6238867000
esp,1973,7903305000
esp,1974,10739784000
esp,1975,11922228000
esp,1976,13541587000
esp,1977,15941152000
esp,1978,17887850000
esp,1979,20399071000
esp,1980,24445041000
esp,1981,25553864000
esp,1982,29226244000
esp,1983,32018993000
esp,1984,34248311000
esp,1985,38468206000
esp,1986,45963638000
esp,1987,54784353000
esp,1988,66755398000
esp,1989,78720078000
esp,1990,88209270000
esp,1991,93775668000
esp,1992,93424452000
esp,1993,86203838000
esp,1994,92485401000
esp,1995,103719000000
esp,1996,108733000000
esp,1997,117412000000
esp,1998,133033000000
esp,1999,152134000000
esp,2000,172590000000
esp,2001,185476000000
esp,2002,200012000000
esp,2003,220651000000
esp,2004,243095000000
esp,2005,272524000000
esp,2006,306822000000
esp,2007,327418000000
esp,2008,315715000000
esp,2009,249188000000
esp,2010,239247000000
esp,2011,218836000000
esp,2012,190090000000
esp,2013,175660000000
esp,2014,184777000000
esp,2015,204702000000
esp,2016,208882000000
esp,2017,225532000000
esp,2018,246403000000
esp,2019,259949000000
esp,2020,232144000000
est,1993,393996000
est,1994,558605000
est,1995,755791000
est,1996,1011367000
est,1997,1404975000
est,1998,1612986000
est,1999,1400591000
est,2000,1757444000
est,2001,2066891000
