geo,time,sp_pop_4044_ma_5y
abw,1960,4.92982
abw,1961,4.83408
abw,1962,4.74723
abw,1963,4.65995
abw,1964,4.59248
abw,1965,4.54238
abw,1966,4.48834
abw,1967,4.46884
abw,1968,4.47547
abw,1969,4.5056
abw,1970,4.55552
abw,1971,4.64187
abw,1972,4.76549
abw,1973,4.9368
abw,1974,5.13186
abw,1975,5.33808
abw,1976,5.46904
abw,1977,5.54175
abw,1978,5.56903
abw,1979,5.57438
abw,1980,5.6024
abw,1981,5.62388
abw,1982,5.70836
abw,1983,5.82274
abw,1984,5.9502
abw,1985,6.08033
abw,1986,6.17869
abw,1987,6.29791
abw,1988,6.45269
abw,1989,6.6447
abw,1990,6.86911
abw,1991,7.17843
abw,1992,7.47741
abw,1993,7.77037
abw,1994,8.06762
abw,1995,8.35773
abw,1996,8.4916
abw,1997,8.61937
abw,1998,8.75332
abw,1999,8.89435
abw,2000,9.04965
abw,2001,9.24221
abw,2002,9.44466
abw,2003,9.61995
abw,2004,9.72399
abw,2005,9.70908
abw,2006,9.51705
abw,2007,9.17532
abw,2008,8.73106
abw,2009,8.27265
abw,2010,7.87991
abw,2011,7.63032
abw,2012,7.45447
abw,2013,7.33177
abw,2014,7.20305
abw,2015,7.03268
abw,2016,6.84651
abw,2017,6.62962
abw,2018,6.39877
abw,2019,6.17925
abw,2020,5.97923
afg,1960,4.78807
afg,1961,4.76467
afg,1962,4.74792
afg,1963,4.7371
afg,1964,4.73305
afg,1965,4.73567
afg,1966,4.72187
afg,1967,4.71822
afg,1968,4.71662
afg,1969,4.70708
afg,1970,4.68455
afg,1971,4.63175
afg,1972,4.57267
afg,1973,4.51299
afg,1974,4.46151
afg,1975,4.42395
afg,1976,4.35581
afg,1977,4.29617
afg,1978,4.24695
afg,1979,4.21071
afg,1980,4.19027
afg,1981,4.12605
afg,1982,4.07916
afg,1983,4.04597
afg,1984,4.01877
afg,1985,3.99249
afg,1986,3.99104
afg,1987,3.99597
afg,1988,4.00505
afg,1989,4.01214
afg,1990,4.00569
afg,1991,3.98999
afg,1992,3.96573
afg,1993,3.93217
afg,1994,3.89722
afg,1995,3.87293
afg,1996,3.8529
afg,1997,3.83401
afg,1998,3.81963
afg,1999,3.80815
afg,2000,3.79459
afg,2001,3.76504
afg,2002,3.74392
afg,2003,3.73004
afg,2004,3.72427
afg,2005,3.72896
afg,2006,3.74083
afg,2007,3.75686
afg,2008,3.77536
afg,2009,3.79479
afg,2010,3.81363
afg,2011,3.82582
afg,2012,3.84606
afg,2013,3.87642
afg,2014,3.91938
afg,2015,3.97572
afg,2016,4.04174
afg,2017,4.11627
afg,2018,4.19504
afg,2019,4.27247
afg,2020,4.34526
ago,1960,5.32198
ago,1961,5.28948
ago,1962,5.26212
ago,1963,5.24071
ago,1964,5.21821
ago,1965,5.18523
ago,1966,4.9448
ago,1967,4.76198
ago,1968,4.65799
ago,1969,4.61498
ago,1970,4.58339
ago,1971,4.62324
ago,1972,4.61328
ago,1973,4.57264
ago,1974,4.52613
ago,1975,4.48328
ago,1976,4.39136
ago,1977,4.31804
ago,1978,4.25546
ago,1979,4.19372
ago,1980,4.13123
ago,1981,4.06933
ago,1982,4.00502
ago,1983,3.9478
ago,1984,3.91167
ago,1985,3.90068
ago,1986,3.8913
ago,1987,3.90883
ago,1988,3.93468
ago,1989,3.94365
ago,1990,3.92528
ago,1991,3.86846
ago,1992,3.7946
ago,1993,3.72385
ago,1994,3.68371
ago,1995,3.68694
ago,1996,3.71067
ago,1997,3.76221
ago,1998,3.83432
ago,1999,3.91854
ago,2000,4.00716
ago,2001,4.08734
ago,2002,4.1811
ago,2003,4.25984
ago,2004,4.28604
ago,2005,4.24484
ago,2006,4.13565
ago,2007,3.97423
ago,2008,3.80449
ago,2009,3.68456
ago,2010,3.6416
ago,2011,3.64968
ago,2012,3.71952
ago,2013,3.81889
ago,2014,3.90543
ago,2015,3.95801
ago,2016,3.97767
ago,2017,3.97653
ago,2018,3.96574
ago,2019,3.96128
ago,2020,3.97127
alb,1960,4.53499
alb,1961,4.40994
alb,1962,4.26222
alb,1963,4.12965
alb,1964,4.06562
alb,1965,4.09545
alb,1966,4.20209
alb,1967,4.39492
alb,1968,4.6247
alb,1969,4.8205
alb,1970,4.94425
alb,1971,5.0123
alb,1972,5.01342
alb,1973,4.98227
alb,1974,4.96965
alb,1975,5.00189
alb,1976,5.05778
alb,1977,5.15097
alb,1978,5.25595
alb,1979,5.33515
alb,1980,5.36859
alb,1981,5.36844
alb,1982,5.33641
alb,1983,5.28222
alb,1984,5.22029
alb,1985,5.15985
alb,1986,5.09918
alb,1987,5.03797
alb,1988,4.99026
alb,1989,4.97589
alb,1990,5.00767
alb,1991,5.05494
alb,1992,5.12445
alb,1993,5.20835
alb,1994,5.28951
alb,1995,5.35055
alb,1996,5.68193
alb,1997,6.03254
alb,1998,6.38668
alb,1999,6.72387
alb,2000,7.02568
alb,2001,7.12291
alb,2002,7.18406
alb,2003,7.20079
alb,2004,7.16345
alb,2005,7.07073
alb,2006,6.92153
alb,2007,6.71596
alb,2008,6.47682
alb,2009,6.24469
alb,2010,6.0511
alb,2011,5.95572
alb,2012,5.89115
alb,2013,5.83023
alb,2014,5.74793
alb,2015,5.64509
alb,2016,5.50298
alb,2017,5.37157
alb,2018,5.26207
alb,2019,5.19401
alb,2020,5.18163
are,1960,4.41558
are,1961,4.24088
are,1962,4.23347
are,1963,4.35168
are,1964,4.55891
are,1965,4.8289
are,1966,4.92241
are,1967,5.08681
are,1968,5.31425
are,1969,5.586
are,1970,5.86855
are,1971,5.46901
are,1972,5.44587
are,1973,5.69241
are,1974,6.07035
are,1975,6.46756
are,1976,6.18683
are,1977,6.18484
are,1978,6.44299
are,1979,6.8497
are,1980,7.28073
are,1981,7.27606
are,1982,7.27597
are,1983,7.40541
are,1984,7.6889
are,1985,8.04583
are,1986,8.37855
are,1987,8.66717
are,1988,8.93048
are,1989,9.218
are,1990,9.56539
are,1991,9.45344
are,1992,9.50515
are,1993,9.70245
are,1994,9.98596
are,1995,10.29845
are,1996,10.03074
are,1997,9.93121
are,1998,10.03609
are,1999,10.30319
are,2000,10.65959
are,2001,10.1471
are,2002,9.83787
are,2003,9.76757
are,2004,9.91179
are,2005,10.21641
are,2006,9.95588
are,2007,9.93614
are,2008,10.12505
are,2009,10.55621
are,2010,11.24631
are,2011,11.50168
are,2012,11.78291
are,2013,12.05625
are,2014,12.23823
are,2015,12.27899
are,2016,12.1699
are,2017,11.78143
are,2018,11.19517
are,2019,10.54056
are,2020,9.91632
arg,1960,6.16686
arg,1961,6.17929
arg,1962,6.21839
arg,1963,6.27274
arg,1964,6.32605
arg,1965,6.36823
arg,1966,6.39026
arg,1967,6.40538
arg,1968,6.41018
arg,1969,6.40095
arg,1970,6.37584
arg,1971,6.3293
arg,1972,6.26888
arg,1973,6.19863
arg,1974,6.12387
arg,1975,6.04833
arg,1976,5.97088
arg,1977,5.88229
arg,1978,5.78745
arg,1979,5.69979
arg,1980,5.63133
arg,1981,5.58445
arg,1982,5.5722
arg,1983,5.58713
arg,1984,5.61899
arg,1985,5.66136
arg,1986,5.724
arg,1987,5.79247
arg,1988,5.86096
arg,1989,5.92168
arg,1990,5.9683
arg,1991,5.9808
arg,1992,5.98129
arg,1993,5.97188
arg,1994,5.95525
arg,1995,5.93401
arg,1996,5.9104
arg,1997,5.88353
arg,1998,5.85621
arg,1999,5.83337
arg,2000,5.8178
arg,2001,5.8103
arg,2002,5.81152
arg,2003,5.81685
arg,2004,5.81864
arg,2005,5.81277
arg,2006,5.79493
arg,2007,5.7742
arg,2008,5.75806
arg,2009,5.75805
arg,2010,5.78173
arg,2011,5.8219
