geo,time,sl_emp_work_ma_zs
dza,2003,64.78
dza,2004,65.41
dza,2005,66.03
dza,2006,66.21
dza,2007,66.38
dza,2008,66.32
dza,2009,66.1
dza,2010,65.91
dza,2011,65.59
dza,2012,66.76
dza,2013,67.94
dza,2014,67.74
dza,2015,67.52
dza,2016,67.31
dza,2017,67.07
dza,2018,66.79
dza,2019,66.44
ecu,1991,60.77
ecu,1992,57.33
ecu,1993,58.7
ecu,1994,59.13
ecu,1995,59.35
ecu,1996,57.75
ecu,1997,58.97
ecu,1998,59.46
ecu,1999,58.18
ecu,2000,57.54
ecu,2001,56.73
ecu,2002,58.07
ecu,2003,59.16
ecu,2004,56.47
ecu,2005,57.31
ecu,2006,58.61
ecu,2007,59.46
ecu,2008,59.95
ecu,2009,58.86
ecu,2010,58.85
ecu,2011,57.64
ecu,2012,57.66
ecu,2013,59.54
ecu,2014,61.94
ecu,2015,60.77
ecu,2016,57.46
ecu,2017,57.02
ecu,2018,56.18
ecu,2019,54.83
egy,1991,57.11
egy,1992,57.19
egy,1993,57.35
egy,1994,58.22
egy,1995,58.14
egy,1996,59.57
egy,1997,61.01
egy,1998,59.56
egy,1999,60.36
egy,2000,60.58
egy,2001,60.73
egy,2002,58.54
egy,2003,58.22
egy,2004,58.21
egy,2005,62.14
egy,2006,63.7
egy,2007,61.41
egy,2008,62.33
egy,2009,63.16
egy,2010,64.69
egy,2011,63.23
egy,2012,64.03
egy,2013,63.48
egy,2014,63.37
egy,2015,65.4
egy,2016,70.85
egy,2017,69.42
egy,2018,69.67
egy,2019,69.82
eri,1991,8.68
eri,1992,8.75
eri,1993,9.37
eri,1994,9.63
eri,1995,10.35
eri,1996,11
eri,1997,11.41
eri,1998,12.11
eri,1999,12.73
eri,2000,12.76
eri,2001,12.52
eri,2002,12.91
eri,2003,12.72
eri,2004,12.33
eri,2005,12.49
eri,2006,11.73
eri,2007,11.98
eri,2008,12.91
eri,2009,12.13
eri,2010,12.98
eri,2011,13.2
eri,2012,12.9
eri,2013,12.65
eri,2014,13.11
eri,2015,12.79
eri,2016,13.06
eri,2017,13.11
eri,2018,13.5
eri,2019,13.8
esp,1991,74.56
esp,1992,74.19
esp,1993,73.48
esp,1994,73.03
esp,1995,73.89
esp,1996,73.93
esp,1997,74.76
esp,1998,75.72
esp,1999,76.64
esp,2000,77.97
esp,2001,78.09
esp,2002,78.87
esp,2003,79.54
esp,2004,79.41
esp,2005,79.46
esp,2006,79.48
esp,2007,79.54
esp,2008,79.19
esp,2009,79.89
esp,2010,79.82
esp,2011,80.19
esp,2012,78.88
esp,2013,78.12
esp,2014,78.54
esp,2015,79.02
esp,2016,79.55
esp,2017,79.94
esp,2018,80.59
esp,2019,81.04
est,1991,90.04
est,1992,89.87
est,1993,89.78
est,1994,89.68
est,1995,89.62
est,1996,89.38
est,1997,89.41
est,1998,88.74
est,1999,88.88
est,2000,90.14
est,2001,90.22
est,2002,91.09
est,2003,88.74
est,2004,86.65
est,2005,89.03
est,2006,88.56
est,2007,87.32
est,2008,89.27
est,2009,88.46
est,2010,88.34
est,2011,87.88
est,2012,87.53
est,2013,87.74
est,2014,87.66
est,2015,87.95
est,2016,87.8
est,2017,86.31
est,2018,85.66
est,2019,85.39
eth,1991,9.98
eth,1992,9.76
eth,1993,9.94
eth,1994,10.06
eth,1995,10.19
eth,1996,10.4
eth,1997,10.51
eth,1998,10.72
eth,1999,11.09
eth,2000,11.01
eth,2001,10.86
eth,2002,10.79
eth,2003,10.48
eth,2004,10.55
eth,2005,10.46
eth,2006,10.83
eth,2007,11.21
eth,2008,11.56
eth,2009,11.94
eth,2010,12.53
eth,2011,13.11
eth,2012,13.55
eth,2013,14.08
eth,2014,14.81
eth,2015,15.52
eth,2016,16.39
eth,2017,17.03
eth,2018,17.54
eth,2019,17.97
fin,1991,80.03
fin,1992,79.03
fin,1993,78.94
fin,1994,79.1
fin,1995,79.69
fin,1996,78.41
fin,1997,79.22
fin,1998,80.27
fin,1999,82.44
fin,2000,82.31
fin,2001,83.32
fin,2002,83.55
fin,2003,83.52
fin,2004,83.71
fin,2005,83.48
fin,2006,83.04
fin,2007,83.39
fin,2008,83.29
fin,2009,82.01
fin,2010,82.44
fin,2011,82.37
fin,2012,82
fin,2013,82.18
fin,2014,81.57
fin,2015,81.27
fin,2016,81.64
fin,2017,82.99
fin,2018,83.11
fin,2019,83
fji,1991,60.39
fji,1992,60.63
fji,1993,60.65
fji,1994,60.86
fji,1995,60.95
fji,1996,61.25
fji,1997,60.84
fji,1998,60.72
fji,1999,61.52
fji,2000,61.13
fji,2001,61.18
fji,2002,61.44
fji,2003,61.36
fji,2004,61.87
fji,2005,61.69
fji,2006,61.11
fji,2007,59.94
fji,2008,58.95
fji,2009,57.52
fji,2010,56.82
fji,2011,55.78
fji,2012,55.65
fji,2013,56.3
fji,2014,57.18
fji,2015,58.04
fji,2016,58.53
fji,2017,59.49
fji,2018,60.13
fji,2019,60.31
fra,1991,82.7
fra,1992,82.81
fra,1993,83.58
fra,1994,83.49
fra,1995,84.08
fra,1996,84.28
fra,1997,84.53
fra,1998,84.92
fra,1999,85.21
fra,2000,86.06
fra,2001,86.7
fra,2002,86.7
fra,2003,85.65
fra,2004,86.2
fra,2005,86.14
fra,2006,85.52
fra,2007,85.84
fra,2008,86.59
fra,2009,85.79
fra,2010,85.02
fra,2011,84.91
fra,2012,85.13
fra,2013,85.49
fra,2014,85.22
fra,2015,85.34
fra,2016,85.1
fra,2017,85.56
fra,2018,85.3
fra,2019,84.72
gab,1991,60.76
gab,1992,60.45
gab,1993,61.11
gab,1994,62.26
gab,1995,63.69
gab,1996,64.67
gab,1997,66.16
gab,1998,68.09
gab,1999,66.75
gab,2000,65.97
gab,2001,67.09
gab,2002,67.37
gab,2003,67.88
gab,2004,67.84
gab,2005,67.73
gab,2006,67.68
gab,2007,68.73
gab,2008,68.02
gab,2009,69.35
gab,2010,69.62
gab,2011,69.37
gab,2012,69.82
gab,2013,70.22
gab,2014,70.61
gab,2015,70.94
gab,2016,70.87
gab,2017,70.15
gab,2018,69.16
gab,2019,68.75
gbr,1991,82.15
gbr,1992,82.5
gbr,1993,82.63
gbr,1994,82.07
gbr,1995,81.91
gbr,1996,82.57
gbr,1997,82.82
gbr,1998,83.63
gbr,1999,83.21
gbr,2000,84
gbr,2001,83.79
gbr,2002,83.55
gbr,2003,82.99
gbr,2004,82.47
gbr,2005,82.59
gbr,2006,82.42
gbr,2007,82.25
gbr,2008,82.25
gbr,2009,81.99
gbr,2010,81.68
gbr,2011,81.53
gbr,2012,81.09
gbr,2013,81.23
gbr,2014,80.62
gbr,2015,81.01
gbr,2016,80.56
gbr,2017,80.78
gbr,2018,81.21
gbr,2019,80.51
geo,1991,59.99
geo,1992,57.7
geo,1993,55.31
geo,1994,52.49
geo,1995,50.05
geo,1996,48.18
geo,1997,46.41
geo,1998,44.33
geo,1999,44.27
geo,2000,39.04
geo,2001,36.12
geo,2002,35.35
geo,2003,33.86
geo,2004,33
geo,2005,34.49
geo,2006,35.14
geo,2007,37.45
geo,2008,39.71
geo,2009,39.79
geo,2010,40.52
geo,2011,42.08
geo,2012,44.26
geo,2013,42.38
geo,2014,44.33
geo,2015,46.26
geo,2016,45.2
geo,2017,48.16
geo,2018,49.22
geo,2019,47.45
gha,1991,14.3
gha,1992,14.47
gha,1993,15.27
gha,1994,15.39
gha,1995,15.49
gha,1996,15.68
gha,1997,16.1
gha,1998,16.4
gha,1999,16.81
gha,2000,17.24
gha,2001,17.64
gha,2002,18.15
gha,2003,18.68
gha,2004,19.23
gha,2005,20
gha,2006,20.98
gha,2007,21.45
gha,2008,22.22
gha,2009,22.58
gha,2010,23.77
gha,2011,27.07
gha,2012,28.96
gha,2013,30.21
gha,2014,31.41
gha,2015,31.55
gha,2016,31.48
gha,2017,32.95
gha,2018,34.17
gha,2019,35.29
gin,1991,11.44
gin,1992,11.15
gin,1993,11.41
gin,1994,11.17
gin,1995,11.15
gin,1996,11.34
gin,1997,11.53
gin,1998,11.41
gin,1999,11.88
gin,2000,12.03
gin,2001,11.88
gin,2002,12.44
gin,2003,12.45
gin,2004,12.29
gin,2005,12.61
gin,2006,12.63
gin,2007,12.36
gin,2008,12.86
gin,2009,12.7
gin,2010,12.87
gin,2011,13.16
gin,2012,13.27
gin,2013,13.14
gin,2014,13.22
gin,2015,12.74
gin,2016,13.97
gin,2017,14.87
gin,2018,14.67
gin,2019,14.94
gmb,1991,26.82
gmb,1992,26.97
gmb,1993,27.17
gmb,1994,27.25
gmb,1995,27.48
gmb,1996,28.47
gmb,1997,28.14
gmb,1998,28.59
gmb,1999,29.11
gmb,2000,29.66
gmb,2001,30.37
gmb,2002,30.5
gmb,2003,30.89
gmb,2004,31.36
gmb,2005,31.39
gmb,2006,31.61
gmb,2007,31.77
gmb,2008,32.12
gmb,2009,32.39
gmb,2010,32.79
gmb,2011,32.7
gmb,2012,33.01
gmb,2013,33.2
gmb,2014,33.52
gmb,2015,34.65
gmb,2016,35.35
gmb,2017,35.07
gmb,2018,35.13
gmb,2019,35.74
gnb,1991,14.54
gnb,1992,14.16
gnb,1993,14.14
gnb,1994,14.37
gnb,1995,14.51
gnb,1996,14.69
gnb,1997,15.52
gnb,1998,15.34
gnb,1999,15.35
gnb,2000,15.6
gnb,2001,15.45
gnb,2002,15.73
gnb,2003,16.12
gnb,2004,15.82
gnb,2005,15.84
gnb,2006,15.71
gnb,2007,15.75
gnb,2008,15.91
gnb,2009,16.06
gnb,2010,16.31
gnb,2011,16.5
gnb,2012,16.82
gnb,2013,16.97
gnb,2014,17.63
gnb,2015,17.43
gnb,2016,17.68
gnb,2017,17.98
gnb,2018,18.25
gnb,2019,18.69
gnq,1991,1.07
gnq,1992,1.16
gnq,1993,1.27
gnq,1994,1.41
gnq,1995,1.57
gnq,1996,2.22
gnq,1997,3.39
gnq,1998,4.21
gnq,1999,5.21
gnq,2000,6.43
gnq,2001,9.19
gnq,2002,11.4
gnq,2003,13.71
gnq,2004,18.5
gnq,2005,22.59
gnq,2006,25.27
gnq,2007,27.87
gnq,2008,31.88
gnq,2009,29.97
gnq,2010,28.33
gnq,2011,29.66
gnq,2012,30.18
gnq,2013,26.99
gnq,2014,25.15
gnq,2015,20.26
gnq,2016,16.72
gnq,2017,15.62
gnq,2018,14.14
gnq,2019,11.59
grc,1991,52.53
grc,1992,51.98
grc,1993,52.47
grc,1994,52.6
grc,1995,52.8
grc,1996,53.35
grc,1997,53.4
grc,1998,55.23
grc,1999,56.29
grc,2000,56.38
grc,2001,58.22
grc,2002,58.98
grc,2003,59.35
grc,2004,61.02
grc,2005,61.41
grc,2006,61.18
grc,2007,61.69
grc,2008,62.18
grc,2009,61.56
grc,2010,61.28
grc,2011,60.5
grc,2012,59.71
grc,2013,59.49
grc,2014,60.1
grc,2015,61.2
grc,2016,62.61
grc,2017,62.49
grc,2018,62.97
grc,2019,64.29
gtm,1991,55.49
gtm,1992,55.5
gtm,1993,55.51
gtm,1994,55.54
gtm,1995,55.63
gtm,1996,55.6
gtm,1997,55.7
gtm,1998,55.77
gtm,1999,54.98
gtm,2000,54.02
gtm,2001,53.2
gtm,2002,52.57
gtm,2003,51.73
gtm,2004,51.79
gtm,2005,54.21
gtm,2006,56.7
gtm,2007,57.2
gtm,2008,57.6
gtm,2009,57.79
gtm,2010,58.06
gtm,2011,58.72
gtm,2012,59.17
gtm,2013,59.82
gtm,2014,63.17
gtm,2015,64.56
gtm,2016,67.3
gtm,2017,64.08
gtm,2018,64.86
gtm,2019,65.56
gum,1991,88.37
gum,1992,88.37
gum,1993,88.37
gum,1994,88.41
gum,1995,88.44
gum,1996,88.48
gum,1997,88.55
gum,1998,88.61
gum,1999,88.66
gum,2000,88.78
gum,2001,88.84
gum,2002,88.89
gum,2003,88.91
gum,2004,89.07
gum,2005,89.22
gum,2006,89.16
gum,2007,89.15
gum,2008,89.18
gum,2009,89.14
gum,2010,89.19
gum,2011,89.17
gum,2012,89.21
gum,2013,89.25
gum,2014,89.31
gum,2015,89.34
gum,2016,89.37
gum,2017,89.39
gum,2018,89.38
gum,2019,89.42
guy,1991,65.62
guy,1992,65.72
guy,1993,65.89
guy,1994,66.12
guy,1995,66.26
guy,1996,66.58
guy,1997,66.92
guy,1998,66.72
guy,1999,66.78
guy,2000,66.29
guy,2001,66.15
guy,2002,65.88
guy,2003,65.32
guy,2004,64.98
guy,2005,64.16
guy,2006,64.35
guy,2007,64.61
guy,2008,64.43
guy,2009,64.42
guy,2010,64.5
guy,2011,64.69
guy,2012,65.11
guy,2013,65.42
guy,2014,65.68
guy,2015,65.82
guy,2016,65.84
guy,2017,65.68
guy,2018,65.51
guy,2019,65.23
hkg,1991,84.86
hkg,1992,85
hkg,1993,85.04
hkg,1994,85.75
hkg,1995,85.7
hkg,1996,85.47
hkg,1997,86.13
hkg,1998,85.89
hkg,1999,85.34
hkg,2000,85.51
hkg,2001,83.44
hkg,2002,82.07
hkg,2003,82.6
hkg,2004,83.08
hkg,2005,83.2
hkg,2006,83.03
hkg,2007,84.25
hkg,2008,84.49
hkg,2009,84.39
hkg,2010,85.99
hkg,2011,85.92
hkg,2012,85.59
hkg,2013,85.63
hkg,2014,87.19
hkg,2015,87.56
hkg,2016,88.01
hkg,2017,88.17
hkg,2018,88.32
hkg,2019,88.39
hnd,1991,48.01
hnd,1992,47.96
hnd,1993,48.03
hnd,1994,47.98
hnd,1995,48.06
hnd,1996,48.04
hnd,1997,48.14
hnd,1998,48.17
hnd,1999,48.03
hnd,2000,48.26
hnd,2001,48.29
hnd,2002,48.37
hnd,2003,48.52
hnd,2004,48.82
hnd,2005,49.19
hnd,2006,48.65
hnd,2007,50.12
hnd,2008,50.43
hnd,2009,49.98
hnd,2010,46.16
hnd,2011,47.7
hnd,2012,43.42
hnd,2013,46.2
hnd,2014,52.2
hnd,2015,51.32
hnd,2016,55.01
hnd,2017,50.98
hnd,2018,52.77
hnd,2019,52.52
hrv,1991,71.09
hrv,1992,70.51
hrv,1993,69.92
hrv,1994,70.21
hrv,1995,70.6
hrv,1996,70.93
hrv,1997,73.43
hrv,1998,74.28
hrv,1999,74.02
hrv,2000,74.73
hrv,2001,73.15
hrv,2002,73.96
hrv,2003,74.33
hrv,2004,75.09
hrv,2005,74.64
hrv,2006,75.6
hrv,2007,77.86
hrv,2008,77.8
hrv,2009,77.65
hrv,2010,77.64
hrv,2011,77.57
hrv,2012,78.87
hrv,2013,79.67
hrv,2014,81.62
hrv,2015,81.47
hrv,2016,83.24
hrv,2017,85.6
hrv,2018,86.14
hrv,2019,84.93
hti,1991,32.89
hti,1992,32.57
hti,1993,32.35
hti,1994,31.75
hti,1995,32.36
hti,1996,32.78
hti,1997,32.75
hti,1998,33.01
hti,1999,33.11
hti,2000,33.02
hti,2001,32.83
hti,2002,32.73
hti,2003,32.88
hti,2004,32.34
hti,2005,32.69
hti,2006,32.74
hti,2007,33.06
hti,2008,32.97
hti,2009,33.21
hti,2010,31.88
hti,2011,32.61
hti,2012,32.72
hti,2013,33.14
hti,2014,33.41
hti,2015,33.47
hti,2016,33.42
hti,2017,33.41
hti,2018,33.49
hti,2019,33.34
hun,1991,76.2
hun,1992,75.98
hun,1993,78.1
hun,1994,78.15
hun,1995,78.14
hun,1996,78.09
hun,1997,78.63
hun,1998,80.44
hun,1999,80.67
hun,2000,80.91
hun,2001,81.8
hun,2002,83.15
hun,2003,83.28
hun,2004,82.13
hun,2005,83.05
hun,2006,84.27
hun,2007,84.85
hun,2008,84.74
hun,2009,84.47
hun,2010,84.75
hun,2011,84.77
hun,2012,85.65
hun,2013,86.14
hun,2014,86.38
hun,2015,86.74
hun,2016,87.12
hun,2017,87.94
hun,2018,87.7
hun,2019,87.11
idn,1991,33.56
idn,1992,34.3
idn,1993,35.05
idn,1994,35.93
idn,1995,37.11
idn,1996,38.37
idn,1997,39.4
idn,1998,36.07
idn,1999,36.18
idn,2000,35.69
idn,2001,39.21
idn,2002,39.31
idn,2003,37.57
idn,2004,39.12
idn,2005,40.66
idn,2006,41.19
idn,2007,41.79
idn,2008,42.06
idn,2009,42.06
idn,2010,43.05
idn,2011,46.28
idn,2012,49.18
idn,2013,50.46
idn,2014,51.03
idn,2015,53.58
idn,2016,53.24
idn,2017,53.37
idn,2018,52.77
idn,2019,52.95
ind,1991,16.7
ind,1992,16.81
ind,1993,16.91
ind,1994,17.1
ind,1995,17.15
ind,1996,17.25
ind,1997,17.17
ind,1998,17.19
ind,1999,17.39
ind,2000,17.43
ind,2001,17.37
ind,2002,17.21
ind,2003,17.27
ind,2004,17.36
ind,2005,17.41
ind,2006,17.54
ind,2007,17.71
ind,2008,17.65
ind,2009,17.8
ind,2010,17.93
ind,2011,18.96
ind,2012,20.01
ind,2013,20.47
ind,2014,21.01
ind,2015,21.6
ind,2016,22.24
ind,2017,22.87
ind,2018,23.53
ind,2019,24.17
irl,1991,69.62
irl,1992,68.66
irl,1993,69.39
irl,1994,69.91
irl,1995,70.42
irl,1996,72.08
irl,1997,72.03
irl,1998,72.6
irl,1999,73.87
irl,2000,74.01
irl,2001,74.61
irl,2002,74.55
irl,2003,75.19
irl,2004,74.78
irl,2005,75.66
irl,2006,76.74
irl,2007,76.98
irl,2008,76.1
irl,2009,74.43
irl,2010,74.99
irl,2011,75.47
irl,2012,75.4
irl,2013,75.69
irl,2014,75.99
irl,2015,76.7
irl,2016,77.22
irl,2017,78.15
irl,2018,78.99
irl,2019,79.93
irn,1991,55.21
irn,1992,55.14
irn,1993,54.79
irn,1994,54.3
irn,1995,54.17
irn,1996,54.16
irn,1997,53.83
irn,1998,53.75
irn,1999,53.11
irn,2000,53.1
irn,2001,52.65
irn,2002,52.7
irn,2003,53.28
irn,2004,53.32
irn,2005,53.26
irn,2006,53.52
irn,2007,53.73
irn,2008,54.42
irn,2009,55.39
irn,2010,56.46
irn,2011,56.84
irn,2012,56.13
irn,2013,55.94
irn,2014,55.87
irn,2015,55.85
irn,2016,54.87
irn,2017,54.43
irn,2018,53.37
irn,2019,52
irq,1991,67.17
irq,1992,66.94
irq,1993,67.08
irq,1994,66.85
irq,1995,66.55
irq,1996,66.6
irq,1997,67.06
irq,1998,68.25
irq,1999,69.25
irq,2000,69.34
irq,2001,69.39
irq,2002,68.4
irq,2003,65.89
irq,2004,67.24
irq,2005,67.16
irq,2006,67.78
irq,2007,67.83
irq,2008,69.09
irq,2009,70.01
irq,2010,71
irq,2011,72.01
irq,2012,73.23
irq,2013,74.1
irq,2014,74.23
irq,2015,74.4
irq,2016,75.35
irq,2017,76.05
irq,2018,75.46
irq,2019,75.2
isl,1991,74.14
isl,1992,73.95
isl,1993,73.84
isl,1994,74.01
isl,1995,73.91
isl,1996,74.77
isl,1997,77.33
isl,1998,75.11
isl,1999,75.79
isl,2000,76.5
isl,2001,76.38
isl,2002,75.87
isl,2003,81.18
isl,2004,82.13
isl,2005,79.7
isl,2006,79.2
isl,2007,80.9
isl,2008,82.66
isl,2009,83.18
isl,2010,83.55
isl,2011,83.72
isl,2012,84.2
isl,2013,83.46
isl,2014,82.98
isl,2015,82.99
isl,2016,83.85
isl,2017,84.37
isl,2018,84.54
isl,2019,84.57
isr,1991,84.92
isr,1992,84.69
isr,1993,84.42
isr,1994,84.24
isr,1995,84.04
isr,1996,83.3
isr,1997,83.45
isr,1998,83.56
isr,1999,83.59
isr,2000,84.27
isr,2001,84.46
isr,2002,84.43
isr,2003,83.89
isr,2004,84.54
isr,2005,83.95
isr,2006,84.17
isr,2007,84.65
isr,2008,84.28
isr,2009,83.79
isr,2010,83.75
isr,2011,84.21
isr,2012,84.7
isr,2013,85.24
isr,2014,85.29
isr,2015,84.84
isr,2016,84.67
isr,2017,85.13
isr,2018,84.84
isr,2019,85.09
ita,1991,67.23
ita,1992,67.26
ita,1993,67.26
ita,1994,67.31
ita,1995,67.44
ita,1996,67.47
ita,1997,67.56
ita,1998,67.65
ita,1999,67.73
ita,2000,67.98
ita,2001,68.11
ita,2002,68.22
ita,2003,68.28
ita,2004,68.4
ita,2005,69.35
ita,2006,69.69
ita,2007,69.87
ita,2008,70.43
ita,2009,70.65
ita,2010,70.11
ita,2011,70.28
ita,2012,70.43
ita,2013,70.46
ita,2014,70.83
ita,2015,71.28
ita,2016,71.86
ita,2017,72.32
ita,2018,72.75
ita,2019,73.15
jam,1991,52.67
jam,1992,52.81
jam,1993,54.7
jam,1994,54.79
jam,1995,55.52
jam,1996,55.84
jam,1997,55.53
jam,1998,54.9
jam,1999,55.21
jam,2000,55.26
jam,2001,55.81
jam,2002,57.07
jam,2003,56.71
jam,2004,57.98
jam,2005,58.85
jam,2006,57.77
jam,2007,59.42
jam,2008,55.52
jam,2009,54.81
jam,2010,54.59
jam,2011,54.34
jam,2012,53.43
jam,2013,53.85
jam,2014,54.26
jam,2015,54.74
jam,2016,55.18
jam,2017,55.59
jam,2018,55.57
jam,2019,55.33
jor,1991,85.71
jor,1992,85.73
jor,1993,85.54
jor,1994,85.38
jor,1995,85.25
jor,1996,84.97
jor,1997,84.72
jor,1998,84.43
jor,1999,84.16
jor,2000,83.9
jor,2001,83.72
jor,2002,83.37
jor,2003,83.2
jor,2004,83.04
jor,2005,83.44
jor,2006,83.65
jor,2007,83.56
jor,2008,83.74
jor,2009,83.98
jor,2010,84.04
jor,2011,83.99
jor,2012,84.04
jor,2013,84.2
jor,2014,84.17
jor,2015,84.12
jor,2016,84.05
jor,2017,83.98
jor,2018,83.92
jor,2019,83.76
jpn,1991,81.65
jpn,1992,82.38
jpn,1993,83.14
jpn,1994,83.39
jpn,1995,83.65
jpn,1996,83.91
jpn,1997,83.86
jpn,1998,84.07
jpn,1999,83.92
jpn,2000,84.25
jpn,2001,84.61
jpn,2002,84.85
jpn,2003,84.91
jpn,2004,84.89
jpn,2005,84.98
jpn,2006,85.65
jpn,2007,85.96
jpn,2008,86.14
jpn,2009,86.42
jpn,2010,87.15
jpn,2011,87.39
jpn,2012,87.43
jpn,2013,87.63
jpn,2014,87.69
jpn,2015,87.93
jpn,2016,88.33
jpn,2017,88.4
jpn,2018,88.46
jpn,2019,88.65
kaz,1991,75.77
kaz,1992,74.4
kaz,1993,73.17
kaz,1994,71.67
kaz,1995,69.84
kaz,1996,68.32
kaz,1997,66.88
kaz,1998,65.63
kaz,1999,64.35
kaz,2000,63.45
kaz,2001,62.87
kaz,2002,64.89
kaz,2003,64.68
kaz,2004,65.11
kaz,2005,66.51
kaz,2006,66.21
kaz,2007,66.48
kaz,2008,67.96
kaz,2009,67.8
kaz,2010,68.34
kaz,2011,68.31
kaz,2012,68.61
kaz,2013,68.84
kaz,2014,70.37
kaz,2015,71.8
kaz,2016,73.22
kaz,2017,74.74
kaz,2018,75.29
kaz,2019,75.56
ken,1991,50.79
ken,1992,50.39
ken,1993,49.77
ken,1994,49.64
ken,1995,48.82
ken,1996,49.06
ken,1997,48.49
ken,1998,48.22
ken,1999,47.65
ken,2000,46.53
ken,2001,45.25
ken,2002,43.84
ken,2003,42.51
ken,2004,41.81
ken,2005,41.27
ken,2006,40.36
ken,2007,42.55
ken,2008,43.58
ken,2009,45.1
ken,2010,47.13
ken,2011,48.98
ken,2012,50.42
ken,2013,51.85
ken,2014,53.15
ken,2015,54.42
ken,2016,55.54
ken,2017,56.41
ken,2018,57.42
ken,2019,58.37
kgz,1991,65.35
kgz,1992,63.75
kgz,1993,61.43
kgz,1994,58.06
kgz,1995,54.51
kgz,1996,51.95
kgz,1997,50.31
kgz,1998,48.4
kgz,1999,46.94
kgz,2000,46.27
kgz,2001,46.45
kgz,2002,45.83
kgz,2003,48.03
kgz,2004,49.09
kgz,2005,49.46
kgz,2006,51.12
kgz,2007,53.16
kgz,2008,55.59
kgz,2009,57.86
kgz,2010,60.21
kgz,2011,60.84
kgz,2012,60.43
kgz,2013,53.7
kgz,2014,54.59
kgz,2015,57.17
kgz,2016,58.91
kgz,2017,60.47
kgz,2018,61.96
kgz,2019,63.25
khm,1991,16.67
khm,1992,17.46
khm,1993,17.97
khm,1994,13.43
khm,1995,14.4
khm,1996,14.96
khm,1997,14.43
khm,1998,14.18
khm,1999,15.78
khm,2000,17.19
khm,2001,18.09
khm,2002,18.75
khm,2003,19.9
khm,2004,21.52
khm,2005,23.87
khm,2006,25.86
khm,2007,27.83
khm,2008,29.09
khm,2009,30.17
khm,2010,34.43
khm,2011,34.94
khm,2012,40.43
khm,2013,44.73
khm,2014,48.09
khm,2015,52.58
khm,2016,55.79
khm,2017,55.1
khm,2018,57.14
khm,2019,58.74
kor,1991,65.35
kor,1992,65.18
kor,1993,64.71
kor,1994,65.36
kor,1995,65.71
kor,1996,65.66
kor,1997,65.31
kor,1998,63.8
kor,1999,63.96
kor,2000,64.26
kor,2001,63.89
kor,2002,64.28
kor,2003,64.71
kor,2004,65.5
kor,2005,66.09
kor,2006,66.94
kor,2007,67.91
kor,2008,68.24
kor,2009,69.23
kor,2010,70.03
kor,2011,70.51
kor,2012,70.3
kor,2013,71.14
kor,2014,71.68
kor,2015,72.59
kor,2016,72.6
kor,2017,72.8
kor,2018,73.12
kor,2019,73.57
kwt,1991,95.43
kwt,1992,95.58
kwt,1993,95.75
kwt,1994,95.86
kwt,1995,95.98
kwt,1996,96.04
kwt,1997,96.04
kwt,1998,95.99
kwt,1999,95.93
kwt,2000,95.94
kwt,2001,95.87
kwt,2002,95.88
kwt,2003,96.1
kwt,2004,96.4
kwt,2005,96.65
kwt,2006,97.45
kwt,2007,97.98
kwt,2008,98.35
kwt,2009,97.78
kwt,2010,97.07
kwt,2011,96.2
kwt,2012,97.22
kwt,2013,97.85
kwt,2014,98.32
kwt,2015,98.67
kwt,2016,97.87
kwt,2017,97.91
kwt,2018,97.85
kwt,2019,97.84
lao,1991,11.13
lao,1992,11.59
lao,1993,12.14
lao,1994,13.09
lao,1995,14.07
lao,1996,14.43
lao,1997,14.82
lao,1998,14.71
lao,1999,15.2
lao,2000,15.46
lao,2001,15.75
lao,2002,16.08
lao,2003,16.44
lao,2004,16.85
lao,2005,17.37
lao,2006,18.08
lao,2007,18.72
lao,2008,19.39
lao,2009,20.02
lao,2010,20.45
lao,2011,21.65
lao,2012,22.91
lao,2013,24.28
lao,2014,25.65
lao,2015,26.99
lao,2016,28.28
lao,2017,29.55
lao,2018,30.79
lao,2019,31.82
lbn,1991,58.8
lbn,1992,58.75
lbn,1993,58.7
lbn,1994,58.62
lbn,1995,58.52
lbn,1996,58.88
lbn,1997,58.76
lbn,1998,58.46
lbn,1999,58.11
lbn,2000,58
lbn,2001,57.57
lbn,2002,57.29
lbn,2003,56.91
lbn,2004,57.01
lbn,2005,57.18
lbn,2006,56.97
lbn,2007,56.89
lbn,2008,57.82
lbn,2009,58.91
lbn,2010,59.76
lbn,2011,59.42
lbn,2012,58.98
lbn,2013,58.57
lbn,2014,58.16
lbn,2015,57.6
lbn,2016,57.23
lbn,2017,57.01
lbn,2018,56.45
lbn,2019,55.61
lbr,1991,27.81
lbr,1992,25.99
lbr,1993,24.15
lbr,1994,22.36
lbr,1995,19.88
lbr,1996,18.83
lbr,1997,19.95
lbr,1998,20.96
lbr,1999,21.83
lbr,2000,22.75
lbr,2001,24.79
lbr,2002,25.29
lbr,2003,24.27
lbr,2004,25.42
lbr,2005,25.74
lbr,2006,26.18
lbr,2007,26.86
lbr,2008,27.65
lbr,2009,27.78
lbr,2010,28.08
lbr,2011,29.14
lbr,2012,30.15
lbr,2013,31.47
lbr,2014,31.85
lbr,2015,31.83
lbr,2016,32.41
lbr,2017,32.85
lbr,2018,33.17
lbr,2019,33
lby,1991,69.83
lby,1992,69.56
lby,1993,69.2
lby,1994,69.03
lby,1995,68.17
lby,1996,67.87
lby,1997,67.39
lby,1998,66.91
