geo,time,fm_lbl_bmny_gd_zs
chl,1967,13.48438
chl,1968,13.89807
chl,1969,13.18518
chl,1970,14.54804
chl,1971,22.81864
chl,1972,30.05361
chl,1973,26.67825
chl,1974,13.29618
chl,1975,13.88561
chl,1976,19.70849
chl,1977,17.75498
chl,1978,20.20854
chl,1979,23.11264
chl,1980,26.94185
chl,1981,28.05098
chl,1982,36.2126
chl,1983,33.44779
chl,1984,36.76963
chl,1985,38.10785
chl,1986,37.1904
chl,1987,36.51054
chl,1988,36.18595
chl,1989,38.0155
chl,1990,37.32185
chl,1991,36.21224
chl,1992,36.19662
chl,1993,37.70522
chl,1994,35.02297
chl,1995,35.79739
chl,1996,38.93943
chl,1997,43.77548
chl,1998,47.04864
chl,1999,52.18818
chl,2000,51.83952
chl,2001,88.22034
chl,2002,87.78565
chl,2003,80.22975
chl,2004,76.01679
chl,2005,74.25837
chl,2006,74.22019
chl,2007,79.76085
chl,2008,77.26515
chl,2009,71.47826
chl,2010,66.75822
chl,2011,74.97236
chl,2012,77.64149
chl,2013,81.76957
chl,2014,82.50176
chl,2015,83.86954
chl,2016,82.7995
chl,2017,78.52965
chl,2018,77.06189
chl,2019,83.98907
chl,2020,93.82792
chn,1977,26.41231
chn,1978,24.18516
chn,1979,32.38178
chn,1980,36.4266
chn,1981,40.06821
chn,1982,42.1655
chn,1983,45.05621
chn,1984,49.44012
chn,1985,53.57652
chn,1986,61.18452
chn,1987,65.3607
chn,1988,63.25333
chn,1989,66.31706
chn,1990,77.79368
chn,1991,84.51883
chn,1992,89.45659
chn,1993,100.02122
chn,1994,96.46949
chn,1995,99.02773
chn,1996,105.9622
chn,1997,115.24526
chn,1998,123.90338
chn,1999,133.65306
chn,2000,135.58042
chn,2001,141.08562
chn,2002,145.39014
chn,2003,153.55094
chn,2004,149.79355
chn,2005,151.0858
chn,2006,157.49453
chn,2007,149.37196
chn,2008,148.84091
chn,2009,175.09138
chn,2010,176.12664
chn,2011,174.52772
chn,2012,180.87358
chn,2013,186.60938
chn,2014,190.87092
chn,2015,202.11389
chn,2016,207.67376
chn,2017,201.4064
chn,2018,195.03588
chn,2019,197.88655
chn,2020,211.3871
civ,1962,20.10074
civ,1963,19.47777
civ,1964,21.92874
civ,1965,21.67702
civ,1966,21.44277
civ,1967,21.85811
civ,1968,22.86885
civ,1969,25.97344
civ,1970,26.54238
civ,1971,26.96011
civ,1972,26.35271
civ,1973,26.45502
civ,1974,30.20433
civ,1975,29.30617
civ,1976,31.39587
civ,1977,34.07549
civ,1978,32.6234
civ,1979,29.10998
civ,1980,27.06265
civ,1981,27.91525
civ,1982,26.55594
civ,1983,26.55423
civ,1984,27.63171
civ,1985,29.96824
civ,1986,30.42321
civ,1987,30.68628
civ,1988,30.90551
civ,1989,27.87701
civ,1990,28.76195
civ,1991,28.59368
civ,1992,28.33074
civ,1993,26.37549
civ,1994,26.23432
civ,1995,26.04142
civ,1996,16.07472
civ,1997,15.26205
civ,1998,14.72537
civ,1999,14.42251
civ,2000,13.98279
civ,2001,13.98057
civ,2002,17.83588
civ,2003,13.10912
civ,2004,14.01684
civ,2005,13.68774
civ,2006,14.86356
civ,2007,18.84653
civ,2008,18.43761
civ,2009,21.30646
civ,2010,23.3989
civ,2011,25.9681
civ,2012,25.4037
civ,2013,24.82263
civ,2014,24.81946
civ,2015,26.1103
civ,2016,27.628
civ,2017,28.62593
civ,2018,30.17682
civ,2019,31.40047
civ,2020,36.93587
cmr,1960,9.9375
cmr,1961,9.36667
cmr,1962,11.51226
cmr,1963,11.80066
cmr,1964,12.17707
cmr,1965,11.65587
cmr,1966,13.04956
cmr,1967,12.81782
cmr,1968,13.64473
cmr,1969,14.67107
cmr,1970,14.71204
cmr,1971,15.51271
cmr,1972,15.36837
cmr,1973,16.76162
cmr,1974,18.45021
cmr,1975,17.61606
cmr,1976,19.48353
cmr,1977,22.34577
cmr,1978,20.44533
cmr,1979,20.93799
cmr,1980,22.69265
cmr,1981,22.9025
cmr,1982,22.53829
cmr,1983,23.66621
cmr,1984,23.38622
cmr,1985,22.85031
cmr,1986,20.45118
cmr,1987,17.48769
cmr,1988,19.203
cmr,1989,20.40964
cmr,1990,21.23369
cmr,1991,21.62894
cmr,1992,18.82931
cmr,1993,11.91881
cmr,1994,13.98185
cmr,1995,11.95886
cmr,1996,10.27386
cmr,1997,10.97818
cmr,1998,11.17855
cmr,1999,11.85882
cmr,2000,13.40115
cmr,2001,12.70845
cmr,2002,14.34149
cmr,2003,13.59914
cmr,2004,13.63118
cmr,2005,13.89935
cmr,2006,14.15209
cmr,2007,15.50634
cmr,2008,16.37158
cmr,2009,16.67287
cmr,2010,18.31441
cmr,2011,19.01804
cmr,2012,17.82034
cmr,2013,18.35457
cmr,2014,19.27256
cmr,2015,19.78324
cmr,2016,19.74063
cmr,2017,19.89721
cmr,2018,21.40185
cod,1963,9.45503
cod,1964,11.79986
cod,1965,9.79372
cod,1966,10.94628
cod,1967,9.81256
cod,1968,7.75143
cod,1969,6.74189
cod,1970,8.51988
cod,1971,8.0038
cod,1972,8.81175
cod,1973,9.52736
cod,1974,10.38532
cod,1975,10.71165
cod,1976,9.92244
cod,1977,11.42323
cod,1978,14.49903
cod,1979,7.51232
cod,1980,7.90103
cod,1981,8.80688
cod,1982,10.78308
cod,1983,72.37223
cod,1984,6.61772
cod,1985,6.89723
cod,1986,8.06631
cod,1987,8.78443
cod,1988,10.56468
cod,1989,8.51921
cod,1990,12.88968
cod,1991,14.36423
cod,1992,15.80247
cod,1993,30.68351
cod,1994,8.40106
cod,1995,6.7405
cod,2000,3.42308
cod,2001,2.85741
cod,2002,2.91726
cod,2003,3.16074
cod,2004,5.06281
cod,2005,4.53035
cod,2006,5.9414
cod,2007,7.00076
cod,2008,8.48253
cod,2009,9.71151
cod,2010,10.1163
cod,2011,10.10652
cod,2012,10.74996
cod,2013,11.44922
cod,2014,11.87405
cod,2015,12.29035
cod,2016,14.00668
cod,2017,12.6728
cod,2018,12.52593
cog,1960,23.86996
cog,1961,23.30645
cog,1962,17.74509
cog,1963,20.11848
cog,1964,18
cog,1965,15.65843
cog,1966,15.42435
cog,1967,16.78082
cog,1968,18.30707
cog,1969,17.32802
cog,1970,18.41842
cog,1971,17.17023
cog,1972,15.64058
cog,1973,15.38245
cog,1974,18.34847
cog,1975,17.82847
cog,1976,18.82917
cog,1977,18.49096
cog,1978,18.71004
cog,1979,17.6949
cog,1980,17.0985
cog,1981,17.10965
cog,1982,16.47479
cog,1983,14.41892
cog,1984,12.89619
cog,1985,15.40389
cog,1986,20.64638
cog,1987,20.28849
cog,1988,20.30319
cog,1989,18.09432
cog,1990,21.43189
cog,1991,20.22506
cog,1992,21.78928
cog,1993,16.34522
cog,1994,16.21279
cog,1995,15.07158
cog,1996,14.17042
cog,1997,14.87785
cog,1998,15.29571
cog,1999,14.54999
cog,2000,14.58146
cog,2001,11.54709
cog,2002,12.66117
cog,2003,12.86273
cog,2004,12.78109
cog,2005,12.02885
cog,2006,14.70915
cog,2007,17.20062
cog,2008,18.50409
cog,2009,22.05741
cog,2010,20.45815
cog,2011,24.90544
cog,2012,24.37522
cog,2013,25.0862
cog,2014,28.59305
cog,2015,31.87552
cog,2016,31.43829
cog,2017,26.13795
cog,2018,20.84405
cog,2019,22.82105
col,1960,20.43617
col,1961,22.1426
col,1962,23.5064
col,1963,21.32543
col,1964,20.36819
col,1965,20.80247
col,1966,19.68343
col,1967,20.47004
col,1968,20.70812
col,1969,21.89335
col,1970,21.25512
col,1971,20.03066
col,1972,20.90668
col,1973,21.4402
col,1974,23.48224
col,1975,25.18958
col,1976,26.9615
col,1977,27.09667
col,1978,27.02172
col,1979,25.82029
col,1980,28.79579
col,1981,31.71815
col,1982,31.61341
col,1983,33.37463
col,1984,32.62115
col,1985,31.26952
col,1987,26.77754
col,1988,23.10114
col,1990,24.11664
col,1991,24.72969
col,1992,26.93984
col,1993,28.46436
col,1994,32.10822
col,1995,32.92965
col,1996,33.41472
col,1997,34.25345
col,1998,33.04601
col,1999,34.27403
col,2000,25.82
col,2001,28.50915
col,2002,27.45559
col,2003,27.33454
col,2004,28.85465
col,2005,30.91
col,2006,32.2883
col,2007,33.7552
col,2008,35.96149
col,2009,36.92013
col,2010,37.93686
col,2011,39.65247
col,2012,42.74628
col,2013,45.37761
col,2014,46.37816
col,2015,48.99144
col,2016,48.91996
col,2017,49.02412
col,2018,48.01613
col,2019,48.65452
col,2020,58.01978
com,1982,10.58281
com,1983,11.82279
com,1984,8.95495
com,1985,9.42284
com,1986,8.9857
com,1987,10.81054
com,1988,11.9314
com,1989,13.68731
com,1990,13.24271
com,1991,13.33216
com,1992,13.86764
com,1993,13.53421
com,1994,14.01249
com,1995,11.71975
com,1996,12.62784
com,1997,11.51722
com,1998,9.63195
com,1999,10.58729
com,2000,11.44973
com,2001,15.68771
com,2002,16.37477
com,2003,14.94199
com,2004,13.76987
com,2005,14.28991
com,2006,15.18966
com,2007,15.94424
com,2008,16.58335
com,2009,18.02856
com,2010,20.40282
com,2011,20.8318
com,2012,22.46175
com,2013,21.73335
com,2014,22.81784
com,2015,26.55779
com,2016,27.86361
com,2017,27.21755
com,2018,27.97222
com,2019,27.99363
com,2020,31.12724
cpv,1980,41.94931
cpv,1981,39.5591
cpv,1982,41.14869
cpv,1983,40.08752
cpv,1984,37.60028
cpv,1985,38.25514
cpv,1986,36.33509
cpv,1987,33.05058
cpv,1988,31.44315
cpv,1989,31.45222
cpv,1990,33.92381
cpv,1991,34.91429
cpv,1992,42.62973
cpv,1993,49.78881
cpv,1994,66.19644
cpv,1995,67.1201
cpv,1996,67.75697
cpv,1997,67.5847
cpv,1998,61.45459
cpv,1999,59.95859
cpv,2000,64.36928
cpv,2001,65.69693
cpv,2002,71.55587
cpv,2003,71.09559
cpv,2004,76.16769
cpv,2005,83.99267
cpv,2006,87.7357
cpv,2007,77.57142
cpv,2008,75.56401
cpv,2009,77.50042
cpv,2010,80.10418
cpv,2011,78.47817
cpv,2012,82.07898
cpv,2013,89.44061
cpv,2014,95.64898
cpv,2015,98.88484
cpv,2016,102.56998
cpv,2017,104.62595
cpv,2018,99.96311
cpv,2019,102.01906
cpv,2020,125.29948
cri,1960,19.64691
cri,1961,18.63585
cri,1962,19.37174
cri,1963,20.03995
cri,1964,20.31484
cri,1965,19.89054
cri,1966,18.79955
cri,1967,23.2245
cri,1968,20.85162
cri,1969,21.14123
cri,1970,19.58311
cri,1971,25.38882
cri,1972,26.36505
cri,1973,25.98796
cri,1974,26.07732
cri,1975,29.18844
cri,1976,31.87719
cri,1977,32.9057
cri,1978,36.70543
cri,1979,43.23192
cri,1980,41.94443
cri,1981,56.90466
cri,1982,42.44086
cri,1983,44.01766
cri,1984,41.11504
cri,1985,38.71821
cri,1986,37.58831
cri,1987,37.87429
cri,1988,43.08452
cri,1989,41.2617
cri,1990,42.82221
cri,1991,33.96974
cri,1992,32.25959
cri,1993,31.40253
cri,1994,31.6843
cri,1995,26.26822
cri,1996,33.24078
cri,1997,14.98447
cri,1998,15.0298
cri,1999,16.90524
cri,2000,18.45476
cri,2001,41.34443
cri,2002,43.43688
cri,2003,46.91845
cri,2004,48.67386
cri,2005,52.88604
cri,2006,53.53709
cri,2007,53.92456
cri,2008,56.60438
cri,2009,56.86363
cri,2010,51.09184
cri,2011,49.3302
cri,2012,49.36863
cri,2013,50.48296
cri,2014,52.45681
cri,2015,50.64437
cri,2016,49.13839
cri,2017,46.57546
cri,2018,45.37336
cri,2019,45.18012
cri,2020,55.35257
cze,1993,58.53045
cze,1994,60.9585
cze,1995,68.0109
cze,1996,63.17282
cze,1997,59.60484
cze,1998,56.30702
cze,1999,55.31316
cze,2000,60.57933
cze,2001,62.31834
cze,2002,53.10281
cze,2003,53.93394
cze,2004,53.09367
cze,2005,55.23047
cze,2006,58.04957
cze,2007,61.66583
cze,2008,66.86769
cze,2009,68.51074
cze,2010,69.12246
cze,2011,69.81208
cze,2012,72.68058
cze,2013,75.90296
cze,2014,76.64172
cze,2015,77.73395
cze,2016,79.84775
cze,2017,82.70602
cze,2018,83.06738
cze,2019,82.54069
cze,2020,92.28813
dji,1985,74.63078
dji,1987,77.87841
dji,1988,78.84022
dji,1989,78.10441
dji,1990,73.17492
dji,1991,74.47242
dji,1992,68.22778
dji,1993,70.62707
dji,1994,69.39296
dji,1995,72.17034
dji,1996,67.3273
dji,1997,63.15595
dji,1998,59.19612
dji,1999,54.60221
dji,2000,53.70065
dji,2001,55.60667
dji,2002,62.2933
dji,2003,69.70722
dji,2004,74.13572
dji,2005,77.59287
dji,2006,79.81593
dji,2007,78.32918
dji,2008,80.47389
dji,2009,89.67397
dji,2010,93.52692
dji,2011,81.37914
dji,2012,85.70355
dji,2013,60.72887
dji,2014,59.65038
dji,2015,64.70041
dji,2016,65.6887
dji,2017,75.78177
dji,2018,65.34442
dji,2019,64.41538
dji,2020,75.54053
dma,1977,36.45415
dma,1978,34.97079
dma,1979,52.24172
dma,1980,40.42934
dma,1981,36.66697
dma,1982,39.80896
dma,1983,39.68115
dma,1984,41.5945
dma,1985,39.73583
dma,1986,40.35406
dma,1987,46.54238
dma,1988,45.45391
dma,1989,45.81786
dma,1990,50.03843
dma,1991,52.4486
dma,1992,56.15245
dma,1993,52.93474
dma,1994,51.64806
dma,1995,60.02749
dma,1996,59.95865
dma,1997,60.64802
dma,1998,58.79569
dma,1999,62.09141
dma,2000,59.7941
dma,2001,61.69018
dma,2002,68.93839
dma,2003,72.53324
dma,2004,72.25747
dma,2005,76.82289
dma,2006,79.72904
dma,2007,81.34755
dma,2008,79.00105
dma,2009,81.47893
dma,2010,82.8232
dma,2011,83.79288
dma,2012,96.14722
dma,2013,96.62724
dma,2014,97.15701
dma,2015,96.75922
dma,2016,96.35305
dma,2017,125.18311
dma,2018,120.035
dma,2019,95.34226
dma,2020,102.03704
dnk,1966,46.12676
dnk,1967,45.80172
dnk,1968,46.3226
dnk,1969,44.87692
dnk,1970,42.46641
dnk,1971,41.77474
dnk,1972,41.57603
dnk,1973,41.02742
dnk,1974,39.72104
dnk,1975,45.14047
dnk,1976,43.53093
dnk,1977,42.89156
dnk,1978,40.98836
dnk,1979,40.6211
dnk,1980,41.9066
dnk,1981,42.2453
dnk,1982,41.08692
dnk,1983,47.65735
dnk,1984,50.60843
dnk,1985,55.22481
dnk,1986,56.29645
dnk,1987,57.09384
dnk,1988,57.97371
dnk,1989,55.60194
dnk,1990,56.88924
dnk,1991,56.80215
dnk,1992,54.39884
dnk,1993,64.73663
dnk,1994,54.49036
dnk,1995,55.46367
dnk,1996,57.13904
dnk,1997,57.94088
dnk,1998,57.85568
dnk,1999,54.77478
dnk,2000,48.60271
dnk,2001,48.69808
dnk,2002,49.36902
dnk,2003,47.40528
dnk,2004,46.45894
dnk,2005,50.47617
dnk,2006,53.04994
dnk,2007,60.13364
dnk,2008,62.10639
dnk,2009,67.90936
dnk,2010,69.6678
dnk,2011,64.25734
dnk,2012,63.90742
dnk,2013,56.87631
dnk,2014,63.21109
dnk,2015,67.59313
dnk,2016,60.59688
dnk,2017,61.25
dnk,2018,60.50407
dnk,2019,62.23045
dnk,2020,68.01564
dom,1960,19.19989
dom,1961,19.32426
dom,1962,16.98823
dom,1963,16.74107
dom,1964,14.37208
dom,1965,22.04256
dom,1966,16.81472
dom,1967,15.63201
dom,1968,18.87684
dom,1969,19.21008
dom,1970,19.45675
dom,1971,21.85359
dom,1972,23.17349
dom,1973,25.55314
dom,1974,29.03305
dom,1975,28.56996
dom,1976,26.92016
dom,1977,27.3565
dom,1978,27.30441
dom,1979,26.82422
dom,1980,24.41646
dom,1981,24.22427
dom,1982,24.84336
dom,1983,26.02781
dom,1984,25.67716
dom,1985,22.9652
dom,1986,32.53606
dom,1987,30.03138
dom,1988,29.52877
dom,1989,29.95183
dom,1990,29.06517
dom,1991,19.22019
dom,1992,20.77252
dom,1993,22.03988
dom,1994,21.73724
dom,1995,21.87983
dom,1996,23.32626
dom,1997,24.29366
dom,1998,25.16312
dom,1999,27.88469
dom,2000,29.02604
dom,2001,36.75152
dom,2002,34.69811
dom,2003,49.33298
dom,2004,38.31954
dom,2005,35.56625
dom,2006,32.37008
dom,2007,32.79495
dom,2008,30.34175
dom,2009,32.97115
dom,2010,32.42304
dom,2011,32.74944
dom,2012,33.35604
dom,2013,34.01035
dom,2014,33.27673
dom,2015,34.0485
dom,2016,34.35103
dom,2017,34.56121
dom,2018,33.08593
dom,2019,34.30346
dom,2020,42.75416
dza,1964,33.19532
dza,1965,34.14487
dza,1966,38.50621
dza,1967,45.10224
dza,1968,53.42228
dza,1969,55.28988
dza,1970,54.45302
dza,1971,55.82871
dza,1972,59.82816
dza,1973,59.012
dza,1974,46.66181
dza,1975,54.92436
dza,1976,59.07017
dza,1977,59.73695
dza,1978,64.51768
dza,1979,62.20995
dza,1980,57.56246
dza,1981,57.02926
dza,1982,66.421
dza,1983,70.99957
dza,1984,72.7642
dza,1985,76.84861
dza,1986,75.79833
dza,1987,79.6713
dza,1988,83.82403
dza,1989,72.79636
dza,1990,61.77114
dza,1991,49.11131
dza,1992,51.94199
dza,1993,50.10146
dza,1994,45.31867
dza,1995,37.16945
dza,1996,33.00584
dza,1997,36.08143
dza,1998,42.37682
dza,1999,42.2077
dza,2000,37.82972
dza,2001,56.84895
dza,2002,62.72423
dza,2003,62.81908
dza,2004,59.26531
dza,2005,53.82771
dza,2006,57.28394
dza,2007,64.09367
dza,2008,62.98582
dza,2009,73.16088
dza,2010,69.05472
dza,2011,68.0616
dza,2012,67.9544
dza,2013,71.72973
dza,2014,79.30948
dza,2015,82.00065
dza,2016,78.88437
dza,2017,79.32875
dza,2018,81.57841
dza,2019,80.53577
dza,2020,96.49804
ecu,1960,8.71754
ecu,1961,8.39768
ecu,1962,10.02393
ecu,1963,8.68308
ecu,1964,8.10446
ecu,1965,7.79835
ecu,1966,9.24748
ecu,1967,10.17015
ecu,1968,12.55975
ecu,1969,11.7859
ecu,1970,11.34299
ecu,1971,13.68411
ecu,1972,14.69436
ecu,1973,15.91397
ecu,1974,13.93852
ecu,1975,12.93884
ecu,1976,15.18838
ecu,1977,15.15994
ecu,1978,14.81883
ecu,1979,15.68513
ecu,1980,16.18136
ecu,1981,14.80817
ecu,1982,15.20745
ecu,1983,14.32288
ecu,1984,17.40329
ecu,1985,14.78807
ecu,1986,13.2601
ecu,1987,13.80263
ecu,1988,11.70655
ecu,1989,10.15943
ecu,1990,13.92098
ecu,1991,13.23601
ecu,1992,12.97917
ecu,1993,18.19934
ecu,1994,21.11283
ecu,1995,20.9518
ecu,1996,22.81495
ecu,1997,22.29257
ecu,1998,18.76309
ecu,1999,13.14566
ecu,2000,20.7137
ecu,2001,20.43271
ecu,2002,23.83795
ecu,2003,24.73758
ecu,2004,27.26929
ecu,2005,28.74218
ecu,2006,28.79679
ecu,2007,30.67821
ecu,2008,31.39204
ecu,2009,33.21031
ecu,2010,34.75791
ecu,2011,35.56376
ecu,2012,37.50396
ecu,2013,39.50129
ecu,2014,42.45878
ecu,2015,41.40085
ecu,2016,48.46807
ecu,2017,37.14945
ecu,2018,37.70594
ecu,2019,40.8375
ecu,2020,49.13071
egy,1960,33.11032
egy,1961,34.58983
egy,1962,35.3734
egy,1963,37.83576
egy,1964,39.09158
egy,1965,37.60318
egy,1966,35.37398
egy,1967,36.1567
egy,1968,37.19968
egy,1969,37.06301
egy,1970,32.88043
egy,1971,32.12667
egy,1972,34.89756
egy,1973,38.43383
egy,1974,45.03478
egy,1975,45.78826
egy,1976,45.65522
egy,1977,49.97381
egy,1978,53.345
egy,1979,54.25783
egy,1980,66.4234
egy,1981,82.81514
egy,1982,79.22916
egy,1983,82.01955
egy,1984,82.05475
egy,1985,82.23995
egy,1986,84.13197
egy,1987,87.14252
egy,1988,88.55292
egy,1989,83.23831
egy,1990,86.12505
egy,1991,87.52347
egy,1992,84.53896
egy,1993,85.8078
egy,1994,84.63354
egy,1995,79.7874
egy,1996,78.64146
egy,1997,75.15476
egy,1998,77.02564
egy,1999,76.04337
egy,2000,76.7419
egy,2001,82.37828
egy,2002,87.8365
egy,2003,96.67885
egy,2004,96.67863
egy,2005,97.13784
egy,2006,97.38731
egy,2007,96.20641
egy,2008,88.40425
egy,2009,83.1559
egy,2010,80.74556
egy,2011,75.79391
egy,2012,69.71546
egy,2013,74.61184
egy,2014,75.44265
egy,2015,77.98588
egy,2016,98.13613
egy,2017,92.29564
egy,2018,81.77493
egy,2019,77.23484
egy,2020,84.03971
eri,1995,87.00305
eri,1996,88.36748
eri,1997,100.94505
eri,1998,109.56391
eri,1999,145.70623
eri,2000,141.14845
eri,2001,149.28886
eri,2002,150.68457
eri,2003,146.14443
eri,2004,128.92529
eri,2005,129.24245
eri,2006,123.90947
eri,2007,127.66103
eri,2008,141.26007
eri,2009,121.51529
eri,2010,164.07012
eri,2011,144.76047
eri,2012,127.4756
eri,2013,135.9625
eri,2014,176.78892
eth,1981,16.08113
eth,1982,16.85621
eth,1983,17.35595
eth,1984,20.15538
eth,1985,20.15996
eth,1986,21.61782
eth,1987,21.36301
eth,1988,22.89901
eth,1989,25.15607
eth,1990,28.42537
eth,1991,29.79849
eth,1992,32.53945
eth,1993,27.59409
eth,1994,32.00032
eth,1995,29.16916
eth,1996,28.22447
eth,1997,32.72467
eth,1998,33.57665
eth,1999,35.51497
eth,2000,34.58548
eth,2001,37.16327
eth,2002,44.0368
eth,2003,44.87788
eth,2004,45.35308
eth,2005,43.77702
eth,2006,42.4864
eth,2007,39.74275
eth,2008,33.96712
fji,1961,29.44349
fji,1962,28.27357
fji,1963,33.90953
fji,1964,37.38399
fji,1965,32.64555
fji,1966,33.94486
fji,1967,32.76682
fji,1968,32.32716
fji,1969,34.66792
fji,1970,34.02555
fji,1971,36.64606
fji,1972,36.34405
fji,1973,31.83298
fji,1974,33.19867
fji,1975,33.79018
fji,1976,30.95944
fji,1977,34.6943
fji,1978,35.00712
fji,1979,34.83056
fji,1980,33.87608
fji,1981,33.22812
fji,1982,34.01204
fji,1983,37.58606
fji,1984,37.43441
fji,1985,36.94903
fji,1986,39.05603
fji,1987,40.61596
fji,1988,45.1399
fji,1989,44.41289
fji,1990,49.4603
fji,1991,54.93448
fji,1992,55.80223
fji,1993,54.17891
fji,1994,52.42561
fji,1995,52.84666
fji,1996,49.44242
fji,1997,44.67106
fji,1998,40.82107
fji,1999,39.9484
fji,2000,41.99309
fji,2001,44.46572
fji,2002,50.51433
fji,2003,53.99883
fji,2004,54.92815
fji,2005,58.90539
fji,2006,68.15859
fji,2007,72.25578
fji,2008,65.479
fji,2009,70.12636
fji,2010,67.64108
fji,2011,66.85663
fji,2012,67.65288
fji,2013,74.17275
fji,2014,68.91973
fji,2015,73.28703
fji,2016,73.02125
fji,2017,73.81097
fji,2018,72.07518
fji,2019,72.62323
fji,2020,88.7258
fsm,1995,48.66698
fsm,1996,46.48918
fsm,1997,51.03949
fsm,1998,48.52903
fsm,1999,49.88496
fsm,2000,46.62672
fsm,2001,47.8315
fsm,2002,41.83744
fsm,2003,39.79214
fsm,2004,40.63005
fsm,2005,39.62812
fsm,2006,35.81065
fsm,2007,36.97264
fsm,2008,37.24333
fsm,2009,40.65939
fsm,2010,38.35368
fsm,2011,38.02839
fsm,2012,41.19405
fsm,2013,45.95472
fsm,2014,60.88429
fsm,2015,56.32818
fsm,2016,65.47872
fsm,2017,65.70789
fsm,2018,61.33968
fsm,2019,61.03043
fsm,2020,70.21958
gab,1960,15.56757
gab,1961,15.17698
gab,1962,16.45542
gab,1963,21.26806
gab,1964,16.33003
gab,1965,16.57658
gab,1966,14.93378
gab,1967,14.20659
gab,1968,14.66118
gab,1969,15.32529
gab,1970,15.3743
gab,1971,14.95052
gab,1972,18.51244
gab,1973,16.46679
gab,1974,11.92736
gab,1975,15.45437
gab,1976,18.55138
gab,1977,19.31976
gab,1978,21.07548
gab,1979,19.05523
gab,1980,16.91938
gab,1981,16.88852
gab,1982,16.9153
gab,1983,18.35193
gab,1984,17.63552
gab,1985,20.4983
gab,1986,23.46848
gab,1987,24.40637
gab,1988,21.1203
gab,1989,19.12437
gab,1990,16.33852
gab,1991,18.81228
gab,1992,16.31186
gab,1993,15.50195
gab,1994,14.01015
gab,1995,14.50226
gab,1996,14.44579
gab,1997,15.05973
gab,1998,17.37561
gab,1999,15.52839
gab,2000,14.61413
gab,2001,14.93093
gab,2002,15.54009
gab,2003,14.96141
gab,2004,15.12759
gab,2005,16.27636
gab,2006,17.42543
gab,2007,16.95365
gab,2008,16.1295
gab,2009,20.32957
gab,2010,19.66076
gab,2011,20.7023
gab,2012,22.28697
gab,2013,24.93156
gab,2014,23.47019
gab,2015,24.89688
gab,2016,24.45471
gab,2017,19.36242
gab,2018,23.86972
gab,2019,22.92759
gbr,1960,39.84324
gbr,1961,38.55574
gbr,1962,36.1271
gbr,1963,36.88501
gbr,1964,35.6645
gbr,1965,35.56619
gbr,1966,34.5523
gbr,1967,36.23047
gbr,1968,35.42316
gbr,1969,33.79562
gbr,1970,32.95991
gbr,1971,33.38482
gbr,1972,38.18585
gbr,1973,42.16989
gbr,1974,42.44469
gbr,1975,36.69766
gbr,1976,34.56238
gbr,1977,32.47998
gbr,1978,32.0393
gbr,1979,30.454
gbr,1980,30.76426
gbr,1981,34.79012
gbr,1982,36.08987
gbr,1983,36.32032
gbr,1984,37.70443
gbr,1985,38.17013
gbr,1986,43.46922
gbr,1987,74.06029
gbr,1988,77.00026
gbr,1989,83.54316
gbr,1990,84.9602
gbr,1991,82.06727
gbr,1992,56.4625
gbr,1993,56.14299
gbr,1994,57.40221
gbr,1995,60.30709
gbr,1996,64.66273
gbr,1997,77.62856
gbr,1998,89.51296
gbr,1999,89.53367
gbr,2000,94.32208
gbr,2001,98.73383
gbr,2002,99.45713
gbr,2003,103.1665
gbr,2004,107.91808
gbr,2005,116.11725
gbr,2006,125.57272
gbr,2007,138.33201
gbr,2008,158.24237
gbr,2009,162.36739
gbr,2010,163.07788
gbr,2011,150.52192
gbr,2012,147.11233
gbr,2013,144.1907
gbr,2014,134.31858
gbr,2015,132.79088
gbr,2016,138.53696
gbr,2017,144.27109
gbr,2018,146.52089
gbr,2019,139.33772
gbr,2020,160.15086
geo,1995,7.73874
geo,1996,6.82299
geo,1997,8.27365
geo,1998,7.44494
geo,1999,7.9528
geo,2000,10.38241
geo,2001,11.22761
geo,2002,11.94083
geo,2003,12.79326
geo,2004,15.61646
geo,2005,16.87911
geo,2006,20.30312
geo,2007,24.11972
geo,2008,23.18072
geo,2009,26.48508
geo,2010,28.40767
geo,2011,27.85769
geo,2012,29.02873
geo,2013,34.40207
geo,2014,35.95244
geo,2015,39.322
geo,2016,44.77397
geo,2017,45.18046
geo,2018,47.36549
geo,2019,50.03521
geo,2020,61.66349
gha,1960,18.40046
gha,1961,18.70968
gha,1962,20.30395
gha,1963,19.54545
gha,1964,23.85113
gha,1965,20.49795
gha,1966,20.77075
gha,1967,21.22274
gha,1968,20.69
gha,1969,19.41379
gha,1970,18.90792
gha,1971,18.986
gha,1972,23.71794
gha,1973,22.66524
gha,1974,21.56717
gha,1975,26.23718
gha,1976,29.11324
gha,1977,27.28344
gha,1978,24.45835
gha,1979,21.05489
gha,1980,18.55351
gha,1981,16.5651
gha,1982,17.1649
gha,1983,11.30499
gha,1984,11.81331
gha,1985,13.6185
gha,1986,13.51454
gha,1987,14.20509
gha,1988,14.74606
gha,1989,16.91699
gha,1990,14.14209
gha,1991,15.56278
gha,1992,20.52587
gha,1993,19.83546
gha,1994,22.51313
gha,1995,21.64299
gha,1996,20.59611
gha,1997,23.84196
gha,1998,22.85738
gha,1999,24.09283
gha,2000,28.16617
gha,2001,31.44533
