geo,time,dt_nfl_pcbk_cd
arm,2020,-2155000
aze,1999,27939000
aze,2000,84438000
aze,2001,-21411000
aze,2002,-16310000
aze,2003,-16239000
aze,2004,-16165000
aze,2005,219274000
aze,2006,103901000
aze,2007,106856000
aze,2008,107777000
aze,2009,268766000
aze,2010,182802000
aze,2011,299287000
aze,2012,155917000
aze,2013,188295000
aze,2014,-45710000
aze,2015,180665000
aze,2016,117374000
aze,2017,169360000
aze,2018,1367142000
aze,2019,-367297000
aze,2020,-90419000
bdi,1970,-16000
bdi,1971,-16000
bdi,1972,-37000
bdi,1973,-21000
bdi,1975,4102000
bdi,1976,-587000
bdi,1977,-312000
bdi,1978,2237000
bdi,1979,936000
bdi,1980,-1379000
bdi,1981,-1012000
bdi,1982,156000
bdi,1983,9558000
bdi,1984,11516000
bdi,1985,-2632000
bdi,1986,-5387000
bdi,1987,-6061000
bdi,1988,-5362000
bdi,1989,-4603000
bdi,1990,-5240000
bdi,1991,-1197000
ben,1971,98000
ben,1973,-32000
ben,1974,-34000
ben,1975,-34000
ben,1982,7940000
ben,1983,-1670000
ben,1984,-1268000
ben,1985,-966000
ben,1986,-945000
ben,1987,-434000
ben,2000,-2081000
ben,2001,0
ben,2017,38734000
ben,2018,800810000
ben,2019,-291392000
ben,2020,39305000
bfa,1978,768000
bfa,1979,278000
bfa,1980,-121000
bfa,1981,-132000
bfa,1982,9891000
bfa,1983,-94000
bfa,1984,451000
bfa,1985,-3250000
bfa,1986,-4200000
bfa,1987,-2043000
bfa,1988,-400000
bfa,1989,-200000
bfa,1991,-600000
bfa,2009,5653000
bfa,2010,17747000
bfa,2013,-2055000
bfa,2014,-1733000
bfa,2015,-545000
bfa,2016,-1733000
bfa,2017,-1733000
bfa,2018,-1733000
bfa,2019,-1733000
bfa,2020,-1733000
bgd,1973,13136000
bgd,1974,42000
bgd,1975,-3087000
bgd,1976,-3086000
bgd,1977,-3086000
bgd,1978,-3090000
bgd,1979,-830000
bgd,1982,4126000
bgd,1983,-532000
bgd,1984,-484000
bgd,1985,-445000
bgd,1986,60000
bgd,1987,-725000
bgd,1988,-1411000
bgd,1989,-715000
bgd,1990,20434000
bgd,1991,-2774000
bgd,1992,-2774000
bgd,1993,-2776000
bgd,1994,2342000
bgd,1995,-2419000
bgd,1996,-5601000
bgd,1997,-5601000
bgd,1998,-1208000
bgd,2000,15053000
bgd,2001,11305000
bgd,2003,-2906000
bgd,2004,10051000
bgd,2005,-4696000
bgd,2006,-5186000
bgd,2007,-4953000
bgd,2008,-4876000
bgd,2009,-2910000
bgd,2010,-4861000
bgd,2011,-4930000
bgd,2012,-5000000
bgd,2013,21202000
bgd,2014,21856000
bgd,2015,-3576000
bgd,2016,-3568000
bgd,2017,-3126000
bgd,2018,-3807000
bgd,2019,-3609000
bgd,2020,-3679000
bgr,1981,251037000
bgr,1982,462731000
bgr,1983,308304000
bgr,1984,650054000
bgr,1985,712166000
bgr,1986,976681000
bgr,1987,518623000
bgr,1988,446931000
bgr,1989,1002052000
bgr,1990,411441000
bgr,1991,86850000
bgr,1992,86584000
bgr,1993,-20734000
bgr,1994,-193631000
bgr,1995,-86083000
bgr,1996,-121600000
bgr,1997,-28295000
bgr,1998,-7151000
bgr,1999,-29271000
bgr,2000,23574000
bgr,2001,3635000
bgr,2002,17693000
bgr,2003,23401000
bgr,2004,25891000
bgr,2005,8383000
bgr,2006,2981000
bgr,2007,-10897000
bgr,2008,-8149000
bgr,2009,-13777000
bgr,2010,-6485000
bgr,2011,-6803000
bgr,2012,-227000
bgr,2013,-239000
bgr,2014,-237000
bgr,2015,-198000
bgr,2016,-197000
bgr,2017,-311000
bgr,2018,-439000
bgr,2019,-253000
bgr,2020,-418000
bih,2005,-3336000
bih,2006,-3363000
bih,2007,4889000
bih,2008,26373000
bih,2009,2755000
bih,2010,1460000
bih,2011,-4596000
bih,2012,-2283000
bih,2013,-4520000
bih,2014,-13628000
bih,2015,-14401000
bih,2016,-28950000
bih,2017,-32207000
bih,2018,-10606000
bih,2019,-9437000
bih,2020,-10276000
blr,1994,23287000
blr,1995,19978000
blr,1996,31973000
blr,1997,9511000
blr,1998,9383000
blr,1999,-7687000
blr,2000,-10581000
blr,2001,-3198000
blr,2002,-2064000
blr,2003,-18118000
blr,2004,-7089000
blr,2005,27082000
blr,2006,45971000
blr,2007,1103723000
blr,2008,562735000
blr,2009,-325726000
blr,2010,-235267000
blr,2011,-815113000
blr,2012,922984000
blr,2013,-206629000
blr,2014,-1170934000
blr,2015,162013000
blr,2016,-1084166000
blr,2017,-543435000
blr,2018,-1309342000
blr,2019,-736771000
blr,2020,-719487000
blz,1981,2000000
blz,1982,1732000
blz,1983,178000
blz,1984,1450000
blz,1985,1221000
blz,1986,-1198000
blz,1987,1129000
blz,1988,7753000
blz,1989,-213000
blz,1990,2341000
blz,1991,2531000
blz,1992,4492000
blz,1993,-1455000
blz,1994,2302000
blz,1995,165000
blz,1996,9188000
blz,1997,9869000
blz,1998,7579000
blz,1999,59375000
blz,2000,74175000
blz,2001,79651000
blz,2002,-82022000
blz,2003,54007000
blz,2004,-111440000
blz,2005,-79259000
blz,2006,-12249000
blz,2007,495373000
blz,2008,1085000
blz,2009,-8702000
blz,2010,-10500000
blz,2011,-10633000
blz,2012,-4109000
blz,2013,-629000
blz,2014,-529000
blz,2015,-265000
blz,2017,25000000
blz,2018,2000000
blz,2019,-2000000
blz,2020,-1429000
bol,1970,-1002000
bol,1971,8563000
bol,1972,22085000
bol,1973,1757000
bol,1974,47663000
bol,1975,65475000
bol,1976,134048000
bol,1977,195035000
bol,1978,91722000
bol,1979,29908000
bol,1980,5915000
bol,1981,-22059000
bol,1982,-9731000
bol,1983,3395000
bol,1984,-3143000
bol,1985,-3011000
bol,1986,-450000
bol,1987,23815000
bol,1988,-25000000
bol,1990,-1625000
bol,1991,6574000
bol,1992,300000
bol,1993,-578000
bol,1994,3228000
bol,1995,-3728000
bol,1996,-5027000
bol,1997,628000
bol,1998,4779000
bol,1999,937000
bol,2000,-995000
bol,2001,13000
bol,2002,2962000
bol,2003,-327000
bol,2004,-1171000
bol,2005,2567000
bol,2006,1757000
bol,2007,-947000
bol,2008,65435000
bol,2009,6382000
bol,2010,-67056000
bol,2011,64970000
bol,2012,64812000
bol,2013,-1618000
bol,2014,-1612000
bol,2015,-1571000
bol,2016,-1193000
bol,2017,-1127000
bol,2018,-1013000
bol,2019,33227000
bol,2020,14732000
bra,1970,196173000
bra,1971,334769000
bra,1972,743070000
bra,1973,1043908000
bra,1974,2048761000
bra,1975,2188592000
bra,1976,2482277000
bra,1977,2281841000
bra,1978,4909834000
bra,1979,4343215000
bra,1980,2443782000
bra,1981,5022250000
bra,1982,5109592000
bra,1983,3824495000
bra,1984,6617247000
bra,1985,450533000
bra,1986,271175000
bra,1987,-25009000
bra,1988,3249846000
bra,1989,-2958552000
bra,1990,-753725000
bra,1991,893307000
bra,1992,177570000
bra,1993,1904200000
bra,1994,1450334000
bra,1995,3290362000
bra,1996,978779000
bra,1997,924429000
bra,1998,3877656000
bra,1999,-6357812000
bra,2000,1985419000
bra,2001,-2965842000
bra,2002,-3367801000
bra,2003,-2935388000
bra,2004,2169073000
bra,2005,-302602000
bra,2006,-622992000
bra,2007,-2666198000
bra,2008,240474000
bra,2009,252831000
bra,2010,1996018000
bra,2011,3584089000
bra,2012,5136446000
bra,2013,3270112000
bra,2014,11362572000
bra,2015,802603000
bra,2016,-3266187000
bra,2017,-776851000
bra,2018,-136063000
bra,2019,-4920842000
bra,2020,-3254302000
btn,2009,4913000
btn,2010,16050000
btn,2011,9078000
btn,2012,8612000
btn,2013,9270000
btn,2014,7134000
btn,2015,-4357000
btn,2016,-4346000
btn,2017,-4436000
btn,2018,-4639000
btn,2019,-4397000
btn,2020,-4483000
bwa,1982,30000000
bwa,1983,-5000000
bwa,1984,-10000000
bwa,1985,-14879000
bwa,1986,114000
bwa,1987,1341000
bwa,1988,828000
bwa,1989,252000
bwa,1990,-162000
bwa,1991,-156000
bwa,1992,-166000
bwa,1993,30242000
bwa,1994,-158000
bwa,1995,-4542000
bwa,1996,-4327000
bwa,1997,-4482000
bwa,1998,-4418000
bwa,1999,10516000
bwa,2000,-2469000
bwa,2001,-1603000
bwa,2002,-1603000
bwa,2003,-1603000
bwa,2004,-161000
bwa,2005,-1601000
bwa,2006,-1604000
bwa,2007,-1604000
bwa,2008,-3850000
chn,1981,-235779000
chn,1982,-223833000
chn,1983,100332000
chn,1984,175190000
chn,1985,623016000
chn,1986,1451726000
chn,1987,4138345000
chn,1988,3715351000
chn,1989,1149517000
chn,1990,2438975000
chn,1991,613159000
chn,1992,3015698000
chn,1993,2729304000
chn,1994,576969000
chn,1995,2332331000
chn,1996,782760000
chn,1997,730007000
chn,1998,-1481409000
chn,1999,-747999000
chn,2000,-1884564000
chn,2001,-1208478000
chn,2002,-624826000
chn,2003,-897054000
chn,2004,-195820000
chn,2005,225608000
chn,2006,-132216000
chn,2007,-460806000
chn,2008,-237226000
chn,2009,-154263000
chn,2010,1999000000
chn,2011,17039855000
chn,2012,9306825000
chn,2013,10452894000
chn,2014,10334993000
chn,2015,-11459319000
chn,2016,6226592000
chn,2017,7336345000
chn,2018,4623008000
chn,2019,8592661000
chn,2020,-707456000
civ,1970,6560000
civ,1971,14973000
civ,1972,12012000
civ,1973,98267000
civ,1974,29376000
civ,1975,109592000
civ,1976,75561000
civ,1977,303411000
civ,1978,359144000
civ,1979,252490000
civ,1980,346745000
civ,1981,398866000
civ,1982,560602000
civ,1983,-41618000
civ,1984,-8486000
civ,1985,66794000
civ,1986,-41937000
civ,1987,-55121000
civ,1988,-6619000
civ,1989,-8750000
civ,1990,-23388000
civ,1991,-10808000
civ,1992,-10590000
civ,1993,-44379000
civ,1994,-4962000
civ,1995,-4092000
civ,1996,-3274000
civ,1998,-3760000
civ,1999,-5219000
civ,2000,-4475000
civ,2001,0
civ,2002,-20000
civ,2003,0
civ,2004,652000
civ,2005,-33000
civ,2006,-282000
civ,2007,0
civ,2008,0
civ,2009,0
civ,2010,86000
civ,2011,-94000
civ,2012,0
civ,2013,50004000
civ,2014,-49880000
civ,2015,-945000
civ,2017,5661000
civ,2018,797600000
civ,2019,1401275000
civ,2020,1060924000
cmr,1974,10000000
cmr,1975,-1052000
cmr,1976,30948000
cmr,1977,6268000
cmr,1978,28307000
cmr,1979,29156000
cmr,1980,96743000
cmr,1981,30255000
cmr,1982,-29647000
cmr,1983,1516000
cmr,1984,-9040000
cmr,1985,-13720000
cmr,1986,-17764000
cmr,1987,2416000
cmr,1988,114635000
cmr,1989,106185000
cmr,1990,-17058000
cmr,1991,-5379000
cmr,1992,-79000
cmr,1993,-15719000
cmr,1994,-22856000
cmr,1995,-25466000
cmr,1996,-28544000
cmr,1997,-7942000
cmr,1998,-6634000
cmr,1999,-4000000
cmr,2000,-4000000
cmr,2001,0
cmr,2003,-10787000
cmr,2004,-63000
cmr,2005,-45000
cmr,2006,1415000
cmr,2007,-15985000
cmr,2008,-60000
cmr,2009,7787000
cmr,2010,6126000
cmr,2011,3922000
cmr,2012,57315000
cmr,2013,84155000
cmr,2014,26337000
cmr,2015,78916000
cmr,2016,-13632000
cmr,2017,64487000
cmr,2018,127076000
cmr,2019,37274000
cmr,2020,-36295000
cod,1971,77982000
cod,1972,89148000
cod,1973,189081000
cod,1974,95356000
cod,1975,-17256000
cod,1976,36118000
cod,1977,80533000
cod,1978,-4225000
cod,1979,-2435000
cod,1980,48967000
cod,1981,9421000
cod,1982,-2004000
cod,1983,-917000
cod,1984,1994000
cod,1985,-21864000
cod,1986,-14835000
cod,1987,-14145000
cod,1988,-10555000
cod,1989,-8614000
cod,1990,-4688000
cod,1991,-3549000
cod,1999,0
cod,2000,0
cod,2003,648000
cod,2004,-84000
cod,2005,-312000
cod,2006,-388000
cod,2007,-388000
cod,2008,-388000
cod,2009,-387000
cod,2010,-78000
cod,2015,2525000
cod,2016,-2523000
cod,2017,1115000
cod,2018,-1793000
cod,2019,-4127000
cod,2020,47425000
cog,1973,310000
cog,1974,778000
cog,1975,240000
cog,1976,2454000
cog,1977,-66000
cog,1978,-41000
cog,1979,19942000
cog,1980,276958000
cog,1981,143453000
cog,1982,253759000
cog,1983,45808000
cog,1984,76814000
cog,1985,28012000
cog,1986,-17369000
cog,1987,-82868000
cog,1988,78866000
cog,1989,-35299000
cog,1990,-81198000
cog,1991,-182103000
cog,1992,39156000
cog,1993,381169000
cog,1994,-116889000
cog,1995,-45713000
cog,1998,0
cog,1999,0
cog,2000,0
cog,2001,-92000
cog,2002,-98000
cog,2003,0
cog,2004,-6000
cog,2005,0
cog,2006,0
cog,2007,-21299000
cog,2008,-21884000
cog,2009,-56071000
cog,2010,-34535000
cog,2011,89902000
cog,2012,119857000
cog,2013,87057000
cog,2014,-68393000
cog,2015,-71698000
cog,2016,-70046000
cog,2017,-70046000
cog,2018,-70046000
cog,2019,-70046000
cog,2020,-70046000
col,1970,69871000
col,1971,14679000
col,1972,94322000
col,1973,61474000
col,1974,48312000
col,1975,117616000
col,1976,6674000
col,1977,134741000
col,1978,-11968000
col,1979,446145000
col,1980,449071000
col,1981,742970000
col,1982,473875000
col,1983,335641000
col,1984,372802000
col,1985,117594000
col,1986,838754000
col,1987,-404560000
col,1988,302996000
col,1989,-87152000
col,1990,41694000
col,1991,-65865000
col,1992,-252094000
col,1993,-105024000
col,1994,885902000
col,1995,-470544000
col,1996,-66501000
col,1997,631146000
col,1998,-369514000
col,1999,253335000
col,2000,-373123000
col,2001,-656076000
col,2002,-525737000
col,2003,-224760000
col,2004,-147809000
col,2005,-277045000
col,2006,-48539000
col,2007,1462800000
col,2008,-19387000
col,2009,-15793000
col,2010,-176570000
col,2011,-192844000
col,2012,-21165000
col,2013,2039062000
col,2014,1296028000
col,2015,2044855000
col,2016,1449938000
col,2017,-2486447000
col,2018,-769261000
col,2019,-556835000
col,2020,-5286000
com,1982,621000
com,1983,-139000
com,1984,-115000
com,1985,-112000
com,1986,-145000
cpv,2001,170000
cpv,2002,71000
cpv,2003,1808000
cpv,2004,-470000
cpv,2005,-471000
cpv,2006,-505000
cpv,2007,-648000
cpv,2008,-720000
cpv,2009,-120000
cpv,2010,80858000
cpv,2011,97069000
cpv,2012,114616000
cpv,2013,121100000
cpv,2014,114188000
cpv,2015,28577000
cpv,2016,16399000
cpv,2017,12516000
cpv,2019,2460000
cri,1970,-5373000
cri,1971,11544000
cri,1972,8953000
cri,1973,25110000
cri,1974,30307000
cri,1975,47884000
cri,1976,38287000
cri,1977,101349000
cri,1978,-24666000
cri,1979,129365000
cri,1980,79297000
cri,1981,82547000
cri,1982,3462000
cri,1983,-28107000
cri,1984,-30267000
cri,1985,63358000
cri,1986,-3245000
cri,1987,-3327000
cri,1988,-7550000
cri,1989,-10934000
cri,1990,-93910000
cri,1991,-23880000
cri,1992,-7572000
cri,1993,-1523000
cri,1994,-3545000
cri,1995,-1650000
cri,1996,6908000
cri,1997,22907000
cri,1998,-1673000
cri,1999,-5005000
cri,2000,-3992000
cri,2001,-4403000
cri,2002,10812000
cri,2003,83487000
cri,2004,-3440000
cri,2005,-16878000
cri,2006,38650000
cri,2007,-6601000
cri,2008,-119077000
cri,2009,119432000
cri,2010,-3721000
cri,2011,71085000
cri,2012,18642000
cri,2013,1014464000
cri,2014,220851000
cri,2015,38579000
cri,2016,-92103000
cri,2017,-58988000
cri,2018,-606938000
cri,2019,-143850000
cri,2020,-211529000
dji,1980,4977000
dji,1982,3532000
dji,1983,-1623000
dji,1984,457000
dji,1985,-987000
dji,1986,-1465000
dji,1987,-1650000
dji,1988,-1053000
dji,1989,-380000
dji,1990,-380000
dji,2010,-191000
dji,2011,-1877000
dji,2012,-2508000
dji,2013,-2602000
dji,2014,-956000
dji,2015,-1789000
dma,1986,292000
dma,1987,-68000
dma,1988,-68000
dma,1989,-63000
dma,1990,-74000
dma,1991,-72000
dma,2002,11196000
dma,2003,-274000
dma,2005,37000
dma,2006,37000
dma,2007,299000
dma,2008,1724000
dma,2009,249000
dma,2010,0
dma,2011,-140000
dma,2012,-168000
dma,2013,-1248000
dma,2014,-1263000
dma,2015,-1323000
dma,2016,-1323000
dma,2017,-1496000
dma,2018,-1506000
dma,2019,-2126000
dma,2020,-2494000
dom,1970,2468000
dom,1971,572000
dom,1972,15664000
dom,1973,29271000
dom,1974,26848000
dom,1975,14993000
dom,1976,42885000
dom,1977,54069000
dom,1978,80984000
dom,1979,65888000
dom,1980,41407000
dom,1981,-32801000
dom,1982,-64214000
dom,1983,4869000
dom,1984,13175000
dom,1985,-863000
dom,1986,-11779000
dom,1987,-4415000
dom,1988,-4564000
dom,1989,-9148000
dom,1991,778000
dom,1992,15278000
dom,1993,4738000
dom,1994,-72149000
dom,1995,5044000
dom,1996,1460000
dom,1997,982000
dom,1998,491000
dom,1999,19700000
dom,2000,71735000
dom,2001,80269000
dom,2002,370423000
dom,2003,560571000
dom,2004,217364000
dom,2005,116644000
dom,2006,37742000
dom,2007,-54872000
dom,2008,-64464000
dom,2009,-315197000
dom,2010,-199052000
dom,2011,-94341000
dom,2012,180307000
dom,2013,-240989000
dom,2014,154425000
dom,2015,11521000
dom,2016,-252128000
dom,2017,-297788000
dom,2018,-296057000
dom,2019,-220778000
dom,2020,-151560000
dza,1970,14600000
dza,1971,66403000
dza,1972,134000000
dza,1973,932126000
dza,1974,6072000
dza,1975,549426000
dza,1976,556840000
dza,1977,594219000
dza,1978,1888582000
dza,1979,775056000
dza,1980,-26857000
dza,1981,-629068000
dza,1982,-235573000
dza,1983,-97961000
dza,1984,-335398000
dza,1985,170958000
dza,1986,1338138000
dza,1987,561082000
dza,1988,687764000
dza,1989,-549641000
dza,1990,-1123828000
dza,1991,-1155223000
dza,1992,317796000
dza,1993,-653909000
dza,1994,-281392000
dza,1995,1906000
dza,1996,-64348000
dza,1997,-81873000
dza,1998,-471395000
dza,1999,-459657000
dza,2000,-438942000
dza,2001,-356432000
dza,2002,-83298000
dza,2003,-323334000
dza,2004,-308653000
dza,2005,-320185000
dza,2006,-965063000
dza,2007,21380000
dza,2008,23430000
dza,2009,-20725000
dza,2010,-24872000
dza,2011,-25689000
dza,2012,-25453000
dza,2013,-44608000
dza,2014,-21444000
dza,2015,-17065000
dza,2016,-12807000
dza,2017,-9994000
dza,2018,-6228000
dza,2019,-4505000
dza,2020,-2439000
ecu,1970,-262000
ecu,1971,-514000
ecu,1972,51220000
ecu,1973,10995000
ecu,1974,-10070000
ecu,1975,82515000
ecu,1976,91434000
ecu,1977,391244000
ecu,1978,302660000
ecu,1979,363358000
ecu,1980,387203000
ecu,1981,435678000
ecu,1982,-138116000
ecu,1983,17372000
ecu,1984,377152000
ecu,1985,159764000
ecu,1986,260984000
ecu,1987,29427000
ecu,1988,-114686000
ecu,1989,63420000
ecu,1990,12220000
ecu,1991,-35049000
ecu,1992,-47321000
ecu,1993,60171000
ecu,1994,41432000
ecu,1995,-2867000
ecu,1996,252882000
ecu,1997,359672000
ecu,1998,-34897000
ecu,1999,6202000
ecu,2000,-48258000
ecu,2001,15617000
ecu,2002,-29415000
ecu,2003,-113404000
ecu,2004,-445981000
ecu,2005,-84273000
ecu,2006,-36527000
ecu,2007,-24392000
ecu,2008,-37055000
ecu,2009,-34877000
ecu,2010,-32118000
ecu,2011,-24802000
ecu,2012,-25011000
ecu,2013,24335000
ecu,2014,1261057000
ecu,2015,481777000
ecu,2016,329271000
ecu,2017,-234758000
ecu,2018,930861000
ecu,2019,-815524000
ecu,2020,-1546646000
egy,1972,-7210000
egy,1974,102008000
egy,1976,760000
egy,1977,240759000
egy,1978,-1462000
egy,1979,-719000
egy,1980,-54057000
egy,1981,-52450000
egy,1982,137051000
egy,1983,-35644000
egy,1984,-31521000
egy,1985,-2864000
egy,1986,-746000
egy,1987,-9730000
egy,1988,136752000
egy,1989,64352000
egy,1990,143114000
egy,1991,163370000
egy,1992,-145130000
egy,1993,-158352000
egy,1994,-59496000
egy,1995,-61508000
egy,1996,-87106000
egy,1997,83760000
egy,1998,-123554000
egy,1999,-150732000
egy,2000,74777000
egy,2001,171246000
egy,2002,-15840000
egy,2003,-266090000
egy,2004,80823000
egy,2005,518079000
egy,2006,-212841000
egy,2007,6690000
egy,2008,-387052000
egy,2009,-18845000
egy,2010,185820000
egy,2011,11006000
egy,2012,56007000
egy,2013,-122086000
egy,2014,-31911000
egy,2015,911010000
egy,2016,650820000
egy,2017,810308000
egy,2018,5466578000
egy,2019,910424000
egy,2020,418145000
eth,1970,-24000
eth,1971,-23000
eth,1972,-23000
eth,1973,2493000
eth,1974,3500000
eth,1975,-1200000
eth,1976,-1200000
eth,1977,-1200000
eth,1978,-1166000
eth,1979,9372000
eth,1980,-588000
eth,1981,14741000
eth,1982,-2239000
eth,1983,-4645000
eth,1984,88290000
eth,1985,-5814000
eth,1986,-12566000
eth,1987,58854000
eth,1988,48985000
eth,1989,-36367000
eth,1990,-45356000
eth,1991,177717000
eth,1992,76369000
eth,1993,-35982000
eth,1994,-35122000
eth,1995,-39363000
eth,1996,-225753000
eth,1997,-2019000
eth,1998,-5046000
eth,1999,-4037000
eth,2000,-4037000
eth,2001,-4632000
eth,2002,-4037000
eth,2003,132077000
eth,2004,74736000
eth,2005,127041000
eth,2006,-36751000
eth,2007,-37189000
eth,2008,-31883000
eth,2009,-27083000
eth,2010,247601000
eth,2011,463079000
eth,2012,589060000
eth,2013,272205000
eth,2014,-27858000
eth,2015,507296000
eth,2016,-15748000
eth,2017,651424000
eth,2018,852669000
eth,2019,-30838000
eth,2020,-230030000
fji,1979,10000000
fji,1980,31000000
fji,1983,3299000
fji,1984,6873000
fji,1985,6128000
fji,1986,-8997000
fji,1987,-11193000
fji,1988,-11253000
fji,1989,-10064000
fji,1990,-5117000
fji,1991,-5869000
fji,1992,-3416000
fji,1993,-939000
fji,1994,-186000
fji,1995,-207000
fji,1996,-202000
fji,1997,-177000
fji,1998,-16000
gab,1970,45000
gab,1971,9090000
gab,1972,24873000
gab,1973,80907000
gab,1974,56192000
gab,1975,181601000
gab,1976,239501000
gab,1977,126216000
gab,1978,-70856000
gab,1979,145948000
gab,1980,-90455000
gab,1981,-139681000
gab,1982,-130800000
gab,1983,-93350000
gab,1984,-97167000
gab,1985,-56346000
gab,1986,25292000
gab,1987,-624000
gab,1988,49207000
gab,1989,-3230000
gab,1990,-2941000
gab,1991,-5421000
gab,1992,-11929000
gab,1993,-140000
gab,1994,-2594000
gab,1995,-26065000
gab,1996,-30720000
gab,1997,-4762000
gab,1998,-4771000
gab,1999,9322000
gab,2000,-6539000
gab,2001,-21917000
gab,2002,-13202000
gab,2003,-30975000
gab,2004,-33889000
gab,2005,-27954000
gab,2006,-4813000
gab,2007,57572000
gab,2008,39770000
gab,2009,88632000
gab,2010,198842000
gab,2011,210348000
gab,2012,105725000
gab,2013,287685000
gab,2014,50022000
gab,2015,-66549000
gab,2016,203631000
gab,2017,-109194000
gab,2018,-96249000
gab,2019,-226632000
gab,2020,-99755000
geo,1992,926000
geo,1994,-926000
geo,2008,-69234000
geo,2009,181241000
geo,2010,-97064000
geo,2011,205823000
geo,2012,159887000
geo,2013,38484000
geo,2014,72720000
geo,2015,213307000
geo,2016,79869000
geo,2017,36146000
geo,2018,-62404000
geo,2019,-51978000
geo,2020,11828000
gha,1971,-5000
gha,1972,-1212000
gha,1973,-808000
gha,1974,-981000
gha,1975,-808000
gha,1976,-808000
gha,1977,-808000
gha,1978,20697000
gha,1980,-21500000
gha,1986,75000000
gha,1987,-15000000
gha,1988,-38346000
gha,1989,-46696000
gha,1990,-7476000
gha,1991,-3572000
gha,1992,-379000
gha,1993,987000
gha,1994,29194000
gha,1995,84778000
gha,1996,53197000
gha,1997,-3116000
gha,1998,15098000
gha,1999,-24004000
gha,2000,-9297000
gha,2001,71749000
gha,2002,21690000
gha,2003,16550000
gha,2004,62630000
gha,2005,45713000
gha,2006,30103000
gha,2007,84077000
gha,2008,52138000
gha,2009,221830000
gha,2010,249784000
gha,2011,415307000
gha,2012,157353000
gha,2013,585160000
gha,2014,485444000
gha,2015,507064000
gha,2016,228097000
gha,2017,-184290000
gha,2018,-247204000
gha,2019,-99335000
gha,2020,106214000
gin,1978,5219000
gin,1980,3708000
gin,1981,4806000
gin,1982,-4494000
gin,1983,4287000
gin,1984,2272000
gin,1988,-9563000
gin,1989,-3264000
gin,1990,-7272000
gin,1997,-10601000
gin,1998,-16900000
gin,1999,0
gin,2000,0
gin,2004,1243000
gin,2005,2647000
gin,2007,-4283000
gin,2019,44220000
gin,2020,144541000
gmb,1979,450000
gmb,1980,6926000
gmb,1981,-75000
gmb,1982,1823000
gmb,1983,1754000
gmb,1985,-117000
gmb,1986,-43000
gmb,1987,-2000000
gmb,1988,-141000
gmb,1990,-3000000
gmb,1991,-4001000
gmb,1992,-4001000
gmb,1993,-4001000
gmb,1994,-4001000
gmb,2000,-310000
gmb,2001,-300000
gmb,2004,-282000
gmb,2005,-283000
gmb,2008,1520000
gmb,2009,786000
gmb,2010,3179000
gmb,2011,-2242000
gmb,2012,5259000
gmb,2013,908000
gmb,2014,-851000
gmb,2015,-1802000
gmb,2016,-1799000
gmb,2017,-1835000
gmb,2018,-1920000
gmb,2019,-909000
gnb,1978,2500000
gnb,1980,-357000
gnb,1981,-714000
gnb,1982,-714000
gnb,1983,-357000
gnb,1984,-358000
grd,1982,1833000
grd,1984,182000
