geo,time,sl_emp_work_zs
lby,2001,65.7
lby,2002,65.14
lby,2003,65.72
lby,2004,65.74
lby,2005,66.43
lby,2006,66.73
lby,2007,67.01
lby,2008,66.95
lby,2009,66.5
lby,2010,66.56
lby,2011,63.76
lby,2012,65.95
lby,2013,64.58
lby,2014,62.71
lby,2015,61.2
lby,2016,60.08
lby,2017,60.73
lby,2018,61.53
lby,2019,61.66
lca,1991,66.55
lca,1992,66.64
lca,1993,66.69
lca,1994,62.52
lca,1995,65.73
lca,1996,63.8
lca,1997,67.34
lca,1998,66.82
lca,1999,67.98
lca,2000,65.7
lca,2001,65.72
lca,2002,65.99
lca,2003,66.64
lca,2004,67.62
lca,2005,67.87
lca,2006,68.7
lca,2007,68.9
lca,2008,69.59
lca,2009,69.53
lca,2010,69.84
lca,2011,70.71
lca,2012,71.08
lca,2013,71.17
lca,2014,71.72
lca,2015,71.99
lca,2016,72.73
lca,2017,73.16
lca,2018,73.41
lca,2019,71.37
lka,1991,62.4
lka,1992,60.1
lka,1993,60.12
lka,1994,60.7
lka,1995,59.8
lka,1996,60.84
lka,1997,59.4
lka,1998,55.64
lka,1999,57.46
lka,2000,56.24
lka,2001,58.62
lka,2002,57.9
lka,2003,57.89
lka,2004,59.44
lka,2005,59.29
lka,2006,55.59
lka,2007,56.47
lka,2008,56
lka,2009,57.58
lka,2010,55.55
lka,2011,55.09
lka,2012,56.42
lka,2013,55.71
lka,2014,56.43
lka,2015,56.15
lka,2016,57.82
lka,2017,57.68
lka,2018,57.8
lka,2019,58.29
lso,1991,33.06
lso,1992,33.59
lso,1993,33.96
lso,1994,34.37
lso,1995,34.7
lso,1996,35.35
lso,1997,35.46
lso,1998,35.84
lso,1999,36.27
lso,2000,37.29
lso,2001,38.38
lso,2002,39.05
lso,2003,39.86
lso,2004,40.57
lso,2005,41.56
lso,2006,42.93
lso,2007,43.99
lso,2008,45.54
lso,2009,45.7
lso,2010,46.35
lso,2011,47.6
lso,2012,48.54
lso,2013,49.38
lso,2014,50.41
lso,2015,51.14
lso,2016,52.03
lso,2017,52.32
lso,2018,52.58
lso,2019,52.94
ltu,1991,80.86
ltu,1992,80.69
ltu,1993,80.4
ltu,1994,80.12
ltu,1995,80.01
ltu,1996,80.03
ltu,1997,80.3
ltu,1998,80.44
ltu,1999,79.54
ltu,2000,80.33
ltu,2001,79.83
ltu,2002,79.23
ltu,2003,79.07
ltu,2004,81.16
ltu,2005,82.84
ltu,2006,83.01
ltu,2007,85.43
ltu,2008,88.32
ltu,2009,88.02
ltu,2010,89.13
ltu,2011,89.41
ltu,2012,88.95
ltu,2013,88.23
ltu,2014,87.9
ltu,2015,87.73
ltu,2016,87.67
ltu,2017,87.99
ltu,2018,88.33
ltu,2019,88.34
lux,1991,91.12
lux,1992,91.13
lux,1993,91.17
lux,1994,91.2
lux,1995,91.2
lux,1996,91.19
lux,1997,91.28
lux,1998,91.39
lux,1999,91.55
lux,2000,91.77
lux,2001,91.78
lux,2002,91.9
lux,2003,91.98
lux,2004,91.82
lux,2005,91.98
lux,2006,92.15
lux,2007,92.66
lux,2008,93.29
lux,2009,91.28
lux,2010,91.84
lux,2011,91.45
lux,2012,91.13
lux,2013,91.17
lux,2014,91.26
lux,2015,90.24
lux,2016,89.96
lux,2017,90.15
lux,2018,91.42
lux,2019,91.26
lva,1991,86.91
lva,1992,86.57
lva,1993,86.2
lva,1994,85.87
lva,1995,85.63
lva,1996,85.38
lva,1997,80.57
lva,1998,82.67
lva,1999,83.09
lva,2000,85.14
lva,2001,84.78
lva,2002,86.29
lva,2003,86.49
lva,2004,86.49
lva,2005,88.53
lva,2006,88.34
lva,2007,89.03
lva,2008,89.76
lva,2009,88.48
lva,2010,88.51
lva,2011,88.66
lva,2012,88.63
lva,2013,88.45
lva,2014,88.46
lva,2015,87.39
lva,2016,87.12
lva,2017,87.34
lva,2018,88.48
lva,2019,88.42
mac,1991,88.64
mac,1992,88.78
mac,1993,88.9
mac,1994,89.03
mac,1995,89.25
mac,1996,89.27
mac,1997,90.35
mac,1998,90.33
mac,1999,89.14
mac,2000,88.22
mac,2001,89.27
mac,2002,89.51
mac,2003,89.14
mac,2004,88.37
mac,2005,89.64
mac,2006,90.68
mac,2007,91.38
mac,2008,92.57
mac,2009,92.06
mac,2010,92.05
mac,2011,92.52
mac,2012,92.69
mac,2013,93.21
mac,2014,93.58
mac,2015,93.29
mac,2016,93.59
mac,2017,93.5
mac,2018,93.79
mac,2019,93.59
mar,1991,41.72
mar,1992,41.62
mar,1993,41.45
mar,1994,42.06
mar,1995,41.57
mar,1996,42.29
mar,1997,42.25
mar,1998,42.77
mar,1999,41.07
mar,2000,40.81
mar,2001,41.15
mar,2002,41.18
mar,2003,41.25
mar,2004,39.61
mar,2005,39.77
mar,2006,45.56
mar,2007,46.6
mar,2008,45.5
mar,2009,45.36
mar,2010,46.21
mar,2011,45.86
mar,2012,46.46
mar,2013,46.94
mar,2014,47
mar,2015,48.02
mar,2016,48.72
mar,2017,49.68
mar,2018,50.58
mar,2019,51.44
mda,1991,82.81
mda,1992,81.33
mda,1993,79.88
mda,1994,77.37
mda,1995,76.17
mda,1996,74.51
mda,1997,72.82
mda,1998,70.41
mda,1999,67.71
mda,2000,63.02
mda,2001,60.65
mda,2002,59.32
mda,2003,64.06
mda,2004,63.91
mda,2005,62.99
mda,2006,67.08
mda,2007,66.69
mda,2008,67.97
mda,2009,70.63
mda,2010,70.72
mda,2011,70.63
mda,2012,70.84
mda,2013,68.78
mda,2014,67.31
mda,2015,63.12
mda,2016,63
mda,2017,65.18
mda,2018,66.69
mda,2019,68.97
mdg,1991,13.39
mdg,1992,13.39
mdg,1993,13.54
mdg,1994,13.5
mdg,1995,13.72
mdg,1996,13.76
mdg,1997,13.86
mdg,1998,14.18
mdg,1999,14.47
mdg,2000,15.1
mdg,2001,15.61
mdg,2002,15.05
mdg,2003,15.2
mdg,2004,14.27
mdg,2005,13.49
mdg,2006,12.85
mdg,2007,12.01
mdg,2008,11.55
mdg,2009,10.11
mdg,2010,9.34
mdg,2011,10.15
mdg,2012,11
mdg,2013,10.81
mdg,2014,10.76
mdg,2015,10.59
mdg,2016,10.78
mdg,2017,11.04
mdg,2018,11.81
mdg,2019,12.17
mdv,1991,60.67
mdv,1992,60.76
mdv,1993,60.84
mdv,1994,61.03
mdv,1995,61.29
mdv,1996,61.68
mdv,1997,62.2
mdv,1998,62.76
mdv,1999,63.28
mdv,2000,63.63
mdv,2001,63.17
mdv,2002,63.7
mdv,2003,64.96
mdv,2004,65.63
mdv,2005,64.4
mdv,2006,66.1
mdv,2007,67.44
mdv,2008,68.85
mdv,2009,69.32
mdv,2010,70.3
mdv,2011,71.32
mdv,2012,71.72
mdv,2013,72.42
mdv,2014,73.07
mdv,2015,74.78
mdv,2016,76.3
mdv,2017,76.53
mdv,2018,76.76
mdv,2019,76.95
mex,1991,55.49
mex,1992,55.63
mex,1993,55.25
mex,1994,57.23
mex,1995,58.48
mex,1996,59.67
mex,1997,58.78
mex,1998,61.16
mex,1999,61.73
mex,2000,63.89
mex,2001,63.45
mex,2002,62.85
mex,2003,62.81
mex,2004,63.24
mex,2005,64.41
mex,2006,65.27
mex,2007,65.57
mex,2008,66.4
mex,2009,65.69
mex,2010,66.6
mex,2011,66.35
mex,2012,67.03
mex,2013,67.08
mex,2014,67.82
mex,2015,67.92
mex,2016,68.34
mex,2017,68.55
mex,2018,68.36
mex,2019,68.05
mkd,1991,82.12
mkd,1992,81.64
mkd,1993,80.78
mkd,1994,80.16
mkd,1995,79.66
mkd,1996,78.89
mkd,1997,78.12
mkd,1998,77.44
mkd,1999,74.46
mkd,2000,74.33
mkd,2001,70.06
mkd,2002,70.67
mkd,2003,72.74
mkd,2004,75.4
mkd,2005,71.83
mkd,2006,70.75
mkd,2007,72.29
mkd,2008,71.83
mkd,2009,71.92
mkd,2010,71.5
mkd,2011,71.79
mkd,2012,73.16
mkd,2013,71.9
mkd,2014,73.33
mkd,2015,73.87
mkd,2016,75.87
mkd,2017,76.28
mkd,2018,76.37
mkd,2019,78.92
mli,1991,10.82
mli,1992,10.79
mli,1993,10.82
mli,1994,10.81
mli,1995,11.04
mli,1996,11.19
mli,1997,11.54
mli,1998,11.84
mli,1999,12.09
mli,2000,12.69
mli,2001,13.67
mli,2002,14.02
mli,2003,14.69
mli,2004,14.95
mli,2005,15.46
mli,2006,16.46
mli,2007,16.32
mli,2008,16.24
mli,2009,17.12
mli,2010,17.2
mli,2011,17.02
mli,2012,16.98
mli,2013,16.95
mli,2014,17.5
mli,2015,17.74
mli,2016,18.97
mli,2017,19.54
mli,2018,18.96
mli,2019,19.62
mlt,1991,87.6
mlt,1992,87.62
mlt,1993,87.66
mlt,1994,87.7
mlt,1995,87.77
mlt,1996,87.79
mlt,1997,87.83
mlt,1998,87.85
mlt,1999,87.85
mlt,2000,87.79
mlt,2001,87.8
mlt,2002,85.35
mlt,2003,86.02
mlt,2004,85.71
mlt,2005,86.03
mlt,2006,86
mlt,2007,85.61
mlt,2008,86.11
mlt,2009,86.04
mlt,2010,85.5
mlt,2011,86.4
mlt,2012,86.55
mlt,2013,86.17
mlt,2014,86.43
mlt,2015,86.1
mlt,2016,85.88
mlt,2017,85.07
mlt,2018,85.64
mlt,2019,84.3
mmr,1991,16.83
mmr,1992,16.99
mmr,1993,17.12
mmr,1994,17.35
mmr,1995,17.6
mmr,1996,17.89
mmr,1997,18.18
mmr,1998,18.48
mmr,1999,19.09
mmr,2000,19.93
mmr,2001,20.85
mmr,2002,21.83
mmr,2003,22.95
mmr,2004,24.11
mmr,2005,25.34
mmr,2006,26.61
mmr,2007,27.89
mmr,2008,29.05
mmr,2009,30.24
mmr,2010,31.33
mmr,2011,31.97
mmr,2012,32.76
mmr,2013,33.66
mmr,2014,34.48
mmr,2015,35.31
mmr,2016,36.02
mmr,2017,36.76
mmr,2018,34.41
mmr,2019,35.08
mne,1991,82.25
mne,1992,81.55
mne,1993,80.6
mne,1994,80.46
mne,1995,80.78
mne,1996,81.48
mne,1997,81.82
mne,1998,82.02
mne,1999,81.11
mne,2000,81.15
mne,2001,80.99
mne,2002,80.82
mne,2003,80.6
mne,2004,80.54
mne,2005,80.48
mne,2006,79.75
mne,2007,78.94
mne,2008,79.81
mne,2009,82.92
mne,2010,83.21
mne,2011,83.99
mne,2012,82.25
mne,2013,83.99
mne,2014,81.15
mne,2015,79.12
mne,2016,78.53
mne,2017,78.03
mne,2018,78.14
mne,2019,79.41
mng,1991,43.97
mng,1992,43.09
mng,1993,42.44
mng,1994,42.15
mng,1995,42.32
mng,1996,42.17
mng,1997,42.26
mng,1998,42.31
mng,1999,42.32
mng,2000,42.01
mng,2001,41.74
mng,2002,41.66
mng,2003,41.88
mng,2004,42.5
mng,2005,42.8
mng,2006,43.2
mng,2007,43.62
mng,2008,43.77
mng,2009,43.03
mng,2010,42.7
mng,2011,44.22
mng,2012,47.7
mng,2013,49.29
mng,2014,49.73
mng,2015,49.28
mng,2016,51.7
mng,2017,49.9
mng,2018,51.12
mng,2019,51.47
moz,1991,6.5
moz,1992,6.48
moz,1993,6.38
moz,1994,6.56
moz,1995,6.5
moz,1996,6.81
moz,1997,7.1
moz,1998,7.66
moz,1999,8.08
moz,2000,8.19
moz,2001,8.71
moz,2002,8.59
moz,2003,8.8
moz,2004,9.31
moz,2005,9.42
moz,2006,10.02
moz,2007,10.25
moz,2008,10.4
moz,2009,10.79
moz,2010,11.23
moz,2011,11.76
moz,2012,12.3
moz,2013,12.78
moz,2014,13.47
moz,2015,14
moz,2016,14.68
moz,2017,15.5
moz,2018,15.76
moz,2019,15.72
mrt,1991,36.42
mrt,1992,36.08
mrt,1993,36.28
mrt,1994,35.67
mrt,1995,35.69
mrt,1996,35.63
mrt,1997,35.41
mrt,1998,35.42
mrt,1999,35.76
mrt,2000,34.21
mrt,2001,34.19
mrt,2002,33.98
mrt,2003,34.09
mrt,2004,34.86
mrt,2005,36.8
mrt,2006,40.63
mrt,2007,40.67
mrt,2008,41.76
mrt,2009,41.08
mrt,2010,42.72
mrt,2011,43.28
mrt,2012,43.22
mrt,2013,43.4
mrt,2014,42.63
mrt,2015,42.25
mrt,2016,42.77
mrt,2017,42.69
mrt,2018,42.94
mrt,2019,43.83
mus,1991,81.6
mus,1992,81.53
mus,1993,81.41
mus,1994,81.29
mus,1995,81.12
mus,1996,80.97
mus,1997,80.86
mus,1998,80.73
mus,1999,80.38
mus,2000,80.3
mus,2001,79.97
mus,2002,79.54
mus,2003,77.07
mus,2004,80.28
mus,2005,80.7
mus,2006,80.83
mus,2007,79.81
mus,2008,80.29
mus,2009,80.16
mus,2010,79.77
mus,2011,80.62
mus,2012,79.57
mus,2013,79.21
mus,2014,79.31
mus,2015,79.1
mus,2016,79.42
mus,2017,79.4
mus,2018,80.25
mus,2019,80.5
mwi,1991,40.38
mwi,1992,40.39
mwi,1993,40.15
mwi,1994,39.67
mwi,1995,39.93
mwi,1996,40.17
mwi,1997,40.2
mwi,1998,40.36
mwi,1999,40.25
mwi,2000,39.96
mwi,2001,38.95
mwi,2002,38.45
mwi,2003,38.56
mwi,2004,38.22
mwi,2005,37.94
mwi,2006,38.05
mwi,2007,38.58
mwi,2008,38.43
mwi,2009,38.61
mwi,2010,38.81
mwi,2011,39
mwi,2012,38.73
mwi,2013,38.72
mwi,2014,38.73
mwi,2015,38.59
mwi,2016,38.36
mwi,2017,38.21
mwi,2018,38.06
mwi,2019,37.91
mys,1991,69.95
mys,1992,70.44
mys,1993,71.06
mys,1994,71.75
mys,1995,72.64
mys,1996,72.29
mys,1997,74.46
mys,1998,73.35
mys,1999,74.71
mys,2000,74.25
mys,2001,75.42
mys,2002,76.71
mys,2003,76.23
mys,2004,74.6
mys,2005,75.49
mys,2006,74.28
mys,2007,74.25
mys,2008,74.59
mys,2009,74.82
mys,2010,74.83
mys,2011,76.78
mys,2012,75.04
mys,2013,74.37
mys,2014,75.42
mys,2015,73.9
mys,2016,74.37
mys,2017,73.98
mys,2018,72.42
mys,2019,72.61
nam,1991,66.55
nam,1992,66.54
nam,1993,65.98
nam,1994,65.85
nam,1995,65.51
nam,1996,65.23
nam,1997,65.2
nam,1998,64.8
nam,1999,64.17
nam,2000,63.89
nam,2001,63.51
nam,2002,63.36
nam,2003,62.97
nam,2004,63.57
nam,2005,63.44
nam,2006,63.98
nam,2007,64.36
nam,2008,64.13
nam,2009,63.78
nam,2010,63.83
nam,2011,63.62
nam,2012,63.44
nam,2013,63.88
nam,2014,66.15
nam,2015,68.51
nam,2016,70.37
nam,2017,66.56
nam,2018,62.45
nam,2019,61.63
ncl,1991,84.59
ncl,1992,84.49
ncl,1993,84.35
ncl,1994,84.18
ncl,1995,84.02
ncl,1996,83.79
ncl,1997,83.7
ncl,1998,83.45
ncl,1999,83.27
ncl,2000,83.11
ncl,2001,82.93
ncl,2002,82.81
ncl,2003,82.75
ncl,2004,82.71
ncl,2005,82.68
ncl,2006,82.72
ncl,2007,82.77
ncl,2008,82.69
ncl,2009,82.64
ncl,2010,82.64
ncl,2011,82.62
ncl,2012,82.59
ncl,2013,82.56
ncl,2014,82.52
ncl,2015,82.72
ncl,2016,82.95
ncl,2017,83.19
ncl,2018,83.44
ncl,2019,83.72
ner,1991,11.17
ner,1992,11.01
ner,1993,10.8
ner,1994,10.8
ner,1995,10.61
ner,1996,10.46
ner,1997,10.34
ner,1998,10.26
ner,1999,9.92
ner,2000,9.73
ner,2001,9.67
ner,2002,9.51
ner,2003,9.42
ner,2004,9.27
ner,2005,9.12
ner,2006,9.14
ner,2007,9.35
ner,2008,9.58
ner,2009,9.56
ner,2010,9.75
ner,2011,9.69
ner,2012,11.64
ner,2013,8.1
ner,2014,5.34
ner,2015,5.19
ner,2016,5.02
ner,2017,5.04
ner,2018,4.9
ner,2019,4.94
nga,1991,10.59
nga,1992,10.76
nga,1993,10.49
nga,1994,10.36
nga,1995,10.78
nga,1996,10.98
nga,1997,10.89
nga,1998,10.32
nga,1999,10.48
nga,2000,11.34
nga,2001,10.94
nga,2002,10.95
nga,2003,12.05
nga,2004,13.24
nga,2005,13.94
nga,2006,14.22
nga,2007,14.7
nga,2008,15.55
nga,2009,15.68
nga,2010,17.36
nga,2011,18.85
nga,2012,18.44
nga,2013,18.07
nga,2014,18.37
nga,2015,17.72
nga,2016,17.41
nga,2017,18.52
nga,2018,19.55
nga,2019,20.13
nic,1991,55.57
nic,1992,55.19
nic,1993,54.73
nic,1994,54.21
nic,1995,53.82
nic,1996,53.51
nic,1997,53.02
nic,1998,52.45
nic,1999,52.11
nic,2000,51.54
nic,2001,50.31
nic,2002,48.76
nic,2003,47.17
nic,2004,49
nic,2005,49.93
nic,2006,50.77
nic,2007,50.72
nic,2008,50.63
nic,2009,50.63
nic,2010,51.16
nic,2011,51.9
nic,2012,52.72
nic,2013,53.45
nic,2014,54.26
nic,2015,55.19
nic,2016,56.11
nic,2017,57.02
nic,2018,57.24
nic,2019,57.3
nld,1991,88.55
nld,1992,88.62
nld,1993,88.24
nld,1994,87.61
nld,1995,87.3
nld,1996,87.74
nld,1997,87.63
nld,1998,88.35
nld,1999,88.51
nld,2000,88.79
nld,2001,88.45
nld,2002,88.33
nld,2003,88.59
nld,2004,87.9
nld,2005,86.33
nld,2006,86.1
nld,2007,85.91
nld,2008,85.65
nld,2009,85.17
nld,2010,84.91
nld,2011,84.85
nld,2012,84.64
nld,2013,83.95
nld,2014,83.39
nld,2015,83.16
nld,2016,83.19
nld,2017,83.27
nld,2018,83.31
nld,2019,83.38
nor,1991,89.2
nor,1992,89.39
nor,1993,89.92
nor,1994,90.34
nor,1995,90.48
nor,1996,91.16
nor,1997,91.55
nor,1998,91.48
nor,1999,92.28
nor,2000,92.49
nor,2001,92.68
nor,2002,92.73
nor,2003,92.6
nor,2004,92.5
nor,2005,92.58
nor,2006,91.54
nor,2007,92
nor,2008,92.22
nor,2009,91.92
nor,2010,92.28
nor,2011,92.99
nor,2012,93.06
nor,2013,93.02
nor,2014,92.79
nor,2015,92.98
nor,2016,93.05
nor,2017,93.48
nor,2018,93.55
nor,2019,93.54
npl,1991,14.56
npl,1992,14.6
npl,1993,14.64
npl,1994,14.81
npl,1995,14.87
npl,1996,15.01
npl,1997,15.16
npl,1998,15.26
npl,1999,15.43
npl,2000,15.74
npl,2001,16.05
npl,2002,16.03
npl,2003,16.22
npl,2004,16.48
npl,2005,16.69
npl,2006,16.9
npl,2007,17.1
npl,2008,17.5
npl,2009,17.87
npl,2010,18.3
npl,2011,18.67
npl,2012,19.16
npl,2013,19.63
npl,2014,20.27
npl,2015,20.71
npl,2016,20.85
npl,2017,21.48
npl,2018,22.04
npl,2019,22.67
nzl,1991,79.71
nzl,1992,78.94
nzl,1993,78.99
nzl,1994,79.1
nzl,1995,79.15
nzl,1996,79.1
nzl,1997,79.99
nzl,1998,79.68
nzl,1999,78.97
nzl,2000,79.34
nzl,2001,80.25
nzl,2002,80.72
nzl,2003,80.7
nzl,2004,80.78
nzl,2005,81.45
nzl,2006,82.32
nzl,2007,82.78
nzl,2008,82.73
nzl,2009,83.54
nzl,2010,83.76
nzl,2011,83.24
nzl,2012,83.37
nzl,2013,84.59
nzl,2014,84.72
nzl,2015,85.15
nzl,2016,82
nzl,2017,81.25
nzl,2018,81.6
nzl,2019,81.44
omn,1991,86.52
omn,1992,86.61
omn,1993,86.65
omn,1994,86.68
omn,1995,86.74
omn,1996,86.78
omn,1997,87.23
omn,1998,87.55
omn,1999,87.89
omn,2000,88.26
omn,2001,89.64
omn,2002,90.73
omn,2003,91.64
omn,2004,92.51
omn,2005,93.31
omn,2006,94.05
omn,2007,94.69
omn,2008,95.32
omn,2009,95.8
omn,2010,96.22
omn,2011,96.25
omn,2012,96.34
omn,2013,96.35
omn,2014,96.35
omn,2015,96.34
omn,2016,96.34
omn,2017,96.34
omn,2018,96.35
omn,2019,96.34
pak,1991,33.74
pak,1992,33.91
pak,1993,33.88
pak,1994,34.02
pak,1995,34.13
pak,1996,34.13
pak,1997,36.43
pak,1998,35.25
pak,1999,35.25
pak,2000,35.58
pak,2001,35.58
pak,2002,39.85
pak,2003,39.85
pak,2004,37.89
pak,2005,37.89
pak,2006,38.67
pak,2007,38.49
pak,2008,37.16
pak,2009,36.99
pak,2010,36.6
pak,2011,37
pak,2012,38.35
pak,2013,39.77
pak,2014,39.77
pak,2015,39.41
pak,2016,38.65
pak,2017,40.78
pak,2018,42.96
pak,2019,43.68
pan,1991,62.63
pan,1992,65.06
pan,1993,66.92
pan,1994,68.71
pan,1995,67.46
pan,1996,67.2
pan,1997,66.17
pan,1998,66.89
pan,1999,66.79
pan,2000,66.7
pan,2001,66.51
pan,2002,65.32
pan,2003,64.91
pan,2004,65.9
pan,2005,64.99
pan,2006,66.22
pan,2007,69.1
pan,2008,69.42
pan,2009,64.68
pan,2010,65.9
pan,2011,68
pan,2012,68.02
pan,2013,67.72
pan,2014,67.33
pan,2015,66.27
pan,2016,64.2
pan,2017,64.92
pan,2018,62.61
pan,2019,60.82
per,1991,40.27
per,1992,40.13
per,1993,40.24
per,1994,40.74
per,1995,41.03
per,1996,41.04
per,1997,41.32
per,1998,41.05
per,1999,40.89
per,2000,40.78
per,2001,40.47
per,2002,40.76
per,2003,38.41
per,2004,39.59
per,2005,39.85
per,2006,41.69
per,2007,43.06
per,2008,43.49
per,2009,43.65
per,2010,43.26
per,2011,43.42
per,2012,44.64
per,2013,45.43
per,2014,45.09
per,2015,45.94
per,2016,45.41
per,2017,44.99
per,2018,44.83
per,2019,44.54
phl,1991,49.35
phl,1992,49.14
phl,1993,49.04
phl,1994,49.18
phl,1995,49.41
phl,1996,49.86
phl,1997,50.41
phl,1998,49.9
phl,1999,49.61
phl,2000,50.72
phl,2001,49.05
phl,2002,48.74
phl,2003,49.66
phl,2004,51.7
phl,2005,50.1
phl,2006,50.71
phl,2007,51.72
phl,2008,52.04
phl,2009,52.97
phl,2010,54.16
phl,2011,54.92
phl,2012,56.84
phl,2013,58.03
phl,2014,57.54
phl,2015,58.98
phl,2016,61.37
phl,2017,62.2
phl,2018,63.49
phl,2019,63.85
png,1991,12.31
png,1992,13.04
png,1993,13.99
png,1994,14.46
png,1995,14.18
png,1996,14.86
png,1997,14.35
png,1998,13.75
png,1999,13.84
png,2000,13.3
png,2001,13.04
png,2002,12.8
png,2003,12.98
png,2004,13.26
png,2005,14.14
png,2006,14.94
png,2007,16.19
png,2008,16.04
png,2009,17.13
png,2010,18.98
png,2011,18.85
png,2012,19.36
png,2013,19.74
png,2014,21.91
png,2015,23.5
png,2016,24.16
png,2017,24.71
png,2018,24.31
png,2019,25.2
pol,1991,69.98
pol,1992,69.77
pol,1993,68.84
pol,1994,69.07
pol,1995,70.36
pol,1996,70.46
pol,1997,71.27
pol,1998,72.55
pol,1999,73.19
pol,2000,72.62
pol,2001,72.05
pol,2002,71.78
pol,2003,73.03
pol,2004,73.5
pol,2005,74.25
pol,2006,75.57
pol,2007,76.54
pol,2008,77.08
pol,2009,77.26
pol,2010,77.02
pol,2011,77.14
pol,2012,77.61
pol,2013,78.17
pol,2014,78.65
pol,2015,78.77
pol,2016,79.28
pol,2017,79.59
pol,2018,79.73
pol,2019,79.99
pri,1991,84.58
pri,1992,85.01
pri,1993,85.16
pri,1994,84.91
pri,1995,84.92
pri,1996,85.33
pri,1997,85.35
pri,1998,86
pri,1999,85.38
pri,2000,85.54
pri,2001,86.07
pri,2002,85.13
pri,2003,85.6
pri,2004,85.48
pri,2005,85.44
pri,2006,84.84
pri,2007,84.61
pri,2008,85.28
pri,2009,85.27
pri,2010,85.31
pri,2011,84.73
pri,2012,84.39
pri,2013,84.02
pri,2014,83.67
pri,2015,83.32
pri,2016,83.96
pri,2017,84.56
pri,2018,83.35
pri,2019,82.69
prk,1991,14.67
prk,1992,14.43
prk,1993,14.21
prk,1994,14.04
prk,1995,13.78
prk,1996,13.55
prk,1997,13.16
prk,1998,12.94
prk,1999,13.02
prk,2000,12.93
prk,2001,13.04
prk,2002,13.06
prk,2003,13.09
prk,2004,13.15
prk,2005,13.31
prk,2006,13.24
prk,2007,13.11
prk,2008,13.19
prk,2009,13.09
prk,2010,13
prk,2011,12.98
prk,2012,12.99
prk,2013,13
prk,2014,13.03
prk,2015,12.94
prk,2016,13.12
prk,2017,12.94
prk,2018,12.66
prk,2019,12.83
prt,1991,74.42
prt,1992,74.4
prt,1993,74.15
prt,1994,72.67
prt,1995,72.25
prt,1996,71.59
prt,1997,71.61
prt,1998,71.61
prt,1999,72.98
prt,2000,73.92
prt,2001,72.1
prt,2002,72.46
prt,2003,72.68
prt,2004,73.86
prt,2005,74.18
prt,2006,75.3
prt,2007,75.2
prt,2008,75.67
prt,2009,75.97
prt,2010,76.88
prt,2011,78.46
prt,2012,77.91
prt,2013,78.06
prt,2014,80.25
prt,2015,81.58
prt,2016,82.24
prt,2017,83.02
prt,2018,83.35
prt,2019,83.14
pry,1991,45.26
pry,1992,45.16
pry,1993,45.22
pry,1994,45.31
pry,1995,45.53
pry,1996,45.38
pry,1997,45.46
pry,1998,45.15
pry,1999,44.7
pry,2000,44.13
pry,2001,43.61
pry,2002,43.51
pry,2003,45.18
pry,2004,43.88
pry,2005,47.07
pry,2006,47.37
pry,2007,49.01
pry,2008,51.96
pry,2009,49.34
pry,2010,52.69
pry,2011,53.43
pry,2012,52.21
pry,2013,55.44
pry,2014,56.3
pry,2015,56.23
pry,2016,55.77
pry,2017,56.07
pry,2018,56.94
pry,2019,56.99
pse,1991,62.89
pse,1992,63.2
pse,1993,63.3
pse,1994,63.78
pse,1995,63.98
pse,1996,63.81
pse,1997,64.33
pse,1998,65.18
pse,1999,65.81
pse,2000,65.53
pse,2001,61.08
pse,2002,58.51
pse,2003,56.41
pse,2004,57.6
pse,2005,58.83
pse,2006,58.49
pse,2007,59.25
pse,2008,64.58
pse,2009,66.5
pse,2010,67.58
pse,2011,66.54
pse,2012,66.81
pse,2013,68.05
pse,2014,67.63
pse,2015,68.64
pse,2016,69.46
pse,2017,70.42
pse,2018,69.74
pse,2019,71.44
pyf,1991,76.33
pyf,1992,76.19
pyf,1993,76.04
pyf,1994,75.98
pyf,1995,76
pyf,1996,76.11
pyf,1997,76.81
pyf,1998,77.68
pyf,1999,78.48
pyf,2000,79.29
pyf,2001,80
pyf,2002,80.69
pyf,2003,81.43
pyf,2004,82.13
pyf,2005,82.79
pyf,2006,83.42
pyf,2007,84.08
pyf,2008,84.63
pyf,2009,84.95
pyf,2010,85.19
pyf,2011,85.32
pyf,2012,85.47
pyf,2013,85.64
pyf,2014,85.81
pyf,2015,86.02
pyf,2016,86.23
pyf,2017,86.49
pyf,2018,86.75
pyf,2019,87.01
qat,1991,98.7
qat,1992,98.71
qat,1993,98.7
qat,1994,98.7
qat,1995,98.7
qat,1996,98.7
qat,1997,98.75
qat,1998,98.78
qat,1999,98.81
qat,2000,98.85
qat,2001,98.86
qat,2002,98.87
qat,2003,98.86
qat,2004,98.87
qat,2005,98.97
qat,2006,99.07
qat,2007,99.16
qat,2008,99.24
qat,2009,99.3
qat,2010,99.37
qat,2011,99.43
qat,2012,99.47
qat,2013,99.51
qat,2014,99.56
qat,2015,99.58
qat,2016,99.59
qat,2017,99.58
qat,2018,99.59
qat,2019,99.59
rou,1991,69.38
rou,1992,63.37
rou,1993,63.46
rou,1994,64.87
rou,1995,61.63
rou,1996,62.92
rou,1997,59.55
rou,1998,57.94
rou,1999,55.82
rou,2000,53.89
rou,2001,53.9
rou,2002,60.22
rou,2003,60.46
rou,2004,65.39
rou,2005,64.61
rou,2006,66.14
rou,2007,66.26
rou,2008,67.42
rou,2009,67.22
rou,2010,64.83
rou,2011,66.81
rou,2012,66.64
