geo,time,sp_pop_0014_to_zs
alb,1963,41.21301
alb,1964,41.43349
alb,1965,41.53328
alb,1966,41.64311
alb,1967,41.60101
alb,1968,41.43733
alb,1969,41.19913
alb,1970,40.91222
alb,1971,40.54411
alb,1972,40.18307
alb,1973,39.79604
alb,1974,39.33737
alb,1975,38.79614
alb,1976,38.31065
alb,1977,37.72862
alb,1978,37.10313
alb,1979,36.50874
alb,1980,35.98157
alb,1981,35.50003
alb,1982,35.08038
alb,1983,34.70892
alb,1984,34.36553
alb,1985,34.04716
alb,1986,33.77432
alb,1987,33.54514
alb,1988,33.33682
alb,1989,33.09766
alb,1990,32.77468
alb,1991,32.89424
alb,1992,32.94
alb,1993,32.90277
alb,1994,32.82249
alb,1995,32.74221
alb,1996,32.21861
alb,1997,31.75035
alb,1998,31.31452
alb,1999,30.85644
alb,2000,30.33369
alb,2001,29.66805
alb,2002,28.93298
alb,2003,28.14017
alb,2004,27.3232
alb,2005,26.50089
alb,2006,25.57204
alb,2007,24.71716
alb,2008,23.91562
alb,2009,23.16057
alb,2010,22.45508
alb,2011,21.47131
alb,2012,20.60059
alb,2013,19.85626
alb,2014,19.22028
alb,2015,18.66873
alb,2016,18.3837
alb,2017,18.02831
alb,2018,17.67287
alb,2019,17.39956
alb,2020,17.23586
are,1960,44.56275
are,1961,43.39954
are,1962,42.08423
are,1963,40.76401
are,1964,39.50116
are,1965,38.33455
are,1966,37.20933
are,1967,36.2718
are,1968,35.55498
are,1969,35.05608
are,1970,34.79835
are,1971,32.43943
are,1972,30.50814
are,1973,29.14749
are,1974,28.38415
are,1975,28.14987
are,1976,27.44301
are,1977,27.09766
are,1978,27.20931
are,1979,27.61806
are,1980,28.11255
are,1981,28.84298
are,1982,29.60459
are,1983,30.42194
are,1984,31.24885
are,1985,32.00911
are,1986,32.17073
are,1987,32.10697
are,1988,31.88512
are,1989,31.5337
are,1990,31.0647
are,1991,30.30778
are,1992,29.55072
are,1993,28.79761
are,1994,28.04948
are,1995,27.33339
are,1996,26.95825
are,1997,26.55024
are,1998,26.28474
are,1999,26.16002
are,2000,26.04329
are,2001,23.89455
are,2002,22.00704
are,2003,20.45568
are,2004,19.24485
are,2005,18.34128
are,2006,16.54157
are,2007,15.18917
are,2008,14.27779
are,2009,13.65804
are,2010,13.1563
are,2011,13.4241
are,2012,13.582
are,2013,13.73
are,2014,13.92809
are,2015,14.16389
are,2016,14.38551
are,2017,14.50442
are,2018,14.60351
are,2019,14.71261
are,2020,14.81408
arg,1960,31.05013
arg,1961,30.95312
arg,1962,30.80257
arg,1963,30.61328
arg,1964,30.40864
arg,1965,30.20211
arg,1966,30.04327
arg,1967,29.87876
arg,1968,29.71686
arg,1969,29.56733
arg,1970,29.43885
arg,1971,29.38049
arg,1972,29.3474
arg,1973,29.33978
arg,1974,29.36138
arg,1975,29.4168
arg,1976,29.58132
arg,1977,29.79393
arg,1978,30.02885
arg,1979,30.24455
arg,1980,30.41625
arg,1981,30.68159
arg,1982,30.80938
arg,1983,30.85717
arg,1984,30.90155
arg,1985,30.97168
arg,1986,30.90531
arg,1987,30.93319
arg,1988,30.97977
arg,1989,30.94317
arg,1990,30.78601
arg,1991,30.67911
arg,1992,30.45235
arg,1993,30.15335
arg,1994,29.85765
arg,1995,29.59863
arg,1996,29.35689
arg,1997,29.12565
arg,1998,28.90575
arg,1999,28.68663
arg,2000,28.46219
arg,2001,28.19794
arg,2002,27.97135
arg,2003,27.75956
arg,2004,27.53324
arg,2005,27.28001
arg,2006,27.0657
arg,2007,26.80489
arg,2008,26.52233
arg,2009,26.25897
arg,2010,26.03596
arg,2011,25.82227
arg,2012,25.65186
arg,2013,25.50997
arg,2014,25.36813
arg,2015,25.21116
arg,2016,25.07946
arg,2017,24.92677
arg,2018,24.76093
arg,2019,24.59553
arg,2020,24.43531
arm,1960,38.65481
arm,1961,39.78291
arm,1962,40.66088
arm,1963,41.2938
arm,1964,41.70087
arm,1965,41.87799
arm,1966,41.78852
arm,1967,41.43319
arm,1968,40.855
arm,1969,40.1352
arm,1970,39.33763
arm,1971,38.22491
arm,1972,37.22238
arm,1973,36.27747
arm,1974,35.30299
arm,1975,34.27051
arm,1976,33.4166
arm,1977,32.47387
arm,1978,31.55423
arm,1979,30.80231
arm,1980,30.27018
arm,1981,29.9319
arm,1982,29.80522
arm,1983,29.81917
arm,1984,29.86414
arm,1985,29.88462
arm,1986,29.92394
arm,1987,29.96799
arm,1988,30.02363
arm,1989,30.06907
arm,1990,30.04383
arm,1991,30.02678
arm,1992,29.9338
arm,1993,29.7622
arm,1994,29.53007
arm,1995,29.2573
arm,1996,28.71694
arm,1997,28.09939
arm,1998,27.40215
arm,1999,26.63137
arm,2000,25.81109
arm,2001,24.80887
arm,2002,23.8771
arm,2003,23.01311
arm,2004,22.20817
arm,2005,21.46146
arm,2006,20.92785
arm,2007,20.40815
arm,2008,19.94736
arm,2009,19.61821
arm,2010,19.46069
arm,2011,19.43983
arm,2012,19.5091
arm,2013,19.66508
arm,2014,19.86775
arm,2015,20.08003
arm,2016,20.26022
arm,2017,20.45439
arm,2018,20.63342
arm,2019,20.76595
arm,2020,20.83234
atg,1960,42.98276
atg,1961,43.11922
atg,1962,43.27645
atg,1963,43.48524
atg,1964,43.72756
atg,1965,43.97083
atg,1966,44.01736
atg,1967,44.12567
atg,1968,44.31631
atg,1969,44.53186
atg,1970,44.65774
atg,1971,43.71086
atg,1972,42.88432
atg,1973,42.22152
atg,1974,41.73321
atg,1975,41.38333
atg,1976,40.44928
atg,1977,39.59684
atg,1978,38.89838
atg,1979,38.37649
atg,1980,37.97139
atg,1981,37.07282
atg,1982,36.23076
atg,1983,35.50423
atg,1984,34.92215
atg,1985,34.42204
atg,1986,33.54277
atg,1987,32.67819
atg,1988,31.91627
atg,1989,31.27822
atg,1990,30.78621
atg,1991,30.49221
atg,1992,30.21824
atg,1993,30.01505
atg,1994,29.89703
atg,1995,29.82671
atg,1996,29.48712
atg,1997,29.20339
atg,1998,28.99186
atg,1999,28.83601
atg,2000,28.69264
atg,2001,28.24431
atg,2002,27.81659
atg,2003,27.39723
atg,2004,26.96674
atg,2005,26.50709
atg,2006,26.15472
atg,2007,25.76107
atg,2008,25.31939
atg,2009,24.8438
atg,2010,24.33998
atg,2011,24.03729
atg,2012,23.66026
atg,2013,23.25932
atg,2014,22.89276
atg,2015,22.57444
atg,2016,22.40735
atg,2017,22.23189
atg,2018,22.08109
atg,2019,21.95474
atg,2020,21.85052
aus,1960,30.18128
aus,1961,30.25446
aus,1962,30.16594
aus,1963,29.97661
aus,1964,29.77855
aus,1965,29.6207
aus,1966,29.50756
aus,1967,29.41534
aus,1968,29.35487
aus,1969,29.28614
aus,1970,29.15577
aus,1971,28.87616
aus,1972,28.5976
aus,1973,28.30212
aus,1974,27.95432
aus,1975,27.53351
aus,1976,27.23582
aus,1977,26.76091
aus,1978,26.20531
aus,1979,25.69849
aus,1980,25.30065
aus,1981,24.77808
aus,1982,24.44837
aus,1983,24.22292
aus,1984,23.96612
aus,1985,23.62285
aus,1986,23.40661
aus,1987,23.05779
aus,1988,22.65587
aus,1989,22.31817
aus,1990,22.08942
aus,1991,21.88322
aus,1992,21.7837
aus,1993,21.7436
aus,1994,21.68425
aus,1995,21.57035
aus,1996,21.47848
aus,1997,21.34247
aus,1998,21.18015
aus,1999,21.02382
aus,2000,20.88242
aus,2001,20.65679
aus,2002,20.43601
aus,2003,20.21991
aus,2004,20.00898
aus,2005,19.81475
aus,2006,19.5903
aus,2007,19.40061
aus,2008,19.25752
aus,2009,19.14283
aus,2010,19.03234
aus,2011,19.03586
aus,2012,18.98587
aus,2013,18.92055
aus,2014,18.88324
aus,2015,18.88734
aus,2016,18.95231
aus,2017,19.06504
aus,2018,19.19062
aus,2019,19.27545
aus,2020,19.29243
aut,1960,22.23278
aut,1961,22.46091
aut,1962,22.65837
aut,1963,22.86566
aut,1964,23.11674
aut,1965,23.41069
aut,1966,23.69428
aut,1967,23.99917
aut,1968,24.28863
aut,1969,24.49729
aut,1970,24.58481
aut,1971,24.53484
aut,1972,24.3638
aut,1973,24.08215
aut,1974,23.72149
aut,1975,23.30314
aut,1976,22.77834
aut,1977,22.24321
aut,1978,21.68705
aut,1979,21.10762
aut,1980,20.52115
aut,1981,19.97615
aut,1982,19.45659
aut,1983,18.97181
aut,1984,18.52581
aut,1985,18.11928
aut,1986,17.83795
aut,1987,17.522
aut,1988,17.22407
aut,1989,17.0145
aut,1990,16.93032
aut,1991,16.95245
aut,1992,17.1251
aut,1993,17.38407
aut,1994,17.60774
aut,1995,17.71738
aut,1996,17.6944
aut,1997,17.53407
aut,1998,17.27875
aut,1999,17.02418
aut,2000,16.82715
aut,2001,16.60306
aut,2002,16.4492
aut,2003,16.33216
aut,2004,16.18382
aut,2005,15.97176
aut,2006,15.76175
aut,2007,15.49627
aut,2008,15.2035
aut,2009,14.93444
aut,2010,14.71666
aut,2011,14.52203
aut,2012,14.36659
aut,2013,14.25418
aut,2014,14.17413
aut,2015,14.11998
aut,2016,14.17066
aut,2017,14.23092
aut,2018,14.29795
aut,2019,14.36186
aut,2020,14.41218
aze,1960,39.53166
aze,1961,40.72508
aze,1962,41.89785
aze,1963,42.93969
aze,1964,43.7229
aze,1965,44.19005
aze,1966,44.65862
aze,1967,44.73902
aze,1968,44.54017
aze,1969,44.21059
aze,1970,43.81589
aze,1971,43.22947
aze,1972,42.64044
aze,1973,41.9834
aze,1974,41.1707
aze,1975,40.18702
aze,1976,39.2046
aze,1977,38.10027
aze,1978,36.94449
aze,1979,35.85202
aze,1980,34.89369
aze,1981,34.12037
aze,1982,33.50088
aze,1983,33.03061
aze,1984,32.69026
aze,1985,32.46767
aze,1986,32.53464
aze,1987,32.6861
aze,1988,32.87247
aze,1989,33.05137
aze,1990,33.20255
aze,1991,33.4632
aze,1992,33.62685
aze,1993,33.70716
aze,1994,33.70836
aze,1995,33.61296
aze,1996,33.34192
aze,1997,32.96544
aze,1998,32.47153
aze,1999,31.86003
aze,2000,31.14772
aze,2001,30.17648
aze,2002,29.20712
aze,2003,28.2269
aze,2004,27.22867
aze,2005,26.22948
aze,2006,25.42782
aze,2007,24.62069
aze,2008,23.86859
aze,2009,23.25846
aze,2010,22.83534
aze,2011,22.60503
aze,2012,22.54747
aze,2013,22.62737
aze,2014,22.75668
aze,2015,22.87389
aze,2016,23.13734
aze,2017,23.28766
aze,2018,23.36957
aze,2019,23.44192
aze,2020,23.51529
bdi,1960,43.82101
bdi,1961,44.11931
bdi,1962,44.50004
bdi,1963,44.88294
bdi,1964,45.14891
bdi,1965,45.25797
bdi,1966,45.5951
bdi,1967,45.73828
bdi,1968,45.73882
bdi,1969,45.65908
bdi,1970,45.51266
bdi,1971,45.66638
bdi,1972,45.71523
bdi,1973,45.66628
bdi,1974,45.55227
bdi,1975,45.41785
bdi,1976,45.26426
bdi,1977,45.09466
bdi,1978,44.93374
bdi,1979,44.79238
bdi,1980,44.68472
bdi,1981,45.00523
bdi,1982,45.2763
bdi,1983,45.54637
bdi,1984,45.85085
bdi,1985,46.18662
bdi,1986,46.65181
bdi,1987,47.08158
bdi,1988,47.45334
bdi,1989,47.73352
bdi,1990,47.91275
bdi,1991,48.67423
bdi,1992,49.28495
bdi,1993,49.75882
bdi,1994,50.10372
bdi,1995,50.31006
bdi,1996,50.43231
bdi,1997,50.45638
bdi,1998,50.38519
bdi,1999,50.24563
bdi,2000,50.07195
bdi,2001,49.43469
bdi,2002,48.79205
bdi,2003,48.15963
bdi,2004,47.54961
bdi,2005,46.97795
bdi,2006,46.52006
bdi,2007,46.07549
bdi,2008,45.67719
bdi,2009,45.3613
bdi,2010,45.14031
bdi,2011,45.17257
bdi,2012,45.24449
bdi,2013,45.34425
bdi,2014,45.44368
bdi,2015,45.52068
bdi,2016,45.56174
bdi,2017,45.55549
bdi,2018,45.50168
bdi,2019,45.40065
bdi,2020,45.25192
bel,1960,23.5104
bel,1961,23.77808
bel,1962,23.88076
bel,1963,23.8702
bel,1964,23.84093
bel,1965,23.83343
bel,1966,23.84348
bel,1967,23.81897
bel,1968,23.76666
bel,1969,23.6804
bel,1970,23.55524
bel,1971,23.33213
bel,1972,23.11486
bel,1973,22.87596
bel,1974,22.58233
bel,1975,22.2253
bel,1976,21.86576
bel,1977,21.44271
bel,1978,20.98539
bel,1979,20.54249
bel,1980,20.14173
bel,1981,19.75493
bel,1982,19.42919
bel,1983,19.15311
bel,1984,18.90016
bel,1985,18.65816
bel,1986,18.4833
bel,1987,18.30129
bel,1988,18.13146
bel,1989,18.00198
bel,1990,17.92608
bel,1991,17.84678
bel,1992,17.82972
bel,1993,17.85669
bel,1994,17.88656
bel,1995,17.88921
bel,1996,17.87396
bel,1997,17.81314
bel,1998,17.72186
bel,1999,17.6331
bel,2000,17.56581
bel,2001,17.43916
bel,2002,17.34949
bel,2003,17.28519
bel,2004,17.22208
bel,2005,17.15007
bel,2006,17.09782
bel,2007,17.03527
bel,2008,16.97224
bel,2009,16.92051
bel,2010,16.88274
bel,2011,16.91873
bel,2012,16.93807
bel,2013,16.95441
bel,2014,16.97685
bel,2015,17.00416
bel,2016,17.0167
bel,2017,17.03648
bel,2018,17.05542
bel,2019,17.0582
bel,2020,17.03397
ben,1960,38.53202
ben,1961,38.97258
ben,1962,39.42077
ben,1963,39.86745
ben,1964,40.27808
ben,1965,40.63531
ben,1966,41.09357
ben,1967,41.46456
ben,1968,41.7682
ben,1969,42.02874
ben,1970,42.25891
ben,1971,42.6537
ben,1972,42.97274
ben,1973,43.2319
ben,1974,43.44628
ben,1975,43.62683
ben,1976,43.93938
ben,1977,44.19272
ben,1978,44.39599
ben,1979,44.55524
ben,1980,44.67585
ben,1981,44.92915
ben,1982,45.10728
ben,1983,45.23097
ben,1984,45.321
ben,1985,45.38791
ben,1986,45.55941
ben,1987,45.67691
ben,1988,45.74979
ben,1989,45.78553
ben,1990,45.79086
ben,1991,45.7943
ben,1992,45.74462
ben,1993,45.65489
ben,1994,45.53108
ben,1995,45.3741
ben,1996,45.42308
ben,1997,45.41226
ben,1998,45.35366
ben,1999,45.25988
ben,2000,45.13876
ben,2001,45.06849
ben,2002,44.95547
ben,2003,44.8081
ben,2004,44.63378
ben,2005,44.43852
ben,2006,44.37143
ben,2007,44.27773
ben,2008,44.15838
ben,2009,44.01378
ben,2010,43.84601
ben,2011,43.74478
ben,2012,43.60349
ben,2013,43.43226
ben,2014,43.24179
ben,2015,43.03709
ben,2016,42.86617
ben,2017,42.66858
ben,2018,42.44768
ben,2019,42.20552
ben,2020,41.94458
bfa,1960,41.32015
bfa,1961,41.6241
bfa,1962,41.83786
bfa,1963,41.98897
bfa,1964,42.10881
bfa,1965,42.21465
bfa,1966,42.52541
bfa,1967,42.79588
bfa,1968,43.02332
bfa,1969,43.19282
bfa,1970,43.29771
bfa,1971,43.63141
bfa,1972,43.85338
bfa,1973,43.99834
bfa,1974,44.1146
bfa,1975,44.22871
bfa,1976,44.56265
bfa,1977,44.87806
bfa,1978,45.16372
bfa,1979,45.39958
bfa,1980,45.58113
bfa,1981,45.9453
bfa,1982,46.20165
bfa,1983,46.38534
bfa,1984,46.53272
bfa,1985,46.65523
bfa,1986,46.89829
bfa,1987,47.07543
bfa,1988,47.19349
bfa,1989,47.25271
bfa,1990,47.25323
bfa,1991,47.33917
bfa,1992,47.36126
bfa,1993,47.32571
bfa,1994,47.24034
bfa,1995,47.11395
bfa,1996,47.13491
bfa,1997,47.09096
bfa,1998,47.00283
bfa,1999,46.89231
bfa,2000,46.76985
bfa,2001,46.78328
bfa,2002,46.7525
bfa,2003,46.68823
bfa,2004,46.60019
bfa,2005,46.49594
bfa,2006,46.51224
bfa,2007,46.48883
bfa,2008,46.4323
bfa,2009,46.3436
bfa,2010,46.22336
bfa,2011,46.18209
bfa,2012,46.08178
bfa,2013,45.93838
bfa,2014,45.76724
bfa,2015,45.57394
bfa,2016,45.38764
bfa,2017,45.18153
bfa,2018,44.94808
bfa,2019,44.67782
bfa,2020,44.3703
bgd,1960,42.0537
bgd,1961,42.43651
bgd,1962,42.70091
bgd,1963,42.90455
bgd,1964,43.11972
bgd,1965,43.37441
bgd,1966,43.74299
bgd,1967,44.1174
bgd,1968,44.46331
bgd,1969,44.70426
bgd,1970,44.78442
bgd,1971,44.92046
bgd,1972,44.98627
bgd,1973,44.9858
bgd,1974,44.96305
bgd,1975,44.95234
bgd,1976,45.05873
bgd,1977,45.06659
bgd,1978,45.00655
bgd,1979,44.88643
bgd,1980,44.70963
bgd,1981,44.64198
bgd,1982,44.47319
bgd,1983,44.23898
bgd,1984,43.97989
bgd,1985,43.71288
bgd,1986,43.46796
bgd,1987,43.1953
bgd,1988,42.88736
bgd,1989,42.52325
bgd,1990,42.09394
bgd,1991,41.71361
bgd,1992,41.27595
bgd,1993,40.79338
bgd,1994,40.2834
bgd,1995,39.75622
bgd,1996,39.2283
bgd,1997,38.68321
bgd,1998,38.12316
bgd,1999,37.54722
bgd,2000,36.95702
bgd,2001,36.47104
bgd,2002,35.96361
bgd,2003,35.44105
bgd,2004,34.90827
bgd,2005,34.36457
bgd,2006,33.90968
bgd,2007,33.43864
bgd,2008,32.9566
bgd,2009,32.47168
bgd,2010,31.98694
bgd,2011,31.4197
bgd,2012,30.87515
bgd,2013,30.34374
bgd,2014,29.81255
bgd,2015,29.27807
bgd,2016,28.75306
bgd,2017,28.22459
bgd,2018,27.70602
bgd,2019,27.21437
bgd,2020,26.75454
bgr,1960,26.09359
bgr,1961,25.84184
bgr,1962,25.48243
bgr,1963,25.05432
bgr,1964,24.62935
bgr,1965,24.24348
bgr,1966,23.9173
bgr,1967,23.61891
bgr,1968,23.34821
bgr,1969,23.09567
bgr,1970,22.85863
bgr,1971,22.69501
bgr,1972,22.54956
bgr,1973,22.42913
bgr,1974,22.33632
bgr,1975,22.26619
bgr,1976,22.26352
bgr,1977,22.25927
bgr,1978,22.24548
bgr,1979,22.21066
bgr,1980,22.14866
bgr,1981,22.11991
bgr,1982,22.03839
bgr,1983,21.91888
bgr,1984,21.7864
bgr,1985,21.64985
bgr,1986,21.39372
bgr,1987,21.19314
bgr,1988,20.99526
bgr,1989,20.72546
bgr,1990,20.34733
bgr,1991,20.02493
bgr,1992,19.56036
bgr,1993,18.99918
bgr,1994,18.43136
bgr,1995,17.91025
bgr,1996,17.38324
bgr,1997,16.91869
bgr,1998,16.50133
bgr,1999,16.08817
bgr,2000,15.65999
bgr,2001,15.17425
bgr,2002,14.72369
bgr,2003,14.30413
bgr,2004,13.92881
bgr,2005,13.61635
bgr,2006,13.51217
bgr,2007,13.43618
bgr,2008,13.4062
bgr,2009,13.42907
bgr,2010,13.49632
bgr,2011,13.66295
bgr,2012,13.8016
bgr,2013,13.93723
bgr,2014,14.09383
bgr,2015,14.27374
bgr,2016,14.31638
bgr,2017,14.44473
bgr,2018,14.59547
bgr,2019,14.68538
bgr,2020,14.67947
bhr,1960,41.29301
bhr,1961,42.53279
bhr,1962,43.60128
bhr,1963,44.69911
bhr,1964,45.86384
bhr,1965,46.92554
bhr,1966,46.40734
bhr,1967,45.93779
bhr,1968,45.54729
bhr,1969,45.18474
bhr,1970,44.8028
bhr,1971,43.94949
bhr,1972,42.78152
bhr,1973,41.51682
bhr,1974,40.39204
bhr,1975,39.51745
bhr,1976,38.1911
bhr,1977,37.10035
bhr,1978,36.20271
bhr,1979,35.38371
bhr,1980,34.57298
bhr,1981,34.14787
bhr,1982,33.86941
bhr,1983,33.70328
bhr,1984,33.61213
bhr,1985,33.55427
bhr,1986,33.55864
bhr,1987,33.41819
bhr,1988,33.23574
bhr,1989,33.01503
bhr,1990,32.69023
bhr,1991,32.43683
bhr,1992,31.98059
bhr,1993,31.40225
bhr,1994,30.79335
bhr,1995,30.24621
bhr,1996,30.09664
bhr,1997,29.90027
bhr,1998,29.83673
bhr,1999,29.94198
bhr,2000,30.14079
bhr,2001,29.06608
bhr,2002,28.04939
bhr,2003,27.15293
bhr,2004,26.37508
bhr,2005,25.68435
bhr,2006,24.19038
bhr,2007,22.93519
bhr,2008,21.91064
bhr,2009,21.05544
bhr,2010,20.31156
bhr,2011,20.35558
bhr,2012,20.40511
bhr,2013,20.51211
bhr,2014,20.67496
bhr,2015,20.84971
bhr,2016,20.38993
bhr,2017,19.84149
bhr,2018,19.25431
bhr,2019,18.7187
bhr,2020,18.28236
bhs,1960,42.38866
bhs,1961,42.42753
bhs,1962,42.56716
bhs,1963,42.79757
bhs,1964,43.05918
bhs,1965,43.2789
bhs,1966,43.05516
bhs,1967,42.75914
bhs,1968,42.46445
bhs,1969,42.26447
bhs,1970,42.16511
bhs,1971,41.43793
bhs,1972,41.09273
bhs,1973,40.94823
bhs,1974,40.74924
bhs,1975,40.37777
bhs,1976,39.96444
bhs,1977,39.21086
bhs,1978,38.29996
bhs,1979,37.50971
bhs,1980,36.97356
bhs,1981,36.18374
bhs,1982,35.8105
bhs,1983,35.65513
bhs,1984,35.42577
bhs,1985,34.99348
bhs,1986,34.73811
bhs,1987,34.15944
bhs,1988,33.42763
bhs,1989,32.81056
bhs,1990,32.43737
bhs,1991,31.96339
bhs,1992,31.8157
bhs,1993,31.82658
bhs,1994,31.72604
bhs,1995,31.38116
bhs,1996,31.21826
bhs,1997,30.79016
bhs,1998,30.20403
bhs,1999,29.66925
bhs,2000,29.30706
bhs,2001,28.91302
bhs,2002,28.64136
bhs,2003,28.44898
bhs,2004,28.27617
bhs,2005,28.10912
bhs,2006,27.83741
bhs,2007,27.66302
bhs,2008,27.48421
bhs,2009,27.23138
bhs,2010,26.88383
bhs,2011,26.41763
bhs,2012,25.8419
bhs,2013,25.19467
bhs,2014,24.55933
bhs,2015,23.99026
bhs,2016,23.353
bhs,2017,22.87409
bhs,2018,22.48488
bhs,2019,22.07573
bhs,2020,21.60135
bih,1960,37.99043
bih,1961,37.98592
bih,1962,37.87299
bih,1963,37.63916
bih,1964,37.30452
bih,1965,36.88636
bih,1966,36.72767
bih,1967,36.37105
bih,1968,35.88865
bih,1969,35.39484
bih,1970,34.95019
bih,1971,34.36075
bih,1972,33.90823
bih,1973,33.50409
bih,1974,33.0213
bih,1975,32.41054
bih,1976,31.77139
bih,1977,31.00375
bih,1978,30.17285
bih,1979,29.39636
bih,1980,28.73669
bih,1981,28.08905
bih,1982,27.57409
bih,1983,27.14247
bih,1984,26.71168
bih,1985,26.24478
bih,1986,25.8171
bih,1987,25.3875
bih,1988,24.96788
bih,1989,24.56764
bih,1990,24.16011
bih,1991,23.66087
bih,1992,23.19053
bih,1993,22.73842
bih,1994,22.32912
bih,1995,22.01523
bih,1996,21.7098
bih,1997,21.47982
bih,1998,21.28838
bih,1999,21.0516
bih,2000,20.71188
bih,2001,20.27495
bih,2002,19.6615
bih,2003,18.94727
bih,2004,18.26851
bih,2005,17.70187
bih,2006,17.09414
bih,2007,16.69595
bih,2008,16.41666
bih,2009,16.11451
bih,2010,15.73705
bih,2011,15.73123
bih,2012,15.58215
bih,2013,15.36589
bih,2014,15.23041
bih,2015,15.24156
bih,2016,14.92118
bih,2017,14.79571
bih,2018,14.76622
bih,2019,14.69376
bih,2020,14.52247
blr,1960,28.90236
blr,1961,29.5379
blr,1962,29.9623
blr,1963,30.21047
blr,1964,30.35268
blr,1965,30.41587
blr,1966,30.20301
blr,1967,29.92646
blr,1968,29.56195
blr,1969,29.09354
blr,1970,28.53723
blr,1971,27.77076
blr,1972,27.07842
blr,1973,26.44264
blr,1974,25.83175
blr,1975,25.22472
blr,1976,24.75107
blr,1977,24.18035
blr,1978,23.58908
blr,1979,23.10247
blr,1980,22.78808
blr,1981,22.59855
