geo,time,tm_tax_manf_wm_ar_zs
syc,2019,0.23
syc,2020,0.23
syr,2002,17.06
syr,2009,6.99
syr,2010,8.04
syr,2013,18.37
syr,2020,9.18
tcd,1995,13.42
tcd,1997,13.42
tcd,2001,11.99
tcd,2002,13.52
tcd,2003,12.48
tcd,2004,10.53
tcd,2005,11.77
tcd,2006,12.54
tcd,2007,12.47
tcd,2008,13.61
tcd,2009,13.42
tcd,2010,14.27
tcd,2011,14.37
tcd,2013,13.5
tcd,2015,13.27
tcd,2016,16.1
tgo,1996,11.93
tgo,1997,12.81
tgo,1999,12.13
tgo,2000,11.85
tgo,2001,11.23
tgo,2002,10.26
tgo,2003,11.35
tgo,2004,11.38
tgo,2005,11
tgo,2006,11.85
tgo,2007,11.39
tgo,2008,11.39
tgo,2009,10.73
tgo,2010,10.81
tgo,2011,11.65
tgo,2012,9.54
tgo,2013,9.52
tgo,2014,9.51
tgo,2015,9.31
tgo,2016,9.3
tgo,2017,12.4
tgo,2018,11.73
tgo,2019,10.01
tgo,2020,10.01
tha,1989,35.43
tha,1991,34.74
tha,1993,35.23
tha,1995,15.6
tha,1999,35.01
tha,2000,10.13
tha,2001,9.67
tha,2003,9.4
tha,2004,7.32
tha,2005,5.87
tha,2006,5.79
tha,2007,5.13
tha,2008,5.51
tha,2009,5.81
tha,2010,6.31
tha,2011,6.45
tha,2013,7.02
tha,2014,3.03
tha,2015,2.86
tjk,2006,5.53
tjk,2010,7.84
tjk,2012,7.11
tjk,2013,7.36
tjk,2014,7.22
tjk,2015,4.72
tjk,2016,7.36
tjk,2017,6.83
tjk,2020,5.64
tkm,1998,0
tkm,2002,1.1
tls,2011,2.5
tls,2012,2.5
tls,2013,2.5
tls,2014,2.5
tls,2015,2.5
tls,2016,2.5
tls,2020,2.52
ton,2009,6.29
ton,2010,7.23
ton,2011,7.63
ton,2012,8.05
ton,2013,8.05
ton,2015,8.75
ton,2016,8.76
ton,2017,8.64
ton,2020,8.22
tto,1991,14.2
tto,1992,14.32
tto,1996,7.24
tto,1999,16.68
tto,2001,6.89
tto,2002,5.53
tto,2003,5.91
tto,2004,5.81
tto,2005,11.61
tto,2006,20.68
tto,2007,17.4
tto,2008,24.72
tto,2010,8.99
tto,2011,8.99
tto,2012,9.31
tto,2013,9.3
tun,1990,28.57
tun,1992,28.63
tun,1995,30.57
tun,1998,27.97
tun,2000,23.61
tun,2002,25.61
tun,2003,22.83
tun,2004,23.63
tun,2005,7.44
tun,2006,19.99
tun,2008,18.08
tun,2009,19.41
tun,2010,15.63
tun,2011,14.47
tun,2012,13.06
tun,2013,3.12
tun,2015,2.91
tun,2016,9.46
tur,1993,5.37
tur,1995,7.3
tur,1996,2.39
tur,1997,5.81
tur,1998,2.66
tur,1999,5.32
tur,2000,1.82
tur,2001,1.55
tur,2002,1.57
tur,2003,1.48
tur,2004,1.84
tur,2005,1.17
tur,2006,1.2
tur,2007,1.4
tur,2008,1.59
tur,2009,1.35
tur,2010,1.27
tur,2011,1.2
tur,2013,1.22
tur,2015,1.25
tur,2016,1.05
tur,2017,1.4
tur,2018,1.38
tur,2019,1.35
tur,2020,1.34
tuv,2010,0.55
tuv,2017,1.42
tza,1993,14.83
tza,1997,18.14
tza,1998,18.55
tza,2000,13.02
tza,2003,8.91
tza,2005,7.72
tza,2006,6.91
tza,2007,6.99
tza,2008,7.64
tza,2009,7.88
tza,2010,7.96
tza,2011,6.97
tza,2012,8.94
tza,2013,8.84
tza,2014,8.74
tza,2015,7.17
tza,2016,7.52
tza,2018,6.45
tza,2019,6.64
tza,2020,6.61
uga,1994,12.3
uga,2000,6.28
uga,2001,6.15
uga,2002,6.11
uga,2003,5.58
uga,2004,5
uga,2005,8.39
uga,2006,7.56
uga,2007,7.84
uga,2008,7.35
uga,2009,7.61
uga,2010,7.69
uga,2011,6.98
uga,2012,6.46
uga,2013,6.13
uga,2014,6.32
uga,2015,5.9
uga,2016,5.99
uga,2018,6.22
uga,2019,6.41
uga,2020,6.24
ukr,1995,4.41
ukr,1997,5.39
ukr,2002,6.49
ukr,2006,4.51
ukr,2007,6.77
ukr,2008,5.61
ukr,2009,2.52
ukr,2010,3.28
ukr,2011,2.63
ukr,2012,2.8
ukr,2013,3.58
ukr,2014,2.71
ukr,2015,2.63
ukr,2016,3.25
ukr,2017,2.35
ukr,2018,1.97
ukr,2019,1.82
ukr,2020,1.94
ury,1992,5.83
ury,1995,11.92
ury,1996,11.31
ury,1997,11.62
ury,1998,13.63
ury,1999,13.75
ury,2000,7.79
ury,2001,8.12
ury,2002,12.8
ury,2004,5.9
ury,2005,4.79
ury,2006,4.66
ury,2007,4.87
ury,2008,4.77
ury,2009,5.17
ury,2010,5.58
ury,2011,6.07
ury,2012,6.19
ury,2013,6.21
ury,2014,6.2
ury,2015,6.16
ury,2016,6.95
ury,2017,7.35
ury,2018,7.09
ury,2019,7.06
ury,2020,6.78
usa,1989,4.2
usa,1990,4.22
usa,1991,4.25
usa,1992,4.25
usa,1993,4.09
usa,1995,3.11
usa,1996,2.95
usa,1997,2.83
usa,1998,3.09
usa,1999,2.12
usa,2000,2.06
usa,2001,2.13
usa,2002,2.21
usa,2003,2.08
usa,2004,1.91
usa,2005,1.87
usa,2006,1.84
usa,2007,1.64
usa,2008,1.78
usa,2009,1.84
usa,2010,1.81
usa,2011,1.79
usa,2012,1.75
usa,2013,1.75
usa,2014,1.75
usa,2015,1.74
usa,2016,1.68
usa,2017,1.57
usa,2018,1.58
usa,2019,2.19
usa,2020,1.55
uzb,2001,6.19
uzb,2006,8.11
uzb,2007,8.14
uzb,2008,9.23
uzb,2009,8.28
uzb,2012,8.73
uzb,2014,7.99
uzb,2015,8.43
uzb,2020,3
vct,1996,20.16
vct,1999,16.51
vct,2000,16.55
vct,2001,12.29
vct,2002,11.32
vct,2003,11.16
vct,2006,2.69
vct,2007,9.25
vct,2010,11.75
vct,2011,11.61
vct,2012,9.97
vct,2013,9.97
vct,2015,9.69
vct,2016,10
vct,2017,9.66
vct,2018,10.17
vct,2019,10.03
vct,2020,9.88
ven,1992,16.7
ven,1995,11.94
ven,1997,13.57
ven,1998,13.36
ven,1999,12.8
ven,2000,13.35
ven,2001,14.66
ven,2002,13.61
ven,2003,12.25
ven,2004,11.93
ven,2005,12.96
ven,2006,11.09
ven,2007,11.3
ven,2008,9.33
ven,2009,8.89
ven,2010,10.22
ven,2011,8.04
ven,2012,8
ven,2013,7.87
ven,2014,10.05
ven,2015,11.78
ven,2016,10.91
ven,2017,10.44
ven,2018,9.67
ven,2019,11.06
ven,2020,15.91
vnm,1994,11.52
vnm,1999,16.29
vnm,2001,16.63
vnm,2002,15.23
vnm,2003,12.28
vnm,2004,12.22
vnm,2005,11.93
vnm,2006,10.76
vnm,2007,9.17
vnm,2008,5.61
vnm,2009,5.64
vnm,2010,5.11
vnm,2012,3.93
vnm,2013,3.35
vnm,2014,3.14
vnm,2015,2.7
vnm,2016,2.56
vnm,2017,2.47
vnm,2018,2.29
vnm,2019,1.42
vnm,2020,1.05
vut,2002,15.68
vut,2003,13.93
vut,2004,13.95
vut,2005,13.93
vut,2006,13.41
vut,2007,14.65
vut,2008,14.74
vut,2009,14.73
vut,2012,3.13
vut,2015,3.67
vut,2016,6.48
vut,2017,5.92
vut,2020,9.93
wsm,2011,8.65
wsm,2012,9.06
wsm,2013,8.81
wsm,2014,8.81
wsm,2015,8.65
wsm,2016,8.82
wsm,2017,8.78
wsm,2018,8.71
wsm,2020,9.04
yem,2000,12.36
yem,2006,5.36
yem,2009,4.49
yem,2011,4.01
yem,2012,4.26
yem,2013,4.36
yem,2015,6.08
yem,2016,6.48
yem,2017,6
zaf,1988,13.76
zaf,1990,11.41
zaf,1991,12.3
zaf,1993,14.23
zaf,1996,8.84
zaf,1997,7.01
zaf,1999,6.13
zaf,2000,6.16
zaf,2001,5.97
zaf,2002,5.7
zaf,2003,5.96
zaf,2004,6.48
zaf,2005,6.79
zaf,2006,6.61
zaf,2007,5.99
zaf,2008,5.06
zaf,2009,5.49
zaf,2010,5.7
zaf,2011,5.63
zaf,2012,5.5
zaf,2013,5.36
zaf,2014,5.28
zaf,2015,5.37
zaf,2016,5.25
zaf,2017,5.28
zaf,2018,5.32
zaf,2019,5.29
zaf,2020,5.03
zmb,1993,19.96
zmb,1997,11.86
zmb,2001,12.01
zmb,2002,8.76
zmb,2003,8.86
zmb,2004,10.67
zmb,2005,9.22
zmb,2006,10.31
zmb,2007,9.93
zmb,2008,5.05
zmb,2009,4.63
zmb,2010,3.92
zmb,2011,4.24
zmb,2012,4.27
zmb,2013,4.16
zmb,2015,4.16
zmb,2016,7.41
zmb,2018,4.45
zmb,2020,5.35
zwe,1996,38.8
zwe,1997,17.62
zwe,1998,14.91
zwe,1999,18.13
zwe,2000,15.99
zwe,2001,14.29
zwe,2002,15.57
zwe,2003,15.06
zwe,2007,13.69
zwe,2010,16
zwe,2011,5.74
zwe,2012,15.5
zwe,2015,5.03
zwe,2016,4.5
