geo,time,tm_tax_manf_wm_ar_zs
kwt,2013,4.09
kwt,2014,3.48
kwt,2015,3.28
kwt,2016,3.28
kwt,2017,3.26
kwt,2018,3.3
kwt,2019,3.3
kwt,2020,3.3
lao,2000,12.33
lao,2001,11.36
lao,2004,9.67
lao,2005,8.63
lao,2006,8.92
lao,2007,8.5
lao,2008,12.63
lao,2014,3.12
lao,2015,1.66
lao,2016,0.98
lao,2017,0.96
lao,2018,0.76
lao,2019,0.64
lao,2020,0.91
lbn,1999,12.88
lbn,2000,16.5
lbn,2001,6.84
lbn,2002,7.01
lbn,2004,6.14
lbn,2005,6.61
lbn,2006,4.96
lbn,2007,5.55
lbn,2014,3.87
lbn,2015,3.89
lbn,2016,3.36
lbn,2017,3.26
lbn,2018,1.21
lbn,2019,3.1
lbn,2020,2.7
lbr,2012,13.53
lbr,2013,12.7
lbr,2014,12.68
lbr,2018,9.59
lbr,2020,6.08
lby,1996,40.89
lby,2002,35.06
lby,2006,0
lby,2020,4.63
lca,1996,20.88
lca,1999,17.61
lca,2000,17.71
lca,2001,11.74
lca,2002,12.51
lca,2003,12.48
lca,2005,13.5
lca,2006,11.35
lca,2007,12.21
lca,2010,12.91
lca,2011,13.03
lca,2012,13.04
lca,2013,12.58
lca,2014,9.52
lca,2015,9.19
lca,2016,10.15
lca,2019,9.24
lca,2020,9.61
lka,1990,24.46
lka,1993,26.55
lka,1994,27.07
lka,1997,21.51
lka,1998,6.7
lka,2000,5.43
lka,2001,5.08
lka,2003,5.46
lka,2004,6.28
lka,2005,6.71
lka,2006,6.8
lka,2007,6.41
lka,2008,6.48
lka,2009,5.72
lka,2010,5.95
lka,2011,5.99
lka,2012,5.51
lka,2014,5.51
lka,2015,3.49
lka,2017,6.04
lka,2018,10.27
lka,2019,10.26
lka,2020,4.19
lso,2001,2.25
lso,2004,17.36
lso,2005,17.42
lso,2006,16.33
lso,2007,13.94
lso,2008,12.38
lso,2009,10.8
lso,2010,10.75
lso,2011,13.73
lso,2012,13.77
lso,2013,2.37
lso,2014,4.04
lso,2015,4.55
lso,2016,3.18
lso,2017,1.98
lso,2018,4.46
lso,2019,4.46
lso,2020,4.46
ltu,1988,4.32
ltu,1989,4.57
ltu,1990,5.99
ltu,1991,5.39
ltu,1992,4.78
ltu,1993,4.47
ltu,1994,4.96
ltu,1995,5.3
ltu,1996,3.33
ltu,1997,3.1
ltu,1998,2.87
ltu,1999,2.85
ltu,2000,2.14
ltu,2001,2.82
ltu,2002,2.3
ltu,2003,2.22
ltu,2004,2.03
ltu,2005,2.39
ltu,2006,2.44
ltu,2007,2.36
ltu,2008,1.84
ltu,2009,1.86
ltu,2010,2.48
ltu,2011,1.73
ltu,2012,1.67
ltu,2013,1.62
ltu,2014,2.27
ltu,2015,2.26
ltu,2016,2.12
ltu,2017,2.08
ltu,2018,1.98
ltu,2019,2.01
ltu,2020,1.8
lux,1988,4.32
lux,1989,4.57
lux,1990,5.99
lux,1991,5.39
lux,1992,4.78
lux,1993,4.47
lux,1994,4.96
lux,1995,5.3
lux,1996,3.33
lux,1997,3.1
lux,1998,2.87
lux,1999,2.85
lux,2000,2.14
lux,2001,2.82
lux,2002,2.3
lux,2003,2.22
lux,2004,2.03
lux,2005,2.39
lux,2006,2.44
lux,2007,2.36
lux,2008,1.84
lux,2009,1.86
lux,2010,2.48
lux,2011,1.73
lux,2012,1.67
lux,2013,1.62
lux,2014,2.27
lux,2015,2.26
lux,2016,2.12
lux,2017,2.08
lux,2018,1.98
lux,2019,2.01
lux,2020,1.8
lva,1988,4.32
lva,1989,4.57
lva,1990,5.99
lva,1991,5.39
lva,1992,4.78
lva,1993,4.47
lva,1994,4.96
lva,1995,5.3
lva,1996,3.33
lva,1997,3.1
lva,1998,2.87
lva,1999,2.85
lva,2000,2.14
lva,2001,2.82
lva,2002,2.3
lva,2003,2.22
lva,2004,2.03
lva,2005,2.39
lva,2006,2.44
lva,2007,2.36
lva,2008,1.84
lva,2009,1.86
lva,2010,2.48
lva,2011,1.73
lva,2012,1.67
lva,2013,1.62
lva,2014,2.27
lva,2015,2.26
lva,2016,2.12
lva,2017,2.08
lva,2018,1.98
lva,2019,2.01
lva,2020,1.8
mac,1996,0
mac,1997,0
mac,1998,0
mac,1999,0
mac,2000,0
mac,2001,0
mac,2002,0
mac,2003,0
mac,2004,0
mac,2005,0
mac,2006,0
mac,2007,0
mac,2008,0
mac,2009,0
mac,2010,0
mac,2011,0
mac,2012,0
mac,2013,0
mac,2014,0
mac,2015,0
mac,2016,0
mac,2017,0
mac,2018,0
mac,2019,0
mac,2020,0
mar,1993,55.71
mar,1997,18.26
mar,2000,26.41
mar,2001,26.24
mar,2002,25.86
mar,2003,24.68
mar,2005,14.53
mar,2006,10.78
mar,2007,9.11
mar,2008,8.08
mar,2009,5.99
mar,2010,12.78
mar,2011,10.54
mar,2012,2.59
mar,2014,2.1
mar,2015,2.14
mar,2016,2.38
mar,2017,2.26
mar,2019,2.33
mar,2020,2.33
mda,1996,2.32
mda,2000,2.86
mda,2001,3.09
mda,2003,3.21
mda,2004,3.17
mda,2005,3.18
mda,2006,1.89
mda,2007,2.75
mda,2008,2.34
mda,2009,3.31
mda,2010,2.45
mda,2011,3.21
mda,2012,2.74
mda,2013,7.02
mda,2014,2.75
mda,2015,3.51
mda,2016,3.65
mda,2020,1.09
mdg,1995,6.3
mdg,1996,6.62
mdg,1997,6.9
mdg,1998,5.81
mdg,2000,6.34
mdg,2001,4.62
mdg,2002,4.29
mdg,2003,4.01
mdg,2004,1.7
mdg,2005,5.44
mdg,2006,12.16
mdg,2007,10.48
mdg,2008,10.28
mdg,2009,8.95
mdg,2010,7.66
mdg,2011,8.79
mdg,2012,8.62
mdg,2013,8.59
mdg,2014,8.71
mdg,2015,9.47
mdg,2016,9.63
mdg,2017,7.71
mdg,2018,8.64
mdg,2019,7.83
mdg,2020,7.37
mdv,2000,21.5
mdv,2001,21.5
mdv,2002,21.67
mdv,2003,21.94
mdv,2004,21.54
mdv,2005,21.94
mdv,2006,22.24
mdv,2008,21.72
mdv,2009,21.82
mdv,2010,21.44
mdv,2011,23.05
mdv,2012,12.31
mdv,2013,13.07
mdv,2014,13.94
mdv,2015,15.38
mdv,2016,14.77
mdv,2017,14.62
mdv,2018,14.26
mdv,2019,14.29
mdv,2020,14.31
mex,1991,13.03
mex,1995,7.5
mex,1996,12.16
mex,1997,12.48
mex,1998,12.22
mex,1999,5.89
mex,2000,14.64
mex,2001,14.51
mex,2002,4.8
mex,2003,14.51
mex,2004,3.17
mex,2005,3.15
mex,2006,2.51
mex,2007,2.53
mex,2008,2.11
mex,2009,1.72
mex,2010,4.22
mex,2011,4.1
mex,2012,3.76
mex,2013,3.69
mex,2014,1.1
mex,2015,3.75
mex,2016,3.85
mex,2017,1.37
mex,2018,1.37
mkd,2001,8.36
mkd,2002,6.55
mkd,2004,7.24
mkd,2005,1.68
mkd,2006,3.42
mkd,2007,5.64
mkd,2008,2.57
mkd,2009,2.32
mkd,2010,1.67
mkd,2011,1.25
mkd,2012,1.38
mkd,2013,5.58
mkd,2014,1.44
mkd,2015,1.07
mkd,2016,4.15
mkd,2017,1.29
mkd,2018,1.33
mkd,2019,1.41
mkd,2020,1.45
mli,1995,2.53
mli,1996,8.62
mli,1997,8.62
mli,1998,8.62
mli,1999,5.64
mli,2001,10.61
mli,2002,10.59
mli,2003,11.2
mli,2004,11.2
mli,2005,10.62
mli,2006,8.39
mli,2007,8.74
mli,2008,8.74
mli,2009,9.02
mli,2010,9.02
mli,2011,7.68
mli,2012,7.46
mli,2013,7.46
mli,2014,7.46
mli,2015,7.37
mli,2016,7.37
mli,2017,9.12
mli,2018,8.18
mli,2019,7.35
mli,2020,8.88
mlt,1988,4.32
mlt,1989,4.57
mlt,1990,5.99
mlt,1991,5.39
mlt,1992,4.78
mlt,1993,4.47
mlt,1994,4.96
mlt,1995,5.3
mlt,1996,3.33
mlt,1997,3.1
mlt,1998,2.87
mlt,1999,2.85
mlt,2000,2.14
mlt,2001,2.82
mlt,2002,2.3
mlt,2003,2.22
mlt,2004,2.03
mlt,2005,2.39
mlt,2006,2.44
mlt,2007,2.36
mlt,2008,1.84
mlt,2009,1.86
mlt,2010,2.48
mlt,2011,1.73
mlt,2012,1.67
mlt,2013,1.62
mlt,2014,2.27
mlt,2015,2.26
mlt,2016,2.12
mlt,2017,2.08
mlt,2018,1.98
mlt,2019,2.01
mlt,2020,1.8
mmr,1996,4.36
mmr,1997,4.36
mmr,1998,4.36
mmr,1999,4.36
mmr,2000,4.36
mmr,2001,4.2
mmr,2002,4.2
mmr,2003,4.08
mmr,2004,3.79
mmr,2005,3.28
mmr,2006,3.26
mmr,2007,3.18
mmr,2008,3.15
mmr,2010,2.83
mmr,2011,2.22
mmr,2012,5.61
mmr,2013,4.44
mmr,2015,1.88
mmr,2019,1.49
mne,2007,4.28
mne,2008,2.63
mne,2009,2.72
mne,2010,2.74
mne,2011,2.91
mne,2012,2.51
mne,2013,1.72
mne,2014,1.69
mne,2015,1.65
mne,2016,1.2
mne,2017,1.21
mne,2018,1.15
mne,2019,0.68
mne,2020,1.2
mng,1999,0
mng,2000,4.81
mng,2001,6.7
mng,2002,6.84
mng,2003,4.89
mng,2004,4.88
mng,2005,3.74
mng,2006,3.9
mng,2007,4.89
mng,2008,4.89
mng,2009,4.89
mng,2010,4.91
mng,2011,4.91
mng,2013,4.91
mng,2015,4.88
mng,2017,4.83
mng,2018,4.72
mng,2019,4.75
mng,2020,4.74
moz,2001,12.1
moz,2002,9.23
moz,2003,9.15
moz,2005,8.44
moz,2006,7.74
moz,2007,7.53
moz,2008,7.94
moz,2009,4.45
moz,2010,4.42
moz,2011,7.93
moz,2012,4.42
moz,2014,4.12
moz,2016,3.48
moz,2018,4.42
moz,2020,4.36
mrt,2001,9.89
mrt,2006,10.67
mrt,2007,10.02
mrt,2008,8.77
mrt,2009,7.86
mrt,2010,6.85
mrt,2011,7.24
mrt,2014,8.46
mrt,2015,8.55
mrt,2018,7.16
mrt,2019,7.16
mrt,2020,13.11
mus,1995,22.88
mus,1996,18.13
mus,1997,19.12
mus,1998,26.91
mus,1999,20.53
mus,2000,12.45
mus,2001,12.74
mus,2002,14.45
mus,2004,13.7
mus,2005,4.27
mus,2006,1.81
mus,2007,2.52
mus,2008,2.73
mus,2009,1.73
mus,2010,1.76
mus,2011,1.37
mus,2012,1.44
mus,2013,1.59
mus,2014,1.02
mus,2015,0.95
mus,2016,1.07
mus,2017,0.91
mus,2018,0.92
mus,2019,0.99
mus,2020,0.9
mwi,1994,26.61
mwi,1996,18.14
mwi,1997,21.16
mwi,1998,14.9
mwi,2000,13.07
mwi,2001,10.27
mwi,2003,11.09
mwi,2006,8.92
mwi,2008,6.05
mwi,2009,8.2
mwi,2010,6.56
mwi,2011,6.08
mwi,2012,5.74
mwi,2013,4.22
mwi,2014,4.77
mwi,2015,4.75
mwi,2016,4.99
mwi,2019,3.48
mwi,2020,5.69
mys,1988,15.35
mys,1991,11.06
mys,1993,9.37
mys,1996,6.43
mys,1997,5.21
mys,1998,5
mys,1999,4.89
mys,2000,4.64
mys,2001,4.72
mys,2002,4.59
mys,2003,4.45
mys,2004,4.99
mys,2005,4.79
mys,2006,3.71
mys,2007,3.39
mys,2008,3.61
mys,2009,3.17
mys,2010,2.99
mys,2011,4.4
mys,2012,4.67
mys,2013,4.48
mys,2014,1.55
mys,2016,4.28
mys,2020,3.85
nam,2001,0.57
nam,2002,1.17
nam,2004,0.84
nam,2005,0.9
nam,2006,0.89
nam,2007,1.33
nam,2008,1.63
nam,2009,1.8
nam,2010,1.29
nam,2011,1.14
nam,2012,0.69
nam,2013,0.79
nam,2014,0.79
nam,2015,0.8
nam,2016,0.63
nam,2017,0.83
nam,2018,1.15
nam,2019,1.44
nam,2020,1.69
ner,2001,13.25
ner,2002,12.62
ner,2003,12.33
ner,2004,11.5
ner,2005,12.01
ner,2006,9.21
ner,2007,8.7
ner,2008,8.7
ner,2009,8.7
ner,2010,10.15
ner,2011,9.34
ner,2012,8.59
ner,2013,9.24
ner,2014,8.34
ner,2015,7.33
ner,2016,7.16
ner,2017,9.44
ner,2018,8.77
ner,2019,7.72
ner,2020,7.18
nga,1988,21.41
nga,1989,22.51
nga,1990,22.66
nga,1992,23.34
nga,1995,57.88
nga,1996,15.13
nga,1997,15.34
nga,1998,15.34
nga,1999,18.65
nga,2000,18.24
nga,2001,18.67
nga,2002,15.82
nga,2003,17.77
nga,2005,7.52
nga,2006,7.6
nga,2008,9.79
nga,2009,9.85
nga,2010,10.87
nga,2011,10.11
nga,2013,10.13
nga,2014,11.01
nga,2015,8.08
nga,2016,8.7
nga,2020,12.48
nic,1995,4.62
nic,1996,7.11
nic,1997,4.85
nic,1998,3.96
nic,1999,7.37
nic,2000,2.34
nic,2001,2.52
nic,2002,2.56
nic,2003,2.54
nic,2004,3.63
nic,2005,5.49
nic,2006,3.86
nic,2007,3.4
nic,2008,3.56
nic,2009,2
nic,2010,1.8
nic,2011,2.36
nic,2012,2.22
nic,2013,1.51
nic,2014,1.85
nic,2015,1.88
nic,2016,2.1
nic,2017,2.07
nic,2018,2.04
nic,2019,1.87
nic,2020,1.86
nld,1988,4.32
nld,1989,4.57
nld,1990,5.99
nld,1991,5.39
nld,1992,4.78
nld,1993,4.47
nld,1994,4.96
nld,1995,5.3
nld,1996,3.33
nld,1997,3.1
nld,1998,2.87
nld,1999,2.85
nld,2000,2.14
nld,2001,2.82
nld,2002,2.3
nld,2003,2.22
nld,2004,2.03
nld,2005,2.39
nld,2006,2.44
nld,2007,2.36
nld,2008,1.84
nld,2009,1.86
nld,2010,2.48
nld,2011,1.73
nld,2012,1.67
nld,2013,1.62
nld,2014,2.27
nld,2015,2.26
nld,2016,2.12
nld,2017,2.08
nld,2018,1.98
nld,2019,2.01
nld,2020,1.8
nor,1988,0.88
nor,1993,1.37
nor,1995,5.36
nor,1996,0.69
nor,1997,2.88
nor,1998,1
nor,1999,0.53
nor,2000,0.82
nor,2001,0.57
nor,2002,0.28
nor,2003,0.25
nor,2004,0.27
nor,2005,0.22
nor,2006,0.22
nor,2007,0.18
nor,2008,0.17
nor,2009,0.16
nor,2010,0.26
nor,2011,0.28
nor,2012,0.27
nor,2013,0.29
nor,2014,0.34
nor,2015,0.34
nor,2016,0.37
nor,2017,0.37
nor,2018,0.35
nor,2019,0.21
nor,2020,0.25
npl,1993,22.1
npl,1998,30.35
npl,1999,16.41
npl,2000,20.87
npl,2002,18.59
npl,2003,18.99
npl,2004,18.38
npl,2005,18.28
npl,2006,14.34
npl,2007,14.56
npl,2008,150.92
npl,2009,13.79
npl,2010,14.25
npl,2011,13.7
npl,2012,13.78
npl,2013,15.52
npl,2014,13.12
npl,2015,13.17
npl,2016,12.4
npl,2018,12.77
npl,2019,14.74
npl,2020,11.21
nru,2016,11.25
nru,2017,11.3
nru,2018,10.38
nru,2019,13.74
nru,2020,13.48
nzl,1992,12.09
nzl,1993,8.86
nzl,1996,5.57
nzl,1997,4.76
nzl,1998,4.14
nzl,1999,3.4
nzl,2000,2.82
nzl,2001,3.35
nzl,2002,3.76
nzl,2003,4.12
nzl,2004,4.35
nzl,2005,3.46
nzl,2006,3.32
nzl,2007,3.41
nzl,2008,2.48
nzl,2009,2.15
nzl,2010,2.28
nzl,2011,2.65
nzl,2012,2.9
nzl,2013,1.79
nzl,2014,1.65
nzl,2015,1.57
nzl,2016,1.5
nzl,2017,1.56
nzl,2019,1.02
nzl,2020,0.91
omn,1992,5.44
omn,1997,4.92
omn,2001,4.9
omn,2002,6.53
omn,2003,4.98
omn,2004,4.88
omn,2005,3.33
omn,2006,3.48
omn,2007,3.37
omn,2008,2.62
omn,2009,2.96
omn,2012,2.25
omn,2013,2.53
omn,2014,2.47
omn,2015,1.79
omn,2016,1.35
omn,2017,1.75
omn,2018,1.75
omn,2019,1.74
omn,2020,1.73
pak,1995,50.37
pak,1998,44.38
pak,1999,26.41
pak,2000,26.06
pak,2001,22.45
pak,2002,19.01
pak,2003,18.55
pak,2004,15.9
pak,2005,14.66
pak,2006,14.57
pak,2007,13.26
pak,2008,11.81
pak,2009,12.12
pak,2010,13.01
pak,2011,11.85
pak,2012,11.92
pak,2013,12.62
pak,2014,11.12
pak,2015,11.49
pak,2016,11.74
pak,2018,12.02
pak,2019,11.24
pak,2020,10.99
pan,1997,11
pan,1998,8.49
pan,1999,7.95
pan,2000,7.67
pan,2001,7.41
pan,2002,7.7
pan,2003,7.21
pan,2004,7.22
pan,2005,6.46
pan,2006,7.38
pan,2007,7.28
pan,2008,6.69
pan,2009,6.48
pan,2010,6.32
pan,2011,5.21
pan,2012,5.53
pan,2013,5.36
pan,2015,5.06
pan,2020,4.57
per,1993,16.61
per,1995,15.37
per,1997,12.3
per,1998,12.31
per,1999,12.32
per,2000,12.35
per,2001,11.05
per,2002,9.14
per,2003,8.65
per,2004,8.18
per,2005,7.59
per,2006,6.54
per,2007,6.37
per,2008,2.42
per,2009,2.68
per,2010,2.95
per,2011,1.85
per,2013,1.93
per,2014,1.81
per,2015,2.17
per,2017,1.01
per,2018,0.9
per,2019,0.91
per,2020,0.83
phl,1988,23.59
phl,1989,23.58
phl,1990,14.98
phl,1992,14.94
phl,1993,15.3
phl,1994,15.02
phl,1995,14.25
phl,1996,7.58
phl,1997,6.93
phl,1998,5.85
phl,1999,5.64
phl,2000,3.14
phl,2001,2.79
phl,2002,1.85
phl,2003,1.84
phl,2004,1.93
phl,2005,1.92
phl,2006,1.87
phl,2007,1.87
phl,2008,3.87
phl,2009,3.73
phl,2010,3.72
phl,2011,1.8
phl,2012,1.64
phl,2013,1.64
phl,2015,1.54
phl,2016,4
phl,2017,1.41
phl,2018,1.28
phl,2019,1.02
phl,2020,1.01
plw,2005,3.33
plw,2006,3.33
plw,2010,4.15
plw,2011,4.08
plw,2012,4.07
plw,2015,3.98
plw,2016,4.15
plw,2017,4.22
plw,2018,4.28
plw,2019,4.4
plw,2020,4.19
png,1997,13.17
png,1999,13.15
png,2000,2.43
png,2001,2.43
png,2002,2.48
png,2003,1.75
png,2004,1.51
png,2005,1.44
png,2006,1.22
png,2007,1.08
png,2008,2.14
png,2009,2.15
png,2010,2.08
png,2012,1.93
png,2013,1.93
png,2018,1.23
png,2019,1.28
png,2020,2.25
pol,1988,4.32
pol,1989,4.57
pol,1990,5.99
pol,1991,5.39
pol,1992,4.78
pol,1993,4.47
pol,1994,4.96
pol,1995,5.3
pol,1996,3.33
pol,1997,3.1
pol,1998,2.87
pol,1999,2.85
pol,2000,2.14
pol,2001,2.82
pol,2002,2.3
pol,2003,2.22
pol,2004,2.03
pol,2005,2.39
pol,2006,2.44
pol,2007,2.36
pol,2008,1.84
pol,2009,1.86
pol,2010,2.48
pol,2011,1.73
pol,2012,1.67
pol,2013,1.62
pol,2014,2.27
pol,2015,2.26
pol,2016,2.12
pol,2017,2.08
pol,2018,1.98
pol,2019,2.01
pol,2020,1.8
prt,1988,4.32
prt,1989,4.57
prt,1990,5.99
prt,1991,5.39
prt,1992,4.78
prt,1993,4.47
prt,1994,4.96
prt,1995,5.3
prt,1996,3.33
prt,1997,3.1
prt,1998,2.87
prt,1999,2.85
prt,2000,2.14
prt,2001,2.82
prt,2002,2.3
prt,2003,2.22
prt,2004,2.03
prt,2005,2.39
prt,2006,2.44
prt,2007,2.36
prt,2008,1.84
prt,2009,1.86
prt,2010,2.48
prt,2011,1.73
prt,2012,1.67
prt,2013,1.62
prt,2014,2.27
prt,2015,2.26
prt,2016,2.12
prt,2017,2.08
prt,2018,1.98
prt,2019,2.01
prt,2020,1.8
pry,1991,14.5
pry,1994,8.15
pry,1995,6.74
pry,1996,9.42
pry,1997,9.82
pry,1998,10.24
pry,1999,6.24
pry,2000,11.4
pry,2001,11.94
pry,2002,11.34
pry,2003,11.55
pry,2004,6.52
pry,2005,5.77
pry,2006,2.85
pry,2007,4.02
pry,2008,4.38
pry,2009,4.28
pry,2010,4.67
pry,2011,5.12
pry,2012,5.2
pry,2013,5.4
pry,2014,5.18
pry,2015,5.39
pry,2016,5.07
pry,2017,5.12
pry,2018,5.23
pry,2019,5.23
pry,2020,4.23
pse,2013,2.39
pse,2014,2.72
pse,2015,1.51
pse,2016,1.1
pse,2017,1.49
pyf,2008,4.81
pyf,2009,5.31
pyf,2011,5.39
pyf,2012,5.04
pyf,2013,4.95
pyf,2014,4.95
pyf,2015,6.33
pyf,2016,6.63
pyf,2017,6.13
pyf,2018,6.13
pyf,2019,5.2
pyf,2020,5.47
qat,2002,4.01
qat,2003,4.93
qat,2004,4.93
qat,2005,4.31
qat,2006,4.3
qat,2007,3.82
qat,2008,3.7
qat,2009,4.25
qat,2010,4.32
qat,2011,4.32
qat,2012,4.05
qat,2013,4.23
qat,2014,3.74
qat,2015,3.69
qat,2016,3.69
qat,2017,3.54
qat,2018,3.28
qat,2019,3.2
qat,2020,3.77
rou,1988,4.32
rou,1989,4.57
rou,1990,5.99
rou,1991,5.39
rou,1992,4.78
rou,1993,4.47
rou,1994,4.96
rou,1995,5.3
rou,1996,3.33
rou,1997,3.1
rou,1998,2.87
rou,1999,2.85
rou,2000,2.14
rou,2001,2.82
rou,2002,2.3
rou,2003,2.22
rou,2004,2.03
rou,2005,2.39
rou,2006,2.44
rou,2007,2.36
rou,2008,1.84
rou,2009,1.86
rou,2010,2.48
rou,2011,1.73
rou,2012,1.67
rou,2013,1.62
rou,2014,2.27
rou,2015,2.26
rou,2016,2.12
rou,2017,2.08
rou,2018,1.98
rou,2019,2.01
rou,2020,1.8
rus,1993,7.52
rus,1994,9.97
rus,1996,10.18
rus,1997,11.85
rus,2001,10.04
rus,2002,10.15
rus,2005,10.25
rus,2007,6.83
rus,2008,8.51
rus,2009,7.46
rus,2010,4.62
rus,2011,6.72
rus,2012,6.32
rus,2013,5.86
rus,2014,4.98
rus,2015,3.13
rus,2016,3.43
rus,2017,3.48
rus,2018,3.45
rus,2019,4.07
rus,2020,4.09
rwa,1993,25.57
rwa,2000,7.37
rwa,2001,6.18
rwa,2002,19.1
rwa,2003,7.49
rwa,2005,13.67
rwa,2006,11.69
rwa,2008,12.93
rwa,2009,6.64
rwa,2010,6.8
rwa,2011,6.42
rwa,2012,6.87
rwa,2013,6.8
rwa,2014,6.76
rwa,2015,6.78
rwa,2016,7.33
rwa,2018,3.69
rwa,2019,7.82
rwa,2020,7.72
sau,1994,11.47
sau,1999,11.44
sau,2000,11.61
sau,2001,11.56
sau,2002,6.47
sau,2003,6.54
sau,2004,6.29
sau,2005,4.44
sau,2006,4.46
sau,2007,4.01
sau,2008,3.73
sau,2009,3.55
sau,2011,4.34
sau,2012,3.86
sau,2013,3.86
sau,2014,3.77
sau,2015,4.74
sau,2017,3.78
sau,2020,4.2
sdn,1996,3.93
sdn,2002,16.45
sdn,2006,10.19
sdn,2008,8.13
sdn,2009,16.01
sdn,2010,13.6
sdn,2011,13.26
sdn,2020,0
sen,2001,10.43
sen,2002,10.97
sen,2003,10.45
sen,2004,10.53
sen,2005,10.42
sen,2006,10.28
sen,2007,10.47
sen,2008,10.47
sen,2009,10.27
sen,2010,10.41
sen,2011,9.98
sen,2012,9.63
sen,2013,9.63
sen,2014,9.81
sen,2015,9.28
sen,2016,9.35
sen,2017,11.84
sen,2018,11.15
sen,2019,9.48
sen,2020,9.38
sgp,1989,0.63
sgp,1995,0
sgp,1996,0
sgp,1997,0
sgp,1998,0
sgp,1999,0
sgp,2000,0
sgp,2001,0
sgp,2002,0
sgp,2003,0
sgp,2004,0
sgp,2005,0
sgp,2006,0
sgp,2007,0
sgp,2008,0
sgp,2009,0
sgp,2010,0
sgp,2011,0
sgp,2012,0
sgp,2013,0
sgp,2014,0
sgp,2015,0
sgp,2016,0
sgp,2017,0
sgp,2018,0
sgp,2019,0
sgp,2020,0
slb,2008,8.56
slb,2015,8.51
slb,2016,8.54
slb,2017,9
slb,2018,9.3
slb,2019,10.02
slb,2020,12.01
sle,2004,13.33
sle,2006,11.66
sle,2010,9.14
sle,2011,8.92
sle,2012,9.45
sle,2020,12.34
slv,1995,8.72
slv,1996,7.3
slv,1997,6.81
slv,1998,5.6
slv,1999,5.73
slv,2000,5.95
slv,2001,6.28
slv,2002,4.65
slv,2003,6.32
slv,2004,4.38
slv,2005,7.37
slv,2006,4.6
slv,2007,5.5
slv,2008,3.42
slv,2009,2.37
slv,2010,3.6
slv,2011,3.76
slv,2012,2.42
slv,2013,2.15
slv,2014,1.78
slv,2015,1.77
slv,2017,2.2
slv,2018,2.14
slv,2019,2.15
slv,2020,1.95
srb,2001,5.7
srb,2002,8.02
srb,2005,6.83
srb,2007,6.57
srb,2008,6.61
srb,2009,4.23
srb,2010,3.47
srb,2011,2.74
srb,2013,5.77
srb,2015,1.36
srb,2016,1.38
srb,2017,1.4
srb,2018,1.4
stp,2013,9.95
stp,2014,9.92
stp,2015,9.89
stp,2016,11.54
stp,2018,9.98
stp,2019,10.63
sur,1996,18.5
sur,1999,13.96
sur,2000,11.13
sur,2007,8.79
sur,2009,9.57
sur,2010,9.57
sur,2011,9.52
sur,2012,8.81
sur,2013,8.81
sur,2018,8.97
sur,2019,8.18
sur,2020,8.18
svk,1988,4.32
svk,1989,4.57
svk,1990,5.99
svk,1991,5.39
svk,1992,4.78
svk,1993,4.47
svk,1994,4.96
svk,1995,5.3
svk,1996,3.33
svk,1997,3.1
svk,1998,2.87
svk,1999,2.85
svk,2000,2.14
svk,2001,2.82
svk,2002,2.3
svk,2003,2.22
svk,2004,2.03
svk,2005,2.39
svk,2006,2.44
svk,2007,2.36
svk,2008,1.84
svk,2009,1.86
svk,2010,2.48
svk,2011,1.73
svk,2012,1.67
svk,2013,1.62
svk,2014,2.27
svk,2015,2.26
svk,2016,2.12
svk,2017,2.08
svk,2018,1.98
svk,2019,2.01
svk,2020,1.8
svn,1988,4.32
svn,1989,4.57
svn,1990,5.99
svn,1991,5.39
svn,1992,4.78
svn,1993,4.47
svn,1994,4.96
svn,1995,5.3
svn,1996,3.33
svn,1997,3.1
svn,1998,2.87
svn,1999,2.85
svn,2000,2.14
svn,2001,2.82
svn,2002,2.3
svn,2003,2.22
svn,2004,2.03
svn,2005,2.39
svn,2006,2.44
svn,2007,2.36
svn,2008,1.84
svn,2009,1.86
svn,2010,2.48
svn,2011,1.73
svn,2012,1.67
svn,2013,1.62
svn,2014,2.27
svn,2015,2.26
svn,2016,2.12
svn,2017,2.08
svn,2018,1.98
svn,2019,2.01
svn,2020,1.8
swe,1988,4.32
swe,1989,4.57
swe,1990,5.99
swe,1991,5.39
swe,1992,4.78
swe,1993,4.47
swe,1994,4.96
swe,1995,5.3
swe,1996,3.33
swe,1997,3.1
swe,1998,2.87
swe,1999,2.85
swe,2000,2.14
swe,2001,2.82
swe,2002,2.3
swe,2003,2.22
swe,2004,2.03
swe,2005,2.39
swe,2006,2.44
swe,2007,2.36
swe,2008,1.84
swe,2009,1.86
swe,2010,2.48
swe,2011,1.73
swe,2012,1.67
swe,2013,1.62
swe,2014,2.27
swe,2015,2.26
swe,2016,2.12
swe,2017,2.08
swe,2018,1.98
swe,2019,2.01
swe,2020,1.8
swz,2001,3.71
swz,2002,9.07
swz,2004,10.85
swz,2005,9.88
swz,2006,9.56
swz,2007,8.79
swz,2008,6.78
swz,2009,14.58
swz,2010,4.81
swz,2011,10.48
swz,2012,6.06
swz,2013,0.75
swz,2014,0.84
swz,2015,1.42
swz,2016,1.56
swz,2017,0.86
swz,2018,2.06
swz,2019,2.84
swz,2020,2.84
syc,2000,25.16
syc,2001,19.46
syc,2005,11.32
syc,2006,6.71
syc,2007,6.39
syc,2015,1.23
syc,2016,1.16
syc,2017,0.27
syc,2018,0.31
