geo,time,sp_pop_dpnd
alb,1975,78.54562
alb,1976,77.07659
alb,1977,75.33607
alb,1978,73.49834
alb,1979,71.78705
alb,1980,70.29962
alb,1981,68.99513
alb,1982,67.87362
alb,1983,66.89034
alb,1984,65.97989
alb,1985,65.13036
alb,1986,64.42529
alb,1987,63.81735
alb,1988,63.2751
alb,1989,62.70437
alb,1990,61.99491
alb,1991,62.71541
alb,1992,63.31198
alb,1993,63.74301
alb,1994,64.07723
alb,1995,64.40525
alb,1996,63.3517
alb,1997,62.42452
alb,1998,61.58218
alb,1999,60.71302
alb,2000,59.72359
alb,2001,58.68645
alb,2002,57.54288
alb,2003,56.31671
alb,2004,55.07333
alb,2005,53.84997
alb,2006,52.61953
alb,2007,51.60434
alb,2008,50.75274
alb,2009,50.04408
alb,2010,49.47791
alb,2011,48.11806
alb,2012,47.03308
alb,2013,46.25666
alb,2014,45.77468
alb,2015,45.5504
alb,2016,45.64503
alb,2017,45.6821
alb,2018,45.81004
alb,2019,46.20352
alb,2020,46.93015
are,1960,92.29905
are,1961,87.19196
are,1962,81.92617
are,1963,76.96725
are,1964,72.45562
are,1965,68.40857
are,1966,64.71963
are,1967,61.71461
are,1968,59.41914
are,1969,57.78054
are,1970,56.8275
are,1971,50.72302
are,1972,46.33529
are,1973,43.59817
are,1974,42.29093
are,1975,42.12782
are,1976,40.64337
are,1977,39.9488
are,1978,40.18682
are,1979,41.00449
are,1980,41.96454
are,1981,43.37422
are,1982,44.82483
are,1983,46.42373
are,1984,48.11979
are,1985,49.75906
are,1986,50.06324
are,1987,49.90274
are,1988,49.41691
are,1989,48.65407
are,1990,47.63378
are,1991,45.95141
are,1992,44.29367
are,1993,42.67561
are,1994,41.10655
are,1995,39.64083
are,1996,38.91093
are,1997,38.15557
are,1998,37.68795
are,1999,37.47202
are,2000,37.24172
are,2001,33.21859
are,2002,29.86563
are,2003,27.22894
are,2004,25.24518
are,2005,23.8066
are,2006,20.9846
are,2007,18.95769
are,2008,17.63318
are,2009,16.75543
are,2010,16.06568
are,2011,16.50409
are,2012,16.8014
are,2013,17.0821
are,2014,17.41609
are,2015,17.78182
are,2016,18.1649
are,2017,18.39797
are,2018,18.60779
are,2019,18.86249
are,2020,19.15896
arg,1960,57.68395
arg,1961,57.78575
arg,1962,57.74699
arg,1963,57.60993
arg,1964,57.43794
arg,1965,57.2682
arg,1966,57.26145
arg,1967,57.23201
arg,1968,57.19765
arg,1969,57.17833
arg,1970,57.19398
arg,1971,57.41133
arg,1972,57.65944
arg,1973,57.94452
arg,1974,58.28115
arg,1975,58.68444
arg,1976,59.43645
arg,1977,60.28566
arg,1978,61.17202
arg,1979,61.99384
arg,1980,62.69089
arg,1981,63.61091
arg,1982,64.16986
arg,1983,64.51312
arg,1984,64.83713
arg,1985,65.2201
arg,1986,65.33091
arg,1987,65.64229
arg,1988,65.97353
arg,1989,66.07651
arg,1990,65.8606
arg,1991,65.86811
arg,1992,65.54673
arg,1993,65.018
arg,1994,64.46804
arg,1995,63.97961
arg,1996,63.5704
arg,1997,63.15466
arg,1998,62.73488
arg,1999,62.28345
arg,2000,61.7883
arg,2001,61.23717
arg,2002,60.73699
arg,2003,60.25089
arg,2004,59.73097
arg,2005,59.16316
arg,2006,58.74958
arg,2007,58.22838
arg,2008,57.66955
arg,2009,57.17998
arg,2010,56.81597
arg,2011,56.54175
arg,2012,56.37919
arg,2013,56.29227
arg,2014,56.21224
arg,2015,56.1036
arg,2016,56.10227
arg,2017,56.04636
arg,2018,55.95447
arg,2019,55.85703
arg,2020,55.76766
arm,1960,81.82779
arm,1961,84.78674
arm,1962,87.04574
arm,1963,88.59703
arm,1964,89.51042
arm,1965,89.77539
arm,1966,89.36307
arm,1967,88.14761
arm,1968,86.26644
arm,1969,83.97172
arm,1970,81.47137
arm,1971,78.13178
arm,1972,75.15616
arm,1973,72.40097
arm,1974,69.65236
arm,1975,66.85543
arm,1976,64.70091
arm,1977,62.38682
arm,1978,60.15276
arm,1979,58.26929
arm,1980,56.81278
arm,1981,55.7905
arm,1982,55.17435
arm,1983,54.85905
arm,1984,54.67539
arm,1985,54.54859
arm,1986,54.49417
arm,1987,54.52171
arm,1988,54.69895
arm,1989,55.04719
arm,1990,55.46287
arm,1991,56.49952
arm,1992,57.61915
arm,1993,58.71495
arm,1994,59.65157
arm,1995,60.35599
arm,1996,59.99678
arm,1997,59.20127
arm,1998,58.09899
arm,1999,56.91791
arm,2000,55.82847
arm,2001,54.41445
arm,2002,53.35873
arm,2003,52.4603
arm,2004,51.41254
arm,2005,50.0633
arm,2006,48.88219
arm,2007,47.36233
arm,2008,45.77507
arm,2009,44.51101
arm,2010,43.79079
arm,2011,43.4817
arm,2012,43.51397
arm,2013,43.8394
arm,2014,44.31489
arm,2015,44.83819
arm,2016,45.43114
arm,2017,46.09427
arm,2018,46.81539
arm,2019,47.60065
arm,2020,48.44553
atg,1960,89.46484
atg,1961,89.84262
atg,1962,90.28279
atg,1963,90.84178
atg,1964,91.46653
atg,1965,92.13446
atg,1966,92.32152
atg,1967,92.73013
atg,1968,93.36612
atg,1969,94.09645
atg,1970,94.50876
atg,1971,91.6895
atg,1972,89.29193
atg,1973,87.44552
atg,1974,86.12086
atg,1975,85.17063
atg,1976,82.72719
atg,1977,80.56177
atg,1978,78.88181
atg,1979,77.69491
atg,1980,76.84677
atg,1981,74.77725
atg,1982,72.92728
atg,1983,71.43214
atg,1984,70.31646
atg,1985,69.46898
atg,1986,67.74141
atg,1987,66.11666
atg,1988,64.83305
atg,1989,63.85762
atg,1990,63.25875
atg,1991,62.21807
atg,1992,61.1878
atg,1993,60.29487
atg,1994,59.61095
atg,1995,59.02186
atg,1996,57.91179
atg,1997,56.8875
atg,1998,56.01628
atg,1999,55.2474
atg,2000,54.49002
atg,2001,53.50298
atg,2002,52.63066
atg,2003,51.83788
atg,2004,51.09352
atg,2005,50.34882
atg,2006,49.62375
atg,2007,48.84244
atg,2008,48.02732
atg,2009,47.20667
atg,2010,46.40754
atg,2011,46.01227
atg,2012,45.51659
atg,2013,45.02076
atg,2014,44.62135
atg,2015,44.36473
atg,2016,44.44054
atg,2017,44.52421
atg,2018,44.67836
atg,2019,44.94776
atg,2020,45.31317
aus,1960,63.37708
aus,1961,63.62505
aus,1962,63.41542
aus,1963,62.91714
aus,1964,62.3736
aus,1965,61.91548
aus,1966,61.42303
aus,1967,60.96959
aus,1968,60.59949
aus,1969,60.23052
aus,1970,59.74354
aus,1971,59.29121
aus,1972,58.8298
aus,1973,58.33439
aus,1974,57.74629
aus,1975,57.03322
aus,1976,56.67461
aus,1977,55.95412
aus,1978,55.07149
aus,1979,54.27347
aus,1980,53.66751
aus,1981,52.8122
aus,1982,52.3061
aus,1983,51.99707
aus,1984,51.65659
aus,1985,51.20214
aus,1986,51.02335
aus,1987,50.60888
aus,1988,50.10822
aus,1989,49.73954
aus,1990,49.58453
aus,1991,49.56553
aus,1992,49.7429
aus,1993,50.00915
aus,1994,50.19028
aus,1995,50.21196
aus,1996,50.25004
aus,1997,50.15422
aus,1998,49.97813
aus,1999,49.81679
aus,2000,49.71427
aus,2001,49.41451
aus,2002,49.14674
aus,2003,48.91322
aus,2004,48.70897
aus,2005,48.55723
aus,2006,48.18526
aus,2007,47.8908
aus,2008,47.74598
aus,2009,47.77266
aus,2010,47.94845
aus,2011,48.51375
aus,2012,49.06719
aus,2013,49.64058
aus,2014,50.2597
aus,2015,50.92506
aus,2016,51.72993
aus,2017,52.59967
aus,2018,53.48509
aus,2019,54.31301
aus,2020,55.05194
aut,1960,52.40305
aut,1961,53.37184
aut,1962,54.29283
aut,1963,55.24882
aut,1964,56.30932
aut,1965,57.47506
aut,1966,58.7219
aut,1967,59.9908
aut,1968,61.18798
aut,1969,62.14351
aut,1970,62.74848
aut,1971,63.15675
aut,1972,63.16496
aut,1973,62.8135
aut,1974,62.19597
aut,1975,61.37343
aut,1976,60.55401
aut,1977,59.65388
aut,1978,58.58025
aut,1979,57.21778
aut,1980,55.56107
aut,1981,53.95232
aut,1982,52.13578
aut,1983,50.32339
aut,1984,48.77363
aut,1985,47.61352
aut,1986,47.11146
aut,1987,46.78799
aut,1988,46.63642
aut,1989,46.62798
aut,1990,46.73899
aut,1991,47.12977
aut,1992,47.7069
aut,1993,48.35711
aut,1994,48.85573
aut,1995,49.04738
aut,1996,49.11948
aut,1997,48.83605
aut,1998,48.32862
aut,1999,47.84383
aut,2000,47.52973
aut,2001,47.32556
aut,2002,47.27442
aut,2003,47.33293
aut,2004,47.39871
aut,2005,47.4254
aut,2006,47.60522
aut,2007,47.75236
aut,2008,47.87871
aut,2009,48.01584
aut,2010,48.18119
aut,2011,48.31324
aut,2012,48.45843
aut,2013,48.64842
aut,2014,48.88429
aut,2015,49.16569
aut,2016,49.43171
aut,2017,49.67259
aut,2018,49.92394
aut,2019,50.23466
aut,2020,50.63912
aze,1960,81.53974
aze,1961,85.2506
aze,1962,89.12543
aze,1963,92.74587
aze,1964,95.56077
aze,1965,97.26151
aze,1966,99.11734
aze,1967,99.51644
aze,1968,98.83459
aze,1969,97.61534
aze,1970,96.10503
aze,1971,93.92573
aze,1972,91.66878
aze,1973,89.16169
aze,1974,86.19427
aze,1975,82.79177
aze,1976,79.60407
aze,1977,76.1806
aze,1978,72.71256
aze,1979,69.46456
aze,1980,66.58605
aze,1981,64.32909
aze,1982,62.44306
aze,1983,60.93796
aze,1984,59.80057
aze,1985,59.0171
aze,1986,59.07187
aze,1987,59.35384
aze,1988,59.77841
aze,1989,60.29577
aze,1990,60.88491
aze,1991,61.85035
aze,1992,62.6614
aze,1993,63.28855
aze,1994,63.67213
aze,1995,63.73643
aze,1996,63.3674
aze,1997,62.64345
aze,1998,61.58279
aze,1999,60.25194
aze,2000,58.72418
aze,2001,56.83474
aze,2002,55.00385
aze,2003,53.11963
aze,2004,51.06441
aze,2005,48.84358
aze,2006,46.97756
aze,2007,44.99449
aze,2008,43.08669
aze,2009,41.49127
aze,2010,40.31861
aze,2011,39.711
aze,2012,39.45826
aze,2013,39.5168
aze,2014,39.75419
aze,2015,40.07646
aze,2016,40.79125
aze,2017,41.39742
aze,2018,41.97438
aze,2019,42.62956
aze,2020,43.38339
bdi,1960,87.81575
bdi,1961,88.96087
bdi,1962,90.38501
bdi,1963,91.80715
bdi,1964,92.78754
bdi,1965,93.16333
bdi,1966,94.49428
bdi,1967,95.07125
bdi,1968,95.07708
bdi,1969,94.75077
bdi,1970,94.15352
bdi,1971,95.01028
bdi,1972,95.45113
bdi,1973,95.49631
bdi,1974,95.25865
bdi,1975,94.89389
bdi,1976,94.28201
bdi,1977,93.57286
bdi,1978,92.8667
bdi,1979,92.20973
bdi,1980,91.65226
bdi,1981,92.76902
bdi,1982,93.68328
bdi,1983,94.56579
bdi,1984,95.54889
bdi,1985,96.6286
bdi,1986,98.32947
bdi,1987,99.89046
bdi,1988,101.22008
bdi,1989,102.17529
bdi,1990,102.70979
bdi,1991,105.77928
bdi,1992,108.24391
bdi,1993,110.1225
bdi,1994,111.42513
bdi,1995,112.09413
bdi,1996,112.70948
bdi,1997,112.84867
bdi,1998,112.50749
bdi,1999,111.78968
bdi,2000,110.83803
bdi,2001,107.93566
bdi,2002,105.03975
bdi,2003,102.22516
bdi,2004,99.54538
bdi,2005,97.06057
bdi,2006,95.22761
bdi,2007,93.47542
bdi,2008,91.91651
bdi,2009,90.66561
bdi,2010,89.75757
bdi,2011,89.79059
bdi,2012,89.95377
bdi,2013,90.23473
bdi,2014,90.57073
bdi,2015,90.89993
bdi,2016,91.19375
bdi,2017,91.3592
bdi,2018,91.3825
bdi,2019,91.2512
bdi,2020,90.95653
bel,1960,54.7612
bel,1961,55.76312
bel,1962,56.37672
bel,1963,56.71819
bel,1964,57.00579
bel,1965,57.33978
bel,1966,57.85499
bel,1967,58.26311
bel,1968,58.56495
bel,1969,58.72374
bel,1970,58.71731
bel,1971,58.63299
bel,1972,58.44265
bel,1973,58.11194
bel,1974,57.60366
bel,1975,56.91847
bel,1976,56.43488
bel,1977,55.79125
bel,1978,54.98297
bel,1979,54.00536
bel,1980,52.87431
bel,1981,51.8123
bel,1982,50.64461
bel,1983,49.51347
bel,1984,48.59008
bel,1985,47.96792
bel,1986,47.91383
bel,1987,48.06749
bel,1988,48.36896
bel,1989,48.72303
bel,1990,49.07035
bel,1991,49.47159
bel,1992,49.89073
bel,1993,50.32304
bel,1994,50.73649
bel,1995,51.09892
bel,1996,51.55805
bel,1997,51.89624
bel,1998,52.13715
bel,1999,52.33252
bel,2000,52.51412
bel,2001,52.54968
bel,2002,52.60376
bel,2003,52.65243
bel,2004,52.63625
bel,2005,52.53465
bel,2006,52.46878
bel,2007,52.27737
bel,2008,52.05598
bel,2009,51.94256
bel,2010,52.01443
bel,2011,52.32871
bel,2012,52.74426
bel,2013,53.2369
bel,2014,53.73739
bel,2015,54.19361
bel,2016,54.77135
bel,2017,55.32908
bel,2018,55.87047
bel,2019,56.4083
bel,2020,56.95681
ben,1960,77.1586
ben,1961,78.43438
ben,1962,79.6739
ben,1963,80.84826
ben,1964,81.84804
ben,1965,82.61617
ben,1966,84.29915
ben,1967,85.65254
ben,1968,86.73541
ben,1969,87.62519
ben,1970,88.36515
ben,1971,89.83719
ben,1972,91.00401
ben,1973,91.91099
ben,1974,92.60247
ben,1975,93.11396
ben,1976,94.2125
ben,1977,95.038
ben,1978,95.62972
ben,1979,96.0152
ben,1980,96.21962
ben,1981,97.01476
ben,1982,97.48932
ben,1983,97.72041
ben,1984,97.78817
ben,1985,97.73642
ben,1986,98.22562
ben,1987,98.4793
ben,1988,98.53581
ben,1989,98.42618
ben,1990,98.181
ben,1991,97.98573
ben,1992,97.57319
ben,1993,97.00466
ben,1994,96.31384
ben,1995,95.51293
ben,1996,95.52607
ben,1997,95.31018
ben,1998,94.91563
ben,1999,94.39541
ben,2000,93.78369
ben,2001,93.43001
ben,2002,92.91309
ben,2003,92.27874
ben,2004,91.57105
ben,2005,90.81993
ben,2006,90.64111
ben,2007,90.37479
ben,2008,90.01169
ben,2009,89.53578
ben,2010,88.94985
ben,2011,88.61362
ben,2012,88.11036
ben,2013,87.49151
ben,2014,86.81144
ben,2015,86.09778
ben,2016,85.53458
ben,2017,84.88569
ben,2018,84.16643
ben,2019,83.38665
ben,2020,82.55852
bfa,1960,77.46786
bfa,1961,78.62635
bfa,1962,79.47512
bfa,1963,80.09519
bfa,1964,80.58524
bfa,1965,81.00193
bfa,1966,82.25153
bfa,1967,83.346
bfa,1968,84.26929
bfa,1969,84.96608
bfa,1970,85.41131
bfa,1971,86.7878
bfa,1972,87.75361
bfa,1973,88.41937
bfa,1974,88.9501
bfa,1975,89.43839
bfa,1976,90.87289
bfa,1977,92.21354
bfa,1978,93.41638
bfa,1979,94.40322
bfa,1980,95.15253
bfa,1981,96.73432
bfa,1982,97.8871
bfa,1983,98.73131
bfa,1984,99.39975
bfa,1985,99.93418
bfa,1986,100.95395
bfa,1987,101.67535
bfa,1988,102.12037
bfa,1989,102.28447
bfa,1990,102.16778
bfa,1991,102.40889
bfa,1992,102.34306
bfa,1993,102.00391
bfa,1994,101.4302
bfa,1995,100.6664
bfa,1996,100.56532
bfa,1997,100.17244
bfa,1998,99.58256
bfa,1999,98.8939
bfa,2000,98.15604
bfa,2001,98.0738
bfa,2002,97.80358
bfa,2003,97.39284
bfa,2004,96.8861
bfa,2005,96.31618
bfa,2006,96.32752
bfa,2007,96.17548
bfa,2008,95.88483
bfa,2009,95.45756
bfa,2010,94.8986
bfa,2011,94.71653
bfa,2012,94.29815
bfa,2013,93.70964
bfa,2014,93.01487
bfa,2015,92.24046
bfa,2016,91.56125
bfa,2017,90.80387
bfa,2018,89.95179
bfa,2019,88.98271
bfa,2020,87.90397
bgd,1960,80.985
bgd,1961,82.26794
bgd,1962,83.15313
bgd,1963,83.82121
bgd,1964,84.51283
bgd,1965,85.33066
bgd,1966,86.73161
bgd,1967,88.14009
bgd,1968,89.435
bgd,1969,90.34414
bgd,1970,90.66803
bgd,1971,91.40114
bgd,1972,91.86516
bgd,1973,92.07537
bgd,1974,92.18945
bgd,1975,92.33059
bgd,1976,92.85008
bgd,1977,92.94941
bgd,1978,92.74306
bgd,1979,92.27213
bgd,1980,91.56469
bgd,1981,91.35034
bgd,1982,90.72872
bgd,1983,89.83655
bgd,1984,88.82756
bgd,1985,87.77157
bgd,1986,87.0175
bgd,1987,86.15717
bgd,1988,85.16958
bgd,1989,83.99122
bgd,1990,82.6045
bgd,1991,81.519
bgd,1992,80.24871
bgd,1993,78.84361
bgd,1994,77.36637
bgd,1995,75.8558
bgd,1996,74.5328
bgd,1997,73.16887
bgd,1998,71.77915
bgd,1999,70.36954
bgd,2000,68.95066
bgd,2001,67.84171
bgd,2002,66.67371
bgd,2003,65.47281
bgd,2004,64.2628
bgd,2005,63.04818
bgd,2006,62.13691
bgd,2007,61.18089
bgd,2008,60.18654
bgd,2009,59.16623
bgd,2010,58.12468
bgd,2011,56.95039
bgd,2012,55.82699
bgd,2013,54.71881
bgd,2014,53.57867
bgd,2015,52.39587
bgd,2016,51.26002
bgd,2017,50.0917
bgd,2018,48.9523
bgd,2019,47.91743
bgd,2020,47.01892
bgr,1960,50.7584
bgr,1961,50.4779
bgr,1962,50.00505
bgr,1963,49.42878
bgr,1964,48.90199
bgr,1965,48.50209
bgr,1966,48.27843
bgr,1967,48.12783
bgr,1968,48.05373
bgr,1969,48.04374
bgr,1970,48.09813
bgr,1971,48.31663
bgr,1972,48.55692
bgr,1973,48.83572
bgr,1974,49.16737
bgr,1975,49.54843
bgr,1976,50.14343
bgr,1977,50.74961
bgr,1978,51.26921
bgr,1979,51.54737
bgr,1980,51.50873
bgr,1981,51.32109
bgr,1982,50.76293
bgr,1983,50.04688
bgr,1984,49.47549
bgr,1985,49.20486
bgr,1986,49.20343
bgr,1987,49.54997
bgr,1988,50.0365
bgr,1989,50.35972
bgr,1990,50.36094
bgr,1991,50.61233
bgr,1992,50.47506
bgr,1993,50.07436
bgr,1994,49.63692
bgr,1995,49.29065
bgr,1996,48.96239
bgr,1997,48.71641
bgr,1998,48.48879
bgr,1999,48.14259
bgr,2000,47.6116
bgr,2001,47.12212
bgr,2002,46.55594
bgr,2003,45.94038
bgr,2004,45.35058
bgr,2005,44.85853
bgr,2006,44.91258
bgr,2007,44.9836
bgr,2008,45.15917
bgr,2009,45.53373
bgr,2010,46.1454
bgr,2011,47.22122
bgr,2012,48.40272
bgr,2013,49.67037
bgr,2014,50.95644
bgr,2015,52.18977
bgr,2016,53.24666
bgr,2017,54.32655
bgr,2018,55.32142
bgr,2019,56.09962
bgr,2020,56.61069
bhr,1960,79.48352
bhr,1961,83.03409
bhr,1962,85.99605
bhr,1963,89.01209
bhr,1964,92.20817
bhr,1965,94.97155
bhr,1966,93.35309
bhr,1967,92.02554
bhr,1968,91.1026
bhr,1969,90.39949
bhr,1970,89.75991
bhr,1971,86.67102
bhr,1972,82.66612
bhr,1973,78.52101
bhr,1974,74.93976
bhr,1975,72.1868
bhr,1976,68.10693
bhr,1977,64.82668
bhr,1978,62.19789
bhr,1979,59.92424
bhr,1980,57.8198
bhr,1981,57.11934
bhr,1982,56.77356
bhr,1983,56.67461
bhr,1984,56.69136
bhr,1985,56.71291
bhr,1986,56.47161
bhr,1987,55.87581
bhr,1988,55.19636
bhr,1989,54.46542
bhr,1990,53.54538
bhr,1991,53.10605
bhr,1992,52.18702
bhr,1993,50.96654
bhr,1994,49.65336
bhr,1995,48.4713
bhr,1996,48.23436
bhr,1997,47.87518
bhr,1998,47.75525
bhr,1999,47.96271
bhr,2000,48.35475
bhr,2001,45.89016
bhr,2002,43.65919
bhr,2003,41.76034
bhr,2004,40.15065
bhr,2005,38.74369
bhr,2006,35.81225
bhr,2007,33.44738
bhr,2008,31.58535
bhr,2009,30.08993
bhr,2010,28.85159
bhr,2011,29.0296
bhr,2012,29.21067
bhr,2013,29.47583
bhr,2014,29.8193
bhr,2015,30.16412
bhr,2016,29.42036
bhr,2017,28.55748
bhr,2018,27.68239
bhr,2019,26.96403
bhr,2020,26.47585
bhs,1960,85.80177
bhs,1961,85.62491
bhs,1962,85.80087
bhs,1963,86.37668
bhs,1964,87.11777
bhs,1965,87.73289
bhs,1966,86.81292
bhs,1967,85.67032
bhs,1968,84.62255
bhs,1969,83.94119
bhs,1970,83.64922
bhs,1971,81.47986
bhs,1972,80.52759
bhs,1973,80.20173
bhs,1974,79.72232
bhs,1975,78.70185
bhs,1976,77.64762
bhs,1977,75.60428
bhs,1978,73.16591
bhs,1979,71.10735
bhs,1980,69.74223
bhs,1981,67.64717
bhs,1982,66.62908
bhs,1983,66.16837
bhs,1984,65.51101
bhs,1985,64.332
bhs,1986,63.64844
bhs,1987,62.16694
bhs,1988,60.33681
bhs,1989,58.8523
bhs,1990,57.99414
bhs,1991,57.00236
bhs,1992,56.80436
bhs,1993,56.99624
bhs,1994,56.92587
bhs,1995,56.29581
bhs,1996,56.21493
bhs,1997,55.51545
bhs,1998,54.47176
bhs,1999,53.58256
bhs,2000,53.1192
bhs,2001,52.46084
bhs,2002,52.0623
bhs,2003,51.80028
bhs,2004,51.53486
bhs,2005,51.26306
bhs,2006,50.80154
bhs,2007,50.55467
bhs,2008,50.29979
bhs,2009,49.87953
bhs,2010,49.24816
bhs,2011,48.4361
bhs,2012,47.40467
bhs,2013,46.25696
bhs,2014,45.17082
bhs,2015,44.26359
bhs,2016,43.32421
bhs,2017,42.72415
bhs,2018,42.33367
bhs,2019,41.96269
bhs,2020,41.54165
bih,1960,70.74495
bih,1961,71.005
bih,1962,70.99686
bih,1963,70.66353
bih,1964,70.0383
bih,1965,69.16543
bih,1966,69.03873
bih,1967,68.31099
bih,1968,67.21487
bih,1969,66.1006
bih,1970,65.15066
bih,1971,64.06692
bih,1972,63.33824
bih,1973,62.69973
bih,1974,61.79777
bih,1975,60.50535
bih,1976,59.26
bih,1977,57.68991
bih,1978,55.94119
bih,1979,54.25184
bih,1980,52.7423
bih,1981,51.15076
bih,1982,49.78388
bih,1983,48.59258
bih,1984,47.48136
bih,1985,46.42022
bih,1986,45.75089
bih,1987,45.19233
bih,1988,44.77598
bih,1989,44.52667
bih,1990,44.3939
bih,1991,44.31863
bih,1992,44.40091
bih,1993,44.59793
bih,1994,44.91706
bih,1995,45.42169
bih,1996,45.57537
bih,1997,45.79888
bih,1998,46.06566
bih,1999,46.28656
bih,2000,46.38559
bih,2001,46.58492
bih,2002,46.54752
bih,2003,46.29414
bih,2004,45.8926
bih,2005,45.38725
bih,2006,44.62121
bih,2007,43.94989
bih,2008,43.34969
bih,2009,42.77108
bih,2010,42.2408
bih,2011,42.33922
bih,2012,42.24708
bih,2013,42.04301
bih,2014,41.9951
bih,2015,42.29228
bih,2016,42.85641
bih,2017,43.97906
bih,2018,45.42609
bih,2019,46.83193
bih,2020,48.0127
blr,1960,59.36274
blr,1961,60.86098
blr,1962,61.82491
blr,1963,62.36374
blr,1964,62.69824
blr,1965,62.92238
blr,1966,62.71237
blr,1967,62.40838
blr,1968,61.91835
blr,1969,61.15571
blr,1970,60.13652
blr,1971,58.74915
blr,1972,57.48644
blr,1973,56.35574
blr,1974,55.3355
blr,1975,54.38931
blr,1976,53.76863
blr,1977,52.9639
blr,1978,52.054
blr,1979,51.18761
blr,1980,50.46354
blr,1981,49.82492
blr,1982,49.36618
