geo,time,fm_ast_prvt_zg_m3
che,1994,4.76521
che,1995,3.95289
che,1996,-0.7692
che,1997,3.47734
che,1998,1.87168
che,1999,7.24786
che,2000,-1.18289
che,2001,-1.50983
che,2002,0.35466
che,2003,4.13532
che,2004,4.72026
che,2005,7.03376
che,2006,9.97751
che,2007,10.09825
che,2008,-1.15338
che,2009,5.08383
che,2010,3.04522
che,2011,3.65792
che,2012,5.11801
che,2013,2.67584
che,2014,2.17023
che,2015,1.23739
che,2016,3.37259
chl,1962,27.44253
chl,1963,15.39519
chl,1964,37.04319
chl,1965,27.18391
chl,1966,32.19146
chl,1967,21.26131
chl,1968,26.22849
chl,1969,19.67118
chl,1970,22.01284
chl,1971,24.65507
chl,1972,36.0066
chl,1973,72.73954
chl,1974,157.27612
chl,1975,194.90491
chl,1976,339.54625
chl,1977,138.65935
chl,1978,156.43446
chl,1979,135.66038
chl,1980,119.27519
chl,1981,56.66245
chl,1982,96.75579
chl,1983,28.04881
chl,1984,72.27072
chl,1985,39.09318
chl,1986,28.14138
chl,1987,36.08022
chl,1988,30.5403
chl,1989,22.75604
chl,1990,21.65599
chl,1991,28.25495
chl,1992,38.96689
chl,1993,36.51918
chl,1994,21.95598
chl,1995,34.93992
chl,1996,27.10539
chl,1997,23.41891
chl,1998,12.37121
chl,1999,8.26799
chl,2000,17.69996
chl,2001,12.34876
chl,2002,6.09868
chl,2003,4.65591
chl,2004,12.26436
chl,2005,13.60416
chl,2006,13.98227
chl,2007,18.08577
chl,2008,8.25301
chl,2009,-1.6492
chl,2010,8.16497
chl,2011,15.79943
chl,2012,10.96341
chl,2013,10.00194
chl,2014,10.37078
chl,2015,9.61797
chl,2016,4.66286
chl,2017,4.37737
chl,2018,9.88641
chl,2019,10.40166
chl,2020,4.12221
chn,1978,21.74977
chn,1979,21.31055
chn,1980,28.21961
chn,1981,20.96822
chn,1982,14.54214
chn,1983,16.71889
chn,1984,36.43837
chn,1985,44.5519
chn,1986,38.16283
chn,1987,25.47806
chn,1988,21.74454
chn,1989,21.04019
chn,1990,26.4827
chn,1991,21.63344
chn,1992,21.74322
chn,1993,45.5439
chn,1994,20.18677
chn,1995,21.05869
chn,1996,20.72551
chn,1997,16.90476
chn,1998,13.62269
chn,1999,9.80318
chn,2000,9.47284
chn,2001,7.77036
chn,2002,13.43729
chn,2003,16.77384
chn,2004,9.14666
chn,2005,7.21955
chn,2006,10.61175
chn,2007,13.36457
chn,2008,9.89409
chn,2009,22.71689
chn,2010,14.43313
chn,2011,10.88046
chn,2012,11.00493
chn,2013,10.48221
chn,2014,9.58398
chn,2015,12.1011
chn,2016,8.25502
chn,2017,7.91514
chn,2018,9.66444
chn,2019,10.08766
chn,2020,11.36622
civ,1963,21.90057
civ,1964,29.70815
civ,1965,-5.25359
civ,1966,7.04052
civ,1967,12.23355
civ,1968,18.4441
civ,1969,18.66556
civ,1970,14.82811
civ,1971,17.48455
civ,1972,18.33333
civ,1973,34.5681
civ,1974,46.22406
civ,1975,21.85386
civ,1976,39.44226
civ,1977,60.66333
civ,1978,17.0661
civ,1979,16.37867
civ,1980,15.97075
civ,1981,13.85652
civ,1982,10.2134
civ,1983,11.96656
civ,1984,-1.83395
civ,1985,-2.56563
civ,1986,0.70095
civ,1987,7.89625
civ,1988,0.00548
civ,1989,-4.63544
civ,1990,-3.89357
civ,1991,-0.80284
civ,1992,-14.11823
civ,1993,-5.99576
civ,1994,-5.0128
civ,1995,13.30468
civ,1996,1.58244
civ,1997,8.79717
civ,1998,1.07512
civ,1999,-5.05436
civ,2000,2.91221
civ,2001,0.81748
civ,2002,2.60142
civ,2003,-4.2641
civ,2004,3.92442
civ,2005,-3.07865
civ,2006,12.58328
civ,2007,16.94934
civ,2008,5.99568
civ,2009,6.96117
civ,2010,7.02549
civ,2011,0.36123
civ,2012,5.77067
civ,2013,10.35641
civ,2014,9.90263
civ,2015,16.57017
civ,2016,7.55142
civ,2017,10.20025
civ,2018,4.61459
civ,2019,4.86835
civ,2020,6.73051
cmr,1961,7.35004
cmr,1962,26.67365
cmr,1963,18.89452
cmr,1964,16.17779
cmr,1965,2.4166
cmr,1966,11.18113
cmr,1967,15.5754
cmr,1968,2.17145
cmr,1969,13.37018
cmr,1970,13.47742
cmr,1971,6.31225
cmr,1972,18.00846
cmr,1973,12.44678
cmr,1974,34.3475
cmr,1975,26.6042
cmr,1976,27.16406
cmr,1977,44.84395
cmr,1978,33.3917
cmr,1979,26.46359
cmr,1980,35.22472
cmr,1981,44.70679
cmr,1982,28.93876
cmr,1983,26.55478
cmr,1984,-0.42529
cmr,1985,9.65725
cmr,1986,12.30345
cmr,1987,3.37525
cmr,1988,-18.3043
cmr,1989,-1.16939
cmr,1990,0.49497
cmr,1991,-0.2732
cmr,1992,-66.76947
cmr,1993,-5.19402
cmr,1994,0.13275
cmr,1995,0.26842
cmr,1996,2.23577
cmr,1997,-6.47561
cmr,1998,11.66995
cmr,1999,7.06612
cmr,2000,7.40211
cmr,2001,8.45782
cmr,2002,6.43132
cmr,2003,5.53733
cmr,2004,0.86769
cmr,2005,6.68513
cmr,2006,1.61213
cmr,2007,3.97477
cmr,2008,10.88095
cmr,2009,6.16598
cmr,2010,9.13315
cmr,2011,12.53047
cmr,2012,4.79577
cmr,2013,9.04656
cmr,2014,10.0478
cmr,2015,6.81368
cmr,2016,4.70861
cmr,2017,1.72216
cmr,2018,7.48355
cod,1964,6.74157
cod,1965,1.24771
cod,1966,4.13173
cod,1967,6.59614
cod,1968,2.16965
cod,1969,3.9622
cod,1970,8.55042
cod,1971,6.16036
cod,1972,14.18485
cod,1973,15.89617
cod,1974,24.27468
cod,1975,12.56033
cod,1976,13.31493
cod,1977,19.89861
cod,1978,10.25652
cod,1979,10.9384
cod,1980,13.80897
cod,1981,5.25382
cod,1982,12.98722
cod,1983,10.83528
cod,1984,1.64912
cod,1985,5.82922
cod,1986,20.8991
cod,1987,34.97144
cod,1988,19.84933
cod,1989,16.75386
cod,1990,18.02071
cod,1991,104.40372
cod,1992,223.49394
cod,1993,110.69091
cod,1994,885.32688
cod,1995,59.59825
cod,2001,4.24348
cod,2002,4.2846
cod,2003,15.82786
cod,2004,14.15694
cod,2005,11.06659
cod,2006,28.37351
cod,2007,21.87074
cod,2008,53.38384
cod,2009,26.44189
cod,2010,-4.96852
cod,2011,11.55165
cod,2012,14.20254
cod,2013,9.65492
cod,2014,9.3909
cod,2015,7.78647
cod,2016,13.13147
cod,2017,5.13011
cod,2018,20.36222
cod,2019,6.7008
cog,1961,16.99092
cog,1962,-4.49827
cog,1963,18.23204
cog,1964,10.24735
cog,1965,-6.22711
cog,1966,10.11827
cog,1967,8.49282
cog,1968,-0.31633
cog,1969,3.7938
cog,1970,5.99715
cog,1971,13.40191
cog,1972,11.85161
cog,1973,15.09143
cog,1974,14.86923
cog,1975,26.96012
cog,1976,25.90925
cog,1977,9.13429
cog,1978,1.4153
cog,1979,16.61905
cog,1980,23.06857
cog,1981,61.99958
cog,1982,39.86923
cog,1983,17.77962
cog,1984,24.82297
cog,1985,16.73651
cog,1986,1.09401
cog,1987,-12.07515
cog,1988,-57.02193
cog,1989,3.95596
cog,1990,5.26198
cog,1991,2.07702
cog,1992,-0.40844
cog,1993,-33.28683
cog,1994,7.72939
cog,1995,6.3164
cog,1996,7.79466
cog,1997,4.58048
cog,1998,2.71841
cog,1999,26.14259
cog,2000,-22.95457
cog,2001,-2.77612
cog,2002,-16.90604
cog,2003,5.08246
cog,2004,-0.70902
cog,2005,1.74622
cog,2006,1.72656
cog,2007,1.03787
cog,2008,10.47447
cog,2009,5.80795
cog,2010,16.48048
cog,2011,10.51124
cog,2012,7.65661
cog,2013,5.355
cog,2014,8.98298
cog,2015,5.22134
cog,2016,1.90441
cog,2017,-4.06762
cog,2018,-1.04443
cog,2019,-4.39001
col,1961,22.79546
col,1962,13.89549
col,1963,18.82075
col,1964,12.89593
col,1965,13.2968
col,1966,24.79536
col,1967,18.16291
col,1968,26.70829
col,1969,28.70499
col,1970,23.05302
col,1971,9.53579
col,1972,13.76781
col,1973,12.51703
col,1974,94.51797
col,1975,33.26552
col,1976,30.90205
col,1977,30.46032
col,1978,29.37635
col,1979,28.65246
col,1980,51.3914
col,1981,37.32272
col,1982,32.2225
col,1983,33.99904
col,1984,31.15048
col,1985,26.21874
col,1988,20.09193
col,1991,18.28284
col,1992,35.63032
col,1993,46.32266
col,1994,40.31172
col,1995,34.31257
col,1996,25.71315
col,1997,26.20634
col,1998,12.1911
col,1999,-3.23005
col,2000,-8.26737
col,2001,10.76158
col,2002,5.16449
col,2003,6.82719
col,2004,14.66929
col,2005,9.65514
col,2006,26.22481
col,2007,21.66141
col,2008,12.71142
col,2009,0.81786
col,2010,13.6364
col,2011,19.56924
col,2012,14.32498
col,2013,10.6625
col,2014,12.77724
col,2015,15.28757
col,2016,7.35655
col,2017,12.3056
col,2018,6.909
col,2019,11.99631
col,2020,-0.8278
com,1983,14.89295
com,1984,21.47573
com,1985,-40.47323
com,1986,6.89241
com,1987,8.64411
com,1988,19.20481
com,1989,-4.09661
com,1990,18.43729
com,1991,4.29309
com,1992,2.08764
com,1993,-7.07606
com,1994,-1.29062
com,1995,4.564
com,1996,-15.63894
com,1997,8.68772
com,1998,-7.90791
com,1999,10.42287
com,2000,4.78661
com,2001,-3.39513
com,2002,3.56515
com,2003,5.75137
com,2004,-5.09792
com,2005,9.05739
com,2006,0.18342
com,2007,4.41062
com,2008,9.17326
com,2009,16.9083
com,2010,12.60348
com,2011,4.54883
com,2012,11.40997
com,2013,6.77573
com,2014,5.6462
com,2015,10.04047
com,2016,4.30379
com,2017,3.63586
com,2018,0.69933
com,2019,2.31953
com,2020,-1.54272
cpv,1977,-0.54586
cpv,1978,9.51221
cpv,1979,10.94753
cpv,1980,-1.48592
cpv,1981,10.55771
cpv,1982,3.54351
cpv,1983,13.50606
cpv,1984,4.55848
cpv,1985,16.96058
cpv,1986,9.00806
cpv,1987,13.29635
cpv,1988,-13.9447
cpv,1989,13.74117
cpv,1990,13.15669
cpv,1991,6.94427
cpv,1992,11.21297
cpv,1993,15.86779
cpv,1994,0.32386
cpv,1995,12.54594
cpv,1996,3.31584
cpv,1997,12.66113
cpv,1998,5.69709
cpv,1999,28.16949
cpv,2000,1.50281
cpv,2001,-10.48278
cpv,2002,6.92752
cpv,2003,6.99249
cpv,2004,4.80652
cpv,2005,4.21938
cpv,2006,13.79134
cpv,2007,13.89975
cpv,2008,15.73072
cpv,2009,8.17247
cpv,2010,6.69822
cpv,2011,10.30037
cpv,2012,-0.46126
cpv,2013,1.58448
cpv,2014,-0.66956
cpv,2015,0.24229
cpv,2016,2.23555
cpv,2017,3.89735
cpv,2018,1.26583
cpv,2019,2.18706
cpv,2020,3.08946
cri,1961,3.96797
cri,1962,4.57959
cri,1963,14.30423
cri,1964,21.22545
cri,1965,16.23465
cri,1966,1.85564
cri,1967,10.07194
cri,1968,5.59376
cri,1969,9.15809
cri,1970,19.24557
cri,1971,35.61086
cri,1972,14.0287
cri,1973,10.64586
cri,1974,41.77584
cri,1975,36.25918
cri,1976,20.75025
cri,1977,15.74467
cri,1978,19.27449
cri,1979,14.33934
cri,1980,8.59446
cri,1981,10.06029
cri,1982,15.29939
cri,1983,22.66686
cri,1984,8.44328
cri,1985,7.75566
cri,1986,8.43653
cri,1987,10.60042
cri,1988,7.57296
cri,1989,4.95736
cri,1990,7.52825
cri,1991,6.32484
cri,1992,15.53793
cri,1993,13.95464
cri,1994,8.15367
cri,1995,-1.38174
cri,1996,19.56701
cri,1997,12.94234
cri,1998,53.76121
cri,1999,46.07189
cri,2000,38.59709
cri,2001,37.00699
cri,2002,15.12044
cri,2003,14.00902
cri,2004,12.99797
cri,2005,19.89099
cri,2006,19.01649
cri,2007,26.79586
cri,2008,25.36642
cri,2009,3.8871
cri,2010,3.61734
cri,2011,11.73866
cri,2012,12.30444
cri,2013,11.62344
cri,2014,17.04632
cri,2015,11.83621
cri,2016,13.76124
cri,2017,9.97715
cri,2018,7.93055
cri,2019,-2.96581
cri,2020,4.14914
cze,1994,24.63199
cze,1995,15.78387
cze,1996,11.13597
cze,1997,9.82346
cze,1998,-4.06668
cze,1999,-5.36735
cze,2000,-7.00173
cze,2001,-7.96851
cze,2002,-19.92899
cze,2003,3.51585
cze,2004,6.80786
cze,2005,10.36539
cze,2006,12.93289
cze,2007,14.54226
cze,2008,10.70011
cze,2009,1.14313
cze,2010,2.63608
cze,2011,4.09805
cze,2012,2.01834
cze,2013,2.56803
cze,2014,1.67542
cze,2015,4.27032
cze,2016,4.38666
cze,2017,3.98113
cze,2018,4.15246
cze,2019,2.98714
cze,2020,2.4746
dji,1985,10.33038
dji,1986,5.6338
dji,1987,-0.10926
dji,1988,1.31393
dji,1989,2.58038
dji,1990,-3.47341
dji,1991,-1.83599
dji,1992,-0.76303
dji,1993,-3.76076
dji,1994,1.14705
dji,1995,7.2974
dji,1996,1.6197
dji,1997,-0.61411
dji,1998,6.24945
dji,1999,-26.9985
dji,2000,7.53926
dji,2001,-8.58234
dji,2002,-2.24257
dji,2003,-1.01189
dji,2004,0.03114
dji,2005,0.33182
dji,2006,2.35013
dji,2007,5.83124
dji,2008,7.85523
dji,2009,8.05274
dji,2010,6.99434
dji,2011,0.88294
dji,2012,0.85413
dji,2013,5.27118
dji,2014,3.12987
dji,2015,2.61636
dji,2016,0.39532
dji,2017,3.0719
dji,2018,2.17555
dji,2019,3.05417
dji,2020,-1.18161
dma,1976,8.96687
dma,1977,-7.16901
dma,1978,18.62196
dma,1979,4.61784
dma,1980,16.78135
dma,1981,13.49012
dma,1982,8.60285
dma,1983,12.03184
dma,1984,2.1247
dma,1985,6.28686
dma,1986,-2.23637
dma,1987,5.04797
dma,1988,18.40918
dma,1989,20.36659
dma,1990,17.3069
dma,1991,8.56107
dma,1992,9.49876
dma,1993,7.2093
dma,1994,6.52836
dma,1995,8.72083
dma,1996,3.11285
dma,1997,5.88851
dma,1998,4.76153
dma,1999,1.91551
dma,2000,6.16918
dma,2001,-2.69481
dma,2002,-1.10085
dma,2003,-2.05098
dma,2004,4.46739
dma,2005,3.79458
dma,2006,7.06364
dma,2007,3.29037
dma,2008,5.0563
dma,2009,4.12307
dma,2010,5.77083
dma,2011,4.01247
dma,2012,2.06197
dma,2013,-0.03828
dma,2014,-1.61666
dma,2015,-0.37739
dma,2016,-1.32182
dma,2017,-0.80596
dma,2018,-0.66892
dma,2019,-2.20533
dma,2020,3.66169
dnk,1961,9.49074
dnk,1962,12.93077
dnk,1963,10.36585
dnk,1964,13.32926
dnk,1965,12.80029
dnk,1966,17.32209
dnk,1967,9.0096
dnk,1968,13.04045
dnk,1969,15.17444
dnk,1970,7.92745
dnk,1971,10.07631
dnk,1972,16.55126
dnk,1973,15.74251
dnk,1974,9.70343
dnk,1975,21.24521
dnk,1976,16.52046
dnk,1977,6.13645
dnk,1978,5.25634
dnk,1979,3.55392
dnk,1980,6.81549
dnk,1981,4.70266
dnk,1982,9.20901
dnk,1983,14.46198
dnk,1984,13.94861
dnk,1985,12.83035
dnk,1986,27.36917
dnk,1987,-4.49433
dnk,1988,0.28083
dnk,1989,9.87304
dnk,1990,2.96564
dnk,1991,-11.86391
dnk,1992,-1.91894
dnk,1993,-9.01023
dnk,1994,-2.87974
dnk,1995,2.57229
dnk,1996,3.94243
dnk,1997,3.85682
dnk,1998,6.90703
dnk,1999,2.34371
dnk,2000,195.28048
dnk,2001,23.72173
dnk,2002,13.90867
dnk,2003,2.27437
dnk,2004,26.52034
dnk,2005,43.61601
dnk,2006,43.11418
dnk,2007,40.8174
dnk,2008,22.58598
dnk,2009,1.94471
dnk,2010,2.55187
dnk,2011,-2.99121
dnk,2012,-0.6185
dnk,2013,-2.88205
dnk,2014,1.64661
dnk,2015,2.17605
dnk,2016,3.60627
dnk,2017,2.94199
dnk,2018,6.3493
dnk,2019,7.03499
dnk,2020,5.21835
dom,1961,-5.88691
dom,1962,19.77848
dom,1963,2.14286
dom,1964,8.19048
dom,1965,-2.91723
dom,1966,1.94115
dom,1967,3.79594
dom,1968,21.45153
dom,1969,18.97889
dom,1970,12.01878
dom,1971,58.69979
dom,1972,19.02578
dom,1973,27.07415
dom,1974,40.35916
dom,1975,18.90702
dom,1976,17.54272
dom,1977,15.76874
dom,1978,10.70549
dom,1979,20.80993
dom,1980,28.63574
dom,1981,7.21195
dom,1982,27.81615
dom,1983,13.98218
dom,1984,13.45587
dom,1985,27.67273
dom,1986,40.75514
dom,1987,27.19364
dom,1988,30.16939
dom,1989,42.4762
dom,1990,25.08797
dom,1991,22.4218
dom,1992,25.06772
dom,1993,12.98358
dom,1994,11.42472
dom,1995,14.37134
dom,1996,17.28104
dom,1997,22.65238
dom,1998,17.28531
dom,1999,23.33513
dom,2000,21.76468
dom,2001,20.36033
dom,2002,13.06645
dom,2003,45.59382
dom,2004,-5.02982
dom,2005,-2.49537
dom,2006,5.61248
dom,2007,15.99836
dom,2008,7.74723
dom,2009,5.82398
dom,2010,13.05092
dom,2011,8.5146
dom,2012,3.91332
dom,2013,9.76412
dom,2014,13.05653
dom,2015,9.26448
dom,2016,8.90145
dom,2017,7.62024
dom,2018,8.40257
dom,2019,9.31046
dom,2020,4.18947
dza,1965,13.77936
dza,1966,-8.90864
dza,1967,9.27496
dza,1968,21.38289
dza,1969,22.54921
dza,1970,0.55073
dza,1971,14.55449
dza,1972,41.21364
dza,1973,13.69425
dza,1974,30.66496
dza,1975,29.11137
dza,1976,26.16748
dza,1977,8.87075
dza,1978,24.78489
dza,1979,15.29522
dza,1980,15.34967
dza,1981,23.30044
dza,1982,26.04211
dza,1983,16.69084
dza,1984,15.60033
dza,1985,11.43352
dza,1986,3.29626
dza,1987,4.85164
dza,1988,7.58833
dza,1989,10.01007
dza,1990,14.45576
dza,1991,22.97189
dza,1992,-75.91821
dza,1993,0.20534
dza,1994,3.35888
dza,1995,0.9933
dza,1996,4.64647
dza,1997,-3.44757
dza,1998,2.04808
dza,1999,3.77648
dza,2000,5.23256
dza,2001,5.94764
dza,2002,8.86353
dza,2003,1.32765
dza,2004,2.63176
dza,2005,6.19638
dza,2006,3.14637
dza,2007,3.79456
dza,2008,3.30598
dza,2009,2.99382
dza,2010,2.77437
dza,2011,2.14046
dza,2012,2.74437
dza,2013,4.29509
dza,2014,3.47722
dza,2015,3.41648
dza,2016,2.75822
dza,2017,4.34075
dza,2018,3.15155
dza,2019,1.27632
dza,2020,1.02024
ecu,1961,-17.74623
ecu,1962,2.96418
ecu,1963,5.73411
ecu,1964,20.06667
ecu,1965,1.32327
ecu,1966,3.14831
ecu,1967,15.55065
ecu,1968,19.3171
ecu,1969,9.4223
ecu,1970,-15.11212
ecu,1971,10.23979
ecu,1972,10.32253
ecu,1973,18.3367
ecu,1974,32.88306
ecu,1975,24.53801
ecu,1976,27.08644
ecu,1977,20.95991
ecu,1978,17.93288
ecu,1979,22.84861
ecu,1980,23.72107
ecu,1981,27.03827
ecu,1982,-6.46299
ecu,1983,-2.61515
ecu,1984,10.75907
ecu,1985,-13.72524
ecu,1986,-23.7571
ecu,1987,-18.00916
ecu,1988,-37.2766
ecu,1989,-4.53214
ecu,1990,9.33971
ecu,1991,6.80307
ecu,1992,9.83613
ecu,1993,47.24343
ecu,1994,51.76555
ecu,1995,15.11896
ecu,1996,4.0274
ecu,1997,19.95605
ecu,1998,-9.6094
ecu,1999,-33.20315
ecu,2000,14.25068
ecu,2001,28.83584
ecu,2002,-14.52632
ecu,2003,4.03135
ecu,2004,19.89669
ecu,2005,15.77175
ecu,2006,10.98789
ecu,2007,10.15642
ecu,2008,17.10566
ecu,2009,-0.19556
ecu,2010,15.33391
ecu,2011,12.42752
ecu,2012,10.26291
ecu,2013,6.84434
ecu,2014,6.35813
ecu,2015,-1.34754
ecu,2016,4.1377
ecu,2017,10.17899
ecu,2018,12.97484
ecu,2019,10.97776
ecu,2020,2.75609
egy,1961,1.34021
egy,1962,5.31954
egy,1963,4.50294
egy,1964,1.74216
egy,1965,1.04948
egy,1966,-0.58692
egy,1967,-1.00578
egy,1968,3.92799
egy,1969,3.99153
egy,1970,-0.40052
egy,1971,2.27985
egy,1972,0.74689
egy,1973,-1.179
egy,1974,11.47637
egy,1975,14.68706
egy,1976,10.93506
egy,1977,12.7442
egy,1978,6.1714
egy,1979,11.63344
egy,1980,-3.24065
egy,1981,19.94867
egy,1982,9.63312
egy,1983,7.45853
egy,1984,6.45637
egy,1985,7.17682
egy,1986,8.94134
egy,1987,5.37192
egy,1988,5.45719
egy,1989,5.67952
egy,1990,6.28051
egy,1991,0.43918
egy,1992,6.25837
egy,1993,5.02263
egy,1994,8.97092
egy,1995,12.11651
egy,1996,10.46464
egy,1997,12.04821
egy,1998,14.13846
egy,1999,11.81655
egy,2000,7.15469
egy,2001,7.795
egy,2002,3.40156
egy,2003,5.38841
egy,2004,9.22807
egy,2005,2.82526
egy,2006,5.5334
egy,2007,5.73956
egy,2008,6.17607
egy,2009,-0.89603
egy,2010,2.64144
egy,2011,2.88572
egy,2012,3.03203
egy,2013,2.49827
egy,2014,4.14818
egy,2015,6.08142
egy,2016,14.78063
egy,2017,2.43694
egy,2018,4.49691
egy,2019,3.99453
egy,2020,7.49561
eri,1996,27.81224
eri,1997,5.46194
eri,1998,16.24482
eri,1999,-11.33038
eri,2000,1.40979
eri,2001,5.05659
eri,2002,3.48439
eri,2003,4.79603
eri,2004,2.67044
eri,2005,2.70372
eri,2006,0.85541
eri,2007,-2.76317
eri,2008,1.85382
eri,2009,0.35129
eri,2010,1.19341
eri,2011,0.93768
eri,2012,2.36845
eri,2013,16.43679
eri,2014,9.00529
eth,1961,-0.90231
eth,1962,0.07634
eth,1963,36.92519
eth,1964,9.84355
eth,1965,3.32606
eth,1966,8.45351
eth,1967,2.68054
eth,1968,8.47109
eth,1969,7.35207
eth,1970,14.67165
eth,1971,4.99117
eth,1972,3.88773
eth,1973,3.75976
eth,1974,7.42812
eth,1975,-7.15129
eth,1976,0.19053
eth,1977,7.23155
eth,1978,9.88885
eth,1979,-17.19788
eth,1980,-5.81529
eth,1981,3.64946
eth,1982,0.71853
eth,1983,0.00297
eth,1984,-0.82809
eth,1985,0.36946
eth,1986,0.04069
eth,1987,3.19391
eth,1988,-2.80108
eth,1989,0.07426
eth,1990,0.32345
eth,1991,0.03097
eth,1992,2.57042
eth,1993,7.57999
eth,1994,6.13291
eth,1995,13.39918
eth,1996,19.61874
eth,1997,10.22391
eth,1998,3.75894
eth,1999,13.9633
eth,2000,3.01778
eth,2001,1.5104
eth,2002,-0.50867
eth,2003,3.02119
eth,2004,4.47051
eth,2005,14.66184
eth,2006,14.65951
eth,2007,8.83484
eth,2008,17.7218
fji,1962,-3.69612
fji,1963,-0.21743
fji,1964,1.9335
fji,1965,3.61069
fji,1966,1.83845
fji,1967,1.33146
fji,1968,8.3483
fji,1969,3.09337
fji,1970,10.70329
fji,1971,10.77213
fji,1972,12.38329
fji,1973,18.17895
fji,1974,16.60027
fji,1975,1.79324
fji,1976,12.66181
fji,1977,8.91976
fji,1978,3.3587
fji,1979,16.56253
fji,1980,7.00478
fji,1981,13.36758
fji,1982,3.60912
fji,1983,7.7644
fji,1984,11.53042
fji,1985,5.36719
fji,1986,3.52634
fji,1987,4.55856
fji,1988,3.00031
fji,1989,18.05241
fji,1990,17.39667
fji,1991,12.91669
fji,1992,6.91332
fji,1993,8.86568
fji,1994,6.32819
fji,1995,2.2335
fji,1996,3.608
fji,1997,-10.22761
fji,1998,-3.7199
fji,1999,2.47649
fji,2000,9.7729
fji,2001,-5.006
fji,2002,31.2451
fji,2003,10.73384
fji,2004,17.62543
fji,2005,20.84855
fji,2006,19.07742
fji,2007,1.10955
fji,2008,6.35724
fji,2009,0.7983
fji,2010,3.2074
fji,2011,3.63016
fji,2012,5.54725
fji,2013,7.98011
fji,2014,12.32609
fji,2015,11.83484
fji,2016,10.76706
fji,2017,8.3484
fji,2018,6.63308
fji,2019,4.35807
fji,2020,-3.03687
fsm,1996,-5.03644
fsm,1997,-1.98041
fsm,1998,7.1012
fsm,1999,4.83068
fsm,2000,0.77037
fsm,2001,-1.55194
fsm,2002,-16.78726
fsm,2003,-10.35846
fsm,2004,3.20285
fsm,2005,6.44414
fsm,2006,2.98038
fsm,2007,1.64767
fsm,2008,-1.72528
fsm,2009,6.96298
fsm,2010,1.78393
fsm,2011,-0.38458
fsm,2012,2.17514
fsm,2013,-0.69433
fsm,2014,3.59732
fsm,2015,2.40398
fsm,2016,1.65028
fsm,2017,3.79936
fsm,2018,-1.5764
fsm,2019,4.23129
fsm,2020,0.01325
gab,1961,28.88889
gab,1962,19.55128
gab,1963,27.67978
gab,1964,9.56522
gab,1965,-8.11124
gab,1966,10.86957
gab,1967,8.20399
gab,1968,13.38251
gab,1969,20.45284
gab,1970,23.37068
gab,1971,26.11192
gab,1972,33.64093
gab,1973,41.5812
gab,1974,58.94903
gab,1975,40.29864
gab,1976,46.33576
gab,1977,18.71697
gab,1978,3.95065
gab,1979,-5.8325
gab,1980,15.65741
gab,1981,18.56653
gab,1982,7.89077
gab,1983,21.94365
gab,1984,9.58206
gab,1985,18.71602
gab,1986,10.77356
gab,1987,-15.54715
gab,1988,-42.39074
gab,1989,6.39927
gab,1990,1.05714
gab,1991,5.14876
gab,1992,-21.29024
gab,1993,-1.69595
gab,1994,-0.30087
gab,1995,11.92823
gab,1996,-1.155
gab,1997,18.5262
gab,1998,3.25273
gab,1999,0.20431
gab,2000,6.22045
gab,2001,27.8536
gab,2002,-0.91041
gab,2003,-3.59921
gab,2004,-9.74905
gab,2005,7.70386
gab,2006,10.67524
gab,2007,8.28423
gab,2008,0.81062
gab,2009,-2.37581
gab,2010,0.7738
gab,2011,16.71993
gab,2012,9.74746
gab,2013,16.0661
gab,2014,0.1092
gab,2015,-3.44547
gab,2016,-4.01956
gab,2017,-12.65609
gab,2018,19.87727
gab,2019,4.32919
gbr,1961,3.08991
gbr,1962,1.89631
gbr,1963,8.77611
gbr,1964,8.68193
gbr,1965,4.40748
gbr,1966,0.46389
gbr,1967,4.17973
gbr,1968,4.91914
gbr,1969,3.39516
gbr,1970,8.53659
gbr,1971,10.25241
gbr,1972,33.46786
gbr,1973,26.74414
gbr,1974,14.06028
gbr,1975,-0.26717
gbr,1976,11.17179
gbr,1977,8.76154
gbr,1978,11.22793
gbr,1979,15.62695
gbr,1980,16.03067
gbr,1981,25.82
gbr,1982,18.52267
gbr,1983,18.19959
gbr,1984,22.83681
gbr,1985,15.94478
gbr,1986,103.79869
gbr,1987,33.05805
gbr,1988,26.99466
gbr,1989,29.07347
gbr,1990,13.13192
gbr,1991,3.40791
gbr,1992,3.82893
gbr,1993,6.16799
gbr,1994,9.70648
gbr,1995,19.5692
gbr,1996,16.08296
gbr,1997,10.37778
gbr,1998,6.84794
gbr,1999,8.56703
gbr,2000,17.41243
gbr,2001,10.64975
gbr,2002,10.17353
gbr,2003,12.13153
gbr,2004,14.03305
gbr,2005,13.18153
gbr,2006,16.39707
gbr,2007,19.57786
gbr,2008,19.32833
gbr,2009,-2.61172
gbr,2010,-0.44208
gbr,2011,-5.20398
gbr,2012,-3.08696
gbr,2013,-3.58868
gbr,2014,-5.4188
gbr,2015,-0.63164
gbr,2016,4.97466
gbr,2017,4.99207
gbr,2018,3.57443
gbr,2019,2.44488
gbr,2020,4.18901
geo,1996,-11.10497
geo,1997,31.79794
geo,1998,25.1783
geo,1999,30.4858
geo,2000,23.12159
geo,2001,-3.70292
geo,2002,11.41592
geo,2003,17.35838
geo,2004,20.0792
geo,2005,48.87925
geo,2006,49.20697
geo,2007,73.57711
geo,2008,38.51048
geo,2009,-16.84783
geo,2010,21.8543
