geo,time,sl_emp_totl_sp_zs
dji,2001,25.14
dji,2002,25.077
dji,2003,24.986
dji,2004,24.89
dji,2005,24.799
dji,2006,24.636
dji,2007,24.47
dji,2008,24.311
dji,2009,24.144
dji,2010,24.02
dji,2011,23.981
dji,2012,23.94
dji,2013,23.92
dji,2014,23.908
dji,2015,23.883
dji,2016,23.883
dji,2017,23.86
dji,2018,23.742
dji,2019,23.619
dji,2020,22.514
dji,2021,22.506
dnk,1991,61.657
dnk,1992,61.96
dnk,1993,60.148
dnk,1994,59.204
dnk,1995,60.094
dnk,1996,60.74
dnk,1997,61.906
dnk,1998,61.895
dnk,1999,62.418
dnk,2000,62.604
dnk,2001,62.44
dnk,2002,62.837
dnk,2003,61.944
dnk,2004,62.502
dnk,2005,62.479
dnk,2006,63.359
dnk,2007,63.213
dnk,2008,62.685
dnk,2009,60.263
dnk,2010,58.579
dnk,2011,58.151
dnk,2012,57.45
dnk,2013,56.887
dnk,2014,57.015
dnk,2015,57.469
dnk,2016,57.957
dnk,2017,58.122
dnk,2018,58.649
dnk,2019,59.239
dnk,2020,58.522
dnk,2021,59.15
dom,1991,53.269
dom,1992,53.677
dom,1993,53.832
dom,1994,53.809
dom,1995,53.965
dom,1996,54.108
dom,1997,54.375
dom,1998,54.524
dom,1999,54.66
dom,2000,54.748
dom,2001,53.121
dom,2002,53.667
dom,2003,52.7
dom,2004,53.268
dom,2005,52.889
dom,2006,54.063
dom,2007,54.258
dom,2008,54.849
dom,2009,52.436
dom,2010,53.755
dom,2011,54.618
dom,2012,55.436
dom,2013,54.914
dom,2014,55.53
dom,2015,57.291
dom,2016,57.904
dom,2017,58.734
dom,2018,60.033
dom,2019,61.044
dom,2020,56.651
dom,2021,56.958
dza,1991,35.052
dza,1992,33.475
dza,1993,32.897
dza,1994,32.418
dza,1995,30.604
dza,1996,32.104
dza,1997,33.295
dza,1998,32.547
dza,1999,31.626
dza,2000,30.789
dza,2001,31.677
dza,2002,32.087
dza,2003,32.827
dza,2004,35.219
dza,2005,36.01
dza,2006,37.051
dza,2007,36.179
dza,2008,36.975
dza,2009,37.221
dza,2010,37.556
dza,2011,36.151
dza,2012,37.393
dza,2013,38.958
dza,2014,36.949
dza,2015,37.034
dza,2016,37.599
dza,2017,37.517
dza,2018,37.447
dza,2019,37.412
dza,2020,34.87
dza,2021,35.114
ecu,1991,60.603
ecu,1992,60.483
ecu,1993,60.432
ecu,1994,60.697
ecu,1995,60.607
ecu,1996,60.528
ecu,1997,61.351
ecu,1998,63.323
ecu,1999,62.741
ecu,2000,62.796
ecu,2001,62.957
ecu,2002,62.331
ecu,2003,61.632
ecu,2004,64.097
ecu,2005,64.448
ecu,2006,65.538
ecu,2007,64.673
ecu,2008,63.941
ecu,2009,61.059
ecu,2010,60.116
ecu,2011,59.642
ecu,2012,60.433
ecu,2013,60.342
ecu,2014,60.441
ecu,2015,63.283
ecu,2016,64.557
ecu,2017,65.533
ecu,2018,64.307
ecu,2019,63.659
ecu,2020,56.419
ecu,2021,60.67
egy,1991,42.338
egy,1992,42.981
egy,1993,42.66
egy,1994,43.537
egy,1995,42.63
egy,1996,43.024
egy,1997,42.735
egy,1998,42.306
egy,1999,43.742
egy,2000,42.072
egy,2001,40.769
egy,2002,38.867
egy,2003,39.271
egy,2004,40.421
egy,2005,40.866
egy,2006,42.043
egy,2007,43.712
egy,2008,43.499
egy,2009,43.546
egy,2010,45.045
egy,2011,43.008
egy,2012,42.38
egy,2013,42.07
egy,2014,41.816
egy,2015,40.849
egy,2016,40.887
egy,2017,39.726
egy,2018,39.093
egy,2019,38.901
egy,2020,37.437
egy,2021,37.407
eri,1991,76.391
eri,1992,76.342
eri,1993,76.31
eri,1994,76.289
eri,1995,76.274
eri,1996,76.172
eri,1997,76.071
eri,1998,76.018
eri,1999,75.944
eri,2000,75.896
eri,2001,75.694
eri,2002,75.478
eri,2003,75.333
eri,2004,75.275
eri,2005,75.163
eri,2006,75.176
eri,2007,75.203
eri,2008,75.294
eri,2009,75.28
eri,2010,75.133
eri,2011,75.235
eri,2012,75.336
eri,2013,75.393
eri,2014,75.405
eri,2015,75.357
eri,2016,75.257
eri,2017,75.205
eri,2018,75.184
eri,2019,75.101
eri,2020,69.271
eri,2021,70.651
esp,1991,40.53
esp,1992,41.002
esp,1993,38.811
esp,1994,38.069
esp,1995,38.704
esp,1996,39.203
esp,1997,40.292
esp,1998,41.56
esp,1999,43.621
esp,2000,45.493
esp,2001,46.699
esp,2002,47.775
esp,2003,48.743
esp,2004,49.656
esp,2005,51.866
esp,2006,53.053
esp,2007,53.759
esp,2008,52.691
esp,2009,48.873
esp,2010,47.771
esp,2011,46.914
esp,2012,44.938
esp,2013,43.873
esp,2014,44.528
esp,2015,45.852
esp,2016,47.033
esp,2017,48.103
esp,2018,49.087
esp,2019,49.753
esp,2020,47.903
esp,2021,48.953
est,1991,71.139
est,1992,67.164
est,1993,63.104
est,1994,62.11
est,1995,59.144
est,1996,57.386
est,1997,55.485
est,1998,54.357
est,1999,51.838
est,2000,51.057
est,2001,50.593
est,2002,51.481
est,2003,52.312
est,2004,53.015
est,2005,54.023
est,2006,57.056
est,2007,57.771
est,2008,57.78
est,2009,52.492
est,2010,50.39
est,2011,53.742
est,2012,55.167
est,2013,56.037
est,2014,56.628
est,2015,58.275
est,2016,58.62
est,2017,59.993
est,2018,60.374
est,2019,60.818
est,2020,59.303
est,2021,59.372
eth,1991,75.501
eth,1992,75.501
eth,1993,75.555
eth,1994,75.514
eth,1995,75.812
eth,1996,76.113
eth,1997,76.363
eth,1998,76.612
eth,1999,76.904
eth,2000,77.423
eth,2001,77.943
eth,2002,78.433
eth,2003,78.93
eth,2004,79.474
eth,2005,79.97
eth,2006,79.9
eth,2007,79.835
eth,2008,79.764
eth,2009,79.69
eth,2010,79.628
eth,2011,79.555
eth,2012,79.479
eth,2013,79.412
eth,2014,79.298
eth,2015,79.186
eth,2016,79.091
eth,2017,78.994
eth,2018,78.892
eth,2019,78.802
eth,2020,75.012
eth,2021,75.565
fin,1991,59.616
fin,1992,55.064
fin,1993,51.478
fin,1994,50.66
fin,1995,50.721
fin,1996,50.118
fin,1997,51.137
fin,1998,52.308
fin,1999,53.701
fin,2000,54.237
fin,2001,54.92
fin,2002,54.921
fin,2003,54.64
fin,2004,54.277
fin,2005,55.65
fin,2006,56.318
fin,2007,57.045
fin,2008,57.564
fin,2009,55.5
fin,2010,54.929
fin,2011,55.249
fin,2012,55.155
fin,2013,54.296
fin,2014,53.836
fin,2015,53.411
fin,2016,53.441
fin,2017,53.793
fin,2018,55.065
fin,2019,55.445
fin,2020,54.449
fin,2021,55.641
fji,1991,57.41
fji,1992,57.388
fji,1993,57.323
fji,1994,57.262
fji,1995,57.201
fji,1996,57.134
fji,1997,56.905
fji,1998,56.803
fji,1999,56.745
fji,2000,56.478
fji,2001,56.378
fji,2002,56.247
fji,2003,56.077
fji,2004,55.982
fji,2005,54.523
fji,2006,55.518
fji,2007,56.457
fji,2008,57.442
fji,2009,58.359
fji,2010,59.356
fji,2011,60.279
fji,2012,58.961
fji,2013,57.688
fji,2014,56.364
fji,2015,55.735
fji,2016,55.093
fji,2017,54.997
fji,2018,54.895
fji,2019,54.821
fji,2020,54.149
fji,2021,53.659
fra,1991,50.351
fra,1992,49.887
fra,1993,49.262
fra,1994,48.495
fra,1995,48.876
fra,1996,48.871
fra,1997,48.48
fra,1998,48.766
fra,1999,49.071
fra,2000,50.007
fra,2001,50.721
fra,2002,50.872
fra,2003,51.722
fra,2004,51.238
fra,2005,51.465
fra,2006,51.405
fra,2007,51.969
fra,2008,52.39
fra,2009,51.635
fra,2010,51.498
fra,2011,51.303
fra,2012,51.162
fra,2013,50.841
fra,2014,50.336
fra,2015,50.213
fra,2016,50.21
fra,2017,50.404
fra,2018,50.603
fra,2019,50.622
fra,2020,50.162
fra,2021,51.13
gab,1991,41.141
gab,1992,41.12
gab,1993,41.176
gab,1994,41.207
gab,1995,41.231
gab,1996,41.239
gab,1997,41.249
gab,1998,41.225
gab,1999,41.14
gab,2000,41.149
gab,2001,41.13
gab,2002,41.075
gab,2003,41.042
gab,2004,40.99
gab,2005,40.96
gab,2006,40.468
gab,2007,40.061
gab,2008,39.573
gab,2009,39.169
gab,2010,38.802
gab,2011,38.709
gab,2012,38.614
gab,2013,38.547
gab,2014,38.485
gab,2015,38.439
gab,2016,38.471
gab,2017,38.5
gab,2018,38.533
gab,2019,38.572
gab,2020,37.613
gab,2021,37.519
gbr,1991,57.303
gbr,1992,56.297
gbr,1993,55.484
gbr,1994,55.791
gbr,1995,56.229
gbr,1996,56.638
gbr,1997,57.486
gbr,1998,57.931
gbr,1999,57.945
gbr,2000,58.468
gbr,2001,58.657
gbr,2002,58.676
gbr,2003,58.904
gbr,2004,59.04
gbr,2005,59.312
gbr,2006,59.336
gbr,2007,59.231
gbr,2008,59.233
gbr,2009,57.843
gbr,2010,57.493
gbr,2011,57.319
gbr,2012,57.557
gbr,2013,57.902
gbr,2014,58.85
gbr,2015,59.424
gbr,2016,59.913
gbr,2017,60.186
gbr,2018,60.557
gbr,2019,60.856
gbr,2020,59.991
gbr,2021,59.654
geo,1991,64.605
geo,1992,63.399
geo,1993,64.055
geo,1994,62.74
geo,1995,62.802
geo,1996,59.136
geo,1997,58.24
geo,1998,55.897
geo,1999,56.892
geo,2000,57.164
geo,2001,58.821
geo,2002,56.773
geo,2003,58.421
geo,2004,56.596
geo,2005,55.205
geo,2006,53.759
geo,2007,54.894
geo,2008,52.144
geo,2009,51.213
geo,2010,52.261
geo,2011,53.221
geo,2012,54.276
geo,2013,54.109
geo,2014,55.893
geo,2015,57.424
geo,2016,57.062
geo,2017,56.982
geo,2018,55.83
geo,2019,55.649
geo,2020,48.344
geo,2021,52.645
gha,1991,74.834
gha,1992,73.597
gha,1993,72.858
gha,1994,72.1
gha,1995,71.358
gha,1996,70.612
gha,1997,69.857
gha,1998,69.109
gha,1999,67.378
gha,2000,66.806
gha,2001,67.216
gha,2002,67.622
gha,2003,68.023
gha,2004,68.414
gha,2005,68.798
gha,2006,69.176
gha,2007,68.691
gha,2008,68.243
gha,2009,67.74
gha,2010,67.28
gha,2011,66.782
gha,2012,66.212
gha,2013,65.658
gha,2014,65.084
gha,2015,64.534
gha,2016,65.387
gha,2017,66.25
gha,2018,66.164
gha,2019,66.088
gha,2020,65.231
gha,2021,65.199
gin,1991,61.172
gin,1992,61.231
gin,1993,61.279
gin,1994,61.296
gin,1995,61.31
gin,1996,61.363
gin,1997,61.404
gin,1998,61.415
gin,1999,61.42
gin,2000,61.399
gin,2001,61.453
gin,2002,61.489
gin,2003,61.463
gin,2004,61.454
gin,2005,61.43
gin,2006,61.384
gin,2007,61.377
gin,2008,61.309
gin,2009,61.217
gin,2010,61.192
gin,2011,61.132
gin,2012,61.062
gin,2013,60.97
gin,2014,60.887
gin,2015,60.805
gin,2016,60.733
gin,2017,60.61
gin,2018,60.464
gin,2019,60.338
gin,2020,57.928
gin,2021,58.181
gmb,1991,52.169
gmb,1992,52.271
gmb,1993,52.347
gmb,1994,52.389
gmb,1995,52.448
gmb,1996,52.51
gmb,1997,52.578
gmb,1998,52.626
gmb,1999,52.695
gmb,2000,52.745
gmb,2001,52.801
gmb,2002,52.811
gmb,2003,52.915
gmb,2004,52.972
gmb,2005,52.981
gmb,2006,53.046
gmb,2007,53.12
gmb,2008,53.191
gmb,2009,53.249
gmb,2010,53.3
gmb,2011,53.282
gmb,2012,53.406
gmb,2013,53.351
gmb,2014,53.285
gmb,2015,53.269
gmb,2016,53.238
gmb,2017,53.225
gmb,2018,53.202
gmb,2019,53.152
gmb,2020,50.48
gmb,2021,50.965
gnb,1991,67.801
gnb,1992,67.724
gnb,1993,67.681
gnb,1994,67.647
gnb,1995,67.614
gnb,1996,67.579
gnb,1997,67.538
gnb,1998,67.54
gnb,1999,67.521
gnb,2000,67.524
gnb,2001,67.436
gnb,2002,67.324
gnb,2003,67.272
gnb,2004,67.294
gnb,2005,67.258
gnb,2006,67.27
gnb,2007,67.288
gnb,2008,67.363
gnb,2009,67.32
gnb,2010,67.151
gnb,2011,67.208
gnb,2012,67.27
gnb,2013,67.293
gnb,2014,67.274
gnb,2015,67.199
gnb,2016,67.124
gnb,2017,67.074
gnb,2018,67.045
gnb,2019,66.966
gnb,2020,65.835
gnb,2021,66.037
gnq,1991,52.775
gnq,1992,52.71
gnq,1993,52.664
gnq,1994,52.614
gnq,1995,52.533
gnq,1996,52.406
gnq,1997,52.266
gnq,1998,52.17
gnq,1999,52.068
gnq,2000,52
gnq,2001,51.865
gnq,2002,51.708
gnq,2003,51.617
gnq,2004,51.609
gnq,2005,51.555
gnq,2006,51.518
gnq,2007,51.488
gnq,2008,51.519
gnq,2009,51.443
gnq,2010,51.245
gnq,2011,51.258
gnq,2012,51.267
gnq,2013,51.267
gnq,2014,51.233
gnq,2015,51.148
gnq,2016,51.08
gnq,2017,51.027
gnq,2018,50.997
gnq,2019,50.926
gnq,2020,49.126
gnq,2021,49.854
grc,1991,44.554
grc,1992,44.799
grc,1993,44.498
grc,1994,44.732
grc,1995,44.742
grc,1996,44.863
grc,1997,44.17
grc,1998,46.417
grc,1999,46.155
grc,2000,46.407
grc,2001,46.149
grc,2002,46.636
grc,2003,47.324
grc,2004,47.527
grc,2005,47.615
grc,2006,48.297
grc,2007,48.484
grc,2008,48.869
grc,2009,48.308
grc,2010,46.7
grc,2011,43.255
grc,2012,39.541
grc,2013,37.737
grc,2014,38.1
grc,2015,39.044
grc,2016,39.874
grc,2017,40.888
grc,2018,41.88
grc,2019,42.966
grc,2020,42.687
grc,2021,43.036
gtm,1991,60.82
gtm,1992,60.913
gtm,1993,60.936
gtm,1994,60.985
gtm,1995,61.083
gtm,1996,61.054
gtm,1997,61.144
gtm,1998,61.242
gtm,1999,61.262
gtm,2000,61.289
gtm,2001,61.248
gtm,2002,61.325
gtm,2003,61.3
gtm,2004,61.236
gtm,2005,60.95
gtm,2006,60.708
gtm,2007,60.441
gtm,2008,60.08
gtm,2009,59.718
gtm,2010,59.489
gtm,2011,59.506
gtm,2012,59.133
gtm,2013,58.401
gtm,2014,59.078
gtm,2015,59.079
gtm,2016,59.124
gtm,2017,59.441
gtm,2018,59.606
gtm,2019,59.74
gtm,2020,54.823
gtm,2021,56.053
gum,1991,69.687
gum,1992,68.995
gum,1993,67.331
gum,1994,65.41
gum,1995,64.749
gum,1996,64.031
gum,1997,62.613
gum,1998,63.488
gum,1999,58.78
gum,2000,57.413
gum,2001,56.934
gum,2002,55.293
gum,2003,55.999
gum,2004,56.949
gum,2005,56.823
gum,2006,58.06
gum,2007,53.003
gum,2008,54.556
gum,2009,55.962
gum,2010,56.365
gum,2011,54.274
gum,2012,54.932
gum,2013,55.343
gum,2014,57.757
gum,2015,58.196
gum,2016,59.141
gum,2017,59.129
gum,2018,59.073
gum,2019,59.09
gum,2020,56.135
gum,2021,56.361
guy,1991,51.901
guy,1992,52.179
guy,1993,52.456
guy,1994,52.139
guy,1995,51.802
guy,1996,51.495
guy,1997,51.165
guy,1998,50.806
guy,1999,50.503
guy,2000,50.159
guy,2001,49.85
guy,2002,49.519
guy,2003,49.551
guy,2004,49.599
guy,2005,49.623
guy,2006,49.69
guy,2007,49.435
guy,2008,49.148
guy,2009,48.894
guy,2010,48.632
guy,2011,48.377
guy,2012,48.113
guy,2013,47.842
guy,2014,47.569
guy,2015,47.301
guy,2016,47.053
guy,2017,46.791
guy,2018,46.532
guy,2019,46.675
guy,2020,43.182
guy,2021,43.619
hkg,1991,62.298
hkg,1992,61.059
hkg,1993,61.226
hkg,1994,61.303
hkg,1995,59.975
hkg,1996,60.032
hkg,1997,60.399
hkg,1998,59.16
hkg,1999,57.508
hkg,2000,57.695
hkg,2001,58.303
hkg,2002,57.329
hkg,2003,56.528
hkg,2004,57.14
hkg,2005,57.587
hkg,2006,58.338
hkg,2007,58.765
hkg,2008,58.713
hkg,2009,57.573
hkg,2010,57.01
hkg,2011,58.016
hkg,2012,58.51
hkg,2013,59.139
hkg,2014,59.045
hkg,2015,59.116
hkg,2016,58.98
hkg,2017,59.149
hkg,2018,59.435
hkg,2019,58.786
hkg,2020,56.088
hkg,2021,55.873
hnd,1991,62.679
hnd,1992,63.795
hnd,1993,63.893
hnd,1994,63.703
hnd,1995,63.832
hnd,1996,63.048
hnd,1997,63.803
hnd,1998,63.366
hnd,1999,63.344
hnd,2000,61.908
hnd,2001,61.291
hnd,2002,60.761
hnd,2003,59.437
hnd,2004,58.492
hnd,2005,58.642
hnd,2006,57.723
hnd,2007,57.067
hnd,2008,57.697
hnd,2009,58.809
hnd,2010,59.359
hnd,2011,57.06
hnd,2012,56.21
hnd,2013,59.12
hnd,2014,59.608
hnd,2015,60.148
hnd,2016,59.059
hnd,2017,60.801
hnd,2018,62.733
hnd,2019,59.579
hnd,2020,54.509
hnd,2021,55.303
hrv,1991,50.419
hrv,1992,49.907
hrv,1993,49.499
hrv,1994,48.936
hrv,1995,48.585
hrv,1996,48.249
hrv,1997,47.629
hrv,1998,46.149
hrv,1999,44.44
hrv,2000,42.591
hrv,2001,41.821
hrv,2002,43.469
hrv,2003,43.29
hrv,2004,44.163
hrv,2005,43.368
hrv,2006,43.715
hrv,2007,47.685
hrv,2008,48.589
hrv,2009,48.233
hrv,2010,46.47
hrv,2011,44.748
hrv,2012,43.187
hrv,2013,42.07
hrv,2014,43.307
hrv,2015,44.198
hrv,2016,44.597
hrv,2017,45.825
hrv,2018,46.875
hrv,2019,47.717
hrv,2020,47.198
hrv,2021,47.524
hti,1991,61.435
hti,1992,61.074
hti,1993,60.788
hti,1994,60.439
hti,1995,60.357
hti,1996,59.906
hti,1997,59.492
hti,1998,59.084
hti,1999,58.684
hti,2000,57.495
hti,2001,56.916
hti,2002,56.354
hti,2003,55.8
hti,2004,55.142
hti,2005,54.628
hti,2006,54.119
hti,2007,53.706
hti,2008,54.306
hti,2009,55.047
hti,2010,55.528
hti,2011,56.209
hti,2012,56.534
hti,2013,56.688
hti,2014,56.76
hti,2015,56.748
hti,2016,56.776
hti,2017,56.803
hti,2018,56.82
hti,2019,56.714
hti,2020,54.421
hti,2021,54.521
hun,1991,49.7
hun,1992,48.984
hun,1993,45.972
hun,1994,45.003
hun,1995,44.412
hun,1996,43.478
hun,1997,43.33
hun,1998,44.051
hun,1999,45.884
hun,2000,46.309
hun,2001,46.099
hun,2002,46.176
hun,2003,46.851
hun,2004,46.605
hun,2005,46.563
hun,2006,46.856
hun,2007,46.591
hun,2008,46.007
hun,2009,44.859
hun,2010,44.717
hun,2011,45.09
hun,2012,45.977
hun,2013,46.868
hun,2014,49.531
hun,2015,51.031
hun,2016,52.854
hun,2017,53.929
hun,2018,54.625
hun,2019,55.147
hun,2020,54.482
hun,2021,56.746
idn,1991,64.222
idn,1992,64.509
idn,1993,63.805
idn,1994,63.881
idn,1995,63.762
idn,1996,63.62
idn,1997,63.235
idn,1998,63.276
idn,1999,62.945
idn,2000,63.64
idn,2001,63.048
idn,2002,61.625
idn,2003,61.296
idn,2004,60.876
idn,2005,59.287
idn,2006,59.362
idn,2007,60.892
idn,2008,61.585
idn,2009,62.014
idn,2010,62.845
idn,2011,63.464
idn,2012,64.406
idn,2013,63.863
idn,2014,63.922
idn,2015,63.577
idn,2016,63.459
idn,2017,64.17
idn,2018,64.673
idn,2019,65.741
idn,2020,64.477
idn,2021,64.714
ind,1991,54.935
ind,1992,54.809
ind,1993,54.795
ind,1994,54.747
ind,1995,54.6
ind,1996,54.47
ind,1997,54.405
ind,1998,54.236
ind,1999,54.057
ind,2000,54.019
ind,2001,54.124
ind,2002,54.264
ind,2003,54.312
ind,2004,54.433
ind,2005,54.555
ind,2006,53.763
ind,2007,52.976
ind,2008,52.257
ind,2009,51.375
ind,2010,50.561
ind,2011,49.718
ind,2012,48.816
ind,2013,48.239
ind,2014,47.66
ind,2015,47.088
ind,2016,46.522
ind,2017,45.981
ind,2018,45.423
ind,2019,45.603
ind,2020,41.332
ind,2021,42.847
irl,1991,47.61
irl,1992,46.895
irl,1993,47.109
irl,1994,48.234
irl,1995,49.828
irl,1996,50.682
irl,1997,52.174
irl,1998,55.445
irl,1999,58.055
irl,2000,59.829
irl,2001,60.142
irl,2002,59.939
irl,2003,59.977
irl,2004,60.238
irl,2005,62.284
irl,2006,62.956
irl,2007,63.312
irl,2008,61.476
irl,2009,56.008
irl,2010,53.504
irl,2011,52.458
irl,2012,52.117
irl,2013,53.453
irl,2014,54.435
irl,2015,55.703
irl,2016,56.976
irl,2017,57.821
irl,2018,58.601
irl,2019,59.254
irl,2020,57.694
irl,2021,58.315
irn,1991,40.992
irn,1992,40.581
irn,1993,40.223
irn,1994,39.86
irn,1995,39.533
irn,1996,39.196
irn,1997,39.134
irn,1998,39.104
irn,1999,39.052
irn,2000,39.039
irn,2001,38.952
irn,2002,38.947
irn,2003,39.752
irn,2004,40.527
irn,2005,40.074
irn,2006,39.436
irn,2007,38.958
irn,2008,37.035
irn,2009,37.239
irn,2010,35.909
irn,2011,34.995
irn,2012,35.583
irn,2013,36.243
irn,2014,35.933
irn,2015,36.731
irn,2016,37.215
irn,2017,38.391
irn,2018,38.663
irn,2019,38.998
irn,2020,35.967
irn,2021,36.588
irq,1991,38.717
irq,1992,38.635
irq,1993,38.661
irq,1994,38.636
irq,1995,38.599
irq,1996,38.629
irq,1997,38.555
irq,1998,38.509
irq,1999,38.463
irq,2000,38.421
irq,2001,38.337
irq,2002,38.268
irq,2003,38.232
irq,2004,38.27
irq,2005,38.179
irq,2006,38.152
irq,2007,38.102
irq,2008,38.039
irq,2009,37.945
irq,2010,37.872
irq,2011,37.793
irq,2012,37.727
irq,2013,38.07
irq,2014,38.384
irq,2015,38.424
irq,2016,38.481
irq,2017,36.436
irq,2018,36.638
irq,2019,36.632
irq,2020,35.556
irq,2021,35.624
isl,1991,72.386
isl,1992,71.968
isl,1993,70.515
isl,1994,70.501
isl,1995,72.731
isl,1996,72.792
isl,1997,71.854
isl,1998,73.676
isl,1999,75.546
isl,2000,76.85
isl,2001,76.63
isl,2002,74.707
isl,2003,73.538
isl,2004,73.118
isl,2005,73.838
isl,2006,74.452
isl,2007,74.994
isl,2008,73.826
isl,2009,69.251
isl,2010,69.238
isl,2011,69.086
isl,2012,69.889
isl,2013,71.05
isl,2014,72.533
isl,2015,73.955
isl,2016,75.433
isl,2017,74.54
isl,2018,73.257
isl,2019,71.74
isl,2020,68.321
isl,2021,62.499
isr,1991,51.117
isr,1992,51.114
isr,1993,53.133
isr,1994,55.591
isr,1995,56.666
isr,1996,56.233
isr,1997,55.08
isr,1998,53.952
isr,1999,53.976
isr,2000,54.54
isr,2001,54.087
isr,2002,52.754
isr,2003,52.655
isr,2004,53.373
isr,2005,54.792
isr,2006,55.556
isr,2007,56.882
isr,2008,57.974
isr,2009,56.878
isr,2010,57.896
isr,2011,58.539
isr,2012,59.218
isr,2013,59.725
isr,2014,60.428
isr,2015,60.725
isr,2016,61.061
isr,2017,61.299
isr,2018,61.373
isr,2019,61.087
isr,2020,59.114
isr,2021,59.098
ita,1991,45.579
ita,1992,44.147
ita,1993,43.291
ita,1994,42.401
ita,1995,41.771
ita,1996,41.818
ita,1997,41.8
ita,1998,41.989
ita,1999,42.442
ita,2000,42.931
ita,2001,43.672
ita,2002,44.287
ita,2003,44.891
ita,2004,45.77
ita,2005,45.314
ita,2006,45.752
ita,2007,45.786
ita,2008,45.8
ita,2009,44.723
ita,2010,44.18
ita,2011,44.115
ita,2012,43.853
ita,2013,42.862
ita,2014,42.839
ita,2015,43.143
ita,2016,43.713
ita,2017,44.226
ita,2018,44.623
ita,2019,44.926
ita,2020,44.066
ita,2021,43.679
jam,1991,58.069
jam,1992,57.642
jam,1993,56.831
jam,1994,57.067
jam,1995,56.039
jam,1996,55.754
jam,1997,55.094
jam,1998,55.212
jam,1999,54.348
jam,2000,53.804
jam,2001,53.509
jam,2002,53.534
jam,2003,54.613
jam,2004,56.414
jam,2005,57.274
jam,2006,58.131
jam,2007,58.753
jam,2008,58.367
jam,2009,56.313
jam,2010,54.646
jam,2011,54.388
jam,2012,53.269
jam,2013,53.409
jam,2014,54.189
jam,2015,54.618
jam,2016,56.227
jam,2017,57.511
jam,2018,58.212
jam,2019,59.66
jam,2020,55.707
jam,2021,57.159
jor,1991,32.512
jor,1992,32.268
jor,1993,32.234
jor,1994,33.356
jor,1995,34.425
jor,1996,34.845
jor,1997,34.842
jor,1998,34.827
jor,1999,34.793
jor,2000,34.726
jor,2001,34.22
jor,2002,33.856
jor,2003,34.127
jor,2004,33.886
jor,2005,33.625
jor,2006,33.783
jor,2007,33.997
jor,2008,34.069
jor,2009,33.994
jor,2010,34.301
jor,2011,34.29
jor,2012,34.719
jor,2013,34.701
jor,2014,35.092
jor,2015,34.745
jor,2016,33.97
jor,2017,32.9
jor,2018,32.005
jor,2019,32.644
jor,2020,30.597
jor,2021,30.79
jpn,1991,62.46
jpn,1992,62.592
jpn,1993,62.205
jpn,1994,61.756
jpn,1995,61.371
jpn,1996,61.341
jpn,1997,61.534
jpn,1998,60.705
jpn,1999,59.944
jpn,2000,59.474
jpn,2001,58.878
jpn,2002,57.93
jpn,2003,57.58
jpn,2004,57.562
jpn,2005,57.731
jpn,2006,57.888
jpn,2007,58.041
jpn,2008,57.754
jpn,2009,56.825
jpn,2010,56.541
jpn,2011,56.554
jpn,2012,56.437
jpn,2013,56.928
jpn,2014,57.262
jpn,2015,57.574
jpn,2016,58.14
jpn,2017,58.806
jpn,2018,60.024
jpn,2019,60.61
jpn,2020,60.264
jpn,2021,60.161
kaz,1991,69.7
kaz,1992,69.804
kaz,1993,70.045
kaz,1994,65.934
kaz,1995,63.744
kaz,1996,62.248
kaz,1997,62.089
kaz,1998,62.011
kaz,1999,61.643
kaz,2000,61.815
kaz,2001,63.055
kaz,2002,63.569
kaz,2003,63.872
kaz,2004,63.992
kaz,2005,63.804
kaz,2006,64.252
kaz,2007,65.28
kaz,2008,66.414
kaz,2009,65.452
kaz,2010,66.3
kaz,2011,66.647
kaz,2012,66.796
kaz,2013,66.938
kaz,2014,67.17
kaz,2015,67.395
kaz,2016,66.601
kaz,2017,65.857
kaz,2018,66.729
kaz,2019,66.716
kaz,2020,65.816
kaz,2021,65.684
ken,1991,70.803
ken,1992,70.707
ken,1993,70.613
ken,1994,70.521
ken,1995,70.433
ken,1996,70.359
ken,1997,70.29
ken,1998,70.259
ken,1999,70.202
ken,2000,70.321
ken,2001,70.462
ken,2002,70.574
ken,2003,70.711
ken,2004,70.846
ken,2005,70.976
ken,2006,71.104
ken,2007,71.232
ken,2008,71.329
ken,2009,71.468
ken,2010,71.616
ken,2011,71.731
ken,2012,71.85
ken,2013,71.981
ken,2014,72.104
ken,2015,72.231
ken,2016,72.356
ken,2017,71.671
ken,2018,70.995
ken,2019,70.298
ken,2020,68.901
ken,2021,69.033
kgz,1991,60.368
kgz,1992,61.654
kgz,1993,61.703
kgz,1994,62.961
kgz,1995,63.001
kgz,1996,61.357
kgz,1997,60.481
kgz,1998,59.515
kgz,1999,59.651
kgz,2000,59.839
kgz,2001,59.268
kgz,2002,56.318
kgz,2003,57.692
kgz,2004,58.257
kgz,2005,59.357
kgz,2006,60.074
kgz,2007,59.942
kgz,2008,59.62
kgz,2009,58.535
kgz,2010,58.726
kgz,2011,59.318
kgz,2012,58.788
kgz,2013,57.257
kgz,2014,57.331
kgz,2015,57.664
kgz,2016,57.094
kgz,2017,55.94
kgz,2018,54.761
kgz,2019,54.579
kgz,2020,51.032
kgz,2021,51.354
khm,1991,78.397
khm,1992,78.314
khm,1993,78.268
khm,1994,78.774
khm,1995,79.088
khm,1996,78.987
khm,1997,78.912
