geo,time,se_sec_cmpt_lo_zs
mkd,1997,89.98688
mkd,1999,90.58803
mkd,2000,91.35972
mkd,2001,91.57104
mkd,2002,94.36519
mkd,2003,92.7053
mkd,2004,88.68918
mkd,2005,90.22485
mkd,2006,91.00369
mkd,2007,88.9203
mkd,2008,87.36423
mkd,2009,88.79333
mkd,2010,87.68082
mkd,2015,88.08536
mkd,2017,85.25677
mkd,2018,86.17953
mli,1971,3.89287
mli,1972,4.05386
mli,1973,4.69857
mli,1974,4.26332
mli,1976,6.12092
mli,1978,7.12053
mli,1981,6.37924
mli,1982,5.22519
mli,1983,6.25129
mli,1984,5.76872
mli,1985,5.54373
mli,1986,5.48588
mli,1987,4.8302
mli,1988,4.85428
mli,2001,15.91958
mli,2002,16.59067
mli,2008,30.54473
mli,2009,33.82219
mli,2010,36.11354
mli,2011,40.03218
mli,2013,30.14589
mli,2014,33.35581
mli,2015,30.80515
mli,2016,30.61697
mli,2017,29.69817
mlt,1971,22.12514
mlt,1972,32.68058
mlt,1973,37.32803
mlt,1974,35.89787
mlt,1975,52.33266
mlt,1976,48.18636
mlt,1977,46.79698
mlt,1978,46.21795
mlt,1979,49.00641
mlt,1980,48.81191
mlt,1981,36.22302
mlt,1982,47.51403
mlt,1983,48.24943
mlt,1984,50.15002
mlt,1985,49.61945
mlt,1986,53.08818
mlt,1987,45.35961
mlt,1988,48.54035
mlt,1989,49.61024
mlt,1990,48.61566
mlt,1991,55.58152
mlt,1992,65.04872
mlt,1993,64.60254
mlt,1994,65.02227
mlt,1995,71.23195
mlt,1996,70.11026
mlt,1997,75.72353
mlt,1998,80.23256
mlt,1999,83.56211
mlt,2000,83.55693
mlt,2001,82.99414
mlt,2002,87.05434
mlt,2003,93.54055
mlt,2004,96.31891
mlt,2005,97.54386
mlt,2006,99.66508
mlt,2007,98.68327
mlt,2008,96.94891
mlt,2009,93.92541
mlt,2010,100.03802
mlt,2011,101.15754
mlt,2012,103.43495
mlt,2013,97.87517
mlt,2014,101.23485
mlt,2015,95.36204
mlt,2016,100.44335
mlt,2017,107.20948
mlt,2018,103.9767
mlt,2019,104.02212
mmr,1971,12.89721
mmr,1972,12.03603
mmr,1973,13.38286
mmr,1974,12.70276
mmr,1999,30.01132
mmr,2000,33.1899
mmr,2001,33.77357
mmr,2002,34.40874
mmr,2003,35.07023
mmr,2004,40.15821
mmr,2005,39.93926
mmr,2006,41.84267
mmr,2007,40.37797
mmr,2009,43.89394
mmr,2010,43.79158
mmr,2014,49.04502
mmr,2016,54.66938
mmr,2017,61.06886
mmr,2018,64.77479
mne,2011,76.98553
mne,2012,96.72308
mne,2015,92.37508
mne,2016,97.12787
mne,2017,99.40302
mne,2018,95.21058
mne,2019,89.94478
mne,2020,89.68993
mng,1974,52.70539
mng,1975,62.54752
mng,1976,70.62907
mng,1978,81.32494
mng,1979,83.22372
mng,1980,84.63254
mng,1995,63.67437
mng,1996,108.91185
mng,1997,58.23305
mng,1999,57.67132
mng,2000,62.71829
mng,2001,66.69103
mng,2002,78.49714
mng,2003,79.93918
mng,2004,82.98896
mng,2005,89.77175
mng,2006,94.61215
mng,2007,93.67011
mng,2008,91.08274
mng,2009,91.27666
mng,2010,106.54246
mng,2018,105.17241
mng,2019,94.7923
moz,1983,9.51676
moz,1985,11.40896
moz,1986,10.97546
moz,1990,9.4554
moz,1992,9.27508
moz,1993,9.04353
moz,1994,8.88339
moz,1995,9.51027
moz,1999,2.77026
moz,2000,3.87287
moz,2002,5.76954
moz,2004,7.34211
moz,2005,9.82503
moz,2006,10.82909
moz,2007,13.62224
moz,2008,17.62722
moz,2009,19.69775
moz,2010,21.11233
moz,2011,22.77175
moz,2012,22.65269
moz,2013,22.98453
moz,2014,22.60488
moz,2015,22.94938
moz,2017,22.81743
moz,2019,24.23403
mrt,1978,5.07806
mrt,1979,5.91465
mrt,1980,7.33134
mrt,1981,8.21888
mrt,1983,10.39479
mrt,1985,12.46315
mrt,1986,11.73654
mrt,1987,12.69061
mrt,1988,13.0849
mrt,1989,11.66894
mrt,1991,11.02867
mrt,1992,11.5546
mrt,1993,11.19213
mrt,1994,11.47656
mrt,1995,13.02517
mrt,1999,13.75231
mrt,2001,17.00868
mrt,2002,16.15846
mrt,2003,16.43939
mrt,2004,16.56493
mrt,2005,17.74716
mrt,2006,20.39745
mrt,2007,17.1311
mrt,2009,16.91834
mrt,2012,20.29693
mrt,2014,29.5492
mrt,2015,32.36714
mrt,2016,29.4403
mrt,2017,36.3263
mrt,2018,41.85227
mrt,2019,45.94229
mus,1973,40.2477
mus,1974,39.18235
mus,1975,37.63824
mus,1976,41.79401
mus,1977,45.10547
mus,1978,52.12228
mus,1979,64.19856
mus,1981,52.21939
mus,1982,50.42845
mus,1984,48.54828
mus,1985,50.83806
mus,1986,46.43173
mus,1987,46.9899
mus,1988,50.68312
mus,1989,62.79865
mus,1990,62.96001
mus,1991,64.03805
mus,1992,57.41976
mus,1993,64.08685
mus,1994,69.77364
mus,1995,74.72613
mus,1996,70.80599
mus,1997,70.47244
mus,1998,74.18327
mus,1999,71.30413
mus,2000,75.39081
mus,2001,75.73745
mus,2002,74.4924
mus,2003,78.05082
mus,2004,76.99212
mus,2005,80.51871
mus,2006,77.90477
mus,2007,78.34938
mus,2008,83.90186
mus,2009,84.05705
mus,2010,81.94318
mus,2011,84.68098
mus,2012,82.34026
mus,2013,84.59484
mus,2014,85.88205
mus,2015,84.16783
mus,2016,88.49003
mus,2017,84.17671
mus,2018,86.75365
mus,2019,89.21405
mus,2020,102.6442
mus,2021,102.6442
mwi,1974,16.84827
mwi,1975,19.5644
mwi,1976,20.8008
mwi,1977,23.48819
mwi,1978,23.96654
mwi,1979,20.6225
mwi,1980,27.64296
mwi,1981,26.81726
mwi,1982,30.33746
mwi,1983,30.4297
mwi,1984,31.93265
mwi,1985,31.37962
mwi,1986,29.3602
mwi,1987,26.53606
mwi,1988,26.23926
mwi,1989,26.23035
mwi,1990,26.77326
mwi,1991,29.52983
mwi,1992,22.94483
mwi,1993,36.9856
mwi,1994,27.32219
mwi,1995,52.09377
mwi,1996,49.9096
mwi,1999,33.04694
mwi,2005,17.18222
mwi,2006,20.28526
mwi,2007,18.35272
mwi,2008,19.53118
mwi,2009,20.20977
mwi,2010,19.49304
mwi,2011,19.85233
mwi,2012,19.41558
mwi,2013,21.55753
mwi,2014,23.29841
mwi,2015,24.0404
mys,1998,92.35951
mys,1999,87.16907
mys,2000,88.40864
mys,2001,85.48776
mys,2002,84.05729
mys,2003,94.09813
mys,2004,90.21788
mys,2005,86.41276
mys,2006,86.85272
mys,2007,86.9788
mys,2008,86.50514
mys,2009,85.11282
mys,2010,84.66087
mys,2011,85.04155
mys,2012,85.60541
mys,2013,82.98778
mys,2014,83.95919
mys,2015,86.2431
mys,2016,83.33722
mys,2017,83.29344
mys,2018,81.76969
mys,2019,84.91477
nam,1992,43.88718
nam,1994,47.99262
nam,1995,50.73692
nam,1996,53.04305
nam,1997,53.3907
nam,1998,53.05486
nam,1999,52.84341
nam,2000,52.07585
nam,2005,60.78088
nam,2006,61.57751
nam,2008,60.41385
nam,2009,63.10956
nam,2010,60.82509
nam,2012,60.97284
nam,2013,62.11044
nam,2015,68.55815
nam,2016,70.72284
nam,2017,76.70767
nam,2018,85.21985
ner,1971,0.61874
ner,1972,0.86017
ner,1973,1.17411
ner,1974,1.38782
ner,1975,1.48262
ner,1976,1.49124
ner,1977,2.09691
ner,1978,2.19324
ner,1979,2.71899
ner,1981,4.24701
ner,1986,5.47535
ner,1989,4.42772
ner,1990,4.98536
ner,1991,5.1383
ner,1992,5.05236
ner,1997,6.3847
ner,2000,4.77789
ner,2001,4.85958
ner,2002,4.44458
ner,2003,4.84548
ner,2004,6.82176
ner,2005,7.1116
ner,2006,7.90157
ner,2007,7.57376
ner,2008,8.78034
ner,2009,8.85479
ner,2010,8.67643
ner,2011,9.99895
ner,2012,11.52685
ner,2013,12.04837
ner,2014,12.21446
ner,2015,15.26305
ner,2016,16.55593
ner,2017,17.78935
ner,2018,18.9712
ner,2019,17.65753
nga,2000,25.0689
nga,2001,26.87299
nga,2003,37.05653
nga,2010,47.06915
nic,1979,20.20996
nic,1987,22.34751
nic,1988,26.74894
nic,1989,23.27732
nic,1991,29.50198
nic,1992,27.57074
nic,1993,27.63347
nic,1994,29.37686
nic,1995,32.62963
nic,1999,43.34147
nic,2000,44.49509
nic,2001,45.61839
nic,2002,49.35444
nic,2004,54.42846
nic,2005,58.82728
nic,2006,60.08034
nic,2007,62.28779
nic,2008,59.90999
nic,2010,66.41756
nld,1971,53.51877
nld,1972,48.58272
nld,1973,51.96016
nld,1974,54.86285
nld,1975,55.13199
nld,1976,56.036
nld,1977,56.65757
nld,1978,56.98166
nld,1979,57.89821
nld,1980,57.74669
nld,1981,57.98564
nld,1982,58.24557
nld,1983,58.56883
nld,1984,62.07329
nld,1985,63.45482
nld,1986,64.02298
nld,1987,63.8727
nld,1988,62.88758
nld,1989,61.44841
nld,1990,62.41446
nld,1991,62.43303
nld,1992,64.13651
nld,1999,61.54763
nor,1998,100.75475
nor,1999,97.73804
nor,2000,97.27814
nor,2001,96.84948
nor,2002,96.93658
nor,2003,97.29209
nor,2004,100.77381
nor,2005,102.11942
nor,2006,102.94713
nor,2007,102.18207
nor,2008,100.19695
nor,2009,97.61901
nor,2010,97.76789
nor,2011,99.09301
nor,2012,100.48956
nor,2013,99.97536
nor,2014,97.12916
nor,2015,99.65188
nor,2016,101.06676
nor,2017,98.49142
nor,2018,97.68485
nor,2019,99.69271
npl,1988,31.34113
npl,1991,34.04023
npl,1992,36.8872
npl,1999,38.8016
npl,2000,42.37766
npl,2001,46.17632
npl,2002,48.53813
npl,2003,47.73201
npl,2008,60.56182
npl,2010,66.62116
npl,2011,67.24923
npl,2012,73.63051
npl,2013,79.16641
npl,2014,83.66175
npl,2015,86.61104
npl,2016,89.61535
npl,2017,94.603
npl,2019,99.4591
npl,2020,99.45915
nru,1998,34.5679
nru,2001,35.64815
nru,2002,33.65854
nru,2012,73.30097
nru,2019,86.56716
omn,1974,0.23963
omn,1975,0.57242
omn,1976,0.83695
omn,1977,1.36701
omn,1978,2.46407
omn,1979,3.58446
omn,1983,18.05673
omn,1984,19.20854
omn,1985,21.99197
omn,1986,24.76418
omn,1987,29.64846
omn,1988,30.18613
omn,1989,36.01174
omn,1990,36.00208
omn,1992,50.22637
omn,1994,57.56221
omn,1995,63.00079
omn,1996,66.44533
omn,1997,60.17871
omn,2000,73.24022
omn,2001,81.2151
omn,2002,81.95673
omn,2003,82.29649
omn,2009,105.48235
omn,2011,99.24752
omn,2012,93.5427
omn,2013,90.0866
omn,2014,98.76721
omn,2015,102.16864
omn,2016,102.3473
omn,2017,101.7768
omn,2018,103.54893
omn,2019,105.94859
omn,2020,112.69334
pak,2004,32.29571
pak,2005,32.46275
pak,2008,38.02844
pak,2009,38.9407
pak,2010,38.4615
pak,2011,38.40102
pak,2012,40.83817
pak,2013,42.76747
pak,2014,44.66861
pak,2015,45.49245
pak,2016,47.00148
pak,2017,46.92579
pak,2018,48.33433
pak,2019,48.96841
pan,1972,30.29011
pan,1973,31.08556
pan,1974,38.36175
pan,1975,40.70826
pan,1976,41.84676
pan,1977,42.91997
pan,1978,45.10628
pan,1979,47.61668
pan,1982,55.85512
pan,1983,56.06241
pan,1984,57.03026
pan,1985,56.94444
pan,1986,56.92221
pan,1987,54.40301
pan,1988,56.6784
pan,2004,45.46616
pan,2005,47.47518
pan,2006,65.75624
pan,2007,65.9119
pan,2008,65.92197
pan,2009,67.9983
pan,2010,69.93414
pan,2011,70.36273
pan,2012,74.19059
pan,2017,76.80485
pan,2020,71.59195
per,1970,28.26298
per,1974,30.5773
per,1975,34.80887
per,1976,40.18922
per,1977,43.36806
per,1978,45.01433
per,1979,54.78876
per,1980,52.82389
per,1981,54.91493
per,1985,58.80349
per,1995,66.40479
per,2000,75.33198
per,2001,78.3713
per,2002,82.18609
per,2004,81.09835
per,2005,80.13603
per,2006,83.17014
per,2008,83.96075
per,2009,86.61045
per,2010,86.30237
per,2011,85.7065
per,2012,80.07784
per,2013,87.35487
per,2014,86.56666
per,2015,87.44053
per,2016,90.23062
per,2017,93.56619
per,2018,97.97501
per,2019,101.63244
phl,1990,66.04931
phl,1992,68.40097
phl,1998,69.75507
phl,1999,69.31872
phl,2001,67.73972
phl,2002,68.74947
phl,2003,72.16313
phl,2004,81.67016
phl,2005,78.72586
phl,2006,75.54032
phl,2007,68.10332
phl,2008,80.60561
phl,2009,77.58298
phl,2014,81.00197
phl,2017,78.20432
phl,2018,80.51813
phl,2019,83.08798
plw,2004,91.2
plw,2014,108.52018
png,1998,24.87852
png,2012,60.04634
png,2018,37.17118
pol,1971,90.98063
pol,1972,89.55824
pol,1973,88.093
pol,1974,88.63865
pol,1975,90.35053
pol,1976,92.71712
pol,1977,93.52221
pol,1979,96.13437
pol,1980,94.89795
pol,1981,94.72025
pol,1982,92.61462
pol,1983,88.67461
pol,1984,89.84454
pol,1985,92.38943
pol,1986,91.57004
pol,1987,92.76412
pol,1989,95.58277
pol,1990,97.7417
pol,1991,98.69073
pol,1992,97.53803
pol,1993,98.40778
pol,1994,98.73555
pol,1995,94.32974
pol,1996,90.93976
pol,1997,95.17168
pol,1998,96.89289
pol,1999,98.20702
pol,2002,92.74216
pol,2003,94.27676
pol,2004,96.4588
pol,2005,96.49991
pol,2013,93.89488
pol,2014,94.1687
pol,2015,95.03197
pol,2016,96.85804
pol,2017,97.69492
pol,2018,99.9483
pol,2019,103.30687
prt,1972,23.62033
prt,1973,28.02536
prt,1974,33.97174
prt,1975,35.56613
prt,1976,38.70716
prt,1977,34.73534
prt,1978,51.70242
prt,1985,35.71314
prt,1986,41.43423
prt,1990,51.89458
prt,1991,56.12857
prt,2018,94.89417
prt,2019,93.6031
pry,2001,70.18488
pry,2002,70.40398
pry,2003,68.85844
pry,2004,69.62047
pry,2005,86.43644
pry,2007,80.46382
pry,2008,79.33779
pry,2009,68.76268
pry,2010,69.94155
pry,2011,71.67613
pry,2012,73.37699
pry,2013,72.14054
pry,2014,71.02745
pry,2015,69.40082
pry,2016,70.79884
pry,2020,65.82699
pse,1999,65.08406
pse,2000,65.1963
pse,2001,67.48738
pse,2002,69.77584
pse,2003,73.81984
pse,2004,81.54299
pse,2006,85.08433
pse,2007,88.01378
pse,2008,84.20579
pse,2009,90.19218
pse,2010,81.66608
pse,2011,83.29059
pse,2012,78.59134
pse,2013,77.30152
pse,2014,75.95151
pse,2015,76.82094
pse,2016,80.99863
pse,2017,81.72671
pse,2018,89.50354
pse,2019,93.47703
pse,2020,93.10602
pyf,1993,60.16761
qat,1971,31.80873
qat,1972,31.16943
qat,1973,37.5517
qat,1974,36.07116
qat,1975,40.81996
qat,1976,48.20745
qat,1977,49.86729
qat,1978,52.08401
qat,1979,59.5678
qat,1980,61.89052
qat,1981,60.18809
qat,1982,61.68352
qat,1983,77.47004
qat,1984,66.70087
qat,1985,69.33722
qat,1986,70.20342
qat,1987,58.06716
qat,1988,58.51963
qat,1989,57.55383
qat,1990,60.26201
qat,1991,66.7263
qat,1992,63.6697
qat,1993,73.83222
qat,1994,72.83665
qat,1995,70.1293
qat,1996,68.98161
qat,2005,96.6753
qat,2006,88.64386
qat,2007,87.39488
qat,2008,106.16209
qat,2009,118.64975
qat,2011,113.63214
qat,2013,83.57904
qat,2014,85.0158
qat,2015,89.19589
qat,2016,90.88259
qat,2017,84.58809
qat,2018,89.22702
qat,2019,94.83698
qat,2020,93.64992
rou,1993,76.19654
rou,1996,80.84842
rou,1997,79.26851
rou,1999,84.10557
rou,2001,85.82953
rou,2002,86.39555
rou,2003,85.68487
rou,2004,87.20479
rou,2005,86.18375
rou,2006,82.89735
rou,2007,88.74555
rou,2008,91.62954
rou,2009,92.83528
rou,2010,90.79528
rou,2011,105.90724
rou,2012,86.86118
rou,2013,87.29104
rou,2014,89.94736
rou,2015,90.83974
rou,2016,89.0415
rou,2017,86.53458
rou,2018,88.01003
rou,2019,88.54533
rus,1994,86.1775
rus,1999,89.59943
rus,2001,88.26532
rus,2002,90.75336
rus,2003,89.46619
rus,2004,83.77629
rus,2005,80.33178
rus,2006,74.99058
rus,2007,72.17082
rus,2008,71.61821
rus,2009,71.50826
rus,2011,86.11064
rus,2012,86.63552
rus,2013,91.0861
rus,2014,96.00013
rus,2015,95.43933
rus,2016,95.93125
rus,2018,103.40499
rus,2019,103.98932
rwa,1971,1.569
rwa,1972,1.7765
rwa,1973,1.70778
rwa,1974,1.35167
rwa,1975,1.53858
rwa,1976,1.73521
rwa,1977,1.66835
rwa,1978,1.86674
rwa,1986,1.22469
rwa,1987,0.9545
rwa,1988,1.0179
rwa,1989,1.57867
rwa,1990,1.71893
rwa,1991,1.63998
rwa,1992,1.74183
rwa,2012,36.10366
rwa,2014,35.79786
rwa,2015,34.74532
rwa,2016,35.24466
rwa,2017,37.66373
rwa,2018,36.79467
rwa,2019,42.49868
sau,1979,26.87934
sau,2005,80.92912
sau,2007,81.93377
sau,2008,83.83835
sau,2010,99.28412
sau,2011,99.66548
sau,2016,104.57624
sau,2017,106.47857
sau,2018,104.64039
sau,2019,105.45758
sau,2020,104.1184
sdn,2010,52.13374
sdn,2013,51.30631
sdn,2014,50.46706
sdn,2015,50.89978
sdn,2016,49.74509
sdn,2018,50.80799
sen,1971,8.25427
sen,1972,9.602
sen,1973,9.40587
sen,1977,9.42036
sen,1979,8.95561
sen,1980,8.93694
sen,1981,10.04491
sen,1982,10.67036
sen,1983,10.19365
sen,1984,10.52493
sen,1986,10.82058
sen,1988,12.63419
sen,1989,11.94715
sen,1990,13.05182
sen,1992,16.52055
sen,1996,12.84448
sen,1997,13.0731
sen,2000,13.43816
sen,2001,13.27358
sen,2002,14.41386
sen,2003,19.94511
sen,2004,18.15811
sen,2005,20.3908
sen,2006,23.04538
sen,2007,31.52004
sen,2008,26.26442
sen,2009,27.59542
sen,2010,30.81476
sen,2011,32.74249
sen,2012,34.58454
sen,2013,36.43792
sen,2014,40.93905
sen,2015,39.7081
sen,2019,37.3811
sen,2020,37.09591
sgp,2016,107.36645
sgp,2017,104.63181
sgp,2018,99.64659
sgp,2019,100.15981
slb,1980,7.66252
slb,2000,31.75823
slb,2002,45.72027
slb,2010,61.79906
slb,2011,64.27939
slb,2012,63.43184
slb,2013,63.37985
slb,2014,66.90712
slb,2016,71.17545
slb,2017,70.30787
slb,2018,71.4147
slb,2019,70.45594
sle,1971,5.1152
sle,1972,5.65762
sle,1973,6.22133
sle,1974,6.4972
sle,1978,7.61198
sle,1979,7.83273
sle,2001,20.38468
sle,2011,40.35879
sle,2012,48.69024
sle,2013,47.33776
sle,2015,46.39756
sle,2016,56.73944
sle,2017,50.90862
sle,2018,51.01734
sle,2019,72.21916
sle,2020,77.64662
slv,1970,15.48433
slv,1971,17.28448
slv,1972,20.47635
slv,1973,24.20595
slv,1974,29.47088
slv,1975,33.55716
slv,1976,35.89439
slv,1977,37.57924
slv,1981,32.83623
slv,1982,36.93735
slv,1983,38.99366
slv,1984,39.57917
slv,1987,37.33477
slv,1988,39.91599
slv,1989,41.79083
slv,1991,44.14148
slv,1992,45.28843
slv,1993,47.66815
slv,1995,53.92999
slv,1996,53.93743
slv,2001,63.34788
slv,2002,67.92283
slv,2003,72.6935
slv,2005,73.66628
slv,2006,70.94586
slv,2007,70.06702
slv,2008,70.40787
slv,2009,72.17698
slv,2010,77.70577
slv,2011,81.02259
slv,2012,82.7288
slv,2013,80.70026
slv,2014,80.75428
slv,2015,83.07595
slv,2016,79.55857
slv,2017,77.84939
slv,2018,77.42193
smr,2018,99.375
smr,2019,94.59459
smr,2020,88.79552
srb,2007,95.10051
srb,2008,95.19115
srb,2009,95.53899
srb,2010,94.59862
srb,2011,97.79565
srb,2012,102.6659
srb,2013,96.01579
srb,2014,96.2823
srb,2015,101.81807
srb,2016,95.14309
srb,2017,94.93034
srb,2018,97.9764
srb,2019,97.03027
srb,2020,95.23966
ssd,2011,18.00301
stp,1977,12.36181
stp,1978,11.75037
stp,1988,14.22663
stp,2003,25.10968
stp,2004,31.88669
stp,2005,35.14721
stp,2007,31.93255
stp,2008,30.47084
stp,2010,30.09759
stp,2011,45.01882
stp,2012,49.74284
stp,2013,79.5773
stp,2014,71.91781
stp,2015,71.61896
stp,2017,73.53945
sur,1976,27.24465
sur,1977,26.12406
sur,1978,32.11139
sur,1981,15.40325
sur,1982,19.95628
sur,1983,14.56142
sur,1984,18.30811
sur,1985,25.71959
sur,2007,37.59437
sur,2008,34.73367
sur,2009,35.04274
sur,2010,37.39612
sur,2011,36.46174
sur,2012,38.64447
sur,2013,42.89685
sur,2014,46.09422
sur,2015,48.93807
sur,2016,44.30042
sur,2017,46.48707
sur,2018,45.17302
sur,2019,47.42723
svk,1993,92.61078
svk,1994,91.20541
svk,1997,93.48122
svk,2004,83.13419
svk,2005,82.59451
svk,2006,86.04081
svk,2007,82.28483
svk,2008,82.78252
svk,2009,80.78595
svk,2010,83.4052
svk,2011,84.1007
svk,2012,85.47472
svk,2013,79.48024
svk,2014,87.05712
svk,2015,86.68772
svk,2016,77.26999
svk,2017,80.99462
svk,2018,81.364
svk,2019,83.19305
svn,1993,86.57422
svn,1994,87.569
svn,1995,91.0031
svn,1996,90.8552
svn,1999,93.21302
svn,2000,91.80432
svn,2001,98.32122
svn,2002,100.37931
svn,2003,96.27454
svn,2006,96.01061
svn,2009,101.24351
svn,2010,99.2859
svn,2011,97.96252
svn,2012,96.22952
svn,2013,94.52289
svn,2014,94.02604
svn,2015,98.99796
svn,2016,96.65591
svn,2017,97.95059
svn,2018,95.43323
svn,2019,96.17997
swe,2009,93.69758
swe,2010,93.39113
swe,2011,92.54731
swe,2012,94.76468
swe,2013,97.73884
swe,2014,104.45574
swe,2015,105.79423
swe,2016,108.24791
swe,2017,109.60916
swe,2018,108.8779
swe,2019,107.63119
swz,1970,16.19389
swz,1971,15.93283
swz,1972,18.34714
swz,1973,21.53974
swz,1974,26.02036
swz,1975,27.00455
swz,1976,28.9726
swz,1977,33.55209
swz,1978,35.10067
swz,1979,35.30731
swz,1980,36.35281
swz,1981,35.90485
swz,1982,37.31395
swz,1983,37.49581
swz,1984,36.3764
swz,1985,34.96245
swz,1986,32.2392
swz,1987,32.46102
swz,1988,31.72758
swz,1989,36.30435
swz,1990,33.32682
swz,1991,38.16416
swz,1992,41.58637
swz,1993,39.0459
swz,1994,39.19722
swz,1995,38.79795
swz,1996,37.31887
swz,1998,38.43741
swz,1999,34.17493
swz,2000,33.75621
swz,2001,34.7061
swz,2002,37.42417
swz,2003,35.35323
swz,2004,39.33086
swz,2005,41.7088
swz,2006,47.1898
swz,2007,49.53661
swz,2009,49.32018
swz,2010,52.60693
swz,2011,51.81689
swz,2012,51.96464
swz,2013,55.34272
swz,2014,53.125
swz,2015,53.19012
swz,2016,62.66104
swz,2017,67.44852
swz,2019,69.75834
sxm,2014,41.56522
syc,1970,9.55657
syc,1971,7.50751
syc,1972,9.35199
syc,1973,8.85714
syc,1974,24.07407
syc,1977,36.27878
syc,1978,45.41538
syc,1980,98.29787
syc,1981,94.55657
syc,1982,92.76885
syc,1983,96.69164
syc,1988,94.11012
syc,1989,107.71664
syc,1992,89.7546
syc,1993,96.85185
syc,1994,103.49345
syc,1998,103.70828
syc,1999,105.30537
syc,2000,99.44581
syc,2001,94.53861
syc,2002,95.18304
syc,2003,100.19659
syc,2005,111.68919
syc,2007,108.44415
syc,2008,109.10931
syc,2009,105.12465
syc,2010,108.742
syc,2011,109.06411
syc,2012,104.47309
syc,2013,106.0816
syc,2014,109.13313
syc,2015,110.50584
syc,2016,110.89342
syc,2017,107.24299
syc,2018,108.44749
syc,2019,110.162
syc,2020,101.49573
syr,1971,30.49772
syr,1972,36.65823
syr,1973,43.74749
syr,1974,39.99907
syr,1975,40.27035
syr,1977,41.01346
syr,1978,42.89898
syr,1979,44.70457
syr,1980,46.27399
syr,1981,46.959
syr,1982,45.61628
syr,1983,45.79277
syr,1984,47.7559
syr,1985,49.55982
syr,1986,53.1178
syr,1987,53.38231
syr,1988,53.31075
syr,1989,51.98424
syr,1990,48.27174
syr,1991,47.36751
syr,1992,48.55822
syr,1993,46.53218
syr,1994,46.0048
syr,1999,47.04635
syr,2000,47.23163
syr,2001,48.09197
syr,2002,49.41149
syr,2003,52.79194
syr,2004,57.29271
syr,2005,61.10751
syr,2006,60.86312
syr,2007,62.55895
syr,2008,66.75095
syr,2009,66.16628
syr,2010,66.9319
syr,2011,67.27814
syr,2012,70.5264
syr,2013,53.81093
tca,1997,77.10438
tca,2000,67.20257
tca,2001,83.80952
tca,2002,59.57447
tca,2003,71.22093
tca,2004,78.08219
tca,2005,79.43445
tca,2009,83.29718
tca,2014,70.83333
tca,2015,74.95495
tca,2018,105.77849
tcd,1971,1.44559
tcd,1974,1.85396
tcd,1975,2.3429
tcd,1988,4.61903
tcd,1989,4.32893
tcd,1990,4.96083
tcd,1991,4.79058
tcd,1994,6.28366
tcd,1995,5.9348
tcd,1996,6.76756
tcd,2000,8.80741
tcd,2002,9.88058
tcd,2003,10.10329
tcd,2004,10.71909
tcd,2006,11.74439
tcd,2009,17.07935
tcd,2010,16.07918
tcd,2011,16.46969
tcd,2012,15.68552
tcd,2013,17.44694
tcd,2015,14.79715
tcd,2016,14.99641
tcd,2017,15.23423
tcd,2018,15.03995
tgo,1971,4.77851
tgo,1972,6.57478
tgo,1973,6.27604
tgo,1974,7.42305
tgo,1975,9.18542
tgo,1976,10.60506
tgo,1977,14.04846
tgo,1978,17.22179
tgo,1979,20.85801
tgo,1980,24.12547
tgo,1981,23.52862
tgo,1982,22.93137
tgo,1983,18.46068
tgo,1984,13.57034
tgo,1985,12.24098
tgo,1986,11.75066
tgo,1987,11.83065
tgo,1988,10.86244
tgo,1989,12.17593
tgo,1990,13.6676
tgo,1991,13.16177
tgo,1992,14.17428
tgo,1994,12.24207
tgo,1995,15.89666
tgo,1996,16.00573
tgo,1999,20.64587
tgo,2000,22.44658
tgo,2001,26.3626
tgo,2002,29.77924
tgo,2003,32.24181
tgo,2004,35.17519
tgo,2005,39.71363
tgo,2006,40.21473
tgo,2007,34.26727
tgo,2008,36.26159
tgo,2010,36.20581
tgo,2011,40.04079
tgo,2013,39.22958
tgo,2014,37.8433
tgo,2015,40.81356
tgo,2016,42.5236
tgo,2017,46.57758
tgo,2018,47.92052
tgo,2019,50.08897
tgo,2020,51.88255
tha,1975,23.00017
tha,1976,25.02811
tha,1977,26.37208
tha,1978,27.15255
tha,2015,78.70332
tha,2016,79.82861
tha,2017,78.58905
tha,2018,81.01903
tha,2020,85.18842
tjk,1995,85.56619
tjk,1997,86.6074
tjk,1999,86.98577
tjk,2000,84.17576
tjk,2001,69.37481
tjk,2002,65.03183
tjk,2003,86.4236
tjk,2004,84.82226
tjk,2005,85.53682
tjk,2006,89.9482
tjk,2007,89.36747
tjk,2008,87.52071
tjk,2009,84.73632
tjk,2010,93.6211
tjk,2011,96.83234
tjk,2012,86.42792
tjk,2014,93.20217
tjk,2015,97.74346
tjk,2016,99.63324
tjk,2017,96.18163
tls,2008,49.93752
tls,2009,67.11799
tls,2010,69.45854
tls,2011,73.05914
tls,2012,70.44956
tls,2013,67.25148
tls,2014,70.88319
tls,2015,75.18322
tls,2016,79.39183
tls,2017,84.62701
tls,2018,90.8612
tls,2019,90.81352
ton,1982,80.67039
ton,1983,78.93766
ton,1984,103.54086
ton,1985,97.3927
ton,1993,115.77503
ton,1999,82.65306
ton,2001,98.79182
ton,2003,104.92891
ton,2004,78.74485
ton,2020,76.43285
tto,1971,37.33021
tto,1972,38.11806
tto,1985,77.27733
tto,1988,81.08808
tto,1993,77.19904
